,RMAX US Equity,RMAX US Equity,RMAX US Equity,RMAX US Equity,RMAX US Equity
2021-03-15,38.6435,38.9434,37.9075,38.5708,69085.0
2021-03-16,38.4345,38.4345,36.6173,36.8536,90425.0
2021-03-17,36.4356,37.6986,36.054,37.6986,71569.0
2021-03-18,37.6168,37.6804,35.6905,36.0176,86463.0
2021-03-19,35.6451,36.5401,34.9818,36.4538,341510.0
2021-03-20,35.6451,36.5401,34.9818,36.4538,341510.0
2021-03-21,35.6451,36.5401,34.9818,36.4538,341510.0
2021-03-22,36.4356,36.4538,35.318,35.4452,66789.0
2021-03-23,35.109,35.1181,33.6643,33.846,85537.0
2021-03-24,34.1095,35.4088,33.2463,33.4644,93666.0
2021-03-25,33.101,34.8001,32.7103,34.7546,105343.0
2021-03-26,35.2907,35.8541,34.7628,35.4725,107869.0
2021-03-27,35.2907,35.8541,34.7628,35.4725,107869.0
2021-03-28,35.2907,35.8541,34.7628,35.4725,107869.0
2021-03-29,35.2544,35.7087,34.5093,34.9091,87532.0
2021-03-30,34.791,35.636,34.6226,35.4725,62768.0
2021-03-31,36.2539,36.3266,35.4452,35.7905,117361.0
2021-04-01,35.8904,37.0625,34.9909,37.0534,75238.0
2021-04-02,35.8904,37.0625,34.9909,37.0534,75238.0
2021-04-03,35.8904,37.0625,34.9909,37.0534,75238.0
2021-04-04,35.8904,37.0625,34.9909,37.0534,75238.0
2021-04-05,37.4169,37.4713,36.5355,37.0625,70567.0
2021-04-06,37.0807,37.953,37.0807,37.6804,46846.0
2021-04-07,37.744,37.9712,36.581,36.9444,50812.0
2021-04-08,37.108,37.3896,36.3629,37.3442,44557.0
2021-04-09,37.426,37.4805,36.6991,37.1534,55173.0
2021-04-10,37.426,37.4805,36.6991,37.1534,55173.0
2021-04-11,37.426,37.4805,36.6991,37.1534,55173.0
2021-04-12,36.9353,37.0671,36.5719,36.9081,30254.0
2021-04-13,36.9081,36.9081,34.6274,35.2726,137801.0
2021-04-14,35.4543,35.4543,34.8455,35.0545,113445.0
2021-04-15,35.3816,35.4361,34.5638,35.3271,61260.0
2021-04-16,35.4361,35.5088,34.8092,35.109,58926.0
2021-04-17,35.4361,35.5088,34.8092,35.109,58926.0
2021-04-18,35.4361,35.5088,34.8092,35.109,58926.0
2021-04-19,34.9727,35.0545,34.1731,34.5457,73627.0
2021-04-20,34.3003,34.8728,32.3922,32.7193,123067.0
2021-04-21,32.5285,33.8824,32.5285,33.8188,67404.0
2021-04-22,34.1186,34.1186,32.3195,32.7193,174942.0
2021-04-23,32.7193,33.1508,32.047,32.6466,161291.0
2021-04-24,32.7193,33.1508,32.047,32.6466,161291.0
2021-04-25,32.7193,33.1508,32.047,32.6466,161291.0
2021-04-26,33.0101,34.2095,32.7103,33.2554,161517.0
2021-04-27,33.2736,33.4371,32.5013,32.792,125765.0
2021-04-28,32.6557,32.9824,32.3377,32.3922,64916.0
2021-04-29,32.9828,33.1282,32.3922,32.9556,59499.0
2021-04-30,32.7557,33.5098,32.7557,33.3735,122007.0
2021-05-01,32.7557,33.5098,32.7557,33.3735,122007.0
2021-05-02,32.7557,33.5098,32.7557,33.3735,122007.0
2021-05-03,33.8369,34.4548,33.4099,33.7279,176897.0
2021-05-04,33.5644,33.8097,32.7284,33.5553,84970.0
2021-05-05,33.9551,33.9551,33.0646,33.5553,95179.0
2021-05-06,33.6189,33.9278,33.2327,33.7279,76088.0
2021-05-07,32.8829,33.1282,31.8404,33.0101,113480.0
2021-05-08,32.8829,33.1282,31.8404,33.0101,113480.0
2021-05-09,32.8829,33.1282,31.8404,33.0101,113480.0
2021-05-10,32.8284,33.3009,32.5104,32.7648,123641.0
2021-05-11,32.1015,32.3195,31.738,32.3014,67532.0
2021-05-12,31.947,32.156,31.2883,31.5472,84258.0
2021-05-13,31.529,32.1651,31.3292,31.7653,84322.0
2021-05-14,32.0015,32.6012,31.5745,32.474,96429.0
2021-05-15,32.0015,32.6012,31.5745,32.474,96429.0
2021-05-16,32.0015,32.6012,31.5745,32.474,96429.0
2021-05-17,32.474,32.6103,32.1015,32.5921,90239.0
2021-05-18,32.3909,32.8299,32.308,32.3544,112102.0
2021-05-19,31.6502,32.1257,31.3484,32.0892,48596.0
2021-05-20,31.9977,32.2664,31.5405,32.2446,80287.0
2021-05-21,32.7476,32.8253,31.9886,32.0069,57908.0
2021-05-22,32.7476,32.8253,31.9886,32.0069,57908.0
2021-05-23,32.7476,32.8253,31.9886,32.0069,57908.0
2021-05-24,32.1806,32.2172,31.8788,32.0617,44909.0
2021-05-25,32.2812,32.2812,31.5222,31.5313,56488.0
2021-05-26,31.6502,32.0069,31.6502,32.0069,59827.0
2021-05-27,32.583,32.5921,31.7142,31.7325,107957.0
2021-05-28,31.9154,32.1166,31.4582,32.016,45388.0
2021-05-29,31.9154,32.1166,31.4582,32.016,45388.0
2021-05-30,31.9154,32.1166,31.4582,32.016,45388.0
2021-05-31,31.9154,32.1166,31.4582,32.016,45388.0
2021-06-01,31.9886,32.1623,31.7051,31.9977,100247.0
2021-06-02,31.9977,31.9977,31.3301,31.6228,55112.0
2021-06-03,31.4856,31.6959,31.1381,31.4216,56600.0
2021-06-04,31.8423,31.8514,31.4765,31.6319,55014.0
2021-06-05,31.8423,31.8514,31.4765,31.6319,55014.0
2021-06-06,31.8423,31.8514,31.4765,31.6319,55014.0
2021-06-07,31.5039,32.0709,31.5039,31.824,202219.0
2021-06-08,31.7417,32.2721,31.7417,31.9886,308287.0
2021-06-09,32.2355,32.5693,31.4399,31.6776,137899.0
2021-06-10,31.7051,31.824,31.5039,31.5588,126690.0
2021-06-11,31.7417,31.7782,31.5039,31.6136,68411.0
2021-06-12,31.7417,31.7782,31.5039,31.6136,68411.0
2021-06-13,31.7417,31.7782,31.5039,31.6136,68411.0
2021-06-14,31.6411,31.8514,31.0558,31.129,116985.0
2021-06-15,31.0832,31.4033,30.6992,31.1564,153627.0
2021-06-16,31.129,31.4856,30.8912,31.0375,71413.0
2021-06-17,30.9369,31.1427,30.562,30.7906,73540.0
2021-06-18,30.2968,30.7357,29.8408,29.9127,253234.0
2021-06-19,30.2968,30.7357,29.8408,29.9127,253234.0
2021-06-20,30.2968,30.7357,29.8408,29.9127,253234.0
2021-06-21,30.1688,30.3608,29.9859,30.1688,79933.0
2021-06-22,30.0499,30.3334,29.9676,30.1688,78797.0
2021-06-23,30.3425,30.498,30.1047,30.1413,98183.0
2021-06-24,30.2236,30.4065,30.1047,30.3699,58625.0
2021-06-25,30.3517,30.7357,30.2693,30.4431,179448.0
2021-06-26,30.3517,30.7357,30.2693,30.4431,179448.0
2021-06-27,30.3517,30.7357,30.2693,30.4431,179448.0
2021-06-28,30.434,30.434,30.0224,30.2693,138869.0
2021-06-29,30.3334,30.5528,30.123,30.1962,70556.0
2021-06-30,29.9767,30.5208,29.9767,30.4797,119043.0
2021-07-01,30.6626,31.1837,30.2876,30.882,159468.0
2021-07-02,30.9186,30.9186,30.3068,30.5437,108090.0
2021-07-03,30.9186,30.9186,30.3068,30.5437,108090.0
2021-07-04,30.9186,30.9186,30.3068,30.5437,108090.0
2021-07-05,30.9186,30.9186,30.3068,30.5437,108090.0
2021-07-06,30.4431,30.4431,29.9218,30.2876,140680.0
2021-07-07,30.1322,30.4065,29.8761,30.1505,141661.0
2021-07-08,29.6384,30.2876,29.6018,30.1047,182224.0
2021-07-09,30.5254,31.0009,30.1779,30.8455,105689.0
2021-07-10,30.5254,31.0009,30.1779,30.8455,105689.0
2021-07-11,30.5254,31.0009,30.1779,30.8455,105689.0
2021-07-12,30.8089,31.0192,30.5894,30.818,136168.0
2021-07-13,30.6809,30.6809,29.931,30.0316,139513.0
2021-07-14,30.1779,30.2785,30.0133,30.0682,115665.0
2021-07-15,29.9127,30.4705,29.9036,30.3059,63402.0
2021-07-16,30.5894,30.6809,30.0407,30.1322,93397.0
2021-07-17,30.5894,30.6809,30.0407,30.1322,93397.0
2021-07-18,30.5894,30.6809,30.0407,30.1322,93397.0
2021-07-19,29.5926,30.1276,29.4966,29.7847,119874.0
2021-07-20,29.9767,30.7723,29.8395,30.4797,139866.0
2021-07-21,30.8455,31.6594,30.8455,31.5405,123178.0
2021-07-22,31.6136,31.6136,30.6077,30.818,56131.0
2021-07-23,31.1564,31.1564,30.5986,31.0467,82933.0
2021-07-24,31.1564,31.1564,30.5986,31.0467,82933.0
2021-07-25,31.1564,31.1564,30.5986,31.0467,82933.0
2021-07-26,31.1747,31.4307,31.0741,31.2661,57384.0
2021-07-27,31.0375,31.385,30.9644,31.1747,84334.0
2021-07-28,31.2661,31.9154,30.9461,31.513,106125.0
2021-07-29,31.5862,32.0892,31.4719,31.7142,206630.0
2021-07-30,31.6776,32.0389,31.3073,31.3667,58794.0
2021-07-31,31.6776,32.0389,31.3073,31.3667,58794.0
2021-08-01,31.6776,32.0389,31.3073,31.3667,58794.0
2021-08-02,31.4033,31.9794,30.6626,30.818,71788.0
2021-08-03,31.0284,31.0284,30.2602,30.8546,75498.0
2021-08-04,30.754,31.5176,30.5254,31.4399,94149.0
2021-08-05,31.1838,31.8743,30.882,31.5588,156490.0
2021-08-06,31.9246,32.0709,31.4307,31.6045,159818.0
2021-08-07,31.9246,32.0709,31.4307,31.6045,159818.0
2021-08-08,31.9246,32.0709,31.4307,31.6045,159818.0
2021-08-09,31.6411,31.8148,31.3119,31.5313,317708.0
2021-08-10,31.7142,32.0434,31.4856,31.5496,69051.0
2021-08-11,31.76,32.1715,31.6502,32.0252,177644.0
2021-08-12,32.2721,32.2721,31.8057,32.0617,199397.0
2021-08-13,32.2721,32.3178,31.5039,31.8423,101561.0
2021-08-14,32.2721,32.3178,31.5039,31.8423,101561.0
2021-08-15,32.2721,32.3178,31.5039,31.8423,101561.0
2021-08-16,31.5569,31.9435,31.4556,31.5385,222173.0
2021-08-17,31.4004,31.7594,31.0137,31.4188,258489.0
2021-08-18,31.3129,31.4924,30.5166,30.5627,98081.0
2021-08-19,30.1024,30.3785,29.55,30.2681,226873.0
2021-08-20,30.3417,30.9217,30.3417,30.6915,83491.0
2021-08-21,30.3417,30.9217,30.3417,30.6915,83491.0
2021-08-22,30.3417,30.9217,30.3417,30.6915,83491.0
2021-08-23,30.756,31.0045,30.5443,30.8757,41120.0
2021-08-24,30.9033,31.2393,30.8641,31.1886,46262.0
2021-08-25,31.1794,31.5937,31.1058,31.1518,74592.0
2021-08-26,30.8849,31.2163,30.7192,30.7192,65670.0
2021-08-27,30.8572,31.5385,30.8572,31.2163,93456.0
2021-08-28,30.8572,31.5385,30.8572,31.2163,93456.0
2021-08-29,30.8572,31.5385,30.8572,31.2163,93456.0
2021-08-30,31.1978,31.1978,30.7744,30.9861,76834.0
2021-08-31,30.9861,31.1794,30.802,30.8296,64560.0
2021-09-01,31.0506,31.4556,30.8803,31.4372,87532.0
2021-09-02,31.4924,31.5661,30.9664,31.1242,62693.0
2021-09-03,31.1242,31.2347,30.5903,30.9769,75230.0
2021-09-04,31.1242,31.2347,30.5903,30.9769,75230.0
2021-09-05,31.1242,31.2347,30.5903,30.9769,75230.0
2021-09-06,31.1242,31.2347,30.5903,30.9769,75230.0
2021-09-07,30.8941,31.0506,30.7652,30.8572,76284.0
2021-09-08,30.71,31.0229,30.6547,30.8664,75220.0
2021-09-09,30.9401,31.0229,30.397,30.4062,95198.0
2021-09-10,30.5074,30.5074,29.0437,29.0806,58433.0
2021-09-11,30.5074,30.5074,29.0437,29.0806,58433.0
2021-09-12,30.5074,30.5074,29.0437,29.0806,58433.0
2021-09-13,29.2463,29.3107,28.8872,29.2371,73401.0
2021-09-14,29.4764,29.5408,28.7399,28.9609,76021.0
2021-09-15,28.9333,28.9701,28.5098,28.832,70178.0
2021-09-16,28.9149,29.1266,28.7215,28.7676,77341.0
2021-09-17,28.7676,29.1358,28.6755,29.0806,245221.0
2021-09-18,28.7676,29.1358,28.6755,29.0806,245221.0
2021-09-19,28.7676,29.1358,28.6755,29.0806,245221.0
2021-09-20,28.5742,29.2186,28.4316,29.099,68827.0
2021-09-21,29.3935,29.4672,28.8136,28.9977,172462.0
2021-09-22,28.1048,29.0069,28.1048,28.7676,82920.0
2021-09-23,28.7676,29.2186,28.5191,28.9977,92630.0
2021-09-24,28.878,29.1726,28.7123,28.9517,73186.0
2021-09-25,28.878,29.1726,28.7123,28.9517,73186.0
2021-09-26,28.878,29.1726,28.7123,28.9517,73186.0
2021-09-27,29.0898,29.8262,29.0898,29.3843,90170.0
2021-09-28,29.4396,29.4396,28.6755,28.8044,100802.0
2021-09-29,29.0161,29.0161,28.5374,28.6847,103972.0
2021-09-30,28.9149,28.9149,28.4085,28.6847,105354.0
2021-10-01,28.9149,29.7572,28.9149,29.504,113773.0
2021-10-02,28.9149,29.7572,28.9149,29.504,113773.0
2021-10-03,28.9149,29.7572,28.9149,29.504,113773.0
2021-10-04,29.5408,29.7065,28.9885,29.0345,90705.0
2021-10-05,29.0069,29.2739,28.9149,29.1266,70477.0
2021-10-06,28.832,29.1358,28.8228,29.0806,74955.0
2021-10-07,29.3383,29.771,29.0898,29.3383,99719.0
2021-10-08,29.3015,29.5592,29.3015,29.3475,47578.0
2021-10-09,29.3015,29.5592,29.3015,29.3475,47578.0
2021-10-10,29.3015,29.5592,29.3015,29.3475,47578.0
2021-10-11,29.2463,29.3297,29.1174,29.145,50944.0
2021-10-12,29.2094,29.5132,29.2094,29.2555,58288.0
2021-10-13,29.3107,29.9183,28.9977,29.8722,166944.0
2021-10-14,30.0103,30.1689,29.8262,29.9735,62125.0
2021-10-15,30.3693,30.4246,29.5224,29.5316,92941.0
2021-10-16,30.3693,30.4246,29.5224,29.5316,92941.0
2021-10-17,30.3693,30.4246,29.5224,29.5316,92941.0
2021-10-18,28.9701,29.4948,28.9701,29.3475,84800.0
2021-10-19,29.4856,29.4856,28.9977,29.0529,61990.0
2021-10-20,29.0529,29.3015,28.9977,29.2923,100482.0
2021-10-21,29.2186,29.7342,29.2186,29.5685,79244.0
2021-10-22,29.6329,29.6973,29.2555,29.4212,79461.0
2021-10-23,29.6329,29.6973,29.2555,29.4212,79461.0
2021-10-24,29.6329,29.6973,29.2555,29.4212,79461.0
2021-10-25,29.3843,29.6927,28.8872,29.6145,90439.0
2021-10-26,29.7342,29.7342,29.0337,29.0806,55616.0
2021-10-27,28.9333,29.0437,28.5927,28.6755,42983.0
2021-10-28,28.7123,29.3659,28.5374,29.2186,163766.0
2021-10-29,29.0529,29.3199,28.8136,29.2831,199934.0
2021-10-30,29.0529,29.3199,28.8136,29.2831,199934.0
2021-10-31,29.0529,29.3199,28.8136,29.2831,199934.0
2021-11-01,29.3199,30.1484,29.3199,29.7249,100806.0
2021-11-02,29.8538,29.8538,28.8228,28.9425,140314.0
2021-11-03,28.7123,29.3291,28.4914,28.6111,126487.0
2021-11-04,28.6019,28.832,28.1876,28.5558,234940.0
2021-11-05,28.9149,29.7618,28.6511,29.0621,286926.0
2021-11-06,28.9149,29.7618,28.6511,29.0621,286926.0
2021-11-07,28.9149,29.7618,28.6511,29.0621,286926.0
2021-11-08,29.504,30.1208,28.8077,29.6237,136898.0
2021-11-09,29.5777,29.5777,28.1968,28.2705,85280.0
2021-11-10,28.1048,28.6884,28.0771,28.4178,102752.0
2021-11-11,28.5835,28.7804,28.2889,28.6847,85940.0
2021-11-12,28.8228,28.9149,28.6203,28.878,45396.0
2021-11-13,28.8228,28.9149,28.6203,28.878,45396.0
2021-11-14,28.8228,28.9149,28.6203,28.878,45396.0
2021-11-15,29.0345,29.0345,28.3533,28.6019,91834.0
2021-11-16,28.7503,29.1027,28.4071,28.6853,74054.0
2021-11-17,28.4813,28.7039,28.0732,28.6297,84309.0
2021-11-18,28.7874,28.7874,28.0083,28.6668,86600.0
2021-11-19,28.3607,28.6807,28.0361,28.4442,59931.0
2021-11-20,28.3607,28.6807,28.0361,28.4442,59931.0
2021-11-21,28.3607,28.6807,28.0361,28.4442,59931.0
2021-11-22,28.7039,29.003,28.0269,28.5277,263746.0
2021-11-23,27.8321,28.3515,26.2555,26.6636,174440.0
2021-11-24,26.6543,26.8398,26.3807,26.3853,102062.0
2021-11-25,26.6543,26.8398,26.3807,26.3853,102062.0
2021-11-26,26.1164,26.1164,24.4377,25.1982,93349.0
2021-11-27,26.1164,26.1164,24.4377,25.1982,93349.0
2021-11-28,26.1164,26.1164,24.4377,25.1982,93349.0
2021-11-29,25.4301,25.5784,24.1595,25.2168,238735.0
2021-11-30,24.8365,25.6898,24.3357,25.495,354071.0
2021-12-01,25.968,26.3946,24.6696,24.6789,181698.0
2021-12-02,24.8643,25.5877,24.6789,25.3744,191837.0
2021-12-03,25.6805,25.968,25.2353,25.5506,86955.0
2021-12-04,25.6805,25.968,25.2353,25.5506,86955.0
2021-12-05,25.6805,25.968,25.2353,25.5506,86955.0
2021-12-06,25.8752,27.322,25.6712,26.914,112295.0
2021-12-07,27.016,27.9341,27.016,27.5724,95111.0
2021-12-08,27.3498,27.6373,27.2015,27.6003,84070.0
2021-12-09,27.2757,27.5075,27.0531,27.2942,73745.0
2021-12-10,27.591,27.6003,26.9974,27.0623,118984.0
2021-12-11,27.591,27.6003,26.9974,27.0623,118984.0
2021-12-12,27.591,27.6003,26.9974,27.0623,118984.0
2021-12-13,26.9974,27.4565,26.7377,27.0994,126040.0
2021-12-14,27.0345,27.6976,27.0345,27.2107,162541.0
2021-12-15,27.4611,28.1753,27.0994,27.7115,191644.0
2021-12-16,27.8785,28.0918,27.0252,27.3962,242946.0
2021-12-17,27.424,27.8507,27.0252,27.6837,489482.0
2021-12-18,27.424,27.8507,27.0252,27.6837,489482.0
2021-12-19,27.424,27.8507,27.0252,27.6837,489482.0
2021-12-20,27.1644,27.1644,25.8845,26.8212,123173.0
2021-12-21,27.1087,28.2495,27.0531,28.2031,137553.0
2021-12-22,28.0176,28.4859,27.8785,28.4164,93866.0
2021-12-23,28.3515,28.639,27.9063,27.9527,76186.0
2021-12-24,28.3515,28.639,27.9063,27.9527,76186.0
2021-12-25,28.3515,28.639,27.9063,27.9527,76186.0
2021-12-26,28.3515,28.639,27.9063,27.9527,76186.0
2021-12-27,27.9712,28.0752,27.412,27.7857,80858.0
2021-12-28,27.7486,28.0547,27.5353,27.7579,46966.0
2021-12-29,27.8043,27.8507,27.5447,27.8228,48072.0
2021-12-30,27.9249,28.4257,27.9249,28.0083,93207.0
2021-12-31,27.9898,28.3886,27.795,28.2773,134528.0
2022-01-01,27.9898,28.3886,27.795,28.2773,134528.0
2022-01-02,27.9898,28.3886,27.795,28.2773,134528.0
2022-01-03,28.1845,28.8708,27.9341,28.2865,86035.0
2022-01-04,28.3422,28.5277,27.9063,28.3793,86755.0
2022-01-05,28.4071,28.7039,27.5121,27.5539,94431.0
2022-01-06,27.6744,27.7301,27.1365,27.4982,60972.0
2022-01-07,27.3035,27.8692,27.3035,27.7394,57839.0
2022-01-08,27.3035,27.8692,27.3035,27.7394,57839.0
2022-01-09,27.3035,27.8692,27.3035,27.7394,57839.0
2022-01-10,27.5261,27.7579,27.2757,27.693,88855.0
2022-01-11,28.4535,29.0007,27.7115,28.8245,198302.0
2022-01-12,28.8245,29.1676,28.5833,28.8337,199827.0
2022-01-13,28.9265,29.5942,28.8523,29.2696,133751.0
2022-01-14,28.9914,29.0934,28.3329,28.7224,95100.0
2022-01-15,28.9914,29.0934,28.3329,28.7224,95100.0
2022-01-16,28.9914,29.0934,28.3329,28.7224,95100.0
2022-01-17,28.9914,29.0934,28.3329,28.7224,95100.0
2022-01-18,28.5462,28.7503,28.1474,28.4813,87957.0
2022-01-19,28.4257,28.5741,27.6837,27.8414,91481.0
2022-01-20,27.9805,28.0361,26.7656,27.0531,162801.0
2022-01-21,26.8861,27.4519,26.7099,26.7192,128153.0
2022-01-22,26.8861,27.4519,26.7099,26.7192,128153.0
2022-01-23,26.8861,27.4519,26.7099,26.7192,128153.0
2022-01-24,26.3668,27.3127,25.8567,27.1365,201596.0
2022-01-25,26.8027,27.3406,26.2184,26.6821,156151.0
2022-01-26,27.0252,27.3406,26.6172,26.9789,194431.0
2022-01-27,27.016,27.2478,26.325,26.4317,97688.0
2022-01-28,26.3019,26.5986,25.5877,26.5801,87385.0
2022-01-29,26.3019,26.5986,25.5877,26.5801,87385.0
2022-01-30,26.3019,26.5986,25.5877,26.5801,87385.0
2022-01-31,26.376,27.6142,26.376,27.6003,132332.0
2022-02-01,27.591,27.8692,27.2107,27.6837,189146.0
2022-02-02,27.6281,27.6837,27.1087,27.4426,116006.0
2022-02-03,27.1644,27.9017,27.0994,27.7765,157163.0
2022-02-04,27.5075,27.6095,26.7377,27.2849,147257.0
2022-02-05,27.5075,27.6095,26.7377,27.2849,147257.0
2022-02-06,27.5075,27.6095,26.7377,27.2849,147257.0
2022-02-07,27.1922,27.744,27.1736,27.4704,97668.0
2022-02-08,27.6373,28.2495,27.434,28.2216,107348.0
2022-02-09,28.3607,28.6482,28.2309,28.5555,100355.0
2022-02-10,28.0918,28.4906,27.9712,28.166,99046.0
2022-02-11,28.3051,28.8059,28.3051,28.5648,88567.0
2022-02-12,28.3051,28.8059,28.3051,28.5648,88567.0
2022-02-13,28.3051,28.8059,28.3051,28.5648,88567.0
2022-02-14,28.4906,28.9357,28.1613,28.2495,86782.0
2022-02-15,28.5184,29.112,28.5184,28.9265,66330.0
2022-02-16,28.9636,29.3902,28.7966,29.3624,67146.0
2022-02-17,29.0285,29.3067,28.5833,28.7132,52158.0
2022-02-18,28.5926,28.8523,27.3406,27.3591,431588.0
2022-02-19,28.5926,28.8523,27.3406,27.3591,431588.0
2022-02-20,28.5926,28.8523,27.3406,27.3591,431588.0
2022-02-21,28.5926,28.8523,27.3406,27.3591,431588.0
2022-02-22,27.4611,27.7023,26.7563,27.1922,173130.0
2022-02-23,27.4982,27.4982,26.4688,26.5708,125730.0
2022-02-24,26.4131,27.6652,26.0978,27.591,128669.0
2022-02-25,27.1273,27.795,26.6172,26.8583,105816.0
2022-02-26,27.1273,27.795,26.6172,26.8583,105816.0
2022-02-27,27.1273,27.795,26.6172,26.8583,105816.0
2022-02-28,26.6914,27.5353,26.5615,27.489,193623.0
2022-03-01,27.2015,27.4194,26.6357,27.0809,236579.0
2022-03-02,27.7857,27.9434,27.3916,27.6837,81978.0
2022-03-03,27.7491,27.7491,26.9033,27.1323,95901.0
2022-03-04,26.7771,27.0201,26.4687,26.8612,125878.0
2022-03-05,26.7771,27.0201,26.4687,26.8612,125878.0
2022-03-06,26.7771,27.0201,26.4687,26.8612,125878.0
2022-03-07,26.9734,26.9734,26.0294,26.0294,306785.0
2022-03-08,26.1229,26.665,25.9173,26.0575,408691.0
2022-03-09,26.2257,27.0856,26.2257,26.9173,257101.0
2022-03-10,26.5341,26.8239,26.3005,26.665,172320.0
2022-03-11,26.721,27.4127,26.5341,26.8519,231715.0
2022-03-12,26.721,27.4127,26.5341,26.8519,231715.0
2022-03-13,26.721,27.4127,26.5341,26.8519,231715.0
2022-03-14,26.9827,26.9827,26.1696,26.2911,282797.0
2022-03-15,26.4407,27.0014,26.179,26.9921,140157.0
2022-03-16,27.2725,27.8613,26.8425,27.5342,130550.0
2022-03-17,27.3379,27.5061,26.9547,27.1136,108677.0
2022-03-18,26.9641,27.3426,26.5341,26.6276,705265.0
2022-03-19,26.9641,27.3426,26.5341,26.6276,705265.0
2022-03-20,26.9641,27.3426,26.5341,26.6276,705265.0
2022-03-21,26.8239,27.0482,26.3565,26.7584,163762.0
2022-03-22,26.8332,27.0856,26.5809,26.9267,146564.0
2022-03-23,26.6837,26.908,26.1977,26.235,198541.0
2022-03-24,26.2631,26.2818,25.7303,26.207,80462.0
2022-03-25,26.2163,26.5537,26.0201,26.1696,78959.0
2022-03-26,26.2163,26.5537,26.0201,26.1696,78959.0
2022-03-27,26.2163,26.5537,26.0201,26.1696,78959.0
2022-03-28,26.0575,26.1603,25.6649,26.1322,118820.0
2022-03-29,26.4033,26.9598,26.2818,26.7865,164133.0
2022-03-30,26.6837,26.9734,26.2257,26.3939,65817.0
2022-03-31,26.478,26.478,25.8331,25.9173,135822.0
2022-04-01,26.1603,26.207,25.3565,25.4873,129960.0
2022-04-02,26.1603,26.207,25.3565,25.4873,129960.0
2022-04-03,26.1603,26.207,25.3565,25.4873,129960.0
2022-04-04,25.3191,25.7322,24.9079,25.5995,95121.0
2022-04-05,25.4126,25.7023,24.7583,24.9733,228479.0
2022-04-06,24.8424,25.2256,24.2443,25.1415,288571.0
2022-04-07,25.1415,25.1415,23.9078,24.5621,167011.0
2022-04-08,24.6929,24.9266,24.1789,24.6649,90406.0
2022-04-09,24.6929,24.9266,24.1789,24.6649,90406.0
2022-04-10,24.6929,24.9266,24.1789,24.6649,90406.0
2022-04-11,24.6649,25.1602,24.263,24.3377,122229.0
2022-04-12,24.6555,24.8051,24.2069,24.2349,73474.0
2022-04-13,24.2162,24.7116,24.1975,24.4592,154728.0
2022-04-14,24.6275,25.0294,24.5994,24.6742,84693.0
2022-04-15,24.6275,25.0294,24.5994,24.6742,84693.0
2022-04-16,24.6275,25.0294,24.5994,24.6742,84693.0
2022-04-17,24.6275,25.0294,24.5994,24.6742,84693.0
2022-04-18,24.7583,24.7583,24.2817,24.3284,47148.0
2022-04-19,24.1508,24.6181,24.1508,24.3751,71408.0
2022-04-20,24.5807,24.6836,24.2349,24.2536,66289.0
2022-04-21,24.5247,24.7022,23.833,23.9359,86206.0
2022-04-22,23.833,23.8891,23.4218,23.4685,92519.0
2022-04-23,23.833,23.8891,23.4218,23.4685,92519.0
2022-04-24,23.833,23.8891,23.4218,23.4685,92519.0
2022-04-25,23.3377,23.7209,23.0106,23.6274,126771.0
2022-04-26,23.4592,23.4592,22.7115,22.9358,127840.0
2022-04-27,22.9265,23.1321,22.3376,22.4591,92869.0
2022-04-28,22.6928,22.8891,22.0666,22.7582,104984.0
2022-04-29,22.4218,22.618,21.6787,21.9264,362323.0
2022-04-30,22.4218,22.618,21.6787,21.9264,362323.0
2022-05-01,22.4218,22.618,21.6787,21.9264,362323.0
2022-05-02,21.8142,22.6928,21.8142,22.6274,176647.0
2022-05-03,22.4872,22.9358,22.3376,22.5339,208309.0
2022-05-04,22.5433,23.2068,22.1694,23.0293,273131.0
2022-05-05,23.0106,23.0386,21.8329,22.1507,147260.0
2022-05-06,21.9171,22.5059,21.6834,22.3844,247172.0
2022-05-07,21.9171,22.5059,21.6834,22.3844,247172.0
2022-05-08,21.9171,22.5059,21.6834,22.3844,247172.0
2022-05-09,22.1227,22.4451,21.603,21.7769,166847.0
2022-05-10,22.1261,22.2016,20.276,20.7763,176426.0
2022-05-11,20.7763,21.1916,20.5875,21.0878,270554.0
2022-05-12,21.0595,21.5503,20.7951,21.2766,130027.0
2022-05-13,21.5786,21.8807,21.3993,21.673,141199.0
2022-05-14,21.5786,21.8807,21.3993,21.673,141199.0
2022-05-15,21.5786,21.8807,21.3993,21.673,141199.0
2022-05-16,21.437,21.9798,21.3521,21.6541,360916.0
2022-05-17,21.9184,22.9709,21.9184,22.9096,250903.0
2022-05-18,22.7963,23.4099,21.6164,21.673,498099.0
2022-05-19,21.6636,21.7674,21.2388,21.3898,272295.0
2022-05-20,21.7108,21.7108,20.578,20.6724,698424.0
2022-05-21,21.7108,21.7108,20.578,20.6724,698424.0
2022-05-22,21.7108,21.7108,20.578,20.6724,698424.0
2022-05-23,20.8329,22.1261,20.6111,22.0223,432595.0
2022-05-24,21.7108,21.909,20.8329,21.201,266901.0
2022-05-25,20.9745,21.7013,20.9745,21.4465,285328.0
2022-05-26,21.5125,23.24,21.5125,23.1267,425209.0
2022-05-27,23.3249,23.627,23.1267,23.1833,248251.0
2022-05-28,23.3249,23.627,23.1267,23.1833,248251.0
