,HUBB US Equity,HUBB US Equity,HUBB US Equity,HUBB US Equity,HUBB US Equity
2021-03-14,173.7983,177.7532,173.7983,177.3842,186311.0
2021-03-15,178.3871,179.8726,176.93,179.7779,285183.0
2021-03-16,179.6549,179.6549,177.6396,178.898,221408.0
2021-03-17,179.0683,179.6266,177.6396,179.6266,259989.0
2021-03-18,179.3143,180.8092,175.5487,176.1637,216018.0
2021-03-19,176.0217,176.6509,172.8663,173.609,646208.0
2021-03-20,176.0217,176.6509,172.8663,173.609,646208.0
2021-03-21,176.0217,176.6509,172.8663,173.609,646208.0
2021-03-22,173.363,174.7633,171.0828,174.4417,226917.0
2021-03-23,172.9467,174.4133,166.494,168.4431,348200.0
2021-03-24,169.9853,172.644,168.3579,169.5974,215960.0
2021-03-25,168.5377,174.6687,166.7116,173.8456,213734.0
2021-03-26,175.0377,179.2765,174.6593,178.9453,305606.0
2021-03-27,175.0377,179.2765,174.6593,178.9453,305606.0
2021-03-28,175.0377,179.2765,174.6593,178.9453,305606.0
2021-03-29,178.1033,181.2539,176.8449,178.5669,308182.0
2021-03-30,178.2736,178.5669,176.5043,177.4788,187584.0
2021-03-31,178.6804,179.2292,175.4351,176.826,276140.0
2021-04-01,176.9584,180.5254,176.069,180.1375,222483.0
2021-04-02,176.9584,180.5254,176.069,180.1375,222483.0
2021-04-03,176.9584,180.5254,176.069,180.1375,222483.0
2021-04-04,176.9584,180.5254,176.069,180.1375,222483.0
2021-04-05,181.8595,183.4112,181.0325,182.0582,204402.0
2021-04-06,182.2001,185.4927,182.0724,182.3042,278946.0
2021-04-07,181.7554,182.0487,177.6586,177.668,244528.0
2021-04-08,178.056,179.3143,175.5392,176.0501,255503.0
2021-04-09,176.0123,177.9803,175.1229,177.3463,219469.0
2021-04-10,176.0123,177.9803,175.1229,177.3463,219469.0
2021-04-11,176.0123,177.9803,175.1229,177.3463,219469.0
2021-04-12,176.3623,178.5574,176.2015,177.3558,264490.0
2021-04-13,176.5516,176.5516,173.2306,173.9875,181881.0
2021-04-14,173.9024,176.2961,173.7794,174.9715,235080.0
2021-04-15,175.8987,177.81,175.5865,177.2328,162122.0
2021-04-16,178.8507,180.1942,178.2073,179.0873,175973.0
2021-04-17,178.8507,180.1942,178.2073,179.0873,175973.0
2021-04-18,178.8507,180.1942,178.2073,179.0873,175973.0
2021-04-19,178.6804,180.0429,177.5072,178.8696,311871.0
2021-04-20,178.9169,180.2841,175.0945,175.8041,190392.0
2021-04-21,176.334,179.7685,176.334,179.7117,179374.0
2021-04-22,180.3172,180.6797,178.0465,178.2263,254455.0
2021-04-23,179.5414,181.1309,179.021,180.8282,181681.0
2021-04-24,179.5414,181.1309,179.021,180.8282,181681.0
2021-04-25,179.5414,181.1309,179.021,180.8282,181681.0
2021-04-26,182.5502,185.3508,179.6266,180.2226,276470.0
2021-04-27,181.85,185.0858,175.454,183.6288,476492.0
2021-04-28,183.4395,183.4395,179.6881,181.112,252193.0
2021-04-29,183.1935,185.8901,181.2918,185.3697,178410.0
2021-04-30,183.6004,184.3573,181.3296,181.6702,197344.0
2021-05-01,183.6004,184.3573,181.3296,181.6702,197344.0
2021-05-02,183.6004,184.3573,181.3296,181.6702,197344.0
2021-05-03,183.0232,184.8493,181.9257,183.1935,264291.0
2021-05-04,181.8595,185.4454,180.4402,184.9628,137031.0
2021-05-05,185.4265,187.9432,184.0072,187.4607,146112.0
2021-05-06,187.3755,189.2016,185.4548,189.0218,172445.0
2021-05-07,188.2271,190.2045,187.4985,188.4541,210932.0
2021-05-08,188.2271,190.2045,187.4985,188.4541,210932.0
2021-05-09,188.2271,190.2045,187.4985,188.4541,210932.0
2021-05-10,189.1164,190.2329,186.6281,186.8551,158835.0
2021-05-11,184.7925,187.1674,184.064,185.2845,191589.0
2021-05-12,184.8398,185.4454,178.529,178.6142,199427.0
2021-05-13,178.7277,182.4745,178.2688,181.4148,350094.0
2021-05-14,182.9475,183.9883,181.1026,183.6382,254056.0
2021-05-15,182.9475,183.9883,181.1026,183.6382,254056.0
2021-05-16,182.9475,183.9883,181.1026,183.6382,254056.0
2021-05-17,183.08,184.2059,181.4337,182.4934,112546.0
2021-05-18,182.5312,182.5312,178.7656,178.8413,130328.0
2021-05-19,176.3813,179.1009,174.8653,177.9613,176815.0
2021-05-20,178.3114,178.8223,176.4428,178.3587,133660.0
2021-05-21,179.7874,180.5065,178.056,178.1884,114962.0
2021-05-22,179.7874,180.5065,178.056,178.1884,114962.0
2021-05-23,179.7874,180.5065,178.056,178.1884,114962.0
2021-05-24,179.7401,179.7401,177.7343,178.7561,123967.0
2021-05-25,179.021,179.4184,177.4126,177.5261,169197.0
2021-05-26,178.1316,179.2859,177.1618,179.1629,148108.0
2021-05-27,180.152,181.9495,179.4815,180.4944,140873.0
2021-05-28,181.1506,181.474,179.4958,181.3123,135425.0
2021-05-29,181.1506,181.474,179.4958,181.3123,135425.0
2021-05-30,181.1506,181.474,179.4958,181.3123,135425.0
2021-05-31,181.1506,181.474,179.4958,181.3123,135425.0
2021-06-01,182.7674,183.224,181.3694,182.6153,152819.0
2021-06-02,183.2335,183.2335,180.8178,181.0841,165549.0
2021-06-03,180.5039,181.8972,179.8572,181.7593,180499.0
2021-06-04,183.224,183.224,181.5786,182.2729,112746.0
2021-06-05,183.224,183.224,181.5786,182.2729,112746.0
2021-06-06,183.224,183.224,181.5786,182.2729,112746.0
2021-06-07,182.9482,182.9482,179.8286,180.6085,150779.0
2021-06-08,181.1126,181.5025,179.296,180.5324,133878.0
2021-06-09,180.7036,180.7036,177.5651,177.6412,246904.0
2021-06-10,177.9931,178.4638,175.5108,175.5869,157303.0
2021-06-11,177.0705,177.0705,174.7309,175.4442,192045.0
2021-06-12,177.0705,177.0705,174.7309,175.4442,192045.0
2021-06-13,177.0705,177.0705,174.7309,175.4442,192045.0
2021-06-14,174.7499,175.0162,173.2187,174.2839,331187.0
2021-06-15,174.6738,175.254,173.3994,175.254,864379.0
2021-06-16,175.1494,175.9197,172.201,172.6195,276615.0
2021-06-17,172.1535,172.3817,166.7894,167.8832,224160.0
2021-06-18,167.0843,168.0544,165.7528,166.7324,475803.0
2021-06-19,167.0843,168.0544,165.7528,166.7324,475803.0
2021-06-20,167.0843,168.0544,165.7528,166.7324,475803.0
2021-06-21,167.7595,171.4117,167.7595,171.2595,209178.0
2021-06-22,171.6494,173.9225,170.5081,173.2092,341947.0
2021-06-23,173.6847,174.8736,172.3532,173.7132,237459.0
2021-06-24,175.0162,175.8817,173.1331,175.1779,217505.0
2021-06-25,175.4822,177.061,175.1779,176.557,428044.0
2021-06-26,175.4822,177.061,175.1779,176.557,428044.0
2021-06-27,175.4822,177.061,175.1779,176.557,428044.0
2021-06-28,176.1195,176.614,174.4313,175.701,260293.0
2021-06-29,176.1195,176.3953,175.4822,176.1099,180620.0
2021-06-30,175.1208,178.3069,175.1208,177.6982,311613.0
2021-07-01,178.8871,178.8871,177.1656,177.3368,229300.0
2021-07-02,177.4129,177.8409,176.7662,177.1466,127099.0
2021-07-03,177.4129,177.8409,176.7662,177.1466,127099.0
2021-07-04,177.4129,177.8409,176.7662,177.1466,127099.0
2021-07-05,177.4129,177.8409,176.7662,177.1466,127099.0
2021-07-06,176.6901,177.08,172.6956,174.4266,178189.0
2021-07-07,174.2363,177.9265,174.2363,177.6602,133456.0
2021-07-08,174.864,177.2417,174.36,176.0148,171068.0
2021-07-09,178.6208,180.4183,177.2132,180.2186,228919.0
2021-07-10,178.6208,180.4183,177.2132,180.2186,228919.0
2021-07-11,178.6208,180.4183,177.2132,180.2186,228919.0
2021-07-12,179.5433,182.349,178.1167,182.1588,218418.0
2021-07-13,181.883,182.2539,179.5718,179.667,150552.0
2021-07-14,179.8477,181.7308,178.6874,181.4455,167523.0
2021-07-15,180.6656,183.2905,180.385,182.8055,278175.0
2021-07-16,183.3856,183.8041,181.3646,181.7878,271832.0
2021-07-17,183.3856,183.8041,181.3646,181.7878,271832.0
2021-07-18,183.3856,183.8041,181.3646,181.7878,271832.0
2021-07-19,179.7526,180.0569,177.6982,178.2879,231020.0
2021-07-20,179.4482,187.4753,179.2675,186.9902,488078.0
2021-07-21,187.247,190.4331,186.5337,187.713,330430.0
2021-07-22,187.0092,188.3598,185.3258,185.9821,184273.0
2021-07-23,187.1994,187.1994,185.2212,185.9155,181807.0
2021-07-24,187.1994,187.1994,185.2212,185.9155,181807.0
2021-07-25,187.1994,187.1994,185.2212,185.9155,181807.0
2021-07-26,185.9345,186.3149,183.8136,184.8027,232496.0
2021-07-27,185.1832,188.9399,181.8544,186.5527,260707.0
2021-07-28,187.1899,187.228,184.4651,186.2959,195941.0
2021-07-29,187.3469,189.3013,186.3435,188.0649,145875.0
2021-07-30,187.713,190.9467,186.8285,190.6518,399915.0
2021-07-31,187.713,190.9467,186.8285,190.6518,399915.0
2021-08-01,187.713,190.9467,186.8285,190.6518,399915.0
2021-08-02,191.5268,192.4609,187.4182,187.5133,192937.0
2021-08-03,188.2837,191.8835,187.7368,191.4127,190308.0
2021-08-04,190.6994,191.9453,188.4691,190.0336,206815.0
2021-08-05,191.0798,191.8597,188.7877,189.3203,190271.0
2021-08-06,190.6233,191.0418,189.2347,190.4426,116397.0
2021-08-07,190.6233,191.0418,189.2347,190.4426,116397.0
2021-08-08,190.6233,191.0418,189.2347,190.4426,116397.0
2021-08-09,189.9861,190.2286,187.5894,188.16,168125.0
2021-08-10,189.1491,191.9168,187.2565,191.8787,228075.0
2021-08-11,192.7727,193.8855,191.5886,193.7523,206434.0
2021-08-12,193.9806,195.9683,193.7618,195.7496,179012.0
2021-08-13,195.5403,198.2509,195.5403,196.8148,168391.0
2021-08-14,195.5403,198.2509,195.5403,196.8148,168391.0
2021-08-15,195.5403,198.2509,195.5403,196.8148,168391.0
2021-08-16,196.5104,197.043,194.7224,195.0173,148913.0
2021-08-17,193.9045,194.1232,191.1179,193.7048,255022.0
2021-08-18,193.2483,194.0757,190.823,191.0513,200926.0
2021-08-19,188.9209,190.8701,188.5309,188.7212,167159.0
2021-08-20,188.8448,192.7917,188.0269,192.4589,258428.0
2021-08-21,188.8448,192.7917,188.0269,192.4589,258428.0
2021-08-22,188.8448,192.7917,188.0269,192.4589,258428.0
2021-08-23,193.0295,194.8651,192.0975,193.4575,212729.0
2021-08-24,193.5431,195.0458,193.3624,194.9602,167516.0
2021-08-25,194.9507,198.6028,194.0376,198.0321,381570.0
2021-08-26,198.1938,198.1938,195.0933,195.3977,191636.0
2021-08-27,195.5879,198.2699,195.5879,198.0131,237854.0
2021-08-28,195.5879,198.2699,195.5879,198.0131,237854.0
2021-08-29,195.5879,198.2699,195.5879,198.0131,237854.0
2021-08-30,198.8636,200.3352,198.2807,199.3223,257201.0
2021-08-31,200.1727,200.1727,196.7231,196.9524,154093.0
2021-09-01,197.0289,197.3681,193.3786,193.9806,217288.0
2021-09-02,195.0317,195.0317,192.8913,193.9233,277372.0
2021-09-03,193.4837,194.3151,191.9883,193.2544,97715.0
2021-09-04,193.4837,194.3151,191.9883,193.2544,97715.0
2021-09-05,193.4837,194.3151,191.9883,193.2544,97715.0
2021-09-06,193.4837,194.3151,191.9883,193.2544,97715.0
2021-09-07,192.251,192.5568,189.2123,189.2601,117954.0
2021-09-08,188.3619,189.9863,187.6165,188.9925,143737.0
2021-09-09,188.7441,189.8908,185.5907,185.9729,398690.0
2021-09-10,187.6452,187.7599,183.2209,183.6031,261583.0
2021-09-11,187.6452,187.7599,183.2209,183.6031,261583.0
2021-09-12,187.6452,187.7599,183.2209,183.6031,261583.0
2021-09-13,184.5683,184.7164,180.746,183.1254,381692.0
2021-09-14,183.8229,184.2434,181.2238,182.6667,364676.0
2021-09-15,182.4565,184.2223,181.5009,182.8482,187497.0
2021-09-16,182.9247,183.0059,179.1024,179.7617,360876.0
2021-09-17,178.4622,179.7617,176.465,177.239,582124.0
2021-09-18,178.4622,179.7617,176.465,177.239,582124.0
2021-09-19,178.4622,179.7617,176.465,177.239,582124.0
2021-09-20,173.3403,175.6241,171.9261,175.4521,269163.0
2021-09-21,176.1115,176.6944,171.1138,171.6872,264562.0
2021-09-22,173.1397,174.6686,172.1936,173.2734,476014.0
2021-09-23,174.8692,178.0943,173.8085,176.8281,369503.0
2021-09-24,176.4937,176.9333,175.1368,175.3566,158115.0
2021-09-25,176.4937,176.9333,175.1368,175.3566,158115.0
2021-09-26,176.4937,176.9333,175.1368,175.3566,158115.0
2021-09-27,174.917,177.9999,174.917,177.0766,391471.0
2021-09-28,177.1817,177.8602,175.4044,175.6432,196545.0
2021-09-29,176.5701,177.8267,175.1081,176.6179,170379.0
2021-09-30,177.7359,177.8697,172.5472,172.6428,223242.0
2021-10-01,173.2925,173.6485,171.1807,172.0121,256960.0
2021-10-02,173.2925,173.6485,171.1807,172.0121,256960.0
2021-10-03,173.2925,173.6485,171.1807,172.0121,256960.0
2021-10-04,172.9103,173.5983,170.7794,172.4134,194662.0
2021-10-05,172.6714,175.6815,170.1583,175.261,268520.0
2021-10-06,174.2577,175.8105,171.5534,175.8057,237812.0
2021-10-07,177.1244,179.1502,175.2228,175.7006,256803.0
2021-10-08,174.6972,175.3852,172.4516,172.4803,187237.0
2021-10-09,174.6972,175.3852,172.4516,172.4803,187237.0
2021-10-10,174.6972,175.3852,172.4516,172.4803,187237.0
2021-10-11,171.9547,174.7259,171.5056,171.6585,186897.0
2021-10-12,172.2605,172.5998,170.5596,171.0278,146449.0
2021-10-13,171.8974,175.0412,170.4258,173.971,196548.0
2021-10-14,175.5095,179.6471,175.4617,179.0546,158588.0
2021-10-15,180.3829,182.1698,179.6662,179.9337,308738.0
2021-10-16,180.3829,182.1698,179.6662,179.9337,308738.0
2021-10-17,180.3829,182.1698,179.6662,179.9337,308738.0
2021-10-18,179.4655,181.4722,179.0403,180.4402,165815.0
2021-10-19,182.0933,182.5233,180.6409,181.3671,147509.0
2021-10-20,182.0456,184.186,181.5773,182.8769,179047.0
2021-10-21,182.3991,183.0967,180.8798,182.3322,249486.0
2021-10-22,183.0871,184.1287,182.724,183.5362,141353.0
2021-10-23,183.0871,184.1287,182.724,183.5362,141353.0
2021-10-24,183.0871,184.1287,182.724,183.5362,141353.0
2021-10-25,183.4311,184.1287,181.3767,181.7876,286844.0
2021-10-26,172.9868,185.8201,171.8687,182.8291,582536.0
2021-10-27,182.6667,184.7594,180.6982,182.1984,224028.0
2021-10-28,183.154,188.9734,183.154,188.8683,297402.0
2021-10-29,188.5148,191.2334,188.5148,190.5119,349853.0
2021-10-30,188.5148,191.2334,188.5148,190.5119,349853.0
2021-10-31,188.5148,191.2334,188.5148,190.5119,349853.0
2021-11-01,191.2955,192.6906,190.0723,191.7064,243415.0
2021-11-02,192.423,194.1335,191.7255,193.5984,301977.0
2021-11-03,193.1015,193.7035,190.187,192.9677,234733.0
2021-11-04,194.1813,195.8631,193.2544,194.984,283218.0
2021-11-05,195.9013,197.1961,195.2181,196.532,205319.0
2021-11-06,195.9013,197.1961,195.2181,196.532,205319.0
2021-11-07,195.9013,197.1961,195.2181,196.532,205319.0
2021-11-08,198.682,199.2363,196.618,198.6725,220644.0
2021-11-09,198.5387,199.5134,196.7709,199.3509,132496.0
2021-11-10,199.37,200.0007,197.9558,198.8158,126346.0
2021-11-11,198.7107,199.2745,197.1292,198.7202,182730.0
2021-11-12,199.5803,199.9529,197.9462,198.9209,171191.0
2021-11-13,199.5803,199.9529,197.9462,198.9209,171191.0
2021-11-14,199.5803,199.9529,197.9462,198.9209,171191.0
2021-11-15,199.198,199.542,197.5641,199.0165,170467.0
2021-11-16,198.9974,202.2224,198.9974,199.972,199049.0
2021-11-17,199.8287,200.2205,198.1469,199.8669,210771.0
2021-11-18,200.23,200.6792,198.7059,200.2969,157183.0
2021-11-19,200.2492,201.9692,198.9496,200.7652,151732.0
2021-11-20,200.2492,201.9692,198.9496,200.7652,151732.0
2021-11-21,200.2492,201.9692,198.9496,200.7652,151732.0
2021-11-22,201.9405,203.0968,199.0738,199.2363,144769.0
2021-11-23,198.596,200.1058,197.4398,199.6472,155614.0
2021-11-24,199.2458,200.0007,197.908,199.2363,135090.0
2021-11-25,199.2458,200.0007,197.908,199.2363,135090.0
2021-11-26,195.1369,195.586,193.7704,194.7451,139316.0
2021-11-27,195.1369,195.586,193.7704,194.7451,139316.0
2021-11-28,195.1369,195.586,193.7704,194.7451,139316.0
2021-11-29,196.4452,196.5508,193.213,193.4003,160520.0
2021-11-30,191.7098,192.1709,186.5518,187.9734,272561.0
2021-12-01,190.586,194.1399,188.3096,188.3096,231149.0
2021-12-02,189.1164,196.3395,188.2279,194.4665,172316.0
2021-12-03,195.744,195.744,192.5551,194.284,159238.0
2021-12-04,195.744,195.744,192.5551,194.284,159238.0
2021-12-05,195.744,195.744,192.5551,194.284,159238.0
2021-12-06,196.2627,199.9126,195.427,196.5893,191182.0
2021-12-07,198.76,201.3438,198.1693,200.8059,159758.0
2021-12-08,201.2286,201.9009,199.3075,200.7579,209036.0
2021-12-09,199.9415,200.8251,199.2403,199.3748,119039.0
2021-12-10,200.0951,201.1325,199.1634,200.0567,125207.0
2021-12-11,200.0951,201.1325,199.1634,200.0567,125207.0
2021-12-12,200.0951,201.1325,199.1634,200.0567,125207.0
2021-12-13,200.1624,202.9766,198.3566,201.7568,280450.0
2021-12-14,200.537,203.0151,197.3289,198.1645,312844.0
2021-12-15,199.2211,200.2488,197.3192,199.49,200576.0
2021-12-16,199.7878,200.9559,198.1357,200.0567,202881.0
2021-12-17,200.5658,202.3812,195.5903,196.8966,452997.0
2021-12-18,200.5658,202.3812,195.5903,196.8966,452997.0
2021-12-19,200.5658,202.3812,195.5903,196.8966,452997.0
2021-12-20,194.7931,195.2253,190.1634,194.0535,146988.0
2021-12-21,196.0322,198.8465,195.6383,197.9532,196895.0
2021-12-22,197.3961,198.5103,195.2541,195.8593,184121.0
2021-12-23,197.2904,198.3086,196.2146,196.3299,179694.0
2021-12-24,197.2904,198.3086,196.2146,196.3299,179694.0
2021-12-25,197.2904,198.3086,196.2146,196.3299,179694.0
2021-12-26,197.2904,198.3086,196.2146,196.3299,179694.0
2021-12-27,197.2232,200.2392,196.3587,200.172,184602.0
2021-12-28,200.4601,201.7664,199.9222,201.1037,127059.0
2021-12-29,201.5167,202.5685,200.854,201.8433,104870.0
2021-12-30,202.5925,203.1016,198.8369,199.2499,103135.0
2021-12-31,199.6917,201.4255,198.1549,200.0471,75723.0
2022-01-01,199.6917,201.4255,198.1549,200.0471,75723.0
2022-01-02,199.6917,201.4255,198.1549,200.0471,75723.0
2022-01-03,201.2478,201.5359,196.522,197.1848,215087.0
2022-01-04,198.4719,203.4858,196.7621,201.2286,246847.0
2022-01-05,201.3342,202.9287,195.9361,196.1666,225762.0
2022-01-06,196.0994,196.522,191.6042,196.2435,470103.0
2022-01-07,195.9457,196.9062,191.8347,192.1421,249535.0
2022-01-08,195.9457,196.9062,191.8347,192.1421,249535.0
2022-01-09,195.9457,196.9062,191.8347,192.1421,249535.0
2022-01-10,190.9798,190.9798,187.7909,188.5689,407304.0
2022-01-11,188.7226,192.7328,186.0332,192.4206,393347.0
2022-01-12,193.5828,197.665,189.7023,194.4089,601227.0
2022-01-13,195.8593,195.8881,191.5273,192.2093,307275.0
2022-01-14,190.173,192.6319,186.6959,192.1517,452027.0
2022-01-15,190.173,192.6319,186.6959,192.1517,452027.0
2022-01-16,190.173,192.6319,186.6959,192.1517,452027.0
2022-01-17,190.173,192.6319,186.6959,192.1517,452027.0
2022-01-18,190.1154,192.5455,189.2221,191.1623,302174.0
2022-01-19,191.268,192.0172,188.7466,189.5679,455014.0
2022-01-20,190.2786,191.585,186.1676,186.3982,419984.0
2022-01-21,186.0524,190.951,185.7173,186.9937,454657.0
2022-01-22,186.0524,190.951,185.7173,186.9937,454657.0
2022-01-23,186.0524,190.951,185.7173,186.9937,454657.0
2022-01-24,184.0737,186.5903,179.1126,186.571,404590.0
2022-01-25,183.3629,184.0929,178.301,179.8762,499517.0
2022-01-26,181.999,184.3715,177.1195,178.8869,359588.0
2022-01-27,180.3949,181.2882,174.4301,175.5347,226261.0
2022-01-28,175.1889,175.5635,172.2497,175.5635,579704.0
2022-01-29,175.1889,175.5635,172.2497,175.5635,579704.0
2022-01-30,175.1889,175.5635,172.2497,175.5635,579704.0
2022-01-31,175.429,180.0011,172.9029,179.8954,535512.0
2022-02-01,181.1345,181.4515,178.0032,181.0961,252188.0
2022-02-02,181.7781,182.3736,179.6169,180.9232,295650.0
2022-02-03,180.8175,184.4195,177.3213,178.1089,394623.0
2022-02-04,178.2241,181.7589,177.9552,179.3287,468698.0
2022-02-05,178.2241,181.7589,177.9552,179.3287,468698.0
2022-02-06,178.2241,181.7589,177.9552,179.3287,468698.0
2022-02-07,178.6084,180.0107,177.0427,178.1761,283640.0
2022-02-08,178.5987,181.8165,176.8506,181.0865,287234.0
2022-02-09,183.1804,185.7258,183.0171,184.5155,414419.0
2022-02-10,181.2498,184.0737,177.9168,179.0982,309065.0
2022-02-11,179.8474,180.0203,174.9104,176.0726,348471.0
2022-02-12,179.8474,180.0203,174.9104,176.0726,348471.0
2022-02-13,179.8474,180.0203,174.9104,176.0726,348471.0
2022-02-14,175.6884,177.1195,173.46,176.063,476244.0
2022-02-15,178.0416,179.7898,176.7642,177.9552,290832.0
2022-02-16,177.0043,179.1174,177.0043,178.0128,240451.0
2022-02-17,176.2167,176.9803,173.7289,173.7577,295333.0
2022-02-18,174.2956,175.4675,171.9231,172.2689,359843.0
2022-02-19,174.2956,175.4675,171.9231,172.2689,359843.0
2022-02-20,174.2956,175.4675,171.9231,172.2689,359843.0
2022-02-21,174.2956,175.4675,171.9231,172.2689,359843.0
2022-02-22,171.8655,173.0325,169.3105,170.3671,303122.0
2022-02-23,170.8954,171.8079,167.8505,167.8602,348441.0
2022-02-24,165.1611,170.1558,164.0181,169.1857,337947.0
2022-02-25,169.4272,175.0703,169.4272,174.5388,335990.0
2022-02-26,169.4272,175.0703,169.4272,174.5388,335990.0
2022-02-27,169.4272,175.0703,169.4272,174.5388,335990.0
2022-02-28,172.1618,174.935,170.9225,172.2391,328165.0
2022-03-01,172.1521,172.9735,168.6735,170.0456,502705.0
2022-03-02,171.9105,175.9303,170.3017,175.2345,338127.0
2022-03-03,176.5004,177.0125,173.5822,174.6258,357608.0
2022-03-04,172.6159,175.0896,171.9878,174.7804,297630.0
2022-03-05,172.6159,175.0896,171.9878,174.7804,297630.0
2022-03-06,172.6159,175.0896,171.9878,174.7804,297630.0
2022-03-07,175.0703,176.6067,171.0506,171.582,366311.0
2022-03-08,172.6932,177.3797,171.4371,173.186,278172.0
2022-03-09,175.9496,177.2734,174.075,175.2539,361109.0
2022-03-10,173.0508,173.8818,169.9973,173.8334,315937.0
2022-03-11,174.4035,176.655,172.1038,172.2294,238552.0
2022-03-12,174.4035,176.655,172.1038,172.2294,238552.0
2022-03-13,174.4035,176.655,172.1038,172.2294,238552.0
2022-03-14,173.1184,174.4966,171.7849,172.8478,150676.0
2022-03-15,173.7465,176.2491,172.8478,176.2201,269998.0
2022-03-16,177.8628,181.6603,177.5633,181.3028,397388.0
2022-03-17,179.95,182.5251,179.5152,181.8825,344703.0
2022-03-18,181.1482,183.3899,179.3412,183.187,489463.0
2022-03-19,181.1482,183.3899,179.3412,183.187,489463.0
2022-03-20,181.1482,183.3899,179.3412,183.187,489463.0
2022-03-21,183.1967,184.5205,182.1628,183.5349,319205.0
2022-03-22,184.1436,184.3272,180.665,180.694,387761.0
2022-03-23,179.1286,179.2349,173.8044,174.3552,469338.0
2022-03-24,175.3118,175.9206,173.6498,175.8819,357990.0
2022-03-25,175.853,180.1626,175.4761,180.0756,341759.0
2022-03-26,175.853,180.1626,175.4761,180.0756,341759.0
2022-03-27,175.853,180.1626,175.4761,180.0756,341759.0
2022-03-28,179.1673,181.0419,178.346,180.9839,254398.0
2022-03-29,182.7522,185.7138,182.7522,185.3611,330748.0
2022-03-30,184.7234,185.709,183.2063,184.2113,314325.0
2022-03-31,184.4142,185.0857,177.2444,177.5729,416571.0
2022-04-01,178.9644,180.1915,177.1961,179.2929,249064.0
2022-04-02,178.9644,180.1915,177.1961,179.2929,249064.0
2022-04-03,178.9644,180.1915,177.1961,179.2929,249064.0
2022-04-04,178.7421,179.6698,175.8046,178.9837,188394.0
2022-04-05,178.3556,179.3316,175.0606,175.6211,228275.0
2022-04-06,173.9107,176.7902,173.6136,176.5197,202524.0
2022-04-07,175.5534,178.7131,174.8432,178.1527,292444.0
2022-04-08,178.346,180.0853,177.1284,178.1914,250631.0
2022-04-09,178.346,180.0853,177.1284,178.1914,250631.0
2022-04-10,178.346,180.0853,177.1284,178.1914,250631.0
2022-04-11,177.5439,180.0176,176.3699,176.8965,259765.0
2022-04-12,177.6116,179.7181,175.2321,175.4278,262313.0
2022-04-13,175.4568,178.3653,175.4568,178.143,183790.0
2022-04-14,178.3363,180.2978,178.0529,178.7615,298960.0
2022-04-15,178.3363,180.2978,178.0529,178.7615,298960.0
2022-04-16,178.3363,180.2978,178.0529,178.7615,298960.0
2022-04-17,178.3363,180.2978,178.0529,178.7615,298960.0
2022-04-18,178.1914,180.5684,175.4858,176.1428,256457.0
2022-04-19,176.8096,182.3319,176.7854,182.2594,239429.0
2022-04-20,183.8054,186.5593,183.8054,184.5591,208690.0
2022-04-21,185.9699,188.7624,185.4578,187.6126,429272.0
2022-04-22,185.7573,187.0328,184.105,185.2742,997532.0
2022-04-23,185.7573,187.0328,184.105,185.2742,997532.0
2022-04-24,185.7573,187.0328,184.105,185.2742,997532.0
2022-04-25,184.5785,184.5785,178.8098,182.9551,521560.0
2022-04-26,183.3223,193.246,183.3223,188.7045,562104.0
2022-04-27,188.6948,191.1878,187.5643,189.7094,596864.0
2022-04-28,192.0768,196.9758,189.4871,196.8405,501969.0
2022-04-29,195.681,196.7417,188.1054,188.7721,362655.0
2022-04-30,195.681,196.7417,188.1054,188.7721,362655.0
2022-05-01,195.681,196.7417,188.1054,188.7721,362655.0
2022-05-02,188.7624,189.7819,184.163,187.8445,261080.0
2022-05-03,187.2937,190.2795,186.2211,188.5015,286864.0
2022-05-04,187.8638,193.8547,187.5594,193.4489,221080.0
2022-05-05,191.7579,193.275,188.4581,190.2408,248430.0
2022-05-06,189.1876,190.0476,185.9312,189.8833,251502.0
2022-05-07,189.1876,190.0476,185.9312,189.8833,251502.0
2022-05-08,189.1876,190.0476,185.9312,189.8833,251502.0
2022-05-09,187.7575,190.9559,187.7575,190.2892,346319.0
2022-05-10,191.3231,192.5213,182.4913,185.4094,519066.0
2022-05-11,185.1582,188.3179,182.2304,182.8585,289688.0
2022-05-12,182.1144,187.9218,180.8196,187.8928,382314.0
2022-05-13,188.4242,191.3134,186.2211,187.6319,298709.0
2022-05-14,188.4242,191.3134,186.2211,187.6319,298709.0
2022-05-15,188.4242,191.3134,186.2211,187.6319,298709.0
2022-05-16,186.5786,187.8445,184.5398,186.2694,233268.0
2022-05-17,188.4726,189.4678,186.2076,188.6272,228845.0
2022-05-18,185.9602,188.4049,181.3607,182.6266,214276.0
2022-05-19,181.6893,184.6944,179.2832,182.4623,170951.0
2022-05-20,183.1097,183.1097,176.1525,179.7277,265789.0
2022-05-21,183.1097,183.1097,176.1525,179.7277,265789.0
2022-05-22,183.1097,183.1097,176.1525,179.7277,265789.0
2022-05-23,181.8149,182.0855,179.863,181.1192,186964.0
2022-05-24,180.1722,182.443,174.104,178.0754,280688.0
2022-05-25,177.312,178.0851,175.2635,176.7902,270810.0
2022-05-26,178.288,181.4091,178.0271,180.4138,151148.0
2022-05-27,182.9112,187.4007,182.3525,187.012,360317.0
2022-05-28,182.9112,187.4007,182.3525,187.012,360317.0
