,BAH US Equity,BAH US Equity,BAH US Equity,BAH US Equity,BAH US Equity
2020-03-08,68.7728,71.3777,68.1052,71.2283,2046549.0
2020-03-09,68.0445,69.7718,66.5787,67.7178,1598639.0
2020-03-10,68.8942,69.7811,66.8355,69.6971,2696862.0
2020-03-11,68.3526,69.8091,68.0072,68.9408,1708994.0
2020-03-12,64.9635,66.8028,61.9385,61.9851,3262844.0
2020-03-13,64.1419,65.5937,60.2392,65.3463,2777289.0
2020-03-14,64.1419,65.5937,60.2392,65.3463,2777289.0
2020-03-15,64.1419,65.5937,60.2392,65.3463,2777289.0
2020-03-16,56.6166,64.7768,56.0191,59.6043,2808451.0
2020-03-17,60.3886,62.1345,58.0732,61.6023,2783035.0
2020-03-18,58.5306,66.1866,53.9091,65.0195,2289464.0
2020-03-19,64.6834,64.9728,58.3626,59.8751,1962567.0
2020-03-20,60.566,60.566,53.5076,54.1051,3116230.0
2020-03-21,60.566,60.566,53.5076,54.1051,3116230.0
2020-03-22,60.566,60.566,53.5076,54.1051,3116230.0
2020-03-23,53.8063,54.0678,50.7626,53.5729,2224463.0
2020-03-24,55.4402,59.6659,55.2255,59.0255,1804543.0
2020-03-25,60.0992,63.3483,58.0265,60.8087,1707356.0
2020-03-26,61.5743,65.1689,61.4996,63.8711,1524643.0
2020-03-27,62.3493,65.4116,62.1158,63.7964,1723994.0
2020-03-28,62.3493,65.4116,62.1158,63.7964,1723994.0
2020-03-29,62.3493,65.4116,62.1158,63.7964,1723994.0
2020-03-30,64.2446,66.7281,63.9178,66.5507,1135877.0
2020-03-31,65.4957,67.2495,63.7964,64.0859,1775342.0
2020-04-01,62.62,65.6544,62.1158,64.9822,1665141.0
2020-04-02,63.4977,66.2239,63.2549,65.8038,1774084.0
2020-04-03,65.2716,67.1716,64.3006,65.4116,1173618.0
2020-04-04,65.2716,67.1716,64.3006,65.4116,1173618.0
2020-04-05,65.2716,67.1716,64.3006,65.4116,1173618.0
2020-04-06,66.5694,69.5944,65.9249,69.0342,966711.0
2020-04-07,71.6671,71.6764,66.1959,66.6441,1114241.0
2020-04-08,68.5767,69.1836,66.8215,67.1016,1298493.0
2020-04-09,68.278,70.4814,67.8485,69.3236,890403.0
2020-04-10,68.278,70.4814,67.8485,69.3236,890403.0
2020-04-11,68.278,70.4814,67.8485,69.3236,890403.0
2020-04-12,68.278,70.4814,67.8485,69.3236,890403.0
2020-04-13,68.9689,69.3236,66.6254,67.2976,705987.0
2020-04-14,68.1472,71.2516,67.7831,70.8268,979692.0
2020-04-15,70.0052,70.5934,69.1743,69.8465,687083.0
2020-04-16,70.0799,71.7231,69.9772,70.6868,936737.0
2020-04-17,71.8818,72.3393,69.9959,72.1339,869746.0
2020-04-18,71.8818,72.3393,69.9959,72.1339,869746.0
2020-04-19,71.8818,72.3393,69.9959,72.1339,869746.0
2020-04-20,71.275,71.6204,70.3403,70.8548,715725.0
2020-04-21,70.1453,70.7615,68.2406,68.6141,596099.0
2020-04-22,69.5944,70.0729,68.9689,69.6878,600715.0
2020-04-23,70.3133,71.219,69.763,70.4254,534657.0
2020-04-24,70.5187,71.1069,69.6598,70.8268,470141.0
2020-04-25,70.5187,71.1069,69.6598,70.8268,470141.0
2020-04-26,70.5187,71.1069,69.6598,70.8268,470141.0
2020-04-27,71.5644,72.0873,70.7988,71.9845,585969.0
2020-04-28,73.1983,74.188,71.0509,71.1163,966810.0
2020-04-29,71.5364,71.7745,69.7909,69.9118,855680.0
2020-04-30,69.6971,69.9305,68.4087,68.5674,993183.0
2020-05-01,67.7644,67.9792,66.0932,67.6431,862969.0
2020-05-02,67.7644,67.9792,66.0932,67.6431,862969.0
2020-05-03,67.7644,67.9792,66.0932,67.6431,862969.0
2020-05-04,66.9615,68.4647,66.8495,67.9418,1174119.0
2020-05-05,68.418,69.7858,68.418,68.8381,789588.0
2020-05-06,68.8755,69.5991,68.3526,68.8475,865162.0
2020-05-07,69.6224,70.2386,68.8381,68.9502,634229.0
2020-05-08,69.1276,69.473,68.1006,68.1379,662188.0
2020-05-09,69.1276,69.473,68.1006,68.1379,662188.0
2020-05-10,69.1276,69.473,68.1006,68.1379,662188.0
2020-05-11,67.9698,69.0809,67.4293,67.8205,1639335.0
2020-05-12,68.2593,68.2966,66.392,66.4947,1549841.0
2020-05-13,67.4657,67.531,64.646,65.7291,993729.0
2020-05-14,64.9822,65.2809,63.807,65.2809,904153.0
2020-05-15,64.9075,66.0932,64.7581,66.0839,673253.0
2020-05-16,64.9075,66.0932,64.7581,66.0839,673253.0
2020-05-17,64.9075,66.0932,64.7581,66.0839,673253.0
2020-05-18,66.8775,67.419,65.7011,65.9625,1182056.0
2020-05-19,66.8588,68.3807,66.5227,67.363,1141977.0
2020-05-20,67.5964,69.7811,67.5217,69.6411,1219835.0
2020-05-21,69.4077,70.2386,69.0622,69.9025,1104632.0
2020-05-22,69.9025,70.8455,69.5197,70.7801,632418.0
2020-05-23,69.9025,70.8455,69.5197,70.7801,632418.0
2020-05-24,69.9025,70.8455,69.5197,70.7801,632418.0
2020-05-25,69.9025,70.8455,69.5197,70.7801,632418.0
2020-05-26,71.9192,72.358,69.403,71.1909,1700436.0
2020-05-27,71.7418,71.7418,69.7438,71.5644,1331296.0
2020-05-28,71.7418,74.5028,71.5364,73.5157,1215968.0
2020-05-29,73.6558,74.4774,72.2927,74.4681,1501220.0
2020-05-30,73.6558,74.4774,72.2927,74.4681,1501220.0
2020-05-31,73.6558,74.4774,72.2927,74.4681,1501220.0
2020-06-01,74.2066,75.0656,73.5904,74.4494,933786.0
2020-06-02,75.6725,75.6725,73.1609,75.0843,996291.0
2020-06-03,74.8509,75.6725,74.3187,75.0749,1235108.0
2020-06-04,74.5708,75.3924,74.0479,75.299,1027128.0
2020-06-05,75.3364,75.4577,74.139,75.187,1096918.0
2020-06-06,75.3364,75.4577,74.139,75.187,1096918.0
2020-06-07,75.3364,75.4577,74.139,75.187,1096918.0
2020-06-08,74.4401,75.5698,74.0106,75.5044,1117927.0
2020-06-09,75.187,75.3364,74.5614,74.6828,880608.0
2020-06-10,74.6921,76.7648,74.6921,76.326,911568.0
2020-06-11,75.3644,75.5138,71.9845,72.0219,946380.0
2020-06-12,73.6062,74.1264,70.897,72.1532,603937.0
2020-06-13,73.6062,74.1264,70.897,72.1532,603937.0
2020-06-14,73.6062,74.1264,70.897,72.1532,603937.0
2020-06-15,71.1126,72.3781,70.2596,72.0969,1553510.0
2020-06-16,73.5405,74.0842,72.425,73.0812,670135.0
2020-06-17,73.5218,75.0029,72.9312,74.5342,1203779.0
2020-06-18,74.7498,75.4716,73.9905,75.256,1118792.0
2020-06-19,76.0903,77.0184,74.7217,74.7967,1514110.0
2020-06-20,76.0903,77.0184,74.7217,74.7967,1514110.0
2020-06-21,76.0903,77.0184,74.7217,74.7967,1514110.0
2020-06-22,75.0873,75.1107,74.2717,74.9092,704346.0
2020-06-23,75.3216,75.9966,74.3092,75.0029,813245.0
2020-06-24,74.6092,74.8014,72.1063,72.3688,730303.0
2020-06-25,72.4156,72.7531,71.1876,72.6781,732522.0
2020-06-26,72.6687,72.9406,69.4253,69.7346,2010910.0
2020-06-27,72.6687,72.9406,69.4253,69.7346,2010910.0
2020-06-28,72.6687,72.9406,69.4253,69.7346,2010910.0
2020-06-29,69.8659,71.3376,69.8284,71.0376,920979.0
2020-06-30,71.1126,73.2124,71.0376,72.9218,1229214.0
2020-07-01,73.1749,75.0779,72.8656,74.4967,1171090.0
2020-07-02,74.7779,75.7238,74.0683,74.5811,823727.0
2020-07-03,74.7779,75.7238,74.0683,74.5811,823727.0
2020-07-04,74.7779,75.7238,74.0683,74.5811,823727.0
2020-07-05,74.7779,75.7238,74.0683,74.5811,823727.0
2020-07-06,75.0498,75.5175,72.1157,72.5937,1017999.0
2020-07-07,72.0594,72.2656,70.3908,70.6814,1371296.0
2020-07-08,68.6191,70.8717,68.591,70.747,1474986.0
2020-07-09,71.1032,71.1032,69.1991,70.5502,1056122.0
2020-07-10,70.5408,70.9064,69.9971,70.597,994017.0
2020-07-11,70.5408,70.9064,69.9971,70.597,994017.0
2020-07-12,70.5408,70.9064,69.9971,70.597,994017.0
2020-07-13,70.9158,71.286,67.1005,67.1848,1303654.0
2020-07-14,67.0911,67.7473,66.2943,67.691,1267485.0
2020-07-15,68.1972,68.4457,67.6629,67.9629,858536.0
2020-07-16,67.6254,67.7942,66.4068,66.463,891624.0
2020-07-17,66.7536,67.841,65.7271,67.7285,1280444.0
2020-07-18,66.7536,67.841,65.7271,67.7285,1280444.0
2020-07-19,66.7536,67.841,65.7271,67.7285,1280444.0
2020-07-20,67.6067,68.4222,67.4942,68.216,730668.0
2020-07-21,68.8722,69.1628,68.216,68.4972,802365.0
2020-07-22,68.291,70.6533,68.291,70.4752,1051009.0
2020-07-23,70.4846,71.6657,69.5471,69.6877,1107951.0
2020-07-24,69.6877,70.1424,68.9144,69.6877,665081.0
2020-07-25,69.6877,70.1424,68.9144,69.6877,665081.0
2020-07-26,69.6877,70.1424,68.9144,69.6877,665081.0
2020-07-27,69.819,70.4471,69.2659,69.9596,1024453.0
2020-07-28,69.8377,71.3657,69.8377,70.4096,590904.0
2020-07-29,70.8033,72.0407,70.4002,71.7126,721183.0
2020-07-30,71.1876,73.1937,71.122,72.8656,1133152.0
2020-07-31,73.5405,76.7465,72.9453,76.6434,1681282.0
2020-08-01,73.5405,76.7465,72.9453,76.6434,1681282.0
2020-08-02,73.5405,76.7465,72.9453,76.6434,1681282.0
2020-08-03,76.8684,78.5651,75.7903,78.2839,1028122.0
2020-08-04,77.9558,78.6026,77.2246,77.8808,1102332.0
2020-08-05,78.237,79.0901,76.9152,77.3465,786569.0
2020-08-06,77.2433,77.8808,76.3294,77.7121,658562.0
2020-08-07,77.5621,79.5775,77.1871,79.3713,836702.0
2020-08-08,77.5621,79.5775,77.1871,79.3713,836702.0
2020-08-09,77.5621,79.5775,77.1871,79.3713,836702.0
2020-08-10,78.8463,79.9619,78.6682,79.3619,904704.0
2020-08-11,79.3713,81.4899,79.3525,80.6555,1021538.0
2020-08-12,80.9555,81.3164,79.99,80.3556,1069717.0
2020-08-13,80.2709,81.7009,80.2709,80.6754,649153.0
2020-08-14,80.4402,81.8091,80.4402,81.3152,626230.0
2020-08-15,80.4402,81.8091,80.4402,81.3152,626230.0
2020-08-16,80.4402,81.8091,80.4402,81.3152,626230.0
2020-08-17,81.4563,81.7574,80.459,80.6002,1260239.0
2020-08-18,80.7601,81.4845,80.3461,80.7601,999852.0
2020-08-19,80.7036,81.5974,80.7036,81.0988,605523.0
2020-08-20,81.2399,81.8514,80.8825,81.5974,630713.0
2020-08-21,81.8609,81.9173,80.8683,81.2117,795801.0
2020-08-22,81.8609,81.9173,80.8683,81.2117,795801.0
2020-08-23,81.8609,81.9173,80.8683,81.2117,795801.0
2020-08-24,81.748,82.2842,81.381,82.209,483119.0
2020-08-25,82.1713,82.6809,80.873,81.3058,485599.0
2020-08-26,81.4375,82.3971,80.7977,82.303,658870.0
2020-08-27,82.3219,84.0012,82.3219,83.3379,670293.0
2020-08-28,83.5449,83.8178,82.2574,83.5167,664914.0
2020-08-29,83.5449,83.8178,82.2574,83.5167,664914.0
2020-08-30,83.5449,83.8178,82.2574,83.5167,664914.0
2020-08-31,83.5167,83.7425,82.5665,82.8487,1099920.0
2020-09-01,82.9804,83.3662,82.3407,83.178,492108.0
2020-09-02,83.3756,84.1518,82.8017,83.3944,1081154.0
2020-09-03,83.2627,83.4697,80.3461,81.3152,1067340.0
2020-09-04,81.3904,81.7009,78.5962,79.951,688455.0
2020-09-05,81.3904,81.7009,78.5962,79.951,688455.0
2020-09-06,81.3904,81.7009,78.5962,79.951,688455.0
2020-09-07,81.3904,81.7009,78.5962,79.951,688455.0
2020-09-08,79.0572,79.8005,77.1567,78.822,1033174.0
2020-09-09,79.537,81.4093,79.3724,80.8165,704746.0
2020-09-10,81.08,81.588,79.1137,79.1701,849353.0
2020-09-11,79.6217,79.9322,78.2575,79.0478,776960.0
2020-09-12,79.6217,79.9322,78.2575,79.0478,776960.0
2020-09-13,79.6217,79.9322,78.2575,79.0478,776960.0
2020-09-14,79.6593,80.2003,78.615,78.775,631895.0
2020-09-15,79.3489,79.4947,78.7138,78.9067,561850.0
2020-09-16,79.3395,80.4402,79.2883,79.7628,764362.0
2020-09-17,79.3677,80.2803,78.615,79.8005,641815.0
2020-09-18,80.0921,80.3226,78.7703,79.6405,1292756.0
2020-09-19,80.0921,80.3226,78.7703,79.6405,1292756.0
2020-09-20,80.0921,80.3226,78.7703,79.6405,1292756.0
2020-09-21,79.0008,80.7601,78.5115,80.5907,625788.0
2020-09-22,81.0235,82.5758,80.4873,82.209,544193.0
2020-09-23,82.5947,82.5947,78.648,78.8785,863547.0
2020-09-24,78.8879,79.1042,77.6366,78.107,828899.0
2020-09-25,77.8247,79.9698,77.82,79.8193,537704.0
2020-09-26,77.8247,79.9698,77.82,79.8193,537704.0
2020-09-27,77.8247,79.9698,77.82,79.8193,537704.0
2020-09-28,80.5719,81.1788,79.8569,79.9228,463426.0
2020-09-29,79.9886,80.2803,79.1607,79.2548,594399.0
2020-09-30,79.3395,79.3865,77.5425,78.0693,933536.0
2020-10-01,78.3798,78.8314,77.5989,78.1352,556043.0
2020-10-02,77.5143,78.4739,76.7146,77.947,630440.0
2020-10-03,77.5143,78.4739,76.7146,77.947,630440.0
2020-10-04,77.5143,78.4739,76.7146,77.947,630440.0
2020-10-05,78.0035,78.3704,76.8275,77.5613,863279.0
2020-10-06,77.5801,78.4457,76.8463,77.392,1140477.0
2020-10-07,77.9753,78.0646,76.3947,76.7616,938626.0
2020-10-08,77.3637,77.9047,76.4229,76.5452,875386.0
2020-10-09,77.1379,77.646,76.0184,76.3571,1384560.0
2020-10-10,77.1379,77.646,76.0184,76.3571,1384560.0
2020-10-11,77.1379,77.646,76.0184,76.3571,1384560.0
2020-10-12,76.8933,77.3073,76.0842,76.7334,1173790.0
2020-10-13,76.9498,77.232,75.7926,76.1971,661882.0
2020-10-14,76.4323,77.8718,76.4229,77.4954,677510.0
2020-10-15,77.0156,77.5895,76.7898,77.1662,514593.0
2020-10-16,77.185,77.7777,76.9433,77.3825,557926.0
2020-10-17,77.185,77.7777,76.9433,77.3825,557926.0
2020-10-18,77.185,77.7777,76.9433,77.3825,557926.0
2020-10-19,77.5519,78.1634,75.1246,75.2187,404317.0
2020-10-20,75.4068,76.056,74.8141,74.8329,530826.0
2020-10-21,75.0305,75.3786,74.0426,74.0709,683689.0
2020-10-22,73.9485,74.466,73.5346,73.798,616617.0
2020-10-23,74.0426,74.4848,73.1677,74.3719,662075.0
2020-10-24,74.0426,74.4848,73.1677,74.3719,662075.0
2020-10-25,74.0426,74.4848,73.1677,74.3719,662075.0
2020-10-26,73.8262,74.2026,72.5091,73.2712,583429.0
2020-10-27,73.2994,74.1461,72.8854,73.0642,627565.0
2020-10-28,72.0951,73.1112,70.1853,70.2229,849288.0
2020-10-29,70.3452,71.8411,69.9218,70.8532,1370432.0
2020-10-30,72.2268,74.4013,70.8721,73.8545,1704679.0
2020-10-31,72.2268,74.4013,70.8721,73.8545,1704679.0
2020-11-01,72.2268,74.4013,70.8721,73.8545,1704679.0
2020-11-02,74.5977,76.4041,74.3249,76.3853,1197303.0
2020-11-03,76.9121,79.2548,76.517,78.7279,766752.0
2020-11-04,79.4994,82.7829,79.2548,82.5853,1326806.0
2020-11-05,83.0839,83.6766,80.7036,81.1929,1022516.0
2020-11-06,80.9765,81.9361,80.5625,81.4751,447452.0
2020-11-07,80.9765,81.9361,80.5625,81.4751,447452.0
2020-11-08,80.9765,81.9361,80.5625,81.4751,447452.0
2020-11-09,83.4414,83.6578,81.3434,81.3434,844510.0
2020-11-10,81.1646,82.1525,80.9106,81.4657,648889.0
2020-11-11,82.0396,82.4065,80.2238,80.9389,999276.0
2020-11-12,80.8824,82.1243,80.6754,81.3999,478645.0
2020-11-13,81.5981,82.9672,81.3904,82.6934,579483.0
2020-11-14,81.5981,82.9672,81.3904,82.6934,579483.0
2020-11-15,81.5981,82.9672,81.3904,82.6934,579483.0
2020-11-16,83.005,84.4119,82.5612,84.393,489848.0
2020-11-17,83.7132,84.8462,82.9011,84.1853,600862.0
2020-11-18,84.0342,84.1003,82.9861,83.1844,876911.0
2020-11-19,83.09,83.6187,82.0041,83.2316,951165.0
2020-11-20,83.0333,83.4582,82.1363,82.3252,740365.0
2020-11-21,83.0333,83.4582,82.1363,82.3252,740365.0
2020-11-22,83.0333,83.4582,82.1363,82.3252,740365.0
2020-11-23,82.5046,83.6565,82.2921,82.9578,511134.0
2020-11-24,83.1183,83.3638,82.3346,82.92,567950.0
2020-11-25,83.1655,83.4582,82.0702,83.09,442158.0
2020-11-26,83.1655,83.4582,82.0702,83.09,442158.0
2020-11-27,83.1183,83.8642,82.9141,83.2127,233714.0
2020-11-28,83.1183,83.8642,82.9141,83.2127,233714.0
2020-11-29,83.1183,83.8642,82.9141,83.2127,233714.0
2020-11-30,83.2222,83.2222,81.4754,81.9475,1117873.0
2020-12-01,82.2308,84.2986,82.0608,84.223,890237.0
2020-12-02,83.8359,84.799,82.7595,83.5999,493049.0
2020-12-03,83.4016,84.2419,83.1007,83.4488,491686.0
2020-12-04,83.3732,84.2797,82.9767,83.496,518241.0
2020-12-05,83.3732,84.2797,82.9767,83.496,518241.0
2020-12-06,83.3732,84.2797,82.9767,83.496,518241.0
2020-12-07,83.3732,84.3269,83.3732,83.6754,685144.0
2020-12-08,83.9209,84.0153,82.9389,83.1183,647695.0
2020-12-09,83.1938,83.3213,82.1269,82.5235,667194.0
2020-12-10,82.1458,82.9767,81.6737,82.7501,601715.0
2020-12-11,82.5518,83.326,82.2119,82.8728,533996.0
2020-12-12,82.5518,83.326,82.2119,82.8728,533996.0
2020-12-13,82.5518,83.326,82.2119,82.8728,533996.0
2020-12-14,83.3827,84.8651,83.1561,83.3638,861928.0
2020-12-15,83.4299,84.5818,82.835,84.2514,1026897.0
2020-12-16,84.6668,85.9981,84.3174,85.6204,1386082.0
2020-12-17,85.7338,86.1209,83.7792,84.072,1601119.0
2020-12-18,84.5157,85.0256,83.9114,84.7895,1574426.0
2020-12-19,84.5157,85.0256,83.9114,84.7895,1574426.0
2020-12-20,84.5157,85.0256,83.9114,84.7895,1574426.0
2020-12-21,83.7415,84.2041,81.6642,82.7784,825233.0
2020-12-22,82.8067,83.1372,81.9097,82.3346,892457.0
2020-12-23,82.6745,82.9578,81.7917,82.6084,761869.0
2020-12-24,82.4102,82.9861,81.872,82.4951,268737.0
2020-12-25,82.4102,82.9861,81.872,82.4951,268737.0
2020-12-26,82.4102,82.9861,81.872,82.4951,268737.0
2020-12-27,82.4102,82.9861,81.872,82.4951,268737.0
2020-12-28,83.0239,83.1655,81.9947,82.7406,562262.0
2020-12-29,83.2222,83.2222,82.0041,82.3535,426260.0
2020-12-30,82.6745,83.2883,81.9853,82.1269,394686.0
2020-12-31,82.0514,82.5423,81.0883,82.3157,649085.0
2021-01-01,82.0514,82.5423,81.0883,82.3157,649085.0
2021-01-02,82.0514,82.5423,81.0883,82.3157,649085.0
2021-01-03,82.0514,82.5423,81.0883,82.3157,649085.0
2021-01-04,82.5046,82.8775,80.8522,81.1827,1121868.0
2021-01-05,81.0033,82.1741,80.314,81.8247,1123720.0
2021-01-06,81.617,84.7235,80.5217,83.7415,1381098.0
2021-01-07,83.6376,85.9509,82.9106,85.781,1224395.0
2021-01-08,85.5921,87.3767,85.3277,86.4891,894958.0
2021-01-09,85.5921,87.3767,85.3277,86.4891,894958.0
2021-01-10,85.5921,87.3767,85.3277,86.4891,894958.0
2021-01-11,85.9037,87.2634,85.4977,86.2908,723533.0
2021-01-12,86.3853,87.7355,86.0019,87.5183,800347.0
2021-01-13,87.6033,88.0093,86.017,86.2625,1066129.0
2021-01-14,86.2625,87.5938,85.6865,86.3569,647367.0
2021-01-15,86.3569,87.1028,85.7338,87.0368,579500.0
2021-01-16,86.3569,87.1028,85.7338,87.0368,579500.0
2021-01-17,86.3569,87.1028,85.7338,87.0368,579500.0
2021-01-18,86.3569,87.1028,85.7338,87.0368,579500.0
2021-01-19,87.5183,88.793,87.3483,88.6608,561970.0
2021-01-20,88.7552,90.3792,88.6891,89.6994,679194.0
2021-01-21,89.6805,90.1998,88.9629,89.5011,692692.0
2021-01-22,89.3878,90.6719,89.2273,90.5775,568905.0
2021-01-23,89.3878,90.6719,89.2273,90.5775,568905.0
2021-01-24,89.3878,90.6719,89.2273,90.5775,568905.0
2021-01-25,91.1629,92.8153,90.8985,92.1166,1081430.0
2021-01-26,92.532,92.938,91.8428,92.381,834453.0
2021-01-27,91.7106,94.6659,90.9174,92.126,1492483.0
2021-01-28,92.2393,92.702,89.8222,90.0771,1253324.0
2021-01-29,86.1586,86.3475,80.1536,80.4179,2986636.0
2021-01-30,86.1586,86.3475,80.1536,80.4179,2986636.0
2021-01-31,86.1586,86.3475,80.1536,80.4179,2986636.0
2021-02-01,80.6445,81.0788,77.2454,79.0771,2412025.0
2021-02-02,79.266,79.6059,77.2642,78.7372,2265197.0
2021-02-03,78.9355,79.0426,76.1501,77.2642,1814005.0
2021-02-04,77.4248,78.9355,76.6977,78.7466,1428683.0
2021-02-05,78.8411,79.1338,77.0471,77.5097,1119332.0
2021-02-06,78.8411,79.1338,77.0471,77.5097,1119332.0
2021-02-07,78.8411,79.1338,77.0471,77.5097,1119332.0
2021-02-08,77.5664,77.9157,76.5372,77.3775,1169473.0
2021-02-09,77.4248,79.0016,77.1793,78.52,798251.0
2021-02-10,78.6617,79.18,77.8969,78.8788,1008728.0
2021-02-11,79.1349,80.3583,79.1064,80.2256,915958.0
2021-02-12,80.1592,80.4627,77.8546,78.3288,622295.0
2021-02-13,80.1592,80.4627,77.8546,78.3288,622295.0
2021-02-14,80.1592,80.4627,77.8546,78.3288,622295.0
2021-02-15,80.1592,80.4627,77.8546,78.3288,622295.0
2021-02-16,78.6228,78.7176,76.7354,77.0389,728391.0
2021-02-17,76.394,76.9156,75.4171,76.5363,906457.0
2021-02-18,76.1948,76.5078,75.0473,75.5215,2761197.0
2021-02-19,75.8534,75.8723,74.2127,74.6489,1650672.0
2021-02-20,75.8534,75.8723,74.2127,74.6489,1650672.0
2021-02-21,75.8534,75.8723,74.2127,74.6489,1650672.0
2021-02-22,74.3455,74.6395,73.103,73.2832,1043222.0
2021-02-23,73.122,73.3591,71.2726,72.9892,1844847.0
2021-02-24,72.9134,74.1463,72.4486,73.9756,2831414.0
2021-02-25,74.0799,75.6353,73.8712,74.1084,1896246.0
2021-02-26,74.1653,75.7017,73.0746,73.1599,2603926.0
2021-02-27,74.1653,75.7017,73.0746,73.1599,2603926.0
2021-02-28,74.1653,75.7017,73.0746,73.1599,2603926.0
2021-03-01,73.2832,75.787,73.0936,75.2939,1260152.0
2021-03-02,75.3508,75.8155,74.6774,74.9904,1323128.0
2021-03-03,74.6964,75.4077,73.8238,74.611,1720295.0
2021-03-04,74.924,75.2749,72.6004,72.7237,1555644.0
2021-03-05,72.809,73.2643,71.7563,72.7901,2052132.0
2021-03-06,72.809,73.2643,71.7563,72.7901,2052132.0
2021-03-07,72.809,73.2643,71.7563,72.7901,2052132.0
2021-03-08,72.7901,75.4645,72.1262,74.2127,1757590.0
2021-03-09,75.0093,75.3412,73.8618,74.0135,880569.0
2021-03-10,74.3929,74.8766,73.8712,74.3739,825174.0
2021-03-11,74.8007,75.1326,74.3739,74.7248,912593.0
2021-03-12,74.8197,75.3982,74.4213,74.4972,874353.0
2021-03-13,74.8197,75.3982,74.4213,74.4972,874353.0
2021-03-14,74.8197,75.3982,74.4213,74.4972,874353.0
2021-03-15,74.6489,76.5173,74.6489,76.4699,970197.0
2021-03-16,76.2992,76.3324,74.9429,75.3413,677562.0
2021-03-17,75.3887,76.3656,74.5541,75.9198,1135838.0
2021-03-18,75.6922,76.7829,74.9809,76.413,706435.0
2021-03-19,76.707,76.9251,75.4741,75.6353,1458750.0
2021-03-20,76.707,76.9251,75.4741,75.6353,1458750.0
2021-03-21,76.707,76.9251,75.4741,75.6353,1458750.0
2021-03-22,75.0568,75.7586,74.1747,75.7112,600370.0
2021-03-23,75.6922,76.4319,75.3508,75.9198,805146.0
2021-03-24,75.9672,77.0863,75.384,75.6163,1177607.0
2021-03-25,75.4361,76.6121,74.8718,76.2328,875184.0
2021-03-26,76.2707,76.2707,73.9187,75.6448,1163553.0
2021-03-27,76.2707,76.2707,73.9187,75.6448,1163553.0
2021-03-28,76.2707,76.2707,73.9187,75.6448,1163553.0
2021-03-29,75.6543,77.556,75.6543,77.2191,614102.0
2021-03-30,77.295,77.6744,76.3466,76.6027,531935.0
2021-03-31,76.4414,76.9061,75.5594,76.375,636687.0
2021-04-01,76.8492,77.8547,76.4794,77.4942,862057.0
2021-04-02,76.8492,77.8547,76.4794,77.4942,862057.0
2021-04-03,76.8492,77.8547,76.4794,77.4942,862057.0
2021-04-04,76.8492,77.8547,76.4794,77.4942,862057.0
2021-04-05,77.7502,79.9979,77.5796,79.372,1067704.0
2021-04-06,78.9168,78.9168,77.8688,78.2434,1192125.0
2021-04-07,78.452,79.7039,77.9399,77.9873,676349.0
2021-04-08,78.3762,78.5659,77.5511,77.7882,869254.0
2021-04-09,78.0158,78.2434,77.3424,78.0158,943952.0
2021-04-10,78.0158,78.2434,77.3424,78.0158,943952.0
2021-04-11,78.0158,78.2434,77.3424,78.0158,943952.0
2021-04-12,77.9684,79.0211,77.883,78.7461,822774.0
2021-04-13,78.0917,78.765,77.8925,78.2813,708407.0
2021-04-14,78.4236,78.803,77.9399,78.5279,756374.0
2021-04-15,79.0875,79.8272,78.7176,79.059,1250089.0
2021-04-16,79.2961,80.7567,78.6038,80.3014,1299194.0
2021-04-17,79.2961,80.7567,78.6038,80.3014,1299194.0
2021-04-18,79.2961,80.7567,78.6038,80.3014,1299194.0
2021-04-19,80.2445,80.7424,79.6945,80.4532,710693.0
2021-04-20,80.567,81.0222,78.9642,79.0875,1089990.0
2021-04-21,79.2108,80.0548,78.9737,79.6091,785645.0
2021-04-22,79.6565,79.9126,79.1254,79.391,441581.0
2021-04-23,79.4289,79.8177,78.3572,79.059,488061.0
2021-04-24,79.4289,79.8177,78.3572,79.059,488061.0
2021-04-25,79.4289,79.8177,78.3572,79.059,488061.0
2021-04-26,79.4099,79.4574,78.0727,78.4331,465877.0
2021-04-27,78.471,78.9625,78.0917,78.6133,382584.0
2021-04-28,78.8314,78.9926,77.4942,77.57,406857.0
2021-04-29,77.9399,79.0685,77.8451,79.0401,617751.0
2021-04-30,79.0401,79.4858,78.5374,78.6702,672179.0
2021-05-01,79.0401,79.4858,78.5374,78.6702,672179.0
2021-05-02,79.0401,79.4858,78.5374,78.6702,672179.0
2021-05-03,78.9926,80.2848,78.9262,79.5427,734654.0
2021-05-04,79.9695,81.3067,79.5427,81.1929,1220565.0
2021-05-05,81.0317,81.2878,78.2339,79.4004,1478030.0
2021-05-06,79.5427,80.1971,79.3435,79.7229,712043.0
2021-05-07,79.5522,80.4437,79.5143,79.7703,609987.0
2021-05-08,79.5522,80.4437,79.5143,79.7703,609987.0
2021-05-09,79.5522,80.4437,79.5143,79.7703,609987.0
2021-05-10,79.7039,80.3109,78.8409,79.059,979898.0
2021-05-11,78.6417,78.8314,76.7165,77.4847,926372.0
2021-05-12,77.2476,77.8451,76.4035,76.5268,649583.0
2021-05-13,77.0958,79.0116,77.0958,78.8219,767908.0
2021-05-14,79.2677,79.5237,78.2149,78.8599,516556.0
2021-05-15,79.2677,79.5237,78.2149,78.8599,516556.0
2021-05-16,79.2677,79.5237,78.2149,78.8599,516556.0
2021-05-17,78.4805,79.2013,78.1011,78.9642,449320.0
