,GSBC US Equity,GSBC US Equity,GSBC US Equity,GSBC US Equity,GSBC US Equity
2021-03-14,54.771,55.3793,54.021,54.9814,30104.0
2021-03-15,54.9905,54.9905,52.7862,53.4356,24085.0
2021-03-16,52.9782,52.9782,51.7983,52.5758,21347.0
2021-03-17,52.7221,52.9599,51.6977,52.5392,34248.0
2021-03-18,52.7679,54.8808,52.5941,52.8776,38941.0
2021-03-19,53.024,53.5911,51.9447,53.5545,133302.0
2021-03-20,53.024,53.5911,51.9447,53.5545,133302.0
2021-03-21,53.024,53.5911,51.9447,53.5545,133302.0
2021-03-22,53.3898,53.9295,51.3135,51.5971,26839.0
2021-03-23,50.9751,52.3334,50.0513,50.1336,34984.0
2021-03-24,50.7373,52.3837,50.2525,50.2799,36388.0
2021-03-25,50.0147,51.8715,49.6031,51.6977,37790.0
2021-03-26,51.8726,53.2299,51.8726,53.0964,24544.0
2021-03-27,51.8726,53.2299,51.8726,53.0964,24544.0
2021-03-28,51.8726,53.2299,51.8726,53.0964,24544.0
2021-03-29,52.4799,53.2253,51.482,51.7621,25460.0
2021-03-30,51.8173,52.9124,51.8173,52.5995,19667.0
2021-03-31,52.6179,52.7928,51.5505,52.1486,60039.0
2021-04-01,52.0658,52.4615,51.4953,52.2682,25147.0
2021-04-02,52.0658,52.4615,51.4953,52.2682,25147.0
2021-04-03,52.0658,52.4615,51.4953,52.2682,25147.0
2021-04-04,52.0658,52.4615,51.4953,52.2682,25147.0
2021-04-05,52.4431,52.7192,51.3296,52.0658,18075.0
2021-04-06,52.3373,52.6731,51.5781,51.9278,18434.0
2021-04-07,52.121,52.121,51.3572,51.6057,25691.0
2021-04-08,51.5505,51.9508,50.9983,51.7529,11913.0
2021-04-09,51.5321,52.1762,51.2192,51.6517,23233.0
2021-04-10,51.5321,52.1762,51.2192,51.6517,23233.0
2021-04-11,51.5321,52.1762,51.2192,51.6517,23233.0
2021-04-12,51.9968,52.1762,51.4677,51.9002,11689.0
2021-04-13,51.9554,52.3557,51.1088,51.1824,23019.0
2021-04-14,51.4355,52.4339,51.4355,51.9278,17481.0
2021-04-15,52.029,52.3327,50.6211,51.9002,25545.0
2021-04-16,52.2682,52.3603,51.4308,52.0842,29321.0
2021-04-17,52.2682,52.3603,51.4308,52.0842,29321.0
2021-04-18,52.2682,52.3603,51.4308,52.0842,29321.0
2021-04-19,51.7713,52.0842,51.3204,51.8818,25121.0
2021-04-20,52.0198,52.1394,50.4462,50.4462,22513.0
2021-04-21,50.6487,51.7437,50.6487,51.4861,23043.0
2021-04-22,52.075,52.075,50.4738,50.7867,34618.0
2021-04-23,51.164,51.891,50.6073,51.6793,36886.0
2021-04-24,51.164,51.891,50.6073,51.6793,36886.0
2021-04-25,51.164,51.891,50.6073,51.6793,36886.0
2021-04-26,51.5321,52.3143,51.2192,51.7069,31305.0
2021-04-27,51.7069,52.1164,51.21,51.5873,37316.0
2021-04-28,51.5873,51.8634,51.0076,51.5965,21375.0
2021-04-29,51.8081,52.1992,51.5229,51.8173,25065.0
2021-04-30,51.3664,52.167,51.348,51.9094,48549.0
2021-05-01,51.3664,52.167,51.348,51.9094,48549.0
2021-05-02,51.3664,52.167,51.348,51.9094,48549.0
2021-05-03,52.259,53.8142,52.121,53.2345,66754.0
2021-05-04,53.1332,53.6762,52.8664,53.078,26074.0
2021-05-05,53.4369,53.4369,52.5259,52.7099,16757.0
2021-05-06,52.986,53.3633,52.3235,53.3633,17448.0
2021-05-07,52.9308,53.3541,52.7376,53.3081,16464.0
2021-05-08,52.9308,53.3541,52.7376,53.3081,16464.0
2021-05-09,52.9308,53.3541,52.7376,53.3081,16464.0
2021-05-10,53.5197,53.5197,52.1854,52.2682,19743.0
2021-05-11,51.4585,52.407,51.4401,51.8726,21110.0
2021-05-12,52.0014,52.2038,50.4738,50.5843,33068.0
2021-05-13,50.6579,52.756,50.6579,52.5995,25213.0
2021-05-14,52.7007,53.0136,52.3235,52.9308,17542.0
2021-05-15,52.7007,53.0136,52.3235,52.9308,17542.0
2021-05-16,52.7007,53.0136,52.3235,52.9308,17542.0
2021-05-17,52.5811,53.165,52.4339,52.9216,10212.0
2021-05-18,52.5995,53.2713,52.3051,52.3051,18561.0
2021-05-19,51.6885,52.1486,51.118,51.9554,14510.0
2021-05-20,51.9554,52.0842,51.4401,51.9738,13168.0
2021-05-21,52.2866,52.7284,52.0474,52.6731,18177.0
2021-05-22,52.2866,52.7284,52.0474,52.6731,18177.0
2021-05-23,52.2866,52.7284,52.0474,52.6731,18177.0
2021-05-24,52.5719,52.5719,51.5137,51.8173,27190.0
2021-05-25,51.7989,51.891,50.2806,50.2806,30327.0
2021-05-26,50.483,51.164,50.4094,51.1272,11189.0
2021-05-27,51.4953,51.8104,51.4585,51.5137,26759.0
2021-05-28,51.7069,51.983,51.3204,51.983,13895.0
2021-05-29,51.7069,51.983,51.3204,51.983,13895.0
2021-05-30,51.7069,51.983,51.3204,51.983,13895.0
2021-05-31,51.7069,51.983,51.3204,51.983,13895.0
2021-06-01,52.3051,52.6731,52.0842,52.5995,28583.0
2021-06-02,52.6271,52.6639,51.5873,52.0566,19041.0
2021-06-03,52.1486,52.4707,51.4677,52.4247,17080.0
2021-06-04,52.2774,52.5836,51.6592,52.213,18871.0
2021-06-05,52.2774,52.5836,51.6592,52.213,18871.0
2021-06-06,52.2774,52.5836,51.6592,52.213,18871.0
2021-06-07,52.5167,52.5167,51.7897,52.4431,18264.0
2021-06-08,51.8081,52.8296,51.8081,52.7192,24305.0
2021-06-09,52.4431,52.4615,51.9002,52.1946,16926.0
2021-06-10,52.19,52.3051,50.9891,51.026,25945.0
2021-06-11,51.4401,51.5712,50.9431,51.3572,21453.0
2021-06-12,51.4401,51.5712,50.9431,51.3572,21453.0
2021-06-13,51.4401,51.5712,50.9431,51.3572,21453.0
2021-06-14,51.3756,51.7069,50.6119,51.164,21182.0
2021-06-15,51.1916,51.7529,50.9523,51.5045,27109.0
2021-06-16,50.8879,51.9462,50.8235,51.4216,29724.0
2021-06-17,51.5873,51.5873,50.529,50.5843,37263.0
2021-06-18,49.9033,50.1517,48.5966,48.6058,107918.0
2021-06-19,49.9033,50.1517,48.5966,48.6058,107918.0
2021-06-20,49.9033,50.1517,48.5966,48.6058,107918.0
2021-06-21,49.0659,50.7269,49.0659,50.253,53127.0
2021-06-22,50.3082,50.3818,49.6272,50.0965,32178.0
2021-06-23,50.3358,50.529,49.7008,49.8665,34983.0
2021-06-24,49.8389,51.0075,49.8113,50.6487,32609.0
2021-06-25,50.7412,51.1764,49.5097,49.982,191421.0
2021-06-26,50.7412,51.1764,49.5097,49.982,191421.0
2021-06-27,50.7412,51.1764,49.5097,49.982,191421.0
2021-06-28,50.0468,50.3524,49.6394,50.2135,60637.0
2021-06-29,50.5468,50.7968,50.1486,50.1579,33949.0
2021-06-30,50.0468,50.4588,49.7412,49.9079,52305.0
2021-07-01,50.3338,50.7227,50.1625,50.4172,43819.0
2021-07-02,50.2505,50.3153,49.6301,49.7968,38308.0
2021-07-03,50.2505,50.3153,49.6301,49.7968,38308.0
2021-07-04,50.2505,50.3153,49.6301,49.7968,38308.0
2021-07-05,50.2505,50.3153,49.6301,49.7968,38308.0
2021-07-06,49.6857,49.732,48.2227,48.6764,32941.0
2021-07-07,48.556,48.8338,47.6023,47.7134,48919.0
2021-07-08,46.8801,47.5005,46.306,46.8523,24113.0
2021-07-09,47.5005,48.5653,46.6579,48.2783,24302.0
2021-07-10,47.5005,48.5653,46.6579,48.2783,24302.0
2021-07-11,47.5005,48.5653,46.6579,48.2783,24302.0
2021-07-12,48.0283,48.5468,47.2319,48.4727,23319.0
2021-07-13,48.3616,48.6486,47.3986,47.7412,19278.0
2021-07-14,48.1301,48.1795,47.4912,47.7042,17245.0
2021-07-15,47.2319,48.9264,47.0282,48.7412,29493.0
2021-07-16,49.1579,49.1579,47.9264,47.9264,25037.0
2021-07-17,49.1579,49.1579,47.9264,47.9264,25037.0
2021-07-18,49.1579,49.1579,47.9264,47.9264,25037.0
2021-07-19,47.482,47.9125,45.8616,46.2505,23261.0
2021-07-20,46.2782,48.6949,46.2782,46.9171,42351.0
2021-07-21,47.3153,48.8523,47.3153,47.732,16427.0
2021-07-22,47.2134,48.1162,46.093,46.3801,23734.0
2021-07-23,47.5005,47.5931,46.6764,47.0653,13038.0
2021-07-24,47.5005,47.5931,46.6764,47.0653,13038.0
2021-07-25,47.5005,47.5931,46.6764,47.0653,13038.0
2021-07-26,47.2227,47.9866,47.2227,47.8153,24640.0
2021-07-27,47.8153,48.4912,47.806,48.1671,29576.0
2021-07-28,48.5653,49.0375,47.5282,48.5653,24963.0
2021-07-29,48.5468,48.7181,48.5283,48.6301,10958.0
2021-07-30,48.3894,49.0746,47.8801,48.1764,34882.0
2021-07-31,48.3894,49.0746,47.8801,48.1764,34882.0
2021-08-01,48.3894,49.0746,47.8801,48.1764,34882.0
2021-08-02,49.4449,49.4449,47.7505,48.0375,28483.0
2021-08-03,48.3246,48.7639,48.2597,48.5931,34805.0
2021-08-04,48.056,48.7227,47.8153,47.8153,29195.0
2021-08-05,48.269,48.7597,48.269,48.6301,25599.0
2021-08-06,49.0468,49.8153,48.9079,49.1949,24632.0
2021-08-07,49.0468,49.8153,48.9079,49.1949,24632.0
2021-08-08,49.0468,49.8153,48.9079,49.1949,24632.0
2021-08-09,48.9459,49.2412,48.7968,49.0005,41325.0
2021-08-10,48.9264,49.8038,48.9264,49.6857,18127.0
2021-08-11,49.5746,50.2505,49.5746,50.0098,14471.0
2021-08-12,50.0005,50.437,49.4866,49.8894,22225.0
2021-08-13,49.8246,49.8894,49.556,49.556,18121.0
2021-08-14,49.8246,49.8894,49.556,49.556,18121.0
2021-08-15,49.8246,49.8894,49.556,49.556,18121.0
2021-08-16,49.2968,49.9357,49.2968,49.3523,23695.0
2021-08-17,49.2875,49.9191,46.7805,49.0375,27682.0
2021-08-18,49.0468,49.8338,48.5838,48.6116,23553.0
2021-08-19,48.0745,48.9912,47.9449,48.6764,29638.0
2021-08-20,48.3431,49.3894,48.3431,49.2412,52662.0
2021-08-21,48.3431,49.3894,48.3431,49.2412,52662.0
2021-08-22,48.3431,49.3894,48.3431,49.2412,52662.0
2021-08-23,49.3153,49.3709,48.8801,49.0838,20036.0
2021-08-24,49.056,49.3847,48.769,48.9172,22871.0
2021-08-25,49.0746,49.732,48.9079,49.2042,33131.0
2021-08-26,49.4125,49.5375,48.9681,49.1209,33845.0
2021-08-27,49.3616,50.4635,49.0746,50.1301,26351.0
2021-08-28,49.3616,50.4635,49.0746,50.1301,26351.0
2021-08-29,49.3616,50.4635,49.0746,50.1301,26351.0
2021-08-30,50.1394,50.2227,49.5375,49.6579,38597.0
2021-08-31,49.8153,50.7875,49.8153,50.4357,37633.0
2021-09-01,50.5931,50.5931,49.769,50.0746,34627.0
2021-09-02,50.019,50.3801,50.019,50.1486,16811.0
2021-09-03,50.2875,50.3709,49.5746,49.8709,19495.0
2021-09-04,50.2875,50.3709,49.5746,49.8709,19495.0
2021-09-05,50.2875,50.3709,49.5746,49.8709,19495.0
2021-09-06,50.2875,50.3709,49.5746,49.8709,19495.0
2021-09-07,49.8616,50.3709,49.4727,49.6579,20382.0
2021-09-08,49.3801,49.5097,48.5283,48.7597,34001.0
2021-09-09,48.8616,49.519,48.8616,48.8894,28621.0
2021-09-10,49.056,49.1394,48.4449,48.4727,27379.0
2021-09-11,49.056,49.1394,48.4449,48.4727,27379.0
2021-09-12,49.056,49.1394,48.4449,48.4727,27379.0
2021-09-13,48.6671,49.0838,48.1625,48.8894,40150.0
2021-09-14,49.2829,49.2829,47.8431,47.9912,31443.0
2021-09-15,48.3708,48.5375,47.8338,48.3338,35513.0
2021-09-16,48.1949,48.3523,47.7783,47.9449,30445.0
2021-09-17,47.8523,49.2042,47.8523,49.2042,136565.0
2021-09-18,47.8523,49.2042,47.8523,49.2042,136565.0
2021-09-19,47.8523,49.2042,47.8523,49.2042,136565.0
2021-09-20,47.9542,48.1671,47.5931,48.0745,41108.0
2021-09-21,48.4449,48.7968,48.1764,48.2505,37167.0
2021-09-22,48.7783,49.9912,48.607,48.8801,47741.0
2021-09-23,49.269,50.7875,49.269,50.2968,45265.0
2021-09-24,50.3807,51.1357,50.2875,50.3061,49854.0
2021-09-25,50.3807,51.1357,50.2875,50.3061,49854.0
2021-09-26,50.3807,51.1357,50.2875,50.3061,49854.0
2021-09-27,50.6044,53.1397,50.6044,52.5059,35842.0
2021-09-28,52.6457,52.6457,51.1264,51.3128,30287.0
2021-09-29,51.3221,51.8907,51.2196,51.8534,34945.0
2021-09-30,52.189,52.189,50.9772,51.0891,23494.0
2021-10-01,51.3501,52.9813,51.2662,52.3754,24278.0
2021-10-02,51.3501,52.9813,51.2662,52.3754,24278.0
2021-10-03,51.3501,52.9813,51.2662,52.3754,24278.0
2021-10-04,52.4033,53.1397,51.2941,51.9839,16492.0
2021-10-05,52.0119,52.3008,51.7415,52.1237,13797.0
2021-10-06,51.667,52.3195,51.2662,52.1983,17299.0
2021-10-07,52.7948,53.1397,52.4127,52.8414,16280.0
2021-10-08,53.0931,53.5871,52.2076,52.9253,10689.0
2021-10-09,53.0931,53.5871,52.2076,52.9253,10689.0
2021-10-10,53.0931,53.5871,52.2076,52.9253,10689.0
2021-10-11,52.6271,53.3159,52.1796,52.2262,10407.0
2021-10-12,52.5618,52.7203,52.2076,52.7203,13031.0
2021-10-13,52.8508,52.8974,52.3474,52.6643,22204.0
2021-10-14,53.0372,53.5312,52.8004,53.5312,21816.0
2021-10-15,54.0998,54.7616,53.0372,53.0745,37163.0
2021-10-16,54.0998,54.7616,53.0372,53.0745,37163.0
2021-10-17,54.0998,54.7616,53.0372,53.0745,37163.0
2021-10-18,53.2422,53.6337,52.8321,52.9533,19106.0
2021-10-19,52.7296,52.9999,52.4313,52.8787,12299.0
2021-10-20,53.1024,53.6803,52.916,53.6803,13121.0
2021-10-21,53.8761,54.0625,52.7762,52.9533,16864.0
2021-10-22,52.7762,53.5629,52.7762,53.5405,15097.0
2021-10-23,52.7762,53.5629,52.7762,53.5405,15097.0
2021-10-24,52.7762,53.5629,52.7762,53.5405,15097.0
2021-10-25,53.6058,53.6058,52.4313,52.7482,45393.0
2021-10-26,52.5711,52.7109,52.1424,52.2915,32795.0
2021-10-27,51.9466,52.2635,51.3035,51.434,28081.0
2021-10-28,51.6903,52.1796,51.434,52.1703,19940.0
2021-10-29,52.2822,52.7173,52.2046,52.5991,35831.0
2021-10-30,52.2822,52.7173,52.2046,52.5991,35831.0
2021-10-31,52.2822,52.7173,52.2046,52.5991,35831.0
2021-11-01,52.9906,53.8202,52.9813,53.6897,31143.0
2021-11-02,53.7176,53.9227,52.7389,52.9067,30379.0
2021-11-03,52.8228,53.8481,52.8228,53.3075,49730.0
2021-11-04,53.5778,53.5778,52.394,52.8508,26287.0
2021-11-05,53.2329,54.8641,53.2329,54.426,28172.0
2021-11-06,53.2329,54.8641,53.2329,54.426,28172.0
2021-11-07,53.2329,54.8641,53.2329,54.426,28172.0
2021-11-08,54.8175,54.8548,53.9288,54.3887,28039.0
2021-11-09,54.2116,54.7802,54.2116,54.6218,27924.0
2021-11-10,54.4726,55.0133,54.4726,54.7429,16528.0
2021-11-11,54.6031,55.0692,54.6031,54.7616,16194.0
2021-11-12,54.2955,54.5565,54.0718,54.4167,20493.0
2021-11-13,54.2955,54.5565,54.0718,54.4167,20493.0
2021-11-14,54.2955,54.5565,54.0718,54.4167,20493.0
2021-11-15,54.8828,54.8828,53.6337,54.3142,27251.0
2021-11-16,53.9786,54.5286,53.9413,54.0252,40047.0
2021-11-17,53.9973,54.1278,53.1863,54.0439,31158.0
2021-11-18,54.1744,54.4726,53.5032,54.2862,33728.0
2021-11-19,53.7642,54.0159,53.3914,53.7829,34363.0
2021-11-20,53.7642,54.0159,53.3914,53.7829,34363.0
2021-11-21,53.7642,54.0159,53.3914,53.7829,34363.0
2021-11-22,54.1464,55.3209,54.0252,54.7243,38392.0
2021-11-23,54.8175,55.5912,54.8175,55.4886,18499.0
2021-11-24,55.703,55.8335,54.976,55.1438,16949.0
2021-11-25,55.703,55.8335,54.976,55.1438,16949.0
2021-11-26,53.8481,54.0811,52.0212,52.683,30428.0
2021-11-27,53.8481,54.0811,52.0212,52.683,30428.0
2021-11-28,53.8481,54.0811,52.0212,52.683,30428.0
2021-11-29,53.2702,53.8202,52.0212,52.0678,28315.0
2021-11-30,51.5924,52.3288,51.3128,51.8534,44840.0
2021-12-01,52.8042,53.6943,52.1051,52.1703,29987.0
2021-12-02,52.7948,54.3282,52.7948,53.8854,27500.0
2021-12-03,54.0252,54.454,53.1863,53.3914,24205.0
2021-12-04,54.0252,54.454,53.1863,53.3914,24205.0
2021-12-05,54.0252,54.454,53.1863,53.3914,24205.0
2021-12-06,54.1371,54.8175,53.8901,53.9973,37652.0
2021-12-07,53.6617,54.0718,52.8321,53.4287,28383.0
2021-12-08,53.4893,53.5219,53.0232,53.5219,21288.0
2021-12-09,53.1304,53.4939,52.888,53.2702,27286.0
2021-12-10,53.4194,53.9227,52.7482,53.7736,32227.0
2021-12-11,53.4194,53.9227,52.7482,53.7736,32227.0
2021-12-12,53.4194,53.9227,52.7482,53.7736,32227.0
2021-12-13,53.671,55.209,53.4287,54.7243,76940.0
2021-12-14,54.5658,55.6751,54.0159,54.1091,89731.0
2021-12-15,54.5658,55.2556,53.6431,54.5006,48432.0
2021-12-16,55.0133,55.4047,54.687,55.3209,44705.0
2021-12-17,55.1904,55.2276,53.7456,53.8481,194439.0
2021-12-18,55.1904,55.2276,53.7456,53.8481,194439.0
2021-12-19,55.1904,55.2276,53.7456,53.8481,194439.0
2021-12-20,53.5126,53.6337,52.3661,53.3355,44653.0
2021-12-21,53.7456,54.9107,53.7456,54.4726,45106.0
2021-12-22,54.4633,55.0928,54.412,55.0785,38776.0
2021-12-23,55.4442,55.7631,55.1348,55.2004,14753.0
2021-12-24,55.4442,55.7631,55.1348,55.2004,14753.0
2021-12-25,55.4442,55.7631,55.1348,55.2004,14753.0
2021-12-26,55.4442,55.7631,55.1348,55.2004,14753.0
2021-12-27,55.2848,55.7912,55.1816,55.7912,17597.0
2021-12-28,55.1535,55.9976,55.0222,55.7537,18228.0
2021-12-29,54.9331,56.1195,54.9331,55.8381,15009.0
2021-12-30,54.9331,55.9507,54.9331,55.3786,11005.0
2021-12-31,55.0972,55.8663,55.0972,55.5662,14585.0
2022-01-01,55.0972,55.8663,55.0972,55.5662,14585.0
2022-01-02,55.0972,55.8663,55.0972,55.5662,14585.0
2022-01-03,55.8756,56.6447,55.3598,55.4724,51252.0
2022-01-04,55.4724,56.7009,55.4724,55.8944,61619.0
2022-01-05,56.64,56.654,55.8381,55.8756,32077.0
2022-01-06,56.2414,57.6106,56.2414,57.5356,26271.0
2022-01-07,56.8228,57.3762,56.6353,56.8604,25478.0
2022-01-08,56.8228,57.3762,56.6353,56.8604,25478.0
2022-01-09,56.8228,57.3762,56.6353,56.8604,25478.0
2022-01-10,56.7103,56.7103,56.082,56.1757,22523.0
2022-01-11,56.4758,56.4758,55.6224,55.6787,45272.0
2022-01-12,55.7068,56.2461,55.0972,55.463,44943.0
2022-01-13,55.7068,56.5884,55.7068,56.1664,49809.0
2022-01-14,56.6962,56.6962,55.613,56.0726,36446.0
2022-01-15,56.6962,56.6962,55.613,56.0726,36446.0
2022-01-16,56.6962,56.6962,55.613,56.0726,36446.0
2022-01-17,56.6962,56.6962,55.613,56.0726,36446.0
2022-01-18,56.0351,56.4993,55.2192,55.2285,54220.0
2022-01-19,55.5005,55.9929,54.6565,54.8253,46640.0
2022-01-20,54.9941,55.4677,53.803,53.8687,40327.0
2022-01-21,53.653,55.2848,53.3998,54.3188,52161.0
2022-01-22,53.653,55.2848,53.3998,54.3188,52161.0
2022-01-23,53.653,55.2848,53.3998,54.3188,52161.0
2022-01-24,53.7186,55.8006,53.7186,55.538,60481.0
2022-01-25,54.7878,56.4758,54.7878,56.082,48048.0
2022-01-26,56.5603,56.9682,54.8534,55.5193,45420.0
2022-01-27,55.7068,56.1007,54.4033,54.8534,40560.0
2022-01-28,54.5345,55.6037,53.8593,55.0316,40452.0
2022-01-29,54.5345,55.6037,53.8593,55.0316,40452.0
2022-01-30,54.5345,55.6037,53.8593,55.0316,40452.0
2022-01-31,54.8065,55.6506,54.3517,55.6506,59882.0
2022-02-01,55.388,55.8944,55.0504,55.8194,44425.0
2022-02-02,55.5755,55.6506,54.9191,55.5193,52598.0
2022-02-03,55.6599,56.4102,55.6224,55.8287,51895.0
2022-02-04,56.0632,56.6447,55.5286,56.3164,34220.0
2022-02-05,56.0632,56.6447,55.5286,56.3164,34220.0
2022-02-06,56.0632,56.6447,55.5286,56.3164,34220.0
2022-02-07,56.4102,56.7291,56.2226,56.7103,28747.0
2022-02-08,57.0292,58.0983,57.0104,57.9295,37626.0
2022-02-09,57.8826,57.8826,56.3781,56.5321,39395.0
2022-02-10,56.579,57.0479,56.2508,56.4102,41488.0
2022-02-11,56.2508,57.4934,55.9882,56.7572,33238.0
2022-02-12,56.2508,57.4934,55.9882,56.7572,33238.0
2022-02-13,56.2508,57.4934,55.9882,56.7572,33238.0
2022-02-14,57.0198,57.4137,56.2039,56.3821,29812.0
2022-02-15,56.926,57.6106,56.926,57.4981,38188.0
2022-02-16,57.1886,58.1452,57.1323,57.7232,38544.0
2022-02-17,57.2636,57.2636,56.2414,56.9823,33209.0
2022-02-18,56.8135,58.0983,56.8135,57.7607,38124.0
2022-02-19,56.8135,58.0983,56.8135,57.7607,38124.0
2022-02-20,56.8135,58.0983,56.8135,57.7607,38124.0
2022-02-21,56.8135,58.0983,56.8135,57.7607,38124.0
2022-02-22,57.5075,57.9576,57.2636,57.4512,39945.0
2022-02-23,57.7044,57.9201,56.9823,57.0104,42250.0
2022-02-24,56.1101,56.3258,54.8159,56.1382,50562.0
2022-02-25,56.0444,57.8732,56.0444,57.8169,46817.0
2022-02-26,56.0444,57.8732,56.0444,57.8169,46817.0
2022-02-27,56.0444,57.8732,56.0444,57.8169,46817.0
2022-02-28,56.9635,57.8357,56.9307,57.6012,39409.0
2022-03-01,56.8322,56.8791,55.4911,56.1851,50489.0
2022-03-02,56.6071,58.4969,56.6071,58.239,35209.0
2022-03-03,58.2859,58.8017,57.8076,58.8017,28763.0
2022-03-04,57.967,58.7548,57.5825,58.0514,34636.0
2022-03-05,57.967,58.7548,57.5825,58.0514,34636.0
2022-03-06,57.967,58.7548,57.5825,58.0514,34636.0
2022-03-07,57.9295,58.464,56.6259,56.8604,52005.0
2022-03-08,57.1698,57.2074,56.0913,56.2789,42905.0
2022-03-09,57.2355,57.7513,56.0632,56.2695,70449.0
2022-03-10,55.5943,56.4571,55.5943,55.6693,94877.0
2022-03-11,56.2039,56.7197,55.8428,55.9882,156955.0
2022-03-12,56.2039,56.7197,55.8428,55.9882,156955.0
2022-03-13,56.2039,56.7197,55.8428,55.9882,156955.0
2022-03-14,56.579,56.8557,55.96,56.4477,128511.0
2022-03-15,56.8135,57.5543,56.307,56.6259,60314.0
2022-03-16,56.6915,58.0889,56.6915,57.9857,66902.0
2022-03-17,57.6012,57.9764,57.1792,57.892,55065.0
2022-03-18,57.7888,58.0233,56.6165,57.5731,125385.0
2022-03-19,57.7888,58.0233,56.6165,57.5731,125385.0
2022-03-20,57.7888,58.0233,56.6165,57.5731,125385.0
2022-03-21,57.5731,58.1733,57.5731,57.7888,44670.0
2022-03-22,57.77,58.3796,57.5356,57.7794,31859.0
2022-03-23,57.3574,57.3574,55.9694,56.2695,28518.0
2022-03-24,56.6728,56.6728,56.1195,56.4852,32087.0
2022-03-25,56.74,57.8815,56.6881,57.8815,29085.0
2022-03-26,56.74,57.8815,56.6881,57.8815,29085.0
2022-03-27,56.74,57.8815,56.6881,57.8815,29085.0
2022-03-28,57.4193,57.4193,56.6683,57.0513,17107.0
2022-03-29,57.4381,57.7023,56.9145,57.5419,31028.0
2022-03-30,57.523,57.6362,55.9663,56.1361,27336.0
2022-03-31,56.2965,56.4396,55.3908,55.6738,37024.0
2022-04-01,56.0041,56.3437,55.3342,55.8814,48906.0
2022-04-02,56.0041,56.3437,55.3342,55.8814,48906.0
2022-04-03,56.0041,56.3437,55.3342,55.8814,48906.0
2022-04-04,55.7116,55.7116,54.8436,55.1455,27833.0
2022-04-05,55.0323,55.5889,54.9474,55.0323,27792.0
2022-04-06,54.9945,55.5418,54.7681,54.9474,30713.0
2022-04-07,54.9096,55.213,54.0794,54.3813,25107.0
2022-04-08,54.4945,54.9096,54.1737,54.1832,31713.0
2022-04-09,54.4945,54.9096,54.1737,54.1832,31713.0
2022-04-10,54.4945,54.9096,54.1737,54.1832,31713.0
2022-04-11,54.4473,55.2304,54.2209,54.3719,33328.0
2022-04-12,54.419,54.7587,53.8152,53.9379,28615.0
2022-04-13,54.0416,54.6926,54.0133,54.4662,25152.0
2022-04-14,54.4756,55.0889,54.2115,54.2869,32931.0
2022-04-15,54.4756,55.0889,54.2115,54.2869,32931.0
2022-04-16,54.4756,55.0889,54.2115,54.2869,32931.0
2022-04-17,54.4756,55.0889,54.2115,54.2869,32931.0
2022-04-18,54.1926,55.1313,53.8341,54.202,18891.0
2022-04-19,54.6266,55.5984,54.5039,55.3719,26956.0
2022-04-20,55.938,56.7022,55.938,56.3909,14221.0
2022-04-21,54.136,57.7117,54.136,55.8248,41254.0
2022-04-22,56.0701,56.589,55.3531,55.3908,23719.0
2022-04-23,56.0701,56.589,55.3531,55.3908,23719.0
2022-04-24,56.0701,56.589,55.3531,55.3908,23719.0
2022-04-25,55.6267,55.6738,54.2869,55.4097,39923.0
2022-04-26,54.8813,55.5229,53.8058,53.9001,43300.0
2022-04-27,53.9096,54.57,53.5841,54.1171,32117.0
2022-04-28,54.3436,54.5889,53.7256,54.57,31569.0
2022-04-29,54.5606,54.5606,53.419,53.5322,45550.0
2022-04-30,54.5606,54.5606,53.419,53.5322,45550.0
2022-05-01,54.5606,54.5606,53.419,53.5322,45550.0
2022-05-02,53.551,54.4096,53.5416,53.8152,38947.0
2022-05-03,53.6171,54.7021,53.2211,54.4096,30242.0
2022-05-04,54.6926,55.6644,54.3341,55.4474,33475.0
2022-05-05,55.0417,55.0417,53.8435,54.7115,33732.0
2022-05-06,54.4002,54.9379,54.2209,54.7681,31829.0
2022-05-07,54.4002,54.9379,54.2209,54.7681,31829.0
2022-05-08,54.4002,54.9379,54.2209,54.7681,31829.0
2022-05-09,54.57,55.9003,54.4002,55.6455,48168.0
2022-05-10,55.7871,56.2116,54.7492,55.07,39646.0
2022-05-11,54.8342,56.188,54.8342,55.6361,38890.0
2022-05-12,55.4097,55.7399,54.6926,55.5135,38025.0
2022-05-13,55.5889,56.4097,54.0983,54.1077,46774.0
2022-05-14,55.5889,56.4097,54.0983,54.1077,46774.0
2022-05-15,55.5889,56.4097,54.0983,54.1077,46774.0
2022-05-16,54.1737,54.7398,53.5888,54.2964,27567.0
2022-05-17,54.8625,55.7116,54.8625,55.6078,33104.0
2022-05-18,55.0983,55.3248,54.0228,54.4002,41687.0
2022-05-19,54.0511,54.3247,53.4567,53.5416,39850.0
2022-05-20,53.985,54.1926,53.3812,53.5982,55092.0
2022-05-21,53.985,54.1926,53.3812,53.5982,55092.0
2022-05-22,53.985,54.1926,53.3812,53.5982,55092.0
2022-05-23,54.1266,54.9379,53.9662,54.5228,66066.0
2022-05-24,54.4851,54.7587,53.5605,54.57,47732.0
2022-05-25,54.2492,55.3719,54.2492,54.7775,54603.0
2022-05-26,55.2021,55.7304,55.2021,55.3625,36895.0
2022-05-27,55.6267,56.1173,55.4757,55.9852,37265.0
2022-05-28,55.6267,56.1173,55.4757,55.9852,37265.0
