,LNT US Equity,LNT US Equity,LNT US Equity,LNT US Equity,LNT US Equity
2021-03-04,42.6517,43.7243,42.5062,42.9062,1286270.0
2021-03-05,43.2153,44.2152,42.9607,43.9879,1595786.0
2021-03-06,43.2153,44.2152,42.9607,43.9879,1595786.0
2021-03-07,43.2153,44.2152,42.9607,43.9879,1595786.0
2021-03-08,44.3243,45.2924,43.8152,45.1878,1678556.0
2021-03-09,45.1333,45.5105,45.0151,45.3424,1713358.0
2021-03-10,45.3424,46.0969,45.1697,45.806,1785383.0
2021-03-11,45.6151,46.1332,45.4151,45.4424,1350632.0
2021-03-12,45.6242,46.9968,45.4424,46.4696,2502648.0
2021-03-13,45.6242,46.9968,45.4424,46.4696,2502648.0
2021-03-14,45.6242,46.9968,45.4424,46.4696,2502648.0
2021-03-15,46.6514,48.5513,46.6514,47.9013,3134098.0
2021-03-16,47.7968,48.3513,47.5922,47.9058,1852511.0
2021-03-17,48.2422,48.2422,46.8786,47.0059,1965848.0
2021-03-18,46.9968,47.4104,46.3423,47.0695,1964850.0
2021-03-19,47.1241,47.5331,46.4696,47.0604,5167215.0
2021-03-20,47.1241,47.5331,46.4696,47.0604,5167215.0
2021-03-21,47.1241,47.5331,46.4696,47.0604,5167215.0
2021-03-22,47.0241,47.2968,46.515,46.8241,1697740.0
2021-03-23,46.8241,48.4513,46.6514,48.2422,1856650.0
2021-03-24,48.2785,48.8785,48.0104,48.4694,2130405.0
2021-03-25,48.6058,49.333,48.1149,48.8603,1630329.0
2021-03-26,48.6876,49.133,48.4058,49.0603,1297699.0
2021-03-27,48.6876,49.133,48.4058,49.0603,1297699.0
2021-03-28,48.6876,49.133,48.4058,49.0603,1297699.0
2021-03-29,48.9603,49.9057,48.7694,49.6694,1087867.0
2021-03-30,49.4239,49.583,48.6876,49.233,1067777.0
2021-03-31,49.2512,49.3557,48.9421,49.233,1417672.0
2021-04-01,48.9694,49.4421,48.7149,49.4148,894068.0
2021-04-02,48.9694,49.4421,48.7149,49.4148,894068.0
2021-04-03,48.9694,49.4421,48.7149,49.4148,894068.0
2021-04-04,48.9694,49.4421,48.7149,49.4148,894068.0
2021-04-05,49.5603,50.2148,49.4785,49.8512,823695.0
2021-04-06,49.5421,49.8966,49.2876,49.833,993439.0
2021-04-07,49.9057,50.1602,49.3785,49.4421,1276946.0
2021-04-08,49.7784,49.8603,49.1558,49.2239,1430937.0
2021-04-09,49.4785,49.8284,49.0603,49.0967,987676.0
2021-04-10,49.4785,49.8284,49.0603,49.0967,987676.0
2021-04-11,49.4785,49.8284,49.0603,49.0967,987676.0
2021-04-12,49.1785,49.6421,49.0512,49.2785,1267564.0
2021-04-13,49.1149,49.6603,48.9058,49.5512,1151720.0
2021-04-14,49.3057,49.9148,49.2058,49.8875,964000.0
2021-04-15,49.9421,50.7147,49.8057,50.6147,1113405.0
2021-04-16,50.9511,51.242,50.6875,51.0511,1181414.0
2021-04-17,50.9511,51.242,50.6875,51.0511,1181414.0
2021-04-18,50.9511,51.242,50.6875,51.0511,1181414.0
2021-04-19,51.0511,51.242,50.7238,51.0784,1590870.0
2021-04-20,51.3056,52.3237,51.2602,52.1965,1423225.0
2021-04-21,52.2783,52.551,51.6238,51.8874,930010.0
2021-04-22,51.8783,52.1682,51.4601,51.6783,938664.0
2021-04-23,51.8419,51.8419,51.2874,51.3056,983840.0
2021-04-24,51.8419,51.8419,51.2874,51.3056,983840.0
2021-04-25,51.8419,51.8419,51.2874,51.3056,983840.0
2021-04-26,51.4147,51.4147,50.9602,51.1238,769001.0
2021-04-27,50.9602,50.9965,50.3784,50.4693,985336.0
2021-04-28,50.542,50.6966,50.0057,50.2693,1309111.0
2021-04-29,50.5463,50.9217,50.4822,50.7111,2016491.0
2021-04-30,50.9492,51.4895,50.6379,51.4345,1653108.0
2021-05-01,50.9492,51.4895,50.6379,51.4345,1653108.0
2021-05-02,50.9492,51.4895,50.6379,51.4345,1653108.0
2021-05-03,51.3521,51.9473,51.2331,51.4345,1673404.0
2021-05-04,51.3796,51.7825,51.169,51.7687,1167102.0
2021-05-05,51.9015,51.9015,50.2533,50.9217,1264797.0
2021-05-06,51.0682,51.8008,50.9034,51.8008,1355179.0
2021-05-07,51.4528,52.1945,51.407,51.9565,1722355.0
2021-05-08,51.4528,52.1945,51.407,51.9565,1722355.0
2021-05-09,51.4528,52.1945,51.407,51.9565,1722355.0
2021-05-10,52.4143,53.2705,52.1945,53.0644,1640726.0
2021-05-11,53.0919,53.2842,51.636,52.1671,1577885.0
2021-05-12,52.1213,52.1579,51.0225,51.1049,1237840.0
2021-05-13,50.995,52.3502,50.7935,52.0847,978880.0
2021-05-14,52.2129,52.689,51.9656,51.9748,1106578.0
2021-05-15,52.2129,52.689,51.9656,51.9748,1106578.0
2021-05-16,52.2129,52.689,51.9656,51.9748,1106578.0
2021-05-17,52.277,52.4235,51.6177,51.7184,1339611.0
2021-05-18,52.7348,53.1469,52.0938,52.744,2958448.0
2021-05-19,52.7165,52.9088,52.2449,52.8355,1823757.0
2021-05-20,52.8538,53.3392,52.7989,52.8905,1481861.0
2021-05-21,52.6432,53.3392,52.6432,53.211,1866299.0
2021-05-22,52.6432,53.3392,52.6432,53.211,1866299.0
2021-05-23,52.6432,53.3392,52.6432,53.211,1866299.0
2021-05-24,53.4582,53.5956,53.1285,53.1652,1239036.0
2021-05-25,53.1377,53.2018,52.5837,52.744,1501940.0
2021-05-26,52.7256,53.037,52.5105,52.6615,1746536.0
2021-05-27,52.7531,52.9363,51.9656,51.9656,7705925.0
2021-05-28,52.2403,52.6066,52.0984,52.3319,1506049.0
2021-05-29,52.2403,52.6066,52.0984,52.3319,1506049.0
2021-05-30,52.2403,52.6066,52.0984,52.3319,1506049.0
2021-05-31,52.2403,52.6066,52.0984,52.3319,1506049.0
2021-06-01,52.4418,52.7897,51.9885,52.1854,1072767.0
2021-06-02,52.2312,52.9546,51.9748,52.744,1048120.0
2021-06-03,52.4509,53.4536,52.4509,53.2293,1450032.0
2021-06-04,53.3758,53.504,53.0003,53.211,754668.0
2021-06-05,53.3758,53.504,53.0003,53.211,754668.0
2021-06-06,53.3758,53.504,53.0003,53.211,754668.0
2021-06-07,53.3208,53.4582,53.0278,53.2018,1046025.0
2021-06-08,53.2384,53.4033,52.3044,52.7348,1915605.0
2021-06-09,52.9546,53.4582,52.7714,53.3849,964277.0
2021-06-10,53.5131,53.7146,53.2934,53.6047,818246.0
2021-06-11,53.5864,53.6963,53.3483,53.6413,845229.0
2021-06-12,53.5864,53.6963,53.3483,53.6413,845229.0
2021-06-13,53.5864,53.6963,53.3483,53.6413,845229.0
2021-06-14,53.5772,53.6963,53.243,53.6322,1071728.0
2021-06-15,53.5589,54.1175,53.3254,53.797,753000.0
2021-06-16,53.6596,53.9893,52.689,52.7165,1293861.0
2021-06-17,52.6249,53.3392,52.4601,53.2201,1143217.0
2021-06-18,53.211,53.2842,51.4437,51.581,2171548.0
2021-06-19,53.211,53.2842,51.4437,51.581,2171548.0
2021-06-20,53.211,53.2842,51.4437,51.581,2171548.0
2021-06-21,51.6177,52.6203,51.407,52.4967,1402586.0
2021-06-22,52.4784,52.8722,52.3594,52.4051,1146083.0
2021-06-23,52.4692,52.6066,51.6268,51.9656,1597441.0
2021-06-24,52.0389,52.0389,51.5078,51.6634,1008465.0
2021-06-25,51.5444,52.3319,51.5352,52.3136,823543.0
2021-06-26,51.5444,52.3319,51.5352,52.3136,823543.0
2021-06-27,51.5444,52.3319,51.5352,52.3136,823543.0
2021-06-28,52.4326,52.7073,52.1259,52.2953,722480.0
2021-06-29,52.1762,52.4967,50.8805,51.0408,1295652.0
2021-06-30,51.0591,51.2331,50.6653,51.0591,958394.0
2021-07-01,51.3887,51.8191,50.9034,51.5261,1116887.0
2021-07-02,51.4711,51.7092,51.288,51.6634,917451.0
2021-07-03,51.4711,51.7092,51.288,51.6634,917451.0
2021-07-04,51.4711,51.7092,51.288,51.6634,917451.0
2021-07-05,51.4711,51.7092,51.288,51.6634,917451.0
2021-07-06,51.1232,51.6818,50.5188,51.636,1279828.0
2021-07-07,51.7275,52.0938,51.3246,52.0389,812336.0
2021-07-08,51.7825,52.3227,51.7275,52.048,766118.0
2021-07-09,51.929,52.1762,51.1323,51.9748,2105173.0
2021-07-10,51.929,52.1762,51.1323,51.9748,2105173.0
2021-07-11,51.929,52.1762,51.1323,51.9748,2105173.0
2021-07-12,51.8649,52.277,51.5536,52.1396,927890.0
2021-07-13,52.0938,52.1854,51.5352,51.7642,834998.0
2021-07-14,51.9015,52.5608,51.581,52.4051,771372.0
2021-07-15,52.1854,52.9729,52.1304,52.9363,969707.0
2021-07-16,52.9363,53.9252,52.9088,53.6139,1078357.0
2021-07-17,52.9363,53.9252,52.9088,53.6139,1078357.0
2021-07-18,52.9363,53.9252,52.9088,53.6139,1078357.0
2021-07-19,53.5681,53.8336,52.5242,53.156,1473836.0
2021-07-20,53.2567,54.2365,53.1881,53.3941,1165774.0
2021-07-21,53.1926,53.5956,52.5425,52.5791,992136.0
2021-07-22,52.5059,52.9408,52.3502,52.7073,994489.0
2021-07-23,52.7531,53.7009,52.7531,53.6688,762205.0
2021-07-24,52.7531,53.7009,52.7531,53.6688,762205.0
2021-07-25,52.7531,53.7009,52.7531,53.6688,762205.0
2021-07-26,53.7329,53.9252,53.1698,53.6596,769968.0
2021-07-27,53.623,54.8592,53.4765,54.6944,1028551.0
2021-07-28,54.6852,54.7951,53.9801,54.3647,1226565.0
2021-07-29,54.4776,54.6252,54.0259,54.3025,731351.0
2021-07-30,54.2933,54.7911,53.8876,53.9614,932463.0
2021-07-31,54.2933,54.7911,53.8876,53.9614,932463.0
2021-08-01,54.2933,54.7911,53.8876,53.9614,932463.0
2021-08-02,53.989,54.5698,53.8599,54.533,928439.0
2021-08-03,54.6252,55.3443,54.4269,55.2982,1482005.0
2021-08-04,55.0861,55.3166,54.4223,55.2521,1132729.0
2021-08-05,55.4549,55.8191,55.0492,55.7499,1210114.0
2021-08-06,55.0492,56.4368,54.662,56.0542,1185646.0
2021-08-07,55.0492,56.4368,54.662,56.0542,1185646.0
2021-08-08,55.0492,56.4368,54.662,56.0542,1185646.0
2021-08-09,56.3307,56.4229,55.6577,55.9528,746779.0
2021-08-10,55.9343,56.0081,55.6762,55.7868,711388.0
2021-08-11,56.0173,56.3861,55.7269,56.0818,832246.0
2021-08-12,56.0542,56.2939,55.8559,55.9251,856069.0
2021-08-13,56.1095,56.3584,55.9251,56.3031,831937.0
2021-08-14,56.1095,56.3584,55.9251,56.3031,831937.0
2021-08-15,56.1095,56.3584,55.9251,56.3031,831937.0
2021-08-16,56.5566,56.9945,56.1832,56.8286,1090027.0
2021-08-17,56.2109,56.93,56.2109,56.9208,1016913.0
2021-08-18,56.9024,57.013,56.3307,56.6258,924942.0
2021-08-19,56.5059,56.9899,56.4875,56.6811,936826.0
2021-08-20,56.6626,57.4832,56.3584,57.3264,1181074.0
2021-08-21,56.6626,57.4832,56.3584,57.3264,1181074.0
2021-08-22,56.6626,57.4832,56.3584,57.3264,1181074.0
2021-08-23,57.3264,57.3264,56.1832,56.2109,1106720.0
2021-08-24,56.1464,56.261,55.4549,55.9251,1000315.0
2021-08-25,55.8329,56.0818,55.5194,55.8329,936292.0
2021-08-26,55.879,55.9988,55.5194,55.8606,853196.0
2021-08-27,56.0357,56.3676,55.7591,56.091,671168.0
2021-08-28,56.0357,56.3676,55.7591,56.091,671168.0
2021-08-29,56.0357,56.3676,55.7591,56.091,671168.0
2021-08-30,55.962,56.2847,55.8606,56.1371,580173.0
2021-08-31,56.1648,56.5612,55.7776,56.0449,954363.0
2021-09-01,56.2109,57.1144,55.9988,56.8286,921212.0
2021-09-02,56.9853,57.308,56.8563,57.2066,847851.0
2021-09-03,57.1421,57.1789,56.6212,56.6719,681640.0
2021-09-04,57.1421,57.1789,56.6212,56.6719,681640.0
2021-09-05,57.1421,57.1789,56.6212,56.6719,681640.0
2021-09-06,57.1421,57.1789,56.6212,56.6719,681640.0
2021-09-07,56.2017,56.257,55.04,55.0861,1219995.0
2021-09-08,54.9663,56.6995,54.8649,56.3123,1250420.0
2021-09-09,56.1648,56.4045,55.8698,55.962,1059090.0
2021-09-10,55.962,56.0818,55.0354,55.1046,958120.0
2021-09-11,55.962,56.0818,55.0354,55.1046,958120.0
2021-09-12,55.962,56.0818,55.0354,55.1046,958120.0
2021-09-13,55.5563,55.7038,54.6252,54.7911,824989.0
2021-09-14,54.8003,55.0032,54.4684,54.6528,631855.0
2021-09-15,54.4131,55.0677,54.3117,54.6436,893705.0
2021-09-16,54.9432,54.9432,54.0167,54.072,820010.0
2021-09-17,53.9798,54.367,53.1316,53.316,2231021.0
2021-09-18,53.9798,54.367,53.1316,53.316,2231021.0
2021-09-19,53.9798,54.367,53.1316,53.316,2231021.0
2021-09-20,53.4266,53.8231,52.8366,53.3805,1017484.0
2021-09-21,53.5741,53.8876,52.9749,53.0302,669404.0
2021-09-22,53.2146,53.4082,52.6706,52.9564,700727.0
2021-09-23,52.9933,53.4543,52.7213,52.7813,630946.0
2021-09-24,52.8919,53.1777,52.6107,52.6522,799022.0
2021-09-25,52.8919,53.1777,52.6107,52.6522,799022.0
2021-09-26,52.8919,53.1777,52.6107,52.6522,799022.0
2021-09-27,52.6153,53.1685,51.7579,51.8132,1179940.0
2021-09-28,51.804,51.9331,51.2047,51.4537,1153376.0
2021-09-29,51.4629,52.507,51.3891,52.3203,1180729.0
2021-09-30,52.5508,52.5508,51.2416,51.6104,1294471.0
2021-10-01,52.0068,52.0068,51.1771,51.426,1128671.0
2021-10-02,52.0068,52.0068,51.1771,51.426,1128671.0
2021-10-03,52.0068,52.0068,51.1771,51.426,1128671.0
2021-10-04,51.3523,52.6338,51.2601,52.3848,1218435.0
2021-10-05,52.6891,52.6891,51.8224,52.0068,1309896.0
2021-10-06,51.7763,52.6522,51.4721,52.6245,1028108.0
2021-10-07,52.7075,53.2146,52.1082,52.2373,980245.0
2021-10-08,52.0898,52.182,51.4813,51.592,891975.0
2021-10-09,52.0898,52.182,51.4813,51.592,891975.0
2021-10-10,52.0898,52.182,51.4813,51.592,891975.0
2021-10-11,51.592,51.6657,50.2736,50.3934,1479542.0
2021-10-12,50.4764,51.0111,50.2736,50.6977,1175650.0
2021-10-13,50.7069,51.1586,50.209,51.131,1125211.0
2021-10-14,51.2324,51.804,51.131,51.7579,849491.0
2021-10-15,51.8224,51.8317,51.2969,51.4168,956732.0
2021-10-16,51.8224,51.8317,51.2969,51.4168,956732.0
2021-10-17,51.8224,51.8317,51.2969,51.4168,956732.0
2021-10-18,51.1679,51.2601,50.587,51.0111,1044966.0
2021-10-19,51.2693,51.4721,51.0757,51.3246,1184418.0
2021-10-20,51.509,52.3296,51.4352,52.0437,1142247.0
2021-10-21,52.1175,52.3756,51.993,52.3203,789944.0
2021-10-22,52.5508,53.021,52.477,52.9011,741259.0
2021-10-23,52.5508,53.021,52.477,52.9011,741259.0
2021-10-24,52.5508,53.021,52.477,52.9011,741259.0
2021-10-25,52.8458,52.8458,52.0437,52.0898,680075.0
2021-10-26,52.0898,52.8181,51.9146,52.3756,1497272.0
2021-10-27,52.4586,52.5692,52.0345,52.099,994019.0
2021-10-28,52.0714,52.4586,51.9146,52.4033,648130.0
2021-10-29,52.3592,52.9813,52.1085,52.5263,1374949.0
2021-10-30,52.3592,52.9813,52.1085,52.5263,1374949.0
2021-10-31,52.3592,52.9813,52.1085,52.5263,1374949.0
2021-11-01,52.4799,52.8373,52.062,52.7863,982460.0
2021-11-02,52.9255,53.1298,52.4427,52.9998,1089210.0
2021-11-03,53.0741,53.4177,52.1177,52.3963,958907.0
2021-11-04,52.3592,52.7213,51.0221,51.672,1421440.0
2021-11-05,52.8234,53.0277,51.7185,52.387,1869407.0
2021-11-06,52.8234,53.0277,51.7185,52.387,1869407.0
2021-11-07,52.8234,53.0277,51.7185,52.387,1869407.0
2021-11-08,52.387,52.387,50.9849,51.3285,1320219.0
2021-11-09,51.4028,51.672,51.0871,51.4678,841130.0
2021-11-10,51.672,52.1085,51.4956,52.0713,947806.0
2021-11-11,51.997,51.997,50.975,51.3564,989174.0
2021-11-12,51.3564,51.4817,50.9757,51.3378,831534.0
2021-11-13,51.3564,51.4817,50.9757,51.3378,831534.0
2021-11-14,51.3564,51.4817,50.9757,51.3378,831534.0
2021-11-15,51.4956,52.2384,51.3842,52.2199,1341228.0
2021-11-16,52.4149,52.6841,51.8717,51.9877,1365849.0
2021-11-17,51.8299,52.2106,51.3006,52.0992,1319524.0
2021-11-18,51.9785,52.192,51.1335,51.3006,1335780.0
2021-11-19,51.6071,52.9534,51.4678,52.7306,3359938.0
2021-11-20,51.6071,52.9534,51.4678,52.7306,3359938.0
2021-11-21,51.6071,52.9534,51.4678,52.7306,3359938.0
2021-11-22,52.6748,53.8448,52.4613,53.7334,1516365.0
2021-11-23,53.8912,54.1048,53.3991,53.7241,1135373.0
2021-11-24,53.8541,53.9469,53.3248,53.5012,774666.0
2021-11-25,53.8541,53.9469,53.3248,53.5012,774666.0
2021-11-26,53.2691,53.6591,52.4799,52.6841,638072.0
2021-11-27,53.2691,53.6591,52.4799,52.6841,638072.0
2021-11-28,53.2691,53.6591,52.4799,52.6841,638072.0
2021-11-29,52.8234,53.2691,52.387,53.1855,1044007.0
2021-11-30,52.8698,52.9163,50.6321,50.8735,3439402.0
2021-12-01,51.3378,52.6377,51.0778,51.4028,1285048.0
2021-12-02,51.3656,52.4427,51.3656,51.932,953583.0
2021-12-03,52.2851,52.9534,51.5606,52.8698,1535623.0
2021-12-04,52.2851,52.9534,51.5606,52.8698,1535623.0
2021-12-05,52.2851,52.9534,51.5606,52.8698,1535623.0
2021-12-06,53.5662,54.5226,53.3248,53.7891,982249.0
2021-12-07,53.6962,54.3183,53.4734,54.1605,1046293.0
2021-12-08,54.2162,54.4808,53.7891,54.1605,1000083.0
2021-12-09,54.3694,54.4112,53.5755,53.9841,921850.0
2021-12-10,54.2719,54.9033,53.9841,54.6804,872216.0
2021-12-11,54.2719,54.9033,53.9841,54.6804,872216.0
2021-12-12,54.2719,54.9033,53.9841,54.6804,872216.0
2021-12-13,54.6619,55.7018,54.6619,55.3861,1038526.0
2021-12-14,55.2561,55.7204,55.0426,55.284,1253735.0
2021-12-15,55.4047,56.5282,55.4047,56.1661,1199159.0
2021-12-16,56.2218,56.8996,56.0639,56.621,854847.0
2021-12-17,56.4725,56.6025,55.1261,55.4975,2205288.0
2021-12-18,56.4725,56.6025,55.1261,55.4975,2205288.0
2021-12-19,56.4725,56.6025,55.1261,55.4975,2205288.0
2021-12-20,55.1911,55.7111,54.5505,55.6461,930404.0
2021-12-21,55.8179,56.1568,55.0054,55.154,794714.0
2021-12-22,54.9126,55.4093,54.8569,55.3211,715994.0
2021-12-23,55.414,55.7854,55.2004,55.2933,609642.0
2021-12-24,55.414,55.7854,55.2004,55.2933,609642.0
2021-12-25,55.414,55.7854,55.2004,55.2933,609642.0
2021-12-26,55.414,55.7854,55.2004,55.2933,609642.0
2021-12-27,55.3118,55.7111,55.0797,55.7018,458804.0
2021-12-28,55.8764,56.3518,55.7482,56.3425,475288.0
2021-12-29,56.5468,56.8764,56.2311,56.7418,519154.0
2021-12-30,56.9367,57.1549,56.5839,57.0575,601496.0
2021-12-31,56.9739,57.336,56.6768,57.076,580438.0
2022-01-01,56.9739,57.336,56.6768,57.076,580438.0
2022-01-02,56.9739,57.336,56.6768,57.076,580438.0
2022-01-03,56.9832,56.9832,55.7947,56.5003,885445.0
2022-01-04,56.2496,57.3174,56.2404,56.3796,1003848.0
2022-01-05,56.3518,57.4939,56.2775,56.881,925628.0
2022-01-06,57.0946,57.4289,56.5932,56.6489,749968.0
2022-01-07,56.5096,57.0528,55.9339,56.6303,811114.0
2022-01-08,56.5096,57.0528,55.9339,56.6303,811114.0
2022-01-09,56.5096,57.0528,55.9339,56.6303,811114.0
2022-01-10,57.4375,57.4375,56.1475,56.2961,980428.0
2022-01-11,56.3796,56.6025,55.2004,55.5254,1464672.0
2022-01-12,55.4047,55.9247,55.2097,55.8318,874861.0
2022-01-13,55.8875,56.5468,55.7018,56.3054,943304.0
2022-01-14,56.4818,56.5932,55.544,55.7761,1152993.0
2022-01-15,56.4818,56.5932,55.544,55.7761,1152993.0
2022-01-16,56.4818,56.5932,55.544,55.7761,1152993.0
2022-01-17,56.4818,56.5932,55.544,55.7761,1152993.0
2022-01-18,55.6275,55.6647,54.439,55.4047,951964.0
2022-01-19,55.1633,55.6832,54.6712,55.1726,1619404.0
2022-01-20,55.4604,55.9247,55.1447,55.4604,1002485.0
2022-01-21,55.8875,56.4261,55.3118,55.4883,988862.0
2022-01-22,55.8875,56.4261,55.3118,55.4883,988862.0
2022-01-23,55.8875,56.4261,55.3118,55.4883,988862.0
2022-01-24,55.3118,55.5997,53.0834,54.5505,1893551.0
2022-01-25,54.1976,54.5783,53.6962,54.1419,1275898.0
2022-01-26,54.0491,54.9497,53.5012,53.9469,1197434.0
2022-01-27,54.2255,55.1261,53.9469,54.699,1163149.0
2022-01-28,54.7247,55.5198,54.0139,55.473,1011788.0
2022-01-29,54.7247,55.5198,54.0139,55.473,1011788.0
2022-01-30,54.7247,55.5198,54.0139,55.473,1011788.0
2022-01-31,55.1176,56.0435,54.8931,55.9874,910823.0
2022-02-01,55.8378,56.0669,54.2852,54.865,1369518.0
2022-02-02,54.7996,56.0996,54.6873,55.9874,1712177.0
2022-02-03,55.8097,56.3428,55.6857,55.9874,683687.0
2022-02-04,55.6601,55.9219,54.678,55.3046,857458.0
2022-02-05,55.6601,55.9219,54.678,55.3046,857458.0
2022-02-06,55.6601,55.9219,54.678,55.3046,857458.0
2022-02-07,55.183,55.7583,54.7902,55.2766,725209.0
2022-02-08,55.632,55.9032,55.3327,55.6226,997326.0
2022-02-09,55.7723,56.1838,55.1176,55.2953,720823.0
2022-02-10,54.8276,55.024,53.3966,53.5276,861961.0
2022-02-11,53.5276,54.1121,53.4808,53.7333,1066904.0
2022-02-12,53.5276,54.1121,53.4808,53.7333,1066904.0
2022-02-13,53.5276,54.1121,53.4808,53.7333,1066904.0
2022-02-14,54.0046,54.07,52.5174,53.1908,1028266.0
2022-02-15,53.3686,53.7614,52.4894,52.7045,802472.0
2022-02-16,52.7887,52.929,52.162,52.6858,795105.0
2022-02-17,52.5642,53.0693,52.1153,52.957,1001143.0
2022-02-18,52.8354,53.8643,52.3304,53.406,1565306.0
2022-02-19,52.8354,53.8643,52.3304,53.406,1565306.0
2022-02-20,52.8354,53.8643,52.3304,53.406,1565306.0
2022-02-21,52.8354,53.8643,52.3304,53.406,1565306.0
2022-02-22,53.4247,53.6024,52.6577,53.0318,1029758.0
2022-02-23,53.088,53.275,52.3023,52.3397,1005626.0
2022-02-24,52.1994,52.4005,51.2501,52.3117,1351388.0
2022-02-25,52.6016,54.1542,52.6016,54.1262,1209688.0
2022-02-26,52.6016,54.1542,52.6016,54.1262,1209688.0
2022-02-27,52.6016,54.1542,52.6016,54.1262,1209688.0
2022-02-28,53.9017,54.7528,53.7427,54.6219,2403192.0
2022-03-01,54.3693,55.183,53.1254,53.565,1265793.0
2022-03-02,53.7707,54.3132,53.4621,53.911,1096704.0
2022-03-03,54.229,55.5011,54.1729,55.2485,1441291.0
2022-03-04,55.0989,56.7169,55.0053,56.6702,1038818.0
2022-03-05,55.0989,56.7169,55.0053,56.6702,1038818.0
2022-03-06,55.0989,56.7169,55.0053,56.6702,1038818.0
2022-03-07,56.6702,57.0724,56.0996,56.8292,930826.0
2022-03-08,57.0911,57.4184,56.109,56.5767,1702277.0
2022-03-09,56.8947,56.9882,55.6694,55.8845,1150493.0
2022-03-10,55.5011,56.3802,55.2953,56.2493,839459.0
2022-03-11,56.3522,56.9227,56.0435,56.3335,1044838.0
2022-03-12,56.3522,56.9227,56.0435,56.3335,1044838.0
2022-03-13,56.3522,56.9227,56.0435,56.3335,1044838.0
2022-03-14,56.5392,57.0537,55.9968,56.427,922024.0
2022-03-15,56.7731,57.381,56.3148,57.3155,1068024.0
2022-03-16,57.1752,57.2501,56.0014,56.9227,1280644.0
2022-03-17,56.8198,57.5213,56.6421,57.035,1011528.0
2022-03-18,57.2314,57.2594,56.1464,56.4083,2835232.0
2022-03-19,57.2314,57.2594,56.1464,56.4083,2835232.0
2022-03-20,57.2314,57.2594,56.1464,56.4083,2835232.0
2022-03-21,56.4083,57.4558,56.4083,56.9975,944506.0
2022-03-22,57.063,57.1472,55.8845,56.0342,1558803.0
2022-03-23,56.0248,56.8105,55.7349,56.5018,982878.0
2022-03-24,56.5018,57.0069,56.4177,56.6421,800113.0
2022-03-25,56.8385,57.8393,56.6889,57.83,710607.0
2022-03-26,56.8385,57.8393,56.6889,57.83,710607.0
2022-03-27,56.8385,57.8393,56.6889,57.83,710607.0
2022-03-28,57.9422,58.1106,57.3904,57.989,530567.0
2022-03-29,57.7551,58.2602,57.3997,58.176,1202796.0
2022-03-30,58.1854,58.812,57.9048,58.812,784394.0
2022-03-31,58.9991,59.1487,58.3724,58.4379,1622038.0
2022-04-01,58.5408,59.2049,58.0544,59.1955,1312170.0
2022-04-02,58.5408,59.2049,58.0544,59.1955,1312170.0
2022-04-03,58.5408,59.2049,58.0544,59.1955,1312170.0
2022-04-04,58.8682,59.0272,57.9048,58.6343,767775.0
2022-04-05,58.6437,59.8783,58.6437,59.1862,1004608.0
2022-04-06,59.4667,61.0006,59.2797,60.9445,1438445.0
2022-04-07,61.0194,61.0194,60.0092,60.1682,1345743.0
2022-04-08,60.4301,60.9539,59.925,60.6265,1003695.0
2022-04-09,60.4301,60.9539,59.925,60.6265,1003695.0
2022-04-10,60.4301,60.9539,59.925,60.6265,1003695.0
2022-04-11,60.8791,61.1409,60.1121,60.1869,866578.0
2022-04-12,59.8156,60.7014,59.5556,60.4488,1522014.0
2022-04-13,60.5891,60.6873,59.2516,59.4761,1216666.0
2022-04-14,59.738,59.8596,59.2049,59.289,1382725.0
2022-04-15,59.738,59.8596,59.2049,59.289,1382725.0
2022-04-16,59.738,59.8596,59.2049,59.289,1382725.0
2022-04-17,59.738,59.8596,59.2049,59.289,1382725.0
2022-04-18,59.2516,59.7754,58.4847,58.653,1134808.0
2022-04-19,58.9149,59.7941,58.6624,59.7473,984178.0
2022-04-20,60.2524,61.0194,60.0466,60.8978,1148746.0
2022-04-21,60.6546,61.0381,60.2056,60.2805,969718.0
2022-04-22,60.215,60.2992,58.9523,59.0365,1427729.0
2022-04-23,60.215,60.2992,58.9523,59.0365,1427729.0
2022-04-24,60.215,60.2992,58.9523,59.0365,1427729.0
2022-04-25,59.3171,59.5416,57.049,58.0544,1753010.0
2022-04-26,58.0731,58.784,57.5868,57.6429,1219072.0
2022-04-27,57.7832,58.0077,56.7824,56.8853,1465025.0
2022-04-28,56.8735,57.7943,56.7888,57.6742,1738551.0
2022-04-29,57.9002,57.985,55.244,55.3947,2526253.0
2022-04-30,57.9002,57.985,55.244,55.3947,2526253.0
2022-05-01,57.9002,57.985,55.244,55.3947,2526253.0
2022-05-02,55.5077,55.9033,53.8499,54.4905,2629607.0
2022-05-03,54.8578,55.3288,54.1231,54.4434,1922466.0
2022-05-04,54.5658,55.828,54.4434,55.7715,1920634.0
2022-05-05,55.7244,56.4402,54.9614,55.4418,1712363.0
2022-05-06,55.3947,55.7856,54.6694,55.3288,1578998.0
2022-05-07,55.3947,55.7856,54.6694,55.3288,1578998.0
2022-05-08,55.3947,55.7856,54.6694,55.3288,1578998.0
2022-05-09,55.2723,55.8374,54.4528,55.3099,1238021.0
2022-05-10,55.5643,56.3178,54.368,54.66,1745706.0
2022-05-11,54.5187,55.9222,54.5187,54.8296,1976659.0
