,PVH US Equity,PVH US Equity,PVH US Equity,PVH US Equity,PVH US Equity
2020-03-06,67.6031,70.1581,66.9271,68.7762,1371524.0
2020-03-07,67.6031,70.1581,66.9271,68.7762,1371524.0
2020-03-08,67.6031,70.1581,66.9271,68.7762,1371524.0
2020-03-09,63.4873,64.2229,59.9978,61.141,1518825.0
2020-03-10,63.4873,64.899,60.5644,63.2188,1319085.0
2020-03-11,61.3299,61.3498,56.0211,56.2995,1393114.0
2020-03-12,52.7304,52.7304,43.7631,43.9917,2822906.0
2020-03-13,46.6461,50.0462,42.5204,50.0462,1918685.0
2020-03-14,46.6461,50.0462,42.5204,50.0462,1918685.0
2020-03-15,46.6461,50.0462,42.5204,50.0462,1918685.0
2020-03-16,43.435,45.1897,40.0747,40.5122,1442220.0
2020-03-17,41.0788,43.5941,36.0683,37.2115,2230533.0
2020-03-18,35.432,35.9688,29.2383,33.0559,1793885.0
2020-03-19,31.9089,35.3426,29.3709,33.7402,1835102.0
2020-03-20,34.4269,35.3227,31.2321,31.4212,2139298.0
2020-03-21,34.4269,35.3227,31.2321,31.4212,2139298.0
2020-03-22,34.4269,35.3227,31.2321,31.4212,2139298.0
2020-03-23,31.3714,32.1875,28.2661,28.9131,1573191.0
2020-03-24,31.2918,35.7308,30.8638,35.3526,1338989.0
2020-03-25,36.3478,39.3138,34.4369,37.2834,2013808.0
2020-03-26,37.4327,42.7973,35.8402,38.846,2979059.0
2020-03-27,36.6962,38.9654,33.8795,37.8209,1890419.0
2020-03-28,36.6962,38.9654,33.8795,37.8209,1890419.0
2020-03-29,36.6962,38.9654,33.8795,37.8209,1890419.0
2020-03-30,37.8408,38.418,33.9791,38.0398,1550450.0
2020-03-31,37.7711,40.0702,37.1242,37.4626,1445080.0
2020-04-01,35.1635,35.6959,31.67,32.4762,2372011.0
2020-04-02,34.835,35.3924,30.396,31.7198,3786717.0
2020-04-03,30.6946,31.5804,28.8832,30.8439,2238477.0
2020-04-04,30.6946,31.5804,28.8832,30.8439,2238477.0
2020-04-05,30.6946,31.5804,28.8832,30.8439,2238477.0
2020-04-06,33.1331,40.2295,32.8942,39.5228,3774696.0
2020-04-07,43.4741,49.0576,43.4741,46.5097,3517461.0
2020-04-08,47.3557,48.4704,46.5099,47.6642,1972468.0
2020-04-09,49.7643,52.7352,48.3609,49.2766,2632934.0
2020-04-10,49.7643,52.7352,48.3609,49.2766,2632934.0
2020-04-11,49.7643,52.7352,48.3609,49.2766,2632934.0
2020-04-12,49.7643,52.7352,48.3609,49.2766,2632934.0
2020-04-13,49.1472,49.2766,44.0414,45.8429,1461424.0
2020-04-14,47.3955,48.1619,45.9225,47.7339,1277603.0
2020-04-15,44.6187,45.2955,40.9162,42.1305,1884217.0
2020-04-16,41.9115,42.2797,39.6821,39.8512,1340161.0
2020-04-17,42.7177,45.4846,42.7177,44.6684,1823126.0
2020-04-18,42.7177,45.4846,42.7177,44.6684,1823126.0
2020-04-19,42.7177,45.4846,42.7177,44.6684,1823126.0
2020-04-20,42.8769,43.8125,40.4285,40.6873,1942974.0
2020-04-21,38.418,39.6124,38.1196,39.1446,1494223.0
2020-04-22,40.7072,41.0456,38.9754,39.0053,1450985.0
2020-04-23,38.8162,40.9013,38.5872,39.5129,1484331.0
2020-04-24,39.9508,42.3594,39.6124,41.165,2371681.0
2020-04-25,39.9508,42.3594,39.6124,41.165,2371681.0
2020-04-26,39.9508,42.3594,39.6124,41.165,2371681.0
2020-04-27,41.9613,47.9031,41.8617,47.4154,2198867.0
2020-04-28,51.7549,53.2378,47.4552,50.3814,2985629.0
2020-04-29,53.3274,56.4228,52.7171,53.6957,3060127.0
2020-04-30,51.8345,52.5113,48.8287,48.9979,2212289.0
2020-05-01,46.7983,47.3258,43.8423,44.4594,1910499.0
2020-05-02,46.7983,47.3258,43.8423,44.4594,1910499.0
2020-05-03,46.7983,47.3258,43.8423,44.4594,1910499.0
2020-05-04,42.8769,45.4796,41.5731,44.2206,1310934.0
2020-05-05,45.4448,47.3557,43.7528,44.0613,1546860.0
2020-05-06,44.4694,45.395,41.175,42.2997,1478971.0
2020-05-07,42.8968,45.098,42.6878,42.7376,1391539.0
2020-05-08,44.3798,45.8827,43.5637,45.8031,1291112.0
2020-05-09,44.3798,45.8827,43.5637,45.8031,1291112.0
2020-05-10,44.3798,45.8827,43.5637,45.8031,1291112.0
2020-05-11,44.5789,44.758,41.7124,43.3248,2070870.0
2020-05-12,44.2106,45.0865,41.9214,41.9513,1262358.0
2020-05-13,41.0356,41.0356,37.9503,39.3337,1801536.0
2020-05-14,37.8209,41.0456,36.1687,41.0356,1739507.0
2020-05-15,39.9508,41.9314,39.1745,40.0204,1619946.0
2020-05-16,39.9508,41.9314,39.1745,40.0204,1619946.0
2020-05-17,39.9508,41.9314,39.1745,40.0204,1619946.0
2020-05-18,43.1656,45.3552,42.7376,44.2703,1981250.0
2020-05-19,43.7329,44.2504,41.1949,41.4537,1570247.0
2020-05-20,42.1504,43.3746,41.5855,41.7921,1707939.0
2020-05-21,41.9712,44.6883,40.3141,44.1011,2129645.0
2020-05-22,44.2902,44.9869,43.0561,43.9419,1276378.0
2020-05-23,44.2902,44.9869,43.0561,43.9419,1276378.0
2020-05-24,44.2902,44.9869,43.0561,43.9419,1276378.0
2020-05-25,44.2902,44.9869,43.0561,43.9419,1276378.0
2020-05-26,47.5249,50.0529,47.2761,49.5951,2172917.0
2020-05-27,52.5312,55.0493,51.3468,53.5961,2647567.0
2020-05-28,53.7156,53.9395,48.7989,49.3264,1947524.0
2020-05-29,48.2117,48.2117,44.7082,45.2557,7496132.0
2020-05-30,48.2117,48.2117,44.7082,45.2557,7496132.0
2020-05-31,48.2117,48.2117,44.7082,45.2557,7496132.0
2020-06-01,45.2855,48.8287,45.183,47.3955,1590283.0
2020-06-02,48.3709,49.9335,47.6344,49.3761,1289652.0
2020-06-03,51.1776,55.1687,50.9487,54.7507,2112823.0
2020-06-04,54.2729,57.209,52.3222,56.8607,2191766.0
2020-06-05,62.5438,64.1362,61.3585,62.4542,2233178.0
2020-06-06,62.5438,64.1362,61.3585,62.4542,2233178.0
2020-06-07,62.5438,64.1362,61.3585,62.4542,2233178.0
2020-06-08,64.0666,69.4809,63.3002,69.1326,2913466.0
2020-06-09,65.7386,66.1368,61.5186,63.2803,2170008.0
2020-06-10,62.0959,62.28,58.7716,59.329,1902114.0
2020-06-11,53.5464,55.6763,51.9739,52.4715,2609474.0
2020-06-12,53.7454,54.6213,45.9474,49.3761,5811301.0
2020-06-13,53.7454,54.6213,45.9474,49.3761,5811301.0
2020-06-14,53.7454,54.6213,45.9474,49.3761,5811301.0
2020-06-15,47.2661,50.0927,46.659,49.9335,2274688.0
2020-06-16,53.9146,54.2033,50.4013,52.3222,2465283.0
2020-06-17,51.7648,52.3122,49.3463,49.3562,1723851.0
2020-06-18,48.5301,50.5904,47.8036,49.4856,1209379.0
2020-06-19,50.2918,50.5755,46.5993,46.6291,3084049.0
2020-06-20,50.2918,50.5755,46.5993,46.6291,3084049.0
2020-06-21,50.2918,50.5755,46.5993,46.6291,3084049.0
2020-06-22,46.45,48.1121,45.4049,47.2761,1674217.0
2020-06-23,48.57,49.406,46.7287,48.9681,1710563.0
2020-06-24,47.4751,47.9628,46.4848,47.3756,2095631.0
2020-06-25,46.2012,47.296,45.4249,46.659,1686965.0
2020-06-26,46.0718,46.8581,43.9916,44.4495,2571728.0
2020-06-27,46.0718,46.8581,43.9916,44.4495,2571728.0
2020-06-28,46.0718,46.8581,43.9916,44.4495,2571728.0
2020-06-29,45.3353,48.696,44.9785,48.4406,2160448.0
2020-06-30,48.3609,48.6595,46.8084,47.8235,1126298.0
2020-07-01,47.6642,50.0131,46.1514,46.4699,1471745.0
2020-07-02,48.1121,49.0576,46.3604,47.2363,1507266.0
2020-07-03,48.1121,49.0576,46.3604,47.2363,1507266.0
2020-07-04,48.1121,49.0576,46.3604,47.2363,1507266.0
2020-07-05,48.1121,49.0576,46.3604,47.2363,1507266.0
2020-07-06,48.5102,48.5102,45.2855,46.2808,1686333.0
2020-07-07,45.3751,45.5443,43.9518,44.4097,1354354.0
2020-07-08,44.0812,45.2158,43.6731,44.8973,1395348.0
2020-07-09,44.5291,44.539,41.5731,42.3096,1751601.0
2020-07-10,42.4489,44.3798,42.021,44.1608,1040040.0
2020-07-11,42.4489,44.3798,42.021,44.1608,1040040.0
2020-07-12,42.4489,44.3798,42.021,44.1608,1040040.0
2020-07-13,44.5191,46.6487,42.9217,45.176,1578863.0
2020-07-14,45.0865,47.0173,44.1111,46.2908,1305908.0
2020-07-15,48.7392,51.0643,48.1718,50.5406,2363531.0
2020-07-16,49.4757,52.3321,49.0079,51.0184,1823067.0
2020-07-17,51.1278,51.5359,48.9382,48.9979,972645.0
2020-07-18,51.1278,51.5359,48.9382,48.9979,972645.0
2020-07-19,51.1278,51.5359,48.9382,48.9979,972645.0
2020-07-20,48.7889,48.978,47.0472,47.1168,1284055.0
2020-07-21,47.8036,49.4657,47.7936,48.7889,1111580.0
2020-07-22,47.8633,49.7444,47.6145,49.2069,1146009.0
2020-07-23,48.769,51.6354,48.2714,50.6601,1297817.0
2020-07-24,50.5108,50.9686,49.5702,49.8439,787109.0
2020-07-25,50.5108,50.9686,49.5702,49.8439,787109.0
2020-07-26,50.5108,50.9686,49.5702,49.8439,787109.0
2020-07-27,49.4359,49.9634,48.4306,49.8837,922174.0
2020-07-28,49.6051,51.4513,49.6051,50.471,1195076.0
2020-07-29,51.1378,52.3321,50.8691,51.9141,938091.0
2020-07-30,50.6501,50.7894,49.2169,49.9434,1075438.0
2020-07-31,49.9335,50.3714,47.6842,48.4306,849861.0
2020-08-01,49.9335,50.3714,47.6842,48.4306,849861.0
2020-08-02,49.9335,50.3714,47.6842,48.4306,849861.0
2020-08-03,48.6396,49.4558,47.4453,48.9979,1045592.0
2020-08-04,48.4306,49.5154,46.9825,47.495,1292055.0
2020-08-05,48.4008,51.3866,48.4008,50.9387,1276756.0
2020-08-06,51.5459,51.5658,49.9634,50.4112,997515.0
2020-08-07,50.3714,51.5857,49.0477,51.5658,812011.0
2020-08-08,50.3714,51.5857,49.0477,51.5658,812011.0
2020-08-09,50.3714,51.5857,49.0477,51.5658,812011.0
2020-08-10,52.2027,53.9345,51.7449,53.7753,1930926.0
2020-08-11,55.7858,56.582,53.8251,53.9445,1654842.0
2020-08-12,54.8303,54.8303,51.8445,53.2876,989317.0
2020-08-13,53.1781,53.5862,52.2326,53.3573,965295.0
2020-08-14,52.7701,55.736,52.7004,55.099,945781.0
2020-08-15,52.7701,55.736,52.7004,55.099,945781.0
2020-08-16,52.7701,55.736,52.7004,55.099,945781.0
2020-08-17,54.8104,54.8701,52.9094,54.4023,752239.0
2020-08-18,53.9047,53.9644,51.0184,51.2572,1081739.0
2020-08-19,51.4662,52.7502,50.5406,50.7994,890294.0
2020-08-20,50.3615,51.7449,49.9136,49.9434,820301.0
2020-08-21,50.033,50.461,49.3662,49.8937,616204.0
2020-08-22,50.033,50.461,49.3662,49.8937,616204.0
2020-08-23,50.033,50.461,49.3662,49.8937,616204.0
2020-08-24,49.7245,53.4469,49.7245,53.407,1534294.0
2020-08-25,54.2431,54.8104,52.7402,53.9047,905860.0
2020-08-26,54.0341,54.3924,52.7502,52.7701,825574.0
2020-08-27,53.3772,55.3777,53.3772,54.7905,955916.0
2020-08-28,55.0592,57.0697,54.5367,56.9702,956367.0
2020-08-29,55.0592,57.0697,54.5367,56.9702,956367.0
2020-08-30,55.0592,57.0697,54.5367,56.9702,956367.0
2020-08-31,56.5123,56.8607,55.1587,55.4971,1105391.0
2020-09-01,55.2085,57.3932,53.8649,57.3782,1563644.0
2020-09-02,58.3039,60.3143,57.9655,59.2295,2405358.0
2020-09-03,61.3594,64.405,60.5432,61.1603,3319611.0
2020-09-04,62.4343,63.6237,60.6726,63.121,1785880.0
2020-09-05,62.4343,63.6237,60.6726,63.121,1785880.0
2020-09-06,62.4343,63.6237,60.6726,63.121,1785880.0
2020-09-07,62.4343,63.6237,60.6726,63.121,1785880.0
2020-09-08,61.5485,67.4903,61.429,65.7287,2064024.0
2020-09-09,65.5694,65.8481,63.5332,64.7234,1128627.0
2020-09-10,65.2908,67.7043,65.2908,66.7339,1408537.0
2020-09-11,67.132,67.4306,65.7685,66.7538,1182448.0
2020-09-12,67.132,67.4306,65.7685,66.7538,1182448.0
2020-09-13,67.132,67.4306,65.7685,66.7538,1182448.0
2020-09-14,67.4804,71.6108,67.351,71.0634,1560185.0
2020-09-15,71.4814,71.8497,68.6747,70.5956,1491969.0
2020-09-16,71.3819,73.253,70.5757,71.7402,1516182.0
2020-09-17,70.4961,71.9144,68.9534,70.1776,1080633.0
2020-09-18,69.68,70.8644,67.0126,68.1572,2609383.0
2020-09-19,69.68,70.8644,67.0126,68.1572,2609383.0
2020-09-20,69.68,70.8644,67.0126,68.1572,2609383.0
2020-09-21,65.8879,66.1567,63.35,64.3751,1450908.0
2020-09-22,64.5443,65.5446,63.1111,64.0566,1402753.0
2020-09-23,65.1912,65.9576,61.658,61.7874,958119.0
2020-09-24,61.5087,62.285,59.3987,61.5883,1213085.0
2020-09-25,61.1106,61.6779,60.593,61.2101,952074.0
2020-09-26,61.1106,61.6779,60.593,61.2101,952074.0
2020-09-27,61.1106,61.6779,60.593,61.2101,952074.0
2020-09-28,62.7229,63.0414,61.3992,61.5982,1338459.0
2020-09-29,61.2399,61.3992,58.3138,58.4133,1134451.0
2020-09-30,58.702,60.8617,58.702,59.3589,1708863.0
2020-10-01,59.8167,61.1205,59.2792,60.3044,1255774.0
2020-10-02,58.2939,61.9466,58.0626,61.8272,1117435.0
2020-10-03,58.2939,61.9466,58.0626,61.8272,1117435.0
2020-10-04,58.2939,61.9466,58.0626,61.8272,1117435.0
2020-10-05,62.5935,64.0367,61.9068,63.4893,934435.0
2020-10-06,64.3751,65.0121,61.0608,61.3494,884020.0
2020-10-07,62.2054,64.5244,61.8272,64.1362,1181625.0
2020-10-08,64.5642,67.3361,64.2059,67.2913,969468.0
2020-10-09,67.779,68.1578,65.231,65.8183,1113070.0
2020-10-10,67.779,68.1578,65.231,65.8183,1113070.0
2020-10-11,67.779,68.1578,65.231,65.8183,1113070.0
2020-10-12,66.1865,66.1865,64.813,65.2808,754133.0
2020-10-13,64.6438,65.8879,61.7774,62.2452,1555995.0
2020-10-14,62.2551,63.4793,61.5883,61.9167,730744.0
2020-10-15,60.9015,63.6585,60.3243,63.559,1042748.0
2020-10-16,63.9073,64.3253,61.7973,61.867,1145355.0
2020-10-17,63.9073,64.3253,61.7973,61.867,1145355.0
2020-10-18,63.9073,64.3253,61.7973,61.867,1145355.0
2020-10-19,62.5537,64.0267,61.6978,61.7575,1165891.0
2020-10-20,62.2651,63.758,60.9314,61.2997,821168.0
2020-10-21,61.0011,62.494,60.3541,61.1305,848397.0
2020-10-22,61.3295,64.7533,61.3295,64.6737,912171.0
2020-10-23,65.5694,65.5694,63.4644,64.6339,943754.0
2020-10-24,65.5694,65.5694,63.4644,64.6339,943754.0
2020-10-25,65.5694,65.5694,63.4644,64.6339,943754.0
2020-10-26,64.2457,64.2557,60.7224,61.9864,1067336.0
2020-10-27,61.8471,63.0962,60.6428,60.7025,670021.0
2020-10-28,58.7219,60.0058,58.0948,58.2342,986262.0
2020-10-29,58.1844,61.4539,57.2986,60.8319,2277691.0
2020-10-30,60.9015,61.01,57.0796,58.0152,1450286.0
2020-10-31,60.9015,61.01,57.0796,58.0152,1450286.0
2020-11-01,60.9015,61.01,57.0796,58.0152,1450286.0
2020-11-02,59.0503,61.0011,58.3934,59.4882,1750377.0
2020-11-03,60.4736,63.6087,60.2447,62.9021,1413816.0
2020-11-04,61.9267,62.8523,60.2248,60.7921,983655.0
2020-11-05,61.2399,62.4144,60.5134,62.1457,1188324.0
2020-11-06,61.6779,62.6931,58.5443,58.8214,1370964.0
2020-11-07,61.6779,62.6931,58.5443,58.8214,1370964.0
2020-11-08,61.6779,62.6931,58.5443,58.8214,1370964.0
2020-11-09,65.8481,72.8947,65.8382,70.5061,2402442.0
2020-11-10,70.9639,73.0142,70.3667,71.5611,1219504.0
2020-11-11,72.5464,72.5962,66.7127,67.3211,1640621.0
2020-11-12,66.9429,67.5799,63.8974,65.0618,1145049.0
2020-11-13,66.306,70.3518,66.2761,69.7596,779560.0
2020-11-14,66.306,70.3518,66.2761,69.7596,779560.0
2020-11-15,66.306,70.3518,66.2761,69.7596,779560.0
2020-11-16,73.6512,75.4676,72.0886,75.164,1588297.0
2020-11-17,73.9398,79.0755,73.472,78.5679,1457744.0
2020-11-18,79.1252,80.7426,78.11,78.2991,989162.0
2020-11-19,76.7963,79.9414,75.6915,78.4086,1104548.0
2020-11-20,78.1698,78.6276,74.746,76.3982,1065707.0
2020-11-21,78.1698,78.6276,74.746,76.3982,1065707.0
2020-11-22,78.1698,78.6276,74.746,76.3982,1065707.0
2020-11-23,78.2593,81.0163,77.3039,80.7177,1112641.0
2020-11-24,85.306,86.988,82.4395,85.9728,1496201.0
2020-11-25,84.1713,84.5296,82.4395,84.3206,1130748.0
2020-11-26,84.1713,84.5296,82.4395,84.3206,1130748.0
2020-11-27,84.5993,84.6192,82.7481,83.4746,633661.0
2020-11-28,84.5993,84.6192,82.7481,83.4746,633661.0
2020-11-29,84.5993,84.6192,82.7481,83.4746,633661.0
2020-11-30,84.1713,84.3604,79.0755,79.1153,1388109.0
2020-12-01,81.9618,83.6737,80.1504,81.4144,1957660.0
2020-12-02,80.1603,83.7035,79.0755,82.8974,1613883.0
2020-12-03,82.9471,90.5213,82.1111,87.7245,2393463.0
2020-12-04,88.3217,91.3175,87.1671,91.0985,2048050.0
2020-12-05,88.3217,91.3175,87.1671,91.0985,2048050.0
2020-12-06,88.3217,91.3175,87.1671,91.0985,2048050.0
2020-12-07,90.4118,92.2431,89.2971,91.8251,1069248.0
2020-12-08,90.0137,92.3426,89.8942,91.2478,1264053.0
2020-12-09,91.6857,94.0446,90.0933,93.2185,1241048.0
2020-12-10,93.8654,95.637,92.6887,94.1939,1197453.0
2020-12-11,95.8361,96.2442,92.5069,93.8853,909220.0
2020-12-12,95.8361,96.2442,92.5069,93.8853,909220.0
2020-12-13,95.8361,96.2442,92.5069,93.8853,909220.0
2020-12-14,95.5475,95.8958,92.9099,93.1588,1167653.0
2020-12-15,93.318,95.1394,91.8052,95.0797,635584.0
2020-12-16,94.592,95.5574,92.472,93.9152,977765.0
2020-12-17,94.2038,96.6622,92.8801,95.9456,892206.0
2020-12-18,95.2986,97.0006,94.0048,94.8109,1447730.0
2020-12-19,95.2986,97.0006,94.0048,94.8109,1447730.0
2020-12-20,95.2986,97.0006,94.0048,94.8109,1447730.0
2020-12-21,93.2185,95.3086,91.2379,94.1939,901375.0
2020-12-22,93.9251,94.1939,90.8198,91.2478,653182.0
2020-12-23,91.8549,94.7114,91.8549,94.1341,670210.0
2020-12-24,94.174,94.174,92.0042,93.3777,295683.0
2020-12-25,94.174,94.174,92.0042,93.3777,295683.0
2020-12-26,94.174,94.174,92.0042,93.3777,295683.0
2020-12-27,94.174,94.174,92.0042,93.3777,295683.0
2020-12-28,94.5522,95.5873,93.5071,94.4626,513482.0
2020-12-29,94.4526,94.4626,91.6937,92.9995,428513.0
2020-12-30,94.0943,96.4233,93.8107,95.0697,417756.0
2020-12-31,94.1541,95.2688,93.1214,93.4474,491809.0
2021-01-01,94.1541,95.2688,93.1214,93.4474,491809.0
2021-01-02,94.1541,95.2688,93.1214,93.4474,491809.0
2021-01-03,94.1541,95.2688,93.1214,93.4474,491809.0
2021-01-04,96.8811,97.0205,93.2583,96.0451,2440304.0
2021-01-05,94.9105,97.4186,94.9105,96.1645,1089402.0
2021-01-06,97.13,103.6292,97.0802,102.2855,1292620.0
2021-01-07,101.7381,107.3615,101.7381,105.0027,1398798.0
2021-01-08,105.4306,105.6058,102.2457,103.4799,873405.0
2021-01-09,105.4306,105.6058,102.2457,103.4799,873405.0
2021-01-10,105.4306,105.6058,102.2457,103.4799,873405.0
2021-01-11,101.35,104.714,100.7628,104.087,603061.0
2021-01-12,104.7041,108.3269,104.2761,108.2772,738326.0
2021-01-13,106.8937,107.7198,104.1368,104.3458,719747.0
2021-01-14,104.7837,105.4804,100.3845,100.7528,917684.0
2021-01-15,99.5784,101.1708,97.7868,99.8073,755776.0
2021-01-16,99.5784,101.1708,97.7868,99.8073,755776.0
2021-01-17,99.5784,101.1708,97.7868,99.8073,755776.0
2021-01-18,99.5784,101.1708,97.7868,99.8073,755776.0
2021-01-19,100.0262,101.34,96.1496,96.8612,751383.0
2021-01-20,97.538,100.2552,97.2295,98.7622,701973.0
2021-01-21,99.1703,99.7973,98.0456,98.9115,692022.0
2021-01-22,97.3489,99.2201,96.3735,97.329,692750.0
2021-01-23,97.3489,99.2201,96.3735,97.329,692750.0
2021-01-24,97.3489,99.2201,96.3735,97.329,692750.0
2021-01-25,96.4134,97.3589,92.4419,95.3982,986791.0
2021-01-26,96.4631,96.4631,90.7754,91.0886,960922.0
2021-01-27,88.9487,89.3418,84.1614,84.7088,1549981.0
2021-01-28,86.4406,90.1729,85.5946,88.3018,1110749.0
2021-01-29,87.6747,88.4113,84.0118,84.8581,880508.0
2021-01-30,87.6747,88.4113,84.0118,84.8581,880508.0
2021-01-31,87.6747,88.4113,84.0118,84.8581,880508.0
2021-02-01,82.2803,84.5894,78.3887,82.0613,3213290.0
2021-02-02,83.604,86.6247,83.1462,85.2064,2040281.0
2021-02-03,86.0325,88.0828,85.0273,87.1871,860930.0
2021-02-04,87.9435,92.6064,87.6847,92.1734,1283795.0
2021-02-05,93.5867,94.8707,92.9597,94.7413,774062.0
2021-02-06,93.5867,94.8707,92.9597,94.7413,774062.0
2021-02-07,93.5867,94.8707,92.9597,94.7413,774062.0
2021-02-08,95.4778,96.0152,93.8953,94.791,919927.0
2021-02-09,94.0645,94.7413,93.139,93.3479,763246.0
2021-02-10,94.3929,96.5626,92.7009,95.4081,623157.0
2021-02-11,95.0399,97.2992,94.0744,97.2593,673818.0
2021-02-12,96.3835,96.8214,94.9204,95.6967,539776.0
2021-02-13,96.3835,96.8214,94.9204,95.6967,539776.0
2021-02-14,96.3835,96.8214,94.9204,95.6967,539776.0
2021-02-15,96.3835,96.8214,94.9204,95.6967,539776.0
2021-02-16,96.1844,97.4186,95.3086,97.12,839615.0
2021-02-17,96.5427,96.6323,92.5915,93.0095,1108263.0
2021-02-18,92.2033,92.4621,88.9089,90.6606,746669.0
2021-02-19,90.9791,93.7659,90.9094,93.537,1084159.0
2021-02-20,90.9791,93.7659,90.9094,93.537,1084159.0
2021-02-21,90.9791,93.7659,90.9094,93.537,1084159.0
2021-02-22,94.1541,97.7371,92.9796,97.0205,775885.0
2021-02-23,96.8214,97.4285,93.4574,96.6025,721938.0
2021-02-24,97.2593,102.0467,96.7219,101.8078,1277472.0
2021-02-25,102.3353,103.7984,99.1156,99.449,749593.0
2021-02-26,99.5485,100.5836,96.0252,99.4888,800204.0
2021-02-27,99.5485,100.5836,96.0252,99.4888,800204.0
2021-02-28,99.5485,100.5836,96.0252,99.4888,800204.0
2021-03-01,101.7879,102.1471,99.5286,99.7376,1109346.0
2021-03-02,99.3295,102.3552,99.1006,101.6286,596442.0
2021-03-03,102.0566,105.8288,101.2305,103.7586,1000851.0
2021-03-04,103.4898,104.2463,96.2193,99.0807,1117292.0
2021-03-05,100.1755,104.5349,96.9807,103.8979,1089896.0
2021-03-06,100.1755,104.5349,96.9807,103.8979,1089896.0
2021-03-07,100.1755,104.5349,96.9807,103.8979,1089896.0
2021-03-08,105.0226,110.3673,104.7986,106.2468,1228254.0
2021-03-09,105.9382,107.451,103.45,103.6391,673866.0
2021-03-10,104.1368,105.988,102.7931,104.8633,776056.0
2021-03-11,105.2415,106.2866,103.4301,104.4851,653005.0
2021-03-12,105.5003,108.2871,105.3212,106.7942,690294.0
2021-03-13,105.5003,108.2871,105.3212,106.7942,690294.0
2021-03-14,105.5003,108.2871,105.3212,106.7942,690294.0
2021-03-15,106.4458,108.1775,105.3411,107.9288,661642.0
2021-03-16,107.4809,108.4862,103.7188,105.5003,898604.0
2021-03-17,105.7292,106.2965,101.7182,104.505,827017.0
2021-03-18,105.7392,110.0388,104.4055,104.9031,851177.0
2021-03-19,103.6192,107.2421,101.9621,105.2813,973133.0
2021-03-20,103.6192,107.2421,101.9621,105.2813,973133.0
2021-03-21,103.6192,107.2421,101.9621,105.2813,973133.0
2021-03-22,105.0325,105.1221,101.3201,102.9822,700171.0
2021-03-23,100.8921,101.1748,93.3209,94.4924,1696273.0
2021-03-24,96.2541,99.3196,95.1493,95.2389,1326744.0
2021-03-25,93.527,98.2248,91.0587,97.7868,1093877.0
2021-03-26,99.2798,102.2656,98.5333,101.4196,929843.0
2021-03-27,99.2798,102.2656,98.5333,101.4196,929843.0
2021-03-28,99.2798,102.2656,98.5333,101.4196,929843.0
2021-03-29,100.6632,101.8576,96.9807,97.4982,1102648.0
2021-03-30,97.0404,100.3845,96.8912,99.648,1119425.0
2021-03-31,100.1158,106.9435,99.6281,105.2017,1509155.0
2021-04-01,104.505,105.4336,99.2101,100.504,1398686.0
2021-04-02,104.505,105.4336,99.2101,100.504,1398686.0
2021-04-03,104.505,105.4336,99.2101,100.504,1398686.0
2021-04-04,104.505,105.4336,99.2101,100.504,1398686.0
2021-04-05,101.9272,104.5647,100.5139,103.8083,1123590.0
2021-04-06,103.1415,105.1619,102.7832,103.5894,1037924.0
2021-04-07,104.3756,105.1613,102.0767,102.4647,610157.0
2021-04-08,101.9969,104.2463,100.6931,104.0671,636179.0
2021-04-09,104.6046,110.1184,103.9925,109.9791,1708251.0
2021-04-10,104.6046,110.1184,103.9925,109.9791,1708251.0
2021-04-11,104.6046,110.1184,103.9925,109.9791,1708251.0
2021-04-12,109.6009,113.6418,109.5014,112.5668,1827295.0
2021-04-13,111.5815,111.7806,106.7544,107.7795,1937284.0
2021-04-14,107.2918,109.4616,106.5056,107.2321,775037.0
2021-04-15,108.6355,108.6355,105.8785,106.6847,787119.0
2021-04-16,107.9985,108.4862,104.8534,105.6695,1048810.0
2021-04-17,107.9985,108.4862,104.8534,105.6695,1048810.0
2021-04-18,107.9985,108.4862,104.8534,105.6695,1048810.0
2021-04-19,104.8335,106.2468,102.8529,103.4401,1034769.0
2021-04-20,102.4448,102.7832,99.1006,101.4196,1722896.0
2021-04-21,101.1708,107.3914,100.8125,107.043,1563827.0
2021-04-22,107.7497,109.4317,106.2169,106.5056,987419.0
2021-04-23,107.8094,109.3819,105.7591,108.9241,722166.0
2021-04-24,107.8094,109.3819,105.7591,108.9241,722166.0
2021-04-25,107.8094,109.3819,105.7591,108.9241,722166.0
2021-04-26,109.4815,111.8204,106.9833,107.9786,739039.0
2021-04-27,107.9786,111.2829,107.3507,110.9147,544042.0
2021-04-28,110.7554,113.7015,110.1682,112.965,1280838.0
2021-04-29,114.4479,115.4532,112.8455,113.5124,924767.0
2021-04-30,113.0247,113.8508,111.3426,112.6465,776847.0
2021-05-01,113.0247,113.8508,111.3426,112.6465,776847.0
2021-05-02,113.0247,113.8508,111.3426,112.6465,776847.0
2021-05-03,113.7811,116.6475,113.1242,116.0902,696208.0
2021-05-04,116.0205,116.4385,113.9204,115.692,509630.0
2021-05-05,116.4385,118.0907,115.9309,116.8366,557866.0
2021-05-06,117.7622,117.9414,114.2091,115.2342,618655.0
2021-05-07,114.2489,119.2253,114.0349,118.1106,752813.0
2021-05-08,114.2489,119.2253,114.0349,118.1106,752813.0
2021-05-09,114.2489,119.2253,114.0349,118.1106,752813.0
2021-05-10,118.2201,120.6038,114.2787,114.4678,953894.0
2021-05-11,112.3081,113.4925,109.5213,111.263,905917.0
