,CDW US Equity,CDW US Equity,CDW US Equity,CDW US Equity,CDW US Equity
2022-05-22,159.4078,159.6129,151.7724,156.4679,749696.0
2022-05-23,158.0795,159.3443,155.2763,157.4935,847437.0
2022-05-24,156.6019,157.18,152.9573,155.5928,953433.0
2022-05-25,154.5347,159.0905,154.035,157.9932,1361933.0
2022-05-26,159.7665,163.8324,158.679,163.1466,777263.0
2022-05-27,164.9297,167.6338,164.871,167.6338,506777.0
2022-05-28,164.9297,167.6338,164.871,167.6338,506777.0
2022-05-29,164.9297,167.6338,164.871,167.6338,506777.0
2022-05-30,164.9297,167.6338,164.871,167.6338,506777.0
2022-05-31,166.7717,168.3099,164.6064,166.4189,2237284.0
2022-06-01,166.9774,168.6332,165.2531,167.7416,793799.0
2022-06-02,168.2903,172.7285,167.0754,172.5619,572366.0
2022-06-03,170.6318,172.4689,170.0685,172.0329,537215.0
2022-06-04,170.6318,172.4689,170.0685,172.0329,537215.0
2022-06-05,170.6318,172.4689,170.0685,172.0329,537215.0
2022-06-06,173.3555,175.2562,172.0329,172.17,848384.0
2022-06-07,170.8082,174.8986,170.3869,174.492,558894.0
2022-06-08,173.6396,173.6396,169.5149,170.8082,478720.0
2022-06-09,170.5045,173.0224,169.368,170.0734,719020.0
2022-06-10,167.2419,168.1139,163.9304,163.95,699708.0
2022-06-11,167.2419,168.1139,163.9304,163.95,699708.0
2022-06-12,167.2419,168.1139,163.9304,163.95,699708.0
2022-06-13,160.1878,162.4902,157.131,157.6209,1041965.0
2022-06-14,157.8952,159.5559,157.1212,159.208,760425.0
2022-06-15,160.0702,163.3132,158.2675,160.5307,582588.0
2022-06-16,156.8371,157.0134,151.5857,152.7809,763008.0
2022-06-17,154.1722,155.0784,151.0076,153.0357,1122166.0
2022-06-18,154.1722,155.0784,151.0076,153.0357,1122166.0
2022-06-19,154.1722,155.0784,151.0076,153.0357,1122166.0
2022-06-20,154.1722,155.0784,151.0076,153.0357,1122166.0
2022-06-21,155.2107,156.9252,154.4906,156.5921,643470.0
2022-06-22,154.907,157.5817,153.3492,156.3962,568569.0
2022-06-23,157.3759,157.807,153.7999,154.9168,703119.0
2022-06-24,156.5334,161.0402,156.5334,161.0108,1191803.0
2022-06-25,156.5334,161.0402,156.5334,161.0108,1191803.0
2022-06-26,156.5334,161.0402,156.5334,161.0108,1191803.0
2022-06-27,161.6574,162.9899,159.5216,162.4216,532597.0
2022-06-28,162.3628,163.4601,155.9063,156.1415,681284.0
2022-06-29,156.1415,156.1415,153.2218,154.8776,550761.0
2022-06-30,152.8495,155.6217,151.6738,154.3681,797196.0
2022-07-01,153.2316,155.97,151.0958,153.8195,798080.0
2022-07-02,153.2316,155.97,151.0958,153.8195,798080.0
2022-07-03,153.2316,155.97,151.0958,153.8195,798080.0
2022-07-04,153.2316,155.97,151.0958,153.8195,798080.0
2022-07-05,150.6941,154.6816,149.0677,154.5543,701820.0
2022-07-06,155.2695,156.3178,153.8685,154.956,464993.0
2022-07-07,156.2688,157.7188,156.0337,156.5823,590602.0
2022-07-08,155.9455,158.4145,155.0637,158.2577,410094.0
2022-07-09,155.9455,158.4145,155.0637,158.2577,410094.0
2022-07-10,155.9455,158.4145,155.0637,158.2577,410094.0
2022-07-11,157.5621,157.6992,155.2303,155.3773,375250.0
2022-07-12,155.9553,157.7992,154.1158,154.9952,470308.0
2022-07-13,152.6438,155.6222,151.4818,155.0931,485734.0
2022-07-14,154.5249,156.3276,152.4086,155.5536,512260.0
2022-07-15,156.8371,158.4145,156.357,158.2381,511316.0
2022-07-16,156.8371,158.4145,156.357,158.2381,511316.0
2022-07-17,156.8371,158.4145,156.357,158.2381,511316.0
2022-07-18,158.4145,160.2172,155.8867,156.4354,461679.0
2022-07-19,158.7672,164.3517,158.7672,164.1361,639282.0
2022-07-20,163.803,166.2132,162.9017,165.7821,454191.0
2022-07-21,165.5764,167.9473,165.1453,167.7808,456683.0
2022-07-22,167.8004,168.2805,165.1649,166.6541,710044.0
2022-07-23,167.8004,168.2805,165.1649,166.6541,710044.0
2022-07-24,167.8004,168.2805,165.1649,166.6541,710044.0
2022-07-25,167.6142,167.771,165.7723,166.9872,272524.0
2022-07-26,167.3105,167.7318,165.9879,166.6541,623488.0
2022-07-27,167.4673,172.1406,166.9578,171.2589,538616.0
2022-07-28,171.7879,174.8251,170.8376,174.541,707607.0
2022-07-29,174.9231,178.362,174.2373,177.8525,963332.0
2022-07-30,174.9231,178.362,174.2373,177.8525,963332.0
2022-07-31,174.9231,178.362,174.2373,177.8525,963332.0
2022-08-01,176.3633,179.0772,175.8049,177.8329,766365.0
2022-08-02,177.5194,178.6951,175.7951,176.6768,939573.0
2022-08-03,176.6768,179.0282,174.1246,178.2738,1019187.0
2022-08-04,177.3725,178.5482,175.1974,176.3731,832547.0
2022-08-05,174.5704,176.6181,173.8454,176.0498,823713.0
2022-08-06,174.5704,176.6181,173.8454,176.0498,823713.0
2022-08-07,174.5704,176.6181,173.8454,176.0498,823713.0
2022-08-08,176.5789,177.6272,173.9042,174.9623,875989.0
2022-08-09,174.1001,175.0701,168.6332,169.0251,1401410.0
2022-08-10,172.268,172.993,170.8278,172.4444,733220.0
2022-08-11,174.5508,174.9917,171.783,172.1504,613906.0
2022-08-12,173.2869,177.01,171.7585,176.6181,571496.0
2022-08-13,173.2869,177.01,171.7585,176.6181,571496.0
2022-08-14,173.2869,177.01,171.7585,176.6181,571496.0
2022-08-15,175.2562,178.215,174.2177,177.9897,1449067.0
2022-08-16,177.3725,180.2137,176.8434,179.8316,582397.0
2022-08-17,179.8316,180.2137,177.4606,178.9205,943047.0
2022-08-18,179.4691,183.4665,179.3124,183.3195,1026554.0
2022-08-19,182.5749,185.0683,181.9968,184.554,1334978.0
2022-08-20,182.5749,185.0683,181.9968,184.554,1334978.0
2022-08-21,182.5749,185.0683,181.9968,184.554,1334978.0
2022-08-22,182.3006,183.4077,180.9191,181.36,1243741.0
2022-08-23,181.4874,182.4768,180.7918,181.1249,863914.0
2022-08-24,181.1053,182.2056,180.1425,181.1544,683068.0
2022-08-25,181.4295,184.6419,181.4295,184.5928,522335.0
2022-08-26,184.5928,184.5928,176.2228,176.5273,987137.0
2022-08-27,184.5928,184.5928,176.2228,176.5273,987137.0
2022-08-28,184.5928,184.5928,176.2228,176.5273,987137.0
2022-08-29,174.7492,176.1294,173.757,174.8671,858154.0
2022-08-30,174.8671,174.9997,171.465,171.9886,817370.0
2022-08-31,172.5879,172.7844,167.3321,167.6955,1180675.0
2022-09-01,166.5167,167.8822,164.989,167.5089,788551.0
2022-09-02,169.4442,169.9944,164.8269,165.5343,549061.0
2022-09-03,169.4442,169.9944,164.8269,165.5343,549061.0
2022-09-04,169.4442,169.9944,164.8269,165.5343,549061.0
2022-09-05,169.4442,169.9944,164.8269,165.5343,549061.0
2022-09-06,166.7623,167.2387,164.208,166.389,630237.0
2022-09-07,166.6149,170.3431,165.7504,170.0238,600484.0
2022-09-08,168.7467,172.1163,168.5109,171.2911,480287.0
2022-09-09,172.6075,173.6391,171.6743,172.4798,624567.0
2022-09-10,172.6075,173.6391,171.6743,172.4798,624567.0
2022-09-11,172.6075,173.6391,171.6743,172.4798,624567.0
2022-09-12,174.032,174.7099,172.4956,174.6509,610140.0
2022-09-13,170.8196,172.2441,168.619,169.4147,852644.0
2022-09-14,169.7291,170.8589,167.3034,169.012,616911.0
2022-09-15,168.8548,169.6898,166.1532,166.6935,468971.0
2022-09-16,165.7209,168.4913,163.874,167.8233,1267571.0
2022-09-17,165.7209,168.4913,163.874,167.8233,1267571.0
2022-09-18,165.7209,168.4913,163.874,167.8233,1267571.0
2022-09-19,166.2907,167.9313,165.1203,167.6759,465041.0
2022-09-20,166.9391,167.1258,163.928,165.2887,474890.0
2022-09-21,165.9862,167.5973,162.4888,162.4888,523931.0
2022-09-22,162.0959,162.1843,158.407,159.7774,606033.0
2022-09-23,158.9915,158.9915,154.9244,157.0955,543037.0
2022-09-24,158.9915,158.9915,154.9244,157.0955,543037.0
2022-09-25,158.9915,158.9915,154.9244,157.0955,543037.0
2022-09-26,156.7221,158.6084,155.2387,155.5138,409572.0
2022-09-27,156.7221,157.96,153.323,154.9538,423978.0
2022-09-28,155.337,159.5318,154.5167,158.6182,901471.0
2022-09-29,157.1348,158.6614,155.4057,156.172,712806.0
2022-09-30,156.3292,157.5277,153.1462,153.3329,717457.0
2022-10-01,156.3292,157.5277,153.1462,153.3329,717457.0
2022-10-02,156.3292,157.5277,153.1462,153.3329,717457.0
2022-10-03,154.2956,158.3599,154.1041,157.0955,734919.0
2022-10-04,160.0427,163.4811,159.9935,163.4123,600024.0
2022-10-05,161.919,164.8368,161.0152,163.6186,351742.0
2022-10-06,163.6775,164.7778,161.5654,162.0959,539393.0
2022-10-07,159.9248,159.9248,156.1524,156.8106,750905.0
2022-10-08,159.9248,159.9248,156.1524,156.8106,750905.0
2022-10-09,159.9248,159.9248,156.1524,156.8106,750905.0
2022-10-10,157.4393,157.4393,153.9813,155.6415,576546.0
2022-10-11,155.8871,155.8871,149.1429,149.9141,1046090.0
2022-10-12,150.8278,151.3779,149.7569,149.9043,871894.0
2022-10-13,146.3971,156.1854,145.3067,155.111,867644.0
2022-10-14,156.7614,157.1839,151.093,151.3681,687916.0
2022-10-15,156.7614,157.1839,151.093,151.3681,687916.0
2022-10-16,156.7614,157.1839,151.093,151.3681,687916.0
2022-10-17,154.5118,156.8597,154.5118,156.4569,777089.0
2022-10-18,159.856,160.9955,157.3018,158.3431,815784.0
2022-10-19,157.3607,158.8638,155.7496,156.6632,358374.0
2022-10-20,157.7438,158.8736,154.5805,155.6317,648409.0
2022-10-21,155.8675,160.3472,154.7279,159.5711,555850.0
2022-10-22,155.8675,160.3472,154.7279,159.5711,555850.0
2022-10-23,155.8675,160.3472,154.7279,159.5711,555850.0
2022-10-24,160.5928,162.4692,159.6546,161.8012,484007.0
2022-10-25,162.0566,165.7013,162.0566,165.5932,548803.0
2022-10-26,164.768,166.4667,163.2649,164.6305,516188.0
2022-10-27,165.9862,166.6837,164.0361,165.4655,649119.0
2022-10-28,165.4753,170.6329,165.4557,169.8372,513347.0
2022-10-29,165.4753,170.6329,165.4557,169.8372,513347.0
2022-10-30,165.4753,170.6329,165.4557,169.8372,513347.0
2022-10-31,168.7467,171.0848,168.172,169.7684,839775.0
2022-11-01,170.9964,171.6251,167.4991,169.5425,1006919.0
2022-11-02,166.3398,176.1024,164.6501,169.3656,1351170.0
2022-11-03,166.5461,170.348,163.0783,169.7881,934721.0
2022-11-04,172.3226,172.5584,165.9862,169.3755,646568.0
2022-11-05,172.3226,172.5584,165.9862,169.3755,646568.0
2022-11-06,172.3226,172.5584,165.9862,169.3755,646568.0
2022-11-07,169.6309,170.3087,167.1798,169.2772,529984.0
2022-11-08,170.3382,173.9387,169.1691,172.6272,598911.0
2022-11-09,171.4876,172.5584,168.7271,169.0611,430251.0
2022-11-10,175.7905,182.5101,175.0439,182.2351,772891.0
2022-11-11,183.4238,185.5457,180.8597,181.1053,531819.0
2022-11-12,183.4238,185.5457,180.8597,181.1053,531819.0
2022-11-13,183.4238,185.5457,180.8597,181.1053,531819.0
2022-11-14,180.506,182.7895,179.2093,179.278,416811.0
2022-11-15,182.0091,182.8048,179.6415,181.5768,297669.0
2022-11-16,181.4,181.4,179.3861,179.6612,581450.0
2022-11-17,177.608,180.005,176.3357,179.9755,293655.0
2022-11-18,181.7144,182.962,180.231,182.3333,369250.0
2022-11-19,181.7144,182.962,180.231,182.3333,369250.0
2022-11-20,181.7144,182.962,180.231,182.3333,369250.0
2022-11-21,182.2351,183.4729,180.6829,181.8617,479534.0
2022-11-22,183.021,186.0075,182.068,185.1823,452081.0
2022-11-23,185.606,187.9712,184.9889,186.493,320602.0
2022-11-24,185.606,187.9712,184.9889,186.493,320602.0
2022-11-25,186.0396,186.6802,185.271,185.468,231939.0
2022-11-26,186.0396,186.6802,185.271,185.468,231939.0
2022-11-27,186.0396,186.6802,185.271,185.468,231939.0
2022-11-28,184.4629,185.3794,181.9203,182.6101,977787.0
2022-11-29,182.413,183.1423,179.6734,181.4079,703481.0
2022-11-30,181.1516,186.1875,180.2351,185.9017,1488256.0
2022-12-01,187.2419,189.2129,186.2022,188.4344,666067.0
2022-12-02,185.7637,187.9318,184.9655,187.2616,684778.0
2022-12-03,185.7637,187.9318,184.9655,187.2616,684778.0
2022-12-04,185.7637,187.9318,184.9655,187.2616,684778.0
2022-12-05,185.6553,185.6553,182.5165,184.2165,525371.0
2022-12-06,184.5515,184.5515,180.4649,182.0583,354260.0
2022-12-07,182.0386,183.0832,180.7377,182.1667,589912.0
2022-12-08,182.7974,184.4629,181.802,184.2362,401015.0
2022-12-09,184.4826,185.5469,182.6594,182.7875,344926.0
2022-12-10,184.4826,185.5469,182.6594,182.7875,344926.0
2022-12-11,184.4826,185.5469,182.6594,182.7875,344926.0
2022-12-12,183.231,186.9266,182.7481,186.8674,509549.0
2022-12-13,192.1693,192.1693,186.9266,190.1787,905541.0
2022-12-14,189.814,194.1403,188.0894,189.2425,660160.0
2022-12-15,186.5816,189.2025,180.8067,181.5261,550030.0
2022-12-16,180.2548,181.1024,176.8352,178.6485,1176494.0
2022-12-17,180.2548,181.1024,176.8352,178.6485,1176494.0
2022-12-18,180.2548,181.1024,176.8352,178.6485,1176494.0
2022-12-19,178.0079,178.4613,175.2584,175.7413,458923.0
2022-12-20,175.8103,176.5648,174.8741,176.3425,496668.0
2022-12-21,178.0375,180.4421,177.1013,178.4613,572115.0
2022-12-22,176.8746,178.205,172.9918,175.2387,576637.0
2022-12-23,174.7657,176.0173,173.8393,175.5541,350709.0
2022-12-24,174.7657,176.0173,173.8393,175.5541,350709.0
2022-12-25,174.7657,176.0173,173.8393,175.5541,350709.0
2022-12-26,174.7657,176.0173,173.8393,175.5541,350709.0
2022-12-27,176.4509,177.4813,175.0219,176.3917,566984.0
2022-12-28,176.5593,177.0816,172.7947,172.9228,396903.0
2022-12-29,174.1646,178.0375,173.5536,177.2491,387528.0
2022-12-30,175.9581,176.106,173.9182,175.9877,337866.0
2022-12-31,175.9581,176.106,173.9182,175.9877,337866.0
2023-01-01,175.9581,176.106,173.9182,175.9877,337866.0
2023-01-02,175.9581,176.106,173.9182,175.9877,337866.0
2023-01-03,176.7958,178.3923,175.4555,176.9042,515349.0
2023-01-04,178.885,180.314,177.2565,178.5204,630757.0
2023-01-05,176.9929,177.9291,175.0318,175.4752,635011.0
2023-01-06,177.7123,181.0974,176.8746,180.5603,443885.0
2023-01-07,177.7123,181.0974,176.8746,180.5603,443885.0
2023-01-08,177.7123,181.0974,176.8746,180.5603,443885.0
2023-01-09,181.1319,184.1574,180.5258,181.2896,567005.0
2023-01-10,180.787,183.7829,180.2154,183.6745,349015.0
2023-01-11,184.246,187.9318,184.0736,187.8135,506472.0
2023-01-12,188.119,190.7946,186.5324,190.5827,686236.0
2023-01-13,189.2227,192.4601,189.2129,192.0215,713683.0
2023-01-14,189.2227,192.4601,189.2129,192.0215,713683.0
2023-01-15,189.2227,192.4601,189.2129,192.0215,713683.0
2023-01-16,189.2227,192.4601,189.2129,192.0215,713683.0
2023-01-17,192.3172,195.4017,191.2134,194.7513,1108177.0
2023-01-18,196.1113,198.0822,194.5246,195.2145,1370316.0
2023-01-19,194.4557,195.3475,192.8986,194.4261,1432417.0
2023-01-20,194.298,196.2197,193.8989,195.8748,1139335.0
2023-01-21,194.298,196.2197,193.8989,195.8748,1139335.0
2023-01-22,194.298,196.2197,193.8989,195.8748,1139335.0
2023-01-23,196.0521,198.8509,194.978,197.0672,691928.0
2023-01-24,196.7223,196.7223,193.7264,194.2783,754636.0
2023-01-25,191.8343,192.1496,186.6309,189.3311,861958.0
2023-01-26,190.7995,192.2334,189.1045,191.4795,753820.0
2023-01-27,190.3068,191.5879,190.0111,190.4842,758280.0
2023-01-28,190.3068,191.5879,190.0111,190.4842,758280.0
2023-01-29,190.3068,191.5879,190.0111,190.4842,758280.0
2023-01-30,189.6366,192.1102,189.4691,191.2134,709028.0
2023-01-31,191.6766,193.2731,188.4836,193.1844,871410.0
2023-02-01,191.9427,197.5057,191.9427,196.2887,722068.0
2023-02-02,197.6683,200.3981,197.3727,199.1466,1250940.0
2023-02-03,197.1756,200.61,197.1756,198.1611,742091.0
2023-02-04,197.1756,200.61,197.1756,198.1611,742091.0
2023-02-05,197.1756,200.61,197.1756,198.1611,742091.0
2023-02-06,196.4365,198.8214,196.131,197.1559,903861.0
2023-02-07,195.9832,196.8997,192.5734,196.3971,966102.0
2023-02-08,197.5402,201.7975,192.4256,198.7327,1471035.0
2023-02-09,200.743,201.019,199.0973,200.408,1579275.0
2023-02-10,200.132,202.783,199.048,202.6549,1190223.0
2023-02-11,200.132,202.783,199.048,202.6549,1190223.0
2023-02-12,200.132,202.783,199.048,202.6549,1190223.0
2023-02-13,203.0097,208.3313,202.8224,208.1342,1441983.0
2023-02-14,206.6362,207.6611,203.325,205.0693,902100.0
2023-02-15,203.5123,209.6124,203.5123,209.5336,954638.0
2023-02-16,208.7945,211.8396,207.8582,211.1399,1409010.0
2023-02-17,210.3417,211.879,209.1689,210.8245,1073662.0
2023-02-18,210.3417,211.879,209.1689,210.8245,1073662.0
2023-02-19,210.3417,211.879,209.1689,210.8245,1073662.0
2023-02-20,210.3417,211.879,209.1689,210.8245,1073662.0
2023-02-21,209.9475,209.9475,201.9453,202.5169,1106350.0
2023-02-22,202.9505,202.9505,199.7379,201.0288,688740.0
2023-02-23,203.4008,203.4008,199.9218,202.2346,591364.0
2023-02-24,199.3684,200.8311,199.1015,200.1689,529546.0
2023-02-25,199.3684,200.8311,199.1015,200.1689,529546.0
2023-02-26,199.3684,200.8311,199.1015,200.1689,529546.0
2023-02-27,201.7404,202.1654,199.2794,200.159,690375.0
2023-02-28,199.9713,201.9084,199.7044,200.0602,819114.0
2023-03-01,199.7835,201.0782,198.0045,198.4393,521154.0
2023-03-02,197.4707,199.8971,196.8481,199.1707,517608.0
2023-03-03,199.9317,200.2085,198.5382,199.2794,658200.0
2023-03-04,199.9317,200.2085,198.5382,199.2794,658200.0
2023-03-05,199.9317,200.2085,198.5382,199.2794,658200.0
2023-03-06,199.5561,201.3055,199.5561,200.6236,625393.0
2023-03-07,200.6137,200.9794,196.3638,197.0062,468976.0
2023-03-08,196.9766,198.0806,196.1859,197.6486,568663.0
2023-03-09,198.3701,199.314,193.8238,193.9226,582415.0
2023-03-10,192.361,192.361,186.9449,188.2495,699104.0
2023-03-11,192.361,192.361,186.9449,188.2495,699104.0
2023-03-12,192.361,192.361,186.9449,188.2495,699104.0
2023-03-13,186.6286,189.4652,185.8577,186.2234,729589.0
2023-03-14,188.2594,191.2442,187.2019,189.0698,872579.0
2023-03-15,185.7885,188.6646,182.9817,186.4507,926847.0
2023-03-16,184.9188,191.5308,184.3752,191.3233,933748.0
2023-03-17,191.3233,191.3233,184.3258,185.8577,1622270.0
2023-03-18,191.3233,191.3233,184.3258,185.8577,1622270.0
2023-03-19,191.3233,191.3233,184.3258,185.8577,1622270.0
2023-03-20,186.3124,189.3515,186.2135,189.2082,615084.0
2023-03-21,190.4338,192.7267,190.1274,192.2227,620805.0
2023-03-22,191.768,193.3444,188.378,188.4571,574480.0
2023-03-23,188.971,191.5308,187.2118,188.8722,689888.0
2023-03-24,188.1408,189.4751,185.3833,189.4751,580555.0
2023-03-25,188.1408,189.4751,185.3833,189.4751,580555.0
2023-03-26,188.1408,189.4751,185.3833,189.4751,580555.0
2023-03-27,190.3695,191.9163,189.0105,189.4355,768229.0
2023-03-28,188.6646,188.9759,182.191,183.6537,955388.0
2023-03-29,185.0671,186.431,184.2418,186.1048,585900.0
2023-03-30,187.8641,188.635,186.9943,187.8542,695385.0
2023-03-31,188.2693,192.7662,187.9332,192.618,945096.0
2023-04-01,188.2693,192.7662,187.9332,192.618,945096.0
2023-04-02,188.2693,192.7662,187.9332,192.618,945096.0
2023-04-03,191.8273,193.1912,191.2145,191.432,738339.0
2023-04-04,191.8767,191.8767,185.6502,187.0635,627706.0
2023-04-05,186.2234,187.1525,185.1165,185.7787,634014.0
2023-04-06,184.6816,185.072,183.1596,183.3375,545168.0
2023-04-07,184.6816,185.072,183.1596,183.3375,545168.0
2023-04-08,184.6816,185.072,183.1596,183.3375,545168.0
2023-04-09,184.6816,185.072,183.1596,183.3375,545168.0
2023-04-10,182.9125,187.0932,182.2997,186.8362,708445.0
2023-04-11,187.5181,188.2396,186.0653,186.3025,528985.0
2023-04-12,187.785,188.2989,185.1461,185.8973,547784.0
2023-04-13,186.3815,187.1525,183.6735,187.0042,455220.0
2023-04-14,186.6583,188.21,182.9767,184.7804,840485.0
2023-04-15,186.6583,188.21,182.9767,184.7804,840485.0
2023-04-16,186.6583,188.21,182.9767,184.7804,840485.0
2023-04-17,185.1066,186.7374,184.6421,186.7176,559168.0
2023-04-18,188.2693,189.3466,186.6879,188.0716,691020.0
2023-04-19,161.7817,165.1322,158.7871,163.195,5335806.0
2023-04-20,162.2364,165.063,161.075,162.7602,2185987.0
2023-04-21,162.7404,162.9974,159.6469,161.2282,1078603.0
2023-04-22,162.7404,162.9974,159.6469,161.2282,1078603.0
2023-04-23,162.7404,162.9974,159.6469,161.2282,1078603.0
2023-04-24,160.9021,164.1834,160.9021,164.0055,961973.0
2023-04-25,163.4421,164.3415,162.3747,163.1852,1122488.0
2023-04-26,162.9578,163.8177,161.8163,163.195,1449531.0
2023-04-27,163.8968,166.3676,162.5724,166.0711,1128529.0
2023-04-28,166.5455,167.8106,166.1304,167.6129,1126292.0
2023-04-29,166.5455,167.8106,166.1304,167.6129,1126292.0
2023-04-30,166.5455,167.8106,166.1304,167.6129,1126292.0
2023-05-01,167.7315,169.3722,166.9458,168.3344,1349115.0
2023-05-02,167.4943,168.285,163.3136,165.9031,1463076.0
2023-05-03,169.7576,169.9948,162.7602,163.0468,1103067.0
2023-05-04,161.3073,163.991,160.6945,161.9497,1461538.0
2023-05-05,163.6793,165.7548,163.2741,164.0549,1088924.0
2023-05-06,163.6793,165.7548,163.2741,164.0549,1088924.0
2023-05-07,163.6793,165.7548,163.2741,164.0549,1088924.0
2023-05-08,163.3631,165.0334,163.1753,164.1933,1073368.0
2023-05-09,163.284,166.1502,162.7009,165.8043,972514.0
2023-05-10,166.4862,167.1682,164.8901,166.6938,1043144.0
2023-05-11,165.5473,165.9921,164.4305,165.5473,792877.0
2023-05-12,166.674,168.285,165.8537,168.2554,545804.0
2023-05-13,166.674,168.285,165.8537,168.2554,545804.0
2023-05-14,166.674,168.285,165.8537,168.2554,545804.0
2023-05-15,168.5914,169.4414,166.6839,169.4117,767160.0
2023-05-16,168.4234,169.3059,167.8798,168.0478,731453.0
2023-05-17,168.8879,171.596,167.949,171.2303,1146539.0
2023-05-18,171.9518,172.9895,170.5285,172.693,851805.0
2023-05-19,173.6418,173.9186,170.2518,170.578,732087.0
2023-05-20,173.6418,173.9186,170.2518,170.578,732087.0
2023-05-21,173.6418,173.9186,170.2518,170.578,732087.0
2023-05-22,171.0128,173.8247,170.5977,173.6616,731550.0
2023-05-23,172.1593,172.436,168.0182,168.2158,1124039.0
2023-05-24,168.4637,168.4637,166.1925,166.3611,829610.0
2023-05-25,166.9463,170.2191,166.9463,169.2373,655423.0
2023-05-26,169.5943,173.4722,169.5943,172.7878,879057.0
2023-05-27,169.5943,173.4722,169.5943,172.7878,879057.0
2023-05-28,169.5943,173.4722,169.5943,172.7878,879057.0
2023-05-29,169.5943,173.4722,169.5943,172.7878,879057.0
2023-05-30,173.7499,174.6921,172.4804,173.1746,693763.0
2023-05-31,171.568,172.2027,169.872,170.2786,1658609.0
2023-06-01,170.3679,172.6589,169.5546,171.8556,618188.0
2023-06-02,172.5895,174.3251,171.6275,172.7878,869763.0
2023-06-03,172.5895,174.3251,171.6275,172.7878,869763.0
2023-06-04,172.5895,174.3251,171.6275,172.7878,869763.0
2023-06-05,172.1729,172.1729,167.6504,167.948,1398413.0
2023-06-06,167.4818,169.1877,166.3512,167.6703,951358.0
2023-06-07,168.5133,170.8241,168.0471,170.8043,658995.0
2023-06-08,170.0604,170.4125,167.1049,168.662,1044322.0
2023-06-09,169.4555,170.5861,168.5133,169.0389,532882.0
2023-06-10,169.4555,170.5861,168.5133,169.0389,532882.0
2023-06-11,169.4555,170.5861,168.5133,169.0389,532882.0
2023-06-12,169.1877,172.1977,168.6422,171.8456,498996.0
2023-06-13,172.2027,173.9978,172.0341,173.9581,554157.0
2023-06-14,174.0375,176.4178,173.7998,175.1284,751206.0
2023-06-15,174.821,178.203,174.821,176.7351,1154867.0
2023-06-16,178.0145,178.8377,175.664,176.6855,1528376.0
2023-06-17,178.0145,178.8377,175.664,176.6855,1528376.0
2023-06-18,178.0145,178.8377,175.664,176.6855,1528376.0
2023-06-19,178.0145,178.8377,175.664,176.6855,1528376.0
2023-06-20,175.6442,177.4095,174.7119,175.8425,705567.0
2023-06-21,174.9102,176.9236,174.4739,175.2673,714760.0
2023-06-22,175.2673,177.4988,174.8309,177.0624,686990.0
2023-06-23,175.4656,177.6476,175.0838,175.9417,1065036.0
2023-06-24,175.4656,177.6476,175.0838,175.9417,1065036.0
2023-06-25,175.4656,177.6476,175.0838,175.9417,1065036.0
2023-06-26,175.9417,178.0344,174.9995,175.4656,906921.0
2023-06-27,172.3515,176.4773,169.5546,176.1996,1080409.0
2023-06-28,175.9417,176.4673,174.6028,176.021,713099.0
2023-06-29,176.2293,179.1848,175.4359,179.165,849573.0
2023-06-30,181.6147,182.8643,180.3402,181.9916,807164.0
2023-07-01,181.6147,182.8643,180.3402,181.9916,807164.0
2023-07-02,181.6147,182.8643,180.3402,181.9916,807164.0
2023-07-03,181.1783,181.8924,179.76,181.7139,409377.0
2023-07-04,181.1783,181.8924,179.76,181.7139,409377.0
2023-07-05,181.2576,183.0726,179.522,182.7156,860848.0
2023-07-06,181.3271,181.4957,178.8972,181.1981,788541.0
2023-07-07,180.7022,183.4098,180.7022,181.823,437411.0
2023-07-08,180.7022,183.4098,180.7022,181.823,437411.0
2023-07-09,180.7022,183.4098,180.7022,181.823,437411.0
2023-07-10,181.2477,185.8595,180.9998,185.8397,645447.0
2023-07-11,186.6827,187.491,185.4628,186.5934,435952.0
2023-07-12,188.21,188.448,184.8231,185.0066,719534.0
2023-07-13,185.4132,187.0496,184.9669,186.6331,435465.0
2023-07-14,185.8694,186.3851,184.0247,184.8578,324895.0
2023-07-15,185.8694,186.3851,184.0247,184.8578,324895.0
2023-07-16,185.8694,186.3851,184.0247,184.8578,324895.0
2023-07-17,185.2843,188.5869,184.7983,188.0513,452738.0
2023-07-18,187.1984,188.8646,185.8793,186.6926,583326.0
2023-07-19,187.486,189.0481,187.367,188.1902,484470.0
2023-07-20,188.1902,188.6761,186.1372,186.8612,485773.0
2023-07-21,188.2794,188.5175,186.8116,186.9703,478019.0
2023-07-22,188.2794,188.5175,186.8116,186.9703,478019.0
2023-07-23,188.2794,188.5175,186.8116,186.9703,478019.0
2023-07-24,188.0513,189.3506,187.1687,188.4282,461904.0
2023-07-25,188.4381,189.9555,187.5058,189.3704,441724.0
2023-07-26,189.0084,189.9952,187.4662,188.0712,428832.0
2023-07-27,189.2415,189.7572,186.2364,186.524,462812.0
2023-07-28,187.9224,188.0315,183.9156,184.7487,593525.0
2023-07-29,187.9224,188.0315,183.9156,184.7487,593525.0
2023-07-30,187.9224,188.0315,183.9156,184.7487,593525.0
2023-07-31,184.6892,185.6115,183.4693,185.5322,1100464.0
2023-08-01,185.5322,187.1587,184.5999,185.7901,1056029.0
2023-08-02,185.8496,199.4618,183.6181,195.3806,2036588.0
2023-08-03,193.9524,198.2518,191.6812,197.6418,920061.0
