,SIGI US Equity,SIGI US Equity,SIGI US Equity,SIGI US Equity,SIGI US Equity
2021-03-13,73.4701,74.1092,72.4226,73.0088,317421.0
2021-03-14,73.4701,74.1092,72.4226,73.0088,317421.0
2021-03-15,73.4797,74.3639,71.5769,74.2389,221946.0
2021-03-16,73.7776,73.9218,72.6773,73.8545,142228.0
2021-03-17,74.0659,74.4311,72.6629,74.3446,210475.0
2021-03-18,74.287,74.8059,72.7974,72.9416,229293.0
2021-03-19,72.8839,72.8839,70.0056,70.8561,734406.0
2021-03-20,72.8839,72.8839,70.0056,70.8561,734406.0
2021-03-21,72.8839,72.8839,70.0056,70.8561,734406.0
2021-03-22,70.4237,71.1541,69.2397,69.3377,226123.0
2021-03-23,68.6266,69.9239,68.6266,69.0879,329575.0
2021-03-24,69.7894,71.1348,69.2032,69.2416,264365.0
2021-03-25,69.2705,71.0195,67.9442,70.5967,222293.0
2021-03-26,71.3559,71.7595,69.8471,71.5192,247678.0
2021-03-27,71.3559,71.7595,69.8471,71.5192,247678.0
2021-03-28,71.3559,71.7595,69.8471,71.5192,247678.0
2021-03-29,71.1252,72.3649,70.2123,70.318,329263.0
2021-03-30,70.5967,71.9517,70.2315,70.4429,182450.0
2021-03-31,70.2507,71.058,68.9533,69.7125,155575.0
2021-04-01,69.6645,70.7504,69.1936,70.4717,120933.0
2021-04-02,69.6645,70.7504,69.1936,70.4717,120933.0
2021-04-03,69.6645,70.7504,69.1936,70.4717,120933.0
2021-04-04,69.6645,70.7504,69.1936,70.4717,120933.0
2021-04-05,71.1252,71.3174,69.972,70.9715,154484.0
2021-04-06,70.9907,72.1391,70.2795,71.7018,145707.0
2021-04-07,71.8268,72.192,70.6735,71.6346,206068.0
2021-04-08,71.5,71.9998,70.8081,71.8844,167909.0
2021-04-09,72.0286,72.8166,71.4039,72.5668,222825.0
2021-04-10,72.0286,72.8166,71.4039,72.5668,222825.0
2021-04-11,72.0286,72.8166,71.4039,72.5668,222825.0
2021-04-12,72.3938,72.9944,71.6922,72.9896,261090.0
2021-04-13,73.028,73.3836,72.0382,72.1631,153621.0
2021-04-14,71.8844,73.6335,71.8844,73.1338,103637.0
2021-04-15,73.4989,74.7867,72.6436,73.3932,131909.0
2021-04-16,74.5657,74.6906,72.8022,74.4696,334980.0
2021-04-17,74.5657,74.6906,72.8022,74.4696,334980.0
2021-04-18,74.5657,74.6906,72.8022,74.4696,334980.0
2021-04-19,74.3254,74.5849,73.4509,73.9987,164175.0
2021-04-20,73.5854,74.1476,73.1145,73.3067,144568.0
2021-04-21,73.1914,74.508,72.9992,74.4311,184383.0
2021-04-22,74.1813,74.1813,72.7686,72.9127,172324.0
2021-04-23,73.0569,74.4023,73.0088,73.7776,205519.0
2021-04-24,73.0569,74.4023,73.0088,73.7776,205519.0
2021-04-25,73.0569,74.4023,73.0088,73.7776,205519.0
2021-04-26,74.0275,74.8059,73.6623,73.9987,213525.0
2021-04-27,73.768,74.7387,73.2202,73.6335,140967.0
2021-04-28,73.8545,73.8545,72.0766,72.4418,188250.0
2021-04-29,73.2779,75.9111,72.3649,74.0083,278944.0
2021-04-30,73.3548,74.0948,72.5091,73.1722,298294.0
2021-05-01,73.3548,74.0948,72.5091,73.1722,298294.0
2021-05-02,73.3548,74.0948,72.5091,73.1722,298294.0
2021-05-03,73.9795,74.6137,72.8271,74.1621,216433.0
2021-05-04,73.9698,74.5633,72.9512,72.9992,246466.0
2021-05-05,73.0953,73.0953,71.058,72.5283,253959.0
2021-05-06,72.8358,73.9602,72.4418,73.9602,174043.0
2021-05-07,73.4317,74.5945,73.2395,74.4119,156236.0
2021-05-08,73.4317,74.5945,73.2395,74.4119,156236.0
2021-05-09,73.4317,74.5945,73.2395,74.4119,156236.0
2021-05-10,74.7194,74.9549,73.4125,73.7584,258266.0
2021-05-11,72.8166,73.4509,72.5333,72.9992,258830.0
2021-05-12,72.9319,73.1578,70.5582,70.6351,148261.0
2021-05-13,70.6351,73.9812,70.5965,73.4123,224070.0
2021-05-14,73.6244,74.0101,73.4123,73.8655,144706.0
2021-05-15,73.6244,74.0101,73.4123,73.8655,144706.0
2021-05-16,73.6244,74.0101,73.4123,73.8655,144706.0
2021-05-17,73.4798,74.0969,72.689,73.9523,172228.0
2021-05-18,73.7594,74.2705,73.0314,73.2869,265998.0
2021-05-19,72.4287,73.0458,72.0526,72.9976,154390.0
2021-05-20,72.7469,74.0101,72.6215,73.798,163929.0
2021-05-21,74.2512,75.0709,73.8076,74.7526,323789.0
2021-05-22,74.2512,75.0709,73.8076,74.7526,323789.0
2021-05-23,74.2512,75.0709,73.8076,74.7526,323789.0
2021-05-24,74.9166,75.1576,73.8462,74.5019,258204.0
2021-05-25,74.473,75.1914,72.824,72.824,372192.0
2021-05-26,73.2676,73.945,72.4383,72.4672,177701.0
2021-05-27,73.0844,73.5762,72.419,72.7758,291619.0
2021-05-28,73.258,73.3255,71.8501,72.583,194360.0
2021-05-29,73.258,73.3255,71.8501,72.583,194360.0
2021-05-30,73.258,73.3255,71.8501,72.583,194360.0
2021-05-31,73.258,73.3255,71.8501,72.583,194360.0
2021-06-01,73.1037,73.393,72.419,73.2098,156226.0
2021-06-02,73.7305,73.7305,72.8723,73.2387,212350.0
2021-06-03,73.0265,73.7498,72.3805,73.528,215492.0
2021-06-04,73.4123,73.7594,72.8048,73.5376,146438.0
2021-06-05,73.4123,73.7594,72.8048,73.5376,146438.0
2021-06-06,73.4123,73.7594,72.8048,73.5376,146438.0
2021-06-07,73.528,73.528,72.5733,72.7373,181704.0
2021-06-08,72.5444,73.9716,72.1442,73.7787,161201.0
2021-06-09,73.6341,73.9716,72.1587,72.2744,118315.0
2021-06-10,72.7469,73.0892,72.0333,72.8337,218082.0
2021-06-11,73.2676,74.3669,73.1808,74.3573,271241.0
2021-06-12,73.2676,74.3669,73.1808,74.3573,271241.0
2021-06-13,73.2676,74.3669,73.1808,74.3573,271241.0
2021-06-14,72.988,74.2512,72.8509,73.7498,167210.0
2021-06-15,73.7691,75.5144,73.2483,74.7912,217403.0
2021-06-16,74.5309,75.2059,74.2416,74.4151,334421.0
2021-06-17,74.5887,75.6977,73.0073,73.5473,233586.0
2021-06-18,72.8048,73.6341,71.2619,71.8115,550913.0
2021-06-19,72.8048,73.6341,71.2619,71.8115,550913.0
2021-06-20,72.8048,73.6341,71.2619,71.8115,550913.0
2021-06-21,72.3033,74.3283,71.826,74.2608,194100.0
2021-06-22,74.2416,75.0805,73.3833,74.8684,221718.0
2021-06-23,74.7623,75.7362,74.4392,75.1384,240888.0
2021-06-24,74.8973,76.1798,74.7334,76.1702,149619.0
2021-06-25,76.3534,77.5298,76.2521,76.9995,845332.0
2021-06-26,76.3534,77.5298,76.2521,76.9995,845332.0
2021-06-27,76.3534,77.5298,76.2521,76.9995,845332.0
2021-06-28,76.9609,77.4816,76.0544,76.7873,345585.0
2021-06-29,76.8548,78.2723,76.8066,78.147,284096.0
2021-06-30,78.0023,78.7738,77.8673,78.2531,346450.0
2021-07-01,78.3881,79.632,77.9753,79.0824,192760.0
2021-07-02,79.0824,79.1402,77.9252,78.012,148220.0
2021-07-03,79.0824,79.1402,77.9252,78.012,148220.0
2021-07-04,79.0824,79.1402,77.9252,78.012,148220.0
2021-07-05,79.0824,79.1402,77.9252,78.012,148220.0
2021-07-06,77.6841,78.2916,75.3602,76.363,196880.0
2021-07-07,75.8809,77.6841,75.7941,77.2309,170117.0
2021-07-08,75.9773,77.2213,75.1384,75.3602,167457.0
2021-07-09,76.4016,76.9512,76.0255,76.6909,288549.0
2021-07-10,76.4016,76.9512,76.0255,76.6909,288549.0
2021-07-11,76.4016,76.9512,76.0255,76.6909,288549.0
2021-07-12,76.3052,76.6957,75.6784,76.2859,232797.0
2021-07-13,75.9291,76.5752,74.6948,74.8973,132764.0
2021-07-14,74.4537,75.0516,74.1644,74.6562,153382.0
2021-07-15,74.3573,75.3987,73.7883,75.3794,113140.0
2021-07-16,76.0062,76.2762,75.3505,75.7555,161510.0
2021-07-17,76.0062,76.2762,75.3505,75.7555,161510.0
2021-07-18,76.0062,76.2762,75.3505,75.7555,161510.0
2021-07-19,74.6273,75.4518,72.853,73.4026,191468.0
2021-07-20,73.528,76.8837,73.528,75.3987,317293.0
2021-07-21,75.9291,76.9416,75.4662,75.6109,133256.0
2021-07-22,75.1866,75.2493,74.1066,74.2223,113810.0
2021-07-23,74.6659,75.3746,74.2126,75.1576,79639.0
2021-07-24,74.6659,75.3746,74.2126,75.1576,79639.0
2021-07-25,74.6659,75.3746,74.2126,75.1576,79639.0
2021-07-26,75.2637,76.0593,75.1335,75.5048,67208.0
2021-07-27,74.8876,76.1412,74.6417,75.8423,110276.0
2021-07-28,76.2377,76.4305,74.4296,75.7555,171715.0
2021-07-29,76.9512,77.7709,75.8327,77.337,107047.0
2021-07-30,77.3273,78.769,77.3273,78.4459,197258.0
2021-07-31,77.3273,78.769,77.3273,78.4459,197258.0
2021-08-01,77.3273,78.769,77.3273,78.4459,197258.0
2021-08-02,78.9377,79.8683,77.7902,77.9156,119697.0
2021-08-03,77.8577,79.5066,77.0959,77.8481,149482.0
2021-08-04,76.9995,77.8191,75.9677,76.5173,123194.0
2021-08-05,77.038,78.147,76.9705,78.0602,84178.0
2021-08-06,78.8606,79.9213,78.3206,79.8442,114146.0
2021-08-07,78.8606,79.9213,78.3206,79.8442,114146.0
2021-08-08,78.8606,79.9213,78.3206,79.8442,114146.0
2021-08-09,79.7959,80.3938,78.9666,80.307,121295.0
2021-08-10,80.1431,81.0206,79.9827,80.6349,89563.0
2021-08-11,80.8085,81.4353,80.2781,81.3485,94212.0
2021-08-12,81.832,81.8606,80.7488,81.1356,84566.0
2021-08-13,81.0873,81.2324,80.4973,80.9519,79025.0
2021-08-14,81.0873,81.2324,80.4973,80.9519,79025.0
2021-08-15,81.0873,81.2324,80.4973,80.9519,79025.0
2021-08-16,80.4973,81.537,79.5979,81.3774,53898.0
2021-08-17,81.4935,82.0545,80.8068,81.9577,113814.0
2021-08-18,81.5419,81.8417,80.8213,80.9519,110353.0
2021-08-19,80.478,82.1608,79.83,81.6289,127779.0
2021-08-20,81.4838,83.2441,81.0341,82.3833,138539.0
2021-08-21,81.4838,83.2441,81.0341,82.3833,138539.0
2021-08-22,81.4838,83.2441,81.0341,82.3833,138539.0
2021-08-23,82.6057,83.4182,81.9674,82.0448,118606.0
2021-08-24,82.3253,82.6251,81.2033,81.5902,89336.0
2021-08-25,81.4838,82.2865,81.2807,81.3291,64345.0
2021-08-26,81.242,81.8006,80.1201,80.2072,87484.0
2021-08-27,80.2265,82.0351,80.2265,81.9094,219225.0
2021-08-28,80.2265,82.0351,80.2265,81.9094,219225.0
2021-08-29,80.2265,82.0351,80.2265,81.9094,219225.0
2021-08-30,82.1995,82.5671,81.0389,81.2614,129616.0
2021-08-31,81.0002,81.6482,76.7634,80.8262,145588.0
2021-09-01,81.097,81.8417,80.3329,81.2807,175425.0
2021-09-02,81.6676,82.4703,80.2459,80.5844,154022.0
2021-09-03,80.2652,80.9906,79.9364,80.6327,201405.0
2021-09-04,80.2652,80.9906,79.9364,80.6327,201405.0
2021-09-05,80.2652,80.9906,79.9364,80.6327,201405.0
2021-09-06,80.2652,80.9906,79.9364,80.6327,201405.0
2021-09-07,80.7198,80.9906,78.9402,79.1336,134836.0
2021-09-08,79.0659,79.5979,78.621,79.4431,231721.0
2021-09-09,79.3851,80.4296,78.4767,78.6307,118167.0
2021-09-10,78.6984,78.9063,77.4991,77.7119,136803.0
2021-09-11,78.6984,78.9063,77.4991,77.7119,136803.0
2021-09-12,78.6984,78.9063,77.4991,77.7119,136803.0
2021-09-13,78.2051,78.4663,76.9768,77.5958,110208.0
2021-09-14,77.9633,78.0117,76.1354,76.5803,199936.0
2021-09-15,76.4932,76.6141,75.3907,75.9226,164914.0
2021-09-16,76.1547,76.4836,74.5783,75.1779,140916.0
2021-09-17,75.4584,75.8839,74.6653,74.8394,727011.0
2021-09-18,75.4584,75.8839,74.6653,74.8394,727011.0
2021-09-19,75.4584,75.8839,74.6653,74.8394,727011.0
2021-09-20,73.5821,74.6653,72.1507,73.3209,235562.0
2021-09-21,74.1237,74.7523,72.7793,73.0888,143514.0
2021-09-22,73.6885,75.1489,73.1372,74.4815,168168.0
2021-09-23,74.675,76.2901,74.675,75.5744,188604.0
2021-09-24,75.439,76.6577,75.439,76.4449,129317.0
2021-09-25,75.439,76.6577,75.439,76.4449,129317.0
2021-09-26,75.439,76.6577,75.439,76.4449,129317.0
2021-09-27,76.9188,77.6442,76.1741,76.8414,259192.0
2021-09-28,76.9865,78.3115,73.5144,74.2494,177185.0
2021-09-29,74.2978,74.9361,73.6691,74.5202,117408.0
2021-09-30,75.0232,75.6808,72.9147,73.0501,155799.0
2021-10-01,73.379,74.4429,71.8702,73.5337,196095.0
2021-10-02,73.379,74.4429,71.8702,73.5337,196095.0
2021-10-03,73.379,74.4429,71.8702,73.5337,196095.0
2021-10-04,73.3596,73.9206,72.199,72.4021,173469.0
2021-10-05,72.5665,74.6653,71.8509,74.4332,236246.0
2021-10-06,74.0076,75.1102,73.1759,74.9748,123478.0
2021-10-07,75.7195,77.0929,75.4874,76.4932,132045.0
2021-10-08,76.648,76.9285,75.4874,75.6228,100391.0
2021-10-09,76.648,76.9285,75.4874,75.6228,100391.0
2021-10-10,76.648,76.9285,75.4874,75.6228,100391.0
2021-10-11,75.6808,76.1934,73.6208,73.6498,143272.0
2021-10-12,73.6594,75.1537,72.2087,74.791,130902.0
2021-10-13,74.7233,75.2069,73.8432,74.8104,96388.0
2021-10-14,75.1682,75.8452,74.8781,75.5357,111868.0
2021-10-15,76.6867,77.8038,75.323,76.0,223946.0
2021-10-16,76.6867,77.8038,75.323,76.0,223946.0
2021-10-17,76.6867,77.8038,75.323,76.0,223946.0
2021-10-18,75.5938,76.648,74.7572,74.8974,112342.0
2021-10-19,75.8646,77.0687,74.3848,74.5589,144962.0
2021-10-20,74.2881,76.3578,73.703,75.4197,112267.0
2021-10-21,75.3036,76.0483,75.2166,75.942,113925.0
2021-10-22,75.9129,76.8027,75.3472,76.0097,83327.0
2021-10-23,75.9129,76.8027,75.3472,76.0097,83327.0
2021-10-24,75.9129,76.8027,75.3472,76.0097,83327.0
2021-10-25,76.2128,77.6829,75.4141,77.2476,135312.0
2021-10-26,77.5861,78.5436,76.6141,77.8183,149916.0
2021-10-27,77.6345,77.8473,74.8974,75.41,156431.0
2021-10-28,75.4777,76.5126,73.0985,74.5396,293347.0
2021-10-29,74.8877,76.6093,74.8877,75.7969,273765.0
2021-10-30,74.8877,76.6093,74.8877,75.7969,273765.0
2021-10-31,74.8877,76.6093,74.8877,75.7969,273765.0
2021-11-01,75.942,76.029,72.1286,75.3713,246672.0
2021-11-02,75.971,76.9962,75.294,76.6673,149305.0
2021-11-03,76.1161,79.0272,76.1161,77.8956,174019.0
2021-11-04,77.7409,78.0794,76.087,76.5803,100776.0
2021-11-05,77.3057,79.0756,77.3057,78.7854,172039.0
2021-11-06,77.3057,79.0756,77.3057,78.7854,172039.0
2021-11-07,77.3057,79.0756,77.3057,78.7854,172039.0
2021-11-08,78.8144,79.2303,77.2186,77.5668,159533.0
2021-11-09,77.4121,78.4421,76.7254,77.1896,134772.0
2021-11-10,77.354,77.6442,76.9188,77.1122,137700.0
2021-11-11,77.0542,77.9585,76.6915,77.3057,96751.0
2021-11-12,77.3154,88.7681,76.9563,77.6259,113571.0
2021-11-13,77.3154,88.7681,76.9563,77.6259,113571.0
2021-11-14,77.3154,88.7681,76.9563,77.6259,113571.0
2021-11-15,77.9268,78.1209,77.2474,77.6259,95764.0
2021-11-16,77.6454,78.2956,76.966,77.2474,163579.0
2021-11-17,77.2571,77.2571,75.5878,76.6263,131418.0
2021-11-18,76.6457,76.801,75.5781,76.568,178223.0
2021-11-19,76.238,76.6263,75.5295,75.8498,420275.0
2021-11-20,76.238,76.6263,75.5295,75.8498,420275.0
2021-11-21,76.238,76.6263,75.5295,75.8498,420275.0
2021-11-22,76.2477,78.9556,74.7735,77.9948,159214.0
2021-11-23,78.1015,79.8,78.0239,79.6835,133627.0
2021-11-24,79.2371,79.9262,78.9459,79.3147,123795.0
2021-11-25,79.2371,79.9262,78.9459,79.3147,123795.0
2021-11-26,76.8495,78.1986,74.8307,75.7916,195552.0
2021-11-27,76.8495,78.1986,74.8307,75.7916,195552.0
2021-11-28,76.8495,78.1986,74.8307,75.7916,195552.0
2021-11-29,77.0339,79.4945,74.787,74.8792,146583.0
2021-11-30,73.7825,75.8353,72.6858,73.3166,290795.0
2021-12-01,74.6851,75.7819,72.4528,72.5887,156517.0
2021-12-02,73.0352,77.131,72.6566,75.7042,203966.0
2021-12-03,75.6557,75.905,73.6418,74.5493,200408.0
2021-12-04,75.6557,75.905,73.6418,74.5493,200408.0
2021-12-05,75.6557,75.905,73.6418,74.5493,200408.0
2021-12-06,75.6751,77.6211,75.2189,77.0048,193078.0
2021-12-07,77.5677,78.48,77.1667,78.1306,129486.0
2021-12-08,77.9074,78.4412,77.228,78.1792,135237.0
2021-12-09,77.4124,79.4312,76.9757,79.1012,231108.0
2021-12-10,79.5865,80.5376,77.6645,79.5574,146957.0
2021-12-11,79.5865,80.5376,77.6645,79.5574,146957.0
2021-12-12,79.5865,80.5376,77.6645,79.5574,146957.0
2021-12-13,79.0915,80.7026,78.3636,79.8874,198155.0
2021-12-14,79.6835,81.7217,79.1109,80.0621,229145.0
2021-12-15,80.198,81.0035,79.373,80.7609,225281.0
2021-12-16,81.2559,81.9481,79.7127,80.4406,188495.0
2021-12-17,80.3338,80.7318,78.6159,78.7809,539780.0
2021-12-18,80.3338,80.7318,78.6159,78.7809,539780.0
2021-12-19,80.3338,80.7318,78.6159,78.7809,539780.0
2021-12-20,77.4707,77.7861,75.6557,76.5098,248448.0
2021-12-21,77.3251,78.7033,77.3251,78.3053,184083.0
2021-12-22,78.3248,78.3248,76.9854,77.5386,149918.0
2021-12-23,77.8977,78.0918,77.228,77.2474,109231.0
2021-12-24,77.8977,78.0918,77.228,77.2474,109231.0
2021-12-25,77.8977,78.0918,77.228,77.2474,109231.0
2021-12-26,77.8977,78.0918,77.228,77.2474,109231.0
2021-12-27,77.4415,78.4121,76.5971,78.3927,171745.0
2021-12-28,78.48,79.9456,78.48,79.4021,133264.0
2021-12-29,79.6059,79.8583,78.7955,79.538,216074.0
2021-12-30,79.6253,80.3338,78.8052,78.8974,118970.0
2021-12-31,78.8877,80.198,78.8877,79.5283,115072.0
2022-01-01,78.8877,80.198,78.8877,79.5283,115072.0
2022-01-02,78.8877,80.198,78.8877,79.5283,115072.0
2022-01-03,79.9165,80.0863,77.8744,78.053,259339.0
2022-01-04,78.6062,79.1934,77.228,77.4027,406535.0
2022-01-05,77.393,78.0821,75.2481,75.3354,310943.0
2022-01-06,75.8498,77.0388,75.4131,76.801,277104.0
2022-01-07,76.6748,77.6357,76.2672,77.1795,198069.0
2022-01-08,76.6748,77.6357,76.2672,77.1795,198069.0
2022-01-09,76.6748,77.6357,76.2672,77.1795,198069.0
2022-01-10,77.2377,77.8492,76.4322,77.3348,174170.0
2022-01-11,77.5774,78.0045,75.8401,77.7909,144616.0
2022-01-12,77.7424,78.2956,76.3836,77.228,204272.0
2022-01-13,77.5871,78.6936,77.5871,77.888,104069.0
2022-01-14,77.2571,77.4124,76.1022,76.7524,198138.0
2022-01-15,77.2571,77.4124,76.1022,76.7524,198138.0
2022-01-16,77.2571,77.4124,76.1022,76.7524,198138.0
2022-01-17,77.2571,77.4124,76.1022,76.7524,198138.0
2022-01-18,76.6166,76.6748,74.1707,74.4037,206587.0
2022-01-19,74.986,75.6072,73.7825,74.6075,218974.0
2022-01-20,74.8889,77.0436,74.064,74.9181,268607.0
2022-01-21,74.3843,76.3642,74.3066,74.8016,286949.0
2022-01-22,74.3843,76.3642,74.3066,74.8016,286949.0
2022-01-23,74.3843,76.3642,74.3066,74.8016,286949.0
2022-01-24,73.9766,77.3445,73.5498,77.228,293041.0
2022-01-25,76.2283,77.3542,74.1319,75.7139,311791.0
2022-01-26,75.9177,77.0145,73.9863,74.8889,289669.0
2022-01-27,75.3063,76.7573,73.6272,74.161,228739.0
2022-01-28,74.0348,75.9663,73.4234,75.9663,219642.0
2022-01-29,74.0348,75.9663,73.4234,75.9663,219642.0
2022-01-30,74.0348,75.9663,73.4234,75.9663,219642.0
2022-01-31,75.0928,77.2377,74.3745,76.5777,301223.0
2022-02-01,76.2866,77.6842,75.3451,77.3833,232305.0
2022-02-02,77.0436,77.8298,76.5195,77.2765,221317.0
2022-02-03,77.2571,77.8977,76.6166,76.966,274919.0
2022-02-04,75.3742,76.6166,73.8699,74.3066,295934.0
2022-02-05,75.3742,76.6166,73.8699,74.3066,295934.0
2022-02-06,75.3742,76.6166,73.8699,74.3066,295934.0
2022-02-07,74.6948,75.8207,74.4522,74.9278,227221.0
2022-02-08,75.1413,78.1501,74.7628,77.8395,267006.0
2022-02-09,77.6551,78.0142,75.9469,76.6651,292667.0
2022-02-10,75.976,77.2183,75.3936,75.743,237073.0
2022-02-11,75.4519,76.0536,73.831,74.4037,197526.0
2022-02-12,75.4519,76.0536,73.831,74.4037,197526.0
2022-02-13,75.4519,76.0536,73.831,74.4037,197526.0
2022-02-14,74.9394,75.1342,73.4782,73.9848,186628.0
2022-02-15,74.0822,75.7187,73.8873,75.5531,231893.0
2022-02-16,75.1829,76.5564,75.1829,76.2934,281520.0
2022-02-17,75.4459,75.9915,74.4134,74.5692,273734.0
2022-02-18,74.3939,76.9558,74.3939,76.5564,202454.0
2022-02-19,74.3939,76.9558,74.3939,76.5564,202454.0
2022-02-20,74.3939,76.9558,74.3939,76.5564,202454.0
2022-02-21,74.3939,76.9558,74.3939,76.5564,202454.0
2022-02-22,76.1863,76.9558,75.8843,76.3714,191708.0
2022-02-23,76.761,77.4526,75.8259,76.0207,237525.0
2022-02-24,74.1698,77.1507,74.0335,77.0727,412307.0
2022-02-25,77.1604,82.1966,76.8974,81.544,543229.0
2022-02-26,77.1604,82.1966,76.8974,81.544,543229.0
2022-02-27,77.1604,82.1966,76.8974,81.544,543229.0
2022-02-28,80.4627,81.8265,80.4237,81.0374,357363.0
2022-03-01,80.7354,81.2371,79.7418,80.3945,522225.0
2022-03-02,80.5601,82.333,80.4919,80.6283,256068.0
2022-03-03,80.7744,81.4855,80.4968,81.1056,150412.0
2022-03-04,80.3653,82.2258,79.8978,81.3589,200357.0
2022-03-05,80.3653,82.2258,79.8978,81.3589,200357.0
2022-03-06,80.3653,82.2258,79.8978,81.3589,200357.0
2022-03-07,81.2128,81.2809,80.3458,80.5601,293389.0
2022-03-08,80.6088,82.4255,80.0438,80.3653,261181.0
2022-03-09,81.9628,82.1966,79.7808,79.9269,223205.0
2022-03-10,78.982,80.7257,78.6849,80.5406,168583.0
2022-03-11,80.7549,82.3233,80.4213,81.1056,167775.0
2022-03-12,80.7549,82.3233,80.4213,81.1056,167775.0
2022-03-13,80.7549,82.3233,80.4213,81.1056,167775.0
2022-03-14,81.7875,83.2584,80.8329,83.0928,135819.0
2022-03-15,83.424,83.726,82.445,83.2,276846.0
2022-03-16,83.5896,84.0864,81.6511,83.0344,181131.0
2022-03-17,82.596,84.3105,81.6909,84.1741,144671.0
2022-03-18,84.4761,84.817,81.6998,83.9695,374449.0
2022-03-19,84.4761,84.817,81.6998,83.9695,374449.0
2022-03-20,84.4761,84.817,81.6998,83.9695,374449.0
2022-03-21,84.1546,85.5574,84.1546,85.2651,173388.0
2022-03-22,85.5768,86.8529,85.4599,85.7132,214560.0
2022-03-23,85.343,86.0736,84.9534,85.3333,148782.0
2022-03-24,85.3625,86.551,85.0508,86.5315,129902.0
2022-03-25,86.8237,88.2167,86.5607,88.0414,224843.0
2022-03-26,86.8237,88.2167,86.5607,88.0414,224843.0
2022-03-27,86.8237,88.2167,86.5607,88.0414,224843.0
2022-03-28,87.5543,88.7427,87.3838,88.3921,215695.0
2022-03-29,88.6161,89.259,88.0219,88.2752,282372.0
2022-03-30,88.7038,88.9668,88.1777,88.8499,271987.0
2022-03-31,88.5869,89.7461,87.0088,87.0478,257938.0
2022-04-01,87.5641,89.7266,86.9601,89.3175,340618.0
2022-04-02,87.5641,89.7266,86.9601,89.3175,340618.0
2022-04-03,87.5641,89.7266,86.9601,89.3175,340618.0
2022-04-04,89.035,89.035,86.0736,86.3269,205425.0
2022-04-05,86.2198,87.301,85.9373,86.0542,213615.0
2022-04-06,85.8399,86.8822,85.0313,85.7717,190485.0
2022-04-07,85.5768,86.8042,84.5978,85.8691,184584.0
2022-04-08,86.2685,86.6971,84.8901,85.2164,164211.0
2022-04-09,86.2685,86.6971,84.8901,85.2164,164211.0
2022-04-10,86.2685,86.6971,84.8901,85.2164,164211.0
2022-04-11,85.2262,91.9086,83.9208,84.554,196206.0
2022-04-12,84.7878,85.8106,83.8819,84.0669,207341.0
2022-04-13,83.9403,87.2718,82.9175,84.6612,318335.0
2022-04-14,84.6417,85.723,83.3851,83.5701,250402.0
2022-04-15,84.6417,85.723,83.3851,83.5701,250402.0
2022-04-16,84.6417,85.723,83.3851,83.5701,250402.0
2022-04-17,84.6417,85.723,83.3851,83.5701,250402.0
2022-04-18,83.5507,84.2715,83.1172,84.1644,203500.0
2022-04-19,84.515,85.3771,83.8429,84.1254,292532.0
2022-04-20,84.8268,85.3236,83.1707,83.5409,470506.0
2022-04-21,84.3981,85.0703,82.747,83.2487,417722.0
2022-04-22,82.9564,83.5507,81.1153,81.3102,265537.0
2022-04-23,82.9564,83.5507,81.1153,81.3102,265537.0
2022-04-24,82.9564,83.5507,81.1153,81.3102,265537.0
2022-04-25,81.1251,82.4304,79.6834,82.3622,254068.0
2022-04-26,81.6998,82.859,81.393,81.5342,227067.0
2022-04-27,81.8167,83.6578,81.8167,82.9564,339156.0
2022-04-28,82.859,83.5117,81.6121,82.6837,178373.0
2022-04-29,82.2356,82.6496,80.0146,80.2289,316802.0
2022-04-30,82.2356,82.6496,80.0146,80.2289,316802.0
2022-05-01,82.2356,82.6496,80.0146,80.2289,316802.0
2022-05-02,80.5991,82.4158,79.4204,81.3686,390008.0
2022-05-03,81.3297,82.898,80.901,81.768,210110.0
2022-05-04,81.768,83.8137,80.4724,83.3169,360242.0
2022-05-05,78.9041,80.3653,76.9948,78.0079,421602.0
2022-05-06,77.4234,79.6006,77.4234,79.0112,399385.0
2022-05-07,77.4234,79.6006,77.4234,79.0112,399385.0
2022-05-08,77.4234,79.6006,77.4234,79.0112,399385.0
2022-05-09,78.2222,79.0015,77.3016,77.7351,290026.0
2022-05-10,78.1345,78.6411,74.7835,75.1537,344831.0
2022-05-11,75.6602,76.1571,73.5464,73.7607,326037.0
2022-05-12,73.9653,74.8128,72.9619,74.7641,285199.0
2022-05-13,75.0378,75.7026,73.8059,74.5881,224358.0
2022-05-14,75.0378,75.7026,73.8059,74.5881,224358.0
2022-05-15,75.0378,75.7026,73.8059,74.5881,224358.0
2022-05-16,74.2068,75.0378,73.6788,74.4218,141185.0
2022-05-17,75.2627,76.167,75.0378,76.0839,211777.0
2022-05-18,75.2333,75.9568,74.7054,75.292,228374.0
2022-05-19,74.5294,75.3409,73.3953,74.6467,311571.0
2022-05-20,75.1747,75.1747,73.6397,74.4023,293291.0
2022-05-21,75.1747,75.1747,73.6397,74.4023,293291.0
2022-05-22,75.1747,75.1747,73.6397,74.4023,293291.0
2022-05-23,75.2529,75.8395,73.9283,74.5783,224163.0
2022-05-24,74.2263,75.5364,73.5028,75.4093,207239.0
2022-05-25,74.8618,75.8199,74.5685,75.2431,177788.0
2022-05-26,75.8199,76.1328,75.1062,75.5755,213949.0
2022-05-27,76.0644,76.8028,75.4582,76.5923,162941.0
