,JNJ US Equity,JNJ US Equity,JNJ US Equity,JNJ US Equity,JNJ US Equity
2020-02-29,120.4388,122.156,116.3992,119.6558,19825528.0
2020-03-01,120.4388,122.156,116.3992,119.6558,19825528.0
2020-03-02,119.9227,124.683,119.241,124.5851,11508232.0
2020-03-03,124.5673,125.4482,118.4279,120.6434,13662451.0
2020-03-04,122.503,127.806,122.0226,127.6637,10560823.0
2020-03-05,125.2791,126.9519,124.4249,126.3557,11339185.0
2020-03-06,123.2148,127.2455,122.2628,126.3735,12239093.0
2020-03-07,123.2148,127.2455,122.2628,126.3735,12239093.0
2020-03-08,123.2148,127.2455,122.2628,126.3735,12239093.0
2020-03-09,121.3018,124.2825,120.0295,121.3997,13848569.0
2020-03-10,124.5406,126.3023,119.4333,126.0265,12698073.0
2020-03-11,122.8678,123.4551,117.0043,117.2712,17768062.0
2020-03-12,113.2761,119.0196,110.7759,111.5856,21539204.0
2020-03-13,115.0646,120.0473,110.9094,119.4867,20084151.0
2020-03-14,115.0646,120.0473,110.9094,119.4867,20084151.0
2020-03-15,115.0646,120.0473,110.9094,119.4867,20084151.0
2020-03-16,109.9484,119.0151,108.9341,113.116,18877918.0
2020-03-17,114.3795,121.6933,113.721,121.5332,18911758.0
2020-03-18,116.5772,120.7142,114.5218,120.0829,17521129.0
2020-03-19,120.1096,120.1096,112.244,113.0448,18482336.0
2020-03-20,112.8491,113.3918,105.1081,106.6741,19785130.0
2020-03-21,112.8491,113.3918,105.1081,106.6741,19785130.0
2020-03-22,112.8491,113.3918,105.1081,106.6741,19785130.0
2020-03-23,104.1027,105.4907,97.1269,98.8886,20815226.0
2020-03-24,105.6686,106.4605,101.3088,106.0423,17604766.0
2020-03-25,105.8021,110.2954,103.8364,106.2381,13986052.0
2020-03-26,107.2791,113.0893,107.1101,112.6177,15068646.0
2020-03-27,108.2401,113.552,107.288,109.5836,12133222.0
2020-03-28,108.2401,113.552,107.288,109.5836,12133222.0
2020-03-29,108.2401,113.552,107.288,109.5836,12133222.0
2020-03-30,114.2994,119.2198,113.4452,118.3478,21754033.0
2020-03-31,120.1096,120.7499,115.7141,116.6751,15746124.0
2020-04-01,113.6232,115.8743,111.6657,114.6108,12606081.0
2020-04-02,114.8866,119.2287,113.1961,118.4724,11594456.0
2020-04-03,117.7873,119.9272,117.0754,119.3799,10071180.0
2020-04-04,117.7873,119.9272,117.0754,119.3799,10071180.0
2020-04-05,117.7873,119.9272,117.0754,119.3799,10071180.0
2020-04-06,121.9069,125.4304,120.5989,124.3537,14994419.0
2020-04-07,124.4427,126.3735,122.1293,122.3251,11567070.0
2020-04-08,122.5653,128.242,122.1649,127.4679,10758179.0
2020-04-09,128.1352,129.3898,124.8164,125.6617,11127206.0
2020-04-10,128.1352,129.3898,124.8164,125.6617,11127206.0
2020-04-11,128.1352,129.3898,124.8164,125.6617,11127206.0
2020-04-12,128.1352,129.3898,124.8164,125.6617,11127206.0
2020-04-13,124.5673,125.8929,122.6457,124.3626,8153228.0
2020-04-14,129.3898,131.1693,128.1708,129.9326,13838016.0
2020-04-15,129.5055,131.6053,127.7171,131.3829,11962259.0
2020-04-16,131.9612,134.07,130.2974,133.1713,12181704.0
2020-04-17,135.2356,135.5114,133.109,135.2623,10920022.0
2020-04-18,135.2356,135.5114,133.109,135.2623,10920022.0
2020-04-19,135.2356,135.5114,133.109,135.2623,10920022.0
2020-04-20,134.2924,136.1342,133.545,134.9509,12226200.0
2020-04-21,133.5717,134.9242,132.1926,133.1802,9951106.0
2020-04-22,135.9652,137.9138,135.0042,136.1253,11518324.0
2020-04-23,137.2465,139.6933,136.756,138.3676,10665024.0
2020-04-24,138.4209,139.0705,136.7037,137.7892,8654126.0
2020-04-25,138.4209,139.0705,136.7037,137.7892,8654126.0
2020-04-26,138.4209,139.0705,136.7037,137.7892,8654126.0
2020-04-27,137.7447,138.848,137.024,137.282,8924048.0
2020-04-28,134.5772,136.2232,134.0878,134.7017,8558719.0
2020-04-29,134.6928,134.9153,132.7175,133.6785,9285216.0
2020-04-30,132.0947,133.8475,130.938,133.5005,14829596.0
2020-05-01,133.1268,133.1713,130.6088,131.9434,7308960.0
2020-05-02,133.1268,133.1713,130.6088,131.9434,7308960.0
2020-05-03,133.1268,133.1713,130.6088,131.9434,7308960.0
2020-05-04,132.3705,132.6464,130.8757,131.9256,7198409.0
2020-05-05,132.5752,134.159,132.2549,133.0201,6562288.0
2020-05-06,133.4649,133.7497,131.721,131.7566,6191594.0
2020-05-07,132.9044,133.0423,130.9114,131.3206,5571034.0
2020-05-08,132.504,132.7353,131.5875,132.3082,4712477.0
2020-05-09,132.504,132.7353,131.5875,132.3082,4712477.0
2020-05-10,132.504,132.7353,131.5875,132.3082,4712477.0
2020-05-11,132.0858,133.5539,131.7922,132.6731,5887489.0
2020-05-12,133.5539,133.7675,130.8223,130.9202,7039227.0
2020-05-13,129.9771,132.5307,129.9148,130.9113,6970457.0
2020-05-14,129.3631,131.4719,128.355,131.3651,6871412.0
2020-05-15,131.5697,133.892,129.6034,133.8564,10340403.0
2020-05-16,131.5697,133.892,129.6034,133.8564,10340403.0
2020-05-17,131.5697,133.892,129.6034,133.8564,10340403.0
2020-05-18,135.6805,136.6859,133.8742,133.9276,7389995.0
2020-05-19,133.5539,134.4437,132.0413,132.593,6107256.0
2020-05-20,133.2425,133.812,131.0359,131.4007,5713440.0
2020-05-21,132.1303,132.1303,129.7457,130.5376,6487343.0
2020-05-22,129.5252,131.0617,129.0682,129.346,6140899.0
2020-05-23,129.5252,131.0617,129.0682,129.346,6140899.0
2020-05-24,129.5252,131.0617,129.0682,129.346,6140899.0
2020-05-25,129.5252,131.0617,129.0682,129.346,6140899.0
2020-05-26,130.9766,131.2006,129.2833,129.5162,7072258.0
2020-05-27,129.3012,130.1344,128.1275,129.8119,7950008.0
2020-05-28,130.8243,132.6968,130.6361,131.6754,6190582.0
2020-05-29,132.5624,133.8077,130.2061,133.2702,8505215.0
2020-05-30,132.5624,133.8077,130.2061,133.2702,8505215.0
2020-05-31,132.5624,133.8077,130.2061,133.2702,8505215.0
2020-06-01,131.9621,132.9028,130.8153,131.8725,6142580.0
2020-06-02,131.756,132.9118,130.9139,132.8222,6078311.0
2020-06-03,133.0641,133.6196,131.2086,133.1806,6339468.0
2020-06-04,131.5231,132.9297,130.4301,131.4604,8170480.0
2020-06-05,132.3205,134.0675,131.3439,131.9711,9725441.0
2020-06-06,132.3205,134.0675,131.3439,131.9711,9725441.0
2020-06-07,132.3205,134.0675,131.3439,131.9711,9725441.0
2020-06-08,130.6988,132.2488,130.5734,131.4962,7555622.0
2020-06-09,132.8222,133.7898,130.4928,130.7705,8247233.0
2020-06-10,131.3439,134.417,131.3439,132.419,10137069.0
2020-06-11,133.1179,133.6465,126.1027,126.2102,11913265.0
2020-06-12,127.9752,128.7517,125.6816,127.357,8687356.0
2020-06-13,127.9752,128.7517,125.6816,127.357,8687356.0
2020-06-14,127.9752,128.7517,125.6816,127.357,8687356.0
2020-06-15,126.3267,127.5783,124.8855,126.5507,8655014.0
2020-06-16,129.0951,130.2884,127.9125,129.4266,7582631.0
2020-06-17,129.8208,130.2867,128.5396,129.0324,5100095.0
2020-06-18,127.6885,129.1175,127.1061,128.4859,4797449.0
2020-06-19,130.6182,130.6988,128.3425,128.8622,12194086.0
2020-06-20,130.6182,130.6988,128.3425,128.8622,12194086.0
2020-06-21,130.6182,130.6988,128.3425,128.8622,12194086.0
2020-06-22,128.5396,128.7099,127.2495,128.468,5285631.0
2020-06-23,128.7815,129.0862,127.8318,127.9931,5921594.0
2020-06-24,126.7657,127.3928,124.284,125.2695,8211239.0
2020-06-25,125.9414,125.9414,123.2267,125.1351,7421160.0
2020-06-26,125.0097,125.0724,122.7609,123.4687,12849738.0
2020-06-27,125.0097,125.0724,122.7609,123.4687,12849738.0
2020-06-28,125.0097,125.0724,122.7609,123.4687,12849738.0
2020-06-29,124.3019,125.162,123.621,124.5707,5309797.0
2020-06-30,124.8932,126.3446,123.4955,125.9952,7738296.0
2020-07-01,126.0489,126.6761,125.4845,125.7712,6175020.0
2020-07-02,126.5507,127.078,125.7264,126.2998,5152238.0
2020-07-03,126.5507,127.078,125.7264,126.2998,5152238.0
2020-07-04,126.5507,127.078,125.7264,126.2998,5152238.0
2020-07-05,126.5507,127.078,125.7264,126.2998,5152238.0
2020-07-06,127.3749,128.8084,127.1151,128.1006,6156354.0
2020-07-07,126.6761,128.9876,126.5327,127.9842,5622609.0
2020-07-08,128.0021,128.468,126.9538,128.3605,6257537.0
2020-07-09,127.9035,129.3953,125.9504,127.6616,5738564.0
2020-07-10,127.8946,128.0021,126.7075,127.5541,4282406.0
2020-07-11,127.8946,128.0021,126.7075,127.5541,4282406.0
2020-07-12,127.8946,128.0021,126.7075,127.5541,4282406.0
2020-07-13,128.6651,131.3789,128.3694,130.0986,6951941.0
2020-07-14,130.1971,132.9476,130.1434,132.5265,7447125.0
2020-07-15,134.1482,134.5738,132.8043,132.8312,8512838.0
2020-07-16,133.2075,133.7988,131.4156,133.7181,9304669.0
2020-07-17,134.3901,134.9076,133.2164,133.8077,7444124.0
2020-07-18,134.3901,134.9076,133.2164,133.8077,7444124.0
2020-07-19,134.3901,134.9076,133.2164,133.8077,7444124.0
2020-07-20,134.5962,134.6768,132.9835,134.0317,6191457.0
2020-07-21,134.0317,135.8858,133.9421,134.1571,5579687.0
2020-07-22,134.3274,134.7529,132.4638,134.399,5910193.0
2020-07-23,134.5782,135.1516,133.745,134.0407,6566269.0
2020-07-24,134.8381,134.9276,131.7292,132.7057,5405867.0
2020-07-25,134.8381,134.9276,131.7292,132.7057,5405867.0
2020-07-26,134.8381,134.9276,131.7292,132.7057,5405867.0
2020-07-27,132.0338,133.4225,131.5769,131.8636,5675155.0
2020-07-28,132.0607,132.5893,131.4783,131.55,4842184.0
2020-07-29,131.1558,132.1234,130.8691,131.2902,4489147.0
2020-07-30,132.0965,132.1503,130.9318,131.5589,5922481.0
2020-07-31,131.3977,132.1055,128.9786,130.5913,8257997.0
2020-08-01,131.3977,132.1055,128.9786,130.5913,8257997.0
2020-08-02,131.3977,132.1055,128.9786,130.5913,8257997.0
2020-08-03,131.1558,132.4101,130.9407,132.0159,4079755.0
2020-08-04,131.6933,131.8994,130.6493,131.8994,4162154.0
2020-08-05,133.5837,133.7719,132.419,132.9566,5493196.0
2020-08-06,132.9566,133.7181,131.2543,132.195,4837865.0
2020-08-07,132.1592,133.1806,131.8367,133.1358,3635071.0
2020-08-08,132.1592,133.1806,131.8367,133.1358,3635071.0
2020-08-09,132.1592,133.1806,131.8367,133.1358,3635071.0
2020-08-10,133.3687,133.5031,132.3474,132.6251,4096620.0
2020-08-11,133.6196,133.7002,131.1378,131.6754,6388389.0
2020-08-12,132.1861,134.6051,132.1413,134.0855,5258127.0
2020-08-13,133.082,133.6644,132.1771,132.5982,5155457.0
2020-08-14,132.2488,133.7988,132.2219,132.8132,4240189.0
2020-08-15,132.2488,133.7988,132.2219,132.8132,4240189.0
2020-08-16,132.2488,133.7988,132.2219,132.8132,4240189.0
2020-08-17,132.8849,134.5962,132.8043,133.4852,4306909.0
2020-08-18,133.7271,134.4797,133.1089,134.4707,4322567.0
2020-08-19,134.0138,135.8057,133.7809,134.7395,7816251.0
2020-08-20,134.1661,135.8057,133.9831,135.6623,4874739.0
2020-08-21,135.9848,137.6602,134.9188,136.8629,6722759.0
2020-08-22,135.9848,137.6602,134.9188,136.8629,6722759.0
2020-08-23,135.9848,137.6602,134.9188,136.8629,6722759.0
2020-08-24,137.7558,137.9001,135.6003,137.2237,5387937.0
2020-08-25,137.7919,138.0534,136.669,137.1425,3863477.0
2020-08-26,136.9621,137.6746,135.8618,137.359,8008292.0
2020-08-27,137.4672,138.2248,136.9892,137.9722,5575432.0
2020-08-28,137.7558,138.6216,136.9982,138.5675,5395684.0
2020-08-29,137.7558,138.6216,136.9982,138.5675,5395684.0
2020-08-30,137.7558,138.6216,136.9982,138.5675,5395684.0
2020-08-31,137.9903,139.2529,137.3233,138.3601,6362683.0
2020-09-01,138.7749,138.9643,135.3477,136.6555,6309237.0
2020-09-02,135.9971,139.1898,134.6037,138.7389,6881856.0
2020-09-03,139.6408,140.218,133.7514,134.8787,8672808.0
2020-09-04,135.4379,136.1414,132.6961,134.0129,7200065.0
2020-09-05,135.4379,136.1414,132.6961,134.0129,7200065.0
2020-09-06,135.4379,136.1414,132.6961,134.0129,7200065.0
2020-09-07,135.4379,136.1414,132.6961,134.0129,7200065.0
2020-09-08,135.5101,136.0873,132.4887,132.8134,8756842.0
2020-09-09,133.6161,136.2767,133.589,135.014,6960668.0
2020-09-10,134.6082,135.0862,132.146,132.4977,6191800.0
2020-09-11,132.624,133.9588,132.2452,133.2824,3934691.0
2020-09-12,132.624,133.9588,132.2452,133.2824,3934691.0
2020-09-13,132.624,133.9588,132.2452,133.2824,3934691.0
2020-09-14,133.589,134.8066,133.4898,133.7965,4375798.0
2020-09-15,134.7885,135.8167,133.9498,134.2835,3659221.0
2020-09-16,134.7344,135.3387,133.7965,133.8416,4323502.0
2020-09-17,133.5169,134.049,131.7221,132.7322,5461414.0
2020-09-18,132.137,134.9689,131.8574,134.545,12174044.0
2020-09-19,132.137,134.9689,131.8574,134.545,12174044.0
2020-09-20,132.137,134.9689,131.8574,134.545,12174044.0
2020-09-21,133.102,133.4177,128.9352,130.8653,7574501.0
2020-09-22,130.4955,131.0908,129.6207,130.0626,5295917.0
2020-09-23,133.0118,133.0749,130.2159,130.27,8784436.0
2020-09-24,130.3783,131.0006,129.278,130.4775,5614844.0
2020-09-25,129.8732,131.9025,129.774,131.3704,5531209.0
2020-09-26,129.8732,131.9025,129.774,131.3704,5531209.0
2020-09-27,129.8732,131.9025,129.774,131.3704,5531209.0
2020-09-28,132.3354,133.7423,132.0558,132.6781,5843189.0
2020-09-29,133.12,133.4086,131.7311,132.633,6771016.0
2020-09-30,132.9847,135.0411,132.4346,134.2745,8487691.0
2020-10-01,134.6623,134.9689,132.0919,132.8675,6457808.0
2020-10-02,131.8664,133.8506,131.5237,131.8935,5485602.0
2020-10-03,131.8664,133.8506,131.5237,131.8935,5485602.0
2020-10-04,131.8664,133.8506,131.5237,131.8935,5485602.0
2020-10-05,132.5789,133.8235,132.0558,133.6882,4992758.0
2020-10-06,133.7333,134.031,131.5598,131.9115,5118212.0
2020-10-07,132.1189,133.6882,131.5056,133.3726,5603123.0
2020-10-08,133.9317,135.1493,133.5169,134.2835,4413531.0
2020-10-09,134.9689,136.6194,134.784,136.1594,5054116.0
2020-10-10,134.9689,136.6194,134.784,136.1594,5054116.0
2020-10-11,134.9689,136.6194,134.784,136.1594,5054116.0
2020-10-12,136.7276,138.1183,136.2045,136.9441,7273170.0
2020-10-13,134.3827,135.3928,133.2734,133.8055,11057570.0
2020-10-14,134.2203,134.4097,132.9306,133.571,7707047.0
2020-10-15,133.0118,133.3906,131.9746,132.7503,5979015.0
2020-10-16,133.12,134.1662,132.5879,133.571,6098404.0
2020-10-17,133.12,134.1662,132.5879,133.571,6098404.0
2020-10-18,133.12,134.1662,132.5879,133.571,6098404.0
2020-10-19,133.9588,134.2925,129.9905,130.1618,7250755.0
2020-10-20,130.4685,131.4515,129.9814,130.3692,5326540.0
2020-10-21,129.9814,131.0817,129.792,129.8101,5221348.0
2020-10-22,130.0175,131.3974,129.7289,130.8473,5280253.0
2020-10-23,131.5688,133.0028,130.1889,130.9916,4154372.0
2020-10-24,131.5688,133.0028,130.1889,130.9916,4154372.0
2020-10-25,131.5688,133.0028,130.1889,130.9916,4154372.0
2020-10-26,130.261,130.5677,128.7458,129.8461,6929472.0
2020-10-27,129.6387,130.1348,128.8992,129.1066,4890064.0
2020-10-28,127.5508,128.0514,124.6242,124.7865,8426065.0
2020-10-29,124.4618,125.0931,122.7031,123.7313,7205409.0
2020-10-30,123.2713,124.0469,120.5386,123.6591,7364752.0
2020-10-31,123.2713,124.0469,120.5386,123.6591,7364752.0
2020-11-01,123.2713,124.0469,120.5386,123.6591,7364752.0
2020-11-02,125.3457,125.3727,124.0019,125.0841,7088029.0
2020-11-03,126.2837,127.1314,124.2634,124.9128,6362978.0
2020-11-04,125.8056,128.5564,125.0931,125.7245,10263515.0
2020-11-05,126.7617,127.9161,125.5982,126.0492,8016160.0
2020-11-06,126.6264,129.1427,125.95,128.2949,5942538.0
2020-11-07,126.6264,129.1427,125.95,128.2949,5942538.0
2020-11-08,126.6264,129.1427,125.95,128.2949,5942538.0
2020-11-09,133.8641,134.3737,130.7029,131.7492,12351644.0
2020-11-10,132.8044,134.1572,131.9115,133.7333,7386462.0
2020-11-11,134.536,134.5631,132.4526,133.3004,6382407.0
2020-11-12,133.1291,134.067,132.3567,133.7514,4712177.0
2020-11-13,134.4639,135.6544,133.8506,135.1944,5896537.0
2020-11-14,134.4639,135.6544,133.8506,135.1944,5896537.0
2020-11-15,134.4639,135.6544,133.8506,135.1944,5896537.0
2020-11-16,136.1143,136.4571,135.1051,136.0512,6266384.0
2020-11-17,135.2846,135.8528,134.4909,134.6984,7297736.0
2020-11-18,134.2654,135.0681,132.9126,132.9126,6661008.0
2020-11-19,132.8495,132.9938,131.3044,132.7052,7987716.0
2020-11-20,132.624,133.4267,131.7942,132.0017,6356142.0
2020-11-21,132.624,133.4267,131.7942,132.0017,6356142.0
2020-11-22,132.624,133.4267,131.7942,132.0017,6356142.0
2020-11-23,132.6011,132.6011,129.9038,130.6576,7318255.0
2020-11-24,130.7757,131.4704,130.4215,130.6576,11038822.0
2020-11-25,130.8302,130.9301,129.7404,130.4851,7594618.0
2020-11-26,130.8302,130.9301,129.7404,130.4851,7594618.0
2020-11-27,131.2298,131.3735,130.0673,130.7757,3059001.0
2020-11-28,131.2298,131.3735,130.0673,130.7757,3059001.0
2020-11-29,131.2298,131.3735,130.0673,130.7757,3059001.0
2020-11-30,130.9846,131.5567,129.922,131.3932,15663242.0
2020-12-01,132.8554,135.4346,132.4649,133.9089,9741260.0
2020-12-02,134.2721,135.9613,134.1359,134.5355,7745516.0
2020-12-03,134.4447,135.8432,134.1268,135.3165,7310486.0
2020-12-04,136.034,136.5062,135.5617,136.4699,6747083.0
2020-12-05,136.034,136.5062,135.5617,136.4699,6747083.0
2020-12-06,136.034,136.5062,135.5617,136.4699,6747083.0
2020-12-07,135.6344,136.1429,134.8715,135.2893,6634743.0
2020-12-08,136.2247,138.1681,135.816,137.6323,8339847.0
2020-12-09,138.7948,139.4032,137.8185,139.04,8440069.0
2020-12-10,138.7857,138.931,137.7504,138.268,7392928.0
2020-12-11,137.6142,139.3215,137.3417,138.9038,5973255.0
2020-12-12,137.6142,139.3215,137.3417,138.9038,5973255.0
2020-12-13,137.6142,139.3215,137.3417,138.9038,5973255.0
2020-12-14,139.1762,139.3851,135.3074,135.3801,8547296.0
2020-12-15,136.2247,136.9058,135.7978,136.7423,7614746.0
2020-12-16,136.4063,137.0602,135.816,135.925,8486069.0
2020-12-17,136.3064,139.7529,136.1838,139.5122,9920312.0
2020-12-18,139.5395,140.8563,137.7413,140.3205,17137229.0
2020-12-19,139.5395,140.8563,137.7413,140.3205,17137229.0
2020-12-20,139.5395,140.8563,137.7413,140.3205,17137229.0
2020-12-21,138.0501,139.3215,136.2701,138.9673,7893359.0
2020-12-22,138.4043,139.7665,137.9139,138.6949,4703185.0
2020-12-23,138.7675,139.4968,137.9502,137.9865,4607275.0
2020-12-24,137.9048,138.9855,137.8775,138.4678,2114901.0
2020-12-25,137.9048,138.9855,137.8775,138.4678,2114901.0
2020-12-26,137.9048,138.9855,137.8775,138.4678,2114901.0
2020-12-27,137.9048,138.9855,137.8775,138.4678,2114901.0
2020-12-28,139.2398,139.7393,138.3135,139.1217,3855466.0
2020-12-29,139.9572,140.7019,139.6757,139.9845,5211972.0
2020-12-30,140.5294,142.0188,140.4022,141.7191,5412775.0
2020-12-31,142.155,143.1812,140.8652,142.9269,5099880.0
2021-01-01,142.155,143.1812,140.8652,142.9269,5099880.0
2021-01-02,142.155,143.1812,140.8652,142.9269,5099880.0
2021-01-03,142.155,143.1812,140.8652,142.9269,5099880.0
2021-01-04,142.7998,142.9269,139.9754,142.1277,11765865.0
2021-01-05,141.9007,144.1802,140.8291,143.7988,9602290.0
2021-01-06,142.7998,145.5152,142.3275,145.1519,8230086.0
2021-01-07,144.3982,146.2417,143.8078,145.6423,7747161.0
2021-01-08,145.7695,146.3053,145.1973,145.3426,8228938.0
2021-01-09,145.7695,146.3053,145.1973,145.3426,8228938.0
2021-01-10,145.7695,146.3053,145.1973,145.3426,8228938.0
2021-01-11,145.8149,146.5051,144.1893,144.7342,7068176.0
2021-01-12,144.5344,144.9975,142.8815,143.6081,6903189.0
2021-01-13,143.6989,143.9032,142.3548,143.3901,6643065.0
2021-01-14,145.715,147.0772,144.9521,145.8966,10030794.0
2021-01-15,145.5788,146.583,144.4942,145.5788,7630813.0
2021-01-16,145.5788,146.583,144.4942,145.5788,7630813.0
2021-01-17,145.5788,146.583,144.4942,145.5788,7630813.0
2021-01-18,145.5788,146.583,144.4942,145.5788,7630813.0
2021-01-19,147.1226,148.0671,146.3053,147.831,9057555.0
2021-01-20,148.2124,149.0661,146.941,147.4678,6839850.0
2021-01-21,146.5051,147.5586,145.3608,146.8774,6822770.0
2021-01-22,147.4496,149.9879,147.0046,148.5303,8137018.0
2021-01-23,147.4496,149.9879,147.0046,148.5303,8137018.0
2021-01-24,147.4496,149.9879,147.0046,148.5303,8137018.0
2021-01-25,149.8562,150.837,148.6302,150.7371,9924438.0
2021-01-26,154.1155,157.7028,153.834,154.8239,14205687.0
2021-01-27,153.5888,155.2235,152.0721,152.4627,14207289.0
2021-01-28,152.7533,155.169,152.39,153.6251,8944399.0
2021-01-29,149.1751,150.7553,145.8083,148.1489,22505864.0
2021-01-30,149.1751,150.7553,145.8083,148.1489,22505864.0
2021-01-31,149.1751,150.7553,145.8083,148.1489,22505864.0
2021-02-01,150.1287,150.1287,147.6675,147.7674,9971395.0
2021-02-02,148.3759,148.6302,146.378,146.4415,11443254.0
2021-02-03,146.16,146.6867,144.9158,145.7604,8601883.0
2021-02-04,146.2145,147.2044,145.0884,147.1136,7758128.0
2021-02-05,149.72,150.2467,148.8119,149.3477,9495309.0
2021-02-06,149.72,150.2467,148.8119,149.3477,9495309.0
2021-02-07,149.72,150.2467,148.8119,149.3477,9495309.0
2021-02-08,149.8744,150.6832,148.83,149.7745,6035341.0
2021-02-09,150.0288,151.2911,149.8199,151.0005,5544214.0
2021-02-10,152.4717,152.5171,150.4829,151.4909,5921312.0
2021-02-11,151.6635,152.0086,150.392,150.8098,4871250.0
2021-02-12,149.3022,151.5272,148.939,151.282,4413066.0
2021-02-13,149.3022,151.5272,148.939,151.282,4413066.0
2021-02-14,149.3022,151.5272,148.939,151.282,4413066.0
2021-02-15,149.3022,151.5272,148.939,151.282,4413066.0
2021-02-16,151.282,151.7089,149.5202,149.9107,5656092.0
2021-02-17,149.8199,150.837,149.2659,150.4465,6680909.0
2021-02-18,149.8108,150.9006,149.2114,150.5192,5191590.0
2021-02-19,150.392,150.719,147.9491,148.0126,8190883.0
2021-02-20,150.392,150.719,147.9491,148.0126,8190883.0
2021-02-21,150.392,150.719,147.9491,148.0126,8190883.0
2021-02-22,147.9213,148.5335,146.4774,147.9213,6447105.0
2021-02-23,147.5649,149.1275,146.5779,146.6145,7042829.0
2021-02-24,148.4056,150.2241,147.0531,148.5792,10286107.0
2021-02-25,149.0727,149.5936,148.0309,148.7346,9719715.0
2021-02-26,148.0401,148.4147,144.3573,144.8051,14417547.0
2021-02-27,148.0401,148.4147,144.3573,144.8051,14417547.0
2021-02-28,148.0401,148.4147,144.3573,144.8051,14417547.0
2021-03-01,147.5374,147.6106,145.3808,145.591,10551378.0
2021-03-02,146.0114,146.9252,144.933,145.3168,7610885.0
2021-03-03,144.6132,145.2072,142.6123,142.7581,8499626.0
2021-03-04,142.5479,142.6485,138.4174,139.8796,11033178.0
2021-03-05,140.7112,143.1876,139.9344,142.6485,8331633.0
2021-03-06,140.7112,143.1876,139.9344,142.6485,8331633.0
2021-03-07,140.7112,143.1876,139.9344,142.6485,8331633.0
2021-03-08,143.4709,145.6001,142.5388,143.8364,6546688.0
2021-03-09,143.3704,146.8978,143.3704,144.1106,7461267.0
2021-03-10,145.1341,146.1164,143.7999,145.4356,6635577.0
2021-03-11,145.792,146.7881,145.2255,145.4265,6305584.0
2021-03-12,145.5544,146.4957,145.4722,145.8469,5474849.0
2021-03-13,145.5544,146.4957,145.4722,145.8469,5474849.0
2021-03-14,145.5544,146.4957,145.4722,145.8469,5474849.0
2021-03-15,145.9839,146.8155,144.8417,146.5962,5526008.0
2021-03-16,146.6328,147.7476,146.4317,147.4643,6369144.0
2021-03-17,146.9709,147.7933,145.7829,146.916,6001421.0
2021-03-18,146.4043,147.574,146.1758,146.6419,4801794.0
2021-03-19,146.8429,147.5831,145.7281,146.249,14891523.0
2021-03-20,146.8429,147.5831,145.7281,146.249,14891523.0
2021-03-21,146.8429,147.5831,145.7281,146.249,14891523.0
2021-03-22,144.668,146.8064,144.3847,146.6693,7544052.0
2021-03-23,146.4043,147.3094,145.1889,146.5322,7178323.0
2021-03-24,146.3038,148.4787,146.0479,147.9578,6370143.0
2021-03-25,148.4421,148.4513,146.7972,148.0126,6269774.0
2021-03-26,148.1223,150.8729,147.4735,150.7176,7619247.0
2021-03-27,148.1223,150.8729,147.4735,150.7176,7619247.0
2021-03-28,148.1223,150.8729,147.4735,150.7176,7619247.0
2021-03-29,149.7124,152.6366,149.5309,151.7319,8535084.0
2021-03-30,150.7998,151.3847,150.0779,150.7907,7236347.0
2021-03-31,150.745,151.1379,149.5936,150.1875,8281521.0
2021-04-01,148.5883,149.7215,148.2776,148.7985,7229717.0
2021-04-02,148.5883,149.7215,148.2776,148.7985,7229717.0
2021-04-03,148.5883,149.7215,148.2776,148.7985,7229717.0
2021-04-04,148.5883,149.7215,148.2776,148.7985,7229717.0
2021-04-05,149.5387,150.5531,148.6432,149.3468,7387123.0
2021-04-06,149.9408,150.3429,148.9539,149.3103,5074239.0
2021-04-07,149.4565,150.1236,149.2426,149.5113,4608010.0
2021-04-08,149.8677,149.9697,148.8168,148.9265,5039397.0
2021-04-09,148.1497,148.8899,146.0114,147.3547,8418332.0
2021-04-10,148.1497,148.8899,146.0114,147.3547,8418332.0
2021-04-11,148.1497,148.8899,146.0114,147.3547,8418332.0
2021-04-12,147.2085,148.1132,146.5231,147.7111,5023037.0
2021-04-13,143.343,146.1484,143.0414,145.7372,18424075.0
2021-04-14,144.2294,146.3129,143.9644,146.1393,7718321.0
2021-04-15,146.8704,148.3964,146.4226,146.5688,7524568.0
2021-04-16,147.4369,148.5061,146.7241,148.2594,9049432.0
2021-04-17,147.4369,148.5061,146.7241,148.2594,9049432.0
2021-04-18,147.4369,148.5061,146.7241,148.2594,9049432.0
2021-04-19,148.497,149.0544,146.98,148.6706,8353528.0
2021-04-20,147.1262,153.331,147.1262,152.134,14050663.0
2021-04-21,152.0335,152.5269,151.0465,152.2345,6333210.0
2021-04-22,151.5455,151.9512,150.4343,150.946,7232981.0
2021-04-23,150.352,151.7502,149.8673,151.2567,6033245.0
2021-04-24,150.352,151.7502,149.8673,151.2567,6033245.0
2021-04-25,150.352,151.7502,149.8673,151.2567,6033245.0
2021-04-26,150.9734,151.1562,149.6484,149.9774,6027788.0
2021-04-27,149.6484,149.7855,148.4696,149.1184,6217651.0
2021-04-28,148.8259,149.1366,147.7202,148.0218,7448016.0
2021-04-29,147.9487,150.1053,147.8664,150.0505,6394287.0
2021-04-30,150.0048,150.1693,148.5152,148.7071,9079081.0
2021-05-01,150.0048,150.1693,148.5152,148.7071,9079081.0
