,ATO US Equity,ATO US Equity,ATO US Equity,ATO US Equity,ATO US Equity
,PX_OPEN,PX_HIGH,PX_LOW,PX_LAST,PX_VOLUME
2020-02-27,100.891,102.1096,96.7658,96.7658,1163007.0
2020-02-28,94.6265,95.3757,91.8282,93.2003,2349523.0
2020-02-29,94.6265,95.3757,91.8282,93.2003,2349523.0
2020-03-01,94.6265,95.3757,91.8282,93.2003,2349523.0
2020-03-02,93.6155,97.7678,93.2544,97.3887,1877489.0
2020-03-03,97.1449,98.7246,95.4028,96.1701,1146661.0
2020-03-04,97.4338,102.1367,97.4338,101.911,1106307.0
2020-03-05,100.214,101.0083,99.4648,100.3133,1204571.0
2020-03-06,97.1269,100.8007,96.1339,100.4216,1557789.0
2020-03-07,97.1269,100.8007,96.1339,100.4216,1557789.0
2020-03-08,97.1269,100.8007,96.1339,100.4216,1557789.0
2020-03-09,96.6846,97.0094,93.2725,94.8973,1519812.0
2020-03-10,96.4589,96.8651,91.3137,95.1681,1418547.0
2020-03-11,93.1551,93.8141,90.745,92.8392,1312461.0
2020-03-12,86.7733,92.7309,81.7003,85.4644,1666467.0
2020-03-13,89.1924,90.8714,84.4444,90.8714,1462950.0
2020-03-14,89.1924,90.8714,84.4444,90.8714,1462950.0
2020-03-15,89.1924,90.8714,84.4444,90.8714,1462950.0
2020-03-16,83.8306,88.4432,82.2961,84.5618,1546175.0
2020-03-17,86.8365,97.7858,86.4664,97.5692,1887740.0
2020-03-18,92.6497,99.2391,85.988,95.5382,1574444.0
2020-03-19,96.0256,96.0256,83.2078,88.9216,1472872.0
2020-03-20,89.2286,89.373,77.2321,77.8098,1884038.0
2020-03-21,89.2286,89.373,77.2321,77.8098,1884038.0
2020-03-22,89.2286,89.373,77.2321,77.8098,1884038.0
2020-03-23,77.196,77.2411,70.3357,72.6646,1491753.0
2020-03-24,75.1018,80.6081,73.3027,79.9672,1351918.0
2020-03-25,79.3714,84.6611,71.7439,81.5108,1183549.0
2020-03-26,81.4115,87.6308,81.4115,86.8997,810136.0
2020-03-27,83.7494,90.6457,82.3322,87.9287,879585.0
2020-03-28,83.7494,90.6457,82.3322,87.9287,879585.0
2020-03-29,83.7494,90.6457,82.3322,87.9287,879585.0
2020-03-30,88.9307,93.3176,88.3349,92.8121,1058029.0
2020-03-31,91.747,92.3066,88.9668,89.5716,944581.0
2020-04-01,86.2949,90.2892,83.3432,85.4283,999531.0
2020-04-02,84.4173,88.9848,84.4173,87.8926,565396.0
2020-04-03,86.5837,87.703,83.957,84.995,684213.0
2020-04-04,86.5837,87.703,83.957,84.995,684213.0
2020-04-05,86.5837,87.703,83.957,84.995,684213.0
2020-04-06,88.2988,94.7348,88.1047,93.5433,794880.0
2020-04-07,95.6465,95.6465,88.5335,88.8404,1084995.0
2020-04-08,89.6348,93.3537,88.2537,92.6587,822044.0
2020-04-09,93.8412,97.858,93.3447,94.9605,1263840.0
2020-04-10,93.8412,97.858,93.3447,94.9605,1263840.0
2020-04-11,93.8412,97.858,93.3447,94.9605,1263840.0
2020-04-12,93.8412,97.858,93.3447,94.9605,1263840.0
2020-04-13,93.9044,94.5994,91.8914,93.2183,639662.0
2020-04-14,95.3938,98.0747,94.2113,97.5872,791123.0
2020-04-15,95.8722,97.1449,95.141,95.9985,819457.0
2020-04-16,96.2603,96.859,93.5613,94.8612,622022.0
2020-04-17,96.2693,100.5029,95.4389,99.9251,1061125.0
2020-04-18,96.2693,100.5029,95.4389,99.9251,1061125.0
2020-04-19,96.2693,100.5029,95.4389,99.9251,1061125.0
2020-04-20,98.2913,98.7606,92.1803,92.5504,764753.0
2020-04-21,90.7811,93.2274,90.5284,90.9797,574960.0
2020-04-22,92.758,93.2003,91.5303,92.3608,514261.0
2020-04-23,93.1371,93.2183,90.6457,91.4672,875200.0
2020-04-24,92.6497,94.5272,91.3137,94.2474,881766.0
2020-04-25,92.6497,94.5272,91.3137,94.2474,881766.0
2020-04-26,92.6497,94.5272,91.3137,94.2474,881766.0
2020-04-27,94.8341,95.7729,93.6426,95.2764,730498.0
2020-04-28,96.3686,97.4157,94.798,96.7207,917410.0
2020-04-29,98.6253,98.6253,94.1029,94.6536,735325.0
2020-04-30,94.3015,94.7709,91.422,92.0449,1322178.0
2020-05-01,91.2686,91.2686,89.2015,90.3569,626937.0
2020-05-02,91.2686,91.2686,89.2015,90.3569,626937.0
2020-05-03,91.2686,91.2686,89.2015,90.3569,626937.0
2020-05-04,89.9687,91.1512,89.0661,90.9436,885250.0
2020-05-05,91.747,92.9295,91.2686,91.8643,952831.0
2020-05-06,92.2073,92.2073,86.7372,87.1524,1122310.0
2020-05-07,88.5786,91.4311,86.7462,86.999,1119002.0
2020-05-08,87.9107,88.3439,86.8004,87.8565,868230.0
2020-05-09,87.9107,88.3439,86.8004,87.8565,868230.0
2020-05-10,87.9107,88.3439,86.8004,87.8565,868230.0
2020-05-11,87.2066,88.1634,85.4283,87.36,1321682.0
2020-05-12,87.5947,88.0133,86.5747,86.9899,951052.0
2020-05-13,86.5567,87.2246,85.672,87.0531,865122.0
2020-05-14,86.0421,86.4483,83.5056,85.654,991376.0
2020-05-15,84.968,86.4303,82.3909,85.8526,3166359.0
2020-05-16,84.968,86.4303,82.3909,85.8526,3166359.0
2020-05-17,84.968,86.4303,82.3909,85.8526,3166359.0
2020-05-18,88.9036,89.5986,87.861,88.9307,793171.0
2020-05-19,88.2898,89.8604,86.8726,86.9268,798995.0
2020-05-20,88.2898,90.5645,87.9919,89.734,1128648.0
2020-05-21,89.382,90.2982,88.1815,88.2627,642265.0
2020-05-22,88.4397,89.3296,88.3398,89.2842,602609.0
2020-05-23,88.4397,89.3296,88.3398,89.2842,602609.0
2020-05-24,88.4397,89.3296,88.3398,89.2842,602609.0
2020-05-25,88.4397,89.3296,88.3398,89.2842,602609.0
2020-05-26,90.4101,91.1546,88.4306,88.6213,611845.0
2020-05-27,90.283,90.4464,88.131,90.056,771994.0
2020-05-28,91.6177,93.1432,91.477,92.326,810563.0
2020-05-29,91.6994,94.4235,91.3181,93.3248,3602051.0
2020-05-30,91.6994,94.4235,91.3181,93.3248,3602051.0
2020-05-31,91.6994,94.4235,91.3181,93.3248,3602051.0
2020-06-01,93.6971,94.3145,92.6801,93.4791,861325.0
2020-06-02,94.142,94.2328,92.9071,93.7515,718905.0
2020-06-03,94.142,96.0397,93.8151,95.1226,785499.0
2020-06-04,94.3962,94.9864,92.4713,94.6323,1876465.0
2020-06-05,95.1589,95.955,94.4098,94.9138,1391559.0
2020-06-06,95.1589,95.955,94.4098,94.9138,1391559.0
2020-06-07,95.1589,95.955,94.4098,94.9138,1391559.0
2020-06-08,94.7957,96.6935,93.7788,96.2758,838211.0
2020-06-09,95.5494,95.5494,93.4519,94.7231,628748.0
2020-06-10,94.4053,95.4949,93.8514,94.1965,570118.0
2020-06-11,92.6165,93.1613,89.2842,90.1377,1073538.0
2020-06-12,92.3532,92.3532,89.8653,91.191,946229.0
2020-06-13,92.3532,92.3532,89.8653,91.191,946229.0
2020-06-14,92.3532,92.3532,89.8653,91.191,946229.0
2020-06-15,89.2024,92.3895,88.7303,91.7812,1540292.0
2020-06-16,94.1329,95.1771,92.2352,92.8526,1206721.0
2020-06-17,93.0615,93.3339,91.2772,91.872,569926.0
2020-06-18,91.1002,92.7981,91.1002,92.1171,564441.0
2020-06-19,93.4973,93.806,90.3284,90.5463,2060097.0
2020-06-20,93.4973,93.806,90.3284,90.5463,2060097.0
2020-06-21,93.4973,93.806,90.3284,90.5463,2060097.0
2020-06-22,90.0196,91.3181,89.3477,90.9095,670384.0
2020-06-23,91.9446,92.1807,89.4294,89.7472,1040050.0
2020-06-24,89.0027,89.9288,88.1219,89.8562,1549079.0
2020-06-25,89.4022,89.602,86.5329,88.1401,1119886.0
2020-06-26,88.2127,89.2478,87.2593,88.4942,2046626.0
2020-06-27,88.2127,89.2478,87.2593,88.4942,2046626.0
2020-06-28,88.2127,89.2478,87.2593,88.4942,2046626.0
2020-06-29,89.0844,89.493,87.8813,89.3296,725958.0
2020-06-30,89.4022,91.082,89.2024,90.4192,926597.0
2020-07-01,90.5735,92.0173,90.5735,91.427,606204.0
2020-07-02,91.881,92.7709,91.5814,91.872,405843.0
2020-07-03,91.881,92.7709,91.5814,91.872,405843.0
2020-07-04,91.881,92.7709,91.5814,91.872,405843.0
2020-07-05,91.881,92.7709,91.5814,91.872,405843.0
2020-07-06,92.7073,93.4156,91.4634,91.9265,730007.0
2020-07-07,91.1365,91.7721,90.5009,90.8641,654994.0
2020-07-08,90.8187,91.1274,89.611,90.2376,619207.0
2020-07-09,89.6383,89.7109,88.1491,88.703,818959.0
2020-07-10,88.703,90.5554,88.5805,89.9742,498346.0
2020-07-11,88.703,90.5554,88.5805,89.9742,498346.0
2020-07-12,88.703,90.5554,88.5805,89.9742,498346.0
2020-07-13,90.4282,91.418,89.9107,90.519,743226.0
2020-07-14,90.5735,91.7403,90.0741,91.191,764351.0
2020-07-15,92.0536,92.9525,91.2273,91.3816,667749.0
2020-07-16,91.3726,92.0082,90.8822,91.2999,555708.0
2020-07-17,91.7358,92.3078,91.2182,91.763,645504.0
2020-07-18,91.7358,92.3078,91.2182,91.763,645504.0
2020-07-19,91.7358,92.3078,91.2182,91.763,645504.0
2020-07-20,91.536,91.9946,90.3284,90.628,919975.0
2020-07-21,91.1819,92.9071,90.6916,92.7527,681254.0
2020-07-22,92.4622,94.7503,91.9446,94.4598,697377.0
2020-07-23,94.4779,94.8865,93.4791,94.1601,800615.0
2020-07-24,94.5778,95.1589,93.0524,93.5245,648822.0
2020-07-25,94.5778,95.1589,93.0524,93.5245,648822.0
2020-07-26,94.5778,95.1589,93.0524,93.5245,648822.0
2020-07-27,93.5064,94.1965,92.8072,93.1341,641421.0
2020-07-28,92.7981,95.4677,92.7981,94.9773,819074.0
2020-07-29,95.3678,96.2304,95.3678,95.9398,910405.0
2020-07-30,95.168,96.0397,95.0681,95.7219,566126.0
2020-07-31,95.6311,96.8569,95.0137,96.2395,1333353.0
2020-08-01,95.6311,96.8569,95.0137,96.2395,1333353.0
2020-08-02,95.6311,96.8569,95.0137,96.2395,1333353.0
2020-08-03,95.8944,95.9308,94.4779,95.622,543691.0
2020-08-04,94.5506,95.8944,94.5415,95.168,754611.0
2020-08-05,95.1589,96.2304,93.7515,94.1511,1048191.0
2020-08-06,96.3394,96.3394,93.8423,95.0681,717668.0
2020-08-07,94.3327,96.8024,94.3327,95.9852,567517.0
2020-08-08,94.3327,96.8024,94.3327,95.9852,567517.0
2020-08-09,94.3327,96.8024,94.3327,95.9852,567517.0
2020-08-10,96.639,97.1747,95.8699,96.2849,560973.0
2020-08-11,96.8569,96.8569,93.7969,94.0058,695847.0
2020-08-12,94.5233,96.2486,94.4779,95.3042,875962.0
2020-08-13,94.8502,95.4132,94.2873,94.9955,658159.0
2020-08-14,95.0954,95.5403,93.9967,94.8865,986079.0
2020-08-15,95.0954,95.5403,93.9967,94.8865,986079.0
2020-08-16,95.0954,95.5403,93.9967,94.8865,986079.0
2020-08-17,94.8956,95.4041,94.4144,94.5415,1075202.0
2020-08-18,94.2963,94.6959,93.4701,93.5245,846756.0
2020-08-19,93.7788,94.1692,92.8889,93.1977,1088111.0
2020-08-20,92.8072,93.5336,92.2624,92.3441,811701.0
2020-08-21,92.3944,92.4126,90.4767,92.0839,1912355.0
2020-08-22,92.3944,92.4126,90.4767,92.0839,1912355.0
2020-08-23,92.3944,92.4126,90.4767,92.0839,1912355.0
2020-08-24,92.1022,93.0701,90.9424,93.061,543265.0
2020-08-25,93.3623,93.3623,91.0611,91.7186,463635.0
2020-08-26,91.4264,91.4264,89.9471,90.6776,570613.0
2020-08-27,91.1525,91.4812,89.9745,90.3854,580888.0
2020-08-28,90.7598,90.9972,89.5453,90.9333,582371.0
2020-08-29,90.7598,90.9972,89.5453,90.9333,582371.0
2020-08-30,90.7598,90.9972,89.5453,90.9333,582371.0
2020-08-31,90.8694,91.5086,90.5132,91.1525,636807.0
2020-09-01,90.7872,90.7872,88.7006,88.97,838958.0
2020-09-02,89.043,90.4311,88.7268,89.8832,1160063.0
2020-09-03,90.358,91.2529,88.9243,89.5727,909800.0
2020-09-04,89.9471,90.0658,88.0933,88.7782,788913.0
2020-09-05,89.9471,90.0658,88.0933,88.7782,788913.0
2020-09-06,89.9471,90.0658,88.0933,88.7782,788913.0
2020-09-07,89.9471,90.0658,88.0933,88.7782,788913.0
2020-09-08,89.1526,89.1526,86.8606,87.7737,939294.0
2020-09-09,88.2942,89.2257,87.9564,88.2577,681748.0
2020-09-10,88.0751,88.0751,86.0752,86.0844,645545.0
2020-09-11,86.3492,86.3492,84.6964,85.1164,681630.0
2020-09-12,86.3492,86.3492,84.6964,85.1164,681630.0
2020-09-13,86.3492,86.3492,84.6964,85.1164,681630.0
2020-09-14,85.8013,86.0205,84.9612,85.2169,772965.0
2020-09-15,85.5091,86.3766,83.9202,84.3311,1081054.0
2020-09-16,84.4681,86.2898,84.1119,85.7374,1320225.0
2020-09-17,85.6826,86.0113,84.8881,85.3082,690052.0
2020-09-18,85.0982,85.5365,83.8243,84.0115,1570686.0
2020-09-19,85.0982,85.5365,83.8243,84.0115,1570686.0
2020-09-20,85.0982,85.5365,83.8243,84.0115,1570686.0
2020-09-21,83.3175,84.4498,82.628,84.258,1218733.0
2020-09-22,84.3128,86.1026,84.2215,85.5821,929879.0
2020-09-23,85.4543,85.9839,84.669,84.8059,856849.0
2020-09-24,84.7511,86.0387,84.4772,85.4634,716166.0
2020-09-25,85.1347,87.2167,84.8243,86.9793,956852.0
2020-09-26,85.1347,87.2167,84.8243,86.9793,956852.0
2020-09-27,85.1347,87.2167,84.8243,86.9793,956852.0
2020-09-28,87.0249,87.445,86.4314,86.7875,550196.0
2020-09-29,86.9062,87.6002,86.6505,86.8423,927265.0
2020-09-30,87.4998,87.6185,86.4679,87.2898,691027.0
2020-10-01,87.308,87.9746,86.5866,87.1802,1124637.0
2020-10-02,86.7053,88.5773,86.3766,87.6824,1090709.0
2020-10-03,86.7053,88.5773,86.3766,87.6824,1090709.0
2020-10-04,86.7053,88.5773,86.3766,87.6824,1090709.0
2020-10-05,88.2029,88.2029,86.7008,86.9519,1040800.0
2020-10-06,87.0797,89.3754,87.0797,88.5591,862963.0
2020-10-07,88.6412,88.9609,87.3172,88.0112,955254.0
2020-10-08,88.3034,88.833,87.8468,88.3856,989863.0
2020-10-09,88.9426,89.3079,87.655,88.1299,1258787.0
2020-10-10,88.9426,89.3079,87.655,88.1299,1258787.0
2020-10-11,88.9426,89.3079,87.655,88.1299,1258787.0
2020-10-12,87.9472,88.8239,87.7627,88.2212,896682.0
2020-10-13,87.9564,88.0545,86.1209,87.1254,669440.0
2020-10-14,87.0432,87.7098,86.2853,86.7875,682471.0
2020-10-15,86.2122,87.1528,85.3205,86.2944,967601.0
2020-10-16,86.1757,86.8149,85.3082,86.2853,923163.0
2020-10-17,86.1757,86.8149,85.3082,86.2853,923163.0
2020-10-18,86.1757,86.8149,85.3082,86.2853,923163.0
2020-10-19,86.5318,86.7601,85.7465,86.057,557122.0
2020-10-20,86.2122,86.4725,85.0205,86.0935,658159.0
2020-10-21,86.0935,88.486,85.8652,87.2441,1079470.0
2020-10-22,87.2624,88.6686,87.0706,88.2486,808405.0
2020-10-23,88.8147,89.664,88.5408,89.2074,593402.0
2020-10-24,88.8147,89.664,88.5408,89.2074,593402.0
2020-10-25,88.8147,89.664,88.5408,89.2074,593402.0
2020-10-26,88.7508,89.317,88.2668,89.0156,768047.0
2020-10-27,89.18,89.6457,88.6047,88.6412,704043.0
2020-10-28,87.7281,88.2554,84.5776,84.6416,837575.0
2020-10-29,84.3768,85.2625,82.7878,84.0845,704148.0
2020-10-30,83.6188,84.2124,83.144,83.7101,1482966.0
2020-10-31,83.6188,84.2124,83.144,83.7101,1482966.0
2020-11-01,83.6188,84.2124,83.144,83.7101,1482966.0
2020-11-02,84.4772,87.2989,84.3494,87.2167,865834.0
2020-11-03,88.3034,89.8512,88.0569,89.1526,759473.0
2020-11-04,88.5773,90.0293,87.1957,87.2898,672227.0
2020-11-05,88.2303,89.0796,86.3127,86.7693,673389.0
2020-11-06,87.171,87.3848,85.2169,85.5091,507233.0
2020-11-07,87.171,87.3848,85.2169,85.5091,507233.0
2020-11-08,87.171,87.3848,85.2169,85.5091,507233.0
2020-11-09,89.4905,90.9607,88.244,89.2987,808473.0
2020-11-10,89.7097,94.0107,89.4174,93.5541,1369282.0
2020-11-11,93.7641,93.7641,91.1525,91.9926,1077297.0
2020-11-12,91.2164,91.9834,88.9882,90.148,1243232.0
2020-11-13,90.7963,93.8189,90.6228,93.2893,958270.0
2020-11-14,90.7963,93.8189,90.6228,93.2893,958270.0
2020-11-15,90.7963,93.8189,90.6228,93.2893,958270.0
2020-11-16,94.5768,94.659,92.1387,92.4857,1641787.0
2020-11-17,91.8282,92.6044,91.2164,91.3625,1159426.0
2020-11-18,91.8739,92.0748,87.5089,87.8194,1152365.0
2020-11-19,88.1664,88.3856,84.9612,86.8423,1375213.0
2020-11-20,86.9428,88.0842,86.1666,87.3628,1458136.0
2020-11-21,86.9428,88.0842,86.1666,87.3628,1458136.0
2020-11-22,86.9428,88.0842,86.1666,87.3628,1458136.0
2020-11-23,87.8103,88.7234,87.6459,88.4495,935384.0
2020-11-24,89.3079,92.5039,89.0522,91.5725,1490522.0
2020-11-25,91.7004,91.7004,89.8192,90.7781,795179.0
2020-11-26,91.7004,91.7004,89.8192,90.7781,795179.0
2020-11-27,90.7183,90.9848,88.8069,88.9723,307881.0
2020-11-28,90.7183,90.9848,88.8069,88.9723,307881.0
2020-11-29,90.7183,90.9848,88.8069,88.9723,307881.0
2020-11-30,88.9999,89.3721,87.548,88.1177,2098186.0
2020-12-01,88.3934,89.4868,88.3934,88.8069,1030099.0
2020-12-02,88.6783,89.2388,86.675,88.3934,1020371.0
2020-12-03,88.3934,89.0321,87.7779,88.6966,822885.0
2020-12-04,89.101,90.0659,87.9523,89.3858,1123931.0
2020-12-05,89.101,90.0659,87.9523,89.3858,1123931.0
2020-12-06,89.101,90.0659,87.9523,89.3858,1123931.0
2020-12-07,89.0275,90.2864,89.0275,89.3675,769643.0
2020-12-08,89.1561,90.2864,88.9356,89.6799,705092.0
2020-12-09,89.7534,90.1302,89.0458,89.8269,706985.0
2020-12-10,89.9648,90.3553,89.0458,90.2129,857705.0
2020-12-11,90.2497,91.2237,89.9648,91.04,1100930.0
2020-12-12,90.2497,91.2237,89.9648,91.04,1100930.0
2020-12-13,90.2497,91.2237,89.9648,91.04,1100930.0
2020-12-14,91.7292,92.8778,91.334,91.4443,1074745.0
2020-12-15,91.9773,93.9714,91.7383,93.4384,1351362.0
2020-12-16,93.227,93.4384,91.2054,91.2973,847694.0
2020-12-17,91.4902,92.6113,91.0216,91.0583,795537.0
2020-12-18,91.1962,91.6143,87.0977,87.4009,2442967.0
2020-12-19,91.1962,91.6143,87.0977,87.4009,2442967.0
2020-12-20,91.1962,91.6143,87.0977,87.4009,2442967.0
2020-12-21,86.4912,87.4285,83.9457,84.5614,1468139.0
2020-12-22,84.6992,85.3425,84.1479,84.8463,837856.0
2020-12-23,85.0484,85.9214,84.4695,84.5706,634687.0
2020-12-24,84.8279,85.2782,84.1479,85.2506,331721.0
2020-12-25,84.8279,85.2782,84.1479,85.2506,331721.0
2020-12-26,84.8279,85.2782,84.1479,85.2506,331721.0
2020-12-27,84.8279,85.2782,84.1479,85.2506,331721.0
2020-12-28,85.3976,86.5647,85.1311,85.8387,529445.0
2020-12-29,86.0133,86.6106,85.076,85.609,706584.0
2020-12-30,85.8939,87.3366,85.514,85.9306,947086.0
2020-12-31,85.7101,87.7501,85.4785,87.695,631518.0
2021-01-01,85.7101,87.7501,85.4785,87.695,631518.0
2021-01-02,85.7101,87.7501,85.4785,87.695,631518.0
2021-01-03,85.7101,87.7501,85.4785,87.695,631518.0
2021-01-04,87.6674,88.1453,86.1052,86.4085,1106745.0
2021-01-05,86.629,86.7117,84.543,85.1036,861986.0
2021-01-06,85.5263,86.4728,84.9841,86.1144,810183.0
2021-01-07,86.1236,86.1787,82.1446,82.4938,994089.0
2021-01-08,82.7051,82.9165,81.1705,82.0251,1054351.0
2021-01-09,82.7051,82.9165,81.1705,82.0251,1054351.0
2021-01-10,82.7051,82.9165,81.1705,82.0251,1054351.0
2021-01-11,81.7494,82.6867,80.2515,80.564,924693.0
2021-01-12,80.4077,81.4645,79.8058,80.518,978398.0
2021-01-13,80.5272,81.4311,80.4721,81.2899,841278.0
2021-01-14,81.9056,81.9056,80.1321,80.5364,581227.0
2021-01-15,80.564,82.8154,80.1965,82.7327,987219.0
2021-01-16,80.564,82.8154,80.1965,82.7327,987219.0
2021-01-17,80.564,82.8154,80.1965,82.7327,987219.0
2021-01-18,80.564,82.8154,80.1965,82.7327,987219.0
2021-01-19,83.0911,83.5781,82.3651,82.7786,1399558.0
2021-01-20,82.99,84.1111,82.3835,82.7878,1223469.0
2021-01-21,82.3192,82.8613,81.8964,82.1997,709767.0
2021-01-22,82.0159,82.6086,80.8488,81.8689,593787.0
2021-01-23,82.0159,82.6086,80.8488,81.8689,593787.0
2021-01-24,82.0159,82.6086,80.8488,81.8689,593787.0
2021-01-25,81.6024,84.056,81.2624,83.1094,1333757.0
2021-01-26,83.4219,84.1479,82.5433,83.5781,849645.0
2021-01-27,83.0176,84.543,82.9808,83.4678,1138183.0
2021-01-28,83.6424,84.2949,80.8305,81.391,1797969.0
2021-01-29,80.9132,82.7786,80.5823,81.7862,3088829.0
2021-01-30,80.9132,82.7786,80.5823,81.7862,3088829.0
2021-01-31,80.9132,82.7786,80.5823,81.7862,3088829.0
2021-02-01,81.8413,82.4019,80.9132,81.4645,1069579.0
2021-02-02,81.6943,83.0451,80.8305,81.4737,757726.0
2021-02-03,81.5564,81.9489,79.6818,79.9942,1026389.0
2021-02-04,80.371,81.6299,79.9758,81.584,1370420.0
2021-02-05,81.9608,82.2089,81.3267,81.8321,696310.0
2021-02-06,81.9608,82.2089,81.3267,81.8321,696310.0
2021-02-07,81.9608,82.2089,81.3267,81.8321,696310.0
2021-02-08,81.9608,82.5305,81.4094,81.8597,886738.0
2021-02-09,81.9148,82.3651,81.1245,82.3375,666728.0
2021-02-10,82.8613,84.6625,82.5673,84.4052,1136335.0
2021-02-11,83.7343,84.5522,82.9808,83.6608,865537.0
2021-02-12,83.6241,84.3408,82.8521,83.67,767149.0
2021-02-13,83.6241,84.3408,82.8521,83.67,767149.0
2021-02-14,83.6241,84.3408,82.8521,83.67,767149.0
2021-02-15,83.6241,84.3408,82.8521,83.67,767149.0
2021-02-16,83.477,84.0743,82.9624,83.7435,722159.0
2021-02-17,83.863,85.3792,83.5276,84.9382,979277.0
2021-02-18,85.0668,86.6566,85.0668,86.096,854250.0
2021-02-19,85.9341,87.0813,85.3051,86.554,2129968.0
2021-02-20,85.9341,87.0813,85.3051,86.554,2129968.0
2021-02-21,85.9341,87.0813,85.3051,86.554,2129968.0
2021-02-22,83.2605,84.1672,81.9561,82.7147,2185496.0
2021-02-23,83.6398,85.0367,82.613,82.9183,997212.0
2021-02-24,83.2143,83.3695,81.9284,82.0301,1002115.0
2021-02-25,82.2244,83.4918,81.4843,81.6231,927883.0
2021-02-26,81.7619,81.9929,78.2557,78.2742,1414089.0
2021-02-27,81.7619,81.9929,78.2557,78.2742,1414089.0
2021-02-28,81.7619,81.9929,78.2557,78.2742,1414089.0
2021-03-01,79.1993,80.4204,79.1808,79.3288,755136.0
2021-03-02,79.4861,80.8922,79.3751,80.7072,1057939.0
2021-03-03,81.1883,82.761,80.4389,81.8266,1117914.0
2021-03-04,83.1865,84.3429,81.9006,82.2429,1376918.0
2021-03-05,82.2707,85.7029,82.2707,84.8425,1691615.0
2021-03-06,82.2707,85.7029,82.2707,84.8425,1691615.0
2021-03-07,82.2707,85.7029,82.2707,84.8425,1691615.0
2021-03-08,85.1108,85.3143,82.9645,84.7777,1078816.0
