,ATO US Equity,ATO US Equity,ATO US Equity,ATO US Equity,ATO US Equity
,PX_OPEN,PX_HIGH,PX_LOW,PX_LAST,PX_VOLUME
2021-03-09,83.3993,84.5095,82.576,82.65,920630.0
2021-03-10,83.131,84.2782,82.3909,84.0099,881630.0
2021-03-11,83.3716,83.9081,82.8072,83.1495,684256.0
2021-03-12,83.9266,85.083,83.5288,84.5742,762328.0
2021-03-13,83.9266,85.083,83.5288,84.5742,762328.0
2021-03-14,83.9266,85.083,83.5288,84.5742,762328.0
2021-03-15,85.1015,86.3042,84.75,86.2117,749288.0
2021-03-16,85.8879,87.0073,85.7491,86.776,993819.0
2021-03-17,86.8315,87.4652,85.4161,85.5086,786147.0
2021-03-18,85.3328,86.776,84.7745,86.5262,779224.0
2021-03-19,86.5262,87.7936,85.9064,87.0443,1945837.0
2021-03-20,86.5262,87.7936,85.9064,87.0443,1945837.0
2021-03-21,86.5262,87.7936,85.9064,87.0443,1945837.0
2021-03-22,86.702,87.1183,85.1108,86.5355,1026764.0
2021-03-23,86.0359,87.4051,85.9156,87.1275,750888.0
2021-03-24,87.2848,89.1813,86.8963,88.6725,847504.0
2021-03-25,89.1258,90.1342,88.0897,89.8104,746793.0
2021-03-26,89.8566,90.0232,88.2839,89.9584,654730.0
2021-03-27,89.8566,90.0232,88.2839,89.9584,654730.0
2021-03-28,89.8566,90.0232,88.2839,89.9584,654730.0
2021-03-29,89.9861,91.4571,89.8011,91.4478,973382.0
2021-03-30,91.1148,91.7994,90.1897,91.4848,931776.0
2021-03-31,90.8835,91.8133,89.6901,91.4478,1142806.0
2021-04-01,91.1888,91.4571,89.8104,90.8835,689220.0
2021-04-02,91.1888,91.4571,89.8104,90.8835,689220.0
2021-04-03,91.1888,91.4571,89.8104,90.8835,689220.0
2021-04-04,91.1888,91.4571,89.8104,90.8835,689220.0
2021-04-05,90.8095,91.7716,90.2914,91.2351,513658.0
2021-04-06,90.9853,91.1842,90.1897,90.902,731602.0
2021-04-07,90.5875,91.4663,89.9769,90.8743,563523.0
2021-04-08,91.2813,91.4571,90.4117,90.9575,848385.0
2021-04-09,91.4016,91.9705,90.976,91.7069,543230.0
2021-04-10,91.4016,91.9705,90.976,91.7069,543230.0
2021-04-11,91.4016,91.9705,90.976,91.7069,543230.0
2021-04-12,92.1602,92.7707,91.7716,91.9196,479283.0
2021-04-13,92.0584,92.891,91.4756,91.6699,740180.0
2021-04-14,91.4293,92.9141,91.3461,92.632,575300.0
2021-04-15,92.5117,93.7514,92.3359,93.7329,651548.0
2021-04-16,94.0937,94.5007,93.002,94.1954,868440.0
2021-04-17,94.0937,94.5007,93.002,94.1954,868440.0
2021-04-18,94.0937,94.5007,93.002,94.1954,868440.0
2021-04-19,94.6487,94.6487,93.6589,94.2139,968981.0
2021-04-20,94.4915,96.8875,94.362,96.758,798184.0
2021-04-21,96.7673,97.1281,95.6294,95.6479,1141095.0
2021-04-22,95.6479,96.1567,95.4166,95.6571,474963.0
2021-04-23,95.9994,96.4527,95.4073,95.6109,374863.0
2021-04-24,95.9994,96.4527,95.4073,95.6109,374863.0
2021-04-25,95.9994,96.4527,95.4073,95.6109,374863.0
2021-04-26,95.7959,95.7959,94.2879,94.7412,591238.0
2021-04-27,94.8245,94.8245,93.7144,93.8809,530710.0
2021-04-28,93.9827,94.3851,92.7337,92.7893,851791.0
2021-04-29,93.6219,94.6025,93.113,94.5285,1108879.0
2021-04-30,94.7412,95.9439,94.399,95.8329,863686.0
2021-05-01,94.7412,95.9439,94.399,95.8329,863686.0
2021-05-02,94.7412,95.9439,94.399,95.8329,863686.0
2021-05-03,95.8329,96.943,95.685,96.0179,777891.0
2021-05-04,96.1752,96.4527,95.0188,95.7959,650732.0
2021-05-05,95.139,95.2871,93.5108,94.8523,596985.0
2021-05-06,94.991,96.425,94.7042,95.6109,745413.0
2021-05-07,95.2871,95.9809,95.0373,95.2871,696717.0
2021-05-08,95.2871,95.9809,95.0373,95.2871,696717.0
2021-05-09,95.2871,95.9809,95.0373,95.2871,696717.0
2021-05-10,95.8051,96.9153,95.3148,95.7589,1023284.0
2021-05-11,96.1382,96.3787,93.1362,93.7236,718728.0
2021-05-12,94.0937,94.1122,91.7254,91.8179,835215.0
2021-05-13,91.3461,93.5987,90.9575,93.076,549601.0
2021-05-14,93.2981,94.0243,92.669,92.9373,668666.0
2021-05-15,93.2981,94.0243,92.669,92.9373,668666.0
2021-05-16,93.2981,94.0243,92.669,92.9373,668666.0
2021-05-17,92.8078,93.0298,91.1148,91.1333,849393.0
2021-05-18,90.5967,92.1139,90.1249,91.7161,938270.0
2021-05-19,91.7624,91.8549,90.2914,90.7632,655011.0
2021-05-20,90.5505,91.5866,90.495,90.9575,530357.0
2021-05-21,91.3253,91.9212,90.1615,91.4091,1834116.0
2021-05-22,91.3253,91.9212,90.1615,91.4091,1834116.0
2021-05-23,91.3253,91.9212,90.1615,91.4091,1834116.0
2021-05-24,91.586,92.1912,91.4975,91.6418,632512.0
2021-05-25,91.5394,91.5394,90.4687,91.5115,547612.0
2021-05-26,91.5394,92.1912,91.0367,91.8187,737886.0
2021-05-27,91.9584,92.8522,91.856,92.3215,3236767.0
2021-05-28,92.5822,92.8894,92.0701,92.3308,636003.0
2021-05-29,92.5822,92.8894,92.0701,92.3308,636003.0
2021-05-30,92.5822,92.8894,92.0701,92.3308,636003.0
2021-05-31,92.5822,92.8894,92.0701,92.3308,636003.0
2021-06-01,92.5636,92.6287,91.977,92.5822,625079.0
2021-06-02,92.8708,94.3884,92.6101,93.5412,792738.0
2021-06-03,93.3363,94.5281,93.2805,94.2115,611009.0
2021-06-04,94.5094,94.6583,93.6063,93.7646,565147.0
2021-06-05,94.5094,94.6583,93.6063,93.7646,565147.0
2021-06-06,94.5094,94.6583,93.6063,93.7646,565147.0
2021-06-07,93.9601,94.1463,93.4946,94.0067,619328.0
2021-06-08,94.1743,94.2394,93.0198,93.3736,611979.0
2021-06-09,93.5412,94.2394,92.9174,94.1743,644368.0
2021-06-10,94.286,94.6863,94.0067,94.2394,523621.0
2021-06-11,94.3605,94.7701,93.7832,94.7701,575179.0
2021-06-12,94.3605,94.7701,93.7832,94.7701,575179.0
2021-06-13,94.3605,94.7701,93.7832,94.7701,575179.0
2021-06-14,94.7422,94.8167,93.7553,94.1277,755461.0
2021-06-15,93.9694,94.556,93.7274,93.9974,696566.0
2021-06-16,94.2115,94.5094,93.1967,93.6343,887349.0
2021-06-17,93.7087,94.3605,93.1129,93.3829,688519.0
2021-06-18,92.7405,92.7963,90.9343,91.1298,2080983.0
2021-06-19,92.7405,92.7963,90.9343,91.1298,2080983.0
2021-06-20,92.7405,92.7963,90.9343,91.1298,2080983.0
2021-06-21,91.5953,92.6474,91.3625,92.2098,895086.0
2021-06-22,91.856,92.4239,91.3718,91.6232,873345.0
2021-06-23,91.6232,91.6232,90.5339,90.6363,839869.0
2021-06-24,90.3756,90.8598,90.0684,90.7387,623450.0
2021-06-25,90.5339,92.1074,90.4222,92.1074,575460.0
2021-06-26,90.5339,92.1074,90.4222,92.1074,575460.0
2021-06-27,90.5339,92.1074,90.4222,92.1074,575460.0
2021-06-28,92.2005,92.2284,91.5208,91.9398,422435.0
2021-06-29,91.6418,91.8467,89.5377,89.7612,553276.0
2021-06-30,89.5563,90.115,89.0722,89.4818,617602.0
2021-07-01,89.7053,90.7481,89.007,90.2918,616925.0
2021-07-02,90.2918,90.5712,89.7442,90.4129,487012.0
2021-07-03,90.2918,90.5712,89.7442,90.4129,487012.0
2021-07-04,90.2918,90.5712,89.7442,90.4129,487012.0
2021-07-05,90.2918,90.5712,89.7442,90.4129,487012.0
2021-07-06,90.3105,90.5432,88.6439,90.385,653151.0
2021-07-07,90.1243,91.2508,89.8543,91.195,591840.0
2021-07-08,90.776,91.586,90.4687,90.925,427138.0
2021-07-09,91.4463,91.8281,90.4501,91.735,764734.0
2021-07-10,91.4463,91.8281,90.4501,91.735,764734.0
2021-07-11,91.4463,91.8281,90.4501,91.735,764734.0
2021-07-12,91.4091,92.6567,91.1391,92.5822,591671.0
2021-07-13,92.5077,92.9546,91.8467,91.9863,583961.0
2021-07-14,91.8746,92.8336,91.5022,92.5915,407380.0
2021-07-15,92.3681,94.0067,92.3029,93.867,573180.0
2021-07-16,94.1836,94.7422,93.7367,94.2581,627925.0
2021-07-17,94.1836,94.7422,93.7367,94.2581,627925.0
2021-07-18,94.1836,94.7422,93.7367,94.2581,627925.0
2021-07-19,94.1277,94.3419,90.776,92.126,1052988.0
2021-07-20,92.4705,93.3503,91.8676,92.6287,928862.0
2021-07-21,92.7684,93.2619,91.3998,91.4743,729412.0
2021-07-22,91.1205,91.847,90.7713,90.925,475134.0
2021-07-23,91.2415,92.6846,90.9994,92.5915,447903.0
2021-07-24,91.2415,92.6846,90.9994,92.5915,447903.0
2021-07-25,91.2415,92.6846,90.9994,92.5915,447903.0
2021-07-26,92.4146,92.8522,92.2377,92.6567,490536.0
2021-07-27,92.5822,94.407,92.2563,94.1277,400253.0
2021-07-28,94.2581,94.2767,92.5915,93.4294,494635.0
2021-07-29,93.5877,93.7087,92.275,93.2805,392879.0
2021-07-30,93.3922,93.895,91.4463,91.7908,1208538.0
2021-07-31,93.3922,93.895,91.4463,91.7908,1208538.0
2021-08-01,93.3922,93.895,91.4463,91.7908,1208538.0
2021-08-02,91.9398,93.1129,91.7908,92.6753,502730.0
2021-08-03,92.6194,93.2525,92.3122,92.8056,532595.0
2021-08-04,92.275,92.68,91.3067,92.5356,583910.0
2021-08-05,93.0012,94.3419,92.4239,94.3232,635721.0
2021-08-06,94.5001,94.8725,93.8298,93.9322,595213.0
2021-08-07,94.5001,94.8725,93.8298,93.9322,595213.0
2021-08-08,94.5001,94.8725,93.8298,93.9322,595213.0
2021-08-09,94.0346,94.4256,93.2432,94.1463,642734.0
2021-08-10,94.2487,94.4489,93.4574,93.9322,471433.0
2021-08-11,94.0719,94.407,93.6156,94.165,382310.0
2021-08-12,94.2674,94.3791,93.2432,93.6343,461942.0
2021-08-13,93.6436,94.7608,93.2619,94.4722,538289.0
2021-08-14,93.6436,94.7608,93.2619,94.4722,538289.0
2021-08-15,93.6436,94.7608,93.2619,94.4722,538289.0
2021-08-16,94.4908,95.2263,93.7646,94.0998,724028.0
2021-08-17,93.746,94.3698,93.2805,93.9881,820626.0
2021-08-18,94.1091,94.3419,91.7536,92.1632,701466.0
2021-08-19,92.2843,92.8429,91.5487,91.8374,721828.0
2021-08-20,91.486,92.8259,91.0269,92.5448,995541.0
2021-08-21,91.486,92.8259,91.0269,92.5448,995541.0
2021-08-22,91.486,92.8259,91.0269,92.5448,995541.0
2021-08-23,92.7041,92.8633,91.5047,91.6546,629347.0
2021-08-24,91.8514,92.3105,90.9285,91.9357,840121.0
2021-08-25,91.9264,91.9264,90.9707,91.3454,644054.0
2021-08-26,91.233,91.2939,90.4366,90.6052,399140.0
2021-08-27,90.7833,91.3923,90.5584,91.2424,345376.0
2021-08-28,90.7833,91.3923,90.5584,91.2424,345376.0
2021-08-29,90.7833,91.3923,90.5584,91.2424,345376.0
2021-08-30,91.2517,91.6359,90.9519,91.3267,366505.0
2021-08-31,91.158,91.5281,90.7645,91.3642,767267.0
2021-09-01,91.7952,92.3761,91.3923,92.0575,668367.0
2021-09-02,92.0763,92.3667,91.4579,92.1044,684143.0
2021-09-03,91.7952,92.0575,91.3267,91.3548,598542.0
2021-09-04,91.7952,92.0575,91.3267,91.3548,598542.0
2021-09-05,91.7952,92.0575,91.3267,91.3548,598542.0
2021-09-06,91.7952,92.0575,91.3267,91.3548,598542.0
2021-09-07,91.0925,91.2705,89.7901,90.0712,614783.0
2021-09-08,89.9775,92.0482,89.6308,91.4954,632285.0
2021-09-09,91.3829,91.3829,90.0993,90.1274,857030.0
2021-09-10,90.0899,90.274,87.1759,87.2509,906455.0
2021-09-11,90.0899,90.274,87.1759,87.2509,906455.0
2021-09-12,90.0899,90.274,87.1759,87.2509,906455.0
2021-09-13,87.7287,88.0286,86.1546,86.3701,905640.0
2021-09-14,86.52,86.9136,85.1149,85.5268,1030663.0
2021-09-15,85.3488,85.836,83.6221,83.9152,763324.0
2021-09-16,83.8216,84.6648,83.428,84.1026,627945.0
2021-09-17,83.7747,84.3181,83.4561,83.4749,1175329.0
2021-09-18,83.7747,84.3181,83.4561,83.4749,1175329.0
2021-09-19,83.7747,84.3181,83.4561,83.4749,1175329.0
2021-09-20,83.1376,84.1401,82.6129,83.5124,871630.0
2021-09-21,83.8028,84.618,83.1657,83.1844,875415.0
2021-09-22,83.503,83.9246,82.9689,83.1563,670548.0
2021-09-23,83.1188,83.756,82.4817,82.5754,448248.0
2021-09-24,82.819,83.6716,82.641,82.6597,530635.0
2021-09-25,82.819,83.6716,82.641,82.6597,530635.0
2021-09-26,82.819,83.6716,82.641,82.6597,530635.0
2021-09-27,82.7815,84.0183,81.957,82.06,743736.0
2021-09-28,82.4442,82.6035,80.3922,81.2261,715773.0
2021-09-29,81.2261,83.3718,81.0996,83.3062,1005493.0
2021-09-30,83.4936,83.737,82.388,82.641,1548966.0
2021-10-01,83.0813,83.6248,82.2662,83.1844,798405.0
2021-10-02,83.0813,83.6248,82.2662,83.1844,798405.0
2021-10-03,83.0813,83.6248,82.2662,83.1844,798405.0
2021-10-04,83.2594,85.3957,83.1422,84.8429,1013920.0
2021-10-05,84.9834,85.0584,84.0839,84.3369,811037.0
2021-10-06,83.9059,84.543,82.8658,84.4774,1177121.0
2021-10-07,83.5873,84.8803,83.5405,84.1026,981745.0
2021-10-08,84.2713,84.5711,83.9808,84.29,616278.0
2021-10-09,84.2713,84.5711,83.9808,84.29,616278.0
2021-10-10,84.2713,84.5711,83.9808,84.29,616278.0
2021-10-11,84.2151,84.7866,83.4749,83.4936,440466.0
2021-10-12,83.3718,83.9527,83.072,83.3718,468099.0
2021-10-13,82.9783,86.7918,82.5473,86.3889,1628918.0
2021-10-14,86.6606,88.0754,86.5388,88.0192,1045458.0
2021-10-15,88.1691,88.6938,87.101,87.1384,779724.0
2021-10-16,88.1691,88.6938,87.101,87.1384,779724.0
2021-10-17,88.1691,88.6938,87.101,87.1384,779724.0
2021-10-18,86.5481,86.9136,85.0021,85.3582,866035.0
2021-10-19,85.7423,87.0447,85.1052,87.026,631207.0
2021-10-20,87.3165,88.8531,86.998,88.5626,717357.0
2021-10-21,88.6376,88.8437,87.2696,87.5601,526277.0
2021-10-22,87.8693,88.3284,87.6397,88.1129,422035.0
2021-10-23,87.8693,88.3284,87.6397,88.1129,422035.0
2021-10-24,87.8693,88.3284,87.6397,88.1129,422035.0
2021-10-25,88.1691,88.75,87.2696,88.2628,464323.0
2021-10-26,88.2722,88.825,87.532,88.1035,433556.0
2021-10-27,88.2253,88.2253,85.9297,85.9953,765490.0
2021-10-28,85.8923,87.1384,85.7986,87.0354,474878.0
2021-10-29,86.9417,87.6163,85.9204,86.3139,1357906.0
2021-10-30,86.9417,87.6163,85.9204,86.3139,1357906.0
2021-10-31,86.9417,87.6163,85.9204,86.3139,1357906.0
2021-11-01,86.0703,87.3258,85.6674,87.1759,472352.0
2021-11-02,87.6725,87.9255,86.4451,87.8786,666012.0
2021-11-03,87.8786,88.7781,86.8667,87.4757,755749.0
2021-11-04,87.4757,88.1504,86.8855,87.7287,665958.0
2021-11-05,88.2815,89.0733,87.8318,88.066,469195.0
2021-11-06,88.2815,89.0733,87.8318,88.066,469195.0
2021-11-07,88.2815,89.0733,87.8318,88.066,469195.0
2021-11-08,88.0286,88.141,86.2577,87.1103,481786.0
2021-11-09,87.0728,87.7381,86.9791,87.2696,677639.0
2021-11-10,87.5226,88.7313,87.382,88.141,684014.0
2021-11-11,89.3075,90.0899,88.1878,88.7969,787253.0
2021-11-12,89.2841,89.7338,88.5626,89.4153,809982.0
2021-11-13,89.2841,89.7338,88.5626,89.4153,809982.0
2021-11-14,89.2841,89.7338,88.5626,89.4153,809982.0
2021-11-15,89.8275,90.2117,89.1248,90.1461,972611.0
2021-11-16,90.0899,90.0899,88.4877,88.6095,892899.0
2021-11-17,88.4315,88.4315,87.1853,87.9349,809269.0
2021-11-18,87.6257,88.0192,86.2577,86.773,793912.0
2021-11-19,87.1384,89.3778,86.848,88.9187,3139785.0
2021-11-20,87.1384,89.3778,86.848,88.9187,3139785.0
2021-11-21,87.1384,89.3778,86.848,88.9187,3139785.0
2021-11-22,89.0124,89.7432,88.1316,89.5933,877459.0
2021-11-23,89.7901,90.0337,88.8344,89.3028,747725.0
2021-11-24,89.4809,89.8088,88.6376,89.0124,1044391.0
2021-11-25,89.4809,89.8088,88.6376,89.0124,1044391.0
2021-11-26,88.4178,88.6726,87.493,88.1253,483601.0
2021-11-27,88.4178,88.6726,87.493,88.1253,483601.0
2021-11-28,88.4178,88.6726,87.493,88.1253,483601.0
2021-11-29,88.5405,88.9558,87.5874,88.5217,932443.0
2021-11-30,87.7572,87.7572,85.162,85.2375,2321614.0
2021-12-01,85.9925,87.1872,84.3976,84.3976,1268058.0
2021-12-02,84.4636,86.43,83.954,85.5772,1333283.0
2021-12-03,86.1151,88.0592,85.5772,87.5402,1356476.0
2021-12-04,86.1151,88.0592,85.5772,87.5402,1356476.0
2021-12-05,86.1151,88.0592,85.5772,87.5402,1356476.0
2021-12-06,88.4556,89.8051,88.1442,89.2389,1379824.0
2021-12-07,88.9463,90.0788,88.3801,89.5409,1601097.0
2021-12-08,89.5126,89.8334,88.1253,89.0973,3058504.0
2021-12-09,89.0973,90.1543,88.4462,89.8712,1721501.0
2021-12-10,90.1826,90.7394,89.64,90.3525,1131514.0
2021-12-11,90.1826,90.7394,89.64,90.3525,1131514.0
2021-12-12,90.1826,90.7394,89.64,90.3525,1131514.0
2021-12-13,90.9753,92.7307,90.9753,91.8719,1567078.0
2021-12-14,91.9002,92.8156,91.4095,91.6737,1443157.0
2021-12-15,92.2588,93.2214,91.6737,92.976,1309174.0
2021-12-16,92.8722,94.9201,92.5891,94.7031,1858907.0
2021-12-17,94.7219,94.7219,93.1554,93.2686,1651303.0
2021-12-18,94.7219,94.7219,93.1554,93.2686,1651303.0
2021-12-19,94.7219,94.7219,93.1554,93.2686,1651303.0
2021-12-20,92.4004,93.7877,91.9285,93.7405,667091.0
2021-12-21,94.2218,94.6464,93.1459,93.8631,995490.0
2021-12-22,93.5989,96.4395,93.4951,96.3735,1521879.0
2021-12-23,96.3357,97.7372,96.0432,96.9491,1112829.0
2021-12-24,96.3357,97.7372,96.0432,96.9491,1112829.0
2021-12-25,96.3357,97.7372,96.0432,96.9491,1112829.0
2021-12-26,96.3357,97.7372,96.0432,96.9491,1112829.0
2021-12-27,97.1473,98.3553,96.9963,98.2043,1054442.0
2021-12-28,98.1477,98.7894,97.3644,97.6097,735019.0
2021-12-29,97.7324,99.082,97.3078,98.931,952071.0
2021-12-30,99.0159,99.3698,98.4402,98.6101,575064.0
2021-12-31,98.478,99.1858,97.7513,98.8743,651584.0
2022-01-01,98.478,99.1858,97.7513,98.8743,651584.0
2022-01-02,98.478,99.1858,97.7513,98.8743,651584.0
2022-01-03,99.0914,99.1197,97.7041,99.1008,941611.0
2022-01-04,99.2235,101.3842,98.9593,100.2805,1174297.0
2022-01-05,100.3088,101.6017,100.2805,100.6014,855147.0
2022-01-06,101.0638,101.3941,99.5255,99.8181,916722.0
2022-01-07,99.601,99.903,98.9404,99.3651,1245919.0
2022-01-08,99.601,99.903,98.9404,99.3651,1245919.0
2022-01-09,99.601,99.903,98.9404,99.3651,1245919.0
2022-01-10,99.4878,99.8737,98.7611,99.233,854973.0
2022-01-11,99.5444,99.8134,97.4871,98.7517,856272.0
2022-01-12,98.2137,98.931,97.7419,98.3364,909728.0
2022-01-13,98.3081,100.4126,98.2704,100.0257,1721439.0
2022-01-14,99.7426,100.2899,98.6856,100.0823,1118728.0
2022-01-15,99.7426,100.2899,98.6856,100.0823,1118728.0
2022-01-16,99.7426,100.2899,98.6856,100.0823,1118728.0
2022-01-17,99.7426,100.2899,98.6856,100.0823,1118728.0
2022-01-18,99.4217,99.8275,97.7136,99.4783,1121854.0
2022-01-19,99.7237,101.4413,99.384,99.4123,965774.0
2022-01-20,99.4123,99.8369,98.5063,99.1103,1339250.0
2022-01-21,99.082,100.0634,98.6243,98.7045,1350744.0
2022-01-22,99.082,100.0634,98.6243,98.7045,1350744.0
2022-01-23,99.082,100.0634,98.6243,98.7045,1350744.0
2022-01-24,98.7139,99.3556,94.1982,96.5622,1269969.0
2022-01-25,96.0054,98.6195,95.4864,98.0722,1566234.0
2022-01-26,97.9023,99.4123,96.9774,97.8174,1564563.0
2022-01-27,98.5346,100.4692,98.2704,98.931,1259718.0
2022-01-28,98.6856,100.1956,97.7513,100.1389,1271633.0
2022-01-29,98.6856,100.1956,97.7513,100.1389,1271633.0
2022-01-30,98.6856,100.1956,97.7513,100.1389,1271633.0
2022-01-31,99.1858,101.4979,98.7988,101.1865,2251512.0
2022-02-01,101.2431,101.2573,99.4123,100.2994,1119346.0
2022-02-02,99.8747,101.3847,99.6104,100.7807,1104365.0
2022-02-03,100.7618,101.1015,99.6388,100.7712,964657.0
2022-02-04,100.0257,100.7995,98.8083,99.8086,951206.0
2022-02-05,100.0257,100.7995,98.8083,99.8086,951206.0
2022-02-06,100.0257,100.7995,98.8083,99.8086,951206.0
2022-02-07,99.8464,100.4504,98.9027,99.9785,871806.0
2022-02-08,100.2711,100.9789,99.903,100.5731,1063186.0
2022-02-09,100.2805,103.0739,100.2805,102.7248,1203554.0
2022-02-10,101.9698,102.2482,99.4878,99.9879,940696.0
2022-02-11,100.1106,101.7527,99.6265,100.6769,859570.0
2022-02-12,100.1106,101.7527,99.6265,100.6769,859570.0
2022-02-13,100.1106,101.7527,99.6265,100.6769,859570.0
2022-02-14,100.8656,101.1393,98.6515,100.0163,1039985.0
2022-02-15,100.3371,100.8279,99.1575,99.5916,860254.0
2022-02-16,99.7898,100.5495,98.8838,100.1201,706391.0
2022-02-17,100.5095,101.8323,99.5122,101.3074,961944.0
2022-02-18,99.9681,101.7158,99.9681,100.7185,2331374.0
2022-02-19,99.9681,101.7158,99.9681,100.7185,2331374.0
2022-02-20,99.9681,101.7158,99.9681,100.7185,2331374.0
2022-02-21,99.9681,101.7158,99.9681,100.7185,2331374.0
2022-02-22,100.671,101.9627,100.3196,100.9274,1190048.0
2022-02-23,100.842,101.3691,99.8921,100.1011,1539542.0
2022-02-24,99.5407,99.9681,97.1662,99.4932,2330523.0
2022-02-25,100.4525,103.8529,100.3765,103.6154,1311119.0
2022-02-26,100.4525,103.8529,100.3765,103.6154,1311119.0
2022-02-27,100.4525,103.8529,100.3765,103.6154,1311119.0
2022-02-28,102.6181,104.8407,102.6181,104.2993,2296529.0
2022-03-01,104.1283,105.1256,103.6344,104.4133,2193338.0
2022-03-02,104.4798,106.1799,103.9669,105.5625,1338666.0
2022-03-03,106.2559,108.0606,106.2464,108.0321,1162322.0
2022-03-04,107.6426,110.4256,106.8448,110.3211,1156391.0
2022-03-05,107.6426,110.4256,106.8448,110.3211,1156391.0
2022-03-06,107.6426,110.4256,106.8448,110.3211,1156391.0
2022-03-07,110.3971,110.948,108.8869,110.1881,1539302.0
2022-03-08,110.5301,110.5301,107.7091,107.7091,1197952.0
2022-03-09,108.4215,108.9534,106.5219,106.5504,1096196.0
2022-03-10,105.7525,107.9941,105.6955,107.6046,798161.0
2022-03-11,107.6236,108.6827,106.7356,108.0321,1308283.0
2022-03-12,107.6236,108.6827,106.7356,108.0321,1308283.0
2022-03-13,107.6236,108.6827,106.7356,108.0321,1308283.0
2022-03-14,108.507,108.7207,105.6575,107.1962,898612.0
2022-03-15,108.6779,108.9629,107.3767,108.3835,1193652.0
2022-03-16,108.1365,108.7349,106.1229,108.6115,1206587.0
2022-03-17,108.8394,109.6942,108.298,108.7254,736996.0
2022-03-18,108.7064,109.6088,106.8448,107.0728,2273627.0
2022-03-19,108.7064,109.6088,106.8448,107.0728,2273627.0
2022-03-20,108.7064,109.6088,106.8448,107.0728,2273627.0
2022-03-21,107.3292,109.4948,107.2532,109.4568,726523.0
2022-03-22,109.8652,110.1786,108.0416,108.431,756717.0
2022-03-23,108.6494,109.2573,106.9778,108.5735,673016.0
2022-03-24,108.8584,110.0742,108.5165,109.8652,792020.0
2022-03-25,110.4826,112.6387,110.1264,112.5722,905010.0
2022-03-26,110.4826,112.6387,110.1264,112.5722,905010.0
2022-03-27,110.4826,112.6387,110.1264,112.5722,905010.0
2022-03-28,112.5247,112.5247,111.2519,111.8788,1134803.0
2022-03-29,111.5179,113.2086,111.2614,113.1991,728699.0
2022-03-30,113.1611,114.3673,112.1828,114.3293,931962.0
2022-03-31,114.0159,114.8707,113.484,113.4935,1157066.0
2022-04-01,113.56,115.3646,112.8571,115.3172,994954.0
2022-04-02,113.56,115.3646,112.8571,115.3172,994954.0
2022-04-03,113.56,115.3646,112.8571,115.3172,994954.0
2022-04-04,114.6903,114.7615,112.2303,113.1991,1042414.0
2022-04-05,113.4555,114.8897,113.294,114.1964,745867.0
2022-04-06,114.6143,115.982,113.712,115.925,1013980.0
2022-04-07,115.868,115.868,113.2845,114.7948,1112773.0
2022-04-08,114.9942,115.7066,113.7595,115.6021,947874.0
2022-04-09,114.9942,115.7066,113.7595,115.6021,947874.0
2022-04-10,114.9942,115.7066,113.7595,115.6021,947874.0
2022-04-11,116.02,116.3525,114.0724,114.4623,902203.0
2022-04-12,114.0539,115.2032,113.1706,114.1679,762250.0
2022-04-13,114.4813,114.8802,112.6292,113.8829,862097.0
2022-04-14,114.8137,114.9277,113.7025,113.731,939172.0
2022-04-15,114.8137,114.9277,113.7025,113.731,939172.0
2022-04-16,114.8137,114.9277,113.7025,113.731,939172.0
2022-04-17,114.8137,114.9277,113.7025,113.731,939172.0
2022-04-18,113.9304,115.7066,113.0471,113.598,630032.0
2022-04-19,114.0919,114.8043,113.7405,114.5573,532431.0
2022-04-20,115.4026,116.7846,114.7378,116.5329,628269.0
2022-04-21,116.1815,116.4664,114.9087,115.0797,686177.0
2022-04-22,114.9277,114.9277,112.6197,112.7432,844130.0
2022-04-23,114.9277,114.9277,112.6197,112.7432,844130.0
2022-04-24,114.9277,114.9277,112.6197,112.7432,844130.0
2022-04-25,112.7147,113.0946,110.3449,111.7933,1052020.0
2022-04-26,111.9643,112.8856,111.062,111.176,874938.0
2022-04-27,111.3469,112.3157,109.6278,110.2356,797318.0
2022-04-28,110.872,111.6794,109.9887,110.948,819485.0
2022-04-29,110.6346,110.6346,107.3387,107.7091,2886916.0
2022-04-30,110.6346,110.6346,107.3387,107.7091,2886916.0
2022-05-01,110.6346,110.6346,107.3387,107.7091,2886916.0
2022-05-02,108.45,108.9059,105.1161,106.1514,1086350.0
2022-05-03,106.6073,108.8109,106.3414,106.9588,915459.0
2022-05-04,107.5762,109.5233,107.4194,109.5233,994218.0
2022-05-05,109.5043,111.6034,108.2125,109.2668,1006623.0
2022-05-06,108.5735,109.5138,107.6616,109.1339,1356518.0
2022-05-07,108.5735,109.5138,107.6616,109.1339,1356518.0
2022-05-08,108.5735,109.5138,107.6616,109.1339,1356518.0
2022-05-09,108.7919,108.9914,107.3434,107.9276,1134418.0
2022-05-10,108.0416,109.4473,105.971,107.4337,952643.0
2022-05-11,107.9181,109.7417,106.5598,106.9683,1064595.0
2022-05-12,107.0063,107.6901,105.4961,106.4649,1184916.0
2022-05-13,106.2749,107.8231,105.5815,107.2912,1086171.0
2022-05-14,106.2749,107.8231,105.5815,107.2912,1086171.0
2022-05-15,106.2749,107.8231,105.5815,107.2912,1086171.0
2022-05-16,107.8801,108.564,107.1012,107.4812,1234024.0
2022-05-17,108.0511,108.1603,106.0849,108.0416,1040886.0
