,WEC US Equity,WEC US Equity,WEC US Equity,WEC US Equity,WEC US Equity
2021-03-03,74.7899,75.1072,73.1942,74.5814,1061130.0
2021-03-04,75.3429,76.7755,74.4,74.5995,1397667.0
2021-03-05,74.6358,77.1653,74.5664,76.5941,1386564.0
2021-03-06,74.6358,77.1653,74.5664,76.5941,1386564.0
2021-03-07,74.6358,77.1653,74.5664,76.5941,1386564.0
2021-03-08,77.1109,78.7882,76.5579,78.2714,1428605.0
2021-03-09,78.1717,79.1509,78.1354,78.6522,1182785.0
2021-03-10,78.5978,79.8309,78.1536,79.0784,1175494.0
2021-03-11,78.5797,79.6405,78.5072,78.752,938683.0
2021-03-12,79.0874,80.5109,78.6704,80.2298,925508.0
2021-03-13,79.0874,80.5109,78.6704,80.2298,925508.0
2021-03-14,79.0874,80.5109,78.6704,80.2298,925508.0
2021-03-15,80.5381,81.345,80.1573,80.6106,1151743.0
2021-03-16,80.2117,80.9098,80.1582,80.5925,892920.0
2021-03-17,80.8282,80.8282,79.1781,79.2869,1357223.0
2021-03-18,79.4954,80.0213,77.8997,79.8218,1459609.0
2021-03-19,79.8399,81.2271,79.4048,80.529,4303103.0
2021-03-20,79.8399,81.2271,79.4048,80.529,4303103.0
2021-03-21,79.8399,81.2271,79.4048,80.529,4303103.0
2021-03-22,80.2026,80.6061,79.5045,80.4746,1110787.0
2021-03-23,80.6378,83.7567,80.257,83.7476,1959075.0
2021-03-24,82.9407,83.9652,82.3514,83.3668,2019052.0
2021-03-25,84.1828,85.7513,83.5935,84.4911,2338522.0
2021-03-26,84.337,84.5545,82.8954,84.346,1207324.0
2021-03-27,84.337,84.5545,82.8954,84.346,1207324.0
2021-03-28,84.337,84.5545,82.8954,84.346,1207324.0
2021-03-29,84.4004,86.2545,84.3007,85.9417,1113121.0
2021-03-30,85.5428,85.706,83.9743,84.6724,899792.0
2021-03-31,84.5636,85.0985,84.2463,84.8537,1381820.0
2021-04-01,84.618,84.7495,83.5119,84.6089,940242.0
2021-04-02,84.618,84.7495,83.5119,84.6089,940242.0
2021-04-03,84.618,84.7495,83.5119,84.6089,940242.0
2021-04-04,84.618,84.7495,83.5119,84.6089,940242.0
2021-04-05,84.618,85.6063,84.4231,85.0532,1058025.0
2021-04-06,84.5908,85.1529,83.8746,85.0441,697616.0
2021-04-07,85.2073,85.6788,84.2372,84.6996,1026705.0
2021-04-08,85.0623,85.2708,84.1103,84.1919,1016198.0
2021-04-09,84.1103,84.5727,83.3786,83.7295,1045265.0
2021-04-10,84.1103,84.5727,83.3786,83.7295,1045265.0
2021-04-11,84.1103,84.5727,83.3786,83.7295,1045265.0
2021-04-12,84.2916,84.9081,83.7476,84.2735,1284586.0
2021-04-13,83.8111,85.3524,83.521,85.2708,1124691.0
2021-04-14,84.8084,85.3343,84.2916,85.2164,821299.0
2021-04-15,85.2164,87.1657,85.2164,86.9844,1204356.0
2021-04-16,87.2564,88.3172,87.0932,87.9092,1186976.0
2021-04-17,87.2564,88.3172,87.0932,87.9092,1186976.0
2021-04-18,87.2564,88.3172,87.0932,87.9092,1186976.0
2021-04-19,88.1177,88.3716,87.3652,87.8094,1194707.0
2021-04-20,87.9726,90.5385,87.8185,89.8947,1304060.0
2021-04-21,90.1305,90.5385,88.1358,88.1993,1158408.0
2021-04-22,87.9545,88.4622,87.3289,88.0905,883636.0
2021-04-23,88.2628,88.5166,87.5374,87.755,762314.0
2021-04-24,88.2628,88.5166,87.5374,87.755,762314.0
2021-04-25,88.2628,88.5166,87.5374,87.755,762314.0
2021-04-26,87.6644,87.687,86.6172,86.8574,826130.0
2021-04-27,86.7849,87.0478,86.0959,86.114,799733.0
2021-04-28,86.4223,86.6399,85.6788,85.8239,770217.0
2021-04-29,85.7967,86.9572,85.7967,86.8121,1137325.0
2021-04-30,87.3017,88.1721,86.522,88.0996,1073281.0
2021-05-01,87.3017,88.1721,86.522,88.0996,1073281.0
2021-05-02,87.3017,88.1721,86.522,88.0996,1073281.0
2021-05-03,87.474,89.6681,86.5261,88.8521,1450317.0
2021-05-04,88.7796,89.5593,88.2265,88.7252,1382511.0
2021-05-05,88.4713,88.7524,86.5673,87.5465,1244104.0
2021-05-06,87.9636,88.9881,87.474,88.8068,1233639.0
2021-05-07,88.7977,89.5502,88.4713,88.5257,847930.0
2021-05-08,88.7977,89.5502,88.4713,88.5257,847930.0
2021-05-09,88.7977,89.5502,88.4713,88.5257,847930.0
2021-05-10,88.8521,90.339,88.6798,89.9945,1712616.0
2021-05-11,90.1939,90.4569,86.7849,87.4377,1533718.0
2021-05-12,87.6372,87.6462,86.0777,86.1503,1323026.0
2021-05-13,86.2575,88.1387,85.9197,87.5177,1005639.0
2021-05-14,87.883,88.8509,87.673,87.8465,754682.0
2021-05-15,87.883,88.8509,87.673,87.8465,754682.0
2021-05-16,87.883,88.8509,87.673,87.8465,754682.0
2021-05-17,87.883,88.714,87.3442,87.4447,901151.0
2021-05-18,87.0155,87.5725,86.4402,87.1159,1427297.0
2021-05-19,87.1068,87.2803,86.1395,86.6319,1202263.0
2021-05-20,86.6502,87.9104,86.6319,87.2255,1032208.0
2021-05-21,87.2072,88.3578,87.1616,87.8647,2638981.0
2021-05-22,87.2072,88.3578,87.1616,87.8647,2638981.0
2021-05-23,87.2072,88.3578,87.1616,87.8647,2638981.0
2021-05-24,88.2939,88.65,87.052,87.0794,1643450.0
2021-05-25,87.1251,87.5177,85.6092,86.0293,1628882.0
2021-05-26,85.8375,86.1662,85.6183,85.8284,1109312.0
2021-05-27,85.8375,86.1114,85.107,85.2439,1759082.0
2021-05-28,85.5818,86.1114,85.39,85.7553,1001842.0
2021-05-29,85.5818,86.1114,85.39,85.7553,1001842.0
2021-05-30,85.5818,86.1114,85.39,85.7553,1001842.0
2021-05-31,85.5818,86.1114,85.39,85.7553,1001842.0
2021-06-01,85.9745,86.148,84.6504,84.8969,1317004.0
2021-06-02,85.1526,86.0703,84.6686,85.0887,1742432.0
2021-06-03,84.6321,86.0567,84.5205,85.6823,1365719.0
2021-06-04,85.9653,86.1662,85.2896,85.4631,808194.0
2021-06-05,85.9653,86.1662,85.2896,85.4631,808194.0
2021-06-06,85.9653,86.1662,85.2896,85.4631,808194.0
2021-06-07,85.5727,85.737,85.1435,85.4357,800270.0
2021-06-08,85.3718,85.6092,83.2441,83.9472,1309472.0
2021-06-09,84.3947,85.0156,84.002,84.8421,864757.0
2021-06-10,84.5225,85.1846,84.4038,85.043,731041.0
2021-06-11,85.043,85.043,84.2486,84.833,639382.0
2021-06-12,85.043,85.043,84.2486,84.833,639382.0
2021-06-13,85.043,85.043,84.2486,84.833,639382.0
2021-06-14,84.6869,84.8969,84.0751,84.6412,971115.0
2021-06-15,84.7143,85.4905,84.3216,85.0156,1139914.0
2021-06-16,85.4631,85.4722,83.9016,83.9472,1194166.0
2021-06-17,83.6185,84.6504,83.3993,84.3582,1033050.0
2021-06-18,83.9929,83.9929,81.4634,81.6643,2003179.0
2021-06-19,83.9929,83.9929,81.4634,81.6643,2003179.0
2021-06-20,83.9929,83.9929,81.4634,81.6643,2003179.0
2021-06-21,81.9931,83.0204,81.5274,82.7967,1422861.0
2021-06-22,82.7875,83.2258,82.2853,82.3401,1814643.0
2021-06-23,82.3949,82.3949,81.1895,81.2443,1074796.0
2021-06-24,81.3447,81.7556,80.9429,81.3447,699600.0
2021-06-25,81.3447,82.3172,81.126,82.2762,1064350.0
2021-06-26,81.3447,82.3172,81.126,82.2762,1064350.0
2021-06-27,81.3447,82.3172,81.126,82.2762,1064350.0
2021-06-28,82.3675,83.6231,82.2396,83.0615,1298750.0
2021-06-29,82.5958,83.1528,81.0982,81.2899,1202722.0
2021-06-30,81.3173,81.4634,80.7512,81.226,1500405.0
2021-07-01,81.3447,82.6414,80.8333,82.3583,1135280.0
2021-07-02,82.4223,82.4999,81.8835,82.2031,1145538.0
2021-07-03,82.4223,82.4999,81.8835,82.2031,1145538.0
2021-07-04,82.4223,82.4999,81.8835,82.2031,1145538.0
2021-07-05,82.4223,82.4999,81.8835,82.2031,1145538.0
2021-07-06,82.1848,82.8332,80.9064,82.824,891466.0
2021-07-07,82.7327,83.9198,82.1574,83.8194,1057252.0
2021-07-08,83.792,84.7874,83.6094,84.2029,1245611.0
2021-07-09,84.3034,84.5591,83.2277,83.8651,1224253.0
2021-07-10,84.3034,84.5591,83.2277,83.8651,1224253.0
2021-07-11,84.3034,84.5591,83.2277,83.8651,1224253.0
2021-07-12,83.7098,84.6321,83.4815,84.349,676561.0
2021-07-13,84.4312,84.7874,83.4815,83.9107,744295.0
2021-07-14,83.9107,85.5361,83.5454,85.0613,862291.0
2021-07-15,84.8787,86.6228,84.8787,86.5224,1189177.0
2021-07-16,86.6319,87.6638,86.2758,87.1525,1216520.0
2021-07-17,86.6319,87.6638,86.2758,87.1525,1216520.0
2021-07-18,86.6319,87.6638,86.2758,87.1525,1216520.0
2021-07-19,87.0977,88.3206,85.0065,86.0475,1780328.0
2021-07-20,85.8375,87.3625,85.2531,85.6731,1165192.0
2021-07-21,85.6549,85.7096,84.066,84.1025,898928.0
2021-07-22,84.1116,84.76,83.9472,84.4404,801167.0
2021-07-23,84.6869,85.9471,84.4769,85.8649,565437.0
2021-07-24,84.6869,85.9471,84.4769,85.8649,565437.0
2021-07-25,84.6869,85.9471,84.4769,85.8649,565437.0
2021-07-26,85.6731,86.3123,85.0764,85.9836,1109464.0
2021-07-27,86.148,88.2665,85.6914,88.1204,1294281.0
2021-07-28,87.8921,87.8921,85.6503,86.2393,1425196.0
2021-07-29,86.4402,86.6411,85.7005,86.3671,832273.0
2021-07-30,86.4493,87.0703,85.7781,85.9653,1177089.0
2021-07-31,86.4493,87.0703,85.7781,85.9653,1177089.0
2021-08-01,86.4493,87.0703,85.7781,85.9653,1177089.0
2021-08-02,85.9105,87.0155,85.7553,86.4767,1385780.0
2021-08-03,86.2941,88.65,86.1413,87.3077,1236264.0
2021-08-04,87.0246,87.5816,85.8649,87.5086,1243503.0
2021-08-05,87.5999,88.1569,86.8876,88.1021,743638.0
2021-08-06,88.0474,88.4857,87.4264,87.9469,781905.0
2021-08-07,88.0474,88.4857,87.4264,87.9469,781905.0
2021-08-08,88.0474,88.4857,87.4264,87.9469,781905.0
2021-08-09,87.8191,88.2117,87.262,87.9652,835702.0
2021-08-10,88.093,88.093,87.2979,87.7551,566379.0
2021-08-11,87.956,88.6318,87.8236,88.0382,596986.0
2021-08-12,88.1922,88.6429,87.8888,87.9163,455948.0
2021-08-13,87.8888,88.698,87.8474,88.4773,502358.0
2021-08-14,87.8888,88.698,87.8474,88.4773,502358.0
2021-08-15,87.8888,88.698,87.8474,88.4773,502358.0
2021-08-16,88.652,89.5606,88.2842,89.3694,1059058.0
2021-08-17,89.3234,89.8935,88.6888,89.5349,1194419.0
2021-08-18,89.5257,89.5257,88.1187,88.7072,1192540.0
2021-08-19,89.0015,89.8843,88.79,89.1762,888399.0
2021-08-20,89.0383,90.1602,88.5601,89.7464,922717.0
2021-08-21,89.0383,90.1602,88.5601,89.7464,922717.0
2021-08-22,89.0383,90.1602,88.5601,89.7464,922717.0
2021-08-23,89.7096,89.7096,87.9807,88.0911,1133582.0
2021-08-24,87.9071,87.9623,86.4909,86.8588,778506.0
2021-08-25,86.6748,87.3186,86.2702,87.0519,1004858.0
2021-08-26,86.9967,87.2174,86.4449,86.7944,785112.0
2021-08-27,86.914,87.0243,86.399,86.822,691872.0
2021-08-28,86.914,87.0243,86.399,86.822,691872.0
2021-08-29,86.914,87.0243,86.399,86.822,691872.0
2021-08-30,86.7116,87.6129,86.6013,87.383,568722.0
2021-08-31,87.1347,87.7324,86.4541,86.8864,1032780.0
2021-09-01,87.199,88.5049,86.7116,88.1922,1026596.0
2021-09-02,88.3394,89.0291,88.2842,89.0199,978372.0
2021-09-03,89.0291,89.1578,88.1554,88.3578,708852.0
2021-09-04,89.0291,89.1578,88.1554,88.3578,708852.0
2021-09-05,89.0291,89.1578,88.1554,88.3578,708852.0
2021-09-06,89.0291,89.1578,88.1554,88.3578,708852.0
2021-09-07,88.229,88.4313,86.4541,86.5001,966497.0
2021-09-08,86.5737,88.8176,86.353,88.6704,795414.0
2021-09-09,88.6153,88.7624,87.8805,88.275,904661.0
2021-09-10,88.183,88.183,86.9415,87.2634,915223.0
2021-09-11,88.183,88.183,86.9415,87.2634,915223.0
2021-09-12,88.183,88.183,86.9415,87.2634,915223.0
2021-09-13,87.9623,87.9623,86.0679,86.1507,790741.0
2021-09-14,86.2058,86.8036,85.7736,85.9116,846729.0
2021-09-15,85.7644,86.1323,84.2654,84.6241,1214503.0
2021-09-16,84.6885,85.2402,83.8378,84.2194,1281306.0
2021-09-17,83.7136,84.385,83.3826,83.4562,2301242.0
2021-09-18,83.7136,84.385,83.3826,83.4562,2301242.0
2021-09-19,83.7136,84.385,83.3826,83.4562,2301242.0
2021-09-20,83.4653,84.5229,82.8584,83.6769,1056983.0
2021-09-21,83.87,84.6701,83.5941,84.0355,1232243.0
2021-09-22,84.2011,84.4264,83.309,83.8976,893911.0
2021-09-23,84.0815,84.4815,82.794,83.0239,1226804.0
2021-09-24,83.0791,83.9252,82.7113,82.7664,1005570.0
2021-09-25,83.0791,83.9252,82.7113,82.7664,1005570.0
2021-09-26,83.0791,83.9252,82.7113,82.7664,1005570.0
2021-09-27,82.7664,83.5343,81.1295,81.2307,830586.0
2021-09-28,81.249,81.3594,79.9708,80.7157,1216979.0
2021-09-29,80.6329,82.3802,80.4766,81.856,944307.0
2021-09-30,81.8928,82.0123,80.8168,81.1111,1204878.0
2021-10-01,81.6169,81.7548,80.4398,80.5777,1110801.0
2021-10-02,81.6169,81.7548,80.4398,80.5777,1110801.0
2021-10-03,81.6169,81.7548,80.4398,80.5777,1110801.0
2021-10-04,80.3662,82.4997,80.3478,82.1871,1340926.0
2021-10-05,82.0307,82.1963,81.3226,81.7456,940528.0
2021-10-06,81.764,83.355,81.2123,83.2998,798570.0
2021-10-07,83.3826,84.0953,82.325,82.5089,679600.0
2021-10-08,82.4078,82.5273,81.5249,81.6721,674048.0
2021-10-09,82.4078,82.5273,81.5249,81.6721,674048.0
2021-10-10,82.4078,82.5273,81.5249,81.6721,674048.0
2021-10-11,81.4238,81.6537,80.1639,80.311,879401.0
2021-10-12,80.311,80.872,80.1769,80.7616,918095.0
2021-10-13,80.7616,81.856,80.0903,81.8284,1049137.0
2021-10-14,82.1871,83.1435,82.1135,82.6745,1027730.0
2021-10-15,82.9963,83.2906,82.2974,82.8308,1273416.0
2021-10-16,82.9963,83.2906,82.2974,82.8308,1273416.0
2021-10-17,82.9963,83.2906,82.2974,82.8308,1273416.0
2021-10-18,82.0767,82.4813,81.3594,81.6997,872294.0
2021-10-19,82.6837,82.7848,81.9939,82.6377,961790.0
2021-10-20,82.7664,84.3666,82.7664,83.7412,782242.0
2021-10-21,84.1091,84.2102,83.6125,83.8792,621790.0
2021-10-22,84.1551,84.5873,83.8792,84.293,500696.0
2021-10-23,84.1551,84.5873,83.8792,84.293,500696.0
2021-10-24,84.1551,84.5873,83.8792,84.293,500696.0
2021-10-25,84.0355,84.0539,82.9779,83.1159,681520.0
2021-10-26,83.2722,84.2654,82.9228,83.4562,776186.0
2021-10-27,83.9619,83.9987,82.6009,82.7388,680003.0
2021-10-28,82.6377,83.2722,82.3434,83.2354,806606.0
2021-10-29,83.2354,83.9528,82.4078,82.8216,1157300.0
2021-10-30,83.2354,83.9528,82.4078,82.8216,1157300.0
2021-10-31,83.2354,83.9528,82.4078,82.8216,1157300.0
2021-11-01,82.7388,83.2079,82.1135,83.0791,970563.0
2021-11-02,83.401,84.1275,82.7388,83.5849,1490016.0
2021-11-03,83.5849,84.5505,81.6031,82.6469,1030794.0
2021-11-04,82.7296,82.9871,81.5893,82.5089,1365713.0
2021-11-05,82.5825,83.824,82.5289,83.5665,827348.0
2021-11-06,82.5825,83.824,82.5289,83.5665,827348.0
2021-11-07,82.5825,83.824,82.5289,83.5665,827348.0
2021-11-08,83.5665,83.5665,81.5709,81.8008,1741041.0
2021-11-09,82.1963,83.1435,81.856,82.5733,998713.0
2021-11-10,82.9138,84.0165,82.6914,83.9887,796976.0
2021-11-11,83.6644,83.9488,82.4088,82.5061,1038427.0
2021-11-12,82.6451,82.874,82.0057,82.2374,1405318.0
2021-11-13,82.6451,82.874,82.0057,82.2374,1405318.0
2021-11-14,82.6451,82.874,82.0057,82.2374,1405318.0
2021-11-15,82.7192,83.9146,82.3115,83.9053,1017605.0
2021-11-16,83.9053,84.2018,83.3401,83.5439,998160.0
2021-11-17,83.2474,84.2759,82.8582,84.1369,770487.0
2021-11-18,83.998,84.0999,83.0343,83.5161,710135.0
2021-11-19,83.859,84.1369,83.4605,83.8775,1168261.0
2021-11-20,83.859,84.1369,83.4605,83.8775,1168261.0
2021-11-21,83.859,84.1369,83.4605,83.8775,1168261.0
2021-11-22,83.7385,85.1655,83.4605,84.8041,826894.0
2021-11-23,84.9616,85.147,84.2111,84.3223,956875.0
2021-11-24,84.3593,84.4798,83.618,84.035,791295.0
2021-11-25,84.3593,84.4798,83.618,84.035,791295.0
2021-11-26,83.7756,84.5169,82.4968,82.6266,733926.0
2021-11-27,83.7756,84.5169,82.4968,82.6266,733926.0
2021-11-28,83.7756,84.5169,82.4968,82.6266,733926.0
2021-11-29,82.9787,84.1694,82.381,83.8497,1062726.0
2021-11-30,83.0343,83.5995,80.4675,80.5509,3677331.0
2021-12-01,80.9308,83.0991,80.5231,81.2459,1831843.0
2021-12-02,81.5054,82.9509,81.4797,82.3486,1448173.0
2021-12-03,82.4227,84.6651,82.0057,84.4798,1499754.0
2021-12-04,82.4227,84.6651,82.0057,84.4798,1499754.0
2021-12-05,82.4227,84.6651,82.0057,84.4798,1499754.0
2021-12-06,85.2489,86.5369,84.869,85.4898,1385692.0
2021-12-07,85.2582,86.0736,84.8226,85.5639,1122652.0
2021-12-08,85.5547,86.3608,84.9755,85.7678,1006912.0
2021-12-09,86.0087,86.574,84.8319,85.9902,903367.0
2021-12-10,86.3886,86.9631,85.8234,86.6203,1446496.0
2021-12-11,86.3886,86.9631,85.8234,86.6203,1446496.0
2021-12-12,86.3886,86.9631,85.8234,86.6203,1446496.0
2021-12-13,86.7037,88.6024,86.7037,88.1307,1637162.0
2021-12-14,88.1214,88.3809,87.584,87.8064,2062393.0
2021-12-15,88.0102,89.9561,88.0102,89.8634,2473590.0
2021-12-16,89.5484,91.5499,89.4001,91.1422,1812633.0
2021-12-17,90.6603,91.4572,89.1778,89.2241,2879066.0
2021-12-18,90.6603,91.4572,89.1778,89.2241,2879066.0
2021-12-19,90.6603,91.4572,89.1778,89.2241,2879066.0
2021-12-20,88.7793,89.4372,87.9176,89.2056,1179232.0
2021-12-21,89.5669,89.9005,87.3616,87.7786,1413252.0
2021-12-22,87.5006,88.3901,87.167,87.8156,657189.0
2021-12-23,87.9361,88.2697,87.4913,87.7044,733362.0
2021-12-24,87.9361,88.2697,87.4913,87.7044,733362.0
2021-12-25,87.9361,88.2697,87.4913,87.7044,733362.0
2021-12-26,87.9361,88.2697,87.4913,87.7044,733362.0
2021-12-27,87.8249,88.3716,87.4589,88.2882,673573.0
2021-12-28,88.5755,89.4465,88.1029,89.4187,651712.0
2021-12-29,89.5577,89.9607,89.2797,89.8079,556730.0
2021-12-30,90.058,90.0766,89.3353,89.9932,503537.0
2021-12-31,90.0488,90.3453,89.2333,89.9468,624453.0
2022-01-01,90.0488,90.3453,89.2333,89.9468,624453.0
2022-01-02,90.0488,90.3453,89.2333,89.9468,624453.0
2022-01-03,89.9839,89.9839,87.9917,89.0388,1215358.0
2022-01-04,88.8534,89.8727,88.5569,88.8164,1135201.0
2022-01-05,88.6403,90.5816,88.6403,89.8449,1094377.0
2022-01-06,90.336,90.7715,89.1778,89.2797,961440.0
2022-01-07,89.1963,90.5213,88.5199,90.0766,1205497.0
2022-01-08,89.1963,90.5213,88.5199,90.0766,1205497.0
2022-01-09,89.1963,90.5213,88.5199,90.0766,1205497.0
2022-01-10,90.0951,90.5769,89.377,89.7893,1193451.0
2022-01-11,89.9932,90.1553,87.8434,88.3253,1100558.0
2022-01-12,87.7786,88.8627,87.2597,88.6774,1228951.0
2022-01-13,89.2056,90.16,88.7793,90.1414,1107312.0
2022-01-14,89.8634,90.2897,88.7422,89.187,1185428.0
2022-01-15,89.8634,90.2897,88.7422,89.187,1185428.0
2022-01-16,89.8634,90.2897,88.7422,89.187,1185428.0
2022-01-17,89.8634,90.2897,88.7422,89.187,1185428.0
2022-01-18,88.6681,88.9276,87.1299,88.7422,1342121.0
2022-01-19,88.9646,90.0859,88.2187,88.9832,1877732.0
2022-01-20,89.1129,90.1136,88.7793,89.5762,1409276.0
2022-01-21,90.5028,91.4758,89.503,89.8727,1795322.0
2022-01-22,90.5028,91.4758,89.503,89.8727,1795322.0
2022-01-23,90.5028,91.4758,89.503,89.8727,1795322.0
2022-01-24,88.631,90.0256,86.0689,88.1492,1786581.0
2022-01-25,87.5006,88.316,86.7593,87.7971,1267243.0
2022-01-26,87.5654,88.5477,86.5184,87.2041,1469087.0
2022-01-27,87.6488,89.2843,87.445,88.1307,1309624.0
2022-01-28,87.8712,89.5762,87.4913,89.4835,1107289.0
2022-01-29,87.8712,89.5762,87.4913,89.4835,1107289.0
2022-01-30,87.8712,89.5762,87.4913,89.4835,1107289.0
2022-01-31,88.6218,90.0858,88.5291,89.919,1221449.0
2022-02-01,89.8264,90.1322,87.3894,88.177,1815185.0
2022-02-02,88.0102,89.4279,87.9361,89.0666,1820705.0
2022-02-03,89.6179,90.9013,88.3994,88.6681,1925638.0
2022-02-04,88.0658,88.9646,87.0465,87.6952,1596382.0
2022-02-05,88.0658,88.9646,87.0465,87.6952,1596382.0
2022-02-06,88.0658,88.9646,87.0465,87.6952,1596382.0
2022-02-07,87.6488,88.177,86.9075,87.7693,1519116.0
2022-02-08,88.2975,88.3994,87.3569,87.5376,1205378.0
2022-02-09,88.0473,88.3623,87.0187,87.3986,1432593.0
2022-02-10,86.5647,87.0373,84.8597,85.2489,1542956.0
2022-02-11,85.6949,86.093,84.7049,85.1905,2294626.0
2022-02-12,85.6949,86.093,84.7049,85.1905,2294626.0
2022-02-13,85.6949,86.093,84.7049,85.1905,2294626.0
2022-02-14,85.1812,85.5828,82.9583,83.7148,1942586.0
2022-02-15,84.0791,84.4153,82.8322,83.033,2101747.0
2022-02-16,83.3225,83.7522,82.5341,83.2385,2468945.0
2022-02-17,83.3319,83.8829,82.5006,83.4907,1429995.0
2022-02-18,83.1544,84.6955,83.1544,84.0604,1632626.0
2022-02-19,83.1544,84.6955,83.1544,84.0604,1632626.0
2022-02-20,83.1544,84.6955,83.1544,84.0604,1632626.0
2022-02-21,83.1544,84.6955,83.1544,84.0604,1632626.0
2022-02-22,84.4247,84.5461,83.3973,83.8643,1534362.0
2022-02-23,83.8643,84.2192,82.3325,82.51,1635267.0
2022-02-24,82.2204,82.9303,81.3892,82.8275,2795121.0
2022-02-25,83.4066,85.2372,83.3599,84.8543,2189209.0
2022-02-26,83.4066,85.2372,83.3599,84.8543,2189209.0
2022-02-27,83.4066,85.2372,83.3599,84.8543,2189209.0
2022-02-28,84.3032,84.9757,84.0044,84.8823,1720009.0
2022-03-01,84.9944,85.5735,82.8228,83.4159,2012955.0
2022-03-02,83.2852,84.929,83.2011,84.6115,1658873.0
2022-03-03,84.929,86.7877,84.915,86.3487,1372773.0
2022-03-04,85.9751,88.4222,85.7416,88.3662,1965655.0
2022-03-05,85.9751,88.4222,85.7416,88.3662,1965655.0
2022-03-06,85.9751,88.4222,85.7416,88.3662,1965655.0
2022-03-07,88.4035,89.3842,87.4322,89.1507,1962480.0
2022-03-08,89.3749,89.6925,87.6563,87.7964,1881478.0
2022-03-09,88.4689,88.5716,86.3767,86.4888,1613444.0
2022-03-10,86.0685,87.5629,85.9471,87.3855,2039331.0
2022-03-11,87.3574,88.6183,87.3574,87.6657,1270262.0
2022-03-12,87.3574,88.6183,87.3574,87.6657,1270262.0
2022-03-13,87.3574,88.6183,87.3574,87.6657,1270262.0
2022-03-14,88.1607,88.7398,87.2967,87.5909,1582304.0
2022-03-15,88.637,88.7071,87.4975,88.3475,1800880.0
2022-03-16,88.3475,88.4969,87.0399,88.3568,2090440.0
2022-03-17,88.4876,89.9446,88.3288,89.4683,2357006.0
2022-03-18,89.2441,89.7952,88.2074,88.4315,2803775.0
2022-03-19,89.2441,89.7952,88.2074,88.4315,2803775.0
2022-03-20,89.2441,89.7952,88.2074,88.4315,2803775.0
2022-03-21,88.5903,90.0194,88.5903,89.3842,1172946.0
2022-03-22,89.6551,89.7111,88.4129,89.076,1612622.0
2022-03-23,89.0853,89.7205,88.4222,89.1787,1484532.0
2022-03-24,89.4776,90.6451,89.1694,90.2342,1301281.0
2022-03-25,90.505,91.6352,90.3509,91.5978,1078892.0
2022-03-26,90.505,91.6352,90.3509,91.5978,1078892.0
2022-03-27,90.505,91.6352,90.3509,91.5978,1078892.0
2022-03-28,91.6352,92.0555,91.0654,92.0461,803357.0
2022-03-29,92.4478,92.6532,91.439,92.6346,1360335.0
2022-03-30,92.9334,93.6806,92.6346,93.6713,1052489.0
2022-03-31,93.5966,94.5119,93.195,93.223,1566470.0
2022-04-01,93.1669,94.5026,92.7373,94.4559,1395251.0
2022-04-02,93.1669,94.5026,92.7373,94.4559,1395251.0
2022-04-03,93.1669,94.5026,92.7373,94.4559,1395251.0
2022-04-04,93.8768,94.1103,92.6223,93.8581,1102214.0
2022-04-05,93.9142,95.9173,93.9142,95.0163,1583300.0
2022-04-06,95.502,97.5661,95.2871,97.1084,1353794.0
2022-04-07,97.1365,97.5007,96.1371,96.959,1551976.0
2022-04-08,97.3606,98.2293,96.9403,97.5941,1382975.0
2022-04-09,97.3606,98.2293,96.9403,97.5941,1382975.0
2022-04-10,97.3606,98.2293,96.9403,97.5941,1382975.0
2022-04-11,97.837,98.4721,96.6975,96.8189,1216484.0
2022-04-12,96.5013,97.7249,95.9503,97.5194,1262392.0
2022-04-13,97.5848,97.823,96.2585,96.3893,1132910.0
2022-04-14,96.7909,97.2392,96.3426,96.3799,960568.0
2022-04-15,96.7909,97.2392,96.3426,96.3799,960568.0
2022-04-16,96.7909,97.2392,96.3426,96.3799,960568.0
2022-04-17,96.7909,97.2392,96.3426,96.3799,960568.0
2022-04-18,96.6041,97.1458,95.4459,96.053,889332.0
2022-04-19,96.5854,97.9023,96.3426,97.6221,1447175.0
2022-04-20,98.5095,98.9671,97.8481,98.4441,1085458.0
2022-04-21,98.2666,99.7704,97.8743,98.7803,1140741.0
2022-04-22,98.8083,98.8083,96.9403,97.1178,1515593.0
2022-04-23,98.8083,98.8083,96.9403,97.1178,1515593.0
2022-04-24,98.8083,98.8083,96.9403,97.1178,1515593.0
2022-04-25,97.3326,97.5007,94.8015,96.1184,1387376.0
2022-04-26,95.6701,97.1178,95.3805,95.8569,1322795.0
2022-04-27,95.8382,96.8282,94.9602,95.3525,1136373.0
2022-04-28,95.6421,96.6041,95.0256,95.997,1323861.0
2022-04-29,95.4086,95.8382,93.307,93.4471,2017916.0
2022-04-30,95.4086,95.8382,93.307,93.4471,2017916.0
2022-05-01,95.4086,95.8382,93.307,93.4471,2017916.0
2022-05-02,93.7834,95.9223,91.9621,93.1483,2251984.0
2022-05-03,93.774,95.2965,92.8587,92.9895,1886148.0
2022-05-04,92.7093,95.0069,92.7093,94.8575,1701317.0
2022-05-05,94.5493,95.1284,93.5686,94.3998,1290385.0
2022-05-06,93.8768,94.4652,92.9334,94.0169,1843418.0
2022-05-07,93.8768,94.4652,92.9334,94.0169,1843418.0
2022-05-08,93.8768,94.4652,92.9334,94.0169,1843418.0
