,ULTA US Equity,ULTA US Equity,ULTA US Equity,ULTA US Equity,ULTA US Equity
2023-01-16,490.42,495.39,489.13,490.99,406484.0
2023-01-17,490.83,495.0,488.68,494.59,467810.0
2023-01-18,495.68,501.443,495.68,500.08,544815.0
2023-01-19,496.5,499.81,486.02,488.12,628712.0
2023-01-20,488.28,495.935,486.32,491.25,589694.0
2023-01-21,488.28,495.935,486.32,491.25,589694.0
2023-01-22,488.28,495.935,486.32,491.25,589694.0
2023-01-23,494.2,500.95,491.6,500.47,417896.0
2023-01-24,498.4,503.035,495.92,501.53,555194.0
2023-01-25,500.22,502.83,493.78,502.63,299414.0
2023-01-26,505.8,509.05,502.065,506.82,391176.0
2023-01-27,508.99,511.0,505.19,505.67,439773.0
2023-01-28,508.99,511.0,505.19,505.67,439773.0
2023-01-29,508.99,511.0,505.19,505.67,439773.0
2023-01-30,505.61,512.69,505.41,507.97,433342.0
2023-01-31,509.11,514.25,508.13,513.96,503305.0
2023-02-01,511.9,525.89,511.25,523.59,531764.0
2023-02-02,525.63,528.64,517.05,520.83,545987.0
2023-02-03,518.32,521.98,516.02,520.76,337119.0
2023-02-04,518.32,521.98,516.02,520.76,337119.0
2023-02-05,518.32,521.98,516.02,520.76,337119.0
2023-02-06,518.2,522.415,515.74,518.0,370581.0
2023-02-07,517.0,526.08,512.92,524.96,542473.0
2023-02-08,520.8,524.65,520.0,523.22,351925.0
2023-02-09,528.06,531.69,521.8,522.08,630059.0
2023-02-10,517.4,519.19,512.11,515.75,711232.0
2023-02-11,517.4,519.19,512.11,515.75,711232.0
2023-02-12,517.4,519.19,512.11,515.75,711232.0
2023-02-13,518.99,521.535,515.605,520.18,422218.0
2023-02-14,520.81,527.104,520.345,524.65,399569.0
2023-02-15,520.67,527.9,520.25,526.56,380148.0
2023-02-16,523.96,532.0,521.36,531.56,523803.0
2023-02-17,531.35,533.68,528.39,530.0,419766.0
2023-02-18,531.35,533.68,528.39,530.0,419766.0
2023-02-19,531.35,533.68,528.39,530.0,419766.0
2023-02-20,531.35,533.68,528.39,530.0,419766.0
2023-02-21,524.24,528.38,523.64,524.94,383263.0
2023-02-22,525.0,532.18,524.79,531.11,432678.0
2023-02-23,532.0,537.52,528.49,531.47,537749.0
2023-02-24,525.61,527.509,517.055,519.99,728361.0
2023-02-25,525.61,527.509,517.055,519.99,728361.0
2023-02-26,525.61,527.509,517.055,519.99,728361.0
2023-02-27,523.85,529.5,521.92,523.15,445840.0
2023-02-28,521.98,527.07,517.621,518.8,514135.0
2023-03-01,516.0,518.89,511.21,516.02,458116.0
2023-03-02,514.79,522.21,511.02,521.12,447011.0
2023-03-03,520.14,523.72,518.2,522.06,573177.0
2023-03-04,520.14,523.72,518.2,522.06,573177.0
2023-03-05,520.14,523.72,518.2,522.06,573177.0
2023-03-06,522.37,527.935,521.63,523.4,641182.0
2023-03-07,524.98,528.57,523.51,526.04,668993.0
2023-03-08,525.93,527.345,517.77,524.1,635530.0
2023-03-09,526.04,533.54,519.5,519.93,1158698.0
2023-03-10,522.13,533.24,514.35,521.18,1445986.0
2023-03-11,522.13,533.24,514.35,521.18,1445986.0
2023-03-12,522.13,533.24,514.35,521.18,1445986.0
2023-03-13,516.29,521.86,510.76,513.68,774552.0
2023-03-14,520.78,525.0,513.185,518.42,718117.0
2023-03-15,513.28,524.51,511.01,524.18,812534.0
2023-03-16,522.23,525.01,512.02,513.84,754805.0
2023-03-17,511.05,511.14,501.04,506.46,1229218.0
2023-03-18,511.05,511.14,501.04,506.46,1229218.0
2023-03-19,511.05,511.14,501.04,506.46,1229218.0
2023-03-20,507.33,511.32,502.545,510.23,997096.0
2023-03-21,514.2,522.28,513.275,515.91,659693.0
2023-03-22,515.65,519.48,509.77,510.0,699179.0
2023-03-23,510.82,517.6,508.63,515.74,540969.0
2023-03-24,514.8,516.27,507.17,513.98,473541.0
2023-03-25,514.8,516.27,507.17,513.98,473541.0
2023-03-26,514.8,516.27,507.17,513.98,473541.0
2023-03-27,516.46,522.665,514.37,520.45,469443.0
2023-03-28,520.52,532.04,520.52,531.79,610007.0
2023-03-29,533.0,534.74,525.62,526.33,718629.0
2023-03-30,527.81,538.3,526.04,536.37,658803.0
2023-03-31,538.75,546.47,538.09,545.67,769427.0
2023-04-01,538.75,546.47,538.09,545.67,769427.0
2023-04-02,538.75,546.47,538.09,545.67,769427.0
2023-04-03,546.62,552.46,543.62,551.19,551409.0
2023-04-04,551.19,553.06,545.5,546.17,633382.0
2023-04-05,544.9,546.29,530.19,534.12,826550.0
2023-04-06,530.0,532.42,520.73,520.95,737791.0
2023-04-07,530.0,532.42,520.73,520.95,737791.0
2023-04-08,530.0,532.42,520.73,520.95,737791.0
2023-04-09,530.0,532.42,520.73,520.95,737791.0
2023-04-10,518.78,529.56,517.162,529.46,486892.0
2023-04-11,529.5,532.02,525.68,526.75,456296.0
2023-04-12,527.71,531.17,522.36,523.13,508434.0
2023-04-13,524.0,530.32,522.44,528.4,370477.0
2023-04-14,528.2,534.99,526.11,534.66,423053.0
2023-04-15,528.2,534.99,526.11,534.66,423053.0
2023-04-16,528.2,534.99,526.11,534.66,423053.0
2023-04-17,536.24,538.88,531.675,534.33,579380.0
2023-04-18,537.08,541.94,535.7,541.52,420917.0
2023-04-19,541.68,546.29,539.85,542.03,512171.0
2023-04-20,540.85,549.32,540.7,545.05,428165.0
2023-04-21,544.01,545.951,539.0,541.37,401734.0
2023-04-22,544.01,545.951,539.0,541.37,401734.0
2023-04-23,544.01,545.951,539.0,541.37,401734.0
2023-04-24,539.78,548.56,539.05,547.4,475821.0
2023-04-25,545.47,549.66,541.63,541.86,525167.0
2023-04-26,539.27,548.63,539.27,547.45,495160.0
2023-04-27,550.0,550.74,539.04,547.77,530781.0
2023-04-28,546.08,551.855,544.51,551.43,457354.0
2023-04-29,546.08,551.855,544.51,551.43,457354.0
2023-04-30,546.08,551.855,544.51,551.43,457354.0
2023-05-01,551.72,556.6,528.65,532.88,947513.0
2023-05-02,529.53,532.48,519.02,530.94,612496.0
2023-05-03,519.78,529.555,512.86,523.17,762388.0
2023-05-04,523.21,524.26,511.19,514.0,584890.0
2023-05-05,516.66,523.27,516.275,520.05,479345.0
2023-05-06,516.66,523.27,516.275,520.05,479345.0
2023-05-07,516.66,523.27,516.275,520.05,479345.0
2023-05-08,522.0,522.58,513.945,515.73,427730.0
2023-05-09,510.8,514.82,508.0,509.09,538342.0
2023-05-10,509.86,512.89,497.485,504.51,755853.0
2023-05-11,506.06,512.58,503.585,512.11,742765.0
2023-05-12,512.84,518.27,509.22,513.88,925706.0
2023-05-13,512.84,518.27,509.22,513.88,925706.0
2023-05-14,512.84,518.27,509.22,513.88,925706.0
2023-05-15,513.88,517.93,508.36,515.97,679925.0
2023-05-16,510.5,512.41,498.55,498.99,997647.0
2023-05-17,502.78,506.39,500.86,503.95,618782.0
2023-05-18,503.89,514.34,501.58,513.61,731428.0
2023-05-19,508.37,509.925,486.87,491.05,1274269.0
2023-05-20,508.37,509.925,486.87,491.05,1274269.0
2023-05-21,508.37,509.925,486.87,491.05,1274269.0
2023-05-22,491.05,492.207,479.6,480.68,1649575.0
2023-05-23,479.9,481.2,475.09,480.61,906843.0
2023-05-24,481.62,485.55,476.49,481.43,796289.0
2023-05-25,487.21,489.61,481.7,485.12,2104937.0
2023-05-26,436.11,439.87,417.6,420.27,6078327.0
2023-05-27,436.11,439.87,417.6,420.27,6078327.0
2023-05-28,436.11,439.87,417.6,420.27,6078327.0
2023-05-29,436.11,439.87,417.6,420.27,6078327.0
2023-05-30,417.65,418.0,403.15,412.2,3395592.0
2023-05-31,410.5,417.405,407.63,409.83,2346651.0
2023-06-01,408.11,409.92,402.0,403.83,1380570.0
2023-06-02,405.57,423.77,405.57,422.4,1665100.0
2023-06-03,405.57,423.77,405.57,422.4,1665100.0
2023-06-04,405.57,423.77,405.57,422.4,1665100.0
2023-06-05,421.34,425.96,418.77,421.01,1048049.0
2023-06-06,417.59,423.96,416.66,417.49,862344.0
2023-06-07,419.45,424.8,414.98,415.55,863631.0
2023-06-08,414.0,419.443,410.86,418.94,843534.0
2023-06-09,419.03,427.95,419.03,423.62,1160550.0
2023-06-10,419.03,427.95,419.03,423.62,1160550.0
2023-06-11,419.03,427.95,419.03,423.62,1160550.0
2023-06-12,423.84,427.17,420.22,424.91,854359.0
2023-06-13,432.74,445.34,429.36,443.76,1540027.0
2023-06-14,444.0,450.83,441.34,443.58,1190282.0
2023-06-15,444.96,452.56,442.46,451.14,925032.0
2023-06-16,454.62,454.62,442.4,447.91,1865692.0
2023-06-17,454.62,454.62,442.4,447.91,1865692.0
2023-06-18,454.62,454.62,442.4,447.91,1865692.0
2023-06-19,454.62,454.62,442.4,447.91,1865692.0
2023-06-20,447.77,452.0,442.99,447.09,1084211.0
2023-06-21,450.32,457.37,448.87,450.19,996938.0
2023-06-22,449.93,457.86,448.9,455.71,703180.0
2023-06-23,455.13,457.3,453.09,453.45,709998.0
2023-06-24,455.13,457.3,453.09,453.45,709998.0
2023-06-25,455.13,457.3,453.09,453.45,709998.0
2023-06-26,455.13,465.65,452.82,463.57,788149.0
2023-06-27,462.63,462.89,454.07,462.43,837871.0
2023-06-28,462.37,463.52,456.52,462.08,899126.0
2023-06-29,464.16,471.04,462.075,465.28,653845.0
2023-06-30,468.4,472.87,465.47,470.595,781732.0
2023-07-01,468.4,472.87,465.47,470.595,781732.0
2023-07-02,468.4,472.87,465.47,470.595,781732.0
2023-07-03,470.48,477.82,469.51,477.35,464019.0
2023-07-04,470.48,477.82,469.51,477.35,464019.0
2023-07-05,471.71,480.56,468.23,479.83,789640.0
2023-07-06,476.2,479.06,470.005,470.55,653158.0
2023-07-07,471.25,476.0,468.23,471.63,530351.0
2023-07-08,471.25,476.0,468.23,471.63,530351.0
2023-07-09,471.25,476.0,468.23,471.63,530351.0
2023-07-10,473.43,478.955,473.13,478.0,571685.0
2023-07-11,479.5,484.71,478.435,483.24,506194.0
2023-07-12,485.53,486.72,482.37,484.04,454522.0
2023-07-13,486.68,487.16,472.2,472.59,713319.0
2023-07-14,475.72,476.38,469.61,472.65,602156.0
2023-07-15,475.72,476.38,469.61,472.65,602156.0
2023-07-16,475.72,476.38,469.61,472.65,602156.0
2023-07-17,472.0,476.67,469.31,472.72,507577.0
2023-07-18,471.99,476.29,471.17,472.41,505132.0
2023-07-19,472.68,474.38,469.29,471.21,573638.0
2023-07-20,468.9,470.6,462.13,462.35,663217.0
2023-07-21,462.35,466.18,458.22,460.11,699724.0
2023-07-22,462.35,466.18,458.22,460.11,699724.0
2023-07-23,462.35,466.18,458.22,460.11,699724.0
2023-07-24,459.29,460.1,452.22,454.67,878290.0
2023-07-25,453.54,456.58,447.0,451.64,1115403.0
2023-07-26,453.14,456.45,448.13,454.74,651113.0
2023-07-27,455.0,457.84,447.5,448.45,864804.0
2023-07-28,450.05,452.5,444.361,445.39,692759.0
2023-07-29,450.05,452.5,444.361,445.39,692759.0
2023-07-30,450.05,452.5,444.361,445.39,692759.0
2023-07-31,446.16,450.23,443.06,444.8,866214.0
2023-08-01,445.0,446.995,440.16,442.25,671294.0
2023-08-02,445.37,445.75,438.13,438.24,642666.0
2023-08-03,437.09,440.605,434.48,435.74,904648.0
2023-08-04,435.01,444.076,432.26,438.32,817617.0
2023-08-05,435.01,444.076,432.26,438.32,817617.0
2023-08-06,435.01,444.076,432.26,438.32,817617.0
2023-08-07,439.02,441.79,434.325,439.95,701768.0
2023-08-08,437.3,441.7,435.785,438.17,621124.0
2023-08-09,438.17,448.365,438.17,446.65,670298.0
2023-08-10,449.41,455.91,447.04,447.46,590633.0
2023-08-11,446.0,447.27,442.97,443.85,458803.0
2023-08-12,446.0,447.27,442.97,443.85,458803.0
2023-08-13,446.0,447.27,442.97,443.85,458803.0
2023-08-14,446.78,459.17,446.47,458.56,884616.0
2023-08-15,459.01,464.46,456.1,456.2,804820.0
2023-08-16,458.2,467.64,457.23,457.46,788407.0
2023-08-17,459.82,460.56,446.23,446.67,645025.0
2023-08-18,443.21,454.12,443.21,452.93,537711.0
2023-08-19,443.21,454.12,443.21,452.93,537711.0
2023-08-20,443.21,454.12,443.21,452.93,537711.0
2023-08-21,454.59,457.6,444.11,447.91,800122.0
2023-08-22,442.0,442.0,426.855,430.58,1354037.0
2023-08-23,428.0,438.92,423.8,437.96,1221591.0
2023-08-24,435.83,438.49,421.61,422.74,1794051.0
2023-08-25,425.09,425.505,406.016,407.15,2261422.0
2023-08-26,425.09,425.505,406.016,407.15,2261422.0
2023-08-27,425.09,425.505,406.016,407.15,2261422.0
2023-08-28,409.0,414.82,405.8,410.84,1121935.0
2023-08-29,410.83,416.647,408.26,415.11,777058.0
2023-08-30,415.2,425.175,415.12,422.9,903577.0
2023-08-31,421.47,423.94,414.63,415.03,828273.0
2023-09-01,417.01,420.0,414.135,416.01,576909.0
2023-09-02,417.01,420.0,414.135,416.01,576909.0
2023-09-03,417.01,420.0,414.135,416.01,576909.0
2023-09-04,417.01,420.0,414.135,416.01,576909.0
2023-09-05,415.07,417.905,411.73,415.49,915993.0
2023-09-06,413.18,417.065,408.04,408.49,689103.0
2023-09-07,407.24,418.77,407.24,416.94,769193.0
2023-09-08,415.84,419.305,412.35,413.71,615997.0
2023-09-09,415.84,419.305,412.35,413.71,615997.0
2023-09-10,415.84,419.305,412.35,413.71,615997.0
2023-09-11,416.63,419.75,412.49,418.38,822232.0
2023-09-12,418.14,420.47,413.03,414.43,544266.0
2023-09-13,416.0,418.76,412.61,414.2,553484.0
2023-09-14,414.71,416.39,410.912,415.83,628120.0
2023-09-15,418.1,418.88,411.195,413.57,777909.0
2023-09-16,418.1,418.88,411.195,413.57,777909.0
2023-09-17,418.1,418.88,411.195,413.57,777909.0
2023-09-18,411.01,412.615,406.89,407.89,812038.0
2023-09-19,405.59,413.055,405.36,411.78,687283.0
2023-09-20,413.65,415.19,409.56,411.31,467211.0
2023-09-21,409.62,410.96,404.1,404.25,664125.0
2023-09-22,404.95,407.13,397.87,398.73,660712.0
2023-09-23,404.95,407.13,397.87,398.73,660712.0
2023-09-24,404.95,407.13,397.87,398.73,660712.0
2023-09-25,398.0,400.61,395.755,398.39,616229.0
2023-09-26,395.55,396.74,388.45,389.72,818482.0
2023-09-27,392.2,395.85,390.95,392.44,711059.0
2023-09-28,392.47,400.264,391.305,398.91,543919.0
2023-09-29,404.34,404.77,398.255,399.45,788511.0
2023-09-30,404.34,404.77,398.255,399.45,788511.0
2023-10-01,404.34,404.77,398.255,399.45,788511.0
2023-10-02,402.09,406.8,398.775,402.95,892636.0
2023-10-03,398.95,400.34,392.655,394.235,743381.0
2023-10-04,397.37,399.66,394.07,395.91,901067.0
2023-10-05,394.43,395.5,388.37,388.82,731523.0
2023-10-06,386.3,391.22,385.07,389.64,1117320.0
2023-10-07,386.3,391.22,385.07,389.64,1117320.0
2023-10-08,386.3,391.22,385.07,389.64,1117320.0
2023-10-09,389.49,389.54,379.24,388.46,1630973.0
2023-10-10,386.31,396.015,385.8,393.02,931542.0
2023-10-11,392.38,393.65,386.22,391.3,716457.0
2023-10-12,393.78,393.78,380.61,382.73,657786.0
2023-10-13,383.0,386.77,379.29,379.43,539154.0
2023-10-14,383.0,386.77,379.29,379.43,539154.0
2023-10-15,383.0,386.77,379.29,379.43,539154.0
2023-10-16,382.04,388.21,380.02,387.26,724074.0
2023-10-17,385.58,389.445,382.655,383.66,630465.0
2023-10-18,382.25,383.04,372.26,372.5,776800.0
2023-10-19,371.66,378.935,369.84,372.86,766108.0
2023-10-20,373.87,375.88,369.88,371.85,674462.0
2023-10-21,373.87,375.88,369.88,371.85,674462.0
2023-10-22,373.87,375.88,369.88,371.85,674462.0
2023-10-23,371.35,375.57,368.02,373.08,787622.0
2023-10-24,374.09,384.45,374.09,379.11,901406.0
2023-10-25,380.7,385.11,377.28,377.98,624769.0
2023-10-26,379.67,383.0,375.01,379.96,557088.0
2023-10-27,380.4,385.91,379.51,379.87,462808.0
2023-10-28,380.4,385.91,379.51,379.87,462808.0
2023-10-29,380.4,385.91,379.51,379.87,462808.0
2023-10-30,381.74,387.15,378.925,379.24,632215.0
2023-10-31,379.05,383.615,375.04,381.31,753471.0
2023-11-01,379.02,379.37,370.25,375.46,774519.0
2023-11-02,379.54,385.935,379.54,380.32,677528.0
2023-11-03,382.15,387.98,382.15,385.88,596448.0
2023-11-04,382.15,387.98,382.15,385.88,596448.0
2023-11-05,382.15,387.98,382.15,385.88,596448.0
2023-11-06,388.57,393.47,385.34,385.98,520564.0
2023-11-07,386.5,396.777,386.5,395.58,741234.0
2023-11-08,397.01,401.636,392.475,392.78,588340.0
2023-11-09,394.09,396.57,388.52,388.85,528607.0
2023-11-10,389.34,391.5,385.0,389.71,559799.0
2023-11-11,389.34,391.5,385.0,389.71,559799.0
2023-11-12,389.34,391.5,385.0,389.71,559799.0
2023-11-13,389.18,392.86,387.15,390.5,423381.0
2023-11-14,395.45,403.36,393.97,397.93,836130.0
2023-11-15,405.13,417.412,403.83,415.33,1257830.0
2023-11-16,412.27,416.13,403.415,405.55,868404.0
2023-11-17,410.03,410.64,405.75,409.27,554802.0
2023-11-18,410.03,410.64,405.75,409.27,554802.0
2023-11-19,410.03,410.64,405.75,409.27,554802.0
2023-11-20,406.18,408.65,402.63,405.61,620552.0
2023-11-21,406.0,407.26,401.01,404.92,553660.0
2023-11-22,408.71,412.09,405.83,409.49,434397.0
2023-11-23,408.71,412.09,405.83,409.49,434397.0
2023-11-24,411.94,417.98,411.94,414.72,395864.0
2023-11-25,411.94,417.98,411.94,414.72,395864.0
2023-11-26,411.94,417.98,411.94,414.72,395864.0
2023-11-27,412.75,417.83,411.44,414.75,703761.0
2023-11-28,414.14,421.22,413.995,417.96,594990.0
2023-11-29,418.34,423.45,416.585,420.01,918443.0
2023-11-30,426.75,427.8,419.3,425.99,2126068.0
2023-12-01,475.2,479.27,465.0,472.03,3580054.0
2023-12-02,475.2,479.27,465.0,472.03,3580054.0
2023-12-03,475.2,479.27,465.0,472.03,3580054.0
2023-12-04,472.32,487.595,471.785,486.76,1613742.0
2023-12-05,483.46,488.86,480.255,481.42,921750.0
2023-12-06,484.0,497.07,481.5,494.51,950355.0
2023-12-07,493.86,495.89,486.64,489.85,568599.0
2023-12-08,489.38,489.38,481.98,482.16,586135.0
2023-12-09,489.38,489.38,481.98,482.16,586135.0
2023-12-10,489.38,489.38,481.98,482.16,586135.0
2023-12-11,484.76,484.76,477.425,482.64,813172.0
2023-12-12,485.0,493.99,482.66,493.03,728947.0
2023-12-13,493.23,496.915,487.01,493.12,689672.0
2023-12-14,494.33,497.41,492.25,494.63,671722.0
2023-12-15,492.69,494.535,488.0,490.63,1113337.0
2023-12-16,492.69,494.535,488.0,490.63,1113337.0
2023-12-17,492.69,494.535,488.0,490.63,1113337.0
2023-12-18,490.95,493.175,486.15,488.48,516967.0
2023-12-19,490.86,493.54,487.13,489.43,505459.0
2023-12-20,485.73,489.65,477.44,477.57,530460.0
2023-12-21,481.0,485.325,475.621,477.47,581739.0
2023-12-22,475.79,476.9,469.27,471.36,513901.0
2023-12-23,475.79,476.9,469.27,471.36,513901.0
2023-12-24,475.79,476.9,469.27,471.36,513901.0
2023-12-25,475.79,476.9,469.27,471.36,513901.0
2023-12-26,473.23,477.65,470.72,477.38,497948.0
2023-12-27,477.42,483.28,477.42,483.26,369425.0
2023-12-28,485.0,487.64,483.14,486.84,328938.0
2023-12-29,487.73,491.65,486.36,489.99,461013.0
2023-12-30,487.73,491.65,486.36,489.99,461013.0
2023-12-31,487.73,491.65,486.36,489.99,461013.0
2024-01-01,487.73,491.65,486.36,489.99,461013.0
2024-01-02,485.25,492.11,483.585,486.61,480828.0
2024-01-03,485.18,486.48,472.81,473.82,594919.0
2024-01-04,474.61,475.3,468.79,468.92,481323.0
2024-01-05,465.53,476.45,464.81,471.12,473737.0
2024-01-06,465.53,476.45,464.81,471.12,473737.0
2024-01-07,465.53,476.45,464.81,471.12,473737.0
2024-01-08,471.59,483.46,469.49,482.96,622774.0
2024-01-09,482.6,489.1,482.6,485.06,567852.0
2024-01-10,483.5,487.485,478.91,480.91,462953.0
2024-01-11,483.84,484.38,475.19,482.83,555286.0
2024-01-12,486.59,486.96,480.64,482.08,443287.0
2024-01-13,486.59,486.96,480.64,482.08,443287.0
2024-01-14,486.59,486.96,480.64,482.08,443287.0
2024-01-15,486.59,486.96,480.64,482.08,443287.0
2024-01-16,480.97,483.6,475.25,476.01,761070.0
2024-01-17,471.63,476.12,470.09,472.76,440235.0
2024-01-18,472.24,476.955,470.49,475.5,402165.0
2024-01-19,479.68,479.68,468.61,472.57,517203.0
2024-01-20,479.68,479.68,468.61,472.57,517203.0
2024-01-21,479.68,479.68,468.61,472.57,517203.0
2024-01-22,474.52,478.24,471.33,476.9,436920.0
2024-01-23,480.0,480.84,474.84,479.9,525390.0
2024-01-24,481.0,484.28,473.71,478.77,559978.0
2024-01-25,480.34,493.54,479.24,493.22,798180.0
2024-01-26,496.34,499.42,488.74,493.59,706493.0
2024-01-27,496.34,499.42,488.74,493.59,706493.0
2024-01-28,496.34,499.42,488.74,493.59,706493.0
2024-01-29,493.06,509.595,493.06,507.99,910780.0
2024-01-30,505.77,511.58,501.86,508.74,831726.0
2024-01-31,508.74,510.86,500.84,502.05,561410.0
2024-02-01,506.55,508.08,499.105,503.52,551322.0
2024-02-02,500.46,510.045,491.52,505.33,590288.0
2024-02-03,500.46,510.045,491.52,505.33,590288.0
2024-02-04,500.46,510.045,491.52,505.33,590288.0
2024-02-05,506.51,509.265,496.74,502.38,620305.0
2024-02-06,503.71,504.16,496.1,502.0,636491.0
2024-02-07,506.89,516.91,504.575,514.04,800008.0
2024-02-08,516.22,522.16,513.3,519.12,667855.0
2024-02-09,521.0,524.335,517.16,522.63,489520.0
2024-02-10,521.0,524.335,517.16,522.63,489520.0
2024-02-11,521.0,524.335,517.16,522.63,489520.0
2024-02-12,524.01,527.66,520.79,525.06,529563.0
2024-02-13,517.89,532.43,514.97,531.06,753568.0
2024-02-14,531.21,533.75,521.71,526.59,543771.0
2024-02-15,533.74,536.88,528.835,529.88,467835.0
2024-02-16,528.41,536.854,527.2,532.09,353844.0
2024-02-17,528.41,536.854,527.2,532.09,353844.0
2024-02-18,528.41,536.854,527.2,532.09,353844.0
2024-02-19,528.41,536.854,527.2,532.09,353844.0
2024-02-20,529.0,542.8,528.747,541.29,702323.0
2024-02-21,543.39,548.6,536.0,538.79,723039.0
2024-02-22,541.2,547.48,538.67,544.06,478754.0
2024-02-23,547.47,553.65,544.99,549.78,371804.0
2024-02-24,547.47,553.65,544.99,549.78,371804.0
2024-02-25,547.47,553.65,544.99,549.78,371804.0
2024-02-26,550.17,557.98,548.93,556.32,396099.0
2024-02-27,555.59,562.8,554.665,561.41,428300.0
2024-02-28,559.22,563.167,556.92,559.16,343817.0
2024-02-29,559.26,559.26,546.78,548.56,1022640.0
2024-03-01,548.31,553.42,543.37,549.98,548687.0
2024-03-02,548.31,553.42,543.37,549.98,548687.0
2024-03-03,548.31,553.42,543.37,549.98,548687.0
2024-03-04,545.88,551.84,542.835,546.54,481411.0
2024-03-05,548.0,554.735,539.13,549.46,545166.0
2024-03-06,555.1,555.1,543.63,548.3,457869.0
2024-03-07,550.14,554.495,546.36,548.32,372050.0
2024-03-08,549.67,551.12,540.115,540.22,499679.0
2024-03-09,549.67,551.12,540.115,540.22,499679.0
2024-03-10,549.67,551.12,540.115,540.22,499679.0
2024-03-11,540.62,549.22,538.54,548.56,626352.0
2024-03-12,549.13,556.875,548.145,555.57,558404.0
2024-03-13,559.83,572.48,558.33,567.18,815571.0
2024-03-14,572.62,574.76,561.21,565.44,1399900.0
2024-03-15,504.0,546.58,502.2,535.98,2891583.0
2024-03-16,504.0,546.58,502.2,535.98,2891583.0
2024-03-17,504.0,546.58,502.2,535.98,2891583.0
2024-03-18,534.36,544.36,525.67,532.33,1064510.0
2024-03-19,535.08,535.08,524.465,529.08,811628.0
2024-03-20,528.63,532.7,522.9,523.96,694662.0
2024-03-21,523.96,531.11,521.235,523.55,967907.0
2024-03-22,522.0,526.58,515.27,520.37,1061145.0
2024-03-23,522.0,526.58,515.27,520.37,1061145.0
2024-03-24,522.0,526.58,515.27,520.37,1061145.0
2024-03-25,521.97,523.54,505.26,505.57,773757.0
2024-03-26,505.66,514.68,505.0,514.34,866896.0
2024-03-27,515.64,516.66,507.02,513.52,923015.0
2024-03-28,515.67,525.77,513.68,522.88,804546.0
2024-03-29,515.67,525.77,513.68,522.88,804546.0
2024-03-30,515.67,525.77,513.68,522.88,804546.0
2024-03-31,515.67,525.77,513.68,522.88,804546.0
2024-04-01,520.84,529.67,520.84,529.01,647023.0
2024-04-02,527.5,528.8,516.46,519.68,609483.0
2024-04-03,469.57,474.12,438.671,439.98,4214327.0
2024-04-04,443.91,467.49,443.58,448.64,2916850.0
2024-04-05,447.23,455.4,441.42,444.75,1285887.0
2024-04-06,447.23,455.4,441.42,444.75,1285887.0
2024-04-07,447.23,455.4,441.42,444.75,1285887.0
2024-04-08,453.48,457.75,450.79,452.78,967272.0
2024-04-09,450.1,455.33,450.0,454.8,595027.0
2024-04-10,449.99,453.7,446.23,450.95,876239.0
2024-04-11,454.66,455.08,446.74,447.91,450213.0
2024-04-12,445.55,448.5,441.0,442.32,487251.0
2024-04-13,445.55,448.5,441.0,442.32,487251.0
2024-04-14,445.55,448.5,441.0,442.32,487251.0
2024-04-15,444.36,444.87,431.68,433.24,904772.0
2024-04-16,430.9,432.46,422.1,424.17,1144548.0
2024-04-17,428.8,429.92,423.675,424.55,947644.0
2024-04-18,428.82,428.82,416.58,425.11,862502.0
2024-04-19,413.83,418.785,410.998,413.5,1072899.0
2024-04-20,413.83,418.785,410.998,413.5,1072899.0
2024-04-21,413.83,418.785,410.998,413.5,1072899.0
2024-04-22,417.43,419.285,412.64,417.98,635460.0
2024-04-23,420.86,424.85,417.27,419.27,692353.0
2024-04-24,414.63,417.87,407.16,410.55,866445.0
2024-04-25,409.35,409.35,403.13,408.01,707068.0
2024-04-26,405.62,411.35,402.95,406.39,637675.0
2024-04-27,405.62,411.35,402.95,406.39,637675.0
2024-04-28,405.62,411.35,402.95,406.39,637675.0
2024-04-29,404.86,410.04,404.14,410.04,673827.0
2024-04-30,410.04,412.04,402.0,404.84,904813.0
2024-05-01,403.14,404.51,398.45,402.11,575722.0
