,TNC US Equity,TNC US Equity,TNC US Equity,TNC US Equity,TNC US Equity
2021-03-15,78.4531,79.1156,77.7714,79.0388,44588.0
2021-03-16,79.0388,79.0388,77.1089,77.7618,41057.0
2021-03-17,77.9058,77.9058,76.8305,77.2913,40638.0
2021-03-18,77.1089,78.0018,76.648,77.1185,129760.0
2021-03-19,77.0417,77.4257,75.6677,76.8209,258887.0
2021-03-20,77.0417,77.4257,75.6677,76.8209,258887.0
2021-03-21,77.0417,77.4257,75.6677,76.8209,258887.0
2021-03-22,76.6192,76.6192,75.4095,75.8703,63881.0
2021-03-23,74.795,75.5919,73.3259,73.6428,72175.0
2021-03-24,74.2669,77.7138,74.2669,75.5919,119668.0
2021-03-25,75.1406,76.6096,73.902,75.9759,53435.0
2021-03-26,76.8305,77.8002,76.3504,77.7522,59787.0
2021-03-27,76.8305,77.8002,76.3504,77.7522,59787.0
2021-03-28,76.8305,77.8002,76.3504,77.7522,59787.0
2021-03-29,77.685,79.3556,77.4209,77.4738,68703.0
2021-03-30,77.5122,78.5779,76.9649,77.9538,63651.0
2021-03-31,78.2035,79.8453,76.6288,76.7056,124140.0
2021-04-01,76.9457,77.5986,75.3978,77.4353,57574.0
2021-04-02,76.9457,77.5986,75.3978,77.4353,57574.0
2021-04-03,76.9457,77.5986,75.3978,77.4353,57574.0
2021-04-04,76.9457,77.5986,75.3978,77.4353,57574.0
2021-04-05,78.2035,78.3715,77.4065,78.1555,72484.0
2021-04-06,78.2227,79.2116,78.0642,78.1362,59349.0
2021-04-07,77.7042,78.0114,76.3984,76.8209,58701.0
2021-04-08,76.8593,77.589,76.4752,77.1281,82419.0
2021-04-09,77.1473,78.2227,76.7921,77.9538,46649.0
2021-04-10,77.1473,78.2227,76.7921,77.9538,46649.0
2021-04-11,77.1473,78.2227,76.7921,77.9538,46649.0
2021-04-12,78.2899,78.7027,77.6754,78.5395,49361.0
2021-04-13,78.7891,78.7891,77.8194,78.1266,61668.0
2021-04-14,78.1459,78.9524,78.1266,78.2419,21039.0
2021-04-15,78.6163,79.4598,77.6466,77.925,32846.0
2021-04-16,78.6931,78.7699,76.8113,77.5698,38402.0
2021-04-17,78.6931,78.7699,76.8113,77.5698,38402.0
2021-04-18,78.6931,78.7699,76.8113,77.5698,38402.0
2021-04-19,77.5314,78.2707,76.2064,76.8305,55256.0
2021-04-20,75.9951,77.1761,74.9582,74.9678,85921.0
2021-04-21,74.9678,76.696,74.891,76.6192,75840.0
2021-04-22,76.7248,77.3969,76.4752,77.0321,52994.0
2021-04-23,77.6274,78.4435,77.6274,77.8866,39861.0
2021-04-24,77.6274,78.4435,77.6274,77.8866,39861.0
2021-04-25,77.6274,78.4435,77.6274,77.8866,39861.0
2021-04-26,78.2419,78.5011,76.9841,77.0321,25173.0
2021-04-27,77.3009,77.3009,75.5919,75.8511,35845.0
2021-04-28,75.9663,76.1872,74.8526,75.7071,49683.0
2021-04-29,76.3408,76.504,75.8319,76.504,35572.0
2021-04-30,75.7167,76.2832,74.7278,75.7647,72791.0
2021-05-01,75.7167,76.2832,74.7278,75.7647,72791.0
2021-05-02,75.7167,76.2832,74.7278,75.7647,72791.0
2021-05-03,75.3806,77.7714,75.3806,76.8785,141462.0
2021-05-04,77.7138,79.7781,77.4209,79.0868,99107.0
2021-05-05,79.7877,79.8069,78.6883,79.6341,57477.0
2021-05-06,79.9317,82.3993,79.9317,82.3129,87496.0
2021-05-07,82.4089,82.4089,81.4714,81.948,51086.0
2021-05-08,82.4089,82.4089,81.4714,81.948,51086.0
2021-05-09,82.4089,82.4089,81.4714,81.948,51086.0
2021-05-10,82.6969,83.9161,80.7574,80.7958,96646.0
2021-05-11,79.7877,80.5366,79.202,80.1621,42158.0
2021-05-12,80.2678,81.1463,78.1843,78.4531,69938.0
2021-05-13,78.3475,82.5433,77.7042,82.1112,66154.0
2021-05-14,82.9562,83.4746,80.7286,81.1319,87438.0
2021-05-15,82.9562,83.4746,80.7286,81.1319,87438.0
2021-05-16,82.9562,83.4746,80.7286,81.1319,87438.0
2021-05-17,81.1319,81.3335,80.1621,81.1223,50826.0
2021-05-18,81.2087,81.2087,79.5957,79.7205,36221.0
2021-05-19,79.1348,79.5995,77.9826,79.4036,72498.0
2021-05-20,79.5189,80.0949,78.6019,80.0949,113239.0
2021-05-21,80.8438,81.3527,79.7685,79.9893,67602.0
2021-05-22,80.8438,81.3527,79.7685,79.9893,67602.0
2021-05-23,80.8438,81.3527,79.7685,79.9893,67602.0
2021-05-24,80.3926,81.2471,79.8933,80.8246,47295.0
2021-05-25,80.8246,80.8246,79.1732,79.2308,78161.0
2021-05-26,79.0868,80.2486,78.6835,79.8837,57064.0
2021-05-27,80.4421,80.5913,80.1629,80.2495,38512.0
2021-05-28,80.4517,80.9042,78.9016,79.6622,117412.0
2021-05-29,80.4517,80.9042,78.9016,79.6622,117412.0
2021-05-30,80.4517,80.9042,78.9016,79.6622,117412.0
2021-05-31,80.4517,80.9042,78.9016,79.6622,117412.0
2021-06-01,79.7489,82.0115,79.7489,81.8093,105870.0
2021-06-02,82.0981,82.0981,79.8548,80.6058,95896.0
2021-06-03,80.4036,80.4036,78.9498,80.0666,43042.0
2021-06-04,80.6154,80.9716,79.797,80.6347,62667.0
2021-06-05,80.6154,80.9716,79.797,80.6347,62667.0
2021-06-06,80.6154,80.9716,79.797,80.6347,62667.0
2021-06-07,80.5961,80.7598,79.7104,80.0185,29530.0
2021-06-08,79.874,80.471,79.4254,80.3554,30989.0
2021-06-09,80.4806,80.4806,79.3108,79.8837,46727.0
2021-06-10,80.0377,80.0377,79.229,79.4023,41903.0
2021-06-11,79.1808,79.3541,78.1506,78.6898,51711.0
2021-06-12,79.1808,79.3541,78.1506,78.6898,51711.0
2021-06-13,79.1808,79.3541,78.1506,78.6898,51711.0
2021-06-14,78.4684,78.4684,77.3515,78.0255,46578.0
2021-06-15,78.0351,78.7283,77.6211,78.7283,51285.0
2021-06-16,78.5357,79.383,77.727,79.383,80273.0
2021-06-17,79.1712,79.3252,76.3598,77.5633,100091.0
2021-06-18,76.4368,76.7834,74.9349,75.3392,149356.0
2021-06-19,76.4368,76.7834,74.9349,75.3392,149356.0
2021-06-20,76.4368,76.7834,74.9349,75.3392,149356.0
2021-06-21,76.1673,77.4285,75.6666,77.39,59672.0
2021-06-22,77.1108,77.1108,75.9651,76.9856,43569.0
2021-06-23,76.6968,77.5344,76.3406,76.5427,45567.0
2021-06-24,77.1397,78.2469,76.5764,77.8136,51901.0
2021-06-25,78.141,78.8824,77.4719,77.65,159301.0
2021-06-26,78.141,78.8824,77.4719,77.65,159301.0
2021-06-27,78.141,78.8824,77.4719,77.65,159301.0
2021-06-28,77.5441,77.5441,76.2347,76.6198,44313.0
2021-06-29,77.1301,77.2889,76.4657,76.6583,28489.0
2021-06-30,76.3309,77.3322,76.3309,76.8797,49674.0
2021-07-01,77.0242,77.1782,76.4375,76.7642,89030.0
2021-07-02,76.9375,76.9375,75.4837,75.5222,50749.0
2021-07-03,76.9375,76.9375,75.4837,75.5222,50749.0
2021-07-04,76.9375,76.9375,75.4837,75.5222,50749.0
2021-07-05,76.9375,76.9375,75.4837,75.5222,50749.0
2021-07-06,75.2911,75.2911,72.836,74.4053,47710.0
2021-07-07,74.1743,75.0504,73.9047,74.5209,66957.0
2021-07-08,73.25,74.0876,72.5182,73.1729,119696.0
2021-07-09,74.492,74.6171,73.7217,73.8662,81858.0
2021-07-10,74.492,74.6171,73.7217,73.8662,81858.0
2021-07-11,74.492,74.6171,73.7217,73.8662,81858.0
2021-07-12,73.5099,74.4053,73.1729,73.9817,51354.0
2021-07-13,73.404,74.0106,72.6001,72.7975,67276.0
2021-07-14,72.7975,74.1357,72.4508,73.7891,86264.0
2021-07-15,73.0767,74.3957,73.0767,74.0202,52839.0
2021-07-16,74.6364,74.7568,73.6736,74.0587,68762.0
2021-07-17,74.6364,74.7568,73.6736,74.0587,68762.0
2021-07-18,74.6364,74.7568,73.6736,74.0587,68762.0
2021-07-19,72.6049,73.2596,71.8828,72.8071,96125.0
2021-07-20,72.4701,75.3007,72.4701,74.4727,90409.0
2021-07-21,75.1178,76.1865,75.0985,75.2911,57881.0
2021-07-22,75.1274,75.4933,73.9239,74.3283,41161.0
2021-07-23,74.5594,74.7808,74.155,74.6557,27509.0
2021-07-24,74.5594,74.7808,74.155,74.6557,27509.0
2021-07-25,74.5594,74.7808,74.155,74.6557,27509.0
2021-07-26,74.5786,75.1178,74.5786,74.9638,25800.0
2021-07-27,74.2898,74.8867,73.9913,74.5016,28395.0
2021-07-28,75.0408,75.5222,73.818,74.983,45491.0
2021-07-29,75.5799,76.5331,75.5414,76.0613,29568.0
2021-07-30,75.6185,76.4272,75.6185,76.1769,35565.0
2021-07-31,75.6185,76.4272,75.6185,76.1769,35565.0
2021-08-01,75.6185,76.4272,75.6185,76.1769,35565.0
2021-08-02,75.9073,77.4719,75.5414,75.8014,78564.0
2021-08-03,75.5126,76.9568,73.3703,75.0119,93834.0
2021-08-04,73.5966,74.4824,72.5856,72.6915,44269.0
2021-08-05,72.6434,74.0395,72.0994,72.9804,42379.0
2021-08-06,73.2596,73.9143,71.9694,72.0753,40118.0
2021-08-07,73.2596,73.9143,71.9694,72.0753,40118.0
2021-08-08,73.2596,73.9143,71.9694,72.0753,40118.0
2021-08-09,72.0176,72.6526,70.6889,70.9874,48748.0
2021-08-10,71.074,72.3834,70.7082,72.1139,60224.0
2021-08-11,72.0946,72.2679,71.5747,72.0561,32583.0
2021-08-12,72.0465,72.0465,70.4964,70.6311,42350.0
2021-08-13,70.2845,70.8141,69.0233,70.3712,49714.0
2021-08-14,70.2845,70.8141,69.0233,70.3712,49714.0
2021-08-15,70.2845,70.8141,69.0233,70.3712,49714.0
2021-08-16,69.8802,71.6228,69.7165,71.1703,52553.0
2021-08-17,70.323,70.6023,69.9119,70.1594,62342.0
2021-08-18,69.9764,70.9585,68.9848,68.9944,37446.0
2021-08-19,68.2338,68.8307,68.1086,68.4745,53026.0
2021-08-20,68.253,69.8898,68.176,69.4469,65940.0
2021-08-21,68.253,69.8898,68.176,69.4469,65940.0
2021-08-22,68.253,69.8898,68.176,69.4469,65940.0
2021-08-23,69.6202,70.2268,69.5239,69.5239,35272.0
2021-08-24,69.7743,70.3038,69.5672,69.678,35411.0
2021-08-25,69.5336,70.3423,69.1677,69.6202,32580.0
2021-08-26,69.4469,69.7935,69.2495,69.4758,39172.0
2021-08-27,69.8802,71.5747,69.8802,71.3244,65366.0
2021-08-28,69.8802,71.5747,69.8802,71.3244,65366.0
2021-08-29,69.8802,71.5747,69.8802,71.3244,65366.0
2021-08-30,71.5079,71.5079,70.8415,71.0636,36118.0
2021-08-31,71.1699,71.8169,70.3553,71.4499,51792.0
2021-09-01,71.0733,72.3385,70.7642,72.1163,48300.0
2021-09-02,72.0487,73.623,72.0487,73.2946,44658.0
2021-09-03,73.0918,73.565,72.6089,73.4009,49617.0
2021-09-04,73.0918,73.565,72.6089,73.4009,49617.0
2021-09-05,73.0918,73.565,72.6089,73.4009,49617.0
2021-09-06,73.0918,73.565,72.6089,73.4009,49617.0
2021-09-07,72.9469,73.652,72.4737,72.5703,60350.0
2021-09-08,72.4351,73.0049,71.9763,72.2515,65268.0
2021-09-09,71.9135,72.5751,71.788,71.7976,65157.0
2021-09-10,72.2226,72.5944,71.6479,72.0487,54202.0
2021-09-11,72.2226,72.5944,71.6479,72.0487,54202.0
2021-09-12,72.2226,72.5944,71.6479,72.0487,54202.0
2021-09-13,72.2805,72.4351,71.3244,72.0391,51057.0
2021-09-14,72.5509,72.9759,71.0443,71.3823,61110.0
2021-09-15,71.2085,72.6668,71.2085,72.4737,56136.0
2021-09-16,72.7634,72.7634,70.9477,70.9767,52561.0
2021-09-17,70.4069,70.4069,69.0451,69.4507,227308.0
2021-09-18,70.4069,70.4069,69.0451,69.4507,227308.0
2021-09-19,70.4069,70.4069,69.0451,69.4507,227308.0
2021-09-20,68.427,69.3445,67.7413,68.6008,57096.0
2021-09-21,68.794,69.2576,68.1662,68.8906,49007.0
2021-09-22,68.9678,70.4165,68.9678,69.7501,30289.0
2021-09-23,70.2041,71.3051,69.837,70.8898,47451.0
2021-09-24,70.7352,71.2181,70.7352,70.8511,37313.0
2021-09-25,70.7352,71.2181,70.7352,70.8511,37313.0
2021-09-26,70.7352,71.2181,70.7352,70.8511,37313.0
2021-09-27,70.9187,72.7248,70.9187,71.8556,29150.0
2021-09-28,71.8556,72.8371,70.3779,70.9767,53333.0
2021-09-29,71.0636,72.3192,70.0592,72.0777,33418.0
2021-09-30,72.6668,73.1787,71.4016,71.421,60785.0
2021-10-01,71.3244,73.8934,71.3244,73.1401,67693.0
2021-10-02,71.3244,73.8934,71.3244,73.1401,67693.0
2021-10-03,71.3244,73.8934,71.3244,73.1401,67693.0
2021-10-04,73.256,74.6757,73.1111,74.2411,59502.0
2021-10-05,74.2411,75.2552,73.6616,74.4246,46940.0
2021-10-06,73.8161,74.1349,73.285,74.0576,36456.0
2021-10-07,74.6467,75.7671,74.6467,75.4387,43859.0
2021-10-08,75.6801,75.6801,74.6854,74.7337,44703.0
2021-10-09,75.6801,75.6801,74.6854,74.7337,44703.0
2021-10-10,75.6801,75.6801,74.6854,74.7337,44703.0
2021-10-11,74.9558,75.4194,73.8065,73.8161,25524.0
2021-10-12,74.0383,74.2363,73.1594,73.4009,38010.0
2021-10-13,73.6616,73.6616,72.6379,73.3043,32607.0
2021-10-14,74.019,74.9075,73.9417,74.8785,28577.0
2021-10-15,75.9989,76.4245,74.4632,74.4632,59118.0
2021-10-16,75.9989,76.4245,74.4632,74.4632,59118.0
2021-10-17,75.9989,76.4245,74.4632,74.4632,59118.0
2021-10-18,74.299,74.3667,73.4588,73.9996,34627.0
2021-10-19,73.8065,74.6757,73.6037,74.2121,30383.0
2021-10-20,74.1735,74.9075,74.1735,74.7047,27232.0
2021-10-21,74.4053,75.3421,74.0769,75.3035,34614.0
2021-10-22,75.458,75.7188,74.7433,75.0234,19293.0
2021-10-23,75.458,75.7188,74.7433,75.0234,19293.0
2021-10-24,75.458,75.7188,74.7433,75.0234,19293.0
2021-10-25,75.3228,75.9602,74.7723,75.6415,29341.0
2021-10-26,75.9023,75.9023,74.9268,74.9751,49287.0
2021-10-27,74.7143,75.7284,73.7292,73.7292,30000.0
2021-10-28,74.2701,76.2886,74.2701,76.163,34894.0
2021-10-29,76.3755,77.0129,75.9361,76.7425,33251.0
2021-10-30,76.3755,77.0129,75.9361,76.7425,33251.0
2021-10-31,76.3755,77.0129,75.9361,76.7425,33251.0
2021-11-01,76.1437,79.0218,75.9313,78.9349,66899.0
2021-11-02,79.186,80.5768,77.6793,79.3405,49996.0
2021-11-03,78.6258,78.6258,75.5546,77.7759,79853.0
2021-11-04,77.9884,79.157,77.66,78.9832,49550.0
2021-11-05,79.9393,81.3011,79.9103,80.9148,57935.0
2021-11-06,79.9393,81.3011,79.9103,80.9148,57935.0
2021-11-07,79.9393,81.3011,79.9103,80.9148,57935.0
2021-11-08,81.6488,82.0158,79.9393,80.4222,31878.0
2021-11-09,80.5285,81.2335,80.4222,80.8665,25565.0
2021-11-10,80.9341,81.6391,80.9148,81.3977,31024.0
2021-11-11,81.388,81.7985,80.9631,81.2914,27162.0
2021-11-12,81.7647,81.7647,80.9727,81.2238,22753.0
2021-11-13,81.7647,81.7647,80.9727,81.2238,22753.0
2021-11-14,81.7647,81.7647,80.9727,81.2238,22753.0
2021-11-15,81.5329,81.5329,80.7023,80.9341,37003.0
2021-11-16,80.683,81.2045,80.3546,80.6926,33335.0
2021-11-17,80.8665,80.8665,79.4274,79.8331,32097.0
2021-11-18,80.2774,80.4705,78.9735,79.7172,40242.0
2021-11-19,79.1957,80.0359,79.0411,79.6786,35333.0
2021-11-20,79.1957,80.0359,79.0411,79.6786,35333.0
2021-11-21,79.1957,80.0359,79.0411,79.6786,35333.0
2021-11-22,79.7365,81.5231,79.7365,80.6347,30673.0
2021-11-23,80.2774,81.8806,80.0649,81.4556,42814.0
2021-11-24,81.0114,81.5522,80.7216,81.3591,24880.0
2021-11-25,81.0114,81.5522,80.7216,81.3591,24880.0
2021-11-26,79.4274,80.06,77.153,77.9208,37084.0
2021-11-27,79.4274,80.06,77.153,77.9208,37084.0
2021-11-28,79.4274,80.06,77.153,77.9208,37084.0
2021-11-29,78.8606,78.8606,77.4316,77.7755,33225.0
2021-11-30,77.0392,77.7734,76.177,76.206,47376.0
2021-12-01,77.1942,78.1921,75.8185,75.896,61013.0
2021-12-02,76.4579,78.5215,76.4579,78.2502,32646.0
2021-12-03,78.0371,78.9962,77.7755,78.8024,49374.0
2021-12-04,78.0371,78.9962,77.7755,78.8024,49374.0
2021-12-05,78.0371,78.9962,77.7755,78.8024,49374.0
2021-12-06,79.7906,81.2244,79.7906,80.8563,42414.0
2021-12-07,81.5441,81.9026,80.4688,80.9726,34444.0
2021-12-08,81.5441,81.6313,80.4106,81.2632,33769.0
2021-12-09,80.6529,82.1836,79.4322,79.5484,39095.0
2021-12-10,80.1781,80.4591,79.1028,79.5484,27479.0
2021-12-11,80.1781,80.4591,79.1028,79.5484,27479.0
2021-12-12,80.1781,80.4591,79.1028,79.5484,27479.0
2021-12-13,79.0253,79.5872,78.5021,78.9381,34133.0
2021-12-14,78.909,79.3837,77.5236,77.6883,57178.0
2021-12-15,78.163,79.5581,77.0489,79.345,72024.0
2021-12-16,79.9262,79.9844,77.5236,77.7368,78274.0
2021-12-17,78.8896,79.4031,76.6808,77.2136,197504.0
2021-12-18,78.8896,79.4031,76.6808,77.2136,197504.0
2021-12-19,78.8896,79.4031,76.6808,77.2136,197504.0
2021-12-20,76.3514,76.3514,73.629,74.7044,61485.0
2021-12-21,74.6947,76.1043,74.6947,75.7895,51183.0
2021-12-22,75.5569,76.9423,75.3051,76.8067,31826.0
2021-12-23,77.4074,78.3665,75.896,77.853,19916.0
2021-12-24,77.4074,78.3665,75.896,77.853,19916.0
2021-12-25,77.4074,78.3665,75.896,77.853,19916.0
2021-12-26,77.4074,78.3665,75.896,77.853,19916.0
2021-12-27,78.0371,79.0834,77.0005,78.7734,34484.0
2021-12-28,78.8412,79.4484,78.5699,79.0059,22391.0
2021-12-29,79.0059,79.5678,78.7927,79.1512,24057.0
2021-12-30,79.2287,80.0134,78.3568,78.3665,26879.0
2021-12-31,78.008,78.909,77.4849,78.5118,24018.0
2022-01-01,78.008,78.909,77.4849,78.5118,24018.0
2022-01-02,78.008,78.909,77.4849,78.5118,24018.0
2022-01-03,79.0446,80.2653,78.2212,78.7443,76072.0
2022-01-04,79.4515,81.1469,79.4515,80.2169,34945.0
2022-01-05,80.7013,81.3988,78.8896,79.1996,36610.0
2022-01-06,79.4418,80.1588,78.8315,79.7616,36209.0
2022-01-07,79.4322,79.9989,78.9428,79.2384,33883.0
2022-01-08,79.4322,79.9989,78.9428,79.2384,33883.0
2022-01-09,79.4322,79.9989,78.9428,79.2384,33883.0
2022-01-10,78.5312,78.5312,77.0005,78.2502,93933.0
2022-01-11,78.3083,78.6862,77.233,77.9499,31478.0
2022-01-12,78.4537,78.7226,77.6108,77.7077,42429.0
2022-01-13,78.2696,79.4951,78.0661,78.2308,19225.0
2022-01-14,77.8336,78.6668,77.8046,78.5118,26657.0
2022-01-15,77.8336,78.6668,77.8046,78.5118,26657.0
2022-01-16,77.8336,78.6668,77.8046,78.5118,26657.0
2022-01-17,77.8336,78.6668,77.8046,78.5118,26657.0
2022-01-18,77.9596,77.9596,76.4289,76.7583,20618.0
2022-01-19,77.2911,77.4927,75.6472,75.9348,24604.0
2022-01-20,75.9057,76.5064,74.1134,74.2781,126325.0
2022-01-21,74.1909,76.4482,73.7743,74.8594,40653.0
2022-01-22,74.1909,76.4482,73.7743,74.8594,40653.0
2022-01-23,74.1909,76.4482,73.7743,74.8594,40653.0
2022-01-24,74.0359,76.5257,73.445,76.0317,53211.0
2022-01-25,75.0047,75.2082,72.8443,74.5397,34519.0
2022-01-26,74.7238,76.177,71.9724,73.1059,34067.0
2022-01-27,73.6872,74.4041,72.1468,72.1468,59391.0
2022-01-28,72.2243,73.7356,69.6569,73.629,127765.0
2022-01-29,72.2243,73.7356,69.6569,73.629,127765.0
2022-01-30,72.2243,73.7356,69.6569,73.629,127765.0
2022-01-31,72.9896,74.8207,72.8249,74.7625,49037.0
2022-02-01,74.8691,74.8691,73.5128,74.656,48186.0
2022-02-02,74.3266,74.3847,73.2415,73.784,39029.0
2022-02-03,72.9993,73.8325,72.5246,72.6796,28187.0
2022-02-04,72.3696,72.4568,70.5192,71.4783,25014.0
2022-02-05,72.3696,72.4568,70.5192,71.4783,25014.0
2022-02-06,72.3696,72.4568,70.5192,71.4783,25014.0
2022-02-07,71.488,73.2609,71.488,73.0187,55486.0
2022-02-08,72.7474,74.1328,72.7474,73.9681,25982.0
2022-02-09,74.6463,75.0629,74.2491,74.5978,31377.0
2022-02-10,73.0865,73.5709,71.6624,72.2049,47618.0
2022-02-11,72.4858,73.164,71.3717,72.7571,49000.0
2022-02-12,72.4858,73.164,71.3717,72.7571,49000.0
2022-02-13,72.4858,73.164,71.3717,72.7571,49000.0
2022-02-14,72.9896,73.8712,72.5343,73.6097,61390.0
2022-02-15,74.1425,75.6345,74.1425,75.4504,33766.0
2022-02-16,75.5473,76.4095,75.121,76.0898,37139.0
2022-02-17,75.4891,76.0607,74.7722,75.4601,73330.0
2022-02-18,75.0241,75.8379,74.9514,75.6441,74684.0
2022-02-19,75.0241,75.8379,74.9514,75.6441,74684.0
2022-02-20,75.0241,75.8379,74.9514,75.6441,74684.0
2022-02-21,75.0241,75.8379,74.9514,75.6441,74684.0
2022-02-22,75.0532,76.1285,74.7092,74.8013,45826.0
2022-02-23,75.15,75.15,73.784,73.9584,34041.0
2022-02-24,73.0477,74.1522,72.263,74.0941,42079.0
2022-02-25,74.5785,76.8745,74.5785,76.5257,45665.0
2022-02-26,74.5785,76.8745,74.5785,76.5257,45665.0
2022-02-27,74.5785,76.8745,74.5785,76.5257,45665.0
2022-02-28,76.177,77.3783,75.9929,76.3223,78588.0
2022-03-01,76.206,76.3514,74.4428,74.8497,82308.0
2022-03-02,75.3163,77.4157,75.3163,76.9491,50386.0
2022-03-03,77.5615,77.5615,75.8314,76.609,38683.0
2022-03-04,75.7634,77.163,75.6079,77.163,49070.0
2022-03-05,75.7634,77.163,75.6079,77.163,49070.0
2022-03-06,75.7634,77.163,75.6079,77.163,49070.0
2022-03-07,76.8228,77.2699,76.174,76.8033,38473.0
2022-03-08,76.8131,77.2504,75.4135,75.5884,30118.0
2022-03-09,76.9005,77.2504,76.3757,77.2116,49646.0
2022-03-10,76.123,77.5906,75.6856,77.4643,52616.0
2022-03-11,77.7461,79.1069,77.7461,78.514,86554.0
2022-03-12,77.7461,79.1069,77.7461,78.514,86554.0
2022-03-13,77.7461,79.1069,77.7461,78.514,86554.0
2022-03-14,78.9125,81.1285,78.9125,79.9525,69867.0
2022-03-15,80.7397,82.1296,80.4579,80.973,94584.0
2022-03-16,81.5562,81.6437,79.8504,80.3704,104931.0
2022-03-17,79.7386,81.5367,79.7386,81.3132,56608.0
2022-03-18,81.4104,82.9363,80.1177,82.8586,145310.0
2022-03-19,81.4104,82.9363,80.1177,82.8586,145310.0
2022-03-20,81.4104,82.9363,80.1177,82.8586,145310.0
2022-03-21,82.4406,82.6156,81.0119,81.4201,47026.0
2022-03-22,81.9547,82.4601,80.8175,80.9633,33419.0
2022-03-23,80.5259,80.5259,78.6986,78.757,30179.0
2022-03-24,79.0583,79.1749,77.7364,77.8239,37470.0
2022-03-25,78.5043,78.5529,77.6344,78.0086,49655.0
2022-03-26,78.5043,78.5529,77.6344,78.0086,49655.0
2022-03-27,78.5043,78.5529,77.6344,78.0086,49655.0
2022-03-28,77.4934,77.7121,76.6673,77.1533,38868.0
2022-03-29,77.8919,79.7581,77.8919,79.3499,56518.0
2022-03-30,78.9028,79.6803,77.785,77.9405,28594.0
2022-03-31,77.3671,78.2613,76.3563,76.5895,40952.0
2022-04-01,76.8617,77.4448,76.0064,77.0075,67272.0
2022-04-02,76.8617,77.4448,76.0064,77.0075,67272.0
2022-04-03,76.8617,77.4448,76.0064,77.0075,67272.0
2022-04-04,77.0075,77.0075,75.4995,75.9869,36626.0
2022-04-05,75.8994,76.0549,73.6348,73.6445,69086.0
2022-04-06,73.5765,73.5765,72.0602,72.1963,70696.0
2022-04-07,72.4879,72.5462,71.1077,71.8756,72441.0
2022-04-08,71.9922,71.9922,70.4176,70.5051,70579.0
2022-04-09,71.9922,71.9922,70.4176,70.5051,70579.0
2022-04-10,71.9922,71.9922,70.4176,70.5051,70579.0
2022-04-11,70.4468,71.0203,68.8625,69.2124,94127.0
2022-04-12,70.0775,70.7481,69.7081,69.9317,76037.0
2022-04-13,70.1649,70.7627,69.4457,70.2913,61128.0
2022-04-14,70.5926,71.0689,68.8397,69.2805,36039.0
2022-04-15,70.5926,71.0689,68.8397,69.2805,36039.0
2022-04-16,70.5926,71.0689,68.8397,69.2805,36039.0
2022-04-17,70.5926,71.0689,68.8397,69.2805,36039.0
2022-04-18,69.1444,69.7762,68.1235,69.7276,51158.0
2022-04-19,69.5429,71.6229,69.5429,71.4382,67464.0
2022-04-20,71.9728,73.1002,71.9728,72.6531,82310.0
2022-04-21,73.4501,73.4501,72.6434,72.8961,68682.0
2022-04-22,72.8572,72.8572,71.9339,72.1186,69087.0
2022-04-23,72.8572,72.8572,71.9339,72.1186,69087.0
2022-04-24,72.8572,72.8572,71.9339,72.1186,69087.0
2022-04-25,71.3993,71.7395,69.7762,71.4479,92983.0
2022-04-26,71.03,71.341,68.7921,68.8334,89737.0
2022-04-27,68.5709,69.9608,68.1433,68.4543,87990.0
2022-04-28,68.0364,68.256,62.8559,66.9381,132173.0
2022-04-29,66.5007,66.5104,62.7393,62.7684,133153.0
2022-04-30,66.5007,66.5104,62.7393,62.7684,133153.0
2022-05-01,66.5007,66.5104,62.7393,62.7684,133153.0
2022-05-02,63.0211,64.654,60.7322,61.5826,97569.0
2022-05-03,61.0481,61.6896,60.2705,60.6496,64729.0
2022-05-04,60.5718,62.1367,60.0567,62.0686,66346.0
2022-05-05,61.3591,61.3591,58.6571,59.493,62202.0
2022-05-06,59.1528,59.4492,57.967,58.8126,83320.0
2022-05-07,59.1528,59.4492,57.967,58.8126,83320.0
2022-05-08,59.1528,59.4492,57.967,58.8126,83320.0
2022-05-09,58.4141,62.195,58.4141,61.466,100787.0
2022-05-10,61.7187,61.9423,59.5707,59.9012,62940.0
2022-05-11,60.183,61.0286,58.6474,58.9098,55112.0
2022-05-12,59.075,60.1928,59.075,59.8429,44792.0
2022-05-13,60.5329,60.9703,58.9875,60.2802,65867.0
2022-05-14,60.5329,60.9703,58.9875,60.2802,65867.0
2022-05-15,60.5329,60.9703,58.9875,60.2802,65867.0
2022-05-16,59.6485,59.7505,58.5307,58.8515,55047.0
2022-05-17,59.7165,60.8148,59.6679,60.3288,45966.0
2022-05-18,59.6679,60.2997,58.5988,59.2402,105920.0
2022-05-19,58.8417,59.5367,58.5016,58.6182,67624.0
2022-05-20,59.2208,59.25,57.0049,58.2197,55262.0
2022-05-21,59.2208,59.25,57.0049,58.2197,55262.0
2022-05-22,59.2208,59.25,57.0049,58.2197,55262.0
2022-05-23,58.8126,59.2208,58.2246,58.9389,48007.0
2022-05-24,58.9487,60.115,58.1711,60.0275,59856.0
2022-05-25,59.5513,60.4163,58.4821,59.4152,61743.0
2022-05-26,59.872,60.601,59.4055,60.0664,36090.0
2022-05-27,60.5251,61.8132,60.5251,61.8035,48895.0
2022-05-28,60.5251,61.8132,60.5251,61.8035,48895.0
2022-05-29,60.5251,61.8132,60.5251,61.8035,48895.0
