,AMGN US Equity,AMGN US Equity,AMGN US Equity,AMGN US Equity,AMGN US Equity
2021-08-17,210.231,211.714,210.103,211.641,2666675.0
2021-08-18,211.018,211.76,207.43,207.649,2988264.0
2021-08-19,206.597,208.437,204.409,205.407,2669081.0
2021-08-20,205.407,207.1,203.228,204.619,2811640.0
2021-08-21,205.407,207.1,203.228,204.619,2811640.0
2021-08-22,205.407,207.1,203.228,204.619,2811640.0
2021-08-23,205.214,208.199,204.839,206.551,1932601.0
2021-08-24,206.441,206.588,204.647,205.398,1790382.0
2021-08-25,205.333,205.809,202.468,202.844,2173243.0
2021-08-26,203.274,203.274,201.535,202.734,2844624.0
2021-08-27,203.42,206.295,201.589,203.933,2660964.0
2021-08-28,203.42,206.295,201.589,203.933,2660964.0
2021-08-29,203.42,206.295,201.589,203.933,2660964.0
2021-08-30,203.475,206.249,203.31,205.169,1881774.0
2021-08-31,205.91,206.56,204.446,206.45,2904668.0
2021-09-01,206.469,206.99,203.109,204.455,2699121.0
2021-09-02,204.72,206.908,204.528,206.844,1818385.0
2021-09-03,206.661,207.97,205.233,207.219,1664374.0
2021-09-04,206.661,207.97,205.233,207.219,1664374.0
2021-09-05,206.661,207.97,205.233,207.219,1664374.0
2021-09-06,206.661,207.97,205.233,207.219,1664374.0
2021-09-07,204.134,205.91,200.949,202.615,3281921.0
2021-09-08,202.606,203.484,201.48,202.184,2140430.0
2021-09-09,201.846,201.983,197.186,197.342,3273633.0
2021-09-10,198.184,198.633,195.484,195.667,2218110.0
2021-09-11,198.184,198.633,195.484,195.667,2218110.0
2021-09-12,198.184,198.633,195.484,195.667,2218110.0
2021-09-13,198.697,200.518,196.875,198.386,2553433.0
2021-09-14,199.193,199.484,196.921,197.763,1999267.0
2021-09-15,198.431,201.315,197.598,199.676,2555672.0
2021-09-16,199.576,200.152,195.896,198.971,2695607.0
2021-09-17,198.852,201.278,197.607,200.821,5659940.0
2021-09-18,198.852,201.278,197.607,200.821,5659940.0
2021-09-19,198.852,201.278,197.607,200.821,5659940.0
2021-09-20,199.908,201.251,196.147,196.912,3292974.0
2021-09-21,197.461,199.649,196.225,197.141,2112202.0
2021-09-22,198.239,198.239,195.401,195.566,2542900.0
2021-09-23,194.532,197.319,194.339,196.857,2181541.0
2021-09-24,196.582,197.296,195.163,195.539,1908756.0
2021-09-25,196.582,197.296,195.163,195.539,1908756.0
2021-09-26,196.582,197.296,195.163,195.539,1908756.0
2021-09-27,195.209,196.765,194.701,195.081,1942971.0
2021-09-28,194.339,196.591,193.744,194.312,2919009.0
2021-09-29,194.523,198.459,193.928,196.72,1900914.0
2021-09-30,197.535,198.34,194.541,194.66,2492183.0
2021-10-01,195.52,196.454,192.966,195.822,2629590.0
2021-10-02,195.52,196.454,192.966,195.822,2629590.0
2021-10-03,195.52,196.454,192.966,195.822,2629590.0
2021-10-04,195.987,197.397,192.939,193.552,2856360.0
2021-10-05,193.342,195.887,193.223,193.937,2482170.0
2021-10-06,193.442,194.138,191.287,192.216,2928189.0
2021-10-07,190.888,194.477,190.888,191.429,3331677.0
2021-10-08,192.348,192.399,190.082,191.273,2350037.0
2021-10-09,192.348,192.399,190.082,191.273,2350037.0
2021-10-10,192.348,192.399,190.082,191.273,2350037.0
2021-10-11,191.374,192.133,189.113,189.213,1982159.0
2021-10-12,189.881,190.002,183.51,184.81,3543954.0
2021-10-13,185.659,187.556,185.0,186.385,3303448.0
2021-10-14,187.19,189.946,187.19,189.286,3015116.0
2021-10-15,190.852,191.337,188.783,190.257,3684585.0
2021-10-16,190.852,191.337,188.783,190.257,3684585.0
2021-10-17,190.852,191.337,188.783,190.257,3684585.0
2021-10-18,188.902,189.488,185.323,185.945,2812533.0
2021-10-19,187.19,189.396,185.896,189.286,2480608.0
2021-10-20,189.854,193.69,188.801,191.923,2308624.0
2021-10-21,192.371,192.471,190.101,191.31,1921075.0
2021-10-22,191.959,192.692,190.861,191.538,1349344.0
2021-10-23,191.959,192.692,190.861,191.538,1349344.0
2021-10-24,191.959,192.692,190.861,191.538,1349344.0
2021-10-25,191.776,192.069,189.46,190.065,1916576.0
2021-10-26,190.586,192.216,190.065,191.026,1664374.0
2021-10-27,192.115,192.6,188.399,189.103,2003318.0
2021-10-28,189.57,191.767,188.215,189.643,2166622.0
2021-10-29,188.893,190.129,186.925,189.46,2592250.0
2021-10-30,188.893,190.129,186.925,189.46,2592250.0
2021-10-31,188.893,190.129,186.925,189.46,2592250.0
2021-11-01,190.403,194.147,190.193,192.042,3105329.0
2021-11-02,192.701,196.555,190.531,196.134,3329255.0
2021-11-03,193.07,200.705,192.051,199.676,3775593.0
2021-11-04,199.832,199.969,193.809,196.747,2781309.0
2021-11-05,197.369,199.026,194.733,195.685,2300113.0
2021-11-06,197.369,199.026,194.733,195.685,2300113.0
2021-11-07,197.369,199.026,194.733,195.685,2300113.0
2021-11-08,195.951,196.298,193.085,193.488,2532851.0
2021-11-09,193.168,195.621,192.664,193.799,2296367.0
2021-11-10,195.237,197.269,194.55,195.172,2360598.0
2021-11-11,195.969,195.969,192.747,193.662,2615911.0
2021-11-12,194.339,194.866,192.582,193.506,4614209.0
2021-11-13,194.339,194.866,192.582,193.506,4614209.0
2021-11-14,194.339,194.866,192.582,193.506,4614209.0
2021-11-15,194.485,194.67,191.153,191.448,3129183.0
2021-11-16,192.029,192.962,189.482,189.593,2942470.0
2021-11-17,189.426,191.402,187.94,189.99,3329312.0
2021-11-18,189.814,190.368,188.06,188.328,4261577.0
2021-11-19,189.482,190.34,188.005,190.23,3217871.0
2021-11-20,189.482,190.34,188.005,190.23,3217871.0
2021-11-21,189.482,190.34,188.005,190.23,3217871.0
2021-11-22,189.648,190.433,185.309,187.137,2835493.0
2021-11-23,186.676,189.676,185.79,188.799,2149297.0
2021-11-24,188.586,189.491,187.34,188.282,1699781.0
2021-11-25,188.586,189.491,187.34,188.282,1699781.0
2021-11-26,188.993,190.156,185.097,185.623,3197934.0
2021-11-27,188.993,190.156,185.097,185.623,3197934.0
2021-11-28,188.993,190.156,185.097,185.623,3197934.0
2021-11-29,186.906,189.076,186.085,187.82,2519902.0
2021-11-30,187.137,188.19,183.445,183.583,5400103.0
2021-12-01,185.023,189.823,183.362,185.356,3058566.0
2021-12-02,185.291,187.481,183.98,185.697,2858152.0
2021-12-03,185.891,188.125,185.388,186.87,3591874.0
2021-12-04,185.891,188.125,185.388,186.87,3591874.0
2021-12-05,185.891,188.125,185.388,186.87,3591874.0
2021-12-06,190.506,195.5,190.128,192.731,3998627.0
2021-12-07,193.063,196.1,191.411,195.067,3309538.0
2021-12-08,196.516,197.457,194.245,197.107,2624393.0
2021-12-09,197.107,197.522,193.386,196.22,2699809.0
2021-12-10,196.894,197.956,193.857,194.67,2812179.0
2021-12-11,196.894,197.956,193.857,194.67,2812179.0
2021-12-12,196.894,197.956,193.857,194.67,2812179.0
2021-12-13,194.245,196.793,192.925,195.131,2721280.0
2021-12-14,195.067,198.283,194.06,197.3,2602558.0
2021-12-15,197.54,202.62,196.728,202.387,3924692.0
2021-12-16,203.079,213.27,203.079,205.46,6027165.0
2021-12-17,205.557,206.919,202.451,205.387,6428600.0
2021-12-18,205.557,206.919,202.451,205.387,6428600.0
2021-12-19,205.557,206.919,202.451,205.387,6428600.0
2021-12-20,205.156,205.377,201.87,203.07,2922319.0
2021-12-21,203.587,206.079,203.042,203.928,2987556.0
2021-12-22,203.079,204.833,201.011,204.491,2677734.0
2021-12-23,205.267,207.214,204.464,206.577,1668828.0
2021-12-24,205.267,207.214,204.464,206.577,1668828.0
2021-12-25,205.267,207.214,204.464,206.577,1668828.0
2021-12-26,205.267,207.214,204.464,206.577,1668828.0
2021-12-27,206.596,208.119,205.544,207.851,1763325.0
2021-12-28,207.851,209.522,207.74,208.405,1304468.0
2021-12-29,208.232,210.657,207.685,210.094,1389582.0
2021-12-30,210.094,211.894,208.747,209.051,1507388.0
2021-12-31,208.857,210.224,207.51,207.667,1668462.0
2022-01-01,208.857,210.224,207.51,207.667,1668462.0
2022-01-02,208.857,210.224,207.51,207.667,1668462.0
2022-01-03,206.43,209.513,204.953,209.254,2743211.0
2022-01-04,208.396,211.202,207.002,210.316,2491880.0
2022-01-05,209.577,212.19,207.251,207.824,2805970.0
2022-01-06,207.824,209.225,206.485,207.851,2198442.0
2022-01-07,206.347,210.639,206.347,209.808,2343065.0
2022-01-08,206.347,210.639,206.347,209.808,2343065.0
2022-01-09,206.347,210.639,206.347,209.808,2343065.0
2022-01-10,211.617,212.901,208.617,212.651,3191860.0
2022-01-11,212.744,214.627,210.565,214.507,2318048.0
2022-01-12,214.507,214.714,210.944,213.934,1885896.0
2022-01-13,214.202,215.291,212.614,213.094,2153095.0
2022-01-14,212.947,217.664,212.301,217.258,3012090.0
2022-01-15,212.947,217.664,212.301,217.258,3012090.0
2022-01-16,212.947,217.664,212.301,217.258,3012090.0
2022-01-17,212.947,217.664,212.301,217.258,3012090.0
2022-01-18,215.559,216.713,213.879,215.845,3720514.0
2022-01-19,215.817,216.307,212.956,213.51,2061308.0
2022-01-20,215.753,215.753,211.211,211.294,2093942.0
2022-01-21,212.864,213.657,209.827,210.205,3535035.0
2022-01-22,212.864,213.657,209.827,210.205,3535035.0
2022-01-23,212.864,213.657,209.827,210.205,3535035.0
2022-01-24,209.984,211.516,203.06,208.691,4419587.0
2022-01-25,206.476,210.002,205.174,207.731,2769883.0
2022-01-26,204.574,209.476,204.113,205.424,2861796.0
2022-01-27,205.294,210.501,205.207,206.771,2744960.0
2022-01-28,206.817,211.525,205.156,211.516,2502138.0
2022-01-29,206.817,211.525,205.156,211.516,2502138.0
2022-01-30,206.817,211.525,205.156,211.516,2502138.0
2022-01-31,209.522,210.408,208.174,209.67,4504348.0
2022-02-01,209.67,211.571,208.174,211.091,2498151.0
2022-02-02,210.593,211.516,208.377,211.322,2397959.0
2022-02-03,211.073,211.387,206.54,206.808,3002509.0
2022-02-04,205.036,207.476,203.974,205.027,3162030.0
2022-02-05,205.036,207.476,203.974,205.027,3162030.0
2022-02-06,205.036,207.476,203.974,205.027,3162030.0
2022-02-07,205.008,207.473,203.66,206.337,3596417.0
2022-02-08,215.019,225.888,214.35,222.473,8394949.0
2022-02-09,222.501,222.501,217.221,218.947,5075309.0
2022-02-10,216.925,217.978,210.196,211.221,5035244.0
2022-02-11,210.944,213.667,210.602,210.648,3557814.0
2022-02-12,210.944,213.667,210.602,210.648,3557814.0
2022-02-13,210.944,213.667,210.602,210.648,3557814.0
2022-02-14,210.974,211.272,205.619,208.795,3931452.0
2022-02-15,209.475,210.555,205.951,208.488,2474506.0
2022-02-16,208.051,209.568,205.788,207.297,2369048.0
2022-02-17,206.198,207.883,204.289,206.384,2156983.0
2022-02-18,205.723,208.525,204.625,205.537,2795836.0
2022-02-19,205.723,208.525,204.625,205.537,2795836.0
2022-02-20,205.723,208.525,204.625,205.537,2795836.0
2022-02-21,205.723,208.525,204.625,205.537,2795836.0
2022-02-22,205.528,207.515,204.168,206.133,2835865.0
2022-02-23,207.315,208.311,205.397,205.751,2994773.0
2022-02-24,203.824,204.727,199.599,204.14,3746821.0
2022-02-25,207.138,212.398,206.645,211.365,3557107.0
2022-02-26,207.138,212.398,206.645,211.365,3557107.0
2022-02-27,207.138,212.398,206.645,211.365,3557107.0
2022-02-28,208.572,211.104,207.176,210.853,4738123.0
2022-03-01,209.736,212.073,208.302,209.671,4573531.0
2022-03-02,209.512,214.502,209.149,212.817,3387240.0
2022-03-03,214.949,218.105,214.139,216.588,3638401.0
2022-03-04,214.782,219.474,214.26,216.839,3764925.0
2022-03-05,214.782,219.474,214.26,216.839,3764925.0
2022-03-06,214.782,219.474,214.26,216.839,3764925.0
2022-03-07,215.331,223.124,215.275,218.189,3713156.0
2022-03-08,217.719,220.535,214.651,215.154,2974879.0
2022-03-09,218.068,218.348,214.53,215.489,2640854.0
2022-03-10,213.814,214.521,210.48,211.291,3957273.0
2022-03-11,212.37,214.158,211.123,213.059,2667024.0
2022-03-12,212.37,214.158,211.123,213.059,2667024.0
2022-03-13,212.37,214.158,211.123,213.059,2667024.0
2022-03-14,215.136,216.411,213.125,213.395,2902693.0
2022-03-15,215.415,216.979,212.366,215.582,3178159.0
2022-03-16,216.476,216.476,212.687,215.685,4220401.0
2022-03-17,215.731,220.247,215.266,219.586,3262328.0
2022-03-18,218.701,220.088,216.69,219.949,7617112.0
2022-03-19,218.701,220.088,216.69,219.949,7617112.0
2022-03-20,218.701,220.088,216.69,219.949,7617112.0
2022-03-21,220.712,223.738,218.534,220.014,2385222.0
2022-03-22,220.014,221.131,218.357,220.154,2212396.0
2022-03-23,220.917,222.863,217.891,218.022,2533060.0
2022-03-24,219.53,221.438,217.854,220.526,2349036.0
2022-03-25,220.526,222.965,219.912,222.314,1424650.0
2022-03-26,220.526,222.965,219.912,222.314,1424650.0
2022-03-27,220.526,222.965,219.912,222.314,1424650.0
2022-03-28,222.342,223.971,221.559,223.878,2045354.0
2022-03-29,224.986,225.87,222.146,224.874,2230581.0
2022-03-30,226.764,227.844,225.317,225.833,2593344.0
2022-03-31,227.332,228.542,225.004,225.135,3102756.0
2022-04-01,226.261,227.118,224.122,226.345,1884022.0
2022-04-02,226.261,227.118,224.122,226.345,1884022.0
2022-04-03,226.261,227.118,224.122,226.345,1884022.0
2022-04-04,226.084,229.445,225.907,227.974,3519823.0
2022-04-05,226.922,231.586,226.922,227.685,2181036.0
2022-04-06,227.955,234.105,227.955,232.685,3868987.0
2022-04-07,232.005,235.292,231.838,234.277,2674431.0
2022-04-08,234.175,236.367,233.253,234.631,2745806.0
2022-04-09,234.175,236.367,233.253,234.631,2745806.0
2022-04-10,234.175,236.367,233.253,234.631,2745806.0
2022-04-11,236.102,240.617,232.89,233.56,2975429.0
2022-04-12,233.653,235.124,229.743,232.787,2261166.0
2022-04-13,233.811,236.442,232.536,236.018,2402811.0
2022-04-14,236.846,239.798,236.148,236.493,2861783.0
2022-04-15,236.846,239.798,236.148,236.493,2861783.0
2022-04-16,236.846,239.798,236.148,236.493,2861783.0
2022-04-17,236.846,239.798,236.148,236.493,2861783.0
2022-04-18,235.068,237.768,233.821,234.547,3615479.0
2022-04-19,235.068,238.085,233.076,235.888,2355130.0
2022-04-20,236.539,239.169,236.009,237.759,1888124.0
2022-04-21,238.718,240.561,237.359,237.833,2117452.0
2022-04-22,236.567,238.243,232.806,233.076,2617802.0
2022-04-23,236.567,238.243,232.806,233.076,2617802.0
2022-04-24,236.567,238.243,232.806,233.076,2617802.0
2022-04-25,233.69,235.217,230.804,234.77,2271002.0
2022-04-26,233.029,235.543,232.489,232.629,3305977.0
2022-04-27,231.856,234.631,229.436,231.624,2973517.0
2022-04-28,219.46,226.149,215.201,221.699,6609483.0
2022-04-29,220.182,223.887,216.681,217.1,4029371.0
2022-04-30,220.182,223.887,216.681,217.1,4029371.0
2022-05-01,220.182,223.887,216.681,217.1,4029371.0
2022-05-02,217.268,217.901,211.635,214.987,4154839.0
2022-05-03,217.621,218.031,213.758,216.169,2443774.0
2022-05-04,216.523,220.749,215.433,219.809,2494870.0
2022-05-05,219.251,222.36,216.216,218.18,3357092.0
2022-05-06,215.769,221.075,215.759,220.182,4682110.0
2022-05-07,215.769,221.075,215.759,220.182,4682110.0
2022-05-08,215.769,221.075,215.759,220.182,4682110.0
2022-05-09,220.256,226.024,218.352,222.733,4376470.0
2022-05-10,225.498,227.541,223.873,224.101,4234784.0
2022-05-11,223.775,226.582,222.705,224.036,3411712.0
2022-05-12,223.496,227.946,222.556,227.834,3733327.0
2022-05-13,227.76,228.095,224.641,226.605,2632099.0
2022-05-14,227.76,228.095,224.641,226.605,2632099.0
2022-05-15,227.76,228.095,224.641,226.605,2632099.0
2022-05-16,226.399,230.031,226.324,228.867,2414578.0
2022-05-17,230.059,231.068,224.541,230.256,2344090.0
2022-05-18,231.326,232.077,228.051,228.952,3376870.0
2022-05-19,227.441,230.735,226.981,229.712,2414166.0
2022-05-20,229.045,232.424,228.013,232.274,3860535.0
2022-05-21,229.045,232.424,228.013,232.274,3860535.0
2022-05-22,229.045,232.424,228.013,232.274,3860535.0
2022-05-23,234.32,235.605,232.63,233.719,2272587.0
2022-05-24,233.372,236.872,233.048,236.394,2667333.0
2022-05-25,237.435,239.134,234.648,237.445,3538388.0
2022-05-26,237.801,239.88,236.572,237.482,2222518.0
2022-05-27,237.905,240.467,235.483,239.556,2678950.0
2022-05-28,237.905,240.467,235.483,239.556,2678950.0
2022-05-29,237.905,240.467,235.483,239.556,2678950.0
2022-05-30,237.905,240.467,235.483,239.556,2678950.0
2022-05-31,239.312,241.433,235.568,240.945,6737597.0
2022-06-01,242.015,242.1,235.887,237.83,2664606.0
2022-06-02,237.079,237.177,228.852,233.006,3916249.0
2022-06-03,233.025,235.268,232.48,233.165,2086703.0
2022-06-04,233.025,235.268,232.48,233.165,2086703.0
2022-06-05,233.025,235.268,232.48,233.165,2086703.0
2022-06-06,233.053,233.522,228.623,230.341,2413787.0
2022-06-07,229.599,231.617,228.398,231.251,2693832.0
2022-06-08,231.485,231.692,228.595,230.378,2353914.0
2022-06-09,229.665,231.542,226.587,226.878,2695187.0
2022-06-10,225.254,227.187,222.795,225.245,2910921.0
2022-06-11,225.254,227.187,222.795,225.245,2910921.0
2022-06-12,225.254,227.187,222.795,225.245,2910921.0
2022-06-13,223.302,224.344,221.472,222.204,4462367.0
2022-06-14,222.392,224.015,219.074,221.2,3020894.0
2022-06-15,221.979,222.664,217.709,221.087,3076707.0
2022-06-16,219.229,220.111,215.469,216.517,4102741.0
2022-06-17,215.972,223.593,215.372,220.28,13114518.0
2022-06-18,215.972,223.593,215.372,220.28,13114518.0
2022-06-19,215.972,223.593,215.372,220.28,13114518.0
2022-06-20,215.972,223.593,215.372,220.28,13114518.0
2022-06-21,222.27,224.165,219.539,223.743,3882258.0
2022-06-22,222.579,227.431,222.326,225.367,4172902.0
2022-06-23,226.849,229.008,226.089,228.135,3229579.0
2022-06-24,228.989,230.866,227.933,230.275,4527676.0
2022-06-25,228.989,230.866,227.933,230.275,4527676.0
2022-06-26,228.989,230.866,227.933,230.275,4527676.0
2022-06-27,230.087,231.134,229.013,229.787,2767528.0
2022-06-28,230.8,232.349,228.417,228.529,2430090.0
2022-06-29,231.11,231.898,228.726,230.331,2610385.0
2022-06-30,229.149,229.928,225.92,228.332,3033810.0
2022-07-01,228.285,230.866,225.911,230.444,2745504.0
2022-07-02,228.285,230.866,225.911,230.444,2745504.0
2022-07-03,228.285,230.866,225.911,230.444,2745504.0
2022-07-04,228.285,230.866,225.911,230.444,2745504.0
2022-07-05,230.106,231.561,227.412,231.551,2483738.0
2022-07-06,231.448,232.819,229.496,230.162,4320615.0
2022-07-07,229.458,232.771,229.261,232.199,3068192.0
2022-07-08,232.884,234.845,231.992,233.194,2215544.0
2022-07-09,232.884,234.845,231.992,233.194,2215544.0
2022-07-10,232.884,234.845,231.992,233.194,2215544.0
2022-07-11,233.944,234.723,231.795,232.537,1805136.0
2022-07-12,232.537,234.704,230.566,231.776,2699352.0
2022-07-13,231.213,233.447,230.078,231.889,2498019.0
2022-07-14,229.946,231.636,228.004,230.481,2886361.0
2022-07-15,232.171,233.804,230.341,233.391,2805480.0
2022-07-16,232.171,233.804,230.341,233.391,2805480.0
2022-07-17,232.171,233.804,230.341,233.391,2805480.0
2022-07-18,233.259,234.104,227.976,228.839,2231417.0
2022-07-19,231.767,232.532,229.965,232.105,3375005.0
2022-07-20,231.523,233.175,229.599,231.457,2664582.0
2022-07-21,230.622,231.617,228.623,230.66,2009519.0
2022-07-22,231.617,233.804,230.134,230.819,1843592.0
2022-07-23,231.617,233.804,230.134,230.819,1843592.0
2022-07-24,231.617,233.804,230.134,230.819,1843592.0
2022-07-25,231.673,233.769,231.392,233.419,1771131.0
2022-07-26,234.273,238.153,233.447,235.69,2528642.0
2022-07-27,233.832,237.201,232.828,236.234,2167590.0
2022-07-28,236.234,236.234,230.608,234.385,2214553.0
2022-07-29,233.175,234.216,230.622,232.246,3289751.0
2022-07-30,233.175,234.216,230.622,232.246,3289751.0
2022-07-31,233.175,234.216,230.622,232.246,3289751.0
2022-08-01,232.124,232.893,229.6,230.528,1960499.0
2022-08-02,231.514,232.602,228.783,228.905,2295100.0
2022-08-03,230.81,233.991,230.097,231.936,2061356.0
2022-08-04,231.805,233.682,231.054,231.786,2650623.0
2022-08-05,231.298,231.88,226.915,231.101,2723887.0
2022-08-06,231.298,231.88,226.915,231.101,2723887.0
2022-08-07,231.298,231.88,226.915,231.101,2723887.0
2022-08-08,229.928,232.499,229.28,232.077,2784544.0
2022-08-09,232.002,234.357,232.002,233.081,2061749.0
2022-08-10,234.442,236.929,233.24,236.581,2628665.0
2022-08-11,236.535,237.773,232.734,233.072,2686875.0
2022-08-12,233.231,234.479,231.148,233.109,3461117.0
2022-08-13,233.231,234.479,231.148,233.109,3461117.0
2022-08-14,233.231,234.479,231.148,233.109,3461117.0
2022-08-15,233.747,236.056,232.63,235.634,2659166.0
2022-08-16,236.366,238.524,236.178,237.576,2206203.0
2022-08-17,237.557,238.938,236.195,236.98,1882197.0
2022-08-18,237.311,237.415,234.493,236.148,1888832.0
2022-08-19,234.19,238.333,234.19,237.245,2207502.0
2022-08-20,234.19,238.333,234.19,237.245,2207502.0
2022-08-21,234.19,238.333,234.19,237.245,2207502.0
2022-08-22,236.413,237.595,233.16,233.5,3078292.0
2022-08-23,233.301,233.301,229.67,231.202,2659656.0
2022-08-24,230.351,231.68,229.443,231.221,2329225.0
2022-08-25,232.658,232.706,230.576,232.346,1725434.0
2022-08-26,230.805,232.989,227.4,227.589,2969517.0
2022-08-27,230.805,232.989,227.4,227.589,2969517.0
2022-08-28,230.805,232.989,227.4,227.589,2969517.0
2022-08-29,225.877,227.949,225.088,226.388,2112981.0
2022-08-30,226.861,227.268,225.357,226.142,3673169.0
2022-08-31,228.473,230.653,226.833,227.258,4303892.0
2022-09-01,228.034,232.403,227.674,232.176,2488226.0
2022-09-02,233.103,234.332,228.237,229.216,2325076.0
2022-09-03,233.103,234.332,228.237,229.216,2325076.0
2022-09-04,233.103,234.332,228.237,229.216,2325076.0
2022-09-05,233.103,234.332,228.237,229.216,2325076.0
2022-09-06,230.512,231.315,228.431,229.074,2102594.0
2022-09-07,229.623,232.006,229.121,231.505,2127263.0
2022-09-08,231.514,232.649,229.727,232.129,2895806.0
2022-09-09,232.129,235.704,231.732,234.247,2317973.0
2022-09-10,232.129,235.704,231.732,234.247,2317973.0
2022-09-11,232.129,235.704,231.732,234.247,2317973.0
2022-09-12,225.083,228.582,222.35,224.724,6294635.0
2022-09-13,224.166,224.27,214.321,214.548,4447197.0
2022-09-14,215.181,216.363,213.857,215.739,2715571.0
2022-09-15,215.72,216.581,213.602,215.304,2206105.0
2022-09-16,214.576,219.617,214.311,218.595,4604081.0
2022-09-17,214.576,219.617,214.311,218.595,4604081.0
2022-09-18,214.576,219.617,214.311,218.595,4604081.0
2022-09-19,218.123,218.331,214.77,218.236,1981446.0
2022-09-20,216.099,217.508,214.236,215.352,1745913.0
2022-09-21,216.694,218.104,212.183,212.278,2186448.0
2022-09-22,211.417,216.921,211.181,215.389,2081157.0
2022-09-23,215.616,216.203,212.372,214.652,2148747.0
2022-09-24,215.616,216.203,212.372,214.652,2148747.0
2022-09-25,215.616,216.203,212.372,214.652,2148747.0
2022-09-26,214.463,216.231,213.143,214.557,2454047.0
2022-09-27,214.652,217.475,212.808,213.725,2009808.0
2022-09-28,217.479,219.286,215.38,218.444,2782423.0
2022-09-29,218.983,218.983,214.652,216.014,2335674.0
2022-09-30,216.023,217.517,212.949,213.167,2543475.0
2022-10-01,216.023,217.517,212.949,213.167,2543475.0
2022-10-02,216.023,217.517,212.949,213.167,2543475.0
2022-10-03,215.881,218.411,214.132,217.933,2521827.0
2022-10-04,218.439,221.385,217.323,220.373,2330977.0
2022-10-05,220.005,222.646,218.425,221.13,2060431.0
2022-10-06,219.9,220.487,217.73,218.406,1523848.0
2022-10-07,217.517,218.95,216.165,216.6,2060029.0
2022-10-08,217.517,218.95,216.165,216.6,2060029.0
2022-10-09,217.517,218.95,216.165,216.6,2060029.0
2022-10-10,218.539,221.433,217.413,219.551,1630283.0
2022-10-11,226.492,236.886,224.934,232.119,6255956.0
2022-10-12,231.098,235.231,230.199,233.065,2639758.0
2022-10-13,231.486,238.673,229.66,238.002,3288927.0
2022-10-14,238.323,239.373,236.649,237.699,2864439.0
2022-10-15,238.323,239.373,236.649,237.699,2864439.0
2022-10-16,238.323,239.373,236.649,237.699,2864439.0
2022-10-17,237.775,239.666,235.949,239.203,2577125.0
2022-10-18,240.082,240.877,237.406,238.437,2060199.0
2022-10-19,237.671,238.654,233.538,234.72,1882991.0
2022-10-20,234.115,235.543,232.658,234.02,2058029.0
2022-10-21,234.086,238.687,233.604,238.266,3531186.0
2022-10-22,234.086,238.687,233.604,238.266,3531186.0
2022-10-23,234.086,238.687,233.604,238.266,3531186.0
2022-10-24,241.113,247.393,241.066,247.137,2883230.0
2022-10-25,246.352,247.582,243.232,245.88,2548918.0
2022-10-26,248.717,253.436,247.317,252.188,3012477.0
2022-10-27,253.455,254.694,251.45,252.727,2260893.0
2022-10-28,255.044,259.64,254.514,258.95,2924142.0
2022-10-29,255.044,259.64,254.514,258.95,2924142.0
2022-10-30,255.044,259.64,254.514,258.95,2924142.0
2022-10-31,254.59,257.058,253.455,255.677,3033759.0
2022-11-01,254.968,258.061,253.814,257.295,2062634.0
2022-11-02,256.897,259.961,254.353,254.41,2637360.0
2022-11-03,253.956,254.022,250.637,251.45,2779549.0
2022-11-04,247.724,254.684,245.74,254.438,3402166.0
2022-11-05,247.724,254.684,245.74,254.438,3402166.0
2022-11-06,247.724,254.684,245.74,254.438,3402166.0
2022-11-07,253.597,262.42,253.218,261.985,2926724.0
2022-11-08,267.229,280.569,266.903,276.521,6911316.0
2022-11-09,274.261,280.143,273.561,273.93,3469056.0
2022-11-10,278.119,278.498,269.863,275.216,4083222.0
2022-11-11,272.89,273.656,264.444,269.551,3255138.0
2022-11-12,272.89,273.656,264.444,269.551,3255138.0
2022-11-13,272.89,273.656,264.444,269.551,3255138.0
2022-11-14,269.249,275.114,269.249,269.816,2812835.0
2022-11-15,270.497,273.722,265.012,268.208,2763248.0
2022-11-16,270.456,273.284,269.065,270.218,2443545.0
2022-11-17,269.408,275.007,269.161,273.579,2172250.0
2022-11-18,270.846,274.945,270.846,273.569,2371690.0
2022-11-19,270.846,274.945,270.846,273.569,2371690.0
2022-11-20,270.846,274.945,270.846,273.569,2371690.0
2022-11-21,275.283,277.674,274.15,274.398,2795241.0
2022-11-22,274.255,275.574,269.979,273.341,3636095.0
2022-11-23,273.712,275.712,268.151,269.865,2875640.0
2022-11-24,273.712,275.712,268.151,269.865,2875640.0
2022-11-25,268.484,271.932,267.97,270.189,1220728.0
2022-11-26,268.484,271.932,267.97,270.189,1220728.0
2022-11-27,268.484,271.932,267.97,270.189,1220728.0
2022-11-28,271.389,274.512,268.713,269.122,2375954.0
2022-11-29,269.846,269.846,266.323,268.523,2135281.0
2022-11-30,269.065,274.207,265.609,272.722,5776242.0
2022-12-01,274.246,274.331,266.513,272.284,2914596.0
2022-12-02,270.494,272.455,269.665,271.874,2267114.0
2022-12-03,270.494,272.455,269.665,271.874,2267114.0
2022-12-04,270.494,272.455,269.665,271.874,2267114.0
2022-12-05,270.237,273.084,269.484,271.303,3274673.0
2022-12-06,272.189,273.712,268.237,269.76,2479398.0
2022-12-07,269.875,272.274,268.346,272.113,2492628.0
2022-12-08,272.827,272.903,270.189,271.932,1769790.0
2022-12-09,270.617,271.554,265.047,265.342,2205856.0
2022-12-10,270.617,271.554,265.047,265.342,2205856.0
