,MRO US Equity,MRO US Equity,MRO US Equity,MRO US Equity,MRO US Equity
2021-03-02,10.6455,11.2194,10.6073,10.7412,20344251.0
2021-03-03,10.9325,11.5159,10.832,11.1237,23222302.0
2021-03-04,11.162,12.0802,10.9755,11.822,50408136.0
2021-03-05,12.4341,12.7115,11.7751,12.415,48827930.0
2021-03-06,12.4341,12.7115,11.7751,12.415,48827930.0
2021-03-07,12.4341,12.7115,11.7751,12.415,48827930.0
2021-03-08,12.5298,12.5967,11.6115,11.8411,33004955.0
2021-03-09,11.8507,11.9559,11.4011,11.4776,28078222.0
2021-03-10,11.535,11.7885,11.3676,11.6881,25249058.0
2021-03-11,11.822,12.2333,11.6498,11.9654,18754907.0
2021-03-12,11.8985,11.9941,11.6115,11.6689,18642687.0
2021-03-13,11.8985,11.9941,11.6115,11.6689,18642687.0
2021-03-14,11.8985,11.9941,11.6115,11.6689,18642687.0
2021-03-15,11.7168,11.755,11.3629,11.5255,19515936.0
2021-03-16,11.2385,11.3342,10.8272,10.9611,21556076.0
2021-03-17,10.9133,11.2098,10.7507,11.1524,21229514.0
2021-03-18,11.0472,11.0807,10.1386,10.2151,29740379.0
2021-03-19,10.2725,10.6933,10.1003,10.5403,42602314.0
2021-03-20,10.2725,10.6933,10.1003,10.5403,42602314.0
2021-03-21,10.2725,10.6933,10.1003,10.5403,42602314.0
2021-03-22,10.502,10.502,10.1481,10.3586,20010279.0
2021-03-23,9.8325,10.1099,9.6412,9.7273,36120466.0
2021-03-24,10.0334,10.3254,9.9473,9.9855,24406038.0
2021-03-25,9.6699,10.1434,9.4021,10.0716,22668761.0
2021-03-26,10.4064,10.6455,10.2725,10.6073,26877387.0
2021-03-27,10.4064,10.6455,10.2725,10.6073,26877387.0
2021-03-28,10.4064,10.6455,10.2725,10.6073,26877387.0
2021-03-29,10.5212,10.6838,10.1912,10.4255,20813914.0
2021-03-30,10.3107,10.6264,10.1529,10.502,16489349.0
2021-03-31,10.5212,10.5212,10.1673,10.2151,18089399.0
2021-04-01,10.4925,11.3916,10.4064,11.2768,52731229.0
2021-04-02,10.4925,11.3916,10.4064,11.2768,52731229.0
2021-04-03,10.4925,11.3916,10.4064,11.2768,52731229.0
2021-04-04,10.4925,11.3916,10.4064,11.2768,52731229.0
2021-04-05,11.1429,11.162,10.5212,10.7029,27964521.0
2021-04-06,10.789,11.0951,10.5977,10.6551,23066326.0
2021-04-07,10.6455,10.6933,10.3107,10.4638,18930797.0
2021-04-08,10.349,10.4351,10.1625,10.4255,16430316.0
2021-04-09,10.416,10.7316,10.3777,10.4351,17129116.0
2021-04-10,10.416,10.7316,10.3777,10.4351,17129116.0
2021-04-11,10.416,10.7316,10.3777,10.4351,17129116.0
2021-04-12,10.569,10.7412,10.2247,10.3012,16323004.0
2021-04-13,10.3681,10.4925,10.2629,10.2916,13630745.0
2021-04-14,10.3873,10.9611,10.3777,10.6073,21621849.0
2021-04-15,10.6073,10.6359,10.3107,10.3681,20896589.0
2021-04-16,10.4447,10.4799,10.0621,10.0716,16853174.0
2021-04-17,10.4447,10.4799,10.0621,10.0716,16853174.0
2021-04-18,10.4447,10.4799,10.0621,10.0716,16853174.0
2021-04-19,10.1003,10.3026,9.9664,10.1673,16877797.0
2021-04-20,10.1386,10.1481,9.493,9.6699,19791346.0
2021-04-21,9.3447,10.0621,9.2778,9.9855,21661024.0
2021-04-22,10.0047,10.1147,9.7656,9.8803,15125341.0
2021-04-23,9.9664,10.2821,9.8803,10.2055,14908141.0
2021-04-24,9.9664,10.2821,9.8803,10.2055,14908141.0
2021-04-25,9.9664,10.2821,9.8803,10.2055,14908141.0
2021-04-26,10.1003,10.4877,10.0812,10.3107,12532940.0
2021-04-27,10.3873,10.5881,10.2916,10.5594,17277347.0
2021-04-28,10.6455,11.3294,10.6455,11.2385,22038964.0
2021-04-29,11.5159,11.535,11.0233,11.2194,16395483.0
2021-04-30,10.9994,11.3629,10.7699,10.7699,20644622.0
2021-05-01,10.9994,11.3629,10.7699,10.7699,20644622.0
2021-05-02,10.9994,11.3629,10.7699,10.7699,20644622.0
2021-05-03,10.6838,10.7985,10.3968,10.6455,42995291.0
2021-05-04,10.6646,10.8751,10.4734,10.8272,20490341.0
2021-05-05,11.0281,11.3342,10.7699,11.1907,20791987.0
2021-05-06,11.1142,11.3055,10.7507,10.9994,19953684.0
2021-05-07,10.8942,11.3916,10.7699,11.3724,20125755.0
2021-05-08,10.8942,11.3916,10.7699,11.3724,20125755.0
2021-05-09,10.8942,11.3916,10.7699,11.3724,20125755.0
2021-05-10,11.5063,11.8028,11.1333,11.1429,20007489.0
2021-05-11,10.8272,11.1811,10.6168,10.9898,14195810.0
2021-05-12,11.1333,11.5542,10.9545,11.0377,20237744.0
2021-05-13,10.9325,11.2003,10.3968,10.5881,25397245.0
2021-05-14,10.7699,11.3916,10.7699,11.2863,19198811.0
2021-05-15,10.7699,11.3916,10.7699,11.2863,19198811.0
2021-05-16,10.7699,11.3916,10.7699,11.2863,19198811.0
2021-05-17,11.2194,11.7359,11.1524,11.7168,17183002.0
2021-05-18,11.688,11.9375,11.3425,11.4481,21657576.0
2021-05-19,11.1458,11.352,10.8723,11.141,18254860.0
2021-05-20,11.093,11.1314,10.8339,11.0642,15220557.0
2021-05-21,11.2657,11.3665,11.1074,11.1314,16900656.0
2021-05-22,11.2657,11.3665,11.1074,11.1314,16900656.0
2021-05-23,11.2657,11.3665,11.1074,11.1314,16900656.0
2021-05-24,11.3041,11.544,11.021,11.4865,16280537.0
2021-05-25,11.4193,11.5056,11.1698,11.189,16272641.0
2021-05-26,11.2178,11.4769,11.1026,11.4193,11912066.0
2021-05-27,11.5056,11.7455,11.4865,11.6016,17811631.0
2021-05-28,11.6784,11.7359,11.5008,11.6208,12923544.0
2021-05-29,11.6784,11.7359,11.5008,11.6208,12923544.0
2021-05-30,11.6784,11.7359,11.5008,11.6208,12923544.0
2021-05-31,11.6784,11.7359,11.5008,11.6208,12923544.0
2021-06-01,12.187,13.2761,12.1102,13.2041,50922595.0
2021-06-02,13.444,13.4632,12.9498,13.3289,26971347.0
2021-06-03,13.2809,13.5838,13.1226,13.2425,19475448.0
2021-06-04,13.3385,13.5016,13.0314,13.2425,15845801.0
2021-06-05,13.3385,13.5016,13.0314,13.2425,15845801.0
2021-06-06,13.3385,13.5016,13.0314,13.2425,15845801.0
2021-06-07,13.3289,13.5208,13.0794,13.1274,11791056.0
2021-06-08,12.993,13.1849,12.7531,13.041,18842469.0
2021-06-09,13.0698,13.1993,12.7828,12.8203,14647656.0
2021-06-10,13.2905,13.3001,12.6668,12.9259,18482089.0
2021-06-11,13.0266,13.1562,12.8779,12.9163,15320734.0
2021-06-12,13.0266,13.1562,12.8779,12.9163,15320734.0
2021-06-13,13.0266,13.1562,12.8779,12.9163,15320734.0
2021-06-14,13.0602,13.4057,12.7867,12.8779,18756965.0
2021-06-15,12.9642,13.3097,12.9163,13.2809,17144603.0
2021-06-16,13.1658,13.3385,12.8875,13.1082,20456346.0
2021-06-17,13.0698,13.2233,12.139,12.3693,27904795.0
2021-06-18,12.1102,12.3958,12.0046,12.0622,23417622.0
2021-06-19,12.1102,12.3958,12.0046,12.0622,23417622.0
2021-06-20,12.1102,12.3958,12.0046,12.0622,23417622.0
2021-06-21,12.2541,12.9163,12.2541,12.8971,19783922.0
2021-06-22,12.8011,12.9786,12.5996,12.9259,15430457.0
2021-06-23,13.137,13.4344,13.0074,13.0122,14427533.0
2021-06-24,12.9642,13.3289,12.8587,13.2905,11356427.0
2021-06-25,13.3289,13.5304,13.2137,13.5016,17629476.0
2021-06-26,13.3289,13.5304,13.2137,13.5016,17629476.0
2021-06-27,13.3289,13.5304,13.2137,13.5016,17629476.0
2021-06-28,13.4344,13.5208,12.7435,12.8491,18243429.0
2021-06-29,12.9546,13.1082,12.7627,12.7915,13127899.0
2021-06-30,12.8971,13.1945,12.8587,13.0698,16963551.0
2021-07-01,13.6168,13.7511,13.2425,13.5976,26934145.0
2021-07-02,13.4536,13.5112,13.2617,13.2905,13780600.0
2021-07-03,13.4536,13.5112,13.2617,13.2905,13780600.0
2021-07-04,13.4536,13.5112,13.2617,13.2905,13780600.0
2021-07-05,13.4536,13.5112,13.2617,13.2905,13780600.0
2021-07-06,13.3097,13.3769,12.638,12.6764,18153770.0
2021-07-07,12.6764,12.8722,12.1774,12.4077,14948013.0
2021-07-08,12.0334,12.638,12.0094,12.4269,15038911.0
2021-07-09,12.6188,12.8107,12.4173,12.7243,11774937.0
2021-07-10,12.6188,12.8107,12.4173,12.7243,11774937.0
2021-07-11,12.6188,12.8107,12.4173,12.7243,11774937.0
2021-07-12,12.494,12.8961,12.3607,12.7915,12835416.0
2021-07-13,12.7243,12.7627,12.4892,12.59,13440374.0
2021-07-14,12.7147,12.9259,11.8799,12.0142,20020055.0
2021-07-15,11.8223,12.0238,11.6208,11.7455,16623192.0
2021-07-16,11.9183,11.9567,11.2178,11.2753,18247417.0
2021-07-17,11.9183,11.9567,11.2178,11.2753,18247417.0
2021-07-18,11.9183,11.9567,11.2178,11.2753,18247417.0
2021-07-19,10.6372,10.9875,10.4789,10.6708,21676093.0
2021-07-20,10.7092,11.045,10.4885,10.8819,13810576.0
2021-07-21,11.1602,11.5632,11.1218,11.3905,17904638.0
2021-07-22,11.3425,11.3761,11.0834,11.2274,13180397.0
2021-07-23,11.189,11.2226,10.8627,11.0354,11639611.0
2021-07-24,11.189,11.2226,10.8627,11.0354,11639611.0
2021-07-25,11.189,11.2226,10.8627,11.0354,11639611.0
2021-07-26,11.0642,11.4577,11.045,11.3521,18646301.0
2021-07-27,11.3329,11.3329,10.8627,10.9107,19398196.0
2021-07-28,11.0354,11.4289,10.9059,11.3041,15957165.0
2021-07-29,11.4193,11.5056,11.2609,11.3329,14516671.0
2021-07-30,11.2466,11.2945,11.0162,11.1218,12413336.0
2021-07-31,11.2466,11.2945,11.0162,11.1218,12413336.0
2021-08-01,11.2466,11.2945,11.0162,11.1218,12413336.0
2021-08-02,11.141,11.4337,10.8284,10.8435,16809175.0
2021-08-03,10.7859,11.1794,10.6632,11.0834,18169173.0
2021-08-04,10.8435,10.9827,10.5268,10.6036,25777485.0
2021-08-05,10.6708,11.5824,10.6708,11.3137,22674648.0
2021-08-06,11.4577,11.688,11.3713,11.4769,17117648.0
2021-08-07,11.4577,11.688,11.3713,11.4769,17117648.0
2021-08-08,11.4577,11.688,11.3713,11.4769,17117648.0
2021-08-09,11.1218,11.4289,11.045,11.3425,11800538.0
2021-08-10,11.4769,11.9087,11.4673,11.8511,14036923.0
2021-08-11,11.7264,11.9375,11.544,11.8991,11945349.0
2021-08-12,11.8895,11.9455,11.64,11.8991,8922513.0
2021-08-13,11.8991,11.8991,11.592,11.6112,8919069.0
2021-08-14,11.8991,11.8991,11.592,11.6112,8919069.0
2021-08-15,11.8991,11.8991,11.592,11.6112,8919069.0
2021-08-16,11.3617,11.4097,11.117,11.1986,10813512.0
2021-08-17,11.1022,11.3239,10.9239,11.0733,10929016.0
2021-08-18,11.0829,11.2323,10.7167,10.736,15006746.0
2021-08-19,10.5529,10.6782,10.0614,10.2927,19154233.0
2021-08-20,10.1192,10.3698,10.0324,10.3312,12764553.0
2021-08-21,10.1192,10.3698,10.0324,10.3312,12764553.0
2021-08-22,10.1192,10.3698,10.0324,10.3312,12764553.0
2021-08-23,10.7263,10.948,10.7071,10.8902,11866071.0
2021-08-24,11.0444,11.2468,10.9625,11.1889,11274040.0
2021-08-25,11.2612,11.4588,11.0829,11.372,16486545.0
2021-08-26,11.3046,11.3528,11.0347,11.1022,11757442.0
2021-08-27,11.3142,11.6997,11.3046,11.5744,14980289.0
2021-08-28,11.3142,11.6997,11.3046,11.5744,14980289.0
2021-08-29,11.3142,11.6997,11.3046,11.5744,14980289.0
2021-08-30,11.6322,11.7479,11.3239,11.3335,11325679.0
2021-08-31,11.2564,11.5118,11.1504,11.3239,15364923.0
2021-09-01,11.3094,11.3961,10.6974,10.8516,32757341.0
2021-09-02,11.0347,11.454,10.9721,11.2949,21425016.0
2021-09-03,11.2275,11.3817,11.0733,11.2082,13347915.0
2021-09-04,11.2275,11.3817,11.0733,11.2082,13347915.0
2021-09-05,11.2275,11.3817,11.0733,11.2082,13347915.0
2021-09-06,11.2275,11.3817,11.0733,11.2082,13347915.0
2021-09-07,11.0829,11.4001,11.0251,11.16,9966045.0
2021-09-08,11.2757,11.3623,10.7745,10.7842,13006464.0
2021-09-09,10.7071,11.1311,10.6203,10.9384,12444506.0
2021-09-10,11.1215,11.2165,10.8613,10.8613,10357848.0
2021-09-11,11.1215,11.2165,10.8613,10.8613,10357848.0
2021-09-12,11.1215,11.2165,10.8613,10.8613,10357848.0
2021-09-13,11.1118,11.719,11.1022,11.6419,22217629.0
2021-09-14,11.7864,11.8057,11.2419,11.3046,15456021.0
2021-09-15,11.5551,12.1912,11.5503,12.1719,21256677.0
2021-09-16,12.0466,12.0611,11.7479,11.8732,15808250.0
2021-09-17,11.8635,12.0371,11.5455,11.5648,27428076.0
2021-09-18,11.8635,12.0371,11.5455,11.5648,27428076.0
2021-09-19,11.8635,12.0371,11.5455,11.5648,27428076.0
2021-09-20,11.0829,11.3238,10.8131,11.0636,20129699.0
2021-09-21,11.2468,11.2949,10.8227,10.9962,14418782.0
2021-09-22,11.266,11.7672,11.266,11.5841,22638875.0
2021-09-23,11.6033,12.3261,11.5551,12.2683,20734784.0
2021-09-24,12.1623,12.5092,12.0466,12.384,16952197.0
2021-09-25,12.1623,12.5092,12.0466,12.384,16952197.0
2021-09-26,12.1623,12.5092,12.0466,12.384,16952197.0
2021-09-27,12.7694,13.2513,12.7309,13.1646,27146470.0
2021-09-28,13.4922,13.685,13.2224,13.261,26275513.0
2021-09-29,13.232,13.3477,12.9622,13.2899,17686979.0
2021-09-30,13.1935,13.3959,12.9622,13.1742,21535028.0
2021-10-01,13.2899,13.7717,13.2706,13.7235,20150741.0
2021-10-02,13.2899,13.7717,13.2706,13.7235,20150741.0
2021-10-03,13.2899,13.7717,13.2706,13.7235,20150741.0
2021-10-04,14.0223,14.5283,13.8392,14.2921,32255171.0
2021-10-05,14.6005,15.1306,14.4271,14.8222,30984249.0
2021-10-06,14.4849,14.7836,14.2247,14.5427,24086421.0
2021-10-07,14.6198,14.9282,14.3596,14.8029,20035242.0
2021-10-08,15.0246,15.5305,14.986,15.4872,21445940.0
2021-10-09,15.0246,15.5305,14.986,15.4872,21445940.0
2021-10-10,15.0246,15.5305,14.986,15.4872,21445940.0
2021-10-11,15.9305,16.0076,15.3523,15.3715,21645275.0
2021-10-12,15.3137,15.7281,15.1691,15.3041,16109514.0
2021-10-13,15.0439,15.386,14.8318,15.2173,16956490.0
2021-10-14,15.5546,15.7618,15.3426,15.5546,16683390.0
2021-10-15,15.8245,15.9258,15.5739,15.5932,12688083.0
2021-10-16,15.8245,15.9258,15.5739,15.5932,12688083.0
2021-10-17,15.8245,15.9258,15.5739,15.5932,12688083.0
2021-10-18,15.8823,16.2292,15.651,15.8341,25311221.0
2021-10-19,15.863,16.0192,15.6799,15.7956,18508050.0
2021-10-20,15.6414,15.969,15.4872,15.8919,13180878.0
2021-10-21,15.7956,15.9016,15.4872,15.5932,15321832.0
2021-10-22,15.6606,15.998,15.5064,15.9787,13395231.0
2021-10-23,15.6606,15.998,15.5064,15.9787,13395231.0
2021-10-24,15.6606,15.998,15.5064,15.9787,13395231.0
2021-10-25,16.2678,16.7015,16.0847,16.1714,19294698.0
2021-10-26,16.2003,16.3353,16.0558,16.2389,13375735.0
2021-10-27,15.9787,16.0528,15.5739,15.6125,16673845.0
2021-10-28,15.5835,15.9112,15.545,15.8534,12798486.0
2021-10-29,15.7859,15.8438,15.439,15.7281,14213130.0
2021-10-30,15.7859,15.8438,15.439,15.7281,14213130.0
2021-10-31,15.7859,15.8438,15.439,15.7281,14213130.0
2021-11-01,16.0558,16.4798,15.9739,16.4124,20675870.0
2021-11-02,16.2582,16.6629,16.2196,16.3063,16084011.0
2021-11-03,15.969,16.4499,15.8052,15.8919,22340033.0
2021-11-04,16.3834,16.8075,15.7474,15.969,28649762.0
2021-11-05,16.2871,16.5569,15.998,16.4509,17876140.0
2021-11-06,16.2871,16.5569,15.998,16.4509,17876140.0
2021-11-07,16.2871,16.5569,15.998,16.4509,17876140.0
2021-11-08,16.6437,16.9511,16.5039,16.5955,14899844.0
2021-11-09,16.6244,16.8171,16.2096,16.634,14112961.0
2021-11-10,16.4702,16.5666,15.757,15.998,13005588.0
2021-11-11,16.0847,16.3448,16.0847,16.1232,10489244.0
2021-11-12,15.9305,16.1907,15.863,16.075,10013509.0
2021-11-13,15.9305,16.1907,15.863,16.075,10013509.0
2021-11-14,15.9305,16.1907,15.863,16.075,10013509.0
2021-11-15,16.075,16.3402,15.8097,16.1425,13536243.0
2021-11-16,16.2005,16.3553,15.9489,16.1715,11005765.0
2021-11-17,15.9104,16.2054,15.4945,15.5622,17086011.0
2021-11-18,15.6299,15.7943,15.1947,15.5912,16008937.0
2021-11-19,15.0786,15.1076,14.5176,14.8078,21467629.0
2021-11-20,15.0786,15.1076,14.5176,14.8078,21467629.0
2021-11-21,15.0786,15.1076,14.5176,14.8078,21467629.0
2021-11-22,14.7788,15.4413,14.7401,15.1463,20558895.0
2021-11-23,15.4171,15.9781,15.4171,15.9684,19850678.0
2021-11-24,15.7846,16.4182,15.746,16.2779,12769714.0
2021-11-25,15.7846,16.4182,15.746,16.2779,12769714.0
2021-11-26,15.1463,15.2237,14.5611,15.185,16100242.0
2021-11-27,15.1463,15.2237,14.5611,15.185,16100242.0
2021-11-28,15.1463,15.2237,14.5611,15.185,16100242.0
2021-11-29,15.804,16.0071,15.1028,15.3301,17171033.0
2021-11-30,14.8271,15.2092,14.6337,14.9819,22593947.0
2021-12-01,15.538,15.6106,14.595,14.624,23209536.0
2021-12-02,14.566,15.1463,14.2371,15.0689,19934977.0
2021-12-03,15.3107,15.4655,14.6724,14.7884,18160479.0
2021-12-04,15.3107,15.4655,14.6724,14.7884,18160479.0
2021-12-05,15.3107,15.4655,14.6724,14.7884,18160479.0
2021-12-06,15.0883,15.3397,14.712,15.0883,17251512.0
2021-12-07,15.4413,16.0313,15.3301,15.775,14501145.0
2021-12-08,15.8524,15.9539,15.6154,15.6589,11885785.0
2021-12-09,15.4751,15.6734,15.4171,15.5138,13295336.0
2021-12-10,15.7169,15.8137,15.1511,15.6879,16527568.0
2021-12-11,15.7169,15.8137,15.1511,15.6879,16527568.0
2021-12-12,15.7169,15.8137,15.1511,15.6879,16527568.0
2021-12-13,15.5042,15.5815,14.7788,14.8852,16575837.0
2021-12-14,14.7304,15.0691,14.6337,14.682,15032988.0
2021-12-15,14.6917,14.7836,14.1211,14.653,16826876.0
2021-12-16,14.9529,15.3881,14.8281,14.8561,18930460.0
2021-12-17,14.7207,14.9045,14.387,14.653,27414480.0
2021-12-18,14.7207,14.9045,14.387,14.653,27414480.0
2021-12-19,14.7207,14.9045,14.387,14.653,27414480.0
2021-12-20,14.0243,14.4306,13.8248,14.3725,24367861.0
2021-12-21,14.653,15.3301,14.653,15.243,14551432.0
2021-12-22,15.1366,15.6492,14.9915,15.5138,11451607.0
2021-12-23,15.5138,15.7701,15.4558,15.4751,10042692.0
2021-12-24,15.5138,15.7701,15.4558,15.4751,10042692.0
2021-12-25,15.5138,15.7701,15.4558,15.4751,10042692.0
2021-12-26,15.5138,15.7701,15.4558,15.4751,10042692.0
2021-12-27,15.3978,16.0264,15.1415,16.0168,11399273.0
2021-12-28,16.0361,16.2199,15.862,15.9394,11955249.0
2021-12-29,15.862,16.2199,15.804,16.0264,13565472.0
2021-12-30,16.0555,16.2247,15.8137,15.8137,13706565.0
2021-12-31,15.7653,15.9974,15.6976,15.8814,13908152.0
2022-01-01,15.7653,15.9974,15.6976,15.8814,13908152.0
2022-01-02,15.7653,15.9974,15.6976,15.8814,13908152.0
2022-01-03,15.8814,16.4278,15.864,16.3166,17406295.0
2022-01-04,16.4714,17.2017,16.4714,17.0323,21083320.0
2022-01-05,17.3322,17.4829,16.6164,16.6455,17499100.0
2022-01-06,17.3999,17.603,16.984,17.4386,20003350.0
2022-01-07,17.5401,17.7279,17.2645,17.6417,16403305.0
2022-01-08,17.5401,17.7279,17.2645,17.6417,16403305.0
2022-01-09,17.5401,17.7279,17.2645,17.6417,16403305.0
2022-01-10,17.4917,17.5449,16.8727,17.1581,20807019.0
2022-01-11,17.4095,18.1591,17.1194,18.0479,20872143.0
2022-01-12,18.251,18.3573,17.9143,18.0962,16779853.0
2022-01-13,18.0382,18.5025,17.8641,17.9608,20090888.0
2022-01-14,18.1059,18.8603,18.0479,18.8313,17997349.0
2022-01-15,18.1059,18.8603,18.0479,18.8313,17997349.0
2022-01-16,18.1059,18.8603,18.0479,18.8313,17997349.0
2022-01-17,18.1059,18.8603,18.0479,18.8313,17997349.0
2022-01-18,19.1602,19.3536,18.4735,18.7926,26563516.0
2022-01-19,19.0538,19.0731,18.2994,18.4735,17325259.0
2022-01-20,18.2026,18.8797,18.0479,18.0672,17616663.0
2022-01-21,17.8448,17.8884,17.1677,17.5063,18710904.0
2022-01-22,17.8448,17.8884,17.1677,17.5063,18710904.0
2022-01-23,17.8448,17.8884,17.1677,17.5063,18710904.0
2022-01-24,16.9453,17.7964,16.4568,17.6997,18582085.0
2022-01-25,17.603,18.9764,17.2596,18.8603,23109060.0
2022-01-26,19.2182,19.5906,18.7346,18.9667,25351682.0
2022-01-27,19.4406,19.9049,18.7539,19.1988,22988205.0
2022-01-28,19.3149,19.46,18.7056,19.1892,18523114.0
2022-01-29,19.3149,19.46,18.7056,19.1892,18523114.0
2022-01-30,19.3149,19.46,18.7056,19.1892,18523114.0
2022-01-31,19.1698,19.1795,18.4831,18.8313,16405788.0
2022-02-01,18.7153,20.0016,18.6379,19.9726,23226387.0
2022-02-02,19.8372,20.3111,19.6773,20.2821,16564701.0
2022-02-03,20.021,20.3788,19.784,20.1564,15075341.0
2022-02-04,20.4852,21.2783,20.4272,20.7947,24793979.0
2022-02-05,20.4852,21.2783,20.4272,20.7947,24793979.0
2022-02-06,20.4852,21.2783,20.4272,20.7947,24793979.0
2022-02-07,20.6883,21.288,20.2869,20.9011,17712505.0
2022-02-08,20.7464,20.8623,20.1032,20.4175,17873591.0
2022-02-09,20.5142,20.8866,20.4562,20.8237,15944426.0
2022-02-10,20.6787,21.3073,20.5529,20.7077,23382621.0
2022-02-11,20.8721,21.5491,20.6593,21.4814,24585818.0
2022-02-12,20.8721,21.5491,20.6593,21.4814,24585818.0
2022-02-13,20.8721,21.5491,20.6593,21.4814,24585818.0
2022-02-14,21.375,21.442,20.3498,20.5142,21400999.0
2022-02-15,19.7185,20.0678,19.5341,19.932,23041410.0
2022-02-16,20.194,21.0091,20.1843,20.4463,23016361.0
2022-02-17,20.6016,21.8922,20.5725,21.242,29767946.0
2022-02-18,20.9412,21.6399,20.8636,21.2226,16955096.0
2022-02-19,20.9412,21.6399,20.8636,21.2226,16955096.0
2022-02-20,20.9412,21.6399,20.8636,21.2226,16955096.0
2022-02-21,20.9412,21.6399,20.8636,21.2226,16955096.0
2022-02-22,22.4938,22.4938,20.5239,20.9606,27308383.0
2022-02-23,21.3585,21.7078,20.9315,21.0965,16253109.0
2022-02-24,21.766,21.834,20.1295,20.7956,25532981.0
2022-02-25,20.98,21.3294,20.6808,21.2323,19569443.0
2022-02-26,20.98,21.3294,20.6808,21.2323,19569443.0
2022-02-27,20.98,21.3294,20.6808,21.2323,19569443.0
2022-02-28,21.145,21.9504,20.9994,21.8922,25636103.0
2022-03-01,22.3677,22.8723,21.8825,22.2124,29242001.0
2022-03-02,22.5133,22.7122,22.0475,22.3192,25177496.0
2022-03-03,22.1251,22.523,21.931,22.2124,19205521.0
2022-03-04,22.1639,23.1149,22.1639,23.1052,33011531.0
2022-03-05,22.1639,23.1149,22.1639,23.1052,33011531.0
2022-03-06,22.1639,23.1149,22.1639,23.1052,33011531.0
2022-03-07,23.2896,24.6336,22.6297,23.6098,35914435.0
2022-03-08,24.1144,24.9392,22.1639,23.3769,42319371.0
2022-03-09,22.4647,23.047,21.7175,22.7073,39085192.0
2022-03-10,23.1634,23.4157,22.4356,23.1731,25204398.0
2022-03-11,22.7267,23.3575,22.4647,22.4841,19994182.0
2022-03-12,22.7267,23.3575,22.4647,22.4841,19994182.0
2022-03-13,22.7267,23.3575,22.4647,22.4841,19994182.0
2022-03-14,21.9989,22.0572,21.0965,21.5234,25507964.0
2022-03-15,20.4657,21.31,20.2037,21.0091,25237932.0
2022-03-16,21.1634,21.2178,20.6064,20.9509,21050300.0
2022-03-17,21.6981,22.523,21.5089,22.3871,22979064.0
2022-03-18,22.3871,22.6976,22.2076,22.3968,25463045.0
2022-03-19,22.3871,22.6976,22.2076,22.3968,25463045.0
2022-03-20,22.3871,22.6976,22.2076,22.3968,25463045.0
2022-03-21,23.047,24.3522,23.0276,24.3085,25701204.0
2022-03-22,24.26,24.4443,23.571,23.93,27921633.0
2022-03-23,24.5511,24.9975,24.3958,24.8228,17712203.0
2022-03-24,24.7452,25.2207,24.5366,24.7743,20078020.0
2022-03-25,24.522,25.439,24.4929,25.2692,22524556.0
2022-03-26,24.522,25.439,24.4929,25.2692,22524556.0
2022-03-27,24.522,25.439,24.4929,25.2692,22524556.0
2022-03-28,24.5123,24.6675,24.1823,24.5414,18026385.0
2022-03-29,23.9494,24.3327,23.4546,24.26,21418398.0
2022-03-30,24.619,25.0703,24.4686,24.7452,16764289.0
2022-03-31,24.357,25.1916,24.3376,24.3667,19878996.0
2022-04-01,24.4346,25.1333,24.4249,24.9878,13426601.0
2022-04-02,24.4346,25.1333,24.4249,24.9878,13426601.0
2022-04-03,24.4346,25.1333,24.4249,24.9878,13426601.0
2022-04-04,25.3177,25.6185,24.784,24.9198,15855615.0
2022-04-05,25.046,25.3274,23.9834,24.0659,17598161.0
2022-04-06,24.4346,24.6578,23.5516,23.6971,15855610.0
2022-04-07,24.1338,24.3667,23.5322,24.192,15240638.0
2022-04-08,24.3376,25.2595,24.3182,25.1333,16068360.0
2022-04-09,24.3376,25.2595,24.3182,25.1333,16068360.0
2022-04-10,24.3376,25.2595,24.3182,25.1333,16068360.0
2022-04-11,24.7646,24.784,24.1629,24.4735,18394198.0
2022-04-12,25.0363,26.0649,25.0363,25.4924,22238196.0
2022-04-13,25.9291,26.1522,25.1673,25.7835,18273515.0
2022-04-14,25.6185,26.1328,25.5749,25.8223,16234913.0
2022-04-15,25.6185,26.1328,25.5749,25.8223,16234913.0
2022-04-16,25.6185,26.1328,25.5749,25.8223,16234913.0
2022-04-17,25.6185,26.1328,25.5749,25.8223,16234913.0
2022-04-18,26.1522,26.5501,25.8078,26.0843,15965842.0
2022-04-19,25.9873,26.356,25.5991,25.9873,16671437.0
2022-04-20,26.2105,26.8946,25.9873,26.8315,20115515.0
2022-04-21,26.9286,27.1421,25.2304,25.3177,20775605.0
2022-04-22,25.2498,25.5846,24.1532,24.26,16638904.0
2022-04-23,25.2498,25.5846,24.1532,24.26,16638904.0
2022-04-24,25.2498,25.5846,24.1532,24.26,16638904.0
2022-04-25,23.4448,23.6001,22.1688,23.4254,26911789.0
2022-04-26,23.6389,24.3279,23.2799,23.3672,19245968.0
2022-04-27,23.5322,24.1823,23.0227,23.93,16611593.0
2022-04-28,24.0659,24.9247,23.2753,24.7064,15790416.0
2022-04-29,24.7452,25.1897,24.0222,24.1823,14657068.0
2022-04-30,24.7452,25.1897,24.0222,24.1823,14657068.0
2022-05-01,24.7452,25.1897,24.0222,24.1823,14657068.0
2022-05-02,23.833,24.337,23.3575,24.2114,16641407.0
2022-05-03,24.2017,25.5562,24.2017,25.473,19367901.0
