,DAN US Equity,DAN US Equity,DAN US Equity,DAN US Equity,DAN US Equity
2020-03-03,13.2827,13.4759,12.2709,12.3996,2127555.0
2020-03-04,12.6848,12.7124,11.9627,12.5468,2557465.0
2020-03-05,12.0041,12.2433,11.2912,11.3878,2825559.0
2020-03-06,10.9003,11.3694,10.3484,10.6795,2281330.0
2020-03-07,10.9003,11.3694,10.3484,10.6795,2281330.0
2020-03-08,10.9003,11.3694,10.3484,10.6795,2281330.0
2020-03-09,9.5941,10.0632,9.1526,9.4653,2778788.0
2020-03-10,9.9712,10.192,9.3457,9.8608,1996617.0
2020-03-11,9.4745,9.7229,9.0698,9.3825,3091305.0
2020-03-12,8.0303,8.4295,7.5428,7.5704,2219486.0
2020-03-13,8.0579,8.3339,7.2393,8.3247,2988502.0
2020-03-14,8.0579,8.3339,7.2393,8.3247,2988502.0
2020-03-15,8.0579,8.3339,7.2393,8.3247,2988502.0
2020-03-16,7.3588,7.3588,5.6157,5.8135,3968319.0
2020-03-17,5.8871,5.9882,4.6821,5.1052,4896415.0
2020-03-18,4.7648,4.9109,3.8818,3.9738,4247423.0
2020-03-19,3.9186,5.4087,3.9186,5.3076,4092502.0
2020-03-20,5.4271,6.1446,5.1512,5.4271,4718489.0
2020-03-21,5.4271,6.1446,5.1512,5.4271,4718489.0
2020-03-22,5.4271,6.1446,5.1512,5.4271,4718489.0
2020-03-23,5.4363,5.7353,4.866,5.6755,2469944.0
2020-03-24,6.2458,7.3404,6.0894,6.8161,2789301.0
2020-03-25,7.1381,7.805,6.5586,7.1381,4361352.0
2020-03-26,7.2117,7.7452,7.0737,7.6532,2676914.0
2020-03-27,7.1657,7.8004,6.8621,7.4692,2112602.0
2020-03-28,7.1657,7.8004,6.8621,7.4692,2112602.0
2020-03-29,7.1657,7.8004,6.8621,7.4692,2112602.0
2020-03-30,7.3588,7.4508,6.9955,7.2852,2168460.0
2020-03-31,7.322,7.6808,6.9817,7.1841,2507708.0
2020-04-01,6.7517,6.9173,6.3608,6.5218,1548848.0
2020-04-02,6.4206,6.9081,6.2573,6.6689,1816157.0
2020-04-03,6.8713,6.9081,5.9791,6.3102,1831205.0
2020-04-04,6.8713,6.9081,5.9791,6.3102,1831205.0
2020-04-05,6.8713,6.9081,5.9791,6.3102,1831205.0
2020-04-06,6.7425,7.4876,6.7241,7.3036,2171085.0
2020-04-07,7.7176,8.2005,7.2438,7.4048,2913441.0
2020-04-08,7.6716,8.3247,7.4508,8.0579,1651560.0
2020-04-09,8.573,9.2169,8.4627,8.7386,1909389.0
2020-04-10,8.573,9.2169,8.4627,8.7386,1909389.0
2020-04-11,8.573,9.2169,8.4627,8.7386,1909389.0
2020-04-12,8.573,9.2169,8.4627,8.7386,1909389.0
2020-04-13,8.8398,9.0146,8.0395,8.2879,1201713.0
2020-04-14,8.7294,8.9778,8.3155,8.4535,1080445.0
2020-04-15,7.8831,8.1591,7.5888,8.1223,1295271.0
2020-04-16,8.0027,8.0947,7.5428,7.7268,1673359.0
2020-04-17,8.3155,8.7386,8.1499,8.2971,2228091.0
2020-04-18,8.3155,8.7386,8.1499,8.2971,2228091.0
2020-04-19,8.3155,8.7386,8.1499,8.2971,2228091.0
2020-04-20,7.9751,8.1039,7.598,7.6624,1808588.0
2020-04-21,7.368,7.6072,7.2484,7.4876,1585657.0
2020-04-22,7.7084,7.9383,7.4876,7.7912,1684040.0
2020-04-23,7.8739,8.4259,7.828,8.0487,1562769.0
2020-04-24,8.2235,8.5362,7.9659,8.4443,2025607.0
2020-04-25,8.2235,8.5362,7.9659,8.4443,2025607.0
2020-04-26,8.2235,8.5362,7.9659,8.4443,2025607.0
2020-04-27,8.5178,9.0238,8.4351,8.8398,2349936.0
2020-04-28,9.3365,9.4653,8.895,9.0054,1562583.0
2020-04-29,9.3641,9.7321,9.3181,9.6033,3085021.0
2020-04-30,10.5599,10.8589,9.2353,10.5783,4823909.0
2020-05-01,10.1368,10.192,9.5849,9.916,2766522.0
2020-05-02,10.1368,10.192,9.5849,9.916,2766522.0
2020-05-03,10.1368,10.192,9.5849,9.916,2766522.0
2020-05-04,9.4837,9.8792,9.3641,9.7413,2348116.0
2020-05-05,10.1184,10.284,9.5113,9.5573,1928299.0
2020-05-06,9.7321,9.8976,9.1341,9.2261,1692271.0
2020-05-07,9.4653,9.8056,9.2537,9.3549,2518605.0
2020-05-08,9.7413,10.1092,9.5665,10.008,2008259.0
2020-05-09,9.7413,10.1092,9.5665,10.008,2008259.0
2020-05-10,9.7413,10.1092,9.5665,10.008,2008259.0
2020-05-11,9.7045,10.0264,9.5987,9.8424,1954902.0
2020-05-12,9.9436,10.008,9.2077,9.2077,1101994.0
2020-05-13,9.0422,9.1066,8.3247,8.4627,1631829.0
2020-05-14,8.0855,8.9226,7.8648,8.849,2299323.0
2020-05-15,8.7386,8.9226,8.5362,8.8858,1362790.0
2020-05-16,8.7386,8.9226,8.5362,8.8858,1362790.0
2020-05-17,8.7386,8.9226,8.5362,8.8858,1362790.0
2020-05-18,9.6677,10.0724,9.5021,9.8976,2396188.0
2020-05-19,9.7597,10.353,9.6493,10.0356,2238984.0
2020-05-20,10.3668,10.5691,10.3116,10.4771,1673281.0
2020-05-21,10.4035,10.8359,10.4035,10.6427,2061600.0
2020-05-22,10.8083,10.8543,10.4863,10.7347,1164903.0
2020-05-23,10.8083,10.8543,10.4863,10.7347,1164903.0
2020-05-24,10.8083,10.8543,10.4863,10.7347,1164903.0
2020-05-25,10.8083,10.8543,10.4863,10.7347,1164903.0
2020-05-26,11.5258,11.6729,11.1394,11.2038,1712740.0
2020-05-27,11.7373,12.0915,11.4339,12.0501,2347599.0
2020-05-28,12.1973,12.441,11.7925,11.9489,2360152.0
2020-05-29,11.6729,11.9029,11.3602,11.627,2724176.0
2020-05-30,11.6729,11.9029,11.3602,11.627,2724176.0
2020-05-31,11.6729,11.9029,11.3602,11.627,2724176.0
2020-06-01,11.7281,12.1789,11.6178,12.0501,1535155.0
2020-06-02,12.2709,12.418,12.0225,12.372,1296785.0
2020-06-03,12.7952,13.4161,12.7308,13.3011,1630949.0
2020-06-04,13.1355,13.2551,12.8412,13.1447,2002168.0
2020-06-05,14.3957,14.4877,13.7426,13.8438,2721138.0
2020-06-06,14.3957,14.4877,13.7426,13.8438,2721138.0
2020-06-07,14.3957,14.4877,13.7426,13.8438,2721138.0
2020-06-08,14.3221,14.6533,14.1474,14.4601,1599957.0
2020-06-09,13.7886,14.2669,13.4759,13.9634,1462206.0
2020-06-10,13.7978,13.8805,12.5376,12.5928,2015971.0
2020-06-11,11.489,11.7787,10.744,10.8083,1883343.0
2020-06-12,11.7557,11.7741,10.8543,11.4154,1405226.0
2020-06-13,11.7557,11.7741,10.8543,11.4154,1405226.0
2020-06-14,11.7557,11.7741,10.8543,11.4154,1405226.0
2020-06-15,10.7623,11.4062,10.5691,11.3234,1408520.0
2020-06-16,12.0133,12.3628,11.4798,11.6086,1401909.0
2020-06-17,11.6362,11.6362,11.0015,11.029,1309656.0
2020-06-18,10.7715,11.121,10.6703,10.7531,1010425.0
2020-06-19,11.0658,11.443,10.6243,10.8727,2650374.0
2020-06-20,11.0658,11.443,10.6243,10.8727,2650374.0
2020-06-21,11.0658,11.443,10.6243,10.8727,2650374.0
2020-06-22,10.9187,11.0934,10.5599,10.9739,1083101.0
2020-06-23,11.305,11.305,10.8267,11.1394,1319824.0
2020-06-24,10.8819,10.9647,10.0126,10.1644,1216428.0
2020-06-25,10.0264,10.5231,9.8884,10.5047,908272.0
2020-06-26,10.3668,10.4127,9.962,10.1,1648105.0
2020-06-27,10.3668,10.4127,9.962,10.1,1648105.0
2020-06-28,10.3668,10.4127,9.962,10.1,1648105.0
2020-06-29,10.4495,11.2682,10.2564,11.2682,2006185.0
2020-06-30,11.1302,11.3648,10.8175,11.213,1142070.0
2020-07-01,11.2774,11.6178,10.7807,10.8267,1530802.0
2020-07-02,11.1946,11.305,10.7899,10.8267,2374139.0
2020-07-03,11.1946,11.305,10.7899,10.8267,2374139.0
2020-07-04,11.1946,11.305,10.7899,10.8267,2374139.0
2020-07-05,11.1946,11.305,10.7899,10.8267,2374139.0
2020-07-06,11.1854,11.2498,10.6427,10.9463,1138862.0
2020-07-07,10.7439,10.8451,10.4357,10.4495,1298261.0
2020-07-08,10.3392,10.6887,10.284,10.6335,1125642.0
2020-07-09,10.9923,11.0382,10.1,10.2932,1786615.0
2020-07-10,10.376,11.0015,10.152,10.9923,1329828.0
2020-07-11,10.376,11.0015,10.152,10.9923,1329828.0
2020-07-12,10.376,11.0015,10.152,10.9923,1329828.0
2020-07-13,11.2222,11.3878,10.7945,10.9555,1421106.0
2020-07-14,11.0107,11.3878,10.8175,11.3878,1503651.0
2020-07-15,11.8385,12.1237,11.5811,12.0133,1541272.0
2020-07-16,11.8017,11.8017,11.4108,11.6545,1651170.0
2020-07-17,11.6821,11.9857,11.4384,11.5258,1316987.0
2020-07-18,11.6821,11.9857,11.4384,11.5258,1316987.0
2020-07-19,11.6821,11.9857,11.4384,11.5258,1316987.0
2020-07-20,11.4982,11.5902,11.1762,11.4154,824564.0
2020-07-21,11.6362,11.7189,11.443,11.5718,1029842.0
2020-07-22,11.4154,11.9581,11.3603,11.7465,1237540.0
2020-07-23,11.7373,11.8523,11.4338,11.6637,1298105.0
2020-07-24,11.5258,11.6729,11.3878,11.5258,913651.0
2020-07-25,11.5258,11.6729,11.3878,11.5258,913651.0
2020-07-26,11.5258,11.6729,11.3878,11.5258,913651.0
2020-07-27,11.489,11.7189,11.2958,11.7005,1427693.0
2020-07-28,11.6913,11.8707,11.5902,11.6362,1070811.0
2020-07-29,11.6545,11.8799,11.627,11.8569,1058009.0
2020-07-30,11.4522,11.4522,10.2196,10.9371,2748880.0
2020-07-31,10.7807,10.8451,10.1184,10.5139,2293658.0
2020-08-01,10.7807,10.8451,10.1184,10.5139,2293658.0
2020-08-02,10.7807,10.8451,10.1184,10.5139,2293658.0
2020-08-03,10.5691,11.1026,10.5507,11.075,2100948.0
2020-08-04,11.0842,11.2774,11.0474,11.2682,1253347.0
2020-08-05,11.5074,11.8201,11.3142,11.8109,1527674.0
2020-08-06,11.627,11.6637,11.3326,11.4706,1081059.0
2020-08-07,11.3418,11.7465,11.2958,11.7465,795415.0
2020-08-08,11.3418,11.7465,11.2958,11.7465,795415.0
2020-08-09,11.3418,11.7465,11.2958,11.7465,795415.0
2020-08-10,11.8477,12.7492,11.8477,12.7308,1824208.0
2020-08-11,13.1079,13.3103,12.8734,12.9331,1678121.0
2020-08-12,13.2459,13.2459,12.8458,12.9791,911503.0
2020-08-13,12.8872,13.1171,12.4953,12.602,891669.0
2020-08-14,12.4916,12.8228,12.3352,12.7216,765287.0
2020-08-15,12.4916,12.8228,12.3352,12.7216,765287.0
2020-08-16,12.4916,12.8228,12.3352,12.7216,765287.0
2020-08-17,12.8044,13.0987,12.7216,12.7308,1593223.0
2020-08-18,12.8872,12.9331,12.2525,12.2892,926435.0
2020-08-19,12.2157,12.4548,12.0777,12.1237,1212404.0
2020-08-20,12.6112,13.0895,12.3812,13.0343,1757258.0
2020-08-21,12.786,12.9423,12.3904,12.5652,1321557.0
2020-08-22,12.786,12.9423,12.3904,12.5652,1321557.0
2020-08-23,12.786,12.9423,12.3904,12.5652,1321557.0
2020-08-24,12.7032,13.0159,12.5284,12.9607,1008731.0
2020-08-25,13.0619,13.1539,12.6112,12.8044,999844.0
2020-08-26,12.6572,12.7952,12.5514,12.7308,762352.0
2020-08-27,12.8412,12.8872,12.5468,12.7676,929228.0
2020-08-28,12.786,13.0343,12.6848,12.9791,1189585.0
2020-08-29,12.786,13.0343,12.6848,12.9791,1189585.0
2020-08-30,12.786,13.0343,12.6848,12.9791,1189585.0
2020-08-31,13.0343,13.0343,12.6112,12.832,1766531.0
2020-09-01,12.648,13.2367,12.372,13.2367,1412875.0
2020-09-02,13.3103,13.922,13.1907,13.8806,1930336.0
2020-09-03,13.7886,13.9081,12.9239,13.0803,1282626.0
2020-09-04,13.3471,13.3839,12.786,13.1631,1165284.0
2020-09-05,13.3471,13.3839,12.786,13.1631,1165284.0
2020-09-06,13.3471,13.3839,12.786,13.1631,1165284.0
2020-09-07,13.3471,13.3839,12.786,13.1631,1165284.0
2020-09-08,12.9423,13.3655,12.7124,12.9423,1280631.0
2020-09-09,13.1447,13.2735,12.8412,13.2275,1132182.0
2020-09-10,13.4207,13.6322,12.8228,12.8504,1694453.0
2020-09-11,12.9699,13.0619,12.74,12.9975,748209.0
2020-09-12,12.9699,13.0619,12.74,12.9975,748209.0
2020-09-13,12.9699,13.0619,12.74,12.9975,748209.0
2020-09-14,13.2275,13.5219,12.9929,13.4943,934664.0
2020-09-15,13.669,13.7978,13.1447,13.1907,1096390.0
2020-09-16,13.2459,13.2827,12.6296,12.6388,1917285.0
2020-09-17,12.4364,12.5974,12.1513,12.3996,1233736.0
2020-09-18,12.5376,12.6204,12.0225,12.1053,2693478.0
2020-09-19,12.5376,12.6204,12.0225,12.1053,2693478.0
2020-09-20,12.5376,12.6204,12.0225,12.1053,2693478.0
2020-09-21,11.6178,11.7373,10.8773,10.9279,1442470.0
2020-09-22,11.0474,11.3142,10.8819,11.0107,1159757.0
2020-09-23,10.9923,11.2348,10.6519,10.6611,1115524.0
2020-09-24,10.5783,10.7163,10.3024,10.5691,879860.0
2020-09-25,10.4035,10.6703,10.3714,10.6335,1299524.0
2020-09-26,10.4035,10.6703,10.3714,10.6335,1299524.0
2020-09-27,10.4035,10.6703,10.3714,10.6335,1299524.0
2020-09-28,11.0015,11.5442,10.9923,11.3878,1394498.0
2020-09-29,11.3786,11.4798,11.2452,11.3418,1112811.0
2020-09-30,11.4614,11.6821,11.2222,11.3326,1236256.0
2020-10-01,11.5074,12.1973,11.5074,12.1789,1762110.0
2020-10-02,11.6729,12.5514,11.6178,12.4088,1357822.0
2020-10-03,11.6729,12.5514,11.6178,12.4088,1357822.0
2020-10-04,11.6729,12.5514,11.6178,12.4088,1357822.0
2020-10-05,12.648,13.0665,12.6204,12.9883,1243094.0
2020-10-06,13.2827,13.5265,12.6664,12.6756,1693614.0
2020-10-07,13.0067,13.4207,12.8412,13.3563,1249027.0
2020-10-08,14.4141,14.92,13.7702,13.8254,1669681.0
2020-10-09,13.9266,14.2393,13.8392,13.8714,963871.0
2020-10-10,13.9266,14.2393,13.8392,13.8714,963871.0
2020-10-11,13.9266,14.2393,13.8392,13.8714,963871.0
2020-10-12,13.9358,13.9634,13.623,13.7518,667468.0
2020-10-13,13.761,13.8254,13.3839,13.5311,1462164.0
2020-10-14,13.669,13.8438,13.4667,13.4851,848226.0
2020-10-15,13.1907,13.5494,13.1263,13.5403,1755285.0
2020-10-16,13.6782,13.9798,13.577,13.761,731364.0
2020-10-17,13.6782,13.9798,13.577,13.761,731364.0
2020-10-18,13.6782,13.9798,13.577,13.761,731364.0
2020-10-19,13.807,13.9942,13.577,13.577,504180.0
2020-10-20,13.7886,14.2117,13.715,13.7518,681288.0
2020-10-21,13.7058,14.2025,13.669,13.9818,688109.0
2020-10-22,14.2853,14.5245,14.0922,14.4969,818831.0
2020-10-23,14.6625,14.8924,14.5429,14.5705,1023062.0
2020-10-24,14.6625,14.8924,14.5429,14.5705,1023062.0
2020-10-25,14.6625,14.8924,14.5429,14.5705,1023062.0
2020-10-26,14.2209,14.2209,13.7334,13.9542,713901.0
2020-10-27,13.9726,14.1566,13.4759,13.4759,1724992.0
2020-10-28,13.1631,13.6414,12.878,13.1631,1626222.0
2020-10-29,13.3379,13.6966,13.0435,13.3379,1231392.0
2020-10-30,13.2551,13.393,12.6756,12.8688,1158633.0
2020-10-31,13.2551,13.393,12.6756,12.8688,1158633.0
2020-11-01,13.2551,13.393,12.6756,12.8688,1158633.0
2020-11-02,13.0895,13.3011,12.7768,12.9791,1162637.0
2020-11-03,13.3471,13.761,13.2459,13.6782,1185672.0
2020-11-04,13.3655,13.5173,12.9653,13.0619,767163.0
2020-11-05,13.1999,13.9818,13.1999,13.7702,1011659.0
2020-11-06,13.9266,14.1566,13.3747,13.4207,963367.0
2020-11-07,13.9266,14.1566,13.3747,13.4207,963367.0
2020-11-08,13.9266,14.1566,13.3747,13.4207,963367.0
2020-11-09,14.5245,15.1684,14.1749,14.2577,1529397.0
2020-11-10,14.5981,15.012,14.4325,14.8832,1877791.0
2020-11-11,14.9568,14.9568,14.3773,14.828,1157691.0
2020-11-12,14.5521,14.8234,14.2945,14.4693,1641097.0
2020-11-13,14.6717,15.15,14.6165,15.1316,967064.0
2020-11-14,14.6717,15.15,14.6165,15.1316,967064.0
2020-11-15,14.6717,15.15,14.6165,15.1316,967064.0
2020-11-16,15.6375,16.0055,15.38,15.9963,1591003.0
2020-11-17,15.6191,15.8031,15.2972,15.6375,967113.0
2020-11-18,15.7387,15.8807,15.3616,15.3708,876980.0
2020-11-19,15.2696,15.5915,15.012,15.1868,1103529.0
2020-11-20,15.0856,15.1408,14.7819,14.966,869766.0
2020-11-21,15.0856,15.1408,14.7819,14.966,869766.0
2020-11-22,15.0856,15.1408,14.7819,14.966,869766.0
2020-11-23,15.2144,16.1802,15.2144,15.9595,1177425.0
2020-11-24,16.2814,16.8977,16.1618,16.8241,1005148.0
2020-11-25,16.5574,16.5666,15.8031,16.3642,940165.0
2020-11-26,16.5574,16.5666,15.8031,16.3642,940165.0
2020-11-27,16.2538,16.3734,15.9043,16.1894,334602.0
2020-11-28,16.2538,16.3734,15.9043,16.1894,334602.0
2020-11-29,16.2538,16.3734,15.9043,16.1894,334602.0
2020-11-30,16.0974,16.1894,15.4011,15.4903,768911.0
2020-12-01,15.8767,16.5298,15.8307,16.2998,1560395.0
2020-12-02,16.0423,16.5482,15.7847,16.4194,1062617.0
2020-12-03,16.4746,17.2473,16.4194,16.9529,1474898.0
2020-12-04,17.1461,17.9831,17.0937,17.9831,1372488.0
2020-12-05,17.1461,17.9831,17.0937,17.9831,1372488.0
2020-12-06,17.1461,17.9831,17.0937,17.9831,1372488.0
2020-12-07,17.9372,17.9372,17.2565,17.7072,1285658.0
2020-12-08,17.4956,17.9647,17.4036,17.6612,1542445.0
2020-12-09,17.9372,18.1671,17.6796,18.1119,1261125.0
2020-12-10,17.7716,17.8958,17.4588,17.8728,959633.0
2020-12-11,17.56,17.836,17.3852,17.5692,1056061.0
2020-12-12,17.56,17.836,17.3852,17.5692,1056061.0
2020-12-13,17.56,17.836,17.3852,17.5692,1056061.0
2020-12-14,17.9647,18.1211,17.3944,17.5232,839940.0
2020-12-15,17.882,18.2775,17.7164,18.2407,1607081.0
2020-12-16,18.4339,18.6546,18.1395,18.4799,1600174.0
2020-12-17,18.2315,18.6349,18.1763,18.4339,1255787.0
2020-12-18,18.5535,18.7006,17.7532,17.9464,2466574.0
2020-12-19,18.5535,18.7006,17.7532,17.9464,2466574.0
2020-12-20,18.5535,18.7006,17.7532,17.9464,2466574.0
2020-12-21,17.4496,17.8912,17.1829,17.8912,1344732.0
2020-12-22,17.9188,18.2775,17.7808,18.1211,1177239.0
2020-12-23,18.3879,18.7558,18.1303,18.1303,2493135.0
2020-12-24,18.2591,18.2591,17.6704,18.0291,358714.0
2020-12-25,18.2591,18.2591,17.6704,18.0291,358714.0
2020-12-26,18.2591,18.2591,17.6704,18.0291,358714.0
2020-12-27,18.2591,18.2591,17.6704,18.0291,358714.0
2020-12-28,18.2591,18.4247,17.7486,17.7532,1109221.0
2020-12-29,17.836,17.8912,17.1093,17.3944,932120.0
2020-12-30,17.3944,17.8912,17.3944,17.8452,731297.0
2020-12-31,18.1119,18.1947,17.7716,17.9555,1093454.0
2021-01-01,18.1119,18.1947,17.7716,17.9555,1093454.0
2021-01-02,18.1119,18.1947,17.7716,17.9555,1093454.0
2021-01-03,18.1119,18.1947,17.7716,17.9555,1093454.0
2021-01-04,18.1671,18.2177,17.2473,17.5508,1252553.0
2021-01-05,17.4772,19.0029,17.4128,18.5994,2616391.0
2021-01-06,19.0594,20.292,19.0042,19.7309,1903201.0
2021-01-07,20.0436,20.7151,19.8596,20.5679,1598311.0
2021-01-08,20.6691,20.7197,19.7033,20.0436,1499295.0
2021-01-09,20.6691,20.7197,19.7033,20.0436,1499295.0
2021-01-10,20.6691,20.7197,19.7033,20.0436,1499295.0
2021-01-11,19.0686,20.0694,18.857,20.0068,1459555.0
2021-01-12,20.0528,20.8531,19.8321,20.8347,1840108.0
2021-01-13,20.8531,20.8715,19.7585,19.7585,1740582.0
2021-01-14,20.0344,20.1448,19.3537,19.4089,1639914.0
2021-01-15,19.0502,19.1882,18.4891,19.0502,1994019.0
2021-01-16,19.0502,19.1882,18.4891,19.0502,1994019.0
2021-01-17,19.0502,19.1882,18.4891,19.0502,1994019.0
2021-01-18,19.0502,19.1882,18.4891,19.0502,1994019.0
2021-01-19,19.2525,19.6941,18.8478,19.6849,1542330.0
2021-01-20,20.1172,20.2828,19.4365,19.7677,1111138.0
2021-01-21,19.8321,20.0252,19.6205,19.7769,1653700.0
2021-01-22,19.6941,20.108,19.3905,19.7769,1179415.0
2021-01-23,19.6941,20.108,19.3905,19.7769,1179415.0
2021-01-24,19.6941,20.108,19.3905,19.7769,1179415.0
2021-01-25,19.6021,19.7769,18.5443,19.2066,1394148.0
2021-01-26,19.3537,19.4825,18.8386,18.8938,920816.0
2021-01-27,18.2315,18.5443,17.698,17.8452,1610928.0
2021-01-28,18.1395,18.8294,18.0107,18.3327,1570679.0
2021-01-29,18.2223,18.6638,17.3346,17.8084,2475500.0
2021-01-30,18.2223,18.6638,17.3346,17.8084,2475500.0
2021-01-31,18.2223,18.6638,17.3346,17.8084,2475500.0
2021-02-01,18.0475,18.3419,17.7072,18.2867,972042.0
2021-02-02,18.627,19.1238,18.4247,18.995,1101030.0
2021-02-03,18.9582,19.7033,18.9306,19.6757,1146530.0
2021-02-04,19.7769,20.0528,19.6113,19.9608,2426516.0
2021-02-05,20.9175,20.9175,20.1908,20.292,2193365.0
2021-02-06,20.9175,20.9175,20.1908,20.292,2193365.0
2021-02-07,20.9175,20.9175,20.1908,20.292,2193365.0
2021-02-08,20.4759,21.681,20.3932,21.6442,1434924.0
2021-02-09,21.5154,21.7086,21.1658,21.5522,1663269.0
2021-02-10,21.8189,21.8189,20.8531,21.129,975850.0
2021-02-11,21.2302,21.5706,20.246,20.7059,1191754.0
2021-02-12,20.43,20.7038,20.2092,20.5403,881265.0
2021-02-13,20.43,20.7038,20.2092,20.5403,881265.0
2021-02-14,20.43,20.7038,20.2092,20.5403,881265.0
2021-02-15,20.43,20.7038,20.2092,20.5403,881265.0
2021-02-16,20.8071,20.9635,20.5495,20.8163,764360.0
2021-02-17,20.5219,21.0923,20.246,20.9819,1049317.0
2021-02-18,19.7677,20.4759,18.9674,19.3077,1888380.0
2021-02-19,20.016,20.7795,19.7493,20.4943,1783951.0
2021-02-20,20.016,20.7795,19.7493,20.4943,1783951.0
2021-02-21,20.016,20.7795,19.7493,20.4943,1783951.0
2021-02-22,20.2184,21.6074,20.0712,21.4418,1740721.0
2021-02-23,21.1474,21.8189,20.5955,21.451,2003075.0
2021-02-24,21.6442,23.0331,21.2394,22.9044,1553906.0
2021-02-25,23.1251,23.2263,21.7086,21.7545,975311.0
2021-02-26,21.9017,22.2513,21.0923,21.9017,946808.0
2021-02-27,21.9017,22.2513,21.0923,21.9017,946808.0
2021-02-28,21.9017,22.2513,21.0923,21.9017,946808.0
2021-03-01,22.4996,23.0147,21.9661,22.4536,1867042.0
2021-03-02,22.3892,22.8676,22.1869,22.3616,1064395.0
2021-03-03,22.6468,23.723,22.472,22.472,1259695.0
2021-03-04,22.4536,22.9292,20.948,21.65,1259363.0
2021-03-05,22.1765,22.4813,20.8926,22.472,1962002.0
2021-03-06,22.1765,22.4813,20.8926,22.472,1962002.0
2021-03-07,22.1765,22.4813,20.8926,22.472,1962002.0
2021-03-08,22.8322,23.3495,22.4074,23.0724,1434390.0
2021-03-09,23.4326,23.7836,22.7861,23.331,1367646.0
2021-03-10,23.5989,24.3243,23.3679,23.9775,812306.0
2021-03-11,24.153,24.401,23.7651,24.033,861153.0
2021-03-12,24.2916,25.0767,24.0838,24.8088,1163844.0
2021-03-13,24.2916,25.0767,24.0838,24.8088,1163844.0
2021-03-14,24.2916,25.0767,24.0838,24.8088,1163844.0
2021-03-15,25.0859,25.3722,24.153,24.7442,1085265.0
2021-03-16,24.5594,24.6444,23.7836,24.1438,803424.0
2021-03-17,23.9221,24.7996,23.8575,24.7719,679325.0
2021-03-18,24.504,24.9658,23.5203,23.6358,843236.0
2021-03-19,23.6358,23.8482,22.9569,23.3679,2525548.0
2021-03-20,23.6358,23.8482,22.9569,23.3679,2525548.0
2021-03-21,23.6358,23.8482,22.9569,23.3679,2525548.0
2021-03-22,23.2941,23.2941,22.2504,22.6568,1393703.0
2021-03-23,22.0194,22.4363,21.2436,21.5022,1509005.0
2021-03-24,21.964,22.2319,20.8649,20.8741,1346688.0
2021-03-25,20.5047,21.6962,19.969,21.5114,1233865.0
2021-03-26,22.3335,22.666,21.7608,22.629,969784.0
2021-03-27,22.3335,22.666,21.7608,22.629,969784.0
2021-03-28,22.3335,22.666,21.7608,22.629,969784.0
2021-03-29,22.6198,22.7306,21.8532,21.8809,1016727.0
2021-03-30,21.9917,22.8507,21.9825,22.7768,992023.0
2021-03-31,23.0262,23.0909,22.4258,22.472,1073989.0
2021-04-01,22.5736,22.7214,22.1903,22.6937,1255741.0
2021-04-02,22.5736,22.7214,22.1903,22.6937,1255741.0
2021-04-03,22.5736,22.7214,22.1903,22.6937,1255741.0
2021-04-04,22.5736,22.7214,22.1903,22.6937,1255741.0
2021-04-05,23.1093,23.3449,22.5921,22.7306,816964.0
2021-04-06,22.6937,23.2941,22.6383,23.1278,1601755.0
2021-04-07,22.9616,23.1832,22.2148,22.4351,1310980.0
2021-04-08,22.4074,22.6845,21.9363,22.5367,2067740.0
2021-04-09,23.4326,23.9129,22.9154,23.8575,2225668.0
2021-04-10,23.4326,23.9129,22.9154,23.8575,2225668.0
2021-04-11,23.4326,23.9129,22.9154,23.8575,2225668.0
2021-04-12,24.0237,24.6241,23.7374,24.6149,1251437.0
2021-04-13,24.7349,24.7903,23.3033,23.6081,981321.0
2021-04-14,23.7097,24.5133,23.6958,24.4671,1106975.0
2021-04-15,24.5964,24.7765,24.19,24.6149,790087.0
2021-04-16,24.8642,25.1598,24.3747,24.661,783642.0
2021-04-17,24.8642,25.1598,24.3747,24.661,783642.0
2021-04-18,24.8642,25.1598,24.3747,24.661,783642.0
2021-04-19,24.4394,24.7211,24.0884,24.4209,1156716.0
2021-04-20,24.1992,24.2823,23.2756,23.7743,805462.0
2021-04-21,23.7097,24.8458,23.3974,24.8181,813204.0
2021-04-22,24.9566,25.2429,24.541,24.7442,1181707.0
2021-04-23,25.0951,25.8559,24.8273,25.5847,1184971.0
2021-04-24,25.0951,25.8559,24.8273,25.5847,1184971.0
2021-04-25,25.0951,25.8559,24.8273,25.5847,1184971.0
2021-04-26,25.8156,26.1784,25.1967,25.206,1156368.0
2021-04-27,25.1136,25.6031,24.9751,25.557,723673.0
2021-04-28,26.2497,26.2682,25.0305,25.5939,1143149.0
2021-04-29,25.8433,26.0927,24.3839,24.4394,1354827.0
2021-04-30,24.0699,24.2916,23.3587,23.3679,1552277.0
2021-05-01,24.0699,24.2916,23.3587,23.3679,1552277.0
2021-05-02,24.0699,24.2916,23.3587,23.3679,1552277.0
2021-05-03,23.9221,24.2362,23.5065,23.8113,1483102.0
2021-05-04,23.4511,23.7097,22.9523,23.3218,1008315.0
2021-05-05,23.488,23.5804,23.0354,23.2941,1344311.0
2021-05-06,23.3219,24.2028,23.1179,24.2028,769350.0
2021-05-07,24.0823,24.8241,23.8134,24.7963,651811.0
