,CMI US Equity,CMI US Equity,CMI US Equity,CMI US Equity,CMI US Equity
2020-04-28,145.672,150.858,143.259,145.024,2201269.0
2020-04-29,149.354,151.47,146.824,148.733,1502673.0
2020-04-30,143.295,147.797,143.268,147.203,1383199.0
2020-05-01,144.06,144.06,139.397,141.738,1194475.0
2020-05-02,144.06,144.06,139.397,141.738,1194475.0
2020-05-03,144.06,144.06,139.397,141.738,1194475.0
2020-05-04,140.162,141.071,137.407,138.614,955444.0
2020-05-05,140.27,142.782,138.433,138.496,783793.0
2020-05-06,139.109,139.865,137.56,138.334,730277.0
2020-05-07,140.99,142.224,139.469,140.198,977585.0
2020-05-08,142.278,145.852,142.278,145.213,896404.0
2020-05-09,142.278,145.852,142.278,145.213,896404.0
2020-05-10,142.278,145.852,142.278,145.213,896404.0
2020-05-11,142.899,146.176,142.269,145.681,1123897.0
2020-05-12,143.241,144.947,138.227,138.298,1559240.0
2020-05-13,137.353,137.992,132.239,132.96,1387787.0
2020-05-14,130.835,140.288,129.034,140.009,1857293.0
2020-05-15,138.992,141.278,138.028,140.126,2119560.0
2020-05-16,138.992,141.278,138.028,140.126,2119560.0
2020-05-17,138.992,141.278,138.028,140.126,2119560.0
2020-05-18,144.889,148.373,144.664,145.879,1761395.0
2020-05-19,145.177,146.203,141.927,142.062,1277607.0
2020-05-20,143.727,147.203,142.926,145.708,1069300.0
2020-05-21,145.092,145.723,142.668,143.004,950917.0
2020-05-22,143.031,143.077,140.39,140.726,1209161.0
2020-05-23,143.031,143.077,140.39,140.726,1209161.0
2020-05-24,143.031,143.077,140.39,140.726,1209161.0
2020-05-25,143.031,143.077,140.39,140.726,1209161.0
2020-05-26,144.765,152.843,144.248,151.682,2048356.0
2020-05-27,154.949,156.801,154.35,155.784,1659188.0
2020-05-28,157.046,157.255,153.533,154.114,1667449.0
2020-05-29,152.68,155.23,152.026,153.942,2755247.0
2020-05-30,152.68,155.23,152.026,153.942,2755247.0
2020-05-31,152.68,155.23,152.026,153.942,2755247.0
2020-06-01,153.842,157.318,153.122,154.15,1283967.0
2020-06-02,154.477,156.066,153.66,155.639,1156300.0
2020-06-03,157.727,160.486,157.046,158.807,1557877.0
2020-06-04,156.719,159.156,156.719,158.671,906520.0
2020-06-05,162.9,164.752,160.513,163.391,1795509.0
2020-06-06,162.9,164.752,160.513,163.391,1795509.0
2020-06-07,162.9,164.752,160.513,163.391,1795509.0
2020-06-08,162.383,167.865,162.383,166.921,1353562.0
2020-06-09,164.244,166.531,162.801,164.97,1245538.0
2020-06-10,164.652,165.133,159.887,159.941,2189342.0
2020-06-11,154.332,154.763,150.792,151.01,1255575.0
2020-06-12,155.721,155.721,146.971,151.654,1430127.0
2020-06-13,155.721,155.721,146.971,151.654,1430127.0
2020-06-14,155.721,155.721,146.971,151.654,1430127.0
2020-06-15,146.798,153.887,145.782,153.524,967722.0
2020-06-16,159.524,160.05,153.225,155.53,1177788.0
2020-06-17,156.302,157.264,154.595,155.594,1084133.0
2020-06-18,155.367,157.001,154.196,155.421,860127.0
2020-06-19,158.072,158.671,154.169,158.199,2750935.0
2020-06-20,158.072,158.671,154.169,158.199,2750935.0
2020-06-21,158.072,158.671,154.169,158.199,2750935.0
2020-06-22,156.701,157.273,154.15,156.111,1032599.0
2020-06-23,158.253,158.516,155.911,156.51,826190.0
2020-06-24,154.722,154.731,150.384,151.228,1136520.0
2020-06-25,150.302,154.25,148.55,154.041,1245055.0
2020-06-26,153.352,153.667,151.627,153.17,1631599.0
2020-06-27,153.352,153.667,151.627,153.17,1631599.0
2020-06-28,153.352,153.667,151.627,153.17,1631599.0
2020-06-29,154.904,157.79,154.477,157.091,1214714.0
2020-06-30,156.002,158.426,155.004,157.264,1274807.0
2020-07-01,158.026,158.643,154.985,155.167,838941.0
2020-07-02,157.491,160.009,156.611,157.436,792910.0
2020-07-03,157.491,160.009,156.611,157.436,792910.0
2020-07-04,157.491,160.009,156.611,157.436,792910.0
2020-07-05,157.491,160.009,156.611,157.436,792910.0
2020-07-06,160.695,163.073,159.95,161.711,1046927.0
2020-07-07,159.996,161.956,158.934,159.36,2138440.0
2020-07-08,159.424,160.114,156.819,157.972,812071.0
2020-07-09,158.308,158.834,155.485,156.274,947009.0
2020-07-10,156.492,157.899,155.902,157.754,736334.0
2020-07-11,156.492,157.899,155.902,157.754,736334.0
2020-07-12,156.492,157.899,155.902,157.754,736334.0
2020-07-13,159.016,160.286,157.427,158.28,822355.0
2020-07-14,158.28,162.165,157.091,161.848,873534.0
2020-07-15,163.027,166.275,163.027,164.943,1209755.0
2020-07-16,164.489,167.784,163.799,166.767,923905.0
2020-07-17,167.33,167.784,165.56,166.204,852965.0
2020-07-18,167.33,167.784,165.56,166.204,852965.0
2020-07-19,167.33,167.784,165.56,166.204,852965.0
2020-07-20,165.533,165.633,162.62,163.654,832789.0
2020-07-21,164.698,169.89,164.543,168.991,1142549.0
2020-07-22,168.228,172.858,167.965,172.694,1201972.0
2020-07-23,172.685,174.555,171.741,172.404,949284.0
2020-07-24,172.712,173.103,169.917,170.861,902183.0
2020-07-25,172.712,173.103,169.917,170.861,902183.0
2020-07-26,172.712,173.103,169.917,170.861,902183.0
2020-07-27,170.815,174.146,169.69,173.33,1176713.0
2020-07-28,177.441,186.055,176.851,177.015,2560670.0
2020-07-29,179.72,181.462,176.307,180.518,1548899.0
2020-07-30,178.403,178.785,174.582,176.525,769876.0
2020-07-31,175.626,175.926,172.399,175.417,994753.0
2020-08-01,175.626,175.926,172.399,175.417,994753.0
2020-08-02,175.626,175.926,172.399,175.417,994753.0
2020-08-03,176.053,179.166,174.945,177.278,904049.0
2020-08-04,176.724,177.995,175.109,175.19,803433.0
2020-08-05,176.879,180.537,176.298,180.028,978829.0
2020-08-06,179.393,180.024,177.614,178.104,827408.0
2020-08-07,177.913,180.9,176.997,180.872,766846.0
2020-08-08,177.913,180.9,176.997,180.872,766846.0
2020-08-09,177.913,180.9,176.997,180.872,766846.0
2020-08-10,181.081,191.22,181.081,190.766,1425036.0
2020-08-11,191.964,195.15,191.619,192.463,1528408.0
2020-08-12,193.78,194.533,191.882,193.516,847483.0
2020-08-13,192.227,192.345,189.965,190.82,844636.0
2020-08-14,190.594,195.54,189.904,193.798,943049.0
2020-08-15,190.594,195.54,189.904,193.798,943049.0
2020-08-16,190.594,195.54,189.904,193.798,943049.0
2020-08-17,194.46,195.046,190.81,191.029,955755.0
2020-08-18,191.519,192.999,190.149,190.53,869791.0
2020-08-19,190.194,193.126,189.949,191.674,904461.0
2020-08-20,190.807,191.592,189.346,190.889,680404.0
2020-08-21,190.195,192.268,189.282,190.916,726979.0
2020-08-22,190.195,192.268,189.282,190.916,726979.0
2020-08-23,190.195,192.268,189.282,190.916,726979.0
2020-08-24,192.314,193.57,191.489,192.825,525800.0
2020-08-25,193.876,195.169,191.41,191.857,629422.0
2020-08-26,191.483,192.149,189.702,191.026,594779.0
2020-08-27,191.802,192.308,188.798,189.674,637691.0
2020-08-28,190.387,191.275,188.724,190.633,408820.0
2020-08-29,190.387,191.275,188.724,190.633,408820.0
2020-08-30,190.387,191.275,188.724,190.633,408820.0
2020-08-31,190.533,190.953,188.925,189.291,720724.0
2020-09-01,189.747,193.172,188.259,192.771,1026262.0
2020-09-02,193.191,195.109,193.191,194.396,1045984.0
2020-09-03,194.095,195.191,185.246,186.834,1040991.0
2020-09-04,188.752,190.387,185.299,186.651,927908.0
2020-09-05,188.752,190.387,185.299,186.651,927908.0
2020-09-06,188.752,190.387,185.299,186.651,927908.0
2020-09-07,188.752,190.387,185.299,186.651,927908.0
2020-09-08,187.848,189.428,184.706,186.377,1363084.0
2020-09-09,188.323,195.282,187.702,193.693,1085662.0
2020-09-10,193.136,193.136,187.099,189.209,1129247.0
2020-09-11,189.665,193.013,189.318,189.894,913268.0
2020-09-12,189.665,193.013,189.318,189.894,913268.0
2020-09-13,189.665,193.013,189.318,189.894,913268.0
2020-09-14,191.017,193.52,190.168,192.332,743078.0
2020-09-15,193.41,195.438,191.903,191.921,737758.0
2020-09-16,193.894,195.182,191.099,191.437,1020446.0
2020-09-17,189.501,196.186,188.469,192.204,1016577.0
2020-09-18,191.519,195.547,191.446,193.538,1904815.0
2020-09-19,191.519,195.547,191.446,193.538,1904815.0
2020-09-20,191.519,195.547,191.446,193.538,1904815.0
2020-09-21,190.067,190.93,184.537,186.204,888801.0
2020-09-22,186.112,188.359,184.733,186.578,876334.0
2020-09-23,188.149,189.871,184.907,185.418,840549.0
2020-09-24,184.98,190.359,182.395,187.619,730488.0
2020-09-25,187.3,191.921,186.907,190.551,979880.0
2020-09-26,187.3,191.921,186.907,190.551,979880.0
2020-09-27,187.3,191.921,186.907,190.551,979880.0
2020-09-28,192.716,195.821,192.314,194.351,874917.0
2020-09-29,194.981,195.625,192.36,194.451,740559.0
2020-09-30,195.328,198.433,191.337,192.862,1349323.0
2020-10-01,194.442,194.625,187.368,189.099,1095273.0
2020-10-02,186.021,194.186,185.875,192.113,1003720.0
2020-10-03,186.021,194.186,185.875,192.113,1003720.0
2020-10-04,186.021,194.186,185.875,192.113,1003720.0
2020-10-05,194.743,200.753,193.857,198.972,1258304.0
2020-10-06,199.411,201.68,196.963,197.584,1143005.0
2020-10-07,200.086,204.224,199.803,202.324,723058.0
2020-10-08,202.845,203.282,199.575,201.858,752303.0
2020-10-09,203.585,206.27,202.178,203.968,931311.0
2020-10-10,203.585,206.27,202.178,203.968,931311.0
2020-10-11,203.585,206.27,202.178,203.968,931311.0
2020-10-12,205.009,205.048,201.749,202.534,715856.0
2020-10-13,201.804,202.534,198.388,201.347,621434.0
2020-10-14,202.763,204.872,201.676,202.552,851875.0
2020-10-15,200.26,204.06,199.392,203.174,737249.0
2020-10-16,204.945,207.466,202.854,203.493,1227869.0
2020-10-17,204.945,207.466,202.854,203.493,1227869.0
2020-10-18,204.945,207.466,202.854,203.493,1227869.0
2020-10-19,203.996,205.384,201.256,201.986,679723.0
2020-10-20,203.557,205.302,202.324,203.009,850368.0
2020-10-21,203.822,206.987,202.708,202.991,835282.0
2020-10-22,203.448,206.197,203.201,204.215,862480.0
2020-10-23,205.293,207.795,204.566,206.672,1041333.0
2020-10-24,205.293,207.795,204.566,206.672,1041333.0
2020-10-25,205.293,207.795,204.566,206.672,1041333.0
2020-10-26,203.84,204.407,199.164,201.557,907919.0
2020-10-27,210.91,211.302,200.58,200.735,1755725.0
2020-10-28,196.186,199.94,194.725,195.081,1327858.0
2020-10-29,195.483,200.47,194.36,198.598,1057186.0
2020-10-30,197.328,200.918,195.748,200.835,1092360.0
2020-10-31,197.328,200.918,195.748,200.835,1092360.0
2020-11-01,197.328,200.918,195.748,200.835,1092360.0
2020-11-02,203.74,208.412,203.128,207.95,1285481.0
2020-11-03,210.435,212.828,209.275,211.923,1077898.0
2020-11-04,209.941,210.763,201.968,203.493,1154788.0
2020-11-05,206.562,212.439,206.124,209.677,757706.0
2020-11-06,210.206,212.572,208.763,209.202,724395.0
2020-11-07,210.206,212.572,208.763,209.202,724395.0
2020-11-08,210.206,212.572,208.763,209.202,724395.0
2020-11-09,219.203,223.468,209.11,209.129,1435533.0
2020-11-10,209.421,214.947,208.745,213.595,909560.0
2020-11-11,214.536,215.23,210.526,214.545,973335.0
2020-11-12,213.458,214.654,210.279,212.937,974211.0
2020-11-13,214.444,216.344,213.558,216.052,859213.0
2020-11-14,214.444,216.344,213.558,216.052,859213.0
2020-11-15,214.444,216.344,213.558,216.052,859213.0
2020-11-16,219.203,219.203,208.772,211.768,1313965.0
2020-11-17,210.919,211.896,207.649,211.056,952446.0
2020-11-18,211.604,215.348,211.211,213.23,987755.0
2020-11-19,211.089,214.699,209.132,214.176,872594.0
2020-11-20,213.174,214.001,210.001,211.888,1087369.0
2020-11-21,213.174,214.001,210.001,211.888,1087369.0
2020-11-22,213.174,214.001,210.001,211.888,1087369.0
2020-11-23,213.919,217.18,213.501,216.087,1091537.0
2020-11-24,217.299,218.14,214.424,215.572,1374425.0
2020-11-25,216.031,216.031,211.089,211.65,896418.0
2020-11-26,216.031,216.031,211.089,211.65,896418.0
2020-11-27,212.669,213.312,209.95,210.4,538341.0
2020-11-28,212.669,213.312,209.95,210.4,538341.0
2020-11-29,212.669,213.312,209.95,210.4,538341.0
2020-11-30,210.115,213.312,207.846,212.366,2607973.0
2020-12-01,215.563,216.665,211.062,211.622,1229669.0
2020-12-02,210.722,212.21,208.609,208.701,1067891.0
2020-12-03,209.004,209.798,201.462,202.417,1923159.0
2020-12-04,202.748,204.369,201.333,202.04,1544848.0
2020-12-05,202.748,204.369,201.333,202.04,1544848.0
2020-12-06,202.748,204.369,201.333,202.04,1544848.0
2020-12-07,202.105,202.674,198.926,201.269,1660863.0
2020-12-08,201.021,204.603,201.021,203.06,1159039.0
2020-12-09,203.317,206.569,201.921,205.954,1426301.0
2020-12-10,204.897,205.324,201.388,201.691,1166212.0
2020-12-11,200.626,202.408,199.716,200.874,1137453.0
2020-12-12,200.626,202.408,199.716,200.874,1137453.0
2020-12-13,200.626,202.408,199.716,200.874,1137453.0
2020-12-14,202.729,203.703,198.807,198.807,1033593.0
2020-12-15,200.763,207.157,200.763,205.816,1264445.0
2020-12-16,205.715,206.147,203.418,204.695,840450.0
2020-12-17,205.651,206.955,203.428,205.256,774024.0
2020-12-18,205.844,206.836,203.437,206.064,1791816.0
2020-12-19,205.844,206.836,203.437,206.064,1791816.0
2020-12-20,205.844,206.836,203.437,206.064,1791816.0
2020-12-21,202.316,207.63,201.737,206.441,655255.0
2020-12-22,206.211,207.157,204.539,205.357,944675.0
2020-12-23,205.072,207.369,203.979,205.981,561220.0
2020-12-24,206.964,208.26,205.815,208.103,197340.0
2020-12-25,206.964,208.26,205.815,208.103,197340.0
2020-12-26,206.964,208.26,205.815,208.103,197340.0
2020-12-27,206.964,208.26,205.815,208.103,197340.0
2020-12-28,209.371,210.079,205.743,205.908,406991.0
2020-12-29,206.156,206.951,202.812,204.576,563411.0
2020-12-30,205.669,207.506,205.297,206.689,390596.0
2020-12-31,206.615,208.802,205.641,208.627,480380.0
2021-01-01,206.615,208.802,205.641,208.627,480380.0
2021-01-02,206.615,208.802,205.641,208.627,480380.0
2021-01-03,206.615,208.802,205.641,208.627,480380.0
2021-01-04,209.16,210.51,201.875,203.363,999213.0
2021-01-05,202.656,205.715,202.656,203.602,1297393.0
2021-01-06,205.632,217.033,205.55,214.589,1366134.0
2021-01-07,216.702,220.257,215.104,219.752,1351374.0
2021-01-08,220.625,221.626,212.485,215.251,1455814.0
2021-01-09,220.625,221.626,212.485,215.251,1455814.0
2021-01-10,220.625,221.626,212.485,215.251,1455814.0
2021-01-11,213.799,218.999,212.798,217.428,1083799.0
2021-01-12,217.492,222.949,217.295,222.343,1037660.0
2021-01-13,222.389,223.372,220.285,221.277,1032566.0
2021-01-14,221.92,224.152,221.488,221.7,781793.0
2021-01-15,219.844,219.844,214.304,217.942,1823065.0
2021-01-16,219.844,219.844,214.304,217.942,1823065.0
2021-01-17,219.844,219.844,214.304,217.942,1823065.0
2021-01-18,219.844,219.844,214.304,217.942,1823065.0
2021-01-19,220.735,221.801,217.662,218.971,1095355.0
2021-01-20,219.982,219.982,215.885,217.29,1172802.0
2021-01-21,218.264,233.458,216.904,227.855,2659119.0
2021-01-22,226.982,228.123,222.729,226.908,1098104.0
2021-01-23,226.982,228.123,222.729,226.908,1098104.0
2021-01-24,226.982,228.123,222.729,226.908,1098104.0
2021-01-25,226.201,229.807,224.851,226.486,1049456.0
2021-01-26,227.175,228.167,225.586,226.743,869961.0
2021-01-27,223.022,224.575,218.333,219.651,1480359.0
2021-01-28,221.341,227.404,220.487,222.499,906097.0
2021-01-29,221.305,222.15,213.625,215.352,1148149.0
2021-01-30,221.305,222.15,213.625,215.352,1148149.0
2021-01-31,221.305,222.15,213.625,215.352,1148149.0
2021-02-01,217.52,219.104,212.146,214.02,1070725.0
2021-02-02,214.791,218.126,211.751,214.874,1119787.0
2021-02-03,214.966,217.262,213.11,216.381,972832.0
2021-02-04,215.986,219.55,210.483,213.202,1346527.0
2021-02-05,214.424,215.071,209.647,210.951,1463102.0
2021-02-06,214.424,215.071,209.647,210.951,1463102.0
2021-02-07,214.424,215.071,209.647,210.951,1463102.0
2021-02-08,217.768,219.339,214.966,219.201,1349309.0
2021-02-09,219.77,226.091,218.172,225.053,1425008.0
2021-02-10,226.945,228.406,222.921,225.172,986449.0
2021-02-11,225.181,226.412,219.054,223.427,970969.0
2021-02-12,223.721,224.566,220.378,224.125,758830.0
2021-02-13,223.721,224.566,220.378,224.125,758830.0
2021-02-14,223.721,224.566,220.378,224.125,758830.0
2021-02-15,223.721,224.566,220.378,224.125,758830.0
2021-02-16,224.584,227.427,223.473,224.593,822920.0
2021-02-17,224.364,225.815,219.421,222.141,854175.0
2021-02-18,221.254,223.28,219.609,223.258,1068396.0
2021-02-19,224.709,229.614,223.877,227.961,1026919.0
2021-02-20,224.709,229.614,223.877,227.961,1026919.0
2021-02-21,224.709,229.614,223.877,227.961,1026919.0
2021-02-22,226.667,231.111,226.667,230.279,860752.0
2021-02-23,231.065,233.614,227.549,231.785,1095753.0
2021-02-24,233.088,240.432,232.45,239.379,1120734.0
2021-02-25,238.585,239.767,234.557,236.062,957253.0
2021-02-26,236.256,237.088,232.626,233.91,852325.0
2021-02-27,236.256,237.088,232.626,233.91,852325.0
2021-02-28,236.256,237.088,232.626,233.91,852325.0
2021-03-01,236.728,244.95,236.728,242.945,1142742.0
2021-03-02,242.058,242.695,236.201,238.049,892562.0
2021-03-03,237.975,244.294,237.716,241.735,1210256.0
2021-03-04,247.85,247.85,235.434,238.908,1198762.0
2021-03-05,241.282,246.964,238.391,245.605,1305839.0
2021-03-06,241.282,246.964,238.391,245.605,1305839.0
2021-03-07,241.282,246.964,238.391,245.605,1305839.0
2021-03-08,248.497,252.479,246.58,248.331,1139552.0
2021-03-09,249.31,252.283,246.206,246.354,875072.0
2021-03-10,247.832,253.181,246.363,252.322,1017640.0
2021-03-11,252.026,252.95,248.904,249.245,888782.0
2021-03-12,249.79,253.569,249.412,253.051,796743.0
2021-03-13,249.79,253.569,249.412,253.051,796743.0
2021-03-14,249.79,253.569,249.412,253.051,796743.0
2021-03-15,252.543,254.973,251.222,254.964,937479.0
2021-03-16,255.028,255.98,245.06,246.585,1292817.0
2021-03-17,247.878,250.049,245.689,249.098,768011.0
2021-03-18,249.153,253.827,246.89,247.823,984015.0
2021-03-19,246.843,248.451,242.538,245.642,2544382.0
2021-03-20,246.843,248.451,242.538,245.642,2544382.0
2021-03-21,246.843,248.451,242.538,245.642,2544382.0
2021-03-22,246.123,246.455,241.143,243.407,1226832.0
2021-03-23,239.508,242.474,235.24,236.035,1347171.0
2021-03-24,237.596,241.116,237.596,238.067,917456.0
2021-03-25,238.28,242.16,234.224,241.282,857667.0
2021-03-26,242.954,243.342,239.717,242.428,775330.0
2021-03-27,242.954,243.342,239.717,242.428,775330.0
2021-03-28,242.954,243.342,239.717,242.428,775330.0
2021-03-29,240.192,244.811,240.192,240.968,943191.0
2021-03-30,240.996,245.642,240.996,243.444,869619.0
2021-03-31,244.478,245.698,239.342,239.37,1130346.0
2021-04-01,239.638,240.257,236.681,238.086,1248022.0
2021-04-02,239.638,240.257,236.681,238.086,1248022.0
2021-04-03,239.638,240.257,236.681,238.086,1248022.0
2021-04-04,239.638,240.257,236.681,238.086,1248022.0
2021-04-05,240.46,242.16,239.083,241.596,939334.0
2021-04-06,241.873,245.698,239.901,240.34,901094.0
2021-04-07,240.395,241.776,236.82,238.501,772442.0
2021-04-08,237.91,238.751,235.776,237.365,1144692.0
2021-04-09,239.065,240.127,236.811,239.619,995204.0
2021-04-10,239.065,240.127,236.811,239.619,995204.0
2021-04-11,239.065,240.127,236.811,239.619,995204.0
2021-04-12,240.395,241.587,238.446,241.328,849665.0
2021-04-13,241.328,241.328,237.374,240.58,1245955.0
2021-04-14,242.04,244.164,240.46,241.504,1044973.0
2021-04-15,242.354,244.266,240.543,242.003,934129.0
2021-04-16,244.451,245.781,241.642,244.211,1906558.0
2021-04-17,244.451,245.781,241.642,244.211,1906558.0
2021-04-18,244.451,245.781,241.642,244.211,1906558.0
2021-04-19,243.665,244.284,240.608,242.788,989805.0
2021-04-20,242.788,242.788,238.705,240.173,869968.0
2021-04-21,239.361,243.582,237.522,243.028,897457.0
2021-04-22,244.1,244.506,241.033,241.227,643802.0
2021-04-23,241.448,243.841,241.448,242.474,680023.0
2021-04-24,241.448,243.841,241.448,242.474,680023.0
2021-04-25,241.448,243.841,241.448,242.474,680023.0
2021-04-26,243.194,244.635,239.203,239.314,1010482.0
2021-04-27,239.0,240.257,236.229,238.187,1140148.0
2021-04-28,238.243,239.351,234.991,235.924,1037019.0
2021-04-29,236.617,237.291,234.298,237.217,677092.0
2021-04-30,236.081,236.081,232.635,232.838,788102.0
2021-05-01,236.081,236.081,232.635,232.838,788102.0
2021-05-02,236.081,236.081,232.635,232.838,788102.0
2021-05-03,234.649,236.09,232.524,234.298,950433.0
2021-05-04,233.485,237.208,228.21,236.136,1422597.0
2021-05-05,236.728,242.428,234.52,241.088,1033742.0
2021-05-06,242.566,245.67,241.689,245.67,988460.0
2021-05-07,244.432,246.622,241.679,246.095,1005479.0
2021-05-08,244.432,246.622,241.679,246.095,1005479.0
2021-05-09,244.432,246.622,241.679,246.095,1005479.0
2021-05-10,248.164,252.802,247.629,250.114,960081.0
2021-05-11,248.266,248.506,241.846,244.608,922129.0
2021-05-12,245.605,246.474,237.55,238.039,1029815.0
2021-05-13,238.215,244.608,237.962,242.899,710856.0
2021-05-14,245.07,246.03,243.134,245.43,556787.0
2021-05-15,245.07,246.03,243.134,245.43,556787.0
2021-05-16,245.07,246.03,243.134,245.43,556787.0
2021-05-17,249.43,250.206,244.885,246.03,952818.0
2021-05-18,244.682,245.102,239.268,239.351,939507.0
2021-05-19,235.85,239.582,233.522,239.49,1044009.0
2021-05-20,240.502,240.957,236.509,236.964,1104704.0
2021-05-21,237.883,240.298,237.187,238.468,777339.0
2021-05-22,237.883,240.298,237.187,238.468,777339.0
2021-05-23,237.883,240.298,237.187,238.468,777339.0
2021-05-24,239.508,240.808,237.252,237.298,629423.0
2021-05-25,238.227,238.933,235.775,236.202,885817.0
2021-05-26,236.249,237.447,234.809,236.899,906402.0
2021-05-27,240.065,241.356,237.941,240.706,2363471.0
2021-05-28,241.403,241.449,238.06,238.923,867750.0
2021-05-29,241.403,241.449,238.06,238.923,867750.0
2021-05-30,241.403,241.449,238.06,238.923,867750.0
2021-05-31,241.403,241.449,238.06,238.923,867750.0
2021-06-01,242.833,244.746,241.5,243.084,1035915.0
2021-06-02,243.084,243.543,240.288,241.31,754517.0
2021-06-03,240.316,244.532,239.471,242.35,931071.0
2021-06-04,242.824,246.176,242.554,245.368,660467.0
2021-06-05,242.824,246.176,242.554,245.368,660467.0
2021-06-06,242.824,246.176,242.554,245.368,660467.0
2021-06-07,245.637,245.758,239.406,240.725,1094493.0
2021-06-08,240.53,241.783,237.8,241.375,735662.0
2021-06-09,240.205,241.463,238.366,238.45,656549.0
2021-06-10,239.778,240.641,233.505,234.243,1168416.0
2021-06-11,235.181,236.416,231.318,232.163,1682841.0
2021-06-12,235.181,236.416,231.318,232.163,1682841.0
2021-06-13,235.181,236.416,231.318,232.163,1682841.0
2021-06-14,231.494,232.33,229.256,230.714,1109556.0
2021-06-15,231.438,232.553,230.189,232.256,720568.0
2021-06-16,231.132,231.903,227.947,228.448,929158.0
2021-06-17,228.662,230.064,218.121,220.397,2095912.0
2021-06-18,216.218,219.552,214.379,216.376,2973889.0
2021-06-19,216.218,219.552,214.379,216.376,2973889.0
2021-06-20,216.218,219.552,214.379,216.376,2973889.0
2021-06-21,218.753,222.17,218.66,219.059,991528.0
2021-06-22,220.36,221.454,218.679,220.099,899676.0
2021-06-23,220.647,222.124,218.457,221.019,855927.0
2021-06-24,221.948,223.714,220.573,222.05,997412.0
2021-06-25,223.498,225.402,222.839,223.666,1055529.0
2021-06-26,223.498,225.402,222.839,223.666,1055529.0
2021-06-27,223.498,225.402,222.839,223.666,1055529.0
2021-06-28,223.666,224.251,221.725,224.056,1131206.0
2021-06-29,226.024,226.609,221.892,222.514,643876.0
2021-06-30,223.331,227.111,223.275,226.414,1010527.0
2021-07-01,227.51,228.151,223.721,224.854,1111489.0
2021-07-02,225.532,225.569,223.628,224.585,780722.0
2021-07-03,225.532,225.569,223.628,224.585,780722.0
2021-07-04,225.532,225.569,223.628,224.585,780722.0
2021-07-05,225.532,225.569,223.628,224.585,780722.0
2021-07-06,223.907,224.181,216.478,219.468,1037398.0
2021-07-07,217.871,222.208,217.871,221.873,768750.0
2021-07-08,218.502,222.198,217.694,220.536,826887.0
2021-07-09,223.935,226.024,223.87,225.384,789180.0
2021-07-10,223.935,226.024,223.87,225.384,789180.0
2021-07-11,223.935,226.024,223.87,225.384,789180.0
2021-07-12,223.991,226.535,222.596,225.922,980630.0
2021-07-13,225.978,227.928,224.093,224.26,823670.0
2021-07-14,225.105,225.105,220.815,221.957,871543.0
2021-07-15,221.344,224.274,221.344,222.988,730895.0
2021-07-16,225.736,225.978,221.223,221.595,632718.0
2021-07-17,225.736,225.978,221.223,221.595,632718.0
2021-07-18,225.736,225.978,221.223,221.595,632718.0
2021-07-19,217.425,218.4,213.831,216.496,918973.0
2021-07-20,217.666,221.687,215.856,220.963,1101789.0
2021-07-21,222.245,224.339,221.279,222.3,678586.0
2021-07-22,222.542,222.542,219.589,220.499,484501.0
2021-07-23,222.189,222.189,219.914,220.499,622504.0
2021-07-24,222.189,222.189,219.914,220.499,622504.0
2021-07-25,222.189,222.189,219.914,220.499,622504.0
2021-07-26,220.285,221.66,218.874,219.626,762480.0
2021-07-27,219.635,220.016,215.382,217.119,1262512.0
2021-07-28,216.71,217.834,213.775,215.466,2063940.0
2021-07-29,217.62,218.001,214.546,216.515,1522490.0
2021-07-30,216.218,216.812,214.88,215.54,1061668.0
2021-07-31,216.218,216.812,214.88,215.54,1061668.0
2021-08-01,216.218,216.812,214.88,215.54,1061668.0
2021-08-02,216.199,217.444,212.522,212.717,1220250.0
2021-08-03,212.661,218.344,210.989,216.422,1864513.0
2021-08-04,215.373,218.595,214.463,214.583,1154554.0
2021-08-05,216.255,217.536,211.157,211.983,1525355.0
2021-08-06,213.45,214.602,212.522,212.735,943029.0
2021-08-07,213.45,214.602,212.522,212.735,943029.0
2021-08-08,213.45,214.602,212.522,212.735,943029.0
2021-08-09,212.345,214.918,211.454,214.193,774816.0
2021-08-10,214.936,218.725,213.796,217.091,918555.0
2021-08-11,218.121,224.854,217.072,224.548,1224438.0
2021-08-12,225.031,225.476,220.545,222.068,952738.0
2021-08-13,222.421,222.681,219.923,220.759,868263.0
2021-08-14,222.421,222.681,219.923,220.759,868263.0
2021-08-15,222.421,222.681,219.923,220.759,868263.0
2021-08-16,220.09,222.709,218.781,222.217,810736.0
2021-08-17,220.963,221.075,216.979,219.013,936079.0
2021-08-18,217.796,219.626,216.719,216.914,1085761.0
2021-08-19,215.513,217.671,214.672,216.326,1187380.0
2021-08-20,215.905,217.419,215.027,216.484,997986.0
2021-08-21,215.905,217.419,215.027,216.484,997986.0
2021-08-22,215.905,217.419,215.027,216.484,997986.0
2021-08-23,217.961,220.746,217.129,219.83,1453233.0
2021-08-24,217.914,221.549,217.914,220.661,1226246.0
2021-08-25,220.605,223.979,220.239,222.839,1016768.0
2021-08-26,222.773,224.586,221.129,221.446,1118112.0
2021-08-27,222.512,225.885,221.474,224.549,1253882.0
2021-08-28,222.512,225.885,221.474,224.549,1253882.0
2021-08-29,222.512,225.885,221.474,224.549,1253882.0
2021-08-30,225.287,225.782,221.671,223.044,925731.0
