,PRK US Equity,PRK US Equity,PRK US Equity,PRK US Equity,PRK US Equity
2021-03-15,125.8659,125.8659,121.5406,122.7456,59712.0
2021-03-16,122.9164,123.6358,121.3068,123.2851,41858.0
2021-03-17,123.5279,124.3327,121.8194,123.0153,24968.0
2021-03-18,123.1952,127.6554,123.1952,124.2563,36133.0
2021-03-19,127.1878,127.1878,119.7781,126.5403,192340.0
2021-03-20,127.1878,127.1878,119.7781,126.5403,192340.0
2021-03-21,127.1878,127.1878,119.7781,126.5403,192340.0
2021-03-22,123.456,123.456,119.1127,119.886,25356.0
2021-03-23,121.3518,121.3518,115.0032,115.201,45383.0
2021-03-24,115.7315,120.2367,115.4887,116.1182,34069.0
2021-03-25,115.5517,117.8088,113.6228,117.0174,55179.0
2021-03-26,117.6109,121.2259,115.3044,120.9201,30216.0
2021-03-27,117.6109,121.2259,115.3044,120.9201,30216.0
2021-03-28,117.6109,121.2259,115.3044,120.9201,30216.0
2021-03-29,118.8069,122.8895,117.7368,118.0965,41590.0
2021-03-30,115.5067,120.7268,115.5067,119.922,36438.0
2021-03-31,120.2187,121.3967,116.0643,116.2711,64829.0
2021-04-01,116.4689,117.2962,114.7784,117.0804,25626.0
2021-04-02,116.4689,117.2962,114.7784,117.0804,25626.0
2021-04-03,116.4689,117.2962,114.7784,117.0804,25626.0
2021-04-04,116.4689,117.2962,114.7784,117.0804,25626.0
2021-04-05,117.494,118.6361,116.6308,117.557,33668.0
2021-04-06,119.5983,119.5983,116.2891,116.2891,35991.0
2021-04-07,116.5409,116.7612,114.7154,115.0481,35334.0
2021-04-08,114.7064,116.9275,114.501,116.1272,30776.0
2021-04-09,115.7136,117.8358,115.7136,117.0984,28069.0
2021-04-10,115.7136,117.8358,115.7136,117.0984,28069.0
2021-04-11,115.7136,117.8358,115.7136,117.0984,28069.0
2021-04-12,116.5229,118.5731,116.5229,117.575,13638.0
2021-04-13,116.7567,116.7567,113.9634,114.1759,38126.0
2021-04-14,114.1849,117.0264,114.1849,115.8395,26026.0
2021-04-15,116.6308,116.6308,113.4566,115.7855,27541.0
2021-04-16,117.7189,117.7189,114.4456,116.8736,29432.0
2021-04-17,117.7189,117.7189,114.4456,116.8736,29432.0
2021-04-18,117.7189,117.7189,114.4456,116.8736,29432.0
2021-04-19,115.4618,116.1272,113.9241,115.219,33871.0
2021-04-20,114.7334,115.9923,110.2732,110.489,30007.0
2021-04-21,111.0915,113.6633,110.6059,113.2946,24152.0
2021-04-22,112.4673,112.7371,111.0287,111.8289,20244.0
2021-04-23,111.9278,116.6128,111.9278,114.6255,51338.0
2021-04-24,111.9278,116.6128,111.9278,114.6255,51338.0
2021-04-25,111.9278,116.6128,111.9278,114.6255,51338.0
2021-04-26,117.0624,117.0624,113.987,114.8593,25769.0
2021-04-27,112.872,114.6974,112.872,113.8881,23912.0
2021-04-28,115.5427,115.5427,113.6543,114.2568,21460.0
2021-04-29,114.2568,114.7154,113.5824,114.3557,19849.0
2021-04-30,113.0428,113.7622,112.3144,112.4853,35554.0
2021-05-01,113.0428,113.7622,112.3144,112.4853,35554.0
2021-05-02,113.0428,113.7622,112.3144,112.4853,35554.0
2021-05-03,114.1039,115.8484,112.4044,114.8593,64445.0
2021-05-04,113.5734,115.219,113.0248,114.9672,23831.0
2021-05-05,114.2118,114.4277,113.3666,113.4295,22247.0
2021-05-06,113.2856,116.4869,112.9349,116.1991,34811.0
2021-05-07,114.7334,115.8305,113.8971,115.8215,16710.0
2021-05-08,114.7334,115.8305,113.8971,115.8215,16710.0
2021-05-09,114.7334,115.8305,113.8971,115.8215,16710.0
2021-05-10,115.4168,116.8106,113.7083,113.7083,36320.0
2021-05-11,112.854,114.2748,111.4152,112.5123,22722.0
2021-05-12,112.1526,112.3055,108.3308,108.7445,50367.0
2021-05-13,108.8164,114.4187,108.8164,113.3216,40861.0
2021-05-14,114.1939,115.5337,113.969,115.4887,20385.0
2021-05-15,114.1939,115.5337,113.969,115.4887,20385.0
2021-05-16,114.1939,115.5337,113.969,115.4887,20385.0
2021-05-17,114.6704,116.2261,113.6453,115.9384,41288.0
2021-05-18,115.6866,115.7765,113.5554,113.5734,19870.0
2021-05-19,112.9349,114.1309,111.5051,113.4385,25302.0
2021-05-20,113.7558,115.687,112.1948,114.1548,18211.0
2021-05-21,115.823,116.4213,114.4449,115.5691,20451.0
2021-05-22,115.823,116.4213,114.4449,115.5691,20451.0
2021-05-23,115.823,116.4213,114.4449,115.5691,20451.0
2021-05-24,115.2699,115.347,113.307,113.502,30677.0
2021-05-25,112.8945,114.2363,109.8029,109.8936,36061.0
2021-05-26,110.9634,113.1574,110.5191,111.9244,22613.0
2021-05-27,113.7468,115.0995,113.2572,114.7894,46141.0
2021-05-28,115.3606,115.5963,113.5745,114.7078,25775.0
2021-05-29,115.3606,115.5963,113.5745,114.7078,25775.0
2021-05-30,115.3606,115.5963,113.5745,114.7078,25775.0
2021-05-31,115.3606,115.5963,113.5745,114.7078,25775.0
2021-06-01,115.1521,117.4549,113.4385,115.551,60931.0
2021-06-02,115.5963,115.5963,113.638,114.5718,23696.0
2021-06-03,113.8012,115.5419,113.8012,115.3787,24727.0
2021-06-04,114.3451,114.8891,113.3297,114.2091,21972.0
2021-06-05,114.3451,114.8891,113.3297,114.2091,21972.0
2021-06-06,114.3451,114.8891,113.3297,114.2091,21972.0
2021-06-07,115.1521,115.2971,113.2572,115.1249,21585.0
2021-06-08,115.7323,116.8475,114.3179,116.5029,23098.0
2021-06-09,115.9499,115.9499,113.774,113.9553,25593.0
2021-06-10,115.5963,115.7051,112.2689,112.55,39097.0
2021-06-11,112.5137,114.6561,112.5137,113.2209,26827.0
2021-06-12,112.5137,114.6561,112.5137,113.2209,26827.0
2021-06-13,112.5137,114.6561,112.5137,113.2209,26827.0
2021-06-14,112.8311,113.7105,110.9498,111.453,31477.0
2021-06-15,112.3233,114.5809,111.4892,114.2998,31427.0
2021-06-16,113.6924,116.7931,113.3297,116.2763,33045.0
2021-06-17,116.5936,116.5936,111.2898,111.317,39667.0
2021-06-18,109.7032,110.637,106.675,107.4366,114035.0
2021-06-19,109.7032,110.637,106.675,107.4366,114035.0
2021-06-20,109.7032,110.637,106.675,107.4366,114035.0
2021-06-21,108.8872,111.19,108.2707,110.3015,49168.0
2021-06-22,110.5101,110.5101,107.9533,109.7848,22001.0
2021-06-23,109.4402,110.4919,106.4393,108.4973,35452.0
2021-06-24,109.132,111.1628,107.5363,111.0994,21717.0
2021-06-25,110.7911,111.8156,110.1474,110.2199,142076.0
2021-06-26,110.7911,111.8156,110.1474,110.2199,142076.0
2021-06-27,110.7911,111.8156,110.1474,110.2199,142076.0
2021-06-28,110.2199,110.2199,107.1556,107.772,36040.0
2021-06-29,108.3795,109.0504,106.9832,107.2371,15864.0
2021-06-30,106.5481,107.7887,106.3939,106.4574,32339.0
2021-07-01,107.763,108.0168,106.6387,107.3187,22924.0
2021-07-02,107.8083,107.8083,104.7584,104.7892,21343.0
2021-07-03,107.8083,107.8083,104.7584,104.7892,21343.0
2021-07-04,107.8083,107.8083,104.7584,104.7892,21343.0
2021-07-05,107.8083,107.8083,104.7584,104.7892,21343.0
2021-07-06,104.626,105.0249,101.2714,102.7583,40102.0
2021-07-07,101.2805,103.6831,101.2805,102.5045,46660.0
2021-07-08,99.9205,102.8671,99.9205,101.7882,44038.0
2021-07-09,103.3476,105.0612,102.4909,105.0612,22702.0
2021-07-10,103.3476,105.0612,102.4909,105.0612,22702.0
2021-07-11,103.3476,105.0612,102.4909,105.0612,22702.0
2021-07-12,103.9823,105.1246,103.3812,105.0793,14557.0
2021-07-13,105.1246,105.17,102.9759,103.8463,44577.0
2021-07-14,104.5988,104.8708,103.2388,103.529,29019.0
2021-07-15,102.8127,105.3241,102.3775,105.0068,24320.0
2021-07-16,103.8145,105.9225,102.5679,103.0938,25928.0
2021-07-17,103.8145,105.9225,102.5679,103.0938,25928.0
2021-07-18,103.8145,105.9225,102.5679,103.0938,25928.0
2021-07-19,100.8181,101.1536,98.3793,99.3131,41288.0
2021-07-20,99.9205,103.9868,99.9205,100.6186,59227.0
2021-07-21,102.2053,104.4719,101.7157,101.9786,23993.0
2021-07-22,101.5434,101.5434,99.159,99.9115,22280.0
2021-07-23,100.1472,101.0629,99.5488,100.1925,12400.0
2021-07-24,100.1472,101.0629,99.5488,100.1925,12400.0
2021-07-25,100.1472,101.0629,99.5488,100.1925,12400.0
2021-07-26,101.5434,102.2778,100.6368,101.2986,17099.0
2021-07-27,99.9749,102.2959,99.9659,100.4011,34809.0
2021-07-28,101.5434,103.4927,100.7546,102.4047,35379.0
2021-07-29,102.9487,104.4265,102.2506,103.3386,24046.0
2021-07-30,102.7946,104.49,102.7946,103.2751,34536.0
2021-07-31,102.7946,104.49,102.7946,103.2751,34536.0
2021-08-01,102.7946,104.49,102.7946,103.2751,34536.0
2021-08-02,103.2298,106.3939,102.5317,102.858,43913.0
2021-08-03,103.3839,105.9315,102.994,105.1881,63798.0
2021-08-04,103.3386,105.6505,103.266,104.6351,28017.0
2021-08-05,105.2878,107.2915,105.1246,107.2915,26147.0
2021-08-06,107.5272,110.9543,107.364,109.9298,42101.0
2021-08-07,107.5272,110.9543,107.364,109.9298,42101.0
2021-08-08,107.5272,110.9543,107.364,109.9298,42101.0
2021-08-09,108.8328,109.8392,108.4429,108.4429,23735.0
2021-08-10,108.5789,111.0631,108.5789,110.6189,26672.0
2021-08-11,110.6642,113.1031,107.8718,112.5319,39060.0
2021-08-12,112.5319,113.434,111.4439,113.3388,30097.0
2021-08-13,113.5654,113.5654,111.1447,111.317,21078.0
2021-08-14,113.5654,113.5654,111.1447,111.317,21078.0
2021-08-15,113.5654,113.5654,111.1447,111.317,21078.0
2021-08-16,110.4738,111.802,109.6669,110.1383,20810.0
2021-08-17,109.6941,110.0613,107.6904,108.7965,18425.0
2021-08-18,109.0776,109.7122,107.4547,107.4547,20803.0
2021-08-19,106.7504,107.7016,105.7261,107.6376,39204.0
2021-08-20,106.412,109.9789,106.412,109.4942,27114.0
2021-08-21,106.412,109.9789,106.412,109.4942,27114.0
2021-08-22,106.412,109.9789,106.412,109.4942,27114.0
2021-08-23,110.6648,110.6648,109.0003,110.1252,15881.0
2021-08-24,110.4636,110.6374,108.671,108.7991,17614.0
2021-08-25,108.0125,110.2441,108.0125,109.1924,18757.0
2021-08-26,108.918,109.8783,106.4303,106.5766,30043.0
2021-08-27,106.6132,110.8935,106.5492,110.0063,51918.0
2021-08-28,106.6132,110.8935,106.5492,110.0063,51918.0
2021-08-29,106.6132,110.8935,106.5492,110.0063,51918.0
2021-08-30,109.7685,109.7685,107.2077,107.4638,22619.0
2021-08-31,107.5187,108.3235,106.9333,107.226,27414.0
2021-09-01,107.7199,107.7199,105.7169,106.7687,31104.0
2021-09-02,106.6498,107.2168,105.4974,106.0187,29017.0
2021-09-03,105.6346,105.8267,103.9701,104.5097,44329.0
2021-09-04,105.6346,105.8267,103.9701,104.5097,44329.0
2021-09-05,105.6346,105.8267,103.9701,104.5097,44329.0
2021-09-06,105.6346,105.8267,103.9701,104.5097,44329.0
2021-09-07,104.6834,106.3206,104.6834,105.0493,27399.0
2021-09-08,104.8572,105.8079,103.4488,103.6683,23437.0
2021-09-09,103.2658,104.72,102.9732,102.9732,24050.0
2021-09-10,104.0981,104.0981,102.6073,102.7811,36820.0
2021-09-11,104.0981,104.0981,102.6073,102.7811,36820.0
2021-09-12,104.0981,104.0981,102.6073,102.7811,36820.0
2021-09-13,103.3664,104.8206,102.5799,104.5097,59977.0
2021-09-14,104.7109,104.7795,101.7202,101.8757,49842.0
2021-09-15,101.958,104.0158,101.958,103.4853,37350.0
2021-09-16,103.8054,103.8054,102.0815,102.6439,35059.0
2021-09-17,103.4122,107.8388,102.8817,107.8388,175457.0
2021-09-18,103.4122,107.8388,102.8817,107.8388,175457.0
2021-09-19,103.4122,107.8388,102.8817,107.8388,175457.0
2021-09-20,104.9029,107.9028,103.7689,105.2505,54916.0
2021-09-21,106.0279,106.7138,104.2719,105.4426,29688.0
2021-09-22,106.5858,108.8265,105.9639,107.5004,43958.0
2021-09-23,106.2291,110.8843,106.2291,110.3813,17820.0
2021-09-24,109.3936,111.4788,109.3936,110.8935,31036.0
2021-09-25,109.3936,111.4788,109.3936,110.8935,31036.0
2021-09-26,109.3936,111.4788,109.3936,110.8935,31036.0
2021-09-27,111.7349,116.0243,111.7349,114.0762,37169.0
2021-09-28,112.4208,114.2592,112.2562,112.3294,20092.0
2021-09-29,113.4086,114.8171,112.5855,114.0031,27581.0
2021-09-30,113.747,115.0091,111.5337,111.5337,26143.0
2021-10-01,111.6892,115.5487,111.6892,114.4604,50903.0
2021-10-02,111.6892,115.5487,111.6892,114.4604,50903.0
2021-10-03,111.6892,115.5487,111.6892,114.4604,50903.0
2021-10-04,114.3049,116.1615,113.0976,113.9848,30316.0
2021-10-05,114.3872,115.2835,112.8964,115.2835,28652.0
2021-10-06,113.8202,115.0274,112.6312,113.7287,17276.0
2021-10-07,114.3598,116.0975,114.3598,116.0883,28665.0
2021-10-08,115.2195,116.6096,115.2195,115.6951,14533.0
2021-10-09,115.2195,116.6096,115.2195,115.6951,14533.0
2021-10-10,115.2195,116.6096,115.2195,115.6951,14533.0
2021-10-11,116.1615,116.1615,114.9085,114.9085,13581.0
2021-10-12,114.9268,115.4207,113.6281,115.2926,11056.0
2021-10-13,113.747,115.1006,113.747,114.1403,13667.0
2021-10-14,115.6859,116.6737,114.3323,116.509,17967.0
2021-10-15,117.0669,117.2864,115.192,115.4664,34611.0
2021-10-16,117.0669,117.2864,115.192,115.4664,34611.0
2021-10-17,117.0669,117.2864,115.192,115.4664,34611.0
2021-10-18,115.2378,116.3353,114.7165,115.1463,18330.0
2021-10-19,116.1249,116.1249,114.0131,114.625,19983.0
2021-10-20,115.089,115.9237,114.8171,115.1646,33332.0
2021-10-21,114.4969,115.2561,114.0122,114.4146,23976.0
2021-10-22,114.0671,115.1829,114.0671,114.4421,13633.0
2021-10-23,114.0671,115.1829,114.0671,114.4421,13633.0
2021-10-24,114.0671,115.1829,114.0671,114.4421,13633.0
2021-10-25,114.8955,116.8657,114.561,116.5182,20889.0
2021-10-26,116.2072,118.7406,116.0882,117.9266,31138.0
2021-10-27,116.82,117.7346,113.0793,113.244,24958.0
2021-10-28,115.4481,116.5365,114.7814,116.2987,19147.0
2021-10-29,115.9511,117.698,115.9511,117.6065,23530.0
2021-10-30,115.9511,117.698,115.9511,117.6065,23530.0
2021-10-31,115.9511,117.698,115.9511,117.6065,23530.0
2021-11-01,117.9358,121.338,116.9023,121.338,29990.0
2021-11-02,120.332,120.4509,118.9418,119.6186,30786.0
2021-11-03,119.3808,123.5422,118.8961,122.902,31087.0
2021-11-04,122.902,122.902,119.4449,121.777,39210.0
2021-11-05,121.777,124.8409,121.777,124.786,43382.0
2021-11-06,121.777,124.8409,121.777,124.786,43382.0
2021-11-07,121.777,124.8409,121.777,124.786,43382.0
2021-11-08,124.2922,126.2311,124.2922,126.2311,16197.0
2021-11-09,126.1213,126.8621,124.6123,126.478,22646.0
2021-11-10,126.2036,128.0145,125.0604,127.3469,24123.0
2021-11-11,128.0328,129.0571,126.8987,128.4993,18088.0
2021-11-12,129.2401,129.2401,124.8958,126.8073,23231.0
2021-11-13,129.2401,129.2401,124.8958,126.8073,23231.0
2021-11-14,129.2401,129.2401,124.8958,126.8073,23231.0
2021-11-15,126.8804,127.9596,126.103,127.4749,36140.0
2021-11-16,127.603,128.5724,127.1274,128.0603,28267.0
2021-11-17,127.1822,129.7888,126.5329,129.4413,35459.0
2021-11-18,131.0097,131.0097,128.1035,130.041,33787.0
2021-11-19,128.491,129.4874,127.8636,129.1737,21627.0
2021-11-20,128.491,129.4874,127.8636,129.1737,21627.0
2021-11-21,128.491,129.4874,127.8636,129.1737,21627.0
2021-11-22,130.0686,133.7775,130.0686,131.1665,37333.0
2021-11-23,131.84,134.082,131.84,133.2424,25673.0
2021-11-24,133.1409,133.7775,131.4894,131.9692,21851.0
2021-11-25,133.1409,133.7775,131.4894,131.9692,21851.0
2021-11-26,128.0297,128.4172,122.0973,123.6934,32325.0
2021-11-27,128.0297,128.4172,122.0973,123.6934,32325.0
2021-11-28,128.0297,128.4172,122.0973,123.6934,32325.0
2021-11-29,128.2234,128.2234,123.0199,123.4812,60433.0
2021-11-30,121.5253,122.3372,119.6709,120.0215,32697.0
2021-12-01,123.186,124.3162,119.8185,119.8739,27617.0
2021-12-02,120.6027,125.0035,119.2557,124.3024,24790.0
2021-12-03,124.2286,124.2286,120.3167,121.4976,32380.0
2021-12-04,124.2286,124.2286,120.3167,121.4976,32380.0
2021-12-05,124.2286,124.2286,120.3167,121.4976,32380.0
2021-12-06,122.5586,126.5166,122.4942,124.8375,24080.0
2021-12-07,124.533,125.3449,122.8631,123.4905,20023.0
2021-12-08,122.2911,125.9598,122.2911,123.9333,13650.0
2021-12-09,122.0512,123.8152,122.0512,122.9554,19696.0
2021-12-10,124.1086,125.2434,122.411,124.7913,35491.0
2021-12-11,124.1086,125.2434,122.411,124.7913,35491.0
2021-12-12,124.1086,125.2434,122.411,124.7913,35491.0
2021-12-13,125.1973,125.1973,122.1896,123.7027,30211.0
2021-12-14,121.7283,125.9353,121.064,121.7098,59509.0
2021-12-15,122.5125,124.3116,120.2706,123.2229,71495.0
2021-12-16,124.4592,127.4946,123.592,124.3485,492191.0
2021-12-17,124.5515,124.6253,120.7596,123.0292,220769.0
2021-12-18,124.5515,124.6253,120.7596,123.0292,220769.0
2021-12-19,124.5515,124.6253,120.7596,123.0292,220769.0
2021-12-20,121.9866,122.8723,119.837,122.0328,55573.0
2021-12-21,123.3982,125.7508,123.3982,125.3634,36244.0
2021-12-22,125.511,127.0886,123.6196,127.0794,29357.0
2021-12-23,126.3044,128.3803,126.3044,127.4761,35727.0
2021-12-24,126.3044,128.3803,126.3044,127.4761,35727.0
2021-12-25,126.3044,128.3803,126.3044,127.4761,35727.0
2021-12-26,126.3044,128.3803,126.3044,127.4761,35727.0
2021-12-27,127.227,129.1645,125.8062,129.1553,15104.0
2021-12-28,128.1035,129.2752,127.9282,128.1865,20395.0
2021-12-29,128.2419,129.0878,126.1875,127.4946,16411.0
2021-12-30,127.5499,127.5499,125.8616,126.5074,20135.0
2021-12-31,125.1143,127.0702,125.1143,126.6827,22172.0
2022-01-01,125.1143,127.0702,125.1143,126.6827,22172.0
2022-01-02,125.1143,127.0702,125.1143,126.6827,22172.0
2022-01-03,126.1752,129.2106,126.1752,128.002,22313.0
2022-01-04,130.0871,131.7478,129.1922,130.2532,27988.0
2022-01-05,130.4008,131.471,129.6627,129.9948,24726.0
2022-01-06,130.9359,133.7683,130.6776,133.593,28738.0
2022-01-07,133.0763,134.0082,132.0061,132.043,17930.0
2022-01-08,133.0763,134.0082,132.0061,132.043,17930.0
2022-01-09,133.0763,134.0082,132.0061,132.043,17930.0
2022-01-10,131.5633,132.246,130.0871,131.1758,17289.0
2022-01-11,130.613,131.1019,129.7273,130.613,15006.0
2022-01-12,129.5322,129.9487,128.0579,128.2511,26973.0
2022-01-13,130.0317,130.8759,129.2936,129.2936,13111.0
2022-01-14,131.2772,131.3418,127.1071,131.1665,21846.0
2022-01-15,131.2772,131.3418,127.1071,131.1665,21846.0
2022-01-16,131.2772,131.3418,127.1071,131.1665,21846.0
2022-01-17,131.2772,131.3418,127.1071,131.1665,21846.0
2022-01-18,129.0999,130.8252,127.9466,128.4449,21190.0
2022-01-19,130.1055,130.1055,124.6253,125.9907,19774.0
2022-01-20,125.9907,127.5315,122.3188,123.1676,21099.0
2022-01-21,120.3997,126.8763,120.3997,121.553,56873.0
2022-01-22,120.3997,126.8763,120.3997,121.553,56873.0
2022-01-23,120.3997,126.8763,120.3997,121.553,56873.0
2022-01-24,120.9441,126.5903,120.5063,125.7047,36853.0
2022-01-25,121.5069,127.2639,121.5069,125.8431,26173.0
2022-01-26,128.2419,129.0169,121.7837,125.4925,44496.0
2022-01-27,125.7785,127.4686,121.184,121.7098,23993.0
2022-01-28,122.411,123.306,119.9846,123.306,22348.0
2022-01-29,122.411,123.306,119.9846,123.306,22348.0
2022-01-30,122.411,123.306,119.9846,123.306,22348.0
2022-01-31,121.2301,124.9759,120.9533,124.9759,41207.0
2022-02-01,124.5515,127.2455,122.4756,124.8467,27582.0
2022-02-02,124.3393,127.2251,121.9128,122.817,29563.0
2022-02-03,121.7837,124.5791,120.4736,121.0456,475168.0
2022-02-04,121.756,123.6289,120.206,122.9923,32052.0
2022-02-05,121.756,123.6289,120.206,122.9923,32052.0
2022-02-06,121.756,123.6289,120.206,122.9923,32052.0
2022-02-07,122.2357,123.9103,121.4146,122.4572,18388.0
2022-02-08,123.1214,126.0922,123.1214,126.0922,25949.0
2022-02-09,125.5294,125.5294,122.0328,122.3741,24925.0
2022-02-10,121.4607,123.103,120.9164,121.3408,31439.0
2022-02-11,121.6453,123.2137,120.8611,122.1804,30819.0
2022-02-12,121.6453,123.2137,120.8611,122.1804,30819.0
2022-02-13,121.6453,123.2137,120.8611,122.1804,30819.0
2022-02-14,122.1988,123.6796,120.6996,121.1563,32285.0
2022-02-15,123.4074,123.6473,122.5402,123.4905,32015.0
2022-02-16,123.3244,124.1732,122.0328,123.0107,20343.0
2022-02-17,122.1924,122.9383,120.4629,122.5737,41975.0
2022-02-18,119.9143,123.5407,119.9143,123.0386,22525.0
2022-02-19,119.9143,123.5407,119.9143,123.0386,22525.0
2022-02-20,119.9143,123.5407,119.9143,123.0386,22525.0
2022-02-21,119.9143,123.5407,119.9143,123.0386,22525.0
2022-02-22,123.3175,124.1591,122.118,122.3226,25034.0
2022-02-23,123.4663,123.9963,121.151,121.2533,32252.0
2022-02-24,119.3006,120.5652,116.5417,120.2862,29360.0
2022-02-25,119.8399,124.1916,119.8399,123.8755,29226.0
2022-02-26,119.8399,124.1916,119.8399,123.8755,29226.0
2022-02-27,119.8399,124.1916,119.8399,123.8755,29226.0
2022-02-28,121.7833,125.2423,121.7833,124.6565,41497.0
2022-03-01,124.6565,125.9351,118.8914,119.719,57099.0
2022-03-02,120.2211,125.7166,120.2211,125.6422,29808.0
2022-03-03,125.1866,126.0513,124.0986,125.9955,25836.0
2022-03-04,123.4012,123.9405,121.5415,122.9084,42054.0
2022-03-05,123.4012,123.9405,121.5415,122.9084,42054.0
2022-03-06,123.4012,123.9405,121.5415,122.9084,42054.0
2022-03-07,123.5035,124.1451,120.5838,120.5838,35412.0
2022-03-08,121.1975,124.4613,121.1882,122.025,36214.0
2022-03-09,125.2981,125.5306,122.4808,123.364,25903.0
2022-03-10,121.9693,125.0843,121.9693,124.703,30975.0
2022-03-11,126.0234,129.25,125.7863,127.3624,26847.0
2022-03-12,126.0234,129.25,125.7863,127.3624,26847.0
2022-03-13,126.0234,129.25,125.7863,127.3624,26847.0
2022-03-14,127.6414,129.2491,124.7402,126.2001,45196.0
2022-03-15,127.381,127.381,123.4663,125.4655,40964.0
2022-03-16,127.2973,127.8273,126.1257,127.4461,22427.0
2022-03-17,125.7631,127.6321,124.6937,126.2187,22116.0
2022-03-18,126.0048,127.5344,123.6802,124.7402,80137.0
2022-03-19,126.0048,127.5344,123.6802,124.7402,80137.0
2022-03-20,126.0048,127.5344,123.6802,124.7402,80137.0
2022-03-21,125.0843,125.0843,122.7689,122.7875,22841.0
2022-03-22,125.0378,125.0378,123.7639,124.1637,16651.0
2022-03-23,122.834,122.9921,120.5745,120.8348,27952.0
2022-03-24,120.9836,122.211,120.3141,122.211,21300.0
2022-03-25,122.5737,125.0192,122.5737,124.7495,24884.0
2022-03-26,122.5737,125.0192,122.5737,124.7495,24884.0
2022-03-27,122.5737,125.0192,122.5737,124.7495,24884.0
2022-03-28,124.0986,125.2702,122.7875,124.6658,24342.0
2022-03-29,125.7631,126.9951,124.4613,125.6329,36492.0
2022-03-30,125.9955,125.9955,121.8298,122.1459,33438.0
2022-03-31,121.8577,122.8898,120.9836,122.1645,35042.0
2022-04-01,122.8201,123.1223,121.416,121.8763,33176.0
2022-04-02,122.8201,123.1223,121.416,121.8763,33176.0
2022-04-03,122.8201,123.1223,121.416,121.8763,33176.0
2022-04-04,121.0673,121.244,119.1332,119.9515,66774.0
2022-04-05,119.533,120.342,117.7384,117.7756,37639.0
2022-04-06,118.0732,118.2033,115.9531,115.9531,38533.0
2022-04-07,117.1619,117.1619,114.4839,114.4932,35128.0
2022-04-08,114.4467,115.2459,112.2987,112.2987,26802.0
2022-04-09,114.4467,115.2459,112.2987,112.2987,26802.0
2022-04-10,114.4467,115.2459,112.2987,112.2987,26802.0
2022-04-11,113.9167,114.3723,111.964,111.9826,41650.0
2022-04-12,112.9496,114.0097,110.8575,110.9598,35138.0
2022-04-13,111.5828,112.8288,111.3131,112.4196,29028.0
2022-04-14,112.8846,112.8846,110.7087,111.0527,27380.0
2022-04-15,112.8846,112.8846,110.7087,111.0527,27380.0
2022-04-16,112.8846,112.8846,110.7087,111.0527,27380.0
2022-04-17,112.8846,112.8846,110.7087,111.0527,27380.0
2022-04-18,110.6622,112.494,110.6622,111.4712,35788.0
2022-04-19,110.8854,115.1534,110.8854,114.3723,27553.0
2022-04-20,114.5769,117.448,113.1009,115.8043,21959.0
2022-04-21,117.3851,117.3851,114.9116,114.9116,27504.0
2022-04-22,114.9116,114.9116,113.1728,113.4425,46997.0
2022-04-23,114.9116,114.9116,113.1728,113.4425,46997.0
2022-04-24,114.9116,114.9116,113.1728,113.4425,46997.0
2022-04-25,112.3266,116.4273,111.1704,112.2058,54546.0
2022-04-26,110.9784,112.7683,108.9327,109.2395,85933.0
2022-04-27,109.909,111.0992,109.0263,109.565,41780.0
2022-04-28,110.0299,111.4061,108.5793,111.062,32866.0
2022-04-29,110.5785,111.3735,109.0164,109.5836,42746.0
2022-04-30,110.5785,111.3735,109.0164,109.5836,42746.0
2022-05-01,110.5785,111.3735,109.0164,109.5836,42746.0
2022-05-02,109.0164,111.248,108.3004,110.625,39576.0
2022-05-03,110.1508,111.6107,109.6859,110.5971,26519.0
2022-05-04,110.7273,113.3495,110.4204,113.0426,24241.0
2022-05-05,111.5177,111.7594,110.2345,110.9319,31094.0
2022-05-06,109.7974,110.5134,108.7188,109.8718,26132.0
2022-05-07,109.7974,110.5134,108.7188,109.8718,26132.0
2022-05-08,109.7974,110.5134,108.7188,109.8718,26132.0
2022-05-09,108.849,113.582,108.849,112.0105,44127.0
2022-05-10,112.2151,113.6191,110.188,110.2996,24943.0
2022-05-11,111.6943,112.308,108.8955,109.0443,30442.0
2022-05-12,108.4212,110.1601,107.9098,109.8439,25302.0
2022-05-13,109.7788,110.1973,108.4491,108.57,26405.0
2022-05-14,109.7788,110.1973,108.4491,108.57,26405.0
2022-05-15,109.7788,110.1973,108.4491,108.57,26405.0
2022-05-16,107.4449,108.9699,106.98,107.3891,32793.0
2022-05-17,109.8439,111.2294,108.8025,111.0248,33078.0
2022-05-18,108.9792,110.7366,108.1237,108.6444,63111.0
2022-05-19,108.7851,108.9259,106.327,106.4396,66413.0
2022-05-20,107.9408,108.18,105.811,108.0346,84749.0
2022-05-21,107.9408,108.18,105.811,108.0346,84749.0
2022-05-22,107.9408,108.18,105.811,108.0346,84749.0
2022-05-23,108.7195,110.9149,108.7195,110.5396,37258.0
2022-05-24,109.0103,112.0313,109.0103,111.4872,27420.0
2022-05-25,110.9712,112.8663,110.9712,112.0595,22544.0
2022-05-26,111.7405,113.9265,111.7405,112.6318,15958.0
2022-05-27,112.6318,114.4801,112.6318,114.4331,19556.0
2022-05-28,112.6318,114.4801,112.6318,114.4331,19556.0
2022-05-29,112.6318,114.4801,112.6318,114.4331,19556.0
2022-05-30,112.6318,114.4801,112.6318,114.4331,19556.0
