,1981718D US Equity,1981718D US Equity,1981718D US Equity,1981718D US Equity,1981718D US Equity
,PX_OPEN,PX_HIGH,PX_LOW,PX_LAST,PX_VOLUME
2019-02-05,55.0449,55.4472,53.1385,53.6942,4203868.0
2019-02-06,53.4738,54.0773,53.014,53.2152,1961669.0
2019-02-07,52.8511,53.1098,52.0512,52.353,1916970.0
2019-02-08,52.1614,52.4488,51.4812,51.9219,3111355.0
2019-02-09,52.1614,52.4488,51.4812,51.9219,3111355.0
2019-02-10,52.1614,52.4488,51.4812,51.9219,3111355.0
2019-02-11,52.2668,52.2668,51.6728,51.9794,2464191.0
2019-02-12,52.717,53.5169,52.4392,53.2535,2458741.0
2019-02-13,53.6558,53.9528,53.1385,53.378,1471910.0
2019-02-14,52.9948,53.3205,52.3338,53.1673,1601448.0
2019-02-15,53.6846,54.5084,53.6846,54.4701,1805886.0
2019-02-16,53.6846,54.5084,53.6846,54.4701,1805886.0
2019-02-17,53.6846,54.5084,53.6846,54.4701,1805886.0
2019-02-18,53.6846,54.5084,53.6846,54.4701,1805886.0
2019-02-19,54.2689,54.7383,54.1252,54.5659,1357968.0
2019-02-20,54.3743,54.3743,53.7421,54.2785,1751968.0
2019-02-21,54.3456,54.3456,53.6271,53.8283,1525585.0
2019-02-22,53.9241,54.6425,53.8474,54.6042,1432268.0
2019-02-23,53.9241,54.6425,53.8474,54.6042,1432268.0
2019-02-24,53.9241,54.6425,53.8474,54.6042,1432268.0
2019-02-25,54.8533,55.294,54.0917,54.1348,1315908.0
2019-02-26,53.8474,54.5946,53.7229,54.2689,1452595.0
2019-02-27,54.2785,54.4222,53.8857,54.1157,839888.0
2019-02-28,54.1348,54.2115,53.7421,53.9624,2009325.0
2019-03-01,54.2977,55.2293,54.2689,54.9683,1383220.0
2019-03-02,54.2977,55.2293,54.2689,54.9683,1383220.0
2019-03-03,54.2977,55.2293,54.2689,54.9683,1383220.0
2019-03-04,55.2461,55.3706,53.4211,53.8666,1468962.0
2019-03-05,53.8378,53.9145,53.129,53.7612,1482328.0
2019-03-06,53.8283,54.039,53.493,53.5792,1342158.0
2019-03-07,53.3493,53.3493,51.7782,52.3051,1700411.0
2019-03-08,51.7112,52.2189,51.328,51.9698,1364125.0
