,PDCO US Equity,PDCO US Equity,PDCO US Equity,PDCO US Equity,PDCO US Equity
,PX_OPEN,PX_HIGH,PX_LOW,PX_LAST,PX_VOLUME
2021-02-24,28.5753,29.2872,28.4942,29.134,567859.0
2021-02-25,29.0889,29.143,27.2866,27.5119,483395.0
2021-02-26,27.7913,28.4934,27.2776,27.9895,720511.0
2021-02-27,27.7913,28.4934,27.2776,27.9895,720511.0
2021-02-28,27.7913,28.4934,27.2776,27.9895,720511.0
2021-03-01,28.8997,29.945,28.6564,29.179,1319205.0
2021-03-02,29.1881,29.4043,28.5032,29.161,937504.0
2021-03-03,28.8546,28.8997,26.3404,27.2055,2355975.0
2021-03-04,27.2416,27.5705,25.98,26.4936,982940.0
2021-03-05,27.3047,28.2419,26.6378,27.6381,1255624.0
2021-03-06,27.3047,28.2419,26.6378,27.6381,1255624.0
2021-03-07,27.3047,28.2419,26.6378,27.6381,1255624.0
2021-03-08,27.9355,28.8366,27.7552,28.2419,541392.0
2021-03-09,28.7195,29.2511,28.0977,28.332,1033945.0
2021-03-10,28.8096,29.4314,28.6113,28.6744,578876.0
2021-03-11,28.8456,29.1604,28.1247,28.4762,801619.0
2021-03-12,28.377,28.7991,28.2419,28.6384,582417.0
2021-03-13,28.377,28.7991,28.2419,28.6384,582417.0
2021-03-14,28.377,28.7991,28.2419,28.6384,582417.0
2021-03-15,28.6384,29.2872,28.4086,29.17,557396.0
2021-03-16,28.8997,29.2151,28.4626,28.8366,461433.0
2021-03-17,29.143,30.1433,28.6924,29.8729,1020608.0
2021-03-18,29.4764,30.1162,29.0889,29.143,1066997.0
2021-03-19,28.6654,29.6206,28.386,29.2241,1367064.0
2021-03-20,28.6654,29.6206,28.386,29.2241,1367064.0
2021-03-21,28.6654,29.6206,28.386,29.2241,1367064.0
2021-03-22,28.6294,29.2872,28.3049,28.9448,503999.0
2021-03-23,28.9448,29.107,28.1067,28.1878,681197.0
2021-03-24,28.4311,28.8411,27.4398,27.4939,546178.0
2021-03-25,27.1875,28.7014,27.1244,28.6294,532527.0
2021-03-26,28.8907,29.4854,28.5843,29.2511,454857.0
2021-03-27,28.8907,29.4854,28.5843,29.2511,454857.0
2021-03-28,28.8907,29.4854,28.5843,29.2511,454857.0
2021-03-29,28.7465,29.7648,28.6339,29.1881,388931.0
2021-03-30,29.2331,29.7197,28.9718,29.161,555167.0
2021-03-31,29.2602,29.7378,28.7195,28.7916,1252659.0
2021-04-01,28.7465,29.2061,28.1517,28.8907,417191.0
2021-04-02,28.7465,29.2061,28.1517,28.8907,417191.0
2021-04-03,28.7465,29.2061,28.1517,28.8907,417191.0
2021-04-04,28.7465,29.2061,28.1517,28.8907,417191.0
2021-04-05,29.0529,29.161,28.5302,29.0349,743087.0
2021-04-06,29.0349,29.8008,28.8997,29.3322,576417.0
2021-04-07,29.107,29.179,28.2509,28.5482,553143.0
2021-04-08,28.5482,28.9718,28.2599,28.9718,457895.0
2021-04-09,29.0259,29.5035,28.7195,29.2872,512941.0
2021-04-10,29.0259,29.5035,28.7195,29.2872,512941.0
2021-04-11,29.0259,29.5035,28.7195,29.2872,512941.0
2021-04-12,29.4224,29.945,29.2061,29.6927,478048.0
2021-04-13,29.8549,30.0171,29.1881,29.3142,940930.0
2021-04-14,29.152,30.0171,29.0439,29.3413,589575.0
2021-04-15,29.3412,29.532,28.8235,29.1868,457928.0
2021-04-16,29.1596,29.6138,29.0687,29.3503,351747.0
2021-04-17,29.1596,29.6138,29.0687,29.3503,351747.0
2021-04-18,29.1596,29.6138,29.0687,29.3503,351747.0
2021-04-19,29.3776,29.6138,28.7871,29.1868,552213.0
2021-04-20,28.9234,29.2504,28.7599,29.0324,666503.0
2021-04-21,29.0778,29.8681,29.0778,29.6864,372820.0
2021-04-22,29.7409,30.1225,29.4957,29.6955,330559.0
2021-04-23,29.8772,30.4767,29.8318,30.395,568722.0
2021-04-24,29.8772,30.4767,29.8318,30.395,568722.0
2021-04-25,29.8772,30.4767,29.8318,30.395,568722.0
2021-04-26,30.5676,30.7402,29.9317,30.0044,643338.0
2021-04-27,29.8227,30.4677,29.6229,29.8772,715174.0
2021-04-28,29.8863,30.0225,29.3685,29.7319,420092.0
2021-04-29,30.0135,30.1134,29.205,29.5593,549393.0
2021-04-30,29.4139,29.5956,29.0687,29.1959,989708.0
2021-05-01,29.4139,29.5956,29.0687,29.1959,989708.0
2021-05-02,29.4139,29.5956,29.0687,29.1959,989708.0
2021-05-03,29.4775,30.6312,29.2141,30.3859,584255.0
2021-05-04,30.2042,32.3299,30.068,32.1936,1595372.0
2021-05-05,32.1119,32.3298,31.158,31.8938,1169365.0
2021-05-06,31.8938,33.2746,31.7394,33.1474,1042627.0
2021-05-07,33.0566,33.7561,32.6478,32.7023,553336.0
2021-05-08,33.0566,33.7561,32.6478,32.7023,553336.0
2021-05-09,33.0566,33.7561,32.6478,32.7023,553336.0
2021-05-10,32.6296,33.1473,32.2027,32.3435,762792.0
2021-05-11,31.7848,33.0384,31.6758,32.6342,941961.0
2021-05-12,32.2935,32.6296,31.4987,31.7939,921919.0
2021-05-13,31.8303,32.2572,31.5487,31.7485,671982.0
2021-05-14,32.0574,32.2754,31.8121,32.1119,692023.0
2021-05-15,32.0574,32.2754,31.8121,32.1119,692023.0
2021-05-16,32.0574,32.2754,31.8121,32.1119,692023.0
2021-05-17,31.7939,32.5479,31.7939,32.3299,397558.0
2021-05-18,32.1845,32.8567,32.1754,32.3662,653074.0
2021-05-19,32.13,32.4843,31.7667,32.4752,661632.0
2021-05-20,32.348,32.6387,31.9938,32.0664,719898.0
2021-05-21,32.4025,32.4571,31.5123,31.5305,437295.0
2021-05-22,32.4025,32.4571,31.5123,31.5305,437295.0
2021-05-23,32.4025,32.4571,31.5123,31.5305,437295.0
2021-05-24,31.6032,31.6032,30.7674,30.8764,809055.0
2021-05-25,31.0581,31.3034,30.3087,30.3859,890702.0
2021-05-26,30.5222,30.9945,30.4041,30.6403,559899.0
2021-05-27,30.7856,30.8186,30.1316,30.1951,601357.0
2021-05-28,30.6493,30.6493,29.0687,29.5593,1606691.0
2021-05-29,30.6493,30.6493,29.0687,29.5593,1606691.0
2021-05-30,30.6493,30.6493,29.0687,29.5593,1606691.0
2021-05-31,30.6493,30.6493,29.0687,29.5593,1606691.0
2021-06-01,29.6138,30.4313,29.5002,30.2406,1159744.0
2021-06-02,30.3677,30.7856,30.0225,30.4313,692470.0
2021-06-03,30.3314,31.1853,30.0498,31.0672,613121.0
2021-06-04,31.1126,31.4124,30.8855,31.2943,1159426.0
2021-06-05,31.1126,31.4124,30.8855,31.2943,1159426.0
2021-06-06,31.1126,31.4124,30.8855,31.2943,1159426.0
2021-06-07,31.4033,31.6106,30.4949,30.5494,352401.0
2021-06-08,30.7129,32.1119,30.3859,31.9756,847818.0
2021-06-09,32.2481,32.339,31.7303,32.1754,958685.0
2021-06-10,32.3844,32.7296,31.4852,32.666,762797.0
2021-06-11,32.8295,33.3019,32.6296,33.2746,833068.0
2021-06-12,32.8295,33.3019,32.6296,33.2746,833068.0
2021-06-13,32.8295,33.3019,32.6296,33.2746,833068.0
2021-06-14,33.102,33.102,31.5396,32.1573,819039.0
2021-06-15,32.2935,32.9476,32.0755,32.7114,487122.0
2021-06-16,32.6115,32.8658,32.1573,32.1664,498154.0
2021-06-17,33.7106,33.9468,31.8121,32.0392,1193083.0
2021-06-18,31.5759,31.8121,31.0763,31.3851,1011459.0
2021-06-19,31.5759,31.8121,31.0763,31.3851,1011459.0
2021-06-20,31.5759,31.8121,31.0763,31.3851,1011459.0
2021-06-21,31.5032,32.3208,31.3488,32.0483,568682.0
2021-06-22,31.4533,32.1664,31.4124,31.9029,882716.0
2021-06-23,28.233,29.5229,27.688,28.1331,7668870.0
2021-06-24,28.1785,28.5964,27.4643,28.4147,2355056.0
2021-06-25,28.1422,28.4874,27.4154,27.5971,3932923.0
2021-06-26,28.1422,28.4874,27.4154,27.5971,3932923.0
2021-06-27,28.1422,28.4874,27.4154,27.5971,3932923.0
2021-06-28,27.6153,28.2421,27.0294,27.6516,2308639.0
2021-06-29,27.8061,28.0332,27.3246,27.4609,948025.0
2021-06-30,27.4609,27.697,27.2792,27.6062,1572582.0
2021-07-01,27.8061,28.233,27.6153,27.9514,1176485.0
2021-07-02,27.9423,28.1512,27.4427,27.6062,848285.0
2021-07-03,27.9423,28.1512,27.4427,27.6062,848285.0
2021-07-04,27.9423,28.1512,27.4427,27.6062,848285.0
2021-07-05,27.9423,28.1512,27.4427,27.6062,848285.0
2021-07-06,27.5063,27.8242,27.2338,27.5245,1363552.0
2021-07-07,27.3609,27.6062,27.2065,27.3519,469724.0
2021-07-08,26.8432,27.4881,26.4889,27.1793,976751.0
2021-07-09,27.3882,27.7879,27.3882,27.6789,591165.0
2021-07-10,27.3882,27.7879,27.3882,27.6789,591165.0
2021-07-11,27.3882,27.7879,27.3882,27.6789,591165.0
2021-07-12,27.6335,27.8061,27.4518,27.588,502311.0
2021-07-13,27.3155,27.5335,27.1157,27.2792,709624.0
2021-07-14,27.5063,28.2512,27.4427,27.8242,2055674.0
2021-07-15,27.7061,28.1603,27.2701,27.2974,659657.0
2021-07-16,27.37,27.6198,26.9612,27.2792,833193.0
2021-07-17,27.37,27.6198,26.9612,27.2792,833193.0
2021-07-18,27.37,27.6198,26.9612,27.2792,833193.0
2021-07-19,26.9976,27.4745,26.7977,27.1702,881594.0
2021-07-20,27.152,27.6607,27.0248,27.37,800401.0
2021-07-21,27.5517,28.1422,27.5226,27.697,732100.0
2021-07-22,27.4771,27.6237,27.1381,27.4313,633701.0
2021-07-23,27.6237,27.7245,27.1107,27.523,597775.0
2021-07-24,27.6237,27.7245,27.1107,27.523,597775.0
2021-07-25,27.6237,27.7245,27.1107,27.523,597775.0
2021-07-26,27.6146,27.8894,27.4588,27.6604,400166.0
2021-07-27,27.5413,28.0269,27.3626,27.807,2057006.0
2021-07-28,27.9811,28.1551,27.5046,28.1002,730921.0
2021-07-29,28.4025,28.43,28.0818,28.1826,489227.0
2021-07-30,28.0818,28.5491,28.0452,28.5216,498777.0
2021-07-31,28.0818,28.5491,28.0452,28.5216,498777.0
2021-08-01,28.0818,28.5491,28.0452,28.5216,498777.0
2021-08-02,28.6407,28.8606,28.2101,28.3201,648752.0
2021-08-03,28.2834,28.2834,27.6879,27.9444,646584.0
2021-08-04,27.8345,28.0269,27.4955,27.7428,947328.0
2021-08-05,27.8803,27.9078,26.2128,26.8266,1267933.0
2021-08-06,26.9457,27.2389,26.7799,27.0099,399050.0
2021-08-07,26.9457,27.2389,26.7799,27.0099,399050.0
2021-08-08,26.9457,27.2389,26.7799,27.0099,399050.0
2021-08-09,26.9641,27.0923,26.6984,26.7533,570512.0
2021-08-10,26.6617,26.8083,26.396,26.5518,821227.0
2021-08-11,26.8724,26.9457,26.5793,26.9091,879872.0
2021-08-12,27.0465,27.3489,26.8633,27.2481,726239.0
2021-08-13,27.2389,27.4038,27.0374,27.3672,851591.0
2021-08-14,27.2389,27.4038,27.0374,27.3672,851591.0
2021-08-15,27.2389,27.4038,27.0374,27.3672,851591.0
2021-08-16,27.3764,27.4771,26.9641,27.129,715651.0
2021-08-17,26.9824,27.4222,26.7259,27.3947,480314.0
2021-08-18,27.1611,27.6512,26.845,26.8724,604766.0
2021-08-19,26.735,27.358,26.5334,26.9274,579629.0
2021-08-20,26.9549,27.4771,26.8908,26.9366,668080.0
2021-08-21,26.9549,27.4771,26.8908,26.9366,668080.0
2021-08-22,26.9549,27.4771,26.8908,26.9366,668080.0
2021-08-23,27.0099,27.2389,26.5426,27.2206,667266.0
2021-08-24,27.358,27.4497,26.9641,27.1931,962974.0
2021-08-25,27.1931,27.4038,26.8175,27.0007,577328.0
2021-08-26,27.0282,27.2756,26.6617,26.9549,658276.0
2021-08-27,26.8999,27.8207,26.8541,27.752,795022.0
2021-08-28,26.8999,27.8207,26.8541,27.752,795022.0
2021-08-29,26.8999,27.8207,26.8541,27.752,795022.0
2021-08-30,27.7428,27.9811,27.4863,27.752,707191.0
2021-08-31,27.862,28.3109,27.6787,28.0727,1227633.0
2021-09-01,28.0452,28.0727,27.4038,27.5871,1274667.0
2021-09-02,28.8606,29.9234,27.9582,29.4103,1428459.0
2021-09-03,29.2363,29.3554,28.3475,28.4025,891932.0
2021-09-04,29.2363,29.3554,28.3475,28.4025,891932.0
2021-09-05,29.2363,29.3554,28.3475,28.4025,891932.0
2021-09-06,29.2363,29.3554,28.3475,28.4025,891932.0
2021-09-07,28.201,28.8698,27.7337,28.714,1032319.0
2021-09-08,28.7507,29.2363,28.4392,29.1813,956569.0
2021-09-09,29.0347,29.8685,28.6682,29.4653,1214220.0
2021-09-10,29.5111,29.731,29.3096,29.502,965523.0
2021-09-11,29.5111,29.731,29.3096,29.502,965523.0
2021-09-12,29.5111,29.731,29.3096,29.502,965523.0
2021-09-13,29.6302,29.8501,29.1721,29.1905,1003141.0
2021-09-14,29.2912,29.3187,28.6132,28.824,1162471.0
2021-09-15,28.8881,29.0072,28.4117,28.6957,883902.0
2021-09-16,28.8057,29.502,28.4758,28.7782,1447388.0
2021-09-17,28.8698,29.0851,28.2559,28.3842,1821692.0
2021-09-18,28.8698,29.0851,28.2559,28.3842,1821692.0
2021-09-19,28.8698,29.0851,28.2559,28.3842,1821692.0
2021-09-20,28.0544,28.2101,27.2298,27.6512,667201.0
2021-09-21,27.8253,28.0544,27.4955,27.6146,459824.0
2021-09-22,27.7703,28.1551,27.6879,27.9169,468568.0
2021-09-23,27.9536,28.3475,27.8345,27.862,455251.0
2021-09-24,27.8345,27.9536,27.6512,27.8803,318532.0
2021-09-25,27.8345,27.9536,27.6512,27.8803,318532.0
2021-09-26,27.8345,27.9536,27.6512,27.8803,318532.0
2021-09-27,28.036,28.4758,28.036,28.0818,401277.0
2021-09-28,28.0452,28.146,27.6146,27.752,389506.0
2021-09-29,27.7795,28.3109,27.7016,28.2559,439593.0
2021-09-30,28.3934,28.5766,27.5321,27.6146,499691.0
2021-10-01,27.8986,28.824,27.4351,28.6591,668382.0
2021-10-02,27.8986,28.824,27.4351,28.6591,668382.0
2021-10-03,27.8986,28.824,27.4351,28.6591,668382.0
2021-10-04,28.5766,29.1813,28.4208,28.9248,570637.0
2021-10-05,29.0255,29.502,28.7873,29.4195,971257.0
2021-10-06,28.9797,29.6761,28.6407,29.6211,900984.0
2021-10-07,29.7768,30.4356,29.6944,29.786,976064.0
2021-10-08,29.8318,30.3174,29.7264,29.9784,528963.0
2021-10-09,29.8318,30.3174,29.7264,29.9784,528963.0
2021-10-10,29.8318,30.3174,29.7264,29.9784,528963.0
2021-10-11,30.1433,30.6472,29.8501,29.9051,585522.0
2021-10-12,29.9784,30.0654,29.6028,29.7677,514656.0
2021-10-13,29.6669,29.7814,28.714,29.7219,492748.0
2021-10-14,30.0334,30.2075,29.5203,29.6761,486824.0
2021-10-15,29.9509,30.354,29.4562,29.4745,434952.0
2021-10-16,29.9509,30.354,29.4562,29.4745,434952.0
2021-10-17,29.9509,30.354,29.4562,29.4745,434952.0
2021-10-18,29.2546,29.6119,28.8698,29.1355,509244.0
2021-10-19,29.1355,29.2821,28.9431,29.2271,336850.0
2021-10-20,29.2088,29.7493,29.0988,29.5478,549090.0
2021-10-21,29.5201,29.714,29.086,29.5478,316260.0
2021-10-22,29.5108,29.6494,29.2984,29.4369,549397.0
2021-10-23,29.5108,29.6494,29.2984,29.4369,549397.0
2021-10-24,29.5108,29.6494,29.2984,29.4369,549397.0
2021-10-25,29.4924,29.4924,28.8181,28.9751,498849.0
2021-10-26,29.049,29.049,28.4856,28.6611,474587.0
2021-10-27,28.6334,28.6334,27.9037,28.0976,501619.0
2021-10-28,28.1346,28.8458,27.9753,28.6057,347077.0
2021-10-29,28.6057,29.0121,28.3655,28.8735,562440.0
2021-10-30,28.6057,29.0121,28.3655,28.8735,562440.0
2021-10-31,28.6057,29.0121,28.3655,28.8735,562440.0
2021-11-01,28.8827,30.1666,28.8827,30.1482,735385.0
2021-11-02,30.416,30.8548,30.0558,30.6469,1182982.0
2021-11-03,30.2221,31.0533,30.2221,30.9148,473533.0
2021-11-04,30.9148,31.1919,30.4253,30.6192,387694.0
2021-11-05,30.8317,31.5336,30.7024,31.1734,528215.0
2021-11-06,30.8317,31.5336,30.7024,31.1734,528215.0
2021-11-07,30.8317,31.5336,30.7024,31.1734,528215.0
2021-11-08,31.2473,31.4228,30.6839,30.7393,379838.0
2021-11-09,30.7116,30.8871,30.3052,30.8409,390556.0
2021-11-10,30.8963,31.2196,30.7208,30.8501,509292.0
2021-11-11,30.8594,31.0995,30.5915,31.0533,434502.0
2021-11-12,31.1549,31.5152,31.0072,31.4043,349821.0
2021-11-13,31.1549,31.5152,31.0072,31.4043,349821.0
2021-11-14,31.1549,31.5152,31.0072,31.4043,349821.0
2021-11-15,31.1549,31.7091,31.0072,31.0995,448762.0
2021-11-16,31.0995,31.4875,30.8594,31.3951,435540.0
2021-11-17,31.1827,31.3674,30.7024,31.1272,306901.0
2021-11-18,31.1272,31.2381,30.7116,31.2381,672670.0
2021-11-19,31.1088,31.3304,30.5915,30.6562,361183.0
2021-11-20,31.1088,31.3304,30.5915,30.6562,361183.0
2021-11-21,31.1088,31.3304,30.5915,30.6562,361183.0
2021-11-22,30.6931,31.0256,30.3791,30.5084,549765.0
2021-11-23,30.416,30.7762,30.0927,30.1204,676892.0
2021-11-24,30.0281,30.1574,29.4924,29.6401,462425.0
2021-11-25,30.0281,30.1574,29.4924,29.6401,462425.0
2021-11-26,29.1044,29.5293,28.6703,29.2153,571984.0
2021-11-27,29.1044,29.5293,28.6703,29.2153,571984.0
2021-11-28,29.1044,29.5293,28.6703,29.2153,571984.0
2021-11-29,29.363,30.5084,29.2522,30.3144,1716514.0
2021-11-30,30.3052,30.4899,28.8089,29.0675,1557514.0
2021-12-01,31.3951,31.3951,27.6543,27.7097,1470550.0
2021-12-02,27.9129,27.9129,26.7029,27.5065,1302840.0
2021-12-03,27.2756,27.682,26.7676,26.98,733843.0
2021-12-04,27.2756,27.682,26.7676,26.98,733843.0
2021-12-05,27.2756,27.682,26.7676,26.98,733843.0
2021-12-06,27.1278,27.7559,26.9523,27.4511,640860.0
2021-12-07,27.5896,28.0515,27.331,27.4326,618544.0
2021-12-08,27.3218,27.4696,26.823,27.3495,637030.0
2021-12-09,27.2479,27.3495,26.6336,26.6567,604319.0
2021-12-10,26.786,26.8322,26.2503,26.4628,697500.0
2021-12-11,26.786,26.8322,26.2503,26.4628,697500.0
2021-12-12,26.786,26.8322,26.2503,26.4628,697500.0
2021-12-13,26.2688,26.6752,25.7516,26.121,701431.0
2021-12-14,26.0194,26.7389,25.9363,26.4258,856795.0
2021-12-15,26.4166,26.6937,26.0564,26.5459,597492.0
2021-12-16,26.6844,26.763,25.7608,25.7793,541734.0
2021-12-17,25.927,26.1395,25.4929,25.6777,1150618.0
2021-12-18,25.927,26.1395,25.4929,25.6777,1150618.0
2021-12-19,25.927,26.1395,25.4929,25.6777,1150618.0
2021-12-20,25.4929,25.6038,24.4861,25.3082,597496.0
2021-12-21,25.3913,26.2411,25.1512,25.9732,635803.0
2021-12-22,25.8993,26.629,25.8347,26.5828,636159.0
2021-12-23,26.7029,26.8784,26.5274,26.6567,392783.0
2021-12-24,26.7029,26.8784,26.5274,26.6567,392783.0
2021-12-25,26.7029,26.8784,26.5274,26.6567,392783.0
2021-12-26,26.7029,26.8784,26.5274,26.6567,392783.0
2021-12-27,26.8138,27.2756,26.6082,27.2571,507734.0
2021-12-28,27.3033,27.6635,27.0631,27.4788,551746.0
2021-12-29,27.368,27.9776,27.3587,27.6358,673030.0
2021-12-30,27.7282,27.8575,27.4418,27.5065,656573.0
2021-12-31,27.3587,27.8483,27.1001,27.1093,408616.0
2022-01-01,27.3587,27.8483,27.1001,27.1093,408616.0
2022-01-02,27.3587,27.8483,27.1001,27.1093,408616.0
2022-01-03,27.0354,27.331,26.8738,27.0724,547644.0
2022-01-04,27.0631,27.8298,26.9154,27.6543,731561.0
2022-01-05,27.6912,28.2731,27.4141,27.4326,464356.0
2022-01-06,27.4326,27.5989,26.8553,26.9154,543141.0
2022-01-07,26.9985,27.2202,26.7426,27.1278,734630.0
2022-01-08,26.9985,27.2202,26.7426,27.1278,734630.0
2022-01-09,26.9985,27.2202,26.7426,27.1278,734630.0
2022-01-10,26.9523,27.0909,26.6475,26.9523,732063.0
2022-01-11,27.1186,27.3957,26.5644,27.3033,604778.0
2022-01-12,27.1647,27.4141,26.2503,26.3057,1090647.0
2022-01-13,26.3519,26.7676,26.1303,26.2503,674613.0
2022-01-14,26.0841,26.7029,26.0009,26.6198,666960.0
2022-01-15,26.0841,26.7029,26.0009,26.6198,666960.0
2022-01-16,26.0841,26.7029,26.0009,26.6198,666960.0
2022-01-17,26.0841,26.7029,26.0009,26.6198,666960.0
2022-01-18,26.4166,26.4631,25.9363,26.0748,557644.0
2022-01-19,26.0841,26.4258,25.6869,25.7146,602431.0
2022-01-20,25.7799,26.4885,25.7519,25.8918,457607.0
2022-01-21,25.7519,26.5071,25.7519,25.8824,626316.0
2022-01-22,25.7519,26.5071,25.7519,25.8824,626316.0
2022-01-23,25.7519,26.5071,25.7519,25.8824,626316.0
2022-01-24,25.6587,26.1994,25.3137,26.1435,874686.0
2022-01-25,25.9197,26.2694,25.2671,25.8918,723235.0
2022-01-26,26.0875,26.3952,25.379,25.7333,657330.0
2022-01-27,25.9197,26.274,25.6493,25.9384,558960.0
2022-01-28,25.9197,26.4139,25.5188,26.4139,592034.0
2022-01-29,25.9197,26.4139,25.5188,26.4139,592034.0
2022-01-30,25.9197,26.4139,25.5188,26.4139,592034.0
2022-01-31,26.0316,26.936,26.0316,26.7495,1233990.0
2022-02-01,26.6843,26.7495,26.2833,26.4791,491833.0
2022-02-02,26.5631,26.7682,26.2833,26.5351,416652.0
2022-02-03,26.3673,26.5631,25.9384,26.0409,580497.0
2022-02-04,25.9197,26.2694,25.2857,26.0782,487977.0
2022-02-05,25.9197,26.2694,25.2857,26.0782,487977.0
2022-02-06,25.9197,26.2694,25.2857,26.0782,487977.0
2022-02-07,26.0316,26.0316,25.612,25.64,518550.0
2022-02-08,25.7333,26.4046,25.612,26.3206,413676.0
2022-02-09,26.4139,26.5566,26.1715,26.33,443062.0
2022-02-10,26.0223,26.4885,25.8918,25.985,439799.0
2022-02-11,25.9943,26.1808,25.7146,25.8078,375831.0
2022-02-12,25.9943,26.1808,25.7146,25.8078,375831.0
2022-02-13,25.9943,26.1808,25.7146,25.8078,375831.0
2022-02-14,25.8824,26.0875,25.5468,25.9384,673069.0
2022-02-15,26.2088,27.6819,25.7146,27.6726,1030963.0
2022-02-16,27.5514,28.8007,27.3849,28.521,1419682.0
2022-02-17,28.176,28.2973,27.6306,27.9616,1252640.0
2022-02-18,27.9243,28.2413,27.5327,27.6819,711342.0
2022-02-19,27.9243,28.2413,27.5327,27.6819,711342.0
2022-02-20,27.9243,28.2413,27.5327,27.6819,711342.0
2022-02-21,27.9243,28.2413,27.5327,27.6819,711342.0
2022-02-22,27.5887,27.7845,26.9453,27.3742,549753.0
2022-02-23,27.5607,27.6073,26.8614,26.9174,448274.0
2022-02-24,26.3579,27.2157,26.1734,27.1784,487269.0
2022-02-25,27.2623,28.3066,27.0292,28.2879,549905.0
2022-02-26,27.2623,28.3066,27.0292,28.2879,549905.0
2022-02-27,27.2623,28.3066,27.0292,28.2879,549905.0
2022-02-28,27.915,28.6329,27.5327,27.8777,709844.0
2022-03-01,27.8963,28.1947,27.1784,27.4302,865073.0
2022-03-02,27.4488,29.7704,27.0479,28.6609,1480951.0
2022-03-03,29.0898,29.7517,28.8847,29.6399,1010288.0
2022-03-04,29.2576,29.8636,29.2296,29.6026,720864.0
2022-03-05,29.2576,29.8636,29.2296,29.6026,720864.0
2022-03-06,29.2576,29.8636,29.2296,29.6026,720864.0
2022-03-07,29.7051,30.0641,29.0991,29.6492,698683.0
2022-03-08,29.5,29.9601,29.2203,29.2483,674508.0
2022-03-09,29.8077,30.0314,29.3788,29.8077,429574.0
2022-03-10,29.4254,29.6026,29.1364,29.3322,391430.0
2022-03-11,29.4907,29.5932,28.8007,28.894,471041.0
2022-03-12,29.4907,29.5932,28.8007,28.894,471041.0
2022-03-13,29.4907,29.5932,28.8007,28.894,471041.0
2022-03-14,28.9686,28.9686,28.6236,28.7261,365295.0
2022-03-15,28.8753,29.0711,28.535,28.866,427904.0
2022-03-16,28.9592,29.0128,27.7751,28.5024,712588.0
2022-03-17,28.2786,29.0012,27.7565,28.8753,322694.0
2022-03-18,28.7168,29.183,28.4558,29.0898,756213.0
2022-03-19,28.7168,29.183,28.4558,29.0898,756213.0
2022-03-20,28.7168,29.183,28.4558,29.0898,756213.0
2022-03-21,28.9499,29.5559,28.9219,29.3229,342626.0
2022-03-22,29.3695,29.5699,29.155,29.4161,367468.0
2022-03-23,29.3135,29.4254,29.1271,29.1457,312984.0
2022-03-24,29.2856,29.3042,28.9033,29.2483,434539.0
2022-03-25,29.1644,29.6492,29.1644,29.5839,306041.0
2022-03-26,29.1644,29.6492,29.1644,29.5839,306041.0
2022-03-27,29.1644,29.6492,29.1644,29.5839,306041.0
2022-03-28,29.6772,29.8357,29.528,29.7424,300171.0
2022-03-29,29.4487,30.2106,29.1457,30.19,422828.0
2022-03-30,30.2832,30.4836,29.5466,29.7797,326179.0
2022-03-31,29.8823,30.3485,29.8543,30.1806,762760.0
2022-04-01,30.3391,30.8146,30.1154,30.7587,675859.0
2022-04-02,30.3391,30.8146,30.1154,30.7587,675859.0
2022-04-03,30.3391,30.8146,30.1154,30.7587,675859.0
2022-04-04,30.6561,30.9918,30.423,30.8053,613491.0
2022-04-05,30.6188,31.0664,30.2086,30.3671,505778.0
2022-04-06,30.2925,31.2343,30.1247,30.6188,653695.0
2022-04-07,30.5629,31.3554,30.2459,31.2715,622127.0
2022-04-08,31.3461,32.1852,31.3461,32.0827,676819.0
2022-04-09,31.3461,32.1852,31.3461,32.0827,676819.0
2022-04-10,31.3461,32.1852,31.3461,32.0827,676819.0
2022-04-11,31.9894,32.5873,31.3274,31.3461,1085884.0
2022-04-12,31.5605,31.8962,31.43,31.8496,672257.0
2022-04-13,31.8682,32.1852,31.7656,32.0267,452658.0
2022-04-14,32.409,32.9031,32.3111,32.6421,833668.0
2022-04-15,32.409,32.9031,32.3111,32.6421,833668.0
2022-04-16,32.409,32.9031,32.3111,32.6421,833668.0
2022-04-17,32.409,32.9031,32.3111,32.6421,833668.0
2022-04-18,32.5302,32.9031,32.0827,32.2505,481961.0
2022-04-19,31.8123,32.3857,30.507,31.1596,1818286.0
2022-04-20,31.3461,32.0733,31.3274,31.9428,878280.0
2022-04-21,32.3938,32.8118,32.234,32.2622,602381.0
2022-04-22,31.9616,32.1965,31.163,31.2851,652484.0
2022-04-23,31.9616,32.1965,31.163,31.2851,652484.0
2022-04-24,31.9616,32.1965,31.163,31.2851,652484.0
2022-04-25,31.163,31.7126,30.8718,31.2476,1445903.0
2022-04-26,31.0315,31.2241,30.1296,30.1296,926536.0
2022-04-27,30.0826,30.2517,29.6035,29.6786,904781.0
2022-04-28,29.8665,29.8665,28.523,29.5659,934221.0
2022-04-29,29.4625,29.8571,28.6734,28.9082,1029867.0
2022-04-30,29.4625,29.8571,28.6734,28.9082,1029867.0
2022-05-01,29.4625,29.8571,28.6734,28.9082,1029867.0
2022-05-02,29.1807,29.804,28.1191,28.3351,1058493.0
2022-05-03,28.4385,29.5283,28.3633,29.2277,595620.0
2022-05-04,29.378,30.3551,28.9928,30.2893,681615.0
2022-05-05,29.9323,30.1765,29.1713,29.4625,439425.0
2022-05-06,29.3404,30.383,29.0585,30.2047,868841.0
