,ALSN US Equity,ALSN US Equity,ALSN US Equity,ALSN US Equity,ALSN US Equity
2020-03-08,35.2874,36.6507,35.037,35.8068,1590665.0
2020-03-09,33.7387,33.8036,31.6613,32.5052,2130612.0
2020-03-10,33.6088,33.7758,32.5701,33.5532,1741749.0
2020-03-11,32.7093,33.9241,32.5701,33.3028,1724028.0
2020-03-12,32.1064,32.5052,29.6581,30.1033,3133914.0
2020-03-13,31.1049,31.6428,29.5376,30.6041,2761257.0
2020-03-14,31.1049,31.6428,29.5376,30.6041,2761257.0
2020-03-15,31.1049,31.6428,29.5376,30.6041,2761257.0
2020-03-16,28.2392,33.0802,27.8219,30.3258,2634718.0
2020-03-17,30.669,31.4387,28.8884,29.7694,3007526.0
2020-03-18,28.0537,30.8452,27.9053,30.7988,2359077.0
2020-03-19,30.4093,30.975,28.8977,29.7138,2202437.0
2020-03-20,29.7509,30.298,26.9223,26.9501,1833388.0
2020-03-21,29.7509,30.298,26.9223,26.9501,1833388.0
2020-03-22,29.7509,30.298,26.9223,26.9501,1833388.0
2020-03-23,26.9223,26.9223,24.2514,24.9191,1831138.0
2020-03-24,25.8465,27.0707,25.7352,26.9223,1204142.0
2020-03-25,27.2376,30.298,26.8852,29.4541,2084813.0
2020-03-26,29.4541,31.5686,29.1852,31.3367,1757135.0
2020-03-27,30.3629,31.2161,29.315,30.5021,1099470.0
2020-03-28,30.3629,31.2161,29.315,30.5021,1099470.0
2020-03-29,30.3629,31.2161,29.315,30.5021,1099470.0
2020-03-30,30.3815,31.0214,29.5654,30.7988,1457635.0
2020-03-31,30.567,31.0956,29.8992,30.2424,1295824.0
2020-04-01,29.417,29.5932,27.7941,28.2114,975126.0
2020-04-02,27.757,29.1573,27.488,28.7678,1579863.0
2020-04-03,28.2763,28.7771,27.0058,27.3396,1196573.0
2020-04-04,28.2763,28.7771,27.0058,27.3396,1196573.0
2020-04-05,28.2763,28.7771,27.0058,27.3396,1196573.0
2020-04-06,28.2763,31.0307,28.2763,30.9379,912971.0
2020-04-07,31.9117,32.7,30.7154,31.1883,1782580.0
2020-04-08,31.5222,32.7,31.1744,32.496,993362.0
2020-04-09,32.8205,33.9149,32.2827,32.3568,1165040.0
2020-04-10,32.8205,33.9149,32.2827,32.3568,1165040.0
2020-04-11,32.8205,33.9149,32.2827,32.3568,1165040.0
2020-04-12,32.8205,33.9149,32.2827,32.3568,1165040.0
2020-04-13,31.8561,32.0137,30.9658,31.1698,1112567.0
2020-04-14,32.6722,32.9226,31.6938,32.431,1027789.0
2020-04-15,31.5129,31.7355,30.8823,31.1049,998504.0
2020-04-16,31.0214,31.0307,30.1496,30.9008,954761.0
2020-04-17,31.4387,32.1899,31.1605,32.0786,1681702.0
2020-04-18,31.4387,32.1899,31.1605,32.0786,1681702.0
2020-04-19,31.4387,32.1899,31.1605,32.0786,1681702.0
2020-04-20,31.0307,31.9024,30.9008,31.0956,842293.0
2020-04-21,30.5206,30.7617,30.1589,30.3444,902114.0
2020-04-22,30.9101,31.1095,29.6767,30.094,855527.0
2020-04-23,30.4557,31.5197,30.2795,31.0678,624486.0
2020-04-24,31.3831,31.3831,30.4279,31.0492,1239865.0
2020-04-25,31.3831,31.3831,30.4279,31.0492,1239865.0
2020-04-26,31.3831,31.3831,30.4279,31.0492,1239865.0
2020-04-27,31.1605,32.0694,31.1605,31.921,821882.0
2020-04-28,32.7,33.5254,32.4667,33.1544,989110.0
2020-04-29,33.7758,35.3338,33.7665,35.037,1000966.0
2020-04-30,34.5084,35.204,33.1637,33.7016,1572452.0
2020-05-01,33.1637,33.3863,32.6258,33.0617,694653.0
2020-05-02,33.1637,33.3863,32.6258,33.0617,694653.0
2020-05-03,33.1637,33.3863,32.6258,33.0617,694653.0
2020-05-04,32.6258,32.9967,32.1714,32.6536,1608904.0
2020-05-05,33.5346,35.1205,32.8298,32.8947,1206198.0
2020-05-06,33.3677,33.4326,32.6722,33.0524,598340.0
2020-05-07,33.4512,33.85,33.1266,33.4883,652078.0
2020-05-08,33.8778,34.8284,33.8314,34.731,717361.0
2020-05-09,33.8778,34.8284,33.8314,34.731,717361.0
2020-05-10,33.8778,34.8284,33.8314,34.731,717361.0
2020-05-11,34.3137,34.3786,33.21,33.3028,1105242.0
2020-05-12,33.3213,33.5996,31.972,32.0044,1275898.0
2020-05-13,31.8004,31.9859,30.5577,30.8452,708788.0
2020-05-14,30.2795,31.5315,29.3892,31.5315,928966.0
2020-05-15,31.1307,32.0814,31.0282,31.4942,751977.0
2020-05-16,31.1307,32.0814,31.0282,31.4942,751977.0
2020-05-17,31.1307,32.0814,31.0282,31.4942,751977.0
2020-05-18,32.827,33.9828,32.4635,33.6752,822283.0
2020-05-19,33.349,33.7777,32.9016,32.9202,543796.0
2020-05-20,33.4049,34.0573,33.2837,33.6566,615476.0
2020-05-21,33.7218,33.9455,33.3676,33.5354,1159896.0
2020-05-22,33.7125,33.7125,32.9622,33.2837,530513.0
2020-05-23,33.7125,33.7125,32.9622,33.2837,530513.0
2020-05-24,33.7125,33.7125,32.9622,33.2837,530513.0
2020-05-25,33.7125,33.7125,32.9622,33.2837,530513.0
2020-05-26,34.4954,35.6884,34.3742,35.2224,1342422.0
2020-05-27,36.0426,36.3688,35.5579,36.0053,711454.0
2020-05-28,36.4061,36.4061,34.9148,34.9708,992363.0
2020-05-29,34.4954,35.269,34.4488,35.1572,754492.0
2020-05-30,34.4954,35.269,34.4488,35.1572,754492.0
2020-05-31,34.4954,35.269,34.4488,35.1572,754492.0
2020-06-01,35.1385,35.735,34.7471,35.2504,752979.0
2020-06-02,35.7257,35.7257,35.1572,35.2876,587312.0
2020-06-03,35.8003,36.6485,35.6791,36.3968,776271.0
2020-06-04,36.2104,37.6924,36.1735,37.4873,1116900.0
2020-06-05,39.0066,39.2768,37.8415,38.2516,1230548.0
2020-06-06,39.0066,39.2768,37.8415,38.2516,1230548.0
2020-06-07,39.0066,39.2768,37.8415,38.2516,1230548.0
2020-06-08,38.5685,39.165,38.4473,38.6058,769862.0
2020-06-09,37.7669,38.1584,37.2822,37.972,1274351.0
2020-06-10,37.711,37.8135,36.6578,36.8908,1191308.0
2020-06-11,35.3343,35.4647,34.1319,34.1412,1082885.0
2020-06-12,35.1851,35.2783,33.8523,34.775,760203.0
2020-06-13,35.1851,35.2783,33.8523,34.775,760203.0
2020-06-14,35.1851,35.2783,33.8523,34.775,760203.0
2020-06-15,33.5727,35.0919,33.3024,34.9335,568946.0
2020-06-16,35.3715,36.229,35.008,35.1665,685293.0
2020-06-17,35.1665,35.2783,34.6632,34.775,535173.0
2020-06-18,34.514,34.8775,34.2065,34.4115,725876.0
2020-06-19,35.0826,35.1572,33.5261,34.1226,1450351.0
2020-06-20,35.0826,35.1572,33.5261,34.1226,1450351.0
2020-06-21,35.0826,35.1572,33.5261,34.1226,1450351.0
2020-06-22,34.1505,34.3789,33.5354,34.2531,650375.0
2020-06-23,34.6539,34.7657,34.2344,34.3556,579482.0
2020-06-24,33.9734,33.9734,32.7525,32.7618,445959.0
2020-06-25,32.5567,32.9295,32.2119,32.9202,1539371.0
2020-06-26,32.827,34.2717,32.2398,33.0321,3154427.0
2020-06-27,32.827,34.2717,32.2398,33.0321,3154427.0
2020-06-28,32.827,34.2717,32.2398,33.0321,3154427.0
2020-06-29,33.3583,34.4115,33.2372,34.3183,1308220.0
2020-06-30,34.0294,34.4674,33.9641,34.281,953549.0
2020-07-01,34.2624,34.5793,33.2744,33.4142,801876.0
2020-07-02,33.9641,34.5327,33.6193,33.6752,729938.0
2020-07-03,33.9641,34.5327,33.6193,33.6752,729938.0
2020-07-04,33.9641,34.5327,33.6193,33.6752,729938.0
2020-07-05,33.9641,34.5327,33.6193,33.6752,729938.0
2020-07-06,34.3463,34.57,33.9315,34.1692,671644.0
2020-07-07,33.9362,34.2624,33.6099,33.6566,1086551.0
2020-07-08,33.5727,33.7311,32.9855,33.3397,510534.0
2020-07-09,33.1532,33.3024,31.895,32.1,1169835.0
2020-07-10,32.0627,32.9109,32.0627,32.7711,795545.0
2020-07-11,32.0627,32.9109,32.0627,32.7711,795545.0
2020-07-12,32.0627,32.9109,32.0627,32.7711,795545.0
2020-07-13,33.0321,33.5261,32.5474,33.1812,1214242.0
2020-07-14,33.1626,33.6099,32.7897,33.582,1922636.0
2020-07-15,34.309,34.57,33.7498,34.3929,1078560.0
2020-07-16,34.3929,35.3529,34.1412,34.8309,515091.0
2020-07-17,34.9614,35.1199,34.4395,34.4395,1013333.0
2020-07-18,34.9614,35.1199,34.4395,34.4395,1013333.0
2020-07-19,34.9614,35.1199,34.4395,34.4395,1013333.0
2020-07-20,34.2997,34.7005,33.7404,34.2997,724640.0
2020-07-21,34.4861,35.1944,34.4861,34.7843,1270679.0
2020-07-22,34.7284,35.53,34.6818,35.3902,1207414.0
2020-07-23,35.4181,36.257,35.3622,35.9401,1095993.0
2020-07-24,35.9494,35.9494,35.297,35.4647,480761.0
2020-07-25,35.9494,35.9494,35.297,35.4647,480761.0
2020-07-26,35.9494,35.9494,35.297,35.4647,480761.0
2020-07-27,35.3715,35.8189,35.0966,35.5579,995398.0
2020-07-28,35.53,36.0613,35.3809,35.3902,885368.0
2020-07-29,35.4088,36.1172,35.4088,35.9121,365943.0
2020-07-30,35.502,35.6325,34.9521,35.5766,853144.0
2020-07-31,35.3995,35.4927,34.048,34.8216,636292.0
2020-08-01,35.3995,35.4927,34.048,34.8216,636292.0
2020-08-02,35.3995,35.4927,34.048,34.8216,636292.0
2020-08-03,34.8775,35.5579,34.6399,35.53,794335.0
2020-08-04,35.4368,36.0286,35.3995,35.8562,965512.0
2020-08-05,35.3995,35.5067,33.2464,34.8682,1655226.0
2020-08-06,34.8869,35.4647,34.2018,34.4954,1381665.0
2020-08-07,34.309,34.9521,34.1971,34.9241,811750.0
2020-08-08,34.309,34.9521,34.1971,34.9241,811750.0
2020-08-09,34.309,34.9521,34.1971,34.9241,811750.0
2020-08-10,35.0267,35.9681,34.9708,35.7164,709923.0
2020-08-11,36.0706,37.3801,36.0706,36.7137,1036921.0
2020-08-12,36.9747,37.012,35.8515,36.1917,915023.0
2020-08-13,35.8655,35.996,35.2783,35.297,711750.0
2020-08-14,34.9801,35.6791,34.9749,35.4461,553219.0
2020-08-15,34.9801,35.6791,34.9749,35.4461,553219.0
2020-08-16,34.9801,35.6791,34.9749,35.4461,553219.0
2020-08-17,35.4461,35.6698,34.3836,34.6539,860858.0
2020-08-18,34.7937,34.7937,34.2437,34.309,743780.0
2020-08-19,34.309,34.6166,34.0387,34.0853,641512.0
2020-08-20,33.7964,33.843,33.349,33.4049,1206862.0
2020-08-21,33.3581,33.8169,33.1801,33.4143,781854.0
2020-08-22,33.3581,33.8169,33.1801,33.4143,781854.0
2020-08-23,33.3581,33.8169,33.1801,33.4143,781854.0
2020-08-24,33.5079,34.3133,33.5079,34.0604,645212.0
2020-08-25,34.3695,34.3976,32.9366,33.0116,981707.0
2020-08-26,32.9179,33.0584,32.5995,32.9366,1980340.0
2020-08-27,33.0303,33.6203,33.0303,33.5641,801488.0
2020-08-28,33.6858,34.215,33.4049,33.92,907916.0
2020-08-29,33.6858,34.215,33.4049,33.92,907916.0
2020-08-30,33.6858,34.215,33.4049,33.92,907916.0
2020-08-31,34.1915,34.1915,33.5828,33.5922,785787.0
2020-09-01,33.3206,34.5006,33.1146,34.4912,927633.0
2020-09-02,34.6504,35.128,34.3882,34.8284,912699.0
2020-09-03,35.1374,35.3903,33.8169,34.0136,1472560.0
2020-09-04,34.5661,35.0438,33.5126,33.7888,1493684.0
2020-09-05,34.5661,35.0438,33.5126,33.7888,1493684.0
2020-09-06,34.5661,35.0438,33.5126,33.7888,1493684.0
2020-09-07,34.5661,35.0438,33.5126,33.7888,1493684.0
2020-09-08,33.5828,33.639,32.7895,32.8617,970276.0
2020-09-09,32.9928,33.3019,32.6838,33.0116,1298413.0
2020-09-10,33.0677,33.5079,32.2717,32.2811,672519.0
2020-09-11,32.2811,32.8898,32.1781,32.5714,1089566.0
2020-09-12,32.2811,32.8898,32.1781,32.5714,1089566.0
2020-09-13,32.2811,32.8898,32.1781,32.5714,1089566.0
2020-09-14,32.6182,33.0958,32.5505,33.0116,1300527.0
2020-09-15,33.0116,33.1605,32.1781,32.1968,704293.0
2020-09-16,32.3373,32.5714,31.9252,32.1312,1266470.0
2020-09-17,31.7473,32.2905,31.1948,31.8971,830559.0
2020-09-18,31.8222,32.6089,31.457,31.4757,3138985.0
2020-09-19,31.8222,32.6089,31.457,31.4757,3138985.0
2020-09-20,31.8222,32.6089,31.457,31.4757,3138985.0
2020-09-21,30.9419,31.1198,29.6776,30.1178,1565527.0
2020-09-22,29.9679,30.6141,29.9679,30.2863,2608116.0
2020-09-23,30.5673,31.6724,30.4268,31.2603,2778260.0
2020-09-24,31.1479,32.3607,30.7125,31.8409,1558282.0
2020-09-25,31.6349,32.1032,31.1573,31.7379,1859509.0
2020-09-26,31.6349,32.1032,31.1573,31.7379,1859509.0
2020-09-27,31.6349,32.1032,31.1573,31.7379,1859509.0
2020-09-28,32.2905,33.1614,32.2155,32.7306,734066.0
2020-09-29,32.7868,33.1708,32.5901,32.6463,1510873.0
2020-09-30,32.6931,33.6016,32.6744,32.9085,1169725.0
2020-10-01,33.255,33.5173,32.1219,32.4403,1188818.0
2020-10-02,31.766,33.2691,31.7566,32.7025,1336027.0
2020-10-03,31.766,33.2691,31.7566,32.7025,1336027.0
2020-10-04,31.766,33.2691,31.7566,32.7025,1336027.0
2020-10-05,33.049,34.1634,32.8617,33.8638,780898.0
2020-10-06,34.2758,35.2638,34.1915,34.4444,1033318.0
2020-10-07,34.9501,37.4178,34.819,37.2633,1804349.0
2020-10-08,37.3663,38.373,37.2258,38.2091,1458735.0
2020-10-09,38.3964,38.874,38.1436,38.181,969849.0
2020-10-10,38.3964,38.874,38.1436,38.181,969849.0
2020-10-11,38.3964,38.874,38.1436,38.181,969849.0
2020-10-12,38.1155,38.4056,37.4506,37.5442,1400003.0
2020-10-13,37.076,37.4037,35.8491,36.9074,1502234.0
2020-10-14,37.0385,37.4599,36.3268,37.0947,1057455.0
2020-10-15,36.6639,38.2653,36.4672,38.0218,1476754.0
2020-10-16,38.4058,39.7169,38.4058,39.0988,1296878.0
2020-10-17,38.4058,39.7169,38.4058,39.0988,1296878.0
2020-10-18,38.4058,39.7169,38.4058,39.0988,1296878.0
2020-10-19,39.3423,39.3958,38.181,38.4526,1540791.0
2020-10-20,38.6586,38.6586,36.3361,36.9448,1536565.0
2020-10-21,37.0198,37.076,35.1561,35.6712,1685373.0
2020-10-22,35.9241,36.4579,35.9241,36.308,927288.0
2020-10-23,36.4204,36.8793,36.1863,36.2144,847441.0
2020-10-24,36.4204,36.8793,36.1863,36.2144,847441.0
2020-10-25,36.4204,36.8793,36.1863,36.2144,847441.0
2020-10-26,35.6431,35.6431,34.7815,35.5214,1066179.0
2020-10-27,35.409,35.8304,34.7441,34.8658,1101127.0
2020-10-28,34.1541,34.8846,33.742,33.9106,1350988.0
2020-10-29,34.0885,35.1749,31.7754,32.4778,1837206.0
2020-10-30,32.5527,33.8825,32.5527,33.8544,1879475.0
2020-10-31,32.5527,33.8825,32.5527,33.8544,1879475.0
2020-11-01,32.5527,33.8825,32.5527,33.8544,1879475.0
2020-11-02,34.229,34.9314,33.742,34.3976,2076294.0
2020-11-03,35.0063,35.9428,34.6643,35.3809,1151474.0
2020-11-04,35.1842,35.203,33.92,34.1915,1084439.0
2020-11-05,34.6411,36.1582,34.3976,35.5401,1284947.0
2020-11-06,35.718,36.1488,35.1936,35.4652,969542.0
2020-11-07,35.718,36.1488,35.1936,35.4652,969542.0
2020-11-08,35.718,36.1488,35.1936,35.4652,969542.0
2020-11-09,37.4599,38.7991,36.5515,36.6545,1248532.0
2020-11-10,37.1041,38.6399,36.7669,38.2747,1253158.0
2020-11-11,38.284,38.3824,37.1696,37.6004,916044.0
2020-11-12,37.2914,37.9188,37.0198,37.2539,770634.0
2020-11-13,37.536,38.2931,37.536,38.0251,502576.0
2020-11-14,37.536,38.2931,37.536,38.0251,502576.0
2020-11-15,37.536,38.2931,37.536,38.0251,502576.0
2020-11-16,38.7963,39.1631,38.1944,38.2226,1052355.0
2020-11-17,37.8558,37.9405,37.2048,37.7241,906822.0
2020-11-18,38.0721,38.3261,37.6489,37.6677,839991.0
2020-11-19,37.6489,38.0345,37.2257,37.9875,3125730.0
2020-11-20,37.4702,38.0345,36.9059,37.3761,1962481.0
2020-11-21,37.4702,38.0345,36.9059,37.3761,1962481.0
2020-11-22,37.4702,38.0345,36.9059,37.3761,1962481.0
2020-11-23,38.0063,38.8433,37.7429,38.6364,1619407.0
2020-11-24,39.1631,40.0754,38.7728,40.066,855102.0
2020-11-25,39.6898,39.7933,38.6552,38.9562,654799.0
2020-11-26,39.6898,39.7933,38.6552,38.9562,654799.0
2020-11-27,38.7681,39.0032,38.3025,38.8433,235124.0
2020-11-28,38.7681,39.0032,38.3025,38.8433,235124.0
2020-11-29,38.7681,39.0032,38.3025,38.8433,235124.0
2020-11-30,38.5988,38.7364,38.1474,38.6082,1277397.0
2020-12-01,39.0409,39.2948,38.3073,38.3073,852165.0
2020-12-02,38.3167,38.7399,37.7241,38.0815,802517.0
2020-12-03,38.138,38.4201,37.5266,37.6771,867927.0
2020-12-04,37.7712,38.6458,37.7335,38.58,872854.0
2020-12-05,37.7712,38.6458,37.7335,38.58,872854.0
2020-12-06,37.7712,38.6458,37.7335,38.58,872854.0
2020-12-07,38.6364,39.0597,38.3025,38.6646,763697.0
2020-12-08,38.7493,39.8309,38.5424,39.7745,1007073.0
2020-12-09,40.1883,41.3827,39.972,41.2793,1451120.0
2020-12-10,41.063,41.063,39.7975,40.2541,1275244.0
2020-12-11,39.8121,40.3764,39.8121,40.0284,865331.0
2020-12-12,39.8121,40.3764,39.8121,40.0284,865331.0
2020-12-13,39.8121,40.3764,39.8121,40.0284,865331.0
2020-12-14,40.461,40.6774,39.1537,39.2572,775748.0
2020-12-15,39.5958,40.6868,39.4359,40.5927,866852.0
2020-12-16,40.6962,40.9313,39.9814,40.3764,841631.0
2020-12-17,40.3858,40.6679,40.0284,40.4046,1228230.0
2020-12-18,40.4328,40.8561,40.3011,40.5363,1228125.0
2020-12-19,40.4328,40.8561,40.3011,40.5363,1228125.0
2020-12-20,40.4328,40.8561,40.3011,40.5363,1228125.0
2020-12-21,40.1225,40.7338,39.7745,40.5269,635958.0
2020-12-22,40.4893,40.6397,40.1977,40.4798,663591.0
2020-12-23,40.7808,41.2134,40.4893,40.8372,484029.0
2020-12-24,40.9219,40.9708,40.4328,40.6868,372053.0
2020-12-25,40.9219,40.9708,40.4328,40.6868,372053.0
2020-12-26,40.9219,40.9708,40.4328,40.6868,372053.0
2020-12-27,40.9219,40.9708,40.4328,40.6868,372053.0
2020-12-28,40.9971,41.2699,40.4046,40.8466,788756.0
2020-12-29,41.0818,41.1946,39.972,40.4704,829836.0
2020-12-30,40.5457,40.8655,40.1977,40.4328,565292.0
2020-12-31,40.2917,40.7902,40.1036,40.5645,485252.0
2021-01-01,40.2917,40.7902,40.1036,40.5645,485252.0
2021-01-02,40.2917,40.7902,40.1036,40.5645,485252.0
2021-01-03,40.2917,40.7902,40.1036,40.5645,485252.0
2021-01-04,40.6962,41.0536,39.276,39.577,735200.0
2021-01-05,39.323,39.9343,39.1349,39.4829,727138.0
2021-01-06,40.0284,41.3169,40.019,41.1664,634973.0
2021-01-07,41.411,41.6179,40.5081,41.3545,1252272.0
2021-01-08,41.4392,41.5614,39.2007,40.019,1064139.0
2021-01-09,41.4392,41.5614,39.2007,40.019,1064139.0
2021-01-10,41.4392,41.5614,39.2007,40.019,1064139.0
2021-01-11,38.7775,39.7839,38.6999,39.6428,1492405.0
2021-01-12,39.7462,39.8262,39.2384,39.5581,1021604.0
2021-01-13,39.4359,39.7509,38.5612,39.4923,1082046.0
2021-01-14,39.5017,39.8027,38.8104,38.9468,1001251.0
2021-01-15,38.6835,38.7963,37.7806,38.4107,895837.0
2021-01-16,38.6835,38.7963,37.7806,38.4107,895837.0
2021-01-17,38.6835,38.7963,37.7806,38.4107,895837.0
2021-01-18,38.6835,38.7963,37.7806,38.4107,895837.0
2021-01-19,38.3449,39.1537,37.9875,39.1443,779185.0
2021-01-20,39.3888,39.5393,38.8339,39.1537,522175.0
2021-01-21,39.2478,41.7025,39.1349,41.4298,1221490.0
2021-01-22,41.2887,42.1446,40.8278,41.9753,919656.0
2021-01-23,41.2887,42.1446,40.8278,41.9753,919656.0
2021-01-24,41.2887,42.1446,40.8278,41.9753,919656.0
2021-01-25,42.3233,43.1791,41.8906,42.4926,1033386.0
2021-01-26,42.6618,43.1885,42.3891,42.6148,961987.0
2021-01-27,42.2198,42.8594,41.5803,42.0129,1092025.0
2021-01-28,42.3421,42.7653,40.9031,40.9971,689294.0
2021-01-29,40.9501,40.9501,38.1944,38.279,1638837.0
2021-01-30,40.9501,40.9501,38.1944,38.279,1638837.0
2021-01-31,40.9501,40.9501,38.1944,38.279,1638837.0
2021-02-01,38.5142,39.0409,37.9828,38.7963,812185.0
2021-02-02,39.276,39.2948,38.5471,39.0691,731340.0
2021-02-03,38.9656,39.9626,38.9656,39.8215,895822.0
2021-02-04,39.972,40.3106,39.5017,40.1319,686098.0
2021-02-05,40.5175,40.9125,40.1036,40.5457,618164.0
2021-02-06,40.5175,40.9125,40.1036,40.5457,618164.0
2021-02-07,40.5175,40.9125,40.1036,40.5457,618164.0
2021-02-08,40.8749,41.4674,40.5457,41.2323,486869.0
2021-02-09,41.3733,41.5897,40.7338,41.2981,654189.0
2021-02-10,41.4486,41.6179,40.4234,40.5645,788399.0
2021-02-11,40.6962,40.809,39.6804,39.9626,587788.0
2021-02-12,40.1225,40.8184,39.7274,39.9814,1412639.0
2021-02-13,40.1225,40.8184,39.7274,39.9814,1412639.0
2021-02-14,40.1225,40.8184,39.7274,39.9814,1412639.0
2021-02-15,40.1225,40.8184,39.7274,39.9814,1412639.0
2021-02-16,40.0848,40.4516,39.4453,40.0378,1177614.0
2021-02-17,39.8121,40.1977,38.9374,39.1725,1148185.0
2021-02-18,37.9028,38.232,35.7679,36.1911,2643761.0
2021-02-19,36.1627,36.9189,35.9075,36.0493,1697221.0
2021-02-20,36.1627,36.9189,35.9075,36.0493,1697221.0
2021-02-21,36.1627,36.9189,35.9075,36.0493,1697221.0
2021-02-22,35.6713,36.0021,35.1419,35.624,2032825.0
2021-02-23,35.4255,36.0871,34.4992,35.8414,1640984.0
2021-02-24,35.917,36.2856,35.5767,35.9548,4540910.0
2021-02-25,35.9548,37.0323,35.8792,35.9737,2395552.0
2021-02-26,35.9359,36.3423,35.1514,35.8414,2760318.0
2021-02-27,35.9359,36.3423,35.1514,35.8414,2760318.0
2021-02-28,35.9359,36.3423,35.1514,35.8414,2760318.0
2021-03-01,36.2951,38.3036,36.2762,38.0059,1295723.0
2021-03-02,37.7507,37.9586,36.7582,37.3253,1389352.0
2021-03-03,37.4009,40.4728,37.3206,39.2535,2135851.0
2021-03-04,38.9983,39.3197,37.0701,37.5711,1138654.0
2021-03-05,37.9397,38.5919,36.9425,38.3839,1267520.0
2021-03-06,37.9397,38.5919,36.9425,38.3839,1267520.0
2021-03-07,37.9397,38.5919,36.9425,38.3839,1267520.0
2021-03-08,38.8187,39.504,38.5446,38.7998,1076624.0
2021-03-09,39.0172,40.0191,38.6958,38.7147,1051658.0
2021-03-10,38.9416,39.6788,38.3083,39.4898,980322.0
2021-03-11,39.5276,39.9151,38.9983,39.1117,765619.0
2021-03-12,39.2251,40.2743,39.1117,40.227,832176.0
2021-03-13,39.2251,40.2743,39.1117,40.227,832176.0
2021-03-14,39.2251,40.2743,39.1117,40.227,832176.0
2021-03-15,40.4066,40.8981,40.038,40.8981,620190.0
2021-03-16,40.8698,40.8698,39.745,40.0002,710533.0
2021-03-17,40.2081,40.8603,40.0096,40.2176,854443.0
2021-03-18,39.9907,41.243,39.9907,40.4444,868654.0
2021-03-19,40.4539,40.6618,39.9057,40.142,1310400.0
2021-03-20,40.4539,40.6618,39.9057,40.142,1310400.0
2021-03-21,40.4539,40.6618,39.9057,40.142,1310400.0
2021-03-22,40.0758,40.3121,38.9132,39.1306,990225.0
2021-03-23,38.1854,38.6297,36.7582,37.1079,1447592.0
2021-03-24,37.5144,38.7053,37.3442,37.675,1092692.0
2021-03-25,37.4387,38.3934,37.3064,38.1382,706269.0
2021-03-26,38.469,38.9416,38.0815,38.4217,809032.0
2021-03-27,38.469,38.9416,38.0815,38.4217,809032.0
2021-03-28,38.469,38.9416,38.0815,38.4217,809032.0
2021-03-29,38.2422,38.7336,37.9586,38.0531,1937487.0
2021-03-30,38.0248,39.244,37.8546,39.1117,1748404.0
2021-03-31,39.3291,39.5182,38.4974,38.5919,663794.0
2021-04-01,38.8376,39.0361,38.3178,38.6486,676093.0
2021-04-02,38.8376,39.0361,38.3178,38.6486,676093.0
2021-04-03,38.8376,39.0361,38.3178,38.6486,676093.0
2021-04-04,38.8376,39.0361,38.3178,38.6486,676093.0
2021-04-05,39.1495,39.2724,38.6628,39.055,610970.0
2021-04-06,39.0834,39.7355,39.0834,39.4614,1029038.0
2021-04-07,39.556,40.5673,39.556,39.8773,1595563.0
2021-04-08,39.5087,40.0002,39.1023,39.5182,848587.0
2021-04-09,39.5182,40.8036,39.5182,40.7847,856943.0
2021-04-10,39.5182,40.8036,39.5182,40.7847,856943.0
2021-04-11,39.5182,40.8036,39.5182,40.7847,856943.0
2021-04-12,40.917,41.5881,40.917,41.418,1319331.0
2021-04-13,41.4652,41.6826,40.7563,40.9359,865796.0
2021-04-14,40.8981,41.2951,40.7374,40.9832,746899.0
2021-04-15,41.2384,42.7318,41.2384,42.7318,870192.0
2021-04-16,43.2422,43.5163,41.7398,42.3443,825022.0
2021-04-17,43.2422,43.5163,41.7398,42.3443,825022.0
2021-04-18,43.2422,43.5163,41.7398,42.3443,825022.0
2021-04-19,42.3443,42.3443,41.6259,41.8906,620224.0
2021-04-20,41.8906,42.5333,41.2951,41.6921,813958.0
2021-04-21,40.9359,42.0796,40.9076,41.796,725533.0
2021-04-22,41.9189,42.1647,40.8414,40.9832,883162.0
2021-04-23,41.0683,41.6023,40.7658,41.3896,672151.0
2021-04-24,41.0683,41.6023,40.7658,41.3896,672151.0
2021-04-25,41.0683,41.6023,40.7658,41.3896,672151.0
2021-04-26,41.5408,41.9095,41.5408,41.6354,576958.0
2021-04-27,41.6543,41.8055,40.8981,41.125,954694.0
2021-04-28,41.021,41.3235,40.5862,40.6051,1332959.0
2021-04-29,40.6618,40.8036,38.7715,39.5276,2015785.0
2021-04-30,39.4047,39.5701,38.7904,39.1968,1263744.0
2021-05-01,39.4047,39.5701,38.7904,39.1968,1263744.0
2021-05-02,39.4047,39.5701,38.7904,39.1968,1263744.0
2021-05-03,39.556,39.9766,39.1873,39.4425,2339867.0
2021-05-04,39.2913,40.4066,38.7904,40.2932,1167618.0
2021-05-05,40.4917,40.6335,39.7072,40.2365,535593.0
2021-05-06,40.1609,42.004,40.1609,41.9662,788034.0
2021-05-07,41.7866,42.9681,41.418,42.6089,849292.0
2021-05-08,41.7866,42.9681,41.418,42.6089,849292.0
2021-05-09,41.7866,42.9681,41.418,42.6089,849292.0
2021-05-10,42.9586,43.8565,42.6278,42.6278,853110.0
2021-05-11,42.2119,42.8641,41.6826,41.8339,819849.0
2021-05-12,41.9095,42.2025,41.3424,41.4274,756965.0
2021-05-13,41.3424,42.987,41.314,42.7885,660901.0
2021-05-14,43.1682,43.4244,42.4468,43.2631,485329.0
2021-05-15,43.1682,43.4244,42.4468,43.2631,485329.0
2021-05-16,43.1682,43.4244,42.4468,43.2631,485329.0
