,ROK US Equity,ROK US Equity,ROK US Equity,ROK US Equity,ROK US Equity
2021-09-12,301.507,301.812,298.782,299.268,603026.0
2021-09-13,301.66,302.289,297.343,300.888,445147.0
2021-09-14,302.508,302.984,298.077,298.525,328804.0
2021-09-15,298.23,303.636,297.748,302.679,408174.0
2021-09-16,303.27,303.746,299.725,302.05,382035.0
2021-09-17,300.173,300.173,295.762,296.848,1083580.0
2021-09-18,300.173,300.173,295.762,296.848,1083580.0
2021-09-19,300.173,300.173,295.762,296.848,1083580.0
2021-09-20,291.789,292.208,286.11,288.196,941919.0
2021-09-21,289.864,289.902,284.433,286.005,678151.0
2021-09-22,287.52,288.968,286.3,287.692,543077.0
2021-09-23,290.226,291.893,287.206,289.797,550110.0
2021-09-24,288.463,291.194,288.187,288.292,325198.0
2021-09-25,288.463,291.194,288.187,288.292,325198.0
2021-09-26,288.463,291.194,288.187,288.292,325198.0
2021-09-27,288.273,292.113,288.073,288.54,309205.0
2021-09-28,287.196,288.825,281.594,282.737,489994.0
2021-09-29,283.747,285.052,282.737,283.804,406534.0
2021-09-30,285.538,286.253,280.04,280.164,598384.0
2021-10-01,279.755,283.347,275.896,280.946,469347.0
2021-10-02,279.755,283.347,275.896,280.946,469347.0
2021-10-03,279.755,283.347,275.896,280.946,469347.0
2021-10-04,280.021,281.684,276.81,278.935,461736.0
2021-10-05,281.984,285.128,280.526,284.252,407483.0
2021-10-06,280.936,284.385,278.811,284.138,421503.0
2021-10-07,286.891,292.008,286.405,290.455,697829.0
2021-10-08,286.729,288.883,284.976,287.11,364503.0
2021-10-09,286.729,288.883,284.976,287.11,364503.0
2021-10-10,286.729,288.883,284.976,287.11,364503.0
2021-10-11,286.205,290.178,284.49,284.595,347733.0
2021-10-12,285.976,286.796,282.689,283.899,334495.0
2021-10-13,284.709,287.911,282.818,285.719,330347.0
2021-10-14,288.035,295.676,287.911,295.543,393190.0
2021-10-15,297.677,301.374,295.643,299.373,379041.0
2021-10-16,297.677,301.374,295.643,299.373,379041.0
2021-10-17,297.677,301.374,295.643,299.373,379041.0
2021-10-18,297.21,300.688,296.01,300.126,290806.0
2021-10-19,302.66,303.165,299.373,301.221,330973.0
2021-10-20,302.651,305.514,301.183,304.328,288366.0
2021-10-21,302.774,302.841,295.181,302.708,493767.0
2021-10-22,303.87,304.89,300.65,301.374,288209.0
2021-10-23,303.87,304.89,300.65,301.374,288209.0
2021-10-24,303.87,304.89,300.65,301.374,288209.0
2021-10-25,301.374,302.322,297.62,300.783,440583.0
2021-10-26,301.917,303.556,299.897,300.678,498022.0
2021-10-27,301.517,305.042,298.201,298.906,380827.0
2021-10-28,300.335,304.023,299.621,303.67,498866.0
2021-10-29,303.222,305.433,302.765,304.328,439562.0
2021-10-30,303.222,305.433,302.765,304.328,439562.0
2021-10-31,303.222,305.433,302.765,304.328,439562.0
2021-11-01,304.785,306.795,300.945,304.794,798737.0
2021-11-02,320.144,328.796,314.284,327.205,1543856.0
2021-11-03,326.814,327.338,318.162,323.288,886504.0
2021-11-04,324.289,328.681,323.679,325.756,437263.0
2021-11-05,327.767,329.51,321.416,323.012,475653.0
2021-11-06,327.767,329.51,321.416,323.012,475653.0
2021-11-07,327.767,329.51,321.416,323.012,475653.0
2021-11-08,326.318,327.119,318.829,319.649,480701.0
2021-11-09,320.354,323.755,319.191,319.801,377470.0
2021-11-10,318.877,319.42,315.685,317.743,457871.0
2021-11-11,317.838,317.838,311.188,314.103,571625.0
2021-11-12,315.948,320.509,314.089,319.782,348250.0
2021-11-13,315.948,320.509,314.089,319.782,348250.0
2021-11-14,315.948,320.509,314.089,319.782,348250.0
2021-11-15,319.782,323.1,318.707,320.337,336878.0
2021-11-16,320.624,328.32,320.624,325.605,482537.0
2021-11-17,328.53,331.795,323.587,326.924,679546.0
2021-11-18,327.335,329.697,324.983,329.62,475619.0
2021-11-19,330.414,334.467,328.033,332.871,531529.0
2021-11-20,330.414,334.467,328.033,332.871,531529.0
2021-11-21,330.414,334.467,328.033,332.871,531529.0
2021-11-22,333.186,337.9,331.045,331.991,660198.0
2021-11-23,331.054,334.152,327.598,330.758,571804.0
2021-11-24,328.501,331.293,326.283,329.783,625280.0
2021-11-25,328.501,331.293,326.283,329.783,625280.0
2021-11-26,324.094,327.641,322.201,324.295,513852.0
2021-11-27,324.094,327.641,322.201,324.295,513852.0
2021-11-28,324.094,327.641,322.201,324.295,513852.0
2021-11-29,326.456,329.075,322.392,325.614,589514.0
2021-11-30,323.626,324.591,318.195,321.427,1427105.0
2021-12-01,325.652,329.362,317.153,317.421,590664.0
2021-12-02,318.702,330.519,318.702,328.559,1165194.0
2021-12-03,329.639,331.217,325.958,330.289,1043463.0
2021-12-04,329.639,331.217,325.958,330.289,1043463.0
2021-12-05,329.639,331.217,325.958,330.289,1043463.0
2021-12-06,331.274,332.221,325.815,329.763,1012816.0
2021-12-07,333.1,337.608,332.278,335.347,432673.0
2021-12-08,336.303,336.532,331.628,333.138,450681.0
2021-12-09,333.043,333.616,330.49,331.341,389924.0
2021-12-10,333.521,335.662,332.374,335.232,395755.0
2021-12-11,333.521,335.662,332.374,335.232,395755.0
2021-12-12,333.521,335.662,332.374,335.232,395755.0
2021-12-13,334.62,338.282,333.406,335.595,533486.0
2021-12-14,334.745,336.418,324.4,327.565,685929.0
2021-12-15,329.209,335.987,327.937,335.911,827323.0
2021-12-16,336.437,339.391,332.015,333.54,536391.0
2021-12-17,330.71,331.465,326.255,326.742,991236.0
2021-12-18,330.71,331.465,326.255,326.742,991236.0
2021-12-19,330.71,331.465,326.255,326.742,991236.0
2021-12-20,323.75,324.926,316.775,321.8,592870.0
2021-12-21,325.088,327.048,322.22,324.782,386370.0
2021-12-22,324.324,326.236,320.241,323.568,541190.0
2021-12-23,324.572,327.612,324.263,325.174,585489.0
2021-12-24,324.572,327.612,324.263,325.174,585489.0
2021-12-25,324.572,327.612,324.263,325.174,585489.0
2021-12-26,324.572,327.612,324.263,325.174,585489.0
2021-12-27,326.742,333.167,325.652,333.005,230388.0
2021-12-28,332.995,334.333,332.402,333.033,237554.0
2021-12-29,333.636,334.496,331.14,333.722,236769.0
2021-12-30,334.219,335.557,331.398,331.599,235342.0
2021-12-31,330.806,335.003,330.806,333.521,305026.0
2022-01-01,330.806,335.003,330.806,333.521,305026.0
2022-01-02,330.806,335.003,330.806,333.521,305026.0
2022-01-03,333.521,333.664,320.308,324.735,638151.0
2022-01-04,326.513,329.743,323.984,328.023,588167.0
2022-01-05,329.199,329.897,322.129,322.536,578120.0
2022-01-06,322.316,324.935,317.889,320.385,453462.0
2022-01-07,321.341,321.341,313.243,313.472,613410.0
2022-01-08,321.341,321.341,313.243,313.472,613410.0
2022-01-09,321.341,321.341,313.243,313.472,613410.0
2022-01-10,309.572,316.546,302.946,315.643,766463.0
2022-01-11,317.708,320.691,311.12,320.279,502795.0
2022-01-12,322.603,324.779,316.79,320.375,594050.0
2022-01-13,320.757,321.991,315.212,315.509,414782.0
2022-01-14,312.22,314.142,306.617,310.767,677824.0
2022-01-15,312.22,314.142,306.617,310.767,677824.0
2022-01-16,312.22,314.142,306.617,310.767,677824.0
2022-01-17,312.22,314.142,306.617,310.767,677824.0
2022-01-18,306.579,307.908,301.78,303.548,659755.0
2022-01-19,304.696,310.394,301.522,301.761,532570.0
2022-01-20,303.089,307.325,298.988,299.963,518557.0
2022-01-21,300.279,306.158,297.493,300.441,594195.0
2022-01-22,300.279,306.158,297.493,300.441,594195.0
2022-01-23,300.279,306.158,297.493,300.441,594195.0
2022-01-24,296.378,298.921,285.546,298.08,1100710.0
2022-01-25,291.684,293.433,283.261,288.376,868106.0
2022-01-26,289.217,293.233,281.162,284.943,848329.0
2022-01-27,281.932,284.451,272.534,274.369,1442389.0
2022-01-28,272.773,274.293,263.27,272.094,1312542.0
2022-01-29,272.773,274.293,263.27,272.094,1312542.0
2022-01-30,272.773,274.293,263.27,272.094,1312542.0
2022-01-31,271.807,276.884,267.926,276.511,850381.0
2022-02-01,278.127,278.672,270.631,277.352,667209.0
2022-02-02,278.672,282.572,277.893,281.416,915929.0
2022-02-03,278.108,279.723,271.262,272.209,645714.0
2022-02-04,269.561,272.352,264.207,268.346,752595.0
2022-02-05,269.561,272.352,264.207,268.346,752595.0
2022-02-06,269.561,272.352,264.207,268.346,752595.0
2022-02-07,268.451,272.123,266.63,267.954,498109.0
2022-02-08,267.973,270.062,265.775,268.681,643827.0
2022-02-09,272.218,275.473,271.884,273.844,697948.0
2022-02-10,268.91,273.281,263.012,265.144,726518.0
2022-02-11,265.902,267.082,256.384,257.589,674092.0
2022-02-12,265.902,267.082,256.384,257.589,674092.0
2022-02-13,265.902,267.082,256.384,257.589,674092.0
2022-02-14,257.752,259.125,254.843,257.618,505731.0
2022-02-15,261.956,262.849,258.654,261.39,605455.0
2022-02-16,260.459,263.262,258.232,262.072,623674.0
2022-02-17,260.334,260.334,254.699,255.784,769982.0
2022-02-18,256.245,257.694,253.365,253.989,561137.0
2022-02-19,256.245,257.694,253.365,253.989,561137.0
2022-02-20,256.245,257.694,253.365,253.989,561137.0
2022-02-21,256.245,257.694,253.365,253.989,561137.0
2022-02-22,253.999,254.479,249.17,253.355,715200.0
2022-02-23,254.498,256.638,245.954,246.895,504926.0
2022-02-24,242.143,256.859,240.607,255.4,1236399.0
2022-02-25,255.611,259.225,252.578,258.491,705383.0
2022-02-26,255.611,259.225,252.578,258.491,705383.0
2022-02-27,255.611,259.225,252.578,258.491,705383.0
2022-02-28,255.909,263.128,252.295,255.899,1206226.0
2022-03-01,255.88,255.88,249.871,251.618,737381.0
2022-03-02,254.037,260.19,252.544,257.973,540353.0
2022-03-03,260.555,261.87,257.637,259.624,757883.0
2022-03-04,255.582,258.529,253.586,258.28,693086.0
2022-03-05,255.582,258.529,253.586,258.28,693086.0
2022-03-06,255.582,258.529,253.586,258.28,693086.0
2022-03-07,259.182,261.366,253.73,253.941,679141.0
2022-03-08,258.126,266.18,254.469,262.504,1406888.0
2022-03-09,268.604,270.37,259.614,260.181,1036747.0
2022-03-10,254.891,256.235,248.633,252.031,911802.0
2022-03-11,254.152,255.455,246.386,246.713,700913.0
2022-03-12,254.152,255.455,246.386,246.713,700913.0
2022-03-13,254.152,255.455,246.386,246.713,700913.0
2022-03-14,249.583,251.33,242.719,246.079,741017.0
2022-03-15,246.905,253.24,246.905,250.562,679289.0
2022-03-16,252.338,258.405,251.925,257.723,755790.0
2022-03-17,256.235,261.352,256.235,260.142,569097.0
2022-03-18,262.513,265.412,258.097,264.779,949376.0
2022-03-19,262.513,265.412,258.097,264.779,949376.0
2022-03-20,262.513,265.412,258.097,264.779,949376.0
2022-03-21,263.598,264.817,259.225,261.976,613737.0
2022-03-22,263.291,264.587,261.14,263.166,534941.0
2022-03-23,261.025,262.475,258.28,259.605,452774.0
2022-03-24,261.256,263.982,259.624,263.982,422072.0
2022-03-25,264.596,268.772,263.723,267.994,526532.0
2022-03-26,264.596,268.772,263.723,267.994,526532.0
2022-03-27,264.596,268.772,263.723,267.994,526532.0
2022-03-28,265.143,269.142,264.289,269.012,481850.0
2022-03-29,272.852,276.823,270.855,273.476,626234.0
2022-03-30,271.623,272.223,268.426,269.473,656815.0
2022-03-31,268.762,272.343,268.282,268.81,1083005.0
2022-04-01,270.759,273.341,267.793,273.082,740472.0
2022-04-02,270.759,273.341,267.793,273.082,740472.0
2022-04-03,270.759,273.341,267.793,273.082,740472.0
2022-04-04,271.738,272.621,268.417,269.905,665996.0
2022-04-05,270.404,272.285,266.622,267.918,756120.0
2022-04-06,261.86,264.087,258.414,261.323,814462.0
2022-04-07,259.518,261.63,255.822,260.19,665203.0
2022-04-08,260.171,263.991,257.104,258.616,472124.0
2022-04-09,260.171,263.991,257.104,258.616,472124.0
2022-04-10,260.171,263.991,257.104,258.616,472124.0
2022-04-11,257.358,260.075,254.843,255.419,495918.0
2022-04-12,256.12,259.566,251.57,252.376,455858.0
2022-04-13,252.175,256.509,251.551,256.341,460631.0
2022-04-14,256.36,257.253,251.004,251.176,509809.0
2022-04-15,256.36,257.253,251.004,251.176,509809.0
2022-04-16,256.36,257.253,251.004,251.176,509809.0
2022-04-17,256.36,257.253,251.004,251.176,509809.0
2022-04-18,250.428,254.363,249.794,250.994,422312.0
2022-04-19,251.887,260.363,251.196,260.056,529271.0
2022-04-20,262.398,266.055,261.078,261.62,607498.0
2022-04-21,265.057,269.223,260.747,260.872,614978.0
2022-04-22,258.817,258.817,249.933,250.092,593998.0
2022-04-23,258.817,258.817,249.933,250.092,593998.0
2022-04-24,258.817,258.817,249.933,250.092,593998.0
2022-04-25,248.729,251.282,242.374,250.84,613923.0
2022-04-26,248.978,250.082,241.932,242.105,752830.0
2022-04-27,242.662,248.22,242.662,246.501,575984.0
2022-04-28,249.093,253.682,246.309,252.799,464707.0
2022-04-29,251.522,253.922,241.755,242.547,1077774.0
2022-04-30,251.522,253.922,241.755,242.547,1077774.0
2022-05-01,251.522,253.922,241.755,242.547,1077774.0
2022-05-02,240.943,243.094,235.097,240.022,1572836.0
2022-05-03,219.393,220.785,202.181,205.176,4018485.0
2022-05-04,204.476,214.392,203.362,213.441,1792314.0
2022-05-05,210.782,212.529,203.765,205.848,1271335.0
2022-05-06,205.301,210.715,201.788,205.915,1306645.0
2022-05-07,205.301,210.715,201.788,205.915,1306645.0
2022-05-08,205.301,210.715,201.788,205.915,1306645.0
2022-05-09,202.441,204.951,194.271,195.078,1744532.0
2022-05-10,198.121,200.266,191.833,196.902,1403926.0
2022-05-11,195.5,199.071,190.681,191.027,1100557.0
2022-05-12,189.203,199.666,189.203,195.663,1555691.0
2022-05-13,197.661,202.111,195.263,196.735,1386991.0
2022-05-14,197.661,202.111,195.263,196.735,1386991.0
2022-05-15,197.661,202.111,195.263,196.735,1386991.0
2022-05-16,196.291,197.034,192.082,195.355,742838.0
2022-05-17,198.023,198.458,193.685,197.14,812464.0
2022-05-18,194.93,195.451,187.768,188.608,1072588.0
2022-05-19,188.009,194.283,184.433,191.812,956957.0
2022-05-20,192.845,194.621,188.424,192.575,910566.0
2022-05-21,192.845,194.621,188.424,192.575,910566.0
2022-05-22,192.845,194.621,188.424,192.575,910566.0
2022-05-23,195.065,196.532,190.818,195.615,701856.0
2022-05-24,188.945,192.372,187.208,191.291,1046196.0
2022-05-25,190.316,192.69,188.463,191.918,898977.0
2022-05-26,195.084,198.733,194.631,197.623,877881.0
2022-05-27,200.171,204.708,199.92,203.685,1176193.0
2022-05-28,200.171,204.708,199.92,203.685,1176193.0
2022-05-29,200.171,204.708,199.92,203.685,1176193.0
2022-05-30,200.171,204.708,199.92,203.685,1176193.0
2022-05-31,201.677,207.391,200.017,205.789,2238250.0
2022-06-01,208.337,211.899,206.291,209.466,1433319.0
2022-06-02,210.422,212.767,207.362,212.507,1008213.0
2022-06-03,209.601,211.957,207.97,210.683,794670.0
2022-06-04,209.601,211.957,207.97,210.683,794670.0
2022-06-05,209.601,211.957,207.97,210.683,794670.0
2022-06-06,213.723,214.447,205.581,207.391,1197235.0
2022-06-07,205.374,209.872,203.907,209.737,997011.0
2022-06-08,207.98,210.634,206.773,207.401,824134.0
2022-06-09,205.518,209.91,203.231,205.885,992400.0
2022-06-10,203.154,205.21,201.31,201.484,1194733.0
2022-06-11,203.154,205.21,201.31,201.484,1194733.0
2022-06-12,203.154,205.21,201.31,201.484,1194733.0
2022-06-13,195.895,197.497,192.102,194.573,1370585.0
2022-06-14,194.061,195.48,191.079,193.453,817775.0
2022-06-15,195.21,201.464,194.109,198.511,1881575.0
2022-06-16,193.028,194.737,190.075,191.127,1633276.0
2022-06-17,189.64,193.202,184.245,184.447,3148473.0
2022-06-18,189.64,193.202,184.245,184.447,3148473.0
2022-06-19,189.64,193.202,184.245,184.447,3148473.0
2022-06-20,189.64,193.202,184.245,184.447,3148473.0
2022-06-21,186.137,190.21,185.712,186.667,1487054.0
2022-06-22,183.472,189.911,183.472,188.858,1568218.0
2022-06-23,188.762,191.05,187.266,190.326,1149434.0
2022-06-24,192.642,194.746,190.779,194.071,1273692.0
2022-06-25,192.642,194.746,190.779,194.071,1273692.0
2022-06-26,192.642,194.746,190.779,194.071,1273692.0
2022-06-27,195.731,197.227,191.523,194.302,786937.0
2022-06-28,194.09,195.702,190.162,190.77,927347.0
2022-06-29,190.335,190.813,187.488,190.316,664965.0
2022-06-30,187.362,194.689,186.986,192.382,1287442.0
2022-07-01,192.681,194.775,187.7,191.802,670961.0
2022-07-02,192.681,194.775,187.7,191.802,670961.0
2022-07-03,192.681,194.775,187.7,191.802,670961.0
2022-07-04,192.681,194.775,187.7,191.802,670961.0
2022-07-05,189.129,192.912,188.086,192.681,612470.0
2022-07-06,193.646,195.649,192.024,193.598,593175.0
2022-07-07,193.81,196.648,193.057,195.876,663104.0
2022-07-08,194.959,195.567,192.14,193.173,588618.0
2022-07-09,194.959,195.567,192.14,193.173,588618.0
2022-07-10,194.959,195.567,192.14,193.173,588618.0
2022-07-11,192.353,196.416,191.967,193.858,682299.0
2022-07-12,193.183,195.383,190.466,191.571,449543.0
2022-07-13,187.903,193.12,186.194,191.069,757008.0
2022-07-14,188.183,193.114,187.478,192.739,525713.0
2022-07-15,195.21,200.113,193.996,199.177,1041945.0
2022-07-16,195.21,200.113,193.996,199.177,1041945.0
2022-07-17,195.21,200.113,193.996,199.177,1041945.0
2022-07-18,199.939,200.885,196.851,197.584,563379.0
2022-07-19,200.345,209.611,199.939,208.878,1056185.0
2022-07-20,206.522,209.413,201.474,208.356,1151156.0
2022-07-21,208.221,213.487,206.571,212.835,849500.0
2022-07-22,212.951,216.537,212.362,213.897,1084981.0
2022-07-23,212.951,216.537,212.362,213.897,1084981.0
2022-07-24,212.951,216.537,212.362,213.897,1084981.0
2022-07-25,213.134,214.032,211.02,212.314,698592.0
2022-07-26,210.876,214.896,210.19,211.802,1457832.0
2022-07-27,240.238,244.234,225.509,232.101,2499121.0
2022-07-28,234.62,238.974,229.075,238.636,1510668.0
2022-07-29,238.414,246.995,237.516,246.406,1111224.0
2022-07-30,238.414,246.995,237.516,246.406,1111224.0
2022-07-31,238.414,246.995,237.516,246.406,1111224.0
2022-08-01,243.761,246.338,241.343,243.79,690710.0
2022-08-02,242.294,242.921,238.433,239.63,821740.0
2022-08-03,239.842,243.308,237.728,242.342,930160.0
2022-08-04,242.825,245.672,241.377,245.132,520204.0
2022-08-05,242.449,245.209,239.669,243.472,588328.0
2022-08-06,242.449,245.209,239.669,243.472,588328.0
2022-08-07,242.449,245.209,239.669,243.472,588328.0
2022-08-08,244.881,245.45,239.852,241.85,827173.0
2022-08-09,240.074,241.252,236.493,236.638,789093.0
2022-08-10,241.869,245.74,238.153,244.794,953050.0
2022-08-11,247.275,248.327,243.636,244.128,704628.0
2022-08-12,245.01,250.12,244.399,249.906,472404.0
2022-08-13,245.01,250.12,244.399,249.906,472404.0
2022-08-14,245.01,250.12,244.399,249.906,472404.0
2022-08-15,248.055,252.776,247.579,250.934,603680.0
2022-08-16,248.995,253.683,248.549,251.535,562843.0
2022-08-17,246.338,248.471,244.855,248.113,834669.0
2022-08-18,249.431,249.693,245.902,248.588,436005.0
2022-08-19,246.251,247.332,242.848,243.944,425943.0
2022-08-20,246.251,247.332,242.848,243.944,425943.0
2022-08-21,246.251,247.332,242.848,243.944,425943.0
2022-08-22,239.794,240.599,235.627,236.469,674591.0
2022-08-23,236.149,238.33,235.136,236.003,682296.0
2022-08-24,236.236,238.311,233.948,235.732,791534.0
2022-08-25,237.904,240.124,236.265,239.338,491372.0
2022-08-26,239.494,240.327,229.624,229.663,485334.0
2022-08-27,239.494,240.327,229.624,229.663,485334.0
2022-08-28,239.494,240.327,229.624,229.663,485334.0
2022-08-29,227.85,233.521,227.365,230.671,489031.0
2022-08-30,232.261,232.668,227.971,229.42,343843.0
2022-08-31,230.351,232.891,229.42,229.721,865348.0
2022-09-01,227.84,234.501,227.307,234.404,813625.0
2022-09-02,237.438,238.224,229.372,230.758,551219.0
2022-09-03,237.438,238.224,229.372,230.758,551219.0
2022-09-04,237.438,238.224,229.372,230.758,551219.0
2022-09-05,237.438,238.224,229.372,230.758,551219.0
2022-09-06,230.186,232.193,227.229,231.0,437383.0
2022-09-07,232.009,236.818,230.768,235.596,405642.0
2022-09-08,233.977,237.642,233.066,237.467,441577.0
2022-09-09,240.706,248.219,240.434,247.599,1158252.0
2022-09-10,240.706,248.219,240.434,247.599,1158252.0
2022-09-11,240.706,248.219,240.434,247.599,1158252.0
2022-09-12,248.2,250.599,245.951,249.228,702928.0
2022-09-13,242.402,244.079,239.212,240.066,555954.0
2022-09-14,239.901,244.564,238.141,243.343,951401.0
2022-09-15,241.404,245.473,235.761,237.7,685499.0
2022-09-16,234.753,234.84,228.121,230.651,1373809.0
2022-09-17,234.753,234.84,228.121,230.651,1373809.0
2022-09-18,234.753,234.84,228.121,230.651,1373809.0
2022-09-19,229.73,235.276,229.032,234.782,521131.0
2022-09-20,232.542,232.542,226.609,228.955,695266.0
2022-09-21,231.96,233.948,224.02,224.02,802050.0
2022-09-22,222.042,223.836,217.417,218.145,1072823.0
2022-09-23,215.886,216.196,210.456,213.064,859237.0
2022-09-24,215.886,216.196,210.456,213.064,859237.0
2022-09-25,215.886,216.196,210.456,213.064,859237.0
2022-09-26,212.783,214.402,208.57,208.856,673328.0
2022-09-27,211.658,211.658,202.894,205.667,1108738.0
2022-09-28,207.664,211.29,204.857,210.708,1125572.0
2022-09-29,208.876,211.295,204.766,209.205,743061.0
2022-09-30,209.651,214.15,208.343,208.556,705375.0
2022-10-01,209.651,214.15,208.343,208.556,705375.0
2022-10-02,209.651,214.15,208.343,208.556,705375.0
2022-10-03,213.054,220.859,210.96,218.765,812487.0
2022-10-04,222.769,225.464,221.979,224.766,792322.0
2022-10-05,221.664,230.38,221.664,227.559,823824.0
2022-10-06,226.832,229.886,225.358,226.017,599210.0
2022-10-07,222.963,223.002,216.865,218.542,545266.0
2022-10-08,222.963,223.002,216.865,218.542,545266.0
2022-10-09,222.963,223.002,216.865,218.542,545266.0
2022-10-10,220.326,221.635,216.273,218.464,355398.0
2022-10-11,216.894,223.089,216.293,219.046,595976.0
2022-10-12,220.374,221.645,217.311,218.474,532788.0
2022-10-13,214.606,225.503,212.865,224.912,637018.0
2022-10-14,225.639,227.423,216.278,217.059,570542.0
2022-10-15,225.639,227.423,216.278,217.059,570542.0
2022-10-16,225.639,227.423,216.278,217.059,570542.0
2022-10-17,222.798,224.573,221.654,223.681,434021.0
2022-10-18,230.748,231.747,224.815,229.575,504794.0
2022-10-19,226.366,229.11,224.379,226.802,534700.0
2022-10-20,226.686,227.665,217.8,218.348,768741.0
2022-10-21,218.338,225.406,215.071,224.805,1030273.0
2022-10-22,218.338,225.406,215.071,224.805,1030273.0
2022-10-23,218.338,225.406,215.071,224.805,1030273.0
2022-10-24,227.316,229.41,223.845,228.102,611892.0
2022-10-25,228.102,234.559,228.102,234.287,514335.0
2022-10-26,234.908,237.409,232.862,233.618,385807.0
2022-10-27,235.548,240.919,235.519,239.135,904434.0
2022-10-28,242.383,250.197,240.725,249.247,852624.0
2022-10-29,242.383,250.197,240.725,249.247,852624.0
2022-10-30,242.383,250.197,240.725,249.247,852624.0
2022-10-31,247.929,251.952,247.23,247.521,912917.0
2022-11-01,250.091,251.361,245.165,247.861,910454.0
2022-11-02,232.838,240.463,226.928,228.208,2240029.0
2022-11-03,224.728,238.185,223.865,235.431,1115222.0
2022-11-04,238.669,242.097,232.983,239.891,1012015.0
2022-11-05,238.669,242.097,232.983,239.891,1012015.0
2022-11-06,238.669,242.097,232.983,239.891,1012015.0
2022-11-07,240.958,243.75,238.941,243.246,764724.0
2022-11-08,244.768,252.447,243.427,246.581,763923.0
2022-11-09,244.904,249.552,244.904,245.728,486178.0
2022-11-10,258.78,262.974,253.584,258.654,814848.0
2022-11-11,260.329,268.628,259.209,266.436,1031258.0
2022-11-12,260.329,268.628,259.209,266.436,1031258.0
2022-11-13,260.329,268.628,259.209,266.436,1031258.0
2022-11-14,266.261,271.2,260.222,260.456,1046091.0
2022-11-15,264.342,266.875,260.31,262.55,751980.0
2022-11-16,262.258,264.216,256.072,257.455,690414.0
2022-11-17,253.54,254.231,246.692,251.962,833378.0
2022-11-18,255.702,257.991,254.212,257.874,705516.0
2022-11-19,255.702,257.991,254.212,257.874,705516.0
2022-11-20,255.702,257.991,254.212,257.874,705516.0
2022-11-21,256.598,259.102,255.4,256.754,503015.0
2022-11-22,259.16,262.862,258.785,260.047,459054.0
2022-11-23,260.037,262.043,258.956,259.696,376859.0
2022-11-24,260.037,262.043,258.956,259.696,376859.0
2022-11-25,259.413,261.293,257.514,257.991,287671.0
2022-11-26,259.413,261.293,257.514,257.991,287671.0
2022-11-27,259.413,261.293,257.514,257.991,287671.0
2022-11-28,254.962,258.089,252.137,253.949,461750.0
2022-11-29,253.949,255.079,250.452,252.897,384383.0
2022-11-30,251.825,257.962,248.816,257.368,1266463.0
2022-12-01,258.644,259.871,254.1,259.832,650863.0
2022-12-02,255.011,259.131,253.467,258.605,887408.0
2022-12-03,255.011,259.131,253.467,258.605,887408.0
2022-12-04,255.011,259.131,253.467,258.605,887408.0
2022-12-05,255.858,256.667,251.855,255.858,741946.0
2022-12-06,256.179,257.231,248.738,250.111,638093.0
2022-12-07,249.692,252.04,246.712,248.163,847651.0
2022-12-08,249.342,251.562,248.538,250.501,542238.0
2022-12-09,251.309,255.614,250.325,253.072,663807.0
2022-12-10,251.309,255.614,250.325,253.072,663807.0
2022-12-11,251.309,255.614,250.325,253.072,663807.0
2022-12-12,250.997,257.748,250.997,257.592,676256.0
2022-12-13,265.91,269.646,260.134,264.683,1354397.0
2022-12-14,263.953,266.514,260.933,262.189,1014463.0
2022-12-15,257.543,257.543,249.682,250.481,685489.0
2022-12-16,246.575,249.108,243.205,246.507,1460574.0
2022-12-17,246.575,249.108,243.205,246.507,1460574.0
2022-12-18,246.575,249.108,243.205,246.507,1460574.0
2022-12-19,246.721,247.535,242.26,244.159,564606.0
2022-12-20,243.858,248.931,243.234,247.803,473068.0
2022-12-21,250.208,255.965,249.371,252.634,642919.0
2022-12-22,250.053,251.221,245.156,249.332,449871.0
2022-12-23,249.848,251.153,248.223,250.082,297493.0
2022-12-24,249.848,251.153,248.223,250.082,297493.0
2022-12-25,249.848,251.153,248.223,250.082,297493.0
2022-12-26,249.848,251.153,248.223,250.082,297493.0
2022-12-27,250.832,253.355,249.166,250.871,290751.0
2022-12-28,251.036,252.42,247.861,248.572,400763.0
2022-12-29,251.436,254.231,251.11,252.897,299364.0
2022-12-30,251.387,252.556,248.708,250.89,301518.0
2022-12-31,251.387,252.556,248.708,250.89,301518.0
2023-01-01,251.387,252.556,248.708,250.89,301518.0
2023-01-02,251.387,252.556,248.708,250.89,301518.0
2023-01-03,253.014,255.605,251.821,254.64,725047.0
2023-01-04,255.585,256.316,249.38,253.774,792718.0
2023-01-05,252.049,255.322,248.869,251.874,616008.0
2023-01-06,255.595,261.859,253.033,260.582,550798.0
2023-01-07,255.595,261.859,253.033,260.582,550798.0
2023-01-08,255.595,261.859,253.033,260.582,550798.0
2023-01-09,263.826,267.498,262.277,262.355,692450.0
2023-01-10,260.836,265.355,260.836,264.615,542304.0
2023-01-11,265.628,272.836,265.628,272.836,881909.0
2023-01-12,273.372,276.245,269.183,274.112,733923.0
2023-01-13,271.794,277.95,271.794,277.843,525040.0
2023-01-14,271.794,277.95,271.794,277.843,525040.0
2023-01-15,271.794,277.95,271.794,277.843,525040.0
2023-01-16,271.794,277.95,271.794,277.843,525040.0
2023-01-17,276.888,278.549,274.307,274.872,738992.0
2023-01-18,275.602,275.719,266.621,267.303,729654.0
