,STLD US Equity,STLD US Equity,STLD US Equity,STLD US Equity,STLD US Equity
2020-03-02,24.2862,24.9159,23.5287,24.9068,4749583.0
2020-03-03,24.9342,25.5457,24.0854,24.3318,2462458.0
2020-03-04,24.9616,25.0163,24.2406,24.9616,2428468.0
2020-03-05,24.2132,24.3501,23.1362,23.41,2618632.0
2020-03-06,22.6525,23.5743,22.5391,22.7712,3440575.0
2020-03-07,22.6525,23.5743,22.5391,22.7712,3440575.0
2020-03-08,22.6525,23.5743,22.5391,22.7712,3440575.0
2020-03-09,21.2105,21.466,18.5272,19.3395,3395409.0
2020-03-10,20.2887,20.7176,18.8969,20.6172,4710289.0
2020-03-11,20.0149,20.0696,18.9106,19.303,3484435.0
2020-03-12,17.8884,18.728,17.0487,17.1035,4486927.0
2020-03-13,18.3721,19.9692,18.2717,19.9419,3953445.0
2020-03-14,18.3721,19.9692,18.2717,19.9419,3953445.0
2020-03-15,18.3721,19.9692,18.2717,19.9419,3953445.0
2020-03-16,17.4229,18.801,16.1178,16.3186,3109386.0
2020-03-17,16.5376,16.8251,15.7527,15.9535,3872487.0
2020-03-18,14.8035,15.1138,13.6718,14.1464,3615586.0
2020-03-19,13.8544,17.5689,13.6992,16.8935,4946859.0
2020-03-20,17.0578,18.4542,16.8388,17.1673,4331414.0
2020-03-21,17.0578,18.4542,16.8388,17.1673,4331414.0
2020-03-22,17.0578,18.4542,16.8388,17.1673,4331414.0
2020-03-23,17.2039,17.5142,15.7527,16.3277,3626371.0
2020-03-24,17.7241,19.522,17.5507,19.0475,5303300.0
2020-03-25,19.2756,19.5038,17.432,17.9522,4224062.0
2020-03-26,18.2717,19.3395,17.2951,18.801,3596604.0
2020-03-27,17.8427,19.1205,17.7241,18.5181,2740829.0
2020-03-28,17.8427,19.1205,17.7241,18.5181,2740829.0
2020-03-29,17.8427,19.1205,17.7241,18.5181,2740829.0
2020-03-30,18.4719,20.2923,17.7881,20.1722,2876761.0
2020-03-31,20.2461,21.2764,19.8303,20.8282,3515883.0
2020-04-01,19.9689,20.7913,19.7841,20.2738,5077186.0
2020-04-02,20.2091,20.7451,18.9616,19.6732,2417633.0
2020-04-03,19.6177,20.32,19.128,19.3867,2075061.0
2020-04-04,19.6177,20.32,19.128,19.3867,2075061.0
2020-04-05,19.6177,20.32,19.128,19.3867,2075061.0
2020-04-06,20.5787,21.2533,20.2923,20.8837,2181587.0
2020-04-07,22.0572,22.5377,20.9668,21.0593,2720985.0
2020-04-08,21.5767,22.0203,21.1055,21.7153,1285441.0
2020-04-09,22.3622,22.7854,21.7708,22.1404,1666881.0
2020-04-10,22.3622,22.7854,21.7708,22.1404,1666881.0
2020-04-11,22.3622,22.7854,21.7708,22.1404,1666881.0
2020-04-12,22.3622,22.7854,21.7708,22.1404,1666881.0
2020-04-13,22.1496,22.3344,21.2764,21.8724,1739426.0
2020-04-14,22.4269,22.6671,21.318,21.4566,1352875.0
2020-04-15,20.3847,20.4032,19.5992,20.1906,1624469.0
2020-04-16,20.3477,20.7312,19.9319,20.5649,2218717.0
2020-04-17,21.3457,21.7985,20.8652,21.6876,1784251.0
2020-04-18,21.3457,21.7985,20.8652,21.6876,1784251.0
2020-04-19,21.3457,21.7985,20.8652,21.6876,1784251.0
2020-04-20,20.8467,21.4104,20.4124,20.856,2179036.0
2020-04-21,19.9227,21.0685,19.0171,20.5325,4935738.0
2020-04-22,21.3642,21.4843,20.5233,21.1055,2573451.0
2020-04-23,21.3919,22.4915,21.1701,22.242,2379104.0
2020-04-24,22.4823,22.8704,21.7061,21.7523,2002916.0
2020-04-25,22.4823,22.8704,21.7061,21.7523,2002916.0
2020-04-26,22.4823,22.8704,21.7061,21.7523,2002916.0
2020-04-27,21.9001,23.2955,21.8539,23.0367,1662959.0
2020-04-28,23.6281,23.8961,22.3622,22.8427,1744080.0
2020-04-29,23.6189,24.1364,23.4064,23.9238,2510045.0
2020-04-30,23.2493,23.3879,22.3344,22.4269,2197044.0
2020-05-01,22.011,23.1014,21.9001,22.5562,2194117.0
2020-05-02,22.011,23.1014,21.9001,22.5562,2194117.0
2020-05-03,22.011,23.1014,21.9001,22.5562,2194117.0
2020-05-04,22.1211,22.8796,22.0803,22.4731,2255122.0
2020-05-05,22.8519,23.3232,22.2882,22.316,1365459.0
2020-05-06,21.817,22.5054,21.7246,22.0665,2082991.0
2020-05-07,22.4823,22.9074,22.1635,22.2975,1660895.0
2020-05-08,22.8057,23.5357,22.7041,23.4433,1326722.0
2020-05-09,22.8057,23.5357,22.7041,23.4433,1326722.0
2020-05-10,22.8057,23.5357,22.7041,23.4433,1326722.0
2020-05-11,22.6671,22.8519,22.3714,22.4546,1667005.0
2020-05-12,22.51,22.7872,21.4658,21.4751,1714388.0
2020-05-13,21.0223,21.3827,19.9596,20.4679,2149990.0
2020-05-14,19.8672,20.5834,19.3775,20.5603,1933803.0
2020-05-15,20.4771,20.9391,20.1537,20.8098,1584255.0
2020-05-16,20.4771,20.9391,20.1537,20.8098,1584255.0
2020-05-17,20.4771,20.9391,20.1537,20.8098,1584255.0
2020-05-18,21.8632,22.8196,21.7985,22.51,2293403.0
2020-05-19,22.5008,23.1338,22.1958,22.3529,1490897.0
2020-05-20,22.4823,23.3324,22.4823,22.7503,2024061.0
2020-05-21,22.7318,23.2031,22.7028,22.8796,1811865.0
2020-05-22,23.0552,23.0552,22.0757,22.5747,1646204.0
2020-05-23,23.0552,23.0552,22.0757,22.5747,1646204.0
2020-05-24,23.0552,23.0552,22.0757,22.5747,1646204.0
2020-05-25,23.0552,23.0552,22.0757,22.5747,1646204.0
2020-05-26,23.5634,24.1179,23.4526,23.8129,2225449.0
2020-05-27,24.3859,25.4947,24.3443,25.2914,2318171.0
2020-05-28,25.3284,25.6241,24.7555,24.9126,2501232.0
2020-05-29,24.5891,24.7647,23.7298,24.5429,4928544.0
2020-05-30,24.5891,24.7647,23.7298,24.5429,4928544.0
2020-05-31,24.5891,24.7647,23.7298,24.5429,4928544.0
2020-06-01,24.5799,25.0789,24.3397,24.8202,1336824.0
2020-06-02,25.1898,25.4393,25.0096,25.1343,1256239.0
2020-06-03,25.6241,26.0861,25.3977,25.7719,3567690.0
2020-06-04,25.4947,26.0307,25.2545,26.0214,2683304.0
2020-06-05,27.2597,27.7032,26.7145,26.927,2078182.0
2020-06-06,27.2597,27.7032,26.7145,26.927,2078182.0
2020-06-07,27.2597,27.7032,26.7145,26.927,2078182.0
2020-06-08,27.0914,27.5369,26.9825,27.3336,1777529.0
2020-06-09,26.696,27.2966,26.3726,27.1303,2218918.0
2020-06-10,27.232,27.3706,26.2525,26.6313,2175218.0
2020-06-11,25.0697,25.8736,23.5496,23.6466,1988615.0
2020-06-12,24.7185,25.0142,23.8037,24.4136,1821949.0
2020-06-13,24.7185,25.0142,23.8037,24.4136,1821949.0
2020-06-14,24.7185,25.0142,23.8037,24.4136,1821949.0
2020-06-15,23.508,25.1112,23.3971,24.7,1549010.0
2020-06-16,25.9752,26.5759,25.4855,25.9937,1850965.0
2020-06-17,25.7627,25.9568,25.2175,25.3007,1288850.0
2020-06-18,25.199,25.43,24.6446,24.737,1901518.0
2020-06-19,25.3099,25.5779,24.469,25.1066,4270786.0
2020-06-20,25.3099,25.5779,24.469,25.1066,4270786.0
2020-06-21,25.3099,25.5779,24.469,25.1066,4270786.0
2020-06-22,25.1066,25.4485,24.8848,25.1528,1992600.0
2020-06-23,25.7904,25.8274,25.1621,25.1713,1891656.0
2020-06-24,24.9033,24.9033,23.8407,23.9053,1826560.0
2020-06-25,23.7298,24.6816,23.4248,24.6723,2201731.0
2020-06-26,24.3674,24.4459,23.4248,23.4895,3092533.0
2020-06-27,24.3674,24.4459,23.4248,23.4895,3092533.0
2020-06-28,24.3674,24.4459,23.4248,23.4895,3092533.0
2020-06-29,23.8255,24.2781,23.7788,24.0215,1687183.0
2020-06-30,23.9841,24.6001,23.8348,24.3481,1579601.0
2020-07-01,24.4228,24.4648,23.5175,23.8162,1389947.0
2020-07-02,24.3201,24.8614,24.0775,24.2361,1204692.0
2020-07-03,24.3201,24.8614,24.0775,24.2361,1204692.0
2020-07-04,24.3201,24.8614,24.0775,24.2361,1204692.0
2020-07-05,24.3201,24.8614,24.0775,24.2361,1204692.0
2020-07-06,24.908,24.9547,23.7415,24.2174,1902779.0
2020-07-07,23.8908,24.1988,23.7228,23.8815,1583458.0
2020-07-08,23.9281,23.9748,23.0136,23.2376,1774137.0
2020-07-09,23.1816,23.3215,22.3976,22.8736,1345663.0
2020-07-10,22.9576,24.0961,22.8503,24.0775,1996799.0
2020-07-11,22.9576,24.0961,22.8503,24.0775,1996799.0
2020-07-12,22.9576,24.0961,22.8503,24.0775,1996799.0
2020-07-13,24.4134,24.5767,23.7602,23.8535,1620595.0
2020-07-14,23.8535,24.7867,23.6109,24.7027,2432414.0
2020-07-15,25.1227,25.4307,24.4414,25.202,1749501.0
2020-07-16,25.0294,25.468,24.8147,25.2253,2143542.0
2020-07-17,25.3093,25.5893,24.9174,25.02,1012934.0
2020-07-18,25.3093,25.5893,24.9174,25.02,1012934.0
2020-07-19,25.3093,25.5893,24.9174,25.02,1012934.0
2020-07-20,24.6841,24.9547,24.3761,24.7121,1979058.0
2020-07-21,24.9267,25.496,24.6094,25.2487,2489550.0
2020-07-22,25.1693,26.0559,25.0387,25.8693,2331201.0
2020-07-23,25.9999,26.4572,25.51,25.72,2258960.0
2020-07-24,25.7853,26.0886,25.468,25.9719,1465293.0
2020-07-25,25.7853,26.0886,25.468,25.9719,1465293.0
2020-07-26,25.7853,26.0886,25.468,25.9719,1465293.0
2020-07-27,25.9159,26.5039,25.5473,26.4759,1633550.0
2020-07-28,26.3919,26.3919,25.4773,25.5053,1004320.0
2020-07-29,25.748,26.1912,25.5426,26.1212,1031444.0
2020-07-30,25.636,25.8973,25.272,25.7293,1335710.0
2020-07-31,25.5613,25.5986,25.02,25.58,1366328.0
2020-08-01,25.5613,25.5986,25.02,25.58,1366328.0
2020-08-02,25.5613,25.5986,25.02,25.58,1366328.0
2020-08-03,25.7106,26.3919,25.58,26.2612,1332299.0
2020-08-04,26.2799,26.3359,25.9066,26.0466,1453997.0
2020-08-05,26.4106,26.8958,26.1866,26.2799,1162240.0
2020-08-06,26.2146,26.3452,26.0326,26.1212,679632.0
2020-08-07,25.7946,26.6159,25.5893,26.5879,1319116.0
2020-08-08,25.7946,26.6159,25.5893,26.5879,1319116.0
2020-08-09,25.7946,26.6159,25.5893,26.5879,1319116.0
2020-08-10,26.9052,28.2024,26.7465,28.1744,1929619.0
2020-08-11,28.9676,29.0143,28.1977,28.2864,2120480.0
2020-08-12,28.725,28.8276,28.291,28.6317,1482439.0
2020-08-13,28.2677,28.6783,28.1212,28.5197,1345843.0
2020-08-14,28.361,29.0331,28.305,28.8836,1423238.0
2020-08-15,28.361,29.0331,28.305,28.8836,1423238.0
2020-08-16,28.361,29.0331,28.305,28.8836,1423238.0
2020-08-17,28.9303,29.3689,28.781,28.8183,1295210.0
2020-08-18,29.2476,29.2653,28.2397,28.361,1385250.0
2020-08-19,28.4357,28.711,28.0717,28.1557,1095537.0
2020-08-20,27.7917,28.3004,27.5678,28.165,1399671.0
2020-08-21,27.8384,27.9971,27.4558,27.6144,1057103.0
2020-08-22,27.8384,27.9971,27.4558,27.6144,1057103.0
2020-08-23,27.8384,27.9971,27.4558,27.6144,1057103.0
2020-08-24,27.8851,28.291,27.8011,28.277,937188.0
2020-08-25,28.1277,28.2397,27.5351,27.8477,946829.0
2020-08-26,27.9037,28.0997,27.4744,27.7451,922204.0
2020-08-27,27.9504,28.221,27.5191,27.8011,1001761.0
2020-08-28,28.0437,28.3703,27.9037,28.1837,1344427.0
2020-08-29,28.0437,28.3703,27.9037,28.1837,1344427.0
2020-08-30,28.0437,28.3703,27.9037,28.1837,1344427.0
2020-08-31,28.2584,28.4823,27.5118,27.5491,1730299.0
2020-09-01,27.5118,28.1277,27.2225,28.0904,1797953.0
2020-09-02,28.0997,28.809,27.8851,28.7156,2664078.0
2020-09-03,28.7436,29.0703,28.0904,28.2864,1330011.0
2020-09-04,28.7716,28.9676,28.221,28.613,1143602.0
2020-09-05,28.7716,28.9676,28.221,28.613,1143602.0
2020-09-06,28.7716,28.9676,28.221,28.613,1143602.0
2020-09-07,28.7716,28.9676,28.221,28.613,1143602.0
2020-09-08,28.053,28.2117,27.1665,27.4184,1862818.0
2020-09-09,27.6704,27.7824,26.7745,27.3811,2346855.0
2020-09-10,27.6331,27.6331,26.8958,27.1198,1458099.0
2020-09-11,27.2598,27.8571,27.0731,27.3718,1390720.0
2020-09-12,27.2598,27.8571,27.0731,27.3718,1390720.0
2020-09-13,27.2598,27.8571,27.0731,27.3718,1390720.0
2020-09-14,27.5304,28.2024,27.3811,28.081,1520551.0
2020-09-15,28.277,28.6037,28.0717,28.3423,1608410.0
2020-09-16,28.585,28.739,27.9971,28.4263,1988314.0
2020-09-17,28.0904,29.4296,27.8664,29.1729,1863953.0
2020-09-18,29.3782,30.3768,29.0796,29.8915,6479373.0
2020-09-19,29.3782,30.3768,29.0796,29.8915,6479373.0
2020-09-20,29.3782,30.3768,29.0796,29.8915,6479373.0
2020-09-21,29.0889,29.2382,26.8398,27.3904,1977242.0
2020-09-22,27.6144,27.7917,27.2085,27.4278,1609084.0
2020-09-23,27.3625,28.109,27.0358,27.0638,1115410.0
2020-09-24,26.9518,27.5024,26.5132,26.9425,1557758.0
2020-09-25,26.6065,27.0685,26.4945,26.9332,1509982.0
2020-09-26,26.6065,27.0685,26.4945,26.9332,1509982.0
2020-09-27,26.6065,27.0685,26.4945,26.9332,1509982.0
2020-09-28,27.6144,28.361,27.4091,27.9784,2347322.0
2020-09-29,27.5173,27.9455,26.8491,26.9714,1555617.0
2020-09-30,27.1691,27.4232,26.6891,26.9432,1865425.0
2020-10-01,26.9903,27.5831,26.9903,27.3761,1363562.0
2020-10-02,26.7456,28.2325,26.6425,27.9502,1774749.0
2020-10-03,26.7456,28.2325,26.6425,27.9502,1774749.0
2020-10-04,26.7456,28.2325,26.6425,27.9502,1774749.0
2020-10-05,28.2325,29.3335,27.9502,29.1642,1669135.0
2020-10-06,29.6347,29.8276,28.8254,29.0512,2023982.0
2020-10-07,29.5688,30.2558,29.4559,30.0582,1483472.0
2020-10-08,30.3029,30.9993,30.0205,30.9052,2339820.0
2020-10-09,31.1875,31.3098,30.1617,30.6605,2175177.0
2020-10-10,31.1875,31.3098,30.1617,30.6605,2175177.0
2020-10-11,31.1875,31.3098,30.1617,30.6605,2175177.0
2020-10-12,30.6605,31.4039,30.5664,31.2534,1999859.0
2020-10-13,31.0463,31.1781,30.6887,30.7828,1916663.0
2020-10-14,30.7828,31.4604,30.7687,31.3004,2428523.0
2020-10-15,30.7358,31.4322,30.3687,31.4228,1951966.0
2020-10-16,31.4322,31.7615,31.1687,31.4228,1433833.0
2020-10-17,31.4322,31.7615,31.1687,31.4228,1433833.0
2020-10-18,31.4322,31.7615,31.1687,31.4228,1433833.0
2020-10-19,31.7051,32.3356,31.131,31.1687,1562410.0
2020-10-20,30.3123,31.6674,29.7006,30.0017,3864296.0
2020-10-21,30.3405,30.3687,29.3335,29.3477,3168010.0
2020-10-22,29.6912,30.4158,29.5029,30.2464,2453472.0
2020-10-23,30.5758,30.7546,30.1617,30.6605,1460381.0
2020-10-24,30.5758,30.7546,30.1617,30.6605,1460381.0
2020-10-25,30.5758,30.7546,30.1617,30.6605,1460381.0
2020-10-26,30.3123,30.3123,29.3335,29.5029,1259749.0
2020-10-27,29.5688,29.8135,29.3241,29.55,1294883.0
2020-10-28,28.9101,29.0983,28.4772,28.7689,1747636.0
2020-10-29,28.6466,30.1052,28.496,29.757,2305886.0
2020-10-30,29.55,29.9227,29.183,29.6253,2052499.0
2020-10-31,29.55,29.9227,29.183,29.6253,2052499.0
2020-11-01,29.55,29.9227,29.183,29.6253,2052499.0
2020-11-02,30.2558,30.2558,29.6347,30.0111,1498015.0
2020-11-03,30.5475,30.6511,30.0299,30.4158,1720469.0
2020-11-04,30.284,30.284,28.7971,28.9477,2483033.0
2020-11-05,29.3241,30.8769,29.2677,30.3499,1527800.0
2020-11-06,30.8957,30.9851,30.1052,30.1523,1842292.0
2020-11-07,30.8957,30.9851,30.1052,30.1523,1842292.0
2020-11-08,30.8957,30.9851,30.1052,30.1523,1842292.0
2020-11-09,31.9027,32.8814,31.1969,31.3851,1956826.0
2020-11-10,31.771,32.5709,31.3945,31.9121,2233378.0
2020-11-11,31.978,32.0345,31.451,31.8462,1429283.0
2020-11-12,31.451,31.7192,30.7075,31.1592,1169019.0
2020-11-13,31.5169,32.7497,31.5169,32.5803,1934871.0
2020-11-14,31.5169,32.7497,31.5169,32.5803,1934871.0
2020-11-15,31.5169,32.7497,31.5169,32.5803,1934871.0
2020-11-16,33.1826,35.1353,33.1826,34.7354,3321735.0
2020-11-17,34.0296,34.8765,33.8587,34.4154,1825296.0
2020-11-18,34.6224,34.8342,33.5214,33.5261,1611785.0
2020-11-19,33.4649,34.0484,33.2767,33.7096,1186652.0
2020-11-20,33.512,33.8696,33.1073,33.1732,1947959.0
2020-11-21,33.512,33.8696,33.1073,33.1732,1947959.0
2020-11-22,33.512,33.8696,33.1073,33.1732,1947959.0
2020-11-23,33.7566,34.3213,33.4273,34.1237,1545466.0
2020-11-24,34.566,36.3634,34.453,36.354,2376873.0
2020-11-25,36.1188,36.1376,35.0459,35.6482,1654369.0
2020-11-26,36.1188,36.1376,35.0459,35.6482,1654369.0
2020-11-27,35.5823,35.7988,35.0647,35.4318,579749.0
2020-11-28,35.5823,35.7988,35.0647,35.4318,579749.0
2020-11-29,35.5823,35.7988,35.0647,35.4318,579749.0
2020-11-30,35.3659,35.3659,34.0201,34.0766,3730093.0
2020-12-01,35.0271,35.5353,34.7542,35.14,1688409.0
2020-12-02,35.0742,35.333,34.7542,34.9706,1348830.0
2020-12-03,34.98,35.5165,34.5707,35.3941,1478904.0
2020-12-04,35.7141,36.7869,35.3847,36.5517,1968619.0
2020-12-05,35.7141,36.7869,35.3847,36.5517,1968619.0
2020-12-06,35.7141,36.7869,35.3847,36.5517,1968619.0
2020-12-07,36.1846,36.5469,35.8694,36.1564,1318860.0
2020-12-08,35.7706,36.7869,35.7706,36.1376,1198991.0
2020-12-09,37.3233,37.3516,36.1282,36.4952,1343671.0
2020-12-10,36.1846,37.8503,36.0604,37.2763,4076721.0
2020-12-11,37.8033,37.8033,36.2035,36.8246,1975910.0
2020-12-12,37.8033,37.8033,36.2035,36.8246,1975910.0
2020-12-13,37.8033,37.8033,36.2035,36.8246,1975910.0
2020-12-14,37.6433,37.6433,35.6764,35.7047,1509324.0
2020-12-15,36.0905,36.5046,35.4035,36.3446,1324764.0
2020-12-16,36.6834,36.692,35.5353,36.0623,1169891.0
2020-12-17,36.2787,36.352,35.0271,35.3753,2800771.0
2020-12-18,35.3847,35.5541,33.8884,33.9919,4437142.0
2020-12-19,35.3847,35.5541,33.8884,33.9919,4437142.0
2020-12-20,35.3847,35.5541,33.8884,33.9919,4437142.0
2020-12-21,33.4461,34.8295,33.4084,34.773,1613540.0
2020-12-22,34.8295,34.9765,33.8413,34.1989,1480937.0
2020-12-23,34.3278,34.7354,34.0672,34.2272,1218224.0
2020-12-24,34.4813,34.6318,33.7849,34.2366,534414.0
2020-12-25,34.4813,34.6318,33.7849,34.2366,534414.0
2020-12-26,34.4813,34.6318,33.7849,34.2366,534414.0
2020-12-27,34.4813,34.6318,33.7849,34.2366,534414.0
2020-12-28,34.4154,34.6554,33.8131,33.8602,972004.0
2020-12-29,33.9919,34.773,33.8884,34.2272,1524504.0
2020-12-30,34.3219,35.0184,34.3219,34.6726,914218.0
2020-12-31,34.6631,35.2032,34.2556,34.9379,1002294.0
2021-01-01,34.6631,35.2032,34.2556,34.9379,1002294.0
2021-01-02,34.6631,35.2032,34.2556,34.9379,1002294.0
2021-01-03,34.6631,35.2032,34.2556,34.9379,1002294.0
2021-01-04,35.6865,36.1129,34.5787,34.701,1372543.0
2021-01-05,34.7957,36.4351,34.7484,35.9613,1202016.0
2021-01-06,36.9468,39.2779,36.8281,38.5008,3851777.0
2021-01-07,39.1357,39.42,37.668,37.7617,2211648.0
2021-01-08,38.0365,38.0839,36.7004,37.4206,2200903.0
2021-01-09,38.0365,38.0839,36.7004,37.4206,2200903.0
2021-01-10,38.0365,38.0839,36.7004,37.4206,2200903.0
2021-01-11,36.9278,38.3398,36.5583,37.9133,1449779.0
2021-01-12,38.1313,39.8938,37.6385,39.5906,2090448.0
2021-01-13,39.5148,39.5148,38.3492,38.5956,1869558.0
2021-01-14,39.022,39.4067,38.155,38.2639,1852451.0
2021-01-15,37.5817,37.7378,36.364,37.1458,2376541.0
2021-01-16,37.5817,37.7378,36.364,37.1458,2376541.0
2021-01-17,37.5817,37.7378,36.364,37.1458,2376541.0
2021-01-18,37.5817,37.7378,36.364,37.1458,2376541.0
2021-01-19,37.6575,38.1123,37.269,37.648,2202142.0
2021-01-20,37.9797,38.2071,37.3922,38.0744,2114515.0
2021-01-21,38.1029,38.3682,36.6913,36.7099,1817883.0
2021-01-22,36.274,36.7952,35.9139,36.672,1765264.0
2021-01-23,36.274,36.7952,35.9139,36.672,1765264.0
2021-01-24,36.274,36.7952,35.9139,36.672,1765264.0
2021-01-25,37.1932,37.1932,35.9423,36.4256,2370555.0
2021-01-26,36.9119,37.2026,34.2367,34.6915,4228293.0
2021-01-27,34.0282,34.0661,32.7395,33.4312,2946132.0
2021-01-28,33.924,34.0092,32.1425,33.3175,3024897.0
2021-01-29,34.1135,34.1135,32.0048,32.4741,3428623.0
2021-01-30,34.1135,34.1135,32.0048,32.4741,3428623.0
2021-01-31,34.1135,34.1135,32.0048,32.4741,3428623.0
2021-02-01,33.1374,33.4312,32.1709,33.0901,2017888.0
2021-02-02,33.3364,33.5923,32.8816,33.4786,1821277.0
2021-02-03,34.7484,35.0611,34.3125,34.9284,1856532.0
2021-02-04,34.9237,35.4875,34.5304,35.2222,1761071.0
2021-02-05,35.6675,36.3593,35.5538,35.6581,1733146.0
2021-02-06,35.6675,36.3593,35.5538,35.6581,1733146.0
2021-02-07,35.6675,36.3593,35.5538,35.6581,1733146.0
2021-02-08,36.2572,37.0983,36.1319,36.3877,1954955.0
2021-02-09,37.1647,37.1647,36.1129,36.4256,1717645.0
2021-02-10,36.7288,36.8615,35.7149,36.3877,1588702.0
2021-02-11,36.4191,36.8235,35.8002,36.7478,1466545.0
2021-02-12,36.5393,37.3543,36.3877,37.269,1069458.0
2021-02-13,36.5393,37.3543,36.3877,37.269,1069458.0
2021-02-14,36.5393,37.3543,36.3877,37.269,1069458.0
2021-02-15,36.5393,37.3543,36.3877,37.269,1069458.0
2021-02-16,37.5344,39.2305,37.5344,39.0315,2514893.0
2021-02-17,39.1831,39.3442,38.4345,38.5767,1329271.0
2021-02-18,38.4156,38.4156,37.2216,37.6196,1169497.0
2021-02-19,37.9702,38.9083,37.9133,38.6998,1267055.0
2021-02-20,37.9702,38.9083,37.9133,38.6998,1267055.0
2021-02-21,37.9702,38.9083,37.9133,38.6998,1267055.0
2021-02-22,38.5008,40.5192,38.3019,39.837,1360357.0
2021-02-23,39.619,40.6235,39.0694,40.5856,1716545.0
2021-02-24,40.6614,41.6838,40.6614,41.5616,1499040.0
2021-02-25,42.2344,42.2344,39.8654,39.8654,1791866.0
2021-02-26,39.5243,40.036,38.4819,39.4011,1896487.0
2021-02-27,39.5243,40.036,38.4819,39.4011,1896487.0
2021-02-28,39.5243,40.036,38.4819,39.4011,1896487.0
2021-03-01,40.7372,41.7795,40.2823,41.7037,1464631.0
2021-03-02,41.7132,42.1586,41.369,41.5142,1649461.0
2021-03-03,41.6184,42.8693,41.0878,42.3576,1866627.0
2021-03-04,42.0164,42.4144,40.0217,40.9456,4165526.0
2021-03-05,41.9027,43.6273,40.5287,43.3241,2972693.0
2021-03-06,41.9027,43.6273,40.5287,43.3241,2972693.0
2021-03-07,41.9027,43.6273,40.5287,43.3241,2972693.0
2021-03-08,43.362,45.8921,43.2673,45.551,2657812.0
2021-03-09,45.3614,45.4846,44.0159,44.9066,2147684.0
2021-03-10,44.3096,46.7639,44.1485,46.2332,2381287.0
2021-03-11,47.1808,47.2093,45.3141,46.1574,2902916.0
2021-03-12,46.5175,47.2851,46.1764,46.6123,2258998.0
2021-03-13,46.5175,47.2851,46.1764,46.6123,2258998.0
2021-03-14,46.5175,47.2851,46.1764,46.6123,2258998.0
2021-03-15,46.906,46.9724,44.9777,46.0058,1731914.0
2021-03-16,46.2996,46.3043,44.3665,44.3759,3685147.0
2021-03-17,44.1296,45.6457,44.0632,45.4562,2549411.0
2021-03-18,45.5225,46.6502,44.7834,44.8687,3032787.0
2021-03-19,44.6981,45.2383,43.182,44.7171,7075187.0
2021-03-20,44.6981,45.2383,43.182,44.7171,7075187.0
2021-03-21,44.6981,45.2383,43.182,44.7171,7075187.0
2021-03-22,45.0393,45.0393,43.7316,44.5655,2207072.0
2021-03-23,43.7221,44.2622,42.1112,42.4523,3148763.0
2021-03-24,43.4189,45.0108,43.2957,43.6558,2375314.0
2021-03-25,43.4094,45.3899,42.8787,45.0393,2082155.0
2021-03-26,45.9679,47.7399,45.3899,47.7115,2458491.0
2021-03-27,45.9679,47.7399,45.3899,47.7115,2458491.0
2021-03-28,45.9679,47.7399,45.3899,47.7115,2458491.0
2021-03-29,48.0526,49.275,46.9913,47.1145,3330059.0
2021-03-30,47.3907,49.0006,46.943,48.8482,3260132.0
2021-03-31,49.1244,49.7531,48.0728,48.3528,3659805.0
2021-04-01,48.0099,48.6481,47.0383,48.5529,1950454.0
2021-04-02,48.0099,48.6481,47.0383,48.5529,1950454.0
2021-04-03,48.0099,48.6481,47.0383,48.5529,1950454.0
2021-04-04,48.0099,48.6481,47.0383,48.5529,1950454.0
2021-04-05,49.4531,50.0961,48.7148,49.3626,1902913.0
2021-04-06,49.0366,49.5817,48.4767,48.8196,1907479.0
2021-04-07,49.2578,49.5483,48.5243,48.6577,1365581.0
2021-04-08,48.5815,48.7243,47.2336,48.3719,1353648.0
2021-04-09,48.8952,49.6102,48.4195,48.7624,1659223.0
2021-04-10,48.8952,49.6102,48.4195,48.7624,1659223.0
2021-04-11,48.8952,49.6102,48.4195,48.7624,1659223.0
2021-04-12,48.8291,49.5055,48.5052,49.3721,1413448.0
2021-04-13,49.0863,49.334,47.5527,48.029,1570661.0
2021-04-14,47.9718,49.6531,47.9718,48.41,2086808.0
2021-04-15,48.9244,49.1054,47.7527,48.4767,1933990.0
2021-04-16,49.3054,49.3054,48.0766,49.0577,1783613.0
2021-04-17,49.3054,49.3054,48.0766,49.0577,1783613.0
2021-04-18,49.3054,49.3054,48.0766,49.0577,1783613.0
2021-04-19,49.4483,50.2199,48.0575,48.7624,2373971.0
2021-04-20,48.8577,49.4578,47.3812,47.7432,3471446.0
2021-04-21,47.3907,48.972,47.1812,48.7529,2405338.0
2021-04-22,48.3624,48.6481,47.2097,47.9432,2050687.0
2021-04-23,48.5815,49.6769,48.0671,49.4292,1669092.0
2021-04-24,48.5815,49.6769,48.0671,49.4292,1669092.0
2021-04-25,48.5815,49.6769,48.0671,49.4292,1669092.0
2021-04-26,50.0103,52.106,49.7722,52.0679,4767127.0
2021-04-27,52.1441,52.5632,51.5363,52.4108,2622046.0
2021-04-28,52.5823,53.0871,51.8674,52.5156,1584003.0
2021-04-29,52.9443,53.2777,51.7821,52.6585,1682188.0
2021-04-30,51.8774,52.9728,51.6297,51.6488,2551433.0
2021-05-01,51.8774,52.9728,51.6297,51.6488,2551433.0
2021-05-02,51.8774,52.9728,51.6297,51.6488,2551433.0
2021-05-03,52.5632,54.3731,51.9536,54.0111,2338576.0
