,MKC US Equity,MKC US Equity,MKC US Equity,MKC US Equity,MKC US Equity
2021-03-07,78.2561,79.9127,77.213,79.4703,1162467.0
2021-03-08,79.5645,79.7715,78.7456,79.2068,1401823.0
2021-03-09,79.5362,81.2493,79.3668,80.0257,1351618.0
2021-03-10,80.2139,81.2211,79.1127,80.854,1034471.0
2021-03-11,80.6281,81.7011,80.374,80.7787,851711.0
2021-03-12,81.1458,81.7858,80.4398,81.7105,1097095.0
2021-03-13,81.1458,81.7858,80.4398,81.7105,1097095.0
2021-03-14,81.1458,81.7858,80.4398,81.7105,1097095.0
2021-03-15,82.0494,82.8777,81.8235,82.2094,1530737.0
2021-03-16,82.1812,82.7365,81.6823,82.1059,966454.0
2021-03-17,81.5693,82.2847,81.1364,81.5599,1410570.0
2021-03-18,81.1552,81.8329,80.454,81.2493,1093664.0
2021-03-19,81.4187,82.7459,81.2776,81.4564,2363089.0
2021-03-20,81.4187,82.7459,81.2776,81.4564,2363089.0
2021-03-21,81.4187,82.7459,81.2776,81.4564,2363089.0
2021-03-22,81.5505,82.7553,81.3194,82.6894,976082.0
2021-03-23,83.0001,83.1485,81.9082,82.4165,1043475.0
2021-03-24,81.5411,82.8636,80.9481,82.3882,1238400.0
2021-03-25,82.9248,84.0166,82.2659,83.4895,973952.0
2021-03-26,83.2966,85.1902,83.2966,84.9108,1411147.0
2021-03-27,83.2966,85.1902,83.2966,84.9108,1411147.0
2021-03-28,83.2966,85.1902,83.2966,84.9108,1411147.0
2021-03-29,84.7131,85.6544,84.1484,84.8355,1647935.0
2021-03-30,90.2195,90.2572,84.3084,84.619,4028614.0
2021-03-31,84.4496,84.5908,83.6025,83.9225,1795527.0
2021-04-01,83.8566,84.8543,82.4353,83.9978,1808832.0
2021-04-02,83.8566,84.8543,82.4353,83.9978,1808832.0
2021-04-03,83.8566,84.8543,82.4353,83.9978,1808832.0
2021-04-04,83.8566,84.8543,82.4353,83.9978,1808832.0
2021-04-05,83.9319,84.9579,83.386,83.8472,1226332.0
2021-04-06,83.5931,84.6567,83.4989,84.459,1231418.0
2021-04-07,84.7602,84.7602,83.4895,83.9225,1211607.0
2021-04-08,83.7813,84.6473,83.7813,84.3743,2671680.0
2021-04-09,84.2609,84.8562,82.8815,83.2499,959581.0
2021-04-10,84.2609,84.8562,82.8815,83.2499,959581.0
2021-04-11,84.2609,84.8562,82.8815,83.2499,959581.0
2021-04-12,83.2121,83.6222,82.7728,83.3633,1277416.0
2021-04-13,83.1744,83.8641,83.0137,83.1649,1496033.0
2021-04-14,83.231,83.3728,82.1823,83.061,877359.0
2021-04-15,83.3539,83.6846,83.0988,83.5995,769407.0
2021-04-16,83.8452,83.9869,83.1744,83.8924,934963.0
2021-04-17,83.8452,83.9869,83.1744,83.8924,934963.0
2021-04-18,83.8452,83.9869,83.1744,83.8924,934963.0
2021-04-19,83.7129,84.1664,83.0232,83.9491,1315531.0
2021-04-20,83.8641,85.6782,83.694,85.6215,1822074.0
2021-04-21,86.1412,87.0388,85.9805,86.8498,1770030.0
2021-04-22,86.8498,87.0293,86.1695,86.3774,1042935.0
2021-04-23,86.3585,86.7553,85.7632,86.4246,1369036.0
2021-04-24,86.3585,86.7553,85.7632,86.4246,1369036.0
2021-04-25,86.3585,86.7553,85.7632,86.4246,1369036.0
2021-04-26,86.453,86.453,85.1302,85.3664,1651604.0
2021-04-27,85.3191,85.5081,84.4782,84.9129,956885.0
2021-04-28,85.1113,85.5931,84.1995,84.3932,712537.0
2021-04-29,84.4971,85.8105,84.4971,85.6026,669548.0
2021-04-30,85.6215,85.801,84.8373,85.3758,1719378.0
2021-05-01,85.6215,85.801,84.8373,85.3758,1719378.0
2021-05-02,85.6215,85.801,84.8373,85.3758,1719378.0
2021-05-03,85.2813,86.4907,85.2813,85.886,725579.0
2021-05-04,86.1317,86.4057,84.894,85.3853,1104167.0
2021-05-05,85.1774,85.6191,84.7806,85.4703,918149.0
2021-05-06,85.9616,86.7647,84.7617,85.253,1206297.0
2021-05-07,85.1585,85.5081,83.9113,84.4026,843245.0
2021-05-08,85.1585,85.5081,83.9113,84.4026,843245.0
2021-05-09,85.1585,85.5081,83.9113,84.4026,843245.0
2021-05-10,84.6105,86.5663,84.4782,85.6782,1765175.0
2021-05-11,86.0845,86.2782,84.3271,84.7711,1029582.0
2021-05-12,84.8467,85.1018,83.8546,84.0342,951310.0
2021-05-13,83.7035,85.6687,83.6184,85.2813,1384892.0
2021-05-14,85.2247,85.5742,84.62,84.62,876753.0
2021-05-15,85.2247,85.5742,84.62,84.62,876753.0
2021-05-16,85.2247,85.5742,84.62,84.62,876753.0
2021-05-17,84.8751,85.4892,84.1948,84.2231,948875.0
2021-05-18,83.9491,85.2058,83.6751,84.2704,1048409.0
2021-05-19,84.1948,84.894,83.7885,84.8562,1174611.0
2021-05-20,84.6672,86.3254,84.3932,85.8577,1123385.0
2021-05-21,86.1034,86.6136,85.253,85.6026,1354599.0
2021-05-22,86.1034,86.6136,85.253,85.6026,1354599.0
2021-05-23,86.1034,86.6136,85.253,85.6026,1354599.0
2021-05-24,85.7916,86.3112,85.4609,85.6026,959370.0
2021-05-25,85.6215,85.6215,84.4971,85.3191,1089121.0
2021-05-26,85.4609,85.6593,83.2499,84.7144,1418633.0
2021-05-27,84.8562,85.0829,83.6846,83.8074,3122723.0
2021-05-28,84.0814,84.9412,83.9775,84.1475,1794478.0
2021-05-29,84.0814,84.9412,83.9775,84.1475,1794478.0
2021-05-30,84.0814,84.9412,83.9775,84.1475,1794478.0
2021-05-31,84.0814,84.9412,83.9775,84.1475,1794478.0
2021-06-01,84.4877,84.8278,83.5806,84.0247,1274748.0
2021-06-02,84.2893,84.8184,83.9869,84.7333,882759.0
2021-06-03,84.5727,84.7806,83.9775,84.7239,927778.0
2021-06-04,84.8751,85.0357,84.3271,84.8562,698243.0
2021-06-05,84.8751,85.0357,84.3271,84.8562,698243.0
2021-06-06,84.8751,85.0357,84.3271,84.8562,698243.0
2021-06-07,84.8467,84.894,83.7318,84.5538,1064532.0
2021-06-08,84.7806,85.0073,83.146,83.6184,1177622.0
2021-06-09,83.2121,84.0058,82.9098,83.2688,1620901.0
2021-06-10,83.5239,83.9491,83.1791,83.8452,1190897.0
2021-06-11,83.8924,84.0908,83.2405,83.9491,1565151.0
2021-06-12,83.8924,84.0908,83.2405,83.9491,1565151.0
2021-06-13,83.8924,84.0908,83.2405,83.9491,1565151.0
2021-06-14,83.8074,84.2893,83.505,84.2798,861663.0
2021-06-15,84.4782,84.6011,83.7602,83.8735,1005804.0
2021-06-16,83.9491,84.0908,82.6074,82.7397,952352.0
2021-06-17,82.6547,82.9759,81.8988,82.7114,1111417.0
2021-06-18,82.4657,82.8862,81.3036,81.3792,2690397.0
2021-06-19,82.4657,82.8862,81.3036,81.3792,2690397.0
2021-06-20,82.4657,82.8862,81.3036,81.3792,2690397.0
2021-06-21,81.4169,82.4563,81.4169,82.3618,1301259.0
2021-06-22,82.3618,83.0421,82.2012,82.4468,1081580.0
2021-06-23,82.409,82.409,81.3319,81.3603,1621638.0
2021-06-24,81.4547,81.6343,80.8595,81.5209,911022.0
2021-06-25,81.5587,82.6357,81.2847,82.4657,4280931.0
2021-06-26,81.5587,82.6357,81.2847,82.4657,4280931.0
2021-06-27,81.5587,82.6357,81.2847,82.4657,4280931.0
2021-06-28,82.7964,83.8168,82.7209,83.2877,1252766.0
2021-06-29,83.2877,83.8074,82.513,82.787,1280589.0
2021-06-30,83.1271,83.5995,82.6264,83.4484,1817527.0
2021-07-01,82.6641,84.0531,81.9101,83.1177,2431788.0
2021-07-02,83.7318,84.3082,83.3255,83.7035,1127917.0
2021-07-03,83.7318,84.3082,83.3255,83.7035,1127917.0
2021-07-04,83.7318,84.3082,83.3255,83.7035,1127917.0
2021-07-05,83.7318,84.3082,83.3255,83.7035,1127917.0
2021-07-06,83.6184,83.7318,82.5791,83.1932,1045158.0
2021-07-07,83.0515,83.883,82.8484,83.3161,989383.0
2021-07-08,83.0232,83.7602,82.0972,82.2768,1285114.0
2021-07-09,82.6751,82.7782,81.9258,82.6182,1060509.0
2021-07-10,82.6751,82.7782,81.9258,82.6182,1060509.0
2021-07-11,82.6751,82.7782,81.9258,82.6182,1060509.0
2021-07-12,82.4759,82.4759,81.4325,82.2293,1208344.0
2021-07-13,82.0965,82.419,81.1195,81.2902,867911.0
2021-07-14,81.2238,81.9922,80.9013,81.7455,952963.0
2021-07-15,81.7171,82.6087,81.4203,82.5897,611165.0
2021-07-16,82.7984,83.4434,82.5233,83.377,790158.0
2021-07-17,82.7984,83.4434,82.5233,83.377,790158.0
2021-07-18,82.7984,83.4434,82.5233,83.377,790158.0
2021-07-19,83.1968,84.0789,82.8364,84.0505,1234920.0
2021-07-20,84.0884,84.9232,83.1114,83.1873,1004727.0
2021-07-21,83.083,83.1392,81.1385,81.1574,1354716.0
2021-07-22,80.9677,81.0193,80.0287,80.3701,1130867.0
2021-07-23,80.4555,81.5369,80.1615,81.3092,986479.0
2021-07-24,80.4555,81.5369,80.1615,81.3092,986479.0
2021-07-25,80.4555,81.5369,80.1615,81.3092,986479.0
2021-07-26,80.7875,81.3377,80.6168,80.9867,817364.0
2021-07-27,80.9488,82.1249,80.6926,81.3377,1168398.0
2021-07-28,81.0246,81.2997,79.9338,80.3417,972792.0
2021-07-29,80.6357,80.6926,79.7536,79.9148,870505.0
2021-07-30,80.1235,80.7116,79.7631,79.839,1402376.0
2021-07-31,80.1235,80.7116,79.7631,79.839,1402376.0
2021-08-01,80.1235,80.7116,79.7631,79.839,1402376.0
2021-08-02,79.8769,80.3986,79.5354,79.7631,826541.0
2021-08-03,79.6682,80.5693,79.4216,79.4785,848568.0
2021-08-04,79.4216,79.5165,78.4161,78.8999,1048314.0
2021-08-05,79.0706,79.3315,78.6438,78.9663,908794.0
2021-08-06,78.8999,79.6303,78.8048,79.137,809422.0
2021-08-07,78.8999,79.6303,78.8048,79.137,809422.0
2021-08-08,78.8999,79.6303,78.8048,79.137,809422.0
2021-08-09,79.3742,79.6777,78.9568,79.3931,655715.0
2021-08-10,79.4975,79.9812,79.3315,79.9054,1520764.0
2021-08-11,79.9054,81.4942,79.9054,81.0815,1218286.0
2021-08-12,81.2049,81.423,80.7116,81.2713,908377.0
2021-08-13,81.6127,82.4759,81.4752,82.2198,876541.0
2021-08-14,81.6127,82.4759,81.4752,82.2198,876541.0
2021-08-15,81.6127,82.4759,81.4752,82.2198,876541.0
2021-08-16,82.3336,82.9407,81.9732,82.8838,825017.0
2021-08-17,82.9312,83.4956,82.5992,83.3201,654757.0
2021-08-18,83.2063,83.4529,81.8688,81.8973,700741.0
2021-08-19,81.774,83.083,81.774,82.9786,830587.0
2021-08-20,82.713,83.396,82.3431,83.0545,1001980.0
2021-08-21,82.713,83.396,82.3431,83.0545,1001980.0
2021-08-22,82.713,83.396,82.3431,83.0545,1001980.0
2021-08-23,82.9028,82.9967,81.9827,82.2672,979062.0
2021-08-24,82.2767,82.2767,81.129,81.461,1036333.0
2021-08-25,81.2523,81.4705,80.5504,81.1574,766285.0
2021-08-26,80.9203,81.1005,79.9718,80.5599,659372.0
2021-08-27,80.5599,81.2618,80.2849,80.8349,532109.0
2021-08-28,80.5599,81.2618,80.2849,80.8349,532109.0
2021-08-29,80.5599,81.2618,80.2849,80.8349,532109.0
2021-08-30,80.7401,81.423,80.5124,81.0531,397507.0
2021-08-31,81.1764,81.9352,80.6357,81.8499,1019190.0
2021-09-01,82.0586,83.1114,81.9352,82.9028,964805.0
2021-09-02,82.8553,83.5383,82.8364,83.5098,822117.0
2021-09-03,83.4719,83.8513,83.0356,83.5478,517566.0
2021-09-04,83.4719,83.8513,83.0356,83.5478,517566.0
2021-09-05,83.4719,83.8513,83.0356,83.5478,517566.0
2021-09-06,83.4719,83.8513,83.0356,83.5478,517566.0
2021-09-07,83.4624,83.4624,82.087,82.4949,777983.0
2021-09-08,82.6182,83.9556,82.6182,83.8039,946267.0
2021-09-09,83.747,83.7944,82.2767,82.2957,979962.0
2021-09-10,82.1913,82.438,81.0721,81.1479,1938532.0
2021-09-11,82.1913,82.438,81.0721,81.1479,1938532.0
2021-09-12,82.1913,82.438,81.0721,81.1479,1938532.0
2021-09-13,81.4041,82.1629,80.7401,80.7685,850759.0
2021-09-14,80.6926,81.0721,80.4176,80.7021,1143011.0
2021-09-15,80.4365,81.4221,80.2658,80.9582,1021735.0
2021-09-16,81.0057,82.068,80.5219,81.6791,1180429.0
2021-09-17,81.7455,82.3336,81.3471,81.8309,2386808.0
2021-09-18,81.7455,82.3336,81.3471,81.8309,2386808.0
2021-09-19,81.7455,82.3336,81.3471,81.8309,2386808.0
2021-09-20,81.3946,82.1676,80.7306,81.2428,1596891.0
2021-09-21,81.3187,82.1344,80.9677,81.0721,1039351.0
2021-09-22,81.6886,81.8309,80.6642,80.9393,972637.0
2021-09-23,81.1195,81.7266,80.2753,80.4176,806465.0
2021-09-24,80.2753,80.8065,80.0097,80.1994,850083.0
2021-09-25,80.2753,80.8065,80.0097,80.1994,850083.0
2021-09-26,80.2753,80.8065,80.0097,80.1994,850083.0
2021-09-27,80.2468,80.9677,79.9054,80.0097,1255784.0
2021-09-28,79.9054,80.1899,78.4636,78.9758,1559915.0
2021-09-29,78.9189,79.9433,78.9189,79.3837,1680802.0
2021-09-30,76.8321,78.8904,76.1839,76.8605,2377354.0
2021-10-01,76.6424,77.2921,76.2061,76.557,1432454.0
2021-10-02,76.6424,77.2921,76.2061,76.557,1432454.0
2021-10-03,76.6424,77.2921,76.2061,76.557,1432454.0
2021-10-04,76.538,77.8186,76.3483,76.538,1451656.0
2021-10-05,76.4432,76.8226,75.8551,75.931,1602502.0
2021-10-06,75.7507,76.206,75.0393,76.1491,1245569.0
2021-10-07,76.2155,77.1688,76.1349,76.2914,1679880.0
2021-10-08,76.5867,76.8058,75.3769,75.5484,1084146.0
2021-10-09,76.5867,76.8058,75.3769,75.5484,1084146.0
2021-10-10,76.5867,76.8058,75.3769,75.5484,1084146.0
2021-10-11,75.3293,76.1199,74.6815,74.7006,1008456.0
2021-10-12,74.5958,75.1578,74.1576,74.3958,1453428.0
2021-10-13,74.491,75.3055,74.1576,75.1483,1092504.0
2021-10-14,75.3769,76.4819,75.2912,76.4533,1096286.0
2021-10-15,76.6057,76.6819,75.6151,75.8532,875694.0
2021-10-16,76.6057,76.6819,75.6151,75.8532,875694.0
2021-10-17,76.6057,76.6819,75.6151,75.8532,875694.0
2021-10-18,75.4531,76.3485,75.2436,75.6436,881191.0
2021-10-19,75.8913,76.139,75.4007,76.0913,626689.0
2021-10-20,76.3295,77.2344,76.3295,76.8629,880748.0
2021-10-21,77.1106,77.1677,76.3771,76.5009,1043577.0
2021-10-22,76.4819,77.7012,76.4819,76.901,815738.0
2021-10-23,76.4819,77.7012,76.4819,76.901,815738.0
2021-10-24,76.4819,77.7012,76.4819,76.901,815738.0
2021-10-25,76.8153,76.9915,76.2009,76.8534,862531.0
2021-10-26,76.9296,77.5011,76.7391,77.2154,831686.0
2021-10-27,77.5583,77.6345,76.1771,76.6534,862703.0
2021-10-28,76.5962,77.3868,76.4914,77.3297,812565.0
2021-10-29,77.1963,77.8822,76.0628,76.4247,1571263.0
2021-10-30,77.1963,77.8822,76.0628,76.4247,1571263.0
2021-10-31,77.1963,77.8822,76.0628,76.4247,1571263.0
2021-11-01,76.2342,77.1011,76.2342,76.8629,815576.0
2021-11-02,77.1011,77.5583,75.8818,77.5011,871009.0
2021-11-03,77.5583,78.3775,77.4564,78.3489,897815.0
2021-11-04,78.006,78.187,77.2058,77.4535,883973.0
2021-11-05,77.444,78.0012,77.1392,77.3773,714652.0
2021-11-06,77.444,78.0012,77.1392,77.3773,714652.0
2021-11-07,77.444,78.0012,77.1392,77.3773,714652.0
2021-11-08,77.2154,77.2154,75.5103,76.5105,1240584.0
2021-11-09,76.4724,77.1487,76.139,77.1392,855949.0
2021-11-10,77.3297,78.4442,77.1582,78.4061,1117400.0
2021-11-11,78.4061,78.4061,77.3202,77.5964,805797.0
2021-11-12,77.9298,78.6109,77.6631,77.8822,687107.0
2021-11-13,77.9298,78.6109,77.6631,77.8822,687107.0
2021-11-14,77.9298,78.6109,77.6631,77.8822,687107.0
2021-11-15,78.2156,79.13,77.7679,78.7681,876810.0
2021-11-16,78.9491,79.6778,78.9205,79.5206,877189.0
2021-11-17,79.4158,80.0064,79.0157,79.9683,984492.0
2021-11-18,79.8254,79.8254,78.7204,79.5873,1007723.0
2021-11-19,80.1207,80.9971,79.7302,79.9874,1686116.0
2021-11-20,80.1207,80.9971,79.7302,79.9874,1686116.0
2021-11-21,80.1207,80.9971,79.7302,79.9874,1686116.0
2021-11-22,79.9302,81.0542,79.4063,80.7494,1677821.0
2021-11-23,80.9018,81.7115,80.6065,81.3591,1115564.0
2021-11-24,81.3591,81.7468,80.8066,81.4353,948277.0
2021-11-25,81.3591,81.7468,80.8066,81.4353,948277.0
2021-11-26,81.4448,83.1594,81.14,81.4829,1402288.0
2021-11-27,81.4448,83.1594,81.14,81.4829,1402288.0
2021-11-28,81.4448,83.1594,81.14,81.4829,1402288.0
2021-11-29,81.7401,83.1118,81.3495,82.8641,2159151.0
2021-11-30,82.2545,83.0642,81.3305,81.7496,6211408.0
2021-12-01,82.083,84.0929,82.0163,82.445,2402462.0
2021-12-02,82.8165,83.931,82.7689,82.8832,1672571.0
2021-12-03,83.4738,84.3692,82.9689,84.3406,1223733.0
2021-12-04,83.4738,84.3692,82.9689,84.3406,1223733.0
2021-12-05,83.4738,84.3692,82.9689,84.3406,1223733.0
2021-12-06,84.8169,86.16,84.5787,85.8361,2080703.0
2021-12-07,85.8742,86.0076,82.9117,83.6643,2459065.0
2021-12-08,83.6738,84.7978,83.6738,84.4454,961087.0
2021-12-09,84.493,84.7788,83.95,84.5121,937311.0
2021-12-10,84.7788,86.341,84.5883,86.2172,1577857.0
2021-12-11,84.7788,86.341,84.5883,86.2172,1577857.0
2021-12-12,84.7788,86.341,84.5883,86.2172,1577857.0
2021-12-13,86.1695,89.2273,85.9885,88.6462,2184051.0
2021-12-14,88.8367,89.1797,87.2078,87.2364,2068783.0
2021-12-15,87.2745,88.2842,87.0364,87.8365,1927320.0
2021-12-16,87.5889,90.5609,87.1888,90.1703,2154723.0
2021-12-17,90.1608,91.7135,89.4178,89.6559,3505791.0
2021-12-18,90.1608,91.7135,89.4178,89.6559,3505791.0
2021-12-19,90.1608,91.7135,89.4178,89.6559,3505791.0
2021-12-20,89.0749,89.694,88.4471,89.4559,1630783.0
2021-12-21,89.0939,89.2463,87.446,88.6081,2081782.0
2021-12-22,88.7415,89.0368,87.9127,88.9606,786650.0
2021-12-23,89.0368,89.1987,88.5891,88.6176,692610.0
2021-12-24,89.0368,89.1987,88.5891,88.6176,692610.0
2021-12-25,89.0368,89.1987,88.5891,88.6176,692610.0
2021-12-26,89.0368,89.1987,88.5891,88.6176,692610.0
2021-12-27,88.6462,89.6845,88.6176,89.6655,1049154.0
2021-12-28,89.6178,90.4656,89.2844,90.4561,804084.0
2021-12-29,90.5323,91.4039,90.3608,91.0848,836378.0
2021-12-30,91.5151,91.6298,90.817,91.3908,601805.0
2021-12-31,91.5725,92.5861,91.3908,92.3853,880123.0
2022-01-01,91.5725,92.5861,91.3908,92.3853,880123.0
2022-01-02,91.5725,92.5861,91.3908,92.3853,880123.0
2022-01-03,91.8976,92.0028,90.5779,91.6298,1633836.0
2022-01-04,91.496,92.5383,90.7023,92.2801,1434744.0
2022-01-05,92.3183,93.5233,92.3183,92.6817,1155516.0
2022-01-06,92.8825,93.8006,92.0841,92.2705,1115677.0
2022-01-07,92.0697,92.8156,91.649,91.8402,1276036.0
2022-01-08,92.0697,92.8156,91.649,91.8402,1276036.0
2022-01-09,92.0697,92.8156,91.649,91.8402,1276036.0
2022-01-10,91.9167,92.041,89.5834,90.4823,2271169.0
2022-01-11,90.7023,91.0465,89.1245,91.0465,1432262.0
2022-01-12,90.8744,91.2282,90.0329,91.1995,1170126.0
2022-01-13,91.3812,91.6585,90.7883,91.3334,1327222.0
2022-01-14,91.1517,92.3948,90.5779,92.1367,1670815.0
2022-01-15,91.1517,92.3948,90.5779,92.1367,1670815.0
2022-01-16,91.1517,92.3948,90.5779,92.1367,1670815.0
2022-01-17,91.1517,92.3948,90.5779,92.1367,1670815.0
2022-01-18,91.6107,93.4276,91.3334,93.2077,2246149.0
2022-01-19,91.2378,92.8825,91.1326,91.8593,1618246.0
2022-01-20,91.7446,92.5526,90.9987,91.1708,1620708.0
2022-01-21,91.8593,92.7009,91.1995,91.5246,1252659.0
2022-01-22,91.8593,92.7009,91.1995,91.5246,1252659.0
2022-01-23,91.8593,92.7009,91.1995,91.5246,1252659.0
2022-01-24,91.4481,92.1893,88.3976,90.052,1947162.0
2022-01-25,89.4591,90.1811,87.9775,88.9523,1663718.0
2022-01-26,88.5124,89.8129,87.4414,87.9195,2074742.0
2022-01-27,92.5383,94.8142,91.9263,93.9058,3162636.0
2022-01-28,93.8579,94.097,91.9454,93.9344,2449511.0
2022-01-29,93.8579,94.097,91.9454,93.9344,2449511.0
2022-01-30,93.8579,94.097,91.9454,93.9344,2449511.0
2022-01-31,93.8197,95.9904,93.5424,95.9235,3450969.0
2022-02-01,96.0861,96.5164,94.709,96.0956,2321522.0
2022-02-02,96.3921,97.5491,96.1052,97.2145,1271706.0
2022-02-03,97.5396,99.2226,97.3292,98.4002,1432034.0
2022-02-04,97.8838,98.5341,96.765,97.2814,1721086.0
2022-02-05,97.8838,98.5341,96.765,97.2814,1721086.0
2022-02-06,97.8838,98.5341,96.765,97.2814,1721086.0
2022-02-07,97.597,97.836,96.7602,97.4344,1347092.0
2022-02-08,97.903,98.3046,97.3292,97.9603,935395.0
2022-02-09,98.2759,98.6584,97.5157,97.8265,1785140.0
2022-02-10,97.7021,98.1994,95.847,96.0478,1416632.0
2022-02-11,96.4686,97.2145,95.9809,96.3442,1322597.0
2022-02-12,96.4686,97.2145,95.9809,96.3442,1322597.0
2022-02-13,96.4686,97.2145,95.9809,96.3442,1322597.0
2022-02-14,96.5451,96.8893,94.9577,96.0096,1117338.0
2022-02-15,96.2582,96.8606,95.2732,95.7418,1247029.0
2022-02-16,95.6653,96.1339,93.3129,94.0874,1592984.0
2022-02-17,94.4986,94.4986,93.4181,93.791,1415034.0
2022-02-18,93.638,94.2596,92.6148,93.5137,2235612.0
2022-02-19,93.638,94.2596,92.6148,93.5137,2235612.0
2022-02-20,93.638,94.2596,92.6148,93.5137,2235612.0
2022-02-21,93.638,94.2596,92.6148,93.5137,2235612.0
2022-02-22,93.4372,93.6619,92.2036,92.7295,1710094.0
2022-02-23,93.1121,93.5232,92.2323,92.3853,1038882.0
2022-02-24,91.3525,91.6872,88.3307,90.0042,1922184.0
2022-02-25,90.4345,92.1845,90.401,92.0028,1295874.0
2022-02-26,90.4345,92.1845,90.401,92.0028,1295874.0
2022-02-27,90.4345,92.1845,90.401,92.0028,1295874.0
2022-02-28,90.817,91.6107,89.8034,91.0083,2473995.0
2022-03-01,90.8935,92.806,90.6544,92.041,1735811.0
2022-03-02,91.5438,93.8006,91.5438,93.0738,1358785.0
2022-03-03,93.3511,95.3019,93.2459,95.2063,1585939.0
2022-03-04,94.8238,99.0983,94.3839,98.8879,2372408.0
2022-03-05,94.8238,99.0983,94.3839,98.8879,2372408.0
2022-03-06,94.8238,99.0983,94.3839,98.8879,2372408.0
2022-03-07,98.362,102.6556,98.2759,99.5095,3039247.0
2022-03-08,98.5915,99.433,93.2172,93.2842,2198708.0
2022-03-09,93.8006,94.8238,93.0355,94.0109,1219108.0
2022-03-10,93.8866,94.2165,92.7965,93.6571,874487.0
2022-03-11,93.7049,94.5273,92.194,92.2992,916226.0
2022-03-12,93.7049,94.5273,92.194,92.2992,916226.0
2022-03-13,93.7049,94.5273,92.194,92.2992,916226.0
2022-03-14,92.7582,93.9727,91.5246,93.9058,1054465.0
2022-03-15,94.0205,94.4317,92.0123,93.9823,1154693.0
2022-03-16,93.9344,93.9344,91.7541,92.5957,1411309.0
2022-03-17,92.6626,92.8825,90.97,92.653,1351289.0
2022-03-18,93.0164,93.0164,90.664,92.0315,1898399.0
2022-03-19,93.0164,93.0164,90.664,92.0315,1898399.0
2022-03-20,93.0164,93.0164,90.664,92.0315,1898399.0
2022-03-21,92.2132,93.6667,91.7828,92.4905,738661.0
2022-03-22,92.3183,92.8252,91.4481,92.5479,740801.0
2022-03-23,92.9208,93.442,91.2186,91.9358,711585.0
2022-03-24,91.9263,92.5861,91.5543,92.4235,928775.0
2022-03-25,93.2651,93.8579,92.5861,93.638,1315202.0
2022-03-26,93.2651,93.8579,92.5861,93.638,1315202.0
2022-03-27,93.2651,93.8579,92.5861,93.638,1315202.0
2022-03-28,93.7623,93.8962,92.7295,93.3511,1168995.0
2022-03-29,94.8047,95.4167,91.4386,92.6626,1896886.0
2022-03-30,93.1981,93.2842,90.4154,93.0069,1645163.0
2022-03-31,92.6148,95.8948,92.5,95.4358,2757914.0
2022-04-01,95.6366,97.7213,95.3688,97.4631,1876433.0
2022-04-02,95.6366,97.7213,95.3688,97.4631,1876433.0
2022-04-03,95.6366,97.7213,95.3688,97.4631,1876433.0
2022-04-04,96.9658,97.3292,95.2923,96.918,1353488.0
2022-04-05,96.3634,98.8736,96.3634,98.295,2226326.0
2022-04-06,98.6393,99.3565,96.5738,98.0368,1011572.0
2022-04-07,98.0177,99.0648,97.7213,98.4863,1096993.0
2022-04-08,98.851,99.1677,97.7569,98.0065,763568.0
2022-04-09,98.851,99.1677,97.7569,98.0065,763568.0
2022-04-10,98.851,99.1677,97.7569,98.0065,763568.0
2022-04-11,98.4287,98.851,97.7569,97.9777,649647.0
2022-04-12,97.6418,98.4192,96.9316,97.9297,669976.0
2022-04-13,97.7378,98.2848,96.8548,97.8913,830530.0
2022-04-14,98.0257,98.6303,97.3827,97.4786,1066400.0
2022-04-15,98.0257,98.6303,97.3827,97.4786,1066400.0
2022-04-16,98.0257,98.6303,97.3827,97.4786,1066400.0
2022-04-17,98.0257,98.6303,97.3827,97.4786,1066400.0
2022-04-18,97.4882,97.8913,95.9239,96.2118,715057.0
2022-04-19,96.4517,97.6034,96.2406,97.4402,776456.0
2022-04-20,97.6322,100.7513,97.6322,99.8107,1475355.0
2022-04-21,99.4652,100.9528,99.148,100.0795,957430.0
2022-04-22,100.2138,100.5497,98.0449,98.16,1026014.0
2022-04-23,100.2138,100.5497,98.0449,98.16,1026014.0
2022-04-24,100.2138,100.5497,98.0449,98.16,1026014.0
2022-04-25,98.16,98.6111,96.5285,98.2464,945192.0
2022-04-26,98.1504,98.8606,96.5285,96.5381,1227753.0
2022-04-27,96.9124,99.0718,96.8567,97.8433,995112.0
2022-04-28,98.2464,99.6562,97.6034,99.5516,950494.0
2022-04-29,99.1389,99.1917,96.3941,96.5189,1727861.0
2022-04-30,99.1389,99.1917,96.3941,96.5189,1727861.0
2022-05-01,99.1389,99.1917,96.3941,96.5189,1727861.0
2022-05-02,97.2387,97.4146,92.7568,93.9948,1645219.0
2022-05-03,93.9085,95.1177,93.1311,93.7933,1349729.0
2022-05-04,93.9948,95.6062,93.611,95.444,780021.0
2022-05-05,94.7242,95.0313,92.1618,92.5553,1747125.0
2022-05-06,92.133,94.2444,91.8931,93.611,945051.0
2022-05-07,92.133,94.2444,91.8931,93.611,945051.0
2022-05-08,92.133,94.2444,91.8931,93.611,945051.0
2022-05-09,92.8624,95.1369,92.6512,94.5515,1043131.0
2022-05-10,94.9066,95.5784,93.4766,94.0236,806936.0
2022-05-11,93.6973,95.1849,93.4382,94.1868,647746.0
2022-05-12,94.4075,94.9545,92.5841,93.9277,846417.0
