,PAYX US Equity,PAYX US Equity,PAYX US Equity,PAYX US Equity,PAYX US Equity
2020-03-02,68.7086,72.7987,68.0623,72.6659,3501057.0
2020-03-03,71.9488,73.3033,69.556,69.9923,2944584.0
2020-03-04,71.3025,73.1439,70.5589,72.9315,1913125.0
2020-03-05,71.0989,71.5504,69.5142,70.2224,2360844.0
2020-03-06,67.6728,68.983,66.5883,68.6112,2592039.0
2020-03-07,67.6728,68.983,66.5883,68.6112,2592039.0
2020-03-08,67.6728,68.983,66.5883,68.6112,2592039.0
2020-03-09,64.0607,66.513,61.5464,64.1492,3281985.0
2020-03-10,66.1412,67.9206,64.0873,67.9118,2699388.0
2020-03-11,65.6454,67.2655,64.6716,66.1146,4562913.0
2020-03-12,61.666,63.3702,57.1996,58.8374,5742881.0
2020-03-13,61.7324,63.3525,57.6422,63.3525,4951083.0
2020-03-14,61.7324,63.3525,57.6422,63.3525,4951083.0
2020-03-15,61.7324,63.3525,57.6422,63.3525,4951083.0
2020-03-16,56.3143,57.0402,51.0113,51.0113,5565256.0
2020-03-17,51.7638,54.2427,48.2314,53.8177,7262431.0
2020-03-18,49.5151,56.5533,42.382,56.0398,5556901.0
2020-03-19,55.0306,55.3358,48.2226,51.3743,5592540.0
2020-03-20,51.5956,51.7284,45.4781,46.0093,5751173.0
2020-03-21,51.5956,51.7284,45.4781,46.0093,5751173.0
2020-03-22,51.5956,51.7284,45.4781,46.0093,5751173.0
2020-03-23,45.7614,46.4785,42.9373,44.6105,5166845.0
2020-03-24,46.7264,54.7739,46.7087,52.7288,4925282.0
2020-03-25,52.233,58.138,48.1046,53.1892,5912520.0
2020-03-26,53.2688,58.5541,53.132,58.1292,3445726.0
2020-03-27,55.3759,56.6464,52.835,53.2688,4114317.0
2020-03-28,55.3759,56.6464,52.835,53.2688,4114317.0
2020-03-29,55.3759,56.6464,52.835,53.2688,4114317.0
2020-03-30,53.7203,57.5006,53.3662,57.0314,3754828.0
2020-03-31,56.571,57.4121,54.3666,55.7034,5369586.0
2020-04-01,52.6049,55.0217,52.3393,53.6539,5451539.0
2020-04-02,53.0475,54.5614,52.9324,54.0302,3716187.0
2020-04-03,53.924,54.4551,52.1002,52.7199,6192903.0
2020-04-04,53.924,54.4551,52.1002,52.7199,6192903.0
2020-04-05,53.924,54.4551,52.1002,52.7199,6192903.0
2020-04-06,55.5087,58.1911,55.0483,57.8016,3475714.0
2020-04-07,60.4487,60.9019,57.2262,57.3855,4136384.0
2020-04-08,57.837,58.7931,56.6063,57.598,3171849.0
2020-04-09,58.6338,59.9263,58.2,58.9082,2877355.0
2020-04-10,58.6338,59.9263,58.2,58.9082,2877355.0
2020-04-11,58.6338,59.9263,58.2,58.9082,2877355.0
2020-04-12,58.6338,59.9263,58.2,58.9082,2877355.0
2020-04-13,58.0406,58.2044,56.2081,56.7924,1985084.0
2020-04-14,57.837,58.6515,56.996,58.5541,3233342.0
2020-04-15,57.359,57.6688,56.6089,57.4475,2366080.0
2020-04-16,57.5537,57.7441,56.0487,56.4559,2105459.0
2020-04-17,58.4125,59.8024,58.1646,59.7581,2764604.0
2020-04-18,58.4125,59.8024,58.1646,59.7581,2764604.0
2020-04-19,58.4125,59.8024,58.1646,59.7581,2764604.0
2020-04-20,58.5276,59.9086,58.2974,58.8374,2372407.0
2020-04-21,57.5183,58.0318,56.4559,56.6773,2776962.0
2020-04-22,58.0229,59.9352,57.8016,59.1561,2394208.0
2020-04-23,59.5191,60.369,58.9259,59.2358,2476992.0
2020-04-24,59.8732,60.8028,59.0853,60.2805,3032785.0
2020-04-25,59.8732,60.8028,59.0853,60.2805,3032785.0
2020-04-26,59.8732,60.8028,59.0853,60.2805,3032785.0
2020-04-27,60.8205,61.0772,60.1742,60.6966,1849726.0
2020-04-28,61.6173,62.5822,60.6169,60.7851,2096369.0
2020-04-29,62.2104,62.7328,60.3424,61.8474,2300213.0
2020-04-30,61.6438,61.6969,59.7581,60.6611,2463968.0
2020-05-01,59.4394,59.9352,58.3859,58.9614,2162839.0
2020-05-02,59.4394,59.9352,58.3859,58.9614,2162839.0
2020-05-03,59.4394,59.9352,58.3859,58.9614,2162839.0
2020-05-04,58.3682,59.5811,57.6954,59.466,1704650.0
2020-05-05,60.2185,60.9444,59.767,59.9175,1466609.0
2020-05-06,60.4664,60.5726,59.2712,59.4217,1549454.0
2020-05-07,60.3159,60.5815,59.789,60.2628,2120090.0
2020-05-08,60.7851,60.9179,59.2269,59.4129,2181285.0
2020-05-09,60.7851,60.9179,59.2269,59.4129,2181285.0
2020-05-10,60.7851,60.9179,59.2269,59.4129,2181285.0
2020-05-11,58.7135,59.1384,58.1734,58.7046,2235858.0
2020-05-12,58.8109,59.2092,56.5622,56.6861,2329012.0
2020-05-13,56.6064,56.9783,54.3046,54.8093,3206095.0
2020-05-14,54.6214,56.4905,53.7898,56.4547,3048678.0
2020-05-15,53.9659,56.7587,53.658,56.723,4548774.0
2020-05-16,53.9659,56.7587,53.658,56.723,4548774.0
2020-05-17,53.9659,56.7587,53.658,56.723,4548774.0
2020-05-18,58.3866,59.5757,58.1091,59.3163,3259058.0
2020-05-19,58.9318,61.1138,58.3684,58.6635,3509884.0
2020-05-20,59.5757,60.7292,59.0123,60.6398,2158409.0
2020-05-21,60.2732,60.6577,59.7098,60.2732,1977099.0
2020-05-22,60.1033,60.5772,59.683,60.4341,1387434.0
2020-05-23,60.1033,60.5772,59.683,60.4341,1387434.0
2020-05-24,60.1033,60.5772,59.683,60.4341,1387434.0
2020-05-25,60.1033,60.5772,59.683,60.4341,1387434.0
2020-05-26,61.9454,62.2584,61.1585,61.9991,3085861.0
2020-05-27,62.5804,63.573,61.8471,63.5462,2217885.0
2020-05-28,64.1632,65.281,63.734,64.4583,2998160.0
2020-05-29,64.2705,64.9233,63.2511,64.6372,3310113.0
2020-05-30,64.2705,64.9233,63.2511,64.6372,3310113.0
2020-05-31,64.2705,64.9233,63.2511,64.6372,3310113.0
2020-06-01,64.4673,65.1469,64.2258,64.3421,1628030.0
2020-06-02,64.503,65.4867,64.0827,65.4778,1577139.0
2020-06-03,65.8891,67.0696,65.5135,66.8818,1523192.0
2020-06-04,66.4078,66.6224,65.603,66.3452,1973578.0
2020-06-05,68.2947,72.1143,68.2947,71.5856,3389591.0
2020-06-06,68.2947,72.1143,68.2947,71.5856,3389591.0
2020-06-07,68.2947,72.1143,68.2947,71.5856,3389591.0
2020-06-08,71.6392,72.0998,70.8791,71.827,1848562.0
2020-06-09,71.058,71.1787,69.4841,69.6003,1604053.0
2020-06-10,70.0027,70.0027,68.563,69.1174,1704257.0
2020-06-11,68.1963,68.4512,64.8428,64.8876,2141106.0
2020-06-12,66.381,67.0338,64.5746,65.9607,1856544.0
2020-06-13,66.381,67.0338,64.5746,65.9607,1856544.0
2020-06-14,66.381,67.0338,64.5746,65.9607,1856544.0
2020-06-15,64.2258,67.5703,64.1006,67.1143,1834294.0
2020-06-16,68.9475,69.8149,67.4675,68.3752,1960847.0
2020-06-17,68.739,68.7955,67.7581,67.9191,1249993.0
2020-06-18,67.2305,68.4288,66.9935,67.5435,2533380.0
2020-06-19,68.4378,69.019,65.6566,66.1485,6158347.0
2020-06-20,68.4378,69.019,65.6566,66.1485,6158347.0
2020-06-21,68.4378,69.019,65.6566,66.1485,6158347.0
2020-06-22,65.5135,66.7387,65.2453,66.3989,1211697.0
2020-06-23,67.1858,67.1858,66.2111,66.3363,1613909.0
2020-06-24,65.7729,66.0501,63.6088,63.9039,1766968.0
2020-06-25,63.6267,65.5896,63.5283,65.3257,1732101.0
2020-06-26,64.9412,65.5672,63.8144,64.199,3689599.0
2020-06-27,64.9412,65.5672,63.8144,64.199,3689599.0
2020-06-28,64.9412,65.5672,63.8144,64.199,3689599.0
2020-06-29,64.9502,66.0948,64.4136,65.9249,2668808.0
2020-06-30,65.8168,68.2053,65.5493,67.7403,2867896.0
2020-07-01,67.7671,68.5987,67.5077,68.2321,2169444.0
2020-07-02,69.019,69.3767,68.0801,68.4914,1733994.0
2020-07-03,69.019,69.3767,68.0801,68.4914,1733994.0
2020-07-04,69.019,69.3767,68.0801,68.4914,1733994.0
2020-07-05,69.019,69.3767,68.0801,68.4914,1733994.0
2020-07-06,70.4141,70.4458,69.3589,69.5556,3007887.0
2020-07-07,69.0638,69.3052,66.059,66.1216,4185845.0
2020-07-08,66.6671,67.7313,66.1842,66.6671,2625070.0
2020-07-09,66.7476,67.0427,64.3957,65.1737,1923566.0
2020-07-10,65.2453,65.6522,64.5835,65.5493,1373455.0
2020-07-11,65.2453,65.6522,64.5835,65.5493,1373455.0
2020-07-12,65.2453,65.6522,64.5835,65.5493,1373455.0
2020-07-13,65.8802,66.0322,63.8949,64.0559,2057856.0
2020-07-14,62.5893,64.3689,62.5625,64.2705,2195722.0
2020-07-15,64.6282,65.9517,64.6282,65.755,1994326.0
2020-07-16,65.4331,65.7067,64.5343,65.0485,1391305.0
2020-07-17,65.4778,65.8802,64.8071,65.7192,1520245.0
2020-07-18,65.4778,65.8802,64.8071,65.7192,1520245.0
2020-07-19,65.4778,65.8802,64.8071,65.7192,1520245.0
2020-07-20,65.3794,65.9338,64.8428,65.603,1384314.0
2020-07-21,65.889,66.3899,65.2363,65.5761,1359473.0
2020-07-22,65.6209,66.3005,65.4957,66.0233,1388279.0
2020-07-23,65.8712,66.5956,65.1648,65.4331,1437363.0
2020-07-24,65.3794,65.603,63.9933,64.5567,1744825.0
2020-07-25,65.3794,65.603,63.9933,64.5567,1744825.0
2020-07-26,65.3794,65.603,63.9933,64.5567,1744825.0
2020-07-27,64.3063,65.0083,64.19,64.9144,1885485.0
2020-07-28,64.9233,65.746,64.7266,65.4062,1994319.0
2020-07-29,65.0843,65.8176,64.503,65.7729,2300977.0
2020-07-30,64.9233,64.9949,64.1274,64.6998,2005949.0
2020-07-31,64.5464,64.8801,63.482,64.8711,2925439.0
2020-08-01,64.5464,64.8801,63.482,64.8711,2925439.0
2020-08-02,64.5464,64.8801,63.482,64.8711,2925439.0
2020-08-03,64.826,65.8904,64.4652,65.6288,1902689.0
2020-08-04,65.3401,65.9084,65.2499,65.4935,1974927.0
2020-08-05,65.7911,66.3594,65.4484,65.5927,1453640.0
2020-08-06,65.3672,65.7866,64.9162,65.4754,1866818.0
2020-08-07,65.4213,66.4406,65.277,66.2512,1469942.0
2020-08-08,65.4213,66.4406,65.277,66.2512,1469942.0
2020-08-09,65.4213,66.4406,65.277,66.2512,1469942.0
2020-08-10,66.0257,67.1351,65.8994,67.099,1572154.0
2020-08-11,67.5681,68.3257,66.5308,66.7022,1979331.0
2020-08-12,67.1351,67.3786,66.5939,66.8645,1641099.0
2020-08-13,66.8014,67.6943,66.63,67.1757,1056977.0
2020-08-14,66.9547,67.3877,66.6571,67.0269,817131.0
2020-08-15,66.9547,67.3877,66.6571,67.0269,817131.0
2020-08-16,66.9547,67.3877,66.6571,67.0269,817131.0
2020-08-17,67.1441,68.0642,66.7924,67.1531,1035172.0
2020-08-18,67.2073,67.6492,66.7743,67.1982,1036018.0
2020-08-19,67.3967,67.5816,66.7563,66.8735,1168300.0
2020-08-20,66.5759,67.0269,66.3865,66.7833,1068949.0
2020-08-21,66.7112,66.7292,65.9625,66.6661,1214261.0
2020-08-22,66.7112,66.7292,65.9625,66.6661,1214261.0
2020-08-23,66.7112,66.7292,65.9625,66.6661,1214261.0
2020-08-24,66.9637,68.1634,66.6751,68.1183,1108988.0
2020-08-25,68.2626,68.7226,68.0578,68.4159,1379428.0
2020-08-26,68.1453,68.7587,67.7034,68.4069,1448657.0
2020-08-27,68.9842,69.4532,68.5197,69.0383,1337285.0
2020-08-28,69.1916,69.8321,68.6685,69.7328,1115202.0
2020-08-29,69.1916,69.8321,68.6685,69.7328,1115202.0
2020-08-30,69.1916,69.8321,68.6685,69.7328,1115202.0
2020-08-31,69.2367,69.5885,68.6974,68.9752,1524507.0
2020-09-01,68.7677,68.8647,68.1183,68.7857,1268536.0
2020-09-02,69.1556,70.6078,69.0022,70.3642,1423329.0
2020-09-03,70.4995,70.6078,68.2897,68.8579,2279734.0
2020-09-04,69.0563,69.6246,67.7846,68.6054,1822952.0
2020-09-05,69.0563,69.6246,67.7846,68.6054,1822952.0
2020-09-06,69.0563,69.6246,67.7846,68.6054,1822952.0
2020-09-07,69.0563,69.6246,67.7846,68.6054,1822952.0
2020-09-08,67.2433,67.9334,66.8375,67.0088,2667652.0
2020-09-09,67.4508,68.9887,66.8916,68.3528,1455453.0
2020-09-10,68.452,69.3405,67.6763,67.9198,2209618.0
2020-09-11,68.1814,68.5422,67.1937,67.6402,1566872.0
2020-09-12,68.1814,68.5422,67.1937,67.6402,1566872.0
2020-09-13,68.1814,68.5422,67.1937,67.6402,1566872.0
2020-09-14,68.452,70.3282,68.1904,70.0125,2085553.0
2020-09-15,70.247,71.6,70.2289,71.176,1598984.0
2020-09-16,71.4647,72.6237,71.3835,71.9337,2082817.0
2020-09-17,70.4184,71.9561,70.3552,71.7262,2068248.0
2020-09-18,71.9517,72.0961,70.274,70.8874,2650424.0
2020-09-19,71.9517,72.0961,70.274,70.8874,2650424.0
2020-09-20,71.9517,72.0961,70.274,70.8874,2650424.0
2020-09-21,69.9674,70.1478,68.1995,69.2277,1617740.0
2020-09-22,69.6156,70.1478,69.0386,69.9944,1235280.0
2020-09-23,70.2831,70.4184,68.2716,68.6144,1974383.0
2020-09-24,68.3077,69.3179,67.7214,68.4701,1356226.0
2020-09-25,68.0912,70.3101,67.9379,70.0846,1328424.0
2020-09-26,68.0912,70.3101,67.9379,70.0846,1328424.0
2020-09-27,68.0912,70.3101,67.9379,70.0846,1328424.0
2020-09-28,71.0497,72.0059,71.0497,71.7804,1580295.0
2020-09-29,71.7443,72.1863,71.167,71.4105,1695797.0
2020-09-30,71.4941,72.5561,71.2843,71.9517,2044295.0
2020-10-01,72.2584,73.0161,70.9866,71.5729,1509650.0
2020-10-02,70.3642,72.1501,70.3552,71.6451,1613264.0
2020-10-03,70.3642,72.1501,70.3552,71.6451,1613264.0
2020-10-04,70.3642,72.1501,70.3552,71.6451,1613264.0
2020-10-05,72.2855,73.7738,72.1321,73.4671,2556374.0
2020-10-06,72.7725,74.7339,71.3203,71.6451,3443304.0
2020-10-07,72.5425,73.2055,72.3125,72.6282,1941211.0
2020-10-08,73.9632,75.3162,73.5663,74.0263,1855727.0
2020-10-09,74.4502,74.8471,73.5843,74.324,1359551.0
2020-10-10,74.4502,74.8471,73.5843,74.324,1359551.0
2020-10-11,74.4502,74.8471,73.5843,74.324,1359551.0
2020-10-12,75.0636,75.4515,74.333,74.8742,1799353.0
2020-10-13,75.1718,75.4695,74.4863,74.8652,1559467.0
2020-10-14,75.1087,76.4346,74.9382,76.0738,1808153.0
2020-10-15,75.2801,75.7401,74.4863,75.1177,1315240.0
2020-10-16,75.5507,76.3534,75.2169,75.5236,1346055.0
2020-10-17,75.5507,76.3534,75.2169,75.5236,1346055.0
2020-10-18,75.5507,76.3534,75.2169,75.5236,1346055.0
2020-10-19,75.5958,76.0468,73.6294,73.9,1401866.0
2020-10-20,74.333,75.1809,73.6565,74.2157,991326.0
2020-10-21,74.2698,75.0275,73.9632,74.5224,1187348.0
2020-10-22,74.5946,75.9475,74.1977,75.7581,1168244.0
2020-10-23,76.2723,76.7774,75.8213,76.6962,1203763.0
2020-10-24,76.2723,76.7774,75.8213,76.6962,1203763.0
2020-10-25,76.2723,76.7774,75.8213,76.6962,1203763.0
2020-10-26,75.3613,75.7762,73.7828,74.3961,1389587.0
2020-10-27,74.5314,75.0275,73.7512,73.9,957688.0
2020-10-28,72.6823,73.7467,72.1141,72.2945,1598261.0
2020-10-29,72.0329,75.0546,71.8255,74.3691,1477046.0
2020-10-30,73.7238,74.8326,73.6511,74.7508,1864877.0
2020-10-31,73.7238,74.8326,73.6511,74.7508,1864877.0
2020-11-01,73.7238,74.8326,73.6511,74.7508,1864877.0
2020-11-02,75.6051,76.4503,74.8962,75.7051,1446645.0
2020-11-03,76.3321,79.1404,76.3321,78.6497,1623577.0
2020-11-04,81.1762,81.3216,77.5409,77.6954,2410876.0
2020-11-05,79.1768,79.8311,78.2543,78.7042,1477597.0
2020-11-06,78.9193,80.3219,78.6497,79.9947,1146108.0
2020-11-07,78.9193,80.3219,78.6497,79.9947,1146108.0
2020-11-08,78.9193,80.3219,78.6497,79.9947,1146108.0
2020-11-09,84.7569,86.2929,82.294,82.3304,2402746.0
2020-11-10,81.2852,84.2389,81.2852,82.9666,1596775.0
2020-11-11,83.421,83.7572,82.5667,83.2029,1073876.0
2020-11-12,83.2937,83.5846,81.6624,82.1486,1205217.0
2020-11-13,82.803,83.6027,82.1941,83.4937,905005.0
2020-11-14,82.803,83.6027,82.1941,83.4937,905005.0
2020-11-15,82.803,83.6027,82.1941,83.4937,905005.0
2020-11-16,84.0299,84.8115,83.5921,84.6388,1378155.0
2020-11-17,83.6936,84.1935,83.1756,84.0662,1584481.0
2020-11-18,83.9572,84.6024,83.4482,83.5209,1593917.0
2020-11-19,83.3301,83.8118,82.6121,83.6845,1166607.0
2020-11-20,83.6754,83.6754,82.3304,82.3758,1230468.0
2020-11-21,83.6754,83.6754,82.3304,82.3758,1230468.0
2020-11-22,83.6754,83.6754,82.3304,82.3758,1230468.0
2020-11-23,83.1756,83.7391,82.603,83.5846,1697514.0
2020-11-24,83.9572,85.2568,83.2665,85.1841,1716980.0
2020-11-25,85.4295,85.4295,84.1499,84.6297,921803.0
2020-11-26,85.4295,85.4295,84.1499,84.6297,921803.0
2020-11-27,84.5752,85.0625,84.2934,84.8569,557019.0
2020-11-28,84.5752,85.0625,84.2934,84.8569,557019.0
2020-11-29,84.5752,85.0625,84.2934,84.8569,557019.0
2020-11-30,84.5297,84.8569,83.3392,84.657,1847829.0
2020-12-01,85.1932,85.3931,84.5297,85.0478,1368995.0
2020-12-02,85.0023,85.0841,83.8663,84.3571,1417197.0
2020-12-03,83.9299,85.2114,83.9299,84.7933,953169.0
2020-12-04,85.0478,85.9293,84.5025,85.8566,1663663.0
2020-12-05,85.0478,85.9293,84.5025,85.8566,1663663.0
2020-12-06,85.0478,85.9293,84.5025,85.8566,1663663.0
2020-12-07,85.3659,85.6385,84.6479,85.0205,1458768.0
2020-12-08,85.175,85.2159,84.2662,84.8206,1003580.0
2020-12-09,84.8024,85.0841,84.1118,84.7206,1519020.0
2020-12-10,84.0026,84.1501,82.8848,83.012,1888136.0
2020-12-11,82.7939,83.5119,82.4576,83.4482,1738782.0
2020-12-12,82.7939,83.5119,82.4576,83.4482,1738782.0
2020-12-13,82.7939,83.5119,82.4576,83.4482,1738782.0
2020-12-14,84.039,84.6842,82.9666,83.0029,1397088.0
2020-12-15,83.2574,85.0205,82.7121,85.0023,2300495.0
2020-12-16,84.9114,86.1929,84.0117,85.8566,2836846.0
2020-12-17,86.1929,87.0199,85.7294,86.929,1484389.0
2020-12-18,87.3653,88.2741,87.0381,88.0832,3192197.0
2020-12-19,87.3653,88.2741,87.0381,88.0832,3192197.0
2020-12-20,87.3653,88.2741,87.0381,88.0832,3192197.0
2020-12-21,86.92,88.3105,86.302,87.7833,2159793.0
2020-12-22,87.6288,88.3286,87.5743,87.8197,2148231.0
2020-12-23,90.428,90.837,85.7203,85.793,3367641.0
2020-12-24,86.2474,86.3459,84.866,86.0747,842232.0
2020-12-25,86.2474,86.3459,84.866,86.0747,842232.0
2020-12-26,86.2474,86.3459,84.866,86.0747,842232.0
2020-12-27,86.2474,86.3459,84.866,86.0747,842232.0
2020-12-28,86.9109,87.0563,85.2023,85.7021,1192569.0
2020-12-29,86.3292,86.3292,84.4389,84.6479,923904.0
2020-12-30,84.8206,85.4477,83.3301,83.7391,1702621.0
2020-12-31,83.8845,84.9024,83.3937,84.6842,1343810.0
2021-01-01,83.8845,84.9024,83.3937,84.6842,1343810.0
2021-01-02,83.8845,84.9024,83.3937,84.6842,1343810.0
2021-01-03,83.8845,84.9024,83.3937,84.6842,1343810.0
2021-01-04,84.7147,84.9932,81.1035,82.1214,2200617.0
2021-01-05,82.1941,82.4576,81.3489,81.8124,1258836.0
2021-01-06,81.7851,83.6482,81.3852,82.8393,1849825.0
2021-01-07,82.6939,83.5119,82.2668,83.1847,1649842.0
2021-01-08,83.1302,84.0662,82.9211,83.63,1236308.0
2021-01-09,83.1302,84.0662,82.9211,83.63,1236308.0
2021-01-10,83.1302,84.0662,82.9211,83.63,1236308.0
2021-01-11,83.1938,83.5573,82.3213,82.703,1184588.0
2021-01-12,82.5031,82.7757,81.3579,82.4485,1135324.0
2021-01-13,82.0487,82.2122,81.2216,81.3943,2239969.0
2021-01-14,81.4852,81.6159,79.8857,80.0402,1657872.0
2021-01-15,79.5767,80.44,79.0223,80.3128,1658416.0
2021-01-16,79.5767,80.44,79.0223,80.3128,1658416.0
2021-01-17,79.5767,80.44,79.0223,80.3128,1658416.0
2021-01-18,79.5767,80.44,79.0223,80.3128,1658416.0
2021-01-19,80.6036,81.058,80.022,80.2855,1722343.0
2021-01-20,79.7948,81.4579,79.7948,81.1762,1633289.0
2021-01-21,80.9035,81.2216,79.2949,79.5676,1469318.0
2021-01-22,79.2767,79.5121,78.4952,78.9496,1730290.0
2021-01-23,79.2767,79.5121,78.4952,78.9496,1730290.0
2021-01-24,79.2767,79.5121,78.4952,78.9496,1730290.0
2021-01-25,78.7042,79.3404,77.7954,79.0314,2440672.0
2021-01-26,79.304,80.0038,78.6678,79.3676,1663646.0
2021-01-27,78.3316,80.131,77.5227,79.3222,3793367.0
2021-01-28,80.0038,81.9123,79.8857,80.9672,3323747.0
2021-01-29,80.5278,80.5278,78.9263,79.9147,2248604.0
2021-01-30,80.5278,80.5278,78.9263,79.9147,2248604.0
2021-01-31,80.5278,80.5278,78.9263,79.9147,2248604.0
2021-02-01,80.3265,82.3765,79.5189,81.7267,1861537.0
2021-02-02,82.2026,83.3192,81.3607,82.8524,1686844.0
2021-02-03,82.8616,82.8616,81.562,82.3216,1516550.0
2021-02-04,82.6419,83.8408,82.3079,83.8134,1181862.0
2021-02-05,84.1978,84.3808,83.6029,83.8591,1217082.0
2021-02-06,84.1978,84.3808,83.6029,83.8591,1217082.0
2021-02-07,84.1978,84.3808,83.6029,83.8591,1217082.0
2021-02-08,82.9439,84.0971,82.8524,83.9324,1106515.0
2021-02-09,83.8866,83.9049,83.0812,83.1819,1394922.0
2021-02-10,83.7493,83.7493,82.7312,82.7792,971741.0
2021-02-11,83.1087,83.3741,82.3857,82.6328,1177025.0
2021-02-12,82.587,82.587,81.2783,81.8183,1482570.0
2021-02-13,82.587,82.587,81.2783,81.8183,1482570.0
2021-02-14,82.587,82.587,81.2783,81.8183,1482570.0
2021-02-15,82.587,82.587,81.2783,81.8183,1482570.0
2021-02-16,81.7633,82.0105,80.7658,81.2691,2311103.0
2021-02-17,80.72,81.8,80.235,81.6169,2448423.0
2021-02-18,81.3424,84.2801,81.1868,83.5388,2238359.0
2021-02-19,82.9897,83.7859,82.2354,82.5962,1746881.0
2021-02-20,82.9897,83.7859,82.2354,82.5962,1746881.0
2021-02-21,82.9897,83.7859,82.2354,82.5962,1746881.0
2021-02-22,82.3125,83.5846,81.562,82.7243,2037092.0
2021-02-23,82.4955,83.9324,81.8915,83.1727,2198456.0
2021-02-24,82.4006,85.7536,81.8274,85.4424,2070570.0
2021-02-25,85.1221,85.8451,83.2917,83.6578,2125033.0
2021-02-26,83.3832,84.1978,82.6602,83.3466,2407280.0
2021-02-27,83.3832,84.1978,82.6602,83.3466,2407280.0
2021-02-28,83.3832,84.1978,82.6602,83.3466,2407280.0
2021-03-01,84.1978,85.7536,83.4748,84.8842,1571516.0
2021-03-02,84.8292,85.2914,83.8774,84.3259,1515367.0
2021-03-03,83.7676,84.152,82.6877,82.8067,1512531.0
2021-03-04,82.7609,83.7219,81.1639,81.7359,2246847.0
2021-03-05,82.6145,84.6233,81.7084,84.3076,2374991.0
2021-03-06,82.6145,84.6233,81.7084,84.3076,2374991.0
2021-03-07,82.6145,84.6233,81.7084,84.3076,2374991.0
2021-03-08,83.548,86.4857,82.523,85.296,2017829.0
2021-03-09,86.3942,87.4284,85.6987,86.5315,2070972.0
2021-03-10,86.5956,87.282,86.2569,86.6688,2162643.0
2021-03-11,87.1081,88.1697,86.8976,87.0898,1438173.0
2021-03-12,86.7054,87.2545,86.2844,87.1721,1527439.0
2021-03-13,86.7054,87.2545,86.2844,87.1721,1527439.0
2021-03-14,86.7054,87.2545,86.2844,87.1721,1527439.0
2021-03-15,87.1081,89.5242,87.1081,89.4601,1431243.0
2021-03-16,89.5791,90.1602,89.0849,89.7255,2034588.0
2021-03-17,89.2405,90.2746,88.5495,89.6706,2018112.0
2021-03-18,88.6822,90.0092,87.7722,89.0391,1761406.0
2021-03-19,89.2954,89.4601,87.6389,87.7121,7898731.0
2021-03-20,89.2954,89.4601,87.6389,87.7121,7898731.0
2021-03-21,89.2954,89.4601,87.6389,87.7121,7898731.0
2021-03-22,87.465,88.5541,87.3003,88.3893,1696757.0
2021-03-23,88.3985,88.8286,87.5016,87.9958,1486654.0
2021-03-24,88.1239,90.174,87.716,88.7371,1984685.0
2021-03-25,88.8744,90.1923,88.371,89.9726,1701561.0
2021-03-26,89.7987,92.4437,89.5641,92.2698,1904116.0
2021-03-27,89.7987,92.4437,89.5641,92.2698,1904116.0
2021-03-28,89.7987,92.4437,89.5641,92.2698,1904116.0
2021-03-29,92.0593,92.343,90.6865,91.7756,1538802.0
2021-03-30,91.5468,91.9586,89.9314,90.8146,1548100.0
2021-03-31,90.8146,91.3546,89.5425,89.7072,2176079.0
2021-04-01,89.1764,90.6332,89.1764,90.3845,2235047.0
2021-04-02,89.1764,90.6332,89.1764,90.3845,2235047.0
2021-04-03,89.1764,90.6332,89.1764,90.3845,2235047.0
2021-04-04,89.1764,90.6332,89.1764,90.3845,2235047.0
2021-04-05,91.199,92.5718,91.0251,91.8488,2382807.0
2021-04-06,86.9525,87.6663,84.875,87.3277,4126468.0
2021-04-07,87.282,88.6181,86.5224,86.7695,2520240.0
2021-04-08,87.5199,88.2795,86.9433,87.8951,2178079.0
2021-04-09,87.9684,88.3436,87.0989,88.188,1454749.0
2021-04-10,87.9684,88.3436,87.0989,88.188,1454749.0
2021-04-11,87.9684,88.3436,87.0989,88.188,1454749.0
2021-04-12,88.3802,88.49,87.1813,87.7213,1752096.0
2021-04-13,87.6297,88.371,86.9525,88.1148,1767918.0
2021-04-14,88.0233,89.0025,87.2728,88.5449,1411620.0
2021-04-15,88.8983,89.1307,87.9318,88.1422,1747568.0
2021-04-16,88.4077,89.3228,88.0141,89.2313,1781973.0
2021-04-17,88.4077,89.3228,88.0141,89.2313,1781973.0
2021-04-18,88.4077,89.3228,88.0141,89.2313,1781973.0
2021-04-19,88.9751,89.0574,87.7762,88.2521,1998010.0
2021-04-20,88.6456,89.4052,88.3161,89.2405,1301600.0
2021-04-21,89.5699,90.1099,88.9751,89.8903,1222932.0
2021-04-22,89.5059,90.5584,89.3228,89.9452,1627841.0
2021-04-23,90.0916,91.199,89.6706,90.8146,1277107.0
2021-04-24,90.0916,91.199,89.6706,90.8146,1277107.0
2021-04-25,90.0916,91.199,89.6706,90.8146,1277107.0
2021-04-26,90.6682,91.318,90.1831,90.4668,1026821.0
2021-04-27,90.1557,90.8055,89.8079,90.7139,1191603.0
2021-04-28,90.7231,90.7322,89.1856,89.5516,1759450.0
2021-04-29,90.055,91.2997,89.5059,90.9244,1590257.0
2021-04-30,90.5217,90.7872,88.9934,89.2222,2380234.0
2021-05-01,90.5217,90.7872,88.9934,89.2222,2380234.0
2021-05-02,90.5217,90.7872,88.9934,89.2222,2380234.0
2021-05-03,90.0916,91.0983,89.5333,90.659,1265755.0
