,CAR US Equity,CAR US Equity,CAR US Equity,CAR US Equity,CAR US Equity
2020-03-06,21.9095,24.1053,20.4653,22.9261,5185332.0
2020-03-07,21.9095,24.1053,20.4653,22.9261,5185332.0
2020-03-08,21.9095,24.1053,20.4653,22.9261,5185332.0
2020-03-09,20.6268,21.8525,19.9617,20.0378,3366829.0
2020-03-10,21.2064,21.3144,19.1922,21.0164,2997754.0
2020-03-11,20.0473,20.5033,18.2516,18.4416,3696161.0
2020-03-12,15.9143,16.6269,13.463,14.7552,6386883.0
2020-03-13,15.9903,17.1114,14.0711,17.1114,5031971.0
2020-03-14,15.9903,17.1114,14.0711,17.1114,5031971.0
2020-03-15,15.9903,17.1114,14.0711,17.1114,5031971.0
2020-03-16,13.9001,15.0497,12.6839,13.5865,4961164.0
2020-03-17,13.615,14.0046,11.5438,11.5438,4292062.0
2020-03-18,10.6887,10.8312,6.0332,7.3918,12204014.0
2020-03-19,7.4013,11.5723,6.9928,9.197,10362464.0
2020-03-20,9.9381,12.3134,9.6626,10.4322,9751338.0
2020-03-21,9.9381,12.3134,9.6626,10.4322,9751338.0
2020-03-22,9.9381,12.3134,9.6626,10.4322,9751338.0
2020-03-23,10.5272,13.5865,9.4773,12.7314,10660145.0
2020-03-24,14.2516,17.6245,14.2516,17.0164,7093528.0
2020-03-25,18.147,18.9831,14.2516,16.3798,7926312.0
2020-03-26,16.5889,17.2729,15.2113,15.6008,4838494.0
2020-03-27,14.3941,14.9547,13.7861,13.9191,3238088.0
2020-03-28,14.3941,14.9547,13.7861,13.9191,3238088.0
2020-03-29,14.3941,14.9547,13.7861,13.9191,3238088.0
2020-03-30,13.596,13.634,12.1139,12.7884,5233440.0
2020-03-31,12.95,14.3276,12.8739,13.2065,4361188.0
2020-04-01,12.1044,12.9025,11.8858,12.2089,3878474.0
2020-04-02,11.8953,12.4832,10.5082,10.6982,4734925.0
2020-04-03,10.7837,11.3063,9.3586,10.0521,8105907.0
2020-04-04,10.7837,11.3063,9.3586,10.0521,8105907.0
2020-04-05,10.7837,11.3063,9.3586,10.0521,8105907.0
2020-04-06,11.0307,11.9143,10.1661,11.7386,8419601.0
2020-04-07,13.5105,14.7157,12.6079,13.178,8539054.0
2020-04-08,13.5675,14.1186,12.8454,13.7005,4243162.0
2020-04-09,14.3276,16.6079,14.0711,15.1542,7331267.0
2020-04-10,14.3276,16.6079,14.0711,15.1542,7331267.0
2020-04-11,14.3276,16.6079,14.0711,15.1542,7331267.0
2020-04-12,14.3276,16.6079,14.0711,15.1542,7331267.0
2020-04-13,15.4487,15.5438,13.7385,14.0521,4462821.0
2020-04-14,14.6316,15.2913,13.5058,13.7575,6772032.0
2020-04-15,13.0925,13.9618,12.7314,13.539,3812006.0
2020-04-16,13.064,13.254,11.7338,12.2469,5795726.0
2020-04-17,13.3965,13.5865,12.4559,13.33,4589979.0
2020-04-18,13.3965,13.5865,12.4559,13.33,4589979.0
2020-04-19,13.3965,13.5865,12.4559,13.33,4589979.0
2020-04-20,12.6934,13.2349,12.4843,12.8359,2750933.0
2020-04-21,11.8763,12.6079,11.7068,11.9999,3995850.0
2020-04-22,12.4084,12.5794,11.4013,11.4013,4497920.0
2020-04-23,11.6293,11.9523,10.9357,11.4108,6004516.0
2020-04-24,11.4013,13.1115,10.7457,12.4274,8042293.0
2020-04-25,11.4013,13.1115,10.7457,12.4274,8042293.0
2020-04-26,11.4013,13.1115,10.7457,12.4274,8042293.0
2020-04-27,12.5509,14.6982,12.5034,14.4416,8255169.0
2020-04-28,15.6859,16.3142,14.4986,15.6958,6968635.0
2020-04-29,16.5414,17.7195,15.7777,16.1518,14269556.0
2020-04-30,15.5628,16.4369,15.2492,15.6578,4729935.0
2020-05-01,14.9642,14.9974,12.893,13.2065,7920701.0
2020-05-02,14.9642,14.9974,12.893,13.2065,7920701.0
2020-05-03,14.9642,14.9974,12.893,13.2065,7920701.0
2020-05-04,12.3609,14.1851,12.2469,13.273,7463843.0
2020-05-05,13.5913,13.9666,12.2754,13.1875,7178772.0
2020-05-06,13.311,13.52,11.7813,11.8478,5603201.0
2020-05-07,12.2184,13.0592,11.9713,12.3989,4003951.0
2020-05-08,12.9215,14.0616,12.912,14.0046,5050461.0
2020-05-09,12.9215,14.0616,12.912,14.0046,5050461.0
2020-05-10,12.9215,14.0616,12.912,14.0046,5050461.0
2020-05-11,13.7385,13.7671,12.3039,12.4844,8177266.0
2020-05-12,12.5414,12.9975,11.6388,11.6483,6423147.0
2020-05-13,11.7243,11.7718,9.7956,10.1946,10310618.0
2020-05-14,9.7671,11.3633,8.969,11.3063,12475017.0
2020-05-15,10.9262,11.5913,10.6507,11.2873,6483544.0
2020-05-16,10.9262,11.5913,10.6507,11.2873,6483544.0
2020-05-17,10.9262,11.5913,10.6507,11.2873,6483544.0
2020-05-18,12.2564,14.1091,12.2136,14.0141,12076880.0
2020-05-19,14.0901,14.3181,12.8644,13.026,8317411.0
2020-05-20,13.5675,15.2302,13.444,14.5936,9927983.0
2020-05-21,15.0972,16.388,14.9737,15.7338,9611026.0
2020-05-22,16.2122,16.3893,14.7457,15.8858,7730692.0
2020-05-23,16.2122,16.3893,14.7457,15.8858,7730692.0
2020-05-24,16.2122,16.3893,14.7457,15.8858,7730692.0
2020-05-25,16.2122,16.3893,14.7457,15.8858,7730692.0
2020-05-26,16.5889,18.8121,16.5889,17.6815,11251465.0
2020-05-27,18.8121,20.9974,17.6435,20.8739,13396013.0
2020-05-28,20.9291,21.1114,18.8026,19.0211,8043227.0
2020-05-29,18.4891,20.9261,18.147,20.4558,8649257.0
2020-05-30,18.4891,20.9261,18.147,20.4558,8649257.0
2020-05-31,18.4891,20.9261,18.147,20.4558,8649257.0
2020-06-01,20.3703,23.6102,20.2943,23.2586,8846416.0
2020-06-02,24.4558,24.7503,22.09,22.5365,8849012.0
2020-06-03,23.2111,26.0282,23.1446,25.8429,9598525.0
2020-06-04,26.356,28.8738,25.8999,27.0733,11290852.0
2020-06-05,29.6908,31.9996,27.8666,29.8619,12477643.0
2020-06-06,29.6908,31.9996,27.8666,29.8619,12477643.0
2020-06-07,29.6908,31.9996,27.8666,29.8619,12477643.0
2020-06-08,31.6576,34.6029,30.1944,30.6695,13905428.0
2020-06-09,28.6172,30.2609,27.5626,27.6671,7240528.0
2020-06-10,27.5626,27.5911,24.2467,25.7384,7135479.0
2020-06-11,20.9214,24.2182,20.5223,21.9475,9104070.0
2020-06-12,24.9973,25.6861,23.4203,24.8833,6300076.0
2020-06-13,24.9973,25.6861,23.4203,24.8833,6300076.0
2020-06-14,24.9973,25.6861,23.4203,24.8833,6300076.0
2020-06-15,22.6791,25.6744,22.3275,25.0353,6288830.0
2020-06-16,27.7574,28.1517,24.6849,26.6885,7992130.0
2020-06-17,26.1754,26.2325,24.3037,24.3987,5472338.0
2020-06-18,24.2087,25.6909,23.8002,24.9878,3445692.0
2020-06-19,25.6529,25.9379,23.5817,24.3037,7429565.0
2020-06-20,25.6529,25.9379,23.5817,24.3037,7429565.0
2020-06-21,25.6529,25.9379,23.5817,24.3037,7429565.0
2020-06-22,23.8572,24.1517,22.7456,23.1921,3831333.0
2020-06-23,23.6767,23.6767,22.0805,23.4106,4008538.0
2020-06-24,22.5209,22.9926,20.4748,20.8786,5348478.0
2020-06-25,20.2411,21.4534,20.0202,21.1684,3680050.0
2020-06-26,20.9024,21.0164,19.0972,19.5722,5063048.0
2020-06-27,20.9024,21.0164,19.0972,19.5722,5063048.0
2020-06-28,20.9024,21.0164,19.0972,19.5722,5063048.0
2020-06-29,19.6957,21.5959,19.4298,21.5769,3520168.0
2020-06-30,21.6054,22.3085,20.9499,21.7479,3595064.0
2020-07-01,22.1185,23.1351,21.0829,21.3584,3679499.0
2020-07-02,24.1137,27.6481,23.7622,24.6268,15308528.0
2020-07-03,24.1137,27.6481,23.7622,24.6268,15308528.0
2020-07-04,24.1137,27.6481,23.7622,24.6268,15308528.0
2020-07-05,24.1137,27.6481,23.7622,24.6268,15308528.0
2020-07-06,26.1659,26.356,24.9118,25.5769,4867489.0
2020-07-07,25.0923,25.1683,23.9902,24.0662,4734316.0
2020-07-08,24.2562,27.2396,23.8097,26.85,4894834.0
2020-07-09,27.3631,27.8856,24.9266,25.5009,5695340.0
2020-07-10,25.6149,27.1921,25.2539,26.641,3281954.0
2020-07-11,25.6149,27.1921,25.2539,26.641,3281954.0
2020-07-12,25.6149,27.1921,25.2539,26.641,3281954.0
2020-07-13,27.2586,27.7051,25.6054,25.6434,3727632.0
2020-07-14,24.9403,27.0585,24.7408,27.002,3222771.0
2020-07-15,28.3987,29.5863,27.8666,29.1493,4628927.0
2020-07-16,27.8571,29.0163,27.5626,28.4747,2554128.0
2020-07-17,28.5507,28.9783,27.9426,28.2657,1772844.0
2020-07-18,28.5507,28.9783,27.9426,28.2657,1772844.0
2020-07-19,28.5507,28.9783,27.9426,28.2657,1772844.0
2020-07-20,27.9807,28.3559,26.9165,27.4486,1957167.0
2020-07-21,27.9688,28.3987,27.3773,27.4486,2024495.0
2020-07-22,27.1446,28.5887,27.1066,28.3607,2108541.0
2020-07-23,28.0567,28.3512,27.0876,27.5436,2088990.0
2020-07-24,27.3251,28.1992,26.9355,28.0092,2180770.0
2020-07-25,27.3251,28.1992,26.9355,28.0092,2180770.0
2020-07-26,27.3251,28.1992,26.9355,28.0092,2180770.0
2020-07-27,27.9236,28.0282,26.204,27.1921,2749609.0
2020-07-28,26.9086,27.4106,26.0809,26.223,3362300.0
2020-07-29,28.7122,29.1493,25.9189,26.0899,7098693.0
2020-07-30,25.6434,25.7336,23.6102,25.2158,5531396.0
2020-07-31,25.2443,25.4011,23.9142,24.6078,4349762.0
2020-08-01,25.2443,25.4011,23.9142,24.6078,4349762.0
2020-08-02,25.2443,25.4011,23.9142,24.6078,4349762.0
2020-08-03,24.3987,24.5859,23.2206,24.1137,3243904.0
2020-08-04,23.9617,24.8833,23.8873,24.1897,2530362.0
2020-08-05,24.7693,27.1066,24.7503,26.869,5580310.0
2020-08-06,26.7835,27.9046,26.4225,26.964,2281816.0
2020-08-07,26.5935,27.0495,26.0234,26.774,1306756.0
2020-08-08,26.5935,27.0495,26.0234,26.774,1306756.0
2020-08-09,26.5935,27.0495,26.0234,26.774,1306756.0
2020-08-10,27.2206,28.7217,27.1921,28.5697,3086902.0
2020-08-11,29.4438,32.3701,29.1778,30.3749,6197456.0
2020-08-12,31.2015,31.42,29.4629,29.9189,2860439.0
2020-08-13,29.4058,30.3369,28.7027,29.6338,2479975.0
2020-08-14,29.3108,30.0519,29.0828,29.6718,1577260.0
2020-08-15,29.3108,30.0519,29.0828,29.6718,1577260.0
2020-08-16,29.3108,30.0519,29.0828,29.6718,1577260.0
2020-08-17,29.7479,29.7479,28.4652,29.3013,1504161.0
2020-08-18,29.1873,30.3084,28.8547,30.0519,1792009.0
2020-08-19,29.8904,32.1136,29.7288,31.192,2404188.0
2020-08-20,30.907,31.9046,30.1944,31.3345,2659851.0
2020-08-21,31.4485,31.7336,30.2704,30.7265,1939560.0
2020-08-22,31.4485,31.7336,30.2704,30.7265,1939560.0
2020-08-23,31.4485,31.7336,30.2704,30.7265,1939560.0
2020-08-24,31.3535,33.0067,30.812,32.2561,2008279.0
2020-08-25,32.8262,33.0447,31.3155,32.1991,1445158.0
2020-08-26,31.9806,32.5317,31.3535,31.6291,1162299.0
2020-08-27,31.5531,32.6742,31.5531,32.4462,1872044.0
2020-08-28,32.7787,33.6195,32.5887,33.5483,1635395.0
2020-08-29,32.7787,33.6195,32.5887,33.5483,1635395.0
2020-08-30,32.7787,33.6195,32.5887,33.5483,1635395.0
2020-08-31,33.5483,33.5483,32.1421,32.4081,2023061.0
2020-09-01,32.0756,33.9188,31.515,33.5483,1915979.0
2020-09-02,33.8428,34.5079,32.3606,34.3749,1977568.0
2020-09-03,34.0138,35.1141,32.1136,32.8547,1884658.0
2020-09-04,33.5293,33.8048,31.8381,33.1302,1129808.0
2020-09-05,33.5293,33.8048,31.8381,33.1302,1129808.0
2020-09-06,33.5293,33.8048,31.8381,33.1302,1129808.0
2020-09-07,33.5293,33.8048,31.8381,33.1302,1129808.0
2020-09-08,32.7787,34.1658,32.3511,32.8167,1248927.0
2020-09-09,32.9972,32.9972,31.8666,32.6932,1384173.0
2020-09-10,33.1207,33.9568,32.4462,32.6362,1169670.0
2020-09-11,32.6647,32.6647,31.306,31.6861,1317926.0
2020-09-12,32.6647,32.6647,31.306,31.6861,1317926.0
2020-09-13,32.6647,32.6647,31.306,31.6861,1317926.0
2020-09-14,32.3226,32.5412,31.6101,32.3701,1288824.0
2020-09-15,32.7027,32.9212,30.717,30.888,2022653.0
2020-09-16,31.021,31.477,29.9474,30.0329,1651006.0
2020-09-17,29.3916,31.439,28.85,30.945,1978027.0
2020-09-18,30.945,30.964,29.1398,29.3963,3046798.0
2020-09-19,30.945,30.964,29.1398,29.3963,3046798.0
2020-09-20,30.945,30.964,29.1398,29.3963,3046798.0
2020-09-21,28.1897,28.4367,26.4321,27.3726,3706383.0
2020-09-22,27.6196,28.7692,27.0448,27.4486,1536591.0
2020-09-23,27.5626,28.8547,26.2515,26.28,2301369.0
2020-09-24,25.7859,26.5412,24.9498,25.8429,1859232.0
2020-09-25,25.7099,26.1849,25.4534,25.8524,1678534.0
2020-09-26,25.7099,26.1849,25.4534,25.8524,1678534.0
2020-09-27,25.7099,26.1849,25.4534,25.8524,1678534.0
2020-09-28,26.7075,26.9925,25.9664,26.1469,1763277.0
2020-09-29,25.9379,25.9569,24.4082,24.5318,2048396.0
2020-09-30,24.7123,25.4724,24.2657,25.0068,2781927.0
2020-10-01,25.3204,27.4011,25.1995,27.2966,3319452.0
2020-10-02,25.9474,27.6861,25.8904,26.926,1900568.0
2020-10-03,25.9474,27.6861,25.8904,26.926,1900568.0
2020-10-04,25.9474,27.6861,25.8904,26.926,1900568.0
2020-10-05,27.3726,28.2657,27.1351,27.6196,1615133.0
2020-10-06,28.0852,29.2158,27.3156,27.6006,2164295.0
2020-10-07,28.3322,29.4248,28.1517,29.0828,2899089.0
2020-10-08,29.6813,30.1754,29.1303,29.6148,1707275.0
2020-10-09,30.2134,30.9545,29.6148,29.9949,1807123.0
2020-10-10,30.2134,30.9545,29.6148,29.9949,1807123.0
2020-10-11,30.2134,30.9545,29.6148,29.9949,1807123.0
2020-10-12,30.1374,30.3386,28.9213,29.0638,1095161.0
2020-10-13,28.5032,28.7407,27.4961,27.9902,1707563.0
2020-10-14,28.3892,29.0353,28.0777,28.3607,1833063.0
2020-10-15,27.8381,29.1303,27.4676,29.0733,994805.0
2020-10-16,29.0638,30.755,28.7312,30.3559,1726835.0
2020-10-17,29.0638,30.755,28.7312,30.3559,1726835.0
2020-10-18,29.0638,30.755,28.7312,30.3559,1726835.0
2020-10-19,30.736,32.0186,30.4699,31.4485,1931601.0
2020-10-20,31.8286,35.4485,31.5055,34.4319,6134693.0
2020-10-21,34.2704,36.0946,33.5103,35.5245,2751004.0
2020-10-22,35.9235,36.7406,35.2584,36.2181,2051613.0
2020-10-23,36.5411,38.9164,35.819,38.3653,3236937.0
2020-10-24,36.5411,38.9164,35.819,38.3653,3236937.0
2020-10-25,36.5411,38.9164,35.819,38.3653,3236937.0
2020-10-26,37.5292,37.5292,34.2704,34.9164,3445912.0
2020-10-27,34.4319,35.496,34.0898,34.1848,2347881.0
2020-10-28,32.7882,33.7193,31.8001,33.4058,2782852.0
2020-10-29,33.1682,35.249,32.3037,34.8689,3650354.0
2020-10-30,33.4533,33.9188,31.382,31.9901,4418053.0
2020-10-31,33.4533,33.9188,31.382,31.9901,4418053.0
2020-11-01,33.4533,33.9188,31.382,31.9901,4418053.0
2020-11-02,32.5507,32.5887,28.7502,28.9973,4698879.0
2020-11-03,29.7098,30.3084,29.0353,29.0448,1974836.0
2020-11-04,28.8833,29.3583,26.793,26.9545,4567502.0
2020-11-05,27.6006,31.4295,27.3631,30.698,5190209.0
2020-11-06,30.6885,30.8215,29.0068,29.4058,2320964.0
2020-11-07,30.6885,30.8215,29.0068,29.4058,2320964.0
2020-11-08,30.6885,30.8215,29.0068,29.4058,2320964.0
2020-11-09,34.7169,39.3819,34.3939,35.9996,4599002.0
2020-11-10,35.5625,36.6171,34.5601,35.325,1938689.0
2020-11-11,35.154,35.325,33.6528,33.8903,1244013.0
2020-11-12,33.0637,34.7359,32.8547,33.4818,1203343.0
2020-11-13,33.8428,35.0738,33.7953,34.8784,1065812.0
2020-11-14,33.8428,35.0738,33.7953,34.8784,1065812.0
2020-11-15,33.8428,35.0738,33.7953,34.8784,1065812.0
2020-11-16,38.0043,38.0043,34.9639,35.306,2633223.0
2020-11-17,35.344,35.8475,34.3844,34.7739,1144473.0
2020-11-18,35.1255,35.7525,33.3393,33.3488,1817235.0
2020-11-19,33.4723,34.2799,32.8072,34.1563,1212165.0
2020-11-20,34.1563,34.2609,32.8357,33.0542,1347399.0
2020-11-21,34.1563,34.2609,32.8357,33.0542,1347399.0
2020-11-22,34.1563,34.2609,32.8357,33.0542,1347399.0
2020-11-23,33.9093,35.686,33.6623,35.154,1725552.0
2020-11-24,36.6219,37.8618,35.3915,36.3226,1533646.0
2020-11-25,35.686,36.4556,34.9924,35.6955,998932.0
2020-11-26,35.686,36.4556,34.9924,35.6955,998932.0
2020-11-27,35.819,35.9425,34.9639,35.1825,823836.0
2020-11-28,35.819,35.9425,34.9639,35.1825,823836.0
2020-11-29,35.819,35.9425,34.9639,35.1825,823836.0
2020-11-30,34.8214,34.9069,33.0732,33.4153,1736643.0
2020-12-01,34.1183,35.458,33.4438,34.7549,1145244.0
2020-12-02,34.2324,36.3036,33.7763,35.8,1133144.0
2020-12-03,36.0756,37.6052,35.4912,36.3701,3083979.0
2020-12-04,37.2537,38.6314,36.7406,37.7383,2197014.0
2020-12-05,37.2537,38.6314,36.7406,37.7383,2197014.0
2020-12-06,37.2537,38.6314,36.7406,37.7383,2197014.0
2020-12-07,37.5387,37.6242,36.1231,36.4841,1780170.0
2020-12-08,36.2276,37.2632,35.667,35.7715,1303229.0
2020-12-09,37.0542,39.3154,36.7881,37.3677,1838521.0
2020-12-10,36.5031,38.1658,35.4485,38.1088,1469012.0
2020-12-11,37.0827,37.7097,36.6171,37.1207,1292842.0
2020-12-12,37.0827,37.7097,36.6171,37.1207,1292842.0
2020-12-13,37.0827,37.7097,36.6171,37.1207,1292842.0
2020-12-14,38.0898,38.2323,35.3155,35.4485,1739947.0
2020-12-15,36.0091,36.6931,34.8689,35.781,1082148.0
2020-12-16,35.914,36.3579,34.9829,35.819,1137452.0
2020-12-17,36.0946,36.1896,35.0684,35.515,757037.0
2020-12-18,35.2585,35.5055,34.2134,34.4319,1640824.0
2020-12-19,35.2585,35.5055,34.2134,34.4319,1640824.0
2020-12-20,35.2585,35.5055,34.2134,34.4319,1640824.0
2020-12-21,33.3298,34.3559,33.1112,33.6528,1244809.0
2020-12-22,34.1278,34.3939,32.6932,32.9402,1023576.0
2020-12-23,33.3963,34.8642,33.2063,34.6979,1082104.0
2020-12-24,34.8784,35.154,33.5863,35.0589,651624.0
2020-12-25,34.8784,35.154,33.5863,35.0589,651624.0
2020-12-26,34.8784,35.154,33.5863,35.0589,651624.0
2020-12-27,34.8784,35.154,33.5863,35.0589,651624.0
2020-12-28,35.4105,36.5221,34.7074,34.7264,1105323.0
2020-12-29,35.1635,35.5815,34.2609,35.249,762255.0
2020-12-30,34.8784,36.1373,34.7977,35.7145,571208.0
2020-12-31,35.42,36.2086,34.8974,35.439,1041423.0
2021-01-01,35.42,36.2086,34.8974,35.439,1041423.0
2021-01-02,35.42,36.2086,34.8974,35.439,1041423.0
2021-01-03,35.42,36.2086,34.8974,35.439,1041423.0
2021-01-04,35.8285,36.2276,33.2442,33.6718,1248536.0
2021-01-05,33.5483,35.097,33.5483,34.2514,930085.0
2021-01-06,34.8214,35.8475,34.4414,35.0875,974565.0
2021-01-07,35.4105,36.4221,35.4105,35.7525,1353667.0
2021-01-08,36.1706,36.1706,34.9734,35.4865,1434608.0
2021-01-09,36.1706,36.1706,34.9734,35.4865,1434608.0
2021-01-10,36.1706,36.1706,34.9734,35.4865,1434608.0
2021-01-11,34.4984,37.9758,34.2514,37.0352,1601772.0
2021-01-12,36.4746,37.9948,36.1326,36.8356,901041.0
2021-01-13,36.6551,36.8451,35.3915,35.6005,1332655.0
2021-01-14,36.2276,37.8903,36.1706,37.0352,1040204.0
2021-01-15,36.5886,37.9568,35.2585,37.0447,1405862.0
2021-01-16,36.5886,37.9568,35.2585,37.0447,1405862.0
2021-01-17,36.5886,37.9568,35.2585,37.0447,1405862.0
2021-01-18,36.5886,37.9568,35.2585,37.0447,1405862.0
2021-01-19,37.6147,37.7478,35.6765,35.762,1225342.0
2021-01-20,36.1896,39.8855,35.9425,39.1634,2336725.0
2021-01-21,38.4888,40.693,38.1943,39.7145,1193054.0
2021-01-22,39.0969,39.7952,38.2133,39.0019,794076.0
2021-01-23,39.0969,39.7952,38.2133,39.0019,794076.0
2021-01-24,39.0969,39.7952,38.2133,39.0019,794076.0
2021-01-25,39.762,40.6171,36.95,38.9734,1670261.0
2021-01-26,39.5054,42.7263,39.2299,42.0232,1854316.0
2021-01-27,41.8522,47.4498,40.8641,41.1871,3200962.0
2021-01-28,42.0897,43.3391,38.5268,39.2299,1787654.0
2021-01-29,39.4199,40.8546,38.5648,39.2774,1348575.0
2021-01-30,39.4199,40.8546,38.5648,39.2774,1348575.0
2021-01-31,39.4199,40.8546,38.5648,39.2774,1348575.0
2021-02-01,39.743,40.6551,38.4793,40.351,764824.0
2021-02-02,40.7976,40.8641,38.2418,38.5648,1220431.0
2021-02-03,38.7929,39.5625,38.1943,39.1824,807851.0
2021-02-04,39.4294,41.6717,39.3249,41.5957,884146.0
2021-02-05,42.0992,42.9163,40.9306,41.2061,586851.0
2021-02-06,42.0992,42.9163,40.9306,41.2061,586851.0
2021-02-07,42.0992,42.9163,40.9306,41.2061,586851.0
2021-02-08,41.5767,42.0897,40.4651,41.0826,1541358.0
2021-02-09,41.1966,42.3558,40.0387,41.6242,1155109.0
2021-02-10,42.0612,42.1562,40.294,41.1111,1160688.0
2021-02-11,41.1111,41.6622,39.591,40.6171,1135893.0
2021-02-12,40.0185,42.5553,39.3724,42.4793,991275.0
2021-02-13,40.0185,42.5553,39.3724,42.4793,991275.0
2021-02-14,40.0185,42.5553,39.3724,42.4793,991275.0
2021-02-15,40.0185,42.5553,39.3724,42.4793,991275.0
2021-02-16,42.8783,43.9234,42.0802,43.4199,1711041.0
2021-02-17,43.9567,44.37,38.2418,40.6836,4439817.0
2021-02-18,40.3843,42.399,39.686,41.8522,1795944.0
2021-02-19,42.3368,46.3367,42.3368,46.3177,2770445.0
2021-02-20,42.3368,46.3367,42.3368,46.3177,2770445.0
2021-02-21,42.3368,46.3367,42.3368,46.3177,2770445.0
2021-02-22,46.0707,49.9281,45.8902,47.9804,2813945.0
2021-02-23,48.446,52.3414,45.8617,51.7808,2426151.0
2021-02-24,52.1894,54.8782,51.6478,53.111,1915635.0
2021-02-25,52.2084,53.5765,50.5932,51.1348,1761061.0
2021-02-26,51.2203,53.8236,50.4412,52.7784,1503397.0
2021-02-27,51.2203,53.8236,50.4412,52.7784,1503397.0
2021-02-28,51.2203,53.8236,50.4412,52.7784,1503397.0
2021-03-01,55.7428,57.2439,54.9257,55.3437,1576607.0
2021-03-02,55.0112,56.7119,54.6692,56.3746,1034657.0
2021-03-03,57.2059,58.5266,56.2368,57.814,1654092.0
2021-03-04,57.7475,58.2131,55.4007,57.0634,1802673.0
2021-03-05,58.2796,59.5052,55.4292,59.2202,2836673.0
2021-03-06,58.2796,59.5052,55.4292,59.2202,2836673.0
2021-03-07,58.2796,59.5052,55.4292,59.2202,2836673.0
2021-03-08,59.3342,62.7261,59.3342,61.6334,1686713.0
2021-03-09,62.1275,62.232,58.1751,59.1632,1669201.0
2021-03-10,59.5527,62.08,59.0396,62.023,1186876.0
2021-03-11,62.7018,64.2082,61.4338,63.7142,1001518.0
2021-03-12,64.0277,65.7379,62.9066,65.4149,1177426.0
2021-03-13,64.0277,65.7379,62.9066,65.4149,1177426.0
2021-03-14,64.0277,65.7379,62.9066,65.4149,1177426.0
2021-03-15,65.0158,68.7835,64.7796,68.4457,1329040.0
2021-03-16,65.3959,66.441,62.7546,63.1631,1935918.0
2021-03-17,62.7641,65.8329,61.1869,65.8234,1267898.0
2021-03-18,65.6144,66.783,63.5812,63.9897,1191988.0
2021-03-19,63.4766,64.65,61.4814,64.0657,1749948.0
2021-03-20,63.4766,64.65,61.4814,64.0657,1749948.0
2021-03-21,63.4766,64.65,61.4814,64.0657,1749948.0
2021-03-22,63.9327,64.9683,63.7522,64.2557,2160952.0
2021-03-23,64.2937,64.8258,62.118,62.536,2726734.0
2021-03-24,63.5052,64.4505,62.099,62.327,1877958.0
2021-03-25,61.2819,63.3721,59.7142,62.6026,1478724.0
2021-03-26,63.7047,67.2201,62.422,65.5574,2387799.0
2021-03-27,63.7047,67.2201,62.422,65.5574,2387799.0
2021-03-28,63.7047,67.2201,62.422,65.5574,2387799.0
2021-03-29,65.2438,66.9445,63.6382,65.0443,4059216.0
2021-03-30,65.8614,71.5716,64.9398,71.258,1742561.0
2021-03-31,70.669,71.0015,68.5103,68.9208,1386028.0
2021-04-01,69.3198,70.6405,68.9778,70.5074,740860.0
2021-04-02,69.3198,70.6405,68.9778,70.5074,740860.0
2021-04-03,69.3198,70.6405,68.9778,70.5074,740860.0
2021-04-04,69.3198,70.6405,68.9778,70.5074,740860.0
2021-04-05,71.9326,72.6737,70.6025,71.258,1260544.0
2021-04-06,71.277,72.6262,71.03,71.125,784926.0
2021-04-07,70.726,72.4172,70.4029,71.5906,765582.0
2021-04-08,70.84,71.3625,68.5217,70.6405,1154561.0
2021-04-09,70.3174,73.4243,70.0704,73.1962,937616.0
2021-04-10,70.3174,73.4243,70.0704,73.1962,937616.0
2021-04-11,70.3174,73.4243,70.0704,73.1962,937616.0
2021-04-12,72.5787,73.1867,71.4956,72.7307,947918.0
2021-04-13,72.2461,73.1392,69.9754,72.0181,936981.0
2021-04-14,72.2746,74.7544,71.986,73.3863,1276247.0
2021-04-15,74.2034,74.6499,72.3697,74.2794,734444.0
2021-04-16,74.6974,75.9981,74.3601,75.201,830499.0
2021-04-17,74.6974,75.9981,74.3601,75.201,830499.0
2021-04-18,74.6974,75.9981,74.3601,75.201,830499.0
2021-04-19,74.1464,74.8209,72.8352,74.2509,832395.0
2021-04-20,72.2081,73.1012,68.7877,70.9825,1779505.0
2021-04-21,71.448,75.125,70.3649,75.068,1308364.0
2021-04-22,75.448,77.2493,74.9967,75.372,1959364.0
2021-04-23,75.8375,79.2768,74.7259,79.0964,1243549.0
2021-04-24,75.8375,79.2768,74.7259,79.0964,1243549.0
2021-04-25,75.8375,79.2768,74.7259,79.0964,1243549.0
2021-04-26,79.7425,81.7567,79.1914,81.1866,1378478.0
2021-04-27,81.0536,83.8659,81.0536,83.8089,1120304.0
2021-04-28,83.8059,84.3695,82.8494,84.132,837332.0
2021-04-29,84.8731,85.2213,82.4218,83.6474,812451.0
2021-04-30,82.8303,85.1676,82.4218,85.1391,1114045.0
2021-05-01,82.8303,85.1676,82.4218,85.1391,1114045.0
2021-05-02,82.8303,85.1676,82.4218,85.1391,1114045.0
2021-05-03,85.3101,85.7811,82.0892,84.569,2173736.0
2021-05-04,82.3363,83.9704,78.0513,79.1914,2629360.0
2021-05-05,80.284,81.1771,77.7948,79.771,1329835.0
2021-05-06,78.7164,79.809,76.1606,79.7235,1454118.0
2021-05-07,79.3339,81.4337,77.6712,78.1273,1029766.0
2021-05-08,79.3339,81.4337,77.6712,78.1273,1029766.0
