,OBK US Equity,OBK US Equity,OBK US Equity,OBK US Equity,OBK US Equity
2021-03-15,41.5118,41.5118,40.014,40.863,52918.0
2021-03-16,40.5577,40.6292,39.4605,40.0139,60702.0
2021-03-17,40.2524,40.4527,39.2935,39.8994,39637.0
2021-03-18,40.4432,41.7312,40.2905,40.7199,81688.0
2021-03-19,40.3955,41.6835,39.8421,41.6167,246118.0
2021-03-20,40.3955,41.6835,39.8421,41.6167,246118.0
2021-03-21,40.3955,41.6835,39.8421,41.6167,246118.0
2021-03-22,41.5595,41.5595,40.5386,40.6913,91053.0
2021-03-23,40.1284,40.4909,38.3204,38.6495,64349.0
2021-03-24,39.1934,40.758,38.3344,38.3442,60050.0
2021-03-25,39.1075,40.0043,37.8863,39.5654,37232.0
2021-03-26,40.1284,40.9393,39.7897,40.8057,57360.0
2021-03-27,40.1284,40.9393,39.7897,40.8057,57360.0
2021-03-28,40.1284,40.9393,39.7897,40.8057,57360.0
2021-03-29,40.2333,40.405,39.4223,39.8421,37390.0
2021-03-30,40.1665,41.2732,38.7545,40.7867,85035.0
2021-03-31,40.6626,41.2732,40.4337,40.4623,69418.0
2021-04-01,40.5481,41.0252,40.1284,41.0252,45516.0
2021-04-02,40.5481,41.0252,40.1284,41.0252,45516.0
2021-04-03,40.5481,41.0252,40.1284,41.0252,45516.0
2021-04-04,40.5481,41.0252,40.1284,41.0252,45516.0
2021-04-05,41.0252,41.3114,40.6626,41.1301,46669.0
2021-04-06,41.2065,41.693,40.5481,40.6722,39987.0
2021-04-07,40.6436,41.2732,39.6704,39.9375,54554.0
2021-04-08,39.8898,40.8916,38.8881,40.6626,35331.0
2021-04-09,40.8248,41.111,40.51,40.8057,35658.0
2021-04-10,40.8248,41.111,40.51,40.8057,35658.0
2021-04-11,40.8248,41.111,40.51,40.8057,35658.0
2021-04-12,40.7103,40.9202,40.1856,40.7294,24183.0
2021-04-13,40.5481,40.6006,40.0711,40.0711,28401.0
2021-04-14,40.1761,41.2923,40.1761,40.7867,34606.0
2021-04-15,40.8153,41.1301,40.3001,40.6913,52869.0
2021-04-16,41.092,41.5022,40.2619,40.4718,46746.0
2021-04-17,41.092,41.5022,40.2619,40.4718,46746.0
2021-04-18,41.092,41.5022,40.2619,40.4718,46746.0
2021-04-19,40.2715,40.4623,39.3365,40.052,39309.0
2021-04-20,39.9471,39.9471,38.2965,38.5637,32008.0
2021-04-21,38.6495,39.4796,38.4301,39.2601,26954.0
2021-04-22,39.47,40.0711,38.5732,38.5828,27896.0
2021-04-23,38.7163,40.2333,38.7163,39.7372,24547.0
2021-04-24,38.7163,40.2333,38.7163,39.7372,24547.0
2021-04-25,38.7163,40.2333,38.7163,39.7372,24547.0
2021-04-26,39.8326,40.6626,39.7276,39.9185,61304.0
2021-04-27,39.5392,40.634,38.7287,39.3365,54962.0
2021-04-28,39.575,40.1188,38.4015,39.346,67967.0
2021-04-29,40.2333,41.1015,37.6859,40.8057,97542.0
2021-04-30,40.5481,41.9793,40.5481,41.7217,145828.0
2021-05-01,40.5481,41.9793,40.5481,41.7217,145828.0
2021-05-02,40.5481,41.9793,40.5481,41.7217,145828.0
2021-05-03,41.9793,42.4468,41.3019,41.7884,80079.0
2021-05-04,41.7884,42.4563,41.0633,42.2846,78554.0
2021-05-05,42.2655,42.9381,41.2378,42.9333,107159.0
2021-05-06,42.8379,42.9333,41.8695,42.733,51201.0
2021-05-07,42.3323,42.9333,42.3323,42.7044,48615.0
2021-05-08,42.3323,42.9333,42.3323,42.7044,48615.0
2021-05-09,42.3323,42.9333,42.3323,42.7044,48615.0
2021-05-10,42.9238,42.9333,41.7598,42.0556,75922.0
2021-05-11,42.6376,42.6376,41.6549,42.0747,50117.0
2021-05-12,42.4277,43.1718,41.3114,41.9793,118746.0
2021-05-13,41.8931,43.0414,41.8931,42.4385,88187.0
2021-05-14,42.7735,42.9648,42.2472,42.6491,67555.0
2021-05-15,42.7735,42.9648,42.2472,42.6491,67555.0
2021-05-16,42.7735,42.9648,42.2472,42.6491,67555.0
2021-05-17,42.5151,42.9648,42.2998,42.5821,57430.0
2021-05-18,42.3429,42.85,41.3764,41.5199,33593.0
2021-05-19,41.1467,41.252,39.654,41.252,84305.0
2021-05-20,41.0893,41.7209,40.6683,41.7209,52371.0
2021-05-21,41.7879,42.6395,41.6252,42.4003,89631.0
2021-05-22,41.7879,42.6395,41.6252,42.4003,89631.0
2021-05-23,41.7879,42.6395,41.6252,42.4003,89631.0
2021-05-24,42.3429,42.5725,41.8357,42.1228,69500.0
2021-05-25,42.0175,42.5821,40.9362,41.0319,83029.0
2021-05-26,41.118,42.0845,40.7831,41.7783,46211.0
2021-05-27,42.0558,43.051,41.9888,42.5629,123768.0
2021-05-28,42.4864,42.4864,41.807,42.2472,50438.0
2021-05-29,42.4864,42.4864,41.807,42.2472,50438.0
2021-05-30,42.4864,42.4864,41.807,42.2472,50438.0
2021-05-31,42.4864,42.4864,41.807,42.2472,50438.0
2021-06-01,42.0558,43.6239,41.4816,43.1754,203597.0
2021-06-02,43.4816,44.0079,42.161,42.3237,95939.0
2021-06-03,42.3811,44.0079,41.8654,43.9409,155220.0
2021-06-04,43.8643,43.9887,42.4673,43.1275,68560.0
2021-06-05,43.8643,43.9887,42.4673,43.1275,68560.0
2021-06-06,43.8643,43.9887,42.4673,43.1275,68560.0
2021-06-07,43.1371,43.6436,42.917,43.3285,59118.0
2021-06-08,43.1371,44.6394,42.9074,44.3619,219257.0
2021-06-09,44.0174,44.3332,43.3237,43.9026,135422.0
2021-06-10,44.1992,44.6203,42.2967,42.496,105592.0
2021-06-11,42.6108,43.1275,42.0749,42.4577,47783.0
2021-06-12,42.6108,43.1275,42.0749,42.4577,47783.0
2021-06-13,42.6108,43.1275,42.0749,42.4577,47783.0
2021-06-14,42.6586,43.0414,41.2233,41.5678,56867.0
2021-06-15,41.7496,42.8117,41.2663,42.5151,49313.0
2021-06-16,42.2376,43.0605,41.654,42.8979,39819.0
2021-06-17,42.9935,42.9935,40.831,41.2233,92636.0
2021-06-18,40.5152,40.9745,38.6944,39.0798,138184.0
2021-06-19,40.5152,40.9745,38.6944,39.0798,138184.0
2021-06-20,40.5152,40.9745,38.6944,39.0798,138184.0
2021-06-21,39.4817,41.1276,39.4626,40.9841,57981.0
2021-06-22,41.0223,41.3094,38.5362,41.1372,60266.0
2021-06-23,41.0893,41.8644,40.1803,41.0128,68321.0
2021-06-24,41.2041,41.9601,40.7831,41.7113,53080.0
2021-06-25,41.874,42.0941,41.3477,41.5486,309535.0
2021-06-26,41.874,42.0941,41.3477,41.5486,309535.0
2021-06-27,41.874,42.0941,41.3477,41.5486,309535.0
2021-06-28,41.3668,41.3668,40.0272,40.5726,48772.0
2021-06-29,40.9266,41.0702,40.3047,40.496,48506.0
2021-06-30,40.2855,41.3764,40.2855,40.63,62682.0
2021-07-01,41.051,41.9888,40.9649,41.2329,67970.0
2021-07-02,41.0797,41.0797,40.3525,40.4099,50799.0
2021-07-03,41.0797,41.0797,40.3525,40.4099,50799.0
2021-07-04,41.0797,41.0797,40.3525,40.4099,50799.0
2021-07-05,41.0797,41.0797,40.3525,40.4099,50799.0
2021-07-06,40.4386,40.4386,38.9171,39.5966,53193.0
2021-07-07,39.52,40.2281,39.4722,39.7497,43904.0
2021-07-08,38.8119,39.6635,38.2766,39.2234,37076.0
2021-07-09,39.9028,40.4877,39.0798,40.2855,44754.0
2021-07-10,39.9028,40.4877,39.0798,40.2855,44754.0
2021-07-11,39.9028,40.4877,39.0798,40.2855,44754.0
2021-07-12,40.1898,41.1179,39.5296,40.6778,28361.0
2021-07-13,40.7448,41.5278,39.5966,39.8262,41128.0
2021-07-14,39.5296,40.1037,38.9554,39.4722,27871.0
2021-07-15,39.2329,40.1324,39.0415,39.8262,29279.0
2021-07-16,40.1611,40.1611,38.5631,38.6779,66084.0
2021-07-17,40.1611,40.1611,38.5631,38.6779,66084.0
2021-07-18,40.1611,40.1611,38.5631,38.6779,66084.0
2021-07-19,37.8263,38.4387,37.2617,37.7019,58544.0
2021-07-20,37.8263,39.9984,37.7784,38.7545,100921.0
2021-07-21,39.319,39.9984,38.6109,39.0128,49770.0
2021-07-22,38.831,41.12,37.7976,37.9985,33463.0
2021-07-23,38.4674,38.7784,37.5679,38.4578,29104.0
2021-07-24,38.4674,38.7784,37.5679,38.4578,29104.0
2021-07-25,38.4674,38.7784,37.5679,38.4578,29104.0
2021-07-26,38.5822,39.099,38.5631,38.898,28714.0
2021-07-27,38.5822,39.2096,38.343,38.8023,19479.0
2021-07-28,38.8884,39.7113,38.0942,39.2138,31344.0
2021-07-29,40.008,40.1324,38.3909,39.3669,42892.0
2021-07-30,39.3765,39.8549,38.2952,38.9267,38867.0
2021-07-31,39.3765,39.8549,38.2952,38.9267,38867.0
2021-08-01,39.3765,39.8549,38.2952,38.9267,38867.0
2021-08-02,38.7162,39.5966,37.3861,38.2665,81975.0
2021-08-03,38.5535,38.9937,37.3765,38.8119,57035.0
2021-08-04,38.4196,38.6827,38.2186,38.2282,26183.0
2021-08-05,38.2856,38.9554,37.6564,38.9554,17888.0
2021-08-06,39.4052,40.8744,38.9937,40.3238,63299.0
2021-08-07,39.4052,40.8744,38.9937,40.3238,63299.0
2021-08-08,39.4052,40.8744,38.9937,40.3238,63299.0
2021-08-09,40.0941,40.4386,39.3095,39.941,76153.0
2021-08-10,39.8166,40.1611,39.0588,40.1516,20429.0
2021-08-11,40.3812,43.051,39.5487,40.4003,28219.0
2021-08-12,40.5822,41.6729,36.5249,40.2377,20185.0
2021-08-13,40.2664,40.2664,39.386,39.6157,30843.0
2021-08-14,40.2664,40.2664,39.386,39.6157,30843.0
2021-08-15,40.2664,40.2664,39.386,39.6157,30843.0
2021-08-16,39.2521,39.9984,38.8023,39.6157,14822.0
2021-08-17,39.2999,39.8071,38.831,38.9172,21763.0
2021-08-18,38.8884,39.5583,38.3239,38.3717,27471.0
2021-08-19,38.0069,38.4005,37.4405,38.3429,25934.0
2021-08-20,38.1317,39.3413,38.0213,38.7845,71936.0
2021-08-21,38.1317,39.3413,38.0213,38.7845,71936.0
2021-08-22,38.1317,39.3413,38.0213,38.7845,71936.0
2021-08-23,38.7653,39.8693,38.4485,39.3893,35744.0
2021-08-24,39.1781,39.6581,38.5925,39.2453,34334.0
2021-08-25,38.9957,39.3509,38.7653,38.9285,32892.0
2021-08-26,39.1493,39.4853,38.0837,38.1797,44190.0
2021-08-27,38.5349,39.8213,37.9013,39.1781,42280.0
2021-08-28,38.5349,39.8213,37.9013,39.1781,42280.0
2021-08-29,38.5349,39.8213,37.9013,39.1781,42280.0
2021-08-30,39.3797,39.5106,36.9029,38.6117,25449.0
2021-08-31,38.4005,39.8405,38.2085,39.5045,51611.0
2021-09-01,39.6101,39.6389,39.0245,39.4181,38864.0
2021-09-02,39.3221,39.6725,39.3077,39.5525,33590.0
2021-09-03,39.6005,39.7685,39.2741,39.4661,27564.0
2021-09-04,39.6005,39.7685,39.2741,39.4661,27564.0
2021-09-05,39.6005,39.7685,39.2741,39.4661,27564.0
2021-09-06,39.6005,39.7685,39.2741,39.4661,27564.0
2021-09-07,39.5909,39.7397,39.1253,39.5525,28782.0
2021-09-08,39.2741,39.7829,39.2309,39.4085,40815.0
2021-09-09,39.3221,39.8117,38.1269,38.7269,64927.0
2021-09-10,39.0629,39.3605,38.1509,38.4965,31907.0
2021-09-11,39.0629,39.3605,38.1509,38.4965,31907.0
2021-09-12,39.0629,39.3605,38.1509,38.4965,31907.0
2021-09-13,38.004,39.0341,37.9877,38.6789,38973.0
2021-09-14,38.9957,38.9957,37.5845,37.6037,39503.0
2021-09-15,37.6133,38.5925,37.6037,38.4101,38928.0
2021-09-16,38.4965,39.3317,36.9365,37.7285,76697.0
2021-09-17,38.0357,39.5717,37.3733,38.7845,178858.0
2021-09-18,38.0357,39.5717,37.3733,38.7845,178858.0
2021-09-19,38.0357,39.5717,37.3733,38.7845,178858.0
2021-09-20,37.8821,38.3045,37.0565,38.0549,48736.0
2021-09-21,38.6261,38.6261,37.5941,38.0549,25790.0
2021-09-22,38.4197,39.7349,38.4101,38.8037,38084.0
2021-09-23,39.1973,40.0133,39.1973,39.4757,37547.0
2021-09-24,39.4661,40.5126,39.4565,39.8309,49652.0
2021-09-25,39.4661,40.5126,39.4565,39.8309,49652.0
2021-09-26,39.4661,40.5126,39.4565,39.8309,49652.0
2021-09-27,40.0421,42.2022,40.0037,41.0118,62744.0
2021-09-28,41.2326,41.9238,40.743,40.8966,32060.0
2021-09-29,41.0214,41.9238,39.3221,41.3574,30838.0
2021-09-30,41.5974,41.5974,40.503,40.6566,27919.0
2021-10-01,40.6566,42.0486,40.6566,41.5014,33556.0
2021-10-02,40.6566,42.0486,40.6566,41.5014,33556.0
2021-10-03,40.6566,42.0486,40.6566,41.5014,33556.0
2021-10-04,41.7606,42.0966,41.4822,41.6742,31344.0
2021-10-05,42.1062,42.1062,40.9446,41.3766,34460.0
2021-10-06,41.1462,41.4822,40.6662,41.2518,29830.0
2021-10-07,41.6358,41.799,41.5782,41.799,36147.0
2021-10-08,41.751,41.8854,41.5782,41.7318,40530.0
2021-10-09,41.751,41.8854,41.5782,41.7318,40530.0
2021-10-10,41.751,41.8854,41.5782,41.7318,40530.0
2021-10-11,41.799,41.8326,40.983,41.031,24294.0
2021-10-12,41.5062,41.7606,41.0598,41.2518,32483.0
2021-10-13,41.2518,41.3286,40.4742,41.1846,34040.0
2021-10-14,41.6166,42.159,40.9734,41.6454,65614.0
2021-10-15,42.1638,42.2406,41.4447,41.5686,60062.0
2021-10-16,42.1638,42.2406,41.4447,41.5686,60062.0
2021-10-17,42.1638,42.2406,41.4447,41.5686,60062.0
2021-10-18,41.5494,42.1782,41.4342,41.6358,27158.0
2021-10-19,41.9526,41.9526,41.3286,41.511,20314.0
2021-10-20,41.3094,42.687,41.3094,42.4998,81079.0
2021-10-21,42.6246,42.735,42.207,42.3846,20756.0
2021-10-22,42.5766,43.1814,41.4342,42.9894,58087.0
2021-10-23,42.5766,43.1814,41.4342,42.9894,58087.0
2021-10-24,42.5766,43.1814,41.4342,42.9894,58087.0
2021-10-25,43.1142,43.1142,42.4326,42.9318,39968.0
2021-10-26,43.143,43.2006,42.6822,42.7878,36938.0
2021-10-27,42.4422,43.023,41.4246,41.7414,44425.0
2021-10-28,41.463,42.711,41.463,42.3846,33735.0
2021-10-29,42.5478,43.2342,42.5478,42.8166,52957.0
2021-10-30,42.5478,43.2342,42.5478,42.8166,52957.0
2021-10-31,42.5478,43.2342,42.5478,42.8166,52957.0
2021-11-01,43.1622,44.3958,43.1622,43.6902,58514.0
2021-11-02,44.0262,44.3814,43.6806,43.7478,85956.0
2021-11-03,43.719,44.9094,43.719,44.8326,64596.0
2021-11-04,44.9574,45.1206,43.3254,43.911,46297.0
2021-11-05,44.2182,45.1398,44.2182,44.8038,70924.0
2021-11-06,44.2182,45.1398,44.2182,44.8038,70924.0
2021-11-07,44.2182,45.1398,44.2182,44.8038,70924.0
2021-11-08,45.0534,45.6198,44.4582,44.8902,47917.0
2021-11-09,44.6118,45.6773,44.4966,44.6406,19828.0
2021-11-10,44.7654,45.6102,44.6838,44.8326,38084.0
2021-11-11,44.9094,45.2166,44.4006,44.919,36912.0
2021-11-12,44.5686,44.7606,44.2758,44.487,26299.0
2021-11-13,44.5686,44.7606,44.2758,44.487,26299.0
2021-11-14,44.5686,44.7606,44.2758,44.487,26299.0
2021-11-15,44.7078,45.5254,44.0934,44.5254,42032.0
2021-11-16,44.0742,44.7462,43.599,44.5254,78035.0
2021-11-17,44.858,44.858,43.5078,43.8054,24455.0
2021-11-18,44.7296,44.7296,43.4829,43.8632,45692.0
2021-11-19,43.8535,43.9787,42.2072,43.8632,37772.0
2021-11-20,43.8535,43.9787,42.2072,43.8632,37772.0
2021-11-21,43.8535,43.9787,42.2072,43.8632,37772.0
2021-11-22,44.1038,45.1821,43.8102,44.6334,56992.0
2021-11-23,44.9126,45.3939,44.6526,44.8548,91408.0
2021-11-24,45.1918,45.1918,44.3445,44.4023,26334.0
2021-11-25,45.1918,45.1918,44.3445,44.4023,26334.0
2021-11-26,43.0448,43.3385,41.0134,42.0917,91776.0
2021-11-27,43.0448,43.3385,41.0134,42.0917,91776.0
2021-11-28,43.0448,43.3385,41.0134,42.0917,91776.0
2021-11-29,42.6116,42.9389,41.2252,41.2445,43541.0
2021-11-30,40.792,41.3215,40.4839,40.6187,47396.0
2021-12-01,41.4659,42.1109,40.455,40.532,47308.0
2021-12-02,40.7535,42.4768,40.7535,42.0821,49156.0
2021-12-03,42.1687,42.6501,41.0856,41.2926,46447.0
2021-12-04,42.1687,42.6501,41.0856,41.2926,46447.0
2021-12-05,42.1687,42.6501,41.0856,41.2926,46447.0
2021-12-06,41.851,42.5634,41.7355,41.9954,51553.0
2021-12-07,42.5346,42.6597,41.0904,41.3793,59128.0
2021-12-08,41.1626,41.3889,40.9941,41.3022,23795.0
2021-12-09,40.9268,41.206,40.7342,40.8882,22023.0
2021-12-10,39.8388,40.8305,39.8388,40.5417,27676.0
2021-12-11,39.8388,40.8305,39.8388,40.5417,27676.0
2021-12-12,39.8388,40.8305,39.8388,40.5417,27676.0
2021-12-13,40.2432,40.455,39.319,39.81,38284.0
2021-12-14,39.7714,40.455,39.3382,39.8966,39375.0
2021-12-15,40.2047,40.5898,39.1746,40.1662,69894.0
2021-12-16,40.7438,41.1386,39.8774,40.1854,67945.0
2021-12-17,39.7426,39.8966,38.4814,39.6367,139515.0
2021-12-18,39.7426,39.8966,38.4814,39.6367,139515.0
2021-12-19,39.7426,39.8966,38.4814,39.6367,139515.0
2021-12-20,39.0879,39.3382,38.2407,39.1842,45040.0
2021-12-21,39.4634,40.1084,39.4634,40.0218,23696.0
2021-12-22,39.7811,40.5224,39.7811,40.3491,26862.0
2021-12-23,40.4069,40.9364,40.4069,40.8209,30678.0
2021-12-24,40.4069,40.9364,40.4069,40.8209,30678.0
2021-12-25,40.4069,40.9364,40.4069,40.8209,30678.0
2021-12-26,40.4069,40.9364,40.4069,40.8209,30678.0
2021-12-27,41.0712,41.3793,40.8719,41.3119,13965.0
2021-12-28,41.1386,41.8799,41.1386,41.5718,25825.0
2021-12-29,41.928,41.9569,41.5333,41.5911,29170.0
2021-12-30,40.8112,41.6296,40.8112,41.36,21225.0
2021-12-31,41.0519,41.5525,40.1325,41.3215,18689.0
2022-01-01,41.0519,41.5525,40.1325,41.3215,18689.0
2022-01-02,41.0519,41.5525,40.1325,41.3215,18689.0
2022-01-03,41.6392,42.5153,41.1867,41.8991,41154.0
2022-01-04,42.0724,43.0544,42.0724,42.5538,65350.0
2022-01-05,42.5827,42.8041,42.2939,42.4768,27396.0
2022-01-06,42.5249,43.7091,42.2265,43.6321,27835.0
2022-01-07,43.5455,43.8054,43.3336,43.3818,37490.0
2022-01-08,43.5455,43.8054,43.3336,43.3818,37490.0
2022-01-09,43.5455,43.8054,43.3336,43.3818,37490.0
2022-01-10,43.4973,43.6417,42.8282,43.2085,24126.0
2022-01-11,42.8138,43.0352,42.3805,42.6405,45724.0
2022-01-12,42.8715,42.9774,41.7066,42.4864,78542.0
2022-01-13,42.679,43.194,42.3805,42.9293,46388.0
2022-01-14,42.4287,43.2374,42.395,43.0448,29158.0
2022-01-15,42.4287,43.2374,42.395,43.0448,29158.0
2022-01-16,42.4287,43.2374,42.395,43.0448,29158.0
2022-01-17,42.4287,43.2374,42.395,43.0448,29158.0
2022-01-18,42.5923,42.8619,42.1591,42.265,63161.0
2022-01-19,42.7079,42.7079,41.3889,42.005,36628.0
2022-01-20,42.2072,42.2072,40.6283,40.6957,82182.0
2022-01-21,40.3684,41.928,40.3684,40.8882,58193.0
2022-01-22,40.3684,41.928,40.3684,40.8882,58193.0
2022-01-23,40.3684,41.928,40.3684,40.8882,58193.0
2022-01-24,40.378,41.6633,40.378,41.6392,77372.0
2022-01-25,41.3793,41.7644,40.5017,41.3022,56872.0
2022-01-26,41.6392,41.8799,40.0025,40.8209,47990.0
2022-01-27,41.6392,41.6392,39.8485,40.301,87117.0
2022-01-28,40.4165,40.6283,39.2323,40.3106,47023.0
2022-01-29,40.4165,40.6283,39.2323,40.3106,47023.0
2022-01-30,40.4165,40.6283,39.2323,40.3106,47023.0
2022-01-31,40.0892,41.1289,39.5789,41.1289,66414.0
2022-02-01,40.9653,41.7066,40.7149,41.6488,64890.0
2022-02-02,41.4755,41.9762,41.023,41.851,73332.0
2022-02-03,41.7932,42.342,41.3985,41.6873,145988.0
2022-02-04,41.8606,42.5538,41.3985,42.4864,51887.0
2022-02-05,41.8606,42.5538,41.3985,42.4864,51887.0
2022-02-06,41.8606,42.5538,41.3985,42.4864,51887.0
2022-02-07,42.419,43.194,42.1783,42.7945,63057.0
2022-02-08,42.8234,43.5166,42.7849,43.247,45442.0
2022-02-09,43.2374,43.3625,42.1783,42.3613,45827.0
2022-02-10,42.3324,42.3324,41.5525,41.9665,59478.0
2022-02-11,41.7541,42.3817,41.5223,41.8989,60831.0
2022-02-12,41.7541,42.3817,41.5223,41.8989,60831.0
2022-02-13,41.7541,42.3817,41.5223,41.8989,60831.0
2022-02-14,42.1403,42.1886,41.6575,41.7251,40406.0
2022-02-15,42.0631,42.8356,41.6382,42.6811,75893.0
2022-02-16,42.459,43.2605,42.3335,42.8839,72870.0
2022-02-17,42.5459,42.9997,41.9891,42.5942,84861.0
2022-02-18,42.5459,43.4536,42.5459,43.2315,59267.0
2022-02-19,42.5459,43.4536,42.5459,43.2315,59267.0
2022-02-20,42.5459,43.4536,42.5459,43.2315,59267.0
2022-02-21,42.5459,43.4536,42.5459,43.2315,59267.0
2022-02-22,42.9997,43.3377,42.6328,42.9997,53097.0
2022-02-23,43.1542,43.5405,42.5942,42.9901,56983.0
2022-02-24,41.841,42.7708,40.6726,41.7058,167432.0
2022-02-25,42.15,43.9847,42.15,43.8881,89442.0
2022-02-26,42.15,43.9847,42.15,43.8881,89442.0
2022-02-27,42.15,43.9847,42.15,43.8881,89442.0
2022-02-28,43.5598,44.9503,43.5598,44.593,102718.0
2022-03-01,44.1295,44.4772,41.2326,41.7444,87188.0
2022-03-02,41.8217,43.9364,41.8217,43.3377,63102.0
2022-03-03,43.2701,43.6274,43.1108,43.4826,37365.0
2022-03-04,42.8356,42.9708,41.9472,42.2755,46401.0
2022-03-05,42.8356,42.9708,41.9472,42.2755,46401.0
2022-03-06,42.8356,42.9708,41.9472,42.2755,46401.0
2022-03-07,41.8989,42.5797,41.3099,41.3775,84967.0
2022-03-08,41.5223,42.3817,41.1216,41.3582,66767.0
2022-03-09,42.1693,42.9969,41.9279,42.1114,53770.0
2022-03-10,41.6189,42.3335,41.1457,41.7251,63595.0
2022-03-11,41.9086,42.9225,41.8313,42.3431,37850.0
2022-03-12,41.9086,42.9225,41.8313,42.3431,37850.0
2022-03-13,41.9086,42.9225,41.8313,42.3431,37850.0
2022-03-14,42.8549,43.2315,42.3335,42.6135,42241.0
2022-03-15,42.8452,43.0529,42.2466,42.7101,40680.0
2022-03-16,43.106,43.4343,42.6135,43.0963,75541.0
2022-03-17,42.7197,42.9708,42.3141,42.6811,24887.0
2022-03-18,42.6328,42.8839,41.4934,42.4783,150122.0
2022-03-19,42.6328,42.8839,41.4934,42.4783,150122.0
2022-03-20,42.6328,42.8839,41.4934,42.4783,150122.0
2022-03-21,42.488,42.7101,41.952,42.2272,41447.0
2022-03-22,42.5845,42.8356,42.1983,42.6618,32198.0
2022-03-23,42.3045,42.6231,41.2326,41.2519,34875.0
2022-03-24,41.5127,41.7251,41.0974,41.6575,71350.0
2022-03-25,41.6672,42.2272,41.6092,42.0245,28030.0
2022-03-26,41.6672,42.2272,41.6092,42.0245,28030.0
2022-03-27,41.6672,42.2272,41.6092,42.0245,28030.0
2022-03-28,41.8506,42.0824,41.4258,42.0824,34988.0
2022-03-29,42.3335,42.8259,41.7546,42.3721,70458.0
2022-03-30,42.1886,42.2948,40.9429,41.1361,40767.0
2022-03-31,41.0878,41.5127,40.4988,40.8367,66590.0
2022-04-01,41.0105,41.2375,40.576,40.8174,69931.0
2022-04-02,41.0105,41.2375,40.576,40.8174,69931.0
2022-04-03,41.0105,41.2375,40.576,40.8174,69931.0
2022-04-04,40.8271,40.8271,40.0642,40.2573,35286.0
2022-04-05,40.6498,40.6498,39.8904,39.8904,38777.0
2022-04-06,39.6973,40.1415,39.6586,39.7552,38172.0
2022-04-07,40.0739,40.0739,38.9537,39.06,34133.0
2022-04-08,39.1951,39.3978,38.693,38.7413,33091.0
2022-04-09,39.1951,39.3978,38.693,38.7413,33091.0
2022-04-10,39.1951,39.3978,38.693,38.7413,33091.0
2022-04-11,38.9634,39.6007,38.9634,39.311,51069.0
2022-04-12,39.4076,39.8228,39.0262,39.0986,27406.0
2022-04-13,38.8861,39.7166,38.8379,39.6007,57901.0
2022-04-14,39.6104,39.8373,38.973,39.2724,42948.0
2022-04-15,39.6104,39.8373,38.973,39.2724,42948.0
2022-04-16,39.6104,39.8373,38.973,39.2724,42948.0
2022-04-17,39.6104,39.8373,38.973,39.2724,42948.0
2022-04-18,39.0889,39.7311,38.7123,39.2145,66807.0
2022-04-19,39.4559,40.4118,39.4559,40.3153,29951.0
2022-04-20,40.2767,41.2519,40.2767,40.5953,45107.0
2022-04-21,40.914,41.165,39.8856,39.987,28247.0
2022-04-22,40.1125,40.3346,39.2917,39.3496,28849.0
2022-04-23,40.1125,40.3346,39.2917,39.3496,28849.0
2022-04-24,40.1125,40.3346,39.2917,39.3496,28849.0
2022-04-25,38.9924,39.5041,38.1441,39.1855,57963.0
2022-04-26,38.664,39.0117,38.1716,38.2681,41575.0
2022-04-27,38.2102,38.6391,37.8529,38.2102,40651.0
2022-04-28,37.2446,38.5578,36.3755,37.9495,63139.0
2022-04-29,37.6984,37.6984,36.1196,36.3851,58359.0
2022-04-30,37.6984,37.6984,36.1196,36.3851,58359.0
2022-05-01,37.6984,37.6984,36.1196,36.3851,58359.0
2022-05-02,36.8969,37.2446,36.0279,36.6266,60989.0
2022-05-03,36.4141,37.43,36.3175,37.0997,69019.0
2022-05-04,36.9356,37.7853,36.7424,37.7081,63558.0
2022-05-05,37.3218,37.8046,36.2017,36.7714,159106.0
2022-05-06,36.8293,37.5777,36.1051,36.9935,64970.0
2022-05-07,36.8293,37.5777,36.1051,36.9935,64970.0
2022-05-08,36.8293,37.5777,36.1051,36.9935,64970.0
2022-05-09,36.5976,37.3894,35.7671,36.9935,56538.0
2022-05-10,37.119,37.6405,36.221,36.7617,43763.0
2022-05-11,36.9259,37.3918,36.2838,36.4334,38351.0
2022-05-12,36.5107,36.5107,35.7768,36.3851,33081.0
2022-05-13,36.7231,36.8052,36.0955,36.1244,34166.0
2022-05-14,36.7231,36.8052,36.0955,36.1244,34166.0
2022-05-15,36.7231,36.8052,36.0955,36.1244,34166.0
2022-05-16,36.0081,36.2214,35.6978,36.0857,35072.0
2022-05-17,36.5704,37.5302,36.5607,37.317,37996.0
2022-05-18,36.8516,37.3792,36.4541,36.6965,37336.0
2022-05-19,36.2505,36.7352,35.9305,36.0178,58564.0
2022-05-20,36.2311,36.4638,35.6785,36.2505,128322.0
2022-05-21,36.2311,36.4638,35.6785,36.2505,128322.0
2022-05-22,36.2311,36.4638,35.6785,36.2505,128322.0
2022-05-23,36.3086,36.9582,36.3086,36.5898,42713.0
2022-05-24,36.551,36.9049,35.9499,36.9001,86316.0
2022-05-25,36.2602,37.2685,36.2602,36.8516,51352.0
2022-05-26,37.6369,37.6369,36.9679,37.0067,42893.0
2022-05-27,37.2879,37.6951,37.0552,37.6854,55280.0
2022-05-28,37.2879,37.6951,37.0552,37.6854,55280.0
