,RS US Equity,RS US Equity,RS US Equity,RS US Equity,RS US Equity
,PX_OPEN,PX_HIGH,PX_LOW,PX_LAST,PX_VOLUME
2021-07-20,137.749,143.0518,137.1852,142.1345,411659.0
2021-07-21,143.9786,145.6029,143.5152,144.1219,331543.0
2021-07-22,142.7556,144.0932,139.7862,143.3002,379730.0
2021-07-23,144.5996,145.0774,142.8129,144.571,336987.0
2021-07-24,144.5996,145.0774,142.8129,144.571,336987.0
2021-07-25,144.5996,145.0774,142.8129,144.571,336987.0
2021-07-26,148.2208,150.0075,146.8497,146.9119,398565.0
2021-07-27,146.5583,147.466,144.4324,146.4437,324534.0
2021-07-28,147.1794,147.2272,144.0932,146.673,202103.0
2021-07-29,148.2782,152.3341,147.5855,151.6701,283444.0
2021-07-30,150.9535,152.9743,149.5179,150.1509,220019.0
2021-07-31,150.9535,152.9743,149.5179,150.1509,220019.0
2021-08-01,150.9535,152.9743,149.5179,150.1509,220019.0
2021-08-02,151.5841,152.3007,147.6858,147.7813,359274.0
2021-08-03,148.0297,150.8675,145.5264,150.428,204069.0
2021-08-04,149.3005,149.7735,144.6092,144.7143,285688.0
2021-08-05,144.9914,146.3863,142.9945,143.7015,276550.0
2021-08-06,145.7557,146.8068,144.184,145.9277,163936.0
2021-08-07,145.7557,146.8068,144.184,145.9277,163936.0
2021-08-08,145.7557,146.8068,144.184,145.9277,163936.0
2021-08-09,144.7143,147.3023,144.1123,146.4914,196081.0
2021-08-10,146.5583,150.9248,146.5583,150.5331,320292.0
2021-08-11,151.4407,152.9504,149.9502,152.8644,299096.0
2021-08-12,152.0271,153.0059,149.3067,151.7392,193122.0
2021-08-13,151.1635,152.0463,150.084,150.7893,174734.0
2021-08-14,151.1635,152.0463,150.084,150.7893,174734.0
2021-08-15,151.1635,152.0463,150.084,150.7893,174734.0
2021-08-16,148.9564,149.8393,145.4827,148.9469,234275.0
2021-08-17,147.7858,147.9105,143.9762,146.4039,165116.0
2021-08-18,144.8398,147.4307,143.6787,143.8227,262289.0
2021-08-19,140.6752,144.8254,140.4449,143.6883,362392.0
2021-08-20,143.7459,145.5883,143.1893,143.8227,528755.0
2021-08-21,143.7459,145.5883,143.1893,143.8227,528755.0
2021-08-22,143.7459,145.5883,143.1893,143.8227,528755.0
2021-08-23,145.8762,146.1928,144.5232,144.9742,274785.0
2021-08-24,147.3443,148.9852,145.7322,146.3848,335990.0
2021-08-25,146.2888,147.3156,145.0605,145.5691,256769.0
2021-08-26,146.0585,146.4135,143.5636,143.5828,296679.0
2021-08-27,144.8974,147.757,144.4944,146.9029,272559.0
2021-08-28,144.8974,147.757,144.4944,146.9029,272559.0
2021-08-29,144.8974,147.757,144.4944,146.9029,272559.0
2021-08-30,147.3731,148.16,145.8154,146.4711,352122.0
2021-08-31,146.1065,146.1065,143.7651,143.9762,230959.0
2021-09-01,143.151,144.1489,139.6582,143.4964,292460.0
2021-09-02,144.408,144.4272,142.6712,143.5828,279138.0
2021-09-03,143.4772,144.1489,142.7383,143.5348,349673.0
2021-09-04,143.4772,144.1489,142.7383,143.5348,349673.0
2021-09-05,143.4772,144.1489,142.7383,143.5348,349673.0
2021-09-06,143.4772,144.1489,142.7383,143.5348,349673.0
2021-09-07,143.3429,144.5615,142.8727,142.9974,276512.0
2021-09-08,142.2202,142.9302,141.0591,142.057,323154.0
2021-09-09,142.009,144.0338,141.5389,142.6424,328881.0
2021-09-10,143.554,144.7918,142.1626,142.5848,424651.0
2021-09-11,143.554,144.7918,142.1626,142.5848,424651.0
2021-09-12,143.554,144.7918,142.1626,142.5848,424651.0
2021-09-13,144.456,144.456,141.7979,143.5732,358455.0
2021-09-14,143.1126,143.1126,139.6677,140.1379,218008.0
2021-09-15,141.7404,144.3169,141.0782,144.0242,408400.0
2021-09-16,143.7939,143.7939,140.205,140.5121,272489.0
2021-09-17,139.7156,139.85,137.1439,138.2571,938870.0
2021-09-18,139.7156,139.85,137.1439,138.2571,938870.0
2021-09-19,139.7156,139.85,137.1439,138.2571,938870.0
2021-09-20,133.6798,135.4935,129.9854,135.3591,454111.0
2021-09-21,136.4818,136.4818,132.8162,134.5051,533687.0
2021-09-22,136.952,140.1379,136.952,137.8828,457693.0
2021-09-23,138.6217,140.5985,138.1275,138.5545,389645.0
2021-09-24,138.1515,139.2838,137.0,137.1056,226684.0
2021-09-25,138.1515,139.2838,137.0,137.1056,226684.0
2021-09-26,138.1515,139.2838,137.0,137.1056,226684.0
2021-09-27,137.2687,140.1666,137.2687,139.5237,201075.0
2021-09-28,139.5333,141.299,137.1535,140.0227,263171.0
