,RS US Equity,RS US Equity,RS US Equity,RS US Equity,RS US Equity
,PX_OPEN,PX_HIGH,PX_LOW,PX_LAST,PX_VOLUME
2020-05-07,82.2944,83.965,82.2944,82.6946,288154.0
2020-05-08,84.3792,86.6222,84.1465,86.4361,460801.0
2020-05-09,84.3792,86.6222,84.1465,86.4361,460801.0
2020-05-10,84.3792,86.6222,84.1465,86.4361,460801.0
2020-05-11,84.1465,85.5519,83.2158,85.0028,564891.0
2020-05-12,85.2355,85.2355,80.9634,80.9634,429274.0
2020-05-13,78.3016,80.042,76.7938,77.2685,460381.0
2020-05-14,75.7607,79.7907,74.6438,79.6046,395444.0
2020-05-15,79.2602,81.7406,77.9851,81.4846,307001.0
2020-05-16,79.2602,81.7406,77.9851,81.4846,307001.0
2020-05-17,79.2602,81.7406,77.9851,81.4846,307001.0
2020-05-18,84.9842,87.5157,84.2894,86.9945,445426.0
2020-05-19,86.4361,87.7484,84.9842,85.0865,330039.0
2020-05-20,85.5054,86.7898,84.7049,84.9748,413077.0
2020-05-21,84.8911,86.1057,84.7236,84.9562,366739.0
2020-05-22,84.9935,85.5891,83.3926,85.1238,149621.0
2020-05-23,84.9935,85.5891,83.3926,85.1238,149621.0
2020-05-24,84.9935,85.5891,83.3926,85.1238,149621.0
2020-05-25,84.9935,85.5891,83.3926,85.1238,149621.0
2020-05-26,88.4185,88.9863,87.1714,87.6181,280510.0
2020-05-27,89.2841,92.0204,88.7722,91.9087,502842.0
2020-05-28,93.0186,93.0186,90.6677,91.4919,414967.0
2020-05-29,90.7988,91.0891,88.682,90.855,542558.0
2020-05-30,90.7988,91.0891,88.682,90.855,542558.0
2020-05-31,90.7988,91.0891,88.682,90.855,542558.0
2020-06-01,91.1641,92.171,90.2836,91.7542,397393.0
2020-06-02,92.9999,92.9999,91.5434,92.2974,387933.0
2020-06-03,93.4308,95.8661,93.1123,93.8054,880334.0
2020-06-04,93.2715,94.7608,92.4192,94.6952,444977.0
2020-06-05,97.1961,99.0788,95.3322,95.4633,456883.0
2020-06-06,97.1961,99.0788,95.3322,95.4633,456883.0
2020-06-07,97.1961,99.0788,95.3322,95.4633,456883.0
2020-06-08,96.5779,97.687,95.0184,95.66,326774.0
2020-06-09,93.871,94.8264,92.5409,94.6671,429226.0
2020-06-10,94.6671,96.7652,94.5126,95.4633,635563.0
2020-06-11,92.0071,92.7051,85.6659,85.8814,399919.0
2020-06-12,88.3448,90.1057,85.4692,87.2489,491841.0
2020-06-13,88.3448,90.1057,85.4692,87.2489,491841.0
2020-06-14,88.3448,90.1057,85.4692,87.2489,491841.0
2020-06-15,84.1673,88.682,84.1673,87.8671,505070.0
2020-06-16,91.6511,93.3746,90.1525,90.9018,421968.0
2020-06-17,90.6115,91.1828,89.5671,89.8996,291410.0
2020-06-18,88.8412,90.012,88.5508,89.4313,377858.0
2020-06-19,90.2087,90.9205,88.2417,89.6842,1114096.0
2020-06-20,90.2087,90.9205,88.2417,89.6842,1114096.0
2020-06-21,90.2087,90.9205,88.2417,89.6842,1114096.0
2020-06-22,89.6748,90.3679,88.3541,90.1525,336502.0
2020-06-23,91.5949,91.8853,89.2908,89.3376,256136.0
2020-06-24,88.1293,88.2979,85.1414,85.2913,513568.0
2020-06-25,85.3381,87.0709,84.2984,87.0054,293634.0
2020-06-26,86.0031,86.0031,83.9238,84.6825,599560.0
2020-06-27,86.0031,86.0031,83.9238,84.6825,599560.0
2020-06-28,86.0031,86.0031,83.9238,84.6825,599560.0
2020-06-29,85.7409,87.9139,85.7409,87.0054,520811.0
2020-06-30,86.537,89.1877,86.537,88.9161,419604.0
2020-07-01,89.4781,89.4781,86.4434,87.0803,321945.0
2020-07-02,89.0191,89.9371,87.4268,88.3729,326775.0
2020-07-03,89.0191,89.9371,87.4268,88.3729,326775.0
2020-07-04,89.0191,89.9371,87.4268,88.3729,326775.0
2020-07-05,89.0191,89.9371,87.4268,88.3729,326775.0
2020-07-06,90.2181,90.2555,87.5275,89.1315,279056.0
2020-07-07,87.8577,89.1971,87.1365,87.9139,390743.0
2020-07-08,88.3448,88.4899,85.9657,86.2654,373054.0
2020-07-09,86.9773,87.1458,83.7177,84.186,434353.0
2020-07-10,84.1954,86.6869,84.1954,86.6026,248840.0
2020-07-11,84.1954,86.6869,84.1954,86.6026,248840.0
2020-07-12,84.1954,86.6869,84.1954,86.6026,248840.0
2020-07-13,88.0544,88.0544,85.3568,85.4599,396210.0
2020-07-14,84.9822,87.9514,84.3078,87.942,604275.0
2020-07-15,89.5905,89.7685,87.8671,89.0753,284027.0
2020-07-16,88.607,89.0285,88.0638,88.5696,220528.0
2020-07-17,88.7475,89.1222,87.9045,88.1855,231839.0
2020-07-18,88.7475,89.1222,87.9045,88.1855,231839.0
2020-07-19,88.7475,89.1222,87.9045,88.1855,231839.0
2020-07-20,88.045,88.5602,87.6797,87.9326,254371.0
2020-07-21,88.2511,90.3679,88.2511,89.3282,377291.0
2020-07-22,88.5977,90.5459,88.4853,90.3867,313085.0
2020-07-23,95.0793,100.2777,93.8897,94.433,760407.0
2020-07-24,94.3674,95.9691,92.8126,95.9597,575638.0
2020-07-25,94.3674,95.9691,92.8126,95.9597,575638.0
2020-07-26,94.3674,95.9691,92.8126,95.9597,575638.0
2020-07-27,95.8567,97.0088,94.7046,96.9057,412774.0
2020-07-28,96.0628,96.0628,93.7399,93.8991,251165.0
2020-07-29,94.5922,95.5008,93.7492,95.3134,232573.0
2020-07-30,93.7024,94.3393,92.5035,93.2528,283002.0
2020-07-31,93.2247,93.2247,91.1453,92.0352,345277.0
2020-08-01,93.2247,93.2247,91.1453,92.0352,345277.0
2020-08-02,93.2247,93.2247,91.1453,92.0352,345277.0
2020-08-03,92.9343,95.379,92.1476,94.6859,468942.0
2020-08-04,96.7933,96.9807,94.6156,95.6038,245610.0
2020-08-05,97.2804,98.137,96.1083,96.2782,188574.0
2020-08-06,95.8286,96.414,95.4539,95.8192,338559.0
2020-08-07,95.1729,97.6925,94.2082,97.5427,268206.0
2020-08-08,95.1729,97.6925,94.2082,97.5427,268206.0
2020-08-09,95.1729,97.6925,94.2082,97.5427,268206.0
2020-08-10,98.1421,100.1419,98.0484,99.8843,266979.0
2020-08-11,100.9146,102.4975,99.8187,100.2402,469943.0
2020-08-12,101.2893,101.3829,99.7157,100.6336,259958.0
2020-08-13,100.0071,100.4122,99.0744,99.5454,188801.0
2020-08-14,99.0838,101.2853,98.9172,100.1672,279748.0
2020-08-15,99.0838,101.2853,98.9172,100.1672,279748.0
2020-08-16,99.0838,101.2853,98.9172,100.1672,279748.0
2020-08-17,100.3557,101.6558,100.0071,100.4687,1107378.0
2020-08-18,100.789,101.6275,99.8657,100.0259,228831.0
2020-08-19,99.5925,100.8173,98.4761,98.6127,237607.0
2020-08-20,97.4916,100.0683,97.2278,99.1968,540461.0
2020-08-21,98.3301,98.9409,97.2466,97.501,546476.0
2020-08-22,98.3301,98.9409,97.2466,97.501,546476.0
2020-08-23,98.3301,98.9409,97.2466,97.501,546476.0
2020-08-24,98.4808,99.7715,97.7177,99.6679,246417.0
2020-08-25,99.5454,100.2049,97.8778,98.7823,215939.0
2020-08-26,98.5373,99.4324,98.1087,99.1686,250326.0
2020-08-27,99.7715,100.1484,98.9801,99.4324,276969.0
2020-08-28,99.781,100.4875,98.9896,100.1201,266786.0
2020-08-29,99.781,100.4875,98.9896,100.1201,266786.0
2020-08-30,99.781,100.4875,98.9896,100.1201,266786.0
2020-08-31,100.5535,100.7796,98.7352,98.8011,445691.0
2020-09-01,98.9801,100.9445,98.4902,100.8173,276882.0
2020-09-02,100.5723,103.1067,99.6962,102.9182,328401.0
2020-09-03,102.353,104.1619,100.3557,100.7796,327874.0
2020-09-04,102.4472,103.1161,100.4875,101.7029,413053.0
2020-09-05,102.4472,103.1161,100.4875,101.7029,413053.0
2020-09-06,102.4472,103.1161,100.4875,101.7029,413053.0
2020-09-07,102.4472,103.1161,100.4875,101.7029,413053.0
2020-09-08,100.1672,100.3651,97.8307,97.859,283059.0
2020-09-09,98.4525,101.4203,98.3112,99.6773,315587.0
2020-09-10,100.2991,100.318,98.0757,98.1322,278425.0
2020-09-11,98.3018,99.6302,97.2184,98.9236,504168.0
2020-09-12,98.3018,99.6302,97.2184,98.9236,504168.0
2020-09-13,98.3018,99.6302,97.2184,98.9236,504168.0
2020-09-14,99.6585,99.9976,98.5844,99.9317,310715.0
2020-09-15,100.6383,101.5616,100.0259,100.2143,187793.0
2020-09-16,100.4593,101.6558,99.8281,100.252,515396.0
2020-09-17,99.291,102.0797,97.8967,101.2601,271216.0
2020-09-18,101.8819,102.8617,99.6585,100.431,724987.0
2020-09-19,101.8819,102.8617,99.6585,100.431,724987.0
2020-09-20,101.8819,102.8617,99.6585,100.431,724987.0
2020-09-21,98.3112,98.4808,94.213,95.3906,299570.0
2020-09-22,95.4848,96.5636,94.1941,94.9572,317120.0
2020-09-23,94.75,96.8698,94.6463,94.9196,315625.0
2020-09-24,94.7594,97.6423,94.1965,96.003,259352.0
2020-09-25,95.1645,97.0299,94.6463,96.6813,149611.0
2020-09-26,95.1645,97.0299,94.6463,96.6813,149611.0
2020-09-27,95.1645,97.0299,94.6463,96.6813,149611.0
2020-09-28,98.6975,99.7951,97.5764,98.2359,187047.0
2020-09-29,97.8213,98.4007,96.182,96.2197,218205.0
2020-09-30,96.1538,97.6706,95.5225,96.1349,389718.0
2020-10-01,96.5777,99.2628,96.4458,98.6881,437721.0
2020-10-02,96.9263,100.855,96.9263,99.8469,262023.0
2020-10-03,96.9263,100.855,96.9263,99.8469,262023.0
2020-10-04,96.9263,100.855,96.9263,99.8469,262023.0
2020-10-05,100.9209,102.9277,100.8267,102.0609,259918.0
2020-10-06,102.7675,103.4458,100.2238,100.3651,324062.0
2020-10-07,102.0326,103.6154,100.3651,103.1255,257677.0
2020-10-08,103.6343,105.5279,103.248,105.5185,208370.0
2020-10-09,106.5078,107.0071,105.0098,105.283,193441.0
2020-10-10,106.5078,107.0071,105.0098,105.283,193441.0
2020-10-11,106.5078,107.0071,105.0098,105.283,193441.0
2020-10-12,105.641,107.1955,105.1322,106.065,168257.0
2020-10-13,104.9815,106.3947,104.0205,105.6598,210387.0
2020-10-14,106.065,107.0448,105.4808,105.8388,180034.0
2020-10-15,104.3032,106.7904,104.2561,106.6585,233832.0
2020-10-16,106.7339,107.7419,105.9613,106.6868,295531.0
2020-10-17,106.7339,107.7419,105.9613,106.6868,295531.0
2020-10-18,106.7339,107.7419,105.9613,106.6868,295531.0
2020-10-19,106.8658,108.5004,105.3207,105.8954,575066.0
2020-10-20,106.96,108.3355,105.5845,105.7446,352017.0
2020-10-21,105.7729,106.9882,105.5185,105.5185,318286.0
2020-10-22,101.75,104.7224,100.8079,104.3314,517380.0
2020-10-23,106.0744,106.1121,103.9263,104.8025,374967.0
2020-10-24,106.0744,106.1121,103.9263,104.8025,374967.0
2020-10-25,106.0744,106.1121,103.9263,104.8025,374967.0
2020-10-26,103.6625,104.2466,101.4391,101.6558,367631.0
2020-10-27,101.0246,103.964,100.8173,102.5885,477616.0
2020-10-28,100.1107,101.6746,99.8563,100.1861,434071.0
2020-10-29,99.3193,103.4364,98.933,102.4189,445369.0
2020-10-30,101.9384,103.4364,101.213,102.6827,413310.0
2020-10-31,101.9384,103.4364,101.213,102.6827,413310.0
2020-11-01,101.9384,103.4364,101.213,102.6827,413310.0
2020-11-02,104.0394,104.8119,102.7675,104.501,263748.0
2020-11-03,106.0744,106.0744,104.3314,105.1322,309533.0
2020-11-04,103.6814,104.6108,101.147,101.995,290610.0
2020-11-05,103.2197,106.9694,103.2197,105.6316,251360.0
2020-11-06,106.8281,107.3463,105.2453,105.8012,210777.0
2020-11-07,106.8281,107.3463,105.2453,105.8012,210777.0
2020-11-08,106.8281,107.3463,105.2453,105.8012,210777.0
2020-11-09,112.0663,115.0906,108.5522,110.427,359285.0
2020-11-10,111.1525,113.4136,110.3799,112.104,346263.0
2020-11-11,112.3113,112.3961,109.3153,110.4364,227388.0
2020-11-12,109.6922,110.0407,107.3086,108.392,211585.0
2020-11-13,109.4095,111.9156,109.4095,111.3597,152858.0
2020-11-14,109.4095,111.9156,109.4095,111.3597,152858.0
2020-11-15,109.4095,111.9156,109.4095,111.3597,152858.0
2020-11-16,113.9788,114.9304,112.3584,113.8281,350779.0
2020-11-17,112.4149,114.7325,112.0381,114.4876,286694.0
2020-11-18,114.3557,114.7797,111.7743,111.7931,520454.0
2020-11-19,111.9967,113.1806,111.097,111.6084,240725.0
2020-11-20,111.7315,112.7544,111.1159,111.9494,271652.0
2020-11-21,111.7315,112.7544,111.1159,111.9494,271652.0
2020-11-22,111.7315,112.7544,111.1159,111.9494,271652.0
2020-11-23,113.1806,114.1846,112.1019,113.4837,228699.0
2020-11-24,113.7489,116.5808,113.1948,116.164,482303.0
2020-11-25,115.5389,115.8799,113.2374,114.9991,227194.0
2020-11-26,115.5389,115.8799,113.2374,114.9991,227194.0
2020-11-27,115.3116,115.8799,114.3787,114.8191,140046.0
2020-11-28,115.3116,115.8799,114.3787,114.8191,140046.0
2020-11-29,115.3116,115.8799,114.3787,114.8191,140046.0
2020-11-30,114.2319,114.4261,111.5326,111.5705,471717.0
2020-12-01,113.7962,115.1222,113.4079,113.8815,321064.0
2020-12-02,113.9383,114.2414,112.3945,112.7923,738482.0
2020-12-03,113.1238,114.0614,112.1909,113.1522,337651.0
2020-12-04,113.9099,115.5727,113.7157,115.1033,285588.0
2020-12-05,113.9099,115.5727,113.7157,115.1033,285588.0
2020-12-06,113.9099,115.5727,113.7157,115.1033,285588.0
2020-12-07,114.6486,115.4348,113.8057,114.0709,347029.0
2020-12-08,113.37,115.5958,112.7828,114.6202,380970.0
2020-12-09,115.7852,116.2019,113.6636,113.7299,376480.0
2020-12-10,113.2753,116.3535,113.1333,115.8231,349266.0
2020-12-11,114.9328,115.8089,113.5453,114.8665,284456.0
2020-12-12,114.9328,115.8089,113.5453,114.8665,284456.0
2020-12-13,114.9328,115.8089,113.5453,114.8665,284456.0
2020-12-14,116.164,116.3535,113.1522,113.2469,377627.0
2020-12-15,114.8854,115.5484,112.7071,115.4537,382092.0
2020-12-16,115.9557,116.3724,113.5689,113.7773,280262.0
2020-12-17,114.3835,114.3835,112.6597,113.4269,280366.0
2020-12-18,113.9288,113.9288,110.917,111.5137,1232810.0
2020-12-19,113.9288,113.9288,110.917,111.5137,1232810.0
2020-12-20,113.9288,113.9288,110.917,111.5137,1232810.0
2020-12-21,109.9415,112.4892,109.9415,112.3945,228529.0
2020-12-22,112.1767,112.7355,111.1064,111.2959,246444.0
2020-12-23,111.8452,112.9154,111.6936,112.2146,173768.0
2020-12-24,112.7165,112.7165,111.0591,111.8736,67243.0
2020-12-25,112.7165,112.7165,111.0591,111.8736,67243.0
2020-12-26,112.7165,112.7165,111.0591,111.8736,67243.0
2020-12-27,112.7165,112.7165,111.0591,111.8736,67243.0
2020-12-28,112.6786,113.5784,111.8878,112.1483,144373.0
2020-12-29,112.4987,113.2659,111.5326,111.9209,207296.0
2020-12-30,112.1483,114.4592,111.8168,112.8586,235176.0
2020-12-31,113.3227,114.2509,112.0914,113.4174,226964.0
2021-01-01,113.3227,114.2509,112.0914,113.4174,226964.0
2021-01-02,113.3227,114.2509,112.0914,113.4174,226964.0
2021-01-03,113.3227,114.2509,112.0914,113.4174,226964.0
2021-01-04,115.34,117.3669,112.4135,113.3795,266016.0
2021-01-05,113.389,117.4995,113.389,116.6281,351712.0
2021-01-06,119.6968,124.6597,119.6968,124.1104,748756.0
2021-01-07,125.1901,126.9347,123.8262,125.4363,637846.0
2021-01-08,123.4474,125.0196,122.3677,124.3471,591473.0
2021-01-09,123.4474,125.0196,122.3677,124.3471,591473.0
2021-01-10,123.4474,125.0196,122.3677,124.3471,591473.0
2021-01-11,122.2351,126.5634,121.5531,125.2564,305539.0
2021-01-12,125.2564,128.1735,123.9541,128.0598,420388.0
2021-01-13,127.179,127.179,123.3716,125.1332,282836.0
2021-01-14,126.5066,127.2548,124.4703,124.9628,458128.0
2021-01-15,122.756,123.1538,119.9809,120.8807,322301.0
2021-01-16,122.756,123.1538,119.9809,120.8807,322301.0
2021-01-17,122.756,123.1538,119.9809,120.8807,322301.0
2021-01-18,122.756,123.1538,119.9809,120.8807,322301.0
2021-01-19,121.8183,122.6992,120.7576,121.4016,379018.0
2021-01-20,122.0646,122.756,120.284,121.6479,275751.0
2021-01-21,121.7047,121.8562,118.6171,118.7781,375631.0
2021-01-22,117.812,119.8152,117.3101,119.5452,290001.0
2021-01-23,117.812,119.8152,117.3101,119.5452,290001.0
2021-01-24,117.812,119.8152,117.3101,119.5452,290001.0
2021-01-25,119.9715,119.9715,117.8215,119.0149,411130.0
2021-01-26,119.9146,119.9146,116.1072,116.2114,386609.0
2021-01-27,114.7528,115.5105,111.6936,113.0291,468364.0
2021-01-28,114.8191,115.1222,110.5382,111.3621,477439.0
2021-01-29,111.5895,111.7647,108.2177,109.9415,565538.0
2021-01-30,111.5895,111.7647,108.2177,109.9415,565538.0
2021-01-31,111.5895,111.7647,108.2177,109.9415,565538.0
2021-02-01,111.6179,113.2374,110.0457,112.8775,323576.0
2021-02-02,113.2564,114.6108,112.4987,114.4687,312885.0
2021-02-03,114.6108,115.9746,114.5066,115.6431,241161.0
2021-02-04,116.0883,117.6415,114.7812,117.3669,256267.0
2021-02-05,118.7876,119.4884,116.9975,117.1964,328526.0
2021-02-06,118.7876,119.4884,116.9975,117.1964,328526.0
2021-02-07,118.7876,119.4884,116.9975,117.1964,328526.0
2021-02-08,118.7686,119.6272,117.1825,117.9446,287996.0
2021-02-09,117.6226,118.6455,116.6944,118.2288,401241.0
2021-02-10,119.0433,119.3274,117.2153,117.3006,187807.0
2021-02-11,117.3858,118.0981,116.1262,117.7647,230233.0
2021-02-12,117.3953,119.119,116.9501,118.9486,160703.0
2021-02-13,117.3953,119.119,116.9501,118.9486,160703.0
2021-02-14,117.3953,119.119,116.9501,118.9486,160703.0
2021-02-15,117.3953,119.119,116.9501,118.9486,160703.0
2021-02-16,119.6968,121.3069,119.3037,120.7481,288393.0
2021-02-17,120.8523,121.5058,118.7876,118.797,358094.0
2021-02-18,118.8539,122.1404,117.4711,120.1893,439884.0
2021-02-19,121.0796,125.0101,119.7299,124.4229,474915.0
2021-02-20,121.0796,125.0101,119.7299,124.4229,474915.0
2021-02-21,121.0796,125.0101,119.7299,124.4229,474915.0
2021-02-22,124.4229,128.8081,124.3917,128.2114,463788.0
2021-02-23,127.9557,128.8507,126.4403,128.3724,400938.0
2021-02-24,128.3724,131.3179,127.359,130.8823,595017.0
2021-02-25,131.6494,132.0756,127.6621,128.2587,338129.0
2021-02-26,127.5673,128.2682,124.1956,125.209,358807.0
2021-02-27,127.5673,128.2682,124.1956,125.209,358807.0
2021-02-28,127.5673,128.2682,124.1956,125.209,358807.0
2021-03-01,127.9367,132.5113,127.4537,131.962,505879.0
2021-03-02,132.265,132.4639,130.3235,131.3558,380788.0
2021-03-03,132.0188,135.0306,130.7781,133.0133,375991.0
2021-03-04,133.0417,133.0417,127.5484,129.3195,325258.0
2021-03-05,131.1001,133.4489,128.7512,132.8523,439084.0
2021-03-06,131.1001,133.4489,128.7512,132.8523,439084.0
2021-03-07,131.1001,133.4489,128.7512,132.8523,439084.0
2021-03-08,134.2351,139.5389,133.089,138.9043,424713.0
2021-03-09,138.516,139.34,135.0733,138.2792,452090.0
2021-03-10,138.5255,141.7646,136.9628,140.8744,372439.0
2021-03-11,142.5752,143.9358,141.357,143.7455,408848.0
2021-03-12,144.6495,146.6191,143.4981,145.4202,427238.0
2021-03-13,144.6495,146.6191,143.4981,145.4202,427238.0
2021-03-14,144.6495,146.6191,143.4981,145.4202,427238.0
2021-03-15,145.639,145.639,142.8892,144.9635,346655.0
2021-03-16,145.1823,145.4963,142.2231,142.6989,339120.0
2021-03-17,142.3183,144.907,140.8529,142.6608,403739.0
2021-03-18,143.2412,146.2956,141.2335,142.1089,594282.0
2021-03-19,142.48,142.9748,138.4075,141.5666,1279568.0
2021-03-20,142.48,142.9748,138.4075,141.5666,1279568.0
2021-03-21,142.48,142.9748,138.4075,141.5666,1279568.0
2021-03-22,140.7578,141.2811,138.6644,138.8357,382636.0
2021-03-23,137.3038,138.0269,133.7736,134.5539,583871.0
2021-03-24,136.5711,139.6064,135.2865,135.4959,281082.0
2021-03-25,134.1447,140.2439,133.5929,139.6064,326387.0
2021-03-26,140.9861,148.1701,140.9861,148.0749,478374.0
2021-03-27,140.9861,148.1701,140.9861,148.0749,478374.0
2021-03-28,140.9861,148.1701,140.9861,148.0749,478374.0
2021-03-29,147.1234,150.939,143.2222,143.4886,533163.0
2021-03-30,143.3554,145.0967,141.9281,143.9168,341147.0
2021-03-31,145.3726,146.7523,143.3649,144.9064,543415.0
2021-04-01,144.678,148.4555,143.3935,148.1035,409714.0
2021-04-02,144.678,148.4555,143.3935,148.1035,409714.0
2021-04-03,144.678,148.4555,143.3935,148.1035,409714.0
2021-04-04,144.678,148.4555,143.3935,148.1035,409714.0
2021-04-05,150.4537,151.3101,148.4365,149.3404,365311.0
2021-04-06,149.1882,150.3395,146.2766,147.3518,457261.0
2021-04-07,147.9037,148.4841,146.0863,147.0378,277231.0
2021-04-08,146.4954,147.3327,144.4972,146.7999,373178.0
2021-04-09,146.4288,148.6801,146.1529,146.7809,355637.0
2021-04-10,146.4288,148.6801,146.1529,146.7809,355637.0
2021-04-11,146.4288,148.6801,146.1529,146.7809,355637.0
2021-04-12,147.6182,149.4594,147.19,148.9979,254392.0
2021-04-13,148.9598,149.1121,145.2442,146.8189,246502.0
2021-04-14,147.78,150.2824,147.3042,147.9988,307844.0
2021-04-15,149.1121,149.1121,146.681,147.5706,292501.0
2021-04-16,149.683,149.8162,147.4279,148.446,298715.0
2021-04-17,149.683,149.8162,147.4279,148.446,298715.0
2021-04-18,149.683,149.8162,147.4279,148.446,298715.0
2021-04-19,147.9607,149.2643,145.8484,147.7704,281662.0
2021-04-20,148.2557,148.4365,144.7303,145.4392,343315.0
2021-04-21,144.5829,148.2462,144.012,147.5992,393264.0
2021-04-22,150.4157,150.5108,145.011,147.6372,335866.0
2021-04-23,149.055,150.4918,147.8703,149.8543,294215.0
2021-04-24,149.055,150.4918,147.8703,149.8543,294215.0
2021-04-25,149.055,150.4918,147.8703,149.8543,294215.0
2021-04-26,151.1388,153.0799,150.7297,152.0618,586847.0
2021-04-27,151.3957,152.528,149.8733,152.2616,335859.0
2021-04-28,151.7573,155.2969,151.5099,154.2598,269000.0
2021-04-29,155.4206,156.924,152.6993,155.6871,453527.0
2021-04-30,153.4986,155.6775,152.1617,152.5375,332187.0
2021-05-01,153.4986,155.6775,152.1617,152.5375,332187.0
2021-05-02,153.4986,155.6775,152.1617,152.5375,332187.0
2021-05-03,155.1447,157.7994,154.2217,156.572,302429.0
2021-05-04,155.7632,161.6055,155.7632,160.6635,375817.0
2021-05-05,161.6055,163.8701,159.3868,162.9947,388154.0
2021-05-06,164.1651,166.5153,162.1003,166.5058,351371.0
2021-05-07,166.9815,169.1986,163.48,168.6467,289810.0
2021-05-08,166.9815,169.1986,163.48,168.6467,289810.0
2021-05-09,166.9815,169.1986,163.48,168.6467,289810.0
2021-05-10,171.4061,172.4195,166.8103,167.1623,508347.0
2021-05-11,164.9358,168.9226,164.2507,167.9235,481955.0
2021-05-12,167.3051,167.9521,158.3798,159.6929,489241.0
2021-05-13,160.5398,165.9254,160.0831,164.0794,433130.0
2021-05-14,164.7931,165.2783,161.3771,162.2906,473544.0
2021-05-15,164.7931,165.2783,161.3771,162.2906,473544.0
2021-05-16,164.7931,165.2783,161.3771,162.2906,473544.0
2021-05-17,162.1859,162.9471,158.8889,162.3286,545377.0
2021-05-18,162.3001,163.2897,159.5312,159.6739,306765.0
2021-05-19,156.6957,158.5701,153.5461,158.3228,362177.0
2021-05-20,157.4664,158.5939,155.7727,157.5615,422338.0
2021-05-21,159.4075,160.4256,156.4863,157.8851,453346.0
2021-05-22,159.4075,160.4256,156.4863,157.8851,453346.0
2021-05-23,159.4075,160.4256,156.4863,157.8851,453346.0
2021-05-24,158.4369,161.2135,156.8955,160.0926,357925.0
2021-05-25,160.4922,161.3866,157.0572,157.2285,389168.0
2021-05-26,157.0097,158.6082,156.5054,158.3798,365590.0
2021-05-27,161.798,162.8073,160.5558,160.8138,425688.0
2021-05-28,160.1068,160.9189,158.1863,160.5845,191567.0
2021-05-29,160.1068,160.9189,158.1863,160.5845,191567.0
2021-05-30,160.1068,160.9189,158.1863,160.5845,191567.0
2021-05-31,160.1068,160.9189,158.1863,160.5845,191567.0
2021-06-01,162.8394,164.8315,161.8362,164.7026,367364.0
2021-06-02,165.1612,165.1612,160.3265,161.5209,326744.0
2021-06-03,160.8043,162.333,158.7596,161.9317,478356.0
2021-06-04,162.9063,164.0911,160.9954,162.8585,231428.0
2021-06-05,162.9063,164.0911,160.9954,162.8585,231428.0
2021-06-06,162.9063,164.0911,160.9954,162.8585,231428.0
2021-06-07,162.1801,162.3426,158.0525,160.0495,280351.0
2021-06-08,159.8966,166.6478,159.7628,165.9733,449440.0
2021-06-09,165.0656,166.537,164.1675,165.5434,409900.0
2021-06-10,167.932,167.932,164.3681,165.0656,446907.0
2021-06-11,166.2504,167.2059,163.986,165.5529,206160.0
2021-06-12,166.2504,167.2059,163.986,165.5529,206160.0
2021-06-13,166.2504,167.2059,163.986,165.5529,206160.0
2021-06-14,164.9223,164.9223,158.7978,159.8966,374478.0
2021-06-15,159.3615,159.4953,156.1989,158.1194,447384.0
2021-06-16,158.2341,158.2341,154.0803,154.9855,514002.0
2021-06-17,154.8422,154.8422,146.6012,147.8482,512780.0
2021-06-18,143.8255,147.1985,143.1187,143.3766,803289.0
2021-06-19,143.8255,147.1985,143.1187,143.3766,803289.0
2021-06-20,143.8255,147.1985,143.1187,143.3766,803289.0
2021-06-21,145.3258,147.1746,144.313,146.6634,539688.0
2021-06-22,146.4055,146.4055,143.7779,144.055,461144.0
2021-06-23,144.9818,147.4278,144.313,144.4468,341523.0
2021-06-24,145.3831,147.6953,143.9977,146.0997,317848.0
2021-06-25,147.2463,148.0871,146.0042,146.4532,619889.0
2021-06-26,147.2463,148.0871,146.0042,146.4532,619889.0
2021-06-27,147.2463,148.0871,146.0042,146.4532,619889.0
2021-06-28,146.5965,146.8044,141.5039,142.1154,405222.0
2021-06-29,143.0804,145.2016,141.695,142.125,390491.0
2021-06-30,141.2651,144.8576,141.2651,144.1792,322912.0
2021-07-01,145.8226,146.802,143.52,146.1093,310223.0
2021-07-02,146.5965,147.1221,145.0391,145.6506,293853.0
2021-07-03,146.5965,147.1221,145.0391,145.6506,293853.0
2021-07-04,146.5965,147.1221,145.0391,145.6506,293853.0
2021-07-05,146.5965,147.1221,145.0391,145.6506,293853.0
2021-07-06,144.8194,145.3783,141.3845,142.297,354529.0
2021-07-07,142.4594,145.1156,142.4594,144.0741,326500.0
2021-07-08,141.5326,144.0646,140.1281,141.7906,264363.0
2021-07-09,144.4468,145.9468,143.9977,144.934,275308.0
2021-07-10,144.4468,145.9468,143.9977,144.934,275308.0
2021-07-11,144.4468,145.9468,143.9977,144.934,275308.0
2021-07-12,143.2715,146.415,142.2779,145.9468,306111.0
2021-07-13,144.7238,145.2016,142.9085,143.5486,174559.0
2021-07-14,144.934,145.6793,142.3925,143.2429,240487.0
2021-07-15,142.7174,146.4819,142.7174,144.2843,209448.0
2021-07-16,144.4181,145.0965,141.6186,141.8288,358981.0
2021-07-17,144.4181,145.0965,141.6186,141.8288,358981.0
2021-07-18,144.4181,145.0965,141.6186,141.8288,358981.0
2021-07-19,139.4975,139.4975,136.7457,138.2267,520555.0
