,H US Equity,H US Equity,H US Equity,H US Equity,H US Equity
2021-03-11,84.9339,86.5259,83.9986,85.8195,838127.0
2021-03-12,85.9787,87.2722,85.6603,85.9687,904279.0
2021-03-13,85.9787,87.2722,85.6603,85.9687,904279.0
2021-03-14,85.9787,87.2722,85.6603,85.9687,904279.0
2021-03-15,87.0234,88.8246,85.71,88.6154,1267561.0
2021-03-16,88.8045,88.8045,85.4513,85.8195,583285.0
2021-03-17,85.3319,89.1527,85.1727,89.103,509404.0
2021-03-18,88.5458,88.9637,86.3866,86.6553,704897.0
2021-03-19,86.0384,87.4314,83.7698,86.5657,717842.0
2021-03-20,86.0384,87.4314,83.7698,86.5657,717842.0
2021-03-21,86.0384,87.4314,83.7698,86.5657,717842.0
2021-03-22,86.108,86.3667,84.2772,85.0931,367052.0
2021-03-23,84.0484,84.0484,78.9838,79.4116,983088.0
2021-03-24,80.6554,82.3568,79.7002,80.0584,562225.0
2021-03-25,79.7101,82.2822,77.7898,82.0484,681771.0
2021-03-26,83.312,83.3717,79.8494,82.6454,833560.0
2021-03-27,83.312,83.3717,79.8494,82.6454,833560.0
2021-03-28,83.312,83.3717,79.8494,82.6454,833560.0
2021-03-29,82.5956,83.2424,80.4763,81.0235,347269.0
2021-03-30,81.531,83.7088,81.4713,82.8643,261824.0
2021-03-31,83.1827,83.7598,81.8494,82.2872,435208.0
2021-04-01,82.8344,83.688,82.2374,83.2125,406056.0
2021-04-02,82.8344,83.688,82.2374,83.2125,406056.0
2021-04-03,82.8344,83.688,82.2374,83.2125,406056.0
2021-04-04,82.8344,83.688,82.2374,83.2125,406056.0
2021-04-05,84.6553,85.909,84.2573,85.2623,341982.0
2021-04-06,85.7399,87.2821,85.4314,85.6901,559780.0
2021-04-07,86.0881,86.5359,83.9091,84.317,359621.0
2021-04-08,84.317,84.9339,82.6852,83.9787,383614.0
2021-04-09,83.5309,84.1081,82.6653,83.7598,319929.0
2021-04-10,83.5309,84.1081,82.6653,83.7598,319929.0
2021-04-11,83.5309,84.1081,82.6653,83.7598,319929.0
2021-04-12,83.7698,84.4066,82.5956,84.0583,394400.0
2021-04-13,83.0832,83.6105,81.6504,83.2225,443911.0
2021-04-14,83.312,85.322,83.312,83.6802,357284.0
2021-04-15,84.1777,84.5857,82.8444,83.2523,323158.0
2021-04-16,84.1777,85.0235,83.5906,83.7499,270113.0
2021-04-17,84.1777,85.0235,83.5906,83.7499,270113.0
2021-04-18,84.1777,85.0235,83.5906,83.7499,270113.0
2021-04-19,83.3518,83.4613,81.6404,81.9389,625432.0
2021-04-20,81.0733,81.332,78.2018,79.4813,626924.0
2021-04-21,79.4216,81.8593,78.2077,81.4414,318486.0
2021-04-22,81.1927,83.3916,80.7748,81.7001,318692.0
2021-04-23,82.2175,83.123,81.6205,82.7946,274385.0
2021-04-24,82.2175,83.123,81.6205,82.7946,274385.0
2021-04-25,82.2175,83.123,81.6205,82.7946,274385.0
2021-04-26,83.7897,84.9538,82.5857,82.6354,294580.0
2021-04-27,83.0633,83.73,82.6454,83.5309,315382.0
2021-04-28,83.8096,83.9787,82.6354,82.8046,309690.0
2021-04-29,83.8494,84.8444,82.7648,83.4215,384689.0
2021-04-30,82.7349,83.0533,81.5409,81.919,345882.0
2021-05-01,82.7349,83.0533,81.5409,81.919,345882.0
2021-05-02,82.7349,83.0533,81.5409,81.919,345882.0
2021-05-03,82.5757,83.2324,81.4315,81.5509,455241.0
2021-05-04,81.0534,81.0683,78.3022,80.2773,572140.0
2021-05-05,77.6106,82.4762,77.6106,79.6106,1036892.0
2021-05-06,79.5708,79.8035,76.3768,78.4763,453997.0
2021-05-07,78.4166,80.3768,78.2375,80.0683,295339.0
2021-05-08,78.4166,80.3768,78.2375,80.0683,295339.0
2021-05-09,78.4166,80.3768,78.2375,80.0683,295339.0
2021-05-10,79.7002,79.7201,77.8893,78.3569,382847.0
2021-05-11,76.5559,78.2873,76.3669,78.0186,376668.0
2021-05-12,77.4415,78.0385,74.7848,74.9639,405649.0
2021-05-13,75.2127,76.8196,74.954,76.1181,381688.0
2021-05-14,76.9738,79.4862,76.8097,78.8345,474944.0
2021-05-15,76.9738,79.4862,76.8097,78.8345,474944.0
2021-05-16,76.9738,79.4862,76.8097,78.8345,474944.0
2021-05-17,78.3569,78.3569,76.0584,77.4315,462589.0
2021-05-18,77.6106,78.9937,76.6156,76.6455,500951.0
2021-05-19,74.8644,76.337,74.6256,75.9092,343116.0
2021-05-20,75.9092,76.0186,74.6754,75.8395,449389.0
2021-05-21,76.4962,76.8843,75.8694,76.1977,372206.0
2021-05-22,76.4962,76.8843,75.8694,76.1977,372206.0
2021-05-23,76.4962,76.8843,75.8694,76.1977,372206.0
2021-05-24,77.2922,77.3681,76.0385,76.5161,399686.0
2021-05-25,77.0534,78.345,76.5161,76.6256,593605.0
2021-05-26,77.1231,78.342,76.9838,78.0684,686743.0
2021-05-27,78.6654,78.9042,77.2922,78.138,485391.0
2021-05-28,78.2475,78.4365,77.0037,77.6903,276979.0
2021-05-29,78.2475,78.4365,77.0037,77.6903,276979.0
2021-05-30,78.2475,78.4365,77.0037,77.6903,276979.0
2021-05-31,78.2475,78.4365,77.0037,77.6903,276979.0
2021-06-01,78.8047,79.8096,78.6803,79.541,486447.0
2021-06-02,79.8594,79.939,78.536,78.9241,451719.0
2021-06-03,78.1579,78.4166,76.8843,78.1579,344893.0
2021-06-04,78.7649,79.4713,77.9888,78.6057,309322.0
2021-06-05,78.7649,79.4713,77.9888,78.6057,309322.0
2021-06-06,78.7649,79.4713,77.9888,78.6057,309322.0
2021-06-07,78.7748,79.2573,78.4067,78.8445,382966.0
2021-06-08,79.73,82.4862,78.934,82.3767,607063.0
2021-06-09,82.8941,82.8941,80.4663,80.6355,611711.0
2021-06-10,80.6255,81.2225,79.7662,80.4862,683132.0
2021-06-11,80.3469,81.5807,79.8196,81.4514,942109.0
2021-06-12,80.3469,81.5807,79.8196,81.4514,942109.0
2021-06-13,80.3469,81.5807,79.8196,81.4514,942109.0
2021-06-14,81.8494,82.3071,81.322,81.8593,366093.0
2021-06-15,81.8096,82.3767,80.8743,81.5907,718197.0
2021-06-16,81.6703,83.4613,81.3544,82.8742,820130.0
2021-06-17,83.113,84.1976,82.2026,82.2175,1054323.0
2021-06-18,81.332,81.7001,78.9937,79.6206,1125301.0
2021-06-19,81.332,81.7001,78.9937,79.6206,1125301.0
2021-06-20,81.332,81.7001,78.9937,79.6206,1125301.0
2021-06-21,80.1081,82.4165,79.73,82.3966,486543.0
2021-06-22,82.0384,82.5637,81.1131,81.6504,342786.0
2021-06-23,81.4215,82.1081,81.1628,81.4713,416518.0
2021-06-24,82.1777,82.4862,79.9589,80.8245,474233.0
2021-06-25,80.8046,81.72,79.5708,80.6852,818261.0
2021-06-26,80.8046,81.72,79.5708,80.6852,818261.0
2021-06-27,80.8046,81.72,79.5708,80.6852,818261.0
2021-06-28,80.327,80.5509,75.939,77.2425,1180646.0
2021-06-29,77.3917,77.8097,76.1679,76.3072,471889.0
2021-06-30,76.2375,77.3868,76.1181,77.2524,624915.0
2021-07-01,77.6106,78.9042,77.6106,78.1977,416399.0
2021-07-02,78.5957,79.0342,78.2077,78.8544,364330.0
2021-07-03,78.5957,79.0342,78.2077,78.8544,364330.0
2021-07-04,78.5957,79.0342,78.2077,78.8544,364330.0
2021-07-05,78.5957,79.0342,78.2077,78.8544,364330.0
2021-07-06,79.0932,79.2226,76.7549,77.8495,440650.0
2021-07-07,77.332,78.3271,75.5112,77.2425,473793.0
2021-07-08,75.6903,77.8097,74.8047,76.4365,442849.0
2021-07-09,77.6007,79.1629,76.944,79.0534,328548.0
2021-07-10,77.6007,79.1629,76.944,79.0534,328548.0
2021-07-11,77.6007,79.1629,76.944,79.0534,328548.0
2021-07-12,78.3072,79.5111,77.9291,78.6853,378484.0
2021-07-13,78.1579,78.4067,76.8146,76.8942,336416.0
2021-07-14,77.4415,78.3071,76.2873,77.2425,381259.0
2021-07-15,76.8445,77.5012,76.1977,77.1927,365752.0
2021-07-16,78.138,78.3022,74.5162,75.153,476759.0
2021-07-17,78.138,78.3022,74.5162,75.153,476759.0
2021-07-18,78.138,78.3022,74.5162,75.153,476759.0
2021-07-19,72.7053,74.0485,71.0535,71.6605,736452.0
2021-07-20,71.6605,74.2575,70.765,73.75,863772.0
2021-07-21,74.7948,77.3072,74.7351,77.2126,616419.0
2021-07-22,76.6057,77.7102,75.8694,77.0136,619154.0
2021-07-23,77.4017,77.949,76.8246,77.0833,299688.0
2021-07-24,77.4017,77.949,76.8246,77.0833,299688.0
2021-07-25,77.4017,77.949,76.8246,77.0833,299688.0
2021-07-26,76.8047,78.3171,76.4365,78.2375,302264.0
2021-07-27,77.8495,78.7947,76.9539,78.4564,370522.0
2021-07-28,79.0037,79.3519,76.5659,78.6853,464448.0
2021-07-29,79.1927,81.5509,78.1082,80.6156,428273.0
2021-07-30,79.8494,81.0434,79.1032,79.4713,395607.0
2021-07-31,79.8494,81.0434,79.1032,79.4713,395607.0
2021-08-01,79.8494,81.0434,79.1032,79.4713,395607.0
2021-08-02,80.2076,80.8046,76.8047,76.9838,700977.0
2021-08-03,76.5261,76.8146,73.7898,75.4216,743272.0
2021-08-04,73.6306,74.8346,71.8197,72.5361,1022784.0
2021-08-05,73.1729,75.1729,72.7351,74.5162,474883.0
2021-08-06,74.5162,75.4913,73.6406,75.1032,367446.0
2021-08-07,74.5162,75.4913,73.6406,75.1032,367446.0
2021-08-08,74.5162,75.4913,73.6406,75.1032,367446.0
2021-08-09,74.6256,74.6953,72.6555,73.6008,545620.0
2021-08-10,73.2426,74.6555,73.2426,74.1878,524237.0
2021-08-11,73.7301,73.9092,72.6754,73.4217,488309.0
2021-08-12,72.8346,72.954,71.4714,72.1381,403109.0
2021-08-13,71.7799,72.1879,71.4913,71.7799,341526.0
2021-08-14,71.7799,72.1879,71.4913,71.7799,341526.0
2021-08-15,71.7799,72.1879,71.4913,71.7799,341526.0
2021-08-16,71.6605,72.5461,70.8744,71.8894,587650.0
2021-08-17,71.0137,71.4714,69.7103,71.0436,955727.0
2021-08-18,70.8844,70.8844,69.4634,70.0585,714739.0
2021-08-19,69.4416,69.5312,67.3621,69.0138,816527.0
2021-08-20,68.2675,69.8794,67.77,69.8098,631836.0
2021-08-21,68.2675,69.8794,67.77,69.8098,631836.0
2021-08-22,68.2675,69.8794,67.77,69.8098,631836.0
2021-08-23,69.8894,71.4117,69.8098,71.1232,468798.0
2021-08-24,71.9093,75.0137,71.6605,74.3769,816787.0
2021-08-25,74.6754,74.8794,73.362,74.7152,382302.0
2021-08-26,74.0386,74.6157,72.3122,72.7849,331957.0
2021-08-27,72.6953,74.8545,72.6953,74.1779,410932.0
2021-08-28,72.6953,74.8545,72.6953,74.1779,410932.0
2021-08-29,72.6953,74.8545,72.6953,74.1779,410932.0
2021-08-30,74.5062,74.5062,73.0635,73.1132,298542.0
2021-08-31,72.755,73.4913,72.4267,73.2227,247518.0
2021-09-01,73.5311,73.8993,72.7849,72.964,315784.0
2021-09-02,73.362,74.4764,72.5958,73.4217,332823.0
2021-09-03,72.6953,73.3271,70.7351,71.2625,317478.0
2021-09-04,72.6953,73.3271,70.7351,71.2625,317478.0
2021-09-05,72.6953,73.3271,70.7351,71.2625,317478.0
2021-09-06,72.6953,73.3271,70.7351,71.2625,317478.0
2021-09-07,70.7849,71.7401,70.755,71.5212,298390.0
2021-09-08,71.6406,71.969,69.9491,70.5361,369931.0
2021-09-09,70.2575,72.7152,70.2575,71.7799,326823.0
2021-09-10,72.4665,73.1829,71.5063,71.8197,418138.0
2021-09-11,72.4665,73.1829,71.5063,71.8197,418138.0
2021-09-12,72.4665,73.1829,71.5063,71.8197,418138.0
2021-09-13,72.4366,73.959,71.1431,73.9092,411231.0
2021-09-14,73.9689,74.8246,73.2036,74.6953,295500.0
2021-09-15,74.3371,75.1709,73.4117,75.0933,280223.0
2021-09-16,75.1132,75.9788,74.7947,75.2226,272083.0
2021-09-17,75.4714,76.0883,74.7351,75.0037,413075.0
2021-09-18,75.4714,76.0883,74.7351,75.0037,413075.0
2021-09-19,75.4714,76.0883,74.7351,75.0037,413075.0
2021-09-20,73.6008,74.3769,72.556,74.1182,434295.0
2021-09-21,74.8744,75.342,73.2625,73.3122,317937.0
2021-09-22,70.3172,75.949,69.969,75.0435,1396764.0
2021-09-23,74.6157,76.8942,74.5162,76.6156,5613004.0
2021-09-24,76.9838,80.2773,76.6655,79.3619,2461906.0
2021-09-25,76.9838,80.2773,76.6655,79.3619,2461906.0
2021-09-26,76.9838,80.2773,76.6655,79.3619,2461906.0
2021-09-27,78.6057,80.9589,78.4266,79.9091,2123937.0
2021-09-28,79.541,80.4862,78.4067,79.7798,1391556.0
2021-09-29,80.128,80.4365,77.3917,78.2375,1172012.0
2021-09-30,78.3271,78.3271,75.5112,76.7151,1101303.0
2021-10-01,78.0783,81.6205,77.6106,81.4315,881754.0
2021-10-02,78.0783,81.6205,77.6106,81.4315,881754.0
2021-10-03,78.0783,81.6205,77.6106,81.4315,881754.0
2021-10-04,82.0882,83.1329,80.0484,80.2574,789248.0
2021-10-05,80.6355,82.0136,79.8594,81.6802,692572.0
2021-10-06,80.4166,81.6404,79.3022,81.0633,648358.0
2021-10-07,82.1379,83.3021,81.2524,81.3817,554591.0
2021-10-08,81.7897,83.5608,81.4713,83.3518,962553.0
2021-10-09,81.7897,83.5608,81.4713,83.3518,962553.0
2021-10-10,81.7897,83.5608,81.4713,83.3518,962553.0
2021-10-11,83.5807,85.1528,83.2822,84.0981,1116357.0
2021-10-12,84.317,85.9687,84.2275,85.6006,1003254.0
2021-10-13,85.4314,85.9488,84.4961,84.5857,624574.0
2021-10-14,85.5011,85.7996,84.4961,84.7946,459374.0
2021-10-15,85.8593,87.312,85.4115,85.5707,909053.0
2021-10-16,85.8593,87.312,85.4115,85.5707,909053.0
2021-10-17,85.8593,87.312,85.4115,85.5707,909053.0
2021-10-18,85.0334,86.3767,84.7051,85.4712,631712.0
2021-10-19,86.1379,86.1379,84.5359,84.5956,388738.0
2021-10-20,84.3469,84.5074,82.4414,82.5459,516287.0
2021-10-21,82.4364,83.4812,81.8892,83.4712,503281.0
2021-10-22,82.9041,83.5807,82.1578,82.3071,250922.0
2021-10-23,82.9041,83.5807,82.1578,82.3071,250922.0
2021-10-24,82.9041,83.5807,82.1578,82.3071,250922.0
2021-10-25,82.1777,83.2623,81.1877,82.6553,635677.0
2021-10-26,83.7399,84.3071,82.2822,82.6255,373517.0
2021-10-27,82.2573,85.9787,81.8693,85.2424,712860.0
2021-10-28,85.6006,86.8045,84.9339,84.9737,547761.0
2021-10-29,84.4961,85.516,83.73,84.7747,472440.0
2021-10-30,84.4961,85.516,83.73,84.7747,472440.0
2021-10-31,84.4961,85.516,83.73,84.7747,472440.0
2021-11-01,85.0235,86.0682,84.7449,85.2921,797301.0
2021-11-02,84.6951,84.909,82.715,83.0533,771901.0
2021-11-03,82.3469,85.2623,81.9787,84.3071,797430.0
2021-11-04,86.5558,89.4114,84.7747,88.3667,1235598.0
2021-11-05,91.0433,94.4462,90.307,91.0433,1124765.0
2021-11-06,91.0433,94.4462,90.307,91.0433,1124765.0
2021-11-07,91.0433,94.4462,90.307,91.0433,1124765.0
2021-11-08,91.6701,93.2024,89.7697,90.3766,1028974.0
2021-11-09,90.5557,90.5955,88.5955,89.491,645989.0
2021-11-10,88.506,89.7896,87.0831,87.6304,609713.0
2021-11-11,87.501,87.8095,85.0931,85.6105,676076.0
2021-11-12,85.2822,86.4861,84.0782,84.2772,524468.0
2021-11-13,85.2822,86.4861,84.0782,84.2772,524468.0
2021-11-14,85.2822,86.4861,84.0782,84.2772,524468.0
2021-11-15,84.8742,85.0334,83.6802,83.73,432795.0
2021-11-16,83.4016,83.8792,82.6255,83.2523,673356.0
2021-11-17,84.3469,85.2623,82.6951,84.5558,695587.0
2021-11-18,84.2175,84.8245,83.3419,83.7897,346464.0
2021-11-19,81.9887,84.2076,79.8992,84.1976,847659.0
2021-11-20,81.9887,84.2076,79.8992,84.1976,847659.0
2021-11-21,81.9887,84.2076,79.8992,84.1976,847659.0
2021-11-22,84.6752,84.9936,82.128,83.6006,589335.0
2021-11-23,84.5757,85.9389,83.4155,83.6902,573859.0
2021-11-24,82.3767,83.1329,80.924,82.4563,816947.0
2021-11-25,82.3767,83.1329,80.924,82.4563,816947.0
2021-11-26,77.0634,78.0385,74.5361,77.74,992378.0
2021-11-27,77.0634,78.0385,74.5361,77.74,992378.0
2021-11-28,77.0634,78.0385,74.5361,77.74,992378.0
2021-11-29,82.7648,83.73,79.7002,79.9788,1124878.0
2021-11-30,78.7549,79.1828,77.0136,78.3768,1453407.0
2021-12-01,79.9887,81.8693,77.3121,77.4415,1597719.0
2021-12-02,78.8544,83.0633,78.1679,82.8842,971628.0
2021-12-03,82.5359,82.5658,78.5161,79.9688,852024.0
2021-12-04,82.5359,82.5658,78.5161,79.9688,852024.0
2021-12-05,82.5359,82.5658,78.5161,79.9688,852024.0
2021-12-06,81.8792,85.6503,81.2524,83.919,1110807.0
2021-12-07,85.322,87.8642,84.8145,85.4115,1432136.0
2021-12-08,86.4563,88.2473,84.8742,85.0334,695603.0
2021-12-09,84.1777,85.9687,83.73,85.4314,582615.0
2021-12-10,85.9289,86.5359,83.4215,85.9986,672229.0
2021-12-11,85.9289,86.5359,83.4215,85.9986,672229.0
2021-12-12,85.9289,86.5359,83.4215,85.9986,672229.0
2021-12-13,84.6255,85.113,81.3419,82.2175,612966.0
2021-12-14,82.6155,84.5359,82.5061,83.0135,1179350.0
2021-12-15,82.8543,83.4613,79.8096,82.0484,1003067.0
2021-12-16,82.4464,83.2673,80.531,81.0633,854810.0
2021-12-17,80.9738,83.8991,80.5957,83.1827,1150636.0
2021-12-18,80.9738,83.8991,80.5957,83.1827,1150636.0
2021-12-19,80.9738,83.8991,80.5957,83.1827,1150636.0
2021-12-20,81.2225,83.4115,80.2872,82.8344,719839.0
2021-12-21,84.5857,88.4363,84.4464,88.0682,2009971.0
2021-12-22,88.0682,91.0632,87.511,91.0532,765349.0
2021-12-23,91.6303,93.491,91.3716,93.1527,758845.0
2021-12-24,91.6303,93.491,91.3716,93.1527,758845.0
2021-12-25,91.6303,93.491,91.3716,93.1527,758845.0
2021-12-26,91.6303,93.491,91.3716,93.1527,758845.0
2021-12-27,92.5258,95.5072,91.9388,95.2223,699876.0
2021-12-28,94.2571,96.2472,94.2571,95.4511,655255.0
2021-12-29,95.0133,96.665,94.5059,94.8939,793500.0
2021-12-30,94.8143,96.1377,94.4462,94.5357,503435.0
2021-12-31,94.6153,96.1079,94.4412,95.4213,411813.0
2022-01-01,94.6153,96.1079,94.4412,95.4213,411813.0
2022-01-02,94.6153,96.1079,94.4412,95.4213,411813.0
2022-01-03,96.0681,96.9735,93.5507,94.9536,841426.0
2022-01-04,96.7447,97.1427,94.5855,94.8641,972207.0
2022-01-05,95.3516,95.7692,92.6154,92.8542,713340.0
2022-01-06,93.5308,94.7049,92.1179,94.088,542263.0
2022-01-07,94.4661,96.8243,94.4213,96.4561,900598.0
2022-01-08,94.4661,96.8243,94.4213,96.4561,900598.0
2022-01-09,94.4661,96.8243,94.4213,96.4561,900598.0
2022-01-10,98.277,98.5058,92.7348,94.5357,830410.0
2022-01-11,94.7347,96.685,94.5457,95.2521,1093792.0
2022-01-12,95.6701,96.0183,94.0979,94.4462,828779.0
2022-01-13,94.8243,95.6402,93.879,94.277,1016903.0
2022-01-14,93.7298,94.0183,90.5955,91.7298,1018276.0
2022-01-15,93.7298,94.0183,90.5955,91.7298,1018276.0
2022-01-16,93.7298,94.0183,90.5955,91.7298,1018276.0
2022-01-17,93.7298,94.0183,90.5955,91.7298,1018276.0
2022-01-18,91.1428,91.6005,88.5955,89.4015,1568503.0
2022-01-19,89.6901,90.3965,86.2075,86.506,1036430.0
2022-01-20,87.7896,90.8443,87.521,87.9886,1063954.0
2022-01-21,87.3518,89.4612,86.1279,86.5757,1234042.0
2022-01-22,87.3518,89.4612,86.1279,86.5757,1234042.0
2022-01-23,87.3518,89.4612,86.1279,86.5757,1234042.0
2022-01-24,83.1827,87.5508,82.8941,87.3617,1071875.0
2022-01-25,85.9389,88.1776,83.5906,87.2523,883328.0
2022-01-26,88.8642,92.6452,88.5657,89.899,1214733.0
2022-01-27,90.7448,91.5871,85.5011,86.307,624922.0
2022-01-28,86.6752,89.2124,85.3568,89.2025,567404.0
2022-01-29,86.6752,89.2124,85.3568,89.2025,567404.0
2022-01-30,86.6752,89.2124,85.3568,89.2025,567404.0
2022-01-31,88.4662,91.5507,87.7597,91.1527,700733.0
2022-02-01,91.7298,93.1228,91.2025,92.4363,685595.0
2022-02-02,92.8243,93.4611,91.2423,92.4363,696368.0
2022-02-03,90.705,93.7696,90.6254,92.1378,762301.0
2022-02-04,91.5706,93.2124,91.0582,92.6651,798030.0
2022-02-05,91.5706,93.2124,91.0582,92.6651,798030.0
2022-02-06,91.5706,93.2124,91.0582,92.6651,798030.0
2022-02-07,93.4114,95.7696,93.0134,95.1526,841561.0
2022-02-08,94.9039,98.3765,94.6153,97.8292,1675149.0
2022-02-09,99.5008,101.3416,97.6302,97.869,1120328.0
2022-02-10,96.8442,101.2421,96.5457,100.1476,1117075.0
2022-02-11,100.3565,102.1476,96.9238,97.7496,1529525.0
2022-02-12,100.3565,102.1476,96.9238,97.7496,1529525.0
2022-02-13,100.3565,102.1476,96.9238,97.7496,1529525.0
2022-02-14,97.9486,100.466,97.3218,97.6402,658414.0
2022-02-15,101.063,106.0181,101.063,105.6301,1832450.0
2022-02-16,104.0878,107.5604,103.5207,106.048,3013477.0
2022-02-17,99.4809,103.9585,99.3715,101.5904,2471536.0
2022-02-18,101.7496,103.8391,100.3068,100.4958,1620653.0
2022-02-19,101.7496,103.8391,100.3068,100.4958,1620653.0
2022-02-20,101.7496,103.8391,100.3068,100.4958,1620653.0
2022-02-21,101.7496,103.8391,100.3068,100.4958,1620653.0
2022-02-22,99.8093,101.3117,97.7994,98.0481,1039521.0
2022-02-23,98.1974,98.6322,93.7198,93.8989,1190981.0
2022-02-24,90.5159,95.5705,90.3866,95.1626,1093164.0
2022-02-25,95.4014,98.4859,93.6303,98.476,822559.0
2022-02-26,95.4014,98.4859,93.6303,98.476,822559.0
2022-02-27,95.4014,98.4859,93.6303,98.476,822559.0
2022-02-28,96.0283,97.471,94.1228,96.6253,912455.0
2022-03-01,95.6004,96.1278,90.5856,91.5209,1674572.0
2022-03-02,93.5606,96.5656,92.7547,95.1029,879929.0
2022-03-03,96.078,97.3218,91.6701,92.1278,635941.0
2022-03-04,91.2124,91.5408,87.6204,90.1378,865980.0
2022-03-05,91.2124,91.5408,87.6204,90.1378,865980.0
2022-03-06,91.2124,91.5408,87.6204,90.1378,865980.0
2022-03-07,90.2771,90.3766,81.7101,81.8195,2066840.0
2022-03-08,83.2225,87.4612,81.3618,84.1877,1393090.0
2022-03-09,88.0781,90.894,87.4811,88.3965,702100.0
2022-03-10,86.2871,90.8244,85.8792,90.4065,545785.0
2022-03-11,91.5408,92.098,89.5607,89.9985,503554.0
2022-03-12,91.5408,92.098,89.5607,89.9985,503554.0
2022-03-13,91.5408,92.098,89.5607,89.9985,503554.0
2022-03-14,90.1478,90.8244,87.5607,88.8841,956742.0
2022-03-15,90.2473,92.1676,88.7945,90.2473,527679.0
2022-03-16,92.0681,93.7298,91.0632,93.5805,1012160.0
2022-03-17,91.8592,93.5805,91.103,93.2721,862417.0
2022-03-18,92.4661,94.8044,91.6177,93.7795,707070.0
2022-03-19,92.4661,94.8044,91.6177,93.7795,707070.0
2022-03-20,92.4661,94.8044,91.6177,93.7795,707070.0
2022-03-21,93.8293,93.8293,90.9438,91.9885,521577.0
2022-03-22,92.7845,94.6252,92.7845,93.5706,486666.0
2022-03-23,92.6651,93.6999,92.3169,92.7049,450004.0
2022-03-24,93.1328,94.7248,92.3616,94.5855,474220.0
2022-03-25,95.1427,95.4561,93.9089,94.7049,470088.0
2022-03-26,95.1427,95.4561,93.9089,94.7049,470088.0
2022-03-27,95.1427,95.4561,93.9089,94.7049,470088.0
2022-03-28,95.0233,95.6303,91.3716,93.7994,1211541.0
2022-03-29,95.7994,98.4063,95.5009,97.879,1293447.0
2022-03-30,97.1029,97.5705,95.0133,95.9984,1223569.0
2022-03-31,96.2671,97.3715,94.7347,94.9735,1318525.0
2022-04-01,96.0979,96.675,93.6701,94.287,497821.0
2022-04-02,96.0979,96.675,93.6701,94.287,497821.0
2022-04-03,96.0979,96.675,93.6701,94.287,497821.0
2022-04-04,93.8392,95.2213,92.0781,94.685,915296.0
2022-04-05,96.0084,96.884,93.6999,94.3865,481847.0
2022-04-06,93.0233,94.0283,88.6453,89.0632,856190.0
2022-04-07,89.0632,89.2423,85.72,88.4264,2274195.0
2022-04-08,88.4363,89.2025,86.9339,87.2025,535342.0
2022-04-09,88.4363,89.2025,86.9339,87.2025,535342.0
2022-04-10,88.4363,89.2025,86.9339,87.2025,535342.0
2022-04-11,86.2175,88.9139,85.7001,86.0085,1195042.0
2022-04-12,87.2622,88.9637,86.3717,87.5806,621853.0
2022-04-13,88.5159,93.6601,88.5159,93.4611,802213.0
2022-04-14,94.1278,96.8442,93.5308,96.5158,838767.0
2022-04-15,94.1278,96.8442,93.5308,96.5158,838767.0
2022-04-16,94.1278,96.8442,93.5308,96.5158,838767.0
2022-04-17,94.1278,96.8442,93.5308,96.5158,838767.0
2022-04-18,96.4263,98.7247,94.7546,95.9984,745416.0
2022-04-19,96.4362,100.1078,95.5904,99.1426,1223331.0
2022-04-20,99.7993,101.4112,98.5158,98.5257,1128537.0
2022-04-21,101.451,102.0182,96.2571,96.5755,1258873.0
2022-04-22,95.9188,96.7049,93.8492,94.3367,639173.0
2022-04-23,95.9188,96.7049,93.8492,94.3367,639173.0
2022-04-24,95.9188,96.7049,93.8492,94.3367,639173.0
2022-04-25,94.0382,97.1526,93.1427,97.0332,1029431.0
2022-04-26,96.7646,96.9934,95.0929,95.4412,879686.0
2022-04-27,95.4213,96.9437,93.7298,96.2671,780531.0
2022-04-28,97.5606,98.7148,94.874,97.6402,789738.0
2022-04-29,97.869,98.8242,94.2273,94.486,554215.0
2022-04-30,97.869,98.8242,94.2273,94.486,554215.0
2022-05-01,97.869,98.8242,94.2273,94.486,554215.0
2022-05-02,95.471,95.9089,90.7647,93.7795,1514795.0
2022-05-03,93.68,93.9586,87.1727,89.0035,2223445.0
2022-05-04,89.2522,91.0433,85.3717,89.7697,1669312.0
2022-05-05,88.108,90.3318,84.7847,86.0384,1641201.0
2022-05-06,86.1478,86.1478,82.3369,85.0732,1061848.0
2022-05-07,86.1478,86.1478,82.3369,85.0732,1061848.0
2022-05-08,86.1478,86.1478,82.3369,85.0732,1061848.0
2022-05-09,83.8494,84.0683,78.8345,79.3917,1486146.0
2022-05-10,81.0534,85.2573,80.0982,84.4165,1462168.0
2022-05-11,84.5061,86.8642,82.5459,82.924,1580593.0
2022-05-12,82.5061,82.5857,78.8942,79.8395,1514178.0
2022-05-13,80.9937,83.9986,80.9937,83.1827,1167261.0
2022-05-14,80.9937,83.9986,80.9937,83.1827,1167261.0
2022-05-15,80.9937,83.9986,80.9937,83.1827,1167261.0
2022-05-16,83.2921,83.3518,80.4066,80.6554,832882.0
2022-05-17,83.2623,83.73,81.7499,82.3071,994670.0
2022-05-18,80.9638,82.715,77.6405,78.6355,1033442.0
2022-05-19,77.8296,83.0334,77.6803,81.8593,1070228.0
2022-05-20,82.8444,82.9936,78.6554,80.2474,833928.0
2022-05-21,82.8444,82.9936,78.6554,80.2474,833928.0
2022-05-22,82.8444,82.9936,78.6554,80.2474,833928.0
