,PFS US Equity,PFS US Equity,PFS US Equity,PFS US Equity,PFS US Equity
2021-03-15,20.5009,20.5443,19.885,20.1713,288749.0
2021-03-16,20.0411,20.0411,19.3471,19.7548,302392.0
2021-03-17,19.9197,20.0758,19.616,19.7461,276934.0
2021-03-18,19.9804,20.553,19.8069,19.9544,341553.0
2021-03-19,19.7982,20.0845,19.2863,19.9891,1300865.0
2021-03-20,19.7982,20.0845,19.2863,19.9891,1300865.0
2021-03-21,19.7982,20.0845,19.2863,19.9891,1300865.0
2021-03-22,19.8763,19.8763,19.0868,19.3297,215101.0
2021-03-23,19.0347,19.2603,18.6009,18.679,372256.0
2021-03-24,18.8439,19.4685,18.6573,18.6703,324626.0
2021-03-25,18.6356,19.2429,18.4448,19.0955,286221.0
2021-03-26,19.3904,19.885,19.3557,19.7548,409036.0
2021-03-27,19.3904,19.885,19.3557,19.7548,409036.0
2021-03-28,19.3904,19.885,19.3557,19.7548,409036.0
2021-03-29,19.616,19.9023,19.026,19.0434,241973.0
2021-03-30,19.1822,19.5032,19.1649,19.3644,206208.0
2021-03-31,19.3557,19.5726,18.9827,19.3297,596366.0
2021-04-01,19.2776,19.5119,19.1388,19.4772,263638.0
2021-04-02,19.2776,19.5119,19.1388,19.4772,263638.0
2021-04-03,19.2776,19.5119,19.1388,19.4772,263638.0
2021-04-04,19.2776,19.5119,19.1388,19.4772,263638.0
2021-04-05,19.6247,19.9023,19.4251,19.6941,427637.0
2021-04-06,19.6767,19.9544,19.5466,19.7114,474620.0
2021-04-07,19.6073,19.7982,19.4945,19.6681,336146.0
2021-04-08,19.4859,19.7982,19.2429,19.7982,227351.0
2021-04-09,19.9197,20.0585,19.8155,20.0238,310229.0
2021-04-10,19.9197,20.0585,19.8155,20.0238,310229.0
2021-04-11,19.9197,20.0585,19.8155,20.0238,310229.0
2021-04-12,19.9717,20.2146,19.893,20.0758,234416.0
2021-04-13,19.9544,19.976,19.5379,19.7808,296755.0
2021-04-14,19.7548,20.2407,19.6594,20.1279,242765.0
2021-04-15,20.1626,20.1886,19.6941,20.1539,210272.0
2021-04-16,20.4055,20.4055,19.9804,20.1973,320832.0
2021-04-17,20.4055,20.4055,19.9804,20.1973,320832.0
2021-04-18,20.4055,20.4055,19.9804,20.1973,320832.0
2021-04-19,20.0585,20.2493,19.937,20.1626,262784.0
2021-04-20,19.9977,20.2407,19.3124,19.5032,538144.0
2021-04-21,19.3818,19.9674,19.3297,19.9457,278246.0
2021-04-22,20.0151,20.1018,19.7808,19.885,313255.0
2021-04-23,19.911,20.5703,19.8329,20.4923,339492.0
2021-04-24,19.911,20.5703,19.8329,20.4923,339492.0
2021-04-25,19.911,20.5703,19.8329,20.4923,339492.0
2021-04-26,20.6311,20.8219,20.4836,20.5096,306265.0
2021-04-27,20.5443,20.6311,20.3708,20.6311,222569.0
2021-04-28,20.579,20.7005,20.3795,20.5617,255239.0
2021-04-29,20.8219,20.9738,20.7092,20.848,469521.0
2021-04-30,20.5096,20.9174,20.2233,20.4489,530271.0
2021-05-01,20.5096,20.9174,20.2233,20.4489,530271.0
2021-05-02,20.5096,20.9174,20.2233,20.4489,530271.0
2021-05-03,20.9434,21.2557,20.6614,21.0735,747692.0
2021-05-04,21.0735,21.6028,20.9391,21.5334,389121.0
2021-05-05,21.516,21.5585,21.195,21.4813,221368.0
2021-05-06,21.516,21.8023,21.195,21.785,272636.0
2021-05-07,21.4813,21.9411,21.4292,21.9151,267048.0
2021-05-08,21.4813,21.9411,21.4292,21.9151,267048.0
2021-05-09,21.4813,21.9411,21.4292,21.9151,267048.0
2021-05-10,21.9324,22.2274,21.6808,21.8804,467366.0
2021-05-11,21.6028,21.9411,21.5507,21.7155,303283.0
2021-05-12,21.8717,21.8717,21.0215,21.1429,258345.0
2021-05-13,21.0203,22.194,21.0203,22.1414,346945.0
2021-05-14,22.2903,22.3166,22.01,22.2991,230418.0
2021-05-15,22.2903,22.3166,22.01,22.2991,230418.0
2021-05-16,22.2903,22.3166,22.01,22.2991,230418.0
2021-05-17,22.1327,22.4392,21.94,22.4304,181638.0
2021-05-18,22.3779,22.5093,21.8611,21.8699,182538.0
2021-05-19,21.6947,21.9137,21.3356,21.8524,240817.0
2021-05-20,21.8611,21.9487,21.4758,21.9487,239861.0
2021-05-21,22.0538,22.3166,22.0013,22.2465,198432.0
2021-05-22,22.0538,22.3166,22.0013,22.2465,198432.0
2021-05-23,22.0538,22.3166,22.0013,22.2465,198432.0
2021-05-24,22.3166,22.3166,22.01,22.1064,165623.0
2021-05-25,22.1064,22.3735,21.2831,21.3181,366388.0
2021-05-26,21.4232,21.7867,21.2787,21.756,189739.0
2021-05-27,21.94,22.2202,21.7998,22.1327,213238.0
2021-05-28,22.2816,22.2903,21.8524,22.1239,269832.0
2021-05-29,22.2816,22.2903,21.8524,22.1239,269832.0
2021-05-30,22.2816,22.2903,21.8524,22.1239,269832.0
2021-05-31,22.2816,22.2903,21.8524,22.1239,269832.0
2021-06-01,22.2465,22.3998,22.1239,22.3078,353011.0
2021-06-02,22.264,22.3078,21.9575,22.0538,171211.0
2021-06-03,22.0538,22.1239,21.8524,22.0626,159221.0
2021-06-04,22.0976,22.3604,21.9225,22.1151,199642.0
2021-06-05,22.0976,22.3604,21.9225,22.1151,199642.0
2021-06-06,22.0976,22.3604,21.9225,22.1151,199642.0
2021-06-07,22.1239,22.3166,21.9838,22.0976,143522.0
2021-06-08,21.8611,22.2728,21.7823,22.1764,159318.0
2021-06-09,22.0276,22.0276,21.7123,21.7736,302564.0
2021-06-10,22.0276,22.1327,21.4583,21.502,225585.0
2021-06-11,21.6422,21.7823,21.3969,21.6422,185588.0
2021-06-12,21.6422,21.7823,21.3969,21.6422,185588.0
2021-06-13,21.6422,21.7823,21.3969,21.6422,185588.0
2021-06-14,21.6247,21.8349,21.2393,21.5283,218498.0
2021-06-15,21.5984,21.7736,21.2875,21.6947,231838.0
2021-06-16,21.5896,21.9925,21.2918,21.8524,205293.0
2021-06-17,21.9225,21.9225,20.8014,20.889,369838.0
2021-06-18,20.4861,20.9415,19.9168,20.1094,679170.0
2021-06-19,20.4861,20.9415,19.9168,20.1094,679170.0
2021-06-20,20.4861,20.9415,19.9168,20.1094,679170.0
2021-06-21,20.3197,20.959,20.3197,20.7926,258268.0
2021-06-22,20.705,20.7751,20.3197,20.5474,186545.0
2021-06-23,20.5561,20.7138,20.3985,20.416,347050.0
2021-06-24,20.5386,20.8014,20.3197,20.7839,230444.0
2021-06-25,20.8452,20.9152,20.6174,20.9152,1519223.0
2021-06-26,20.8452,20.9152,20.6174,20.9152,1519223.0
2021-06-27,20.8452,20.9152,20.6174,20.9152,1519223.0
2021-06-28,20.705,20.705,19.943,20.1182,301823.0
2021-06-29,20.3459,20.3853,19.9693,20.0569,220629.0
2021-06-30,19.8905,20.1708,19.8905,20.0481,229128.0
2021-07-01,20.2233,20.3197,20.0219,20.2671,254343.0
2021-07-02,20.2671,20.2671,19.8029,19.8467,184509.0
2021-07-03,20.2671,20.2671,19.8029,19.8467,184509.0
2021-07-04,20.2671,20.2671,19.8029,19.8467,184509.0
2021-07-05,20.2671,20.2671,19.8029,19.8467,184509.0
2021-07-06,19.8379,19.8379,19.1022,19.365,199639.0
2021-07-07,19.111,19.6102,19.111,19.3212,369794.0
2021-07-08,18.9183,19.1898,18.7344,18.9358,351337.0
2021-07-09,19.3562,19.6277,19.2511,19.4701,229879.0
2021-07-10,19.3562,19.6277,19.2511,19.4701,229879.0
2021-07-11,19.3562,19.6277,19.2511,19.4701,229879.0
2021-07-12,19.2248,19.6978,19.1373,19.6978,316930.0
2021-07-13,19.5664,19.6277,19.1197,19.2248,223878.0
2021-07-14,19.2862,19.5839,19.0672,19.2161,169095.0
2021-07-15,19.0322,19.5051,19.0322,19.4175,154005.0
2021-07-16,19.6365,19.6365,19.0234,19.076,192607.0
2021-07-17,19.6365,19.6365,19.0234,19.076,192607.0
2021-07-18,19.6365,19.6365,19.0234,19.076,192607.0
2021-07-19,18.5942,18.8044,18.2702,18.4278,295323.0
2021-07-20,18.4804,19.1723,18.349,18.7957,351222.0
2021-07-21,19.0672,19.2949,18.9884,19.0409,158040.0
2021-07-22,18.9358,18.9358,18.3753,18.3928,140026.0
2021-07-23,18.5242,18.8001,18.3753,18.4541,150866.0
2021-07-24,18.5242,18.8001,18.3753,18.4541,150866.0
2021-07-25,18.5242,18.8001,18.3753,18.4541,150866.0
2021-07-26,18.6205,18.9095,18.5066,18.638,130107.0
2021-07-27,18.4278,18.7869,18.3227,18.6293,192623.0
2021-07-28,18.7869,19.076,18.4804,18.9008,163376.0
2021-07-29,19.1197,19.2336,18.9095,19.0584,197117.0
2021-07-30,20.6218,20.6218,18.8395,18.9183,258972.0
2021-07-31,20.6218,20.6218,18.8395,18.9183,258972.0
2021-08-01,20.6218,20.6218,18.8395,18.9183,258972.0
2021-08-02,19.4088,19.5401,18.7782,18.8044,276318.0
2021-08-03,18.8307,19.2336,18.6205,19.1635,266915.0
2021-08-04,18.7957,19.111,18.7694,18.8395,182095.0
2021-08-05,18.9971,19.3212,18.9884,19.2336,149473.0
2021-08-06,19.5752,19.7328,19.4569,19.6715,139056.0
2021-08-07,19.5752,19.7328,19.4569,19.6715,139056.0
2021-08-08,19.5752,19.7328,19.4569,19.6715,139056.0
2021-08-09,19.6102,19.6277,19.3124,19.4175,101815.0
2021-08-10,19.3737,19.7416,19.2686,19.654,174747.0
2021-08-11,19.7066,20.0394,19.5752,20.0394,130402.0
2021-08-12,20.1102,20.1986,19.7474,19.8005,157596.0
2021-08-13,19.9155,19.9155,19.5882,19.6855,96754.0
2021-08-14,19.9155,19.9155,19.5882,19.6855,96754.0
2021-08-15,19.9155,19.9155,19.5882,19.6855,96754.0
2021-08-16,19.597,19.7474,19.2431,19.5528,110346.0
2021-08-17,19.4377,19.6147,19.1458,19.4289,160217.0
2021-08-18,19.305,19.5085,19.1458,19.19,166939.0
2021-08-19,19.0131,19.1369,18.8359,18.9865,304516.0
2021-08-20,18.9423,19.3758,18.9069,19.367,176128.0
2021-08-21,18.9423,19.3758,18.9069,19.367,176128.0
2021-08-22,18.9423,19.3758,18.9069,19.367,176128.0
2021-08-23,19.4731,19.6501,19.4024,19.5351,153312.0
2021-08-24,19.4997,19.5882,19.4112,19.4908,203945.0
2021-08-25,19.5439,19.7651,19.4466,19.4643,180570.0
2021-08-26,19.4289,19.5705,19.1989,19.2077,142170.0
2021-08-27,19.3139,19.7916,19.2343,19.7209,193273.0
2021-08-28,19.3139,19.7916,19.2343,19.7209,193273.0
2021-08-29,19.3139,19.7916,19.2343,19.7209,193273.0
2021-08-30,19.7032,19.7916,19.2874,19.3847,208935.0
2021-08-31,19.3758,19.5793,19.252,19.5262,152974.0
2021-09-01,19.5439,19.6766,19.1192,19.3758,154693.0
2021-09-02,19.3935,19.6324,19.2873,19.4643,208638.0
2021-09-03,19.4377,19.6855,19.1723,19.3316,228163.0
2021-09-04,19.4377,19.6855,19.1723,19.3316,228163.0
2021-09-05,19.4377,19.6855,19.1723,19.3316,228163.0
2021-09-06,19.4377,19.6855,19.1723,19.3316,228163.0
2021-09-07,19.4908,20.2561,19.4731,19.6235,372882.0
2021-09-08,19.4908,19.7297,19.4554,19.482,340037.0
2021-09-09,19.4289,19.7828,19.3758,19.5439,260978.0
2021-09-10,19.7297,19.7297,19.4112,19.4643,291883.0
2021-09-11,19.7297,19.7297,19.4112,19.4643,291883.0
2021-09-12,19.7297,19.7297,19.4112,19.4643,291883.0
2021-09-13,19.6501,19.889,19.6059,19.8182,239479.0
2021-09-14,19.9774,20.0128,19.4554,19.5439,310318.0
2021-09-15,19.6235,19.8801,19.5262,19.6943,319547.0
2021-09-16,19.8713,19.8713,19.5351,19.5351,267202.0
2021-09-17,19.6324,19.8447,19.482,19.6678,1303583.0
2021-09-18,19.6324,19.8447,19.482,19.6678,1303583.0
2021-09-19,19.6324,19.8447,19.482,19.6678,1303583.0
2021-09-20,19.1015,19.3227,18.8096,19.2431,427389.0
2021-09-21,19.3581,19.4554,19.19,19.2077,317336.0
2021-09-22,19.4201,19.8536,19.4201,19.6412,287404.0
2021-09-23,19.8536,20.3181,19.6943,20.1013,200462.0
2021-09-24,20.0571,20.464,20.0571,20.2252,189985.0
2021-09-25,20.0571,20.464,20.0571,20.2252,189985.0
2021-09-26,20.0571,20.464,20.0571,20.2252,189985.0
2021-09-27,20.411,21.2072,20.3579,20.9772,272240.0
2021-09-28,21.1718,21.2338,20.756,20.8445,231750.0
2021-09-29,20.8091,21.1365,20.6941,21.0214,173813.0
2021-09-30,21.2072,21.2072,20.7339,20.7649,174613.0
2021-10-01,20.8356,21.2249,20.7914,21.1099,333220.0
2021-10-02,20.8356,21.2249,20.7914,21.1099,333220.0
2021-10-03,20.8356,21.2249,20.7914,21.1099,333220.0
2021-10-04,21.1011,21.5213,21.1011,21.4638,192849.0
2021-10-05,21.5877,21.6231,21.2957,21.5257,290359.0
2021-10-06,21.3488,21.8708,21.163,21.8619,239858.0
2021-10-07,21.8708,21.977,21.685,21.7912,326894.0
2021-10-08,21.7469,21.9239,21.7124,21.8619,145025.0
2021-10-09,21.7469,21.9239,21.7124,21.8619,145025.0
2021-10-10,21.7469,21.9239,21.7124,21.8619,145025.0
2021-10-11,22.0389,22.0831,21.8619,21.8619,106394.0
2021-10-12,21.8,22.0123,21.6319,21.9327,118388.0
2021-10-13,21.8177,21.8177,21.4152,21.6319,144047.0
2021-10-14,21.8708,21.9327,21.6584,21.915,152196.0
2021-10-15,22.3928,22.3928,21.8442,21.8531,203562.0
2021-10-16,22.3928,22.3928,21.8442,21.8531,203562.0
2021-10-17,22.3928,22.3928,21.8442,21.8531,203562.0
2021-10-18,21.7558,22.1008,21.5509,21.7469,126475.0
2021-10-19,21.8708,21.8708,21.455,21.7204,123311.0
2021-10-20,21.7469,22.0123,21.6319,22.0123,146850.0
2021-10-21,22.0035,22.0566,21.6673,21.7912,193574.0
2021-10-22,21.8089,22.0477,21.685,22.03,134892.0
2021-10-23,21.8089,22.0477,21.685,22.03,134892.0
2021-10-24,21.8089,22.0477,21.685,22.03,134892.0
2021-10-25,22.0035,22.1008,21.9327,22.092,165687.0
2021-10-26,22.0654,22.0654,21.8619,21.977,187916.0
2021-10-27,21.8265,21.8265,21.2515,21.2869,270128.0
2021-10-28,21.3842,22.03,21.3842,21.977,249555.0
2021-10-29,21.8973,22.0743,21.4196,21.9062,204766.0
2021-10-30,21.8973,22.0743,21.4196,21.9062,204766.0
2021-10-31,21.8973,22.0743,21.4196,21.9062,204766.0
2021-11-01,22.1185,22.499,21.8717,22.4547,284619.0
2021-11-02,22.552,22.552,22.1274,22.1628,178364.0
2021-11-03,22.1185,22.7378,22.0035,22.6494,228814.0
2021-11-04,22.6494,22.6494,21.9593,22.2512,199141.0
2021-11-05,22.4901,22.8794,22.4901,22.7201,206627.0
2021-11-06,22.4901,22.8794,22.4901,22.7201,206627.0
2021-11-07,22.4901,22.8794,22.4901,22.7201,206627.0
2021-11-08,22.8971,22.9856,22.5786,22.7467,125720.0
2021-11-09,22.5343,22.7201,22.4459,22.5874,148600.0
2021-11-10,22.6946,22.8464,22.6053,22.775,168217.0
2021-11-11,22.7929,22.9179,22.6321,22.7929,106870.0
2021-11-12,22.8018,22.8196,22.4356,22.5964,103737.0
2021-11-13,22.8018,22.8196,22.4356,22.5964,103737.0
2021-11-14,22.8018,22.8196,22.4356,22.5964,103737.0
2021-11-15,22.7125,22.7125,22.382,22.5249,222052.0
2021-11-16,22.5249,22.5249,22.2748,22.3374,140013.0
2021-11-17,22.257,22.257,21.8908,22.1409,161749.0
2021-11-18,22.0873,22.3329,21.9444,22.1855,196621.0
2021-11-19,21.8997,22.0873,21.6943,21.9086,142271.0
2021-11-20,21.8997,22.0873,21.6943,21.9086,142271.0
2021-11-21,21.8997,22.0873,21.6943,21.9086,142271.0
2021-11-22,22.1945,22.5874,22.0605,22.3016,198380.0
2021-11-23,22.4267,22.7929,22.4267,22.6321,205092.0
2021-11-24,22.4535,22.7661,22.4356,22.4803,123375.0
2021-11-25,22.4535,22.7661,22.4356,22.4803,123375.0
2021-11-26,21.8104,22.4803,21.0244,21.6496,299569.0
2021-11-27,21.8104,22.4803,21.0244,21.6496,299569.0
2021-11-28,21.8104,22.4803,21.0244,21.6496,299569.0
2021-11-29,21.8819,21.8819,21.3192,21.5067,276403.0
2021-11-30,21.1673,21.3192,20.9173,21.0244,224472.0
2021-12-01,21.5693,21.7479,20.7654,20.7833,286212.0
2021-12-02,21.0334,21.6854,20.7654,21.4174,326124.0
2021-12-03,21.5603,21.5693,20.9798,21.1048,347856.0
2021-12-04,21.5603,21.5693,20.9798,21.1048,347856.0
2021-12-05,21.5603,21.5693,20.9798,21.1048,347856.0
2021-12-06,21.4889,21.6943,21.3996,21.4442,223050.0
2021-12-07,21.6318,21.6407,21.0423,21.1941,292812.0
2021-12-08,21.1406,21.2968,20.953,21.087,190834.0
2021-12-09,20.8726,21.078,20.7922,20.9173,209702.0
2021-12-10,21.078,21.1584,20.7565,21.078,287020.0
2021-12-11,21.078,21.1584,20.7565,21.078,287020.0
2021-12-12,21.078,21.1584,20.7565,21.078,287020.0
2021-12-13,20.9351,21.087,20.7833,20.8547,354219.0
2021-12-14,20.953,21.3549,20.819,20.953,557774.0
2021-12-15,21.1227,21.3638,20.7833,20.8101,747788.0
2021-12-16,21.0602,21.4487,21.0066,21.1406,387198.0
2021-12-17,20.953,21.3638,20.6493,21.2745,2228537.0
2021-12-18,20.953,21.3638,20.6493,21.2745,2228537.0
2021-12-19,20.953,21.3638,20.6493,21.2745,2228537.0
2021-12-20,21.087,21.3281,20.6672,21.0066,464338.0
2021-12-21,21.1495,21.5782,21.1316,21.3817,222957.0
2021-12-22,21.4085,21.5693,21.2567,21.5157,304033.0
2021-12-23,21.6496,21.9622,21.5067,21.6943,124383.0
2021-12-24,21.6496,21.9622,21.5067,21.6943,124383.0
2021-12-25,21.6496,21.9622,21.5067,21.6943,124383.0
2021-12-26,21.6496,21.9622,21.5067,21.6943,124383.0
2021-12-27,21.7211,21.8461,21.5067,21.7925,149200.0
2021-12-28,21.6854,21.989,21.6854,21.8015,116925.0
2021-12-29,21.7836,21.9354,21.6675,21.7568,139473.0
2021-12-30,21.7925,21.9622,21.6184,21.739,242787.0
2021-12-31,21.6407,21.7843,21.5112,21.6318,185582.0
2022-01-01,21.6407,21.7843,21.5112,21.6318,185582.0
2022-01-02,21.6407,21.7843,21.5112,21.6318,185582.0
2022-01-03,21.7122,22.2034,21.7122,21.9622,267670.0
2022-01-04,22.123,22.65,22.123,22.3731,239009.0
2022-01-05,22.5338,22.6857,22.2302,22.2748,171780.0
2022-01-06,22.4892,22.9358,22.4177,22.9179,195857.0
2022-01-07,22.9268,23.2662,22.7393,23.2394,461066.0
2022-01-08,22.9268,23.2662,22.7393,23.2394,461066.0
2022-01-09,22.9268,23.2662,22.7393,23.2394,461066.0
2022-01-10,23.3377,23.4002,23.034,23.1322,294153.0
2022-01-11,23.168,23.168,22.6652,22.8643,212862.0
2022-01-12,22.8911,22.9804,22.5696,22.7661,179127.0
2022-01-13,22.8643,23.1233,22.8375,23.0161,134073.0
2022-01-14,22.7482,23.2841,22.5338,23.2216,199382.0
2022-01-15,22.7482,23.2841,22.5338,23.2216,199382.0
2022-01-16,22.7482,23.2841,22.5338,23.2216,199382.0
2022-01-17,22.7482,23.2841,22.5338,23.2216,199382.0
2022-01-18,23.0965,23.2573,22.8464,22.909,189956.0
2022-01-19,22.8822,23.0787,22.3463,22.3641,183460.0
2022-01-20,22.2748,22.4803,21.5514,21.6318,246201.0
2022-01-21,21.4978,22.1766,21.4889,21.5067,315277.0
2022-01-22,21.4978,22.1766,21.4889,21.5067,315277.0
2022-01-23,21.4978,22.1766,21.4889,21.5067,315277.0
2022-01-24,21.346,21.9622,21.346,21.8015,424978.0
2022-01-25,21.6586,21.864,21.1852,21.6943,380137.0
2022-01-26,21.864,22.0426,21.1048,21.4799,473734.0
2022-01-27,21.4264,21.8908,20.9173,21.0691,379731.0
2022-01-28,21.1673,21.4389,20.7744,21.4085,423418.0
2022-01-29,21.1673,21.4389,20.7744,21.4085,423418.0
2022-01-30,21.1673,21.4389,20.7744,21.4085,423418.0
2022-01-31,21.471,21.6139,20.9083,21.5871,1292970.0
2022-02-01,21.4978,21.6318,21.3013,21.5871,301259.0
2022-02-02,21.471,21.5201,21.1361,21.2745,362485.0
2022-02-03,21.3728,21.5934,21.2299,21.4085,353264.0
2022-02-04,21.3996,21.6764,21.1852,21.5335,259374.0
2022-02-05,21.3996,21.6764,21.1852,21.5335,259374.0
2022-02-06,21.3996,21.6764,21.1852,21.5335,259374.0
2022-02-07,21.5603,21.6586,21.3728,21.5693,230082.0
2022-02-08,21.7032,21.8774,21.5693,21.8193,286170.0
2022-02-09,21.8193,21.8819,21.3549,21.4531,376238.0
2022-02-10,21.3449,21.6516,21.1915,21.381,366021.0
2022-02-11,21.3629,21.6697,21.2727,21.4351,392830.0
2022-02-12,21.3629,21.6697,21.2727,21.4351,392830.0
2022-02-13,21.3629,21.6697,21.2727,21.4351,392830.0
2022-02-14,21.5704,21.6246,21.1645,21.2276,379862.0
2022-02-15,21.4622,21.7599,21.4622,21.5885,235225.0
2022-02-16,21.4892,21.7779,21.4216,21.6787,204501.0
2022-02-17,21.5434,21.5434,21.2502,21.3178,229997.0
2022-02-18,21.2006,21.5975,21.2006,21.4351,673446.0
2022-02-19,21.2006,21.5975,21.2006,21.4351,673446.0
2022-02-20,21.2006,21.5975,21.2006,21.4351,673446.0
2022-02-21,21.2006,21.5975,21.2006,21.4351,673446.0
2022-02-22,21.3178,21.5524,21.2186,21.408,239480.0
2022-02-23,21.5434,21.6246,21.1464,21.2186,239534.0
2022-02-24,20.7856,20.9299,20.3616,20.8577,457816.0
2022-02-25,21.0201,21.4983,20.966,21.372,269569.0
2022-02-26,21.0201,21.4983,20.966,21.372,269569.0
2022-02-27,21.0201,21.4983,20.966,21.372,269569.0
2022-02-28,20.984,21.5253,20.8848,21.408,311269.0
2022-03-01,21.2908,21.4622,20.6953,20.8307,533459.0
2022-03-02,20.957,21.5253,20.9389,21.381,268139.0
2022-03-03,21.4261,21.4622,21.1735,21.381,247694.0
2022-03-04,21.0111,21.3269,20.8848,21.1284,359201.0
2022-03-05,21.0111,21.3269,20.8848,21.1284,359201.0
2022-03-06,21.0111,21.3269,20.8848,21.1284,359201.0
2022-03-07,21.2186,21.3359,20.6277,20.6412,455443.0
2022-03-08,20.7946,21.1554,20.6773,20.6863,547664.0
2022-03-09,21.1013,21.3359,20.9209,20.9389,433498.0
2022-03-10,20.7134,21.2006,20.7134,21.1194,374436.0
2022-03-11,21.1735,21.4532,21.1284,21.1735,378706.0
2022-03-12,21.1735,21.4532,21.1284,21.1735,378706.0
2022-03-13,21.1735,21.4532,21.1284,21.1735,378706.0
2022-03-14,21.4712,21.6155,21.1915,21.2998,250112.0
2022-03-15,21.4532,21.5882,21.1194,21.1825,325515.0
2022-03-16,21.2547,21.5704,21.2547,21.5163,381872.0
2022-03-17,21.381,21.4802,21.2006,21.3088,311951.0
2022-03-18,21.3359,21.5163,20.9795,21.4802,1071194.0
2022-03-19,21.3359,21.5163,20.9795,21.4802,1071194.0
2022-03-20,21.3359,21.5163,20.9795,21.4802,1071194.0
2022-03-21,21.5704,21.6607,21.1554,21.3359,508458.0
2022-03-22,21.5163,21.6877,21.2908,21.399,191038.0
2022-03-23,21.3539,21.3539,20.8307,20.8487,347059.0
2022-03-24,20.9931,21.2457,20.8848,21.1825,299309.0
2022-03-25,21.1735,21.5163,21.1735,21.3088,249326.0
2022-03-26,21.1735,21.5163,21.1735,21.3088,249326.0
2022-03-27,21.1735,21.5163,21.1735,21.3088,249326.0
2022-03-28,21.2817,21.2817,20.984,21.2637,320265.0
2022-03-29,21.5073,21.584,21.2366,21.5073,355126.0
2022-03-30,21.5343,21.5975,21.1645,21.3269,378353.0
2022-03-31,21.2276,21.4622,21.0652,21.1103,410454.0
2022-04-01,21.2998,21.4802,20.966,21.1284,425811.0
2022-04-02,21.2998,21.4802,20.966,21.1284,425811.0
2022-04-03,21.2998,21.4802,20.966,21.1284,425811.0
2022-04-04,21.1284,21.2006,20.8758,20.975,681346.0
2022-04-05,21.0111,21.2547,20.8126,20.9028,367070.0
2022-04-06,20.8216,21.1464,20.56,20.6502,576557.0
2022-04-07,20.6593,20.6593,20.1676,20.2623,658760.0
2022-04-08,20.2713,20.3435,19.9285,19.9826,383210.0
2022-04-09,20.2713,20.3435,19.9285,19.9826,383210.0
2022-04-10,20.2713,20.3435,19.9285,19.9826,383210.0
2022-04-11,19.9015,20.2984,19.8744,19.9285,335988.0
2022-04-12,19.9646,20.1631,19.7391,19.8744,312396.0
2022-04-13,19.8563,20.3164,19.8383,20.2804,243358.0
2022-04-14,20.2713,20.4247,19.9736,20.0187,208819.0
2022-04-15,20.2713,20.4247,19.9736,20.0187,208819.0
2022-04-16,20.2713,20.4247,19.9736,20.0187,208819.0
2022-04-17,20.2713,20.4247,19.9736,20.0187,208819.0
2022-04-18,20.0278,20.145,19.9375,20.0368,168536.0
2022-04-19,20.1541,20.56,20.1541,20.4788,217603.0
2022-04-20,20.6863,20.8307,20.5781,20.6142,185699.0
2022-04-21,20.8307,20.8938,20.5961,20.6502,253437.0
2022-04-22,20.56,20.6412,20.1992,20.2172,255213.0
2022-04-23,20.56,20.6412,20.1992,20.2172,255213.0
2022-04-24,20.56,20.6412,20.1992,20.2172,255213.0
2022-04-25,20.127,20.1721,19.7391,20.109,320451.0
2022-04-26,19.8473,20.118,19.6849,19.7571,305654.0
2022-04-27,19.6669,19.8924,19.5406,19.6218,254889.0
2022-04-28,19.8383,19.9285,19.5947,19.9015,245011.0
2022-04-29,19.8834,20.2804,19.712,19.9646,464086.0
2022-04-30,19.8834,20.2804,19.712,19.9646,464086.0
2022-05-01,19.8834,20.2804,19.712,19.9646,464086.0
2022-05-02,20.0187,20.0368,19.4594,19.703,368203.0
2022-05-03,19.8112,20.1766,19.5586,20.0007,426541.0
2022-05-04,20.0999,20.569,20.0187,20.56,414279.0
2022-05-05,20.3706,20.4337,19.9421,20.1721,390388.0
2022-05-06,20.145,20.2804,20.0007,20.2533,334457.0
2022-05-07,20.145,20.2804,20.0007,20.2533,334457.0
2022-05-08,20.145,20.2804,20.0007,20.2533,334457.0
2022-05-09,20.1541,20.5239,19.9917,20.2984,255491.0
2022-05-10,20.3706,20.5826,19.7571,19.8834,331307.0
2022-05-11,20.0368,20.2668,19.6714,19.7481,307904.0
2022-05-12,19.8575,19.9032,19.4307,19.8849,282637.0
2022-05-13,20.0673,20.1677,19.7253,19.8393,234126.0
2022-05-14,20.0673,20.1677,19.7253,19.8393,234126.0
2022-05-15,20.0673,20.1677,19.7253,19.8393,234126.0
2022-05-16,19.7025,19.8849,19.5748,19.8302,280647.0
2022-05-17,20.0856,20.4687,20.0856,20.4413,284023.0
2022-05-18,20.1494,20.4322,20.0673,20.3501,423198.0
2022-05-19,20.1221,20.3957,20.0309,20.0309,427760.0
2022-05-20,20.1312,20.2315,19.6295,20.0856,424435.0
2022-05-21,20.1312,20.2315,19.6295,20.0856,424435.0
2022-05-22,20.1312,20.2315,19.6295,20.0856,424435.0
2022-05-23,20.3592,20.6511,20.2407,20.5234,364084.0
2022-05-24,20.569,20.7241,20.0673,20.6055,340185.0
2022-05-25,20.5325,20.8974,20.5234,20.642,294666.0
2022-05-26,20.87,20.9704,20.6877,20.8062,274083.0
2022-05-27,20.8974,21.089,20.8472,21.0707,328623.0
2022-05-28,20.8974,21.089,20.8472,21.0707,328623.0
2022-05-29,20.8974,21.089,20.8472,21.0707,328623.0
