,FUN US Equity,FUN US Equity,FUN US Equity,FUN US Equity,FUN US Equity
2021-03-11,46.4286,47.3992,46.1336,47.3897,418724.0
2021-03-12,48.0558,49.4357,47.6752,49.3405,366164.0
2021-03-13,48.0558,49.4357,47.6752,49.3405,366164.0
2021-03-14,48.0558,49.4357,47.6752,49.3405,366164.0
2021-03-15,49.2548,49.94,48.5792,49.645,436997.0
2021-03-16,49.959,49.959,48.151,48.8171,745061.0
2021-03-17,48.132,49.4737,48.0178,48.722,791794.0
2021-03-18,48.427,48.8171,46.7331,47.58,481401.0
2021-03-19,47.1804,47.5325,46.8169,46.8473,186944.0
2021-03-20,47.1804,47.5325,46.8169,46.8473,186944.0
2021-03-21,47.1804,47.5325,46.8169,46.8473,186944.0
2021-03-22,46.8758,47.09,45.201,46.1717,415392.0
2021-03-23,46.1717,46.2573,44.5635,45.163,348826.0
2021-03-24,46.1431,46.1526,44.7823,44.9346,331275.0
2021-03-25,44.8775,47.3612,43.8783,47.0662,371047.0
2021-03-26,47.5705,47.5705,45.7625,47.0567,523907.0
2021-03-27,47.5705,47.5705,45.7625,47.0567,523907.0
2021-03-28,47.5705,47.5705,45.7625,47.0567,523907.0
2021-03-29,46.4096,47.285,45.6768,46.0099,556610.0
2021-03-30,46.0194,48.1795,46.0194,47.0852,738416.0
2021-03-31,46.8663,47.6276,46.2288,47.2755,528323.0
2021-04-01,47.5039,47.58,46.5713,47.2279,437972.0
2021-04-02,47.5039,47.58,46.5713,47.2279,437972.0
2021-04-03,47.5039,47.58,46.5713,47.2279,437972.0
2021-04-04,47.5039,47.58,46.5713,47.2279,437972.0
2021-04-05,47.3421,48.5697,46.2859,46.5333,621464.0
2021-04-06,46.6189,47.2565,46.4191,46.7141,173650.0
2021-04-07,47.1423,48.0939,47.1178,47.3992,336147.0
2021-04-08,47.4754,47.8655,46.719,46.9425,252932.0
2021-04-09,46.9425,47.4849,45.9528,47.2279,236149.0
2021-04-10,46.9425,47.4849,45.9528,47.2279,236149.0
2021-04-11,46.9425,47.4849,45.9528,47.2279,236149.0
2021-04-12,46.8092,47.2279,45.6959,45.7434,385571.0
2021-04-13,45.201,46.4286,44.316,46.2668,644077.0
2021-04-14,46.2763,46.9139,45.4294,45.7815,592244.0
2021-04-15,45.9813,46.4952,44.887,45.477,319731.0
2021-04-16,45.8386,46.9805,44.6015,46.9234,534587.0
2021-04-17,45.8386,46.9805,44.6015,46.9234,534587.0
2021-04-18,45.8386,46.9805,44.6015,46.9234,534587.0
2021-04-19,46.6475,47.0186,46.2573,46.8568,430722.0
2021-04-20,46.7807,47.3612,45.3818,47.0852,394701.0
2021-04-21,47.0757,48.3699,46.8188,47.5705,340603.0
2021-04-22,47.837,47.9892,47.3137,47.7989,295174.0
2021-04-23,48.1891,48.4365,47.4849,47.9226,327345.0
2021-04-24,48.1891,48.4365,47.4849,47.9226,327345.0
2021-04-25,48.1891,48.4365,47.4849,47.9226,327345.0
2021-04-26,47.58,47.9036,46.4667,46.9425,315935.0
2021-04-27,47.3421,47.5705,46.657,47.5705,197004.0
2021-04-28,47.4373,47.5705,46.4096,46.7807,311309.0
2021-04-29,47.2279,47.3326,46.4667,46.5428,378093.0
2021-04-30,46.5523,47.4278,46.0384,46.9615,215569.0
2021-05-01,46.5523,47.4278,46.0384,46.9615,215569.0
2021-05-02,46.5523,47.4278,46.0384,46.9615,215569.0
2021-05-03,47.0757,47.9131,46.8758,47.285,344427.0
2021-05-04,46.7046,47.3802,46.4191,47.247,317316.0
2021-05-05,47.247,47.58,45.5817,46.2573,655772.0
2021-05-06,46.8092,46.8092,45.4675,46.1146,306421.0
2021-05-07,46.1051,46.3905,45.4675,46.0194,376507.0
2021-05-08,46.1051,46.3905,45.4675,46.0194,376507.0
2021-05-09,46.1051,46.3905,45.4675,46.0194,376507.0
2021-05-10,46.086,46.1526,44.1543,44.7252,784061.0
2021-05-11,44.4397,45.3866,43.8878,44.868,340702.0
2021-05-12,44.5064,45.0202,42.4414,43.2312,670474.0
2021-05-13,43.669,44.0401,42.213,43.6499,543830.0
2021-05-14,44.0591,45.0964,43.8688,44.3446,450864.0
2021-05-15,44.0591,45.0964,43.8688,44.3446,450864.0
2021-05-16,44.0591,45.0964,43.8688,44.3446,450864.0
2021-05-17,44.1543,44.6206,43.1646,44.2018,630754.0
2021-05-18,44.887,45.6292,44.3256,44.592,587032.0
2021-05-19,44.0306,44.5158,43.3549,43.983,567073.0
2021-05-20,44.3256,44.7633,43.4412,44.2685,476060.0
2021-05-21,44.4588,45.4104,44.0544,44.1638,706078.0
2021-05-22,44.4588,45.4104,44.0544,44.1638,706078.0
2021-05-23,44.4588,45.4104,44.0544,44.1638,706078.0
2021-05-24,44.2589,44.573,43.7451,43.7546,879401.0
2021-05-25,44.2209,44.611,43.2312,43.2978,796398.0
2021-05-26,43.3359,44.3827,43.3073,43.6214,800711.0
2021-05-27,44.1067,44.574,43.2978,43.4311,296097.0
2021-05-28,43.5833,43.669,42.8411,43.1075,507800.0
2021-05-29,43.5833,43.669,42.8411,43.1075,507800.0
2021-05-30,43.5833,43.669,42.8411,43.1075,507800.0
2021-05-31,43.5833,43.669,42.8411,43.1075,507800.0
2021-06-01,43.6214,45.4675,43.6119,45.1915,592031.0
2021-06-02,45.5055,45.5151,44.1448,44.4968,352905.0
2021-06-03,44.4873,44.4873,43.0123,43.7546,407912.0
2021-06-04,44.002,44.1067,43.2396,43.7736,352817.0
2021-06-05,44.002,44.1067,43.2396,43.7736,352817.0
2021-06-06,44.002,44.1067,43.2396,43.7736,352817.0
2021-06-07,43.7831,44.887,43.6023,43.7641,512099.0
2021-06-08,44.1923,44.1923,43.1075,43.7736,382355.0
2021-06-09,43.374,43.6309,42.9648,43.1836,528129.0
2021-06-10,43.3644,44.002,43.0314,43.8593,264797.0
2021-06-11,44.297,44.297,43.5357,43.9164,164415.0
2021-06-12,44.297,44.297,43.5357,43.9164,164415.0
2021-06-13,44.297,44.297,43.5357,43.9164,164415.0
2021-06-14,43.9164,43.9925,43.4215,43.5357,186356.0
2021-06-15,43.9639,43.9639,43.0599,43.4501,378231.0
2021-06-16,43.6404,43.9639,43.2312,43.9069,686587.0
2021-06-17,44.1733,44.2494,42.8411,43.2407,758816.0
2021-06-18,43.0314,43.2978,42.2986,42.6127,638125.0
2021-06-19,43.0314,43.2978,42.2986,42.6127,638125.0
2021-06-20,43.0314,43.2978,42.2986,42.6127,638125.0
2021-06-21,42.8411,45.1915,42.822,45.1439,480752.0
2021-06-22,44.7823,45.1154,44.0877,44.2114,478164.0
2021-06-23,44.2494,44.573,44.0128,44.2494,253368.0
2021-06-24,44.6396,44.6396,43.8498,44.2685,324867.0
2021-06-25,44.4873,44.6681,44.0591,44.2114,188374.0
2021-06-26,44.4873,44.6681,44.0591,44.2114,188374.0
2021-06-27,44.4873,44.6681,44.0591,44.2114,188374.0
2021-06-28,44.2685,44.5825,42.5936,42.822,782628.0
2021-06-29,42.822,43.098,42.5746,42.7744,298275.0
2021-06-30,42.6983,43.3169,42.6507,42.6603,258258.0
2021-07-01,42.7364,43.1551,42.6032,43.117,349601.0
2021-07-02,43.0885,43.5452,42.5487,43.374,180487.0
2021-07-03,43.0885,43.5452,42.5487,43.374,180487.0
2021-07-04,43.0885,43.5452,42.5487,43.374,180487.0
2021-07-05,43.0885,43.5452,42.5487,43.374,180487.0
2021-07-06,42.9743,43.374,42.5841,43.2122,676947.0
2021-07-07,43.0314,43.4406,42.6317,43.1075,410061.0
2021-07-08,42.3748,42.6793,41.3946,42.3462,416303.0
2021-07-09,42.4033,43.1551,42.4033,43.1456,204469.0
2021-07-10,42.4033,43.1551,42.4033,43.1456,204469.0
2021-07-11,42.4033,43.1551,42.4033,43.1456,204469.0
2021-07-12,42.8315,42.8696,41.8609,42.3082,392587.0
2021-07-13,41.6801,41.8562,41.0157,41.4517,409717.0
2021-07-14,41.3946,41.8177,41.1091,41.5374,184691.0
2021-07-15,41.1472,41.4993,40.8237,41.3946,275006.0
2021-07-16,41.3946,41.5659,39.9767,40.7285,618615.0
2021-07-17,41.3946,41.5659,39.9767,40.7285,618615.0
2021-07-18,41.3946,41.5659,39.9767,40.7285,618615.0
2021-07-19,39.4629,39.5913,37.2552,38.2353,1714873.0
2021-07-20,38.2734,40.1005,38.0926,40.0719,606358.0
2021-07-21,40.3479,40.6143,39.0442,40.1671,757158.0
2021-07-22,39.7008,40.4335,39.1092,40.3193,382020.0
2021-07-23,40.5096,40.5096,39.8341,39.9863,482318.0
2021-07-24,40.5096,40.5096,39.8341,39.9863,482318.0
2021-07-25,40.5096,40.5096,39.8341,39.9863,482318.0
2021-07-26,40.2051,40.5572,39.6389,40.2051,792804.0
2021-07-27,39.9196,40.3479,39.4629,39.7579,767180.0
2021-07-28,40.9093,41.7848,40.6048,41.0901,934617.0
2021-07-29,41.1853,42.0417,40.4621,41.1091,476991.0
2021-07-30,41.0996,41.5088,39.7388,39.9672,329214.0
2021-07-31,41.0996,41.5088,39.7388,39.9672,329214.0
2021-08-01,41.0996,41.5088,39.7388,39.9672,329214.0
2021-08-02,39.9672,41.0521,39.9672,40.1385,517626.0
2021-08-03,39.9863,39.9863,38.34,39.6056,559046.0
2021-08-04,37.8832,39.4248,37.7214,39.4058,1224254.0
2021-08-05,39.6817,42.2891,39.2155,42.1083,557852.0
2021-08-06,42.1845,43.0599,41.9466,43.0123,376406.0
2021-08-07,42.1845,43.0599,41.9466,43.0123,376406.0
2021-08-08,42.1845,43.0599,41.9466,43.0123,376406.0
2021-08-09,42.6507,42.6507,40.7285,40.9379,399755.0
2021-08-10,40.9188,41.2757,40.2813,40.8332,398920.0
2021-08-11,40.6524,42.5841,40.3955,42.4795,274821.0
2021-08-12,42.4033,42.4033,41.4708,41.918,138453.0
2021-08-13,42.0132,43.079,41.6801,43.0314,188484.0
2021-08-14,42.0132,43.079,41.6801,43.0314,188484.0
2021-08-15,42.0132,43.079,41.6801,43.0314,188484.0
2021-08-16,42.3462,43.0219,42.3462,42.9743,338501.0
2021-08-17,42.6603,42.9077,41.7752,42.4033,286303.0
2021-08-18,42.4414,42.799,41.5183,42.1178,137715.0
2021-08-19,41.8609,42.0512,40.4906,40.5953,210790.0
2021-08-20,40.2337,41.7753,40.2337,41.7658,185168.0
2021-08-21,40.2337,41.7753,40.2337,41.7658,185168.0
2021-08-22,40.2337,41.7753,40.2337,41.7658,185168.0
2021-08-23,42.1464,42.8982,41.3185,41.6991,187477.0
2021-08-24,41.7753,42.803,41.7753,42.6983,219417.0
2021-08-25,42.6507,43.8878,42.3557,43.8688,263834.0
2021-08-26,43.7451,44.0068,42.7792,43.2027,373789.0
2021-08-27,43.2978,43.5357,42.6317,43.2598,317933.0
2021-08-28,43.2978,43.5357,42.6317,43.2598,317933.0
2021-08-29,43.2978,43.5357,42.6317,43.2598,317933.0
2021-08-30,42.8125,43.1551,41.328,41.5945,330630.0
2021-08-31,41.1662,42.1559,40.6904,42.0417,266001.0
2021-09-01,41.604,42.194,41.1662,41.9561,311180.0
2021-09-02,42.2701,42.6317,41.7277,42.0417,151576.0
2021-09-03,41.6801,42.0988,41.2043,41.7562,109116.0
2021-09-04,41.6801,42.0988,41.2043,41.7562,109116.0
2021-09-05,41.6801,42.0988,41.2043,41.7562,109116.0
2021-09-06,41.6801,42.0988,41.2043,41.7562,109116.0
2021-09-07,41.4137,42.3795,41.4137,41.9085,195980.0
2021-09-08,41.7848,42.4414,40.7009,41.8609,218499.0
2021-09-09,41.642,42.822,41.5326,42.1464,94012.0
2021-09-10,42.3557,43.1265,42.0608,42.822,294741.0
2021-09-11,42.3557,43.1265,42.0608,42.822,294741.0
2021-09-12,42.3557,43.1265,42.0608,42.822,294741.0
2021-09-13,43.2027,43.5167,42.3557,43.2312,360499.0
2021-09-14,43.0694,43.0694,41.642,41.8704,402676.0
2021-09-15,41.7277,42.1654,41.4709,42.1464,164609.0
2021-09-16,41.8704,42.5175,41.8704,42.0988,132580.0
2021-09-17,42.0512,42.7269,42.0512,42.527,154250.0
2021-09-18,42.0512,42.7269,42.0512,42.527,154250.0
2021-09-19,42.0512,42.7269,42.0512,42.527,154250.0
2021-09-20,41.9561,42.8125,41.6325,42.6507,273143.0
2021-09-21,42.7935,43.1075,42.2035,42.2701,193525.0
2021-09-22,42.2986,42.6983,42.0072,42.3557,204611.0
2021-09-23,42.508,43.4786,42.3367,43.3644,494501.0
2021-09-24,42.9648,43.5452,42.9648,43.5262,280519.0
2021-09-25,42.9648,43.5452,42.9648,43.5262,280519.0
2021-09-26,42.9648,43.5452,42.9648,43.5262,280519.0
2021-09-27,43.5833,44.9251,43.374,44.316,480422.0
2021-09-28,44.2304,44.9251,43.8212,43.8402,216681.0
2021-09-29,43.8783,44.0972,43.2217,43.5452,282655.0
2021-09-30,43.6785,44.5159,43.1551,44.1352,285064.0
2021-10-01,44.7443,46.3905,44.3827,45.6292,862130.0
2021-10-02,44.7443,46.3905,44.3827,45.6292,862130.0
2021-10-03,44.7443,46.3905,44.3827,45.6292,862130.0
2021-10-04,45.8576,45.9909,43.6509,44.021,362003.0
2021-10-05,44.1067,44.4112,43.2312,43.669,447131.0
2021-10-06,43.1646,43.5881,41.9561,42.8696,322572.0
2021-10-07,43.2407,43.2883,42.4699,43.2502,299521.0
2021-10-08,43.3835,43.688,42.6127,42.8982,163207.0
2021-10-09,43.3835,43.688,42.6127,42.8982,163207.0
2021-10-10,43.3835,43.688,42.6127,42.8982,163207.0
2021-10-11,42.6412,43.2407,42.3938,42.9743,87543.0
2021-10-12,43.0409,43.3736,42.7078,43.0599,227332.0
2021-10-13,42.9077,43.5357,42.822,43.2978,181667.0
2021-10-14,43.4311,44.5444,43.0409,44.5254,167658.0
2021-10-15,44.5825,45.4865,44.3636,44.4017,192574.0
2021-10-16,44.5825,45.4865,44.3636,44.4017,192574.0
2021-10-17,44.5825,45.4865,44.3636,44.4017,192574.0
2021-10-18,44.1352,44.6206,43.1932,43.9639,260817.0
2021-10-19,44.0306,44.0306,43.1741,43.4311,229419.0
2021-10-20,43.2693,44.3065,42.8982,44.1067,251961.0
2021-10-21,44.1828,45.3723,43.9525,45.3628,230424.0
2021-10-22,45.2962,46.0099,45.2962,45.6768,618849.0
2021-10-23,45.2962,46.0099,45.2962,45.6768,618849.0
2021-10-24,45.2962,46.0099,45.2962,45.6768,618849.0
2021-10-25,45.6768,45.9718,45.2201,45.5055,301145.0
2021-10-26,45.6388,45.6388,44.5539,45.0297,189747.0
2021-10-27,44.6015,44.887,43.5262,44.0781,250021.0
2021-10-28,44.0877,44.3483,42.5841,43.1741,353341.0
2021-10-29,43.0219,44.2494,42.9362,44.2209,123878.0
2021-10-30,43.0219,44.2494,42.9362,44.2209,123878.0
2021-10-31,43.0219,44.2494,42.9362,44.2209,123878.0
2021-11-01,43.9639,45.5341,43.9639,44.7443,216757.0
2021-11-02,44.7062,45.6483,43.8688,45.4865,200816.0
2021-11-03,45.6388,47.3136,45.2772,46.9329,855568.0
2021-11-04,47.4373,47.4373,45.6768,45.9052,346733.0
2021-11-05,47.5325,48.3413,46.5238,47.1137,469975.0
2021-11-06,47.5325,48.3413,46.5238,47.1137,469975.0
2021-11-07,47.5325,48.3413,46.5238,47.1137,469975.0
2021-11-08,47.1042,47.3421,45.496,46.0194,1585541.0
2021-11-09,45.4009,46.343,45.0868,45.5722,281725.0
2021-11-10,45.1344,45.8481,44.8965,45.1725,209057.0
2021-11-11,45.201,45.4865,44.7347,45.4199,297352.0
2021-11-12,45.496,45.5531,44.7252,44.9346,242591.0
2021-11-13,45.496,45.5531,44.7252,44.9346,242591.0
2021-11-14,45.496,45.5531,44.7252,44.9346,242591.0
2021-11-15,44.8204,45.3246,44.2589,44.5254,186330.0
2021-11-16,44.278,45.0773,43.7165,44.4873,115368.0
2021-11-17,45.4865,46.048,44.2209,45.0773,270650.0
2021-11-18,45.3343,45.6292,44.6396,45.4199,173230.0
2021-11-19,44.868,46.1431,44.0168,46.0099,666956.0
2021-11-20,44.868,46.1431,44.0168,46.0099,666956.0
2021-11-21,44.868,46.1431,44.0168,46.0099,666956.0
2021-11-22,46.1526,46.6665,45.477,46.4381,330733.0
2021-11-23,46.4381,46.6855,45.9909,46.6189,233072.0
2021-11-24,46.1336,47.2375,46.048,47.1613,236707.0
2021-11-25,46.1336,47.2375,46.048,47.1613,236707.0
2021-11-26,44.8775,46.6855,44.2494,46.3334,635549.0
2021-11-27,44.8775,46.6855,44.2494,46.3334,635549.0
2021-11-28,44.8775,46.6855,44.2494,46.3334,635549.0
2021-11-29,46.6379,46.8283,45.3247,46.4667,224608.0
2021-11-30,45.5531,46.2002,43.7118,44.6396,429868.0
2021-12-01,45.2676,45.5656,43.4881,43.7736,337642.0
2021-12-02,43.9449,45.2772,43.91,45.0964,428241.0
2021-12-03,44.9251,45.0488,43.7736,44.5159,252636.0
2021-12-04,44.9251,45.0488,43.7736,44.5159,252636.0
2021-12-05,44.9251,45.0488,43.7736,44.5159,252636.0
2021-12-06,44.4207,46.086,44.2589,45.6768,297322.0
2021-12-07,45.8101,47.1042,45.8101,46.4857,195407.0
2021-12-08,46.7426,48.2937,46.6855,47.1708,245707.0
2021-12-09,46.4381,47.7754,46.4381,47.5705,220512.0
2021-12-10,47.4563,47.7228,46.9044,46.9615,190547.0
2021-12-11,47.4563,47.7228,46.9044,46.9615,190547.0
2021-12-12,47.4563,47.7228,46.9044,46.9615,190547.0
2021-12-13,46.7141,47.5325,46.1526,47.1994,231941.0
2021-12-14,46.6284,47.7513,46.6189,46.6475,292435.0
2021-12-15,46.6475,47.1042,45.2867,46.2763,492780.0
2021-12-16,46.6189,46.6189,45.496,45.6292,178862.0
2021-12-17,45.3628,46.343,44.7347,46.1431,165153.0
2021-12-18,45.3628,46.343,44.7347,46.1431,165153.0
2021-12-19,45.3628,46.343,44.7347,46.1431,165153.0
2021-12-20,45.2676,45.8862,45.0678,45.2581,418791.0
2021-12-21,45.5151,48.17,45.5151,47.4754,419822.0
2021-12-22,47.4373,48.6268,46.8387,48.5792,206985.0
2021-12-23,48.741,48.741,47.2375,47.5515,133782.0
2021-12-24,48.741,48.741,47.2375,47.5515,133782.0
2021-12-25,48.741,48.741,47.2375,47.5515,133782.0
2021-12-26,48.741,48.741,47.2375,47.5515,133782.0
2021-12-27,47.1899,48.1986,47.1137,47.9512,76800.0
2021-12-28,47.9321,48.4555,47.58,47.6086,85851.0
2021-12-29,47.7513,48.2081,47.5325,47.7989,120524.0
2021-12-30,47.58,48.0558,47.3659,47.6657,137853.0
2021-12-31,47.5895,47.7466,47.2779,47.6371,114759.0
2022-01-01,47.5895,47.7466,47.2779,47.6371,114759.0
2022-01-02,47.5895,47.7466,47.2779,47.6371,114759.0
2022-01-03,47.3231,48.741,47.3231,47.9987,222555.0
2022-01-04,48.132,48.522,47.1613,47.4087,202326.0
2022-01-05,47.0757,47.6466,46.5428,46.8378,271369.0
2022-01-06,46.952,47.5325,45.4247,46.0575,256911.0
2022-01-07,45.7434,46.3334,45.3247,45.6673,944509.0
2022-01-08,45.7434,46.3334,45.3247,45.6673,944509.0
2022-01-09,45.7434,46.3334,45.3247,45.6673,944509.0
2022-01-10,45.2581,45.4357,44.3541,45.0773,963853.0
2022-01-11,44.9346,45.6673,44.3574,45.5341,210854.0
2022-01-12,45.4389,45.5151,44.611,44.7443,107566.0
2022-01-13,44.7157,45.5055,44.611,44.868,157972.0
2022-01-14,43.7736,44.868,43.1646,44.278,205271.0
2022-01-15,43.7736,44.868,43.1646,44.278,205271.0
2022-01-16,43.7736,44.868,43.1646,44.278,205271.0
2022-01-17,43.7736,44.868,43.1646,44.278,205271.0
2022-01-18,43.3835,44.2399,43.2978,43.6404,217759.0
2022-01-19,43.6404,45.3989,43.6404,44.906,150510.0
2022-01-20,44.6872,46.4667,44.5254,44.6301,715961.0
2022-01-21,43.8783,44.9917,42.9743,43.4691,325964.0
2022-01-22,43.8783,44.9917,42.9743,43.4691,325964.0
2022-01-23,43.8783,44.9917,42.9743,43.4691,325964.0
2022-01-24,42.6983,43.9449,42.1464,43.8117,575971.0
2022-01-25,43.1551,45.1344,42.8214,44.5349,286144.0
2022-01-26,44.2114,45.8481,44.0496,45.5246,445642.0
2022-01-27,45.3723,45.8956,44.3827,44.4207,457811.0
2022-01-28,44.2018,46.4571,44.2018,46.0575,568098.0
2022-01-29,44.2018,46.4571,44.2018,46.0575,568098.0
2022-01-30,44.2018,46.4571,44.2018,46.0575,568098.0
2022-01-31,45.6959,47.58,45.2366,47.3231,683389.0
2022-02-01,47.58,54.7646,47.0196,53.5275,7369895.0
2022-02-02,53.0517,56.0873,52.9577,55.7162,2443786.0
2022-02-03,54.4601,56.3443,54.4316,55.9065,810999.0
2022-02-04,55.288,56.3062,55.288,55.859,689124.0
2022-02-05,55.288,56.3062,55.288,55.859,689124.0
2022-02-06,55.288,56.3062,55.288,55.859,689124.0
2022-02-07,55.859,56.9295,55.7257,56.782,346955.0
2022-02-08,56.8581,57.0389,56.2015,56.8201,291470.0
2022-02-09,56.6298,57.2864,56.3823,57.0009,474368.0
2022-02-10,56.4204,57.743,56.2015,56.9152,666936.0
2022-02-11,58.3807,59.4078,57.8288,58.6662,952453.0
2022-02-12,58.3807,59.4078,57.8288,58.6662,952453.0
2022-02-13,58.3807,59.4078,57.8288,58.6662,952453.0
2022-02-14,58.3141,59.5321,58.1523,58.5615,383279.0
2022-02-15,58.8993,59.3323,58.5236,58.6186,637212.0
2022-02-16,54.2508,56.1444,53.7369,55.5259,3096120.0
2022-02-17,55.2024,56.5156,54.1841,54.422,1399380.0
2022-02-18,54.8312,54.9169,53.1469,53.5941,808992.0
2022-02-19,54.8312,54.9169,53.1469,53.5941,808992.0
2022-02-20,54.8312,54.9169,53.1469,53.5941,808992.0
2022-02-21,54.8312,54.9169,53.1469,53.5941,808992.0
2022-02-22,52.89,54.4982,52.8614,54.422,544813.0
2022-02-23,55.0596,55.0596,52.8091,53.4324,717677.0
2022-02-24,51.1295,53.7083,51.1295,53.2325,521746.0
2022-02-25,53.3277,54.6314,52.8424,54.3078,673171.0
2022-02-26,53.3277,54.6314,52.8424,54.3078,673171.0
2022-02-27,53.3277,54.6314,52.8424,54.3078,673171.0
2022-02-28,54.3078,55.2261,53.6417,54.6028,708548.0
2022-03-01,54.3459,55.2214,53.1279,54.5553,1643101.0
2022-03-02,54.0509,55.7923,53.48,54.3078,598944.0
2022-03-03,54.4887,54.4982,51.7005,53.7654,537357.0
2022-03-04,54.1937,54.1937,51.9859,52.2809,475317.0
2022-03-05,54.1937,54.1937,51.9859,52.2809,475317.0
2022-03-06,54.1937,54.1937,51.9859,52.2809,475317.0
2022-03-07,52.2429,52.3047,48.5507,48.5507,1521836.0
2022-03-08,48.8171,51.101,46.3525,49.6355,650592.0
2022-03-09,50.5585,51.7005,49.331,51.101,408434.0
2022-03-10,50.216,51.4435,49.4166,50.3873,244277.0
2022-03-11,50.53,51.139,49.6926,50.2255,567154.0
2022-03-12,50.53,51.139,49.6926,50.2255,567154.0
2022-03-13,50.53,51.139,49.6926,50.2255,567154.0
2022-03-14,49.8829,50.4253,48.7029,50.1398,464132.0
2022-03-15,50.4158,52.0334,50.1779,51.158,322013.0
2022-03-16,51.101,53.1183,51.101,52.9471,599156.0
2022-03-17,52.4998,53.5323,52.3856,53.4229,367170.0
2022-03-18,52.909,54.1651,52.8614,53.1564,215602.0
2022-03-19,52.909,54.1651,52.8614,53.1564,215602.0
2022-03-20,52.909,54.1651,52.8614,53.1564,215602.0
2022-03-21,53.0327,53.5275,52.3761,52.7948,451477.0
2022-03-22,52.9375,54.7028,52.5521,53.794,182067.0
2022-03-23,53.3277,53.9938,52.382,52.5188,140731.0
2022-03-24,52.338,53.1136,52.3333,52.4808,144346.0
2022-03-25,52.5569,53.0993,51.6367,51.6719,179752.0
2022-03-26,52.5569,53.0993,51.6367,51.6719,179752.0
2022-03-27,52.5569,53.0993,51.6367,51.6719,179752.0
2022-03-28,51.2913,51.8765,51.0534,51.4055,299469.0
2022-03-29,52.1763,52.445,51.2209,51.5958,203847.0
2022-03-30,51.158,51.7623,51.158,51.2722,77782.0
2022-03-31,51.2247,52.6806,51.0629,52.1477,300002.0
2022-04-01,52.4427,52.4879,50.1303,50.8155,334492.0
2022-04-02,52.4427,52.4879,50.1303,50.8155,334492.0
2022-04-03,52.4427,52.4879,50.1303,50.8155,334492.0
2022-04-04,50.3873,50.9011,50.3397,50.3397,184529.0
2022-04-05,50.6537,50.9106,48.6744,48.8552,262817.0
2022-04-06,48.3223,48.6839,47.3231,48.1224,366857.0
2022-04-07,47.9607,49.9305,47.9131,49.8163,452485.0
2022-04-08,49.4832,50.7964,49.1407,50.0732,194465.0
2022-04-09,49.4832,50.7964,49.1407,50.0732,194465.0
2022-04-10,49.4832,50.7964,49.1407,50.0732,194465.0
2022-04-11,49.8258,51.6053,49.4927,50.6347,380687.0
2022-04-12,50.7203,52.1001,50.6822,51.158,211394.0
2022-04-13,51.6053,52.2048,50.7869,51.9574,326094.0
2022-04-14,52.005,52.8043,51.5006,51.9669,150376.0
2022-04-15,52.005,52.8043,51.5006,51.9669,150376.0
2022-04-16,52.005,52.8043,51.5006,51.9669,150376.0
2022-04-17,52.005,52.8043,51.5006,51.9669,150376.0
2022-04-18,51.5101,52.1858,51.5101,52.0716,72001.0
2022-04-19,51.7385,53.8416,51.7385,53.6608,150428.0
2022-04-20,53.5941,54.2222,52.7472,53.185,383712.0
2022-04-21,54.2412,54.2412,51.9003,52.2334,121718.0
2022-04-22,52.1667,53.4704,51.8908,52.8234,287782.0
2022-04-23,52.1667,53.4704,51.8908,52.8234,287782.0
2022-04-24,52.1667,53.4704,51.8908,52.8234,287782.0
2022-04-25,52.5759,54.1746,52.5759,53.1945,396344.0
2022-04-26,52.6996,53.8728,52.0716,52.1953,298927.0
2022-04-27,52.5093,52.5284,50.8821,51.5482,281094.0
2022-04-28,51.8813,52.7948,50.5585,52.5664,351346.0
2022-04-29,52.338,52.8995,50.8535,50.8535,231986.0
2022-04-30,52.338,52.8995,50.8535,50.8535,231986.0
2022-05-01,52.338,52.8995,50.8535,50.8535,231986.0
2022-05-02,50.844,51.2722,49.959,50.8916,257880.0
2022-05-03,51.2627,51.3008,49.2644,50.2255,383093.0
2022-05-04,51.6243,52.8424,49.2073,50.8821,765630.0
2022-05-05,50.4253,51.0343,49.0074,49.0265,658715.0
2022-05-06,49.2073,49.7306,48.0273,49.1692,443834.0
2022-05-07,49.2073,49.7306,48.0273,49.1692,443834.0
2022-05-08,49.2073,49.7306,48.0273,49.1692,443834.0
2022-05-09,48.5031,48.9979,45.9623,46.0955,713123.0
2022-05-10,46.4381,46.8949,43.2598,45.5817,677974.0
2022-05-11,45.2486,46.0289,43.8688,44.6015,580114.0
2022-05-12,44.1923,44.5825,43.0885,44.4493,460702.0
2022-05-13,44.8204,45.201,43.5167,44.3827,469435.0
2022-05-14,44.8204,45.201,43.5167,44.3827,469435.0
2022-05-15,44.8204,45.201,43.5167,44.3827,469435.0
2022-05-16,44.278,45.0916,42.1369,43.4786,420096.0
2022-05-17,43.9449,45.1677,43.4168,44.8109,452575.0
2022-05-18,44.1543,45.0469,43.7736,44.1352,592612.0
2022-05-19,43.6023,44.5635,42.2939,42.8886,380576.0
2022-05-20,43.2217,43.2217,41.5326,41.8228,1011202.0
2022-05-21,43.2217,43.2217,41.5326,41.8228,1011202.0
2022-05-22,43.2217,43.2217,41.5326,41.8228,1011202.0
2022-05-23,42.2844,42.2844,41.152,41.7182,313963.0
2022-05-24,41.5469,41.5469,39.4914,40.129,471226.0
2022-05-25,39.7674,42.4414,39.7674,41.6801,491822.0
2022-05-26,41.6896,44.7538,41.4708,44.5444,383118.0
