,TKR US Equity,TKR US Equity,TKR US Equity,TKR US Equity,TKR US Equity
2020-03-12,30.6646,32.7383,29.2914,29.2914,1440937.0
2020-03-13,31.4161,32.1027,29.1337,32.1027,922075.0
2020-03-14,31.4161,32.1027,29.1337,32.1027,922075.0
2020-03-15,31.4161,32.1027,29.1337,32.1027,922075.0
2020-03-16,28.0481,31.045,26.9626,28.2986,1064675.0
2020-03-17,28.8831,29.013,26.9069,28.1594,1139140.0
2020-03-18,26.0162,27.4543,20.6487,22.5183,1261162.0
2020-03-19,21.9616,26.4708,21.8502,26.3873,993127.0
2020-03-20,26.8512,27.394,24.3368,24.6801,1036175.0
2020-03-21,26.8512,27.394,24.3368,24.6801,1036175.0
2020-03-22,26.8512,27.394,24.3368,24.6801,1036175.0
2020-03-23,24.2533,24.643,22.3791,23.4368,768571.0
2020-03-24,25.209,28.6883,25.0141,27.7419,714111.0
2020-03-25,28.0852,31.9079,27.343,30.8965,777239.0
2020-03-26,31.2305,32.2883,30.312,31.945,723537.0
2020-03-27,30.312,30.7202,29.1986,29.7089,501047.0
2020-03-28,30.312,30.7202,29.1986,29.7089,501047.0
2020-03-29,30.312,30.7202,29.1986,29.7089,501047.0
2020-03-30,29.1522,30.813,28.1177,30.6738,745641.0
2020-03-31,30.6738,30.8594,29.6161,30.0058,791760.0
2020-04-01,28.6326,29.0965,27.3708,27.8347,802998.0
2020-04-02,27.7048,29.5373,27.6584,28.7347,614693.0
2020-04-03,28.4842,28.9667,26.2203,27.1388,645011.0
2020-04-04,28.4842,28.9667,26.2203,27.1388,645011.0
2020-04-05,28.4842,28.9667,26.2203,27.1388,645011.0
2020-04-06,29.0409,30.8501,28.5027,30.646,853665.0
2020-04-07,32.1027,32.6408,30.5718,30.6738,736138.0
2020-04-08,31.3883,32.3346,30.6924,32.0934,423135.0
2020-04-09,33.2532,34.0975,31.778,32.5852,588772.0
2020-04-10,33.2532,34.0975,31.778,32.5852,588772.0
2020-04-11,33.2532,34.0975,31.778,32.5852,588772.0
2020-04-12,33.2532,34.0975,31.778,32.5852,588772.0
2020-04-13,32.5852,32.7893,31.1934,32.4645,759431.0
2020-04-14,33.3274,33.9769,32.5852,32.9285,843709.0
2020-04-15,31.546,32.1491,30.4976,31.2213,986555.0
2020-04-16,31.0635,31.6759,30.4373,31.1656,1124998.0
2020-04-17,32.4182,33.9955,31.88,33.0676,833157.0
2020-04-18,32.4182,33.9955,31.88,33.0676,833157.0
2020-04-19,32.4182,33.9955,31.88,33.0676,833157.0
2020-04-20,32.0285,32.6594,31.4903,31.7687,610399.0
2020-04-21,30.5532,31.0728,29.9965,30.2285,590661.0
2020-04-22,31.1006,31.212,29.7831,30.0615,791356.0
2020-04-23,30.312,32.6223,30.2285,31.5646,524790.0
2020-04-24,32.0006,32.6037,31.1563,32.3625,657287.0
2020-04-25,32.0006,32.6037,31.1563,32.3625,657287.0
2020-04-26,32.0006,32.6037,31.1563,32.3625,657287.0
2020-04-27,32.5109,34.2362,32.5109,33.8099,394062.0
2020-04-28,34.8491,35.3779,33.8377,34.2181,646352.0
2020-04-29,35.4057,36.9645,35.3037,36.6954,532686.0
2020-04-30,35.7212,35.8975,34.7934,34.8676,720848.0
2020-05-01,35.5728,36.649,32.279,33.3367,647914.0
2020-05-02,35.5728,36.649,32.279,33.3367,647914.0
2020-05-03,35.5728,36.649,32.279,33.3367,647914.0
2020-05-04,32.1676,34.0604,31.8615,33.9491,754368.0
2020-05-05,34.4408,35.5171,34.4408,34.6357,687772.0
2020-05-06,34.7192,34.8862,33.513,33.6986,364517.0
2020-05-07,34.3851,34.9789,34.1532,34.3666,547284.0
2020-05-08,35.2851,36.148,34.9418,36.0738,622047.0
2020-05-09,35.2851,36.148,34.9418,36.0738,622047.0
2020-05-10,35.2851,36.148,34.9418,36.0738,622047.0
2020-05-11,35.3594,36.0459,34.7192,35.8233,717225.0
2020-05-12,35.9903,36.4264,34.0326,34.0604,638468.0
2020-05-13,33.8563,34.0604,33.0305,33.4202,748405.0
2020-05-14,32.78,34.2645,31.9728,34.2367,578965.0
2020-05-15,33.9119,34.8862,33.9119,34.682,451645.0
2020-05-16,33.9119,34.8862,33.9119,34.682,451645.0
2020-05-17,33.9119,34.8862,33.9119,34.682,451645.0
2020-05-18,36.9367,38.4768,36.5794,38.05,889468.0
2020-05-19,37.7346,39.3119,37.3449,38.3006,573269.0
2020-05-20,38.9315,40.1284,38.5232,38.616,704741.0
2020-05-21,38.0368,38.9056,37.467,37.7379,605261.0
2020-05-22,37.8874,38.0088,37.383,37.8313,340946.0
2020-05-23,37.8874,38.0088,37.383,37.8313,340946.0
2020-05-24,37.8874,38.0088,37.383,37.8313,340946.0
2020-05-25,37.8874,38.0088,37.383,37.8313,340946.0
2020-05-26,39.8303,40.5683,39.6669,40.0919,498892.0
2020-05-27,41.2969,41.9134,40.3348,41.1568,672822.0
2020-05-28,41.5211,41.5211,39.7556,40.2694,851313.0
2020-05-29,39.793,40.0639,38.7468,39.7369,821852.0
2020-05-30,39.793,40.0639,38.7468,39.7369,821852.0
2020-05-31,39.793,40.0639,38.7468,39.7369,821852.0
2020-06-01,39.8397,40.7271,39.4006,39.4473,539528.0
2020-06-02,40.0172,40.1106,39.4473,39.6342,449937.0
2020-06-03,40.5122,41.7312,40.204,41.5304,485084.0
2020-06-04,41.082,43.025,40.998,42.9876,1009298.0
2020-06-05,44.3234,45.7526,44.0432,44.9306,864215.0
2020-06-06,44.3234,45.7526,44.0432,44.9306,864215.0
2020-06-07,44.3234,45.7526,44.0432,44.9306,864215.0
2020-06-08,45.6498,46.696,45.3135,46.4345,801985.0
2020-06-09,45.1174,45.5844,44.5289,44.8465,558008.0
2020-06-10,44.6877,44.6877,42.698,42.9222,473474.0
2020-06-11,40.3908,41.5678,39.0177,39.2045,619358.0
2020-06-12,41.1194,41.1194,38.6907,40.5122,680986.0
2020-06-13,41.1194,41.1194,38.6907,40.5122,680986.0
2020-06-14,41.1194,41.1194,38.6907,40.5122,680986.0
2020-06-15,38.7841,40.9466,38.602,40.643,520684.0
2020-06-16,42.8008,43.2305,41.3716,42.0815,506194.0
2020-06-17,42.231,42.4178,41.2502,41.6518,667058.0
2020-06-18,40.9699,42.1002,40.9326,41.2222,538031.0
2020-06-19,41.8013,42.287,40.9513,41.2315,1139626.0
2020-06-20,41.8013,42.287,40.9513,41.2315,1139626.0
2020-06-21,41.8013,42.287,40.9513,41.2315,1139626.0
2020-06-22,40.7364,41.4463,39.9611,41.3249,393064.0
2020-06-23,42.1749,42.1936,40.9793,41.1474,960098.0
2020-06-24,40.5029,40.5029,39.1858,39.5875,599760.0
2020-06-25,39.3166,41.3436,38.9896,41.2595,798618.0
2020-06-26,41.0353,42.4178,40.9513,42.1469,2267660.0
2020-06-27,41.0353,42.4178,40.9513,42.1469,2267660.0
2020-06-28,41.0353,42.4178,40.9513,42.1469,2267660.0
2020-06-29,42.5673,42.8942,41.8947,42.4085,1262992.0
2020-06-30,42.203,43.0558,42.0255,42.4925,871664.0
2020-07-01,42.7541,43.3426,41.3062,41.3903,626026.0
2020-07-02,42.3898,43.6975,41.8947,41.9881,402355.0
2020-07-03,42.3898,43.6975,41.8947,41.9881,402355.0
2020-07-04,42.3898,43.6975,41.8947,41.9881,402355.0
2020-07-05,42.3898,43.6975,41.8947,41.9881,402355.0
2020-07-06,43.0343,43.5294,42.7074,43.3706,506635.0
2020-07-07,42.7541,42.8382,41.7546,41.9414,461827.0
2020-07-08,42.1096,42.2777,41.2782,41.8013,373036.0
2020-07-09,41.6238,41.7857,40.3815,40.8485,394149.0
2020-07-10,40.9606,41.4837,40.6243,41.4277,705335.0
2020-07-11,40.9606,41.4837,40.6243,41.4277,705335.0
2020-07-12,40.9606,41.4837,40.6243,41.4277,705335.0
2020-07-13,41.4463,43.0623,41.4463,42.1936,513269.0
2020-07-14,42.2123,43.408,41.5584,43.3986,475554.0
2020-07-15,44.7064,45.0333,43.6135,44.7811,356147.0
2020-07-16,44.6223,45.108,43.8003,44.0245,561219.0
2020-07-17,44.1739,44.7437,43.7583,44.1459,411895.0
2020-07-18,44.1739,44.7437,43.7583,44.1459,411895.0
2020-07-19,44.1739,44.7437,43.7583,44.1459,411895.0
2020-07-20,43.7442,44.1739,42.997,43.2959,429773.0
2020-07-21,44.0058,44.7344,43.6228,44.4635,506654.0
2020-07-22,44.3234,45.2295,44.2954,44.5569,454328.0
2020-07-23,44.5943,44.8745,44.3701,44.5849,476474.0
2020-07-24,44.4728,44.6784,43.903,44.0618,244103.0
2020-07-25,44.4728,44.6784,43.903,44.0618,244103.0
2020-07-26,44.4728,44.6784,43.903,44.0618,244103.0
2020-07-27,43.8657,44.8932,43.7816,44.5663,339360.0
2020-07-28,44.1366,44.5102,43.1371,43.2305,354790.0
2020-07-29,43.6321,44.8792,43.5224,44.7437,374814.0
2020-07-30,43.875,44.1459,42.8008,43.8003,484466.0
2020-07-31,43.5761,43.5761,41.9881,42.6513,952953.0
2020-08-01,43.5761,43.5761,41.9881,42.6513,952953.0
2020-08-02,43.5761,43.5761,41.9881,42.6513,952953.0
2020-08-03,46.4438,47.4433,45.0053,46.5466,1019051.0
2020-08-04,46.696,46.8828,45.5658,45.8273,648588.0
2020-08-05,46.2944,46.9856,45.9954,46.7521,630176.0
2020-08-06,46.5092,47.5087,46.1356,47.3219,694008.0
2020-08-07,47.3499,48.4148,47.1724,48.3961,635549.0
2020-08-08,47.3499,48.4148,47.1724,48.3961,635549.0
2020-08-09,47.3499,48.4148,47.1724,48.3961,635549.0
2020-08-10,48.7697,50.8201,48.5736,50.7314,1242092.0
2020-08-11,51.3759,52.693,51.3759,51.6842,1465952.0
2020-08-12,52.3847,52.8144,51.3852,52.1325,512845.0
2020-08-13,51.6281,52.3847,51.2918,51.5067,364700.0
2020-08-14,50.9556,52.0391,50.9556,51.7215,346112.0
2020-08-15,50.9556,52.0391,50.9556,51.7215,346112.0
2020-08-16,50.9556,52.0391,50.9556,51.7215,346112.0
2020-08-17,51.6935,52.1055,50.9369,51.1984,274028.0
2020-08-18,50.8154,51.2918,50.5912,50.7687,371073.0
2020-08-19,50.9088,51.3946,50.4325,50.4511,347757.0
2020-08-20,49.9535,50.8079,49.6712,50.1788,491593.0
2020-08-21,50.2445,50.5826,49.5873,49.8032,412102.0
2020-08-22,50.2445,50.5826,49.5873,49.8032,412102.0
2020-08-23,50.2445,50.5826,49.5873,49.8032,412102.0
2020-08-24,50.16,51.0708,49.7563,51.0051,516348.0
2020-08-25,51.3995,51.7,50.5356,51.1178,218302.0
2020-08-26,51.1741,51.2962,50.5826,51.146,218316.0
2020-08-27,51.6342,51.6812,50.6014,50.9112,284399.0
2020-08-28,50.9863,51.6812,50.6295,51.6624,311986.0
2020-08-29,50.9863,51.6812,50.6295,51.6624,311986.0
2020-08-30,50.9863,51.6812,50.6295,51.6624,311986.0
2020-08-31,51.4183,51.4887,50.8643,50.883,318842.0
2020-09-01,50.7046,53.146,50.6295,53.0333,707597.0
2020-09-02,53.0803,54.0474,52.5732,53.8784,466759.0
2020-09-03,53.5497,53.7704,51.2117,51.5122,508782.0
2020-09-04,52.5075,52.6953,51.0333,51.822,573926.0
2020-09-05,52.5075,52.6953,51.0333,51.822,573926.0
2020-09-06,52.5075,52.6953,51.0333,51.822,573926.0
2020-09-07,52.5075,52.6953,51.0333,51.822,573926.0
2020-09-08,51.0333,51.8502,50.4981,50.5356,542776.0
2020-09-09,50.9676,52.7422,50.9676,52.4417,502387.0
2020-09-10,52.7516,52.9957,51.8502,51.8971,655984.0
2020-09-11,52.1601,53.2305,51.9629,52.8549,429558.0
2020-09-12,52.1601,53.2305,51.9629,52.8549,429558.0
2020-09-13,52.1601,53.2305,51.9629,52.8549,429558.0
2020-09-14,53.4089,53.6342,52.6859,53.3619,542745.0
2020-09-15,53.7751,54.3103,53.0427,54.0662,694670.0
2020-09-16,54.4605,55.0427,53.7657,54.0756,756623.0
2020-09-17,53.2868,53.9629,52.3291,53.3526,593768.0
2020-09-18,53.4277,53.808,52.1788,52.3666,992145.0
2020-09-19,53.4277,53.808,52.1788,52.3666,992145.0
2020-09-20,53.4277,53.808,52.1788,52.3666,992145.0
2020-09-21,50.8924,50.93,49.4558,50.3948,685984.0
2020-09-22,50.3009,51.099,49.9488,50.9863,571226.0
2020-09-23,50.9582,51.7469,49.7469,49.7938,448200.0
2020-09-24,49.9253,50.8737,49.3056,50.2539,362475.0
2020-09-25,49.7281,50.6765,49.6624,50.3103,322326.0
2020-09-26,49.7281,50.6765,49.6624,50.3103,322326.0
2020-09-27,49.7281,50.6765,49.6624,50.3103,322326.0
2020-09-28,51.3901,51.9253,50.9863,51.4652,438442.0
2020-09-29,51.2962,51.8408,50.9018,51.2117,272334.0
2020-09-30,51.6342,52.2446,50.4136,50.9112,525280.0
2020-10-01,51.3431,51.7375,50.0474,50.592,598953.0
2020-10-02,49.4934,52.376,49.4934,51.8784,313699.0
2020-10-03,49.4934,52.376,49.4934,51.8784,313699.0
2020-10-04,49.4934,52.376,49.4934,51.8784,313699.0
2020-10-05,52.5075,54.254,52.5075,54.1319,473475.0
2020-10-06,54.4418,56.3854,54.3291,54.4605,703136.0
2020-10-07,55.3056,56.2352,54.9206,55.8033,454641.0
2020-10-08,56.2822,56.4512,55.5873,56.1601,381993.0
2020-10-09,56.6296,57.531,56.5263,56.8549,393522.0
2020-10-10,56.6296,57.531,56.5263,56.8549,393522.0
2020-10-11,56.6296,57.531,56.5263,56.8549,393522.0
2020-10-12,57.2399,57.5779,56.0568,56.1131,311535.0
2020-10-13,55.8878,56.4324,55.6249,56.0286,439402.0
2020-10-14,56.0662,56.9113,55.7094,55.7657,286429.0
2020-10-15,54.9864,56.47,54.8174,56.2822,259341.0
2020-10-16,56.3009,57.0615,56.0474,56.1789,299708.0
2020-10-17,56.3009,57.0615,56.0474,56.1789,299708.0
2020-10-18,56.3009,57.0615,56.0474,56.1789,299708.0
2020-10-19,56.3385,56.8831,55.6061,55.7845,205513.0
2020-10-20,56.0568,57.2681,55.9723,56.6671,464289.0
2020-10-21,56.7329,58.0473,56.3948,56.4136,433873.0
2020-10-22,56.5638,57.4934,56.3573,56.7892,360147.0
2020-10-23,57.362,57.6531,56.7141,57.5216,349892.0
2020-10-24,57.362,57.6531,56.7141,57.5216,349892.0
2020-10-25,57.362,57.6531,56.7141,57.5216,349892.0
2020-10-26,56.6671,56.9206,55.653,56.2164,237070.0
2020-10-27,55.9066,56.4746,54.592,54.7892,591015.0
2020-10-28,53.4371,54.1131,52.5638,53.1178,728843.0
2020-10-29,52.423,54.8737,51.9724,54.592,971834.0
2020-10-30,54.8737,56.1601,54.2727,56.0568,706359.0
2020-10-31,54.8737,56.1601,54.2727,56.0568,706359.0
2020-11-01,54.8737,56.1601,54.2727,56.0568,706359.0
2020-11-02,57.0521,58.9958,56.4887,58.9676,738537.0
2020-11-03,59.916,60.5639,58.9864,60.0381,847081.0
2020-11-04,59.3432,59.3432,56.4512,56.5263,923975.0
2020-11-05,57.5028,60.2963,57.5028,59.3714,551478.0
2020-11-06,59.6249,60.6108,58.9488,59.193,785618.0
2020-11-07,59.6249,60.6108,58.9488,59.193,785618.0
2020-11-08,59.6249,60.6108,58.9488,59.193,785618.0
2020-11-09,64.6672,65.4278,62.8831,63.578,863772.0
2020-11-10,64.4606,66.6954,64.2259,66.6766,1027275.0
2020-11-11,66.8268,67.179,64.9301,65.747,771884.0
2020-11-12,64.9583,65.1789,63.6437,64.5827,802892.0
2020-11-13,65.3433,66.7705,64.9489,66.7329,483776.0
2020-11-14,65.3433,66.7705,64.9489,66.7329,483776.0
2020-11-15,65.3433,66.7705,64.9489,66.7329,483776.0
2020-11-16,68.2541,69.409,66.8268,68.5733,751652.0
2020-11-17,67.6156,68.1226,66.4607,67.8973,648752.0
2020-11-18,68.6954,68.8363,67.0616,67.0804,514703.0
2020-11-19,66.7236,67.8879,66.1602,67.8034,415902.0
2020-11-20,67.6062,68.0663,66.8503,67.5499,385292.0
2020-11-21,67.6062,68.0663,66.8503,67.5499,385292.0
2020-11-22,67.6062,68.0663,66.8503,67.5499,385292.0
2020-11-23,68.3889,69.7277,68.0778,69.4637,298889.0
2020-11-24,70.5573,70.9344,69.3505,70.6987,545931.0
2020-11-25,70.3122,70.6139,69.4165,70.2462,318218.0
2020-11-26,70.3122,70.6139,69.4165,70.2462,318218.0
2020-11-27,70.397,71.0475,70.0482,70.4347,184956.0
2020-11-28,70.397,71.0475,70.0482,70.4347,184956.0
2020-11-29,70.397,71.0475,70.0482,70.4347,184956.0
2020-11-30,69.9351,69.9728,68.4455,69.2374,514013.0
2020-12-01,70.5007,70.5007,68.4643,68.9169,319276.0
2020-12-02,68.7472,68.8509,67.6441,68.4926,428059.0
2020-12-03,68.5398,69.36,67.6818,67.8138,373854.0
2020-12-04,68.4455,70.5479,68.3418,70.397,521474.0
2020-12-05,68.4455,70.5479,68.3418,70.397,521474.0
2020-12-06,68.4455,70.5479,68.3418,70.397,521474.0
2020-12-07,69.9916,70.3782,68.964,69.2468,531222.0
2020-12-08,68.6246,70.991,68.568,70.7176,503914.0
2020-12-09,71.0287,71.8489,70.925,71.5001,663725.0
2020-12-10,70.859,71.6415,70.4347,71.4435,548415.0
2020-12-11,70.6139,72.1317,70.6139,71.2927,329418.0
2020-12-12,70.6139,72.1317,70.6139,71.2927,329418.0
2020-12-13,70.6139,72.1317,70.6139,71.2927,329418.0
2020-12-14,72.3203,73.2159,71.7452,71.8206,627440.0
2020-12-15,72.8765,74.0173,72.6408,73.8664,458271.0
2020-12-16,73.9136,73.9136,71.5944,71.9715,633455.0
2020-12-17,71.896,72.3391,71.0098,71.8678,487493.0
2020-12-18,72.3297,73.3291,72.1883,72.5277,778167.0
2020-12-19,72.3297,73.3291,72.1883,72.5277,778167.0
2020-12-20,72.3297,73.3291,72.1883,72.5277,778167.0
2020-12-21,70.8213,73.0368,70.8213,72.8671,393583.0
2020-12-22,72.82,72.82,71.5001,72.0375,314013.0
2020-12-23,72.3109,72.9519,71.8489,72.5466,302733.0
2020-12-24,72.9142,72.9614,72.0375,72.9331,131443.0
2020-12-25,72.9142,72.9614,72.0375,72.9331,131443.0
2020-12-26,72.9142,72.9614,72.0375,72.9331,131443.0
2020-12-27,72.9142,72.9614,72.0375,72.9331,131443.0
2020-12-28,73.1122,73.5459,72.0563,72.2543,389796.0
2020-12-29,72.4146,72.6031,70.8873,71.3209,307916.0
2020-12-30,71.4341,73.0745,71.3587,72.8577,221933.0
2020-12-31,72.9614,73.4422,71.8583,72.9331,276404.0
2021-01-01,72.9614,73.4422,71.8583,72.9331,276404.0
2021-01-02,72.9614,73.4422,71.8583,72.9331,276404.0
2021-01-03,72.9614,73.4422,71.8583,72.9331,276404.0
2021-01-04,73.4422,73.8382,70.661,71.2172,441483.0
2021-01-05,71.123,73.4431,71.123,73.3573,472156.0
2021-01-06,74.4792,78.7406,74.4792,78.4955,742554.0
2021-01-07,79.5608,80.7487,77.8827,80.0133,531177.0
2021-01-08,79.9473,80.6497,78.3163,79.5514,511612.0
2021-01-09,79.9473,80.6497,78.3163,79.5514,511612.0
2021-01-10,79.9473,80.6497,78.3163,79.5514,511612.0
2021-01-11,78.2409,80.1642,78.2032,79.4665,273191.0
2021-01-12,79.6739,81.107,79.4288,80.5319,472507.0
2021-01-13,80.0133,80.3904,78.9574,79.3157,420392.0
2021-01-14,80.0133,81.1447,79.3345,80.7864,306166.0
2021-01-15,80.2679,80.3339,78.0147,79.4194,448262.0
2021-01-16,80.2679,80.3339,78.0147,79.4194,448262.0
2021-01-17,80.2679,80.3339,78.0147,79.4194,448262.0
2021-01-18,80.2679,80.3339,78.0147,79.4194,448262.0
2021-01-19,80.1547,80.9278,79.7022,80.117,386643.0
2021-01-20,80.1265,81.4935,79.6834,79.9379,548849.0
2021-01-21,79.8059,80.1925,79.1648,79.5702,410270.0
2021-01-22,78.7217,79.1295,77.9015,78.6275,466485.0
2021-01-23,78.7217,79.1295,77.9015,78.6275,466485.0
2021-01-24,78.7217,79.1295,77.9015,78.6275,466485.0
2021-01-25,77.9769,78.0052,74.1116,74.7715,922168.0
2021-01-26,75.6106,75.6954,73.8193,73.8664,763475.0
2021-01-27,72.1412,72.3297,69.1054,71.5001,993685.0
2021-01-28,72.5937,73.6779,71.83,72.7163,709538.0
2021-01-29,72.7728,72.7728,71.0853,71.3304,954057.0
2021-01-30,72.7728,72.7728,71.0853,71.3304,954057.0
2021-01-31,72.7728,72.7728,71.0853,71.3304,954057.0
2021-02-01,71.9243,74.4887,71.5095,74.2435,436197.0
2021-02-02,75.4503,77.0719,75.0261,75.1392,569707.0
2021-02-03,74.9601,75.7049,73.7627,75.6483,549991.0
2021-02-04,72.2826,72.5937,68.4549,69.294,1906205.0
2021-02-05,69.9916,70.0953,67.9741,68.6246,1470800.0
2021-02-06,69.9916,70.0953,67.9741,68.6246,1470800.0
2021-02-07,69.9916,70.0953,67.9741,68.6246,1470800.0
2021-02-08,68.832,69.624,67.9034,68.7377,1320303.0
2021-02-09,68.3983,70.3027,66.9842,70.1802,1013114.0
2021-02-10,70.4253,70.6704,68.5869,69.8596,997290.0
2021-02-11,70.2556,71.0758,69.7465,70.0953,785379.0
2021-02-12,69.3977,70.859,69.1526,70.5573,621131.0
2021-02-13,69.3977,70.859,69.1526,70.5573,621131.0
2021-02-14,69.3977,70.859,69.1526,70.5573,621131.0
2021-02-15,69.3977,70.859,69.1526,70.5573,621131.0
2021-02-16,70.199,70.9344,69.03,70.7176,976733.0
2021-02-17,70.529,71.0004,68.9452,69.2563,593605.0
2021-02-18,69.096,69.1337,67.6064,68.6435,587414.0
2021-02-19,69.448,71.2843,69.2587,71.0004,491278.0
2021-02-20,69.448,71.2843,69.2587,71.0004,491278.0
2021-02-21,69.448,71.2843,69.2587,71.0004,491278.0
2021-02-22,70.5176,72.477,69.9402,71.4831,786977.0
2021-02-23,70.8016,72.1362,69.8077,72.0037,693930.0
2021-02-24,72.2593,75.7426,72.2593,75.1841,549280.0
2021-02-25,75.1841,75.7284,73.9962,74.6919,976634.0
2021-02-26,75.1746,75.6006,72.9739,74.1618,598279.0
2021-02-27,75.1746,75.6006,72.9739,74.1618,598279.0
2021-02-28,75.1746,75.6006,72.9739,74.1618,598279.0
2021-03-01,75.6858,78.2225,75.5296,77.1056,621431.0
2021-03-02,76.9636,77.276,74.8055,74.938,470344.0
2021-03-03,75.3261,77.0488,74.9475,76.1685,612957.0
2021-03-04,76.301,76.8311,73.4235,74.4931,806059.0
2021-03-05,75.6006,76.7554,73.7453,76.443,616152.0
2021-03-06,75.6006,76.7554,73.7453,76.443,616152.0
2021-03-07,75.6006,76.7554,73.7453,76.443,616152.0
2021-03-08,76.6702,78.8472,75.5059,78.0143,411081.0
2021-03-09,78.8188,78.8188,75.1841,75.2693,513444.0
2021-03-10,75.5154,76.5377,74.8954,75.8656,661724.0
2021-03-11,76.1969,78.5349,75.4586,78.0995,597533.0
2021-03-12,78.2225,79.3205,77.5315,77.9196,454551.0
2021-03-13,78.2225,79.3205,77.5315,77.9196,454551.0
2021-03-14,78.2225,79.3205,77.5315,77.9196,454551.0
2021-03-15,78.355,78.7715,76.5992,78.497,522418.0
2021-03-16,78.213,81.384,77.8155,78.5917,1690295.0
2021-03-17,78.497,81.3934,78.497,81.2515,753004.0
2021-03-18,81.4124,83.2203,79.9736,80.2954,557219.0
2021-03-19,79.9263,80.3806,78.0616,79.5287,1305745.0
2021-03-20,79.9263,80.3806,78.0616,79.5287,1305745.0
2021-03-21,79.9263,80.3806,78.0616,79.5287,1305745.0
2021-03-22,79.0176,79.0744,75.8845,77.7208,424955.0
2021-03-23,76.6702,77.0772,73.3715,73.8968,668524.0
2021-03-24,74.9569,76.2726,74.0577,74.1713,444899.0
2021-03-25,73.7264,76.4241,72.1551,76.2158,460785.0
2021-03-26,77.276,78.2036,76.2064,78.1279,340921.0
2021-03-27,77.276,78.2036,76.2064,78.1279,340921.0
2021-03-28,77.276,78.2036,76.2064,78.1279,340921.0
2021-03-29,77.9859,79.3773,76.8689,76.992,443260.0
2021-03-30,77.5599,77.9668,76.6039,77.7303,427954.0
2021-03-31,77.9575,78.497,76.6749,76.8311,563416.0
2021-04-01,77.2002,77.8344,76.0833,77.7682,364968.0
2021-04-02,77.2002,77.8344,76.0833,77.7682,364968.0
2021-04-03,77.2002,77.8344,76.0833,77.7682,364968.0
2021-04-04,77.2002,77.8344,76.0833,77.7682,364968.0
2021-04-05,78.6295,79.2542,77.6782,78.1941,412482.0
2021-04-06,78.3929,79.6376,77.2381,77.4653,380227.0
2021-04-07,77.3706,77.825,76.2395,76.85,298322.0
2021-04-08,76.8405,76.8405,74.8433,75.8277,523557.0
2021-04-09,75.9981,77.1813,75.8277,77.1529,402279.0
2021-04-10,75.9981,77.1813,75.8277,77.1529,402279.0
2021-04-11,75.9981,77.1813,75.8277,77.1529,402279.0
2021-04-12,76.6702,77.2002,75.7899,76.8405,384992.0
2021-04-13,76.6134,77.0583,74.6256,75.629,432234.0
2021-04-14,75.7426,77.1482,75.1936,76.3483,391433.0
2021-04-15,76.8027,77.7208,75.8183,77.6073,324684.0
2021-04-16,78.1657,79.4435,78.0995,78.8378,491210.0
2021-04-17,78.1657,79.4435,78.0995,78.8378,491210.0
2021-04-18,78.1657,79.4435,78.0995,78.8378,491210.0
2021-04-19,78.4497,79.1312,78.1089,78.9608,533794.0
2021-04-20,78.9608,79.1501,76.9683,77.8534,535937.0
2021-04-21,77.806,80.6267,77.4418,80.0967,519632.0
2021-04-22,80.0967,80.7309,78.6579,78.6958,647807.0
2021-04-23,79.4341,80.2481,78.9324,79.2542,634737.0
2021-04-24,79.4341,80.2481,78.9324,79.2542,634737.0
2021-04-25,79.4341,80.2481,78.9324,79.2542,634737.0
2021-04-26,79.9452,80.6267,79.3205,79.4246,504861.0
2021-04-27,79.1407,79.8695,78.2698,79.311,775012.0
2021-04-28,82.0655,84.6685,80.8823,82.1601,1039959.0
2021-04-29,82.87,83.4757,80.6457,82.6145,679056.0
2021-04-30,81.9708,82.0371,78.9229,79.3868,680670.0
2021-05-01,81.9708,82.0371,78.9229,79.3868,680670.0
2021-05-02,81.9708,82.0371,78.9229,79.3868,680670.0
2021-05-03,80.4658,81.4029,79.4341,80.8918,508209.0
2021-05-04,80.7214,83.4569,79.6802,83.296,740977.0
2021-05-05,83.7693,85.1701,82.5009,84.6495,600912.0
2021-05-06,84.394,85.634,83.2676,85.615,491659.0
2021-05-07,84.9903,86.5852,84.1573,86.448,414367.0
2021-05-08,84.9903,86.5852,84.1573,86.448,414367.0
2021-05-09,84.9903,86.5852,84.1573,86.448,414367.0
2021-05-10,87.2052,87.4472,84.9146,84.924,547135.0
2021-05-11,83.7598,85.2269,82.6523,84.9998,482516.0
2021-05-12,85.0376,85.8422,81.649,81.7153,406052.0
2021-05-13,81.6679,84.5738,81.6679,84.1289,347272.0
2021-05-14,84.1195,84.8435,83.845,84.3845,299805.0
2021-05-15,84.1195,84.8435,83.845,84.3845,299805.0
2021-05-16,84.1195,84.8435,83.845,84.3845,299805.0
2021-05-17,84.0248,85.2269,82.889,85.1134,250503.0
2021-05-18,85.492,85.757,83.3812,83.4285,493519.0
2021-05-19,81.9992,82.5198,80.4564,81.9898,425507.0
2021-05-20,81.7428,82.3032,80.8404,81.6003,388263.0
2021-05-21,82.4361,83.4715,81.8662,82.5026,260654.0
2021-05-22,82.4361,83.4715,81.8662,82.5026,260654.0
2021-05-23,82.4361,83.4715,81.8662,82.5026,260654.0
2021-05-24,82.9206,83.1295,81.4483,81.8188,614138.0
2021-05-25,81.7238,82.6831,81.0969,81.4293,525395.0
