,CUROQ US Equity,CUROQ US Equity,CUROQ US Equity,CUROQ US Equity,CUROQ US Equity
2022-08-14,7.54,7.7,7.4962,7.69,120903.0
2022-08-15,7.67,7.71,7.53,7.68,77661.0
2022-08-16,7.65,8.06,7.55,7.93,116680.0
2022-08-17,7.82,7.85,7.59,7.69,67756.0
2022-08-18,7.64,7.82,7.64,7.81,55855.0
2022-08-19,7.71,7.71,7.25,7.36,142436.0
2022-08-20,7.71,7.71,7.25,7.36,142436.0
2022-08-21,7.71,7.71,7.25,7.36,142436.0
2022-08-22,7.18,7.18,6.945,7.01,59215.0
2022-08-23,7.01,7.17,6.99,7.04,48081.0
2022-08-24,6.95,7.1,6.95,7.06,44938.0
2022-08-25,7.06,7.275,7.06,7.22,60556.0
2022-08-26,7.22,7.2967,6.945,7.08,59464.0
2022-08-27,7.22,7.2967,6.945,7.08,59464.0
2022-08-28,7.22,7.2967,6.945,7.08,59464.0
2022-08-29,7.05,7.13,6.805,6.91,53139.0
2022-08-30,6.91,7.0,6.71,6.8,61225.0
2022-08-31,6.81,6.81,6.6,6.6,86892.0
2022-09-01,6.53,6.53,6.0,6.1,121503.0
2022-09-02,6.24,6.24,5.89,5.93,85388.0
2022-09-03,6.24,6.24,5.89,5.93,85388.0
2022-09-04,6.24,6.24,5.89,5.93,85388.0
2022-09-05,6.24,6.24,5.89,5.93,85388.0
2022-09-06,6.06,6.07,5.8,5.84,100229.0
2022-09-07,5.84,6.1,5.83,6.05,48482.0
2022-09-08,5.94,6.1,5.83,6.06,24147.0
2022-09-09,6.22,6.5,6.16,6.46,65563.0
2022-09-10,6.22,6.5,6.16,6.46,65563.0
2022-09-11,6.22,6.5,6.16,6.46,65563.0
2022-09-12,6.62,6.62,6.35,6.41,40972.0
2022-09-13,6.26,6.27,5.87,5.96,60419.0
2022-09-14,5.99,5.99,5.7,5.73,69464.0
2022-09-15,5.8,6.1,5.72,5.82,74985.0
2022-09-16,5.75,5.7838,5.54,5.62,241121.0
2022-09-17,5.75,5.7838,5.54,5.62,241121.0
2022-09-18,5.75,5.7838,5.54,5.62,241121.0
2022-09-19,5.52,5.86,5.52,5.81,71353.0
2022-09-20,5.81,5.82,5.46,5.55,99143.0
2022-09-21,5.68,5.73,5.57,5.59,41925.0
2022-09-22,5.51,5.51,5.22,5.3,73624.0
2022-09-23,5.28,5.2999,4.9,5.03,131238.0
2022-09-24,5.28,5.2999,4.9,5.03,131238.0
2022-09-25,5.28,5.2999,4.9,5.03,131238.0
2022-09-26,5.05,5.24,4.58,4.63,177490.0
2022-09-27,4.72,4.8388,4.53,4.53,84582.0
2022-09-28,4.61,4.77,4.51,4.51,52577.0
2022-09-29,4.41,4.41,4.05,4.14,96913.0
2022-09-30,4.2,4.27,4.01,4.01,209389.0
2022-10-01,4.2,4.27,4.01,4.01,209389.0
2022-10-02,4.2,4.27,4.01,4.01,209389.0
2022-10-03,4.15,4.5,4.0239,4.36,187546.0
2022-10-04,4.54,5.45,4.49,5.09,337832.0
2022-10-05,4.96,5.0146,4.63,4.85,100900.0
2022-10-06,4.84,4.907,4.59,4.59,159528.0
2022-10-07,4.51,4.61,4.4,4.41,131218.0
2022-10-08,4.51,4.61,4.4,4.41,131218.0
2022-10-09,4.51,4.61,4.4,4.41,131218.0
2022-10-10,4.4,4.45,4.12,4.13,109307.0
2022-10-11,4.09,4.38,4.09,4.22,93207.0
2022-10-12,4.25,4.29,4.1979,4.2,38448.0
2022-10-13,4.1,4.51,4.03,4.29,127607.0
2022-10-14,4.33,4.41,4.05,4.06,166351.0
2022-10-15,4.33,4.41,4.05,4.06,166351.0
2022-10-16,4.33,4.41,4.05,4.06,166351.0
2022-10-17,4.16,4.29,3.97,3.97,131000.0
2022-10-18,4.06,4.2,3.995,4.05,129530.0
2022-10-19,4.03,4.08,3.76,3.77,107070.0
2022-10-20,3.75,3.87,3.56,3.78,184444.0
2022-10-21,3.84,4.0762,3.745,4.05,166962.0
2022-10-22,3.84,4.0762,3.745,4.05,166962.0
2022-10-23,3.84,4.0762,3.745,4.05,166962.0
2022-10-24,4.19,4.47,4.12,4.34,174012.0
2022-10-25,4.33,4.59,4.33,4.56,135736.0
2022-10-26,4.58,4.8,4.56,4.7,91058.0
2022-10-27,4.74,4.8714,4.66,4.67,46027.0
2022-10-28,4.7,5.07,4.55,5.06,107982.0
2022-10-29,4.7,5.07,4.55,5.06,107982.0
2022-10-30,4.7,5.07,4.55,5.06,107982.0
2022-10-31,5.08,5.2,5.0058,5.17,85271.0
2022-11-01,5.33,5.57,5.18,5.54,131157.0
2022-11-02,5.5,5.5,4.9407,4.95,110010.0
2022-11-03,3.75,4.25,3.565,3.66,444191.0
2022-11-04,3.71,3.71,3.36,3.4,235671.0
2022-11-05,3.71,3.71,3.36,3.4,235671.0
2022-11-06,3.71,3.71,3.36,3.4,235671.0
2022-11-07,3.44,3.44,3.13,3.25,199251.0
2022-11-08,3.25,3.35,3.12,3.29,181893.0
2022-11-09,3.18,3.18,3.01,3.1,229537.0
2022-11-10,3.27,3.64,3.15,3.6,500940.0
2022-11-11,3.6,3.85,3.53,3.77,183650.0
2022-11-12,3.6,3.85,3.53,3.77,183650.0
2022-11-13,3.6,3.85,3.53,3.77,183650.0
2022-11-14,3.68,3.76,3.6,3.65,190677.0
2022-11-15,3.58,3.98,3.5601,3.65,370186.0
2022-11-16,3.56,3.575,3.31,3.35,149926.0
2022-11-17,3.31,3.38,3.2,3.21,81926.0
2022-11-18,3.33,3.33,3.1,3.1,111973.0
2022-11-19,3.33,3.33,3.1,3.1,111973.0
2022-11-20,3.33,3.33,3.1,3.1,111973.0
2022-11-21,3.05,3.16,2.99,3.09,201046.0
2022-11-22,3.105,3.19,2.965,3.19,178571.0
2022-11-23,3.21,3.21,3.0853,3.18,90609.0
2022-11-24,3.21,3.21,3.0853,3.18,90609.0
2022-11-25,3.15,3.25,3.0801,3.17,49432.0
2022-11-26,3.15,3.25,3.0801,3.17,49432.0
2022-11-27,3.15,3.25,3.0801,3.17,49432.0
2022-11-28,3.15,3.2675,3.1,3.2,187127.0
2022-11-29,3.21,3.5,3.185,3.4,135132.0
2022-11-30,3.45,3.64,3.1,3.57,522104.0
2022-12-01,3.62,3.825,3.55,3.67,168680.0
2022-12-02,3.56,3.93,3.5543,3.93,140621.0
2022-12-03,3.56,3.93,3.5543,3.93,140621.0
2022-12-04,3.56,3.93,3.5543,3.93,140621.0
2022-12-05,3.88,3.94,3.46,3.53,138356.0
2022-12-06,3.51,3.55,3.43,3.52,155907.0
2022-12-07,3.5,3.68,3.3468,3.42,89527.0
2022-12-08,3.49,3.58,3.35,3.4,76840.0
2022-12-09,3.3,3.56,3.27,3.39,82109.0
2022-12-10,3.3,3.56,3.27,3.39,82109.0
2022-12-11,3.3,3.56,3.27,3.39,82109.0
2022-12-12,3.35,3.72,3.35,3.7,196288.0
2022-12-13,3.9,4.03,3.55,3.55,323613.0
2022-12-14,3.58,3.72,3.47,3.59,203820.0
2022-12-15,3.54,3.56,3.295,3.55,161941.0
2022-12-16,3.48,3.48,3.26,3.35,192401.0
2022-12-17,3.48,3.48,3.26,3.35,192401.0
2022-12-18,3.48,3.48,3.26,3.35,192401.0
2022-12-19,3.25,3.36,3.15,3.28,182017.0
2022-12-20,3.26,3.34,3.19,3.29,108263.0
2022-12-21,3.31,3.5,3.24,3.39,124190.0
2022-12-22,3.35,3.38,3.1,3.34,186107.0
2022-12-23,3.32,3.59,3.32,3.44,51980.0
2022-12-24,3.32,3.59,3.32,3.44,51980.0
2022-12-25,3.32,3.59,3.32,3.44,51980.0
2022-12-26,3.32,3.59,3.32,3.44,51980.0
2022-12-27,3.42,3.55,3.31,3.5,300017.0
2022-12-28,3.5,3.59,3.36,3.45,130082.0
2022-12-29,3.5,3.67,3.42,3.61,104081.0
2022-12-30,3.53,3.65,3.43,3.55,104760.0
2022-12-31,3.53,3.65,3.43,3.55,104760.0
2023-01-01,3.53,3.65,3.43,3.55,104760.0
2023-01-02,3.53,3.65,3.43,3.55,104760.0
2023-01-03,3.61,3.7,3.5146,3.61,54544.0
2023-01-04,3.65,3.82,3.62,3.67,75972.0
2023-01-05,3.65,3.77,3.57,3.62,92341.0
2023-01-06,3.7,3.79,3.52,3.72,44003.0
2023-01-07,3.7,3.79,3.52,3.72,44003.0
2023-01-08,3.7,3.79,3.52,3.72,44003.0
2023-01-09,3.79,3.84,3.7,3.72,44777.0
2023-01-10,3.72,3.92,3.63,3.91,79619.0
2023-01-11,3.93,4.2779,3.89,4.12,120952.0
2023-01-12,4.17,4.58,4.15,4.47,101128.0
2023-01-13,4.43,4.67,4.43,4.53,52671.0
2023-01-14,4.43,4.67,4.43,4.53,52671.0
2023-01-15,4.43,4.67,4.43,4.53,52671.0
2023-01-16,4.43,4.67,4.43,4.53,52671.0
2023-01-17,4.53,4.85,4.53,4.73,81490.0
2023-01-18,4.76,4.96,4.34,4.36,80384.0
2023-01-19,4.21,4.27,3.92,4.01,98332.0
2023-01-20,4.06,4.23,3.97,4.16,102762.0
2023-01-21,4.06,4.23,3.97,4.16,102762.0
2023-01-22,4.06,4.23,3.97,4.16,102762.0
2023-01-23,4.2,4.29,4.03,4.21,96664.0
2023-01-24,4.19,4.29,4.01,4.01,70177.0
2023-01-25,3.95,4.06,3.91,4.01,85678.0
2023-01-26,4.09,4.21,4.03,4.2,58573.0
2023-01-27,4.18,4.26,4.07,4.14,26258.0
2023-01-28,4.18,4.26,4.07,4.14,26258.0
2023-01-29,4.18,4.26,4.07,4.14,26258.0
2023-01-30,4.11,4.26,4.03,4.03,42339.0
2023-01-31,4.0,4.1509,3.99,4.04,65549.0
2023-02-01,4.03,4.13,3.72,4.1,135950.0
2023-02-02,4.19,4.5253,4.09,4.25,143963.0
2023-02-03,4.42,4.71,4.41,4.47,146679.0
2023-02-04,4.42,4.71,4.41,4.47,146679.0
2023-02-05,4.42,4.71,4.41,4.47,146679.0
2023-02-06,4.5,4.58,4.275,4.32,118726.0
2023-02-07,4.32,4.67,4.27,4.65,73442.0
2023-02-08,4.51,4.83,4.51,4.71,76340.0
2023-02-09,4.5,4.65,4.32,4.32,70996.0
2023-02-10,4.35,4.35,4.18,4.23,48334.0
2023-02-11,4.35,4.35,4.18,4.23,48334.0
2023-02-12,4.35,4.35,4.18,4.23,48334.0
2023-02-13,4.21,4.33,4.08,4.22,47910.0
2023-02-14,4.19,4.29,4.09,4.16,53949.0
2023-02-15,4.09,4.305,4.09,4.2,47317.0
2023-02-16,4.12,4.24,4.02,4.03,101817.0
2023-02-17,4.07,4.09,3.93,4.08,107272.0
2023-02-18,4.07,4.09,3.93,4.08,107272.0
2023-02-19,4.07,4.09,3.93,4.08,107272.0
2023-02-20,4.07,4.09,3.93,4.08,107272.0
2023-02-21,3.95,3.97,3.81,3.82,46223.0
2023-02-22,3.8,3.86,3.7,3.74,79732.0
2023-02-23,3.67,3.82,3.6192,3.7,81866.0
2023-02-24,3.6,3.6,3.2,3.23,179103.0
2023-02-25,3.6,3.6,3.2,3.23,179103.0
2023-02-26,3.6,3.6,3.2,3.23,179103.0
2023-02-27,3.16,3.16,2.97,2.98,335855.0
2023-02-28,2.96,3.07,2.89,2.92,263962.0
2023-03-01,2.96,3.01,2.71,2.71,220196.0
2023-03-02,2.75,2.97,2.62,2.91,301346.0
2023-03-03,2.89,2.92,2.72,2.73,93524.0
2023-03-04,2.89,2.92,2.72,2.73,93524.0
2023-03-05,2.89,2.92,2.72,2.73,93524.0
2023-03-06,2.72,2.74,2.42,2.65,352120.0
2023-03-07,2.64,2.78,2.5,2.5,78164.0
2023-03-08,2.5,2.64,2.3,2.35,200055.0
2023-03-09,2.29,2.41,2.06,2.12,161465.0
2023-03-10,2.08,2.11,1.8301,1.96,161346.0
2023-03-11,2.08,2.11,1.8301,1.96,161346.0
2023-03-12,2.08,2.11,1.8301,1.96,161346.0
2023-03-13,1.86,1.97,1.76,1.85,258608.0
2023-03-14,1.95,2.1,1.6625,1.69,191029.0
2023-03-15,1.55,1.67,1.52,1.58,134480.0
2023-03-16,1.56,1.63,1.5,1.61,196017.0
2023-03-17,1.56,1.6395,1.44,1.47,337574.0
2023-03-18,1.56,1.6395,1.44,1.47,337574.0
2023-03-19,1.56,1.6395,1.44,1.47,337574.0
2023-03-20,1.47,1.5295,1.35,1.42,150775.0
2023-03-21,1.46,1.96,1.46,1.82,376574.0
2023-03-22,1.85,1.88,1.6412,1.68,165940.0
2023-03-23,1.66,1.755,1.52,1.54,117869.0
2023-03-24,1.54,1.57,1.47,1.55,120216.0
2023-03-25,1.54,1.57,1.47,1.55,120216.0
2023-03-26,1.54,1.57,1.47,1.55,120216.0
2023-03-27,1.58,1.61,1.53,1.55,75523.0
2023-03-28,1.53,1.6,1.52,1.52,158751.0
2023-03-29,1.59,1.74,1.52,1.55,139702.0
2023-03-30,1.58,1.6287,1.5403,1.62,41394.0
2023-03-31,1.63,1.75,1.63,1.73,100380.0
2023-04-01,1.63,1.75,1.63,1.73,100380.0
2023-04-02,1.63,1.75,1.63,1.73,100380.0
2023-04-03,1.75,1.78,1.5334,1.55,126963.0
2023-04-04,1.55,1.69,1.5,1.67,144299.0
2023-04-05,1.66,1.66,1.51,1.57,98618.0
2023-04-06,1.6,1.67,1.51,1.59,92883.0
2023-04-07,1.6,1.67,1.51,1.59,92883.0
2023-04-08,1.6,1.67,1.51,1.59,92883.0
2023-04-09,1.6,1.67,1.51,1.59,92883.0
2023-04-10,1.54,1.59,1.46,1.5,110932.0
2023-04-11,1.52,1.66,1.5,1.65,82488.0
2023-04-12,1.65,1.71,1.62,1.68,36315.0
2023-04-13,1.73,1.8,1.675,1.78,80758.0
2023-04-14,1.78,1.83,1.75,1.8,46665.0
2023-04-15,1.78,1.83,1.75,1.8,46665.0
2023-04-16,1.78,1.83,1.75,1.8,46665.0
2023-04-17,1.77,1.85,1.7,1.8,77631.0
2023-04-18,1.85,1.8937,1.77,1.89,69945.0
2023-04-19,1.89,2.04,1.78,2.02,84294.0
2023-04-20,1.99,2.03,1.8,1.82,84910.0
2023-04-21,1.8,1.9,1.69,1.71,88212.0
2023-04-22,1.8,1.9,1.69,1.71,88212.0
2023-04-23,1.8,1.9,1.69,1.71,88212.0
2023-04-24,1.66,1.73,1.6047,1.64,36639.0
2023-04-25,1.59,1.71,1.49,1.5,79400.0
2023-04-26,1.55,1.57,1.5,1.5,97263.0
2023-04-27,1.5,1.61,1.5,1.55,57643.0
2023-04-28,1.52,1.64,1.52,1.6,55284.0
2023-04-29,1.52,1.64,1.52,1.6,55284.0
2023-04-30,1.52,1.64,1.52,1.6,55284.0
2023-05-01,1.61,1.67,1.56,1.66,61761.0
2023-05-02,1.64,1.65,1.53,1.59,76706.0
2023-05-03,1.63,1.64,1.52,1.61,72645.0
2023-05-04,1.6,1.64,1.52,1.58,68534.0
2023-05-05,1.56,1.65,1.5,1.63,80070.0
2023-05-06,1.56,1.65,1.5,1.63,80070.0
2023-05-07,1.56,1.65,1.5,1.63,80070.0
2023-05-08,1.68,1.68,1.57,1.59,85086.0
2023-05-09,1.62,1.62,1.56,1.6,72177.0
2023-05-10,1.6,1.65,1.404,1.45,154313.0
2023-05-11,1.45,1.46,1.4,1.42,115740.0
2023-05-12,1.42,1.45,1.265,1.32,111819.0
2023-05-13,1.42,1.45,1.265,1.32,111819.0
2023-05-14,1.42,1.45,1.265,1.32,111819.0
2023-05-15,1.29,1.44,1.29,1.38,86767.0
2023-05-16,1.38,1.4,1.3,1.3,114050.0
2023-05-17,1.36,1.36,1.15,1.18,242187.0
2023-05-18,1.18,1.22,1.18,1.18,184056.0
2023-05-19,1.18,1.19,1.08,1.1,231049.0
2023-05-20,1.18,1.19,1.08,1.1,231049.0
2023-05-21,1.18,1.19,1.08,1.1,231049.0
2023-05-22,1.14,1.14,1.03,1.05,198923.0
2023-05-23,1.05,1.2,1.05,1.08,640020.0
2023-05-24,1.09,1.16,1.02,1.02,108849.0
2023-05-25,1.03,1.05,1.0,1.02,221073.0
2023-05-26,1.05,1.14,1.04,1.09,179816.0
2023-05-27,1.05,1.14,1.04,1.09,179816.0
2023-05-28,1.05,1.14,1.04,1.09,179816.0
2023-05-29,1.05,1.14,1.04,1.09,179816.0
2023-05-30,1.15,1.17,1.11,1.14,122349.0
2023-05-31,1.16,1.16,1.02,1.08,1387494.0
2023-06-01,1.06,1.2,1.02,1.14,238368.0
2023-06-02,1.15,1.545,1.14,1.54,383341.0
2023-06-03,1.15,1.545,1.14,1.54,383341.0
2023-06-04,1.15,1.545,1.14,1.54,383341.0
2023-06-05,1.73,2.25,1.59,1.72,2320315.0
2023-06-06,1.69,1.72,1.39,1.63,426912.0
2023-06-07,1.61,1.99,1.61,1.99,282901.0
2023-06-08,1.93,1.94,1.57,1.65,300354.0
2023-06-09,1.69,1.84,1.65,1.77,161643.0
2023-06-10,1.69,1.84,1.65,1.77,161643.0
2023-06-11,1.69,1.84,1.65,1.77,161643.0
2023-06-12,1.77,1.95,1.7,1.9,211302.0
2023-06-13,1.9,1.95,1.81,1.93,126645.0
2023-06-14,1.95,2.09,1.65,1.76,190387.0
2023-06-15,1.71,1.85,1.665,1.85,183615.0
2023-06-16,1.9,1.92,1.6635,1.85,213864.0
2023-06-17,1.9,1.92,1.6635,1.85,213864.0
2023-06-18,1.9,1.92,1.6635,1.85,213864.0
2023-06-19,1.9,1.92,1.6635,1.85,213864.0
2023-06-20,1.79,1.79,1.71,1.74,97294.0
2023-06-21,1.78,1.78,1.56,1.7,138546.0
2023-06-22,1.66,1.68,1.61,1.61,57284.0
2023-06-23,1.6,1.6117,1.45,1.45,2352274.0
2023-06-24,1.6,1.6117,1.45,1.45,2352274.0
2023-06-25,1.6,1.6117,1.45,1.45,2352274.0
2023-06-26,1.45,1.51,1.32,1.36,162881.0
2023-06-27,1.42,1.49,1.39,1.41,135211.0
2023-06-28,1.4,1.45,1.37,1.37,58061.0
2023-06-29,1.33,1.46,1.33,1.38,47056.0
2023-06-30,1.4,1.46,1.35,1.35,113750.0
2023-07-01,1.4,1.46,1.35,1.35,113750.0
2023-07-02,1.4,1.46,1.35,1.35,113750.0
2023-07-03,1.34,1.44,1.34,1.37,68450.0
2023-07-04,1.34,1.44,1.34,1.37,68450.0
2023-07-05,1.34,1.4,1.32,1.34,78493.0
2023-07-06,1.39,1.415,1.31,1.31,174307.0
2023-07-07,1.37,1.49,1.3311,1.41,134733.0
2023-07-08,1.37,1.49,1.3311,1.41,134733.0
2023-07-09,1.37,1.49,1.3311,1.41,134733.0
2023-07-10,1.45,1.78,1.423,1.7,258323.0
2023-07-11,1.76,1.83,1.72,1.73,123240.0
2023-07-12,1.82,1.82,1.65,1.65,95002.0
2023-07-13,1.64,1.73,1.6,1.67,72507.0
2023-07-14,1.67,1.6953,1.56,1.6,37309.0
2023-07-15,1.67,1.6953,1.56,1.6,37309.0
2023-07-16,1.67,1.6953,1.56,1.6,37309.0
2023-07-17,1.59,1.65,1.51,1.6,96690.0
2023-07-18,1.6,1.655,1.59,1.59,47549.0
2023-07-19,1.58,1.69,1.58,1.61,39384.0
2023-07-20,1.59,1.63,1.52,1.6,48968.0
2023-07-21,1.66,1.68,1.52,1.6,106751.0
2023-07-22,1.66,1.68,1.52,1.6,106751.0
2023-07-23,1.66,1.68,1.52,1.6,106751.0
2023-07-24,1.61,1.6425,1.5,1.54,60510.0
2023-07-25,1.57,1.57,1.44,1.46,82335.0
2023-07-26,1.41,1.51,1.4,1.51,71117.0
2023-07-27,1.52,1.536,1.43,1.48,99275.0
2023-07-28,1.53,1.53,1.4505,1.51,33944.0
2023-07-29,1.53,1.53,1.4505,1.51,33944.0
2023-07-30,1.53,1.53,1.4505,1.51,33944.0
2023-07-31,1.51,1.66,1.51,1.6,73594.0
2023-08-01,1.61,1.75,1.61,1.66,107010.0
2023-08-02,1.62,1.69,1.55,1.6,75589.0
2023-08-03,1.41,1.57,1.4001,1.46,133756.0
2023-08-04,1.53,1.62,1.5212,1.57,54962.0
2023-08-05,1.53,1.62,1.5212,1.57,54962.0
2023-08-06,1.53,1.62,1.5212,1.57,54962.0
2023-08-07,1.62,1.67,1.6,1.63,50667.0
2023-08-08,1.6,1.68,1.5406,1.64,29937.0
2023-08-09,1.68,1.68,1.53,1.59,64041.0
2023-08-10,1.64,1.64,1.45,1.46,66269.0
2023-08-11,1.42,1.5,1.4,1.4,71178.0
2023-08-12,1.42,1.5,1.4,1.4,71178.0
2023-08-13,1.42,1.5,1.4,1.4,71178.0
2023-08-14,1.57,1.57,1.35,1.39,217943.0
2023-08-15,1.35,1.4,1.24,1.34,159853.0
2023-08-16,1.33,1.33,1.13,1.14,142519.0
2023-08-17,1.11,1.36,1.11,1.22,107029.0
2023-08-18,1.12,1.3,1.12,1.26,46449.0
2023-08-19,1.12,1.3,1.12,1.26,46449.0
2023-08-20,1.12,1.3,1.12,1.26,46449.0
2023-08-21,1.26,1.28,1.15,1.19,38194.0
2023-08-22,1.22,1.2396,1.1201,1.17,88717.0
2023-08-23,1.2,1.2,1.11,1.18,62593.0
2023-08-24,1.19,1.22,1.1,1.12,57608.0
2023-08-25,1.16,1.16,1.1,1.15,40274.0
2023-08-26,1.16,1.16,1.1,1.15,40274.0
2023-08-27,1.16,1.16,1.1,1.15,40274.0
2023-08-28,1.13,1.18,1.1,1.11,55642.0
2023-08-29,1.13,1.184,1.11,1.13,24719.0
2023-08-30,1.12,1.17,1.1,1.1,25972.0
2023-08-31,1.1,1.12,1.06,1.08,58369.0
2023-09-01,1.08,1.34,1.08,1.28,143208.0
2023-09-02,1.08,1.34,1.08,1.28,143208.0
2023-09-03,1.08,1.34,1.08,1.28,143208.0
2023-09-04,1.08,1.34,1.08,1.28,143208.0
2023-09-05,1.25,1.28,1.14,1.15,89090.0
2023-09-06,1.14,1.185,1.1,1.12,30608.0
2023-09-07,1.14,1.185,1.07,1.14,109963.0
2023-09-08,1.13,1.21,1.13,1.18,63233.0
2023-09-09,1.13,1.21,1.13,1.18,63233.0
2023-09-10,1.13,1.21,1.13,1.18,63233.0
2023-09-11,1.17,1.25,1.16,1.16,65362.0
2023-09-12,1.1743,1.21,1.16,1.16,51727.0
2023-09-13,1.14,1.21,1.14,1.16,44561.0
2023-09-14,1.2,1.26,1.16,1.24,46327.0
2023-09-15,1.26,1.34,1.16,1.24,311461.0
2023-09-16,1.26,1.34,1.16,1.24,311461.0
2023-09-17,1.26,1.34,1.16,1.24,311461.0
2023-09-18,1.23,1.24,1.17,1.18,23374.0
2023-09-19,1.17,1.22,1.15,1.17,26000.0
2023-09-20,1.22,1.32,1.15,1.18,71277.0
2023-09-21,1.15,1.18,1.14,1.14,44924.0
2023-09-22,1.15,1.1563,1.1,1.11,43967.0
2023-09-23,1.15,1.1563,1.1,1.11,43967.0
2023-09-24,1.15,1.1563,1.1,1.11,43967.0
2023-09-25,1.1,1.1299,1.1,1.1,19936.0
2023-09-26,1.12,1.12,1.02,1.02,55963.0
2023-09-27,1.09,1.09,1.05,1.07,21410.0
2023-09-28,1.1,1.12,1.02,1.08,35469.0
2023-09-29,1.09,1.1004,1.04,1.05,46775.0
2023-09-30,1.09,1.1004,1.04,1.05,46775.0
2023-10-01,1.09,1.1004,1.04,1.05,46775.0
2023-10-02,1.03,1.1,1.02,1.06,61012.0
2023-10-03,1.07,1.11,0.96,0.9901,72886.0
2023-10-04,1.06,1.06,1.0,1.02,45337.0
2023-10-05,1.01,1.03,0.97,0.99,46330.0
2023-10-06,1.0099,1.06,0.9505,1.01,304332.0
2023-10-07,1.0099,1.06,0.9505,1.01,304332.0
2023-10-08,1.0099,1.06,0.9505,1.01,304332.0
2023-10-09,0.9999,1.01,0.9505,1.0,132227.0
2023-10-10,1.0,1.0,0.9601,0.9601,86950.0
2023-10-11,1.0,1.0,0.96,0.96,135568.0
2023-10-12,1.0,1.0033,0.96,0.98,79564.0
2023-10-13,0.95,0.9799,0.9124,0.94,91302.0
2023-10-14,0.95,0.9799,0.9124,0.94,91302.0
2023-10-15,0.95,0.9799,0.9124,0.94,91302.0
2023-10-16,0.93,0.9467,0.88,0.9266,112901.0
2023-10-17,0.94,0.96,0.91,0.9246,92008.0
2023-10-18,0.94,0.94,0.8503,0.8625,102689.0
2023-10-19,0.86,0.8869,0.8,0.815,103479.0
2023-10-20,0.885,0.94,0.75,0.76,99211.0
2023-10-21,0.885,0.94,0.75,0.76,99211.0
2023-10-22,0.885,0.94,0.75,0.76,99211.0
2023-10-23,0.62,0.7742,0.62,0.663,467632.0
2023-10-24,0.65,0.69,0.577,0.59,75701.0
2023-10-25,0.603,0.62,0.5774,0.5774,49766.0
2023-10-26,0.6,0.6676,0.5925,0.647,593959.0
2023-10-27,0.64,0.7,0.631,0.694,289835.0
2023-10-28,0.64,0.7,0.631,0.694,289835.0
2023-10-29,0.64,0.7,0.631,0.694,289835.0
2023-10-30,0.7056,0.7493,0.6995,0.749,50025.0
2023-10-31,0.749,0.768,0.735,0.75,67783.0
2023-11-01,0.8,0.8997,0.771,0.83,99208.0
2023-11-02,0.9,0.9,0.7493,0.7658,84467.0
2023-11-03,0.7428,0.82,0.741,0.7501,24635.0
2023-11-04,0.7428,0.82,0.741,0.7501,24635.0
2023-11-05,0.7428,0.82,0.741,0.7501,24635.0
2023-11-06,0.8096,0.973,0.75,0.9093,140660.0
2023-11-07,0.87,0.89,0.8002,0.82,36628.0
2023-11-08,0.8395,0.8395,0.7645,0.7799,16097.0
2023-11-09,0.77,0.78,0.676,0.73,49972.0
2023-11-10,0.74,0.895,0.74,0.85,108482.0
2023-11-11,0.74,0.895,0.74,0.85,108482.0
2023-11-12,0.74,0.895,0.74,0.85,108482.0
2023-11-13,0.8245,0.8573,0.75,0.75,44696.0
2023-11-14,0.85,0.85,0.78,0.79,27513.0
2023-11-15,0.78,0.83,0.77,0.7799,29909.0
2023-11-16,0.815,0.815,0.75,0.7549,38370.0
2023-11-17,0.7603,0.7805,0.74,0.7601,25745.0
2023-11-18,0.7603,0.7805,0.74,0.7601,25745.0
2023-11-19,0.7603,0.7805,0.74,0.7601,25745.0
2023-11-20,0.78,0.7932,0.75,0.7564,93206.0
2023-11-21,0.75,0.7699,0.75,0.75,12566.0
2023-11-22,0.7863,0.798,0.75,0.75,30581.0
2023-11-23,0.7863,0.798,0.75,0.75,30581.0
2023-11-24,0.7846,0.8,0.75,0.7702,22064.0
2023-11-25,0.7846,0.8,0.75,0.7702,22064.0
2023-11-26,0.7846,0.8,0.75,0.7702,22064.0
2023-11-27,0.701,0.79,0.701,0.76,49253.0
2023-11-28,0.7501,0.772,0.75,0.77,36472.0
2023-11-29,0.7453,0.79,0.7453,0.76,66184.0
2023-11-30,0.78,0.808,0.7497,0.7497,70727.0
2023-12-01,0.7551,0.85,0.7549,0.82,141815.0
2023-12-02,0.7551,0.85,0.7549,0.82,141815.0
2023-12-03,0.7551,0.85,0.7549,0.82,141815.0
2023-12-04,0.84,0.85,0.77,0.789,45677.0
2023-12-05,0.799,0.8093,0.7501,0.7602,43461.0
2023-12-06,0.76,0.79,0.7225,0.7392,103877.0
2023-12-07,0.73,0.7487,0.7187,0.725,33756.0
2023-12-08,0.72,0.799,0.72,0.74,33786.0
2023-12-09,0.72,0.799,0.72,0.74,33786.0
2023-12-10,0.72,0.799,0.72,0.74,33786.0
2023-12-11,0.7315,0.78,0.7315,0.76,30775.0
2023-12-12,0.77,0.77,0.73,0.7319,42829.0
2023-12-13,0.71,0.76,0.7002,0.732,82518.0
2023-12-14,0.732,0.85,0.7312,0.8404,76575.0
2023-12-15,0.82,0.9,0.795,0.795,71443.0
2023-12-16,0.82,0.9,0.795,0.795,71443.0
2023-12-17,0.82,0.9,0.795,0.795,71443.0
