,CLX US Equity,CLX US Equity,CLX US Equity,CLX US Equity,CLX US Equity
2022-08-26,140.634,141.034,137.57,137.713,849528.0
2022-08-27,140.634,141.034,137.57,137.713,849528.0
2022-08-28,140.634,141.034,137.57,137.713,849528.0
2022-08-29,137.161,139.387,136.219,138.084,546354.0
2022-08-30,138.179,139.016,136.723,138.607,687007.0
2022-08-31,139.226,139.549,137.323,137.342,843613.0
2022-09-01,136.866,138.902,135.705,138.826,841817.0
2022-09-02,139.873,139.873,135.429,135.924,671772.0
2022-09-03,139.873,139.873,135.429,135.924,671772.0
2022-09-04,139.873,139.873,135.429,135.924,671772.0
2022-09-05,139.873,139.873,135.429,135.924,671772.0
2022-09-06,134.221,137.741,133.888,135.791,1011333.0
2022-09-07,137.018,139.459,136.619,139.292,894254.0
2022-09-08,138.56,139.189,135.762,138.731,914100.0
2022-09-09,138.969,142.518,138.369,140.976,1186466.0
2022-09-10,138.969,142.518,138.369,140.976,1186466.0
2022-09-11,138.969,142.518,138.369,140.976,1186466.0
2022-09-12,140.976,142.794,140.42,140.881,1268601.0
2022-09-13,140.463,141.062,136.571,137.018,968450.0
2022-09-14,135.781,136.409,134.126,134.763,1075208.0
2022-09-15,135.486,135.553,132.95,133.678,996344.0
2022-09-16,133.992,135.505,133.412,134.896,1214619.0
2022-09-17,133.992,135.505,133.412,134.896,1214619.0
2022-09-18,133.992,135.505,133.412,134.896,1214619.0
2022-09-19,134.896,136.124,134.834,136.0,520337.0
2022-09-20,135.144,135.391,133.412,134.449,626424.0
2022-09-21,134.915,137.061,134.915,135.087,775327.0
2022-09-22,134.611,135.315,133.973,134.43,634468.0
2022-09-23,134.164,135.562,133.536,134.716,933189.0
2022-09-24,134.164,135.562,133.536,134.716,933189.0
2022-09-25,134.164,135.562,133.536,134.716,933189.0
2022-09-26,134.487,134.554,132.261,133.241,758363.0
2022-09-27,133.469,134.059,128.702,129.006,1038064.0
2022-09-28,130.063,130.643,128.464,129.653,1036272.0
2022-09-29,129.178,129.292,126.076,126.685,952850.0
2022-09-30,127.503,127.503,122.098,122.165,1490050.0
2022-10-01,127.503,127.503,122.098,122.165,1490050.0
2022-10-02,127.503,127.503,122.098,122.165,1490050.0
2022-10-03,122.841,124.249,121.775,123.488,1277162.0
2022-10-04,123.992,126.185,123.573,125.238,946464.0
2022-10-05,124.668,126.218,124.163,125.305,1080075.0
2022-10-06,125.971,125.971,123.264,123.764,792882.0
2022-10-07,123.726,124.068,119.31,119.663,1058373.0
2022-10-08,123.726,124.068,119.31,119.663,1058373.0
2022-10-09,123.726,124.068,119.31,119.663,1058373.0
2022-10-10,119.996,120.647,118.54,119.777,1003936.0
2022-10-11,120.233,123.676,119.881,122.022,992093.0
2022-10-12,122.964,123.792,122.089,122.86,1011446.0
2022-10-13,121.528,125.238,121.109,124.458,885007.0
2022-10-14,125.162,125.505,123.83,124.924,794940.0
2022-10-15,125.162,125.505,123.83,124.924,794940.0
2022-10-16,125.162,125.505,123.83,124.924,794940.0
2022-10-17,127.218,128.369,126.532,126.732,1365896.0
2022-10-18,127.446,129.977,127.446,128.597,931565.0
2022-10-19,129.187,130.386,128.302,130.234,950121.0
2022-10-20,129.882,130.386,126.552,126.656,1072357.0
2022-10-21,127.503,129.682,126.799,129.644,798766.0
2022-10-22,127.503,129.682,126.799,129.644,798766.0
2022-10-23,127.503,129.682,126.799,129.644,798766.0
2022-10-24,130.358,132.698,129.292,131.832,931361.0
2022-10-25,131.41,135.086,130.834,134.798,1247150.0
2022-10-26,135.143,136.669,134.51,135.767,1260173.0
2022-10-27,136.439,139.606,135.815,137.293,1391551.0
2022-10-28,137.869,142.619,137.869,142.168,1597399.0
2022-10-29,137.869,142.619,137.869,142.168,1597399.0
2022-10-30,137.869,142.619,137.869,142.168,1597399.0
2022-10-31,142.111,143.838,140.009,140.153,2078363.0
2022-11-01,140.086,142.485,139.625,140.758,1566132.0
2022-11-02,143.483,143.483,130.868,132.13,3087993.0
2022-11-03,131.583,133.147,128.992,132.658,1553471.0
2022-11-04,133.454,135.172,131.093,135.019,987639.0
2022-11-05,133.454,135.172,131.093,135.019,987639.0
2022-11-06,133.454,135.172,131.093,135.019,987639.0
2022-11-07,135.22,138.665,135.22,138.128,890271.0
2022-11-08,139.491,139.491,136.593,137.245,871395.0
2022-11-09,137.111,137.917,134.373,134.625,927040.0
2022-11-10,137.197,138.589,135.239,138.176,1164817.0
2022-11-11,137.629,138.282,131.017,136.189,1467344.0
2022-11-12,137.629,138.282,131.017,136.189,1467344.0
2022-11-13,137.629,138.282,131.017,136.189,1467344.0
2022-11-14,136.775,141.631,135.403,136.9,1371859.0
2022-11-15,139.174,139.769,137.696,139.088,771928.0
2022-11-16,139.232,139.961,136.804,137.082,1013046.0
2022-11-17,136.391,140.047,136.151,139.98,996134.0
2022-11-18,141.573,142.044,139.712,140.873,1034545.0
2022-11-19,141.573,142.044,139.712,140.873,1034545.0
2022-11-20,141.573,142.044,139.712,140.873,1034545.0
2022-11-21,140.911,144.443,139.529,143.31,1310762.0
2022-11-22,144.021,145.225,143.022,144.913,1040338.0
2022-11-23,145.441,145.796,143.042,143.099,929954.0
2022-11-24,145.441,145.796,143.042,143.099,929954.0
2022-11-25,143.109,143.521,141.161,143.473,655037.0
2022-11-26,143.109,143.521,141.161,143.473,655037.0
2022-11-27,143.109,143.521,141.161,143.473,655037.0
2022-11-28,143.473,144.577,142.495,143.022,812251.0
2022-11-29,142.188,142.946,139.894,141.487,1444713.0
2022-11-30,141.285,143.003,139.184,142.658,5172259.0
2022-12-01,143.733,145.091,142.495,143.819,1254573.0
2022-12-02,142.85,145.086,142.322,144.606,885937.0
2022-12-03,142.85,145.086,142.322,144.606,885937.0
2022-12-04,142.85,145.086,142.322,144.606,885937.0
2022-12-05,142.878,143.493,142.36,143.013,667747.0
2022-12-06,143.013,143.934,140.172,141.026,793327.0
2022-12-07,141.381,143.358,141.312,143.301,813711.0
2022-12-08,142.792,145.067,141.895,144.155,826936.0
2022-12-09,143.598,144.193,142.533,142.783,662095.0
2022-12-10,143.598,144.193,142.533,142.783,662095.0
2022-12-11,143.598,144.193,142.533,142.783,662095.0
2022-12-12,143.809,143.934,141.698,143.925,589826.0
2022-12-13,145.844,145.844,140.95,141.669,1194938.0
2022-12-14,141.65,143.896,141.151,142.283,748745.0
2022-12-15,140.69,141.717,138.905,140.47,717633.0
2022-12-16,139.548,140.786,137.84,138.771,1676621.0
2022-12-17,139.548,140.786,137.84,138.771,1676621.0
2022-12-18,139.548,140.786,137.84,138.771,1676621.0
2022-12-19,138.445,140.738,137.831,138.973,839650.0
2022-12-20,138.656,138.656,135.546,137.111,826842.0
2022-12-21,137.619,139.328,137.423,137.811,826268.0
2022-12-22,137.619,139.745,137.303,139.539,845094.0
2022-12-23,139.558,139.558,137.773,138.301,562772.0
2022-12-24,139.558,139.558,137.773,138.301,562772.0
2022-12-25,139.558,139.558,137.773,138.301,562772.0
2022-12-26,139.558,139.558,137.773,138.301,562772.0
2022-12-27,138.205,139.011,137.557,138.426,670354.0
2022-12-28,138.8,139.315,136.439,136.621,531142.0
2022-12-29,136.967,137.562,136.122,136.679,683337.0
2022-12-30,136.612,136.804,133.411,134.673,789566.0
2022-12-31,136.612,136.804,133.411,134.673,789566.0
2023-01-01,136.612,136.804,133.411,134.673,789566.0
2023-01-02,136.612,136.804,133.411,134.673,789566.0
2023-01-03,134.673,136.813,132.811,136.525,1420309.0
2023-01-04,136.794,138.605,136.583,137.926,884600.0
2023-01-05,137.658,137.917,135.748,136.353,952845.0
2023-01-06,137.178,139.356,137.13,138.617,748432.0
2023-01-07,137.178,139.356,137.13,138.617,748432.0
2023-01-08,137.178,139.356,137.13,138.617,748432.0
2023-01-09,138.33,139.305,136.813,136.909,915375.0
2023-01-10,137.255,137.405,134.99,135.297,852922.0
2023-01-11,135.604,136.88,134.836,136.228,1087994.0
2023-01-12,136.199,137.221,135.019,137.063,1016923.0
2023-01-13,136.986,140.259,136.986,140.22,1160408.0
2023-01-14,136.986,140.259,136.986,140.22,1160408.0
2023-01-15,136.986,140.259,136.986,140.22,1160408.0
2023-01-16,136.986,140.259,136.986,140.22,1160408.0
2023-01-17,140.854,143.378,140.614,142.024,1529831.0
2023-01-18,141.525,141.525,137.416,137.543,1334091.0
2023-01-19,136.266,136.967,134.145,134.155,1372472.0
2023-01-20,134.366,136.938,133.157,136.813,1105687.0
2023-01-21,134.366,136.938,133.157,136.813,1105687.0
2023-01-22,134.366,136.938,133.157,136.813,1105687.0
2023-01-23,137.283,138.09,136.141,137.101,1024325.0
2023-01-24,137.808,138.088,136.027,136.424,896122.0
2023-01-25,134.856,136.946,133.298,136.898,1328018.0
2023-01-26,136.772,137.343,136.01,137.295,1206263.0
2023-01-27,136.404,136.404,133.245,135.959,1451352.0
2023-01-28,136.404,136.404,133.245,135.959,1451352.0
2023-01-29,136.404,136.404,133.245,135.959,1451352.0
2023-01-30,136.443,138.098,136.298,137.556,1327409.0
2023-01-31,137.924,140.265,137.372,140.014,1786696.0
2023-02-01,139.443,140.391,137.266,139.743,1273693.0
2023-02-02,138.349,139.022,135.205,136.443,1905503.0
2023-02-03,148.055,152.671,143.478,149.768,5175508.0
2023-02-04,148.055,152.671,143.478,149.768,5175508.0
2023-02-05,148.055,152.671,143.478,149.768,5175508.0
2023-02-06,149.429,150.958,146.188,147.639,2168479.0
2023-02-07,146.633,147.852,145.714,146.788,1629265.0
2023-02-08,146.072,147.455,145.752,146.052,1160164.0
2023-02-09,146.13,147.31,145.094,145.239,1085201.0
2023-02-10,145.23,146.197,144.688,145.646,1205235.0
2023-02-11,145.23,146.197,144.688,145.646,1205235.0
2023-02-12,145.23,146.197,144.688,145.646,1205235.0
2023-02-13,145.801,148.046,145.646,147.949,886664.0
2023-02-14,148.055,148.636,146.439,147.736,1014055.0
2023-02-15,147.272,148.946,146.266,148.762,1039292.0
2023-02-16,147.272,148.384,146.488,147.736,795204.0
2023-02-17,147.726,148.917,146.981,148.665,1041016.0
2023-02-18,147.726,148.917,146.981,148.665,1041016.0
2023-02-19,147.726,148.917,146.981,148.665,1041016.0
2023-02-20,147.726,148.917,146.981,148.665,1041016.0
2023-02-21,147.726,149.971,147.61,149.429,1144336.0
2023-02-22,149.865,151.413,149.4,149.468,1067112.0
2023-02-23,149.333,150.407,147.736,148.317,694379.0
2023-02-24,147.465,149.565,147.465,149.052,1086597.0
2023-02-25,147.465,149.565,147.465,149.052,1086597.0
2023-02-26,147.465,149.565,147.465,149.052,1086597.0
2023-02-27,149.304,150.779,149.126,150.049,781063.0
2023-02-28,149.381,151.278,149.275,150.416,1225573.0
2023-03-01,149.633,150.378,147.93,149.691,989313.0
2023-03-02,149.817,151.8,149.536,151.423,820126.0
2023-03-03,151.781,151.781,150.368,150.794,846212.0
2023-03-04,151.781,151.781,150.368,150.794,846212.0
2023-03-05,151.781,151.781,150.368,150.794,846212.0
2023-03-06,150.223,150.891,146.933,147.117,1715145.0
2023-03-07,147.475,148.771,146.459,146.962,1448637.0
2023-03-08,147.107,147.31,145.278,146.323,1237655.0
2023-03-09,147.175,147.175,144.117,144.533,1010163.0
2023-03-10,145.104,146.347,143.875,145.278,997342.0
2023-03-11,145.104,146.347,143.875,145.278,997342.0
2023-03-12,145.104,146.347,143.875,145.278,997342.0
2023-03-13,145.646,148.921,144.968,146.391,1092259.0
2023-03-14,146.546,149.028,146.314,148.82,1009236.0
2023-03-15,148.346,151.307,148.055,151.287,1130208.0
2023-03-16,151.055,151.762,149.405,149.855,1071030.0
2023-03-17,150.049,150.407,148.113,149.013,1995400.0
2023-03-18,150.049,150.407,148.113,149.013,1995400.0
2023-03-19,150.049,150.407,148.113,149.013,1995400.0
2023-03-20,149.42,151.762,149.149,151.394,958016.0
2023-03-21,151.007,152.003,150.61,151.665,1063584.0
2023-03-22,152.013,152.487,149.642,149.642,795168.0
2023-03-23,149.468,150.658,148.897,149.613,656293.0
2023-03-24,150.629,152.555,149.633,152.41,741145.0
2023-03-25,150.629,152.555,149.633,152.41,741145.0
2023-03-26,150.629,152.555,149.633,152.41,741145.0
2023-03-27,152.884,153.861,152.41,152.661,845860.0
2023-03-28,153.184,153.61,151.123,151.529,1015975.0
2023-03-29,151.897,152.028,150.136,150.475,1397045.0
2023-03-30,150.465,150.533,149.129,149.449,1464455.0
2023-03-31,150.097,153.223,149.923,153.126,1052664.0
2023-04-01,150.097,153.223,149.923,153.126,1052664.0
2023-04-02,150.097,153.223,149.923,153.126,1052664.0
2023-04-03,152.787,152.884,150.668,151.684,1838253.0
2023-04-04,152.458,153.058,150.765,150.862,1089507.0
2023-04-05,151.645,153.513,150.968,152.332,1165883.0
2023-04-06,152.71,153.706,151.994,152.661,679491.0
2023-04-07,152.71,153.706,151.994,152.661,679491.0
2023-04-08,152.71,153.706,151.994,152.661,679491.0
2023-04-09,152.71,153.706,151.994,152.661,679491.0
2023-04-10,152.11,152.894,151.082,152.836,508364.0
2023-04-11,153.281,154.432,152.865,153.968,778311.0
2023-04-12,154.19,154.345,151.839,152.149,779124.0
2023-04-13,151.878,154.152,150.804,153.813,861944.0
2023-04-14,153.107,154.278,152.458,153.116,610095.0
2023-04-15,153.107,154.278,152.458,153.116,610095.0
2023-04-16,153.107,154.278,152.458,153.116,610095.0
2023-04-17,153.532,153.968,152.536,153.029,670034.0
2023-04-18,152.836,155.913,152.565,155.303,1110651.0
2023-04-19,155.71,155.71,154.539,155.352,621791.0
2023-04-20,156.039,157.81,155.719,157.674,1049214.0
2023-04-21,158.826,160.427,158.7,159.919,1551788.0
2023-04-22,158.826,160.427,158.7,159.919,1551788.0
2023-04-23,158.826,160.427,158.7,159.919,1551788.0
2023-04-24,159.668,160.809,159.203,159.88,1036423.0
2023-04-25,160.416,162.169,159.851,160.719,1084798.0
2023-04-26,159.052,161.255,158.691,159.296,964694.0
2023-04-27,159.52,162.244,159.413,161.976,1154866.0
2023-04-28,162.171,162.985,160.845,161.42,2356485.0
2023-04-29,162.171,162.985,160.845,161.42,2356485.0
2023-04-30,162.171,162.985,160.845,161.42,2356485.0
2023-05-01,161.606,164.437,161.482,162.882,1636184.0
2023-05-02,162.804,163.906,161.917,163.467,1751756.0
2023-05-03,164.754,173.686,163.711,171.157,4164991.0
2023-05-04,170.982,171.771,166.245,166.703,2395322.0
2023-05-05,166.235,168.438,164.607,165.299,2174018.0
2023-05-06,166.235,168.438,164.607,165.299,2174018.0
2023-05-07,166.235,168.438,164.607,165.299,2174018.0
2023-05-08,164.451,165.27,161.947,162.97,2593309.0
2023-05-09,163.652,164.481,161.25,163.867,1553243.0
2023-05-10,163.808,166.113,163.808,164.257,1215758.0
2023-05-11,164.949,165.202,163.448,164.958,922612.0
2023-05-12,164.617,165.524,163.233,164.841,925543.0
2023-05-13,164.617,165.524,163.233,164.841,925543.0
2023-05-14,164.617,165.524,163.233,164.841,925543.0
2023-05-15,165.192,165.563,162.447,162.814,1033246.0
2023-05-16,162.804,165.036,161.947,164.724,927357.0
2023-05-17,164.559,164.832,162.229,162.746,795677.0
2023-05-18,161.81,162.395,160.728,161.898,906716.0
2023-05-19,162.161,162.751,160.894,162.142,923249.0
2023-05-20,162.161,162.751,160.894,162.142,923249.0
2023-05-21,162.161,162.751,160.894,162.142,923249.0
2023-05-22,161.518,162.57,158.482,158.691,1044154.0
2023-05-23,158.165,158.677,156.06,156.187,1131247.0
2023-05-24,156.703,156.703,154.988,155.602,1049737.0
2023-05-25,155.378,155.378,153.925,154.325,816283.0
2023-05-26,154.257,155.928,153.672,155.056,834263.0
2023-05-27,154.257,155.928,153.672,155.056,834263.0
2023-05-28,154.257,155.928,153.672,155.056,834263.0
2023-05-29,154.257,155.928,153.672,155.056,834263.0
2023-05-30,152.97,154.393,152.278,152.96,1141688.0
2023-05-31,153.877,155.212,152.824,154.169,1769690.0
2023-06-01,154.958,155.763,153.877,154.598,952788.0
2023-06-02,153.799,157.307,153.799,157.278,911409.0
2023-06-03,153.799,157.307,153.799,157.278,911409.0
2023-06-04,153.799,157.307,153.799,157.278,911409.0
2023-06-05,156.859,159.276,156.421,158.185,958897.0
2023-06-06,158.526,158.672,153.389,154.559,894594.0
2023-06-07,152.658,154.086,152.064,152.785,1230543.0
2023-06-08,153.292,153.838,152.278,153.428,836849.0
2023-06-09,152.551,154.023,152.181,152.688,928862.0
2023-06-10,152.551,154.023,152.181,152.688,928862.0
2023-06-11,152.551,154.023,152.181,152.688,928862.0
2023-06-12,153.594,153.594,150.816,151.791,981099.0
2023-06-13,150.855,152.809,149.851,152.405,1268089.0
2023-06-14,152.571,152.804,149.539,150.037,2311196.0
2023-06-15,150.777,151.762,149.988,151.031,1655616.0
2023-06-16,151.284,153.214,151.157,152.571,1621507.0
2023-06-17,151.284,153.214,151.157,152.571,1621507.0
2023-06-18,151.284,153.214,151.157,152.571,1621507.0
2023-06-19,151.284,153.214,151.157,152.571,1621507.0
2023-06-20,152.688,153.891,151.518,151.528,949796.0
2023-06-21,152.19,153.102,151.343,152.288,812289.0
2023-06-22,153.214,153.896,152.337,152.863,707578.0
2023-06-23,153.545,153.74,152.132,152.181,1536226.0
2023-06-24,153.545,153.74,152.132,152.181,1536226.0
2023-06-25,153.545,153.74,152.132,152.181,1536226.0
2023-06-26,152.171,152.999,150.66,152.834,903019.0
2023-06-27,153.107,155.699,152.819,155.475,945106.0
2023-06-28,154.422,154.486,152.536,152.96,974843.0
2023-06-29,151.742,154.227,150.992,153.906,909833.0
2023-06-30,154.257,155.436,153.955,155.007,764631.0
2023-07-01,154.257,155.436,153.955,155.007,764631.0
2023-07-02,154.257,155.436,153.955,155.007,764631.0
2023-07-03,154.705,156.274,153.886,156.274,543047.0
2023-07-04,154.705,156.274,153.886,156.274,543047.0
2023-07-05,155.485,156.148,154.588,155.884,1126614.0
2023-07-06,155.933,156.391,154.997,155.797,783311.0
2023-07-07,155.426,155.875,153.721,153.984,869993.0
2023-07-08,155.426,155.875,153.721,153.984,869993.0
2023-07-09,155.426,155.875,153.721,153.984,869993.0
2023-07-10,153.955,155.475,152.376,152.483,791177.0
2023-07-11,152.541,152.722,149.744,150.923,1373398.0
2023-07-12,150.465,151.635,148.955,151.401,1021996.0
2023-07-13,151.07,151.752,149.861,150.641,798476.0
2023-07-14,150.534,151.138,149.345,150.641,896384.0
2023-07-15,150.534,151.138,149.345,150.641,896384.0
2023-07-16,150.534,151.138,149.345,150.641,896384.0
2023-07-17,150.212,151.07,149.306,149.617,582745.0
2023-07-18,149.247,151.713,149.12,150.114,903588.0
2023-07-19,150.709,152.035,150.124,150.816,798082.0
2023-07-20,148.146,150.899,145.933,150.68,1237329.0
2023-07-21,150.826,152.122,150.504,151.83,912864.0
2023-07-22,150.826,152.122,150.504,151.83,912864.0
2023-07-23,150.826,152.122,150.504,151.83,912864.0
2023-07-24,151.83,152.083,150.144,151.226,1079475.0
2023-07-25,151.586,151.586,148.575,149.13,1199671.0
2023-07-26,149.12,149.9,148.56,149.783,871771.0
2023-07-27,149.237,149.91,146.682,147.025,1298006.0
2023-07-28,148.555,151.279,147.59,149.988,2058926.0
2023-07-29,148.555,151.279,147.59,149.988,2058926.0
2023-07-30,148.555,151.279,147.59,149.988,2058926.0
2023-07-31,149.705,150.28,147.122,147.639,2768288.0
2023-08-01,147.99,149.042,147.41,147.873,1344790.0
2023-08-02,147.6,150.27,147.532,148.604,1323478.0
2023-08-03,157.839,164.851,157.239,161.917,4286797.0
2023-08-04,161.625,161.713,157.679,159.851,2478563.0
2023-08-05,161.625,161.713,157.679,159.851,2478563.0
2023-08-06,161.625,161.713,157.679,159.851,2478563.0
2023-08-07,160.446,161.206,159.003,159.588,1296494.0
2023-08-08,160.56,160.796,158.39,159.146,1332738.0
2023-08-09,159.264,161.095,158.999,159.951,976059.0
2023-08-10,160.747,161.257,157.379,157.575,868927.0
2023-08-11,157.939,159.392,157.281,158.066,793373.0
2023-08-12,157.939,159.392,157.281,158.066,793373.0
2023-08-13,157.939,159.392,157.281,158.066,793373.0
2023-08-14,159.186,159.48,156.898,157.261,790247.0
2023-08-15,156.937,156.937,154.433,154.748,1090666.0
2023-08-16,155.219,155.612,153.054,153.952,1043192.0
2023-08-17,153.815,154.792,151.228,151.37,1341287.0
2023-08-18,150.879,151.665,149.239,151.056,1036674.0
2023-08-19,150.879,151.665,149.239,151.056,1036674.0
2023-08-20,150.879,151.665,149.239,151.056,1036674.0
2023-08-21,149.858,150.113,146.255,147.345,1384588.0
2023-08-22,147.07,148.218,145.312,147.669,942114.0
2023-08-23,147.835,149.77,147.551,148.238,1442741.0
2023-08-24,148.042,152.116,148.012,151.566,1471022.0
2023-08-25,152.028,152.273,150.428,151.724,746410.0
2023-08-26,152.028,152.273,150.428,151.724,746410.0
2023-08-27,152.028,152.273,150.428,151.724,746410.0
2023-08-28,152.185,153.751,151.94,152.735,821712.0
2023-08-29,152.872,154.316,152.067,154.237,966292.0
2023-08-30,154.767,155.837,153.933,154.208,862382.0
2023-08-31,153.913,154.571,152.617,153.609,1099414.0
2023-09-01,153.697,153.962,151.969,152.421,1166390.0
2023-09-02,153.697,153.962,151.969,152.421,1166390.0
2023-09-03,153.697,153.962,151.969,152.421,1166390.0
2023-09-04,153.697,153.962,151.969,152.421,1166390.0
2023-09-05,152.538,153.118,150.378,150.673,997679.0
2023-09-06,150.712,151.822,149.829,150.81,871651.0
2023-09-07,151.478,154.139,151.341,152.892,1006938.0
2023-09-08,153.177,154.05,151.341,151.89,801782.0
2023-09-09,153.177,154.05,151.341,151.89,801782.0
2023-09-10,153.177,154.05,151.341,151.89,801782.0
2023-09-11,152.106,152.588,151.017,151.458,748118.0
2023-09-12,151.674,151.733,146.088,146.883,1345057.0
2023-09-13,147.011,147.129,144.291,144.674,1268136.0
2023-09-14,144.968,146.873,144.872,146.736,1083902.0
2023-09-15,146.157,146.49,142.995,143.545,1703760.0
2023-09-16,146.157,146.49,142.995,143.545,1703760.0
2023-09-17,146.157,146.49,142.995,143.545,1703760.0
2023-09-18,143.545,143.545,139.74,140.108,2421514.0
2023-09-19,138.577,139.421,135.513,135.926,2519929.0
2023-09-20,135.454,136.294,133.834,133.982,1573480.0
2023-09-21,133.795,134.944,131.871,132.175,1730276.0
2023-09-22,132.352,132.853,129.357,130.251,1617224.0
2023-09-23,132.352,132.853,129.357,130.251,1617224.0
2023-09-24,132.352,132.853,129.357,130.251,1617224.0
2023-09-25,130.094,131.939,129.505,129.662,1490929.0
2023-09-26,128.915,129.603,127.904,128.042,1310528.0
2023-09-27,128.208,128.503,126.51,126.804,1499239.0
2023-09-28,127.207,127.408,126.024,126.284,1352050.0
2023-09-29,126.932,129.19,124.983,128.68,2803012.0
2023-09-30,126.932,129.19,124.983,128.68,2803012.0
2023-10-01,126.932,129.19,124.983,128.68,2803012.0
2023-10-02,129.603,129.79,127.668,127.973,2138743.0
2023-10-03,127.845,129.465,127.462,127.884,1589273.0
2023-10-04,127.983,129.711,127.841,129.436,1594489.0
2023-10-05,123.712,124.546,117.389,122.661,7595532.0
2023-10-06,123.142,124.949,120.864,122.73,3530325.0
2023-10-07,123.142,124.949,120.864,122.73,3530325.0
2023-10-08,123.142,124.949,120.864,122.73,3530325.0
2023-10-09,121.768,123.142,119.686,120.874,2090535.0
2023-10-10,121.326,122.671,121.036,121.728,1559439.0
2023-10-11,121.64,122.352,119.244,120.138,1491146.0
2023-10-12,120.599,121.179,117.34,117.909,1777541.0
2023-10-13,118.027,120.668,117.722,120.226,1237626.0
2023-10-14,118.027,120.668,117.722,120.226,1237626.0
2023-10-15,118.027,120.668,117.722,120.226,1237626.0
2023-10-16,120.57,123.014,120.04,122.691,1725633.0
2023-10-17,122.2,123.118,121.09,121.787,1242256.0
2023-10-18,122.543,124.262,121.552,122.396,1267685.0
2023-10-19,122.661,123.78,121.395,121.738,1144843.0
2023-10-20,122.484,122.484,120.187,120.57,1133283.0
2023-10-21,122.484,122.484,120.187,120.57,1133283.0
2023-10-22,122.484,122.484,120.187,120.57,1133283.0
2023-10-23,120.315,121.37,119.745,119.775,1131403.0
2023-10-24,120.062,120.925,119.695,120.598,1543202.0
2023-10-25,120.32,121.832,119.15,120.945,1875930.0
2023-10-26,120.915,122.016,120.141,120.191,1253205.0
2023-10-27,119.973,120.062,116.304,116.939,1758599.0
2023-10-28,119.973,120.062,116.304,116.939,1758599.0
2023-10-29,119.973,120.062,116.304,116.939,1758599.0
2023-10-30,117.643,117.98,113.944,115.57,2633286.0
2023-10-31,116.016,116.78,115.154,116.71,2176740.0
2023-11-01,116.026,116.383,113.721,114.41,2423745.0
2023-11-02,126.428,126.711,120.736,121.976,3970178.0
2023-11-03,123.136,126.15,122.69,124.495,2420264.0
2023-11-04,123.136,126.15,122.69,124.495,2420264.0
2023-11-05,123.136,126.15,122.69,124.495,2420264.0
2023-11-06,124.405,128.907,124.405,127.915,2737598.0
2023-11-07,127.459,132.13,127.212,131.406,3485458.0
2023-11-08,131.108,132.417,129.72,130.821,2129118.0
2023-11-09,130.989,131.723,129.056,131.208,1993150.0
2023-11-10,131.713,133.007,131.386,132.338,2317882.0
2023-11-11,131.713,133.007,131.386,132.338,2317882.0
2023-11-12,131.713,133.007,131.386,132.338,2317882.0
2023-11-13,130.672,133.577,130.414,132.655,1877295.0
2023-11-14,133.052,135.779,132.913,135.382,1723166.0
2023-11-15,135.511,137.117,135.442,136.85,1555076.0
2023-11-16,136.85,138.645,136.85,137.881,1620260.0
2023-11-17,138.139,138.724,137.653,138.0,1447824.0
2023-11-18,138.139,138.724,137.653,138.0,1447824.0
2023-11-19,138.139,138.724,137.653,138.0,1447824.0
2023-11-20,137.554,137.772,135.382,135.878,1304652.0
2023-11-21,136.602,138.957,136.344,138.178,1516678.0
2023-11-22,139.815,141.252,138.833,139.329,1201464.0
2023-11-23,139.815,141.252,138.833,139.329,1201464.0
2023-11-24,138.823,140.201,138.649,140.003,442390.0
2023-11-25,138.823,140.201,138.649,140.003,442390.0
2023-11-26,138.823,140.201,138.649,140.003,442390.0
2023-11-27,139.914,140.836,139.412,140.558,1048656.0
2023-11-28,140.687,143.28,140.558,142.898,1299397.0
2023-11-29,142.442,142.502,140.191,141.143,1261117.0
2023-11-30,140.985,142.383,138.883,142.145,1495329.0
2023-12-01,142.204,142.799,141.133,142.631,1259082.0
2023-12-02,142.204,142.799,141.133,142.631,1259082.0
2023-12-03,142.204,142.799,141.133,142.631,1259082.0
2023-12-04,142.284,143.94,142.284,142.601,1101516.0
2023-12-05,141.758,141.758,139.676,140.251,1112450.0
2023-12-06,140.092,141.887,139.448,141.243,1174722.0
2023-12-07,141.56,142.551,140.291,142.442,916391.0
2023-12-08,142.244,142.244,140.35,140.36,1233425.0
2023-12-09,142.244,142.244,140.35,140.36,1233425.0
2023-12-10,142.244,142.244,140.35,140.36,1233425.0
2023-12-11,140.509,140.806,137.593,138.833,1546221.0
2023-12-12,138.744,141.203,138.139,141.143,865256.0
2023-12-13,140.92,144.654,140.077,144.406,920810.0
2023-12-14,144.098,145.318,140.975,140.985,1450771.0
2023-12-15,140.697,141.679,140.137,140.717,1869600.0
2023-12-16,140.697,141.679,140.137,140.717,1869600.0
2023-12-17,140.697,141.679,140.137,140.717,1869600.0
2023-12-18,140.846,142.432,140.261,141.58,744142.0
2023-12-19,141.48,142.824,140.628,141.322,621458.0
2023-12-20,140.033,141.49,139.398,139.418,862887.0
2023-12-21,140.657,140.935,138.626,139.973,838503.0
2023-12-22,140.707,141.426,138.883,140.667,720741.0
2023-12-23,140.707,141.426,138.883,140.667,720741.0
2023-12-24,140.707,141.426,138.883,140.667,720741.0
2023-12-25,140.707,141.426,138.883,140.667,720741.0
2023-12-26,139.894,141.302,139.894,140.757,651262.0
