,WERN US Equity,WERN US Equity,WERN US Equity,WERN US Equity,WERN US Equity
,PX_OPEN,PX_HIGH,PX_LOW,PX_LAST,PX_VOLUME
2020-03-17,28.9492,32.5881,28.5301,32.2357,1510693.0
2020-03-18,30.9783,32.9787,30.0924,32.3214,1349070.0
2020-03-19,32.3595,32.7977,31.4831,32.3309,877389.0
2020-03-20,32.3119,32.9692,30.3876,30.683,1069800.0
2020-03-21,32.3119,32.9692,30.3876,30.683,1069800.0
2020-03-22,32.3119,32.9692,30.3876,30.683,1069800.0
2020-03-23,31.0545,32.3024,28.7778,29.8447,888626.0
2020-03-24,31.4355,32.4929,30.8163,32.1309,727202.0
2020-03-25,31.969,35.5983,31.6778,33.2549,1706335.0
2020-03-26,33.455,34.2456,32.6548,33.1883,1186908.0
2020-03-27,32.1595,34.56,31.9594,32.8453,1328592.0
2020-03-28,32.1595,34.56,31.9594,32.8453,1328592.0
2020-03-29,32.1595,34.56,31.9594,32.8453,1328592.0
