,WERN US Equity,WERN US Equity,WERN US Equity,WERN US Equity,WERN US Equity
,PX_OPEN,PX_HIGH,PX_LOW,PX_LAST,PX_VOLUME
2020-03-30,33.4359,34.9029,32.912,34.6648,1068465.0
2020-03-31,34.5314,35.1887,33.9694,34.5409,1097183.0
2020-04-01,33.6169,33.9789,32.2643,32.8834,706778.0
2020-04-02,32.6167,33.474,32.0928,32.8834,732830.0
2020-04-03,32.7024,33.0835,31.3688,31.8546,695693.0
2020-04-04,32.7024,33.0835,31.3688,31.8546,695693.0
2020-04-05,32.7024,33.0835,31.3688,31.8546,695693.0
2020-04-06,32.712,35.0458,32.6929,34.8744,793407.0
2020-04-07,35.3983,35.8269,34.6648,35.2459,572537.0
2020-04-08,35.5697,36.2604,35.1792,35.865,442876.0
2020-04-09,36.1604,37.3701,35.7222,37.0272,814446.0
2020-04-10,36.1604,37.3701,35.7222,37.0272,814446.0
2020-04-11,36.1604,37.3701,35.7222,37.0272,814446.0
2020-04-12,36.1604,37.3701,35.7222,37.0272,814446.0
2020-04-13,37.0653,37.2844,35.1697,35.5888,935075.0
2020-04-14,36.6366,36.7129,35.122,36.1127,607231.0
2020-04-15,35.665,36.1985,35.1887,35.6174,628697.0
2020-04-16,35.7222,37.5607,35.665,37.4845,1138647.0
2020-04-17,38.3151,38.6588,37.5417,38.296,754169.0
2020-04-18,38.3151,38.6588,37.5417,38.296,754169.0
2020-04-19,38.3151,38.6588,37.5417,38.296,754169.0
2020-04-20,38.0764,38.2483,37.2362,37.241,734075.0
2020-04-21,36.6633,37.6754,36.5583,37.2171,596087.0
2020-04-22,37.9618,38.1337,36.9211,37.3126,556230.0
2020-04-23,37.5322,37.9236,37.2839,37.79,530406.0
2020-04-24,37.8664,38.3724,37.6468,38.2769,850272.0
2020-04-25,37.8664,38.3724,37.6468,38.2769,850272.0
2020-04-26,37.8664,38.3724,37.6468,38.2769,850272.0
2020-04-27,38.7638,40.4633,38.5824,40.091,696665.0
2020-04-28,40.2819,40.5636,39.5372,39.6804,915846.0
2020-04-29,41.8669,42.9362,39.0073,39.2699,2000816.0
2020-04-30,38.7447,39.0932,38.2387,38.3056,852808.0
2020-05-01,37.8091,39.2985,37.0445,39.1267,944695.0
2020-05-02,37.8091,39.2985,37.0445,39.1267,944695.0
2020-05-03,37.8091,39.2985,37.0445,39.1267,944695.0
2020-05-04,38.8211,39.4131,38.5729,38.993,708796.0
2020-05-05,39.3558,40.0432,39.0216,39.8618,867966.0
2020-05-06,40.005,40.153,39.141,39.1935,648267.0
2020-05-07,39.7473,39.943,38.3724,39.1076,779681.0
2020-05-08,39.5468,40.2246,39.2508,40.091,796796.0
2020-05-09,39.5468,40.2246,39.2508,40.091,796796.0
2020-05-10,39.5468,40.2246,39.2508,40.091,796796.0
2020-05-11,39.604,41.6759,39.1745,41.5231,1064496.0
2020-05-12,41.7045,41.7045,39.9478,40.0241,840165.0
2020-05-13,39.7855,40.2533,39.3081,39.604,710551.0
2020-05-14,39.0789,39.3033,38.401,39.1935,732204.0
2020-05-15,38.9739,40.8643,38.5538,39.4608,1433764.0
2020-05-16,38.9739,40.8643,38.5538,39.4608,1433764.0
2020-05-17,38.9739,40.8643,38.5538,39.4608,1433764.0
2020-05-18,40.2819,41.6664,39.8236,41.3608,779609.0
2020-05-19,41.0076,41.9051,40.7784,40.8262,590374.0
2020-05-20,41.4181,41.9814,40.788,40.9694,551817.0
2020-05-21,40.6352,41.4133,40.6352,41.3131,614766.0
2020-05-22,41.294,42.5352,41.0362,42.287,516038.0
2020-05-23,41.294,42.5352,41.0362,42.287,516038.0
2020-05-24,41.294,42.5352,41.0362,42.287,516038.0
2020-05-25,41.294,42.5352,41.0362,42.287,516038.0
2020-05-26,43.385,43.7478,42.0674,42.1533,737978.0
2020-05-27,42.5161,43.0317,41.4086,42.6211,655928.0
2020-05-28,42.8694,44.0533,42.4875,43.5568,602998.0
2020-05-29,43.5377,44.8267,43.2226,44.1297,895444.0
2020-05-30,43.5377,44.8267,43.2226,44.1297,895444.0
2020-05-31,43.5377,44.8267,43.2226,44.1297,895444.0
2020-06-01,43.996,43.996,43.0126,43.0412,826560.0
2020-06-02,43.2799,43.6141,42.5352,42.6116,555141.0
2020-06-03,40.5588,41.7618,40.2437,41.399,1661028.0
2020-06-04,40.3392,40.9789,39.9478,40.2533,7781458.0
2020-06-05,41.1317,41.6282,40.0719,40.3201,6750535.0
2020-06-06,41.1317,41.6282,40.0719,40.3201,6750535.0
2020-06-07,41.1317,41.6282,40.0719,40.3201,6750535.0
2020-06-08,40.8548,41.1126,39.6709,40.091,4203221.0
2020-06-09,39.6995,40.4633,39.0598,39.604,2096435.0
2020-06-10,40.005,41.5136,39.9573,41.0458,2230469.0
2020-06-11,40.3106,40.5779,37.8568,38.4249,1682361.0
2020-06-12,39.098,39.1648,37.321,38.0669,1447575.0
2020-06-13,39.098,39.1648,37.321,38.0669,1447575.0
2020-06-14,39.098,39.1648,37.321,38.0669,1447575.0
2020-06-15,38.3533,39.9525,37.599,39.9382,1483727.0
2020-06-16,40.7498,40.7689,39.4513,39.9096,1022091.0
2020-06-17,40.4729,41.504,40.1005,41.0935,1202301.0
2020-06-18,40.7784,41.5852,40.5111,41.4945,1260958.0
2020-06-19,42.0578,42.0578,39.9669,40.2437,1740884.0
2020-06-20,42.0578,42.0578,39.9669,40.2437,1740884.0
2020-06-21,42.0578,42.0578,39.9669,40.2437,1740884.0
2020-06-22,39.6804,40.5875,39.6291,40.4156,787850.0
2020-06-23,40.7975,41.3704,40.6925,40.9598,648895.0
2020-06-24,40.7402,41.0744,40.2628,40.3297,1010289.0
2020-06-25,40.1005,40.1674,39.604,40.0337,764905.0
2020-06-26,39.8141,41.0648,39.8141,40.7593,2689994.0
2020-06-27,39.8141,41.0648,39.8141,40.7593,2689994.0
2020-06-28,39.8141,41.0648,39.8141,40.7593,2689994.0
2020-06-29,40.8166,41.0648,40.3392,40.7593,1125822.0
2020-06-30,40.6352,41.7809,40.4013,41.5613,1084883.0
2020-07-01,41.8287,41.9051,40.0528,40.0623,798881.0
2020-07-02,40.3111,40.78,40.1963,40.4833,900161.0
2020-07-03,40.3111,40.78,40.1963,40.4833,900161.0
2020-07-04,40.3111,40.78,40.1963,40.4833,900161.0
2020-07-05,40.3111,40.78,40.1963,40.4833,900161.0
2020-07-06,41.0383,41.3493,40.6077,41.2679,895247.0
2020-07-07,41.0861,42.6266,40.8852,42.3874,1110913.0
2020-07-08,42.7702,43.1242,42.5022,42.7702,1185292.0
2020-07-09,42.8371,43.0763,42.263,42.464,868751.0
2020-07-10,42.464,42.7415,42.0143,42.1769,733361.0
2020-07-11,42.464,42.7415,42.0143,42.1769,733361.0
2020-07-12,42.464,42.7415,42.0143,42.1769,733361.0
2020-07-13,42.4257,42.5884,40.292,40.3303,1548333.0
2020-07-14,40.3781,41.3349,40.0336,41.2201,882292.0
2020-07-15,41.7368,41.9856,40.9331,41.4402,635961.0
2020-07-16,41.3636,42.1961,41.3254,41.9377,852483.0
2020-07-17,42.2726,43.6361,42.0525,43.2773,1258135.0
2020-07-18,42.2726,43.6361,42.0525,43.2773,1258135.0
2020-07-19,42.2726,43.6361,42.0525,43.2773,1258135.0
2020-07-20,43.0572,43.5261,42.8276,43.2103,1277939.0
2020-07-21,43.2294,43.4878,42.6649,42.9233,859091.0
2020-07-22,42.9902,43.3538,42.2056,42.3205,1060216.0
2020-07-23,42.2343,42.5501,41.842,42.0621,874872.0
2020-07-24,42.0238,42.6936,41.9186,42.2439,656963.0
2020-07-25,42.0238,42.6936,41.9186,42.2439,656963.0
2020-07-26,42.0238,42.6936,41.9186,42.2439,656963.0
2020-07-27,42.3779,42.8467,41.8899,41.9425,1034496.0
2020-07-28,41.9951,42.2535,40.6651,40.7608,1010973.0
2020-07-29,41.067,42.0047,40.8756,41.5454,1793646.0
2020-07-30,43.2007,43.6983,41.1627,42.5979,2413462.0
2020-07-31,42.5022,43.3921,41.0096,42.086,1246567.0
2020-08-01,42.5022,43.3921,41.0096,42.086,1246567.0
2020-08-02,42.5022,43.3921,41.0096,42.086,1246567.0
2020-08-03,42.3587,43.2103,41.6985,41.842,1073963.0
2020-08-04,41.7081,41.9329,41.1723,41.622,1375472.0
2020-08-05,41.6315,41.9473,40.1102,40.3303,1443716.0
2020-08-06,40.2824,41.1244,39.6987,40.1293,1147776.0
2020-08-07,40.0623,41.1436,40.0623,41.0,917656.0
2020-08-08,40.0623,41.1436,40.0623,41.0,917656.0
2020-08-09,40.0623,41.1436,40.0623,41.0,917656.0
2020-08-10,41.0096,42.2439,40.8948,41.8325,1022920.0
2020-08-11,42.1195,42.9902,41.8038,42.708,1121510.0
2020-08-12,43.0572,45.1335,42.8276,43.5548,1457276.0
2020-08-13,43.2007,43.4782,42.2726,42.5118,635664.0
2020-08-14,42.5788,42.9615,42.397,42.6362,470911.0
2020-08-15,42.5788,42.9615,42.397,42.6362,470911.0
2020-08-16,42.5788,42.9615,42.397,42.6362,470911.0
2020-08-17,42.6171,43.4686,42.6171,42.7319,529426.0
2020-08-18,42.6553,43.0046,42.5118,42.8371,553092.0
2020-08-19,43.0572,44.1289,43.0572,43.3156,722360.0
2020-08-20,43.0572,43.9662,42.6793,43.7222,738503.0
2020-08-21,43.7557,44.9517,43.6887,44.8082,1074722.0
2020-08-22,43.7557,44.9517,43.6887,44.8082,1074722.0
2020-08-23,43.7557,44.9517,43.6887,44.8082,1074722.0
2020-08-24,45.1144,45.2579,44.3489,44.5594,559348.0
2020-08-25,44.5786,44.8369,44.1863,44.3202,439766.0
2020-08-26,44.081,45.0378,44.081,45.0283,542052.0
2020-08-27,45.277,45.3536,44.7412,44.9996,724154.0
2020-08-28,45.2483,45.3201,44.6551,44.7604,641200.0
2020-08-29,45.2483,45.3201,44.6551,44.7604,641200.0
2020-08-30,45.2483,45.3201,44.6551,44.7604,641200.0
2020-08-31,44.7412,45.344,43.9853,44.0236,582937.0
2020-09-01,44.1671,44.4255,43.6504,44.1384,634421.0
2020-09-02,44.1863,44.5977,43.0668,43.5165,744484.0
2020-09-03,43.3538,43.6887,42.6171,43.4112,827398.0
2020-09-04,43.373,44.1001,42.7223,43.7174,943354.0
2020-09-05,43.373,44.1001,42.7223,43.7174,943354.0
2020-09-06,43.373,44.1001,42.7223,43.7174,943354.0
2020-09-07,43.373,44.1001,42.7223,43.7174,943354.0
2020-09-08,43.7748,44.7891,43.2581,43.6504,1007698.0
2020-09-09,43.7557,45.3823,43.5117,44.5594,1180125.0
2020-09-10,44.7221,44.9039,43.8227,44.1958,783340.0
2020-09-11,44.5307,44.5786,43.2964,43.4686,724289.0
2020-09-12,44.5307,44.5786,43.2964,43.4686,724289.0
2020-09-13,44.5307,44.5786,43.2964,43.4686,724289.0
2020-09-14,43.7174,43.8609,41.3732,41.5167,1145305.0
2020-09-15,41.6507,43.4208,41.0,43.239,1316666.0
2020-09-16,43.3156,43.6504,41.909,42.1004,1065781.0
2020-09-17,41.5646,42.6936,41.2488,42.2248,993107.0
2020-09-18,42.1578,42.1578,40.3111,41.0957,1651853.0
2020-09-19,42.1578,42.1578,40.3111,41.0957,1651853.0
2020-09-20,42.1578,42.1578,40.3111,41.0957,1651853.0
2020-09-21,40.7991,40.8364,39.7762,40.78,959298.0
2020-09-22,40.9905,41.1436,40.0336,40.3494,872913.0
2020-09-23,40.3972,41.4784,40.2059,40.6651,858544.0
2020-09-24,40.6556,41.5359,40.1485,41.0287,636679.0
2020-09-25,40.8756,41.3254,40.6651,40.8661,649951.0
2020-09-26,40.8756,41.3254,40.6651,40.8661,649951.0
2020-09-27,40.8756,41.3254,40.6651,40.8661,649951.0
2020-09-28,41.2775,41.7464,40.6604,41.555,803486.0
2020-09-29,41.3636,41.8468,41.0192,41.0861,567110.0
2020-09-30,41.3254,41.3254,39.8231,40.1772,804330.0
2020-10-01,39.938,40.5025,39.3926,40.2537,779416.0
2020-10-02,40.0044,41.4235,39.314,41.1838,713398.0
2020-10-03,40.0044,41.4235,39.314,41.1838,713398.0
