,BIG US Equity,BIG US Equity,BIG US Equity,BIG US Equity,BIG US Equity
2020-03-07,14.8532,16.3316,14.4037,15.3633,3313836.0
2020-03-08,14.8532,16.3316,14.4037,15.3633,3313836.0
2020-03-09,14.3864,15.4152,14.1011,14.8619,1875426.0
2020-03-10,15.4411,15.761,14.2048,15.1126,2089042.0
2020-03-11,14.663,15.0607,14.1097,14.4469,1357538.0
2020-03-12,13.3229,13.8848,10.6341,11.3085,2541410.0
2020-03-13,11.9396,12.2682,10.6514,12.199,1915241.0
2020-03-14,11.9396,12.2682,10.6514,12.199,1915241.0
2020-03-15,11.9396,12.2682,10.6514,12.199,1915241.0
2020-03-16,10.8157,11.4598,8.7537,9.199,2470274.0
2020-03-17,9.4065,11.8272,8.8704,11.8186,2879542.0
2020-03-18,11.0146,11.7966,8.7753,9.5102,2560492.0
2020-03-19,9.5547,12.0611,9.0392,11.5367,2402059.0
2020-03-20,11.5545,11.9543,10.3635,10.7545,1682387.0
2020-03-21,11.5545,11.9543,10.3635,10.7545,1682387.0
2020-03-22,11.5545,11.9543,10.3635,10.7545,1682387.0
2020-03-23,10.7368,11.0034,9.7857,10.319,2033010.0
2020-03-24,10.7634,13.8209,10.5501,13.6965,2599247.0
2020-03-25,14.2475,15.3763,12.5944,12.6921,2171043.0
2020-03-26,12.9232,13.1899,11.7411,11.9455,2019947.0
2020-03-27,11.8833,11.9263,11.0923,11.5278,1611913.0
2020-03-28,11.8833,11.9263,11.0923,11.5278,1611913.0
2020-03-29,11.8833,11.9263,11.0923,11.5278,1611913.0
2020-03-30,11.5811,12.4344,11.3767,12.3366,2120968.0
2020-03-31,12.23,12.9142,12.23,12.6388,1664957.0
2020-04-01,12.0255,12.3366,11.3412,12.2566,1728504.0
2020-04-02,11.9811,13.1365,11.9811,12.4255,1861582.0
2020-04-03,12.3899,13.1365,12.1766,13.0566,1653757.0
2020-04-04,12.3899,13.1365,12.1766,13.0566,1653757.0
2020-04-05,12.3899,13.1365,12.1766,13.0566,1653757.0
2020-04-06,13.8654,14.372,13.7676,14.0609,1725758.0
2020-04-07,14.8342,15.1097,13.1365,13.421,2131690.0
2020-04-08,13.7498,14.3098,13.5543,14.0165,1731855.0
2020-04-09,17.1095,18.4249,16.914,17.4472,7532958.0
2020-04-10,17.1095,18.4249,16.914,17.4472,7532958.0
2020-04-11,17.1095,18.4249,16.914,17.4472,7532958.0
2020-04-12,17.1095,18.4249,16.914,17.4472,7532958.0
2020-04-13,17.5006,17.7228,16.3096,16.8606,3060908.0
2020-04-14,17.2339,17.465,16.8251,16.8873,1848518.0
2020-04-15,15.9985,16.7273,15.795,16.6295,1385513.0
2020-04-16,16.6384,16.9362,16.2651,16.6029,1515576.0
2020-04-17,16.8873,17.2873,16.434,17.0117,1941019.0
2020-04-18,16.8873,17.2873,16.434,17.0117,1941019.0
2020-04-19,16.8873,17.2873,16.434,17.0117,1941019.0
2020-04-20,16.6918,17.8831,16.5318,17.4206,1443798.0
2020-04-21,16.9584,17.5983,16.7984,16.834,1193892.0
2020-04-22,17.225,17.5806,16.8073,17.3939,943835.0
2020-04-23,17.2606,17.625,17.0206,17.2784,904683.0
2020-04-24,17.8383,18.3716,17.6961,18.105,2367242.0
2020-04-25,17.8383,18.3716,17.6961,18.105,2367242.0
2020-04-26,17.8383,18.3716,17.6961,18.105,2367242.0
2020-04-27,18.7893,20.4514,18.7538,20.1759,2980894.0
2020-04-28,21.0558,21.4646,19.8737,21.198,2284374.0
2020-04-29,21.7757,22.6379,21.2069,22.389,1953622.0
2020-04-30,22.0335,22.1135,20.5758,20.8425,1385536.0
2020-05-01,21.118,21.9579,20.6781,21.3491,2227068.0
2020-05-02,21.118,21.9579,20.6781,21.3491,2227068.0
2020-05-03,21.118,21.9579,20.6781,21.3491,2227068.0
2020-05-04,22.1224,22.2201,20.7714,22.1935,1544946.0
2020-05-05,22.5312,22.9223,21.358,21.4291,1021742.0
2020-05-06,21.5091,22.2024,21.1359,21.4913,909728.0
2020-05-07,21.8202,22.4246,21.6538,22.1313,1054635.0
2020-05-08,22.1757,23.2778,22.1757,23.2245,1113720.0
2020-05-09,22.1757,23.2778,22.1757,23.2245,1113720.0
2020-05-10,22.1757,23.2778,22.1757,23.2245,1113720.0
2020-05-11,23.0112,23.8111,22.4957,23.5533,912992.0
2020-05-12,23.6156,24.1133,23.4422,23.5533,1127509.0
2020-05-13,23.26,23.7667,22.7268,23.6156,1429766.0
2020-05-14,23.2156,23.98,22.8601,23.98,1686592.0
2020-05-15,23.8822,25.4287,23.6588,25.1976,1318311.0
2020-05-16,23.8822,25.4287,23.6588,25.1976,1318311.0
2020-05-17,23.8822,25.4287,23.6588,25.1976,1318311.0
2020-05-18,26.3975,27.473,25.882,27.2063,2111629.0
2020-05-19,27.2152,28.664,27.1908,28.0151,1543989.0
2020-05-20,28.3973,29.1528,27.8285,28.344,1103845.0
2020-05-21,28.344,29.375,27.9974,29.0373,1063190.0
2020-05-22,28.9839,29.4639,28.6106,28.824,1063348.0
2020-05-23,28.9839,29.4639,28.6106,28.824,1063348.0
2020-05-24,28.9839,29.4639,28.6106,28.824,1063348.0
2020-05-25,28.9839,29.4639,28.6106,28.824,1063348.0
2020-05-26,29.6683,32.0592,29.4906,31.9526,1915790.0
2020-05-27,32.4414,34.6901,31.957,34.6812,2685747.0
2020-05-28,34.8589,35.6411,31.917,32.6014,3231797.0
2020-05-29,35.8633,37.6187,31.677,34.4412,13523833.0
2020-05-30,35.8633,37.6187,31.677,34.4412,13523833.0
2020-05-31,35.8633,37.6187,31.677,34.4412,13523833.0
2020-06-01,34.0235,34.2546,32.3703,33.1613,3008533.0
2020-06-02,33.0369,33.7746,32.9747,33.2058,1250735.0
2020-06-03,33.8546,34.7878,33.6146,34.2901,1466826.0
2020-06-04,34.2368,34.7345,32.7436,32.868,1631858.0
2020-06-05,33.8635,34.2101,31.1526,32.3792,2073055.0
2020-06-06,33.8635,34.2101,31.1526,32.3792,2073055.0
2020-06-07,33.8635,34.2101,31.1526,32.3792,2073055.0
2020-06-08,32.5481,32.8414,30.3971,31.1349,2890217.0
2020-06-09,30.8949,32.6991,30.7527,32.3081,1728835.0
2020-06-10,32.6014,33.2413,31.597,32.6814,1491150.0
2020-06-11,31.1132,32.6366,30.7458,30.9788,1266198.0
2020-06-12,31.9376,32.1526,28.7743,30.0647,2341640.0
2020-06-13,31.9376,32.1526,28.7743,30.0647,2341640.0
2020-06-14,31.9376,32.1526,28.7743,30.0647,2341640.0
2020-06-15,29.1686,32.072,28.9177,31.158,1485137.0
2020-06-16,32.2602,32.4215,30.701,31.3551,1728376.0
2020-06-17,31.5433,32.8875,31.3641,32.2512,1347500.0
2020-06-18,31.8301,32.1079,30.692,31.0415,961057.0
2020-06-19,31.4806,31.5971,29.778,29.9124,1471080.0
2020-06-20,31.4806,31.5971,29.778,29.9124,1471080.0
2020-06-21,31.4806,31.5971,29.778,29.9124,1471080.0
2020-06-22,29.8048,30.3873,29.303,30.2708,1529763.0
2020-06-23,30.5755,30.8623,29.545,30.226,1338091.0
2020-06-24,30.0289,30.4321,29.3792,29.7959,949300.0
2020-06-25,29.5719,30.5038,29.4292,30.3336,1110157.0
2020-06-26,35.3697,40.2356,34.9486,38.5689,18729260.0
2020-06-27,35.3697,40.2356,34.9486,38.5689,18729260.0
2020-06-28,35.3697,40.2356,34.9486,38.5689,18729260.0
2020-06-29,39.1155,39.6263,37.4505,38.6585,4004287.0
2020-06-30,38.085,38.9273,37.2157,37.6369,1920767.0
2020-07-01,37.6638,37.8072,36.4271,36.5526,1570294.0
2020-07-02,36.7408,37.852,36.1404,36.1762,1215900.0
2020-07-03,36.7408,37.852,36.1404,36.1762,1215900.0
2020-07-04,36.7408,37.852,36.1404,36.1762,1215900.0
2020-07-05,36.7408,37.852,36.1404,36.1762,1215900.0
2020-07-06,37.0992,37.2247,35.4862,35.8984,1098867.0
2020-07-07,35.4414,36.5705,35.0023,36.463,1515597.0
2020-07-08,36.5347,37.5831,35.6834,37.4218,1278767.0
2020-07-09,37.7176,38.085,36.4003,36.7049,726693.0
2020-07-10,36.454,36.6781,35.2532,36.2031,1231560.0
2020-07-11,36.454,36.6781,35.2532,36.2031,1231560.0
2020-07-12,36.454,36.6781,35.2532,36.2031,1231560.0
2020-07-13,36.9379,36.9917,33.4252,33.47,2230798.0
2020-07-14,33.4968,34.0614,32.892,34.0166,1080834.0
2020-07-15,34.4557,34.7873,33.2907,33.3087,1307793.0
2020-07-16,33.0309,33.5417,31.6598,32.6007,1819110.0
2020-07-17,32.6187,32.9323,31.4806,32.3767,1636869.0
2020-07-18,32.6187,32.9323,31.4806,32.3767,1636869.0
2020-07-19,32.6187,32.9323,31.4806,32.3767,1636869.0
2020-07-20,32.7979,35.0471,32.1527,34.8321,1884426.0
2020-07-21,35.1278,37.6907,35.1278,36.9021,2151385.0
2020-07-22,36.5257,38.2999,36.1494,38.0043,1541718.0
2020-07-23,37.7265,38.533,36.7497,37.395,1243492.0
2020-07-24,37.4308,38.5599,37.4218,38.0491,800913.0
2020-07-25,37.4308,38.5599,37.4218,38.0491,800913.0
2020-07-26,37.4308,38.5599,37.4218,38.0491,800913.0
2020-07-27,38.2731,38.4882,36.566,37.2337,1358371.0
2020-07-28,37.0813,37.4935,36.3107,36.3734,787592.0
2020-07-29,36.3823,37.386,36.0553,36.3107,960327.0
2020-07-30,35.997,36.4092,35.1457,35.6296,788197.0
2020-07-31,35.5579,35.5655,34.5811,35.2532,879243.0
2020-08-01,35.5579,35.5655,34.5811,35.2532,879243.0
2020-08-02,35.5579,35.5655,34.5811,35.2532,879243.0
2020-08-03,35.6206,36.7632,34.7693,36.7139,1282289.0
2020-08-04,36.239,38.533,36.0777,38.3717,1264032.0
2020-08-05,38.6943,40.5134,38.6226,40.4866,1202037.0
2020-08-06,40.388,40.4507,39.2051,40.1371,972966.0
2020-08-07,40.146,42.2788,40.146,40.7285,1173904.0
2020-08-08,40.146,42.2788,40.146,40.7285,1173904.0
2020-08-09,40.146,42.2788,40.146,40.7285,1173904.0
2020-08-10,40.7733,43.9993,40.7688,43.2645,1324399.0
2020-08-11,43.3721,44.3219,42.1802,42.4759,1117176.0
2020-08-12,43.148,45.3614,42.579,44.9851,1521245.0
2020-08-13,44.7969,45.6392,43.4437,44.8506,950455.0
2020-08-14,45.0836,45.5496,44.3667,44.8506,819734.0
2020-08-15,45.0836,45.5496,44.3667,44.8506,819734.0
2020-08-16,45.0836,45.5496,44.3667,44.8506,819734.0
2020-08-17,45.4958,47.9422,44.1248,45.0119,2046522.0
2020-08-18,44.9851,45.2987,42.5118,43.1211,1241806.0
2020-08-19,43.3093,44.3399,42.9419,43.8022,865982.0
2020-08-20,43.5154,44.3399,42.9957,44.0173,687276.0
2020-08-21,43.9635,46.1769,43.874,46.1321,1088051.0
2020-08-22,43.9635,46.1769,43.874,46.1321,1088051.0
2020-08-23,43.9635,46.1769,43.874,46.1321,1088051.0
2020-08-24,46.6787,48.1752,46.0124,48.0767,1463908.0
2020-08-25,48.462,48.7577,47.2074,48.6771,1122793.0
2020-08-26,48.471,49.9227,48.1125,49.9227,1433067.0
2020-08-27,50.5948,51.2937,48.3903,49.9137,2385021.0
2020-08-28,47.548,48.2738,44.2717,44.77,5921601.0
2020-08-29,47.548,48.2738,44.2717,44.77,5921601.0
2020-08-30,47.548,48.2738,44.2717,44.77,5921601.0
2020-08-31,45.2001,46.2755,42.0368,42.2519,3054609.0
2020-09-01,42.3326,44.0889,41.9383,43.1659,1573738.0
2020-09-02,43.39,43.4885,42.0279,43.39,1095133.0
2020-09-03,43.2376,43.7125,40.4507,40.5224,1411553.0
2020-09-04,40.5045,41.0153,38.1835,39.8234,1883661.0
2020-09-05,40.5045,41.0153,38.1835,39.8234,1883661.0
2020-09-06,40.5045,41.0153,38.1835,39.8234,1883661.0
2020-09-07,40.5045,41.0153,38.1835,39.8234,1883661.0
2020-09-08,38.7302,40.155,38.2866,38.8287,1842305.0
2020-09-09,39.456,42.4132,39.4381,41.777,1925401.0
2020-09-10,41.9754,43.0036,40.9734,42.264,1570079.0
2020-09-11,42.7059,44.2843,42.6699,42.6879,1401832.0
2020-09-12,42.7059,44.2843,42.6699,42.6879,1401832.0
2020-09-13,42.7059,44.2843,42.6699,42.6879,1401832.0
2020-09-14,42.7781,43.0397,41.9754,42.6789,1539581.0
2020-09-15,43.4094,44.8976,43.0216,43.0577,1287857.0
2020-09-16,43.3373,43.8063,42.1468,42.1558,1016413.0
2020-09-17,41.5785,41.6101,40.1896,40.839,1181023.0
2020-09-18,41.1546,41.2989,39.6124,40.379,2310640.0
2020-09-19,41.1546,41.2989,39.6124,40.379,2310640.0
2020-09-20,41.1546,41.2989,39.6124,40.379,2310640.0
2020-09-21,39.6755,41.5966,38.8998,41.5064,1183692.0
2020-09-22,41.344,43.3643,40.8119,41.1997,1213044.0
2020-09-23,41.5876,41.9393,39.901,39.937,992537.0
2020-09-24,39.901,42.8926,39.45,41.1907,1235373.0
2020-09-25,40.9382,42.1648,40.5053,41.9664,795033.0
2020-09-26,40.9382,42.1648,40.5053,41.9664,795033.0
2020-09-27,40.9382,42.1648,40.5053,41.9664,795033.0
2020-09-28,42.4895,44.2572,42.4895,43.0757,1050157.0
2020-09-29,46.034,46.8097,42.1738,42.4534,6707881.0
2020-09-30,42.6608,42.8953,39.919,40.2257,3154315.0
2020-10-01,40.4962,41.4433,39.7837,40.5774,2635884.0
2020-10-02,39.459,41.786,38.8006,41.0915,2412815.0
2020-10-03,39.459,41.786,38.8006,41.0915,2412815.0
2020-10-04,39.459,41.786,38.8006,41.0915,2412815.0
2020-10-05,41.4342,42.3722,41.0013,42.2279,1198758.0
2020-10-06,42.3362,44.591,41.6687,41.8762,1874589.0
2020-10-07,42.6428,44.4827,42.6428,44.4647,1505464.0
2020-10-08,44.9247,45.9799,44.7713,45.8085,1286456.0
2020-10-09,46.8999,47.6575,45.4568,45.4748,1798147.0
2020-10-10,46.8999,47.6575,45.4568,45.4748,1798147.0
2020-10-11,46.8999,47.6575,45.4568,45.4748,1798147.0
2020-10-12,46.034,46.989,45.1051,45.6823,1439539.0
2020-10-13,45.574,47.6379,45.3666,46.6203,1065164.0
2020-10-14,46.6113,47.919,46.3587,46.3858,738947.0
2020-10-15,45.4117,48.1355,45.0239,47.9732,1148704.0
2020-10-16,48.4331,49.3351,47.8739,48.388,842016.0
2020-10-17,48.4331,49.3351,47.8739,48.388,842016.0
2020-10-18,48.4331,49.3351,47.8739,48.388,842016.0
2020-10-19,48.3429,49.1457,47.3418,47.5673,880082.0
2020-10-20,47.883,49.1185,47.3689,47.9371,958437.0
2020-10-21,48.2167,48.4061,46.6383,47.0081,981890.0
2020-10-22,47.0442,47.193,44.5819,46.0881,1026055.0
2020-10-23,45.9078,46.0611,44.2031,44.9156,695947.0
2020-10-24,45.9078,46.0611,44.2031,44.9156,695947.0
2020-10-25,45.9078,46.0611,44.2031,44.9156,695947.0
2020-10-26,44.4376,45.9799,44.4196,45.3305,999257.0
2020-10-27,45.7093,48.3069,45.7093,47.6845,1111839.0
2020-10-28,46.467,48.1774,46.1874,47.2967,1046008.0
2020-10-29,47.3057,47.6575,45.3215,45.3305,833172.0
2020-10-30,45.096,45.1411,42.3542,42.9314,1061112.0
2020-10-31,45.096,45.1411,42.3542,42.9314,1061112.0
2020-11-01,45.096,45.1411,42.3542,42.9314,1061112.0
2020-11-02,43.2922,43.9686,41.5785,42.6158,970648.0
2020-11-03,42.9585,44.4737,42.3903,43.7251,676180.0
2020-11-04,43.8333,44.6361,42.1107,43.8333,841817.0
2020-11-05,44.627,45.6101,44.2973,45.1231,680985.0
2020-11-06,45.2403,46.3677,44.8405,46.0881,941295.0
2020-11-07,45.2403,46.3677,44.8405,46.0881,941295.0
2020-11-08,45.2403,46.3677,44.8405,46.0881,941295.0
2020-11-09,46.5932,48.4331,40.4421,40.5504,2192217.0
2020-11-10,41.317,42.3813,40.5864,42.0115,911199.0
2020-11-11,42.8412,44.7353,41.8942,43.8604,1104947.0
2020-11-12,43.7161,43.9777,41.7319,43.0397,913874.0
2020-11-13,43.3553,43.8875,41.556,42.8052,971741.0
2020-11-14,43.3553,43.8875,41.556,42.8052,971741.0
2020-11-15,43.3553,43.8875,41.556,42.8052,971741.0
2020-11-16,42.8773,44.5188,42.3542,43.9326,999008.0
2020-11-17,43.6439,44.2392,43.0036,44.0137,515826.0
2020-11-18,44.4016,45.2313,43.7161,43.7882,905267.0
2020-11-19,43.7432,45.1321,43.6124,44.8615,634685.0
2020-11-20,45.0058,45.6101,44.2708,44.627,858328.0
2020-11-21,45.0058,45.6101,44.2708,44.627,858328.0
2020-11-22,45.0058,45.6101,44.2708,44.627,858328.0
2020-11-23,44.9247,47.0893,44.7262,46.0972,893311.0
2020-11-24,46.8909,47.0803,45.2764,46.6113,1015669.0
2020-11-25,46.7195,47.0442,45.998,46.945,594794.0
2020-11-26,46.7195,47.0442,45.998,46.945,594794.0
2020-11-27,46.8728,48.0363,46.6744,47.2065,551026.0
2020-11-28,46.8728,48.0363,46.6744,47.2065,551026.0
2020-11-29,46.8728,48.0363,46.6744,47.2065,551026.0
2020-11-30,47.3238,47.3689,45.6913,46.6022,1423687.0
2020-12-01,46.8999,49.8672,46.3497,49.6778,1803759.0
2020-12-02,49.3802,49.6417,47.0622,47.3057,1340771.0
2020-12-03,47.3689,48.0453,45.5921,47.6665,1745802.0
2020-12-04,43.4004,44.3941,42.3091,42.3722,5544127.0
2020-12-05,43.4004,44.3941,42.3091,42.3722,5544127.0
2020-12-06,43.4004,44.3941,42.3091,42.3722,5544127.0
2020-12-07,42.6969,43.0938,40.6631,40.7307,3270986.0
2020-12-08,40.6676,42.2099,40.5154,41.344,1789733.0
2020-12-09,41.5515,42.2099,41.1456,42.0295,1379175.0
2020-12-10,41.7589,42.1377,40.9382,41.9483,1255454.0
2020-12-11,41.3531,42.0295,40.5323,40.6405,1831122.0
2020-12-12,41.3531,42.0295,40.5323,40.6405,1831122.0
2020-12-13,41.3531,42.0295,40.5323,40.6405,1831122.0
2020-12-14,41.0464,41.0915,40.1806,40.2076,1519712.0
2020-12-15,40.4982,41.4879,39.8989,41.4244,1580651.0
2020-12-16,41.3608,43.1315,41.3608,42.1508,1755602.0
2020-12-17,42.3142,42.8772,41.833,42.7138,984393.0
2020-12-18,42.7864,43.4674,40.1669,40.5254,3704238.0
2020-12-19,42.7864,43.4674,40.1669,40.5254,3704238.0
2020-12-20,42.7864,43.4674,40.1669,40.5254,3704238.0
2020-12-21,40.2984,40.9159,40.0169,40.6071,1209956.0
2020-12-22,40.7343,41.0702,39.7717,40.0986,1343210.0
2020-12-23,40.1894,41.2972,39.8171,40.6798,1145321.0
2020-12-24,40.8251,41.5515,40.0351,40.0442,841424.0
2020-12-25,40.8251,41.5515,40.0351,40.0442,841424.0
2020-12-26,40.8251,41.5515,40.0351,40.0442,841424.0
2020-12-27,40.8251,41.5515,40.0351,40.0442,841424.0
2020-12-28,40.5073,40.9613,39.6265,40.5799,1508149.0
2020-12-29,40.6071,40.8977,39.4166,40.48,1096843.0
2020-12-30,40.6162,40.8614,39.7263,39.7445,751869.0
2020-12-31,39.6991,39.7899,38.7366,38.9818,1723002.0
2021-01-01,39.6991,39.7899,38.7366,38.9818,1723002.0
2021-01-02,39.6991,39.7899,38.7366,38.9818,1723002.0
2021-01-03,39.6991,39.7899,38.7366,38.9818,1723002.0
2021-01-04,39.1815,39.5629,38.1827,38.4097,2042820.0
2021-01-05,38.4279,40.0623,38.2184,39.3087,1309217.0
2021-01-06,39.3631,41.7694,39.3631,41.3517,1803278.0
2021-01-07,40.2984,41.4334,39.7173,41.1156,1473153.0
2021-01-08,41.5969,42.0509,40.3075,40.3892,1428394.0
2021-01-09,41.5969,42.0509,40.3075,40.3892,1428394.0
2021-01-10,41.5969,42.0509,40.3075,40.3892,1428394.0
2021-01-11,40.0896,42.6774,39.9988,42.0055,1483244.0
2021-01-12,42.4958,44.775,42.2325,44.321,1892755.0
2021-01-13,40.6344,44.2847,40.3075,43.758,4736644.0
2021-01-14,43.4493,47.7806,43.2404,47.381,2407931.0
2021-01-15,46.9543,48.7613,46.5911,47.2993,1729560.0
2021-01-16,46.9543,48.7613,46.5911,47.2993,1729560.0
2021-01-17,46.9543,48.7613,46.5911,47.2993,1729560.0
2021-01-18,46.9543,48.7613,46.5911,47.2993,1729560.0
2021-01-19,47.8078,49.5694,46.6455,47.3447,2104791.0
2021-01-20,47.49,47.5445,44.9929,45.0565,1387357.0
2021-01-21,45.3198,45.456,43.7762,44.2574,1123905.0
2021-01-22,43.9033,46.3641,43.5492,46.1461,1060016.0
2021-01-23,43.9033,46.3641,43.5492,46.1461,1060016.0
2021-01-24,43.9033,46.3641,43.5492,46.1461,1060016.0
2021-01-25,46.0735,48.4888,45.4833,46.5184,1381037.0
2021-01-26,47.1086,49.3969,46.1552,49.2788,1260170.0
2021-01-27,49.1063,59.1219,48.4616,59.0674,4357339.0
2021-01-28,55.4898,60.8381,53.1337,54.5908,3524022.0
2021-01-29,56.2979,56.9063,53.8553,54.1913,1186870.0
2021-01-30,56.2979,56.9063,53.8553,54.1913,1186870.0
2021-01-31,56.2979,56.9063,53.8553,54.1913,1186870.0
2021-02-01,54.8087,55.0176,50.2595,50.5319,1588357.0
2021-02-02,49.9417,50.8134,46.5911,46.7727,2483392.0
2021-02-03,47.3901,49.3061,47.0542,47.7352,1266265.0
2021-02-04,48.053,50.7952,47.7806,49.8055,971720.0
2021-02-05,50.087,51.1494,49.3424,50.5047,891720.0
2021-02-06,50.087,51.1494,49.3424,50.5047,891720.0
2021-02-07,50.087,51.1494,49.3424,50.5047,891720.0
2021-02-08,51.1131,55.1538,50.9225,54.5,1036185.0
2021-02-09,54.6725,55.9529,53.8825,54.727,785303.0
2021-02-10,54.9359,57.4057,54.6444,55.8257,886693.0
2021-02-11,56.2253,58.1548,55.7229,57.9324,777161.0
2021-02-12,57.9868,60.0118,57.5819,59.358,719362.0
2021-02-13,57.9868,60.0118,57.5819,59.358,719362.0
2021-02-14,57.9868,60.0118,57.5819,59.358,719362.0
2021-02-15,57.9868,60.0118,57.5819,59.358,719362.0
2021-02-16,59.7847,61.8534,59.3671,60.0299,853231.0
2021-02-17,59.7303,59.9754,57.1605,58.1503,1048194.0
2021-02-18,57.5782,57.7954,55.8439,56.4704,776252.0
2021-02-19,56.8518,58.3319,56.534,58.1957,731592.0
2021-02-20,56.8518,58.3319,56.534,58.1957,731592.0
2021-02-21,56.8518,58.3319,56.534,58.1957,731592.0
2021-02-22,58.1049,59.3852,55.2537,57.5237,1049708.0
2021-02-23,56.3796,59.8574,54.2821,58.9766,859598.0
2021-02-24,59.6031,60.5566,57.2604,58.4136,735837.0
2021-02-25,58.5589,59.7393,55.9075,56.8336,1134457.0
2021-02-26,56.643,58.8676,56.5249,57.6963,792484.0
2021-02-27,56.643,58.8676,56.5249,57.6963,792484.0
2021-02-28,56.643,58.8676,56.5249,57.6963,792484.0
2021-03-01,58.0413,59.5487,56.6702,56.7519,979849.0
2021-03-02,57.2059,57.2695,55.5442,55.7077,809138.0
2021-03-03,55.7077,58.0322,55.2538,56.4886,755431.0
2021-03-04,56.1254,57.3512,53.3831,55.1084,1097211.0
2021-03-05,52.693,57.3603,51.0313,56.3433,1953159.0
2021-03-06,52.693,57.3603,51.0313,56.3433,1953159.0
2021-03-07,52.693,57.3603,51.0313,56.3433,1953159.0
2021-03-08,57.5419,62.7177,56.9381,60.1934,1629322.0
2021-03-09,61.283,62.4904,59.1582,59.3761,896321.0
2021-03-10,59.6758,61.1014,58.3682,58.6043,755744.0
2021-03-11,59.3671,60.7836,57.7598,60.4204,733195.0
2021-03-12,60.3114,63.0653,59.8483,62.3545,1045598.0
2021-03-13,60.3114,63.0653,59.8483,62.3545,1045598.0
2021-03-14,60.3114,63.0653,59.8483,62.3545,1045598.0
2021-03-15,63.2625,64.7426,62.2183,63.7801,1009457.0
2021-03-16,63.2716,64.1251,59.6576,60.6292,1053014.0
2021-03-17,60.3931,61.7461,59.3852,61.3829,888271.0
2021-03-18,60.1972,63.809,59.7594,61.7477,1015202.0
2021-03-19,62.0761,65.1407,61.8389,64.4292,1910532.0
2021-03-20,62.0761,65.1407,61.8389,64.4292,1910532.0
2021-03-21,62.0761,65.1407,61.8389,64.4292,1910532.0
2021-03-22,64.7576,65.9159,63.7543,64.566,761163.0
2021-03-23,63.9732,65.6181,61.3373,61.6565,727911.0
2021-03-24,61.921,62.3748,58.0173,58.0173,678808.0
2021-03-25,57.7346,62.8787,56.8863,62.149,788408.0
2021-03-26,62.2494,64.2559,61.5654,63.8729,746770.0
2021-03-27,62.2494,64.2559,61.5654,63.8729,746770.0
2021-03-28,62.2494,64.2559,61.5654,63.8729,746770.0
2021-03-29,63.6266,64.9947,60.8448,61.5197,612914.0
2021-03-30,61.5015,63.0383,61.1823,62.6142,423198.0
2021-03-31,62.1764,63.3074,61.2187,62.295,799351.0
2021-04-01,62.9425,63.2891,62.1855,62.8057,577567.0
2021-04-02,62.9425,63.2891,62.1855,62.8057,577567.0
2021-04-03,62.9425,63.2891,62.1855,62.8057,577567.0
2021-04-04,62.9425,63.2891,62.1855,62.8057,577567.0
2021-04-05,63.2709,65.013,62.9061,64.2742,663837.0
2021-04-06,63.0064,65.2501,62.7054,62.7419,633115.0
2021-04-07,62.9061,63.3986,59.8141,59.9874,752618.0
2021-04-08,59.4858,61.205,58.6193,61.1731,575017.0
2021-04-09,61.1093,62.0669,60.1789,61.4285,716572.0
2021-04-10,61.1093,62.0669,60.1789,61.4285,716572.0
2021-04-11,61.1093,62.0669,60.1789,61.4285,716572.0
2021-04-12,61.7933,64.0553,61.164,61.9028,883685.0
2021-04-13,62.0852,62.4774,60.5164,61.3646,550548.0
2021-04-14,62.1399,63.4624,61.7021,62.0761,614634.0
2021-04-15,62.6872,62.9152,61.0181,61.465,524734.0
2021-04-16,62.0213,63.2618,61.8754,62.4774,409302.0
2021-04-17,62.0213,63.2618,61.8754,62.4774,409302.0
2021-04-18,62.0213,63.2618,61.8754,62.4774,409302.0
2021-04-19,62.4774,62.8869,59.5952,59.878,834924.0
2021-04-20,59.9965,59.9965,56.786,57.7711,821754.0
2021-04-21,57.7346,60.0604,57.1052,59.6226,675215.0
2021-04-22,60.0148,60.7444,59.3854,59.7868,525408.0
2021-04-23,60.2337,60.9816,59.1483,60.1789,497375.0
2021-04-24,60.2337,60.9816,59.1483,60.1789,497375.0
2021-04-25,60.2337,60.9816,59.1483,60.1789,497375.0
2021-04-26,60.7262,62.2311,59.9327,62.0122,656181.0
2021-04-27,62.6233,64.28,62.3863,63.353,750008.0
2021-04-28,63.4715,63.9549,62.5047,62.9699,489207.0
2021-04-29,63.8911,64.5934,63.1067,64.2742,505911.0
2021-04-30,63.9276,64.2787,61.8116,62.8787,660086.0
2021-05-01,63.9276,64.2787,61.8116,62.8787,660086.0
2021-05-02,63.9276,64.2787,61.8116,62.8787,660086.0
2021-05-03,63.1979,64.7576,62.6507,64.4475,671016.0
2021-05-04,64.3015,64.3015,61.164,62.751,609003.0
2021-05-05,62.8331,63.1797,61.7477,62.7784,504642.0
2021-05-06,63.1158,64.5296,62.596,63.6996,625829.0
2021-05-07,63.9185,63.9185,62.295,63.0794,625698.0
2021-05-08,63.9185,63.9185,62.295,63.0794,625698.0
2021-05-09,63.9185,63.9185,62.295,63.0794,625698.0
2021-05-10,63.3165,64.411,61.8937,62.295,665657.0
2021-05-11,61.1093,61.579,59.1027,60.9451,552385.0
2021-05-12,60.5255,60.863,57.9535,58.0082,671517.0
2021-05-13,58.145,59.8369,57.8851,59.6043,485423.0
