,PFE US Equity,PFE US Equity,PFE US Equity,PFE US Equity,PFE US Equity
2020-03-02,26.998,27.826,26.6278,27.7703,39880883.0
2020-03-03,28.0091,28.4868,26.9582,27.3085,43808820.0
2020-03-04,27.9455,29.0282,27.826,28.9805,36728840.0
2020-03-05,28.3833,28.8053,27.9892,28.2321,33298157.0
2020-03-06,27.627,28.0012,27.1652,27.8818,38834135.0
2020-03-07,27.627,28.0012,27.1652,27.8818,38834135.0
2020-03-08,27.627,28.0012,27.1652,27.8818,38834135.0
2020-03-09,26.6397,27.619,26.4009,26.8786,40971383.0
2020-03-10,27.5235,27.5951,26.2815,27.5394,38470901.0
2020-03-11,26.8786,26.9741,25.2066,25.6127,62040667.0
2020-03-12,24.2672,25.4773,23.885,23.9009,59517498.0
2020-03-13,24.8961,26.178,24.0681,26.0426,57450721.0
2020-03-14,24.8961,26.178,24.0681,26.0426,57450721.0
2020-03-15,24.8961,26.178,24.0681,26.0426,57450721.0
2020-03-16,23.8372,25.7042,23.6063,24.0283,48382415.0
2020-03-17,25.1907,25.9948,24.3547,25.6047,51442678.0
2020-03-18,24.4981,25.963,24.1318,25.764,41636580.0
2020-03-19,25.6525,25.6764,23.893,24.2194,56756052.0
2020-03-20,24.1079,24.4184,23.0172,23.0968,49799762.0
2020-03-21,24.1079,24.4184,23.0172,23.0968,49799762.0
2020-03-22,24.1079,24.4184,23.0172,23.0968,49799762.0
2020-03-23,22.8978,23.5506,22.1971,22.6828,50145209.0
2020-03-24,23.4949,23.9248,23.0092,23.6462,42188606.0
2020-03-25,23.4869,24.4582,23.0888,23.686,42316195.0
2020-03-26,23.7974,25.4694,23.7895,25.2783,41062990.0
2020-03-27,24.5219,25.2703,24.4105,24.6016,36328620.0
2020-03-28,24.5219,25.2703,24.4105,24.6016,36328620.0
2020-03-29,24.5219,25.2703,24.4105,24.6016,36328620.0
2020-03-30,24.721,26.1501,24.721,26.0108,28409427.0
2020-03-31,25.7958,26.2735,25.6644,25.9869,27959542.0
2020-04-01,25.4136,25.7003,25.1031,25.2783,25341170.0
2020-04-02,25.3977,26.2735,25.2783,26.17,25794016.0
2020-04-03,25.9789,26.9821,25.9789,26.7831,31154953.0
2020-04-04,25.9789,26.9821,25.9789,26.7831,31154953.0
2020-04-05,25.9789,26.9821,25.9789,26.7831,31154953.0
2020-04-06,27.006,27.7862,26.8945,27.5235,38428056.0
2020-04-07,27.8658,28.0012,26.7432,26.7592,22985142.0
2020-04-08,27.0617,27.7066,26.6238,27.5474,24216276.0
2020-04-09,27.8897,28.4767,27.7464,28.1763,29141342.0
2020-04-10,27.8897,28.4767,27.7464,28.1763,29141342.0
2020-04-11,27.8897,28.4767,27.7464,28.1763,29141342.0
2020-04-12,27.8897,28.4767,27.7464,28.1763,29141342.0
2020-04-13,28.6302,28.6461,27.6429,27.9773,17334099.0
2020-04-14,28.6063,29.1636,28.1326,29.0123,20726118.0
2020-04-15,28.7098,28.8451,28.3276,28.6381,20220325.0
2020-04-16,28.7575,28.869,28.3236,28.5665,19599069.0
2020-04-17,29.0601,29.4582,28.7496,29.3865,23154488.0
2020-04-18,29.0601,29.4582,28.7496,29.3865,23154488.0
2020-04-19,29.0601,29.4582,28.7496,29.3865,23154488.0
2020-04-20,28.9645,29.3865,28.7257,28.7257,21376250.0
2020-04-21,28.4868,28.6063,28.1604,28.3595,22746948.0
2020-04-22,29.4263,29.4582,28.7575,28.861,19151903.0
2020-04-23,28.8849,29.7766,28.8849,29.2114,19151219.0
2020-04-24,29.3308,29.7997,29.287,29.7607,16470036.0
2020-04-25,29.3308,29.7997,29.287,29.7607,16470036.0
2020-04-26,29.3308,29.7997,29.287,29.7607,16470036.0
2020-04-27,29.9279,30.6843,29.912,30.5171,22195482.0
2020-04-28,31.0903,31.2257,29.7567,30.1827,33839412.0
2020-04-29,30.6206,30.6922,30.0234,30.3499,25159860.0
2020-04-30,30.2543,30.6604,29.7448,30.541,27942069.0
2020-05-01,30.1349,30.2063,29.7647,29.9677,21517923.0
2020-05-02,30.1349,30.2063,29.7647,29.9677,21517923.0
2020-05-03,30.1349,30.2063,29.7647,29.9677,21517923.0
2020-05-04,29.9359,30.1906,29.7846,29.9518,18874290.0
2020-05-05,30.8992,30.939,30.4693,30.6604,22887973.0
2020-05-06,31.0266,31.0585,30.6604,30.6604,22815411.0
2020-05-07,30.8855,30.9498,29.6633,29.7196,31827424.0
2020-05-08,29.9528,30.0573,29.7839,29.9286,18881725.0
2020-05-09,29.9528,30.0573,29.7839,29.9286,18881725.0
2020-05-10,29.9528,30.0573,29.7839,29.9286,18881725.0
2020-05-11,29.9528,30.7247,29.8804,30.6362,24307817.0
2020-05-12,30.6523,30.7488,30.0251,30.0412,18344693.0
2020-05-13,30.001,30.0935,29.418,29.7919,23336671.0
2020-05-14,29.5909,30.5237,29.5748,30.4915,21216779.0
2020-05-15,30.5237,30.6925,30.0613,30.3628,24155585.0
2020-05-16,30.5237,30.6925,30.0613,30.3628,24155585.0
2020-05-17,30.5237,30.6925,30.0613,30.3628,24155585.0
2020-05-18,30.8292,30.9257,30.2583,30.6121,21479177.0
2020-05-19,30.4352,30.5719,30.001,30.2985,18478352.0
2020-05-20,30.5156,30.7167,30.19,30.2583,16607435.0
2020-05-21,30.2101,30.2744,29.7919,29.9608,16747793.0
2020-05-22,29.8402,30.1779,29.7196,30.1538,14972724.0
2020-05-23,29.8402,30.1779,29.7196,30.1538,14972724.0
2020-05-24,29.8402,30.1779,29.7196,30.1538,14972724.0
2020-05-25,29.8402,30.1779,29.7196,30.1538,14972724.0
2020-05-26,30.2744,30.4513,30.1136,30.1457,22068379.0
2020-05-27,30.0814,30.1859,29.7276,30.0814,24576965.0
2020-05-28,30.4272,30.9096,30.3307,30.7006,21371034.0
2020-05-29,30.7729,30.9016,30.2181,30.7086,46146287.0
2020-05-30,30.7729,30.9016,30.2181,30.7086,46146287.0
2020-05-31,30.7729,30.9016,30.2181,30.7086,46146287.0
2020-06-01,28.5456,28.7305,28.0712,28.5134,73005888.0
2020-06-02,28.5697,29.0763,28.3446,29.0763,40503656.0
2020-06-03,29.1808,29.2773,28.5777,29.0763,36766624.0
2020-06-04,28.7144,29.1808,28.7064,28.9557,25629391.0
2020-06-05,29.1406,29.3416,28.8511,28.9396,34825149.0
2020-06-06,29.1406,29.3416,28.8511,28.9396,34825149.0
2020-06-07,29.1406,29.3416,28.8511,28.9396,34825149.0
2020-06-08,28.7868,29.4301,28.6903,29.4221,28647209.0
2020-06-09,29.3497,29.4783,29.0843,29.1165,20564604.0
2020-06-10,29.2371,29.3095,28.8592,28.8833,28042861.0
2020-06-11,28.626,28.6903,26.7605,26.7766,59930390.0
2020-06-12,27.4038,27.4239,26.5715,27.1384,35960616.0
2020-06-13,27.4038,27.4239,26.5715,27.1384,35960616.0
2020-06-14,27.4038,27.4239,26.5715,27.1384,35960616.0
2020-06-15,26.7766,27.1127,26.3423,26.8248,34390398.0
2020-06-16,27.0097,27.3073,26.3102,26.857,52767542.0
2020-06-17,27.0097,27.1505,26.7886,26.9856,26100377.0
2020-06-18,26.7524,26.9133,26.5192,26.7283,30625130.0
2020-06-19,27.0902,27.1304,26.6278,26.8731,41677037.0
2020-06-20,27.0902,27.1304,26.6278,26.8731,41677037.0
2020-06-21,27.0902,27.1304,26.6278,26.8731,41677037.0
2020-06-22,26.8007,26.8248,26.463,26.6238,22137128.0
2020-06-23,26.6961,26.7364,26.3263,26.3504,35759420.0
2020-06-24,26.3021,26.3182,25.7312,25.884,29238789.0
2020-06-25,25.8197,26.0368,25.5945,25.9885,26013893.0
2020-06-26,25.9323,25.9564,25.4176,25.7634,39994343.0
2020-06-27,25.9323,25.9564,25.4176,25.7634,39994343.0
2020-06-28,25.9323,25.9564,25.4176,25.7634,39994343.0
2020-06-29,26.1011,26.27,25.892,26.2459,22728941.0
2020-06-30,26.1574,26.4388,25.9162,26.2941,24147738.0
2020-07-01,27.7736,27.7736,27.1143,27.1304,69737244.0
2020-07-02,27.838,28.0205,27.3716,27.7495,42951533.0
2020-07-03,27.838,28.0205,27.3716,27.7495,42951533.0
2020-07-04,27.838,28.0205,27.3716,27.7495,42951533.0
2020-07-05,27.838,28.0205,27.3716,27.7495,42951533.0
2020-07-06,28.1033,28.1355,27.645,27.7495,25759949.0
2020-07-07,27.3796,27.6209,27.3032,27.3636,23859570.0
2020-07-08,27.3475,27.6369,26.9937,27.1384,23013834.0
2020-07-09,27.1223,27.2429,26.6165,26.9052,19320445.0
2020-07-10,27.066,27.3716,26.9253,27.2027,23205943.0
2020-07-11,27.066,27.3716,26.9253,27.2027,23205943.0
2020-07-12,27.066,27.3716,26.9253,27.2027,23205943.0
2020-07-13,27.9264,28.7225,27.7576,28.3124,53670893.0
2020-07-14,28.441,28.4813,28.047,28.3285,31170910.0
2020-07-15,28.9396,28.9476,28.5215,28.7225,24947343.0
2020-07-16,28.626,28.6582,28.3486,28.626,17478027.0
2020-07-17,28.8351,29.213,28.7265,29.1487,22169382.0
2020-07-18,28.8351,29.213,28.7265,29.1487,22169382.0
2020-07-19,28.8351,29.213,28.7265,29.1487,22169382.0
2020-07-20,30.1457,30.2503,29.2049,29.3497,34929465.0
2020-07-21,29.7035,29.8154,29.3658,29.5025,22435437.0
2020-07-22,30.7408,31.1428,30.1699,31.0061,86058379.0
2020-07-23,31.5449,31.6977,30.7006,30.8855,56584040.0
2020-07-24,30.58,30.6764,30.0131,30.2824,32135188.0
2020-07-25,30.58,30.6764,30.0131,30.2824,32135188.0
2020-07-26,30.58,30.6764,30.0131,30.2824,32135188.0
2020-07-27,30.0412,30.3548,29.9367,30.1859,26224224.0
2020-07-28,30.99,31.6293,30.6041,31.376,53504653.0
2020-07-29,31.6012,31.7218,30.9177,31.569,35136308.0
2020-07-30,31.0818,31.6177,31.0176,31.4553,30620341.0
2020-07-31,31.3985,31.4634,30.7408,31.2442,27042691.0
2020-08-01,31.3985,31.4634,30.7408,31.2442,27042691.0
2020-08-02,31.3985,31.4634,30.7408,31.2442,27042691.0
2020-08-03,31.3498,31.3904,31.029,31.1387,29446336.0
2020-08-04,31.1062,31.4066,30.9275,31.1711,27939806.0
2020-08-05,31.2361,31.2848,30.96,31.2199,23344231.0
2020-08-06,31.4797,31.7476,30.9771,31.0737,19850154.0
2020-08-07,31.0981,31.3538,30.9844,31.2199,21913899.0
2020-08-08,31.0981,31.3538,30.9844,31.2199,21913899.0
2020-08-09,31.0981,31.3538,30.9844,31.2199,21913899.0
2020-08-10,31.3011,31.3904,31.0656,31.1711,18941735.0
2020-08-11,31.3092,31.3254,30.5906,30.684,20234243.0
2020-08-12,30.7164,31.3011,30.7002,31.1224,18942911.0
2020-08-13,30.9113,31.0006,30.757,30.9925,14554052.0
2020-08-14,30.8626,31.1711,30.7976,30.9032,12240278.0
2020-08-15,30.8626,31.1711,30.7976,30.9032,12240278.0
2020-08-16,30.8626,31.1711,30.7976,30.9032,12240278.0
2020-08-17,30.887,31.1874,30.8098,31.1387,16597946.0
2020-08-18,31.2199,31.228,30.9925,31.1468,10290720.0
2020-08-19,31.2442,31.3467,30.9519,31.0656,14886179.0
2020-08-20,31.0006,31.4959,30.9601,31.4391,20832543.0
2020-08-21,31.5934,31.6664,31.3173,31.569,24162380.0
2020-08-22,31.5934,31.6664,31.3173,31.569,24162380.0
2020-08-23,31.5934,31.6664,31.3173,31.569,24162380.0
2020-08-24,31.6827,31.6989,31.2929,31.5365,23730486.0
2020-08-25,31.2686,31.3092,30.8139,31.1874,24877806.0
2020-08-26,31.0087,31.0737,30.5784,30.8951,22849789.0
2020-08-27,30.822,30.8545,30.5946,30.7408,21021429.0
2020-08-28,30.7489,30.9032,30.3673,30.7814,31148500.0
2020-08-29,30.7489,30.9032,30.3673,30.7814,31148500.0
2020-08-30,30.7489,30.9032,30.3673,30.7814,31148500.0
2020-08-31,30.7246,30.8707,30.4485,30.684,28493795.0
2020-09-01,30.684,30.7083,29.6447,29.9451,34308752.0
2020-09-02,29.8557,30.2861,29.5553,30.2049,27579439.0
2020-09-03,30.3429,30.4404,29.3117,29.5553,34114583.0
2020-09-04,29.6284,29.7421,29.125,29.5229,25495483.0
2020-09-05,29.6284,29.7421,29.125,29.5229,25495483.0
2020-09-06,29.6284,29.7421,29.125,29.5229,25495483.0
2020-09-07,29.6284,29.7421,29.125,29.5229,25495483.0
2020-09-08,29.6609,29.7258,28.9707,29.1737,25366951.0
2020-09-09,29.466,29.7583,29.3442,29.3767,26082113.0
2020-09-10,29.3929,29.4904,28.892,28.9464,20541458.0
2020-09-11,29.0194,29.3199,28.784,29.2874,22874071.0
2020-09-12,29.0194,29.3199,28.784,29.2874,22874071.0
2020-09-13,29.0194,29.3199,28.784,29.2874,22874071.0
2020-09-14,29.5229,30.4797,29.4579,30.0506,28050836.0
2020-09-15,30.1968,30.3267,29.8882,30.01,20876431.0
2020-09-16,30.2699,30.2942,29.8152,29.8639,21105953.0
2020-09-17,29.8639,30.0182,29.6771,29.8964,16977605.0
2020-09-18,29.8639,30.0994,29.6934,29.7421,30070827.0
2020-09-19,29.8639,30.0994,29.6934,29.7421,30070827.0
2020-09-20,29.8639,30.0994,29.6934,29.7421,30070827.0
2020-09-21,29.531,29.6203,28.7231,29.2468,25245657.0
2020-09-22,29.0763,29.4985,29.0194,29.4335,21562861.0
2020-09-23,29.5066,29.5374,29.2021,29.2306,21918884.0
2020-09-24,29.19,29.263,28.8571,29.0357,19791158.0
2020-09-25,28.8571,29.3523,28.8408,29.2712,13629626.0
2020-09-26,28.8571,29.3523,28.8408,29.2712,13629626.0
2020-09-27,28.8571,29.3523,28.8408,29.2712,13629626.0
2020-09-28,29.3605,29.6974,29.3605,29.5472,14273515.0
2020-09-29,29.5797,29.669,29.259,29.3686,12837608.0
2020-09-30,29.4498,30.0092,29.4335,29.7989,21469909.0
2020-10-01,29.9694,30.1156,29.3627,29.531,21366561.0
2020-10-02,29.2793,29.7664,29.2549,29.5391,20362165.0
2020-10-03,29.2793,29.7664,29.2549,29.5391,20362165.0
2020-10-04,29.2793,29.7664,29.2549,29.5391,20362165.0
2020-10-05,29.6609,29.9451,29.5066,29.8395,18406105.0
2020-10-06,30.0425,30.0669,29.3036,29.3686,23940632.0
2020-10-07,29.4417,29.7096,29.2549,29.6122,21024705.0
2020-10-08,29.7177,30.1887,29.6447,29.9532,16942533.0
2020-10-09,29.9045,30.1378,29.7096,29.872,22454877.0
2020-10-10,29.9045,30.1378,29.7096,29.872,22454877.0
2020-10-11,29.9045,30.1378,29.7096,29.872,22454877.0
2020-10-12,29.7989,30.1887,29.6081,29.8964,18419235.0
2020-10-13,29.7746,30.144,29.7421,29.9613,20439462.0
2020-10-14,30.0506,30.2861,29.6934,29.9288,20991127.0
2020-10-15,29.7421,29.8314,29.5635,29.6771,15272507.0
2020-10-16,30.0994,30.9519,30.0588,30.8139,40790772.0
2020-10-17,30.0994,30.9519,30.0588,30.8139,40790772.0
2020-10-18,30.0994,30.9519,30.0588,30.8139,40790772.0
2020-10-19,31.1955,31.5429,30.5622,30.6921,30295368.0
2020-10-20,30.7489,30.7652,30.3267,30.4404,21238009.0
2020-10-21,30.3308,30.4079,30.0912,30.1075,18012247.0
2020-10-22,30.1075,30.5053,30.0669,30.3917,18257717.0
2020-10-23,30.7976,31.0859,30.5682,31.0006,28992325.0
2020-10-24,30.7976,31.0859,30.5682,31.0006,28992325.0
2020-10-25,30.7976,31.0859,30.5682,31.0006,28992325.0
2020-10-26,30.7489,30.8707,30.4323,30.7895,32052303.0
2020-10-27,30.075,30.9519,29.937,30.3917,34963528.0
2020-10-28,29.8801,30.1481,28.6784,28.784,32122867.0
2020-10-29,28.8083,28.9382,28.0938,28.6459,26134103.0
2020-10-30,28.6135,28.853,28.2887,28.8083,24334779.0
2020-10-31,28.6135,28.853,28.2887,28.8083,24334779.0
2020-11-01,28.6135,28.853,28.2887,28.8083,24334779.0
2020-11-02,29.1737,29.4335,28.8571,29.4173,20332670.0
2020-11-03,29.5797,29.734,29.2955,29.3848,20528078.0
2020-11-04,30.0912,30.9519,30.01,30.3105,38776606.0
2020-11-05,30.5565,30.5976,29.8511,29.8511,32188804.0
2020-11-06,29.8511,30.1218,29.605,29.8593,22647720.0
2020-11-07,29.8511,30.1218,29.605,29.8593,22647720.0
2020-11-08,29.8511,30.1218,29.605,29.8593,22647720.0
2020-11-09,34.3382,34.4448,31.4835,32.1561,218362348.0
2020-11-10,33.1815,33.2554,31.5491,31.7296,75988336.0
2020-11-11,31.8936,32.9765,31.0897,31.5819,55959195.0
2020-11-12,31.4015,31.4507,30.5483,30.8026,44422022.0
2020-11-13,31.0651,31.7091,30.9298,31.6804,38254927.0
2020-11-14,31.0651,31.7091,30.9298,31.6804,38254927.0
2020-11-15,31.0651,31.7091,30.9298,31.6804,38254927.0
2020-11-16,31.0569,31.1308,30.2284,30.6222,71660458.0
2020-11-17,31.5757,31.5854,30.9969,31.1873,46984500.0
2020-11-18,31.9575,32.3815,31.4123,31.4296,63442680.0
2020-11-19,31.6719,31.6979,31.0315,31.3171,43261829.0
2020-11-20,31.7584,32.2863,31.5334,31.7584,60633847.0
2020-11-21,31.7584,32.2863,31.5334,31.7584,60633847.0
2020-11-22,31.7584,32.2863,31.5334,31.7584,60633847.0
2020-11-23,32.044,32.0959,31.3344,31.6027,43673118.0
2020-11-24,31.2652,31.793,31.17,31.6719,42485263.0
2020-11-25,31.6113,31.6373,31.3604,31.6113,26955795.0
2020-11-26,31.6113,31.6373,31.3604,31.6113,26955795.0
2020-11-27,31.8277,32.243,31.8017,32.2171,25276957.0
2020-11-28,31.8277,32.243,31.8017,32.2171,25276957.0
2020-11-29,31.8277,32.243,31.8017,32.2171,25276957.0
2020-11-30,32.8401,33.5757,32.5372,33.1516,65425877.0
2020-12-01,34.0949,35.0468,33.7574,34.1035,72660817.0
2020-12-02,35.0208,35.8342,34.8737,35.3064,84347479.0
2020-12-03,35.4621,35.5054,34.1987,34.692,68570055.0
2020-12-04,34.5189,35.0035,34.5189,34.9083,35368133.0
2020-12-05,34.5189,35.0035,34.5189,34.9083,35368133.0
2020-12-06,34.5189,35.0035,34.5189,34.9083,35368133.0
2020-12-07,35.1852,35.8256,34.9343,35.6958,48253744.0
2020-12-08,35.8256,37.0111,35.7823,36.8294,87039307.0
2020-12-09,37.2707,37.2791,35.5919,36.215,86118487.0
2020-12-10,36.189,36.5352,35.8645,36.1111,57749197.0
2020-12-11,36.3188,36.4054,35.2112,35.5833,60737026.0
2020-12-12,36.3188,36.4054,35.2112,35.5833,60737026.0
2020-12-13,36.3188,36.4054,35.2112,35.5833,60737026.0
2020-12-14,36.016,36.0506,33.8093,33.9305,94809746.0
2020-12-15,33.8007,33.9045,33.0651,33.4978,66003269.0
2020-12-16,33.0391,33.2901,32.6584,32.7449,56515268.0
2020-12-17,32.7363,32.9872,32.2863,32.9093,52036392.0
2020-12-18,32.8747,32.9613,32.4507,32.6065,60259175.0
2020-12-19,32.8747,32.9613,32.4507,32.6065,60259175.0
2020-12-20,32.8747,32.9613,32.4507,32.6065,60259175.0
2020-12-21,32.2603,32.3642,31.9401,32.3469,40891838.0
2020-12-22,32.1998,32.3036,31.6762,31.793,34103903.0
2020-12-23,32.0267,32.5805,31.9142,32.3988,36181989.0
2020-12-24,32.3642,32.5113,32.1738,32.2517,14790136.0
2020-12-25,32.3642,32.5113,32.1738,32.2517,14790136.0
2020-12-26,32.3642,32.5113,32.1738,32.2517,14790136.0
2020-12-27,32.3642,32.5113,32.1738,32.2517,14790136.0
2020-12-28,32.3296,32.5199,31.7411,31.8623,26993685.0
2020-12-29,31.9315,32.1911,31.8363,32.0613,23152070.0
2020-12-30,32.044,32.2257,31.7584,31.793,24889848.0
2020-12-31,31.7238,31.9488,31.4036,31.8536,30796516.0
2021-01-01,31.7238,31.9488,31.4036,31.8536,30796516.0
2021-01-02,31.7238,31.9488,31.4036,31.8536,30796516.0
2021-01-03,31.7238,31.9488,31.4036,31.8536,30796516.0
2021-01-04,31.9055,31.9661,31.3863,31.8536,33565683.0
2021-01-05,31.7757,32.3382,31.6719,32.1824,29909381.0
2021-01-06,31.8709,32.4334,31.819,31.9055,34962509.0
2021-01-07,32.0526,32.1478,31.7325,32.07,27809480.0
2021-01-08,32.1565,32.4723,31.9315,32.1305,33462370.0
2021-01-09,32.1565,32.4723,31.9315,32.1305,33462370.0
2021-01-10,32.1565,32.4723,31.9315,32.1305,33462370.0
2021-01-11,32.2084,32.7363,32.1435,32.6844,47326586.0
2021-01-12,32.6238,32.6981,31.8623,32.1738,47831077.0
2021-01-13,32.018,32.1651,31.7065,31.8969,31027868.0
2021-01-14,31.8277,31.9834,31.6805,31.8017,30271992.0
2021-01-15,31.7411,31.8277,31.4988,31.7584,34287816.0
2021-01-16,31.7411,31.8277,31.4988,31.7584,34287816.0
2021-01-17,31.7411,31.8277,31.4988,31.7584,34287816.0
2021-01-18,31.7411,31.8277,31.4988,31.7584,34287816.0
2021-01-19,31.8103,32.018,31.6892,31.7844,33451275.0
2021-01-20,31.8363,31.8536,31.5507,31.5854,35400057.0
2021-01-21,31.4902,31.6632,31.2825,31.568,33864105.0
2021-01-22,31.4296,31.8709,31.369,31.6286,26271163.0
2021-01-23,31.4296,31.8709,31.369,31.6286,26271163.0
2021-01-24,31.4296,31.8709,31.369,31.6286,26271163.0
2021-01-25,31.6286,32.269,31.4296,32.2603,31728455.0
2021-01-26,32.2517,32.5372,32.1565,32.2863,27718696.0
2021-01-27,32.0094,32.0526,31.2998,31.3604,50561180.0
2021-01-28,31.4479,31.7803,31.3516,31.3691,39466710.0
2021-01-29,32.2614,32.2614,31.1592,31.4041,60251859.0
2021-01-30,32.2614,32.2614,31.1592,31.4041,60251859.0
2021-01-31,32.2614,32.2614,31.1592,31.4041,60251859.0
2021-02-01,31.4304,31.6578,31.2467,31.3166,40395805.0
2021-02-02,31.2816,31.2991,29.9782,30.6081,84062442.0
2021-02-03,30.6081,30.8697,30.4244,30.4769,38524232.0
2021-02-04,30.4506,30.6868,30.3544,30.5206,34284903.0
2021-02-05,30.5468,30.6868,30.4244,30.5468,31749594.0
2021-02-06,30.5468,30.6868,30.4244,30.5468,31749594.0
2021-02-07,30.5468,30.6868,30.4244,30.5468,31749594.0
2021-02-08,30.5818,30.6289,30.3894,30.4594,31633900.0
2021-02-09,30.4419,30.6693,30.4069,30.5906,30170176.0
2021-02-10,30.6168,30.6868,30.3544,30.3894,29039856.0
2021-02-11,30.4419,30.4506,29.987,30.1182,30885165.0
2021-02-12,30.127,30.5731,30.057,30.3719,25578646.0
2021-02-13,30.127,30.5731,30.057,30.3719,25578646.0
2021-02-14,30.127,30.5731,30.057,30.3719,25578646.0
2021-02-15,30.127,30.5731,30.057,30.3719,25578646.0
2021-02-16,30.4856,30.4942,30.2319,30.3456,28730342.0
2021-02-17,30.2407,30.6146,30.1445,30.5206,26501081.0
2021-02-18,30.4244,30.5084,30.1969,30.2319,24052519.0
2021-02-19,30.3194,30.3369,30.092,30.127,28145263.0
2021-02-20,30.3194,30.3369,30.092,30.127,28145263.0
2021-02-21,30.3194,30.3369,30.092,30.127,28145263.0
2021-02-22,30.0307,30.0657,29.777,29.9695,34322488.0
2021-02-23,29.7421,29.9082,29.4621,29.6633,37624172.0
2021-02-24,29.6283,29.7858,29.4534,29.5234,30686122.0
2021-02-25,29.5846,29.8383,29.3397,29.5846,37506087.0
2021-02-26,29.6021,29.6546,29.1822,29.2959,41462750.0
2021-02-27,29.6021,29.6546,29.1822,29.2959,41462750.0
2021-02-28,29.6021,29.6546,29.1822,29.2959,41462750.0
2021-03-01,29.3834,29.6808,29.3134,29.4709,30407772.0
2021-03-02,29.4621,29.6458,29.3047,29.3134,27670392.0
2021-03-03,29.3134,30.1356,29.2522,30.0832,46020164.0
2021-03-04,29.9695,30.6912,29.6021,29.917,45449559.0
2021-03-05,29.9957,30.2232,29.7027,30.0832,30589931.0
2021-03-06,29.9957,30.2232,29.7027,30.0832,30589931.0
2021-03-07,29.9957,30.2232,29.7027,30.0832,30589931.0
2021-03-08,30.1619,30.5031,30.0307,30.0482,24352299.0
2021-03-09,30.2144,30.4856,30.127,30.1357,25167096.0
2021-03-10,30.3019,30.7393,30.1969,30.5556,33501784.0
2021-03-11,30.6781,30.7218,30.3194,30.3631,24557862.0
2021-03-12,30.2319,30.5993,30.1882,30.5643,16342437.0
2021-03-13,30.2319,30.5993,30.1882,30.5643,16342437.0
2021-03-14,30.2319,30.5993,30.1882,30.5643,16342437.0
2021-03-15,30.6256,30.993,30.5818,30.9755,21926053.0
2021-03-16,31.028,31.3691,30.888,31.3429,25022393.0
2021-03-17,31.3422,31.4566,30.7218,31.3079,42540082.0
2021-03-18,31.0805,31.4653,31.0717,31.2904,24729765.0
2021-03-19,31.2729,31.3341,31.032,31.0805,48348878.0
2021-03-20,31.2729,31.3341,31.032,31.0805,48348878.0
2021-03-21,31.2729,31.3341,31.032,31.0805,48348878.0
2021-03-22,31.0367,31.5003,30.9317,31.4916,25427459.0
2021-03-23,31.3341,31.4304,30.8968,30.9317,27970481.0
2021-03-24,31.0367,31.4304,30.9405,31.1504,22883391.0
2021-03-25,31.1854,31.3079,30.8355,31.2029,24875303.0
2021-03-26,31.2117,31.7453,31.1767,31.7103,27944458.0
2021-03-27,31.2117,31.7453,31.1767,31.7103,27944458.0
2021-03-28,31.2117,31.7453,31.1767,31.7103,27944458.0
2021-03-29,31.5178,32.1389,31.4041,32.0339,27004772.0
2021-03-30,32.0077,32.0427,31.5091,31.5878,26303298.0
2021-03-31,31.6228,31.8677,31.5295,31.6928,26582694.0
2021-04-01,31.754,31.8852,31.5091,31.754,21319855.0
2021-04-02,31.754,31.8852,31.5091,31.754,21319855.0
2021-04-03,31.754,31.8852,31.5091,31.754,21319855.0
2021-04-04,31.754,31.8852,31.5091,31.754,21319855.0
2021-04-05,31.8765,31.9902,31.5791,31.7365,22096894.0
2021-04-06,31.719,31.8415,31.4916,31.5353,20722933.0
2021-04-07,31.5178,31.7015,31.2816,31.4129,21933833.0
2021-04-08,31.4566,31.6228,31.3779,31.4566,18129440.0
2021-04-09,31.4041,32.2002,31.4041,32.0165,31686712.0
2021-04-10,31.4041,32.2002,31.4041,32.0165,31686712.0
2021-04-11,31.4041,32.2002,31.4041,32.0165,31686712.0
2021-04-12,31.9115,32.397,31.7803,32.3401,29944902.0
2021-04-13,32.725,32.935,32.2701,32.5063,33967419.0
2021-04-14,32.5151,32.6988,32.3314,32.5151,23842891.0
2021-04-15,32.5938,33.0137,32.5938,32.8912,24945789.0
2021-04-16,33.1274,33.8535,33.0749,33.7397,52829481.0
2021-04-17,33.1274,33.8535,33.0749,33.7397,52829481.0
2021-04-18,33.1274,33.8535,33.0749,33.7397,52829481.0
2021-04-19,33.766,34.0809,33.531,34.0547,30905057.0
2021-04-20,33.8972,34.3258,33.8972,34.1421,26459374.0
2021-04-21,34.2384,34.702,34.2296,34.5795,29364991.0
2021-04-22,34.5358,34.5533,33.6916,33.801,33373609.0
2021-04-23,33.7922,33.9672,33.6173,33.8185,24389820.0
2021-04-24,33.7922,33.9672,33.6173,33.8185,24389820.0
2021-04-25,33.7922,33.9672,33.6173,33.8185,24389820.0
2021-04-26,33.8797,33.8885,33.6698,33.836,19773363.0
2021-04-27,33.6873,33.7747,33.5473,33.6348,19061457.0
2021-04-28,33.7135,34.0634,33.696,33.9497,21963322.0
2021-04-29,34.1071,34.1159,33.5079,33.766,23569405.0
2021-04-30,33.6785,34.024,33.6698,33.8097,28413183.0
2021-05-01,33.6785,34.024,33.6698,33.8097,28413183.0
2021-05-02,33.6785,34.024,33.6698,33.8097,28413183.0
2021-05-03,34.1509,34.8507,34.0809,34.8419,46638581.0
