,EOG US Equity,EOG US Equity,EOG US Equity,EOG US Equity,EOG US Equity
2021-03-01,54.3031,54.7344,53.1997,53.9049,4854514.0
2021-03-02,53.6643,54.5436,53.0504,53.4818,3593309.0
2021-03-03,53.7555,56.8083,53.7555,55.5723,4772217.0
2021-03-04,55.9539,61.2797,55.7714,59.2555,7351575.0
2021-03-05,61.3211,62.1009,59.1228,61.8687,6638234.0
2021-03-06,61.3211,62.1009,59.1228,61.8687,6638234.0
2021-03-07,61.3211,62.1009,59.1228,61.8687,6638234.0
2021-03-08,62.6318,62.8807,60.3671,61.8769,6850244.0
2021-03-09,60.5496,63.9965,58.567,61.064,5738357.0
2021-03-10,61.3875,62.7563,60.251,62.3083,3712377.0
2021-03-11,62.383,63.5361,61.935,62.4742,4167852.0
2021-03-12,62.7978,62.9554,61.5783,62.2171,2958418.0
2021-03-13,62.7978,62.9554,61.5783,62.2171,2958418.0
2021-03-14,62.7978,62.9554,61.5783,62.2171,2958418.0
2021-03-15,61.5285,61.8769,59.8694,61.6861,2602439.0
2021-03-16,60.2344,60.5165,58.343,58.6085,5399941.0
2021-03-17,59.2141,60.757,57.9697,60.7156,3816854.0
2021-03-18,60.1183,60.6907,56.9909,57.1567,4406386.0
2021-03-19,57.4222,58.9237,56.6424,58.1356,8384453.0
2021-03-20,57.4222,58.9237,56.6424,58.1356,8384453.0
2021-03-21,57.4222,58.9237,56.6424,58.1356,8384453.0
2021-03-22,56.9162,57.3392,56.0866,56.6009,2941978.0
2021-03-23,55.4976,59.3219,54.9833,57.7789,7079784.0
2021-03-24,58.9071,60.9478,58.8988,60.1763,5032738.0
2021-03-25,58.9403,60.6815,57.9034,60.5911,4176027.0
2021-03-26,61.7525,62.2171,61.0391,62.1175,4425273.0
2021-03-27,61.7525,62.2171,61.0391,62.1175,4425273.0
2021-03-28,61.7525,62.2171,61.0391,62.1175,4425273.0
2021-03-29,61.6696,62.1258,60.1349,61.0889,3264089.0
2021-03-30,60.1846,61.3046,59.2224,60.7736,2614298.0
2021-03-31,60.6658,61.2133,59.886,60.1681,3458292.0
2021-04-01,60.4169,62.6733,59.8611,62.4991,5864050.0
2021-04-02,60.4169,62.6733,59.8611,62.4991,5864050.0
2021-04-03,60.4169,62.6733,59.8611,62.4991,5864050.0
2021-04-04,60.4169,62.6733,59.8611,62.4991,5864050.0
2021-04-05,62.2502,62.3415,58.7595,59.5542,4173298.0
2021-04-06,60.1183,61.9101,59.8528,59.9773,3390827.0
2021-04-07,60.1183,61.0225,59.9773,60.8068,3552375.0
2021-04-08,60.392,60.4335,58.7993,59.886,4445175.0
2021-04-09,60.3671,60.981,59.0067,59.5376,4065737.0
2021-04-10,60.3671,60.981,59.0067,59.5376,4065737.0
2021-04-11,60.3671,60.981,59.0067,59.5376,4065737.0
2021-04-12,60.0519,60.8649,58.1522,58.1522,3403901.0
2021-04-13,58.1605,58.9818,57.4969,58.4011,2229695.0
2021-04-14,59.1145,62.1175,58.9569,61.4871,4710269.0
2021-04-15,61.8895,62.0063,60.2795,60.755,3520911.0
2021-04-16,60.755,60.9803,58.7613,58.8197,3574861.0
2021-04-17,60.755,60.9803,58.7613,58.8197,3574861.0
2021-04-18,60.755,60.9803,58.7613,58.8197,3574861.0
2021-04-19,58.9782,60.1461,58.4026,59.4703,2915023.0
2021-04-20,58.5861,58.8947,56.1419,57.2013,3980932.0
2021-04-21,56.3421,58.1285,56.1318,57.5267,3513751.0
2021-04-22,57.6768,57.7227,56.0001,57.0178,2776119.0
2021-04-23,57.2597,58.3018,56.9594,57.6101,2181724.0
2021-04-24,57.2597,58.3018,56.9594,57.6101,2181724.0
2021-04-25,57.2597,58.3018,56.9594,57.6101,2181724.0
2021-04-26,57.4766,58.7196,57.3848,58.2524,2601669.0
2021-04-27,58.4276,60.0835,58.1857,59.7957,2808807.0
2021-04-28,60.2462,62.9323,60.2462,62.5486,4677561.0
2021-04-29,63.7331,64.2754,62.5068,63.3411,2863432.0
2021-04-30,62.0897,63.5913,61.3306,61.4307,2467623.0
2021-05-01,62.0897,63.5913,61.3306,61.4307,2467623.0
2021-05-02,62.0897,63.5913,61.3306,61.4307,2467623.0
2021-05-03,62.2482,63.4161,61.857,63.3744,3324647.0
2021-05-04,63.5246,63.975,62.3317,62.5736,4649201.0
2021-05-05,63.8082,65.2013,62.9823,63.9917,7966687.0
2021-05-06,64.0084,64.4088,62.29,64.217,4740450.0
2021-05-07,64.5089,69.4724,64.0668,69.3223,7297417.0
2021-05-08,64.5089,69.4724,64.0668,69.3223,7297417.0
2021-05-09,64.5089,69.4724,64.0668,69.3223,7297417.0
2021-05-10,70.6737,72.242,69.8061,70.5319,5567834.0
2021-05-11,69.0387,69.2222,67.1368,68.5215,4977914.0
2021-05-12,69.4391,70.2399,67.6289,67.8708,4693895.0
2021-05-13,67.3285,67.8791,65.1346,66.3859,3427386.0
2021-05-14,67.1951,69.2522,67.1867,68.9052,4042899.0
2021-05-15,67.1951,69.2522,67.1867,68.9052,4042899.0
2021-05-16,67.1951,69.2522,67.1867,68.9052,4042899.0
2021-05-17,68.2712,71.0157,68.2712,70.9907,3833225.0
2021-05-18,71.3327,71.583,69.0887,69.2138,3346076.0
2021-05-19,67.2034,68.4464,65.7602,67.1867,4041280.0
2021-05-20,67.2368,67.6205,65.6637,67.17,3306665.0
2021-05-21,67.9542,68.5965,66.7279,66.7947,2782924.0
2021-05-22,67.9542,68.5965,66.7279,66.7947,2782924.0
2021-05-23,67.9542,68.5965,66.7279,66.7947,2782924.0
2021-05-24,67.4787,67.5204,65.7686,66.853,4270764.0
2021-05-25,66.9448,67.462,65.5433,65.6351,4786178.0
2021-05-26,65.8437,66.6612,65.0178,66.4026,3877238.0
2021-05-27,67.1867,67.8791,66.2649,67.0115,6086146.0
2021-05-28,67.1117,67.5621,66.6528,67.0199,2062338.0
2021-05-29,67.1117,67.5621,66.6528,67.0199,2062338.0
2021-05-30,67.1117,67.5621,66.6528,67.0199,2062338.0
2021-05-31,67.1117,67.5621,66.6528,67.0199,2062338.0
2021-06-01,68.8885,71.0991,68.8718,70.5653,4135243.0
2021-06-02,70.7655,71.7665,69.4474,71.1325,3547488.0
2021-06-03,71.2576,72.9177,70.6654,72.4172,3658229.0
2021-06-04,72.8009,73.3223,71.4495,72.9594,3128630.0
2021-06-05,72.8009,73.3223,71.4495,72.9594,3128630.0
2021-06-06,72.8009,73.3223,71.4495,72.9594,3128630.0
2021-06-07,72.7258,73.4015,72.4172,72.6007,2670181.0
2021-06-08,71.0449,73.1596,70.3576,72.901,3019063.0
2021-06-09,72.9928,73.3598,71.5413,71.583,3154751.0
2021-06-10,72.8843,73.0095,70.7738,71.8833,3122277.0
2021-06-11,72.5256,73.1596,71.0741,71.2743,3977477.0
2021-06-12,72.5256,73.1596,71.0741,71.2743,3977477.0
2021-06-13,72.5256,73.1596,71.0741,71.2743,3977477.0
2021-06-14,71.7748,72.8593,70.1315,70.7905,3574102.0
2021-06-15,70.9323,71.9876,70.4735,71.4078,4392344.0
2021-06-16,71.3077,71.7832,69.7894,70.6654,3806852.0
2021-06-17,70.632,71.2994,66.5035,67.9292,4582187.0
2021-06-18,66.5778,67.8207,65.7352,66.1607,9421196.0
2021-06-19,66.5778,67.8207,65.7352,66.1607,9421196.0
2021-06-20,66.5778,67.8207,65.7352,66.1607,9421196.0
2021-06-21,67.3619,70.974,67.2368,70.8989,4966527.0
2021-06-22,70.8572,71.3669,69.5725,70.8656,3187699.0
2021-06-23,71.6414,73.218,71.4161,71.4912,2601277.0
2021-06-24,71.0825,71.8499,70.3776,71.8166,2754809.0
2021-06-25,72.3254,73.1596,71.3828,73.1179,4754764.0
2021-06-26,72.3254,73.1596,71.3828,73.1179,4754764.0
2021-06-27,72.3254,73.1596,71.3828,73.1179,4754764.0
2021-06-28,72.584,72.584,68.8134,69.2138,4471918.0
2021-06-29,69.6393,70.4818,68.3796,68.6633,2944627.0
2021-06-30,69.3557,70.4151,68.9636,69.6059,5392513.0
2021-07-01,71.6497,72.0585,70.5736,71.7331,4409891.0
2021-07-02,71.4078,72.0001,70.3984,71.5496,2884174.0
2021-07-03,71.4078,72.0001,70.3984,71.5496,2884174.0
2021-07-04,71.4078,72.0001,70.3984,71.5496,2884174.0
2021-07-05,71.4078,72.0001,70.3984,71.5496,2884174.0
2021-07-06,71.5496,71.7415,69.339,69.8395,3776924.0
2021-07-07,69.5892,70.2483,67.2701,67.6455,4430349.0
2021-07-08,66.828,68.096,66.3692,66.6445,6314873.0
2021-07-09,67.8958,69.047,66.5694,68.8968,6362241.0
2021-07-10,67.8958,69.047,66.5694,68.8968,6362241.0
2021-07-11,67.8958,69.047,66.5694,68.8968,6362241.0
2021-07-12,67.9041,69.9646,67.4954,69.4891,3387584.0
2021-07-13,68.9969,69.706,68.5131,69.0136,3512836.0
2021-07-14,69.7144,70.3484,66.0856,66.4526,3745606.0
2021-07-15,65.1724,66.786,64.3316,64.7053,6226996.0
2021-07-16,65.4951,65.6819,62.5099,62.769,3652487.0
2021-07-17,65.4951,65.6819,62.5099,62.769,3652487.0
2021-07-18,65.4951,65.6819,62.5099,62.769,3652487.0
2021-07-19,60.7222,61.5205,58.9558,59.7371,6348303.0
2021-07-20,59.4483,61.5375,58.8539,60.7222,7228060.0
2021-07-21,62.166,63.58,61.5044,63.0068,8756211.0
2021-07-22,63.1426,63.304,61.9367,62.5906,3059154.0
2021-07-23,62.3613,62.5651,60.7859,61.58,3889384.0
2021-07-24,62.3613,62.5651,60.7859,61.58,3889384.0
2021-07-25,62.3613,62.5651,60.7859,61.58,3889384.0
2021-07-26,61.8093,63.3549,61.6225,62.9898,4237476.0
2021-07-27,62.3358,62.3358,60.8326,61.7668,4977318.0
2021-07-28,62.2339,62.6755,60.8921,62.2509,3546062.0
2021-07-29,62.9813,63.0577,61.8263,62.5991,4442913.0
2021-07-30,62.1405,62.2937,61.2148,61.8772,4708664.0
2021-07-31,62.1405,62.2937,61.2148,61.8772,4708664.0
2021-08-01,62.1405,62.2937,61.2148,61.8772,4708664.0
2021-08-02,61.8518,63.1766,60.6203,60.8241,5653390.0
2021-08-03,60.6203,63.0917,60.1944,62.5736,4718293.0
2021-08-04,61.0025,62.0301,59.873,60.0768,4964394.0
2021-08-05,60.408,61.1129,59.2445,60.0768,6534102.0
2021-08-06,61.0025,61.2912,59.9664,60.2382,4560922.0
2021-08-07,61.0025,61.2912,59.9664,60.2382,4560922.0
2021-08-08,61.0025,61.2912,59.9664,60.2382,4560922.0
2021-08-09,59.1086,59.9664,58.4802,58.9218,3909312.0
2021-08-10,59.1426,59.7201,57.7328,58.3698,16155795.0
2021-08-11,58.4802,59.3464,57.7668,58.9897,7844865.0
2021-08-12,59.0577,59.4483,58.3443,59.27,3907760.0
2021-08-13,59.304,59.321,57.7158,57.7498,2509218.0
2021-08-14,59.304,59.321,57.7158,57.7498,2509218.0
2021-08-15,59.304,59.321,57.7158,57.7498,2509218.0
2021-08-16,56.8836,57.2403,55.9069,55.9834,3658288.0
2021-08-17,55.6267,56.7647,55.4993,56.0258,4609504.0
2021-08-18,56.0003,57.3702,55.3974,55.5078,5504077.0
2021-08-19,54.633,55.5757,53.3422,54.5736,5467590.0
2021-08-20,53.8942,55.202,53.7158,54.7519,3554094.0
2021-08-21,53.8942,55.202,53.7158,54.7519,3554094.0
2021-08-22,53.8942,55.202,53.7158,54.7519,3554094.0
2021-08-23,56.7902,57.7838,56.3413,57.4441,4195025.0
2021-08-24,57.8857,58.442,57.2997,58.132,3638914.0
2021-08-25,58.2169,58.8454,57.5545,58.3698,2362950.0
2021-08-26,57.7668,58.0471,56.9175,57.2657,3247380.0
2021-08-27,58.0895,59.7965,58.0895,59.1341,3440845.0
2021-08-28,58.0895,59.7965,58.0895,59.1341,3440845.0
2021-08-29,58.0895,59.7965,58.0895,59.1341,3440845.0
2021-08-30,58.4717,58.9006,57.2063,57.2318,4614011.0
2021-08-31,57.2063,57.9282,56.6203,57.3422,4744094.0
2021-09-01,57.512,57.7668,56.0975,56.357,3737894.0
2021-09-02,56.9006,59.0365,56.8411,58.0556,3541083.0
2021-09-03,57.7583,58.2176,57.0789,57.7413,2450733.0
2021-09-04,57.7583,58.2176,57.0789,57.7413,2450733.0
2021-09-05,57.7583,58.2176,57.0789,57.7413,2450733.0
2021-09-06,57.7583,58.2176,57.0789,57.7413,2450733.0
2021-09-07,57.1723,58.0216,56.8581,57.4696,2274173.0
2021-09-08,57.9876,58.2253,56.7732,57.0534,2927314.0
2021-09-09,56.6203,57.9197,56.115,57.1978,3286670.0
2021-09-10,58.166,58.5311,56.8712,57.0195,2769145.0
2021-09-11,58.166,58.5311,56.8712,57.0195,2769145.0
2021-09-12,58.166,58.5311,56.8712,57.0195,2769145.0
2021-09-13,58.718,60.6203,58.667,59.5248,5099682.0
2021-09-14,60.0683,60.2551,58.7435,59.0407,4747912.0
2021-09-15,60.4505,64.1448,60.3146,63.9579,8412451.0
2021-09-16,63.5333,64.0768,62.3358,62.8199,4327059.0
2021-09-17,62.8794,63.6352,62.4123,63.0577,6397301.0
2021-09-18,62.8794,63.6352,62.4123,63.0577,6397301.0
2021-09-19,62.8794,63.6352,62.4123,63.0577,6397301.0
2021-09-20,61.045,61.9197,59.7965,60.7477,5227821.0
2021-09-21,61.5715,62.1278,60.6174,61.3252,3870986.0
2021-09-22,61.7923,63.9749,61.7923,63.3549,4775400.0
2021-09-23,63.6267,65.4356,63.253,65.2828,3893792.0
2021-09-24,64.7902,66.9813,64.5609,66.3274,5126226.0
2021-09-25,64.7902,66.9813,64.5609,66.3274,5126226.0
2021-09-26,64.7902,66.9813,64.5609,66.3274,5126226.0
2021-09-27,68.3231,69.9877,68.183,69.4781,5002119.0
2021-09-28,70.4548,70.8964,69.0747,69.4102,5830478.0
2021-09-29,69.3932,70.9983,68.3486,70.1236,4809394.0
2021-09-30,69.9282,69.9707,67.8645,68.1703,6712574.0
2021-10-01,68.8752,71.4527,68.7987,71.2616,5179541.0
2021-10-02,68.8752,71.4527,68.7987,71.2616,5179541.0
2021-10-03,68.8752,71.4527,68.7987,71.2616,5179541.0
2021-10-04,72.1873,74.5567,71.873,73.3762,6252617.0
2021-10-05,74.5397,75.9904,73.6735,73.9707,6930980.0
2021-10-06,72.8667,73.9368,71.3975,73.5206,5049369.0
2021-10-07,73.4272,73.7159,72.2467,72.8582,4286200.0
2021-10-08,73.7159,77.2064,73.7159,76.8837,4848747.0
2021-10-09,73.7159,77.2064,73.7159,76.8837,4848747.0
2021-10-10,73.7159,77.2064,73.7159,76.8837,4848747.0
2021-10-11,78.3869,79.0408,76.4676,76.5695,4611443.0
2021-10-12,76.2807,78.0812,75.907,76.5355,4565107.0
2021-10-13,75.5758,77.7797,74.7605,76.7818,4416244.0
2021-10-14,77.2447,77.8922,75.5383,77.2702,3585067.0
2021-10-15,78.3452,78.3964,76.3915,76.4598,3179559.0
2021-10-16,78.3452,78.3964,76.3915,76.4598,3179559.0
2021-10-17,78.3452,78.3964,76.3915,76.4598,3179559.0
2021-10-18,77.0911,78.4394,75.5844,76.1953,4664420.0
2021-10-19,76.2806,77.5091,75.163,76.9205,2821058.0
2021-10-20,76.3659,79.7103,75.9668,79.4287,3799071.0
2021-10-21,78.4647,79.1131,76.6901,77.5518,3464378.0
2021-10-22,78.1319,78.8315,77.3385,78.4903,2202758.0
2021-10-23,78.1319,78.8315,77.3385,78.4903,2202758.0
2021-10-24,78.1319,78.8315,77.3385,78.4903,2202758.0
2021-10-25,79.77,80.8271,79.2069,80.2307,3849108.0
2021-10-26,80.6573,81.5962,80.0601,81.0497,2617633.0
2021-10-27,79.7871,80.7511,78.7812,79.3775,3992225.0
2021-10-28,78.8742,80.2128,78.8486,80.0345,2284588.0
2021-10-29,79.7871,80.7084,78.3528,78.8827,2294067.0
2021-10-30,79.7871,80.7084,78.3528,78.8827,2294067.0
2021-10-31,79.7871,80.7084,78.3528,78.8827,2294067.0
2021-11-01,79.8894,80.3757,78.9254,79.7359,3190776.0
2021-11-02,79.1131,80.3587,78.6694,79.1898,2327310.0
2021-11-03,78.1234,79.4373,76.9119,77.5944,4917540.0
2021-11-04,78.9851,79.8809,76.8949,77.5518,5006488.0
2021-11-05,81.0241,82.065,79.241,81.1521,7201977.0
2021-11-06,81.0241,82.065,79.241,81.1521,7201977.0
2021-11-07,81.0241,82.065,79.241,81.1521,7201977.0
2021-11-08,82.0906,83.7798,81.7408,82.7475,3487257.0
2021-11-09,82.6451,83.157,80.8876,82.8499,2439354.0
2021-11-10,82.0991,82.2612,79.369,80.444,4271528.0
2021-11-11,80.8194,82.1759,80.8194,80.9815,3068776.0
2021-11-12,80.6146,81.9285,80.444,80.9132,3539566.0
2021-11-13,80.6146,81.9285,80.444,80.9132,3539566.0
2021-11-14,80.6146,81.9285,80.444,80.9132,3539566.0
2021-11-15,80.5805,80.8023,78.7633,79.514,6183632.0
2021-11-16,79.8638,80.0217,78.3538,78.4049,4718812.0
2021-11-17,77.3897,78.8998,76.11,76.8522,6058008.0
2021-11-18,76.7157,77.6371,75.5639,76.4598,4546771.0
2021-11-19,75.0265,75.0776,72.7912,73.0983,5733138.0
2021-11-20,75.0265,75.0776,72.7912,73.0983,5733138.0
2021-11-21,75.0265,75.0776,72.7912,73.0983,5733138.0
2021-11-22,73.0301,75.3037,73.0301,73.9771,6531191.0
2021-11-23,75.5469,78.3623,75.2739,78.2855,4902183.0
2021-11-24,77.5689,79.7103,77.5689,79.3861,3049699.0
2021-11-25,77.5689,79.7103,77.5689,79.3861,3049699.0
2021-11-26,74.9326,75.244,72.2622,74.5828,4738246.0
2021-11-27,74.9326,75.244,72.2622,74.5828,4738246.0
2021-11-28,74.9326,75.244,72.2622,74.5828,4738246.0
2021-11-29,77.1593,78.0807,75.2312,75.4104,4061724.0
2021-11-30,74.2501,76.0161,73.3713,74.2245,7858241.0
2021-12-01,76.2977,76.7328,72.7144,72.8168,5594614.0
2021-12-02,72.3049,74.2671,71.0252,73.8491,5674237.0
2021-12-03,75.6237,76.016,72.6461,73.3628,5593002.0
2021-12-04,75.6237,76.016,72.6461,73.3628,5593002.0
2021-12-05,75.6237,76.016,72.6461,73.3628,5593002.0
2021-12-06,75.0776,76.0332,74.0624,74.7108,3091189.0
2021-12-07,75.9308,78.422,75.8711,77.2617,4748696.0
2021-12-08,77.4068,77.8931,76.0929,76.8522,3109196.0
2021-12-09,76.5792,76.7072,75.2739,75.8284,3957581.0
2021-12-10,76.7072,76.7754,74.489,76.5109,3615184.0
2021-12-11,76.7072,76.7754,74.489,76.5109,3615184.0
2021-12-12,76.7072,76.7754,74.489,76.5109,3615184.0
2021-12-13,75.7602,76.3702,74.0709,75.1032,3999158.0
2021-12-14,74.5619,75.5048,73.7064,74.4659,3412532.0
2021-12-15,74.754,74.8064,71.6462,74.0381,3148493.0
2021-12-16,74.9548,77.2769,74.5969,75.2429,5108352.0
2021-12-17,74.9199,74.9286,72.8683,73.331,9091540.0
2021-12-18,74.9199,74.9286,72.8683,73.331,9091540.0
2021-12-19,74.9199,74.9286,72.8683,73.331,9091540.0
2021-12-20,71.4105,73.008,70.424,72.9644,2937555.0
2021-12-21,73.7501,75.6357,73.6104,75.3826,3089513.0
2021-12-22,75.2691,76.7793,74.0993,76.1421,2713997.0
2021-12-23,76.1682,77.0238,75.8365,76.1071,2458349.0
2021-12-24,76.1682,77.0238,75.8365,76.1071,2458349.0
2021-12-25,76.1682,77.0238,75.8365,76.1071,2458349.0
2021-12-26,76.1682,77.0238,75.8365,76.1071,2458349.0
2021-12-27,75.9413,79.2848,75.1119,79.2499,2716621.0
2021-12-28,79.7911,80.0038,77.7658,78.761,2307873.0
2021-12-29,78.4642,79.5031,77.9142,78.438,2053063.0
2021-12-30,78.5515,79.2237,77.7658,77.8531,2228334.0
2021-12-31,77.5999,78.1936,77.1984,77.5476,2062303.0
2022-01-01,77.5999,78.1936,77.1984,77.5476,2062303.0
2022-01-02,77.5999,78.1936,77.1984,77.5476,2062303.0
2022-01-03,77.1111,79.634,77.0761,79.5816,2997915.0
2022-01-04,80.3586,84.0426,80.0094,83.2394,5716505.0
2022-01-05,84.6799,84.968,81.6681,81.7117,6632080.0
2022-01-06,84.8981,85.0291,82.5585,83.3879,5254741.0
2022-01-07,83.8156,85.7886,82.8379,85.6925,6277812.0
2022-01-08,83.8156,85.7886,82.8379,85.6925,6277812.0
2022-01-09,83.8156,85.7886,82.8379,85.6925,6277812.0
2022-01-10,85.8671,86.6965,83.8331,85.6052,5381726.0
2022-01-11,86.7314,89.4289,85.0553,89.2194,4866428.0
2022-01-12,90.171,90.3543,88.3901,89.717,3953925.0
2022-01-13,89.2597,90.8866,88.4859,89.6994,3469211.0
2022-01-14,89.8138,93.2347,89.8138,92.8917,4981846.0
2022-01-15,89.8138,93.2347,89.8138,92.8917,4981846.0
2022-01-16,89.8138,93.2347,89.8138,92.8917,4981846.0
2022-01-17,89.8138,93.2347,89.8138,92.8917,4981846.0
2022-01-18,94.6241,94.9671,91.7397,92.9269,6206163.0
2022-01-19,93.903,94.246,90.6228,92.452,4935494.0
2022-01-20,91.2296,94.8176,90.6228,91.0186,4863461.0
2022-01-21,90.0424,90.1743,87.4568,88.4947,3801646.0
2022-01-22,90.0424,90.1743,87.4568,88.4947,3801646.0
2022-01-23,90.0424,90.1743,87.4568,88.4947,3801646.0
2022-01-24,85.7597,90.614,84.3615,89.9721,5917807.0
2022-01-25,89.9193,94.7121,87.3778,94.0437,4764932.0
2022-01-26,94.6857,96.6468,93.2786,94.5626,5122618.0
2022-01-27,96.4445,97.8603,94.756,96.5148,6218909.0
2022-01-28,96.5148,97.5701,94.4658,96.4709,3832573.0
2022-01-29,96.5148,97.5701,94.4658,96.4709,3832573.0
2022-01-30,96.5148,97.5701,94.4658,96.4709,3832573.0
2022-01-31,97.2008,99.5488,94.6945,98.0362,5685030.0
2022-02-01,96.893,101.0702,96.7083,99.5312,4590896.0
2022-02-02,98.9684,99.6016,96.0839,99.3026,4368281.0
2022-02-03,98.7134,99.3465,96.6907,98.3,3569037.0
2022-02-04,99.6455,102.4772,99.3114,99.9885,3708267.0
2022-02-05,99.6455,102.4772,99.3114,99.9885,3708267.0
2022-02-06,99.6455,102.4772,99.3114,99.9885,3708267.0
2022-02-07,99.6719,102.2618,97.9747,100.8591,3282839.0
2022-02-08,99.7247,99.9094,96.3522,98.0802,5698363.0
2022-02-09,98.0186,100.4634,97.7196,99.6455,2969145.0
2022-02-10,98.8453,101.5398,98.3616,99.0739,3861945.0
2022-02-11,100.0149,102.7938,99.4872,102.6707,4732863.0
2022-02-12,100.0149,102.7938,99.4872,102.6707,4732863.0
2022-02-13,100.0149,102.7938,99.4872,102.6707,4732863.0
2022-02-14,102.0199,102.4069,98.8453,99.7335,3960496.0
2022-02-15,96.4269,97.7812,95.354,97.5262,4002623.0
2022-02-16,98.5639,100.5249,97.5086,98.2912,4041127.0
2022-02-17,98.0626,100.3051,97.7372,99.0212,3049671.0
2022-02-18,97.236,99.1619,97.1304,98.1593,3315504.0
2022-02-19,97.236,99.1619,97.1304,98.1593,3315504.0
2022-02-20,97.236,99.1619,97.1304,98.1593,3315504.0
2022-02-21,97.236,99.1619,97.1304,98.1593,3315504.0
2022-02-22,102.7762,102.8642,94.9759,96.3214,4658592.0
2022-02-23,97.0513,98.0934,95.7498,97.0249,4606620.0
2022-02-24,99.3729,99.54,93.4545,96.8226,6777851.0
2022-02-25,97.8252,98.7133,93.0852,94.3427,10111292.0
2022-02-26,97.8252,98.7133,93.0852,94.3427,10111292.0
2022-02-27,97.8252,98.7133,93.0852,94.3427,10111292.0
2022-02-28,95.8905,101.1757,94.8352,101.0614,7793999.0
2022-03-01,102.0111,103.2775,100.589,102.3717,6225162.0
2022-03-02,103.7699,104.6054,101.9056,102.6619,4287660.0
2022-03-03,101.6682,103.6644,100.7801,102.2662,4147299.0
2022-03-04,102.6091,105.9948,102.2838,104.4295,4904851.0
2022-03-05,102.6091,105.9948,102.2838,104.4295,4904851.0
2022-03-06,102.6091,105.9948,102.2838,104.4295,4904851.0
2022-03-07,105.5463,107.0941,102.486,105.6607,5521302.0
2022-03-08,107.2876,107.7273,99.3817,103.6029,7619906.0
2022-03-09,100.5601,102.3189,98.0815,100.0501,5747749.0
2022-03-10,101.4571,106.03,100.2435,105.4232,5386852.0
2022-03-11,103.6117,104.9211,101.3956,102.6091,3963639.0
2022-03-12,103.6117,104.9211,101.3956,102.6091,3963639.0
2022-03-13,103.6117,104.9211,101.3956,102.6091,3963639.0
2022-03-14,104.7645,105.2967,99.203,102.751,6270533.0
2022-03-15,97.7572,101.997,97.5709,100.9593,5415225.0
2022-03-16,100.4891,100.9238,98.795,100.2319,4953733.0
2022-03-17,102.0059,105.1104,101.385,104.5516,4230141.0
2022-03-18,105.2701,106.747,100.906,102.7155,25284861.0
2022-03-19,105.2701,106.747,100.906,102.7155,25284861.0
2022-03-20,105.2701,106.747,100.906,102.7155,25284861.0
2022-03-21,104.4984,109.2705,104.4984,108.623,4776408.0
2022-03-22,108.3214,108.694,105.5007,107.1772,3664497.0
2022-03-23,110.3438,110.7784,108.6231,109.5898,3344297.0
2022-03-24,109.4124,109.7406,106.7958,107.3368,2952547.0
2022-03-25,106.5474,110.468,106.5474,110.4414,3125057.0
2022-03-26,106.5474,110.468,106.5474,110.4414,3125057.0
2022-03-27,106.5474,110.468,106.5474,110.4414,3125057.0
2022-03-28,108.0731,108.7028,106.1837,107.2038,2955796.0
2022-03-29,104.2589,107.2215,102.6712,106.9998,3106514.0
2022-03-30,107.9489,109.3858,106.8224,107.4078,2788704.0
2022-03-31,107.2215,109.8826,105.7491,105.758,4035961.0
2022-04-01,105.8023,107.7449,105.3322,106.7337,2258124.0
2022-04-02,105.8023,107.7449,105.3322,106.7337,2258124.0
2022-04-03,105.8023,107.7449,105.3322,106.7337,2258124.0
2022-04-04,107.7094,108.215,105.687,107.1772,1807253.0
2022-04-05,107.2836,108.5964,104.3654,104.5162,2335104.0
2022-04-06,106.3523,107.4876,103.8731,105.0661,2847558.0
2022-04-07,106.4587,107.328,103.709,106.9909,3053800.0
2022-04-08,108.215,113.4882,108.0154,112.5436,4534867.0
2022-04-09,108.215,113.4882,108.0154,112.5436,4534867.0
2022-04-10,108.215,113.4882,108.0154,112.5436,4534867.0
2022-04-11,111.3372,111.3372,107.257,107.6296,3342814.0
2022-04-12,109.8116,112.8363,109.7229,110.4946,2993906.0
2022-04-13,111.4316,112.1513,108.5135,110.2626,4314883.0
2022-04-14,109.7629,110.5839,109.1471,109.7093,3332008.0
2022-04-15,109.7629,110.5839,109.1471,109.7093,3332008.0
2022-04-16,109.7629,110.5839,109.1471,109.7093,3332008.0
2022-04-17,109.7629,110.5839,109.1471,109.7093,3332008.0
2022-04-18,110.8694,111.744,109.4327,110.0484,4338053.0
2022-04-19,109.7004,110.9676,108.0495,108.6563,4861649.0
2022-04-20,109.7629,110.1016,108.6085,109.4862,3274144.0
2022-04-21,109.7807,110.9676,106.0952,106.6306,3403222.0
2022-04-22,106.0863,107.6345,103.4894,103.6233,3086604.0
2022-04-23,106.0863,107.6345,103.4894,103.6233,3086604.0
2022-04-24,106.0863,107.6345,103.4894,103.6233,3086604.0
2022-04-25,100.0805,100.7944,93.7089,99.7414,4813244.0
2022-04-26,101.0265,102.5346,99.2328,99.5808,2462104.0
2022-04-27,100.4018,101.4637,96.6984,100.6695,2839962.0
2022-04-28,101.4905,106.3629,98.4564,105.0957,3312634.0
2022-04-29,105.7115,106.6663,103.1592,104.1944,4733968.0
2022-04-30,105.7115,106.6663,103.1592,104.1944,4733968.0
2022-05-01,105.7115,106.6663,103.1592,104.1944,4733968.0
