,LFUS US Equity,LFUS US Equity,LFUS US Equity,LFUS US Equity,LFUS US Equity
2021-03-15,263.5717,267.6596,258.5543,267.0659,100734.0
2021-03-16,268.886,269.2461,263.6934,266.9393,106790.0
2021-03-17,264.983,267.971,258.4229,267.2605,112932.0
2021-03-18,266.6863,266.6863,255.9604,258.5786,108385.0
2021-03-19,258.1114,260.535,253.6878,256.3887,387991.0
2021-03-20,258.1114,260.535,253.6878,256.3887,387991.0
2021-03-21,258.1114,260.535,253.6878,256.3887,387991.0
2021-03-22,256.1648,258.0141,252.6609,253.7997,148006.0
2021-03-23,251.9893,258.8463,244.3781,246.6556,130443.0
2021-03-24,248.4368,252.2911,246.7627,248.3005,153987.0
2021-03-25,246.3052,254.1598,242.4023,253.5272,72733.0
2021-03-26,255.318,261.372,252.1256,261.372,81709.0
2021-03-27,255.318,261.372,252.1256,261.372,81709.0
2021-03-28,255.318,261.372,252.1256,261.372,81709.0
2021-03-29,258.676,263.4354,251.8141,252.1743,131883.0
2021-03-30,252.6317,255.464,249.9162,255.464,88474.0
2021-03-31,255.0066,260.35,254.0527,257.3815,163958.0
2021-04-01,259.6493,261.1774,257.07,260.2624,99733.0
2021-04-02,259.6493,261.1774,257.07,260.2624,99733.0
2021-04-03,259.6493,261.1774,257.07,260.2624,99733.0
2021-04-04,259.6493,261.1774,257.07,260.2624,99733.0
2021-04-05,262.793,266.9101,259.2599,264.5645,85503.0
2021-04-06,265.3723,268.7984,263.5328,264.0583,91308.0
2021-04-07,263.27,263.27,258.2185,259.8147,69766.0
2021-04-08,262.1312,265.129,259.2113,261.3915,52056.0
2021-04-09,261.3331,263.1532,259.2405,262.7444,50057.0
2021-04-10,261.3331,263.1532,259.2405,262.7444,50057.0
2021-04-11,261.3331,263.1532,259.2405,262.7444,50057.0
2021-04-12,263.8248,267.4013,260.4084,261.9949,32875.0
2021-04-13,263.6398,263.6398,258.4034,259.7174,39940.0
2021-04-14,261.1287,265.8979,261.1287,264.545,94628.0
2021-04-15,266.6279,266.6279,263.7664,265.0706,46147.0
2021-04-16,267.4455,269.2947,266.258,267.0367,76801.0
2021-04-17,267.4455,269.2947,266.258,267.0367,76801.0
2021-04-18,267.4455,269.2947,266.258,267.0367,76801.0
2021-04-19,264.8467,265.6254,262.5789,264.4282,60534.0
2021-04-20,264.3503,264.9343,257.4009,259.1334,55892.0
2021-04-21,260.0678,263.7566,260.0678,262.6762,55437.0
2021-04-22,264.691,265.7519,259.7369,260.6907,78537.0
2021-04-23,261.5277,269.7056,258.5593,268.5745,256373.0
2021-04-24,261.5277,269.7056,258.5593,268.5745,256373.0
2021-04-25,261.5277,269.7056,258.5593,268.5745,256373.0
2021-04-26,269.7911,273.9666,269.6451,271.329,84500.0
2021-04-27,271.8156,272.2147,265.8784,267.9126,60338.0
2021-04-28,272.6624,272.6624,265.2166,266.6473,89606.0
2021-04-29,269.285,269.285,261.6252,264.8273,61999.0
2021-04-30,262.2285,265.4502,257.8194,258.1601,88715.0
2021-05-01,262.2285,265.4502,257.8194,258.1601,88715.0
2021-05-02,262.2285,265.4502,257.8194,258.1601,88715.0
2021-05-03,260.3598,264.107,256.7585,259.4351,104253.0
2021-05-04,257.1479,257.8,252.33,253.1378,79289.0
2021-05-05,254.6854,255.8436,252.7972,253.06,64988.0
2021-05-06,252.5733,253.0989,247.9793,251.746,67654.0
2021-05-07,252.4273,257.9119,251.7752,257.2647,64297.0
2021-05-08,252.4273,257.9119,251.7752,257.2647,64297.0
2021-05-09,252.4273,257.9119,251.7752,257.2647,64297.0
2021-05-10,256.3206,256.3206,247.152,247.4635,71174.0
2021-05-11,242.5093,248.4368,241.3073,247.4732,61043.0
2021-05-12,244.3002,245.8867,239.1806,239.6283,68516.0
2021-05-13,242.2076,248.8163,239.823,246.6069,94563.0
2021-05-14,249.2933,251.7557,247.0425,250.5488,52692.0
2021-05-15,249.2933,251.7557,247.0425,250.5488,52692.0
2021-05-16,249.2933,251.7557,247.0425,250.5488,52692.0
2021-05-17,249.2641,253.1573,248.028,252.1937,56985.0
2021-05-18,252.8166,253.1378,249.303,249.6729,59667.0
2021-05-19,245.2067,249.546,244.7776,248.5417,63665.0
2021-05-20,249.507,253.0468,248.3466,252.686,50534.0
2021-05-21,254.724,259.2194,250.6967,251.3988,102584.0
2021-05-22,254.724,259.2194,250.6967,251.3988,102584.0
2021-05-23,254.724,259.2194,250.6967,251.3988,102584.0
2021-05-24,253.3588,253.4466,250.1579,250.882,61224.0
2021-05-25,252.2277,254.3144,247.5665,248.2394,49048.0
2021-05-26,248.2394,252.2959,246.7572,252.2179,65629.0
2021-05-27,253.9146,258.7123,253.0955,254.3437,113098.0
2021-05-28,256.0599,256.0599,253.1176,254.7435,36185.0
2021-05-29,256.0599,256.0599,253.1176,254.7435,36185.0
2021-05-30,256.0599,256.0599,253.1176,254.7435,36185.0
2021-05-31,256.0599,256.0599,253.1176,254.7435,36185.0
2021-06-01,256.4597,258.3125,254.7337,256.2159,57322.0
2021-06-02,256.9473,256.9473,250.7991,252.1399,76476.0
2021-06-03,250.6577,254.0268,249.546,250.8137,50515.0
2021-06-04,251.6523,255.5626,251.6523,254.8898,40517.0
2021-06-05,251.6523,255.5626,251.6523,254.8898,40517.0
2021-06-06,251.6523,255.5626,251.6523,254.8898,40517.0
2021-06-07,256.2159,256.2159,249.507,250.7747,45577.0
2021-06-08,251.1453,254.1877,249.7703,252.92,71944.0
2021-06-09,253.6123,255.0604,251.9741,252.1887,56754.0
2021-06-10,252.0326,254.3924,250.6187,253.5051,67505.0
2021-06-11,252.0131,254.8703,250.9064,254.1779,50980.0
2021-06-12,252.0131,254.8703,250.9064,254.1779,50980.0
2021-06-13,252.0131,254.8703,250.9064,254.1779,50980.0
2021-06-14,253.9731,254.8508,248.1906,253.7781,63833.0
2021-06-15,254.8118,255.1921,250.9307,251.6816,37958.0
2021-06-16,252.4032,253.8659,248.2589,249.0195,66831.0
2021-06-17,249.0292,249.0292,241.3647,243.549,84603.0
2021-06-18,237.7079,241.5719,232.569,233.0663,260197.0
2021-06-19,237.7079,241.5719,232.569,233.0663,260197.0
2021-06-20,237.7079,241.5719,232.569,233.0663,260197.0
2021-06-21,236.099,238.3905,234.295,237.1424,80095.0
2021-06-22,235.1238,237.7177,232.6665,237.1229,72905.0
2021-06-23,237.1326,237.9907,236.1916,236.3233,52066.0
2021-06-24,238.4978,239.7752,235.1531,239.4437,63145.0
2021-06-25,239.1999,242.6324,238.0273,241.2769,153092.0
2021-06-26,239.1999,242.6324,238.0273,241.2769,153092.0
2021-06-27,239.1999,242.6324,238.0273,241.2769,153092.0
2021-06-28,241.1989,246.1818,240.0385,245.5773,90722.0
2021-06-29,245.7333,250.4334,243.549,247.3032,90150.0
2021-06-30,245.9673,249.4875,244.9824,248.4539,216956.0
2021-07-01,249.3998,250.1994,247.1472,248.6977,105781.0
2021-07-02,248.7172,248.7172,244.4656,246.3476,72984.0
2021-07-03,248.7172,248.7172,244.4656,246.3476,72984.0
2021-07-04,248.7172,248.7172,244.4656,246.3476,72984.0
2021-07-05,248.7172,248.7172,244.4656,246.3476,72984.0
2021-07-06,246.0551,246.0551,240.6626,241.2964,62616.0
2021-07-07,241.6962,244.5436,238.2443,243.354,60889.0
2021-07-08,238.0005,244.4656,237.4252,240.2043,89282.0
2021-07-09,242.5934,247.3325,242.2862,246.2306,69040.0
2021-07-10,242.5934,247.3325,242.2862,246.2306,69040.0
2021-07-11,242.5934,247.3325,242.2862,246.2306,69040.0
2021-07-12,244.3778,247.313,242.5446,246.9229,64210.0
2021-07-13,245.3725,246.6402,243.3052,244.1633,35870.0
2021-07-14,245.6358,247.4203,240.253,240.3993,38676.0
2021-07-15,239.1999,241.2964,236.5329,239.1316,94490.0
2021-07-16,240.6138,240.6138,234.256,234.2755,47668.0
2021-07-17,240.6138,240.6138,234.256,234.2755,47668.0
2021-07-18,240.6138,240.6138,234.256,234.2755,47668.0
2021-07-19,229.6046,233.6026,228.7514,232.0814,84380.0
2021-07-20,233.1541,241.4427,233.1541,239.5607,121804.0
2021-07-21,241.628,246.0746,241.0234,244.1341,110142.0
2021-07-22,244.6704,244.6704,240.6333,240.8284,83763.0
2021-07-23,241.667,245.1579,239.2682,244.0073,55823.0
2021-07-24,241.667,245.1579,239.2682,244.0073,55823.0
2021-07-25,241.667,245.1579,239.2682,244.0073,55823.0
2021-07-26,244.1243,245.704,243.783,244.8654,53702.0
2021-07-27,242.9054,242.9054,237.981,239.0731,135816.0
2021-07-28,249.8678,256.2159,244.2803,253.9341,117893.0
2021-07-29,267.5934,267.5934,256.8985,260.5748,96942.0
2021-07-30,258.4685,263.2662,258.41,259.3754,100863.0
2021-07-31,258.4685,263.2662,258.41,259.3754,100863.0
2021-08-01,258.4685,263.2662,258.41,259.3754,100863.0
2021-08-02,260.3798,263.3149,256.2745,256.45,57761.0
2021-08-03,258.176,260.292,254.5485,258.8781,61140.0
2021-08-04,258.0297,259.6484,254.8995,254.8995,73108.0
2021-08-05,256.9375,257.0838,253.2515,254.412,58752.0
2021-08-06,256.0502,258.3027,254.724,257.4836,39752.0
2021-08-07,256.0502,258.3027,254.724,257.4836,39752.0
2021-08-08,256.0502,258.3027,254.724,257.4836,39752.0
2021-08-09,257.0448,257.9263,244.1926,256.9375,48022.0
2021-08-10,256.9961,263.6952,255.6016,263.4612,154500.0
2021-08-11,264.173,266.2111,262.7591,265.1969,88979.0
2021-08-12,266.0745,269.2047,264.2023,268.7171,85769.0
2021-08-13,268.5221,272.1301,268.1719,271.6425,72945.0
2021-08-14,268.5221,272.1301,268.1719,271.6425,72945.0
2021-08-15,268.5221,272.1301,268.1719,271.6425,72945.0
2021-08-16,271.5353,272.3154,268.9024,272.3154,62896.0
2021-08-17,270.5699,270.7795,263.2662,266.8059,91100.0
2021-08-18,268.0662,269.9812,265.5846,265.5846,51990.0
2021-08-19,262.1064,266.6202,261.8939,265.1058,43679.0
2021-08-20,265.4283,267.9978,264.3047,267.9978,31687.0
2021-08-21,265.4283,267.9978,264.3047,267.9978,31687.0
2021-08-22,265.4283,267.9978,264.3047,267.9978,31687.0
2021-08-23,270.6651,271.6421,267.7438,271.4076,47865.0
2021-08-24,272.3651,273.8111,271.3002,272.2381,49926.0
2021-08-25,272.8634,275.6724,272.8634,275.3451,62725.0
2021-08-26,274.5439,277.1916,270.7824,274.71,54102.0
2021-08-27,274.8468,280.8652,274.8468,279.0089,71157.0
2021-08-28,274.8468,280.8652,274.8468,279.0089,71157.0
2021-08-29,274.8468,280.8652,274.8468,279.0089,71157.0
2021-08-30,280.6698,282.7314,276.2439,281.4124,52338.0
2021-08-31,282.5653,283.3273,277.7485,278.8428,76625.0
2021-09-01,280.1325,280.1325,275.1594,275.6772,48052.0
2021-09-02,276.9474,277.4164,274.1824,277.4164,38089.0
2021-09-03,276.2928,276.4002,273.2445,274.4462,50821.0
2021-09-04,276.2928,276.4002,273.2445,274.4462,50821.0
2021-09-05,276.2928,276.4002,273.2445,274.4462,50821.0
2021-09-06,276.2928,276.4002,273.2445,274.4462,50821.0
2021-09-07,274.4755,274.4755,268.8772,268.8869,45527.0
2021-09-08,268.4766,268.8576,265.6237,268.1248,55728.0
2021-09-09,267.8317,270.9582,266.7179,267.1185,38103.0
2021-09-10,268.6524,269.82,265.9168,266.4053,48639.0
2021-09-11,268.6524,269.82,265.9168,266.4053,48639.0
2021-09-12,268.6524,269.82,265.9168,266.4053,48639.0
2021-09-13,267.2064,267.2064,255.4382,262.1064,199336.0
2021-09-14,262.1259,262.3311,256.1563,257.2506,81787.0
2021-09-15,257.3385,266.4834,254.9301,265.6139,157193.0
2021-09-16,265.3892,272.5703,263.1909,265.5944,135925.0
2021-09-17,266.1708,273.5473,263.0443,272.0134,628478.0
2021-09-18,266.1708,273.5473,263.0443,272.0134,628478.0
2021-09-19,266.1708,273.5473,263.0443,272.0134,628478.0
2021-09-20,268.3789,268.628,258.4425,261.8817,154752.0
2021-09-21,264.3633,264.676,257.9638,260.8069,81069.0
2021-09-22,263.3765,269.5513,263.3765,266.5225,65998.0
2021-09-23,268.8478,271.6519,267.9881,268.457,81159.0
2021-09-24,266.8547,276.4931,265.1645,275.8727,91499.0
2021-09-25,266.8547,276.4931,265.1645,275.8727,91499.0
2021-09-26,266.8547,276.4931,265.1645,275.8727,91499.0
2021-09-27,275.6284,280.3083,275.1008,277.0842,137629.0
2021-09-28,274.9738,280.0348,271.5065,274.9836,114648.0
2021-09-29,276.4198,276.5947,269.9128,270.3232,38648.0
2021-09-30,271.5054,274.4267,266.503,266.9915,127543.0
2021-10-01,267.9197,273.8404,262.9857,271.8473,117531.0
2021-10-02,267.9197,273.8404,262.9857,271.8473,117531.0
2021-10-03,267.9197,273.8404,262.9857,271.8473,117531.0
2021-10-04,271.7203,271.8375,265.5162,269.053,72928.0
2021-10-05,269.6197,275.4721,269.0042,272.414,70252.0
2021-10-06,268.6622,271.2416,264.5489,268.9749,70567.0
2021-10-07,271.7398,274.1531,269.9323,270.626,87261.0
2021-10-08,271.0462,273.5474,269.4047,271.0657,41100.0
2021-10-09,271.0462,273.5474,269.4047,271.0657,41100.0
2021-10-10,271.0462,273.5474,269.4047,271.0657,41100.0
2021-10-11,271.0364,272.2674,268.5157,268.9651,45044.0
2021-10-12,269.0726,269.7369,264.5294,264.9397,26652.0
2021-10-13,265.3306,268.33,263.6403,266.9622,41153.0
2021-10-14,268.6818,276.6982,268.1151,275.5307,53321.0
2021-10-15,275.9997,277.4359,273.137,274.3485,53163.0
2021-10-16,275.9997,277.4359,273.137,274.3485,53163.0
2021-10-17,275.9997,277.4359,273.137,274.3485,53163.0
2021-10-18,273.0588,278.8965,271.1268,278.8526,55197.0
2021-10-19,278.8917,281.852,277.4847,280.9923,64208.0
2021-10-20,282.194,285.1837,279.6635,284.7733,75865.0
2021-10-21,286.8349,289.6487,283.5716,289.0039,129890.0
2021-10-22,289.6096,292.3599,287.2257,287.636,130116.0
2021-10-23,289.6096,292.3599,287.2257,287.636,130116.0
2021-10-24,289.6096,292.3599,287.2257,287.636,130116.0
2021-10-25,287.9291,294.3091,287.2257,288.8085,110011.0
2021-10-26,287.636,290.9579,278.2371,278.8623,117392.0
2021-10-27,293.3516,297.6163,271.7496,272.4335,179467.0
2021-10-28,273.4789,287.2354,268.2323,286.2682,121122.0
2021-10-29,285.428,292.912,285.428,287.7826,105587.0
2021-10-30,285.428,292.912,285.428,287.7826,105587.0
2021-10-31,285.428,292.912,285.428,287.7826,105587.0
2021-11-01,287.7826,292.9022,286.278,292.8631,86666.0
2021-11-02,293.1074,308.476,292.3257,306.5512,154221.0
2021-11-03,307.2351,309.955,301.3632,307.1472,82174.0
2021-11-04,307.8897,309.5458,305.1687,309.2087,53216.0
2021-11-05,309.2771,313.6933,309.2771,312.5892,59088.0
2021-11-06,309.2771,313.6933,309.2771,312.5892,59088.0
2021-11-07,309.2771,313.6933,309.2771,312.5892,59088.0
2021-11-08,313.7324,314.597,309.5116,311.6611,47340.0
2021-11-09,310.5375,317.1422,310.5375,316.722,70107.0
2021-11-10,315.4421,317.6209,311.3395,315.5789,98065.0
2021-11-11,317.4744,318.5686,313.576,317.5232,59509.0
2021-11-12,319.233,323.0141,309.8829,322.2911,73871.0
2021-11-13,319.233,323.0141,309.8829,322.2911,73871.0
2021-11-14,319.233,323.0141,309.8829,322.2911,73871.0
2021-11-15,323.5808,325.0268,315.4812,317.0835,99650.0
2021-11-16,316.2335,321.4167,314.9439,320.2296,81505.0
2021-11-17,319.9262,324.7311,317.0589,323.9874,105765.0
2021-11-18,325.974,327.6768,319.3684,322.3825,83678.0
2021-11-19,320.7678,322.8571,311.1628,314.6613,101604.0
2021-11-20,320.7678,322.8571,311.1628,314.6613,101604.0
2021-11-21,320.7678,322.8571,311.1628,314.6613,101604.0
2021-11-22,315.8748,320.3568,309.4453,309.5627,111141.0
2021-11-23,309.7878,310.9817,304.7969,307.8306,78287.0
2021-11-24,306.2648,309.4208,301.9981,308.1731,76834.0
2021-11-25,306.2648,309.4208,301.9981,308.1731,76834.0
2021-11-26,302.0177,303.4367,295.4904,297.7705,63722.0
2021-11-27,302.0177,303.4367,295.4904,297.7705,63722.0
2021-11-28,302.0177,303.4367,295.4904,297.7705,63722.0
2021-11-29,302.5951,305.4428,298.7251,303.0941,72224.0
2021-11-30,300.0996,302.5657,288.7072,292.0946,111595.0
2021-12-01,297.9565,304.151,293.3668,293.3668,99597.0
2021-12-02,293.3668,304.381,292.0652,301.7339,90337.0
2021-12-03,304.8459,306.4165,294.7466,300.1877,106183.0
2021-12-04,304.8459,306.4165,294.7466,300.1877,106183.0
2021-12-05,304.8459,306.4165,294.7466,300.1877,106183.0
2021-12-06,304.0043,309.0906,299.9137,301.0586,70565.0
2021-12-07,306.0104,307.674,302.0079,303.6911,58530.0
2021-12-08,303.9162,304.9241,300.6966,303.2703,49780.0
2021-12-09,301.2935,303.0648,294.1986,294.2475,77146.0
2021-12-10,298.2696,302.4581,295.735,297.976,112814.0
2021-12-11,298.2696,302.4581,295.735,297.976,112814.0
2021-12-12,298.2696,302.4581,295.735,297.976,112814.0
2021-12-13,298.6317,303.1724,294.6879,300.2464,102689.0
2021-12-14,300.0409,300.0409,293.9246,296.6158,65425.0
2021-12-15,298.0935,298.6415,291.2236,298.6415,66438.0
2021-12-16,300.217,300.5987,288.6303,290.9398,67540.0
2021-12-17,290.4799,294.5215,284.0602,290.4114,300706.0
2021-12-18,290.4799,294.5215,284.0602,290.4114,300706.0
2021-12-19,290.4799,294.5215,284.0602,290.4114,300706.0
2021-12-20,285.1465,287.4854,279.5195,286.8688,75662.0
2021-12-21,289.0218,293.083,288.3808,292.3393,65850.0
2021-12-22,290.382,293.494,288.8358,293.2004,45779.0
2021-12-23,294.4922,300.5302,294.0714,297.7901,45300.0
2021-12-24,294.4922,300.5302,294.0714,297.7901,45300.0
2021-12-25,294.4922,300.5302,294.0714,297.7901,45300.0
2021-12-26,294.4922,300.5302,294.0714,297.7901,45300.0
2021-12-27,299.718,307.8404,299.1553,307.3902,90311.0
2021-12-28,308.2612,312.1169,306.3872,308.2808,56007.0
2021-12-29,308.2025,312.2245,306.9792,309.1126,48436.0
2021-12-30,310.4337,312.2612,306.3333,306.9596,45184.0
2021-12-31,306.304,310.9621,306.304,307.948,128545.0
2022-01-01,306.304,310.9621,306.304,307.948,128545.0
2022-01-02,306.304,310.9621,306.304,307.948,128545.0
2022-01-03,308.3101,311.8233,305.5309,309.1909,71547.0
2022-01-04,311.334,318.6442,310.5365,316.6576,112902.0
2022-01-05,316.9219,319.8283,309.4355,309.8465,87446.0
2022-01-06,310.2086,311.1089,306.5584,307.9676,53162.0
2022-01-07,309.553,310.0227,296.6696,296.9876,56693.0
2022-01-08,309.553,310.0227,296.6696,296.9876,56693.0
2022-01-09,309.553,310.0227,296.6696,296.9876,56693.0
2022-01-10,293.1711,295.7742,289.1588,295.7448,73422.0
2022-01-11,296.4396,301.499,293.3472,298.3675,119527.0
2022-01-12,298.8372,304.4251,297.3987,299.2874,68065.0
2022-01-13,300.9804,301.7339,295.598,296.8996,73468.0
2022-01-14,293.8659,296.2243,292.261,295.8818,61810.0
2022-01-15,293.8659,296.2243,292.261,295.8818,61810.0
2022-01-16,293.8659,296.2243,292.261,295.8818,61810.0
2022-01-17,293.8659,296.2243,292.261,295.8818,61810.0
2022-01-18,292.8775,293.9099,286.6535,288.875,78528.0
2022-01-19,291.0377,293.0341,279.9305,280.3611,74394.0
2022-01-20,281.4571,288.2878,270.8784,271.5928,122716.0
2022-01-21,271.2209,271.4166,260.2899,261.6012,222379.0
2022-01-22,271.2209,271.4166,260.2899,261.6012,222379.0
2022-01-23,271.2209,271.4166,260.2899,261.6012,222379.0
2022-01-24,259.3504,272.6693,255.2029,271.2992,130030.0
2022-01-25,266.5432,268.5689,258.3425,259.8789,80894.0
2022-01-26,260.8575,265.6722,253.2928,257.2268,86380.0
2022-01-27,260.2605,261.1364,248.8597,249.2806,83198.0
2022-01-28,250.4451,255.6709,244.7072,254.839,76997.0
2022-01-29,250.4451,255.6709,244.7072,254.839,76997.0
2022-01-30,250.4451,255.6709,244.7072,254.839,76997.0
2022-01-31,254.839,264.3022,253.3711,264.1945,131293.0
2022-02-01,265.5841,266.3181,260.1235,265.7016,105197.0
2022-02-02,267.1597,270.0955,245.8163,250.6506,263001.0
2022-02-03,247.1178,254.017,245.6891,251.5216,123812.0
2022-02-04,248.6151,251.82,243.6829,248.7423,112465.0
2022-02-05,248.6151,251.82,243.6829,248.7423,112465.0
2022-02-06,248.6151,251.82,243.6829,248.7423,112465.0
2022-02-07,249.7503,252.2653,247.5582,248.6445,80800.0
2022-02-08,249.5643,256.3265,246.6187,250.7778,185754.0
2022-02-09,254.4182,259.8397,253.88,257.8923,110762.0
2022-02-10,252.2555,261.1706,252.05,253.8213,149943.0
2022-02-11,255.2403,258.6507,247.4799,248.3411,158847.0
2022-02-12,255.2403,258.6507,247.4799,248.3411,158847.0
2022-02-13,255.2403,258.6507,247.4799,248.3411,158847.0
2022-02-14,248.253,250.7093,245.6793,248.5368,98128.0
2022-02-15,251.1986,255.1687,247.9594,253.9583,112004.0
2022-02-16,253.4788,259.6929,252.4121,258.8318,88147.0
2022-02-17,255.7981,256.5271,249.5643,251.1008,95965.0
2022-02-18,252.2849,255.3968,250.4745,252.7937,99221.0
2022-02-19,252.2849,255.3968,250.4745,252.7937,99221.0
2022-02-20,252.2849,255.3968,250.4745,252.7937,99221.0
2022-02-21,252.2849,255.3968,250.4745,252.7937,99221.0
2022-02-22,250.6408,254.888,245.6988,246.423,88041.0
2022-02-23,248.6296,250.2379,244.5402,244.8638,94351.0
2022-02-24,239.1759,250.6279,238.9209,249.7868,190987.0
2022-02-25,249.7868,257.6027,248.5707,257.5929,92972.0
2022-02-26,249.7868,257.6027,248.5707,257.5929,92972.0
2022-02-27,249.7868,257.6027,248.5707,257.5929,92972.0
2022-02-28,253.7683,257.9754,251.8364,253.2191,78608.0
2022-03-01,252.4836,254.3322,242.9515,243.8439,134340.0
2022-03-02,245.4718,253.4349,245.4718,251.7089,54781.0
2022-03-03,253.837,253.837,245.6876,247.3939,81030.0
2022-03-04,245.413,251.7579,239.3819,240.539,87194.0
2022-03-05,245.413,251.7579,239.3819,240.539,87194.0
2022-03-06,245.413,251.7579,239.3819,240.539,87194.0
2022-03-07,239.8722,240.2448,232.6643,232.7035,141759.0
2022-03-08,234.8806,241.4069,230.2959,233.8215,150367.0
2022-03-09,238.8327,244.0989,238.8327,241.2942,100206.0
2022-03-10,236.4693,241.4707,235.0375,240.0683,77058.0
2022-03-11,242.0885,242.0885,234.8512,234.9394,44989.0
2022-03-12,242.0885,242.0885,234.8512,234.9394,44989.0
2022-03-13,242.0885,242.0885,234.8512,234.9394,44989.0
2022-03-14,237.3028,238.7738,231.6149,233.1742,75249.0
2022-03-15,233.5959,239.4799,233.5959,239.2838,73750.0
2022-03-16,241.5491,248.0118,240.3821,246.5604,62313.0
2022-03-17,245.4326,248.6933,243.4713,248.2177,60320.0
2022-03-18,246.933,254.9647,245.8151,253.2976,171985.0
2022-03-19,246.933,254.9647,245.8151,253.2976,171985.0
2022-03-20,246.933,254.9647,245.8151,253.2976,171985.0
2022-03-21,251.7187,253.9841,250.5909,253.0426,68669.0
2022-03-22,253.7781,255.8473,251.4245,252.9053,77636.0
2022-03-23,251.0028,251.0028,247.4577,248.5511,50462.0
2022-03-24,249.777,249.7868,247.0017,248.6296,63945.0
2022-03-25,246.1779,247.6489,243.8145,246.5211,99899.0
2022-03-26,246.1779,247.6489,243.8145,246.5211,99899.0
2022-03-27,246.1779,247.6489,243.8145,246.5211,99899.0
2022-03-28,247.3057,250.2183,245.1678,250.0123,96404.0
2022-03-29,252.9543,257.5439,252.3659,253.7095,81481.0
2022-03-30,254.5038,254.5038,247.4528,249.7868,76670.0
2022-03-31,250.1006,250.3065,244.4029,244.5892,191764.0
2022-04-01,246.2662,248.4138,240.4704,244.3637,86965.0
2022-04-02,246.2662,248.4138,240.4704,244.3637,86965.0
2022-04-03,246.2662,248.4138,240.4704,244.3637,86965.0
2022-04-04,243.8929,248.4335,242.9515,244.7069,105255.0
2022-04-05,243.432,244.1871,235.2925,235.6161,143853.0
2022-04-06,233.8313,233.8313,228.5798,231.6149,170053.0
2022-04-07,231.4384,232.8996,227.5942,229.8399,154499.0
2022-04-08,231.1442,231.6247,226.4809,227.8394,79409.0
2022-04-09,231.1442,231.6247,226.4809,227.8394,79409.0
2022-04-10,231.1442,231.6247,226.4809,227.8394,79409.0
2022-04-11,226.8979,231.0265,226.388,228.5749,108474.0
2022-04-12,230.4479,232.4191,224.5737,225.3583,129541.0
2022-04-13,224.5933,229.1142,224.5933,228.3395,83918.0
2022-04-14,228.3983,230.1537,224.3825,224.5933,84882.0
2022-04-15,228.3983,230.1537,224.3825,224.5933,84882.0
2022-04-16,228.3983,230.1537,224.3825,224.5933,84882.0
2022-04-17,228.3983,230.1537,224.3825,224.5933,84882.0
2022-04-18,224.0834,226.334,221.6317,224.3678,85046.0
2022-04-19,224.2893,228.5896,224.2697,226.8293,131526.0
2022-04-20,229.6046,233.5076,229.4967,232.0366,82926.0
2022-04-21,235.0081,238.1854,230.9187,232.4681,76677.0
2022-04-22,230.5656,231.1344,226.8097,227.0352,80785.0
2022-04-23,230.5656,231.1344,226.8097,227.0352,80785.0
2022-04-24,230.5656,231.1344,226.8097,227.0352,80785.0
2022-04-25,226.1722,228.7122,222.3672,228.6729,67986.0
2022-04-26,226.4664,227.2117,219.6606,220.043,60283.0
2022-04-27,219.4448,223.2204,218.9937,220.5334,59136.0
2022-04-28,222.8085,228.6631,219.9253,227.1627,59180.0
2022-04-29,224.7306,230.3499,223.8529,224.8189,129491.0
2022-04-30,224.7306,230.3499,223.8529,224.8189,129491.0
2022-05-01,224.7306,230.3499,223.8529,224.8189,129491.0
2022-05-02,225.5838,232.1641,223.848,231.762,180187.0
2022-05-03,232.4975,234.3902,229.4182,230.8991,73534.0
2022-05-04,243.3242,257.485,237.5186,255.5433,227231.0
2022-05-05,253.6114,256.3279,245.9425,249.2572,108173.0
2022-05-06,247.8745,253.9448,241.9218,252.1012,139047.0
2022-05-07,247.8745,253.9448,241.9218,252.1012,139047.0
2022-05-08,247.8745,253.9448,241.9218,252.1012,139047.0
2022-05-09,248.051,252.7974,240.178,248.1589,126716.0
2022-05-10,250.9734,252.0374,243.0152,248.1196,171236.0
2022-05-11,246.7173,254.9255,242.7378,245.5111,128066.0
2022-05-12,243.4909,250.6596,242.0101,250.1889,133108.0
2022-05-13,253.3956,260.5349,253.3956,259.8681,155810.0
2022-05-14,253.3956,260.5349,253.3956,259.8681,155810.0
2022-05-15,253.3956,260.5349,253.3956,259.8681,155810.0
2022-05-16,258.0735,259.5199,253.4937,256.4946,90341.0
2022-05-17,260.074,267.6154,259.5052,267.1643,104734.0
2022-05-18,264.3301,267.027,256.5338,257.6027,96886.0
2022-05-19,255.4158,259.1522,254.2881,255.5433,86961.0
2022-05-20,258.3186,258.4951,248.6002,255.3472,75871.0
2022-05-21,258.3186,258.4951,248.6002,255.3472,75871.0
2022-05-22,258.3186,258.4951,248.6002,255.3472,75871.0
2022-05-23,257.7204,260.3486,254.6019,258.8972,78817.0
2022-05-24,255.4649,258.9659,250.8851,256.0238,103766.0
2022-05-25,254.9134,258.8539,252.8056,255.3163,74295.0
2022-05-26,257.4094,260.947,255.8469,259.699,69011.0
2022-05-27,260.5932,266.273,258.2668,266.273,57064.0
2022-05-28,260.5932,266.273,258.2668,266.273,57064.0
2022-05-29,260.5932,266.273,258.2668,266.273,57064.0
2022-05-30,260.5932,266.273,258.2668,266.273,57064.0
