,LFUS US Equity,LFUS US Equity,LFUS US Equity,LFUS US Equity,LFUS US Equity
2020-03-22,113.5299,117.9551,107.0925,109.0277,192710.0
2020-03-23,109.0277,111.5632,100.3944,108.671,182030.0
2020-03-24,115.5642,125.5809,112.2638,124.9928,167596.0
2020-03-25,124.3469,128.2804,120.1917,121.2715,212609.0
2020-03-26,123.5082,137.9019,117.3284,133.3996,169803.0
2020-03-27,128.2996,128.8106,119.8157,120.8473,199500.0
2020-03-28,128.2996,128.8106,119.8157,120.8473,199500.0
2020-03-29,128.2996,128.8106,119.8157,120.8473,199500.0
2020-03-30,120.3074,128.8588,116.9042,127.7115,141844.0
2020-03-31,126.8632,130.027,125.9449,128.6274,156840.0
2020-04-01,121.9078,124.0191,115.4871,117.0296,152828.0
2020-04-02,115.8823,125.4893,115.8823,124.694,123248.0
2020-04-03,124.5494,126.9692,121.2329,124.7518,101627.0
2020-04-04,124.5494,126.9692,121.2329,124.7518,101627.0
2020-04-05,124.5494,126.9692,121.2329,124.7518,101627.0
2020-04-06,130.0061,131.3943,125.2917,130.4013,172400.0
2020-04-07,133.7274,136.9474,129.9771,130.276,114704.0
2020-04-08,132.5609,133.7467,131.2353,133.0429,120482.0
2020-04-09,135.9641,139.8445,132.0788,133.0911,157434.0
2020-04-10,135.9641,139.8445,132.0788,133.0911,157434.0
2020-04-11,135.9641,139.8445,132.0788,133.0911,157434.0
2020-04-12,135.9641,139.8445,132.0788,133.0911,157434.0
2020-04-13,132.0595,133.2068,127.2392,129.3698,99331.0
2020-04-14,132.6958,135.6893,131.1726,131.8089,109463.0
2020-04-15,126.6414,127.7501,125.687,125.8702,160864.0
2020-04-16,128.2225,128.3286,122.4477,125.311,156431.0
2020-04-17,128.9456,133.0815,128.9456,130.2374,128330.0
2020-04-18,128.9456,133.0815,128.9456,130.2374,128330.0
2020-04-19,128.9456,133.0815,128.9456,130.2374,128330.0
2020-04-20,126.0726,129.9,121.0151,126.3811,288555.0
2020-04-21,122.4573,126.786,120.5388,124.2505,113641.0
2020-04-22,126.545,128.9354,126.0051,126.8439,228667.0
2020-04-23,126.2944,130.2471,124.0577,127.3356,129593.0
2020-04-24,128.3575,132.2524,127.2584,130.6231,88321.0
2020-04-25,128.3575,132.2524,127.2584,130.6231,88321.0
2020-04-26,128.3575,132.2524,127.2584,130.6231,88321.0
2020-04-27,130.3146,138.2007,129.1384,136.7257,163761.0
2020-04-28,138.7213,141.2183,137.4873,137.7765,114609.0
2020-04-29,144.2937,154.6286,144.2455,150.7145,296907.0
2020-04-30,146.0483,149.2202,139.9457,140.0228,149645.0
2020-05-01,137.5934,141.3195,134.2528,140.4567,212604.0
2020-05-02,137.5934,141.3195,134.2528,140.4567,212604.0
2020-05-03,137.5934,141.3195,134.2528,140.4567,212604.0
2020-05-04,138.355,139.9071,134.5372,135.241,136457.0
2020-05-05,138.7503,141.2472,134.3637,135.106,139991.0
2020-05-06,135.0578,137.8537,133.6762,134.5854,83934.0
2020-05-07,136.2051,137.6801,135.2314,135.993,90333.0
2020-05-08,137.9404,141.4497,137.9404,141.3725,157674.0
2020-05-09,137.9404,141.4497,137.9404,141.3725,157674.0
2020-05-10,137.9404,141.4497,137.9404,141.3725,157674.0
2020-05-11,139.3962,145.3349,138.114,144.9396,235603.0
2020-05-12,145.1421,145.1421,135.8966,136.0798,124066.0
2020-05-13,135.5109,135.9255,129.6561,131.269,92142.0
2020-05-14,130.3049,133.9973,127.0753,133.9009,137340.0
2020-05-15,133.5731,135.2024,130.9509,134.5565,138492.0
2020-05-16,133.5731,135.2024,130.9509,134.5565,138492.0
2020-05-17,133.5731,135.2024,130.9509,134.5565,138492.0
2020-05-18,145.8844,151.0037,142.6837,149.7215,164853.0
2020-05-19,149.654,151.8617,148.3043,148.8345,95258.0
2020-05-20,151.9002,155.1496,149.9757,151.3586,127277.0
2020-05-21,151.1555,152.6787,148.6314,149.3954,121947.0
2020-05-22,150.1207,151.5182,147.4564,150.8557,107417.0
2020-05-23,150.1207,151.5182,147.4564,150.8557,107417.0
2020-05-24,150.1207,151.5182,147.4564,150.8557,107417.0
2020-05-25,150.1207,151.5182,147.4564,150.8557,107417.0
2020-05-26,156.0103,160.4298,156.0103,158.9405,118806.0
2020-05-27,162.1803,164.9848,160.4202,160.5072,141015.0
2020-05-28,161.513,161.513,155.9716,157.0934,112739.0
2020-05-29,156.0973,158.0702,152.7513,157.1418,108419.0
2020-05-30,156.0973,158.0702,152.7513,157.1418,108419.0
2020-05-31,156.0973,158.0702,152.7513,157.1418,108419.0
2020-06-01,157.4609,161.3776,156.3778,160.9811,94257.0
2020-06-02,161.0198,163.1425,159.8641,161.484,166283.0
2020-06-03,163.6793,171.7689,163.6793,170.9421,140174.0
2020-06-04,169.7816,174.0706,168.3019,170.6616,161413.0
2020-06-05,175.6421,178.8915,173.3646,175.9322,205399.0
2020-06-06,175.6421,178.8915,173.3646,175.9322,205399.0
2020-06-07,175.6421,178.8915,173.3646,175.9322,205399.0
2020-06-08,177.1701,178.8914,172.8201,173.9787,124608.0
2020-06-09,173.3888,179.4718,171.7834,176.3481,181634.0
2020-06-10,177.0444,177.2349,169.0949,169.3754,111625.0
2020-06-11,162.9636,164.1522,156.6679,157.1224,104025.0
2020-06-12,160.5749,162.5478,154.8498,159.2016,86931.0
2020-06-13,160.5749,162.5478,154.8498,159.2016,86931.0
2020-06-14,160.5749,162.5478,154.8498,159.2016,86931.0
2020-06-15,154.2502,161.4356,153.873,160.2654,63791.0
2020-06-16,166.7256,169.7622,160.043,161.4356,147726.0
2020-06-17,161.5227,162.9636,160.114,160.5556,80563.0
2020-06-18,159.0759,160.014,157.4609,158.3216,74572.0
2020-06-19,160.2751,162.3737,156.6969,159.8979,144435.0
2020-06-20,160.2751,162.3737,156.6969,159.8979,144435.0
2020-06-21,160.2751,162.3737,156.6969,159.8979,144435.0
2020-06-22,159.2887,162.2383,156.6244,161.7161,106210.0
2020-06-23,163.9984,163.9984,160.0624,162.0836,94806.0
2020-06-24,160.6136,163.5729,156.6099,158.9309,99547.0
2020-06-25,158.4086,162.0062,156.2907,161.9772,102258.0
2020-06-26,161.6774,164.4626,159.3951,160.7877,210369.0
2020-06-27,161.6774,164.4626,159.3951,160.7877,210369.0
2020-06-28,161.6774,164.4626,159.3951,160.7877,210369.0
2020-06-29,161.1938,164.1144,159.5014,162.1996,97703.0
2020-06-30,161.9578,166.0293,161.9578,165.0138,191164.0
2020-07-01,164.6657,164.6657,156.7453,157.5189,172222.0
2020-07-02,160.1494,162.422,158.0073,159.279,64814.0
2020-07-03,160.1494,162.422,158.0073,159.279,64814.0
2020-07-04,160.1494,162.422,158.0073,159.279,64814.0
2020-07-05,160.1494,162.422,158.0073,159.279,64814.0
2020-07-06,163.1183,163.5342,159.2887,162.9153,72677.0
2020-07-07,161.5517,164.8591,160.4497,161.7838,109905.0
2020-07-08,161.4356,163.9114,161.3969,163.0893,115445.0
2020-07-09,162.8185,165.2073,158.9309,160.6329,98978.0
2020-07-10,159.7335,162.6832,158.6989,161.1455,65108.0
2020-07-11,159.7335,162.6832,158.6989,161.1455,65108.0
2020-07-12,159.7335,162.6832,158.6989,161.1455,65108.0
2020-07-13,162.9636,165.2363,159.69,160.9714,67726.0
2020-07-14,160.5749,163.2247,156.6776,162.8476,125258.0
2020-07-15,166.3291,168.5147,162.9926,167.8184,96692.0
2020-07-16,167.8184,168.9209,163.1667,165.6715,72559.0
2020-07-17,166.2807,168.2439,165.2459,167.5476,55673.0
2020-07-18,166.2807,168.2439,165.2459,167.5476,55673.0
2020-07-19,166.2807,168.2439,165.2459,167.5476,55673.0
2020-07-20,167.3542,167.6975,165.7295,167.0447,50592.0
2020-07-21,169.3754,170.4585,166.7262,167.0931,51107.0
2020-07-22,166.8223,171.0243,166.8223,168.3503,123728.0
2020-07-23,167.5669,170.004,167.2091,169.182,91090.0
2020-07-24,168.1278,169.6558,166.7836,166.9383,59357.0
2020-07-25,168.1278,169.6558,166.7836,166.9383,59357.0
2020-07-26,168.1278,169.6558,166.7836,166.9383,59357.0
2020-07-27,166.6192,172.7505,166.6192,171.3676,87633.0
2020-07-28,170.4102,171.7254,165.362,166.4451,72104.0
2020-07-29,175.9129,186.1592,175.5357,176.4448,183845.0
2020-07-30,172.8956,175.9516,168.6984,171.8705,120000.0
2020-07-31,171.8415,172.4749,164.424,171.8028,101278.0
2020-08-01,171.8415,172.4749,164.424,171.8028,101278.0
2020-08-02,171.8415,172.4749,164.424,171.8028,101278.0
2020-08-03,171.8028,175.9661,171.3773,175.5164,97842.0
2020-08-04,175.6324,179.9746,175.028,178.553,80311.0
2020-08-05,178.9109,181.1932,177.3152,179.7812,81391.0
2020-08-06,179.6749,179.9553,173.0697,179.4428,66928.0
2020-08-07,179.4428,180.8257,175.7727,179.0656,68416.0
2020-08-08,179.4428,180.8257,175.7727,179.0656,68416.0
2020-08-09,179.4428,180.8257,175.7727,179.0656,68416.0
2020-08-10,179.0269,184.665,178.9205,182.7792,139953.0
2020-08-11,183.3594,187.1601,179.6226,185.0325,137309.0
2020-08-12,186.3864,186.6475,182.4697,184.8488,80267.0
2020-08-13,184.5973,185.6321,183.008,183.6883,50704.0
2020-08-14,182.7502,184.8391,181.0336,181.7057,57663.0
2020-08-15,182.7502,184.8391,181.0336,181.7057,57663.0
2020-08-16,182.7502,184.8391,181.0336,181.7057,57663.0
2020-08-17,182.1312,184.2782,181.551,182.4891,67337.0
2020-08-18,181.7347,182.1554,179.2397,179.6265,46400.0
2020-08-19,180.4797,181.6626,177.7745,178.1915,59063.0
2020-08-20,176.7565,176.7565,175.0888,175.3603,50461.0
2020-08-21,174.2743,175.7093,173.0623,175.6414,44726.0
2020-08-22,174.2743,175.7093,173.0623,175.6414,44726.0
2020-08-23,174.2743,175.7093,173.0623,175.6414,44726.0
2020-08-24,177.3673,180.819,177.3673,180.3536,58118.0
2020-08-25,181.5462,181.7838,178.4145,180.6736,50842.0
2020-08-26,180.5282,181.3717,177.0279,178.7053,57767.0
2020-08-27,179.9464,179.9464,175.399,176.2232,58094.0
2020-08-28,177.1928,178.9283,176.3201,178.1527,118109.0
2020-08-29,177.1928,178.9283,176.3201,178.1527,118109.0
2020-08-30,177.1928,178.9283,176.3201,178.1527,118109.0
2020-08-31,178.8023,178.8023,175.3409,175.3409,64654.0
2020-09-01,175.3796,177.92,173.7459,177.92,55982.0
2020-09-02,179.3744,180.6251,176.7662,180.2276,43088.0
2020-09-03,179.1514,179.801,172.2576,172.9266,110931.0
2020-09-04,173.5762,176.1771,169.853,174.5846,59388.0
2020-09-05,173.5762,176.1771,169.853,174.5846,59388.0
2020-09-06,173.5762,176.1771,169.853,174.5846,59388.0
2020-09-07,173.5762,176.1771,169.853,174.5846,59388.0
2020-09-08,172.1218,173.3387,168.4955,168.4955,60383.0
2020-09-09,169.63,173.4356,169.63,171.86,84126.0
2020-09-10,172.7521,173.1593,168.3986,168.3986,48270.0
2020-09-11,170.4541,172.8296,168.3986,169.9984,61361.0
2020-09-12,170.4541,172.8296,168.3986,169.9984,61361.0
2020-09-13,170.4541,172.8296,168.3986,169.9984,61361.0
2020-09-14,171.4043,173.615,171.1425,172.5387,45729.0
2020-09-15,174.4004,174.6718,172.6066,173.1302,37356.0
2020-09-16,174.6912,176.7031,172.8587,173.2853,72887.0
2020-09-17,170.8129,176.8243,170.2214,174.284,77815.0
2020-09-18,174.5749,175.3215,170.1245,171.3171,197329.0
2020-09-19,174.5749,175.3215,170.1245,171.3171,197329.0
2020-09-20,174.5749,175.3215,170.1245,171.3171,197329.0
2020-09-21,168.1368,168.1368,160.9133,162.6392,77262.0
2020-09-22,163.4052,167.7877,161.1654,164.9178,71311.0
2020-09-23,163.7155,166.3334,161.5436,161.7957,59065.0
2020-09-24,160.4189,165.0632,160.4189,163.7058,59410.0
2020-09-25,162.9592,165.8001,162.3386,164.3942,54252.0
2020-09-26,162.9592,165.8001,162.3386,164.3942,54252.0
2020-09-27,162.9592,165.8001,162.3386,164.3942,54252.0
2020-09-28,166.8472,171.7146,166.0328,171.4334,59938.0
2020-09-29,170.6965,173.9931,170.6868,172.3254,74611.0
2020-09-30,172.8684,174.7203,170.7498,171.9473,93668.0
2020-10-01,172.8102,179.6071,171.9667,178.2399,151578.0
2020-10-02,174.5846,176.9892,173.5859,175.6317,46513.0
2020-10-03,174.5846,176.9892,173.5859,175.6317,46513.0
2020-10-04,174.5846,176.9892,173.5859,175.6317,46513.0
2020-10-05,178.3272,181.1972,178.3272,180.9645,42774.0
2020-10-06,182.6613,182.6613,177.9297,179.7234,107798.0
2020-10-07,182.5061,184.2223,180.3827,183.6212,86632.0
2020-10-08,184.2223,184.2223,181.8953,182.3316,57592.0
2020-10-09,184.1932,184.1932,180.8772,181.7983,95507.0
2020-10-10,184.1932,184.1932,180.8772,181.7983,95507.0
2020-10-11,184.1932,184.1932,180.8772,181.7983,95507.0
2020-10-12,183.0588,183.5388,181.6917,183.2042,68561.0
2020-10-13,182.9231,184.0866,181.3717,183.3885,91328.0
2020-10-14,183.8442,185.667,182.7582,183.2042,45401.0
2020-10-15,181.1584,186.7433,180.6542,186.2875,84716.0
2020-10-16,187.1796,187.9746,184.6101,186.9178,24491.0
2020-10-17,187.1796,187.9746,184.6101,186.9178,24491.0
2020-10-18,187.1796,187.9746,184.6101,186.9178,24491.0
2020-10-19,186.9178,188.8957,184.8436,185.3373,69545.0
2020-10-20,187.4801,190.195,186.879,187.0147,51766.0
2020-10-21,188.3431,192.396,188.3431,190.4665,120816.0
2020-10-22,191.184,194.6551,190.7574,194.0734,104953.0
2020-10-23,196.158,197.9372,193.5692,196.4101,131968.0
2020-10-24,196.158,197.9372,193.5692,196.4101,131968.0
2020-10-25,196.158,197.9372,193.5692,196.4101,131968.0
2020-10-26,194.0928,194.0928,187.262,190.0205,113902.0
2020-10-27,189.0412,190.6022,186.6754,190.5247,108002.0
2020-10-28,190.8446,191.7948,185.0756,186.5784,137807.0
2020-10-29,185.3858,195.7895,185.3858,193.9279,118666.0
2020-10-30,193.1135,194.5,188.7939,191.9209,84650.0
2020-10-31,193.1135,194.5,188.7939,191.9209,84650.0
2020-11-01,193.1135,194.5,188.7939,191.9209,84650.0
2020-11-02,193.5013,196.1289,192.2796,196.0125,96306.0
2020-11-03,198.5723,202.3537,198.5723,200.3078,96720.0
2020-11-04,200.0848,201.0932,196.2065,197.5639,120790.0
2020-11-05,201.4035,207.5313,201.4035,204.8552,143636.0
2020-11-06,204.797,207.9531,199.7939,206.8041,56134.0
2020-11-07,204.797,207.9531,199.7939,206.8041,56134.0
2020-11-08,204.797,207.9531,199.7939,206.8041,56134.0
2020-11-09,213.31,219.8451,207.444,208.1421,123713.0
2020-11-10,207.2695,216.4612,206.5229,214.5802,245088.0
2020-11-11,214.0663,215.385,212.8335,214.3184,76760.0
2020-11-12,213.31,215.385,210.4594,212.6798,119808.0
2020-11-13,213.31,219.593,212.9056,218.0901,140919.0
2020-11-14,213.31,219.593,212.9056,218.0901,140919.0
2020-11-15,213.31,219.593,212.9056,218.0901,140919.0
2020-11-16,221.6485,228.1254,220.2135,224.3828,130993.0
2020-11-17,221.0668,223.0981,218.1968,222.8217,138883.0
2020-11-18,223.7546,226.7083,221.6316,224.4347,126891.0
2020-11-19,223.2299,226.4265,221.549,225.3675,128549.0
2020-11-20,225.076,226.7177,223.3659,225.8727,119962.0
2020-11-21,225.076,226.7177,223.3659,225.8727,119962.0
2020-11-22,225.076,226.7177,223.3659,225.8727,119962.0
2020-11-23,226.7083,229.6912,225.0565,228.8361,103942.0
2020-11-24,229.6329,237.3378,229.6329,234.831,146163.0
2020-11-25,233.976,234.695,230.3201,232.9072,49469.0
2020-11-26,233.976,234.695,230.3201,232.9072,49469.0
2020-11-27,232.0522,236.3803,231.9502,235.5112,25452.0
2020-11-28,232.0522,236.3803,231.9502,235.5112,25452.0
2020-11-29,232.0522,236.3803,231.9502,235.5112,25452.0
2020-11-30,234.8893,235.5112,230.8814,233.704,104526.0
2020-12-01,237.5807,238.086,233.257,234.7047,94574.0
2020-12-02,232.9461,237.6342,229.5794,233.1501,123711.0
2020-12-03,234.0635,237.4447,231.9842,235.5598,67896.0
2020-12-04,237.435,242.3903,225.5618,240.0098,80395.0
2020-12-05,237.435,242.3903,225.5618,240.0098,80395.0
2020-12-06,237.435,242.3903,225.5618,240.0098,80395.0
2020-12-07,240.0098,242.1668,237.367,240.5247,102236.0
2020-12-08,239.0187,243.5368,239.0187,243.051,89848.0
2020-12-09,244.0614,245.7618,239.728,242.332,95563.0
2020-12-10,239.796,240.9037,236.6091,237.8236,145429.0
2020-12-11,235.8707,241.7976,235.8707,239.728,99952.0
2020-12-12,235.8707,241.7976,235.8707,239.728,99952.0
2020-12-13,235.8707,241.7976,235.8707,239.728,99952.0
2020-12-14,241.7587,243.7797,235.9484,236.2302,96082.0
2020-12-15,239.3588,242.5651,237.6779,241.9627,74973.0
2020-12-16,243.3619,243.3619,235.6181,236.5994,135987.0
2020-12-17,239.8738,245.0719,237.1241,243.6242,192159.0
2020-12-18,243.459,246.2184,242.8858,244.0226,343490.0
2020-12-19,243.459,246.2184,242.8858,244.0226,343490.0
2020-12-20,243.459,246.2184,242.8858,244.0226,343490.0
2020-12-21,241.0591,241.9044,236.4536,239.6017,103827.0
2020-12-22,241.6421,242.4485,238.7467,241.8947,89640.0
2020-12-23,243.9934,245.3731,240.8842,244.5667,57317.0
2020-12-24,245.7326,246.5002,241.9039,244.5181,25996.0
2020-12-25,245.7326,246.5002,241.9039,244.5181,25996.0
2020-12-26,245.7326,246.5002,241.9039,244.5181,25996.0
2020-12-27,245.7326,246.5002,241.9039,244.5181,25996.0
2020-12-28,247.4524,248.6864,245.3828,245.3926,94977.0
2020-12-29,247.2484,247.2484,239.1548,242.2737,52808.0
2020-12-30,243.3716,247.3164,243.2356,245.9852,40698.0
2020-12-31,246.782,249.211,245.31,247.433,81837.0
2021-01-01,246.782,249.211,245.31,247.433,81837.0
2021-01-02,246.782,249.211,245.31,247.433,81837.0
2021-01-03,246.782,249.211,245.31,247.433,81837.0
2021-01-04,245.9755,248.8855,239.6308,244.8485,113289.0
2021-01-05,243.8671,250.3867,243.5902,247.9382,149620.0
2021-01-06,250.2215,257.0423,242.0259,253.9137,156531.0
2021-01-07,256.6828,260.9482,255.3565,259.2965,104123.0
2021-01-08,261.4437,266.5739,260.098,261.9587,116043.0
2021-01-09,261.4437,266.5739,260.098,261.9587,116043.0
2021-01-10,261.4437,266.5739,260.098,261.9587,116043.0
2021-01-11,252.738,266.2338,252.738,265.2233,84124.0
2021-01-12,265.7092,274.58,264.6064,272.8894,126693.0
2021-01-13,272.0538,274.4957,270.8345,271.2571,88445.0
2021-01-14,276.9454,276.9454,270.8393,275.4059,83129.0
2021-01-15,272.0636,275.4059,263.6007,268.0216,112350.0
2021-01-16,272.0636,275.4059,263.6007,268.0216,112350.0
2021-01-17,272.0636,275.4059,263.6007,268.0216,112350.0
2021-01-18,272.0636,275.4059,263.6007,268.0216,112350.0
2021-01-19,269.3041,272.8991,266.7294,271.9761,108999.0
2021-01-20,274.9687,277.7428,267.7107,275.9306,155270.0
2021-01-21,278.622,279.7491,269.2264,270.509,204530.0
2021-01-22,269.4402,271.9567,264.7278,271.3057,169708.0
2021-01-23,269.4402,271.9567,264.7278,271.3057,169708.0
2021-01-24,269.4402,271.9567,264.7278,271.3057,169708.0
2021-01-25,270.4118,272.2967,263.319,264.9513,105099.0
2021-01-26,265.7772,265.7772,257.3824,257.635,100181.0
2021-01-27,254.0303,261.2008,241.6713,242.9052,190803.0
2021-01-28,241.6907,248.2491,240.0998,245.6452,179133.0
2021-01-29,245.548,248.4166,236.4634,236.4634,132348.0
2021-01-30,245.548,248.4166,236.4634,236.4634,132348.0
2021-01-31,245.548,248.4166,236.4634,236.4634,132348.0
2021-02-01,238.941,248.0548,238.3775,247.4038,110582.0
2021-02-02,251.164,256.4445,249.007,255.0505,123883.0
2021-02-03,259.2965,260.4041,248.939,252.7769,171372.0
2021-02-04,254.2635,255.2108,245.5577,247.0443,118876.0
2021-02-05,247.5593,257.2366,244.795,254.5647,147016.0
2021-02-06,247.5593,257.2366,244.795,254.5647,147016.0
2021-02-07,247.5593,257.2366,244.795,254.5647,147016.0
2021-02-08,254.623,260.7733,254.5355,260.4138,99786.0
2021-02-09,260.5887,263.4696,258.8398,261.9587,96454.0
2021-02-10,264.0088,266.5545,260.8705,261.4923,107669.0
2021-02-11,262.4154,266.1172,258.6066,265.6509,89126.0
2021-02-12,265.3399,267.3026,263.9019,266.914,70809.0
2021-02-13,265.3399,267.3026,263.9019,266.914,70809.0
2021-02-14,265.3399,267.3026,263.9019,266.914,70809.0
2021-02-15,265.3399,267.3026,263.9019,266.914,70809.0
2021-02-16,267.1957,271.568,266.914,269.0612,88622.0
2021-02-17,268.117,270.9494,262.4913,263.0558,58988.0
2021-02-18,263.0558,265.3285,258.6516,260.0289,108915.0
2021-02-19,262.793,272.4191,262.7833,271.1246,72306.0
2021-02-20,262.793,272.4191,262.7833,271.1246,72306.0
2021-02-21,262.793,272.4191,262.7833,271.1246,72306.0
2021-02-22,269.2558,272.5553,268.2371,269.4991,107535.0
2021-02-23,266.1996,266.1996,253.1086,261.956,117588.0
2021-02-24,260.1359,266.443,260.1359,263.669,100062.0
2021-02-25,260.7978,261.3282,250.14,251.6195,82406.0
2021-02-26,253.3325,256.1064,249.6437,253.2741,111274.0
2021-02-27,253.3325,256.1064,249.6437,253.2741,111274.0
2021-02-28,253.3325,256.1064,249.6437,253.2741,111274.0
2021-03-01,259.2307,265.0219,257.7805,265.0122,83347.0
2021-03-02,266.112,266.112,256.0772,256.486,95514.0
2021-03-03,256.8559,262.793,254.3545,254.3545,86883.0
2021-03-04,253.9554,253.9554,241.9448,244.8939,100663.0
2021-03-05,248.8845,254.7876,235.1024,250.4223,152476.0
2021-03-06,248.8845,254.7876,235.1024,250.4223,152476.0
2021-03-07,248.8845,254.7876,235.1024,250.4223,152476.0
2021-03-08,252.2619,255.7852,246.8989,248.2324,96021.0
2021-03-09,251.6681,260.2916,251.6681,257.1381,116880.0
2021-03-10,257.9265,263.1386,254.5798,255.795,82713.0
2021-03-11,259.7953,266.1996,259.5422,260.1457,80470.0
2021-03-12,259.1821,261.9073,250.8019,261.5667,78576.0
2021-03-13,259.1821,261.9073,250.8019,261.5667,78576.0
2021-03-14,259.1821,261.9073,250.8019,261.5667,78576.0
