,SPB US Equity,SPB US Equity,SPB US Equity,SPB US Equity,SPB US Equity
2019-05-25,55.8385,55.874,55.0563,55.0829,242858.0
2019-05-26,55.8385,55.874,55.0563,55.0829,242858.0
2019-05-27,55.8385,55.874,55.0563,55.0829,242858.0
2019-05-28,55.1007,55.1185,53.1363,53.1719,315383.0
2019-05-29,52.4252,52.4341,49.7853,49.9986,520699.0
2019-05-30,50.0786,50.4342,48.6831,49.1098,422704.0
2019-05-31,48.1231,48.8253,46.701,46.8165,510214.0
2019-06-01,48.1231,48.8253,46.701,46.8165,510214.0
2019-06-02,48.1231,48.8253,46.701,46.8165,510214.0
2019-06-03,46.9143,49.1364,46.7543,48.7542,712703.0
2019-06-04,49.2164,51.9008,48.8253,51.7853,513470.0
2019-06-05,52.3452,52.3452,50.6475,52.2297,292866.0
2019-06-06,52.123,52.603,51.4208,51.963,244250.0
2019-06-07,52.1764,52.5586,51.2164,51.5008,347138.0
2019-06-08,52.1764,52.5586,51.2164,51.5008,347138.0
2019-06-09,52.1764,52.5586,51.2164,51.5008,347138.0
2019-06-10,51.7853,52.3986,51.4208,51.7764,352212.0
2019-06-11,52.1852,52.9319,51.8543,51.9364,350322.0
2019-06-12,51.9808,53.0474,51.8475,52.6208,404915.0
2019-06-13,52.6741,53.0297,51.9453,52.843,414548.0
2019-06-14,52.763,53.003,51.723,51.803,422831.0
2019-06-15,52.763,53.003,51.723,51.803,422831.0
2019-06-16,52.763,53.003,51.723,51.803,422831.0
2019-06-17,51.8919,52.0208,50.2342,51.3142,386553.0
2019-06-18,51.8386,52.4963,50.052,50.4786,450351.0
2019-06-19,50.1853,50.6208,49.4475,50.6208,473787.0
2019-06-20,51.0475,51.2519,48.4876,49.4653,563115.0
2019-06-21,49.3409,49.7186,48.8076,49.1276,593240.0
2019-06-22,49.3409,49.7186,48.8076,49.1276,593240.0
2019-06-23,49.3409,49.7186,48.8076,49.1276,593240.0
2019-06-24,49.3498,49.3498,48.132,48.1676,393019.0
2019-06-25,48.1498,48.3542,47.8565,47.9631,455254.0
2019-06-26,47.972,47.972,46.5143,46.541,519612.0
2019-06-27,46.6832,47.0077,46.0699,46.3276,494085.0
2019-06-28,46.6921,47.9009,46.6387,47.7943,1010182.0
2019-06-29,46.6921,47.9009,46.6387,47.7943,1010182.0
2019-06-30,46.6921,47.9009,46.6387,47.7943,1010182.0
2019-07-01,48.4698,49.0742,46.7721,47.0209,326980.0
2019-07-02,46.8432,47.0209,45.9987,46.8876,348003.0
2019-07-03,47.0921,48.2298,46.6921,47.6076,377517.0
2019-07-04,47.0921,48.2298,46.6921,47.6076,377517.0
2019-07-05,47.3587,47.7765,46.6476,47.5987,244477.0
2019-07-06,47.3587,47.7765,46.6476,47.5987,244477.0
2019-07-07,47.3587,47.7765,46.6476,47.5987,244477.0
2019-07-08,47.3854,47.8654,47.0921,47.2254,335282.0
2019-07-09,46.9232,46.9232,45.0832,45.4299,337981.0
2019-07-10,45.7676,46.1232,45.4565,45.5988,332798.0
2019-07-11,45.6521,45.8654,44.2032,44.4521,315568.0
2019-07-12,44.1499,45.9899,43.9188,45.8121,438765.0
2019-07-13,44.1499,45.9899,43.9188,45.8121,438765.0
2019-07-14,44.1499,45.9899,43.9188,45.8121,438765.0
2019-07-15,45.8476,46.0257,44.541,45.2165,296068.0
2019-07-16,45.2254,46.541,45.1632,46.2654,404887.0
2019-07-17,45.6788,46.0032,45.1721,45.421,677120.0
2019-07-18,45.421,45.9543,44.9099,45.9276,445266.0
2019-07-19,46.0432,46.6032,45.8388,45.9454,215115.0
2019-07-20,46.0432,46.6032,45.8388,45.9454,215115.0
2019-07-21,46.0432,46.6032,45.8388,45.9454,215115.0
2019-07-22,45.9899,46.2299,45.2077,45.3677,269569.0
2019-07-23,45.6432,46.2121,44.7277,45.5099,406323.0
2019-07-24,45.3499,46.3187,45.3499,46.1943,225335.0
2019-07-25,45.9187,47.0121,45.8476,46.4698,259463.0
2019-07-26,46.6654,46.8965,46.1143,46.4521,230869.0
2019-07-27,46.6654,46.8965,46.1143,46.4521,230869.0
2019-07-28,46.6654,46.8965,46.1143,46.4521,230869.0
2019-07-29,46.4521,46.9498,45.7232,45.7321,233896.0
2019-07-30,45.7054,45.9765,45.2254,45.7765,243147.0
2019-07-31,45.8476,46.1676,43.9544,44.541,517835.0
2019-08-01,43.9899,45.9632,43.9721,44.381,556410.0
2019-08-02,44.1677,44.2299,41.7322,42.31,565696.0
2019-08-03,44.1677,44.2299,41.7322,42.31,565696.0
2019-08-04,44.1677,44.2299,41.7322,42.31,565696.0
2019-08-05,42.0344,42.2655,40.7189,41.1989,499108.0
2019-08-06,41.3233,41.6789,40.0345,41.4566,620290.0
2019-08-07,43.5544,43.8566,42.6033,43.3499,876186.0
2019-08-08,43.7055,45.5899,43.7055,45.181,462984.0
2019-08-09,44.9854,45.4743,43.8655,44.6921,281993.0
2019-08-10,44.9854,45.4743,43.8655,44.6921,281993.0
2019-08-11,44.9854,45.4743,43.8655,44.6921,281993.0
2019-08-12,44.4166,44.4166,43.4344,44.0966,237195.0
2019-08-13,44.7277,45.9365,44.3632,44.3899,285702.0
2019-08-14,43.501,43.6877,42.9144,43.4744,284801.0
2019-08-15,43.5366,44.1766,43.2522,43.7677,262258.0
2019-08-16,44.0966,45.0432,43.8744,44.781,158979.0
2019-08-17,44.0966,45.0432,43.8744,44.781,158979.0
2019-08-18,44.0966,45.0432,43.8744,44.781,158979.0
2019-08-19,45.3943,45.901,45.1677,45.6432,249661.0
2019-08-20,45.3499,45.6965,44.6032,45.2343,271406.0
2019-08-21,45.4315,46.4398,45.4315,46.1754,213545.0
2019-08-22,46.2829,47.0896,46.1933,46.7311,285033.0
2019-08-23,46.4712,47.3585,45.8976,46.1037,273240.0
2019-08-24,46.4712,47.3585,45.8976,46.1037,273240.0
2019-08-25,46.4712,47.3585,45.8976,46.1037,273240.0
2019-08-26,46.5518,46.619,45.8034,46.1395,361388.0
2019-08-27,46.3278,46.8297,45.6735,46.1933,266173.0
2019-08-28,45.9872,47.5019,45.9872,47.1971,281143.0
2019-08-29,47.5019,49.1241,47.4391,48.909,360888.0
2019-08-30,49.2944,50.3789,49.1107,50.0741,280238.0
2019-08-31,49.2944,50.3789,49.1107,50.0741,280238.0
2019-09-01,49.2944,50.3789,49.1107,50.0741,280238.0
2019-09-02,49.2944,50.3789,49.1107,50.0741,280238.0
2019-09-03,49.4378,49.9487,49.0434,49.6439,291693.0
2019-09-04,49.8053,50.1906,49.3661,49.4288,311351.0
2019-09-05,49.5095,50.3161,49.2585,50.0114,201004.0
2019-09-06,50.2713,50.6298,49.8053,50.0114,238001.0
2019-09-07,50.2713,50.6298,49.8053,50.0114,238001.0
2019-09-08,50.2713,50.6298,49.8053,50.0114,238001.0
2019-09-09,50.0114,51.9384,49.9128,51.6426,439152.0
2019-09-10,51.5709,52.7091,51.3737,52.503,291482.0
2019-09-11,52.4851,54.1969,51.5888,53.946,394845.0
2019-09-12,54.1432,54.7571,53.0497,54.2776,261746.0
2019-09-13,54.3583,54.6809,53.6905,53.8026,194883.0
2019-09-14,54.3583,54.6809,53.6905,53.8026,194883.0
2019-09-15,54.3583,54.6809,53.6905,53.8026,194883.0
2019-09-16,51.9742,52.0101,50.0114,50.5581,492187.0
2019-09-17,50.4506,50.4506,47.5736,48.0038,621206.0
2019-09-18,48.1113,48.1113,46.0768,46.507,464424.0
2019-09-19,46.7042,46.7669,45.6018,45.7362,331819.0
2019-09-20,45.8796,45.8863,44.468,44.5263,672289.0
2019-09-21,45.8796,45.8863,44.468,44.5263,672289.0
2019-09-22,45.8796,45.8863,44.468,44.5263,672289.0
2019-09-23,44.2395,45.3688,43.8362,45.315,542874.0
2019-09-24,45.4136,45.8214,44.9117,45.1268,437256.0
2019-09-25,45.1985,46.2381,44.7952,45.0192,515961.0
2019-09-26,45.2164,45.2497,44.3829,44.7593,370253.0
2019-09-27,44.8131,47.4078,44.2843,47.1434,1183408.0
2019-09-28,44.8131,47.4078,44.2843,47.1434,1183408.0
2019-09-29,44.8131,47.4078,44.2843,47.1434,1183408.0
2019-09-30,47.3226,47.8156,46.982,47.2509,793044.0
2019-10-01,47.3405,48.3175,46.3771,46.8297,865060.0
2019-10-02,46.5697,47.2061,45.9513,46.4443,655693.0
2019-10-03,46.3636,46.5966,44.9834,46.023,1178885.0
2019-10-04,46.2023,46.5922,44.58,44.8131,448346.0
2019-10-05,46.2023,46.5922,44.58,44.8131,448346.0
2019-10-06,46.2023,46.5922,44.58,44.8131,448346.0
2019-10-07,44.6338,44.6697,43.1371,43.2446,658835.0
2019-10-08,42.8234,42.922,42.0795,42.1153,660921.0
2019-10-09,42.2498,42.6396,41.3266,41.8465,567181.0
2019-10-10,41.6672,42.662,41.228,42.6172,674601.0
2019-10-11,42.8951,44.8489,42.8682,44.3201,1791781.0
2019-10-12,42.8951,44.8489,42.8682,44.3201,1791781.0
2019-10-13,42.8951,44.8489,42.8682,44.3201,1791781.0
2019-10-14,44.3112,44.3112,42.0257,42.3663,1129973.0
2019-10-15,42.3394,43.5762,41.7837,43.4866,1338413.0
2019-10-16,43.2625,44.4366,43.0026,43.0474,838641.0
2019-10-17,43.1102,43.6569,42.7606,43.4418,445728.0
2019-10-18,43.6031,43.9706,42.9757,43.4687,552994.0
2019-10-19,43.6031,43.9706,42.9757,43.4687,552994.0
2019-10-20,43.6031,43.9706,42.9757,43.4687,552994.0
2019-10-21,43.7286,46.0499,43.7286,45.9155,961212.0
2019-10-22,46.0499,46.0947,45.1447,45.5032,1136965.0
2019-10-23,45.4315,46.5294,45.0999,46.3815,284866.0
2019-10-24,46.5787,46.8117,44.5352,44.9744,437743.0
2019-10-25,44.84,45.8886,44.6966,45.315,336180.0
2019-10-26,44.84,45.8886,44.6966,45.315,336180.0
2019-10-27,44.84,45.8886,44.6966,45.315,336180.0
2019-10-28,45.6197,46.1647,45.2702,45.2971,249020.0
2019-10-29,45.2791,45.2971,44.3291,44.822,331815.0
2019-10-30,44.8669,45.1895,44.2932,45.1357,312252.0
2019-10-31,45.1537,45.2074,43.8272,45.0013,343940.0
2019-11-01,45.0909,46.3009,44.9565,46.2829,324151.0
2019-11-02,45.0909,46.3009,44.9565,46.2829,324151.0
2019-11-03,45.0909,46.3009,44.9565,46.2829,324151.0
2019-11-04,46.6056,47.3405,46.6056,47.1792,405842.0
2019-11-05,47.1434,47.8604,46.9283,47.0985,335963.0
2019-11-06,47.0448,47.7259,46.7255,47.3047,368966.0
2019-11-07,47.6542,48.5236,47.5825,48.0127,416074.0
2019-11-08,48.0127,48.0127,47.2688,47.5108,216994.0
2019-11-09,48.0127,48.0127,47.2688,47.5108,216994.0
2019-11-10,48.0127,48.0127,47.2688,47.5108,216994.0
2019-11-11,47.233,47.233,46.4263,46.5877,441335.0
2019-11-12,46.6594,46.7378,45.7004,45.9424,532342.0
2019-11-13,49.5184,54.7437,49.384,54.2238,2753593.0
2019-11-14,54.2328,55.5951,53.7847,54.2597,838438.0
2019-11-15,54.4031,56.2046,54.3851,55.38,828727.0
2019-11-16,54.4031,56.2046,54.3851,55.38,828727.0
2019-11-17,54.4031,56.2046,54.3851,55.38,828727.0
2019-11-18,55.2814,56.2135,55.1828,55.7385,697025.0
2019-11-19,55.7475,56.2494,54.9319,55.8192,387980.0
2019-11-20,55.4517,56.4645,55.1201,55.9715,943494.0
2019-11-21,56.2494,56.3838,55.7833,55.9715,528470.0
2019-11-22,55.782,57.1175,55.4346,55.6557,1569715.0
2019-11-23,55.782,57.1175,55.4346,55.6557,1569715.0
2019-11-24,55.782,57.1175,55.4346,55.6557,1569715.0
2019-11-25,55.9535,57.1265,55.9535,56.5761,846348.0
2019-11-26,56.6483,56.8287,56.2061,56.2061,545816.0
2019-11-27,56.3144,56.8738,55.791,56.7836,534929.0
2019-11-28,56.3144,56.8738,55.791,56.7836,534929.0
2019-11-29,56.8558,56.8738,56.4046,56.4137,157874.0
2019-11-30,56.8558,56.8738,56.4046,56.4137,157874.0
2019-12-01,56.8558,56.8738,56.4046,56.4137,157874.0
2019-12-02,56.3776,57.1536,55.8542,56.7204,480109.0
2019-12-03,56.0437,57.5777,55.9083,57.0724,563843.0
2019-12-04,57.0363,58.101,56.7565,56.7836,431493.0
2019-12-05,56.8468,57.4964,56.6031,56.8468,564431.0
2019-12-06,57.0904,57.6138,57.0453,57.0814,489995.0
2019-12-07,57.0904,57.6138,57.0453,57.0814,489995.0
2019-12-08,57.0904,57.6138,57.0453,57.0814,489995.0
2019-12-09,56.946,57.4243,56.8377,56.8377,459027.0
2019-12-10,56.5851,57.2438,55.5835,55.6196,550947.0
2019-12-11,55.5023,56.3234,55.0421,56.0888,376977.0
2019-12-12,56.0257,57.6408,55.8271,56.6031,694719.0
2019-12-13,56.549,56.9009,55.3038,55.6557,345899.0
2019-12-14,56.549,56.9009,55.3038,55.6557,345899.0
2019-12-15,56.549,56.9009,55.3038,55.6557,345899.0
2019-12-16,57.1536,58.2273,56.2467,56.3054,839518.0
2019-12-17,56.2151,56.7024,56.1971,56.3144,607320.0
2019-12-18,56.2783,56.5039,55.6467,56.161,344112.0
2019-12-19,56.1881,56.8829,55.8091,56.2603,552214.0
2019-12-20,57.1084,58.1732,56.7024,57.316,917332.0
2019-12-21,57.1084,58.1732,56.7024,57.316,917332.0
2019-12-22,57.1084,58.1732,56.7024,57.316,917332.0
2019-12-23,57.3521,57.6002,56.3009,57.5325,473250.0
2019-12-24,57.5055,57.9386,57.3521,57.722,180147.0
2019-12-25,57.5055,57.9386,57.3521,57.722,180147.0
2019-12-26,57.7401,58.11,57.1897,57.334,457658.0
2019-12-27,57.4964,58.2093,57.3972,57.4423,277045.0
2019-12-28,57.4964,58.2093,57.3972,57.4423,277045.0
2019-12-29,57.4964,58.2093,57.3972,57.4423,277045.0
2019-12-30,57.4062,58.083,57.2799,57.4604,261679.0
2019-12-31,57.2438,58.2364,57.2438,58.0108,337831.0
2020-01-01,57.2438,58.2364,57.2438,58.0108,337831.0
2020-01-02,58.2544,58.3988,56.7204,57.5055,472475.0
2020-01-03,56.8377,57.6589,56.7114,57.4062,387165.0
2020-01-04,56.8377,57.6589,56.7114,57.4062,387165.0
2020-01-05,56.8377,57.6589,56.7114,57.4062,387165.0
2020-01-06,56.946,58.2815,56.8468,57.8393,449274.0
2020-01-07,57.6498,58.11,56.8829,56.946,400757.0
2020-01-08,56.9821,57.6408,56.7475,57.0002,337342.0
2020-01-09,57.0724,57.2438,56.5761,56.6663,402505.0
2020-01-10,56.7746,57.5235,56.3324,57.0724,383576.0
2020-01-11,56.7746,57.5235,56.3324,57.0724,383576.0
2020-01-12,56.7746,57.5235,56.3324,57.0724,383576.0
2020-01-13,57.2348,57.713,56.928,57.1716,285293.0
2020-01-14,56.9099,57.5777,56.7656,56.9731,265262.0
2020-01-15,56.9641,57.7491,56.8287,57.0363,368766.0
2020-01-16,57.5506,57.8754,57.325,57.4604,266085.0
2020-01-17,57.713,58.11,57.5055,57.5686,385291.0
2020-01-18,57.713,58.11,57.5055,57.5686,385291.0
2020-01-19,57.713,58.11,57.5055,57.5686,385291.0
2020-01-20,57.713,58.11,57.5055,57.5686,385291.0
2020-01-21,57.2799,57.2799,55.7369,55.8181,329485.0
2020-01-22,56.143,56.2151,55.1053,55.1053,499954.0
2020-01-23,54.7804,55.8091,54.6,55.6557,456958.0
2020-01-24,55.9444,56.1159,54.4105,54.988,394811.0
2020-01-25,55.9444,56.1159,54.4105,54.988,394811.0
2020-01-26,55.9444,56.1159,54.4105,54.988,394811.0
2020-01-27,54.23,55.9625,54.1488,55.764,517187.0
2020-01-28,56.161,56.8648,55.9399,56.549,329017.0
2020-01-29,56.7475,57.0092,55.5474,55.7189,541312.0
2020-01-30,53.9142,55.2045,49.177,54.609,1652679.0
2020-01-31,54.5458,56.3866,54.212,55.4121,518876.0
2020-02-01,54.5458,56.3866,54.212,55.4121,518876.0
2020-02-02,54.5458,56.3866,54.212,55.4121,518876.0
2020-02-03,55.8452,56.3595,53.9593,54.2661,635313.0
2020-02-04,54.9068,55.561,53.1472,53.3096,769671.0
2020-02-05,53.7789,54.7082,53.454,53.7247,490023.0
2020-02-06,53.8601,54.8616,53.1292,53.3277,528601.0
2020-02-07,53.066,53.7608,52.8585,53.5713,361162.0
2020-02-08,53.066,53.7608,52.8585,53.5713,361162.0
2020-02-09,53.066,53.7608,52.8585,53.5713,361162.0
2020-02-10,53.3367,53.6525,52.1456,53.0389,390475.0
2020-02-11,53.0119,53.6435,52.687,53.3638,402319.0
2020-02-12,53.6074,54.5549,52.9397,53.824,357611.0
2020-02-13,53.7608,54.4015,53.2735,53.7337,338771.0
2020-02-14,54.8697,55.5603,54.6334,54.906,649969.0
2020-02-15,54.8697,55.5603,54.6334,54.906,649969.0
2020-02-16,54.8697,55.5603,54.6334,54.906,649969.0
2020-02-17,54.8697,55.5603,54.6334,54.906,649969.0
2020-02-18,54.8788,55.4785,54.07,54.4062,327817.0
2020-02-19,54.4607,54.8969,52.3661,53.3612,478898.0
2020-02-20,53.4339,54.8333,53.3066,54.7697,399591.0
2020-02-21,54.5243,56.469,54.2608,56.1237,1229036.0
2020-02-22,54.5243,56.469,54.2608,56.1237,1229036.0
2020-02-23,54.5243,56.469,54.2608,56.1237,1229036.0
2020-02-24,54.9969,56.1055,54.1245,54.2426,618879.0
2020-02-25,54.0972,54.4788,51.8163,51.9617,707445.0
2020-02-26,51.9617,52.2071,49.2173,49.3173,482466.0
2020-02-27,48.6175,49.0719,47.0636,47.0999,667970.0
2020-02-28,45.8641,49.0537,45.437,48.9719,894044.0
2020-02-29,45.8641,49.0537,45.437,48.9719,894044.0
2020-03-01,45.8641,49.0537,45.437,48.9719,894044.0
2020-03-02,48.872,52.516,48.3813,52.4433,596761.0
2020-03-03,52.6433,55.0514,52.3252,53.6974,871654.0
2020-03-04,54.597,55.0787,54.0881,55.0514,576398.0
2020-03-05,53.9973,54.6697,51.7163,52.2888,529272.0
2020-03-06,50.6349,51.9708,50.6349,51.1802,579407.0
2020-03-07,50.6349,51.9708,50.6349,51.1802,579407.0
2020-03-08,50.6349,51.9708,50.6349,51.1802,579407.0
2020-03-09,47.8724,48.5176,46.8001,47.2363,480482.0
2020-03-10,48.2086,48.9356,45.2552,47.2544,677563.0
2020-03-11,46.1821,46.2457,43.3287,44.6554,631237.0
2020-03-12,41.3295,41.4839,37.0584,37.3037,682182.0
2020-03-13,39.2394,41.8474,36.3678,41.7475,546634.0
