,SPB US Equity,SPB US Equity,SPB US Equity,SPB US Equity,SPB US Equity
2020-03-14,39.2394,41.8474,36.3678,41.7475,546634.0
2020-03-15,39.2394,41.8474,36.3678,41.7475,546634.0
2020-03-16,35.4408,39.2939,35.4408,37.3219,560719.0
2020-03-17,37.7399,38.2216,31.297,31.4969,1106855.0
2020-03-18,29.7885,29.7885,17.8022,22.1369,1162730.0
2020-03-19,21.6643,25.2993,20.4921,24.5814,1166125.0
2020-03-20,25.0539,26.9259,23.0274,24.1634,1178955.0
2020-03-21,25.0539,26.9259,23.0274,24.1634,1178955.0
2020-03-22,25.0539,26.9259,23.0274,24.1634,1178955.0
2020-03-23,23.6908,24.2179,21.7552,23.6727,693539.0
2020-03-24,24.5814,28.1982,24.4633,27.5166,793727.0
2020-03-25,27.5348,33.1235,26.8896,33.0054,673982.0
2020-03-26,33.4598,35.6953,33.1326,34.9319,473773.0
2020-03-27,32.8146,33.1599,30.9062,32.3148,536877.0
2020-03-28,32.8146,33.1599,30.9062,32.3148,536877.0
2020-03-29,32.8146,33.1599,30.9062,32.3148,536877.0
2020-03-30,31.7604,32.7237,30.0889,32.7237,613086.0
2020-03-31,32.4874,34.7774,32.3557,33.0508,507740.0
2020-04-01,31.1425,32.4602,29.5431,30.2428,339891.0
2020-04-02,29.9066,32.6964,29.2705,32.3148,510540.0
2020-04-03,32.2057,33.2326,30.3246,31.9149,470851.0
2020-04-04,32.2057,33.2326,30.3246,31.9149,470851.0
2020-04-05,32.2057,33.2326,30.3246,31.9149,470851.0
2020-04-06,34.0505,36.1133,33.1962,33.7687,525674.0
2020-04-07,35.7225,35.9565,34.1777,34.523,493309.0
2020-04-08,35.1137,35.1659,34.2231,34.9228,542065.0
2020-04-09,36.0224,36.8039,35.7134,36.2678,988631.0
2020-04-10,36.0224,36.8039,35.7134,36.2678,988631.0
2020-04-11,36.0224,36.8039,35.7134,36.2678,988631.0
2020-04-12,36.0224,36.8039,35.7134,36.2678,988631.0
2020-04-13,36.2496,36.4223,33.8505,34.8501,286358.0
2020-04-14,35.5135,36.186,34.0959,35.041,379173.0
2020-04-15,33.3689,33.8687,31.8059,33.0145,405005.0
2020-04-16,32.8873,33.8414,31.3878,33.169,325306.0
2020-04-17,33.8869,34.9683,33.8869,34.423,339039.0
2020-04-18,33.8869,34.9683,33.8869,34.423,339039.0
2020-04-19,33.8869,34.9683,33.8869,34.423,339039.0
2020-04-20,33.4325,34.5321,32.5828,32.9691,343537.0
2020-04-21,31.9058,33.9414,31.9058,33.0418,350190.0
2020-04-22,33.796,34.0505,31.8422,32.1784,442035.0
2020-04-23,32.3784,32.8964,32.1784,32.5601,421984.0
2020-04-24,32.8691,33.1508,32.4374,32.8327,436587.0
2020-04-25,32.8691,33.1508,32.4374,32.8327,436587.0
2020-04-26,32.8691,33.1508,32.4374,32.8327,436587.0
2020-04-27,32.96,35.3136,32.96,34.8592,529572.0
2020-04-28,35.6953,37.2401,35.2772,36.4586,354000.0
2020-04-29,36.9675,40.1208,36.7131,39.0031,573855.0
2020-04-30,42.738,44.5282,38.0898,39.1303,777736.0
2020-05-01,38.476,39.1121,37.2083,38.058,557773.0
2020-05-02,38.476,39.1121,37.2083,38.058,557773.0
2020-05-03,38.476,39.1121,37.2083,38.058,557773.0
2020-05-04,37.122,38.0216,36.813,37.9399,393711.0
2020-05-05,38.6123,39.1794,38.1925,38.7214,368299.0
2020-05-06,38.8486,39.0576,36.7403,36.8221,473100.0
2020-05-07,37.431,38.4487,37.431,38.2852,274279.0
2020-05-08,38.6668,40.5661,38.6668,40.0118,325023.0
2020-05-09,38.6668,40.5661,38.6668,40.0118,325023.0
2020-05-10,38.6668,40.5661,38.6668,40.0118,325023.0
2020-05-11,39.3393,39.3393,37.4037,37.54,264254.0
2020-05-12,37.5218,37.8944,36.5313,36.6404,327427.0
2020-05-13,36.3465,36.4108,32.7651,33.9681,424986.0
2020-05-14,33.4079,35.3547,32.1682,34.5283,373110.0
2020-05-15,34.1701,36.1812,33.9406,35.8598,242959.0
2020-05-16,34.1701,36.1812,33.9406,35.8598,242959.0
2020-05-17,34.1701,36.1812,33.9406,35.8598,242959.0
2020-05-18,37.2373,39.7011,37.2097,39.3586,458001.0
2020-05-19,39.3494,39.7718,37.9903,38.679,277240.0
2020-05-20,39.2575,39.4963,38.5745,39.129,230600.0
2020-05-21,39.0463,40.4881,39.0463,40.2034,266183.0
2020-05-22,40.0289,41.0574,39.6524,40.984,297441.0
2020-05-23,40.0289,41.0574,39.6524,40.984,297441.0
2020-05-24,40.0289,41.0574,39.6524,40.984,297441.0
2020-05-25,40.0289,41.0574,39.6524,40.984,297441.0
2020-05-26,42.242,43.8123,42.242,43.3624,362743.0
2020-05-27,45.1531,47.6141,44.8822,46.604,1064326.0
2020-05-28,46.8978,46.8978,43.8031,44.1705,538041.0
2020-05-29,43.6195,44.2439,43.0961,43.4542,409209.0
2020-05-30,43.6195,44.2439,43.0961,43.4542,409209.0
2020-05-31,43.6195,44.2439,43.0961,43.4542,409209.0
2020-06-01,43.5552,44.3633,43.4221,43.895,502179.0
2020-06-02,44.3174,44.4965,42.7563,42.995,403129.0
2020-06-03,43.6195,44.1888,43.2246,43.546,788970.0
2020-06-04,43.1603,45.4469,42.8481,45.2173,771035.0
2020-06-05,47.2927,48.0549,44.7582,45.3459,558620.0
2020-06-06,47.2927,48.0549,44.7582,45.3459,558620.0
2020-06-07,47.2927,48.0549,44.7582,45.3459,558620.0
2020-06-08,45.8693,48.069,45.8693,46.5764,494081.0
2020-06-09,46.1081,46.3101,44.5011,45.052,351666.0
2020-06-10,44.9602,44.9602,42.7563,43.895,378835.0
2020-06-11,41.5166,42.6315,39.83,39.9555,597756.0
2020-06-12,41.6268,42.3522,40.3503,41.5625,353941.0
2020-06-13,41.6268,42.3522,40.3503,41.5625,353941.0
2020-06-14,41.6268,42.3522,40.3503,41.5625,353941.0
2020-06-15,40.2769,42.3614,39.9494,41.9757,331673.0
2020-06-16,43.6746,44.1062,42.1318,43.7664,375223.0
2020-06-17,44.0786,44.0786,42.8527,43.2338,404190.0
2020-06-18,42.6461,43.5644,42.3247,42.6094,368860.0
2020-06-19,43.1144,43.4909,41.31,41.4707,674535.0
2020-06-20,43.1144,43.4909,41.31,41.4707,674535.0
2020-06-21,43.1144,43.4909,41.31,41.4707,674535.0
2020-06-22,41.3972,43.1603,40.5156,42.9767,461333.0
2020-06-23,43.7572,43.9501,41.8563,42.5267,629118.0
2020-06-24,41.8563,42.6828,40.984,42.0676,399395.0
2020-06-25,41.7461,41.939,40.3411,41.2503,347487.0
2020-06-26,40.9013,41.1125,39.5698,39.5698,833847.0
2020-06-27,40.9013,41.1125,39.5698,39.5698,833847.0
2020-06-28,40.9013,41.1125,39.5698,39.5698,833847.0
2020-06-29,40.1758,42.0216,40.1575,41.9298,516907.0
2020-06-30,41.7553,42.1777,40.8003,42.1502,460682.0
2020-07-01,42.2971,43.445,42.2971,42.5818,482276.0
2020-07-02,43.5001,44.4941,42.5543,42.6185,336879.0
2020-07-03,43.5001,44.4941,42.5543,42.6185,336879.0
2020-07-04,43.5001,44.4941,42.5543,42.6185,336879.0
2020-07-05,43.5001,44.4941,42.5543,42.6185,336879.0
2020-07-06,43.6195,43.6195,41.9023,42.141,421080.0
2020-07-07,41.5992,42.0125,40.3641,41.2594,382301.0
2020-07-08,41.3145,41.8288,40.8003,41.287,322093.0
2020-07-09,41.3513,41.6727,40.4697,41.0941,286579.0
2020-07-10,41.0482,41.9941,40.9289,41.6727,434320.0
2020-07-11,41.0482,41.9941,40.9289,41.6727,434320.0
2020-07-12,41.0482,41.9941,40.9289,41.6727,434320.0
2020-07-13,41.9298,43.2124,41.5441,41.7921,200663.0
2020-07-14,41.5809,43.0685,41.1584,43.0318,232300.0
2020-07-15,44.0603,44.4276,43.3991,43.794,200967.0
2020-07-16,43.7389,44.7949,43.3073,44.4551,285263.0
2020-07-17,44.4551,45.2633,44.1429,45.1714,181548.0
2020-07-18,44.4551,45.2633,44.1429,45.1714,181548.0
2020-07-19,44.4551,45.2633,44.1429,45.1714,181548.0
2020-07-20,45.0337,45.4653,44.1521,44.2715,241699.0
2020-07-21,44.6296,45.2816,43.693,43.9225,312295.0
2020-07-22,43.9501,44.85,43.8169,44.7857,247761.0
2020-07-23,44.547,45.3367,44.0786,45.1622,539917.0
2020-07-24,44.8225,44.8408,43.7021,44.4551,287326.0
2020-07-25,44.8225,44.8408,43.7021,44.4551,287326.0
2020-07-26,44.8225,44.8408,43.7021,44.4551,287326.0
2020-07-27,44.6296,45.5479,44.0924,45.3459,417213.0
2020-07-28,45.2173,46.5397,45.1806,45.7316,441912.0
2020-07-29,45.7316,48.0044,45.7316,47.9172,326281.0
2020-07-30,47.1641,48.6059,46.9438,48.56,544190.0
2020-07-31,48.8906,51.5812,47.5039,49.7354,924130.0
2020-08-01,48.8906,51.5812,47.5039,49.7354,924130.0
2020-08-02,48.8906,51.5812,47.5039,49.7354,924130.0
2020-08-03,50.2129,53.9963,50.1257,52.7291,969204.0
2020-08-04,52.5821,52.8668,51.5169,52.2883,599893.0
2020-08-05,52.3985,52.8117,51.3424,51.7924,383241.0
2020-08-06,51.5536,52.775,51.4434,52.0403,309350.0
2020-08-07,51.9761,53.528,51.5996,53.3443,395562.0
2020-08-08,51.9761,53.528,51.5996,53.3443,395562.0
2020-08-09,51.9761,53.528,51.5996,53.3443,395562.0
2020-08-10,53.3627,55.8926,53.3627,54.7126,529368.0
2020-08-11,55.4381,56.2462,54.1249,54.3637,286519.0
2020-08-12,54.8504,55.6309,53.877,55.4748,307757.0
2020-08-13,55.0891,55.7411,54.0239,54.3086,520538.0
2020-08-14,53.9872,54.5657,52.8301,53.3719,402970.0
2020-08-15,53.9872,54.5657,52.8301,53.3719,402970.0
2020-08-16,53.9872,54.5657,52.8301,53.3719,402970.0
2020-08-17,53.6566,53.7025,52.4903,52.6372,260189.0
2020-08-18,52.7658,53.8494,52.5179,53.3168,336524.0
2020-08-19,53.2066,54.0882,53.0964,53.1331,215095.0
2020-08-20,52.8025,54.1065,52.6005,53.5647,234203.0
2020-08-21,53.2158,53.7576,52.3067,53.2617,273860.0
2020-08-22,53.2158,53.7576,52.3067,53.2617,273860.0
2020-08-23,53.2158,53.7576,52.3067,53.2617,273860.0
2020-08-24,53.5669,55.8054,53.1877,55.7962,292960.0
2020-08-25,55.6944,55.9442,54.8434,55.8239,257268.0
2020-08-26,56.0644,56.4067,54.8527,54.9544,271877.0
2020-08-27,55.5002,56.5269,54.7972,54.8157,242004.0
2020-08-28,55.3244,55.8424,54.9359,55.2782,173165.0
2020-08-29,55.3244,55.8424,54.9359,55.2782,173165.0
2020-08-30,55.3244,55.8424,54.9359,55.2782,173165.0
2020-08-31,55.5834,55.7129,54.7139,55.1302,376380.0
2020-09-01,55.4354,56.4067,55.0238,55.6852,549563.0
2020-09-02,56.2679,56.8368,55.4632,55.8979,252831.0
2020-09-03,55.7129,56.1199,54.5289,55.0099,347536.0
2020-09-04,55.3707,55.6574,53.7057,55.3152,315872.0
2020-09-05,55.3707,55.6574,53.7057,55.3152,315872.0
2020-09-06,55.3707,55.6574,53.7057,55.3152,315872.0
2020-09-07,55.3707,55.6574,53.7057,55.3152,315872.0
2020-09-08,55.4169,55.9627,54.7047,54.7047,468401.0
2020-09-09,55.0747,56.3697,54.9036,56.2309,653769.0
2020-09-10,56.2309,57.4149,55.0747,55.0932,365810.0
2020-09-11,55.3337,55.7037,54.2144,54.4087,363831.0
2020-09-12,55.3337,55.7037,54.2144,54.4087,363831.0
2020-09-13,55.3337,55.7037,54.2144,54.4087,363831.0
2020-09-14,54.8342,55.1209,54.6862,54.7602,275409.0
2020-09-15,55.1764,55.3429,53.5022,53.6409,386696.0
2020-09-16,54.2977,55.2319,53.2894,53.7427,459543.0
2020-09-17,53.3912,53.7704,52.4847,52.7252,502879.0
2020-09-18,52.9749,53.7704,52.1147,52.5402,664859.0
2020-09-19,52.9749,53.7704,52.1147,52.5402,664859.0
2020-09-20,52.9749,53.7704,52.1147,52.5402,664859.0
2020-09-21,51.3562,51.8927,50.4313,51.8002,339188.0
2020-09-22,51.7262,52.8824,51.7077,52.8177,279100.0
2020-09-23,52.8454,54.2699,52.4199,52.6882,391292.0
2020-09-24,52.3552,53.5484,51.0879,52.7992,322182.0
2020-09-25,52.5124,53.4143,51.9806,52.3459,262699.0
2020-09-26,52.5124,53.4143,51.9806,52.3459,262699.0
2020-09-27,52.5124,53.4143,51.9806,52.3459,262699.0
2020-09-28,53.2432,54.0757,52.5032,52.9934,262733.0
2020-09-29,52.6697,53.2432,51.8187,52.2534,202453.0
2020-09-30,52.2257,53.3542,52.1702,52.8732,317430.0
2020-10-01,53.1877,54.4133,53.0859,54.2422,288247.0
2020-10-02,53.1599,54.6492,52.9009,54.2977,311879.0
2020-10-03,53.1599,54.6492,52.9009,54.2977,311879.0
2020-10-04,53.1599,54.6492,52.9009,54.2977,311879.0
2020-10-05,55.1487,55.5464,54.6801,55.1857,197761.0
2020-10-06,55.1857,56.4714,54.9729,55.4354,312698.0
2020-10-07,55.8794,57.0079,55.6112,56.0922,431113.0
2020-10-08,56.4622,57.2947,55.7962,57.0449,195460.0
2020-10-09,57.3872,58.3029,56.6842,57.4797,471735.0
2020-10-10,57.3872,58.3029,56.6842,57.4797,471735.0
2020-10-11,57.3872,58.3029,56.6842,57.4797,471735.0
2020-10-12,57.5074,59.3389,57.5074,59.1077,241790.0
2020-10-13,58.0902,58.0902,56.3466,57.3317,421486.0
2020-10-14,57.5352,58.7654,57.3502,57.5999,210567.0
2020-10-15,56.7027,57.8127,56.5371,57.6277,138553.0
2020-10-16,57.5074,58.4972,57.2207,57.7849,167276.0
2020-10-17,57.5074,58.4972,57.2207,57.7849,167276.0
2020-10-18,57.5074,58.4972,57.2207,57.7849,167276.0
2020-10-19,57.9144,58.0254,56.8692,57.1097,215125.0
2020-10-20,57.8127,57.8312,56.2217,56.2494,335239.0
2020-10-21,56.2402,56.4992,55.7037,55.9627,290679.0
2020-10-22,55.9719,56.8229,55.5002,56.7304,243980.0
2020-10-23,56.8044,56.8507,55.7777,56.0089,162337.0
2020-10-24,56.8044,56.8507,55.7777,56.0089,162337.0
2020-10-25,56.8044,56.8507,55.7777,56.0089,162337.0
2020-10-26,55.8887,55.9627,54.4087,55.3707,398759.0
2020-10-27,55.5834,55.8979,55.1579,55.2412,277382.0
2020-10-28,54.1219,54.2838,52.2812,53.0119,415737.0
2020-10-29,52.6512,53.5484,52.2349,53.1969,255574.0
2020-10-30,52.9749,53.2062,51.7817,52.6049,353838.0
2020-10-31,52.9749,53.2062,51.7817,52.6049,353838.0
2020-11-01,52.9749,53.2062,51.7817,52.6049,353838.0
2020-11-02,53.7334,56.0089,53.7334,55.3059,214181.0
2020-11-03,55.7777,56.7882,55.5834,56.3882,309368.0
2020-11-04,55.8887,57.4334,55.0978,56.6009,126442.0
2020-11-05,57.3964,60.2547,57.2947,58.5804,581223.0
2020-11-06,58.8394,59.4314,58.3399,58.8209,147258.0
2020-11-07,58.8394,59.4314,58.3399,58.8209,147258.0
2020-11-08,58.8394,59.4314,58.3399,58.8209,147258.0
2020-11-09,62.0677,62.0677,56.2309,56.3327,670533.0
2020-11-10,56.5639,57.5444,55.6204,57.1652,486400.0
2020-11-11,58.0902,59.7089,57.9237,58.8949,678017.0
2020-11-12,58.3677,59.7136,57.7109,58.7562,521476.0
2020-11-13,63.3535,63.4552,59.8014,60.6524,1194819.0
2020-11-14,63.3535,63.4552,59.8014,60.6524,1194819.0
2020-11-15,63.3535,63.4552,59.8014,60.6524,1194819.0
2020-11-16,60.8189,61.4942,58.3029,60.0882,631599.0
2020-11-17,59.7367,61.2907,59.3297,60.5322,488903.0
2020-11-18,60.5044,61.0132,60.1714,60.3472,494576.0
2020-11-19,60.2732,60.9669,59.8199,60.8374,373996.0
2020-11-20,60.493,61.4333,60.4505,60.6047,247308.0
2020-11-21,60.493,61.4333,60.4505,60.6047,247308.0
2020-11-22,60.493,61.4333,60.4505,60.6047,247308.0
2020-11-23,60.8468,62.1408,60.5116,61.3867,296029.0
2020-11-24,61.8243,64.1609,61.4613,63.8723,359103.0
2020-11-25,63.9747,63.9747,62.7366,63.5186,175007.0
2020-11-26,63.9747,63.9747,62.7366,63.5186,175007.0
2020-11-27,63.5465,63.8165,62.178,62.7831,119984.0
2020-11-28,63.5465,63.8165,62.178,62.7831,119984.0
2020-11-29,63.5465,63.8165,62.178,62.7831,119984.0
2020-11-30,62.5597,62.6993,61.5077,62.2153,360801.0
2020-12-01,62.3642,63.0345,61.4427,61.8987,217312.0
2020-12-02,61.3867,61.7963,60.2975,60.5302,437568.0
2020-12-03,60.8933,63.6582,60.8235,62.3083,397675.0
2020-12-04,62.4014,63.8118,62.4014,62.9786,214499.0
2020-12-05,62.4014,63.8118,62.4014,62.9786,214499.0
2020-12-06,62.4014,63.8118,62.4014,62.9786,214499.0
2020-12-07,62.6621,63.2952,61.5543,61.9732,366038.0
2020-12-08,61.6753,63.3045,61.0981,62.5597,478215.0
2020-12-09,62.8855,64.389,62.7366,64.1702,376218.0
2020-12-10,63.863,64.6078,63.3324,64.4495,221311.0
2020-12-11,64.2447,65.427,64.1377,64.9988,276749.0
2020-12-12,64.2447,65.427,64.1377,64.9988,276749.0
2020-12-13,64.2447,65.427,64.1377,64.9988,276749.0
2020-12-14,65.4922,66.5255,64.5612,64.645,374744.0
2020-12-15,65.185,66.4324,64.4681,66.3114,237295.0
2020-12-16,66.7583,68.5085,66.7583,68.2013,530912.0
2020-12-17,68.6947,68.9274,67.382,68.5829,294725.0
2020-12-18,68.5829,69.9049,68.043,68.5922,544350.0
2020-12-19,68.5829,69.9049,68.043,68.5922,544350.0
2020-12-20,68.5829,69.9049,68.043,68.5922,544350.0
2020-12-21,67.6706,69.4208,67.14,69.1508,264671.0
2020-12-22,69.1508,69.7932,68.5131,69.1881,276923.0
2020-12-23,68.8064,70.5472,68.2571,70.0631,415948.0
2020-12-24,70.5472,71.5434,70.1097,71.05,152628.0
2020-12-25,70.5472,71.5434,70.1097,71.05,152628.0
2020-12-26,70.5472,71.5434,70.1097,71.05,152628.0
2020-12-27,70.5472,71.5434,70.1097,71.05,152628.0
2020-12-28,71.4875,72.735,71.2082,72.2416,273815.0
2020-12-29,72.7536,72.7536,70.5659,71.3479,195950.0
2020-12-30,71.1989,72.6651,70.752,71.8785,240630.0
2020-12-31,71.8785,73.7404,71.3665,73.5263,377646.0
2021-01-01,71.8785,73.7404,71.3665,73.5263,377646.0
2021-01-02,71.8785,73.7404,71.3665,73.5263,377646.0
2021-01-03,71.8785,73.7404,71.3665,73.5263,377646.0
2021-01-04,73.88,74.429,71.7389,72.707,277073.0
2021-01-05,73.0794,74.0754,72.5953,73.5728,281328.0
2021-01-06,73.7311,76.0585,73.7311,74.7737,611240.0
2021-01-07,75.202,75.3882,73.1539,74.0755,405305.0
2021-01-08,75.1834,75.7699,74.4669,75.472,343302.0
2021-01-09,75.1834,75.7699,74.4669,75.472,343302.0
2021-01-10,75.1834,75.7699,74.4669,75.472,343302.0
2021-01-11,74.7179,76.8498,74.5224,76.2819,235695.0
2021-01-12,76.1702,76.8168,75.3975,75.4813,205087.0
2021-01-13,78.6092,78.9444,76.105,76.7101,316367.0
2021-01-14,76.766,77.4363,74.8668,74.9413,312761.0
2021-01-15,74.6248,75.8024,73.7776,75.2392,275309.0
2021-01-16,74.6248,75.8024,73.7776,75.2392,275309.0
2021-01-17,74.6248,75.8024,73.7776,75.2392,275309.0
2021-01-18,74.6248,75.8024,73.7776,75.2392,275309.0
2021-01-19,75.9281,76.4401,75.1368,76.1143,316410.0
2021-01-20,76.3005,76.3005,74.6993,74.9134,175794.0
2021-01-21,74.6248,74.9553,73.5821,73.6659,205108.0
2021-01-22,73.2749,73.2749,72.0554,72.9118,385431.0
2021-01-23,73.2749,73.2749,72.0554,72.9118,385431.0
2021-01-24,73.2749,73.2749,72.0554,72.9118,385431.0
2021-01-25,72.9863,74.0755,72.5627,72.856,307993.0
2021-01-26,73.0608,73.1073,70.8638,71.2175,223007.0
2021-01-27,69.8676,72.5208,69.1322,70.659,498727.0
2021-01-28,70.5659,72.4184,70.2866,71.9157,375054.0
2021-01-29,72.2043,72.6139,70.3145,70.3517,413341.0
2021-01-30,72.2043,72.6139,70.3145,70.3517,413341.0
2021-01-31,72.2043,72.6139,70.3145,70.3517,413341.0
2021-02-01,70.752,73.1073,70.2144,72.8001,349978.0
2021-02-02,73.5821,74.1966,72.4184,73.6101,271439.0
2021-02-03,73.7311,74.1685,72.9165,73.7311,252622.0
2021-02-04,73.8614,75.5092,72.9351,75.2113,421065.0
2021-02-05,77.8459,79.6333,76.2446,77.0546,790465.0
2021-02-06,77.8459,79.6333,76.2446,77.0546,790465.0
2021-02-07,77.8459,79.6333,76.2446,77.0546,790465.0
2021-02-08,78.0507,79.0002,75.2578,77.5852,427091.0
2021-02-09,77.3525,77.4642,76.0212,76.5425,243029.0
2021-02-10,76.8311,77.157,75.5464,76.4774,286122.0
2021-02-11,76.738,78.2834,76.6543,77.1942,294602.0
2021-02-12,77.0173,77.8133,76.1795,77.7528,185015.0
2021-02-13,77.0173,77.8133,76.1795,77.7528,185015.0
2021-02-14,77.0173,77.8133,76.1795,77.7528,185015.0
2021-02-15,77.0173,77.8133,76.1795,77.7528,185015.0
2021-02-16,78.1996,79.4936,77.6131,78.6092,326920.0
2021-02-17,78.1252,78.5608,75.8443,78.0321,283767.0
2021-02-18,77.5945,78.0181,75.835,76.6356,213212.0
2021-02-19,76.8311,77.9203,76.5798,76.9056,267952.0
2021-02-20,76.8311,77.9203,76.5798,76.9056,267952.0
2021-02-21,76.8311,77.9203,76.5798,76.9056,267952.0
2021-02-22,76.288,77.9442,76.288,77.1582,216518.0
2021-02-23,76.6997,77.1957,74.6131,75.736,331905.0
2021-02-24,75.1371,76.9898,74.6506,75.5208,262744.0
2021-02-25,75.6424,76.5688,72.6949,73.0973,214289.0
2021-02-26,73.4809,74.3605,72.1335,72.5639,391614.0
2021-02-27,73.4809,74.3605,72.1335,72.5639,391614.0
2021-02-28,73.4809,74.3605,72.1335,72.5639,391614.0
2021-03-01,73.8739,76.3255,73.6587,75.0155,315006.0
2021-03-02,74.4166,76.6155,74.2014,75.6798,427110.0
2021-03-03,75.7921,76.5921,74.9968,75.2588,197137.0
2021-03-04,74.8564,76.1009,71.4317,72.6294,421966.0
2021-03-05,73.3312,75.867,70.9031,75.8015,467783.0
2021-03-06,73.3312,75.867,70.9031,75.8015,467783.0
2021-03-07,73.3312,75.867,70.9031,75.8015,467783.0
2021-03-08,76.391,78.7209,75.895,76.915,486171.0
2021-03-09,77.6448,78.2998,76.3442,77.5138,298259.0
2021-03-10,77.1208,80.5268,76.784,79.8999,289941.0
2021-03-11,80.0028,81.1724,79.432,79.8156,179620.0
2021-03-12,79.9654,80.0704,78.4776,79.17,267902.0
2021-03-13,79.9654,80.0704,78.4776,79.17,267902.0
2021-03-14,79.9654,80.0704,78.4776,79.17,267902.0
2021-03-15,79.432,79.7408,78.1688,79.6004,229504.0
2021-03-16,79.5256,80.3396,79.0016,79.5349,393992.0
2021-03-17,80.2461,81.5841,79.2729,80.5549,905580.0
2021-03-18,80.6578,81.718,79.3291,79.3759,449092.0
2021-03-19,78.9922,81.6309,76.6623,81.3315,604352.0
2021-03-20,78.9922,81.6309,76.6623,81.3315,604352.0
2021-03-21,78.9922,81.6309,76.6623,81.3315,604352.0
2021-03-22,81.7526,82.1268,79.3852,79.6659,293270.0
2021-03-23,79.0484,79.0484,75.5302,76.2413,372521.0
2021-03-24,76.6342,77.9723,75.9044,76.1196,292409.0
2021-03-25,75.6892,77.8413,74.688,77.6542,223153.0
2021-03-26,78.0191,78.7583,77.1349,78.7209,137511.0
2021-03-27,78.0191,78.7583,77.1349,78.7209,137511.0
2021-03-28,78.0191,78.7583,77.1349,78.7209,137511.0
2021-03-29,78.7583,80.1619,77.6729,77.9255,281364.0
2021-03-30,77.8975,79.9747,77.5232,79.7595,438243.0
2021-03-31,80.1525,82.1456,79.4414,79.5349,401010.0
2021-04-01,79.6191,81.4952,78.4214,80.9572,379311.0
2021-04-02,79.6191,81.4952,78.4214,80.9572,379311.0
2021-04-03,79.6191,81.4952,78.4214,80.9572,379311.0
2021-04-04,79.6191,81.4952,78.4214,80.9572,379311.0
2021-04-05,81.6309,82.3842,80.7841,81.9771,254065.0
2021-04-06,81.7993,84.7655,81.7993,83.5023,514140.0
2021-04-07,83.3339,84.0946,82.3982,83.2684,206459.0
2021-04-08,83.1561,84.3351,81.8836,84.148,373454.0
2021-04-09,84.0544,84.7936,83.2123,84.7,218455.0
2021-04-10,84.0544,84.7936,83.2123,84.7,218455.0
2021-04-11,84.0544,84.7936,83.2123,84.7,218455.0
2021-04-12,84.6345,86.1972,83.9795,85.8603,315118.0
2021-04-13,85.6638,85.6638,83.2684,83.8579,248714.0
2021-04-14,83.5678,84.4474,82.8848,83.5772,210831.0
2021-04-15,84.1573,84.1573,81.6496,84.0544,198051.0
2021-04-16,84.4567,84.6907,82.866,83.1468,254516.0
2021-04-17,84.4567,84.6907,82.866,83.1468,254516.0
2021-04-18,84.4567,84.6907,82.866,83.1468,254516.0
2021-04-19,83.3245,83.3526,82.5666,83.1468,148592.0
2021-04-20,82.8567,82.8567,80.6671,81.3689,183999.0
2021-04-21,81.6028,83.9421,81.4063,82.8286,333096.0
2021-04-22,82.7631,83.1468,81.2941,82.1175,316050.0
2021-04-23,82.4356,83.1187,81.4999,82.735,333605.0
2021-04-24,82.4356,83.1187,81.4999,82.735,333605.0
2021-04-25,82.4356,83.1187,81.4999,82.735,333605.0
2021-04-26,83.2216,83.7456,82.76,83.2871,223960.0
2021-04-27,83.2965,83.6333,82.3514,83.3713,187168.0
2021-04-28,83.9515,84.176,83.0452,83.6146,212477.0
2021-04-29,83.8298,84.5877,83.2123,84.045,141058.0
2021-04-30,83.652,84.017,82.2438,82.473,242429.0
2021-05-01,83.652,84.017,82.2438,82.473,242429.0
2021-05-02,83.652,84.017,82.2438,82.473,242429.0
2021-05-03,83.0906,83.7924,82.052,82.8193,270451.0
2021-05-04,82.6134,83.0251,81.2098,82.3982,214175.0
2021-05-05,82.4824,82.8099,81.0882,82.6134,217210.0
2021-05-06,83.1561,85.7012,83.1561,85.6825,428219.0
2021-05-07,84.9152,88.9435,84.9152,88.6206,701729.0
2021-05-08,84.9152,88.9435,84.9152,88.6206,701729.0
2021-05-09,84.9152,88.9435,84.9152,88.6206,701729.0
2021-05-10,89.9587,91.016,88.7703,88.8358,250627.0
2021-05-11,88.0124,88.0124,85.3363,86.403,283218.0
2021-05-12,86.141,86.4638,84.2135,84.307,296806.0
2021-05-13,84.6813,87.0861,84.6813,86.4217,250992.0
2021-05-14,86.8802,87.6101,86.0755,86.3375,207121.0
2021-05-15,86.8802,87.6101,86.0755,86.3375,207121.0
2021-05-16,86.8802,87.6101,86.0755,86.3375,207121.0
2021-05-17,86.0849,86.9083,85.5321,86.3188,205389.0
2021-05-18,86.3375,86.8615,84.5316,84.5597,192820.0
2021-05-19,83.4598,85.2366,83.4598,85.1802,190376.0
2021-05-20,85.3494,85.3682,84.0662,84.5597,207223.0
2021-05-21,84.4187,85.7818,84.3999,84.7947,133816.0
2021-05-22,84.4187,85.7818,84.3999,84.7947,133816.0
2021-05-23,84.4187,85.7818,84.3999,84.7947,133816.0
2021-05-24,85.199,85.6314,84.7759,84.8887,167524.0
2021-05-25,85.0485,85.4058,83.0556,83.0556,493403.0
2021-05-26,83.3846,84.8558,83.3846,84.6255,449413.0
2021-05-27,84.8135,85.5468,83.5209,83.6666,217261.0
