,TRS US Equity,TRS US Equity,TRS US Equity,TRS US Equity,TRS US Equity
,PX_OPEN,PX_HIGH,PX_LOW,PX_LAST,PX_VOLUME
2020-03-22,22.4129,22.6494,20.4712,20.7275,494971.0
2020-03-23,20.9739,21.24,19.7024,20.7373,352435.0
2020-03-24,21.6934,22.0975,20.2642,21.8806,475628.0
2020-03-25,21.7722,22.95,21.516,21.516,522882.0
2020-03-26,21.7131,23.6548,21.7131,23.6055,548560.0
2020-03-27,22.817,22.955,21.6145,22.6396,269161.0
2020-03-28,22.817,22.955,21.6145,22.6396,269161.0
2020-03-29,22.817,22.955,21.6145,22.6396,269161.0
2020-03-30,22.7283,22.9254,21.723,22.0679,247758.0
2020-03-31,21.8314,22.9254,21.6441,22.7677,371542.0
2020-04-01,21.8511,23.6991,21.2893,21.6835,367010.0
2020-04-02,21.8905,23.2112,21.6638,22.1073,271886.0
2020-04-03,21.9792,22.2798,21.4371,22.0778,244433.0
2020-04-04,21.9792,22.2798,21.4371,22.0778,244433.0
2020-04-05,21.9792,22.2798,21.4371,22.0778,244433.0
2020-04-06,22.7776,23.0782,22.2848,22.8367,262972.0
2020-04-07,23.2704,23.8026,22.8761,23.024,260568.0
2020-04-08,23.1028,23.7402,22.8466,23.2802,228064.0
2020-04-09,23.7533,24.7981,23.4675,24.7291,262207.0
2020-04-10,23.7533,24.7981,23.4675,24.7291,262207.0
2020-04-11,23.7533,24.7981,23.4675,24.7291,262207.0
2020-04-12,23.7533,24.7981,23.4675,24.7291,262207.0
2020-04-13,24.5418,24.5418,23.4281,23.6548,133459.0
2020-04-14,24.325,24.325,23.4084,23.8617,159396.0
2020-04-15,23.1422,23.2112,22.0383,22.3045,245202.0
2020-04-16,22.2848,22.679,21.3484,22.196,274866.0
2020-04-17,22.9057,23.5316,22.7086,23.1127,148709.0
2020-04-18,22.9057,23.5316,22.7086,23.1127,148709.0
2020-04-19,22.9057,23.5316,22.7086,23.1127,148709.0
2020-04-20,22.6001,23.1718,22.408,22.748,128998.0
2020-04-21,22.1369,22.3882,21.6342,21.7427,128167.0
2020-04-22,22.1271,22.3439,21.8215,22.0482,187078.0
2020-04-23,22.1862,22.7628,22.0581,22.3439,202876.0
2020-04-24,22.3735,22.9205,21.9891,22.334,82526.0
2020-04-25,22.3735,22.9205,21.9891,22.334,82526.0
2020-04-26,22.3735,22.9205,21.9891,22.334,82526.0
2020-04-27,22.5509,23.4872,22.3735,23.2605,297304.0
2020-04-28,23.8617,24.4925,23.7927,24.2856,171633.0
2020-04-29,25.005,26.0202,24.8474,25.5176,179856.0
2020-04-30,24.7586,25.8625,23.1718,23.4971,208649.0
2020-05-01,22.9155,23.1225,22.2552,22.8268,180830.0
2020-05-02,22.9155,23.1225,22.2552,22.8268,180830.0
2020-05-03,22.9155,23.1225,22.2552,22.8268,180830.0
2020-05-04,22.2552,22.7874,22.0285,22.7283,149616.0
2020-05-05,23.1718,23.6252,22.5804,22.5804,182718.0
2020-05-06,22.7086,22.7086,21.723,21.7525,115379.0
2020-05-07,21.9496,22.1369,21.4568,21.7032,268734.0
2020-05-08,22.1763,22.8761,22.0186,22.6691,177468.0
2020-05-09,22.1763,22.8761,22.0186,22.6691,177468.0
2020-05-10,22.1763,22.8761,22.0186,22.6691,177468.0
2020-05-11,22.2848,22.334,21.0922,21.171,453139.0
2020-05-12,21.2597,21.2597,19.9193,20.0671,225057.0
2020-05-13,19.8601,19.9587,18.8893,19.1111,403722.0
2020-05-14,18.7168,19.3082,17.7903,19.2786,426939.0
2020-05-15,19.2491,19.8404,18.8252,19.5842,202686.0
2020-05-16,19.2491,19.8404,18.8252,19.5842,202686.0
2020-05-17,19.2491,19.8404,18.8252,19.5842,202686.0
2020-05-18,20.4417,21.8708,20.4417,21.8018,377812.0
2020-05-19,21.7032,21.7032,20.8162,20.826,195278.0
2020-05-20,21.2203,21.9743,21.2203,21.8905,192308.0
2020-05-21,21.8806,22.3882,21.7427,21.9004,336431.0
2020-05-22,22.0186,22.1271,21.3977,21.8609,90844.0
2020-05-23,22.0186,22.1271,21.3977,21.8609,90844.0
2020-05-24,22.0186,22.1271,21.3977,21.8609,90844.0
2020-05-25,22.0186,22.1271,21.3977,21.8609,90844.0
2020-05-26,22.5903,23.2112,22.541,22.6691,261894.0
2020-05-27,23.2605,23.6104,23.0732,23.4379,229231.0
2020-05-28,23.7927,24.0786,23.0141,23.1619,172584.0
2020-05-29,22.8761,23.5069,22.4129,23.3098,263035.0
2020-05-30,22.8761,23.5069,22.4129,23.3098,263035.0
2020-05-31,22.8761,23.5069,22.4129,23.3098,263035.0
2020-06-01,23.4971,23.4971,22.7776,22.7973,222890.0
2020-06-02,22.9747,23.4773,22.6691,23.1127,105800.0
2020-06-03,23.5266,23.9997,23.3985,23.7336,111028.0
2020-06-04,23.5168,24.187,23.1817,24.1476,148694.0
2020-06-05,25.281,25.7147,24.9361,25.5225,232574.0
2020-06-06,25.281,25.7147,24.9361,25.5225,232574.0
2020-06-07,25.281,25.7147,24.9361,25.5225,232574.0
2020-06-08,25.902,26.1385,25.0938,25.2317,147216.0
2020-06-09,24.3644,25.1135,23.773,24.8276,186158.0
2020-06-10,24.7291,24.7291,23.5661,23.7336,110184.0
2020-06-11,22.7184,22.7184,21.8314,22.5213,299095.0
2020-06-12,23.4872,23.4872,22.1271,22.7776,241290.0
2020-06-13,23.4872,23.4872,22.1271,22.7776,241290.0
2020-06-14,23.4872,23.4872,22.1271,22.7776,241290.0
2020-06-15,22.2355,22.8663,21.7032,22.748,159283.0
2020-06-16,23.5956,23.5956,22.7283,23.0732,126822.0
2020-06-17,23.024,23.024,22.2453,22.3636,163914.0
2020-06-18,22.1862,22.5312,21.9989,22.2749,267574.0
2020-06-19,22.5312,23.1127,21.8314,22.6199,557507.0
2020-06-20,22.5312,23.1127,21.8314,22.6199,557507.0
2020-06-21,22.5312,23.1127,21.8314,22.6199,557507.0
2020-06-22,22.4227,22.8466,21.9398,22.7628,231960.0
2020-06-23,23.093,23.093,22.2256,22.3636,168805.0
2020-06-24,22.0975,22.1369,21.4174,21.723,136868.0
2020-06-25,21.6244,22.3143,21.1217,22.3045,192370.0
2020-06-26,22.3045,22.4819,21.9398,22.3636,500378.0
2020-06-27,22.3045,22.4819,21.9398,22.3636,500378.0
2020-06-28,22.3045,22.4819,21.9398,22.3636,500378.0
2020-06-29,22.8268,23.9702,22.61,23.4675,189373.0
2020-06-30,23.3196,24.0391,23.2309,23.6055,219927.0
2020-07-01,23.7139,23.7927,21.9694,23.093,124790.0
2020-07-02,23.5858,23.9307,23.1817,23.2605,88407.0
2020-07-03,23.5858,23.9307,23.1817,23.2605,88407.0
2020-07-04,23.5858,23.9307,23.1817,23.2605,88407.0
2020-07-05,23.5858,23.9307,23.1817,23.2605,88407.0
2020-07-06,23.7139,24.0638,23.5069,23.6646,123631.0
2020-07-07,23.4478,23.6548,23.0043,23.1324,151713.0
2020-07-08,23.093,23.2211,22.5016,22.9747,206969.0
2020-07-09,22.8663,23.6745,22.1468,22.4523,151916.0
2020-07-10,22.5016,22.9648,22.3439,22.9254,192034.0
2020-07-11,22.5016,22.9648,22.3439,22.9254,192034.0
2020-07-12,22.5016,22.9648,22.3439,22.9254,192034.0
2020-07-13,23.2605,23.6055,22.7973,23.1225,95300.0
2020-07-14,23.1225,24.2658,22.8564,23.8814,130039.0
2020-07-15,24.4235,24.7389,24.118,24.1574,167308.0
2020-07-16,24.0983,24.4432,23.9307,24.1279,89260.0
2020-07-17,24.1081,24.7784,23.3295,23.911,87213.0
2020-07-18,24.1081,24.7784,23.3295,23.911,87213.0
2020-07-19,24.1081,24.7784,23.3295,23.911,87213.0
2020-07-20,23.7336,23.7533,23.1225,23.4478,76169.0
2020-07-21,23.6843,24.2067,23.6548,23.8174,123472.0
2020-07-22,23.6449,23.8716,23.5463,23.8026,81297.0
2020-07-23,23.7336,24.4285,23.7336,24.4235,116528.0
2020-07-24,24.3545,24.3743,23.8913,24.0983,130269.0
2020-07-25,24.3545,24.3743,23.8913,24.0983,130269.0
2020-07-26,24.3545,24.3743,23.8913,24.0983,130269.0
2020-07-27,24.0589,24.394,23.842,24.3743,71316.0
2020-07-28,24.3151,24.5615,23.9702,24.3545,304922.0
2020-07-29,24.4432,24.9656,24.4235,24.5418,217996.0
2020-07-30,24.5418,25.3007,23.6449,23.8026,827974.0
2020-07-31,23.7139,24.4038,22.6297,23.0634,221628.0
2020-08-01,23.7139,24.4038,22.6297,23.0634,221628.0
2020-08-02,23.7139,24.4038,22.6297,23.0634,221628.0
2020-08-03,23.1718,23.6942,23.024,23.4478,199366.0
2020-08-04,23.2901,23.4281,22.679,23.2901,173706.0
2020-08-05,23.4478,23.6252,23.2507,23.4379,210869.0
2020-08-06,23.5266,24.187,23.3985,23.7533,297092.0
2020-08-07,23.6055,24.7488,23.4971,24.7192,185630.0
2020-08-08,23.6055,24.7488,23.4971,24.7192,185630.0
2020-08-09,23.6055,24.7488,23.4971,24.7192,185630.0
2020-08-10,24.7291,25.902,24.7291,25.5668,173473.0
2020-08-11,25.8724,26.5032,25.833,26.0597,155551.0
2020-08-12,26.3553,26.5525,25.6161,25.8231,96116.0
2020-08-13,25.7344,25.833,24.8966,25.3106,127328.0
2020-08-14,25.0642,25.695,24.9459,25.557,102437.0
2020-08-15,25.0642,25.695,24.9459,25.557,102437.0
2020-08-16,25.0642,25.695,24.9459,25.557,102437.0
2020-08-17,25.626,25.759,25.0149,25.3599,117617.0
2020-08-18,25.2712,25.2712,24.5911,24.7192,172032.0
2020-08-19,24.7488,25.0149,24.6699,24.7291,88472.0
2020-08-20,24.4235,24.8818,24.1279,24.5911,128911.0
2020-08-21,24.4531,24.7291,24.394,24.6601,113182.0
2020-08-22,24.4531,24.7291,24.394,24.6601,113182.0
2020-08-23,24.4531,24.7291,24.394,24.6601,113182.0
2020-08-24,24.8276,25.4387,24.6108,25.3993,135100.0
2020-08-25,25.5077,25.5866,25.1726,25.5077,232360.0
2020-08-26,25.4683,25.4683,24.9903,25.2317,208649.0
2020-08-27,25.3599,25.5668,25.1923,25.3697,113639.0
2020-08-28,25.5176,25.5324,25.2219,25.3894,92313.0
2020-08-29,25.5176,25.5324,25.2219,25.3894,92313.0
2020-08-30,25.5176,25.5324,25.2219,25.3894,92313.0
2020-08-31,25.3106,25.3106,24.8868,24.9163,180172.0
2020-09-01,24.8868,25.4092,24.8868,25.3796,102176.0
2020-09-02,25.3599,25.8822,25.3303,25.7048,149409.0
2020-09-03,25.7738,25.828,24.8868,24.9656,145352.0
2020-09-04,25.4092,25.557,24.8868,24.9361,164850.0
2020-09-05,25.4092,25.557,24.8868,24.9361,164850.0
2020-09-06,25.4092,25.557,24.8868,24.9361,164850.0
2020-09-07,25.4092,25.557,24.8868,24.9361,164850.0
2020-09-08,24.8868,25.4018,24.2461,24.3545,200521.0
2020-09-09,24.4432,25.0642,24.0687,24.2461,137983.0
2020-09-10,24.1968,24.3545,23.3196,23.4773,146789.0
2020-09-11,23.4576,23.5069,22.9648,23.1718,200682.0
2020-09-12,23.4576,23.5069,22.9648,23.1718,200682.0
2020-09-13,23.4576,23.5069,22.9648,23.1718,200682.0
2020-09-14,23.2309,23.3689,23.0289,23.1028,130515.0
2020-09-15,23.1521,24.3151,22.679,23.0634,107756.0
2020-09-16,23.0732,24.4432,22.8712,23.4576,423517.0
2020-09-17,23.1718,23.8617,22.8564,23.4182,192675.0
2020-09-18,23.8026,23.8814,23.2309,23.4281,390810.0
2020-09-19,23.8026,23.8814,23.2309,23.4281,390810.0
2020-09-20,23.8026,23.8814,23.2309,23.4281,390810.0
2020-09-21,23.0043,23.2211,22.1517,22.4622,278411.0
2020-09-22,22.5016,22.8958,22.3045,22.8268,212299.0
2020-09-23,22.7776,23.1127,22.334,22.5114,246588.0
2020-09-24,22.5016,22.7776,22.0999,22.403,114454.0
2020-09-25,22.2256,22.6593,22.1172,22.4917,180306.0
2020-09-26,22.2256,22.6593,22.1172,22.4917,180306.0
2020-09-27,22.2256,22.6593,22.1172,22.4917,180306.0
2020-09-28,22.7381,23.1521,22.5213,22.8071,103269.0
2020-09-29,22.817,22.8663,22.2453,22.4425,169181.0
2020-09-30,22.4917,22.7529,22.2355,22.472,254612.0
2020-10-01,22.4917,22.7283,22.3439,22.7184,156990.0
2020-10-02,22.2848,23.2704,22.2848,23.1324,139955.0
2020-10-03,22.2848,23.2704,22.2848,23.1324,139955.0
2020-10-04,22.2848,23.2704,22.2848,23.1324,139955.0
2020-10-05,23.3295,23.6459,23.1422,23.3985,100359.0
2020-10-06,23.5365,23.7336,23.1028,23.1915,103518.0
2020-10-07,23.3591,23.8322,23.2507,23.7336,148939.0
2020-10-08,23.9406,24.3841,23.7385,24.1476,77922.0
2020-10-09,24.3447,24.5714,24.2363,24.3743,64285.0
2020-10-10,24.3447,24.5714,24.2363,24.3743,64285.0
2020-10-11,24.3447,24.5714,24.2363,24.3743,64285.0
2020-10-12,24.3743,24.7784,24.1574,24.5911,79296.0
2020-10-13,24.3348,24.7586,23.773,23.9307,88251.0
2020-10-14,23.8519,24.1968,23.5118,23.842,98568.0
2020-10-15,23.6646,24.3545,23.019,24.2264,86038.0
2020-10-16,24.1377,24.8671,23.7139,24.7192,102313.0
2020-10-17,24.1377,24.8671,23.7139,24.7192,102313.0
2020-10-18,24.1377,24.8671,23.7139,24.7192,102313.0
2020-10-19,24.8769,25.0395,24.5418,24.7784,84008.0
2020-10-20,25.0346,25.0346,24.5221,24.6207,119328.0
2020-10-21,24.7192,25.1332,24.3792,24.6502,115868.0
2020-10-22,24.7981,25.1923,24.4728,24.8178,139474.0
2020-10-23,24.9459,25.2022,24.7981,25.1627,132728.0
2020-10-24,24.9459,25.2022,24.7981,25.1627,132728.0
2020-10-25,24.9459,25.2022,24.7981,25.1627,132728.0
2020-10-26,24.7784,24.7784,24.1968,24.6108,141550.0
2020-10-27,24.5024,24.5024,23.4921,23.5661,115664.0
2020-10-28,23.093,23.5069,22.9254,23.2704,116244.0
2020-10-29,23.1028,23.704,22.4917,23.5463,121778.0
2020-10-30,23.5365,24.4432,22.8367,23.98,150525.0
2020-10-31,23.5365,24.4432,22.8367,23.98,150525.0
2020-11-01,23.5365,24.4432,22.8367,23.98,150525.0
2020-11-02,24.3545,24.8276,24.187,24.7291,122212.0
2020-11-03,25.1529,25.764,25.1332,25.7245,133927.0
2020-11-04,25.2613,25.3402,24.8868,25.2712,257151.0
2020-11-05,25.35,26.2272,25.35,25.5176,115585.0
2020-11-06,25.6358,26.0794,24.5024,24.532,96649.0
2020-11-07,25.6358,26.0794,24.5024,24.532,96649.0
2020-11-08,25.6358,26.0794,24.5024,24.532,96649.0
2020-11-09,26.3751,27.8535,26.3751,27.2621,161551.0
2020-11-10,27.5775,28.5828,27.4592,28.2871,188364.0
2020-11-11,28.2871,28.2871,27.0847,27.3607,81583.0
2020-11-12,27.1241,27.1241,26.0104,26.3455,171283.0
2020-11-13,26.5722,27.0256,26.3553,26.8186,79990.0
2020-11-14,26.5722,27.0256,26.3553,26.8186,79990.0
2020-11-15,26.5722,27.0256,26.3553,26.8186,79990.0
2020-11-16,27.4297,27.7056,27.2917,27.6071,242729.0
2020-11-17,27.1241,28.1097,27.0847,27.8732,132193.0
2020-11-18,28.0013,28.2231,27.4987,27.5972,100869.0
2020-11-19,27.4888,27.7253,26.7299,27.1044,95531.0
2020-11-20,26.8284,26.9664,25.8388,26.3455,130945.0
2020-11-21,26.8284,26.9664,25.8388,26.3455,130945.0
2020-11-22,26.8284,26.9664,25.8388,26.3455,130945.0
2020-11-23,26.513,26.9664,26.1829,26.858,131499.0
2020-11-24,27.1734,28.0506,26.7644,27.8535,130638.0
2020-11-25,27.7056,28.0654,26.996,27.7746,189198.0
2020-11-26,27.7056,28.0654,26.996,27.7746,189198.0
2020-11-27,27.7451,27.7451,26.7496,27.2818,69531.0
2020-11-28,27.7451,27.7451,26.7496,27.2818,69531.0
2020-11-29,27.7451,27.7451,26.7496,27.2818,69531.0
2020-11-30,26.996,27.1833,26.1779,26.3455,176646.0
2020-12-01,26.7299,28.1837,26.449,27.1537,174518.0
2020-12-02,27.134,27.3607,26.4736,27.203,124367.0
2020-12-03,27.1537,27.7648,26.9516,27.7056,141696.0
2020-12-04,27.9915,29.1939,27.4395,29.1348,154123.0
2020-12-05,27.9915,29.1939,27.4395,29.1348,154123.0
2020-12-06,27.9915,29.1939,27.4395,29.1348,154123.0
2020-12-07,29.2038,29.5389,28.159,29.46,513408.0
2020-12-08,29.4305,30.0415,29.4107,29.8838,182672.0
2020-12-09,30.219,30.5836,29.6966,30.4949,131923.0
2020-12-10,29.7951,30.9187,29.6374,30.692,561370.0
2020-12-11,30.2091,30.692,30.0218,30.6033,125440.0
2020-12-12,30.2091,30.692,30.0218,30.6033,125440.0
2020-12-13,30.2091,30.692,30.0218,30.6033,125440.0
2020-12-14,30.8596,30.8892,29.8641,30.0317,164801.0
2020-12-15,30.4456,30.4949,29.8641,30.4062,163479.0
2020-12-16,30.5836,30.5836,29.6374,29.9331,162340.0
2020-12-17,30.081,30.1056,29.7064,30.012,188195.0
2020-12-18,30.1204,30.692,29.6769,30.4062,859402.0
2020-12-19,30.1204,30.692,29.6769,30.4062,859402.0
2020-12-20,30.1204,30.692,29.6769,30.4062,859402.0
2020-12-21,30.0908,30.7758,29.1841,29.7754,211527.0
2020-12-22,30.0514,31.037,29.327,30.8793,269470.0
2020-12-23,31.1849,31.3623,30.6526,31.0469,158367.0
2020-12-24,31.1159,31.589,30.6625,31.5791,176243.0
2020-12-25,31.1159,31.589,30.6625,31.5791,176243.0
2020-12-26,31.1159,31.589,30.6625,31.5791,176243.0
2020-12-27,31.1159,31.589,30.6625,31.5791,176243.0
2020-12-28,31.8551,32.5253,31.1356,31.8452,234062.0
2020-12-29,31.8846,31.8846,31.3031,31.7959,290032.0
2020-12-30,32.0522,32.1212,30.9582,31.2144,198140.0
2020-12-31,31.3327,31.4214,30.968,31.2144,104964.0
2021-01-01,31.3327,31.4214,30.968,31.2144,104964.0
2021-01-02,31.3327,31.4214,30.968,31.2144,104964.0
2021-01-03,31.3327,31.4214,30.968,31.2144,104964.0
2021-01-04,31.451,31.4608,30.4062,30.6033,129849.0
2021-01-05,30.5541,30.9729,30.5442,30.8005,115660.0
2021-01-06,31.382,32.4563,31.382,32.2592,287976.0
2021-01-07,32.476,33.028,32.1655,32.8703,106445.0
2021-01-08,33.1955,33.2152,31.6284,32.0916,202472.0
2021-01-09,33.1955,33.2152,31.6284,32.0916,202472.0
2021-01-10,33.1955,33.2152,31.6284,32.0916,202472.0
2021-01-11,31.7171,32.7224,31.7171,32.6583,90983.0
2021-01-12,32.9097,34.5557,32.1902,33.6489,232040.0
2021-01-13,33.5503,34.2945,32.6731,33.4025,162975.0
2021-01-14,33.5208,33.8707,33.2251,33.6785,145899.0
2021-01-15,33.0969,33.708,33.0969,33.3729,159313.0
2021-01-16,33.0969,33.708,33.0969,33.3729,159313.0
2021-01-17,33.0969,33.708,33.0969,33.3729,159313.0
2021-01-18,33.0969,33.708,33.0969,33.3729,159313.0
2021-01-19,33.708,34.2895,33.0033,33.2054,151694.0
2021-01-20,33.0772,33.3828,32.7421,33.1758,152085.0
2021-01-21,33.3236,33.4789,32.6337,33.0969,343407.0
2021-01-22,32.8407,33.9544,32.5549,33.7277,249866.0
2021-01-23,32.8407,33.9544,32.5549,33.7277,249866.0
2021-01-24,32.8407,33.9544,32.5549,33.7277,249866.0
2021-01-25,33.5208,33.5208,31.7959,32.0916,219492.0
2021-01-26,32.3282,32.7027,32.1409,32.2789,182703.0
2021-01-27,31.2243,32.3011,30.6231,30.9286,403199.0
2021-01-28,31.2933,32.5401,30.9187,31.8058,167435.0
2021-01-29,31.7861,33.3138,30.9779,31.1947,197476.0
2021-01-30,31.7861,33.3138,30.9779,31.1947,197476.0
2021-01-31,31.7861,33.3138,30.9779,31.1947,197476.0
2021-02-01,31.4411,31.9438,30.7585,31.7861,301223.0
2021-02-02,32.0719,32.5253,31.4805,32.3183,146940.0
2021-02-03,32.1606,32.5253,31.8058,32.2986,94569.0
2021-02-04,32.5154,32.8308,32.1064,32.5943,67172.0
2021-02-05,32.8308,33.1462,32.343,32.9392,57832.0
2021-02-06,32.8308,33.1462,32.343,32.9392,57832.0
2021-02-07,32.8308,33.1462,32.343,32.9392,57832.0
2021-02-08,33.2941,33.501,32.752,33.3434,94657.0
2021-02-09,33.1955,33.1955,32.7618,33.0181,72186.0
2021-02-10,32.8308,33.1659,32.5253,32.9392,103276.0
2021-02-11,32.8604,33.8263,32.7816,33.1857,327234.0
2021-02-12,32.959,34.1023,32.959,34.0136,66472.0
2021-02-13,32.959,34.1023,32.959,34.0136,66472.0
2021-02-14,32.959,34.1023,32.959,34.0136,66472.0
2021-02-15,32.959,34.1023,32.959,34.0136,66472.0
2021-02-16,34.2008,34.7331,33.7869,34.1516,133674.0
2021-02-17,33.9249,34.7183,33.9249,34.5261,137108.0
2021-02-18,34.4275,34.6641,33.9347,34.3881,364567.0
2021-02-19,34.5359,35.2062,34.4965,35.1372,113616.0
2021-02-20,34.5359,35.2062,34.4965,35.1372,113616.0
2021-02-21,34.5359,35.2062,34.4965,35.1372,113616.0
2021-02-22,34.8612,35.1076,34.7429,34.9943,125427.0
2021-02-23,34.9795,35.5708,34.5754,35.4131,132489.0
2021-02-24,35.7088,36.0932,35.2259,35.2259,226489.0
2021-02-25,35.3047,35.4723,34.0234,34.1417,215150.0
2021-02-26,33.9249,34.329,32.1705,33.1068,279914.0
2021-02-27,33.9249,34.329,32.1705,33.1068,279914.0
2021-02-28,33.9249,34.329,32.1705,33.1068,279914.0
2021-03-01,33.7869,34.0727,33.2054,33.2448,261320.0
2021-03-02,33.0772,33.1068,31.451,31.451,325140.0
2021-03-03,31.3228,31.9241,31.3228,31.6284,279949.0
2021-03-04,31.7269,31.8156,30.7709,31.2341,208040.0
2021-03-05,31.451,31.9044,30.8892,31.8058,253725.0
2021-03-06,31.451,31.9044,30.8892,31.8058,253725.0
2021-03-07,31.451,31.9044,30.8892,31.8058,253725.0
2021-03-08,31.8945,32.8456,31.1504,32.269,243026.0
2021-03-09,32.5351,33.0329,32.0029,32.2493,163118.0
2021-03-10,32.5647,33.0871,32.2789,32.6041,605290.0
2021-03-11,32.8703,33.0477,32.4267,32.6731,299315.0
2021-03-12,32.89,33.8853,32.4366,32.7323,597309.0
2021-03-13,32.89,33.8853,32.4366,32.7323,597309.0
2021-03-14,32.89,33.8853,32.4366,32.7323,597309.0
2021-03-15,32.5549,32.7273,31.7959,32.0325,210887.0
2021-03-16,31.9931,32.2592,31.4904,31.6974,224423.0
2021-03-17,31.5594,32.269,31.1947,31.9635,161816.0
2021-03-18,32.0128,32.9389,31.6284,31.9438,165465.0
2021-03-19,31.6875,32.1212,31.1553,31.7664,446096.0
2021-03-20,31.6875,32.1212,31.1553,31.7664,446096.0
2021-03-21,31.6875,32.1212,31.1553,31.7664,446096.0
2021-03-22,31.7171,32.0916,30.5541,30.9483,142133.0
2021-03-23,30.7019,31.1602,29.7064,30.012,130408.0
2021-03-24,30.2288,31.0764,29.8148,29.8937,150695.0
2021-03-25,29.6572,30.4259,29.327,30.3471,146705.0
2021-03-26,30.6723,30.8892,30.2091,30.5639,180256.0
2021-03-27,30.6723,30.8892,30.2091,30.5639,180256.0
2021-03-28,30.6723,30.8892,30.2091,30.5639,180256.0
2021-03-29,30.3274,30.9187,29.8247,29.8444,212013.0
2021-03-30,29.805,30.6329,29.4699,30.3077,140346.0
2021-03-31,30.2978,31.0764,29.7853,29.8838,179820.0
2021-04-01,29.9627,30.3274,29.7064,30.1302,151937.0
2021-04-02,29.9627,30.3274,29.7064,30.1302,151937.0
2021-04-03,29.9627,30.3274,29.7064,30.1302,151937.0
2021-04-04,29.9627,30.3274,29.7064,30.1302,151937.0
2021-04-05,30.3668,30.6033,30.012,30.5343,157530.0
2021-04-06,30.5442,31.037,30.5442,30.6822,127717.0
2021-04-07,30.6428,30.899,30.0021,30.1302,161253.0
2021-04-08,30.1401,30.5048,29.8328,30.1992,87227.0
2021-04-09,30.3175,30.4654,30.15,30.3865,59263.0
2021-04-10,30.3175,30.4654,30.15,30.3865,59263.0
2021-04-11,30.3175,30.4654,30.15,30.3865,59263.0
2021-04-12,30.5048,30.7709,30.4358,30.6723,56099.0
2021-04-13,30.5836,30.5836,29.9036,29.943,67343.0
2021-04-14,29.9627,30.7315,29.6769,30.5343,108942.0
2021-04-15,30.6822,31.0863,30.2485,30.5836,61153.0
2021-04-16,30.7315,31.0025,30.4358,30.7808,123047.0
2021-04-17,30.7315,31.0025,30.4358,30.7808,123047.0
2021-04-18,30.7315,31.0025,30.4358,30.7808,123047.0
2021-04-19,30.8497,31.1553,30.1795,30.4801,127532.0
2021-04-20,30.3471,30.5442,29.7951,30.0908,134601.0
2021-04-21,29.9923,31.0764,29.9923,30.4456,84420.0
2021-04-22,30.5245,30.6378,30.219,30.3077,124772.0
2021-04-23,30.4654,31.1159,30.219,30.8892,111994.0
2021-04-24,30.4654,31.1159,30.219,30.8892,111994.0
2021-04-25,30.4654,31.1159,30.219,30.8892,111994.0
2021-04-26,30.9187,31.5101,30.6231,30.7413,149353.0
2021-04-27,30.8202,30.8448,30.2485,30.761,119218.0
2021-04-28,30.7118,31.2637,30.6132,31.0074,148647.0
2021-04-29,31.037,32.4662,30.1205,32.3774,186075.0
2021-04-30,32.3774,32.4021,31.2341,31.382,209334.0
2021-05-01,32.3774,32.4021,31.2341,31.382,209334.0
2021-05-02,32.3774,32.4021,31.2341,31.382,209334.0
2021-05-03,31.7861,32.2099,31.52,32.1015,145096.0
2021-05-04,32.0522,32.269,31.5397,32.0916,95705.0
2021-05-05,32.0719,32.0965,31.4978,31.9339,84700.0
2021-05-06,31.9931,33.028,31.9635,32.9688,136270.0
2021-05-07,32.8505,33.4222,32.5499,33.0772,99752.0
2021-05-08,32.8505,33.4222,32.5499,33.0772,99752.0
2021-05-09,32.8505,33.4222,32.5499,33.0772,99752.0
2021-05-10,33.1955,33.4123,32.5943,32.6041,92575.0
2021-05-11,32.2,32.5302,31.9142,32.0621,100759.0
2021-05-12,31.9733,32.2493,31.1257,31.2144,131941.0
2021-05-13,31.2736,32.5549,31.2736,32.3183,111912.0
2021-05-14,32.5844,32.8111,32.3972,32.6928,110527.0
2021-05-15,32.5844,32.8111,32.3972,32.6928,110527.0
2021-05-16,32.5844,32.8111,32.3972,32.6928,110527.0
2021-05-17,32.614,33.1364,32.407,33.0477,89248.0
2021-05-18,33.1265,33.1548,32.1803,32.2099,86060.0
2021-05-19,31.8255,31.9241,31.3031,31.8354,75135.0
2021-05-20,31.7467,32.1064,31.5594,31.9536,91932.0
2021-05-21,32.2986,32.6928,32.1015,32.2986,116124.0
2021-05-22,32.2986,32.6928,32.1015,32.2986,116124.0
2021-05-23,32.2986,32.6928,32.1015,32.2986,116124.0
2021-05-24,32.2887,32.3085,31.7368,32.0719,75718.0
2021-05-25,32.2,32.2,31.4313,31.4313,178127.0
2021-05-26,31.4214,31.9881,30.9484,31.4805,136150.0
2021-05-27,31.8255,32.3972,31.8255,32.1015,135369.0
2021-05-28,32.3183,32.3183,31.6777,31.9536,96793.0
2021-05-29,32.3183,32.3183,31.6777,31.9536,96793.0
2021-05-30,32.3183,32.3183,31.6777,31.9536,96793.0
2021-05-31,32.3183,32.3183,31.6777,31.9536,96793.0
2021-06-01,32.2592,32.8159,32.2592,32.7027,123127.0
2021-06-02,32.7717,32.8111,31.9438,32.2,168875.0
2021-06-03,32.1606,32.338,31.7565,32.2197,68190.0
2021-06-04,32.269,32.3183,31.8354,32.0423,85723.0
