,TRS US Equity,TRS US Equity,TRS US Equity,TRS US Equity,TRS US Equity
,PX_OPEN,PX_HIGH,PX_LOW,PX_LAST,PX_VOLUME
2020-02-25,28.2773,28.2871,27.4789,27.6366,167558.0
2020-02-26,27.8239,28.1787,27.4198,27.6268,120831.0
2020-02-27,26.2666,26.2666,23.6548,24.6404,248314.0
2020-02-28,23.5266,24.9853,23.0831,24.9853,350730.0
2020-02-29,23.5266,24.9853,23.0831,24.9853,350730.0
2020-03-01,23.5266,24.9853,23.0831,24.9853,350730.0
2020-03-02,25.0445,26.513,25.0445,26.3652,247964.0
2020-03-03,26.2272,26.9369,25.7393,26.3061,352544.0
2020-03-04,26.3455,26.7102,25.9118,26.6707,226680.0
2020-03-05,26.1089,26.2169,24.941,25.0642,287257.0
2020-03-06,24.4432,25.005,23.9159,24.118,187128.0
2020-03-07,24.4432,25.005,23.9159,24.118,187128.0
2020-03-08,24.4432,25.005,23.9159,24.118,187128.0
2020-03-09,22.6691,22.9207,21.654,22.4227,387665.0
2020-03-10,23.0437,23.2507,21.9053,23.0437,357221.0
2020-03-11,22.334,22.6593,22.1468,22.5509,340474.0
2020-03-12,22.0186,23.2211,21.24,21.7821,403923.0
2020-03-13,22.7086,23.8322,22.403,22.9451,429773.0
2020-03-14,22.7086,23.8322,22.403,22.9451,429773.0
2020-03-15,22.7086,23.8322,22.403,22.9451,429773.0
2020-03-16,21.0724,22.8958,20.4811,21.7131,287960.0
2020-03-17,21.8511,24.9361,21.6934,24.9361,330169.0
2020-03-18,24.5911,24.7291,21.1809,21.7919,381605.0
2020-03-19,21.6737,24.1476,21.2006,22.5016,342018.0
2020-03-20,22.4129,22.6494,20.4712,20.7275,494971.0
2020-03-21,22.4129,22.6494,20.4712,20.7275,494971.0
