,PINC US Equity,PINC US Equity,PINC US Equity,PINC US Equity,PINC US Equity
2019-02-16,33.8128,34.5541,32.9991,34.0388,982563.0
2019-02-17,33.8128,34.5541,32.9991,34.0388,982563.0
2019-02-18,33.8128,34.5541,32.9991,34.0388,982563.0
2019-02-19,33.9846,34.6265,33.9665,34.4366,1219811.0
2019-02-20,34.2377,34.97,33.3879,34.4185,934258.0
2019-02-21,34.3914,34.7982,33.4692,33.5777,609659.0
2019-02-22,33.5958,33.6772,33.0895,33.2523,587747.0
2019-02-23,33.5958,33.6772,33.0895,33.2523,587747.0
2019-02-24,33.5958,33.6772,33.0895,33.2523,587747.0
2019-02-25,33.3427,33.7495,33.1709,33.189,623521.0
2019-02-26,33.2161,33.5325,32.4386,32.5109,1010919.0
2019-02-27,32.3391,32.8725,31.7515,32.7731,811024.0
2019-02-28,32.7279,33.3698,32.7279,33.0714,987385.0
2019-03-01,33.1438,33.6048,32.8273,33.1618,886783.0
2019-03-02,33.1438,33.6048,32.8273,33.1618,886783.0
2019-03-03,33.1438,33.6048,32.8273,33.1618,886783.0
2019-03-04,32.7821,32.9539,31.982,32.0769,856500.0
2019-03-05,32.086,32.2026,31.0463,31.0824,752128.0
2019-03-06,31.0644,31.1819,30.4405,30.4948,1101867.0
2019-03-07,30.6033,31.643,30.1784,30.3773,665621.0
2019-03-08,30.2688,30.314,29.6902,30.0428,630936.0
2019-03-09,30.2688,30.314,29.6902,30.0428,630936.0
2019-03-10,30.2688,30.314,29.6902,30.0428,630936.0
2019-03-11,30.2416,30.6485,30.097,30.6304,589569.0
2019-03-12,30.549,30.992,30.5038,30.8293,547675.0
2019-03-13,31.0101,31.5616,30.9288,31.0101,727362.0
2019-03-14,31.1367,31.2904,30.6214,30.9378,588349.0
2019-03-15,30.9378,31.4079,30.8383,31.209,772679.0
2019-03-16,30.9378,31.4079,30.8383,31.209,772679.0
2019-03-17,30.9378,31.4079,30.8383,31.209,772679.0
2019-03-18,31.209,31.4622,31.0101,31.2542,426303.0
2019-03-19,31.3898,31.869,31.2994,31.435,490161.0
2019-03-20,31.1909,31.9956,30.3682,30.6394,573730.0
2019-03-21,30.6214,31.5526,30.4225,31.417,574604.0
2019-03-22,31.3898,31.6159,30.9152,31.1548,1138438.0
2019-03-23,31.3898,31.6159,30.9152,31.1548,1138438.0
2019-03-24,31.3898,31.6159,30.9152,31.1548,1138438.0
2019-03-25,31.209,31.8509,31.1774,31.3537,894544.0
2019-03-26,31.4531,31.6249,31.0463,31.2542,537126.0
2019-03-27,31.1096,31.3356,30.5852,31.1005,898811.0
2019-03-28,31.1729,31.417,30.6666,30.8112,907170.0
2019-03-29,30.8745,31.2181,30.6666,31.1819,1060094.0
2019-03-30,30.8745,31.2181,30.6666,31.1819,1060094.0
2019-03-31,30.8745,31.2181,30.6666,31.1819,1060094.0
2019-04-01,31.426,31.6791,30.9514,31.1186,459005.0
2019-04-02,31.0824,31.0824,30.6033,30.8474,880119.0
2019-04-03,30.9197,31.3175,30.6304,30.9559,1957899.0
2019-04-04,30.9468,31.1638,30.7118,31.1367,621268.0
2019-04-05,31.1367,31.643,31.1367,31.5345,849320.0
2019-04-06,31.1367,31.643,31.1367,31.5345,849320.0
2019-04-07,31.1367,31.643,31.1367,31.5345,849320.0
2019-04-08,31.5707,31.7876,31.1729,31.3175,487447.0
2019-04-09,31.3175,31.5345,31.0011,31.417,723939.0
2019-04-10,30.9559,31.209,29.8167,30.3501,1322904.0
2019-04-11,30.3863,30.6304,30.2869,30.3682,1248606.0
2019-04-12,30.4858,30.7931,30.1964,30.2959,1113482.0
2019-04-13,30.4858,30.7931,30.1964,30.2959,1113482.0
2019-04-14,30.4858,30.7931,30.1964,30.2959,1113482.0
2019-04-15,30.4586,30.7479,30.314,30.3411,745268.0
2019-04-16,30.4858,30.6937,29.8258,29.8529,1217892.0
2019-04-17,29.88,29.9162,28.5736,28.6233,1366096.0
2019-04-18,28.6685,29.3195,28.3069,28.9036,1366014.0
2019-04-19,28.6685,29.3195,28.3069,28.9036,1366014.0
2019-04-20,28.6685,29.3195,28.3069,28.9036,1366014.0
2019-04-21,28.6685,29.3195,28.3069,28.9036,1366014.0
2019-04-22,28.9488,29.428,28.9488,29.1387,1035170.0
2019-04-23,29.1748,30.1512,29.1748,29.6269,1087475.0
2019-04-24,29.6902,30.2597,29.3556,30.2326,788519.0
2019-04-25,30.2688,30.4541,29.88,29.88,459473.0
2019-04-26,29.9071,30.4315,29.7128,30.3682,375041.0
2019-04-27,29.9071,30.4315,29.7128,30.3682,375041.0
2019-04-28,29.9071,30.4315,29.7128,30.3682,375041.0
2019-04-29,30.3411,30.644,30.1151,30.3501,439521.0
2019-04-30,30.3773,30.766,29.7715,30.0428,732421.0
2019-05-01,30.1964,30.4858,29.9975,30.0337,434235.0
2019-05-02,30.7027,30.7163,30.1332,30.3773,785814.0
2019-05-03,30.5219,31.1005,30.0337,31.0192,614562.0
2019-05-04,30.5219,31.1005,30.0337,31.0192,614562.0
2019-05-05,30.5219,31.1005,30.0337,31.0192,614562.0
2019-05-06,30.7027,31.6791,30.1332,31.426,1005673.0
2019-05-07,30.6575,33.4964,30.6575,33.2975,1459113.0
2019-05-08,33.424,34.2106,33.0443,34.0569,701373.0
2019-05-09,33.8399,34.4366,33.6772,34.3552,454455.0
2019-05-10,34.1473,34.6445,33.5687,34.2287,637321.0
2019-05-11,34.1473,34.6445,33.5687,34.2287,637321.0
2019-05-12,34.1473,34.6445,33.5687,34.2287,637321.0
2019-05-13,33.858,34.188,32.6916,33.6862,452867.0
2019-05-14,33.7676,34.3236,33.5235,33.8218,478974.0
2019-05-15,33.8489,34.3372,33.5596,34.292,405716.0
2019-05-16,34.3372,34.9519,34.2422,34.5361,266926.0
2019-05-17,34.31,34.9429,34.1383,34.2648,267922.0
2019-05-18,34.31,34.9429,34.1383,34.2648,267922.0
2019-05-19,34.31,34.9429,34.1383,34.2648,267922.0
2019-05-20,34.0931,34.3824,33.8218,34.0931,397361.0
2019-05-21,34.2648,34.3372,33.9574,34.1473,432489.0
2019-05-22,34.1383,34.2332,33.7224,33.8942,314386.0
2019-05-23,33.8037,33.9303,32.8635,32.9177,415953.0
2019-05-24,32.972,33.424,32.8409,33.3879,335466.0
2019-05-25,32.972,33.424,32.8409,33.3879,335466.0
2019-05-26,32.972,33.424,32.8409,33.3879,335466.0
2019-05-27,32.972,33.424,32.8409,33.3879,335466.0
2019-05-28,33.4602,33.6229,33.1121,33.4512,720321.0
2019-05-29,33.3246,33.4783,32.7912,33.4512,539462.0
2019-05-30,33.4964,33.858,33.3427,33.4783,535742.0
2019-05-31,32.6465,33.632,32.529,33.2251,640583.0
2019-06-01,32.6465,33.632,32.529,33.2251,640583.0
2019-06-02,32.6465,33.632,32.529,33.2251,640583.0
2019-06-03,33.2432,33.8489,33.2432,33.7585,425371.0
2019-06-04,34.0478,34.518,34.0478,34.3191,445192.0
2019-06-05,34.5089,34.6039,33.867,34.0569,436498.0
2019-06-06,33.9846,34.1609,33.7133,33.7857,257796.0
2019-06-07,33.6953,34.2648,33.6862,34.0659,282055.0
2019-06-08,33.6953,34.2648,33.6862,34.0659,282055.0
2019-06-09,33.6953,34.2648,33.6862,34.0659,282055.0
2019-06-10,34.1654,34.3733,33.971,34.2558,370864.0
2019-06-11,34.4095,34.4276,33.7585,33.9122,238443.0
2019-06-12,33.9032,34.1925,33.4602,34.0931,269472.0
2019-06-13,34.1835,34.31,33.8942,34.0569,328871.0
2019-06-14,34.0026,34.0026,33.3427,33.4692,408136.0
2019-06-15,34.0026,34.0026,33.3427,33.4692,408136.0
2019-06-16,34.0026,34.0026,33.3427,33.4692,408136.0
2019-06-17,33.65,33.9032,33.2161,33.6681,284999.0
2019-06-18,33.2703,33.7224,32.9629,33.4783,250536.0
2019-06-19,33.5235,34.9926,33.3246,34.7621,574414.0
2019-06-20,34.9339,35.2503,34.2739,34.5903,576205.0
2019-06-21,34.6084,35.5486,34.4456,35.2503,747393.0
2019-06-22,34.6084,35.5486,34.4456,35.2503,747393.0
2019-06-23,34.6084,35.5486,34.4456,35.2503,747393.0
2019-06-24,35.3226,35.7746,35.1327,35.6933,453308.0
2019-06-25,35.6571,36.082,35.5215,35.6571,523645.0
2019-06-26,35.6571,35.7385,34.1563,34.9248,598913.0
2019-06-27,35.0785,35.5215,34.9971,35.4221,182000.0
2019-06-28,35.4401,36.064,35.2173,35.3588,865873.0
2019-06-29,35.4401,36.064,35.2173,35.3588,865873.0
2019-06-30,35.4401,36.064,35.2173,35.3588,865873.0
2019-07-01,35.7294,35.9555,35.178,35.7385,423529.0
2019-07-02,35.7023,35.7746,35.0378,35.178,360098.0
2019-07-03,35.3859,35.5577,34.9248,35.4673,600844.0
2019-07-04,35.3859,35.5577,34.9248,35.4673,600844.0
2019-07-05,35.2774,35.5409,35.1147,35.4401,300912.0
2019-07-06,35.2774,35.5409,35.1147,35.4401,300912.0
2019-07-07,35.2774,35.5409,35.1147,35.4401,300912.0
2019-07-08,35.413,35.5125,35.0197,35.3678,282837.0
2019-07-09,35.2322,35.5712,34.961,35.404,322377.0
2019-07-10,35.4853,35.7837,35.2864,35.621,505564.0
2019-07-11,35.7114,36.1001,35.4401,35.6029,285284.0
2019-07-12,35.6119,35.6119,35.1599,35.196,182056.0
2019-07-13,35.6119,35.6119,35.1599,35.196,182056.0
2019-07-14,35.6119,35.6119,35.1599,35.196,182056.0
2019-07-15,35.3045,35.5215,34.8073,35.5034,398194.0
2019-07-16,35.3226,35.8741,35.0966,35.6933,470943.0
2019-07-17,35.7566,36.0368,35.4401,35.5577,308840.0
2019-07-18,35.5396,35.9464,35.1418,35.9012,301253.0
2019-07-19,35.856,35.9374,35.3859,35.4221,286543.0
2019-07-20,35.856,35.9374,35.3859,35.4221,286543.0
2019-07-21,35.856,35.9374,35.3859,35.4221,286543.0
2019-07-22,35.5938,35.5938,35.2503,35.2684,194416.0
2019-07-23,35.4853,35.5577,34.8118,35.4221,264799.0
2019-07-24,35.5034,35.5486,34.8796,35.4944,332622.0
2019-07-25,35.3226,35.8831,35.2141,35.8018,221484.0
2019-07-26,35.9916,36.2086,35.7294,36.0368,220350.0
2019-07-27,35.9916,36.2086,35.7294,36.0368,220350.0
2019-07-28,35.9916,36.2086,35.7294,36.0368,220350.0
2019-07-29,36.064,36.1724,35.7927,35.9374,262554.0
2019-07-30,35.9012,36.2855,35.621,36.0549,534663.0
2019-07-31,35.9826,36.1092,34.5496,35.0333,821676.0
2019-08-01,35.2232,36.0097,35.1418,35.1418,434722.0
2019-08-02,35.2141,35.8108,34.9474,35.6842,483746.0
2019-08-03,35.2141,35.8108,34.9474,35.6842,483746.0
2019-08-04,35.2141,35.8108,34.9474,35.6842,483746.0
2019-08-05,35.4853,35.6029,33.7923,35.2051,265852.0
2019-08-06,35.2864,35.6119,34.4863,35.1147,287347.0
2019-08-07,34.8706,35.6752,34.6852,35.621,394787.0
2019-08-08,35.7837,36.1724,35.5803,35.9374,315701.0
2019-08-09,35.9012,36.0368,35.7114,35.7114,130649.0
2019-08-10,35.9012,36.0368,35.7114,35.7114,130649.0
2019-08-11,35.9012,36.0368,35.7114,35.7114,130649.0
2019-08-12,35.6842,35.7743,35.0062,35.7204,378039.0
2019-08-13,34.7802,36.0368,34.7802,35.6752,342489.0
2019-08-14,35.3678,35.621,34.5858,34.7259,512373.0
2019-08-15,34.8434,35.3362,34.5632,34.8073,288277.0
2019-08-16,34.8434,35.3407,34.8434,35.0152,464769.0
2019-08-17,34.8434,35.3407,34.8434,35.0152,464769.0
2019-08-18,34.8434,35.3407,34.8434,35.0152,464769.0
2019-08-19,35.3497,35.5215,34.744,34.7802,575663.0
2019-08-20,35.1056,35.1056,32.6104,33.9936,802052.0
2019-08-21,34.5089,35.4492,34.1202,34.1925,484243.0
2019-08-22,34.1654,34.3914,33.5687,34.1563,618199.0
2019-08-23,34.075,34.8886,33.2387,33.3788,394507.0
2019-08-24,34.075,34.8886,33.2387,33.3788,394507.0
2019-08-25,34.075,34.8886,33.2387,33.3788,394507.0
2019-08-26,33.5054,33.5868,32.8454,33.0986,439456.0
2019-08-27,33.3336,33.4512,30.3049,31.1548,1642606.0
2019-08-28,31.2181,32.0091,31.0553,31.7334,571295.0
2019-08-29,31.8148,32.2849,31.6701,31.7424,382642.0
2019-08-30,31.7605,32.0408,31.426,31.878,523812.0
2019-08-31,31.7605,32.0408,31.426,31.878,523812.0
2019-09-01,31.7605,32.0408,31.426,31.878,523812.0
2019-09-02,31.7605,32.0408,31.426,31.878,523812.0
2019-09-03,31.6159,32.2261,31.6159,32.0227,498630.0
2019-09-04,31.6882,32.2849,31.643,31.6701,582092.0
2019-09-05,31.7424,32.0317,31.4712,31.8238,602846.0
2019-09-06,31.8148,32.4838,31.5164,31.6068,620278.0
2019-09-07,31.8148,32.4838,31.5164,31.6068,620278.0
2019-09-08,31.8148,32.4838,31.5164,31.6068,620278.0
2019-09-09,31.6159,31.8374,31.1638,31.1909,469799.0
2019-09-10,31.0824,31.7243,30.7841,31.5707,718524.0
2019-09-11,31.6791,32.1674,31.5887,32.1493,856470.0
2019-09-12,32.0679,32.3934,31.4622,31.6159,504276.0
2019-09-13,31.6249,32.1945,31.4622,31.6611,486352.0
2019-09-14,31.6249,32.1945,31.4622,31.6611,486352.0
2019-09-15,31.6249,32.1945,31.4622,31.6611,486352.0
2019-09-16,31.5978,32.9268,31.4531,32.8183,1199478.0
2019-09-17,32.7821,33.0534,32.4386,32.5471,423576.0
2019-09-18,32.538,32.746,32.4205,32.6284,552325.0
2019-09-19,32.5742,33.0986,32.4567,32.8906,503956.0
2019-09-20,33.1257,33.4783,32.5742,32.8635,1328429.0
2019-09-21,33.1257,33.4783,32.5742,32.8635,1328429.0
2019-09-22,33.1257,33.4783,32.5742,32.8635,1328429.0
2019-09-23,32.9629,33.094,31.1638,31.3085,1079132.0
2019-09-24,31.2633,31.5074,30.5445,30.6847,1218579.0
2019-09-25,29.4732,30.1587,26.779,27.8006,5650053.0
2019-09-26,28.2617,28.5962,27.0141,27.1406,1435016.0
2019-09-27,27.1316,27.3215,26.3631,26.3993,1109664.0
2019-09-28,27.1316,27.3215,26.3631,26.3993,1109664.0
2019-09-29,27.1316,27.3215,26.3631,26.3993,1109664.0
2019-09-30,26.3089,26.4264,25.5042,26.1461,1838250.0
2019-10-01,26.1733,27.1135,25.459,25.5314,1152391.0
2019-10-02,25.441,25.7393,25.0929,25.2601,1149750.0
2019-10-03,25.1064,25.4229,24.7448,25.2601,1289694.0
2019-10-04,25.1697,25.8478,25.1697,25.7981,1086062.0
2019-10-05,25.1697,25.8478,25.1697,25.7981,1086062.0
2019-10-06,25.1697,25.8478,25.1697,25.7981,1086062.0
2019-10-07,25.8026,26.327,25.7664,26.0829,1392572.0
2019-10-08,26.0286,26.4445,25.9382,26.1461,761738.0
2019-10-09,26.2185,26.8513,26.1552,26.553,1111667.0
2019-10-10,26.6343,26.8242,26.3812,26.4626,904248.0
2019-10-11,26.7428,27.4028,26.4987,27.3305,1059077.0
2019-10-12,26.7428,27.4028,26.4987,27.3305,1059077.0
2019-10-13,26.7428,27.4028,26.4987,27.3305,1059077.0
2019-10-14,27.2762,27.7102,26.9508,27.5023,638545.0
2019-10-15,28.5058,28.5465,27.9543,28.4244,1108174.0
2019-10-16,28.3069,29.0573,28.2075,28.8991,1228839.0
2019-10-17,28.9669,29.3376,28.9307,29.211,1162807.0
2019-10-18,29.1748,29.9975,29.1206,29.8619,1081783.0
2019-10-19,29.1748,29.9975,29.1206,29.8619,1081783.0
2019-10-20,29.1748,29.9975,29.1206,29.8619,1081783.0
2019-10-21,29.8891,30.314,29.6902,30.0156,668771.0
2019-10-22,30.1874,30.9016,30.0066,30.6123,586988.0
2019-10-23,30.6485,30.7299,30.088,30.1693,530109.0
2019-10-24,30.1151,30.3637,30.0156,30.2236,568798.0
2019-10-25,30.2326,30.8926,30.2055,30.6756,461613.0
2019-10-26,30.2326,30.8926,30.2055,30.6756,461613.0
2019-10-27,30.2326,30.8926,30.2055,30.6756,461613.0
2019-10-28,30.6756,31.209,30.6756,30.8655,554025.0
2019-10-29,31.0824,31.6791,30.6394,31.4531,845410.0
2019-10-30,31.2994,31.3085,30.9018,31.1005,715493.0
2019-10-31,30.106,30.6575,29.1567,29.4551,836147.0
2019-11-01,29.5545,30.427,29.5545,30.0066,1088098.0
2019-11-02,29.5545,30.427,29.5545,30.0066,1088098.0
2019-11-03,29.5545,30.427,29.5545,30.0066,1088098.0
2019-11-04,30.2959,30.6892,30.097,30.2145,1088310.0
2019-11-05,31.643,33.3155,30.2869,33.0805,1522438.0
2019-11-06,33.1799,34.1654,32.683,33.7133,1160895.0
2019-11-07,33.7133,34.423,33.1709,33.7676,1072149.0
2019-11-08,33.7676,34.1925,33.5235,33.7405,760370.0
2019-11-09,33.7676,34.1925,33.5235,33.7405,760370.0
2019-11-10,33.7676,34.1925,33.5235,33.7405,760370.0
2019-11-11,33.2975,33.8128,33.1347,33.3517,465387.0
2019-11-12,33.3788,33.3833,32.4386,32.8725,1013383.0
2019-11-13,32.8816,33.2568,32.6556,32.8906,834533.0
2019-11-14,33.0353,33.2342,32.6104,32.6917,602261.0
2019-11-15,32.7188,33.2523,32.7188,33.1438,761504.0
2019-11-16,32.7188,33.2523,32.7188,33.1438,761504.0
2019-11-17,32.7188,33.2523,32.7188,33.1438,761504.0
2019-11-18,33.1618,33.3427,32.6917,32.9449,756301.0
2019-11-19,33.2251,33.5144,32.8545,33.0805,713096.0
2019-11-20,33.1799,33.424,32.8545,33.1347,643834.0
2019-11-21,33.3336,33.5596,32.529,33.2975,676230.0
2019-11-22,33.2703,33.5416,32.9991,33.0081,693924.0
2019-11-23,33.2703,33.5416,32.9991,33.0081,693924.0
2019-11-24,33.2703,33.5416,32.9991,33.0081,693924.0
2019-11-25,32.9991,33.4512,32.7279,33.1709,839249.0
2019-11-26,33.1528,33.2794,32.3391,32.3934,643556.0
2019-11-27,32.3843,32.6013,31.9594,32.2939,621330.0
2019-11-28,32.3843,32.6013,31.9594,32.2939,621330.0
2019-11-29,32.303,32.4476,31.9504,32.1312,390303.0
2019-11-30,32.303,32.4476,31.9504,32.1312,390303.0
2019-12-01,32.303,32.4476,31.9504,32.1312,390303.0
2019-12-02,32.1041,34.8344,31.7831,33.9213,3472505.0
2019-12-03,33.65,35.3497,33.3833,35.3136,1713784.0
2019-12-04,35.3045,35.5125,34.6626,34.9429,690940.0
2019-12-05,35.0243,35.1418,34.5993,34.7078,698605.0
2019-12-06,34.7892,35.4853,34.7892,35.3316,613238.0
2019-12-07,34.7892,35.4853,34.7892,35.3316,613238.0
2019-12-08,34.7892,35.4853,34.7892,35.3316,613238.0
2019-12-09,35.3678,35.404,34.6626,34.7078,435237.0
2019-12-10,34.6717,35.0875,34.4456,34.8796,602625.0
2019-12-11,35.0875,35.3316,34.7269,34.9881,475234.0
2019-12-12,35.0966,35.0966,34.8344,35.0243,690878.0
2019-12-13,34.9339,34.9971,34.1247,34.2558,432185.0
2019-12-14,34.9339,34.9971,34.1247,34.2558,432185.0
2019-12-15,34.9339,34.9971,34.1247,34.2558,432185.0
2019-12-16,34.4095,34.5722,33.5777,33.632,1027312.0
2019-12-17,33.4783,34.075,33.2798,33.7224,1307086.0
2019-12-18,33.5777,35.8922,33.4983,35.6119,1962777.0
2019-12-19,35.63,35.6571,34.5541,34.6355,746408.0
2019-12-20,34.7711,35.63,34.7711,35.5486,1743155.0
2019-12-21,34.7711,35.63,34.7711,35.5486,1743155.0
2019-12-22,34.7711,35.63,34.7711,35.5486,1743155.0
2019-12-23,35.4492,35.7114,34.97,35.0333,446156.0
2019-12-24,35.0333,35.3497,34.5903,34.9067,224822.0
2019-12-25,35.0333,35.3497,34.5903,34.9067,224822.0
2019-12-26,34.9339,35.178,34.2287,34.3824,238720.0
2019-12-27,34.4456,34.848,34.075,34.7802,882944.0
2019-12-28,34.4456,34.848,34.075,34.7802,882944.0
2019-12-29,34.4456,34.848,34.075,34.7802,882944.0
2019-12-30,34.8073,35.0062,33.8761,34.0026,410590.0
2019-12-31,33.8309,34.5813,33.808,34.2467,1469409.0
2020-01-01,33.8309,34.5813,33.808,34.2467,1469409.0
2020-01-02,34.31,34.4456,32.7912,32.9358,684929.0
2020-01-03,32.4567,32.7279,31.9323,32.529,849085.0
2020-01-04,32.4567,32.7279,31.9323,32.529,849085.0
2020-01-05,32.4567,32.7279,31.9323,32.529,849085.0
2020-01-06,32.4657,32.8273,32.1854,32.6646,591990.0
2020-01-07,32.6104,32.6284,32.0046,32.5199,513681.0
2020-01-08,32.4295,32.5651,32.0589,32.4747,377743.0
2020-01-09,32.4838,32.9494,32.321,32.5742,352586.0
2020-01-10,32.538,32.538,32.0137,32.3391,476958.0
2020-01-11,32.538,32.538,32.0137,32.3391,476958.0
2020-01-12,32.538,32.538,32.0137,32.3391,476958.0
2020-01-13,32.1945,32.3979,31.4712,31.8238,564531.0
2020-01-14,31.9413,32.3662,31.7786,32.1493,502695.0
2020-01-15,32.0769,33.4331,32.0769,33.2251,571026.0
2020-01-16,33.3427,33.5506,33.2342,33.4873,448837.0
2020-01-17,33.5868,33.7314,32.9268,33.2432,703691.0
2020-01-18,33.5868,33.7314,32.9268,33.2432,703691.0
2020-01-19,33.5868,33.7314,32.9268,33.2432,703691.0
2020-01-20,33.5868,33.7314,32.9268,33.2432,703691.0
2020-01-21,33.1076,33.4331,32.9167,33.1257,623924.0
2020-01-22,33.1166,33.528,32.8861,33.3065,585964.0
2020-01-23,33.3427,33.4692,33.1166,33.3607,825823.0
2020-01-24,33.3607,33.4466,31.9594,32.2939,469894.0
2020-01-25,33.3607,33.4466,31.9594,32.2939,469894.0
2020-01-26,33.3607,33.4466,31.9594,32.2939,469894.0
2020-01-27,31.9142,32.1854,31.4079,31.9685,1015004.0
2020-01-28,31.9865,32.4657,31.8464,31.9504,327044.0
2020-01-29,32.0317,32.0769,31.5661,31.652,633638.0
2020-01-30,31.5345,31.8509,30.983,31.6791,469156.0
2020-01-31,31.6068,31.6068,30.9875,31.435,688316.0
2020-02-01,31.6068,31.6068,30.9875,31.435,688316.0
2020-02-02,31.6068,31.6068,30.9875,31.435,688316.0
2020-02-03,31.6068,32.086,31.3944,31.5797,677116.0
2020-02-04,32.5561,34.1473,28.6505,28.8674,2223596.0
2020-02-05,29.3828,29.3828,27.7735,28.6053,2271614.0
2020-02-06,28.551,29.211,28.1849,28.334,946723.0
2020-02-07,28.2888,29.2833,28.2888,28.5239,868746.0
2020-02-08,28.2888,29.2833,28.2888,28.5239,868746.0
2020-02-09,28.2888,29.2833,28.2888,28.5239,868746.0
2020-02-10,28.4696,28.9443,28.0899,28.8946,973419.0
2020-02-11,28.8855,29.3014,28.6685,28.9669,785208.0
2020-02-12,28.9669,29.2291,28.334,28.4968,1124257.0
2020-02-13,28.4606,29.1567,28.4606,28.9578,1479613.0
2020-02-14,29.2291,29.2291,28.7318,28.9307,918546.0
2020-02-15,29.2291,29.2291,28.7318,28.9307,918546.0
2020-02-16,29.2291,29.2291,28.7318,28.9307,918546.0
2020-02-17,29.2291,29.2291,28.7318,28.9307,918546.0
2020-02-18,28.9398,29.0076,28.4154,28.5058,1011536.0
2020-02-19,28.7137,28.8765,28.2255,28.5239,976306.0
2020-02-20,28.4516,28.5058,28.0718,28.1442,503242.0
2020-02-21,28.2075,28.3792,28.0176,28.1261,641864.0
2020-02-22,28.2075,28.3792,28.0176,28.1261,641864.0
2020-02-23,28.2075,28.3792,28.0176,28.1261,641864.0
2020-02-24,27.5836,27.9543,27.2853,27.674,489379.0
2020-02-25,27.6469,27.7825,26.7067,27.4209,1264011.0
2020-02-26,27.2943,27.5249,26.4535,26.4535,897406.0
2020-02-27,26.2004,26.9869,26.0015,26.11,1417761.0
2020-02-28,25.7031,26.6705,25.4764,26.6072,1684228.0
2020-02-29,25.7031,26.6705,25.4764,26.6072,1684228.0
2020-03-01,25.7031,26.6705,25.4764,26.6072,1684228.0
2020-03-02,26.5801,27.7916,26.5711,27.7464,581969.0
2020-03-03,27.5927,28.3612,26.6343,27.2039,1237427.0
2020-03-04,27.5927,27.6831,26.4174,27.3305,994444.0
2020-03-05,27.0412,27.0774,25.4771,26.0196,811610.0
2020-03-06,25.5675,26.2004,25.2873,26.11,1173549.0
2020-03-07,25.5675,26.2004,25.2873,26.11,1173549.0
2020-03-08,25.5675,26.2004,25.2873,26.11,1173549.0
2020-03-09,25.224,26.675,24.6815,26.2275,996196.0
2020-03-10,26.553,26.8513,25.6127,26.4716,1053963.0
2020-03-11,26.1733,27.4299,25.6851,27.222,1313802.0
