,BKNG US Equity,BKNG US Equity,BKNG US Equity,BKNG US Equity,BKNG US Equity
2020-03-08,1598.999,1679.702,1579.958,1607.976,1077741.0
2020-03-09,1480.203,1584.616,1472.742,1523.901,770546.0
2020-03-10,1585.892,1610.879,1496.107,1555.021,742033.0
2020-03-11,1518.405,1524.629,1416.935,1438.819,829972.0
2020-03-12,1293.69,1366.494,1276.733,1277.132,1282208.0
2020-03-13,1333.388,1418.042,1267.627,1417.703,1153267.0
2020-03-14,1333.388,1418.042,1267.627,1417.703,1153267.0
2020-03-15,1333.388,1418.042,1267.627,1417.703,1153267.0
2020-03-16,1271.746,1408.227,1249.021,1286.379,987186.0
2020-03-17,1306.218,1367.022,1249.713,1364.768,1080433.0
2020-03-18,1274.599,1323.703,1162.047,1230.601,933395.0
2020-03-19,1208.069,1233.484,1147.065,1188.439,980599.0
2020-03-20,1213.236,1296.633,1154.456,1174.425,1146558.0
2020-03-21,1213.236,1296.633,1154.456,1174.425,1146558.0
2020-03-22,1213.236,1296.633,1154.456,1174.425,1146558.0
2020-03-23,1164.002,1223.011,1104.459,1149.299,859891.0
2020-03-24,1215.51,1275.736,1197.511,1256.256,853989.0
2020-03-25,1256.256,1445.776,1243.768,1362.364,998892.0
2020-03-26,1376.807,1425.83,1350.066,1402.412,616548.0
2020-03-27,1341.438,1351.996,1250.406,1251.947,701507.0
2020-03-28,1341.438,1351.996,1250.406,1251.947,701507.0
2020-03-29,1341.438,1351.996,1250.406,1251.947,701507.0
2020-03-30,1258.051,1318.517,1213.874,1304.891,600977.0
2020-03-31,1299.685,1386.842,1292.703,1341.887,771576.0
2020-04-01,1290.508,1324.95,1244.995,1268.385,563068.0
2020-04-02,1267.726,1331.583,1238.057,1256.784,574028.0
2020-04-03,1241.005,1275.896,1200.01,1227.539,442446.0
2020-04-04,1241.005,1275.896,1200.01,1227.539,442446.0
2020-04-05,1241.005,1275.896,1200.01,1227.539,442446.0
2020-04-06,1299.954,1359.871,1289.511,1353.218,751605.0
2020-04-07,1408.407,1491.185,1363.302,1372.858,783524.0
2020-04-08,1379.121,1425.074,1356.539,1368.559,781037.0
2020-04-09,1421.124,1446.3,1399.42,1417.015,1032857.0
2020-04-10,1421.124,1446.3,1399.42,1417.015,1032857.0
2020-04-11,1421.124,1446.3,1399.42,1417.015,1032857.0
2020-04-12,1421.124,1446.3,1399.42,1417.015,1032857.0
2020-04-13,1409.584,1424.366,1364.898,1417.384,404405.0
2020-04-14,1456.364,1466.209,1420.366,1445.721,579147.0
2020-04-15,1404.247,1436.325,1387.121,1420.974,452836.0
2020-04-16,1428.695,1428.695,1387.47,1403.808,488402.0
2020-04-17,1465.251,1480.866,1446.489,1467.116,691250.0
2020-04-18,1465.251,1480.866,1446.489,1467.116,691250.0
2020-04-19,1465.251,1480.866,1446.489,1467.116,691250.0
2020-04-20,1458.319,1466.248,1406.402,1408.028,459172.0
2020-04-21,1379.281,1384.194,1314.038,1338.795,652732.0
2020-04-22,1361.526,1376.468,1338.575,1351.542,356738.0
2020-04-23,1350.594,1385.445,1347.343,1356.529,372904.0
2020-04-24,1368.888,1371.072,1335.244,1359.292,334490.0
2020-04-25,1368.888,1371.072,1335.244,1359.292,334490.0
2020-04-26,1368.888,1371.072,1335.244,1359.292,334490.0
2020-04-27,1371.421,1407.634,1367.541,1399.41,456942.0
2020-04-28,1430.54,1459.915,1407.2,1435.647,613504.0
2020-04-29,1484.033,1523.831,1469.54,1516.65,703085.0
2020-04-30,1510.665,1516.535,1461.042,1476.792,451163.0
2020-05-01,1439.068,1456.573,1411.698,1445.093,458530.0
2020-05-02,1439.068,1456.573,1411.698,1445.093,458530.0
2020-05-03,1439.068,1456.573,1411.698,1445.093,458530.0
2020-05-04,1412.117,1441.632,1384.967,1409.693,471391.0
2020-05-05,1439.567,1442.669,1380.323,1389.645,425866.0
2020-05-06,1393.894,1412.74,1352.539,1375.391,526761.0
2020-05-07,1388.707,1444.893,1378.473,1440.225,655632.0
2020-05-08,1437.313,1440.564,1362.614,1427.179,877664.0
2020-05-09,1437.313,1440.564,1362.614,1427.179,877664.0
2020-05-10,1437.313,1440.564,1362.614,1427.179,877664.0
2020-05-11,1423.378,1425.322,1399.539,1407.399,564798.0
2020-05-12,1397.514,1410.372,1381.575,1382.383,507213.0
2020-05-13,1375.82,1385.375,1332.91,1362.584,781040.0
2020-05-14,1345.298,1385.395,1299.924,1378.982,708831.0
2020-05-15,1373.496,1405.888,1368.628,1380.777,632646.0
2020-05-16,1373.496,1405.888,1368.628,1380.777,632646.0
2020-05-17,1373.496,1405.888,1368.628,1380.777,632646.0
2020-05-18,1426.351,1577.524,1426.351,1553.455,1322178.0
2020-05-19,1552.318,1594.75,1540.216,1543.611,828454.0
2020-05-20,1574.492,1601.642,1574.172,1595.069,700096.0
2020-05-21,1600.904,1619.297,1571.769,1591.608,631917.0
2020-05-22,1587.678,1633.112,1580.606,1627.137,574739.0
2020-05-23,1587.678,1633.112,1580.606,1627.137,574739.0
2020-05-24,1587.678,1633.112,1580.606,1627.137,574739.0
2020-05-25,1587.678,1633.112,1580.606,1627.137,574739.0
2020-05-26,1699.971,1760.396,1687.792,1742.452,1201362.0
2020-05-27,1771.398,1783.437,1688.29,1694.395,1018239.0
2020-05-28,1691.263,1703.641,1639.824,1644.782,664242.0
2020-05-29,1652.771,1652.771,1614.3,1635.236,696825.0
2020-05-30,1652.771,1652.771,1614.3,1635.236,696825.0
2020-05-31,1652.771,1652.771,1614.3,1635.236,696825.0
2020-06-01,1628.952,1679.867,1628.952,1666.466,491034.0
2020-06-02,1685.687,1687.727,1649.36,1650.776,513730.0
2020-06-03,1699.681,1739.39,1689.966,1721.565,597668.0
2020-06-04,1710.524,1744.716,1701.646,1738.193,502432.0
2020-06-05,1822.098,1848.65,1798.246,1808.014,1034500.0
2020-06-06,1822.098,1848.65,1798.246,1808.014,1034500.0
2020-06-07,1822.098,1848.65,1798.246,1808.014,1034500.0
2020-06-08,1841.887,1867.193,1820.906,1836.212,672069.0
2020-06-09,1803.456,1813.703,1765.483,1773.433,450467.0
2020-06-10,1787.377,1788.424,1713.336,1728.887,536431.0
2020-06-11,1651.624,1652.532,1572.547,1584.316,920052.0
2020-06-12,1649.35,1659.748,1568.826,1619.776,489367.0
2020-06-13,1649.35,1659.748,1568.826,1619.776,489367.0
2020-06-14,1649.35,1659.748,1568.826,1619.776,489367.0
2020-06-15,1563.659,1660.676,1551.042,1646.457,409832.0
2020-06-16,1711.94,1717.456,1637.56,1669.469,454930.0
2020-06-17,1673.638,1674.291,1621.86,1634.059,355080.0
2020-06-18,1618.26,1653.769,1586.87,1624.194,546644.0
2020-06-19,1649.779,1653.26,1595.917,1622.758,754183.0
2020-06-20,1649.779,1653.26,1595.917,1622.758,754183.0
2020-06-21,1649.779,1653.26,1595.917,1622.758,754183.0
2020-06-22,1605.632,1632.114,1589.799,1629.351,333868.0
2020-06-23,1648.083,1674.216,1635.815,1672.82,363292.0
2020-06-24,1656.472,1665.509,1577.963,1606.22,597335.0
2020-06-25,1581.763,1619.826,1557.734,1611.268,498677.0
2020-06-26,1593.224,1607.597,1528.918,1537.317,601775.0
2020-06-27,1593.224,1607.597,1528.918,1537.317,601775.0
2020-06-28,1593.224,1607.597,1528.918,1537.317,601775.0
2020-06-29,1563.769,1591.229,1536.549,1589.154,366054.0
2020-06-30,1579.858,1599.149,1562.422,1588.276,293677.0
2020-07-01,1601.951,1665.738,1597.054,1654.557,538918.0
2020-07-02,1685.797,1709.715,1654.168,1665.718,360856.0
2020-07-03,1685.797,1709.715,1654.168,1665.718,360856.0
2020-07-04,1685.797,1709.715,1654.168,1665.718,360856.0
2020-07-05,1685.797,1709.715,1654.168,1665.718,360856.0
2020-07-06,1701.836,1733.565,1675.882,1699.412,440880.0
2020-07-07,1677.069,1692.998,1650.433,1653.22,267109.0
2020-07-08,1657.759,1661.703,1629.082,1657.06,332498.0
2020-07-09,1667.633,1675.413,1623.327,1666.017,406620.0
2020-07-10,1656.442,1704.439,1648.762,1703.043,323380.0
2020-07-11,1656.442,1704.439,1648.762,1703.043,323380.0
2020-07-12,1656.442,1704.439,1648.762,1703.043,323380.0
2020-07-13,1716.498,1735.136,1680.71,1682.455,400769.0
2020-07-14,1664.432,1699.213,1648.467,1691.901,261120.0
2020-07-15,1742.542,1798.129,1740.587,1794.748,646765.0
2020-07-16,1762.7,1768.974,1726.253,1742.332,251757.0
2020-07-17,1752.636,1752.636,1714.653,1727.769,368704.0
2020-07-18,1752.636,1752.636,1714.653,1727.769,368704.0
2020-07-19,1752.636,1752.636,1714.653,1727.769,368704.0
2020-07-20,1719.61,1743.539,1696.081,1709.277,308264.0
2020-07-21,1731.48,1758.172,1699.262,1707.342,382694.0
2020-07-22,1713.576,1723.909,1676.959,1716.149,367509.0
2020-07-23,1716.887,1724.917,1687.828,1691.133,263862.0
2020-07-24,1673.987,1704.878,1667.698,1696.958,324871.0
2020-07-25,1673.987,1704.878,1667.698,1696.958,324871.0
2020-07-26,1673.987,1704.878,1667.698,1696.958,324871.0
2020-07-27,1686.325,1707.511,1666.741,1698.484,223880.0
2020-07-28,1692.011,1698.494,1673.01,1677.458,210588.0
2020-07-29,1684.55,1719.999,1672.67,1703.182,311307.0
2020-07-30,1679.503,1694.874,1652.931,1683.433,205542.0
2020-07-31,1683.563,1687.931,1621.461,1657.888,305241.0
2020-08-01,1683.563,1687.931,1621.461,1657.888,305241.0
2020-08-02,1683.563,1687.931,1621.461,1657.888,305241.0
2020-08-03,1661.659,1665.628,1630.513,1646.029,201397.0
2020-08-04,1636.812,1675.713,1631.172,1670.855,240222.0
2020-08-05,1695.791,1730.004,1679.094,1720.368,314522.0
2020-08-06,1697.656,1761.473,1696.39,1747.319,451074.0
2020-08-07,1808.772,1816.802,1737.554,1750.003,566045.0
2020-08-08,1808.772,1816.802,1737.554,1750.003,566045.0
2020-08-09,1808.772,1816.802,1737.554,1750.003,566045.0
2020-08-10,1755.508,1781.332,1726.632,1764.067,357226.0
2020-08-11,1813.63,1842.705,1795.416,1800.493,475997.0
2020-08-12,1811.665,1823.335,1800.892,1803.456,274153.0
2020-08-13,1794.469,1819.325,1784.434,1788.394,220190.0
2020-08-14,1775.457,1782.659,1763.752,1774.33,262553.0
2020-08-15,1775.457,1782.659,1763.752,1774.33,262553.0
2020-08-16,1775.457,1782.659,1763.752,1774.33,262553.0
2020-08-17,1787.816,1787.816,1745.534,1748.447,244827.0
2020-08-18,1745.534,1787.427,1739.679,1774.37,238981.0
2020-08-19,1778.46,1802.478,1755.828,1762.959,311762.0
2020-08-20,1747.429,1770.42,1741.554,1764.176,245892.0
2020-08-21,1758.501,1780.495,1750.192,1774.829,269827.0
2020-08-22,1758.501,1780.495,1750.192,1774.829,269827.0
2020-08-23,1758.501,1780.495,1750.192,1774.829,269827.0
2020-08-24,1798.957,1833.03,1792.349,1829.759,362423.0
2020-08-25,1831.334,1853.548,1811.775,1849.069,313180.0
2020-08-26,1834.107,1879.162,1830.327,1862.205,394372.0
2020-08-27,1887.75,1919.948,1869.487,1888.668,398912.0
2020-08-28,1891.311,1950.614,1890.393,1940.286,320785.0
2020-08-29,1891.311,1950.614,1890.393,1940.286,320785.0
2020-08-30,1891.311,1950.614,1890.393,1940.286,320785.0
2020-08-31,1917.564,1931.558,1903.26,1905.575,321247.0
2020-09-01,1900.268,1932.057,1894.882,1923.938,316036.0
2020-09-02,1935.049,1950.41,1890.812,1943.757,335272.0
2020-09-03,1947.168,1961.205,1905.016,1940.485,428324.0
2020-09-04,1942.999,1957.591,1901.216,1912.846,379254.0
2020-09-05,1942.999,1957.591,1901.216,1912.846,379254.0
2020-09-06,1942.999,1957.591,1901.216,1912.846,379254.0
2020-09-07,1942.999,1957.591,1901.216,1912.846,379254.0
2020-09-08,1882.045,1925.154,1878.135,1886.773,346975.0
2020-09-09,1882.733,1905.205,1818.75,1866.295,460351.0
2020-09-10,1866.225,1897.046,1807.111,1811.954,342025.0
2020-09-11,1808.892,1830.332,1765.463,1779.188,383115.0
2020-09-12,1808.892,1830.332,1765.463,1779.188,383115.0
2020-09-13,1808.892,1830.332,1765.463,1779.188,383115.0
2020-09-14,1798.399,1800.842,1770.071,1780.036,377208.0
2020-09-15,1792.823,1813.101,1780.445,1782.44,267976.0
2020-09-16,1795.406,1833.14,1783.337,1802.049,382341.0
2020-09-17,1778.639,1801.231,1752.007,1782.649,480610.0
2020-09-18,1786.589,1789.94,1715.611,1727.859,629354.0
2020-09-19,1786.589,1789.94,1715.611,1727.859,629354.0
2020-09-20,1786.589,1789.94,1715.611,1727.859,629354.0
2020-09-21,1671.922,1683.782,1628.0,1648.173,656113.0
2020-09-22,1654.986,1675.049,1620.853,1669.728,434029.0
2020-09-23,1687.782,1688.769,1629.571,1634.289,289084.0
2020-09-24,1613.153,1676.062,1596.924,1646.358,394142.0
2020-09-25,1630.827,1656.502,1607.886,1653.539,302629.0
2020-09-26,1630.827,1656.502,1607.886,1653.539,302629.0
2020-09-27,1630.827,1656.502,1607.886,1653.539,302629.0
2020-09-28,1690.664,1724.837,1666.985,1696.061,296280.0
2020-09-29,1695.811,1707.9,1666.147,1668.711,228590.0
2020-09-30,1678.346,1725.376,1674.71,1706.314,326110.0
2020-10-01,1731.111,1745.534,1725.585,1738.532,339523.0
2020-10-02,1694.654,1715.611,1679.732,1706.344,269888.0
2020-10-03,1694.654,1715.611,1679.732,1706.344,269888.0
2020-10-04,1694.654,1715.611,1679.732,1706.344,269888.0
2020-10-05,1700.928,1716.083,1658.227,1702.434,316988.0
2020-10-06,1709.72,1754.541,1695.761,1705.347,330434.0
2020-10-07,1719.6,1756.68,1715.611,1754.361,215771.0
2020-10-08,1765.543,1789.945,1748.526,1784.245,262961.0
2020-10-09,1802.389,1824.143,1782.15,1813.251,264985.0
2020-10-10,1802.389,1824.143,1782.15,1813.251,264985.0
2020-10-11,1802.389,1824.143,1782.15,1813.251,264985.0
2020-10-12,1826.158,1861.238,1821.993,1840.292,357021.0
2020-10-13,1835.304,1842.267,1767.348,1776.425,426256.0
2020-10-14,1778.829,1786.599,1726.463,1728.178,316886.0
2020-10-15,1695.662,1706.788,1682.116,1697.766,321613.0
2020-10-16,1699.651,1708.469,1663.324,1663.614,416266.0
2020-10-17,1699.651,1708.469,1663.324,1663.614,416266.0
2020-10-18,1699.651,1708.469,1663.324,1663.614,416266.0
2020-10-19,1675.463,1682.166,1648.148,1648.801,317907.0
2020-10-20,1668.731,1684.42,1656.861,1667.444,292656.0
2020-10-21,1655.764,1699.906,1653.15,1697.686,284522.0
2020-10-22,1709.815,1792.783,1698.036,1787.447,475287.0
2020-10-23,1796.194,1821.5,1784.38,1818.896,316787.0
2020-10-24,1796.194,1821.5,1784.38,1818.896,316787.0
2020-10-25,1796.194,1821.5,1784.38,1818.896,316787.0
2020-10-26,1770.6,1788.694,1709.746,1744.826,295012.0
2020-10-27,1734.123,1740.547,1681.059,1693.377,244850.0
2020-10-28,1658.926,1665.718,1598.455,1600.954,420846.0
2020-10-29,1595.917,1638.907,1584.945,1626.1,340881.0
2020-10-30,1616.644,1630.788,1587.04,1618.359,411558.0
2020-10-31,1616.644,1630.788,1587.04,1618.359,411558.0
2020-11-01,1616.644,1630.788,1587.04,1618.359,411558.0
2020-11-02,1649.28,1649.28,1593.932,1600.036,342743.0
2020-11-03,1618.649,1678.037,1594.7,1665.319,341135.0
2020-11-04,1698.624,1747.359,1670.526,1708.948,423354.0
2020-11-05,1729.585,1778.619,1729.585,1763.797,388201.0
2020-11-06,1716.648,1791.427,1696.749,1779.198,452327.0
2020-11-07,1716.648,1791.427,1696.749,1779.198,452327.0
2020-11-08,1716.648,1791.427,1696.749,1779.198,452327.0
2020-11-09,2043.771,2122.589,2008.082,2112.834,1649404.0
2020-11-10,2074.283,2097.633,1984.533,2002.317,738521.0
2020-11-11,1991.854,2002.876,1950.709,1994.916,441505.0
2020-11-12,1969.96,1984.922,1948.164,1957.911,381543.0
2020-11-13,1964.973,2064.608,1964.973,2047.631,445569.0
2020-11-14,1964.973,2064.608,1964.973,2047.631,445569.0
2020-11-15,1964.973,2064.608,1964.973,2047.631,445569.0
2020-11-16,2112.465,2116.572,2055.521,2104.226,845904.0
2020-11-17,2074.692,2086.182,2052.708,2075.939,339109.0
2020-11-18,2070.702,2098.142,2038.804,2039.382,376683.0
2020-11-19,2017.678,2049.731,1994.896,2005.838,388921.0
2020-11-20,2012.451,2031.323,1982.767,1987.684,307785.0
2020-11-21,2012.451,2031.323,1982.767,1987.684,307785.0
2020-11-22,2012.451,2031.323,1982.767,1987.684,307785.0
2020-11-23,1999.754,2036.849,1994.896,2014.685,336463.0
2020-11-24,2044.768,2101.653,2021.438,2098.082,445810.0
2020-11-25,2103.358,2113.547,2038.634,2058.533,215938.0
2020-11-26,2103.358,2113.547,2038.634,2058.533,215938.0
2020-11-27,2062.583,2078.402,2043.053,2047.432,117204.0
2020-11-28,2062.583,2078.402,2043.053,2047.432,117204.0
2020-11-29,2062.583,2078.402,2043.053,2047.432,117204.0
2020-11-30,2052.419,2052.748,2014.715,2023.273,335763.0
2020-12-01,2041.986,2083.519,2024.819,2047.432,295782.0
2020-12-02,2047.432,2092.636,2031.682,2073.116,247731.0
2020-12-03,2091.449,2116.615,2059.905,2091.279,337299.0
2020-12-04,2098.331,2133.511,2084.666,2119.607,339519.0
2020-12-05,2098.331,2133.511,2084.666,2119.607,339519.0
2020-12-06,2098.331,2133.511,2084.666,2119.607,339519.0
2020-12-07,2114.56,2131.975,2079.679,2123.347,321537.0
2020-12-08,2087.719,2122.779,2077.136,2081.325,342350.0
2020-12-09,2095.11,2164.492,2071.51,2101.733,697945.0
2020-12-10,2089.644,2146.089,2073.884,2099.498,380192.0
2020-12-11,2084.886,2098.651,2044.893,2083.878,354474.0
2020-12-12,2084.886,2098.651,2044.893,2083.878,354474.0
2020-12-13,2084.886,2098.651,2044.893,2083.878,354474.0
2020-12-14,2114.68,2137.591,2059.81,2060.738,339277.0
2020-12-15,2072.916,2100.441,2049.761,2092.696,314709.0
2020-12-16,2112.794,2112.794,2072.093,2093.354,238614.0
2020-12-17,2112.545,2121.522,2065.231,2108.037,295251.0
2020-12-18,2113.343,2113.343,2082.602,2094.292,536194.0
2020-12-19,2113.343,2113.343,2082.602,2094.292,536194.0
2020-12-20,2113.343,2113.343,2082.602,2094.292,536194.0
2020-12-21,2044.768,2066.533,2018.855,2062.922,357109.0
2020-12-22,2063.072,2064.074,2026.206,2047.581,198826.0
2020-12-23,2050.145,2108.755,2045.197,2095.489,314692.0
2020-12-24,2113.592,2113.592,2075.689,2083.021,182524.0
2020-12-25,2113.592,2113.592,2075.689,2083.021,182524.0
2020-12-26,2113.592,2113.592,2075.689,2083.021,182524.0
2020-12-27,2113.592,2113.592,2075.689,2083.021,182524.0
2020-12-28,2124.016,2146.767,2119.038,2132.464,250990.0
2020-12-29,2160.452,2194.386,2148.463,2179.823,341895.0
2020-12-30,2194.386,2208.36,2169.414,2199.632,229768.0
2020-12-31,2192.461,2222.284,2179.424,2221.586,176624.0
2021-01-01,2192.461,2222.284,2179.424,2221.586,176624.0
2021-01-02,2192.461,2222.284,2179.424,2221.586,176624.0
2021-01-03,2192.461,2222.284,2179.424,2221.586,176624.0
2021-01-04,2244.258,2251.425,2115.797,2158.557,334069.0
2021-01-05,2158.477,2220.259,2149.062,2182.486,348239.0
2021-01-06,2170.337,2282.65,2154.488,2244.068,393365.0
2021-01-07,2272.336,2282.161,2214.105,2234.134,299737.0
2021-01-08,2250.582,2284.136,2242.732,2275.718,310544.0
2021-01-09,2250.582,2284.136,2242.732,2275.718,310544.0
2021-01-10,2250.582,2284.136,2242.732,2275.718,310544.0
2021-01-11,2246.682,2284.191,2208.38,2215.601,320583.0
2021-01-12,2231.65,2237.913,2186.037,2190.735,259405.0
2021-01-13,2162.866,2202.445,2162.866,2176.85,239606.0
2021-01-14,2179.693,2210.125,2173.21,2177.02,273075.0
2021-01-15,2173.728,2173.728,2110.6,2113.822,340760.0
2021-01-16,2173.728,2173.728,2110.6,2113.822,340760.0
2021-01-17,2173.728,2173.728,2110.6,2113.822,340760.0
2021-01-18,2173.728,2173.728,2110.6,2113.822,340760.0
2021-01-19,2129.551,2164.412,2103.58,2157.52,274956.0
2021-01-20,2174.417,2174.417,2119.138,2154.538,339036.0
2021-01-21,2135.436,2151.505,2099.628,2104.555,460844.0
2021-01-22,2096.466,2104.127,2059.73,2060.967,356695.0
2021-01-23,2096.466,2104.127,2059.73,2060.967,356695.0
2021-01-24,2096.466,2104.127,2059.73,2060.967,356695.0
2021-01-25,2039.642,2055.092,1942.12,2013.279,879523.0
2021-01-26,2028.181,2051.481,1969.611,1978.099,447916.0
2021-01-27,1944.355,1970.917,1855.981,1881.277,705605.0
2021-01-28,1973.989,2043.542,1930.94,2028.909,843445.0
2021-01-29,2030.804,2034.794,1933.848,1939.368,536327.0
2021-01-30,2030.804,2034.794,1933.848,1939.368,536327.0
2021-01-31,2030.804,2034.794,1933.848,1939.368,536327.0
2021-02-01,1991.096,2001.26,1959.985,1985.38,478745.0
2021-02-02,2029.807,2107.518,2020.236,2060.259,440687.0
2021-02-03,2074.223,2089.454,2019.553,2022.126,352558.0
2021-02-04,2030.994,2080.572,2010.516,2077.624,355231.0
2021-02-05,2103.907,2124.554,2068.587,2091.07,238409.0
2021-02-06,2103.907,2124.554,2068.587,2091.07,238409.0
2021-02-07,2103.907,2124.554,2068.587,2091.07,238409.0
2021-02-08,2111.647,2126.216,2065.505,2094.202,219043.0
2021-02-09,2077.564,2099.478,2046.404,2079.958,229732.0
2021-02-10,2110.899,2155.695,2085.838,2136.294,334130.0
2021-02-11,2139.865,2178.087,2127.397,2153.75,258330.0
2021-02-12,2120.924,2183.404,2104.625,2145.092,210612.0
2021-02-13,2120.924,2183.404,2104.625,2145.092,210612.0
2021-02-14,2120.924,2183.404,2104.625,2145.092,210612.0
2021-02-15,2120.924,2183.404,2104.625,2145.092,210612.0
2021-02-16,2133.731,2192.421,2128.265,2178.586,242400.0
2021-02-17,2177.818,2232.239,2168.602,2228.069,287708.0
2021-02-18,2184.441,2270.102,2184.441,2254.023,316975.0
2021-02-19,2267.199,2316.114,2254.083,2287.198,353821.0
2021-02-20,2267.199,2316.114,2254.083,2287.198,353821.0
2021-02-21,2267.199,2316.114,2254.083,2287.198,353821.0
2021-02-22,2259.888,2386.863,2259.888,2344.023,504444.0
2021-02-23,2342.367,2360.959,2286.32,2353.349,515350.0
2021-02-24,2337.789,2444.007,2318.249,2437.264,609993.0
2021-02-25,2413.754,2432.726,2255.699,2267.399,751803.0
2021-02-26,2337.918,2339.016,2245.962,2322.568,503928.0
2021-02-27,2337.918,2339.016,2245.962,2322.568,503928.0
2021-02-28,2337.918,2339.016,2245.962,2322.568,503928.0
2021-03-01,2366.934,2376.22,2294.335,2314.578,359962.0
2021-03-02,2332.033,2336.023,2269.194,2276.386,310091.0
2021-03-03,2280.396,2328.981,2266.341,2269.194,364476.0
2021-03-04,2271.354,2271.354,2157.879,2213.686,484102.0
2021-03-05,2230.064,2306.898,2173.319,2301.212,435602.0
2021-03-06,2230.064,2306.898,2173.319,2301.212,435602.0
2021-03-07,2230.064,2306.898,2173.319,2301.212,435602.0
2021-03-08,2297.552,2406.184,2292.49,2362.695,564053.0
2021-03-09,2374.066,2435.519,2338.028,2360.75,481875.0
2021-03-10,2373.278,2413.824,2357.877,2363.273,443979.0
2021-03-11,2392.16,2441.219,2337.799,2356.032,512316.0
2021-03-12,2352.97,2406.672,2344.881,2394.913,404711.0
2021-03-13,2352.97,2406.672,2344.881,2394.913,404711.0
2021-03-14,2352.97,2406.672,2344.881,2394.913,404711.0
2021-03-15,2406.603,2437.284,2367.952,2433.274,468776.0
2021-03-16,2410.183,2423.33,2373.936,2390.444,360674.0
2021-03-17,2367.443,2463.278,2363.952,2455.498,394360.0
2021-03-18,2421.834,2441.214,2338.018,2340.961,498092.0
2021-03-19,2326.867,2344.093,2260.028,2281.902,637553.0
2021-03-20,2326.867,2344.093,2260.028,2281.902,637553.0
2021-03-21,2326.867,2344.093,2260.028,2281.902,637553.0
2021-03-22,2334.028,2334.028,2219.322,2226.194,531409.0
2021-03-23,2244.876,2244.876,2178.895,2209.347,501943.0
2021-03-24,2226.104,2272.187,2193.398,2197.109,441138.0
2021-03-25,2181.12,2277.054,2167.455,2263.12,421331.0
2021-03-26,2270.132,2323.386,2240.907,2317.6,377006.0
2021-03-27,2270.132,2323.386,2240.907,2317.6,377006.0
2021-03-28,2270.132,2323.386,2240.907,2317.6,377006.0
2021-03-29,2305.102,2368.939,2301.521,2345.359,341445.0
2021-03-30,2337.27,2364.181,2310.878,2328.931,250426.0
2021-03-31,2339.694,2357.892,2313.391,2323.894,530845.0
2021-04-01,2348.272,2383.626,2342.237,2376.38,248403.0
2021-04-02,2348.272,2383.626,2342.237,2376.38,248403.0
2021-04-03,2348.272,2383.626,2342.237,2376.38,248403.0
2021-04-04,2348.272,2383.626,2342.237,2376.38,248403.0
2021-04-05,2403.85,2430.661,2380.769,2403.032,342367.0
2021-04-06,2408.837,2441.164,2401.087,2415.819,411122.0
2021-04-07,2422.861,2433.983,2389.457,2404.488,235518.0
2021-04-08,2385.896,2429.215,2385.896,2421.794,222006.0
2021-04-09,2427.788,2448.456,2399.411,2443.807,239783.0
2021-04-10,2427.788,2448.456,2399.411,2443.807,239783.0
2021-04-11,2427.788,2448.456,2399.411,2443.807,239783.0
2021-04-12,2429.783,2443.947,2390.374,2402.902,551401.0
2021-04-13,2397.785,2409.625,2361.109,2398.154,789693.0
2021-04-14,2406.942,2476.484,2401.336,2447.957,939673.0
2021-04-15,2461.243,2462.629,2419.988,2427.0,639277.0
2021-04-16,2437.494,2483.057,2429.614,2470.579,783479.0
2021-04-17,2437.494,2483.057,2429.614,2470.579,783479.0
2021-04-18,2437.494,2483.057,2429.614,2470.579,783479.0
2021-04-19,2474.1,2481.97,2436.875,2449.932,326990.0
2021-04-20,2427.539,2430.272,2311.376,2339.016,477774.0
2021-04-21,2353.897,2359.952,2337.081,2351.713,280834.0
2021-04-22,2347.713,2388.888,2337.021,2341.06,287538.0
2021-04-23,2361.149,2398.194,2344.462,2389.317,253725.0
2021-04-24,2361.149,2398.194,2344.462,2389.317,253725.0
2021-04-25,2361.149,2398.194,2344.462,2389.317,253725.0
2021-04-26,2418.702,2454.65,2400.857,2451.977,323333.0
2021-04-27,2451.727,2462.819,2435.439,2457.861,220717.0
2021-04-28,2468.684,2508.572,2454.72,2498.707,323513.0
2021-04-29,2501.071,2509.579,2469.691,2495.046,218974.0
2021-04-30,2491.326,2491.326,2429.923,2459.787,328219.0
2021-05-01,2491.326,2491.326,2429.923,2459.787,328219.0
2021-05-02,2491.326,2491.326,2429.923,2459.787,328219.0
2021-05-03,2477.731,2480.643,2429.095,2434.212,190108.0
2021-05-04,2403.64,2421.619,2362.785,2376.859,339356.0
2021-05-05,2395.92,2397.611,2321.251,2331.954,381799.0
2021-05-06,2291.846,2318.069,2249.395,2273.533,432716.0
2021-05-07,2306.339,2355.394,2284.894,2321.141,381586.0
2021-05-08,2306.339,2355.394,2284.894,2321.141,381586.0
2021-05-09,2306.339,2355.394,2284.894,2321.141,381586.0
2021-05-10,2325.69,2327.046,2255.918,2257.325,382940.0
2021-05-11,2224.309,2256.995,2199.453,2241.944,418898.0
2021-05-12,2225.616,2230.842,2157.954,2166.706,417198.0
2021-05-13,2188.351,2229.96,2156.627,2201.637,299554.0
2021-05-14,2245.375,2285.998,2221.726,2276.655,340396.0
2021-05-15,2245.375,2285.998,2221.726,2276.655,340396.0
2021-05-16,2245.375,2285.998,2221.726,2276.655,340396.0
