,CCBG US Equity,CCBG US Equity,CCBG US Equity,CCBG US Equity,CCBG US Equity
2021-03-14,26.7873,26.9454,26.4712,26.713,22604.0
2021-03-15,26.6665,26.6665,25.467,25.6623,21464.0
2021-03-16,25.7088,26.3598,25.013,25.1881,21162.0
2021-03-17,25.467,25.5135,24.9185,25.0858,18968.0
2021-03-18,25.7925,26.4898,24.8069,25.2532,45943.0
2021-03-19,25.0951,26.3782,24.6302,25.7181,143422.0
2021-03-20,25.0951,26.3782,24.6302,25.7181,143422.0
2021-03-21,25.0951,26.3782,24.6302,25.7181,143422.0
2021-03-22,25.653,26.3317,24.6302,24.9743,34711.0
2021-03-23,24.6953,24.6953,23.7748,23.9608,20783.0
2021-03-24,24.1374,25.3276,23.6632,23.6632,33192.0
2021-03-25,23.5517,24.5187,23.5517,24.4071,32563.0
2021-03-26,25.1215,25.1215,24.5744,24.9371,15629.0
2021-03-27,25.1215,25.1215,24.5744,24.9371,15629.0
2021-03-28,25.1215,25.1215,24.5744,24.9371,15629.0
2021-03-29,24.5001,24.7511,24.0724,24.2118,16898.0
2021-03-30,24.3885,24.6302,23.7097,24.528,17043.0
2021-03-31,24.3048,24.6395,23.3471,24.1932,59490.0
2021-04-01,23.9701,24.4164,23.9701,24.2676,30647.0
2021-04-02,23.9701,24.4164,23.9701,24.2676,30647.0
2021-04-03,23.9701,24.4164,23.9701,24.2676,30647.0
2021-04-04,23.9701,24.4164,23.9701,24.2676,30647.0
2021-04-05,24.5001,24.6488,24.1932,24.6488,11293.0
2021-04-06,24.435,24.9836,24.2769,24.3699,46451.0
2021-04-07,24.2304,24.3885,23.905,23.9422,13621.0
2021-04-08,24.2304,24.328,23.8306,24.3234,16262.0
2021-04-09,24.5001,24.5558,24.1142,24.1188,13409.0
2021-04-10,24.5001,24.5558,24.1142,24.1188,13409.0
2021-04-11,24.5001,24.5558,24.1142,24.1188,13409.0
2021-04-12,24.3048,24.4815,24.0909,24.2676,16291.0
2021-04-13,23.998,23.998,23.4866,23.6168,14742.0
2021-04-14,23.6658,24.1932,23.6658,24.0352,11679.0
2021-04-15,24.1374,24.1374,23.2913,23.8585,24632.0
2021-04-16,24.1188,24.2118,23.4959,23.8864,26312.0
2021-04-17,24.1188,24.2118,23.4959,23.8864,26312.0
2021-04-18,24.1188,24.2118,23.4959,23.8864,26312.0
2021-04-19,23.719,23.8957,23.4215,23.6725,20123.0
2021-04-20,23.4959,23.8875,22.8264,23.1519,31718.0
2021-04-21,23.2448,23.5889,23.2355,23.4866,18707.0
2021-04-22,23.4866,23.8027,23.1519,23.5424,19006.0
2021-04-23,23.5889,24.4443,23.5889,23.905,23292.0
2021-04-24,23.5889,24.4443,23.5889,23.905,23292.0
2021-04-25,23.5889,24.4443,23.5889,23.905,23292.0
2021-04-26,24.0724,24.3318,23.6911,23.6911,11456.0
2021-04-27,23.4773,23.7097,23.1612,23.5517,15632.0
2021-04-28,23.6818,23.6818,23.1612,23.5238,21231.0
2021-04-29,23.7097,24.2583,22.9938,23.4122,19618.0
2021-04-30,23.124,23.5703,23.124,23.4959,31645.0
2021-05-01,23.124,23.5703,23.124,23.4959,31645.0
2021-05-02,23.124,23.5703,23.124,23.4959,31645.0
2021-05-03,23.3657,24.0445,23.3657,23.9608,21422.0
2021-05-04,23.6725,23.8957,23.1983,23.3564,31519.0
2021-05-05,23.5331,23.7376,23.1519,23.7376,17763.0
2021-05-06,23.7469,24.1932,23.561,24.1932,41569.0
2021-05-07,23.8864,24.3141,23.8585,24.2862,15441.0
2021-05-08,23.8864,24.3141,23.8585,24.2862,15441.0
2021-05-09,23.8864,24.3141,23.8585,24.2862,15441.0
2021-05-10,24.2025,24.3234,23.7004,23.7004,19471.0
2021-05-11,23.2634,23.7841,23.1054,23.2448,13131.0
2021-05-12,23.375,23.4494,22.9287,23.1519,16395.0
2021-05-13,23.457,24.0166,23.3657,23.6261,20979.0
2021-05-14,23.9515,24.3327,23.7655,24.3327,14366.0
2021-05-15,23.9515,24.3327,23.7655,24.3327,14366.0
2021-05-16,23.9515,24.3327,23.7655,24.3327,14366.0
2021-05-17,24.2676,24.6488,23.6725,24.6116,13508.0
2021-05-18,24.435,24.5837,23.7004,23.9701,18865.0
2021-05-19,23.7748,24.0817,23.375,24.0352,15184.0
2021-05-20,23.8027,24.1188,23.659,24.1188,31492.0
2021-05-21,24.342,24.6116,24.2537,24.6023,17424.0
2021-05-22,24.342,24.6116,24.2537,24.6023,17424.0
2021-05-23,24.342,24.6116,24.2537,24.6023,17424.0
2021-05-24,24.3397,24.6209,24.0909,24.593,70077.0
2021-05-25,24.593,24.6395,23.8446,23.8864,84660.0
2021-05-26,23.9143,24.4257,23.8864,24.2304,12460.0
2021-05-27,24.2397,24.9092,24.2272,24.4908,47972.0
2021-05-28,24.6395,25.1044,24.3187,24.9185,39660.0
2021-05-29,24.6395,25.1044,24.3187,24.9185,39660.0
2021-05-30,24.6395,25.1044,24.3187,24.9185,39660.0
2021-05-31,24.6395,25.1044,24.3187,24.9185,39660.0
2021-06-01,25.1881,25.402,24.9185,25.2811,29819.0
2021-06-02,25.4577,25.467,24.8906,25.0486,14669.0
2021-06-03,25.0486,25.4206,24.7325,24.8441,28000.0
2021-06-04,24.7412,24.9282,24.1335,24.4514,18272.0
2021-06-05,24.7412,24.9282,24.1335,24.4514,18272.0
2021-06-06,24.7412,24.9282,24.1335,24.4514,18272.0
2021-06-07,24.5916,24.9469,24.4607,24.8441,19657.0
2021-06-08,24.6992,25.0591,24.5075,25.0124,20417.0
2021-06-09,24.7779,24.7779,24.6057,24.7506,17581.0
2021-06-10,24.5262,25.0591,24.4233,24.5916,19362.0
2021-06-11,24.629,24.9656,24.4794,24.6384,18758.0
2021-06-12,24.629,24.9656,24.4794,24.6384,18758.0
2021-06-13,24.629,24.9656,24.4794,24.6384,18758.0
2021-06-14,24.4098,24.601,24.3298,24.5075,83704.0
2021-06-15,24.7132,24.7786,24.0867,24.6758,37499.0
2021-06-16,24.3766,25.0685,24.3766,24.8534,12749.0
2021-06-17,25.0217,25.0217,24.1241,24.3018,26324.0
2021-06-18,23.8716,23.8716,23.32,23.7501,67545.0
2021-06-19,23.8716,23.8716,23.32,23.7501,67545.0
2021-06-20,23.8716,23.8716,23.32,23.7501,67545.0
2021-06-21,24.0025,25.0757,23.8249,24.5823,35486.0
2021-06-22,24.5262,24.6851,24.1942,24.6477,32814.0
2021-06-23,24.269,24.6384,24.1802,24.629,75472.0
2021-06-24,24.629,25.1059,24.442,25.0498,34320.0
2021-06-25,25.0872,25.2462,24.5075,24.6197,158018.0
2021-06-26,25.0872,25.2462,24.5075,24.6197,158018.0
2021-06-27,25.0872,25.2462,24.5075,24.6197,158018.0
2021-06-28,24.6851,24.6851,24.0961,24.3205,23083.0
2021-06-29,24.3205,24.4701,24.0774,24.1802,29130.0
2021-06-30,23.9932,24.3859,23.9932,24.1148,34009.0
2021-07-01,24.1148,24.3953,24.0587,24.3859,30223.0
2021-07-02,24.4046,24.4046,23.8155,23.9184,53074.0
2021-07-03,24.4046,24.4046,23.8155,23.9184,53074.0
2021-07-04,24.4046,24.4046,23.8155,23.9184,53074.0
2021-07-05,24.4046,24.4046,23.8155,23.9184,53074.0
2021-07-06,23.9277,23.9277,23.3106,23.4228,28097.0
2021-07-07,23.2545,23.5444,23.2078,23.2826,17040.0
2021-07-08,22.9366,23.2311,22.787,22.974,31025.0
2021-07-09,23.2732,24.0212,23.161,23.9932,18390.0
2021-07-10,23.2732,24.0212,23.161,23.9932,18390.0
2021-07-11,23.2732,24.0212,23.161,23.9932,18390.0
2021-07-12,23.6192,23.9932,23.5911,23.6846,25088.0
2021-07-13,23.7781,23.7781,23.1236,23.2452,14597.0
2021-07-14,23.2452,23.2452,22.9272,23.1049,16393.0
2021-07-15,22.5252,23.5117,21.2256,23.4228,43116.0
2021-07-16,23.6566,23.6566,23.2358,23.5444,29559.0
2021-07-17,23.6566,23.6566,23.2358,23.5444,29559.0
2021-07-18,23.6566,23.6566,23.2358,23.5444,29559.0
2021-07-19,22.8431,23.1283,22.3008,22.3008,32372.0
2021-07-20,22.2821,23.2545,22.2821,22.4317,56190.0
2021-07-21,22.7028,23.133,22.6935,22.7215,20745.0
2021-07-22,22.2119,22.2493,22.0156,22.1418,24127.0
2021-07-23,22.3756,22.3756,21.8239,22.3475,30802.0
2021-07-24,22.3756,22.3756,21.8239,22.3475,30802.0
2021-07-25,22.3756,22.3756,21.8239,22.3475,30802.0
2021-07-26,22.1792,22.8431,22.1792,22.3475,32230.0
2021-07-27,22.0296,22.4878,22.0296,22.413,35683.0
2021-07-28,22.254,23.0114,22.0296,22.5626,44005.0
2021-07-29,22.8431,23.1704,22.7589,23.0114,15570.0
2021-07-30,22.8805,23.3965,22.3756,22.7589,20796.0
2021-07-31,22.8805,23.3965,22.3756,22.7589,20796.0
2021-08-01,22.8805,23.3965,22.3756,22.7589,20796.0
2021-08-02,22.7028,22.9357,22.2914,22.3943,23126.0
2021-08-03,22.254,22.7963,22.254,22.6935,15257.0
2021-08-04,22.3756,23.7033,22.3756,22.6654,18626.0
2021-08-05,22.5906,22.787,22.4784,22.6467,44026.0
2021-08-06,22.9085,23.2078,22.8992,23.0208,24725.0
2021-08-07,22.9085,23.2078,22.8992,23.0208,24725.0
2021-08-08,22.9085,23.2078,22.8992,23.0208,24725.0
2021-08-09,22.8431,23.1517,22.7564,22.9366,25498.0
2021-08-10,22.8711,22.9226,22.7169,22.7402,12415.0
2021-08-11,22.6467,22.787,22.413,22.6187,36220.0
2021-08-12,22.441,22.4504,22.0483,22.1138,24683.0
2021-08-13,22.1138,22.3195,22.0395,22.3195,14152.0
2021-08-14,22.1138,22.3195,22.0395,22.3195,14152.0
2021-08-15,22.1138,22.3195,22.0395,22.3195,14152.0
2021-08-16,22.0109,22.3195,22.0109,22.226,24800.0
2021-08-17,22.0951,22.0951,21.8239,21.9735,17177.0
2021-08-18,22.3596,22.3596,21.7444,21.7491,17626.0
2021-08-19,21.5808,21.693,21.5247,21.6649,17295.0
2021-08-20,21.5247,21.88,21.3891,21.5901,79487.0
2021-08-21,21.5247,21.88,21.3891,21.5901,79487.0
2021-08-22,21.5247,21.88,21.3891,21.5901,79487.0
2021-08-23,21.8473,21.9081,21.6489,21.8894,14993.0
2021-08-24,21.8332,21.9642,21.7958,21.9361,16482.0
2021-08-25,22.0808,22.0808,21.8426,21.8426,14542.0
2021-08-26,22.0203,22.0203,21.132,21.1787,118717.0
2021-08-27,21.3938,21.8987,21.1694,21.7958,86592.0
2021-08-28,21.3938,21.8987,21.1694,21.7958,86592.0
2021-08-29,21.3938,21.8987,21.1694,21.7958,86592.0
2021-08-30,22.0156,22.0156,21.319,21.3283,23868.0
2021-08-31,21.2722,21.8332,21.2722,21.6836,38506.0
2021-09-01,21.7678,21.9361,21.5621,21.7865,20572.0
2021-09-02,21.9455,21.9455,21.5621,21.693,12707.0
2021-09-03,21.8613,21.8613,21.2442,21.5808,17396.0
2021-09-04,21.8613,21.8613,21.2442,21.5808,17396.0
2021-09-05,21.8613,21.8613,21.2442,21.5808,17396.0
2021-09-06,21.8613,21.8613,21.2442,21.5808,17396.0
2021-09-07,21.5247,21.5574,21.3844,21.3844,13670.0
2021-09-08,21.2535,21.5247,21.1881,21.2348,20382.0
2021-09-09,21.3909,21.5714,21.2068,21.2161,31085.0
2021-09-10,21.4327,21.8188,21.1879,21.3385,32234.0
2021-09-11,21.4327,21.8188,21.1879,21.3385,32234.0
2021-09-12,21.4327,21.8188,21.1879,21.3385,32234.0
2021-09-13,21.5834,21.5834,21.1879,21.3291,21291.0
2021-09-14,21.5175,21.5175,21.1879,21.3762,27031.0
2021-09-15,21.5059,21.5928,21.4233,21.5081,28109.0
2021-09-16,21.6211,21.6211,21.3288,21.4892,16039.0
2021-09-17,21.5363,21.6116,21.3197,21.3762,95641.0
2021-09-18,21.5363,21.6116,21.3197,21.3762,95641.0
2021-09-19,21.5363,21.6116,21.3197,21.3762,95641.0
2021-09-20,21.0655,21.0655,20.7312,21.056,25866.0
2021-09-21,21.315,21.3291,20.9336,20.9336,28120.0
2021-09-22,21.9934,21.9934,21.0513,21.0937,33340.0
2021-09-23,21.2067,21.539,21.1785,21.4798,58373.0
2021-09-24,21.4704,22.252,21.4704,22.1766,26207.0
2021-09-25,21.4704,22.252,21.4704,22.1766,26207.0
2021-09-26,21.4704,22.252,21.4704,22.1766,26207.0
2021-09-27,22.3744,23.2596,22.3448,23.1466,28893.0
2021-09-28,23.1466,23.2407,22.8923,22.9394,32896.0
2021-09-29,22.93,23.4385,22.93,23.3538,15399.0
2021-09-30,23.3538,23.4197,23.2219,23.2973,54206.0
2021-10-01,23.4103,23.9093,23.3726,23.8152,21745.0
2021-10-02,23.4103,23.9093,23.3726,23.8152,21745.0
2021-10-03,23.4103,23.9093,23.3726,23.8152,21745.0
2021-10-04,23.6551,23.9941,23.6551,23.8152,24254.0
2021-10-05,23.8246,23.9564,23.7775,23.8811,71553.0
2021-10-06,23.7022,24.0506,23.6551,24.0318,18889.0
2021-10-07,24.1636,24.4932,24.0223,24.3896,31028.0
2021-10-08,24.6721,24.9169,24.4367,24.8604,49410.0
2021-10-09,24.6721,24.9169,24.4367,24.8604,49410.0
2021-10-10,24.6721,24.9169,24.4367,24.8604,49410.0
2021-10-11,24.738,25.2144,24.5779,24.5779,18732.0
2021-10-12,24.4838,24.6062,24.2954,24.4744,34355.0
2021-10-13,24.4932,24.6909,24.3896,24.6909,32748.0
2021-10-14,24.9452,24.9452,24.7192,24.8228,19194.0
2021-10-15,25.1618,25.303,24.7192,24.7192,38940.0
2021-10-16,25.1618,25.303,24.7192,24.7192,38940.0
2021-10-17,25.1618,25.303,24.7192,24.7192,38940.0
2021-10-18,24.5403,24.9829,24.3566,24.7945,20373.0
2021-10-19,24.8604,24.9452,24.7757,24.9452,30478.0
2021-10-20,24.9075,25.2183,24.9075,25.2183,15830.0
2021-10-21,25.416,25.416,25.0205,25.2277,25797.0
2021-10-22,25.0488,25.3501,25.0488,25.2748,9038.0
2021-10-23,25.0488,25.3501,25.0488,25.2748,9038.0
2021-10-24,25.0488,25.3501,25.0488,25.2748,9038.0
2021-10-25,25.2936,25.4255,25.19,25.4066,13808.0
2021-10-26,25.4255,25.9528,25.2371,25.6044,30657.0
2021-10-27,25.4914,25.6138,25.1995,25.1995,25150.0
2021-10-28,25.1995,25.4278,25.1995,25.3784,11067.0
2021-10-29,25.3313,25.4914,25.2183,25.303,26160.0
2021-10-30,25.3313,25.4914,25.2183,25.303,26160.0
2021-10-31,25.3313,25.4914,25.2183,25.303,26160.0
2021-11-01,25.4255,26.3295,25.2842,25.6985,25398.0
2021-11-02,25.6515,25.8775,25.1241,25.3878,30448.0
2021-11-03,25.7362,26.3671,25.7362,26.3295,33629.0
2021-11-04,26.3201,26.3201,25.6232,26.0752,13756.0
2021-11-05,26.2071,26.3671,26.1901,26.3671,30038.0
2021-11-06,26.2071,26.3671,26.1901,26.3671,30038.0
2021-11-07,26.2071,26.3671,26.1901,26.3671,30038.0
2021-11-08,26.3671,26.8474,26.3201,26.8474,30951.0
2021-11-09,26.8003,26.8003,25.8493,26.6308,14248.0
2021-11-10,26.6402,26.838,26.5461,26.7721,13488.0
2021-11-11,26.8191,27.0734,26.5178,27.0075,11588.0
2021-11-12,26.9227,27.0069,26.4049,26.6591,11345.0
2021-11-13,26.9227,27.0069,26.4049,26.6591,11345.0
2021-11-14,26.9227,27.0069,26.4049,26.6591,11345.0
2021-11-15,26.6685,26.6685,25.981,26.3295,87835.0
2021-11-16,26.3483,26.4142,26.1035,26.2259,13345.0
2021-11-17,25.8021,26.1694,25.7268,26.0752,87780.0
2021-11-18,26.1223,26.5743,25.7927,26.4236,20356.0
2021-11-19,26.1411,26.4095,25.9434,26.0846,111474.0
2021-11-20,26.1411,26.4095,25.9434,26.0846,111474.0
2021-11-21,26.1411,26.4095,25.9434,26.0846,111474.0
2021-11-22,26.3295,26.838,26.3295,26.7156,75388.0
2021-11-23,26.7438,27.3088,26.7438,27.3088,59759.0
2021-11-24,27.064,27.2965,26.9698,27.1205,8024.0
2021-11-25,27.064,27.2965,26.9698,27.1205,8024.0
2021-11-26,26.4519,26.4519,25.3784,25.9245,25257.0
2021-11-27,26.4519,26.4519,25.3784,25.9245,25257.0
2021-11-28,26.4519,26.4519,25.3784,25.9245,25257.0
2021-11-29,25.9575,25.9575,25.2936,25.2936,12973.0
2021-11-30,25.0676,25.595,23.9794,24.964,24855.0
2021-12-01,25.4914,26.1976,25.19,25.19,30983.0
2021-12-02,25.8963,26.2259,25.0041,26.1035,16212.0
2021-12-03,26.2077,26.2077,25.1847,25.6583,16264.0
2021-12-04,26.2077,26.2077,25.1847,25.6583,16264.0
2021-12-05,26.2077,26.2077,25.1847,25.6583,16264.0
2021-12-06,25.9898,26.2834,25.7909,26.0182,12893.0
2021-12-07,26.1508,26.1508,25.6773,25.8667,11837.0
2021-12-08,25.8193,25.8193,25.36,25.5352,11686.0
2021-12-09,25.3552,25.9282,25.3457,25.5446,16344.0
2021-12-10,23.7261,25.8004,23.7261,25.4499,12801.0
2021-12-11,23.7261,25.8004,23.7261,25.4499,12801.0
2021-12-12,23.7261,25.8004,23.7261,25.4499,12801.0
2021-12-13,25.2416,25.9425,24.5217,25.27,20249.0
2021-12-14,25.2558,25.4594,24.588,25.1658,53434.0
2021-12-15,24.9574,25.772,24.6354,25.6583,19191.0
2021-12-16,25.933,25.933,25.1279,25.431,22550.0
2021-12-17,25.4594,25.4594,24.1808,24.1902,174788.0
2021-12-18,25.4594,25.4594,24.1808,24.1902,174788.0
2021-12-19,25.4594,25.4594,24.1808,24.1902,174788.0
2021-12-20,24.2565,25.0805,23.5367,24.5312,41657.0
2021-12-21,24.9006,25.7404,24.749,25.0142,22407.0
2021-12-22,24.3853,25.2794,23.4609,24.9574,30390.0
2021-12-23,25.0048,25.5636,24.9764,25.1753,23030.0
2021-12-24,25.0048,25.5636,24.9764,25.1753,23030.0
2021-12-25,25.0048,25.5636,24.9764,25.1753,23030.0
2021-12-26,25.0048,25.5636,24.9764,25.1753,23030.0
2021-12-27,25.0285,25.5541,25.0285,25.4878,13227.0
2021-12-28,25.5852,25.753,25.4405,25.6204,28864.0
2021-12-29,25.4594,25.9898,25.4405,25.7246,18767.0
2021-12-30,25.4499,25.6583,25.251,25.3931,10722.0
2021-12-31,24.8153,25.3079,24.6259,25.0048,16587.0
2022-01-01,24.8153,25.3079,24.6259,25.0048,16587.0
2022-01-02,24.8153,25.3079,24.6259,25.0048,16587.0
2022-01-03,25.1658,25.6394,25.1658,25.6299,26816.0
2022-01-04,25.6962,26.4066,25.6962,25.8572,11703.0
2022-01-05,26.0182,26.435,25.6299,25.8856,14667.0
2022-01-06,25.8288,26.4918,25.6678,26.3118,12009.0
2022-01-07,26.3213,26.577,25.8099,25.8572,25684.0
2022-01-08,26.3213,26.577,25.8099,25.8572,25684.0
2022-01-09,26.3213,26.577,25.8099,25.8572,25684.0
2022-01-10,25.7151,26.0419,25.5257,25.9614,30697.0
2022-01-11,25.8572,26.3213,25.4783,26.0277,20237.0
2022-01-12,26.1414,26.5107,25.9993,26.0277,23138.0
2022-01-13,26.0277,26.4255,25.9614,26.1414,18785.0
2022-01-14,26.1319,26.5202,25.9519,26.3971,30957.0
2022-01-15,26.1319,26.5202,25.9519,26.3971,30957.0
2022-01-16,26.1319,26.5202,25.9519,26.3971,30957.0
2022-01-17,26.1319,26.5202,25.9519,26.3971,30957.0
2022-01-18,26.3781,26.8896,26.0135,26.3971,31047.0
2022-01-19,26.6149,26.7475,25.8951,26.094,15766.0
2022-01-20,26.094,26.094,24.8532,25.0995,14861.0
2022-01-21,24.7775,25.8477,24.7775,25.5731,90113.0
2022-01-22,24.7775,25.8477,24.7775,25.5731,90113.0
2022-01-23,24.7775,25.8477,24.7775,25.5731,90113.0
2022-01-24,25.3079,26.1698,24.9479,26.0088,34824.0
2022-01-25,25.7151,26.3308,25.0048,25.9993,28791.0
2022-01-26,27.0411,27.3537,25.8667,26.094,52718.0
2022-01-27,26.1414,26.8091,25.9614,26.2929,24948.0
2022-01-28,26.0277,26.3781,25.7199,26.1982,27710.0
2022-01-29,26.0277,26.3781,25.7199,26.1982,27710.0
2022-01-30,26.0277,26.3781,25.7199,26.1982,27710.0
2022-01-31,25.9709,26.4823,24.588,26.1982,32348.0
2022-02-01,25.9803,26.2361,25.8099,26.1603,38251.0
2022-02-02,25.9709,26.274,25.9282,26.1414,23743.0
2022-02-03,25.9898,26.255,25.9898,26.1414,20288.0
2022-02-04,26.1792,26.435,26.1414,26.3781,22266.0
2022-02-05,26.1792,26.435,26.1414,26.3781,22266.0
2022-02-06,26.1792,26.435,26.1414,26.3781,22266.0
2022-02-07,26.3308,26.7475,26.1982,26.274,18959.0
2022-02-08,26.5202,26.7096,26.5107,26.6339,13646.0
2022-02-09,26.6149,26.6623,26.0987,26.1792,28982.0
2022-02-10,26.1792,26.2361,26.0466,26.0845,27710.0
2022-02-11,26.4302,26.4302,26.0751,26.255,12463.0
2022-02-12,26.4302,26.4302,26.0751,26.255,12463.0
2022-02-13,26.4302,26.4302,26.0751,26.255,12463.0
2022-02-14,26.3308,26.5107,26.0466,26.0845,27051.0
2022-02-15,26.3781,26.5676,26.3497,26.5202,14940.0
2022-02-16,26.4397,26.5344,26.2266,26.4729,34193.0
2022-02-17,26.2929,26.6244,26.2929,26.4823,14789.0
2022-02-18,26.1982,26.6528,26.1982,26.3024,22113.0
2022-02-19,26.1982,26.6528,26.1982,26.3024,22113.0
2022-02-20,26.1982,26.6528,26.1982,26.3024,22113.0
2022-02-21,26.1982,26.6528,26.1982,26.3024,22113.0
2022-02-22,26.3592,26.5865,26.0845,26.3971,79522.0
2022-02-23,26.7002,26.757,26.2834,26.3876,27567.0
2022-02-24,25.7814,26.2266,25.2092,25.9425,60225.0
2022-02-25,25.9709,26.7854,25.9709,26.7759,18396.0
2022-02-26,25.9709,26.7854,25.9709,26.7759,18396.0
2022-02-27,25.9709,26.7854,25.9709,26.7759,18396.0
2022-02-28,26.8991,26.8991,26.5491,26.5865,21828.0
2022-03-01,26.2834,26.2834,25.1847,25.5731,46634.0
2022-03-02,25.8193,26.6622,25.431,26.416,13353.0
2022-03-03,26.5676,26.5676,26.023,26.4634,9977.0
2022-03-04,26.311,26.311,25.6251,25.6251,6914.0
2022-03-05,26.311,26.311,25.6251,25.6251,6914.0
2022-03-06,26.311,26.311,25.6251,25.6251,6914.0
2022-03-07,25.7108,25.7108,24.9535,25.3012,14170.0
2022-03-08,25.4917,25.7204,24.9583,25.0154,12842.0
2022-03-09,25.4727,25.6013,25.1393,25.5489,13234.0
2022-03-10,25.5013,25.8442,25.3393,25.6727,16310.0
2022-03-11,25.9395,26.1205,25.6061,25.949,23338.0
2022-03-12,25.9395,26.1205,25.6061,25.949,23338.0
2022-03-13,25.9395,26.1205,25.6061,25.949,23338.0
2022-03-14,26.2348,26.954,26.1586,26.3777,14391.0
2022-03-15,26.4634,26.4634,25.6061,25.7013,14453.0
2022-03-16,25.9299,26.1871,25.6442,26.0633,22719.0
2022-03-17,25.8918,26.3014,25.7775,25.9585,21122.0
2022-03-18,25.9585,26.1871,25.0535,26.1205,61043.0
2022-03-19,25.9585,26.1871,25.0535,26.1205,61043.0
2022-03-20,25.9585,26.1871,25.0535,26.1205,61043.0
2022-03-21,26.2919,26.6147,25.7585,26.0157,29037.0
2022-03-22,26.2824,26.2824,25.8252,25.8252,14904.0
2022-03-23,25.7204,25.7204,25.1821,25.2441,12264.0
2022-03-24,25.6061,25.6061,25.0916,25.1869,6506.0
2022-03-25,25.3679,25.787,25.3679,25.4441,10637.0
2022-03-26,25.3679,25.787,25.3679,25.4441,10637.0
2022-03-27,25.3679,25.787,25.3679,25.4441,10637.0
2022-03-28,25.2536,25.3393,24.9106,25.3203,12324.0
2022-03-29,25.5298,25.8537,25.4155,25.4155,14058.0
2022-03-30,25.6156,25.6156,24.8535,24.9011,14808.0
2022-03-31,24.8821,25.3012,24.7297,25.1107,23172.0
2022-04-01,24.9964,25.4679,24.8725,24.9869,16959.0
2022-04-02,24.9964,25.4679,24.8725,24.9869,16959.0
2022-04-03,24.9964,25.4679,24.8725,24.9869,16959.0
2022-04-04,24.682,24.7514,24.6153,24.6725,10351.0
2022-04-05,24.4201,24.6249,24.1295,24.1962,16115.0
2022-04-06,24.1247,24.301,23.8152,23.9866,13049.0
2022-04-07,23.6627,23.7008,23.2722,23.4246,11275.0
2022-04-08,23.3817,23.5294,23.2817,23.4436,14609.0
2022-04-09,23.3817,23.5294,23.2817,23.4436,14609.0
2022-04-10,23.3817,23.5294,23.2817,23.4436,14609.0
2022-04-11,23.4246,23.7104,23.4246,23.6246,18110.0
2022-04-12,23.7008,23.9295,23.6151,23.7485,19346.0
2022-04-13,23.7961,23.9961,23.6723,23.758,12183.0
2022-04-14,23.9485,24.2895,23.4341,23.8152,20674.0
2022-04-15,23.9485,24.2895,23.4341,23.8152,20674.0
2022-04-16,23.9485,24.2895,23.4341,23.8152,20674.0
2022-04-17,23.9485,24.2895,23.4341,23.8152,20674.0
2022-04-18,24.0081,24.0081,23.4913,23.5961,9874.0
2022-04-19,23.6342,24.2152,23.6342,24.1009,11729.0
2022-04-20,24.3581,24.7582,24.3581,24.4629,22527.0
2022-04-21,24.663,25.0631,24.0914,24.0914,15133.0
2022-04-22,23.8628,24.2629,23.5532,23.6627,15851.0
2022-04-23,23.8628,24.2629,23.5532,23.6627,15851.0
2022-04-24,23.8628,24.2629,23.5532,23.6627,15851.0
2022-04-25,23.8152,24.7582,23.8152,24.12,26839.0
2022-04-26,24.7678,25.4251,23.4664,24.6153,36368.0
2022-04-27,24.8344,25.5156,24.5296,25.2917,24697.0
2022-04-28,25.1107,25.2679,24.6249,25.0345,18627.0
2022-04-29,24.9011,25.2164,24.2248,24.3962,31943.0
2022-04-30,24.9011,25.2164,24.2248,24.3962,31943.0
2022-05-01,24.9011,25.2164,24.2248,24.3962,31943.0
2022-05-02,24.8535,25.206,24.6249,24.9773,63835.0
2022-05-03,25.1107,25.6727,24.9011,25.2917,33524.0
2022-05-04,24.7782,25.9585,24.7782,25.9395,17385.0
2022-05-05,25.8061,25.9109,24.9964,25.3774,21539.0
2022-05-06,25.3393,25.4822,25.0135,25.2441,24784.0
2022-05-07,25.3393,25.4822,25.0135,25.2441,24784.0
2022-05-08,25.3393,25.4822,25.0135,25.2441,24784.0
2022-05-09,24.8725,25.3393,24.7201,25.3203,32195.0
2022-05-10,25.5203,25.8252,24.9106,25.225,46042.0
2022-05-11,25.3584,25.8252,24.8535,25.0154,35935.0
2022-05-12,24.7678,24.8821,24.5201,24.8059,17434.0
2022-05-13,24.9297,24.9297,24.2819,24.4153,28220.0
2022-05-14,24.9297,24.9297,24.2819,24.4153,28220.0
2022-05-15,24.9297,24.9297,24.2819,24.4153,28220.0
2022-05-16,24.3962,24.7201,24.2976,24.6534,36926.0
2022-05-17,24.9392,25.6823,24.8249,25.5965,28051.0
2022-05-18,25.3488,25.9123,24.6534,24.9583,21132.0
2022-05-19,24.7487,24.863,24.2534,24.3486,33025.0
2022-05-20,24.5582,24.5772,24.1771,24.501,17538.0
2022-05-21,24.5582,24.5772,24.1771,24.501,17538.0
2022-05-22,24.5582,24.5772,24.1771,24.501,17538.0
2022-05-23,24.844,25.4917,24.844,25.1488,15668.0
2022-05-24,25.1202,25.387,24.9106,25.225,14604.0
2022-05-25,25.1869,25.6823,25.1869,25.2631,24941.0
2022-05-26,25.2631,25.6346,25.0011,25.2917,22929.0
2022-05-27,25.1488,25.7108,25.1488,25.7013,15022.0
