,ONB US Equity,ONB US Equity,ONB US Equity,ONB US Equity,ONB US Equity
2021-03-11,18.3356,18.5794,18.2273,18.4891,957020.0
2021-03-12,18.5071,18.9495,18.4349,18.9089,997754.0
2021-03-13,18.5071,18.9495,18.4349,18.9089,997754.0
2021-03-14,18.5071,18.9495,18.4349,18.9089,997754.0
2021-03-15,18.9585,18.9585,18.3717,18.4981,868860.0
2021-03-16,18.3266,18.4169,18.0648,18.3717,539906.0
2021-03-17,18.4801,18.6696,18.1641,18.2995,666340.0
2021-03-18,18.5523,19.2113,18.4259,18.5162,1118505.0
2021-03-19,18.0016,18.7599,17.9564,18.5342,2514373.0
2021-03-20,18.0016,18.7599,17.9564,18.5342,2514373.0
2021-03-21,18.0016,18.7599,17.9564,18.5342,2514373.0
2021-03-22,18.2814,18.3808,17.7849,17.8571,708602.0
2021-03-23,17.5231,17.7939,17.2342,17.2884,676371.0
2021-03-24,17.4328,17.9384,17.2252,17.2252,1110459.0
2021-03-25,17.2432,17.7759,17.1169,17.663,895575.0
2021-03-26,17.9203,18.1551,17.7939,18.1099,711462.0
2021-03-27,17.9203,18.1551,17.7939,18.1099,711462.0
2021-03-28,17.9203,18.1551,17.7939,18.1099,711462.0
2021-03-29,17.8933,18.1912,17.6089,17.7669,677297.0
2021-03-30,17.7578,18.1099,17.7217,17.803,1000855.0
2021-03-31,17.7939,17.9203,17.4509,17.4599,1280665.0
2021-04-01,17.3967,17.5321,17.2071,17.5321,845923.0
2021-04-02,17.3967,17.5321,17.2071,17.5321,845923.0
2021-04-03,17.3967,17.5321,17.2071,17.5321,845923.0
2021-04-04,17.3967,17.5321,17.2071,17.5321,845923.0
2021-04-05,17.7849,17.8301,17.3516,17.5231,784774.0
2021-04-06,17.6044,17.6405,17.2207,17.478,672146.0
2021-04-07,17.4509,17.6405,17.2207,17.2929,511247.0
2021-04-08,17.1981,17.2974,16.9002,17.2478,451741.0
2021-04-09,17.3787,17.3877,17.18,17.3426,510969.0
2021-04-10,17.3787,17.3877,17.18,17.3426,510969.0
2021-04-11,17.3787,17.3877,17.18,17.3426,510969.0
2021-04-12,17.3787,17.5592,17.2252,17.4689,516808.0
2021-04-13,17.2162,17.4509,17.0356,17.162,551839.0
2021-04-14,17.153,17.5231,17.0627,17.3877,422711.0
2021-04-15,17.3606,17.4419,16.9634,17.2794,532314.0
2021-04-16,17.4328,17.5141,17.171,17.3516,573003.0
2021-04-17,17.4328,17.5141,17.171,17.3516,573003.0
2021-04-18,17.4328,17.5141,17.171,17.3516,573003.0
2021-04-19,17.3787,17.5321,17.0275,17.2613,602144.0
2021-04-20,17.2613,17.2613,16.7828,16.837,620108.0
2021-04-21,16.7377,17.162,16.6474,17.0898,742618.0
2021-04-22,17.0266,17.1349,16.846,16.855,511485.0
2021-04-23,16.8821,17.5412,16.7467,17.4238,819594.0
2021-04-24,16.8821,17.5412,16.7467,17.4238,819594.0
2021-04-25,16.8821,17.5412,16.7467,17.4238,819594.0
2021-04-26,17.5773,17.6766,17.2794,17.2794,296667.0
2021-04-27,17.3064,17.3922,17.1349,17.329,454007.0
2021-04-28,17.3787,17.4057,17.18,17.2523,381345.0
2021-04-29,17.3877,17.5773,17.2794,17.3335,453886.0
2021-04-30,17.2071,17.3967,17.0446,17.0627,683904.0
2021-05-01,17.2071,17.3967,17.0446,17.0627,683904.0
2021-05-02,17.2071,17.3967,17.0446,17.0627,683904.0
2021-05-03,17.18,17.4509,17.0807,17.3155,929767.0
2021-05-04,17.3155,17.5321,17.2162,17.5141,603591.0
2021-05-05,17.4689,17.6405,17.3137,17.5502,518670.0
2021-05-06,17.6224,17.6946,17.4148,17.6856,460027.0
2021-05-07,17.4148,17.6224,17.3426,17.6044,398051.0
2021-05-08,17.4148,17.6224,17.3426,17.6044,398051.0
2021-05-09,17.4148,17.6224,17.3426,17.6044,398051.0
2021-05-10,17.812,17.8301,17.3516,17.3606,574639.0
2021-05-11,17.1169,17.4419,17.0175,17.2252,352227.0
2021-05-12,17.4328,17.6134,16.8189,16.846,516118.0
2021-05-13,16.4849,17.6586,16.4849,17.5502,714155.0
2021-05-14,17.6224,17.7127,17.496,17.6856,414597.0
2021-05-15,17.6224,17.7127,17.496,17.6856,414597.0
2021-05-16,17.6224,17.7127,17.496,17.6856,414597.0
2021-05-17,17.6314,17.7127,17.478,17.7037,523952.0
2021-05-18,17.7127,17.812,17.3787,17.3787,535428.0
2021-05-19,17.1981,17.5096,17.0537,17.496,919323.0
2021-05-20,17.3877,17.4509,17.1439,17.3426,667588.0
2021-05-21,17.487,17.7127,17.4057,17.6224,1032711.0
2021-05-22,17.487,17.7127,17.4057,17.6224,1032711.0
2021-05-23,17.487,17.7127,17.4057,17.6224,1032711.0
2021-05-24,17.7127,17.7398,17.2568,17.3155,518579.0
2021-05-25,17.3155,17.5032,16.828,16.828,817290.0
2021-05-26,16.837,17.153,16.8099,17.0988,543951.0
2021-05-27,17.3335,17.3516,17.1439,17.2342,724180.0
2021-05-28,17.2433,17.3615,17.025,17.3252,458452.0
2021-05-29,17.2433,17.3615,17.025,17.3252,458452.0
2021-05-30,17.2433,17.3615,17.025,17.3252,458452.0
2021-05-31,17.2433,17.3615,17.025,17.3252,458452.0
2021-06-01,17.3252,17.4525,16.825,17.0341,2228821.0
2021-06-02,17.2251,17.2342,16.8068,16.8341,2216415.0
2021-06-03,16.8522,17.5343,16.734,17.4707,2321835.0
2021-06-04,17.3706,17.4889,17.1251,17.2888,1694446.0
2021-06-05,17.3706,17.4889,17.1251,17.2888,1694446.0
2021-06-06,17.3706,17.4889,17.1251,17.2888,1694446.0
2021-06-07,17.3161,17.4434,17.2024,17.3797,1407821.0
2021-06-08,17.1978,17.648,17.1069,17.3615,2238304.0
2021-06-09,17.2433,17.2661,17.016,17.0887,1340723.0
2021-06-10,17.2888,17.3297,16.9614,16.9705,1587240.0
2021-06-11,17.1887,17.2069,16.8795,16.8977,804576.0
2021-06-12,17.1887,17.2069,16.8795,16.8977,804576.0
2021-06-13,17.1887,17.2069,16.8795,16.8977,804576.0
2021-06-14,16.9705,17.025,16.5658,16.7067,1114474.0
2021-06-15,16.7977,17.0978,16.6658,16.9432,992726.0
2021-06-16,16.9523,17.1978,16.6704,17.1433,1319324.0
2021-06-17,17.2706,17.3161,16.5248,16.6067,1889276.0
2021-06-18,16.352,16.5794,16.0883,16.0883,2859774.0
2021-06-19,16.352,16.5794,16.0883,16.0883,2859774.0
2021-06-20,16.352,16.5794,16.0883,16.0883,2859774.0
2021-06-21,16.252,16.7704,16.252,16.634,1356649.0
2021-06-22,16.634,16.7158,16.2975,16.3975,1673963.0
2021-06-23,16.4612,16.5157,16.1974,16.2065,1471150.0
2021-06-24,16.252,16.5976,16.1474,16.4976,1425186.0
2021-06-25,16.5339,16.7249,16.4703,16.6158,1856343.0
2021-06-26,16.5339,16.7249,16.4703,16.6158,1856343.0
2021-06-27,16.5339,16.7249,16.4703,16.6158,1856343.0
2021-06-28,16.4794,16.543,16.1156,16.1883,1266364.0
2021-06-29,16.5521,16.5521,16.0155,16.061,659457.0
2021-06-30,16.0155,16.1338,15.9701,16.0155,1470237.0
2021-07-01,16.152,16.2185,16.0337,16.1247,629167.0
2021-07-02,16.0246,16.1065,15.8155,15.8791,697174.0
2021-07-03,16.0246,16.1065,15.8155,15.8791,697174.0
2021-07-04,16.0246,16.1065,15.8155,15.8791,697174.0
2021-07-05,16.0246,16.1065,15.8155,15.8791,697174.0
2021-07-06,15.7973,15.7973,15.4062,15.5608,1103354.0
2021-07-07,15.4335,15.6154,15.2607,15.4062,1318310.0
2021-07-08,15.1698,15.3062,14.9697,15.1516,1582062.0
2021-07-09,15.7973,15.7973,15.3971,15.6518,1291187.0
2021-07-10,15.7973,15.7973,15.3971,15.6518,1291187.0
2021-07-11,15.7973,15.7973,15.3971,15.6518,1291187.0
2021-07-12,15.388,15.7791,15.2152,15.6881,1444024.0
2021-07-13,15.6336,15.6518,15.3244,15.388,1135660.0
2021-07-14,15.4335,15.5517,15.1334,15.4335,1494048.0
2021-07-15,15.3062,15.6427,15.2652,15.579,1482702.0
2021-07-16,15.6972,15.6972,15.0879,15.1334,1254862.0
2021-07-17,15.6972,15.6972,15.0879,15.1334,1254862.0
2021-07-18,15.6972,15.6972,15.0879,15.1334,1254862.0
2021-07-19,14.7605,15.0697,14.4968,14.6741,2308746.0
2021-07-20,14.8469,15.1425,14.6332,14.7059,2064838.0
2021-07-21,14.7605,15.0788,14.7605,14.8423,1364787.0
2021-07-22,14.7332,14.7696,14.3512,14.4786,1546927.0
2021-07-23,14.6423,14.6696,14.4513,14.615,1236790.0
2021-07-24,14.6423,14.6696,14.4513,14.615,1236790.0
2021-07-25,14.6423,14.6696,14.4513,14.615,1236790.0
2021-07-26,14.6423,14.8423,14.5786,14.6877,974489.0
2021-07-27,14.4149,14.806,14.4058,14.6696,767182.0
2021-07-28,14.6696,14.906,14.4877,14.7696,877516.0
2021-07-29,14.9879,14.997,14.765,14.7969,932050.0
2021-07-30,14.715,14.9651,14.5877,14.6332,1025711.0
2021-07-31,14.715,14.9651,14.5877,14.6332,1025711.0
2021-08-01,14.715,14.9651,14.5877,14.6332,1025711.0
2021-08-02,14.6514,14.9697,14.4877,14.4968,1042555.0
2021-08-03,14.5604,14.7514,14.3331,14.7332,1287469.0
2021-08-04,14.5331,14.6923,14.4331,14.4422,1008173.0
2021-08-05,14.4968,14.6332,14.4513,14.5877,570537.0
2021-08-06,14.7878,15.2425,14.7787,15.1698,1336795.0
2021-08-07,14.7878,15.2425,14.7787,15.1698,1336795.0
2021-08-08,14.7878,15.2425,14.7787,15.1698,1336795.0
2021-08-09,15.0788,15.1879,14.9015,15.0606,1101503.0
2021-08-10,15.0151,15.2243,14.9197,15.1788,891503.0
2021-08-11,15.3607,15.4289,15.0151,15.4244,976771.0
2021-08-12,15.4426,15.4517,15.1788,15.1879,696307.0
2021-08-13,15.1879,15.2243,15.0151,15.1698,840457.0
2021-08-14,15.1879,15.2243,15.0151,15.1698,840457.0
2021-08-15,15.1879,15.2243,15.0151,15.1698,840457.0
2021-08-16,15.3289,15.3289,14.906,15.0788,986646.0
2021-08-17,15.2698,15.4335,15.006,15.1061,1800654.0
2021-08-18,15.0333,15.2016,14.9424,14.9697,1098695.0
2021-08-19,14.8605,14.9651,14.7059,14.8514,1201210.0
2021-08-20,14.7969,15.0788,14.715,14.997,1524691.0
2021-08-21,14.7969,15.0788,14.715,14.997,1524691.0
2021-08-22,14.7969,15.0788,14.715,14.997,1524691.0
2021-08-23,15.0606,15.2061,15.0197,15.1698,734889.0
2021-08-24,15.2243,15.3153,15.097,15.2334,762780.0
2021-08-25,15.2425,15.4972,15.2061,15.3062,1023096.0
2021-08-26,15.3153,15.3425,15.0879,15.097,948039.0
2021-08-27,15.1334,15.4335,15.1334,15.4153,1152778.0
2021-08-28,15.1334,15.4335,15.1334,15.4153,1152778.0
2021-08-29,15.1334,15.4335,15.1334,15.4153,1152778.0
2021-08-30,15.4426,15.4426,15.0788,15.0879,1057545.0
2021-08-31,15.1613,15.3814,15.1521,15.2805,1496038.0
2021-09-01,15.2989,15.3355,15.0237,15.0879,961721.0
2021-09-02,15.0879,15.308,15.0512,15.2255,1156749.0
2021-09-03,15.2805,15.2989,15.0466,15.1796,964703.0
2021-09-04,15.2805,15.2989,15.0466,15.1796,964703.0
2021-09-05,15.2805,15.2989,15.0466,15.1796,964703.0
2021-09-06,15.2805,15.2989,15.0466,15.1796,964703.0
2021-09-07,15.2255,15.3722,15.0696,15.0971,1023045.0
2021-09-08,15.0054,15.1246,14.776,14.8403,975088.0
2021-09-09,15.2668,15.2668,14.7852,14.8678,1271830.0
2021-09-10,14.9136,14.932,14.6385,14.6752,1012692.0
2021-09-11,14.9136,14.932,14.6385,14.6752,1012692.0
2021-09-12,14.9136,14.932,14.6385,14.6752,1012692.0
2021-09-13,14.7761,14.9412,14.6201,14.7119,1398497.0
2021-09-14,14.721,14.7485,14.3633,14.4459,1402211.0
2021-09-15,14.4734,14.7576,14.4734,14.6752,1307497.0
2021-09-16,14.8127,14.8586,14.467,14.6201,1345439.0
2021-09-17,14.5926,14.7485,14.5009,14.6385,5261194.0
2021-09-18,14.5926,14.7485,14.5009,14.6385,5261194.0
2021-09-19,14.5926,14.7485,14.5009,14.6385,5261194.0
2021-09-20,14.3541,14.4642,14.2441,14.455,2208303.0
2021-09-21,14.5009,14.6476,14.3404,14.3633,1428810.0
2021-09-22,14.4917,14.6568,14.4367,14.5101,1125606.0
2021-09-23,14.6476,15.1796,14.5468,15.0329,1103686.0
2021-09-24,15.0512,15.2851,15.0512,15.1796,857185.0
2021-09-25,15.0512,15.2851,15.0512,15.1796,857185.0
2021-09-26,15.0512,15.2851,15.0512,15.1796,857185.0
2021-09-27,15.4181,15.8125,15.2943,15.7208,1305253.0
2021-09-28,15.8125,15.9317,15.5557,15.5924,991374.0
2021-09-29,15.6291,15.8033,15.5098,15.7208,795559.0
2021-09-30,15.7758,15.8308,15.5465,15.5465,1000672.0
2021-10-01,15.574,15.9501,15.5648,15.785,1220094.0
2021-10-02,15.574,15.9501,15.5648,15.785,1220094.0
2021-10-03,15.574,15.9501,15.5648,15.785,1220094.0
2021-10-04,15.8675,15.9868,15.6933,15.7483,1077013.0
2021-10-05,15.785,15.9455,15.6382,15.8217,1330349.0
2021-10-06,15.7483,15.8584,15.4685,15.84,941252.0
2021-10-07,15.9592,16.0418,15.8492,15.9592,812020.0
2021-10-08,15.9042,16.0418,15.8859,15.895,619635.0
2021-10-09,15.9042,16.0418,15.8859,15.895,619635.0
2021-10-10,15.9042,16.0418,15.8859,15.895,619635.0
2021-10-11,16.0143,16.0143,15.7208,15.7208,898528.0
2021-10-12,15.6382,15.785,15.574,15.6474,884235.0
2021-10-13,15.574,15.5786,15.198,15.4731,1066878.0
2021-10-14,15.6474,15.7575,15.5282,15.7483,839400.0
2021-10-15,15.9868,16.0418,15.6153,15.6382,1122871.0
2021-10-16,15.9868,16.0418,15.6153,15.6382,1122871.0
2021-10-17,15.9868,16.0418,15.6153,15.6382,1122871.0
2021-10-18,15.4731,15.8125,15.4731,15.6841,1368176.0
2021-10-19,16.051,16.1335,15.7941,16.0968,1493815.0
2021-10-20,16.1243,16.3078,16.0097,16.2986,2010603.0
2021-10-21,16.2711,16.3169,15.9088,16.1519,1838313.0
2021-10-22,16.1519,16.3169,16.0876,16.2986,923080.0
2021-10-23,16.1519,16.3169,16.0876,16.2986,923080.0
2021-10-24,16.1519,16.3169,16.0876,16.2986,923080.0
2021-10-25,16.3536,16.5829,16.2527,16.5738,1079950.0
2021-10-26,16.5829,16.615,16.3812,16.4454,1249755.0
2021-10-27,16.3628,16.3628,15.7529,15.7575,1300503.0
2021-10-28,15.8217,16.0601,15.7987,15.9501,989322.0
2021-10-29,15.9592,16.0051,15.6199,15.6657,970027.0
2021-10-30,15.9592,16.0051,15.6199,15.6657,970027.0
2021-10-31,15.9592,16.0051,15.6199,15.6657,970027.0
2021-11-01,15.8492,16.1977,15.7483,16.1885,1092836.0
2021-11-02,16.1885,16.2573,16.0234,16.0418,899772.0
2021-11-03,15.9684,16.6196,15.9042,16.5279,1111498.0
2021-11-04,16.5096,16.5371,16.1106,16.3353,1258979.0
2021-11-05,16.5279,16.8122,16.5279,16.7664,1139722.0
2021-11-06,16.5279,16.8122,16.5279,16.7664,1139722.0
2021-11-07,16.5279,16.8122,16.5279,16.7664,1139722.0
2021-11-08,16.7939,16.9636,16.6196,16.7205,1130107.0
2021-11-09,16.5646,16.7022,16.4087,16.5921,835675.0
2021-11-10,16.6471,16.7847,16.6013,16.7022,1075397.0
2021-11-11,16.7297,16.7664,16.6288,16.7113,828872.0
2021-11-12,16.7389,16.7664,16.5371,16.7297,1041285.0
2021-11-13,16.7389,16.7664,16.5371,16.7297,1041285.0
2021-11-14,16.7389,16.7664,16.5371,16.7297,1041285.0
2021-11-15,16.8673,16.959,16.7664,16.8856,924243.0
2021-11-16,16.8856,16.9682,16.7664,16.9131,1074076.0
2021-11-17,16.8306,16.8948,16.6426,16.8306,1189897.0
2021-11-18,16.8122,16.9315,16.6609,16.7755,1157974.0
2021-11-19,16.5187,16.8031,16.4362,16.7755,1781313.0
2021-11-20,16.5187,16.8031,16.4362,16.7755,1781313.0
2021-11-21,16.5187,16.8031,16.4362,16.7755,1781313.0
2021-11-22,16.8581,17.4268,16.8581,17.2341,1847057.0
2021-11-23,17.3534,17.4451,17.2341,17.3992,1222941.0
2021-11-24,17.3534,17.5552,17.2433,17.4084,1394283.0
2021-11-25,17.3534,17.5552,17.2433,17.4084,1394283.0
2021-11-26,16.7939,16.826,16.3812,16.8031,1993472.0
2021-11-27,16.7939,16.826,16.3812,16.8031,1993472.0
2021-11-28,16.7939,16.826,16.3812,16.8031,1993472.0
2021-11-29,16.9957,17.0232,16.5462,16.6747,2154640.0
2021-11-30,16.4637,16.8755,16.0693,16.1977,2033322.0
2021-12-01,16.5462,16.8764,16.1152,16.1243,1968074.0
2021-12-02,16.3169,16.5462,16.161,16.482,1653631.0
2021-12-03,15.9687,16.5791,15.9687,16.2972,1468099.0
2021-12-04,15.9687,16.5791,15.9687,16.2972,1468099.0
2021-12-05,15.9687,16.5791,15.9687,16.2972,1468099.0
2021-12-06,16.5976,16.9997,16.5836,16.7409,1316028.0
2021-12-07,16.8888,16.9073,16.4173,16.5098,1286939.0
2021-12-08,16.5283,16.63,16.4081,16.4913,874973.0
2021-12-09,16.3804,16.482,16.2787,16.3341,1047606.0
2021-12-10,16.4358,16.4728,16.1862,16.4173,847485.0
2021-12-11,16.4358,16.4728,16.1862,16.4173,847485.0
2021-12-12,16.4358,16.4728,16.1862,16.4173,847485.0
2021-12-13,16.3619,16.4081,16.1169,16.1862,1193070.0
2021-12-14,16.2325,16.5837,16.2325,16.3989,1265381.0
2021-12-15,16.482,16.482,16.0198,16.0938,3235462.0
2021-12-16,16.3249,16.5837,16.0245,16.2232,1560620.0
2021-12-17,16.2509,16.2509,15.7703,16.0014,4047432.0
2021-12-18,16.2509,16.2509,15.7703,16.0014,4047432.0
2021-12-19,16.2509,16.2509,15.7703,16.0014,4047432.0
2021-12-20,16.3434,16.3434,15.7425,15.9551,1748751.0
2021-12-21,16.0661,16.4312,16.0661,16.2325,1202122.0
2021-12-22,16.1955,16.3295,16.1446,16.2602,1322071.0
2021-12-23,16.3804,16.6438,16.3804,16.5468,1166589.0
2021-12-24,16.3804,16.6438,16.3804,16.5468,1166589.0
2021-12-25,16.3804,16.6438,16.3804,16.5468,1166589.0
2021-12-26,16.3804,16.6438,16.3804,16.5468,1166589.0
2021-12-27,16.5098,16.7409,16.4173,16.6947,1021223.0
2021-12-28,16.6115,17.0274,16.6022,16.935,989620.0
2021-12-29,16.9073,17.0737,16.8379,16.898,832050.0
2021-12-30,16.8888,17.0274,16.7732,16.8333,884275.0
2021-12-31,16.7686,16.9165,16.6669,16.7501,764331.0
2022-01-01,16.7686,16.9165,16.6669,16.7501,764331.0
2022-01-02,16.7686,16.9165,16.6669,16.7501,764331.0
2022-01-03,16.8795,17.2308,16.8611,16.9812,1040237.0
2022-01-04,17.1938,17.5266,17.0459,17.3972,1474309.0
2022-01-05,17.4527,17.7115,17.448,17.4804,1683991.0
2022-01-06,17.7207,18.1506,17.6468,18.0258,1704102.0
2022-01-07,18.0166,18.2107,17.8502,18.1829,1796183.0
2022-01-08,18.0166,18.2107,17.8502,18.1829,1796183.0
2022-01-09,18.0166,18.2107,17.8502,18.1829,1796183.0
2022-01-10,18.2846,18.3956,17.9241,18.0905,1379613.0
2022-01-11,18.1182,18.1645,17.8871,18.1275,1304456.0
2022-01-12,18.0443,18.3216,17.9056,18.2477,1665263.0
2022-01-13,18.3308,18.4279,18.1645,18.2199,1517983.0
2022-01-14,18.072,18.5157,17.9426,18.5065,1599438.0
2022-01-15,18.072,18.5157,17.9426,18.5065,1599438.0
2022-01-16,18.072,18.5157,17.9426,18.5065,1599438.0
2022-01-17,18.072,18.5157,17.9426,18.5065,1599438.0
2022-01-18,19.2368,19.2368,18.1645,18.3493,1908366.0
2022-01-19,18.3216,18.3771,17.7207,17.8132,2424183.0
2022-01-20,17.767,17.8603,17.2539,17.2955,2006502.0
2022-01-21,17.1846,17.6375,17.0922,17.2216,2466278.0
2022-01-22,17.1846,17.6375,17.0922,17.2216,2466278.0
2022-01-23,17.1846,17.6375,17.0922,17.2216,2466278.0
2022-01-24,16.9905,17.6006,16.9905,17.5266,2385324.0
2022-01-25,17.1106,17.8825,17.1106,17.6283,1929301.0
2022-01-26,17.7577,17.8964,17.1753,17.4434,1763644.0
2022-01-27,17.5451,17.7855,16.9304,17.0552,1512678.0
2022-01-28,17.0552,17.1753,16.482,16.8888,2068593.0
2022-01-29,17.0552,17.1753,16.482,16.8888,2068593.0
2022-01-30,17.0552,17.1753,16.482,16.8888,2068593.0
2022-01-31,16.7594,17.0459,16.5005,16.9442,2433408.0
2022-02-01,16.8795,17.1985,16.7178,17.1384,1595181.0
2022-02-02,17.0922,17.106,16.8148,16.9812,1442630.0
2022-02-03,17.0552,17.1476,16.8888,16.9812,1460853.0
2022-02-04,17.0644,17.2308,16.8241,17.1106,1354040.0
2022-02-05,17.0644,17.2308,16.8241,17.1106,1354040.0
2022-02-06,17.0644,17.2308,16.8241,17.1106,1354040.0
2022-02-07,17.1384,17.351,16.9442,17.0829,1191276.0
2022-02-08,17.351,17.5266,17.1661,17.4619,1531783.0
2022-02-09,17.4249,17.5081,17.0737,17.1569,1528955.0
2022-02-10,17.2216,17.4712,17.0367,17.1476,2630155.0
2022-02-11,17.1014,17.448,17.0321,17.2123,1681129.0
2022-02-12,17.1014,17.448,17.0321,17.2123,1681129.0
2022-02-13,17.1014,17.448,17.0321,17.2123,1681129.0
2022-02-14,17.3602,17.383,17.009,17.0922,2879079.0
2022-02-15,17.1846,17.5451,17.1846,17.4896,4287078.0
2022-02-16,16.8749,17.1291,16.8333,17.0922,12757904.0
2022-02-17,16.9073,17.0274,16.2741,16.2787,68430450.0
2022-02-18,16.4636,16.9396,16.3619,16.9165,8568821.0
2022-02-19,16.4636,16.9396,16.3619,16.9165,8568821.0
2022-02-20,16.4636,16.9396,16.3619,16.9165,8568821.0
2022-02-21,16.4636,16.9396,16.3619,16.9165,8568821.0
2022-02-22,16.8241,17.0228,16.6762,16.7409,5345668.0
2022-02-23,16.8241,16.9674,16.4959,16.5468,3760451.0
2022-02-24,16.0014,16.6115,15.8997,16.5652,5239817.0
2022-02-25,16.6947,17.1476,16.5098,17.0644,4072174.0
2022-02-26,16.6947,17.1476,16.5098,17.0644,4072174.0
2022-02-27,16.6947,17.1476,16.5098,17.0644,4072174.0
2022-02-28,16.6484,16.9258,16.63,16.898,2865581.0
2022-03-01,16.7871,16.8611,15.835,15.9551,4045163.0
2022-03-02,16.1215,16.5283,16.0014,16.3989,2831523.0
2022-03-03,16.4082,16.7203,16.343,16.5666,2919932.0
2022-03-04,16.315,16.5386,16.0914,16.2684,2487799.0
2022-03-05,16.315,16.5386,16.0914,16.2684,2487799.0
2022-03-06,16.315,16.5386,16.0914,16.2684,2487799.0
2022-03-07,16.1752,16.2684,15.6069,15.6348,2783923.0
2022-03-08,15.8119,16.2964,15.728,15.9702,4279407.0
2022-03-09,16.3616,16.5386,16.1799,16.2964,3211659.0
2022-03-10,16.0727,16.2917,15.9525,16.1286,2799270.0
2022-03-11,16.3057,16.5107,16.0168,16.2777,2674889.0
2022-03-12,16.3057,16.5107,16.0168,16.2777,2674889.0
2022-03-13,16.3057,16.5107,16.0168,16.2777,2674889.0
2022-03-14,16.575,16.6318,16.1706,16.2964,2185429.0
2022-03-15,16.4175,16.5759,16.0681,16.343,2415901.0
2022-03-16,16.4548,16.8275,16.4222,16.8181,3284913.0
2022-03-17,16.5759,16.6022,16.1659,16.2311,2533920.0
2022-03-18,16.2125,16.2684,15.7699,16.0448,7607285.0
2022-03-19,16.2125,16.2684,15.7699,16.0448,7607285.0
2022-03-20,16.2125,16.2684,15.7699,16.0448,7607285.0
2022-03-21,16.0262,16.2964,15.933,16.0914,2292133.0
2022-03-22,16.2684,16.4175,16.1147,16.1566,1816465.0
2022-03-23,15.9796,16.0448,15.5743,15.6348,2840571.0
2022-03-24,15.7373,15.8212,15.5649,15.8025,1872026.0
2022-03-25,15.7746,16.138,15.7559,16.0914,1676517.0
2022-03-26,15.7746,16.138,15.7559,16.0914,1676517.0
2022-03-27,15.7746,16.138,15.7559,16.0914,1676517.0
2022-03-28,16.0168,16.0168,15.714,15.905,1411273.0
2022-03-29,16.0075,16.1846,15.8911,16.0448,1826267.0
2022-03-30,16.0448,16.1193,15.4392,15.5696,2428776.0
2022-03-31,15.5323,15.6581,15.2295,15.2621,1817486.0
2022-04-01,15.4298,15.509,15.0478,15.1689,2005429.0
2022-04-02,15.4298,15.509,15.0478,15.1689,2005429.0
2022-04-03,15.4298,15.509,15.0478,15.1689,2005429.0
2022-04-04,15.1876,15.1969,14.9127,15.0199,3429469.0
2022-04-05,15.0012,15.1317,14.7962,14.8149,4752868.0
2022-04-06,14.759,14.8195,14.4934,14.5447,1734612.0
2022-04-07,14.5819,14.6332,14.2465,14.4515,2151602.0
2022-04-08,14.5074,14.6099,14.321,14.3397,1579767.0
2022-04-09,14.5074,14.6099,14.321,14.3397,1579767.0
2022-04-10,14.5074,14.6099,14.321,14.3397,1579767.0
2022-04-11,14.3304,14.5913,14.2465,14.2838,3792652.0
2022-04-12,14.321,14.4282,14.0322,14.1254,1963347.0
2022-04-13,14.0508,14.4002,14.0043,14.377,1996963.0
2022-04-14,14.4142,14.4608,14.1394,14.2651,1997198.0
2022-04-15,14.4142,14.4608,14.1394,14.2651,1997198.0
2022-04-16,14.4142,14.4608,14.1394,14.2651,1997198.0
2022-04-17,14.4142,14.4608,14.1394,14.2651,1997198.0
2022-04-18,14.2651,14.3676,14.1953,14.3117,1710954.0
2022-04-19,14.4142,14.7683,14.295,14.7497,1999504.0
2022-04-20,14.8708,14.9267,14.7124,14.7217,1463512.0
2022-04-21,14.7776,14.9174,14.5819,14.6378,2900286.0
2022-04-22,14.5726,14.6472,14.3117,14.3304,1695730.0
2022-04-23,14.5726,14.6472,14.3117,14.3304,1695730.0
2022-04-24,14.5726,14.6472,14.3117,14.3304,1695730.0
2022-04-25,14.2279,14.349,13.9297,14.349,3208130.0
2022-04-26,14.0415,14.5493,13.9111,14.3583,3416950.0
2022-04-27,14.321,14.4049,14.1067,14.2092,3529969.0
2022-04-28,14.3117,14.4329,14.13,14.2931,2381726.0
2022-04-29,14.2279,14.3723,14.0788,14.1254,6642902.0
2022-04-30,14.2279,14.3723,14.0788,14.1254,6642902.0
2022-05-01,14.2279,14.3723,14.0788,14.1254,6642902.0
2022-05-02,14.1999,14.3397,13.8924,14.1347,2691864.0
2022-05-03,14.4701,14.6844,14.1533,14.6192,2662270.0
2022-05-04,14.5819,14.936,14.4794,14.8987,2881800.0
2022-05-05,14.8708,14.8708,14.4888,14.6285,3800026.0
2022-05-06,14.5819,14.6658,14.2092,14.3676,2390181.0
2022-05-07,14.5819,14.6658,14.2092,14.3676,2390181.0
2022-05-08,14.5819,14.6658,14.2092,14.3676,2390181.0
2022-05-09,14.2092,14.4515,14.1906,14.2838,3662971.0
2022-05-10,14.377,14.4468,13.981,14.2838,3376537.0
2022-05-11,14.2838,14.5214,14.0881,14.1067,3284216.0
2022-05-12,14.0602,14.3863,13.939,14.3676,4042144.0
2022-05-13,14.5353,14.6705,14.2418,14.3956,2986105.0
2022-05-14,14.5353,14.6705,14.2418,14.3956,2986105.0
2022-05-15,14.5353,14.6705,14.2418,14.3956,2986105.0
2022-05-16,14.377,14.4422,14.13,14.2558,2378172.0
