,NFBK US Equity,NFBK US Equity,NFBK US Equity,NFBK US Equity,NFBK US Equity
2021-03-13,14.1524,14.518,13.3607,14.4014,240560.0
2021-03-14,14.1524,14.518,13.3607,14.4014,240560.0
2021-03-15,14.4192,14.4548,13.8143,14.1257,207291.0
2021-03-16,14.01,14.2057,13.6987,14.1079,232868.0
2021-03-17,14.1702,14.3836,13.8143,14.0145,179245.0
2021-03-18,14.3036,14.4815,13.9656,14.1168,313135.0
2021-03-19,13.6987,14.268,13.6987,14.2146,742251.0
2021-03-20,13.6987,14.268,13.6987,14.2146,742251.0
2021-03-21,13.6987,14.268,13.6987,14.2146,742251.0
2021-03-22,14.1435,14.1435,13.5831,13.7521,197862.0
2021-03-23,13.6275,13.7877,13.3251,13.4318,128429.0
2021-03-24,13.503,14.1257,13.503,13.7165,215749.0
2021-03-25,13.7699,14.1613,13.6009,14.1168,242153.0
2021-03-26,14.2324,14.526,14.2236,14.4993,134991.0
2021-03-27,14.2324,14.526,14.2236,14.4993,134991.0
2021-03-28,14.2324,14.526,14.2236,14.4993,134991.0
2021-03-29,14.3392,14.4993,14.1257,14.2324,157926.0
2021-03-30,14.3392,14.4593,14.1702,14.3214,109023.0
2021-03-31,14.2858,14.5793,14.0634,14.1613,239417.0
2021-04-01,14.0456,14.1879,13.93,14.1879,140920.0
2021-04-02,14.0456,14.1879,13.93,14.1879,140920.0
2021-04-03,14.0456,14.1879,13.93,14.1879,140920.0
2021-04-04,14.0456,14.1879,13.93,14.1879,140920.0
2021-04-05,14.3836,14.4904,14.1702,14.3481,160696.0
2021-04-06,14.2947,14.3481,14.099,14.1879,104210.0
2021-04-07,14.2502,14.3481,14.1791,14.2324,142983.0
2021-04-08,14.2146,14.2947,13.8944,14.2413,79154.0
2021-04-09,14.3392,14.3836,14.0545,14.3214,114672.0
2021-04-10,14.3392,14.3836,14.0545,14.3214,114672.0
2021-04-11,14.3392,14.3836,14.0545,14.3214,114672.0
2021-04-12,14.3303,14.4637,14.3036,14.437,71604.0
2021-04-13,14.3303,14.3303,14.1435,14.2057,129664.0
2021-04-14,14.0723,14.4415,13.9834,14.3747,77432.0
2021-04-15,14.268,14.4281,14.1079,14.3836,73988.0
2021-04-16,14.5615,14.6748,14.3036,14.4281,126879.0
2021-04-17,14.5615,14.6748,14.3036,14.4281,126879.0
2021-04-18,14.5615,14.6748,14.3036,14.4281,126879.0
2021-04-19,14.437,14.4726,14.2235,14.3881,122743.0
2021-04-20,14.3925,14.3925,14.059,14.0901,125288.0
2021-04-21,14.01,14.3125,13.9834,14.2591,80423.0
2021-04-22,14.2947,14.3214,14.0812,14.099,99444.0
2021-04-23,14.1613,14.526,14.1613,14.3925,158175.0
2021-04-24,14.1613,14.526,14.1613,14.3925,158175.0
2021-04-25,14.1613,14.526,14.1613,14.3925,158175.0
2021-04-26,14.4192,14.5793,14.3303,14.3659,73410.0
2021-04-27,14.4192,14.4192,14.2324,14.3659,93929.0
2021-04-28,14.437,14.5082,14.2591,14.3925,84220.0
2021-04-29,14.6683,14.8462,14.3925,14.4548,94997.0
2021-04-30,14.3836,14.5171,14.3214,14.3925,313293.0
2021-05-01,14.3836,14.5171,14.3214,14.3925,313293.0
2021-05-02,14.3836,14.5171,14.3214,14.3925,313293.0
2021-05-03,14.5971,14.7483,14.4548,14.6327,250746.0
2021-05-04,14.6416,14.8818,14.5082,14.8462,211454.0
2021-05-05,14.8373,14.8462,14.6594,14.7217,84022.0
2021-05-06,14.7839,14.9974,14.6861,14.9707,130795.0
2021-05-07,14.8551,14.9574,14.6861,14.9174,78634.0
2021-05-08,14.8551,14.9574,14.6861,14.9174,78634.0
2021-05-09,14.8551,14.9574,14.6861,14.9174,78634.0
2021-05-10,14.9351,15.0508,14.7217,14.7483,146421.0
2021-05-11,14.6318,14.829,14.5871,14.7125,101338.0
2021-05-12,14.8201,14.9245,14.5242,14.587,132208.0
2021-05-13,14.6587,15.3132,14.6587,15.2235,146908.0
2021-05-14,15.3311,15.4656,15.1518,15.2504,107427.0
2021-05-15,15.3311,15.4656,15.1518,15.2504,107427.0
2021-05-16,15.3311,15.4656,15.1518,15.2504,107427.0
2021-05-17,15.1608,15.3759,14.9815,15.358,68014.0
2021-05-18,15.349,15.4566,15.0442,15.0711,74883.0
2021-05-19,14.9277,15.358,14.7215,15.3221,221898.0
2021-05-20,15.2684,15.3221,15.0442,15.2235,111543.0
2021-05-21,15.3132,15.4118,15.1966,15.3401,79331.0
2021-05-22,15.3132,15.4118,15.1966,15.3401,79331.0
2021-05-23,15.3132,15.4118,15.1966,15.3401,79331.0
2021-05-24,15.349,15.349,15.089,15.1787,88546.0
2021-05-25,15.1518,15.3311,14.6946,14.6946,166460.0
2021-05-26,14.8111,15.2146,14.7573,14.9366,139910.0
2021-05-27,15.0711,15.2773,15.0352,15.1877,123341.0
2021-05-28,15.2504,15.2504,14.9277,15.1787,77408.0
2021-05-29,15.2504,15.2504,14.9277,15.1787,77408.0
2021-05-30,15.2504,15.2504,14.9277,15.1787,77408.0
2021-05-31,15.2504,15.2504,14.9277,15.1787,77408.0
2021-06-01,15.2415,15.3401,15.0084,15.0263,232877.0
2021-06-02,15.0263,15.0801,14.9187,14.9456,142892.0
2021-06-03,14.9546,15.0442,14.8739,14.9994,111626.0
2021-06-04,14.9456,15.0352,14.8739,14.9994,88140.0
2021-06-05,14.9456,15.0352,14.8739,14.9994,88140.0
2021-06-06,14.9456,15.0352,14.8739,14.9994,88140.0
2021-06-07,15.0352,15.1518,14.9277,15.0801,92347.0
2021-06-08,14.9904,15.2415,14.9097,15.1159,142911.0
2021-06-09,15.0711,15.0711,14.9187,14.9994,148314.0
2021-06-10,15.1608,15.1608,14.8111,14.847,136854.0
2021-06-11,14.9008,15.0442,14.8828,14.9366,78645.0
2021-06-12,14.9008,15.0442,14.8828,14.9366,78645.0
2021-06-13,14.9008,15.0442,14.8828,14.9366,78645.0
2021-06-14,14.9008,15.0173,14.8021,14.9635,190660.0
2021-06-15,14.9904,15.2056,14.9142,15.0801,150265.0
2021-06-16,15.0084,15.2056,14.8021,14.9366,375167.0
2021-06-17,15.1204,15.1204,14.587,14.6318,359340.0
2021-06-18,14.4077,14.6228,14.2015,14.2104,557126.0
2021-06-19,14.4077,14.6228,14.2015,14.2104,557126.0
2021-06-20,14.4077,14.6228,14.2015,14.2104,557126.0
2021-06-21,14.3359,14.8111,14.3359,14.5959,337041.0
2021-06-22,14.6049,15.0442,14.3897,14.6139,256376.0
2021-06-23,14.6497,14.9097,14.5959,14.6139,324079.0
2021-06-24,14.6587,14.9546,14.587,14.9097,155138.0
2021-06-25,14.9725,15.098,14.847,14.9635,558358.0
2021-06-26,14.9725,15.098,14.847,14.9635,558358.0
2021-06-27,14.9725,15.098,14.847,14.9635,558358.0
2021-06-28,14.6856,15.2146,14.0818,14.6497,136124.0
2021-06-29,14.7304,14.9097,14.6587,14.6856,196093.0
2021-06-30,14.847,14.847,14.578,14.7035,172408.0
2021-07-01,14.7932,14.8559,14.6408,14.7932,186858.0
2021-07-02,14.7752,14.7752,14.5377,14.569,127003.0
2021-07-03,14.7752,14.7752,14.5377,14.569,127003.0
2021-07-04,14.7752,14.7752,14.5377,14.569,127003.0
2021-07-05,14.7752,14.7752,14.5377,14.569,127003.0
2021-07-06,14.5511,14.5511,14.0311,14.2194,106024.0
2021-07-07,14.1118,14.3449,14.0401,14.1835,166086.0
2021-07-08,13.9952,14.1297,13.8339,13.9952,197250.0
2021-07-09,14.1566,14.4077,14.058,14.3628,141034.0
2021-07-10,14.1566,14.4077,14.058,14.3628,141034.0
2021-07-11,14.1566,14.4077,14.058,14.3628,141034.0
2021-07-12,14.2552,14.4973,14.0849,14.4704,209205.0
2021-07-13,14.4884,14.5063,14.1118,14.1297,123513.0
2021-07-14,14.1746,14.4884,14.1656,14.318,117066.0
2021-07-15,14.2194,14.5421,14.1746,14.4525,124929.0
2021-07-16,14.569,14.569,14.1746,14.2373,146930.0
2021-07-17,14.569,14.569,14.1746,14.2373,146930.0
2021-07-18,14.569,14.569,14.1746,14.2373,146930.0
2021-07-19,13.9504,14.1746,13.8966,14.0401,145387.0
2021-07-20,14.0401,14.7573,14.0042,14.2642,196138.0
2021-07-21,14.3987,14.6497,14.3628,14.4615,112797.0
2021-07-22,14.3628,14.3628,14.0401,14.2283,96310.0
2021-07-23,14.2911,14.5197,14.1656,14.2373,201778.0
2021-07-24,14.2911,14.5197,14.1656,14.2373,201778.0
2021-07-25,14.2911,14.5197,14.1656,14.2373,201778.0
2021-07-26,14.2463,14.4973,14.2463,14.3539,118880.0
2021-07-27,14.2463,14.3628,13.9504,14.2732,100873.0
2021-07-28,14.3449,14.5421,14.1566,14.4525,94228.0
2021-07-29,14.6497,14.8739,14.5332,14.7484,120150.0
2021-07-30,14.6497,15.0397,14.6228,14.7484,216557.0
2021-07-31,14.6497,15.0397,14.6228,14.7484,216557.0
2021-08-01,14.6497,15.0397,14.6228,14.7484,216557.0
2021-08-02,14.7842,15.0352,14.4346,14.6318,192964.0
2021-08-03,14.6228,14.8739,14.578,14.8559,257724.0
2021-08-04,14.6856,14.9097,14.6408,14.7752,158671.0
2021-08-05,14.8021,14.9815,14.6587,14.9815,101955.0
2021-08-06,15.1518,15.349,15.1159,15.1787,97544.0
2021-08-07,15.1518,15.349,15.1159,15.1787,97544.0
2021-08-08,15.1518,15.349,15.1159,15.1787,97544.0
2021-08-09,15.1428,15.1428,14.9725,15.0263,137417.0
2021-08-10,14.963,15.2431,14.2492,15.1889,163028.0
2021-08-11,15.2431,15.2703,15.0986,15.2612,109607.0
2021-08-12,15.2522,15.2703,15.1166,15.207,210774.0
2021-08-13,15.2612,15.2612,15.0353,15.1257,123852.0
2021-08-14,15.2612,15.2612,15.0353,15.1257,123852.0
2021-08-15,15.2612,15.2612,15.0353,15.1257,123852.0
2021-08-16,15.0534,15.1618,14.7733,15.0353,151363.0
2021-08-17,15.1392,15.1392,14.8636,15.0715,137725.0
2021-08-18,15.0263,15.1618,14.8636,14.8817,162949.0
2021-08-19,14.7552,14.8998,14.6829,14.7823,187606.0
2021-08-20,14.71,14.945,14.6558,14.8908,883368.0
2021-08-21,14.71,14.945,14.6558,14.8908,883368.0
2021-08-22,14.71,14.945,14.6558,14.8908,883368.0
2021-08-23,14.9269,15.1166,14.8817,15.0173,186098.0
2021-08-24,14.9992,15.1347,14.8817,15.0173,148926.0
2021-08-25,15.0805,15.2612,15.0489,15.0986,207728.0
2021-08-26,15.1257,15.2793,15.0082,15.0353,194680.0
2021-08-27,15.0534,15.3425,15.0534,15.2883,135387.0
2021-08-28,15.0534,15.3425,15.0534,15.2883,135387.0
2021-08-29,15.0534,15.3425,15.0534,15.2883,135387.0
2021-08-30,15.207,15.3154,15.0444,15.0895,158489.0
2021-08-31,15.0986,15.3425,15.0805,15.2703,245818.0
2021-09-01,15.2612,15.2612,15.0173,15.2612,154110.0
2021-09-02,15.2793,15.3064,15.198,15.2341,127352.0
2021-09-03,15.2974,15.2974,15.1076,15.1528,139377.0
2021-09-04,15.2974,15.2974,15.1076,15.1528,139377.0
2021-09-05,15.2974,15.2974,15.1076,15.1528,139377.0
2021-09-06,15.2974,15.2974,15.1076,15.1528,139377.0
2021-09-07,15.1799,15.2883,15.0579,15.0805,166726.0
2021-09-08,15.0353,15.1709,14.9811,15.0444,142816.0
2021-09-09,14.9901,15.1438,14.945,14.945,202929.0
2021-09-10,15.0173,15.0444,14.7733,14.8004,174489.0
2021-09-11,15.0173,15.0444,14.7733,14.8004,174489.0
2021-09-12,15.0173,15.0444,14.7733,14.8004,174489.0
2021-09-13,14.8365,15.0353,14.8094,14.954,213991.0
2021-09-14,15.0082,15.0082,14.5655,14.6378,146044.0
2021-09-15,14.6468,14.8094,14.5655,14.6739,150848.0
2021-09-16,14.7643,14.9179,14.4209,14.457,140068.0
2021-09-17,14.4661,15.1347,14.4119,15.1347,1039275.0
2021-09-18,14.4661,15.1347,14.4119,15.1347,1039275.0
2021-09-19,14.4661,15.1347,14.4119,15.1347,1039275.0
2021-09-20,14.8636,14.9269,14.5022,14.7914,241106.0
2021-09-21,14.9179,14.9179,14.6965,14.7191,160615.0
2021-09-22,14.8456,15.1257,14.8456,14.945,145616.0
2021-09-23,15.1076,15.5233,15.0805,15.3968,154272.0
2021-09-24,15.3606,15.591,15.3516,15.4148,177743.0
2021-09-25,15.3606,15.591,15.3516,15.4148,177743.0
2021-09-26,15.3606,15.591,15.3516,15.4148,177743.0
2021-09-27,14.6197,15.6588,14.5384,15.5233,163749.0
2021-09-28,15.6046,15.6769,15.4329,15.4961,111602.0
2021-09-29,15.4961,15.713,15.4961,15.6949,63204.0
2021-09-30,15.7943,15.8114,15.5052,15.5052,104509.0
2021-10-01,14.9314,15.835,14.9314,15.704,162897.0
2021-10-02,14.9314,15.835,14.9314,15.704,162897.0
2021-10-03,14.9314,15.835,14.9314,15.704,162897.0
2021-10-04,15.7491,15.966,15.6769,15.722,90545.0
2021-10-05,15.7853,15.9027,15.5775,15.8666,103706.0
2021-10-06,15.7672,15.8214,15.5594,15.8034,91490.0
2021-10-07,15.8305,15.966,15.6769,15.957,88809.0
2021-10-08,15.9208,16.0202,15.8034,15.9299,57018.0
2021-10-09,15.9208,16.0202,15.8034,15.9299,57018.0
2021-10-10,15.9208,16.0202,15.8034,15.9299,57018.0
2021-10-11,16.0202,16.0473,15.8305,15.8576,47711.0
2021-10-12,15.8305,15.957,15.7717,15.8937,121186.0
2021-10-13,15.8847,15.8847,15.6226,15.7943,59530.0
2021-10-14,15.9118,15.9841,15.7672,15.8214,127400.0
2021-10-15,16.1196,16.1377,15.8666,15.8756,136726.0
2021-10-16,16.1196,16.1377,15.8666,15.8756,136726.0
2021-10-17,16.1196,16.1377,15.8666,15.8756,136726.0
2021-10-18,15.8576,15.966,15.6498,15.6769,79490.0
2021-10-19,15.7401,15.7401,15.469,15.6498,72861.0
2021-10-20,15.6498,15.7762,15.5775,15.6859,127049.0
2021-10-21,15.713,15.713,15.5323,15.6226,105613.0
2021-10-22,15.6678,15.713,15.6046,15.6859,151795.0
2021-10-23,15.6678,15.713,15.6046,15.6859,151795.0
2021-10-24,15.6678,15.713,15.6046,15.6859,151795.0
2021-10-25,15.8395,15.8666,15.5865,15.8034,160764.0
2021-10-26,15.8395,15.9299,15.5323,15.7582,157315.0
2021-10-27,15.6769,15.6769,15.3606,15.3606,98136.0
2021-10-28,15.3606,15.8305,15.3606,15.8305,110639.0
2021-10-29,15.8756,16.0292,15.7943,15.8576,164579.0
2021-10-30,15.8756,16.0292,15.7943,15.8576,164579.0
2021-10-31,15.8756,16.0292,15.7943,15.8576,164579.0
2021-11-01,15.9118,16.2416,15.7853,16.2009,126466.0
2021-11-02,16.2551,16.2913,15.9841,16.0473,96321.0
2021-11-03,16.1377,16.5262,15.7401,16.3636,114180.0
2021-11-04,16.4268,16.4449,16.0654,16.2009,95114.0
2021-11-05,16.3003,16.6346,16.3003,16.4901,98636.0
2021-11-06,16.3003,16.6346,16.3003,16.4901,98636.0
2021-11-07,16.3003,16.6346,16.3003,16.4901,98636.0
2021-11-08,16.5624,16.6346,16.4178,16.5624,66219.0
2021-11-09,16.4167,16.5532,16.2347,16.4713,157727.0
2021-11-10,16.4804,16.6443,16.4395,16.5441,66460.0
2021-11-11,16.5441,16.7444,16.1255,16.6898,90321.0
2021-11-12,16.6898,16.708,16.3257,16.4258,70954.0
2021-11-13,16.6898,16.708,16.3257,16.4258,70954.0
2021-11-14,16.6898,16.708,16.3257,16.4258,70954.0
2021-11-15,16.4986,16.5158,16.3257,16.3803,115144.0
2021-11-16,16.3348,16.3894,16.2256,16.3075,81410.0
2021-11-17,16.4486,16.4486,15.9253,16.08,362261.0
2021-11-18,16.1528,16.1528,15.9162,16.0254,275911.0
2021-11-19,15.9071,15.9071,15.7433,15.7979,346578.0
2021-11-20,15.9071,15.9071,15.7433,15.7979,346578.0
2021-11-21,15.9071,15.9071,15.7433,15.7979,346578.0
2021-11-22,16.1073,16.3894,15.9526,16.2984,142716.0
2021-11-23,16.3257,16.5489,16.2984,16.4349,95987.0
2021-11-24,16.4258,16.4804,16.2984,16.3439,62942.0
2021-11-25,16.4258,16.4804,16.2984,16.3439,62942.0
2021-11-26,15.8889,15.9253,15.3793,15.5067,147589.0
2021-11-27,15.8889,15.9253,15.3793,15.5067,147589.0
2021-11-28,15.8889,15.9253,15.3793,15.5067,147589.0
2021-11-29,15.7524,15.8616,15.3156,15.3884,168871.0
2021-11-30,15.1973,15.4885,15.1047,15.3338,215988.0
2021-12-01,15.6159,15.7342,15.1154,15.1336,191794.0
2021-12-02,15.2519,15.6341,15.17,15.5158,213051.0
2021-12-03,15.625,15.625,15.2974,15.3793,158179.0
2021-12-04,15.625,15.625,15.2974,15.3793,158179.0
2021-12-05,15.625,15.625,15.2974,15.3793,158179.0
2021-12-06,15.6068,15.9253,15.5522,15.5795,146410.0
2021-12-07,15.6341,15.7024,15.4703,15.5522,125920.0
2021-12-08,15.5886,15.5886,15.3429,15.4885,97884.0
2021-12-09,15.3793,15.5067,15.2792,15.4248,107858.0
2021-12-10,15.5886,15.5886,15.4294,15.5431,101705.0
2021-12-11,15.5886,15.5886,15.4294,15.5431,101705.0
2021-12-12,15.5886,15.5886,15.4294,15.5431,101705.0
2021-12-13,15.4612,15.5158,15.079,15.1245,366643.0
2021-12-14,15.1427,15.5431,15.1427,15.2519,272022.0
2021-12-15,14.6695,15.0335,14.4329,14.4511,576396.0
2021-12-16,14.5603,15.2701,14.5512,14.9698,288480.0
2021-12-17,15.0426,15.0881,14.5512,14.8697,1684944.0
2021-12-18,15.0426,15.0881,14.5512,14.8697,1684944.0
2021-12-19,15.0426,15.0881,14.5512,14.8697,1684944.0
2021-12-20,14.6604,14.6968,14.4238,14.624,202711.0
2021-12-21,14.7059,14.9607,14.6968,14.7059,217076.0
2021-12-22,14.6695,14.8333,14.5785,14.806,146039.0
2021-12-23,14.8879,15.1882,14.7605,14.8788,81639.0
2021-12-24,14.8879,15.1882,14.7605,14.8788,81639.0
2021-12-25,14.8879,15.1882,14.7605,14.8788,81639.0
2021-12-26,14.8879,15.1882,14.7605,14.8788,81639.0
2021-12-27,14.8879,14.9425,14.533,14.9061,115911.0
2021-12-28,14.9334,15.0153,14.8242,14.8879,206942.0
2021-12-29,14.9425,15.2337,14.806,14.8515,129861.0
2021-12-30,14.8333,14.9334,14.7059,14.7787,145719.0
2021-12-31,14.7332,14.8151,14.665,14.7059,85077.0
2022-01-01,14.7332,14.8151,14.665,14.7059,85077.0
2022-01-02,14.7332,14.8151,14.665,14.7059,85077.0
2022-01-03,14.8515,15.079,14.8515,15.0517,113176.0
2022-01-04,15.1882,15.4794,15.1882,15.2337,102382.0
2022-01-05,15.3156,15.4339,15.2337,15.2792,101580.0
2022-01-06,15.4339,15.6068,15.3702,15.5795,78449.0
2022-01-07,15.5795,15.6978,15.5158,15.6705,73234.0
2022-01-08,15.5795,15.6978,15.5158,15.6705,73234.0
2022-01-09,15.5795,15.6978,15.5158,15.6705,73234.0
2022-01-10,15.6978,15.7524,15.6205,15.6978,92332.0
2022-01-11,15.7615,15.7615,15.4339,15.5431,97489.0
2022-01-12,15.5886,15.7697,15.4794,15.5704,86795.0
2022-01-13,15.5522,15.807,15.5522,15.6614,49418.0
2022-01-14,15.4703,15.7251,15.4703,15.6887,94617.0
2022-01-15,15.4703,15.7251,15.4703,15.6887,94617.0
2022-01-16,15.4703,15.7251,15.4703,15.6887,94617.0
2022-01-17,15.4703,15.7251,15.4703,15.6887,94617.0
2022-01-18,15.716,15.7524,15.4976,15.5431,163846.0
2022-01-19,15.5704,15.5704,15.2246,15.261,85912.0
2022-01-20,15.2246,15.3338,14.9516,14.9698,76450.0
2022-01-21,14.8424,15.3429,14.8424,15.079,131855.0
2022-01-22,14.8424,15.3429,14.8424,15.079,131855.0
2022-01-23,14.8424,15.3429,14.8424,15.079,131855.0
2022-01-24,14.9243,15.3247,14.8333,15.2337,158730.0
2022-01-25,15.1063,15.4612,14.9607,15.3429,121961.0
2022-01-26,15.4157,15.4976,14.7696,14.897,122900.0
2022-01-27,14.9334,15.1882,14.4238,14.4238,143858.0
2022-01-28,14.4875,14.6513,14.0052,14.3601,324946.0
2022-01-29,14.4875,14.6513,14.0052,14.3601,324946.0
2022-01-30,14.4875,14.6513,14.0052,14.3601,324946.0
2022-01-31,14.2964,14.4238,14.0143,14.3419,244131.0
2022-02-01,14.2782,14.4511,14.1053,14.4238,162988.0
2022-02-02,14.3055,14.5239,13.9779,13.9961,139493.0
2022-02-03,14.1053,14.1326,13.8687,13.9415,132325.0
2022-02-04,14.0143,14.0962,13.8232,13.9688,101060.0
2022-02-05,14.0143,14.0962,13.8232,13.9688,101060.0
2022-02-06,14.0143,14.0962,13.8232,13.9688,101060.0
2022-02-07,13.9233,14.1235,13.9233,14.0052,108604.0
2022-02-08,14.1153,14.2622,14.0495,14.1704,118441.0
2022-02-09,14.1796,14.2805,14.0052,14.0694,145848.0
2022-02-10,14.0603,14.23,13.9226,14.0694,173888.0
2022-02-11,14.0786,14.253,14.0603,14.1979,139879.0
2022-02-12,14.0786,14.253,14.0603,14.1979,139879.0
2022-02-13,14.0786,14.253,14.0603,14.1979,139879.0
2022-02-14,14.2255,14.3631,14.1429,14.2163,687045.0
2022-02-15,14.3448,14.5191,14.3448,14.4457,117053.0
2022-02-16,14.4274,14.565,14.3723,14.5191,146595.0
2022-02-17,14.3998,14.4411,14.2622,14.3081,180907.0
2022-02-18,14.2438,14.4916,14.2438,14.4274,244742.0
2022-02-19,14.2438,14.4916,14.2438,14.4274,244742.0
2022-02-20,14.2438,14.4916,14.2438,14.4274,244742.0
2022-02-21,14.2438,14.4916,14.2438,14.4274,244742.0
2022-02-22,14.4457,14.6017,14.2713,14.3998,267118.0
2022-02-23,14.51,14.5559,14.4182,14.4733,229626.0
2022-02-24,14.152,14.4274,13.7574,14.0235,365048.0
2022-02-25,14.0786,14.51,14.0603,14.5008,134769.0
2022-02-26,14.0786,14.51,14.0603,14.5008,134769.0
2022-02-27,14.0786,14.51,14.0603,14.5008,134769.0
2022-02-28,14.3815,14.4733,14.3264,14.409,253022.0
2022-03-01,14.2897,14.2897,13.5647,13.6473,222423.0
2022-03-02,13.6932,14.152,13.6932,14.0327,128706.0
2022-03-03,14.0694,14.1153,13.9134,14.1061,117504.0
2022-03-04,13.8951,13.9868,13.7849,13.9134,82608.0
2022-03-05,13.8951,13.9868,13.7849,13.9134,82608.0
2022-03-06,13.8951,13.9868,13.7849,13.9134,82608.0
2022-03-07,13.9042,13.9593,13.7023,13.7299,145833.0
2022-03-08,13.739,13.941,13.5738,13.5738,199026.0
2022-03-09,13.8308,13.941,13.7115,13.7758,108181.0
2022-03-10,13.6564,13.8354,13.6014,13.8308,196760.0
2022-03-11,13.8859,14.0327,13.7849,13.9685,122837.0
2022-03-12,13.8859,14.0327,13.7849,13.9685,122837.0
2022-03-13,13.8859,14.0327,13.7849,13.9685,122837.0
2022-03-14,14.1429,14.2622,13.9777,14.0419,105352.0
2022-03-15,14.0878,14.1245,13.8859,13.996,136294.0
2022-03-16,14.0327,14.2071,13.9501,14.1704,170361.0
2022-03-17,14.0603,14.1796,13.8951,13.996,97321.0
2022-03-18,13.9042,13.9042,13.6106,13.8033,228856.0
2022-03-19,13.9042,13.9042,13.6106,13.8033,228856.0
2022-03-20,13.9042,13.9042,13.6106,13.8033,228856.0
2022-03-21,13.8125,13.9593,13.6748,13.7299,103967.0
2022-03-22,13.7574,13.9134,13.5555,13.7482,110344.0
2022-03-23,13.6748,13.8584,13.4454,13.4637,89911.0
2022-03-24,13.4637,13.5555,13.3719,13.5004,61455.0
2022-03-25,13.528,13.7115,13.4463,13.6656,82380.0
2022-03-26,13.528,13.7115,13.4463,13.6656,82380.0
2022-03-27,13.528,13.7115,13.4463,13.6656,82380.0
2022-03-28,13.6289,13.8125,13.4086,13.5188,84690.0
2022-03-29,13.6289,13.8446,13.5463,13.6473,148607.0
2022-03-30,13.6748,13.8005,13.3077,13.3628,92495.0
2022-03-31,13.326,13.4545,13.1517,13.1792,120892.0
2022-04-01,13.2343,13.2893,13.0782,13.2251,122022.0
2022-04-02,13.2343,13.2893,13.0782,13.2251,122022.0
2022-04-03,13.2343,13.2893,13.0782,13.2251,122022.0
2022-04-04,13.2067,13.2067,12.9039,12.9498,126191.0
2022-04-05,12.913,13.014,12.858,12.8855,118006.0
2022-04-06,12.8029,12.9314,12.6652,12.6836,129822.0
2022-04-07,12.6652,12.7387,12.4633,12.5276,109295.0
2022-04-08,12.5184,12.6102,12.4266,12.445,83633.0
2022-04-09,12.5184,12.6102,12.4266,12.445,83633.0
2022-04-10,12.5184,12.6102,12.4266,12.445,83633.0
2022-04-11,12.4174,12.6377,12.4083,12.4633,81292.0
2022-04-12,12.5368,12.601,12.3073,12.3624,103339.0
2022-04-13,12.3532,12.5184,12.3257,12.4725,88420.0
2022-04-14,12.4725,12.5459,12.3807,12.4174,64700.0
2022-04-15,12.4725,12.5459,12.3807,12.4174,64700.0
2022-04-16,12.4725,12.5459,12.3807,12.4174,64700.0
2022-04-17,12.4725,12.5459,12.3807,12.4174,64700.0
2022-04-18,12.4174,12.5184,12.3807,12.4633,95257.0
2022-04-19,12.4725,12.757,12.4725,12.6102,89617.0
2022-04-20,12.702,12.8763,12.702,12.757,65041.0
2022-04-21,12.8213,12.8947,12.7478,12.7662,78014.0
2022-04-22,12.7478,12.8029,12.4174,12.4266,57022.0
2022-04-23,12.7478,12.8029,12.4174,12.4266,57022.0
2022-04-24,12.7478,12.8029,12.4174,12.4266,57022.0
2022-04-25,12.3348,12.3899,12.1697,12.3624,242165.0
2022-04-26,12.2614,12.4083,12.1605,12.2064,113632.0
2022-04-27,12.1421,12.3899,11.9861,12.0687,73318.0
2022-04-28,12.2431,12.3991,12.1238,12.3624,96857.0
2022-04-29,12.3716,12.5046,11.9402,12.0136,284349.0
2022-04-30,12.3716,12.5046,11.9402,12.0136,284349.0
2022-05-01,12.3716,12.5046,11.9402,12.0136,284349.0
2022-05-02,12.0779,12.2523,11.8622,11.9219,163916.0
2022-05-03,11.931,12.1054,11.8301,11.8851,104922.0
2022-05-04,11.9586,12.2431,11.8484,12.1972,108602.0
2022-05-05,12.1329,12.1926,11.8301,12.032,94833.0
2022-05-06,12.0412,12.0871,11.7934,11.9035,108377.0
2022-05-07,12.0412,12.0871,11.7934,11.9035,108377.0
2022-05-08,12.0412,12.0871,11.7934,11.9035,108377.0
2022-05-09,11.8393,12.0962,11.7934,12.0045,109957.0
2022-05-10,11.9952,12.1342,11.7032,11.8561,203874.0
2022-05-11,11.8932,12.0323,11.6985,11.8191,77358.0
2022-05-12,11.8098,11.8839,11.6244,11.8654,91265.0
2022-05-13,11.9025,11.921,11.6985,11.7449,84117.0
2022-05-14,11.9025,11.921,11.6985,11.7449,84117.0
2022-05-15,11.9025,11.921,11.6985,11.7449,84117.0
2022-05-16,11.6893,11.921,11.6059,11.8839,256377.0
2022-05-17,12.0323,12.1713,11.9581,12.0972,145731.0
2022-05-18,12.0972,12.0972,11.5502,11.9488,222970.0
2022-05-19,11.8005,11.9025,11.6615,11.68,134485.0
2022-05-20,11.7727,11.8839,11.4946,11.6985,150387.0
2022-05-21,11.7727,11.8839,11.4946,11.6985,150387.0
2022-05-22,11.7727,11.8839,11.4946,11.6985,150387.0
2022-05-23,11.8839,12.023,11.7912,11.8747,98916.0
2022-05-24,11.8932,11.921,11.5873,11.921,82156.0
2022-05-25,11.9488,12.1389,11.8561,11.9766,80580.0
2022-05-26,12.0879,12.125,12.0045,12.0972,47264.0
2022-05-27,12.1342,12.1899,11.9488,12.162,55055.0
