,FBK US Equity,FBK US Equity,FBK US Equity,FBK US Equity,FBK US Equity
2021-03-15,46.7784,46.8742,44.9111,45.5335,114560.0
2021-03-16,44.9781,45.2032,44.0205,44.8536,78491.0
2021-03-17,45.1696,45.4952,44.3653,44.7579,119915.0
2021-03-18,45.4378,46.6826,44.7196,45.1218,98727.0
2021-03-19,45.0643,45.4665,44.011,45.3133,414067.0
2021-03-20,45.0643,45.4665,44.011,45.3133,414067.0
2021-03-21,45.0643,45.4665,44.011,45.3133,414067.0
2021-03-22,44.7387,44.7387,43.2162,43.7333,90384.0
2021-03-23,43.13,43.4795,41.7702,42.1532,103142.0
2021-03-24,42.632,44.1067,41.7989,41.933,105817.0
2021-03-25,41.7415,43.0534,41.1382,42.8523,91627.0
2021-03-26,43.5609,44.0588,43.1587,44.0588,78127.0
2021-03-27,43.5609,44.0588,43.1587,44.0588,78127.0
2021-03-28,43.5609,44.0588,43.1587,44.0588,78127.0
2021-03-29,43.3215,44.327,42.3926,42.5746,99636.0
2021-03-30,43.0055,43.9343,43.0055,43.5226,87553.0
2021-03-31,43.3119,44.1833,42.4022,42.5746,124411.0
2021-04-01,42.249,43.1108,42.0479,42.8235,105146.0
2021-04-02,42.249,43.1108,42.0479,42.8235,105146.0
2021-04-03,42.249,43.1108,42.0479,42.8235,105146.0
2021-04-04,42.249,43.1108,42.0479,42.8235,105146.0
2021-04-05,43.4843,43.58,42.3926,42.7948,127671.0
2021-04-06,42.7757,43.0227,42.1149,42.2969,124164.0
2021-04-07,42.2969,42.6129,41.4829,41.6553,113460.0
2021-04-08,41.368,41.5787,40.6977,41.3584,135222.0
2021-04-09,41.8276,41.9847,41.368,41.6074,85860.0
2021-04-10,41.8276,41.9847,41.368,41.6074,85860.0
2021-04-11,41.8276,41.9847,41.368,41.6074,85860.0
2021-04-12,41.4829,42.5171,41.3105,41.7127,69342.0
2021-04-13,41.4063,41.4063,40.2955,40.4296,104046.0
2021-04-14,40.1997,41.5378,40.1997,41.0041,93512.0
2021-04-15,41.0137,41.8341,39.8429,40.5062,119897.0
2021-04-16,41.1286,42.2585,40.5062,40.9658,69001.0
2021-04-17,41.1286,42.2585,40.5062,40.9658,69001.0
2021-04-18,41.1286,42.2585,40.5062,40.9658,69001.0
2021-04-19,40.6307,41.1956,40.2763,40.6019,141396.0
2021-04-20,40.2189,40.2189,38.7442,38.974,123964.0
2021-04-21,38.7346,40.0657,38.7346,39.9412,75250.0
2021-04-22,39.8646,40.1997,39.3954,39.4815,55933.0
2021-04-23,39.3858,41.7271,39.3858,41.2244,119994.0
2021-04-24,39.3858,41.7271,39.3858,41.2244,119994.0
2021-04-25,39.3858,41.7271,39.3858,41.2244,119994.0
2021-04-26,41.1382,42.0383,41.1382,41.7127,81761.0
2021-04-27,41.8468,42.2011,40.7551,41.3297,146425.0
2021-04-28,41.1286,41.1861,40.5157,40.6881,163176.0
2021-04-29,41.1573,41.435,40.5253,40.7839,114148.0
2021-04-30,40.4583,41.2531,40.1806,40.1806,198753.0
2021-05-01,40.4583,41.2531,40.1806,40.1806,198753.0
2021-05-02,40.4583,41.2531,40.1806,40.1806,198753.0
2021-05-03,40.736,41.3297,40.5157,41.1573,190885.0
2021-05-04,40.6977,41.2148,40.238,40.9371,143966.0
2021-05-05,41.0711,41.1861,40.5253,40.7647,93935.0
2021-05-06,41.0137,41.0137,40.0082,40.8509,91745.0
2021-05-07,40.3517,40.6781,40.0349,40.2557,118615.0
2021-05-08,40.3517,40.6781,40.0349,40.2557,118615.0
2021-05-09,40.3517,40.6781,40.0349,40.2557,118615.0
2021-05-10,40.5341,40.9923,40.0637,40.0829,168323.0
2021-05-11,39.43,40.1213,39.43,39.7948,90580.0
2021-05-12,40.0541,40.4189,38.6332,38.7772,85877.0
2021-05-13,38.758,40.8125,38.758,40.6589,126156.0
2021-05-14,40.7837,41.3021,40.6877,40.9469,66450.0
2021-05-15,40.7837,41.3021,40.6877,40.9469,66450.0
2021-05-16,40.7837,41.3021,40.6877,40.9469,66450.0
2021-05-17,40.8509,40.9277,40.4861,40.7837,67661.0
2021-05-18,40.7165,41.0404,40.4189,40.4189,144710.0
2021-05-19,39.9389,40.2269,39.0076,40.0541,77418.0
2021-05-20,40.0925,40.3325,39.382,39.9965,91084.0
2021-05-21,40.5629,41.1101,40.2269,40.9085,90405.0
2021-05-22,40.5629,41.1101,40.2269,40.9085,90405.0
2021-05-23,40.5629,41.1101,40.2269,40.9085,90405.0
2021-05-24,40.9085,40.9085,40.2461,40.5437,72639.0
2021-05-25,40.8413,40.9181,39.2092,39.238,104738.0
2021-05-26,39.3244,40.0445,39.3244,39.8909,70588.0
2021-05-27,40.4957,40.7789,40.1549,40.3037,129274.0
2021-05-28,40.5437,40.5437,39.6604,40.1789,75344.0
2021-05-29,40.5437,40.5437,39.6604,40.1789,75344.0
2021-05-30,40.5437,40.5437,39.6604,40.1789,75344.0
2021-05-31,40.5437,40.5437,39.6604,40.1789,75344.0
2021-06-01,40.4189,40.8413,40.2173,40.3901,187158.0
2021-06-02,40.4477,40.6589,40.1693,40.3133,97202.0
2021-06-03,40.0637,40.5437,39.9197,40.3613,84845.0
2021-06-04,40.2365,40.3133,39.7084,40.0829,55410.0
2021-06-05,40.2365,40.3133,39.7084,40.0829,55410.0
2021-06-06,40.2365,40.3133,39.7084,40.0829,55410.0
2021-06-07,40.2365,41.1293,39.9581,40.9277,99919.0
2021-06-08,39.0652,39.2284,38.6812,38.9116,1514697.0
2021-06-09,38.7388,39.0268,38.2875,38.7868,401052.0
2021-06-10,38.9788,39.1516,37.8459,37.9419,291425.0
2021-06-11,38.2011,38.8156,38.0571,38.6428,525533.0
2021-06-12,38.2011,38.8156,38.0571,38.6428,525533.0
2021-06-13,38.2011,38.8156,38.0571,38.6428,525533.0
2021-06-14,38.8924,39.4396,38.71,39.0844,533740.0
2021-06-15,39.0076,39.3628,38.7196,38.9404,211978.0
2021-06-16,38.8252,39.4108,38.4892,39.238,338482.0
2021-06-17,39.5068,39.5068,37.2411,37.4619,224647.0
2021-06-18,37.001,37.1979,35.3209,35.4937,765477.0
2021-06-19,37.001,37.1979,35.3209,35.4937,765477.0
2021-06-20,37.001,37.1979,35.3209,35.4937,765477.0
2021-06-21,36.0314,37.1931,35.9834,36.7994,210713.0
2021-06-22,36.809,37.1931,36.2714,36.8378,130721.0
2021-06-23,36.8378,37.5867,36.665,36.7706,195446.0
2021-06-24,36.9242,37.2699,36.4826,37.2411,184203.0
2021-06-25,37.1259,37.5867,36.8762,37.049,501599.0
2021-06-26,37.1259,37.5867,36.8762,37.049,501599.0
2021-06-27,37.1259,37.5867,36.8762,37.049,501599.0
2021-06-28,36.7034,36.7706,35.849,36.2906,267958.0
2021-06-29,36.6554,36.6554,35.945,35.9834,184668.0
2021-06-30,35.7146,36.0986,35.7146,35.8298,228023.0
2021-07-01,36.0506,36.6074,35.9354,36.3194,124084.0
2021-07-02,36.2618,36.2618,35.6185,35.6569,95222.0
2021-07-03,36.2618,36.2618,35.6185,35.6569,95222.0
2021-07-04,36.2618,36.2618,35.6185,35.6569,95222.0
2021-07-05,36.2618,36.2618,35.6185,35.6569,95222.0
2021-07-06,35.4361,35.4361,34.4953,34.7833,217431.0
2021-07-07,34.3705,35.2009,34.3705,34.7065,204107.0
2021-07-08,34.4857,34.8697,33.8976,34.4281,243782.0
2021-07-09,35.2441,35.705,34.8889,35.6185,126061.0
2021-07-10,35.2441,35.705,34.8889,35.6185,126061.0
2021-07-11,35.2441,35.705,34.8889,35.6185,126061.0
2021-07-12,35.1961,35.705,34.9465,35.5993,101055.0
2021-07-13,35.3977,35.5033,34.6489,34.9561,118593.0
2021-07-14,35.3881,35.7626,34.6585,35.5033,210997.0
2021-07-15,35.1673,36.8282,35.0425,36.5882,270477.0
2021-07-16,36.8762,36.9386,34.9273,35.1001,159525.0
2021-07-17,36.8762,36.9386,34.9273,35.1001,159525.0
2021-07-18,36.8762,36.9386,34.9273,35.1001,159525.0
2021-07-19,34.1976,35.2633,33.9768,34.2072,268287.0
2021-07-20,33.9768,36.2714,33.5894,35.3209,213255.0
2021-07-21,36.1178,37.1162,35.945,36.7514,214490.0
2021-07-22,36.6074,36.6074,35.6954,35.8202,168004.0
2021-07-23,36.3098,36.425,35.7818,36.4154,176161.0
2021-07-24,36.3098,36.425,35.7818,36.4154,176161.0
2021-07-25,36.3098,36.425,35.7818,36.4154,176161.0
2021-07-26,36.8378,37.2411,36.3194,36.521,98316.0
2021-07-27,36.041,36.7658,35.2729,36.2906,93265.0
2021-07-28,36.617,36.617,35.7338,36.1178,236552.0
2021-07-29,36.665,36.809,36.0026,36.473,94823.0
2021-07-30,36.1562,36.8954,36.017,36.3002,137580.0
2021-07-31,36.1562,36.8954,36.017,36.3002,137580.0
2021-08-01,36.1562,36.8954,36.017,36.3002,137580.0
2021-08-02,36.3866,37.1163,35.7338,36.1082,205128.0
2021-08-03,36.2042,36.6266,35.5801,36.4538,153461.0
2021-08-04,35.8586,36.3146,35.705,35.7626,146316.0
2021-08-05,36.1274,36.8378,36.1274,36.7706,126933.0
2021-08-06,37.3387,38.4941,37.3387,38.4171,124507.0
2021-08-07,37.3387,38.4941,37.3387,38.4171,124507.0
2021-08-08,37.3387,38.4941,37.3387,38.4171,124507.0
2021-08-09,38.3978,38.8311,38.0319,38.3882,172834.0
2021-08-10,38.3689,39.3221,38.2726,39.1392,109163.0
2021-08-11,39.197,39.7362,38.9177,39.6784,118745.0
2021-08-12,39.8132,39.8132,39.1007,39.3799,73901.0
2021-08-13,39.4762,39.6399,39.0814,39.6206,106513.0
2021-08-14,39.4762,39.6399,39.0814,39.6206,106513.0
2021-08-15,39.4762,39.6399,39.0814,39.6206,106513.0
2021-08-16,39.3895,39.5917,38.7252,39.3318,70431.0
2021-08-17,38.9948,38.9948,38.186,38.4556,91594.0
2021-08-18,38.3112,39.1007,38.2245,38.3304,90529.0
2021-08-19,38.1282,38.523,38.0319,38.3882,189293.0
2021-08-20,38.2052,39.1199,38.1571,38.8792,100486.0
2021-08-21,38.2052,39.1199,38.1571,38.8792,100486.0
2021-08-22,38.2052,39.1199,38.1571,38.8792,100486.0
2021-08-23,39.0911,39.1585,38.5711,38.8792,68637.0
2021-08-24,38.8311,39.197,38.7348,39.1873,61281.0
2021-08-25,39.1873,39.7939,38.9996,39.6206,124649.0
2021-08-26,39.6543,39.6543,38.7541,38.8118,86217.0
2021-08-27,39.0718,40.1694,38.8407,40.0539,157840.0
2021-08-28,39.0718,40.1694,38.8407,40.0539,157840.0
2021-08-29,39.0718,40.1694,38.8407,40.0539,157840.0
2021-08-30,40.1598,40.1598,39.0237,39.1103,61096.0
2021-08-31,39.014,39.6784,38.8311,39.6591,124948.0
2021-09-01,39.7169,39.9576,39.2547,39.7939,139130.0
2021-09-02,39.765,40.4775,39.4617,40.3524,144517.0
2021-09-03,40.5834,40.7279,40.1213,40.6605,152000.0
2021-09-04,40.5834,40.7279,40.1213,40.6605,152000.0
2021-09-05,40.5834,40.7279,40.1213,40.6605,152000.0
2021-09-06,40.5834,40.7279,40.1213,40.6605,152000.0
2021-09-07,40.6412,40.6412,39.0429,39.0718,198349.0
2021-09-08,38.7829,39.1103,38.3882,38.9563,127720.0
2021-09-09,39.2451,40.1742,39.0429,39.6495,181172.0
2021-09-10,39.9961,39.9961,39.0911,39.1199,98694.0
2021-09-11,39.9961,39.9961,39.0911,39.1199,98694.0
2021-09-12,39.9961,39.9961,39.0911,39.1199,98694.0
2021-09-13,39.4762,40.5064,39.3318,40.439,133285.0
2021-09-14,40.7856,40.7856,39.1296,39.2162,115442.0
2021-09-15,39.4184,40.2465,39.2066,40.0828,99851.0
2021-09-16,40.102,40.2272,39.611,39.6399,88542.0
2021-09-17,40.0731,40.4916,39.6014,40.3427,513806.0
2021-09-18,40.0731,40.4916,39.6014,40.3427,513806.0
2021-09-19,40.0731,40.4916,39.6014,40.3427,513806.0
2021-09-20,39.1392,39.9865,38.5134,39.3221,109508.0
2021-09-21,39.5821,39.8998,39.0718,39.1488,128180.0
2021-09-22,39.6206,39.9961,38.9563,39.4569,140581.0
2021-09-23,39.8324,41.0408,39.8324,40.6027,93448.0
2021-09-24,40.6027,41.3152,40.3716,40.776,111620.0
2021-09-25,40.6027,41.3152,40.3716,40.776,111620.0
2021-09-26,40.6027,41.3152,40.3716,40.776,111620.0
2021-09-27,41.1804,42.5573,40.959,42.1047,122376.0
2021-09-28,42.3551,42.4321,41.3056,41.4596,95336.0
2021-09-29,41.4596,42.0951,40.6508,41.8929,56616.0
2021-09-30,42.2395,42.2588,41.2189,41.2863,90645.0
2021-10-01,41.2671,42.4706,41.113,42.0277,149476.0
2021-10-02,41.2671,42.4706,41.113,42.0277,149476.0
2021-10-03,41.2671,42.4706,41.113,42.0277,149476.0
2021-10-04,42.1625,42.6535,41.527,42.4225,99015.0
2021-10-05,42.7402,42.8654,41.9747,42.4899,91505.0
2021-10-06,42.0277,42.3262,41.4596,42.2492,82431.0
2021-10-07,42.6921,42.9424,41.8779,42.7595,131108.0
2021-10-08,42.8365,43.1542,42.4995,42.7498,71435.0
2021-10-09,42.8365,43.1542,42.4995,42.7498,71435.0
2021-10-10,42.8365,43.1542,42.4995,42.7498,71435.0
2021-10-11,42.8461,43.0724,42.538,42.615,66125.0
2021-10-12,42.4802,43.0868,42.2106,43.0483,60215.0
2021-10-13,42.9616,43.0194,42.201,42.9905,54590.0
2021-10-14,43.3275,43.3636,43.0483,43.3275,72939.0
2021-10-15,43.8763,44.3385,43.3564,43.4142,93133.0
2021-10-16,43.8763,44.3385,43.3564,43.4142,93133.0
2021-10-17,43.8763,44.3385,43.3564,43.4142,93133.0
2021-10-18,43.4046,43.9852,43.0868,43.703,155999.0
2021-10-19,44.0689,44.9258,43.0002,43.4623,108361.0
2021-10-20,43.8186,44.5214,43.5971,44.2807,100914.0
2021-10-21,44.2326,44.4348,43.8282,44.3096,80246.0
2021-10-22,44.4348,45.051,44.4348,45.0317,141641.0
2021-10-23,44.4348,45.051,44.4348,45.0317,141641.0
2021-10-24,44.4348,45.051,44.4348,45.0317,141641.0
2021-10-25,45.4072,45.569,44.8584,44.9643,135866.0
2021-10-26,45.2532,45.2532,44.3578,44.3578,92791.0
2021-10-27,44.1074,44.2037,42.9713,43.0002,84406.0
2021-10-28,43.1542,43.9534,43.1542,43.886,66550.0
2021-10-29,44.0593,44.0969,43.3564,43.6453,91782.0
2021-10-30,44.0593,44.0969,43.3564,43.6453,91782.0
2021-10-31,44.0593,44.0969,43.3564,43.6453,91782.0
2021-11-01,43.8186,45.0125,43.703,44.7429,207775.0
2021-11-02,44.7573,44.9932,43.886,43.9726,78783.0
2021-11-03,43.6838,45.6768,43.4212,45.4265,70211.0
2021-11-04,45.388,45.388,44.2711,44.9355,88868.0
2021-11-05,45.5145,46.0984,45.2058,45.7848,135960.0
2021-11-06,45.5145,46.0984,45.2058,45.7848,135960.0
2021-11-07,45.5145,46.0984,45.2058,45.7848,135960.0
2021-11-08,46.0067,46.359,45.4373,45.8041,53548.0
2021-11-09,45.4373,45.9826,45.1807,45.5917,150038.0
2021-11-10,45.6786,46.1417,45.3312,45.8427,295064.0
2021-11-11,46.0357,46.2577,45.7461,45.9971,79375.0
2021-11-12,45.9778,45.9778,44.7714,44.8776,86776.0
2021-11-13,45.9778,45.9778,44.7714,44.8776,86776.0
2021-11-14,45.9778,45.9778,44.7714,44.8776,86776.0
2021-11-15,45.196,45.5724,44.9837,45.2829,80274.0
2021-11-16,45.1285,45.7944,44.9789,45.4373,101841.0
2021-11-17,45.3698,45.3698,44.7087,45.1767,75797.0
2021-11-18,45.1188,45.5821,44.6652,44.9258,103495.0
2021-11-19,44.4336,44.7424,44.1006,44.5012,94108.0
2021-11-20,44.4336,44.7424,44.1006,44.5012,94108.0
2021-11-21,44.4336,44.7424,44.1006,44.5012,94108.0
2021-11-22,44.9837,46.1418,44.7521,44.7714,116604.0
2021-11-23,45.0899,45.4663,44.7424,44.8776,125699.0
2021-11-24,44.7521,44.9065,44.4046,44.5687,57553.0
2021-11-25,44.7521,44.9065,44.4046,44.5687,57553.0
2021-11-26,42.957,44.0476,41.683,42.4165,97549.0
2021-11-27,42.957,44.0476,41.683,42.4165,97549.0
2021-11-28,42.957,44.0476,41.683,42.4165,97549.0
2021-11-29,42.9763,43.179,41.8664,42.1077,94625.0
2021-11-30,41.4804,41.905,40.9013,41.4032,96590.0
2021-12-01,42.4937,42.9473,41.0847,41.104,141305.0
2021-12-02,41.5286,42.9184,41.4611,42.6095,137107.0
2021-12-03,42.7736,42.7736,41.4611,41.5383,107291.0
2021-12-04,42.7736,42.7736,41.4611,41.5383,107291.0
2021-12-05,42.7736,42.7736,41.4611,41.5383,107291.0
2021-12-06,42.32,43.1114,41.934,42.4455,176784.0
2021-12-07,42.7447,42.9618,41.7603,41.9726,97496.0
2021-12-08,42.3007,42.3007,41.7989,42.0305,92305.0
2021-12-09,41.5286,41.7796,41.2584,41.3066,92912.0
2021-12-10,41.5672,41.5865,40.9785,41.5672,122161.0
2021-12-11,41.5672,41.5865,40.9785,41.5672,122161.0
2021-12-12,41.5672,41.5865,40.9785,41.5672,122161.0
2021-12-13,41.1812,41.1812,40.6407,40.6504,157154.0
2021-12-14,40.7083,41.5383,40.6721,40.8434,140322.0
2021-12-15,41.3163,41.9533,40.689,41.7023,285081.0
2021-12-16,42.1366,42.4069,41.4032,41.6444,160492.0
2021-12-17,41.2101,41.6541,40.5153,40.6311,1024310.0
2021-12-18,41.2101,41.6541,40.5153,40.6311,1024310.0
2021-12-19,41.2101,41.6541,40.5153,40.6311,1024310.0
2021-12-20,40.4767,40.4767,39.4343,39.9748,238110.0
2021-12-21,40.3029,41.4997,40.1292,41.297,138800.0
2021-12-22,41.2294,41.9629,41.2294,41.9436,96887.0
2021-12-23,42.0401,42.2911,41.6251,41.8568,88436.0
2021-12-24,42.0401,42.2911,41.6251,41.8568,88436.0
2021-12-25,42.0401,42.2911,41.6251,41.8568,88436.0
2021-12-26,42.0401,42.2911,41.6251,41.8568,88436.0
2021-12-27,41.8761,42.2718,41.5769,42.1656,72668.0
2021-12-28,42.0112,42.6868,41.9967,42.4358,70255.0
2021-12-29,42.4841,42.957,42.2911,42.6964,82354.0
2021-12-30,42.8701,43.1211,42.2621,42.3393,118834.0
2021-12-31,42.1173,42.542,42.1173,42.2911,57167.0
2022-01-01,42.1173,42.542,42.1173,42.2911,57167.0
2022-01-02,42.1173,42.542,42.1173,42.2911,57167.0
2022-01-03,42.6385,43.3816,41.9822,42.8122,90165.0
2022-01-04,43.2658,44.4819,43.2658,43.6229,109485.0
2022-01-05,43.8545,44.1441,43.2562,43.2948,79660.0
2022-01-06,43.7098,44.5687,43.6615,44.2213,113235.0
2022-01-07,44.5687,45.0525,44.0572,44.81,141790.0
2022-01-08,44.5687,45.0525,44.0572,44.81,141790.0
2022-01-09,44.5687,45.0525,44.0572,44.81,141790.0
2022-01-10,44.9162,45.2636,44.5301,45.1671,109848.0
2022-01-11,45.2539,45.2539,44.1344,44.5687,82599.0
2022-01-12,44.617,44.8727,43.9124,44.2985,107958.0
2022-01-13,44.5687,45.2112,44.5591,44.617,85188.0
2022-01-14,44.0379,45.3321,43.951,45.2829,125498.0
2022-01-15,44.0379,45.3321,43.951,45.2829,125498.0
2022-01-16,44.0379,45.3321,43.951,45.2829,125498.0
2022-01-17,44.0379,45.3321,43.951,45.2829,125498.0
2022-01-18,44.3757,45.3987,43.9993,44.009,155375.0
2022-01-19,44.424,44.4722,42.735,42.7736,157893.0
2022-01-20,42.6482,43.2176,41.4225,41.4611,170874.0
2022-01-21,41.2777,42.3876,41.0943,41.1812,216247.0
2022-01-22,41.2777,42.3876,41.0943,41.1812,216247.0
2022-01-23,41.2777,42.3876,41.0943,41.1812,216247.0
2022-01-24,40.6214,43.1597,40.6214,42.8991,150559.0
2022-01-25,42.3393,43.0873,41.4611,42.7736,111083.0
2022-01-26,42.8991,43.5167,41.3453,42.1559,116742.0
2022-01-27,42.1463,42.7736,40.5925,41.0364,137240.0
2022-01-28,41.1136,42.4455,41.0171,42.4262,218092.0
2022-01-29,41.1136,42.4455,41.0171,42.4262,218092.0
2022-01-30,41.1136,42.4455,41.0171,42.4262,218092.0
2022-01-31,41.8857,43.0824,41.8857,42.9666,170680.0
2022-02-01,42.6675,43.4009,41.7892,43.3141,153375.0
2022-02-02,43.0631,43.2562,42.5806,43.0342,156428.0
2022-02-03,42.8991,43.8208,42.8508,43.343,161885.0
2022-02-04,43.2948,43.7291,42.8026,43.4106,118017.0
2022-02-05,43.2948,43.7291,42.8026,43.4106,118017.0
2022-02-06,43.2948,43.7291,42.8026,43.4106,118017.0
2022-02-07,43.3331,44.0204,43.1396,43.5074,97726.0
2022-02-08,43.6816,44.3194,43.4687,44.1655,132361.0
2022-02-09,44.2914,44.3204,43.3525,43.4783,97911.0
2022-02-10,43.1202,43.8171,43.0041,43.1589,88827.0
2022-02-11,42.9653,43.9429,42.8105,43.0718,85728.0
2022-02-12,42.9653,43.9429,42.8105,43.0718,85728.0
2022-02-13,42.9653,43.9429,42.8105,43.0718,85728.0
2022-02-14,43.217,43.4106,42.4717,43.0525,97305.0
2022-02-15,43.4687,44.0397,43.2751,43.8752,66248.0
2022-02-16,43.759,44.1849,43.1976,43.8074,58156.0
2022-02-17,43.2848,43.4493,42.5782,42.733,77660.0
2022-02-18,42.2588,43.5606,42.2588,43.1492,87412.0
2022-02-19,42.2588,43.5606,42.2588,43.1492,87412.0
2022-02-20,42.2588,43.5606,42.2588,43.1492,87412.0
2022-02-21,42.2588,43.5606,42.2588,43.1492,87412.0
2022-02-22,42.8298,43.3525,42.3652,42.5201,96483.0
2022-02-23,43.0041,43.0428,41.6006,41.8039,87364.0
2022-02-24,40.7585,41.3973,39.9842,41.2425,129441.0
2022-02-25,41.6683,42.7621,41.6683,42.5879,74132.0
2022-02-26,41.6683,42.7621,41.6683,42.5879,74132.0
2022-02-27,41.6683,42.7621,41.6683,42.5879,74132.0
2022-02-28,41.9974,43.1105,41.9974,43.0137,138727.0
2022-03-01,42.6846,42.7601,40.7004,41.2425,166965.0
2022-03-02,41.8426,43.3235,41.804,43.0525,102457.0
2022-03-03,43.3138,43.3138,42.3362,42.8686,80193.0
2022-03-04,42.0265,42.0265,41.5232,41.8523,137900.0
2022-03-05,42.0265,42.0265,41.5232,41.8523,137900.0
2022-03-06,42.0265,42.0265,41.5232,41.8523,137900.0
2022-03-07,41.8523,41.9781,41.1941,41.2134,144291.0
2022-03-08,41.4264,42.3458,40.7725,41.4167,148745.0
2022-03-09,42.5782,42.704,41.9878,42.4717,97688.0
2022-03-10,41.949,42.7427,41.949,42.5975,95487.0
2022-03-11,42.9944,43.7397,42.8202,43.1686,122611.0
2022-03-12,42.9944,43.7397,42.8202,43.1686,122611.0
2022-03-13,42.9944,43.7397,42.8202,43.1686,122611.0
2022-03-14,43.9332,43.972,42.854,43.2654,100969.0
2022-03-15,44.2043,44.7076,43.6526,44.6011,414884.0
2022-03-16,44.814,45.6561,44.785,45.54,189893.0
2022-03-17,45.2593,45.8787,44.664,45.7432,151983.0
2022-03-18,45.8691,45.8691,44.2914,44.9205,269857.0
2022-03-19,45.8691,45.8691,44.2914,44.9205,269857.0
2022-03-20,45.8691,45.8691,44.2914,44.9205,269857.0
2022-03-21,44.8915,44.9205,43.9042,44.1365,96372.0
2022-03-22,44.3688,45.0754,44.2043,44.3301,75155.0
2022-03-23,43.9042,43.9042,42.6217,42.7524,97756.0
2022-03-24,42.704,42.9282,42.3749,42.6363,89244.0
2022-03-25,42.5879,43.3622,42.5879,43.2654,113292.0
2022-03-26,42.5879,43.3622,42.5879,43.2654,113292.0
2022-03-27,42.5879,43.3622,42.5879,43.2654,113292.0
2022-03-28,42.9944,43.1492,42.3265,42.9169,78481.0
2022-03-29,43.4396,44.0494,43.3912,44.001,126635.0
2022-03-30,44.272,44.4801,42.7621,42.8782,136444.0
2022-03-31,42.9266,43.5848,42.8395,42.9944,112093.0
2022-04-01,43.0234,43.3235,41.7264,41.9587,241779.0
2022-04-02,43.0234,43.3235,41.7264,41.9587,241779.0
2022-04-03,43.0234,43.3235,41.7264,41.9587,241779.0
2022-04-04,41.6877,42.4524,41.2328,41.9394,172510.0
2022-04-05,41.8329,42.1329,41.107,41.2134,153451.0
2022-04-06,41.0586,41.4264,40.323,40.4681,168812.0
2022-04-07,40.4585,40.4778,39.7809,39.868,212964.0
2022-04-08,39.9842,40.2067,39.3163,39.4325,170909.0
2022-04-09,39.9842,40.2067,39.3163,39.4325,170909.0
2022-04-10,39.9842,40.2067,39.3163,39.4325,170909.0
2022-04-11,39.297,40.2625,39.0695,39.81,187073.0
2022-04-12,40.0713,40.5649,39.7519,39.9068,224969.0
2022-04-13,39.597,40.6811,39.597,40.4488,116669.0
2022-04-14,40.5359,40.8263,39.7422,39.9455,154729.0
2022-04-15,40.5359,40.8263,39.7422,39.9455,154729.0
2022-04-16,40.5359,40.8263,39.7422,39.9455,154729.0
2022-04-17,40.5359,40.8263,39.7422,39.9455,154729.0
2022-04-18,39.7519,40.5117,39.6938,40.2552,150504.0
2022-04-19,40.7488,41.1602,40.1681,40.4972,196164.0
2022-04-20,40.623,41.7264,40.623,41.3393,208728.0
2022-04-21,41.6587,42.0458,40.9231,41.0489,146087.0
2022-04-22,40.8166,41.0295,39.6261,39.7035,152409.0
2022-04-23,40.8166,41.0295,39.6261,39.7035,152409.0
2022-04-24,40.8166,41.0295,39.6261,39.7035,152409.0
2022-04-25,39.3454,39.3454,38.3291,39.1324,221239.0
2022-04-26,38.6582,39.1324,38.0968,38.2129,158713.0
2022-04-27,38.2129,38.5484,37.9177,38.2323,178145.0
2022-04-28,38.6775,38.784,38.0774,38.4549,171252.0
2022-04-29,38.1355,38.4791,37.1385,37.2934,176556.0
2022-04-30,38.1355,38.4791,37.1385,37.2934,176556.0
2022-05-01,38.1355,38.4791,37.1385,37.2934,176556.0
2022-05-02,37.4676,38.0581,36.9063,37.7387,205565.0
2022-05-03,37.7774,38.3533,37.4483,38.1258,160882.0
2022-05-04,38.1742,39.2776,38.1065,39.1905,113972.0
2022-05-05,38.7646,38.7646,37.6515,38.1549,119921.0
2022-05-06,37.9509,38.2648,37.3246,37.9121,111885.0
2022-05-07,37.9509,38.2648,37.3246,37.9121,111885.0
2022-05-08,37.9509,38.2648,37.3246,37.9121,111885.0
2022-05-09,37.4168,38.0966,37.378,37.6984,105008.0
2022-05-10,37.9315,38.289,36.538,37.2323,120961.0
2022-05-11,37.3683,37.9509,36.6399,36.8147,106516.0
2022-05-12,36.6399,36.7078,35.931,36.6399,98047.0
2022-05-13,37.1061,37.4633,36.7467,36.9507,106534.0
2022-05-14,37.1061,37.4633,36.7467,36.9507,106534.0
2022-05-15,37.1061,37.4633,36.7467,36.9507,106534.0
2022-05-16,36.7856,37.0963,36.2418,36.8827,113062.0
2022-05-17,37.5431,38.6793,37.5431,38.5239,119797.0
2022-05-18,38.0189,38.3489,37.7373,38.048,196147.0
2022-05-19,37.6499,38.1549,37.3877,37.6013,155027.0
2022-05-20,37.8829,38.2471,37.0866,37.8927,117768.0
2022-05-21,37.8829,38.2471,37.0866,37.8927,117768.0
2022-05-22,37.8829,38.2471,37.0866,37.8927,117768.0
2022-05-23,38.6016,39.3979,38.3879,38.9997,123788.0
2022-05-24,38.6695,38.9415,37.8538,38.7861,118220.0
2022-05-25,38.922,39.7378,38.8443,39.3979,99672.0
2022-05-26,39.8834,40.6312,39.8834,40.301,88819.0
2022-05-27,40.5244,41.3401,40.5244,41.2527,94785.0
2022-05-28,40.5244,41.3401,40.5244,41.2527,94785.0
