,CVX US Equity,CVX US Equity,CVX US Equity,CVX US Equity,CVX US Equity
2021-03-01,90.7078,91.8941,89.7694,90.3448,10441458.0
2021-03-02,90.2032,91.4594,90.0438,90.6901,10643496.0
2021-03-03,91.5488,93.6204,91.54,91.7082,14958191.0
2021-03-04,92.5271,95.2405,91.3009,92.5138,22994234.0
2021-03-05,94.6916,96.6127,93.9745,96.4976,23638180.0
2021-03-06,94.6916,96.6127,93.9745,96.4976,23638180.0
2021-03-07,94.6916,96.6127,93.9745,96.4976,23638180.0
2021-03-08,97.259,97.7636,95.6655,97.1616,18033629.0
2021-03-09,96.5596,97.9938,95.5061,96.9403,19010709.0
2021-03-10,97.56,99.1624,97.1173,98.5958,17389897.0
2021-03-11,98.8437,99.6404,98.1709,98.4364,10989457.0
2021-03-12,98.8348,99.7732,98.0208,98.764,10930296.0
2021-03-13,98.8348,99.7732,98.0208,98.764,10930296.0
2021-03-14,98.8348,99.7732,98.0208,98.764,10930296.0
2021-03-15,98.7374,99.0694,96.4003,97.6043,10490522.0
2021-03-16,96.0815,96.3914,94.7979,95.2936,11698406.0
2021-03-17,94.9129,96.1065,94.3729,95.6389,9168615.0
2021-03-18,94.7359,95.1962,91.8144,92.1774,13246642.0
2021-03-19,92.018,92.8591,90.9557,91.5223,18490988.0
2021-03-20,92.018,92.8591,90.9557,91.5223,18490988.0
2021-03-21,92.018,92.8591,90.9557,91.5223,18490988.0
2021-03-22,91.239,92.5138,90.5759,90.7786,12508496.0
2021-03-23,89.8136,92.3367,89.1408,90.274,14781722.0
2021-03-24,91.177,93.6293,91.1062,92.6908,11026790.0
2021-03-25,91.053,93.1866,90.3625,93.0184,11138164.0
2021-03-26,94.3198,95.2051,93.2751,95.152,9820150.0
2021-03-27,94.3198,95.2051,93.2751,95.152,9820150.0
2021-03-28,94.3198,95.2051,93.2751,95.152,9820150.0
2021-03-29,94.1959,95.1962,93.5761,94.6562,7542327.0
2021-03-30,93.8949,94.5765,93.4788,93.7798,6284594.0
2021-03-31,93.4434,94.0365,92.6023,92.7705,8954377.0
2021-04-01,93.1866,93.7178,92.2571,93.6204,8515750.0
2021-04-02,93.1866,93.7178,92.2571,93.6204,8515750.0
2021-04-03,93.1866,93.7178,92.2571,93.6204,8515750.0
2021-04-04,93.1866,93.7178,92.2571,93.6204,8515750.0
2021-04-05,93.6027,93.6912,92.2216,92.5226,8692709.0
2021-04-06,92.2925,93.0273,91.5842,91.6993,8125056.0
2021-04-07,91.6019,92.5758,91.416,92.2393,7699316.0
2021-04-08,91.6462,91.7347,90.3625,91.2035,8282974.0
2021-04-09,91.2921,91.7878,90.3891,91.115,7163742.0
2021-04-10,91.2921,91.7878,90.3891,91.115,7163742.0
2021-04-11,91.2921,91.7878,90.3891,91.115,7163742.0
2021-04-12,91.779,91.9472,89.8667,90.1058,7845876.0
2021-04-13,89.911,90.8317,89.672,90.513,6829891.0
2021-04-14,90.876,93.2486,90.8317,92.3102,10194796.0
2021-04-15,92.08,92.3101,91.1239,91.5577,7860544.0
2021-04-16,91.8941,92.3898,90.6812,91.1504,7459703.0
2021-04-17,91.8941,92.3898,90.6812,91.1504,7459703.0
2021-04-18,91.8941,92.3898,90.6812,91.1504,7459703.0
2021-04-19,91.4249,91.9206,90.4865,91.416,7068669.0
2021-04-20,91.0353,91.177,88.9814,89.7074,9783782.0
2021-04-21,88.8221,91.177,88.6539,90.9468,8264429.0
2021-04-22,91.0707,91.0707,89.3002,89.371,9899395.0
2021-04-23,89.5038,90.451,89.1674,89.9022,6763045.0
2021-04-24,89.5038,90.451,89.1674,89.9022,6763045.0
2021-04-25,89.5038,90.451,89.1674,89.9022,6763045.0
2021-04-26,89.6543,90.8937,89.6454,89.8756,5639736.0
2021-04-27,90.1323,91.2744,89.8667,90.9202,6898931.0
2021-04-28,91.6639,93.7177,91.5134,93.1512,8718443.0
2021-04-29,94.2136,95.3025,93.6204,94.6385,9740270.0
2021-04-30,92.9387,93.3017,91.1593,91.2478,13729988.0
2021-05-01,92.9387,93.3017,91.1593,91.2478,13729988.0
2021-05-02,92.9387,93.3017,91.1593,91.2478,13729988.0
2021-05-03,92.0534,93.5939,91.3806,93.4256,7938125.0
2021-05-04,93.8063,94.2932,92.8236,93.9391,8704287.0
2021-05-05,94.8067,96.9757,94.5677,96.4622,12872352.0
2021-05-06,96.4534,96.6127,95.0989,96.5153,9654939.0
2021-05-07,95.692,97.9748,95.3467,97.4006,10273022.0
2021-05-08,95.692,97.9748,95.3467,97.4006,10273022.0
2021-05-09,95.692,97.9748,95.3467,97.4006,10273022.0
2021-05-10,98.6578,100.1362,96.958,97.0023,13586538.0
2021-05-11,96.5508,97.0111,94.0276,94.4614,12754775.0
2021-05-12,94.727,97.5157,94.4792,95.0546,11661875.0
2021-05-13,93.9037,95.4972,93.346,94.4437,9712944.0
2021-05-14,95.4353,97.2236,95.4353,96.9137,9124095.0
2021-05-15,95.4353,97.2236,95.4353,96.9137,9124095.0
2021-05-16,95.4353,97.2236,95.4353,96.9137,9124095.0
2021-05-17,96.5773,98.162,96.4711,98.1,12692903.0
2021-05-18,97.6251,97.7326,94.9636,95.1518,12759856.0
2021-05-19,93.0369,93.4581,91.379,92.4813,14762698.0
2021-05-20,92.3648,93.2609,91.379,92.8039,9706329.0
2021-05-21,93.2878,94.2735,92.9114,93.3057,10352761.0
2021-05-22,93.2878,94.2735,92.9114,93.3057,10352761.0
2021-05-23,93.2878,94.2735,92.9114,93.3057,10352761.0
2021-05-24,94.0495,94.8426,93.1982,94.632,6785616.0
2021-05-25,94.4797,94.6499,92.8487,93.0817,7883966.0
2021-05-26,93.6642,94.0136,92.889,93.3057,9232351.0
2021-05-27,93.3057,94.0137,91.9167,92.311,11703372.0
2021-05-28,92.8577,93.3057,92.2572,93.01,7278515.0
2021-05-29,92.8577,93.3057,92.2572,93.01,7278515.0
2021-05-30,92.8577,93.3057,92.2572,93.01,7278515.0
2021-05-31,92.8577,93.3057,92.2572,93.01,7278515.0
2021-06-01,94.3632,96.2719,94.3632,95.5729,10260601.0
2021-06-02,96.0748,97.2846,95.1786,96.8544,9141802.0
2021-06-03,96.3884,96.8634,95.4923,96.4153,8809345.0
2021-06-04,96.9978,97.3831,96.0748,97.186,6699324.0
2021-06-05,96.9978,97.3831,96.0748,97.186,6699324.0
2021-06-06,96.9978,97.3831,96.0748,97.186,6699324.0
2021-06-07,97.1143,97.41,96.3974,96.5587,6748624.0
2021-06-08,96.4691,97.6609,95.2593,97.4369,10559458.0
2021-06-09,97.7326,98.1538,96.4691,96.5856,10146883.0
2021-06-10,97.7326,98.799,96.1106,97.1501,13526150.0
2021-06-11,97.5355,97.652,96.6573,96.7021,7731720.0
2021-06-12,97.5355,97.652,96.6573,96.7021,7731720.0
2021-06-13,97.5355,97.652,96.6573,96.7021,7731720.0
2021-06-14,96.944,97.643,95.7342,96.7558,9051850.0
2021-06-15,97.1501,99.0051,97.1322,98.8438,10540237.0
2021-06-16,98.6019,99.032,97.5893,98.2793,9283310.0
2021-06-17,97.8939,98.5603,94.6522,95.9493,14337763.0
2021-06-18,94.3184,95.2324,92.2214,92.3289,22284520.0
2021-06-19,94.3184,95.2324,92.2214,92.3289,22284520.0
2021-06-20,94.3184,95.2324,92.2214,92.3289,22284520.0
2021-06-21,93.2878,95.3803,93.1355,95.0353,13591475.0
2021-06-22,94.39,95.8507,93.476,95.3489,10230125.0
2021-06-23,96.2092,96.8992,95.1966,95.2324,7792775.0
2021-06-24,96.0121,96.5825,95.3131,96.0121,8724554.0
2021-06-25,96.4153,96.8365,95.6894,96.1554,8102262.0
2021-06-26,96.4153,96.8365,95.6894,96.1554,8102262.0
2021-06-27,96.4153,96.8365,95.6894,96.1554,8102262.0
2021-06-28,95.8418,95.8866,92.8935,93.1892,11348401.0
2021-06-29,93.7269,94.0674,92.8487,92.9831,7225469.0
2021-06-30,93.0548,93.9868,92.9473,93.8613,7927453.0
2021-07-01,95.8418,95.9762,94.7575,95.1786,10873218.0
2021-07-02,94.7216,95.3489,94.1302,95.0532,7108866.0
2021-07-03,94.7216,95.3489,94.1302,95.0532,7108866.0
2021-07-04,94.7216,95.3489,94.1302,95.0532,7108866.0
2021-07-05,94.7216,95.3489,94.1302,95.0532,7108866.0
2021-07-06,94.9636,94.9636,92.6515,93.1892,10162846.0
2021-07-07,93.1623,94.0047,91.5134,92.2393,8244985.0
2021-07-08,90.9578,92.3827,90.7069,91.9436,8695534.0
2021-07-09,92.7143,93.4043,91.7285,93.2609,8567930.0
2021-07-10,92.7143,93.4043,91.7285,93.2609,8567930.0
2021-07-11,92.7143,93.4043,91.7285,93.2609,8567930.0
2021-07-12,92.8039,94.1122,92.5126,93.4491,9898606.0
2021-07-13,93.1982,93.7179,92.4992,93.1355,6737964.0
2021-07-14,93.6283,94.3811,91.155,91.379,9216621.0
2021-07-15,90.5546,91.6299,90.3754,90.7786,9665662.0
2021-07-16,91.0743,91.1281,88.1171,88.377,12199106.0
2021-07-17,91.0743,91.1281,88.1171,88.377,12199106.0
2021-07-18,91.0743,91.1281,88.1171,88.377,12199106.0
2021-07-19,85.8678,86.8804,84.7028,85.9932,17385523.0
2021-07-20,85.9305,87.8572,85.1778,86.504,12114567.0
2021-07-21,87.8034,90.0346,87.5525,89.4523,11478146.0
2021-07-22,89.076,89.0849,87.7228,88.5562,7694255.0
2021-07-23,88.5383,88.825,87.7676,88.592,7570757.0
2021-07-24,88.5383,88.825,87.7676,88.592,7570757.0
2021-07-25,88.5383,88.825,87.7676,88.592,7570757.0
2021-07-26,89.1297,90.7428,89.1118,90.465,10227463.0
2021-07-27,89.6584,90.2589,88.6637,90.1603,8332082.0
2021-07-28,90.4202,91.2356,89.8646,90.6711,8546112.0
2021-07-29,91.7464,92.1945,91.3521,91.9167,8681341.0
2021-07-30,92.3558,93.243,90.2992,91.2356,12295292.0
2021-07-31,92.3558,93.243,90.2992,91.2356,12295292.0
2021-08-01,92.3558,93.243,90.2992,91.2356,12295292.0
2021-08-02,91.4776,93.1803,91.0116,91.0743,8911806.0
2021-08-03,91.0385,92.2214,90.214,91.9436,8437326.0
2021-08-04,90.0079,91.3163,89.7033,89.8825,10389809.0
2021-08-05,90.456,91.7912,90.214,90.7159,7986071.0
2021-08-06,91.4238,91.9257,91.0475,91.3611,6475592.0
2021-08-07,91.4238,91.9257,91.0475,91.3611,6475592.0
2021-08-08,91.4238,91.9257,91.0475,91.3611,6475592.0
2021-08-09,90.4291,90.8503,89.5509,89.8377,9243086.0
2021-08-10,90.2768,91.6927,90.1334,91.4776,9762631.0
2021-08-11,91.4418,92.2752,91.0475,92.1676,7079767.0
2021-08-12,92.1766,92.5261,91.2088,91.9794,7378419.0
2021-08-13,91.612,91.8898,91.0833,91.3701,6572623.0
2021-08-14,91.612,91.8898,91.0833,91.3701,6572623.0
2021-08-15,91.612,91.8898,91.0833,91.3701,6572623.0
2021-08-16,90.3574,90.689,89.533,90.4381,9479436.0
2021-08-17,89.7929,91.1191,89.2821,90.2678,10937474.0
2021-08-18,89.6321,90.2951,87.6885,87.8247,12893614.0
2021-08-19,86.1082,86.5623,84.3372,85.6359,17423358.0
2021-08-20,84.9366,86.1672,84.655,85.645,9707644.0
2021-08-21,84.9366,86.1672,84.655,85.645,9707644.0
2021-08-22,84.9366,86.1672,84.655,85.645,9707644.0
2021-08-23,87.2707,88.0972,87.2435,87.852,10277755.0
2021-08-24,88.5513,89.5631,88.4468,88.8601,8924936.0
2021-08-25,88.297,89.6593,87.8429,89.4686,9342304.0
2021-08-26,89.1053,89.6684,88.2788,88.297,8124768.0
2021-08-27,89.1326,90.3314,89.0508,89.5867,10281177.0
2021-08-28,89.1326,90.3314,89.0508,89.5867,10281177.0
2021-08-29,89.1326,90.3314,89.0508,89.5867,10281177.0
2021-08-30,89.9954,90.1934,88.9782,89.3596,8127183.0
2021-08-31,89.1326,89.3778,87.7702,87.8883,15676853.0
2021-09-01,87.97,88.1608,86.7076,86.9256,10557264.0
2021-09-02,87.7702,89.3551,87.6885,88.742,12341253.0
2021-09-03,88.4605,89.3959,88.4423,88.5422,9099427.0
2021-09-04,88.4605,89.3959,88.4423,88.5422,9099427.0
2021-09-05,88.4605,89.3959,88.4423,88.5422,9099427.0
2021-09-06,88.4605,89.3959,88.4423,88.5422,9099427.0
2021-09-07,88.1153,88.9827,87.861,88.1517,9239168.0
2021-09-08,88.5513,89.4323,87.5068,87.5432,10775871.0
2021-09-09,87.0891,88.6603,86.5986,87.189,10219375.0
2021-09-10,88.6421,88.7329,87.0891,87.2525,11005955.0
2021-09-11,88.6421,88.7329,87.0891,87.2525,11005955.0
2021-09-12,88.6421,88.7329,87.0891,87.2525,11005955.0
2021-09-13,88.2879,89.6501,88.1517,88.9782,11500862.0
2021-09-14,89.3505,89.6775,87.1708,87.3706,15294109.0
2021-09-15,88.0881,89.4868,88.0881,89.2234,11623447.0
2021-09-16,89.296,89.5413,88.0154,88.3878,10617017.0
2021-09-17,88.1971,89.3505,87.525,87.8792,16008919.0
2021-09-18,88.1971,89.3505,87.525,87.8792,16008919.0
2021-09-19,88.1971,89.3505,87.525,87.8792,16008919.0
2021-09-20,85.9538,86.5078,84.7459,86.0809,15796135.0
2021-09-21,86.7984,87.0891,85.3998,86.1445,10958440.0
2021-09-22,87.4069,89.7138,87.4069,88.6784,13292796.0
2021-09-23,89.2234,91.0636,88.7783,90.8763,10094866.0
2021-09-24,90.504,91.7028,90.504,91.3668,8225292.0
2021-09-25,90.504,91.7028,90.504,91.3668,8225292.0
2021-09-26,90.504,91.7028,90.504,91.3668,8225292.0
2021-09-27,93.1741,94.2549,93.1741,93.5192,12697522.0
2021-09-28,94.373,95.263,93.4375,93.8735,15560821.0
2021-09-29,93.7372,94.6727,92.9471,93.8462,10268052.0
2021-09-30,93.9279,93.9552,92.1388,92.1388,15324113.0
2021-10-01,92.8335,94.9452,92.5293,94.7544,10854909.0
2021-10-02,92.8335,94.9452,92.5293,94.7544,10854909.0
2021-10-03,92.8335,94.9452,92.5293,94.7544,10854909.0
2021-10-04,95.3629,96.144,94.5546,95.1086,13305382.0
2021-10-05,96.3075,97.8787,95.7444,96.144,13017313.0
2021-10-06,94.6182,95.6763,94.0733,95.2994,10630108.0
2021-10-07,95.9169,96.5436,95.5582,95.9805,8830858.0
2021-10-08,97.0068,98.4781,96.8161,98.133,10586720.0
2021-10-09,97.0068,98.4781,96.8161,98.133,10586720.0
2021-10-10,97.0068,98.4781,96.8161,98.133,10586720.0
2021-10-11,99.5044,99.568,97.1095,97.2974,9794816.0
2021-10-12,97.1703,97.7061,96.4255,97.3156,9085018.0
2021-10-13,96.9705,98.3964,96.7071,97.8969,9221384.0
2021-10-14,98.8868,99.1411,98.1875,98.8232,7650588.0
2021-10-15,99.6951,99.9267,99.3863,99.5498,9968079.0
2021-10-16,99.6951,99.9267,99.3863,99.5498,9968079.0
2021-10-17,99.6951,99.9267,99.3863,99.5498,9968079.0
2021-10-18,100.1038,100.2764,98.9549,99.5044,10677443.0
2021-10-19,100.0493,101.448,99.7178,101.448,10362811.0
2021-10-20,100.894,102.7831,100.6124,102.774,10811367.0
2021-10-21,102.3653,102.4516,100.6942,101.4843,9372562.0
2021-10-22,101.9203,102.5197,101.2209,102.447,8673794.0
2021-10-23,101.9203,102.5197,101.2209,102.447,8673794.0
2021-10-24,101.9203,102.5197,101.2209,102.447,8673794.0
2021-10-25,103.11,103.8548,102.9021,103.4007,9579769.0
2021-10-26,103.5187,104.0818,103.0919,103.6277,7463012.0
2021-10-27,102.8285,103.1554,101.4026,101.784,9096093.0
2021-10-28,101.339,102.8739,101.339,102.7377,7538156.0
2021-10-29,104.2907,104.7085,102.7649,103.9819,15294239.0
2021-10-30,104.2907,104.7085,102.7649,103.9819,15294239.0
2021-10-31,104.2907,104.7085,102.7649,103.9819,15294239.0
2021-11-01,104.4724,104.5269,103.5823,104.0183,11213772.0
2021-11-02,103.7004,103.7095,102.8194,103.3825,9189727.0
2021-11-03,101.9657,102.8739,101.6932,102.6378,10415962.0
2021-11-04,103.7367,103.773,102.5469,103.0919,9672950.0
2021-11-05,103.7821,104.4905,103.4733,104.209,8102077.0
2021-11-06,103.7821,104.4905,103.4733,104.209,8102077.0
2021-11-07,103.7821,104.4905,103.4733,104.209,8102077.0
2021-11-08,104.5269,105.3443,104.1636,104.5813,7695949.0
2021-11-09,104.6903,105.4623,103.9547,105.3533,10945910.0
2021-11-10,105.1354,105.5441,103.2281,103.6731,10305103.0
2021-11-11,103.1736,104.1454,103.1464,103.6822,7317533.0
2021-11-12,103.3553,103.8139,103.1645,103.7458,8682840.0
2021-11-13,103.3553,103.8139,103.1645,103.7458,8682840.0
2021-11-14,103.3553,103.8139,103.1645,103.7458,8682840.0
2021-11-15,104.3997,106.2161,103.7821,106.0981,11050416.0
2021-11-16,106.3615,107.2424,106.1344,106.5159,10566262.0
2021-11-17,105.5329,107.0579,105.3399,106.0382,11108044.0
2021-11-18,105.5145,106.0014,104.1915,105.147,8371422.0
2021-11-19,103.3647,103.9527,102.0693,102.8135,13538019.0
2021-11-20,103.3647,103.9527,102.0693,102.8135,13538019.0
2021-11-21,103.3647,103.9527,102.0693,102.8135,13538019.0
2021-11-22,102.9145,105.8269,102.7583,104.6509,9947752.0
2021-11-23,105.8269,107.3427,105.7074,106.8466,10375090.0
2021-11-24,107.3152,108.4084,107.1957,107.6643,8500870.0
2021-11-25,107.3152,108.4084,107.1957,107.6643,8500870.0
2021-11-26,104.1364,105.4961,103.4749,105.2021,11861780.0
2021-11-27,104.1364,105.4961,103.4749,105.2021,11861780.0
2021-11-28,104.1364,105.4961,103.4749,105.2021,11861780.0
2021-11-29,106.8834,107.6459,105.3859,105.5145,12003848.0
2021-11-30,104.2283,106.4424,103.3004,103.6954,24451185.0
2021-12-01,105.6064,106.6215,102.9788,102.988,12308070.0
2021-12-02,104.0445,106.2954,102.8318,105.7809,11392389.0
2021-12-03,107.2509,107.4897,104.3523,105.1103,10445106.0
2021-12-04,107.2509,107.4897,104.3523,105.1103,10445106.0
2021-12-05,107.2509,107.4897,104.3523,105.1103,10445106.0
2021-12-06,106.5343,107.9032,105.6982,106.7548,9833881.0
2021-12-07,107.7056,109.0148,107.7056,108.3349,11419641.0
2021-12-08,108.7667,109.566,108.0961,108.8219,8827850.0
2021-12-09,108.2706,108.9597,108.0226,108.5371,8334720.0
2021-12-10,109.2629,109.5109,107.3703,108.7208,9090712.0
2021-12-11,109.2629,109.5109,107.3703,108.7208,9090712.0
2021-12-12,109.2629,109.5109,107.3703,108.7208,9090712.0
2021-12-13,107.9123,108.2706,106.2127,106.4608,8533029.0
2021-12-14,106.3321,107.4116,106.0841,106.7731,12245285.0
2021-12-15,106.865,106.865,104.6876,106.1668,11069546.0
2021-12-16,106.7456,108.5829,106.4975,107.159,11344669.0
2021-12-17,106.4975,106.9936,104.3018,104.3661,22768789.0
2021-12-18,106.4975,106.9936,104.3018,104.3661,22768789.0
2021-12-19,106.4975,106.9936,104.3018,104.3661,22768789.0
2021-12-20,102.7675,104.4672,101.7294,104.412,13464426.0
2021-12-21,105.1286,106.6353,105.0,106.0841,11368243.0
2021-12-22,106.0382,107.1957,105.1103,106.6904,8345209.0
2021-12-23,107.0396,108.3349,106.9385,106.9477,7416618.0
2021-12-24,107.0396,108.3349,106.9385,106.9477,7416618.0
2021-12-25,107.0396,108.3349,106.9385,106.9477,7416618.0
2021-12-26,107.0396,108.3349,106.9385,106.9477,7416618.0
2021-12-27,106.6353,109.1618,106.0291,109.1342,7746498.0
2021-12-28,109.0148,109.6396,108.4406,108.9229,6516975.0
2021-12-29,108.4819,109.002,107.7562,108.3625,6957392.0
2021-12-30,108.5279,109.0424,107.8021,107.8848,6015963.0
2021-12-31,107.8388,108.4911,107.6092,107.8113,5706571.0
2022-01-01,107.8388,108.4911,107.6092,107.8113,5706571.0
2022-01-02,107.8388,108.4911,107.6092,107.8113,5706571.0
2022-01-03,107.8756,109.9611,107.7562,109.566,10721647.0
2022-01-04,110.1999,112.0649,109.9335,111.5596,16413082.0
2022-01-05,112.3038,113.7737,112.1476,112.2854,15487063.0
2022-01-06,113.5716,114.2147,111.7526,113.2409,13318510.0
2022-01-07,113.5073,115.3356,112.9561,114.867,14164604.0
2022-01-08,113.5073,115.3356,112.9561,114.867,14164604.0
2022-01-09,113.5073,115.3356,112.9561,114.867,14164604.0
2022-01-10,114.9773,115.4734,113.7921,114.9405,12626136.0
2022-01-11,115.6296,117.5956,114.6833,117.568,14608977.0
2022-01-12,117.5864,117.9884,116.19,116.9801,12469166.0
2022-01-13,116.8055,117.6875,116.1716,116.4931,9691264.0
2022-01-14,116.4564,118.6981,116.4564,118.4776,13281014.0
2022-01-15,116.4564,118.6981,116.4564,118.4776,13281014.0
2022-01-16,116.4564,118.6981,116.4564,118.4776,13281014.0
2022-01-17,116.4564,118.6981,116.4564,118.4776,13281014.0
2022-01-18,119.1482,119.433,117.4762,118.8634,12908563.0
2022-01-19,119.3871,119.5708,118.0889,118.4316,12064280.0
2022-01-20,117.8437,120.2231,117.4854,118.009,11370408.0
2022-01-21,117.3751,117.9631,115.9686,116.5942,13055711.0
2022-01-22,117.3751,117.9631,115.9686,116.5942,13055711.0
2022-01-23,117.3751,117.9631,115.9686,116.5942,13055711.0
2022-01-24,114.3342,117.3476,112.855,116.8423,19532204.0
2022-01-25,116.7871,121.9503,115.0875,121.8125,19984517.0
2022-01-26,122.0973,123.7602,120.8938,121.9044,17266510.0
2022-01-27,123.5213,125.864,122.7312,124.3665,20654130.0
2022-01-28,119.433,121.3256,117.6599,119.9935,24817826.0
2022-01-29,119.433,121.3256,117.6599,119.9935,24817826.0
2022-01-30,119.433,121.3256,117.6599,119.9935,24817826.0
2022-01-31,119.6076,121.1381,118.8176,120.6549,16401779.0
2022-02-01,120.1956,124.7065,119.9056,123.8337,16169726.0
2022-02-02,123.4294,124.7616,122.0054,124.4033,10906716.0
2022-02-03,123.8888,124.3482,122.3637,123.2916,9447690.0
2022-02-04,124.0358,125.864,124.0358,124.8351,13034732.0
2022-02-05,124.0358,125.864,124.0358,124.8351,13034732.0
2022-02-06,124.0358,125.864,124.0358,124.8351,13034732.0
2022-02-07,124.339,128.0965,123.8704,127.2881,18422548.0
2022-02-08,126.9481,127.1778,124.0358,125.3496,11021577.0
2022-02-09,125.6022,127.0951,125.0372,126.5898,10140782.0
2022-02-10,126.3785,127.5085,124.3849,124.9821,11012720.0
2022-02-11,125.7354,128.1057,125.2026,127.5269,12821226.0
2022-02-12,125.7354,128.1057,125.2026,127.5269,12821226.0
2022-02-13,125.7354,128.1057,125.2026,127.5269,12821226.0
2022-02-14,126.7276,126.8287,124.0725,125.5609,15944961.0
2022-02-15,123.5463,125.1802,122.7108,124.6418,11751999.0
2022-02-16,125.2777,126.4057,124.1776,124.6789,11348840.0
2022-02-17,124.5582,124.9417,122.9615,124.0384,10073937.0
2022-02-18,123.305,124.3157,122.5901,123.862,10691818.0
2022-02-19,123.305,124.3157,122.5901,123.862,10691818.0
2022-02-20,123.305,124.3157,122.5901,123.862,10691818.0
2022-02-21,123.305,124.3157,122.5901,123.862,10691818.0
2022-02-22,127.1855,127.1855,121.1697,122.915,19428744.0
2022-02-23,123.4071,126.3314,123.0636,125.8394,16134237.0
2022-02-24,128.0489,128.3274,122.2847,125.1895,22108907.0
2022-02-25,126.22,130.4348,125.728,130.3234,28028029.0
2022-02-26,126.22,130.4348,125.728,130.3234,28028029.0
2022-02-27,126.22,130.4348,125.728,130.3234,28028029.0
2022-02-28,129.2929,133.684,128.7173,133.684,24394290.0
2022-03-01,134.6217,139.2171,134.3339,138.9943,31159890.0
2022-03-02,139.4399,144.5923,139.3006,143.0976,31329537.0
2022-03-03,141.3523,145.8641,140.8788,145.0286,22492887.0
2022-03-04,144.6294,148.4914,143.9796,147.2845,29053440.0
2022-03-05,144.6294,148.4914,143.9796,147.2845,29053440.0
2022-03-06,144.6294,148.4914,143.9796,147.2845,29053440.0
2022-03-07,148.445,150.4874,144.5644,150.4317,34824671.0
2022-03-08,152.539,161.5349,152.3441,158.3135,57231027.0
2022-03-09,151.1094,157.6079,149.6635,154.3586,43429994.0
2022-03-10,156.6517,162.2404,156.2339,158.5827,34913612.0
2022-03-11,154.0059,160.5879,153.9966,158.657,28423555.0
2022-03-12,154.0059,160.5879,153.9966,158.657,28423555.0
2022-03-13,154.0059,160.5879,153.9966,158.657,28423555.0
2022-03-14,154.3029,156.2896,152.5306,154.7764,25156193.0
2022-03-15,147.7153,148.7133,144.1374,146.941,28534397.0
2022-03-16,147.4145,149.002,145.0193,146.4119,22299742.0
2022-03-17,148.4914,149.4569,146.6068,148.9463,15750666.0
2022-03-18,149.3641,150.1439,147.4052,150.1439,23214729.0
2022-03-19,149.3641,150.1439,147.4052,150.1439,23214729.0
2022-03-20,149.3641,150.1439,147.4052,150.1439,23214729.0
2022-03-21,151.3415,153.7181,151.063,152.8454,13180558.0
2022-03-22,151.9635,153.421,150.9334,152.3348,11063913.0
2022-03-23,154.108,155.3578,153.1239,153.978,10754998.0
2022-03-24,154.5072,155.4078,153.1796,154.3865,9024821.0
2022-03-25,153.3839,157.5336,153.3282,157.1809,10258284.0
2022-03-26,153.3839,157.5336,153.3282,157.1809,10258284.0
2022-03-27,153.3839,157.5336,153.3282,157.1809,10258284.0
2022-03-28,154.0151,154.6928,153.3003,154.4329,9992000.0
2022-03-29,151.7964,152.6969,149.002,152.5483,15102586.0
2022-03-30,153.4024,154.4329,151.9356,153.6252,9905997.0
2022-03-31,151.7592,154.2565,151.063,151.1651,10395918.0
2022-04-01,151.1187,154.0616,150.7009,152.4555,8795255.0
2022-04-02,151.1187,154.0616,150.7009,152.4555,8795255.0
2022-04-03,151.1187,154.0616,150.7009,152.4555,8795255.0
2022-04-04,153.1796,153.5974,151.3229,152.5948,8723834.0
2022-04-05,153.2075,155.7074,151.4157,151.6571,9538219.0
2022-04-06,153.0218,155.0456,152.5576,153.0032,9268988.0
2022-04-07,153.2725,155.6862,151.7128,155.1292,8018385.0
2022-04-08,155.0828,158.838,155.0549,157.7564,10801182.0
2022-04-09,155.0828,158.838,155.0549,157.7564,10801182.0
2022-04-10,155.0828,158.838,155.0549,157.7564,10801182.0
2022-04-11,156.4939,156.6888,153.0962,153.6995,10206072.0
2022-04-12,156.8652,160.3094,156.104,156.9023,9528372.0
2022-04-13,158.6848,159.7524,156.2339,159.3718,7330690.0
2022-04-14,158.462,160.5508,158.3413,159.2975,9421052.0
2022-04-15,158.462,160.5508,158.3413,159.2975,9421052.0
2022-04-16,158.462,160.5508,158.3413,159.2975,9421052.0
2022-04-17,158.462,160.5508,158.3413,159.2975,9421052.0
2022-04-18,160.6065,162.0362,159.5575,161.4328,7639045.0
2022-04-19,160.6808,161.2424,158.7776,159.5203,6970194.0
2022-04-20,159.3254,161.145,159.1798,160.1702,7494950.0
2022-04-21,159.4368,160.0866,152.0934,152.7897,14594792.0
2022-04-22,152.604,153.6159,149.3362,149.4198,12160115.0
2022-04-23,152.604,153.6159,149.3362,149.4198,12160115.0
2022-04-24,152.604,153.6159,149.3362,149.4198,12160115.0
2022-04-25,144.5737,147.0153,140.5168,146.2076,15449845.0
2022-04-26,147.4423,148.8813,145.1864,145.3164,9810595.0
2022-04-27,145.827,146.6068,143.4504,145.0472,10396640.0
2022-04-28,146.1705,151.3229,143.831,150.1996,9366444.0
2022-04-29,149.7261,150.803,145.0936,145.4464,14713218.0
2022-04-30,149.7261,150.803,145.0936,145.4464,14713218.0
2022-05-01,149.7261,150.803,145.0936,145.4464,14713218.0
2022-05-02,145.1122,148.5378,144.0353,148.3057,11559035.0
2022-05-03,148.1386,151.7221,147.8508,150.8494,8827214.0
