,RRX US Equity,RRX US Equity,RRX US Equity,RRX US Equity,RRX US Equity
2021-03-14,138.7329,141.6367,138.7329,141.3964,555095.0
2021-03-15,142.9778,143.3107,139.3337,141.3871,269106.0
2021-03-16,140.2311,142.0345,136.874,137.845,285545.0
2021-03-17,138.2057,141.7385,136.726,141.7385,347395.0
2021-03-18,142.4876,147.6389,140.5825,140.9894,479194.0
2021-03-19,141.2669,143.1258,137.3107,142.3304,721601.0
2021-03-20,141.2669,143.1258,137.3107,142.3304,721601.0
2021-03-21,141.2669,143.1258,137.3107,142.3304,721601.0
2021-03-22,142.7558,142.7558,137.7988,139.8426,413192.0
2021-03-23,137.9653,139.4727,130.5389,131.5747,471320.0
2021-03-24,132.9712,135.8659,132.3423,132.3423,238645.0
2021-03-25,131.2048,133.5723,127.1726,133.0637,413792.0
2021-03-26,135.0706,136.9295,134.0579,136.2266,237028.0
2021-03-27,135.0706,136.9295,134.0579,136.2266,237028.0
2021-03-28,135.0706,136.9295,134.0579,136.2266,237028.0
2021-03-29,135.9491,137.4705,132.7862,133.0082,336113.0
2021-03-30,133.2209,133.9238,131.9169,133.7018,532706.0
2021-03-31,134.8324,135.5854,131.7834,132.2283,334782.0
2021-04-01,133.396,135.0085,132.1449,134.9807,214444.0
2021-04-02,133.396,135.0085,132.1449,134.9807,214444.0
2021-04-03,133.396,135.0085,132.1449,134.9807,214444.0
2021-04-04,133.396,135.0085,132.1449,134.9807,214444.0
2021-04-05,136.3801,138.6692,134.0725,137.3532,248773.0
2021-04-06,137.3995,138.9657,134.0169,134.3783,344141.0
2021-04-07,134.5637,135.1475,132.8585,132.9326,260808.0
2021-04-08,132.7936,133.6647,130.4861,131.5888,341064.0
2021-04-09,131.2737,133.1272,130.449,132.7102,282583.0
2021-04-10,131.2737,133.1272,130.449,132.7102,282583.0
2021-04-11,131.2737,133.1272,130.449,132.7102,282583.0
2021-04-12,133.7574,134.3413,132.9604,133.4516,163757.0
2021-04-13,134.0169,134.7676,131.2459,132.4507,197120.0
2021-04-14,132.4229,134.5173,132.0615,133.0809,193012.0
2021-04-15,134.193,134.332,132.4322,133.4516,158893.0
2021-04-16,134.7305,135.9588,133.8875,134.749,238821.0
2021-04-17,134.7305,135.9588,133.8875,134.749,238821.0
2021-04-18,134.7305,135.9588,133.8875,134.749,238821.0
2021-04-19,135.7499,135.7499,133.1027,133.4238,216698.0
2021-04-20,133.2662,134.9807,130.2543,132.219,385084.0
2021-04-21,131.5981,136.4589,131.2645,135.7221,235332.0
2021-04-22,136.2967,137.0798,134.7954,135.2309,193204.0
2021-04-23,135.4163,138.456,134.9436,137.7702,226661.0
2021-04-24,135.4163,138.456,134.9436,137.7702,226661.0
2021-04-25,135.4163,138.456,134.9436,137.7702,226661.0
2021-04-26,138.8082,139.6793,136.343,136.3894,232106.0
2021-04-27,137.4551,139.0955,135.8889,138.6228,304013.0
2021-04-28,137.937,139.0371,137.2049,137.3346,215737.0
2021-04-29,138.178,138.178,135.4348,137.2234,215262.0
2021-04-30,135.9445,136.9083,133.6277,133.8501,359420.0
2021-05-01,135.9445,136.9083,133.6277,133.8501,359420.0
2021-05-02,135.9445,136.9083,133.6277,133.8501,359420.0
2021-05-03,136.0743,136.0835,132.7914,134.1374,345830.0
2021-05-04,133.0809,134.888,128.0672,134.1652,414320.0
2021-05-05,135.4163,138.6877,133.7574,138.2336,215793.0
2021-05-06,138.2336,140.0129,136.3801,139.772,238845.0
2021-05-07,139.6608,140.5412,137.798,139.392,211043.0
2021-05-08,139.6608,140.5412,137.798,139.392,211043.0
2021-05-09,139.6608,140.5412,137.798,139.392,211043.0
2021-05-10,139.4291,140.6617,137.103,137.103,197306.0
2021-05-11,135.6572,138.1873,134.61,136.5562,186422.0
2021-05-12,135.3051,135.509,131.0884,131.4035,197247.0
2021-05-13,132.0615,135.4348,131.8946,134.5266,179145.0
2021-05-14,135.1197,136.5933,134.6749,135.9538,235061.0
2021-05-15,135.1197,136.5933,134.6749,135.9538,235061.0
2021-05-16,135.1197,136.5933,134.6749,135.9538,235061.0
2021-05-17,135.129,135.129,132.9975,134.3783,132227.0
2021-05-18,134.2764,134.2764,130.8752,130.9401,163859.0
2021-05-19,128.2989,128.9847,126.6863,128.7715,184149.0
2021-05-20,129.4851,129.7122,126.6493,127.5945,172306.0
2021-05-21,128.8734,129.9299,127.9652,128.9198,136809.0
2021-05-22,128.8734,129.9299,127.9652,128.9198,136809.0
2021-05-23,128.8734,129.9299,127.9652,128.9198,136809.0
2021-05-24,129.9392,129.9392,128.6881,128.8642,123502.0
2021-05-25,128.5954,129.5129,127.9374,128.1413,250986.0
2021-05-26,127.8911,129.9485,127.4185,129.587,196583.0
2021-05-27,131.0884,131.9781,130.7362,130.9401,276633.0
2021-05-28,131.0698,132.1634,129.9021,131.8112,253225.0
2021-05-29,131.0698,132.1634,129.9021,131.8112,253225.0
2021-05-30,131.0698,132.1634,129.9021,131.8112,253225.0
2021-05-31,131.0698,132.1634,129.9021,131.8112,253225.0
2021-06-01,133.6277,133.8084,131.9549,132.7194,168225.0
2021-06-02,133.0809,133.0809,130.8752,131.4776,175507.0
2021-06-03,130.9679,130.9679,128.9615,130.1431,274650.0
2021-06-04,130.5972,131.6259,129.9763,131.2274,229761.0
2021-06-05,130.5972,131.6259,129.9763,131.2274,229761.0
2021-06-06,130.5972,131.6259,129.9763,131.2274,229761.0
2021-06-07,131.7927,131.8483,127.7243,128.0672,289000.0
2021-06-08,127.6131,129.6612,126.7744,129.4944,247179.0
2021-06-09,129.5963,129.8836,128.0208,128.1042,260211.0
2021-06-10,129.1885,129.5407,126.9087,127.0385,226160.0
2021-06-11,127.3536,128.6881,126.6863,127.298,137262.0
2021-06-12,127.3536,128.6881,126.6863,127.298,137262.0
2021-06-13,127.3536,128.6881,126.6863,127.298,137262.0
2021-06-14,127.4555,127.4555,124.7042,125.5001,141372.0
2021-06-15,125.3889,126.9458,124.9348,126.9365,368600.0
2021-06-16,126.501,126.501,123.7115,124.11,249980.0
2021-06-17,123.7115,123.7949,118.29,119.1241,290407.0
2021-06-18,116.9277,117.9934,116.2326,116.6404,419538.0
2021-06-19,116.9277,117.9934,116.2326,116.6404,419538.0
2021-06-20,116.9277,117.9934,116.2326,116.6404,419538.0
2021-06-21,118.0212,120.5791,117.5208,120.3288,402742.0
2021-06-22,120.0972,120.2084,118.8646,119.5133,151853.0
2021-06-23,120.0879,121.1073,118.6144,119.5782,180158.0
2021-06-24,120.6903,121.4734,119.2167,121.2371,173432.0
2021-06-25,121.4965,123.2805,121.4965,122.4789,593965.0
2021-06-26,121.4965,123.2805,121.4965,122.4789,593965.0
2021-06-27,121.4965,123.2805,121.4965,122.4789,593965.0
2021-06-28,122.9793,123.1183,121.2556,122.8589,211786.0
2021-06-29,123.7763,124.5548,122.5808,122.7662,161236.0
2021-06-30,122.0897,124.7494,122.0897,123.73,217526.0
2021-07-01,124.9471,126.0619,124.1388,124.7334,227832.0
2021-07-02,124.2782,125.2676,123.6,123.73,139212.0
2021-07-03,124.2782,125.2676,123.6,123.73,139212.0
2021-07-04,124.2782,125.2676,123.6,123.73,139212.0
2021-07-05,124.2782,125.2676,123.6,123.73,139212.0
2021-07-06,123.2934,123.2934,119.8652,120.6921,365918.0
2021-07-07,119.9581,121.9649,119.9581,121.5189,513899.0
2021-07-08,118.9548,120.6549,117.7005,118.8711,471155.0
2021-07-09,120.9708,123.9251,120.1718,123.5721,396630.0
2021-07-10,120.9708,123.9251,120.1718,123.5721,396630.0
2021-07-11,120.9708,123.9251,120.1718,123.5721,396630.0
2021-07-12,122.5594,124.6405,121.8812,124.2317,286264.0
2021-07-13,123.5442,123.7951,121.9741,122.2993,183516.0
2021-07-14,123.1354,124.4361,121.923,124.0738,290890.0
2021-07-15,122.7731,124.5755,122.4015,122.7081,281037.0
2021-07-16,123.8044,123.8787,121.5282,121.7698,328499.0
2021-07-17,123.8044,123.8787,121.5282,121.7698,328499.0
2021-07-18,123.8044,123.8787,121.5282,121.7698,328499.0
2021-07-19,119.0662,119.6841,117.2639,118.0629,292261.0
2021-07-20,117.9793,121.7698,117.9793,120.7014,390603.0
2021-07-21,121.7698,123.6836,121.5189,121.6211,471171.0
2021-07-22,122.4665,122.9032,120.6828,122.0206,347142.0
2021-07-23,122.9403,124.1109,122.4387,123.442,319248.0
2021-07-24,122.9403,124.1109,122.4387,123.442,319248.0
2021-07-25,122.9403,124.1109,122.4387,123.442,319248.0
2021-07-26,123.7486,125.0679,123.0983,124.6498,271794.0
2021-07-27,123.5907,125.1886,123.024,124.6962,197544.0
2021-07-28,124.4919,126.6797,123.4606,126.4428,288447.0
2021-07-29,132.9554,136.5648,130.9859,136.1792,562386.0
2021-07-30,135.6775,137.2476,135.1294,136.7831,377616.0
2021-07-31,135.6775,137.2476,135.1294,136.7831,377616.0
2021-08-01,135.6775,137.2476,135.1294,136.7831,377616.0
2021-08-02,137.9165,139.05,135.148,135.1573,255798.0
2021-08-03,135.9934,137.4613,134.2468,137.2105,276250.0
2021-08-04,136.1885,137.898,135.3431,135.7612,196223.0
2021-08-05,136.7924,137.6936,134.8839,135.8262,164569.0
2021-08-06,136.5694,137.2198,134.9018,136.1978,129249.0
2021-08-07,136.5694,137.2198,134.9018,136.1978,129249.0
2021-08-08,136.5694,137.2198,134.9018,136.1978,129249.0
2021-08-09,135.7797,136.0584,134.702,135.1387,129900.0
2021-08-10,135.5475,137.9351,135.2595,137.6843,182226.0
2021-08-11,138.3439,141.1961,137.8887,140.9917,197295.0
2021-08-12,141.2146,143.2307,140.9824,142.8683,206027.0
2021-08-13,142.8869,143.7138,141.8928,142.9427,81809.0
2021-08-14,142.8869,143.7138,141.8928,142.9427,81809.0
2021-08-15,142.8869,143.7138,141.8928,142.9427,81809.0
2021-08-16,142.3759,143.8903,141.1775,143.1749,139508.0
2021-08-17,142.5525,142.5525,139.0593,140.5736,183433.0
2021-08-18,140.3971,143.2771,139.2636,139.403,221821.0
2021-08-19,137.9165,139.3566,136.0863,136.653,222509.0
2021-08-20,135.9841,137.8887,135.9841,137.0061,118569.0
2021-08-21,135.9841,137.8887,135.9841,137.0061,118569.0
2021-08-22,135.9841,137.8887,135.9841,137.0061,118569.0
2021-08-23,137.4985,138.3996,136.5973,137.963,165607.0
2021-08-24,138.028,140.0719,138.028,139.5424,181036.0
2021-08-25,140.2206,141.2797,139.9047,140.8616,136370.0
2021-08-26,140.7873,141.2937,139.403,140.3228,191713.0
2021-08-27,141.3633,142.6082,140.2113,142.0322,197401.0
2021-08-28,141.3633,142.6082,140.2113,142.0322,197401.0
2021-08-29,141.3633,142.6082,140.2113,142.0322,197401.0
2021-08-30,142.6825,143.5558,141.5677,141.7256,133127.0
2021-08-31,141.419,141.4376,138.2138,138.8177,230988.0
2021-09-01,139.115,139.5424,135.5614,137.2198,407507.0
2021-09-02,137.6192,140.3878,137.0061,140.267,227591.0
2021-09-03,140.3971,141.7628,139.3147,140.5922,178012.0
2021-09-04,140.3971,141.7628,139.3147,140.5922,178012.0
2021-09-05,140.3971,141.7628,139.3147,140.5922,178012.0
2021-09-06,140.3971,141.7628,139.3147,140.5922,178012.0
2021-09-07,140.4807,141.2379,139.036,139.2636,243131.0
2021-09-08,139.6353,139.914,137.4148,139.8211,308685.0
2021-09-09,139.8211,140.7222,138.1488,138.2417,201279.0
2021-09-10,139.2451,139.914,137.3312,139.115,238725.0
2021-09-11,139.2451,139.914,137.3312,139.115,238725.0
2021-09-12,139.2451,139.914,137.3312,139.115,238725.0
2021-09-13,140.62,141.2564,137.898,140.2949,441625.0
2021-09-14,140.8244,141.8743,136.7227,137.4148,247220.0
2021-09-15,137.3777,139.8582,136.7181,139.1429,267526.0
2021-09-16,138.9478,138.9478,136.6066,136.8853,151378.0
2021-09-17,136.4765,136.9132,131.469,132.5374,639485.0
2021-09-18,136.4765,136.9132,131.469,132.5374,639485.0
2021-09-19,136.4765,136.9132,131.469,132.5374,639485.0
2021-09-20,129.4808,130.893,127.9107,130.7536,318041.0
2021-09-21,131.3946,131.3946,127.6134,128.3567,321310.0
2021-09-22,129.1278,131.5805,129.1278,129.9082,205745.0
2021-09-23,131.5061,133.8659,131.0881,131.9335,362904.0
2021-09-24,131.7198,134.1353,130.6561,132.974,249171.0
2021-09-25,131.7198,134.1353,130.6561,132.974,249171.0
2021-09-26,131.7198,134.1353,130.6561,132.974,249171.0
2021-09-27,132.8532,139.626,132.8532,137.9165,470982.0
2021-09-28,138.0001,139.3658,136.3,136.5323,392214.0
2021-09-29,137.9165,142.7661,136.2675,141.1124,678013.0
2021-09-30,141.336,143.5146,139.5669,139.9766,759158.0
2021-10-01,140.5539,141.848,136.0661,140.2094,514565.0
2021-10-02,140.5539,141.848,136.0661,140.2094,514565.0
2021-10-03,140.5539,141.848,136.0661,140.2094,514565.0
2021-10-04,140.8052,142.7605,139.1759,140.5911,770258.0
2021-10-05,141.9969,144.2813,135.6414,136.7641,5195452.0
2021-10-06,135.0166,136.8813,131.0725,134.8506,2061035.0
2021-10-07,136.8715,138.1797,133.8549,136.1979,3836069.0
2021-10-08,135.7976,136.9691,130.0377,130.3501,1251992.0
2021-10-09,135.7976,136.9691,130.0377,130.3501,1251992.0
2021-10-10,135.7976,136.9691,130.0377,130.3501,1251992.0
2021-10-11,130.2232,132.2831,127.2456,127.4213,1051565.0
2021-10-12,127.3139,132.6508,127.3139,131.8926,1535889.0
2021-10-13,131.8926,136.5591,131.5704,136.5103,1366027.0
2021-10-14,138.2871,139.1364,136.7251,139.0583,723380.0
2021-10-15,139.4683,142.6217,138.3456,140.8253,983161.0
2021-10-16,139.4683,142.6217,138.3456,140.8253,983161.0
2021-10-17,139.4683,142.6217,138.3456,140.8253,983161.0
2021-10-18,139.4098,143.0122,139.4098,142.895,564126.0
2021-10-19,143.0512,143.9103,141.0694,142.3581,744229.0
2021-10-20,142.7681,146.556,141.7137,145.9995,836605.0
2021-10-21,145.6188,147.4053,144.213,147.1906,684227.0
2021-10-22,147.0441,147.254,144.9549,146.6829,753936.0
2021-10-23,147.0441,147.254,144.9549,146.6829,753936.0
2021-10-24,147.0441,147.254,144.9549,146.6829,753936.0
2021-10-25,146.6927,150.3732,146.2826,150.3048,645088.0
2021-10-26,151.3982,151.7155,147.2687,147.5811,529106.0
2021-10-27,147.2882,148.3523,145.5797,145.98,461740.0
2021-10-28,146.7512,148.8404,146.5169,148.6745,290627.0
2021-10-29,147.708,149.0454,146.5072,148.7135,475528.0
2021-10-30,147.708,149.0454,146.5072,148.7135,475528.0
2021-10-31,147.708,149.0454,146.5072,148.7135,475528.0
2021-11-01,148.4499,148.6471,146.3705,147.0832,627050.0
2021-11-02,150.9003,158.5444,150.7978,156.26,1051699.0
2021-11-03,155.9574,159.2864,155.9574,159.1302,603844.0
2021-11-04,158.7592,161.6489,158.2418,161.317,508492.0
2021-11-05,163.1231,163.6308,159.4328,160.5555,353857.0
2021-11-06,163.1231,163.6308,159.4328,160.5555,353857.0
2021-11-07,163.1231,163.6308,159.4328,160.5555,353857.0
2021-11-08,162.5178,163.66,160.2529,161.2584,304993.0
2021-11-09,160.702,162.1029,160.3408,161.278,424666.0
2021-11-10,161.6392,162.1615,159.428,160.2529,315298.0
2021-11-11,161.0144,162.879,160.497,161.8247,250726.0
2021-11-12,161.8247,163.826,161.2975,163.1524,272496.0
2021-11-13,161.8247,163.826,161.2975,163.1524,272496.0
2021-11-14,161.8247,163.826,161.2975,163.1524,272496.0
2021-11-15,164.3825,165.6614,161.9906,165.3783,317078.0
2021-11-16,164.5289,167.0477,164.5289,166.8134,447518.0
2021-11-17,166.4424,166.745,164.4069,165.9933,353754.0
2021-11-18,166.335,167.321,165.2513,167.1258,295182.0
2021-11-19,166.95,169.1173,166.5205,167.5065,440128.0
2021-11-20,166.95,169.1173,166.5205,167.5065,440128.0
2021-11-21,166.95,169.1173,166.5205,167.5065,440128.0
2021-11-22,167.4674,169.9862,165.7297,165.9152,500993.0
2021-11-23,165.8176,167.8091,164.7388,166.3448,387648.0
2021-11-24,165.2709,166.1104,164.2165,165.1244,377045.0
2021-11-25,165.2709,166.1104,164.2165,165.1244,377045.0
2021-11-26,162.4397,162.6447,158.6714,159.0423,363951.0
2021-11-27,162.4397,162.6447,158.6714,159.0423,363951.0
2021-11-28,162.4397,162.6447,158.6714,159.0423,363951.0
2021-11-29,160.6629,161.9418,156.9727,157.8513,428262.0
2021-11-30,156.9629,157.5194,153.8389,154.3465,429508.0
2021-12-01,157.4413,159.0716,152.3647,152.3745,331431.0
2021-12-02,152.2671,157.8025,152.2671,156.9629,353371.0
2021-12-03,157.1191,157.1191,152.4623,155.1959,338644.0
2021-12-04,157.1191,157.1191,152.4623,155.1959,338644.0
2021-12-05,157.1191,157.1191,152.4623,155.1959,338644.0
2021-12-06,157.002,158.6616,154.1513,157.3827,372435.0
2021-12-07,159.5207,161.9662,159.0814,160.3993,224388.0
2021-12-08,160.6727,161.0925,159.1985,159.7257,242290.0
2021-12-09,159.1985,162.1664,158.0661,159.3157,318186.0
2021-12-10,160.8484,161.688,159.8624,161.4342,316587.0
2021-12-11,160.8484,161.688,159.8624,161.4342,316587.0
2021-12-12,160.8484,161.688,159.8624,161.4342,316587.0
2021-12-13,160.5458,163.5819,160.4384,162.1664,557577.0
2021-12-14,160.9265,162.6252,158.8373,159.9893,328395.0
2021-12-15,161.1413,161.1803,157.246,159.8233,456075.0
2021-12-16,162.264,165.1635,160.4286,161.2487,289964.0
2021-12-17,160.1748,161.7173,156.0452,157.4217,717355.0
2021-12-18,160.1748,161.7173,156.0452,157.4217,717355.0
2021-12-19,160.1748,161.7173,156.0452,157.4217,717355.0
2021-12-20,156.055,156.9336,151.0175,154.327,358028.0
2021-12-21,155.5278,157.656,154.7663,157.6072,351379.0
2021-12-22,158.1149,159.6134,156.8262,158.7983,269277.0
2021-12-23,159.7843,162.2054,158.67,161.2584,229101.0
2021-12-24,159.7843,162.2054,158.67,161.2584,229101.0
2021-12-25,159.7843,162.2054,158.67,161.2584,229101.0
2021-12-26,159.7843,162.2054,158.67,161.2584,229101.0
2021-12-27,162.7228,164.9975,161.6587,164.9878,258009.0
2021-12-28,164.6656,166.745,164.6656,166.0128,178988.0
2021-12-29,166.9403,167.9946,166.0812,166.911,212588.0
2021-12-30,165.3361,168.0749,165.3361,166.148,175367.0
2021-12-31,166.3436,167.5761,164.8275,166.461,149567.0
2022-01-01,166.3436,167.5761,164.8275,166.461,149567.0
2022-01-02,166.3436,167.5761,164.8275,166.461,149567.0
2022-01-03,166.5686,167.8989,164.6221,167.0577,389757.0
2022-01-04,167.8011,172.369,167.6543,171.9093,468972.0
2022-01-05,172.1538,173.0439,166.4219,166.7544,452510.0
2022-01-06,165.3068,167.9771,164.3384,167.8011,335834.0
2022-01-07,168.1532,168.8966,166.686,166.8718,392362.0
2022-01-08,168.1532,168.8966,166.686,166.8718,392362.0
2022-01-09,168.1532,168.8966,166.686,166.8718,392362.0
2022-01-10,164.7982,166.5784,162.0985,166.3632,462869.0
2022-01-11,166.549,166.549,161.7268,163.7026,540867.0
2022-01-12,165.1699,166.7936,163.3505,164.8862,380704.0
2022-01-13,165.297,166.5246,164.0841,165.6981,270946.0
2022-01-14,164.0059,167.8891,163.4288,167.6641,334413.0
2022-01-15,164.0059,167.8891,163.4288,167.6641,334413.0
2022-01-16,164.0059,167.8891,163.4288,167.6641,334413.0
2022-01-17,164.0059,167.8891,163.4288,167.6641,334413.0
2022-01-18,165.1405,165.9622,162.3626,164.9449,323229.0
2022-01-19,165.2872,165.923,162.8076,163.8102,283509.0
2022-01-20,163.4581,166.2067,160.866,160.9638,760825.0
2022-01-21,159.927,161.9273,157.7848,158.2837,744585.0
2022-01-22,159.927,161.9273,157.7848,158.2837,744585.0
2022-01-23,159.927,161.9273,157.7848,158.2837,744585.0
2022-01-24,154.5178,162.057,153.9603,161.3746,623721.0
2022-01-25,158.6945,159.7607,153.3636,154.7722,659812.0
2022-01-26,156.9925,158.8999,151.4562,152.4735,761586.0
2022-01-27,153.569,156.9143,151.3584,152.0431,376305.0
2022-01-28,151.4171,151.9355,148.3751,151.8964,621214.0
2022-01-29,151.4171,151.9355,148.3751,151.8964,621214.0
2022-01-30,151.4171,151.9355,148.3751,151.8964,621214.0
2022-01-31,152.1703,156.0046,151.5247,155.0167,1060548.0
2022-02-01,155.3982,160.2106,154.5178,160.015,668897.0
2022-02-02,160.015,162.7636,159.5944,161.7757,883011.0
2022-02-03,159.3597,160.7878,151.6127,157.4229,1434054.0
2022-02-04,155.6329,158.1565,152.6633,155.6525,1497908.0
2022-02-05,155.6329,158.1565,152.6633,155.6525,1497908.0
2022-02-06,155.6329,158.1565,152.6633,155.6525,1497908.0
2022-02-07,156.748,157.1393,151.6225,152.6007,502532.0
2022-02-08,152.0529,156.9534,151.5589,155.6623,479974.0
2022-02-09,158.4402,161.8344,156.4007,161.5409,467534.0
2022-02-10,158.9391,161.3942,156.7774,158.4598,531226.0
2022-02-11,158.1957,159.2423,149.9695,151.8279,761678.0
2022-02-12,158.1957,159.2423,149.9695,151.8279,761678.0
2022-02-13,158.1957,159.2423,149.9695,151.8279,761678.0
2022-02-14,152.3463,153.7744,150.874,152.8745,486985.0
2022-02-15,155.3297,158.4304,155.3297,157.4816,281858.0
2022-02-16,156.2883,159.0858,155.6716,158.362,312950.0
2022-02-17,155.9753,156.0046,153.3783,154.1853,350118.0
2022-02-18,153.9896,155.9068,152.899,153.1582,200905.0
2022-02-19,153.9896,155.9068,152.899,153.1582,200905.0
2022-02-20,153.9896,155.9068,152.899,153.1582,200905.0
2022-02-21,153.9896,155.9068,152.899,153.1582,200905.0
2022-02-22,151.8866,153.6864,150.1504,150.9574,282648.0
2022-02-23,152.0138,152.1703,147.7588,147.9643,259173.0
2022-02-24,143.0735,152.0725,142.9855,151.6519,520955.0
2022-02-25,151.1628,157.1197,151.1628,156.2883,379354.0
2022-02-26,151.1628,157.1197,151.1628,156.2883,379354.0
2022-02-27,151.1628,157.1197,151.1628,156.2883,379354.0
2022-02-28,153.4125,157.5599,153.4125,156.8458,588734.0
2022-03-01,156.1905,156.6795,152.3855,153.8918,511453.0
2022-03-02,155.1047,159.2325,154.4298,158.3913,440462.0
2022-03-03,159.0467,160.5334,155.7405,157.8924,539098.0
2022-03-04,154.733,154.9091,151.0014,152.0333,754317.0
2022-03-05,154.733,154.9091,151.0014,152.0333,754317.0
2022-03-06,154.733,154.9091,151.0014,152.0333,754317.0
2022-03-07,151.1628,151.8377,145.8808,145.9982,732746.0
2022-03-08,147.2991,151.6127,146.2329,148.0718,541352.0
2022-03-09,152.6398,153.9554,150.1944,152.8648,315943.0
2022-03-10,150.2042,153.5886,149.5097,153.2267,307950.0
2022-03-11,153.8234,155.6393,151.4758,151.5443,266102.0
2022-03-12,153.8234,155.6393,151.4758,151.5443,266102.0
2022-03-13,153.8234,155.6393,151.4758,151.5443,266102.0
2022-03-14,152.855,155.3004,151.4269,152.5224,266648.0
2022-03-15,153.0408,154.5276,151.0552,152.6789,411165.0
2022-03-16,154.4396,158.1614,153.3538,157.061,394986.0
2022-03-17,156.7871,158.8999,155.3786,158.1565,297598.0
2022-03-18,157.0415,159.79,155.8628,159.6042,570442.0
2022-03-19,157.0415,159.79,155.8628,159.6042,570442.0
2022-03-20,157.0415,159.79,155.8628,159.6042,570442.0
2022-03-21,160.0248,160.5628,156.034,157.5892,366527.0
2022-03-22,158.3326,158.3326,154.1461,156.0927,471096.0
2022-03-23,154.3515,155.7032,152.2681,153.481,304683.0
2022-03-24,154.9189,154.9189,149.6858,151.2215,434134.0
2022-03-25,151.2997,152.1409,149.5391,151.4758,337644.0
2022-03-26,151.2997,152.1409,149.5391,151.4758,337644.0
2022-03-27,151.2997,152.1409,149.5391,151.4758,337644.0
2022-03-28,151.241,151.241,148.4533,150.1944,234357.0
2022-03-29,152.1507,154.2831,151.4171,153.9701,360291.0
2022-03-30,152.6761,154.7836,147.8241,148.6475,418163.0
2022-03-31,148.1084,149.7551,145.8343,145.8343,462081.0
2022-04-01,146.8145,147.3095,143.2662,145.5305,631509.0
2022-04-02,146.8145,147.3095,143.2662,145.5305,631509.0
2022-04-03,146.8145,147.3095,143.2662,145.5305,631509.0
2022-04-04,144.7757,145.5893,142.0802,143.6093,483728.0
2022-04-05,143.2564,144.7561,140.1884,140.6883,643655.0
2022-04-06,140.0119,140.0511,134.9541,135.8951,963129.0
2022-04-07,135.7481,136.9341,134.0621,135.7285,549033.0
2022-04-08,135.503,137.0664,132.7928,133.1799,337573.0
2022-04-09,135.503,137.0664,132.7928,133.1799,337573.0
2022-04-10,135.503,137.0664,132.7928,133.1799,337573.0
2022-04-11,131.9253,134.6208,131.9253,132.4154,414126.0
2022-04-12,133.5818,135.1893,131.9155,132.5624,507545.0
2022-04-13,133.0917,136.0813,132.0625,135.6402,370385.0
2022-04-14,135.9539,137.3409,135.0913,135.1501,347563.0
2022-04-15,135.9539,137.3409,135.0913,135.1501,347563.0
2022-04-16,135.9539,137.3409,135.0913,135.1501,347563.0
2022-04-17,135.9539,137.3409,135.0913,135.1501,347563.0
2022-04-18,135.4834,136.5322,134.0425,134.8953,217887.0
2022-04-19,135.601,138.3162,134.9982,138.0613,262161.0
2022-04-20,138.7769,142.8545,138.7769,141.1784,432821.0
2022-04-21,143.4034,144.6679,139.7081,140.11,447155.0
2022-04-22,138.8161,139.1592,135.1011,135.9735,386553.0
2022-04-23,138.8161,139.1592,135.1011,135.9735,386553.0
2022-04-24,138.8161,139.1592,135.1011,135.9735,386553.0
2022-04-25,134.611,136.0617,131.5038,135.5226,415085.0
2022-04-26,134.6012,134.9737,130.8373,130.9549,390401.0
2022-04-27,130.5432,133.2486,129.7296,131.6998,447146.0
2022-04-28,134.9835,142.3056,123.0202,127.436,1002565.0
2022-04-29,126.8674,129.0239,124.3385,124.7208,754647.0
2022-04-30,126.8674,129.0239,124.3385,124.7208,754647.0
2022-05-01,126.8674,129.0239,124.3385,124.7208,754647.0
2022-05-02,125.1619,127.7104,123.7014,127.4752,653627.0
2022-05-03,127.3968,129.514,125.8578,128.0633,454768.0
2022-05-04,128.573,133.7387,127.8084,133.3074,463729.0
2022-05-05,131.2391,132.9398,127.73,128.671,406758.0
2022-05-06,127.436,127.7104,122.78,124.1523,452621.0
2022-05-07,127.436,127.7104,122.78,124.1523,452621.0
2022-05-08,127.436,127.7104,122.78,124.1523,452621.0
2022-05-09,121.594,123.3975,118.4867,119.065,668602.0
2022-05-10,120.849,121.8488,117.036,118.8102,705935.0
2022-05-11,118.3201,122.3977,117.1438,117.8006,413913.0
2022-05-12,116.7028,121.4763,116.4675,121.3881,584322.0
2022-05-13,122.5546,123.7308,122.1037,122.3487,439012.0
2022-05-14,122.5546,123.7308,122.1037,122.3487,439012.0
2022-05-15,122.5546,123.7308,122.1037,122.3487,439012.0
2022-05-16,121.5842,122.1625,118.722,120.7118,312771.0
2022-05-17,122.9368,124.2111,120.4961,123.8484,246989.0
2022-05-18,122.8878,123.9758,118.5749,118.8396,224421.0
2022-05-19,118.5651,121.3391,117.6143,119.8884,347762.0
2022-05-20,120.7314,120.7314,115.899,118.4965,246387.0
2022-05-21,120.7314,120.7314,115.899,118.4965,246387.0
2022-05-22,120.7314,120.7314,115.899,118.4965,246387.0
2022-05-23,120.1629,120.1629,117.8692,119.2611,287533.0
2022-05-24,117.4771,118.2417,113.9386,116.7714,317375.0
2022-05-25,115.7716,117.6241,115.3795,117.0458,422711.0
2022-05-26,118.3593,119.9619,118.0848,119.1435,321132.0
2022-05-27,120.7118,122.7016,119.8786,122.7016,333134.0
2022-05-28,120.7118,122.7016,119.8786,122.7016,333134.0
2022-05-29,120.7118,122.7016,119.8786,122.7016,333134.0
