,AAPL US Equity,AAPL US Equity,AAPL US Equity,AAPL US Equity,AAPL US Equity
,PX_OPEN,PX_HIGH,PX_LOW,PX_LAST,PX_VOLUME
2020-12-11,119.989,120.313,118.147,119.97,86939786.0
2020-12-12,119.989,120.313,118.147,119.97,86939786.0
2020-12-13,119.989,120.313,118.147,119.97,86939786.0
2020-12-14,120.156,120.891,119.117,119.352,79075988.0
2020-12-15,121.861,125.35,121.656,125.331,157572262.0
2020-12-16,124.87,125.811,124.037,125.262,98208591.0
2020-12-17,126.33,126.997,125.493,126.134,94359811.0
2020-12-18,126.389,126.526,123.606,124.13,192541496.0
2020-12-19,126.389,126.526,123.606,124.13,192541496.0
2020-12-20,126.389,126.526,123.606,124.13,192541496.0
2020-12-21,122.528,125.752,120.988,125.674,121251553.0
2020-12-22,128.986,131.726,127.066,129.251,169351825.0
2020-12-23,129.525,129.79,128.173,128.349,88223692.0
2020-12-24,128.702,130.8,128.487,129.339,54930064.0
2020-12-25,128.702,130.8,128.487,129.339,54930064.0
2020-12-26,128.702,130.8,128.487,129.339,54930064.0
2020-12-27,128.702,130.8,128.487,129.339,54930064.0
2020-12-28,131.319,134.602,130.849,133.965,124486237.0
2020-12-29,135.298,136.022,131.663,132.181,121047324.0
2020-12-30,132.877,133.279,130.741,131.054,96452124.0
2020-12-31,131.407,132.054,129.094,130.045,99116586.0
2021-01-01,131.407,132.054,129.094,130.045,99116586.0
2021-01-02,131.407,132.054,129.094,130.045,99116586.0
2021-01-03,131.407,132.054,129.094,130.045,99116586.0
2021-01-04,130.858,130.948,124.233,126.83,143301887.0
2021-01-05,126.321,129.114,125.87,128.398,97664898.0
2021-01-06,125.174,128.438,123.863,124.076,155087970.0
2021-01-07,125.801,129.006,125.311,128.31,109578157.0
2021-01-08,129.79,129.986,127.634,129.418,105158245.0
2021-01-09,129.79,129.986,127.634,129.418,105158245.0
2021-01-10,129.79,129.986,127.634,129.418,105158245.0
2021-01-11,126.615,127.575,125.938,126.409,100620880.0
2021-01-12,125.938,127.105,124.331,126.232,91951145.0
2021-01-13,126.193,128.83,125.929,128.281,88636831.0
2021-01-14,128.193,128.389,126.193,126.34,90221755.0
2021-01-15,126.213,127.628,124.468,124.606,111598531.0
2021-01-16,126.213,127.628,124.468,124.606,111598531.0
2021-01-17,126.213,127.628,124.468,124.606,111598531.0
2021-01-18,126.213,127.628,124.468,124.606,111598531.0
2021-01-19,125.233,126.144,124.408,125.282,90757329.0
2021-01-20,126.095,129.849,125.987,129.398,104319489.0
2021-01-21,131.133,136.886,130.927,134.142,120529544.0
2021-01-22,133.563,137.062,132.328,136.298,114459360.0
2021-01-23,133.563,137.062,132.328,136.298,114459360.0
2021-01-24,133.563,137.062,132.328,136.298,114459360.0
2021-01-25,140.218,142.198,133.818,140.071,157611713.0
2021-01-26,140.737,141.423,138.552,140.306,98390555.0
2021-01-27,140.571,141.423,137.611,139.228,140843759.0
2021-01-28,136.739,139.16,133.975,134.357,142621128.0
2021-01-29,133.122,134.014,127.614,129.329,177523812.0
2021-01-30,133.122,134.014,127.614,129.329,177523812.0
2021-01-31,133.122,134.014,127.614,129.329,177523812.0
2021-02-01,131.084,132.681,128.32,131.466,106239823.0
2021-02-02,133.024,133.593,131.927,132.299,83305367.0
2021-02-03,133.054,133.064,130.947,131.27,89880937.0
2021-02-04,133.583,134.661,131.907,134.651,84183061.0
2021-02-05,134.813,134.882,133.351,134.234,75693830.0
2021-02-06,134.813,134.882,133.351,134.234,75693830.0
2021-02-07,134.813,134.882,133.351,134.234,75693830.0
2021-02-08,133.518,134.43,132.428,134.381,71297214.0
2021-02-09,134.097,135.33,133.341,133.498,76774213.0
2021-02-10,133.959,134.46,131.918,132.889,73046563.0
2021-02-11,133.39,133.871,131.299,132.634,64280029.0
2021-02-12,131.869,133.027,131.223,132.87,60145130.0
2021-02-13,131.869,133.027,131.223,132.87,60145130.0
2021-02-14,131.869,133.027,131.223,132.87,60145130.0
2021-02-15,131.869,133.027,131.223,132.87,60145130.0
2021-02-16,132.988,133.498,130.337,130.73,80576316.0
2021-02-17,128.826,129.778,127.079,128.423,98085249.0
2021-02-18,126.814,127.594,125.057,127.314,96856748.0
2021-02-19,127.834,128.296,126.421,127.471,87668834.0
2021-02-20,127.834,128.296,126.421,127.471,87668834.0
2021-02-21,127.834,128.296,126.421,127.471,87668834.0
2021-02-22,125.646,127.324,123.28,123.673,103916419.0
2021-02-23,121.474,124.37,116.203,123.535,158273022.0
2021-02-24,122.632,123.241,119.972,123.035,111039904.0
2021-02-25,122.377,124.123,118.314,118.755,148199540.0
2021-02-26,120.326,122.544,118.961,119.02,164560394.0
2021-02-27,120.326,122.544,118.961,119.02,164560394.0
2021-02-28,120.326,122.544,118.961,119.02,164560394.0
2021-03-01,121.464,125.567,120.522,125.43,116307892.0
2021-03-02,126.038,126.343,122.701,122.809,102260945.0
2021-03-03,122.505,123.388,119.59,119.806,112966340.0
2021-03-04,119.501,121.317,116.429,117.911,178154975.0
2021-03-05,118.746,119.683,115.399,119.177,153766601.0
2021-03-06,118.746,119.683,115.399,119.177,153766601.0
2021-03-07,118.746,119.683,115.399,119.177,153766601.0
2021-03-08,118.696,118.765,114.064,114.211,154376610.0
2021-03-09,116.832,119.806,116.596,118.849,129525780.0
2021-03-10,119.442,119.914,117.244,117.764,111943326.0
2021-03-11,120.277,120.934,119.02,119.707,103026514.0
2021-03-12,118.176,118.932,116.959,118.795,88105050.0
2021-03-13,118.176,118.932,116.959,118.795,88105050.0
2021-03-14,118.176,118.932,116.959,118.795,88105050.0
2021-03-15,119.168,121.71,118.196,121.7,92590555.0
2021-03-16,123.378,124.87,122.412,123.251,115227936.0
2021-03-17,121.759,123.535,120.076,122.456,111932636.0
2021-03-18,120.61,120.905,118.098,118.304,121469755.0
2021-03-19,117.685,119.187,117.465,117.774,185549522.0
2021-03-20,117.685,119.187,117.465,117.774,185549522.0
2021-03-21,117.685,119.187,117.465,117.774,185549522.0
2021-03-22,118.108,121.582,118.039,121.111,111912284.0
2021-03-23,121.052,121.945,119.884,120.277,95467142.0
2021-03-24,120.552,120.63,117.847,117.872,88530485.0
2021-03-25,117.332,119.413,116.802,118.363,98844681.0
2021-03-26,118.127,119.236,116.724,118.971,94071234.0
2021-03-27,118.127,119.236,116.724,118.971,94071234.0
2021-03-28,118.127,119.236,116.724,118.971,94071234.0
2021-03-29,119.403,120.316,118.5,119.148,80819203.0
2021-03-30,117.892,118.179,116.665,117.685,85671919.0
2021-03-31,119.403,121.239,118.912,119.894,118323826.0
2021-04-01,121.376,121.886,120.228,120.728,75089134.0
2021-04-02,121.376,121.886,120.228,120.728,75089134.0
2021-04-03,121.376,121.886,120.228,120.728,75089134.0
2021-04-04,121.376,121.886,120.228,120.728,75089134.0
2021-04-05,121.582,123.83,120.797,123.575,88651175.0
2021-04-06,124.164,124.782,123.329,123.879,80171253.0
2021-04-07,123.506,125.557,122.829,125.538,83466716.0
2021-04-08,126.568,127.982,126.146,127.952,88844591.0
2021-04-09,127.403,130.583,127.079,130.539,106686703.0
2021-04-10,127.403,130.583,127.079,130.539,106686703.0
2021-04-11,127.403,130.583,127.079,130.539,106686703.0
2021-04-12,130.072,130.396,128.217,128.816,91419983.0
2021-04-13,129.994,132.173,129.493,131.947,91266545.0
2021-04-14,132.448,132.507,129.223,129.591,87222782.0
2021-04-15,131.348,132.507,131.172,132.016,89347102.0
2021-04-16,131.82,132.183,130.818,131.682,84922386.0
2021-04-17,131.82,132.183,130.818,131.682,84922386.0
2021-04-18,131.82,132.183,130.818,131.682,84922386.0
2021-04-19,131.044,132.968,130.877,132.35,94264215.0
2021-04-20,132.526,133.027,129.375,130.651,94812349.0
2021-04-21,129.915,131.28,128.875,131.034,68847136.0
2021-04-22,130.583,131.672,128.983,129.503,84566456.0
2021-04-23,129.719,132.624,129.719,131.839,78756779.0
2021-04-24,129.719,132.624,129.719,131.839,78756779.0
2021-04-25,129.719,132.624,129.719,131.839,78756779.0
2021-04-26,132.34,132.565,131.093,132.232,66905069.0
2021-04-27,132.516,132.909,131.633,131.908,66015804.0
2021-04-28,131.829,132.526,130.622,131.113,107760097.0
2021-04-29,133.949,134.538,130.004,131.015,151100953.0
2021-04-30,129.346,131.093,128.644,129.032,109839466.0
2021-05-01,129.346,131.093,128.644,129.032,109839466.0
2021-05-02,129.346,131.093,128.644,129.032,109839466.0
2021-05-03,129.601,131.594,129.395,130.092,75135100.0
2021-05-04,128.767,129.061,124.36,125.489,137564718.0
2021-05-05,126.814,128.041,125.606,125.734,84000900.0
2021-05-06,125.528,127.354,124.782,127.344,78128334.0
2021-05-07,128.651,129.053,127.3,128.022,78973273.0
2021-05-08,128.651,129.053,127.3,128.022,78973273.0
2021-05-09,128.651,129.053,127.3,128.022,78973273.0
2021-05-10,127.236,127.363,124.679,124.719,88071229.0
2021-05-11,121.425,124.148,120.707,123.794,126142826.0
2021-05-12,121.327,122.546,120.196,120.707,112172282.0
2021-05-13,122.487,124.03,122.172,122.87,105861339.0
2021-05-14,124.129,125.741,123.735,125.309,81917951.0
2021-05-15,124.129,125.741,123.735,125.309,81917951.0
2021-05-16,124.129,125.741,123.735,125.309,81917951.0
2021-05-17,124.689,124.797,123.067,124.148,74244624.0
2021-05-18,124.434,124.856,122.683,122.752,63342929.0
2021-05-19,121.091,122.816,120.796,122.595,92611989.0
2021-05-20,123.126,125.574,122.998,125.171,76857123.0
2021-05-21,125.672,125.849,123.106,123.322,79295436.0
2021-05-22,125.672,125.849,123.106,123.322,79295436.0
2021-05-23,125.672,125.849,123.106,123.322,79295436.0
2021-05-24,123.893,125.79,123.824,124.964,63092945.0
2021-05-25,125.672,126.164,124.198,124.768,72009482.0
2021-05-26,124.822,125.25,124.296,124.719,56575920.0
2021-05-27,124.316,125.495,122.978,123.175,94625601.0
2021-05-28,123.46,123.686,122.457,122.516,71311109.0
2021-05-29,123.46,123.686,122.457,122.516,71311109.0
2021-05-30,123.46,123.686,122.457,122.516,71311109.0
2021-05-31,123.46,123.686,122.457,122.516,71311109.0
2021-06-01,122.978,123.244,121.858,122.192,67637118.0
2021-06-02,122.192,123.136,121.966,122.959,59278862.0
2021-06-03,122.585,122.752,121.061,121.464,76229170.0
2021-06-04,121.985,124.04,121.769,123.775,75169343.0
2021-06-05,121.985,124.04,121.769,123.775,75169343.0
2021-06-06,121.985,124.04,121.769,123.775,75169343.0
2021-06-07,124.05,124.198,122.735,123.785,71057550.0
2021-06-08,124.473,126.302,124.089,124.61,74403774.0
2021-06-09,125.073,125.604,124.394,124.994,56877937.0
2021-06-10,124.886,126.036,123.824,123.991,71186421.0
2021-06-11,124.404,125.299,123.981,125.21,53522373.0
2021-06-12,124.404,125.299,123.981,125.21,53522373.0
2021-06-13,124.404,125.299,123.981,125.21,53522373.0
2021-06-14,125.672,128.347,124.935,128.288,96906490.0
2021-06-15,127.757,128.406,127.216,127.462,62746332.0
2021-06-16,128.179,128.691,126.303,127.963,91815026.0
2021-06-17,127.619,130.323,127.472,129.576,96721669.0
2021-06-18,128.514,129.3,128.052,128.268,108953309.0
2021-06-19,128.514,129.3,128.052,128.268,108953309.0
2021-06-20,128.514,129.3,128.052,128.268,108953309.0
2021-06-21,128.111,130.185,127.039,130.077,79663316.0
2021-06-22,129.91,131.827,129.408,131.729,74783618.0
2021-06-23,131.522,132.063,130.991,131.454,60214200.0
2021-06-24,132.191,132.378,130.696,131.168,68710998.0
2021-06-25,131.218,131.64,130.578,130.873,70783746.0
2021-06-26,131.218,131.64,130.578,130.873,70783746.0
2021-06-27,131.218,131.64,130.578,130.873,70783746.0
2021-06-28,131.168,132.973,131.109,132.515,62111303.0
2021-06-29,132.535,134.197,132.093,134.039,64556081.0
2021-06-30,133.882,135.101,133.587,134.659,63261393.0
2021-07-01,134.305,135.023,133.479,134.964,52485781.0
2021-07-02,135.583,137.648,135.431,137.608,78945572.0
2021-07-03,135.583,137.648,135.431,137.608,78945572.0
2021-07-04,135.583,137.648,135.431,137.608,78945572.0
2021-07-05,135.583,137.648,135.431,137.608,78945572.0
2021-07-06,137.717,140.745,137.717,139.634,108181793.0
2021-07-07,141.123,142.456,140.263,142.141,104911589.0
2021-07-08,139.201,141.639,138.302,140.833,105575458.0
2021-07-09,140.351,143.203,140.255,142.672,99890800.0
2021-07-10,140.351,143.203,140.255,142.672,99890800.0
2021-07-11,140.351,143.203,140.255,142.672,99890800.0
2021-07-12,143.753,143.861,141.58,142.072,76299719.0
2021-07-13,141.61,144.982,141.217,143.193,100827099.0
2021-07-14,145.612,147.057,145.199,146.644,127050785.0
2021-07-15,146.732,147.48,144.619,145.985,106820297.0
2021-07-16,145.966,147.244,143.429,143.93,93251426.0
2021-07-17,145.966,147.244,143.429,143.93,93251426.0
2021-07-18,145.966,147.244,143.429,143.93,93251426.0
2021-07-19,141.335,141.649,139.29,140.057,121434571.0
2021-07-20,141.05,144.628,140.558,143.694,96350036.0
2021-07-21,143.085,143.675,142.2,142.957,74993460.0
2021-07-22,143.483,145.705,143.36,144.333,77338156.0
2021-07-23,145.071,146.219,144.451,146.064,71447416.0
2021-07-24,145.071,146.219,144.451,146.064,71447416.0
2021-07-25,145.071,146.219,144.451,146.064,71447416.0
2021-07-26,145.779,147.313,145.218,146.487,72434089.0
2021-07-27,146.614,146.703,143.104,144.304,104818578.0
2021-07-28,142.377,144.501,140.145,142.544,118931191.0
2021-07-29,142.254,144.088,142.151,143.193,56699475.0
2021-07-30,141.954,143.871,141.689,143.409,70440626.0
2021-07-31,141.954,143.871,141.689,143.409,70440626.0
2021-08-01,141.954,143.871,141.689,143.409,70440626.0
2021-08-02,143.901,144.481,142.809,143.075,62879961.0
2021-08-03,143.36,145.558,142.741,144.884,64786618.0
2021-08-04,144.796,145.307,143.822,144.481,56368271.0
2021-08-05,144.51,145.356,143.714,144.589,46397674.0
2021-08-06,144.107,144.855,143.398,143.9,54126813.0
2021-08-07,144.107,144.855,143.398,143.9,54126813.0
2021-08-08,144.107,144.855,143.398,143.9,54126813.0
2021-08-09,143.959,144.451,143.289,143.851,48908689.0
2021-08-10,144.195,145.446,143.073,143.368,69023081.0
2021-08-11,143.811,144.471,143.299,143.624,48493463.0
2021-08-12,143.949,146.765,143.604,146.608,73779113.0
2021-08-13,146.686,147.154,145.997,146.814,59375009.0
2021-08-14,146.686,147.154,145.997,146.814,59375009.0
2021-08-15,146.686,147.154,145.997,146.814,59375009.0
2021-08-16,146.258,148.872,144.225,148.803,103558782.0
2021-08-17,147.927,149.355,146.805,147.888,92229735.0
2021-08-18,147.504,148.41,143.91,144.116,86325990.0
2021-08-19,142.807,145.731,142.285,144.451,86960310.0
2021-08-20,145.18,146.224,144.53,145.918,60549630.0
2021-08-21,145.18,146.224,144.53,145.918,60549630.0
2021-08-22,145.18,146.224,144.53,145.918,60549630.0
2021-08-23,146.037,147.888,145.623,147.415,60131810.0
2021-08-24,147.159,148.547,146.864,147.326,48606428.0
2021-08-25,147.514,148.016,145.534,146.086,58991297.0
2021-08-26,146.076,146.834,145.249,145.278,48597195.0
2021-08-27,145.219,146.47,144.579,146.322,55802388.0
2021-08-28,145.219,146.47,144.579,146.322,55802388.0
2021-08-29,145.219,146.47,144.579,146.322,55802388.0
2021-08-30,146.716,151.137,146.332,150.773,90956723.0
2021-08-31,150.32,150.458,148.971,149.503,86453117.0
2021-09-01,150.487,152.604,150.005,150.172,80313711.0
2021-09-02,151.511,152.348,150.064,151.295,71171317.0
2021-09-03,151.403,152.26,150.743,151.935,57866066.0
2021-09-04,151.403,152.26,150.743,151.935,57866066.0
2021-09-05,151.403,152.26,150.743,151.935,57866066.0
2021-09-06,151.403,152.26,150.743,151.935,57866066.0
2021-09-07,152.594,154.849,152.023,154.288,82278261.0
2021-09-08,154.574,154.633,151.615,152.732,74420207.0
2021-09-09,153.106,153.717,151.59,151.708,57305730.0
2021-09-10,152.624,153.097,146.421,146.686,140893235.0
2021-09-11,152.624,153.097,146.421,146.686,140893235.0
2021-09-12,152.624,153.097,146.421,146.686,140893235.0
2021-09-13,148.321,149.099,146.47,147.258,102404329.0
2021-09-14,148.045,148.754,144.658,145.849,109296295.0
2021-09-15,146.283,147.149,144.126,146.745,83281315.0
2021-09-16,146.165,146.686,144.964,146.509,68034149.0
2021-09-17,146.539,146.539,143.526,143.821,129868824.0
2021-09-18,146.539,146.539,143.526,143.821,129868824.0
2021-09-19,146.539,146.539,143.526,143.821,129868824.0
2021-09-20,141.596,142.62,139.104,140.749,123478863.0
2021-09-21,141.724,142.383,140.591,141.231,75833962.0
2021-09-22,142.236,144.185,141.497,143.614,76404341.0
2021-09-23,144.402,144.825,143.407,144.579,64838170.0
2021-09-24,143.427,145.21,143.329,144.668,53477869.0
2021-09-25,143.427,145.21,143.329,144.668,53477869.0
2021-09-26,143.427,145.21,143.329,144.668,53477869.0
2021-09-27,143.24,143.723,141.615,143.142,74150729.0
2021-09-28,141.054,142.531,139.518,139.735,108972340.0
2021-09-29,140.286,142.236,139.853,140.641,74602044.0
2021-09-30,141.458,142.165,139.114,139.331,89056664.0
2021-10-01,139.725,140.729,136.978,140.463,94639581.0
2021-10-02,139.725,140.729,136.978,140.463,94639581.0
2021-10-03,139.725,140.729,136.978,140.463,94639581.0
2021-10-04,139.587,140.03,136.15,137.007,98322008.0
2021-10-05,137.352,140.06,137.224,138.947,80861062.0
2021-10-06,137.332,139.971,136.249,139.823,83221119.0
2021-10-07,140.867,142.004,140.532,141.093,61732656.0
2021-10-08,141.822,141.968,140.375,140.709,58773155.0
2021-10-09,141.822,141.968,140.375,140.709,58773155.0
2021-10-10,141.822,141.968,140.375,140.709,58773155.0
2021-10-11,140.089,142.59,139.636,140.621,64452219.0
2021-10-12,141.034,141.054,138.878,139.341,73035859.0
2021-10-13,139.07,139.232,137.066,138.75,78762721.0
2021-10-14,139.932,141.674,139.341,141.556,69907100.0
2021-10-15,141.566,142.674,141.31,142.62,67940334.0
2021-10-16,141.566,142.674,141.31,142.62,67940334.0
2021-10-17,141.566,142.674,141.31,142.62,67940334.0
2021-10-18,141.246,144.589,140.965,144.304,85589175.0
2021-10-19,144.756,146.883,144.304,146.48,76378894.0
2021-10-20,146.421,147.458,145.849,146.972,58418788.0
2021-10-21,146.529,147.346,145.603,147.189,61420990.0
2021-10-22,147.395,147.878,146.361,146.411,58883443.0
2021-10-23,147.395,147.878,146.361,146.411,58883443.0
2021-10-24,147.395,147.878,146.361,146.411,58883443.0
2021-10-25,146.401,147.08,145.358,146.361,50720556.0
2021-10-26,147.041,148.528,146.726,147.031,60893395.0
2021-10-27,147.07,147.435,146.214,146.568,56094929.0
2021-10-28,147.523,150.817,147.425,150.231,100077888.0
2021-10-29,144.958,147.642,144.168,147.504,124953168.0
2021-10-30,144.958,147.642,144.168,147.504,124953168.0
2021-10-31,144.958,147.642,144.168,147.504,124953168.0
2021-11-01,146.701,147.405,145.534,146.677,74588258.0
2021-11-02,146.381,149.247,146.371,147.72,69121987.0
2021-11-03,148.085,149.64,147.523,149.168,54511534.0
2021-11-04,149.256,150.093,148.331,148.646,60394616.0
2021-11-05,149.78,150.086,147.975,149.178,65463883.0
2021-11-06,149.78,150.086,147.975,149.178,65463883.0
2021-11-07,149.78,150.086,147.975,149.178,65463883.0
2021-11-08,149.307,149.464,148.074,148.35,55020868.0
2021-11-09,148.113,149.324,147.975,148.715,56787930.0
2021-11-10,147.936,148.044,145.796,145.865,65187092.0
2021-11-11,146.891,147.354,145.629,145.816,40999950.0
2021-11-12,146.368,148.311,145.431,147.906,63804008.0
2021-11-13,146.368,148.311,145.431,147.906,63804008.0
2021-11-14,146.368,148.311,145.431,147.906,63804008.0
2021-11-15,148.281,149.77,147.354,147.916,59222803.0
2021-11-16,147.857,149.383,147.265,148.902,59256210.0
2021-11-17,148.897,152.847,148.892,151.358,88807000.0
2021-11-18,151.575,156.466,150.924,155.677,137827673.0
2021-11-19,155.46,158.783,154.358,158.32,117305597.0
2021-11-20,155.46,158.783,154.358,158.32,117305597.0
2021-11-21,155.46,158.783,154.358,158.32,117305597.0
2021-11-22,159.434,163.398,158.763,158.783,117467889.0
2021-11-23,158.882,159.552,156.85,159.168,96041899.0
2021-11-24,158.517,159.887,157.422,159.69,69463623.0
2021-11-25,158.517,159.887,157.422,159.69,69463623.0
2021-11-26,157.348,158.221,154.188,154.632,76959752.0
2021-11-27,157.348,158.221,154.188,154.632,76959752.0
2021-11-28,157.348,158.221,154.188,154.632,76959752.0
2021-11-29,157.156,158.951,156.584,158.014,88748217.0
2021-11-30,157.762,163.221,157.698,163.004,174048056.0
2021-12-01,165.153,167.934,162.244,162.481,152423003.0
2021-12-02,156.53,161.919,155.608,161.485,136739174.0
2021-12-03,161.741,162.668,157.501,159.592,118023116.0
2021-12-04,161.741,162.668,157.501,159.592,118023116.0
2021-12-05,161.741,162.668,157.501,159.592,118023116.0
2021-12-06,162.008,165.548,161.998,163.023,107496982.0
2021-12-07,166.731,169.196,166.001,168.802,120405352.0
2021-12-08,169.734,173.515,168.329,172.648,116998901.0
2021-12-09,172.48,174.295,171.504,172.135,108923739.0
2021-12-10,172.771,177.135,172.263,176.957,115402731.0
2021-12-11,172.771,177.135,172.263,176.957,115402731.0
2021-12-12,172.771,177.135,172.263,176.957,115402731.0
2021-12-13,178.599,179.6,173.091,173.299,153237019.0
2021-12-14,172.815,175.271,169.818,171.908,139380382.0
2021-12-15,172.677,177.006,169.917,176.809,131063257.0
2021-12-16,176.789,178.624,168.378,169.867,150185843.0
2021-12-17,167.569,171.06,167.333,168.762,195923441.0
2021-12-18,167.569,171.06,167.333,168.762,195923441.0
2021-12-19,167.569,171.06,167.333,168.762,195923441.0
2021-12-20,165.942,168.21,165.134,167.392,107499114.0
2021-12-21,169.172,170.794,166.771,170.587,91185905.0
2021-12-22,170.636,173.417,169.758,173.2,92135303.0
2021-12-23,173.407,174.393,172.835,173.831,68356567.0
2021-12-24,173.407,174.393,172.835,173.831,68356567.0
2021-12-25,173.407,174.393,172.835,173.831,68356567.0
2021-12-26,173.407,174.393,172.835,173.831,68356567.0
2021-12-27,174.625,177.914,174.61,177.825,74919582.0
2021-12-28,177.657,178.811,176.05,176.799,79144339.0
2021-12-29,176.839,178.121,175.665,176.888,62348931.0
2021-12-30,176.977,178.061,175.616,175.724,59773014.0
2021-12-31,175.611,176.74,174.797,175.103,64062261.0
2022-01-01,175.611,176.74,174.797,175.103,64062261.0
2022-01-02,175.611,176.74,174.797,175.103,64062261.0
2022-01-03,175.36,180.339,175.241,179.481,104701220.0
2022-01-04,180.093,180.399,176.632,177.204,99310438.0
2022-01-05,177.115,177.667,172.214,172.49,94537602.0
2022-01-06,170.301,172.865,169.256,169.61,96903955.0
2022-01-07,170.488,171.721,168.654,169.778,86709147.0
2022-01-08,170.488,171.721,168.654,169.778,86709147.0
2022-01-09,170.488,171.721,168.654,169.778,86709147.0
2022-01-10,166.731,170.104,165.834,169.798,106765552.0
2022-01-11,169.926,172.746,168.447,172.648,76138312.0
2022-01-12,173.673,174.719,172.391,173.091,74805173.0
2022-01-13,173.338,174.166,169.403,169.798,84505760.0
2022-01-14,168.96,171.366,168.713,170.666,80440780.0
2022-01-15,168.96,171.366,168.713,170.666,80440780.0
2022-01-16,168.96,171.366,168.713,170.666,80440780.0
2022-01-17,168.96,171.366,168.713,170.666,80440780.0
2022-01-18,169.127,170.143,167.052,167.441,91168729.0
2022-01-19,167.638,168.703,163.635,163.921,94814990.0
2022-01-20,164.66,167.323,161.899,162.225,91420515.0
2022-01-21,162.131,164.019,160.045,160.154,122848858.0
2022-01-22,162.131,164.019,160.045,160.154,122848858.0
2022-01-23,162.131,164.019,160.045,160.154,122848858.0
2022-01-24,157.797,160.045,152.551,159.375,162706686.0
2022-01-25,156.771,160.499,154.839,157.56,115798367.0
2022-01-26,161.229,162.106,155.627,157.472,108275308.0
2022-01-27,160.193,161.564,156.081,157.008,121954638.0
2022-01-28,163.408,167.983,160.538,167.964,179935660.0
2022-01-29,163.408,167.983,160.538,167.964,179935660.0
2022-01-30,163.408,167.983,160.538,167.964,179935660.0
2022-01-31,167.796,172.569,167.155,172.352,115541590.0
2022-02-01,171.593,172.411,169.916,172.184,86213911.0
2022-02-02,172.317,173.437,170.922,173.397,84914256.0
2022-02-03,172.056,173.791,169.729,170.498,89418074.0
2022-02-04,169.511,171.9,168.523,170.212,82465400.0
2022-02-05,169.511,171.9,168.523,170.212,82465400.0
2022-02-06,169.511,171.9,168.523,170.212,82465400.0
2022-02-07,170.676,171.748,168.79,169.491,77251204.0
2022-02-08,169.56,173.134,169.264,172.621,74829217.0
2022-02-09,173.825,174.418,172.69,174.052,71285038.0
2022-02-10,171.939,173.263,169.382,169.945,90865899.0
2022-02-11,170.152,170.893,165.917,166.509,98670687.0
2022-02-12,170.152,170.893,165.917,166.509,98670687.0
2022-02-13,170.152,170.893,165.917,166.509,98670687.0
2022-02-14,165.255,167.437,164.455,166.746,86185530.0
2022-02-15,168.81,170.765,168.099,170.607,64286320.0
2022-02-16,169.678,171.15,167.901,170.37,61177398.0
2022-02-17,168.869,169.738,166.341,166.746,69589344.0
2022-02-18,167.674,168.386,164.09,165.186,82772674.0
2022-02-19,167.674,168.386,164.09,165.186,82772674.0
2022-02-20,167.674,168.386,164.09,165.186,82772674.0
2022-02-21,167.674,168.386,164.09,165.186,82772674.0
2022-02-22,162.895,164.584,160.101,162.244,91162758.0
2022-02-23,163.448,164.05,157.731,158.047,90009247.0
2022-02-24,150.652,160.792,150.079,160.684,141147540.0
2022-02-25,161.77,163.033,158.841,162.767,91974222.0
2022-02-26,161.77,163.033,158.841,162.767,91974222.0
2022-02-27,161.77,163.033,158.841,162.767,91974222.0
2022-02-28,160.999,163.33,160.377,163.033,95056629.0
2022-03-01,162.614,164.495,159.923,161.138,83474425.0
2022-03-02,162.313,165.245,160.891,164.455,79724750.0
2022-03-03,166.341,166.776,163.458,164.129,76678441.0
2022-03-04,162.411,163.458,160.052,161.108,83819592.0
2022-03-05,162.411,163.458,160.052,161.108,83819592.0
2022-03-06,162.411,163.458,160.052,161.108,83819592.0
2022-03-07,161.296,162.935,157.03,157.287,96418845.0
2022-03-08,156.813,160.822,153.831,155.451,131148280.0
2022-03-09,159.435,161.345,157.396,160.891,91454905.0
2022-03-10,158.176,158.363,154.009,156.517,105342033.0
2022-03-11,156.922,157.267,152.548,152.775,96970102.0
2022-03-12,156.922,157.267,152.548,152.775,96970102.0
2022-03-13,156.922,157.267,152.548,152.775,96970102.0
2022-03-14,149.536,152.172,148.203,148.717,108732111.0
2022-03-15,148.993,153.604,148.48,153.13,92964302.0
2022-03-16,155.065,157.978,152.508,157.573,102300157.0
2022-03-17,156.606,158.966,155.638,158.59,75615376.0
2022-03-18,158.482,162.402,157.741,161.908,123511692.0
2022-03-19,158.482,162.402,157.741,161.908,123511692.0
2022-03-20,158.482,162.402,157.741,161.908,123511692.0
2022-03-21,161.444,164.248,160.955,163.29,95811352.0
2022-03-22,163.419,167.279,162.826,166.687,81532007.0
2022-03-23,165.867,170.458,165.531,168.059,98062674.0
2022-03-24,168.898,171.939,168.059,171.87,90131418.0
2022-03-25,171.683,173.065,170.567,172.512,80546156.0
2022-03-26,171.683,173.065,170.567,172.512,80546156.0
2022-03-27,171.683,173.065,170.567,172.512,80546156.0
2022-03-28,169.994,173.509,169.827,173.381,90371916.0
2022-03-29,174.457,176.748,174.112,176.699,100589440.0
2022-03-30,176.294,177.34,174.467,175.524,92633154.0
2022-03-31,175.593,175.78,172.196,172.404,103049285.0
2022-04-01,171.831,172.67,169.767,172.107,78751328.0
2022-04-02,171.831,172.67,169.767,172.107,78751328.0
2022-04-03,171.831,172.67,169.767,172.107,78751328.0
