,WMS US Equity,WMS US Equity,WMS US Equity,WMS US Equity,WMS US Equity
2021-03-15,101.9437,104.3724,98.3896,104.2539,568716.0
2021-03-16,103.8294,104.7179,101.8351,102.8717,536642.0
2021-03-17,102.6348,102.7237,99.9396,102.4867,393346.0
2021-03-18,102.2695,104.5303,100.8578,102.4374,588258.0
2021-03-19,102.3584,103.4444,99.367,102.1905,1215906.0
2021-03-20,102.3584,103.4444,99.367,102.1905,1215906.0
2021-03-21,102.3584,103.4444,99.367,102.1905,1215906.0
2021-03-22,102.4176,102.6476,99.4657,100.453,496455.0
2021-03-23,99.0906,99.5743,95.7947,96.8199,425692.0
2021-03-24,98.1922,100.2062,94.2728,94.5591,651298.0
2021-03-25,93.6311,97.6985,92.4661,96.7212,873737.0
2021-03-26,97.9157,98.4982,94.6282,97.2938,552944.0
2021-03-27,97.9157,98.4982,94.6282,97.2938,552944.0
2021-03-28,97.9157,98.4982,94.6282,97.2938,552944.0
2021-03-29,96.9087,99.0017,95.6944,96.4842,387812.0
2021-03-30,96.4447,99.3078,94.2826,98.9129,484799.0
2021-03-31,99.7125,103.0396,99.4657,102.0721,688348.0
2021-04-01,102.8421,106.8109,102.5509,106.5641,607311.0
2021-04-02,102.8421,106.8109,102.5509,106.5641,607311.0
2021-04-03,102.8421,106.8109,102.5509,106.5641,607311.0
2021-04-04,102.8421,106.8109,102.5509,106.5641,607311.0
2021-04-05,108.0055,109.1155,105.2214,107.8672,686729.0
2021-04-06,107.8672,109.8615,107.3144,108.8249,425855.0
2021-04-07,108.8644,109.0994,107.6501,108.193,649068.0
2021-04-08,108.5386,110.6908,107.5711,109.437,527374.0
2021-04-09,109.4666,112.0335,109.4172,110.2367,341514.0
2021-04-10,109.4666,112.0335,109.4172,110.2367,341514.0
2021-04-11,109.4666,112.0335,109.4172,110.2367,341514.0
2021-04-12,110.2367,111.4806,108.5879,111.3226,367610.0
2021-04-13,111.3226,111.3226,107.9462,110.1478,453748.0
2021-04-14,109.9997,112.3296,109.3383,110.1083,335631.0
2021-04-15,111.0956,112.0384,109.0421,111.7965,192251.0
2021-04-16,113.1787,115.632,112.5073,115.5086,682566.0
2021-04-17,113.1787,115.632,112.5073,115.5086,682566.0
2021-04-18,113.1787,115.632,112.5073,115.5086,682566.0
2021-04-19,115.4691,116.3872,111.451,112.5271,500282.0
2021-04-20,111.7965,112.5666,109.1457,110.3551,342702.0
2021-04-21,111.1449,111.7274,109.5949,110.9574,374295.0
2021-04-22,111.9446,113.8599,110.8833,113.1096,342545.0
2021-04-23,112.9615,115.6962,112.9615,113.544,258239.0
2021-04-24,112.9615,115.6962,112.9615,113.544,258239.0
2021-04-25,112.9615,115.6962,112.9615,113.544,258239.0
2021-04-26,114.5312,115.1828,113.4798,113.9586,258270.0
2021-04-27,113.5341,115.3951,113.3169,114.0178,298769.0
2021-04-28,113.8401,114.4818,110.4539,111.2042,300750.0
2021-04-29,111.8558,112.5073,109.7045,111.4312,185176.0
2021-04-30,110.2959,112.2803,109.3378,110.2367,332031.0
2021-05-01,110.2959,112.2803,109.3378,110.2367,332031.0
2021-05-02,110.2959,112.2803,109.3378,110.2367,332031.0
2021-05-03,111.6089,111.6682,109.7134,110.3058,302287.0
2021-05-04,109.4666,109.5258,105.5028,108.1239,363660.0
2021-05-05,109.052,109.9405,107.1169,109.822,301183.0
2021-05-06,110.1873,110.671,105.873,107.5118,423127.0
2021-05-07,107.966,114.1857,107.9166,114.0672,517087.0
2021-05-08,107.966,114.1857,107.9166,114.0672,517087.0
2021-05-09,107.966,114.1857,107.9166,114.0672,517087.0
2021-05-10,113.8204,115.1334,112.2507,113.465,471958.0
2021-05-11,110.7007,111.9643,108.3781,110.4242,420821.0
2021-05-12,108.9532,110.059,106.8306,107.1466,504870.0
2021-05-13,107.265,110.1527,107.265,108.509,557158.0
2021-05-14,109.3679,112.6752,108.973,111.7669,386708.0
2021-05-15,109.3679,112.6752,108.973,111.7669,386708.0
2021-05-16,109.3679,112.6752,108.973,111.7669,386708.0
2021-05-17,111.0561,111.6139,108.4201,111.1252,422815.0
2021-05-18,111.4707,111.4707,108.2227,108.3609,395746.0
2021-05-19,106.337,106.337,102.7138,104.4711,541060.0
2021-05-20,105.172,107.3637,102.9162,105.9816,534348.0
2021-05-21,108.6472,111.3128,105.6558,110.6612,649115.0
2021-05-22,108.6472,111.3128,105.6558,110.6612,649115.0
2021-05-23,108.6472,111.3128,105.6558,110.6612,649115.0
2021-05-24,112.0532,115.2322,111.2338,114.2646,504919.0
2021-05-25,114.5312,116.2539,112.843,113.692,539379.0
2021-05-26,114.5312,114.9952,111.8064,112.4975,428029.0
2021-05-27,113.7414,114.1462,111.8163,112.2309,403343.0
2021-05-28,112.6262,113.5848,111.7072,112.0827,338065.0
2021-05-29,112.6262,113.5848,111.7072,112.0827,338065.0
2021-05-30,112.6262,113.5848,111.7072,112.0827,338065.0
2021-05-31,112.6262,113.5848,111.7072,112.0827,338065.0
2021-06-01,113.229,113.8417,110.7091,112.31,363784.0
2021-06-02,111.8554,112.4484,106.3906,107.448,801533.0
2021-06-03,107.0033,108.6536,105.5309,108.3572,400893.0
2021-06-04,109.1971,110.1656,107.7247,107.7247,296859.0
2021-06-05,109.1971,110.1656,107.7247,107.7247,296859.0
2021-06-06,109.1971,110.1656,107.7247,107.7247,296859.0
2021-06-07,108.3078,110.3237,108.288,109.9877,364347.0
2021-06-08,110.1063,110.6213,108.456,110.0174,244009.0
2021-06-09,110.0865,110.3435,107.0033,107.1318,271917.0
2021-06-10,107.5864,108.2386,102.1142,102.2994,572821.0
2021-06-11,102.5564,104.1573,101.8547,103.8213,698899.0
2021-06-12,102.5564,104.1573,101.8547,103.8213,698899.0
2021-06-13,102.5564,104.1573,101.8547,103.8213,698899.0
2021-06-14,104.2166,105.185,103.6632,104.4241,415743.0
2021-06-15,103.9794,106.2226,103.9794,105.689,505876.0
2021-06-16,105.3332,107.0626,103.7126,104.9676,378369.0
2021-06-17,104.6711,105.1653,98.8506,102.4576,552999.0
2021-06-18,100.5009,102.3884,100.412,101.1531,871857.0
2021-06-19,100.5009,102.3884,100.412,101.1531,871857.0
2021-06-20,100.5009,102.3884,100.412,101.1531,871857.0
2021-06-21,102.8232,106.4697,102.4674,105.7779,552203.0
2021-06-22,106.0349,107.6951,105.3925,107.3492,462913.0
2021-06-23,107.112,107.6951,105.6297,106.5586,440854.0
2021-06-24,107.2108,107.9125,106.025,107.6654,656411.0
2021-06-25,108.5943,112.4582,107.5962,111.0945,7398038.0
2021-06-26,108.5943,112.4582,107.5962,111.0945,7398038.0
2021-06-27,108.5943,112.4582,107.5962,111.0945,7398038.0
2021-06-28,112.3891,114.6521,111.1834,113.8022,851732.0
2021-06-29,114.326,116.4839,113.9801,115.3043,494054.0
2021-06-30,115.0869,116.4802,113.9998,115.1956,566796.0
2021-07-01,116.4308,117.1176,114.1085,114.2074,581660.0
2021-07-02,114.1975,115.2726,113.4316,114.158,332728.0
2021-07-03,114.1975,115.2726,113.4316,114.158,332728.0
2021-07-04,114.1975,115.2726,113.4316,114.158,332728.0
2021-07-05,114.1975,115.2726,113.4316,114.158,332728.0
2021-07-06,114.3457,114.3457,111.5688,112.9029,605090.0
2021-07-07,112.814,114.8497,112.5027,113.9406,273363.0
2021-07-08,111.3218,113.2686,109.8988,111.7665,266123.0
2021-07-09,113.1105,115.0572,112.4484,114.573,223134.0
2021-07-10,113.1105,115.0572,112.4484,114.573,223134.0
2021-07-11,113.1105,115.0572,112.4484,114.573,223134.0
2021-07-12,114.4544,117.6957,114.1184,116.5692,390475.0
2021-07-13,115.5217,115.9367,114.4742,114.9881,258014.0
2021-07-14,115.1758,115.8478,112.2309,112.3199,297579.0
2021-07-15,111.1933,113.7133,111.0056,112.2705,269395.0
2021-07-16,112.6163,113.5453,111.5293,111.9246,297947.0
2021-07-17,112.6163,113.5453,111.5293,111.9246,297947.0
2021-07-18,112.6163,113.5453,111.5293,111.9246,297947.0
2021-07-19,109.1082,112.478,108.2089,112.4088,559617.0
2021-07-20,112.9128,117.4981,112.8436,116.9052,502642.0
2021-07-21,117.3598,121.2138,117.3598,120.7987,609684.0
2021-07-22,120.8383,120.8383,116.4012,118.1701,373794.0
2021-07-23,117.5278,119.9291,117.1325,119.8896,398316.0
2021-07-24,117.5278,119.9291,117.1325,119.8896,398316.0
2021-07-25,117.5278,119.9291,117.1325,119.8896,398316.0
2021-07-26,119.5733,121.3324,118.6543,119.7216,398336.0
2021-07-27,118.763,120.2009,117.3301,119.1089,240455.0
2021-07-28,119.2966,120.1564,117.7847,119.1188,221958.0
2021-07-29,119.939,123.042,119.7908,120.1959,486668.0
2021-07-30,119.6524,121.5201,118.8421,120.6505,333429.0
2021-07-31,119.6524,121.5201,118.8421,120.6505,333429.0
2021-08-01,119.6524,121.5201,118.8421,120.6505,333429.0
2021-08-02,121.4312,123.5064,118.3875,118.8025,402527.0
2021-08-03,118.4171,121.115,116.2628,120.9568,273316.0
2021-08-04,120.4331,121.8462,119.2472,120.6208,302394.0
2021-08-05,115.6699,118.1997,112.7152,114.0493,712924.0
2021-08-06,115.3142,117.5969,113.1994,114.3556,568939.0
2021-08-07,115.3142,117.5969,113.1994,114.3556,568939.0
2021-08-08,115.3142,117.5969,113.1994,114.3556,568939.0
2021-08-09,113.9109,115.8379,112.7843,113.4069,296220.0
2021-08-10,113.3279,116.7866,113.1302,115.5513,389262.0
2021-08-11,116.1443,118.0317,115.2153,117.2906,226844.0
2021-08-12,117.9132,119.1385,116.0356,116.4407,262157.0
2021-08-13,116.1937,117.0287,113.8911,114.5928,206836.0
2021-08-14,116.1937,117.0287,113.8911,114.5928,206836.0
2021-08-15,116.1937,117.0287,113.8911,114.5928,206836.0
2021-08-16,113.9702,114.5038,112.2771,113.1006,279793.0
2021-08-17,112.2902,112.9523,109.711,110.9364,228142.0
2021-08-18,111.1736,113.2389,110.7388,112.3495,280147.0
2021-08-19,110.7486,112.1025,108.9699,109.7407,212142.0
2021-08-20,110.5708,112.4978,110.383,112.142,220666.0
2021-08-21,110.5708,112.4978,110.383,112.142,220666.0
2021-08-22,110.5708,112.4978,110.383,112.142,220666.0
2021-08-23,113.397,115.7885,113.2883,115.3932,343843.0
2021-08-24,115.8181,116.8755,115.665,116.7372,167960.0
2021-08-25,117.1423,120.2256,117.0485,119.3559,313330.0
2021-08-26,119.1385,119.1385,114.2765,114.4347,224848.0
2021-08-27,115.077,117.0633,114.8793,116.6087,343099.0
2021-08-28,115.077,117.0633,114.8793,116.6087,343099.0
2021-08-29,115.077,117.0633,114.8793,116.6087,343099.0
2021-08-30,116.8953,117.6661,114.3062,114.9288,335431.0
2021-08-31,115.4926,115.5717,112.1691,112.9109,493005.0
2021-09-01,113.267,113.9362,109.8545,109.9336,427262.0
2021-09-02,110.9129,115.0376,109.627,114.3946,382603.0
2021-09-03,113.9594,115.6805,113.2571,115.1563,190372.0
2021-09-04,113.9594,115.6805,113.2571,115.1563,190372.0
2021-09-05,113.9594,115.6805,113.2571,115.1563,190372.0
2021-09-06,113.9594,115.6805,113.2571,115.1563,190372.0
2021-09-07,115.5124,116.6944,115.1958,115.2057,307551.0
2021-09-08,114.4045,115.3343,113.2472,114.7804,207077.0
2021-09-09,114.8595,117.1445,113.5737,115.5915,426914.0
2021-09-10,116.0762,118.0743,114.6123,116.0465,341183.0
2021-09-11,116.0762,118.0743,114.6123,116.0465,341183.0
2021-09-12,116.0762,118.0743,114.6123,116.0465,341183.0
2021-09-13,116.8972,118.5688,113.7962,114.1572,256469.0
2021-09-14,114.365,114.365,110.5024,111.6053,280685.0
2021-09-15,106.8771,107.5695,101.5259,104.6318,1759837.0
2021-09-16,104.2757,105.4231,102.4062,104.9483,859642.0
2021-09-17,104.9978,107.342,104.5526,106.7881,1354417.0
2021-09-18,104.9978,107.342,104.5526,106.7881,1354417.0
2021-09-19,104.9978,107.342,104.5526,106.7881,1354417.0
2021-09-20,104.5032,107.3915,103.495,106.432,600416.0
2021-09-21,107.3025,107.7476,105.2846,106.3727,491309.0
2021-09-22,107.0453,108.8752,106.5112,106.6793,544818.0
2021-09-23,106.9958,109.2313,106.1946,108.3905,443606.0
2021-09-24,107.5695,109.0631,107.0156,107.4706,156624.0
2021-09-25,107.5695,109.0631,107.0156,107.4706,156624.0
2021-09-26,107.5695,109.0631,107.0156,107.4706,156624.0
2021-09-27,106.798,109.6764,106.5903,109.1324,249913.0
2021-09-28,108.6675,108.8752,105.4627,105.888,369138.0
2021-09-29,106.5507,108.8356,106.1155,108.3015,321992.0
2021-09-30,109.1027,109.5774,106.4617,106.9958,642370.0
2021-10-01,107.7872,109.0631,105.8682,109.0137,427662.0
2021-10-02,107.7872,109.0631,105.8682,109.0137,427662.0
2021-10-03,107.7872,109.0631,105.8682,109.0137,427662.0
2021-10-04,109.1126,110.0919,106.2243,107.5399,428201.0
2021-10-05,107.8564,111.4371,107.4212,108.9939,483566.0
2021-10-06,108.1729,109.8949,107.4311,109.6467,268992.0
2021-10-07,110.7843,112.6241,110.7843,111.4964,290845.0
2021-10-08,111.9317,112.357,109.3401,110.1116,273005.0
2021-10-09,111.9317,112.357,109.3401,110.1116,273005.0
2021-10-10,111.9317,112.357,109.3401,110.1116,273005.0
2021-10-11,109.894,111.8822,109.894,110.6853,348699.0
2021-10-12,111.3184,111.7042,110.0325,110.5469,257006.0
2021-10-13,110.8931,110.8931,108.1482,109.8248,409093.0
2021-10-14,110.6062,112.3817,109.894,112.0009,276186.0
2021-10-15,112.9406,113.3264,111.358,111.7141,244352.0
2021-10-16,112.9406,113.3264,111.358,111.7141,244352.0
2021-10-17,112.9406,113.3264,111.358,111.7141,244352.0
2021-10-18,110.7645,112.3867,110.626,110.626,384307.0
2021-10-19,111.2294,112.2185,109.3797,109.5973,400778.0
2021-10-20,109.528,110.0325,105.7693,106.0858,657402.0
2021-10-21,105.799,107.7674,104.4413,107.2233,719116.0
2021-10-22,107.0453,110.2007,106.3925,106.3925,449069.0
2021-10-23,107.0453,110.2007,106.3925,106.3925,449069.0
2021-10-24,107.0453,110.2007,106.3925,106.3925,449069.0
2021-10-25,106.3925,110.5765,105.0373,109.1126,628475.0
2021-10-26,109.7852,110.4578,108.0938,108.3015,514865.0
2021-10-27,108.8653,109.7951,107.0057,107.1145,334417.0
2021-10-28,107.9751,111.3629,107.9751,110.0424,380094.0
2021-10-29,109.8742,112.2977,109.8742,111.5756,326644.0
2021-10-30,109.8742,112.2977,109.8742,111.5756,326644.0
2021-10-31,109.8742,112.2977,109.8742,111.5756,326644.0
2021-11-01,111.7932,112.9999,111.2195,112.1592,271701.0
2021-11-02,113.1088,113.6033,111.1799,112.4955,225615.0
2021-11-03,111.9712,112.7626,110.0919,110.7942,211328.0
2021-11-04,108.2718,120.7746,108.2718,119.3799,890883.0
2021-11-05,121.4868,123.8904,120.5916,122.4858,493540.0
2021-11-06,121.4868,123.8904,120.5916,122.4858,493540.0
2021-11-07,121.4868,123.8904,120.5916,122.4858,493540.0
2021-11-08,123.6431,130.5869,123.0596,129.4395,799618.0
2021-11-09,130.1418,131.6849,129.2021,131.1409,451897.0
2021-11-10,129.6967,131.0518,127.8173,128.3614,370050.0
2021-11-11,129.0142,130.5276,128.1833,129.0933,355562.0
2021-11-12,130.0528,130.7551,127.8025,128.7867,447883.0
2021-11-13,130.0528,130.7551,127.8025,128.7867,447883.0
2021-11-14,130.0528,130.7551,127.8025,128.7867,447883.0
2021-11-15,129.2912,129.9242,127.5008,128.6087,299760.0
2021-11-16,127.8371,129.761,127.575,129.1032,271371.0
2021-11-17,128.7274,129.306,125.6808,126.393,325361.0
2021-11-18,126.9766,129.6967,125.3939,129.2417,478317.0
2021-11-19,129.3307,131.2793,128.2427,129.1428,441657.0
2021-11-20,129.3307,131.2793,128.2427,129.1428,441657.0
2021-11-21,129.3307,131.2793,128.2427,129.1428,441657.0
2021-11-22,129.9638,133.3763,128.8559,130.0528,462462.0
2021-11-23,130.033,131.4772,128.7818,129.578,304368.0
2021-11-24,129.1824,131.0518,125.2159,126.759,294828.0
2021-11-25,129.1824,131.0518,125.2159,126.759,294828.0
2021-11-26,124.5334,126.022,123.2673,124.3652,220634.0
2021-11-27,124.5334,126.022,123.2673,124.3652,220634.0
2021-11-28,124.5334,126.022,123.2673,124.3652,220634.0
2021-11-29,125.938,127.5404,124.84,126.1655,428465.0
2021-11-30,125.6803,126.6307,121.4877,122.4727,367341.0
2021-12-01,124.72,127.5366,119.968,120.2947,365532.0
2021-12-02,120.8788,125.8585,120.3442,124.8982,316671.0
2021-12-03,125.7001,125.908,121.7104,124.0963,274170.0
2021-12-04,125.7001,125.908,121.7104,124.0963,274170.0
2021-12-05,125.7001,125.908,121.7104,124.0963,274170.0
2021-12-06,125.8882,127.591,124.1557,126.1555,339511.0
2021-12-07,128.0068,133.9567,127.4252,132.7192,428322.0
2021-12-08,132.6994,136.0159,132.2836,135.1249,349853.0
2021-12-09,134.3626,136.6396,133.8274,134.4616,476168.0
2021-12-10,134.7487,136.2238,130.9075,132.3628,354530.0
2021-12-11,134.7487,136.2238,130.9075,132.3628,354530.0
2021-12-12,134.7487,136.2238,130.9075,132.3628,354530.0
2021-12-13,132.3628,133.4617,131.2342,131.6698,240971.0
2021-12-14,131.1847,131.5411,127.0267,128.1652,611126.0
2021-12-15,125.9773,131.8381,124.5715,131.1451,561596.0
2021-12-16,131.3332,133.7587,128.5909,129.6106,538223.0
2021-12-17,128.1553,128.9968,125.5615,126.8584,622762.0
2021-12-18,128.1553,128.9968,125.5615,126.8584,622762.0
2021-12-19,128.1553,128.9968,125.5615,126.8584,622762.0
2021-12-20,125.8783,125.8783,120.4036,123.1657,375434.0
2021-12-21,124.819,128.1256,124.6903,127.8187,302541.0
2021-12-22,128.3434,132.8083,127.5762,132.4024,489126.0
2021-12-23,132.8281,134.62,132.0262,132.2539,143942.0
2021-12-24,132.8281,134.62,132.0262,132.2539,143942.0
2021-12-25,132.8281,134.62,132.0262,132.2539,143942.0
2021-12-26,132.8281,134.62,132.0262,132.2539,143942.0
2021-12-27,133.0558,134.4814,131.7688,134.3032,160620.0
2021-12-28,134.6497,134.7289,132.9766,133.5211,177646.0
2021-12-29,133.3924,134.8081,132.6103,134.0953,337098.0
2021-12-30,134.422,135.2932,132.249,133.1548,301794.0
2021-12-31,133.333,135.3576,132.7242,134.7685,135965.0
2022-01-01,133.333,135.3576,132.7242,134.7685,135965.0
2022-01-02,133.333,135.3576,132.7242,134.7685,135965.0
2022-01-03,135.016,135.6001,130.962,133.1152,196718.0
2022-01-04,134.026,136.2634,133.5261,135.0457,267957.0
2022-01-05,134.6398,136.5406,129.1552,129.4819,336834.0
2022-01-06,128.8384,130.7689,128.3236,129.1849,225671.0
2022-01-07,128.581,130.269,124.6606,124.6804,297607.0
2022-01-08,128.581,130.269,124.6606,124.6804,297607.0
2022-01-09,128.581,130.269,124.6606,124.6804,297607.0
2022-01-10,123.1954,124.2844,120.0274,123.7498,514820.0
2022-01-11,124.4626,125.2645,122.3539,125.1655,203216.0
2022-01-12,126.5812,128.185,124.6705,125.314,191583.0
2022-01-13,126.2545,127.0366,123.3835,123.829,238944.0
2022-01-14,121.651,123.7108,117.295,118.2157,374472.0
2022-01-15,121.651,123.7108,117.295,118.2157,374472.0
2022-01-16,121.651,123.7108,117.295,118.2157,374472.0
2022-01-17,121.651,123.7108,117.295,118.2157,374472.0
2022-01-18,115.5625,117.3445,114.9982,115.8496,354399.0
2022-01-19,116.8495,118.285,114.3752,115.5724,312972.0
2022-01-20,115.7605,117.8841,112.1965,112.3747,212413.0
2022-01-21,111.553,113.4439,108.8998,110.5432,341181.0
2022-01-22,111.553,113.4439,108.8998,110.5432,341181.0
2022-01-23,111.553,113.4439,108.8998,110.5432,341181.0
2022-01-24,107.0881,113.2063,105.2472,112.7311,377099.0
2022-01-25,110.6521,111.9688,106.0387,106.3357,426138.0
2022-01-26,108.8998,113.0182,106.4941,106.8802,978846.0
2022-01-27,107.4544,108.6919,102.6629,103.0985,292994.0
2022-01-28,102.4748,107.2663,100.9759,107.2366,300068.0
2022-01-29,102.4748,107.2663,100.9759,107.2366,300068.0
2022-01-30,102.4748,107.2663,100.9759,107.2366,300068.0
2022-01-31,106.9792,112.1173,106.3852,111.9589,517296.0
2022-02-01,112.4638,114.2062,110.8006,113.8894,474327.0
2022-02-02,113.9488,115.1665,111.3253,114.0478,553625.0
2022-02-03,114.2854,121.5916,113.3449,118.7602,881580.0
2022-02-04,118.7998,123.631,116.206,120.562,760402.0
2022-02-05,118.7998,123.631,116.206,120.562,760402.0
2022-02-06,118.7998,123.631,116.206,120.562,760402.0
2022-02-07,119.5126,120.2947,110.3452,111.0382,797871.0
2022-02-08,110.3947,117.9979,108.682,116.2159,601037.0
2022-02-09,117.9187,119.2735,115.9981,118.285,479396.0
2022-02-10,116.0773,119.6116,114.9785,116.7604,393594.0
2022-02-11,117.6118,118.6513,113.3598,114.8992,476037.0
2022-02-12,117.6118,118.6513,113.3598,114.8992,476037.0
2022-02-13,117.6118,118.6513,113.3598,114.8992,476037.0
2022-02-14,114.325,116.7901,112.7311,113.7211,352327.0
2022-02-15,114.8002,120.3343,114.8002,120.067,417260.0
2022-02-16,119.5522,121.3243,118.4983,120.3343,425462.0
2022-02-17,119.0275,120.1017,116.5921,117.6019,478785.0
2022-02-18,117.5821,119.275,114.3745,115.4041,362443.0
2022-02-19,117.5821,119.275,114.3745,115.4041,362443.0
2022-02-20,117.5821,119.275,114.3745,115.4041,362443.0
2022-02-21,117.5821,119.275,114.3745,115.4041,362443.0
2022-02-22,113.83,115.5625,110.3452,110.464,419807.0
2022-02-23,111.4045,112.3747,106.2961,106.3951,523941.0
2022-02-24,102.3659,108.8305,99.9998,108.7513,517356.0
2022-02-25,109.5532,115.3447,108.4269,115.2457,422648.0
2022-02-26,109.5532,115.3447,108.4269,115.2457,422648.0
2022-02-27,109.5532,115.3447,108.4269,115.2457,422648.0
2022-02-28,113.254,116.4547,112.4612,115.6619,373928.0
2022-03-01,118.5654,119.5959,115.9889,117.733,581817.0
2022-03-02,119.1798,125.6109,118.1653,124.7785,618835.0
2022-03-03,124.0056,126.0767,121.4688,122.4003,327297.0
2022-03-04,121.3994,122.3805,117.9213,120.141,349244.0
2022-03-05,121.3994,122.3805,117.9213,120.141,349244.0
2022-03-06,121.3994,122.3805,117.9213,120.141,349244.0
2022-03-07,121.231,122.0436,109.7659,109.9541,523213.0
2022-03-08,110.7964,111.0442,105.8616,108.3687,732515.0
2022-03-09,111.4406,114.7602,110.6973,113.1945,337971.0
2022-03-10,110.4397,112.3819,108.1209,111.5,554604.0
2022-03-11,115.7908,117.5943,113.0062,114.4926,579111.0
2022-03-12,115.7908,117.5943,113.0062,114.4926,579111.0
2022-03-13,115.7908,117.5943,113.0062,114.4926,579111.0
2022-03-14,115.1466,116.8907,113.1648,114.0963,307345.0
2022-03-15,114.9881,117.6042,114.5719,116.2565,502842.0
2022-03-16,117.5051,120.3094,115.7808,118.6942,720618.0
2022-03-17,117.1781,121.1022,117.1781,120.0121,384204.0
2022-03-18,118.8924,122.7075,117.8965,121.4292,646298.0
2022-03-19,118.8924,122.7075,117.8965,121.4292,646298.0
2022-03-20,118.8924,122.7075,117.8965,121.4292,646298.0
2022-03-21,121.5976,123.7182,120.2202,123.1732,477105.0
2022-03-22,122.7273,125.3632,122.321,123.4903,369598.0
2022-03-23,122.2517,123.2525,120.4333,121.6274,308192.0
2022-03-24,122.1327,122.7372,119.8635,120.6166,566278.0
2022-03-25,120.6463,120.8743,118.2136,119.5068,378593.0
2022-03-26,120.6463,120.8743,118.2136,119.5068,378593.0
2022-03-27,120.6463,120.8743,118.2136,119.5068,378593.0
2022-03-28,119.5464,120.899,117.6142,119.3978,445339.0
2022-03-29,121.8652,126.9982,121.3697,125.7992,417639.0
2022-03-30,124.7389,128.5144,122.5688,122.9949,270132.0
2022-03-31,122.4895,123.0444,117.6934,117.733,480241.0
2022-04-01,118.8726,119.7099,117.1682,118.9816,307282.0
2022-04-02,118.8726,119.7099,117.1682,118.9816,307282.0
2022-04-03,118.8726,119.7099,117.1682,118.9816,307282.0
2022-04-04,118.0798,121.558,116.5538,121.1121,299958.0
2022-04-05,120.6662,120.8643,112.8774,114.0863,543841.0
2022-04-06,112.3819,113.3531,107.5115,109.7857,624102.0
2022-04-07,109.1812,110.7865,108.3587,109.4091,383380.0
2022-04-08,109.5082,109.9343,107.13,107.2588,495250.0
2022-04-09,109.5082,109.9343,107.13,107.2588,495250.0
2022-04-10,109.5082,109.9343,107.13,107.2588,495250.0
2022-04-11,106.0796,110.0334,106.0796,108.4182,434805.0
2022-04-12,110.301,114.0764,107.8137,108.1407,301283.0
2022-04-13,107.9227,110.5685,107.4917,109.9145,172087.0
2022-04-14,110.4496,110.8559,106.6444,107.1003,293824.0
2022-04-15,110.4496,110.8559,106.6444,107.1003,293824.0
2022-04-16,110.4496,110.8559,106.6444,107.1003,293824.0
2022-04-17,110.4496,110.8559,106.6444,107.1003,293824.0
2022-04-18,106.8129,108.0119,105.1531,106.3174,188925.0
2022-04-19,106.5453,110.6627,106.5453,110.4298,226580.0
2022-04-20,111.9757,113.1053,111.0144,111.6189,174830.0
2022-04-21,113.7891,114.126,107.1399,107.9029,240668.0
2022-04-22,107.5164,108.2696,104.2959,104.94,346060.0
2022-04-23,107.5164,108.2696,104.2959,104.94,346060.0
2022-04-24,107.5164,108.2696,104.2959,104.94,346060.0
2022-04-25,103.4536,108.1407,101.8186,107.9822,294808.0
2022-04-26,106.8723,107.2588,102.5568,102.9086,263174.0
2022-04-27,102.7699,103.3248,99.6583,100.9168,392997.0
2022-04-28,102.8392,105.5445,98.4098,104.3554,344816.0
2022-04-29,103.3248,104.9103,101.3627,101.5312,351691.0
2022-04-30,103.3248,104.9103,101.3627,101.5312,351691.0
2022-05-01,103.3248,104.9103,101.3627,101.5312,351691.0
2022-05-02,101.4618,102.9681,98.8458,102.0663,390474.0
2022-05-03,101.66,105.4949,101.4024,104.9797,439655.0
2022-05-04,104.4743,106.6444,100.5601,106.5057,426663.0
2022-05-05,105.2373,106.2084,99.0935,100.7979,570227.0
2022-05-06,99.9457,99.9457,96.7202,98.4395,609510.0
2022-05-07,99.9457,99.9457,96.7202,98.4395,609510.0
2022-05-08,99.9457,99.9457,96.7202,98.4395,609510.0
2022-05-09,96.2396,98.3602,93.0736,93.7524,531068.0
2022-05-10,95.4171,97.1414,92.9447,94.6343,403977.0
2022-05-11,94.0794,97.7954,92.4394,92.702,512845.0
2022-05-12,91.5822,96.3635,91.4435,95.9027,401205.0
2022-05-13,96.6063,101.7988,96.6063,100.3124,401895.0
2022-05-14,96.6063,101.7988,96.6063,100.3124,401895.0
2022-05-15,96.6063,101.7988,96.6063,100.3124,401895.0
2022-05-16,99.7376,101.8582,98.603,99.8565,493399.0
2022-05-17,102.6609,103.6617,100.1934,103.5527,592476.0
2022-05-18,101.9078,102.8392,97.5576,98.3899,475890.0
2022-05-19,102.0663,104.5932,99.7425,102.9383,543969.0
2022-05-20,103.9392,104.2662,100.892,103.959,594630.0
2022-05-21,103.9392,104.2662,100.892,103.959,594630.0
2022-05-22,103.9392,104.2662,100.892,103.959,594630.0
2022-05-23,104.8112,108.4479,104.3752,107.5363,442795.0
2022-05-24,107.3381,108.2894,102.7798,105.8418,373955.0
2022-05-25,105.5048,107.3777,104.5735,106.7931,334044.0
2022-05-26,108.3587,109.6569,106.0994,107.3777,416032.0
2022-05-27,109.0029,109.8253,108.1705,109.6668,324294.0
2022-05-28,109.0029,109.8253,108.1705,109.6668,324294.0
2022-05-29,109.0029,109.8253,108.1705,109.6668,324294.0
2022-05-30,109.0029,109.8253,108.1705,109.6668,324294.0
