,WSBF US Equity,WSBF US Equity,WSBF US Equity,WSBF US Equity,WSBF US Equity
2021-03-15,17.5312,17.5312,16.9448,17.1374,79909.0
2021-03-16,17.1046,17.1128,16.6862,17.0225,136172.0
2021-03-17,16.8831,17.1538,16.5843,17.0636,87325.0
2021-03-18,17.121,17.3179,16.9733,17.0882,85442.0
2021-03-19,17.08,17.1907,16.8257,17.0389,349363.0
2021-03-20,17.08,17.1907,16.8257,17.0389,349363.0
2021-03-21,17.08,17.1907,16.8257,17.0389,349363.0
2021-03-22,17.0389,17.0389,16.5549,16.7764,142648.0
2021-03-23,16.7354,16.8092,16.3662,16.5549,63685.0
2021-03-24,16.6698,17.121,16.4893,16.6616,108833.0
2021-03-25,16.678,16.8215,16.4155,16.637,83428.0
2021-03-26,16.9815,17.0964,16.6616,16.9487,97362.0
2021-03-27,16.9815,17.0964,16.6616,16.9487,97362.0
2021-03-28,16.9815,17.0964,16.6616,16.9487,97362.0
2021-03-29,17.564,17.564,16.5795,16.7682,110293.0
2021-03-30,16.8913,17.1374,16.7108,17.0307,123274.0
2021-03-31,16.9487,17.0389,16.7108,16.7518,219244.0
2021-04-01,16.7682,16.9733,16.7436,16.9487,52920.0
2021-04-02,16.7682,16.9733,16.7436,16.9487,52920.0
2021-04-03,16.7682,16.9733,16.7436,16.9487,52920.0
2021-04-04,16.7682,16.9733,16.7436,16.9487,52920.0
2021-04-05,16.9487,17.1374,16.8913,17.0964,73480.0
2021-04-06,17.2358,17.2686,17.0471,17.0718,139299.0
2021-04-07,17.2851,17.2851,16.9405,17.08,101392.0
2021-04-08,16.9897,17.2112,16.8831,17.162,102671.0
2021-04-09,17.2117,17.3484,16.9901,17.2697,73117.0
2021-04-10,17.2117,17.3484,16.9901,17.2697,73117.0
2021-04-11,17.2117,17.3484,16.9901,17.2697,73117.0
2021-04-12,17.3028,17.3359,17.2117,17.2945,53299.0
2021-04-13,17.2614,17.2614,16.9135,16.9384,50414.0
2021-04-14,16.8969,17.1371,16.8887,17.0046,78257.0
2021-04-15,17.0295,17.2531,16.8141,17.2531,80409.0
2021-04-16,17.4933,17.4933,17.104,17.2283,74788.0
2021-04-17,17.4933,17.4933,17.104,17.2283,74788.0
2021-04-18,17.4933,17.4933,17.104,17.2283,74788.0
2021-04-19,17.3773,17.3773,16.9715,17.1951,49893.0
2021-04-20,17.2365,17.2365,16.8472,16.9632,98845.0
2021-04-21,16.8969,17.1785,16.8887,16.8969,102975.0
2021-04-22,16.8969,16.8969,16.665,16.7064,92701.0
2021-04-23,16.8141,17.0626,16.6733,16.9466,99384.0
2021-04-24,16.8141,17.0626,16.6733,16.9466,99384.0
2021-04-25,16.8141,17.0626,16.6733,16.9466,99384.0
2021-04-26,16.9301,17.1868,16.6982,16.723,140613.0
2021-04-27,16.6899,16.8207,16.2426,16.3171,80276.0
2021-04-28,16.4248,16.6153,16.2923,16.4165,82794.0
2021-04-29,16.5408,16.7727,16.4165,16.4994,37001.0
2021-04-30,16.458,16.5781,16.284,16.3171,78098.0
2021-05-01,16.458,16.5781,16.284,16.3171,78098.0
2021-05-02,16.458,16.5781,16.284,16.3171,78098.0
2021-05-03,16.458,16.7644,16.458,16.6402,64296.0
2021-05-04,16.6153,16.8555,16.5449,16.6402,59600.0
2021-05-05,16.6153,16.7479,16.2801,16.342,128512.0
2021-05-06,16.3668,16.5491,16.3089,16.5159,124901.0
2021-05-07,16.4165,16.6816,16.3586,16.5988,61638.0
2021-05-08,16.4165,16.6816,16.3586,16.5988,61638.0
2021-05-09,16.4165,16.6816,16.3586,16.5988,61638.0
2021-05-10,16.8224,16.9466,16.6236,16.6402,71453.0
2021-05-11,16.607,16.7479,16.3668,16.4331,51113.0
2021-05-12,16.4828,16.5242,16.0107,16.0521,77990.0
2021-05-13,16.0024,16.5118,16.0024,16.4414,41088.0
2021-05-14,16.5491,16.5656,16.3171,16.5491,27915.0
2021-05-15,16.5491,16.5656,16.3171,16.5491,27915.0
2021-05-16,16.5491,16.5656,16.3171,16.5491,27915.0
2021-05-17,16.5325,16.7561,16.3503,16.6319,46814.0
2021-05-18,16.5739,16.7313,16.3254,16.342,72021.0
2021-05-19,16.2178,16.5325,16.1266,16.4745,85064.0
2021-05-20,16.4497,16.5077,16.2757,16.4662,60944.0
2021-05-21,16.5656,16.5656,16.2509,16.3586,103321.0
2021-05-22,16.5656,16.5656,16.2509,16.3586,103321.0
2021-05-23,16.5656,16.5656,16.2509,16.3586,103321.0
2021-05-24,16.458,16.5543,16.3089,16.3917,40762.0
2021-05-25,16.3668,16.3668,16.0769,16.0769,91328.0
2021-05-26,16.0687,16.2136,16.0687,16.1432,72639.0
2021-05-27,16.2923,16.5242,16.1929,16.2509,110220.0
2021-05-28,16.2343,16.4,16.1681,16.3834,46190.0
2021-05-29,16.2343,16.4,16.1681,16.3834,46190.0
2021-05-30,16.2343,16.4,16.1681,16.3834,46190.0
2021-05-31,16.2343,16.4,16.1681,16.3834,46190.0
2021-06-01,16.4414,16.6485,16.255,16.5242,88646.0
2021-06-02,16.8307,16.8307,16.5159,16.6402,126242.0
2021-06-03,16.6153,16.8472,16.5408,16.8058,143511.0
2021-06-04,16.7727,16.9798,16.7561,16.8307,94361.0
2021-06-05,16.7727,16.9798,16.7561,16.8307,94361.0
2021-06-06,16.7727,16.9798,16.7561,16.8307,94361.0
2021-06-07,16.9218,17.0543,16.8141,16.9881,83279.0
2021-06-08,17.0295,17.046,16.8212,16.9632,87218.0
2021-06-09,16.9632,16.9963,16.88,16.9963,97220.0
2021-06-10,17.0558,17.1152,16.9199,17.0048,121703.0
2021-06-11,17.0812,17.2086,16.9963,17.0388,52527.0
2021-06-12,17.0812,17.2086,16.9963,17.0388,52527.0
2021-06-13,17.0812,17.2086,16.9963,17.0388,52527.0
2021-06-14,16.9794,17.1322,16.9539,17.0473,49537.0
2021-06-15,17.2001,17.302,17.0218,17.1491,66724.0
2021-06-16,17.0642,17.3104,16.9878,17.2425,86316.0
2021-06-17,17.251,17.251,16.8775,16.9709,96208.0
2021-06-18,16.835,16.886,16.4445,16.4445,166656.0
2021-06-19,16.835,16.886,16.4445,16.4445,166656.0
2021-06-20,16.835,16.886,16.4445,16.4445,166656.0
2021-06-21,16.6313,16.7841,16.4771,16.6398,58532.0
2021-06-22,16.6737,16.7501,16.4997,16.6652,86060.0
2021-06-23,16.7247,16.9029,16.6483,16.7926,97639.0
2021-06-24,16.8945,16.9199,16.6313,16.818,91681.0
2021-06-25,16.852,17.0303,16.7077,16.7501,336750.0
2021-06-26,16.852,17.0303,16.7077,16.7501,336750.0
2021-06-27,16.852,17.0303,16.7077,16.7501,336750.0
2021-06-28,16.7756,17.0006,16.5549,16.6822,62424.0
2021-06-29,16.7501,16.9029,16.6228,16.7841,81448.0
2021-06-30,16.7756,16.852,16.6821,16.6907,63876.0
2021-07-01,16.7586,16.818,16.6567,16.7247,48903.0
2021-07-02,16.6822,16.6822,16.4954,16.4954,56391.0
2021-07-03,16.6822,16.6822,16.4954,16.4954,56391.0
2021-07-04,16.6822,16.6822,16.4954,16.4954,56391.0
2021-07-05,16.6822,16.6822,16.4954,16.4954,56391.0
2021-07-06,16.5124,16.5124,16.1219,16.2492,77297.0
2021-07-07,16.2323,16.4063,16.1813,16.2492,72282.0
2021-07-08,16.1474,16.3511,16.1134,16.2577,84827.0
2021-07-09,16.3435,16.6524,16.3435,16.6438,55095.0
2021-07-10,16.3435,16.6524,16.3435,16.6438,55095.0
2021-07-11,16.3435,16.6524,16.3435,16.6438,55095.0
2021-07-12,16.5752,16.6266,16.4551,16.4722,55290.0
2021-07-13,16.5065,16.5323,16.2148,16.4036,71375.0
2021-07-14,16.4293,16.5923,16.3392,16.4465,45321.0
2021-07-15,16.4207,16.6524,16.3693,16.5837,38471.0
2021-07-16,16.6781,16.7124,16.5065,16.5408,53293.0
2021-07-17,16.6781,16.7124,16.5065,16.5408,53293.0
2021-07-18,16.6781,16.7124,16.5065,16.5408,53293.0
2021-07-19,16.4207,16.4207,16.129,16.2406,49790.0
2021-07-20,16.2234,16.6953,16.1805,16.3092,83093.0
2021-07-21,16.395,16.7124,16.395,16.5666,72735.0
2021-07-22,16.5752,16.6867,16.4379,16.4722,101848.0
2021-07-23,16.5752,16.7982,16.3864,16.7896,82509.0
2021-07-24,16.5752,16.7982,16.3864,16.7896,82509.0
2021-07-25,16.5752,16.7982,16.3864,16.7896,82509.0
2021-07-26,16.8068,16.9784,16.661,16.7296,71235.0
2021-07-27,16.6867,16.8325,16.4379,16.5923,81170.0
2021-07-28,16.6695,16.9612,16.5837,16.8669,52419.0
2021-07-29,16.8926,17.0574,16.8583,16.9355,33342.0
2021-07-30,16.8754,17.0642,16.8531,16.9269,66772.0
2021-07-31,16.8754,17.0642,16.8531,16.9269,66772.0
2021-08-01,16.8754,17.0642,16.8531,16.9269,66772.0
2021-08-02,17.0041,17.1977,16.8497,16.8583,77827.0
2021-08-03,16.9012,17.2872,16.7553,17.21,113938.0
2021-08-04,17.0813,17.2529,17.0813,17.1071,72313.0
2021-08-05,17.1929,17.3559,17.1242,17.2443,65628.0
2021-08-06,17.373,17.6476,17.3473,17.5875,75010.0
2021-08-07,17.373,17.6476,17.3473,17.5875,75010.0
2021-08-08,17.373,17.6476,17.3473,17.5875,75010.0
2021-08-09,17.6047,17.6304,17.3773,17.5017,67021.0
2021-08-10,17.4331,17.7291,17.4245,17.7248,49601.0
2021-08-11,17.7248,17.7934,17.6047,17.7934,45214.0
2021-08-12,17.7934,17.7934,17.609,17.7076,54976.0
2021-08-13,17.6819,17.7076,17.5875,17.639,33841.0
2021-08-14,17.6819,17.7076,17.5875,17.639,33841.0
2021-08-15,17.6819,17.7076,17.5875,17.639,33841.0
2021-08-16,17.5017,17.6905,17.3816,17.4931,40844.0
2021-08-17,17.4159,17.4159,17.2015,17.2872,54731.0
2021-08-18,17.2615,17.3645,17.1671,17.1843,48623.0
2021-08-19,17.047,17.0899,16.884,17.0642,41737.0
2021-08-20,17.0127,17.2701,16.9784,17.2015,160453.0
2021-08-21,17.0127,17.2701,16.9784,17.2015,160453.0
2021-08-22,17.0127,17.2701,16.9784,17.2015,160453.0
2021-08-23,17.2186,17.2529,17.15,17.1757,34989.0
2021-08-24,17.1586,17.3301,17.1071,17.2787,73497.0
2021-08-25,17.3216,17.3945,17.2272,17.2272,51575.0
2021-08-26,17.2186,17.3044,17.1757,17.1929,57265.0
2021-08-27,17.2701,17.5961,17.2701,17.5017,67175.0
2021-08-28,17.2701,17.5961,17.2701,17.5017,67175.0
2021-08-29,17.2701,17.5961,17.2701,17.5017,67175.0
2021-08-30,17.476,17.5017,17.2872,17.3559,45202.0
2021-08-31,17.3559,17.4674,17.3259,17.3988,61222.0
2021-09-01,17.4503,17.5189,17.2529,17.4588,46253.0
2021-09-02,17.4331,17.4588,17.3559,17.3988,34775.0
2021-09-03,17.3645,17.5103,17.2358,17.3559,42010.0
2021-09-04,17.3645,17.5103,17.2358,17.3559,42010.0
2021-09-05,17.3645,17.5103,17.2358,17.3559,42010.0
2021-09-06,17.3645,17.5103,17.2358,17.3559,42010.0
2021-09-07,17.373,17.4074,17.2529,17.3301,64070.0
2021-09-08,17.2529,17.3387,17.1929,17.3044,54621.0
2021-09-09,17.2701,17.3902,17.2186,17.2186,56086.0
2021-09-10,17.2701,17.313,17.1328,17.15,51655.0
2021-09-11,17.2701,17.313,17.1328,17.15,51655.0
2021-09-12,17.2701,17.313,17.1328,17.15,51655.0
2021-09-13,17.2015,17.2872,17.1586,17.2272,60793.0
2021-09-14,17.2958,17.2958,17.0041,17.0642,62833.0
2021-09-15,17.0985,17.2615,17.0899,17.1586,72000.0
2021-09-16,17.0985,17.2787,17.0556,17.0642,64364.0
2021-09-17,17.1414,17.2658,16.8583,16.8583,272438.0
2021-09-18,17.1414,17.2658,16.8583,16.8583,272438.0
2021-09-19,17.1414,17.2658,16.8583,16.8583,272438.0
2021-09-20,16.6781,16.914,16.5237,16.8068,93335.0
2021-09-21,16.6352,17.0127,16.6352,16.8583,94975.0
2021-09-22,16.987,17.21,16.987,17.0728,57589.0
2021-09-23,17.0985,17.2529,17.0985,17.1757,69877.0
2021-09-24,17.1242,17.2658,17.1242,17.1929,49178.0
2021-09-25,17.1242,17.2658,17.1242,17.1929,49178.0
2021-09-26,17.1242,17.2658,17.1242,17.1929,49178.0
2021-09-27,17.3044,17.6647,17.2701,17.536,76998.0
2021-09-28,17.6304,17.7248,17.5017,17.5789,118529.0
2021-09-29,17.4503,17.9135,17.4503,17.7934,74681.0
2021-09-30,17.8792,17.8792,17.5532,17.5789,44362.0
2021-10-01,17.5618,17.7591,17.5618,17.6133,61931.0
2021-10-02,17.5618,17.7591,17.5618,17.6133,61931.0
2021-10-03,17.5618,17.7591,17.5618,17.6133,61931.0
2021-10-04,17.6562,17.7677,17.5189,17.5446,74005.0
2021-10-05,17.6304,17.7162,17.4331,17.6819,55456.0
2021-10-06,17.5446,17.7334,17.4588,17.6905,71924.0
2021-10-07,17.6905,17.8031,17.6298,17.7165,86508.0
2021-10-08,17.7165,17.8551,17.6731,17.7165,25025.0
2021-10-09,17.7165,17.8551,17.6731,17.7165,25025.0
2021-10-10,17.7165,17.8551,17.6731,17.7165,25025.0
2021-10-11,17.7078,17.7944,17.6731,17.6991,68174.0
2021-10-12,17.6818,17.8291,17.4219,17.7598,60880.0
2021-10-13,17.7684,17.7684,17.4912,17.6471,69196.0
2021-10-14,17.6905,17.7424,17.6038,17.6385,55228.0
2021-10-15,17.8204,17.9244,17.6645,17.6818,100924.0
2021-10-16,17.8204,17.9244,17.6645,17.6818,100924.0
2021-10-17,17.8204,17.9244,17.6645,17.6818,100924.0
2021-10-18,17.7338,17.7468,17.5778,17.6212,61809.0
2021-10-19,17.6645,17.6645,17.4912,17.5519,42826.0
2021-10-20,17.4999,17.5259,17.266,17.4132,60712.0
2021-10-21,17.4132,17.6731,17.4046,17.5432,70047.0
2021-10-22,17.6125,17.6645,17.5865,17.6212,62461.0
2021-10-23,17.6125,17.6645,17.5865,17.6212,62461.0
2021-10-24,17.6125,17.6645,17.5865,17.6212,62461.0
2021-10-25,17.6471,17.8637,17.6471,17.8118,82452.0
2021-10-26,17.8724,17.9157,17.6818,17.7424,89796.0
2021-10-27,17.6558,17.8118,17.6558,17.7165,75075.0
2021-10-28,17.7165,17.8724,17.7165,17.7771,54274.0
2021-10-29,17.8118,18.0673,17.7598,17.907,176533.0
2021-10-30,17.8118,18.0673,17.7598,17.907,176533.0
2021-10-31,17.8118,18.0673,17.7598,17.907,176533.0
2021-11-01,17.9504,18.0543,17.8551,17.933,73440.0
2021-11-02,17.933,18.1843,17.933,18.1496,105101.0
2021-11-03,18.063,18.5308,18.063,18.3402,90175.0
2021-11-04,18.3056,18.4442,18.1756,18.4268,55604.0
2021-11-05,18.5308,18.9553,18.5308,18.8513,67179.0
2021-11-06,18.5308,18.9553,18.5308,18.8513,67179.0
2021-11-07,18.5308,18.9553,18.5308,18.8513,67179.0
2021-11-08,18.912,18.9553,18.6694,18.912,48877.0
2021-11-09,18.6694,18.9293,18.5828,18.834,43859.0
2021-11-10,18.8254,18.9986,18.6608,18.9466,53620.0
2021-11-11,18.964,19.0853,18.8297,19.0679,53534.0
2021-11-12,19.0419,19.2152,18.964,19.1372,91315.0
2021-11-13,19.0419,19.2152,18.964,19.1372,91315.0
2021-11-14,19.0419,19.2152,18.964,19.1372,91315.0
2021-11-15,19.1372,19.1806,18.9466,19.0679,67378.0
2021-11-16,19.1026,19.1546,18.834,19.0333,91576.0
2021-11-17,19.0333,19.0333,18.5048,18.8687,94757.0
2021-11-18,19.0159,19.0159,18.6434,18.782,82856.0
2021-11-19,18.6867,18.9943,18.4918,18.6174,81763.0
2021-11-20,18.6867,18.9943,18.4918,18.6174,81763.0
2021-11-21,18.6867,18.9943,18.4918,18.6174,81763.0
2021-11-22,18.6867,18.9466,18.6867,18.7734,72757.0
2021-11-23,19.0506,19.0506,18.6521,18.7734,73584.0
2021-11-24,18.9207,18.9207,18.5525,18.6001,33498.0
2021-11-25,18.9207,18.9207,18.5525,18.6001,33498.0
2021-11-26,18.3922,18.3922,17.8897,18.0976,79029.0
2021-11-27,18.3922,18.3922,17.8897,18.0976,79029.0
2021-11-28,18.3922,18.3922,17.8897,18.0976,79029.0
2021-11-29,18.2363,18.2622,18.0283,18.1236,83213.0
2021-11-30,17.9937,18.1323,17.8637,17.9764,166128.0
2021-12-01,18.6521,18.6521,18.1063,18.1063,74887.0
2021-12-02,18.3922,18.6608,18.2189,18.5048,71002.0
2021-12-03,18.5308,18.5308,18.2276,18.3229,35227.0
2021-12-04,18.5308,18.5308,18.2276,18.3229,35227.0
2021-12-05,18.5308,18.5308,18.2276,18.3229,35227.0
2021-12-06,18.6174,18.6694,18.3575,18.6174,74400.0
2021-12-07,18.6174,18.6997,18.3922,18.4268,59220.0
2021-12-08,18.5048,18.5914,18.2882,18.4875,40143.0
2021-12-09,18.4182,18.6174,18.2882,18.4615,69679.0
2021-12-10,18.7127,18.86,18.3662,18.5135,89609.0
2021-12-11,18.7127,18.86,18.3662,18.5135,89609.0
2021-12-12,18.7127,18.86,18.3662,18.5135,89609.0
2021-12-13,18.7127,19.0246,18.6608,18.7474,118462.0
2021-12-14,18.8427,18.938,18.6348,18.6521,111748.0
2021-12-15,18.6608,19.0506,18.5351,18.6088,120334.0
2021-12-16,18.9813,19.0506,18.6434,18.6954,110216.0
2021-12-17,18.7561,18.9813,18.5048,18.5481,230611.0
2021-12-18,18.7561,18.9813,18.5048,18.5481,230611.0
2021-12-19,18.7561,18.9813,18.5048,18.5481,230611.0
2021-12-20,18.4355,18.5655,18.1323,18.4615,131396.0
2021-12-21,18.5741,18.7474,18.5221,18.6434,121594.0
2021-12-22,18.6954,18.8513,18.6261,18.8254,52088.0
2021-12-23,18.8947,18.9726,18.7561,18.7561,38850.0
2021-12-24,18.8947,18.9726,18.7561,18.7561,38850.0
2021-12-25,18.8947,18.9726,18.7561,18.7561,38850.0
2021-12-26,18.8947,18.9726,18.7561,18.7561,38850.0
2021-12-27,18.808,19.0073,18.7214,18.9033,67800.0
2021-12-28,18.8773,19.0212,18.808,18.8947,54931.0
2021-12-29,19.1459,19.1459,18.8947,18.9986,52180.0
2021-12-30,19.0593,19.2065,18.8773,19.0073,48871.0
2021-12-31,18.9726,19.0159,18.9033,18.938,31968.0
2022-01-01,18.9726,19.0159,18.9033,18.938,31968.0
2022-01-02,18.9726,19.0159,18.9033,18.938,31968.0
2022-01-03,19.0506,19.3536,19.0159,19.0939,93841.0
2022-01-04,19.3018,19.3798,19.1546,19.1719,96729.0
2022-01-05,19.2412,19.388,19.1459,19.1719,110811.0
2022-01-06,19.2672,19.7004,19.2672,19.631,153769.0
2022-01-07,19.6668,19.6668,19.32,19.4612,126537.0
2022-01-08,19.6668,19.6668,19.32,19.4612,126537.0
2022-01-09,19.6668,19.6668,19.32,19.4612,126537.0
2022-01-10,19.4523,19.4523,19.0589,19.2377,85368.0
2022-01-11,19.2377,19.2377,19.041,19.1662,111225.0
2022-01-12,19.2109,19.2645,18.7818,18.7818,99855.0
2022-01-13,18.8354,19.0947,18.8354,18.9248,99529.0
2022-01-14,18.9069,18.9963,18.7439,18.8444,71501.0
2022-01-15,18.9069,18.9963,18.7439,18.8444,71501.0
2022-01-16,18.9069,18.9963,18.7439,18.8444,71501.0
2022-01-17,18.9069,18.9963,18.7439,18.8444,71501.0
2022-01-18,18.8444,18.9069,18.7013,18.7282,75631.0
2022-01-19,18.7282,18.8623,18.5941,18.746,108164.0
2022-01-20,18.7282,18.8176,18.2238,18.2365,138510.0
2022-01-21,18.2991,18.6656,18.1382,18.3616,134445.0
2022-01-22,18.2991,18.6656,18.1382,18.3616,134445.0
2022-01-23,18.2991,18.6656,18.1382,18.3616,134445.0
2022-01-24,18.2186,18.8533,18.2186,18.7818,158661.0
2022-01-25,18.6745,19.1036,18.5941,18.8354,100362.0
2022-01-26,18.8891,18.9427,18.4153,18.5851,99147.0
2022-01-27,18.5851,18.8354,18.3348,18.46,77816.0
2022-01-28,18.4242,18.5985,17.8879,18.156,128270.0
2022-01-29,18.4242,18.5985,17.8879,18.156,128270.0
2022-01-30,18.4242,18.5985,17.8879,18.156,128270.0
2022-01-31,18.0756,18.5404,17.9057,18.2544,227674.0
2022-02-01,18.2633,18.4689,18.0756,18.2007,110437.0
2022-02-02,18.165,18.4419,17.9772,18.0666,90229.0
2022-02-03,18.0309,18.3527,17.9494,18.2276,109590.0
2022-02-04,18.308,18.3706,18.0622,18.2097,95250.0
2022-02-05,18.308,18.3706,18.0622,18.2097,95250.0
2022-02-06,18.308,18.3706,18.0622,18.2097,95250.0
2022-02-07,18.2097,18.3259,18.0309,18.2097,85374.0
2022-02-08,18.2454,18.4242,18.2454,18.3169,83782.0
2022-02-09,18.3169,18.3348,17.8968,17.9236,75993.0
2022-02-10,17.9236,18.232,17.8342,17.9147,96275.0
2022-02-11,17.8521,18.1471,17.8521,17.9683,69323.0
2022-02-12,17.8521,18.1471,17.8521,17.9683,69323.0
2022-02-13,17.8521,18.1471,17.8521,17.9683,69323.0
2022-02-14,18.0398,18.1203,17.8074,17.8342,70269.0
2022-02-15,17.9683,18.1292,17.6554,17.7359,73417.0
2022-02-16,17.718,17.8521,17.4766,17.5213,54024.0
2022-02-17,17.4498,17.5571,17.4051,17.4945,64826.0
2022-02-18,17.6286,17.6286,17.3962,17.4498,67793.0
2022-02-19,17.6286,17.6286,17.3962,17.4498,67793.0
2022-02-20,17.6286,17.6286,17.3962,17.4498,67793.0
2022-02-21,17.6286,17.6286,17.3962,17.4498,67793.0
2022-02-22,17.5839,17.5839,17.3247,17.4856,63454.0
2022-02-23,17.4945,17.575,17.3515,17.4051,72218.0
2022-02-24,17.0207,17.2532,16.7168,17.1459,118318.0
2022-02-25,17.1816,17.6107,17.1816,17.4409,95477.0
2022-02-26,17.1816,17.6107,17.1816,17.4409,95477.0
2022-02-27,17.1816,17.6107,17.1816,17.4409,95477.0
2022-02-28,17.0207,17.5303,17.0207,17.4677,109378.0
2022-03-01,17.4766,17.4945,17.1816,17.3694,156086.0
2022-03-02,17.4766,17.7091,17.4766,17.5928,81649.0
2022-03-03,17.6197,17.9325,17.6197,17.8432,98791.0
2022-03-04,17.6822,18.0666,17.5482,17.7538,49043.0
2022-03-05,17.6822,18.0666,17.5482,17.7538,49043.0
2022-03-06,17.6822,18.0666,17.5482,17.7538,49043.0
2022-03-07,17.7359,17.7985,17.5124,17.566,137611.0
2022-03-08,17.5839,17.7359,17.3694,17.3872,86706.0
2022-03-09,17.6286,17.6375,17.4051,17.4766,101645.0
2022-03-10,17.3336,17.6554,17.3336,17.5839,71239.0
2022-03-11,17.6822,17.7806,17.5482,17.6465,110081.0
2022-03-12,17.6822,17.7806,17.5482,17.6465,110081.0
2022-03-13,17.6822,17.7806,17.5482,17.6465,110081.0
2022-03-14,17.7806,17.8834,17.5213,17.5839,120842.0
2022-03-15,17.6822,17.6822,17.5124,17.5482,70744.0
2022-03-16,17.5303,17.7046,17.5213,17.5928,131409.0
2022-03-17,17.5392,17.6679,17.3872,17.5482,63401.0
2022-03-18,17.6375,17.6375,17.2174,17.4498,176769.0
2022-03-19,17.6375,17.6375,17.2174,17.4498,176769.0
2022-03-20,17.6375,17.6375,17.2174,17.4498,176769.0
2022-03-21,17.4677,17.5213,17.3425,17.4945,73700.0
2022-03-22,17.566,17.6778,17.4856,17.575,92554.0
2022-03-23,17.5392,17.5392,17.0744,17.1012,67793.0
2022-03-24,17.1995,17.3425,17.0297,17.1727,77627.0
2022-03-25,17.2353,17.3783,17.2353,17.3068,67435.0
2022-03-26,17.2353,17.3783,17.2353,17.3068,67435.0
2022-03-27,17.2353,17.3783,17.2353,17.3068,67435.0
2022-03-28,17.2353,17.651,17.1906,17.271,117148.0
2022-03-29,17.4051,17.7716,17.4051,17.6644,120643.0
2022-03-30,17.6286,17.7359,17.2621,17.3068,125201.0
2022-03-31,17.3515,17.5213,17.2532,17.2889,125205.0
2022-04-01,17.3694,17.3783,17.0833,17.1101,78192.0
2022-04-02,17.3694,17.3783,17.0833,17.1101,78192.0
2022-04-03,17.3694,17.3783,17.0833,17.1101,78192.0
2022-04-04,17.1638,17.1638,16.766,16.8777,77002.0
2022-04-05,16.9855,17.0207,16.8509,16.9403,86570.0
2022-04-06,16.9135,17.0386,16.8419,16.8688,91319.0
2022-04-07,16.8241,17.0297,16.6184,16.6274,97394.0
2022-04-08,16.6184,16.781,16.6093,16.6635,89599.0
2022-04-09,16.6184,16.781,16.6093,16.6635,89599.0
2022-04-10,16.6184,16.781,16.6093,16.6635,89599.0
2022-04-11,16.6274,16.8714,16.5822,16.6003,86361.0
2022-04-12,16.6093,16.8895,16.5822,16.6274,96268.0
2022-04-13,16.5551,16.8804,16.5551,16.8352,128300.0
2022-04-14,16.8804,17.0069,16.8804,16.9798,76443.0
2022-04-15,16.8804,17.0069,16.8804,16.9798,76443.0
2022-04-16,16.8804,17.0069,16.8804,16.9798,76443.0
2022-04-17,16.8804,17.0069,16.8804,16.9798,76443.0
2022-04-18,16.9166,17.0973,16.9166,16.9527,77993.0
2022-04-19,16.9346,17.2238,16.9346,17.1967,61961.0
2022-04-20,17.0612,17.4317,16.9075,17.2148,97369.0
2022-04-21,17.3232,17.3955,17.1154,17.1244,65453.0
2022-04-22,16.9437,16.9437,15.3803,15.4165,184371.0
2022-04-23,16.9437,16.9437,15.3803,15.4165,184371.0
2022-04-24,16.9437,16.9437,15.3803,15.4165,184371.0
2022-04-25,15.3261,15.4084,14.5309,14.558,206857.0
2022-04-26,14.4586,14.7839,14.1875,14.7478,222923.0
2022-04-27,14.7749,15.1635,14.7478,15.0369,247993.0
2022-04-28,15.046,15.2809,14.9963,15.2086,202052.0
2022-04-29,15.1364,15.1635,14.4134,14.5128,165865.0
2022-04-30,15.1364,15.1635,14.4134,14.5128,165865.0
2022-05-01,15.1364,15.1635,14.4134,14.5128,165865.0
2022-05-02,14.4767,14.8201,14.4767,14.7207,147796.0
2022-05-03,14.7478,14.8743,14.6032,14.6393,135534.0
2022-05-04,14.6122,15.1092,14.6122,15.0641,111611.0
2022-05-05,14.9466,15.0189,14.7387,14.8743,187405.0
2022-05-06,14.8381,15.0098,14.6348,14.811,106582.0
2022-05-07,14.8381,15.0098,14.6348,14.811,106582.0
2022-05-08,14.8381,15.0098,14.6348,14.811,106582.0
2022-05-09,14.6936,15.1815,14.6936,15.0189,131902.0
2022-05-10,15.1454,15.3442,14.8653,15.0279,182749.0
2022-05-11,15.0279,15.1544,14.6936,14.7387,109651.0
2022-05-12,14.7839,14.8969,14.3231,14.5761,133443.0
2022-05-13,14.5761,14.802,14.4638,14.6755,95816.0
2022-05-14,14.5761,14.802,14.4638,14.6755,95816.0
2022-05-15,14.5761,14.802,14.4638,14.6755,95816.0
2022-05-16,14.5851,14.8201,14.4134,14.6393,106820.0
2022-05-17,14.7839,15.1092,14.7839,15.0189,99433.0
2022-05-18,14.9014,14.9285,14.7116,14.7749,106674.0
2022-05-19,14.6303,14.9963,14.6213,14.6664,142534.0
2022-05-20,14.7387,14.8653,14.5128,14.6032,148219.0
2022-05-21,14.7387,14.8653,14.5128,14.6032,148219.0
2022-05-22,14.7387,14.8653,14.5128,14.6032,148219.0
2022-05-23,14.7568,15.2041,14.7568,15.0189,151490.0
2022-05-24,14.9918,15.2855,14.9104,15.1544,139529.0
2022-05-25,14.9421,15.3803,14.9421,15.2267,108424.0
2022-05-26,15.3532,15.4346,15.2132,15.3532,102595.0
2022-05-27,15.2809,15.5069,15.2809,15.4526,62895.0
2022-05-28,15.2809,15.5069,15.2809,15.4526,62895.0
