,KNL US Equity,KNL US Equity,KNL US Equity,KNL US Equity,KNL US Equity
2020-03-14,11.545,12.6838,10.9069,12.6838,952700.0
2020-03-15,11.545,12.6838,10.9069,12.6838,952700.0
2020-03-16,10.848,12.782,10.1411,10.3473,769054.0
2020-03-17,10.4847,10.5537,8.7127,9.3165,906941.0
2020-03-18,8.9434,9.0416,8.1483,8.9042,966003.0
2020-03-19,8.8747,9.287,8.5213,9.1398,877876.0
2020-03-20,9.4049,9.7779,8.7275,8.8256,1080769.0
2020-03-21,9.4049,9.7779,8.7275,8.8256,1080769.0
2020-03-22,9.4049,9.7779,8.7275,8.8256,1080769.0
2020-03-23,8.5409,8.7766,7.5985,8.6195,888453.0
2020-03-24,8.8649,9.2281,8.0795,8.8845,1019649.0
2020-03-25,9.5325,10.3571,9.0613,9.4736,849389.0
2020-03-26,9.5521,9.8465,9.4539,9.7583,548409.0
2020-03-27,9.4049,10.5142,9.3263,9.8957,492912.0
2020-03-28,9.4049,10.5142,9.3263,9.8957,492912.0
2020-03-29,9.4049,10.5142,9.3263,9.8957,492912.0
2020-03-30,10.0332,10.2786,9.503,10.0822,385051.0
2020-03-31,9.9742,10.4847,9.8466,10.1313,546211.0
2020-04-01,9.6699,9.8172,9.2281,9.346,861735.0
2020-04-02,9.1594,9.719,8.7766,9.0907,454880.0
2020-04-03,8.9434,9.1594,8.2759,8.4624,446347.0
2020-04-04,8.9434,9.1594,8.2759,8.4624,446347.0
2020-04-05,8.9434,9.1594,8.2759,8.4624,446347.0
2020-04-06,8.8355,9.2576,8.7766,9.0907,432063.0
2020-04-07,9.5325,9.9704,9.0711,9.3852,601161.0
2020-04-08,9.6012,9.9055,9.2969,9.8074,378895.0
2020-04-09,10.2884,11.113,10.2393,11.0443,504081.0
2020-04-10,10.2884,11.113,10.2393,11.0443,504081.0
2020-04-11,10.2884,11.113,10.2393,11.0443,504081.0
2020-04-12,10.2884,11.113,10.2393,11.0443,504081.0
2020-04-13,11.0051,11.0973,10.308,10.8283,405426.0
2020-04-14,11.0934,11.3781,10.4062,10.4946,509176.0
2020-04-15,10.0135,10.0135,9.395,9.4245,404332.0
2020-04-16,9.3754,9.4638,8.5998,8.8453,477308.0
2020-04-17,9.2085,9.7092,9.1987,9.5619,527135.0
2020-04-18,9.2085,9.7092,9.1987,9.5619,527135.0
2020-04-19,9.2085,9.7092,9.1987,9.5619,527135.0
2020-04-20,9.3558,9.5979,9.13,9.2478,407121.0
2020-04-21,8.9631,9.1791,8.8355,9.0416,318546.0
2020-04-22,9.2281,9.3361,8.8649,8.9827,264526.0
2020-04-23,8.9631,9.4053,8.9336,9.1398,341537.0
2020-04-24,9.1398,9.5717,8.9533,9.4343,350047.0
2020-04-25,9.1398,9.5717,8.9533,9.4343,350047.0
2020-04-26,9.1398,9.5717,8.9533,9.4343,350047.0
2020-04-27,9.5914,10.4062,9.5914,10.2,405103.0
2020-04-28,10.8087,11.4566,10.3179,10.7204,916982.0
2020-04-29,11.0541,11.9475,10.956,11.8788,621113.0
2020-04-30,11.5155,11.6432,11.0738,11.4468,646250.0
2020-05-01,11.0149,11.1719,10.4946,10.7596,509402.0
2020-05-02,11.0149,11.1719,10.4946,10.7596,509402.0
2020-05-03,11.0149,11.1719,10.4946,10.7596,509402.0
2020-05-04,10.4749,10.9265,10.3375,10.7007,392383.0
2020-05-05,10.9265,11.2799,10.6811,10.74,388724.0
2020-05-06,10.7007,10.8872,10.1117,10.1117,346125.0
2020-05-07,10.2491,10.5927,10.2491,10.3375,497018.0
2020-05-08,10.7007,11.2308,10.4847,11.0738,382929.0
2020-05-09,10.7007,11.2308,10.4847,11.0738,382929.0
2020-05-10,10.7007,11.2308,10.4847,11.0738,382929.0
2020-05-11,10.8283,10.8283,10.1755,10.4651,507044.0
2020-05-12,10.4553,10.5436,9.6699,9.6699,973180.0
2020-05-13,9.5423,9.7583,8.914,9.0023,646440.0
2020-05-14,8.8845,9.4441,8.5115,9.3656,940018.0
2020-05-15,9.3361,9.6405,9.1103,9.611,536700.0
2020-05-16,9.3361,9.6405,9.1103,9.611,536700.0
2020-05-17,9.3361,9.6405,9.1103,9.611,536700.0
2020-05-18,10.2589,11.0345,10.2295,10.9462,493140.0
2020-05-19,10.8676,10.9363,10.2295,10.2393,528846.0
2020-05-20,10.4357,10.6516,10.1117,10.1804,389459.0
2020-05-21,10.0626,10.2884,9.8221,10.1411,374740.0
2020-05-22,10.2197,10.3277,9.7092,10.2884,445643.0
2020-05-23,10.2197,10.3277,9.7092,10.2884,445643.0
2020-05-24,10.2197,10.3277,9.7092,10.2884,445643.0
2020-05-25,10.2197,10.3277,9.7092,10.2884,445643.0
2020-05-26,10.8283,11.6039,10.8087,11.4076,519028.0
2020-05-27,11.8886,12.2322,11.2898,12.134,579736.0
2020-05-28,12.3304,12.3893,11.2407,11.329,517831.0
2020-05-29,11.0934,11.113,10.3277,10.3669,437966.0
2020-05-30,11.0934,11.113,10.3277,10.3669,437966.0
2020-05-31,11.0934,11.113,10.3277,10.3669,437966.0
2020-06-01,10.3669,10.7989,10.2688,10.5338,451707.0
2020-06-02,10.7007,10.9952,10.6025,10.7694,287537.0
2020-06-03,11.064,11.8788,11.064,11.7315,410013.0
2020-06-04,11.5548,12.3598,11.3388,12.3304,516312.0
2020-06-05,13.1059,13.9895,13.0961,13.5379,442914.0
2020-06-06,13.1059,13.9895,13.0961,13.5379,442914.0
2020-06-07,13.1059,13.9895,13.0961,13.5379,442914.0
2020-06-08,13.852,14.3723,13.6851,13.7244,687491.0
2020-06-09,13.263,13.2925,12.8409,13.2336,809757.0
2020-06-10,13.1845,13.1845,12.3991,12.6642,1098370.0
2020-06-11,11.7708,12.2027,11.3977,11.6235,713250.0
2020-06-12,12.3328,12.3328,11.5103,11.8599,447760.0
2020-06-13,12.3328,12.3328,11.5103,11.8599,447760.0
2020-06-14,12.3328,12.3328,11.5103,11.8599,447760.0
2020-06-15,11.2,12.1752,11.0916,12.1456,654720.0
2020-06-16,12.7957,12.9336,12.2835,12.6283,529454.0
2020-06-17,12.6677,12.6677,12.1762,12.4411,589441.0
2020-06-18,12.3032,12.6578,12.0767,12.1358,397284.0
2020-06-19,12.2638,12.3131,11.9486,12.2934,730961.0
2020-06-20,12.2638,12.3131,11.9486,12.2934,730961.0
2020-06-21,12.2638,12.3131,11.9486,12.2934,730961.0
2020-06-22,12.1062,12.2047,11.7811,12.1653,445964.0
2020-06-23,12.3525,12.579,12.0668,12.5593,491156.0
2020-06-24,12.2343,12.2343,11.2914,11.4265,777573.0
2020-06-25,11.3083,11.5644,11.0325,11.3576,498835.0
2020-06-26,11.328,11.3379,10.7862,11.1803,1698485.0
2020-06-27,11.328,11.3379,10.7862,11.1803,1698485.0
2020-06-28,11.328,11.3379,10.7862,11.1803,1698485.0
2020-06-29,11.5152,12.6086,11.4955,12.579,569596.0
2020-06-30,12.4017,12.5396,11.8599,12.0077,438059.0
2020-07-01,11.919,12.3032,11.328,11.3477,317895.0
2020-07-02,11.7614,12.0077,11.3083,11.3379,443714.0
2020-07-03,11.7614,12.0077,11.3083,11.3379,443714.0
2020-07-04,11.7614,12.0077,11.3083,11.3379,443714.0
2020-07-05,11.7614,12.0077,11.3083,11.3379,443714.0
2020-07-06,11.6531,11.8993,11.2492,11.594,278398.0
2020-07-07,11.3871,11.3871,10.9783,11.003,337434.0
2020-07-08,10.9143,11.0424,10.5991,10.8847,358046.0
2020-07-09,10.8453,10.8453,10.3331,10.4218,413528.0
2020-07-10,10.4907,10.8798,10.4612,10.7764,313945.0
2020-07-11,10.4907,10.8798,10.4612,10.7764,313945.0
2020-07-12,10.4907,10.8798,10.4612,10.7764,313945.0
2020-07-13,10.934,11.2788,10.4809,10.9833,329601.0
2020-07-14,10.9734,11.2098,10.7468,11.1113,289170.0
2020-07-15,11.5447,12.4017,11.5349,12.382,418820.0
2020-07-16,12.2047,12.5199,12.0077,12.451,315880.0
2020-07-17,12.4017,12.6677,12.1161,12.3426,351807.0
2020-07-18,12.4017,12.6677,12.1161,12.3426,351807.0
2020-07-19,12.4017,12.6677,12.1161,12.3426,351807.0
2020-07-20,12.254,12.254,11.6235,11.6531,351988.0
2020-07-21,11.8205,12.2441,11.7516,11.988,282870.0
2020-07-22,11.8107,12.1456,11.7565,12.0964,285959.0
2020-07-23,12.1949,12.7022,12.1161,12.5495,322293.0
2020-07-24,12.6578,12.8745,11.5447,11.5644,1005977.0
2020-07-25,12.6578,12.8745,11.5447,11.5644,1005977.0
2020-07-26,12.6578,12.8745,11.5447,11.5644,1005977.0
2020-07-27,11.4068,11.5841,11.131,11.4364,247617.0
2020-07-28,11.4265,11.7319,11.3379,11.4561,193396.0
2020-07-29,11.397,11.791,11.2098,11.7122,254070.0
2020-07-30,11.4265,11.4807,11.0128,11.4167,205540.0
2020-07-31,11.2492,11.5447,11.082,11.5349,443480.0
2020-08-01,11.2492,11.5447,11.082,11.5349,443480.0
2020-08-02,11.2492,11.5447,11.082,11.5349,443480.0
2020-08-03,11.6826,11.7516,11.2689,11.7023,273610.0
2020-08-04,11.6432,11.9289,11.6137,11.8205,281538.0
2020-08-05,12.1259,12.5101,11.9486,12.4904,223577.0
2020-08-06,12.4313,12.6775,12.3672,12.6086,243704.0
2020-08-07,12.5101,13.0715,12.4707,13.0617,294196.0
2020-08-08,12.5101,13.0715,12.4707,13.0617,294196.0
2020-08-09,12.5101,13.0715,12.4707,13.0617,294196.0
2020-08-10,13.1602,13.4262,12.9829,13.3178,308794.0
2020-08-11,13.5936,14.027,13.4557,13.5542,711531.0
2020-08-12,13.83,13.8891,12.9977,13.1898,191601.0
2020-08-13,13.0124,13.239,12.7859,13.0715,154992.0
2020-08-14,12.8942,13.3966,12.8844,13.2981,151723.0
2020-08-15,12.8942,13.3966,12.8844,13.2981,151723.0
2020-08-16,12.8942,13.3966,12.8844,13.2981,151723.0
2020-08-17,13.2981,13.303,12.9336,13.1701,198489.0
2020-08-18,13.1306,13.1306,12.5987,12.648,291903.0
2020-08-19,12.6283,12.8056,12.5593,12.6578,343183.0
2020-08-20,12.4411,12.8056,12.3229,12.7563,249123.0
2020-08-21,12.648,12.7859,12.5229,12.6874,341342.0
2020-08-22,12.648,12.7859,12.5229,12.6874,341342.0
2020-08-23,12.648,12.7859,12.5229,12.6874,341342.0
2020-08-24,12.8844,13.1553,12.6775,13.0715,248173.0
2020-08-25,13.2686,13.2981,12.7071,12.8548,206792.0
2020-08-26,12.8154,12.9238,12.4608,12.5298,185372.0
2020-08-27,12.6775,13.1011,12.5987,12.9533,219079.0
2020-08-28,13.1109,13.1306,12.8056,13.1208,216636.0
2020-08-29,13.1109,13.1306,12.8056,13.1208,216636.0
2020-08-30,13.1109,13.1306,12.8056,13.1208,216636.0
2020-08-31,13.0617,13.0617,12.648,12.6775,206287.0
2020-09-01,12.5692,12.9238,12.5101,12.9041,243434.0
2020-09-02,12.9139,13.239,12.8351,13.1602,185409.0
2020-09-03,13.239,13.505,12.6381,12.7268,185599.0
2020-09-04,13.0124,13.0715,12.4214,12.4313,200685.0
2020-09-05,13.0124,13.0715,12.4214,12.4313,200685.0
2020-09-06,13.0124,13.0715,12.4214,12.4313,200685.0
2020-09-07,13.0124,13.0715,12.4214,12.4313,200685.0
2020-09-08,12.4116,12.4313,11.8402,11.8993,240538.0
2020-09-09,12.0077,12.0077,11.3083,11.328,301411.0
2020-09-10,11.3083,11.525,11.0227,11.0325,219458.0
2020-09-11,11.0424,11.2,10.8059,11.1212,239093.0
2020-09-12,11.0424,11.2,10.8059,11.1212,239093.0
2020-09-13,11.0424,11.2,10.8059,11.1212,239093.0
2020-09-14,11.2103,11.6163,11.1905,11.6064,199933.0
2020-09-15,11.6559,11.8243,11.24,11.2994,287315.0
2020-09-16,11.3489,11.5866,11.2697,11.3984,359444.0
2020-09-17,12.3293,13.696,12.1808,13.5969,1272461.0
2020-09-18,13.696,14.3397,13.4682,14.3198,1282904.0
2020-09-19,13.696,14.3397,13.4682,14.3198,1282904.0
2020-09-20,13.696,14.3397,13.4682,14.3198,1282904.0
2020-09-21,13.8643,14.0178,13.3097,13.3295,533313.0
2020-09-22,13.3791,13.5375,12.8641,13.0225,487609.0
2020-09-23,12.8146,13.1315,11.6856,11.7252,704998.0
2020-09-24,11.8045,12.0322,11.5965,11.7748,254550.0
2020-09-25,11.7351,11.9431,11.6757,11.7847,234239.0
2020-09-26,11.7351,11.9431,11.6757,11.7847,234239.0
2020-09-27,11.7351,11.9431,11.6757,11.7847,234239.0
2020-09-28,11.9629,12.4086,11.8936,12.1313,205723.0
2020-09-29,12.1115,12.1709,11.6955,12.0223,150132.0
2020-09-30,12.1313,12.4581,11.8342,11.9431,223703.0
2020-10-01,12.0124,12.3194,11.9629,12.2699,242129.0
2020-10-02,11.9629,13.082,11.8144,12.9928,476156.0
2020-10-03,11.9629,13.082,11.8144,12.9928,476156.0
2020-10-04,11.9629,13.082,11.8144,12.9928,476156.0
2020-10-05,13.1315,13.1414,12.5274,12.6462,260696.0
2020-10-06,12.6561,12.8789,12.3788,12.3986,592353.0
2020-10-07,12.6759,13.0027,12.4086,12.6066,446665.0
2020-10-08,12.7948,12.8245,12.5076,12.7155,212819.0
2020-10-09,12.8641,12.8938,12.4383,12.468,210712.0
2020-10-10,12.8641,12.8938,12.4383,12.468,210712.0
2020-10-11,12.8641,12.8938,12.4383,12.468,210712.0
2020-10-12,12.5175,12.9433,12.3887,12.7948,390080.0
2020-10-13,12.5868,12.7948,12.3194,12.5571,211836.0
2020-10-14,12.4284,12.8641,12.3887,12.4086,220535.0
2020-10-15,12.26,12.666,12.0421,12.5373,181214.0
2020-10-16,12.4482,12.8641,12.2204,12.6264,292298.0
2020-10-17,12.4482,12.8641,12.2204,12.6264,292298.0
2020-10-18,12.4482,12.8641,12.2204,12.6264,292298.0
2020-10-19,12.6957,13.2206,12.6858,12.7651,222299.0
2020-10-20,12.9928,13.4781,12.8542,13.2503,364742.0
2020-10-21,13.2602,13.3692,13.0473,13.0919,133218.0
2020-10-22,13.1711,13.2404,12.9136,13.0721,327717.0
2020-10-23,13.1612,13.4583,13.1612,13.2602,178027.0
2020-10-24,13.1612,13.4583,13.1612,13.2602,178027.0
2020-10-25,13.1612,13.4583,13.1612,13.2602,178027.0
2020-10-26,13.1513,13.488,12.666,12.9334,584528.0
2020-10-27,12.468,12.671,10.7547,11.1806,1123434.0
2020-10-28,10.9825,11.5371,10.8241,11.1905,803805.0
2020-10-29,11.1707,11.5222,10.9924,11.4182,700270.0
2020-10-30,11.2895,11.5569,11.2103,11.3489,724752.0
2020-10-31,11.2895,11.5569,11.2103,11.3489,724752.0
2020-11-01,11.2895,11.5569,11.2103,11.3489,724752.0
2020-11-02,11.5767,11.6609,11.2598,11.5371,447250.0
2020-11-03,11.7946,12.0619,11.6658,11.6757,405696.0
2020-11-04,11.3093,11.6856,11.0617,11.339,379511.0
2020-11-05,11.3984,11.745,11.2895,11.3786,435118.0
2020-11-06,11.4975,11.7252,11.3093,11.3687,437452.0
2020-11-07,11.4975,11.7252,11.3093,11.3687,437452.0
2020-11-08,11.4975,11.7252,11.3093,11.3687,437452.0
2020-11-09,12.26,13.8445,12.26,13.6464,849253.0
2020-11-10,13.8049,13.8445,13.4385,13.6464,434773.0
2020-11-11,13.6563,13.6563,12.9334,13.2503,172899.0
2020-11-12,12.9334,13.2998,12.9334,13.0523,246639.0
2020-11-13,13.181,13.587,13.1315,13.4484,175305.0
2020-11-14,13.181,13.587,13.1315,13.4484,175305.0
2020-11-15,13.181,13.587,13.1315,13.4484,175305.0
2020-11-16,13.6662,14.1812,13.5969,13.8247,693150.0
2020-11-17,13.6464,13.8148,13.4781,13.7257,272023.0
2020-11-18,13.8247,14.0029,13.6167,13.7455,385536.0
2020-11-19,13.7653,14.0129,13.6068,13.9237,208767.0
2020-11-20,13.7554,13.9237,13.6266,13.9138,167445.0
2020-11-21,13.7554,13.9237,13.6266,13.9138,167445.0
2020-11-22,13.7554,13.9237,13.6266,13.9138,167445.0
2020-11-23,14.0228,14.3595,13.9633,14.1614,139843.0
2020-11-24,14.4684,15.3795,14.1812,15.3399,246393.0
2020-11-25,15.1715,15.1913,14.716,14.9635,240575.0
2020-11-26,15.1715,15.1913,14.716,14.9635,240575.0
2020-11-27,14.8744,14.9635,14.4882,14.6367,97066.0
2020-11-28,14.8744,14.9635,14.4882,14.6367,97066.0
2020-11-29,14.8744,14.9635,14.4882,14.6367,97066.0
2020-11-30,14.4684,14.4684,13.4781,13.5276,398383.0
2020-12-01,13.6761,14.0624,13.6316,13.8148,430476.0
2020-12-02,13.7851,14.2406,13.7554,14.1317,182522.0
2020-12-03,14.1911,14.4684,13.9534,14.2406,103596.0
2020-12-04,14.4189,15.0923,14.3397,15.0824,155001.0
2020-12-05,14.4189,15.0923,14.3397,15.0824,155001.0
2020-12-06,14.4189,15.0923,14.3397,15.0824,155001.0
2020-12-07,14.9437,15.1616,14.6169,14.8942,241587.0
2020-12-08,14.6764,15.0923,14.6764,14.9933,163483.0
2020-12-09,15.1517,15.1715,14.81,14.9734,440898.0
2020-12-10,14.7556,14.8942,14.3892,14.5674,142714.0
2020-12-11,14.3892,14.5278,14.0772,14.1119,155696.0
2020-12-12,14.3892,14.5278,14.0772,14.1119,155696.0
2020-12-13,14.3892,14.5278,14.0772,14.1119,155696.0
2020-12-14,14.3108,14.3108,13.9428,13.9627,180455.0
2020-12-15,14.0124,14.6489,13.9329,14.629,141546.0
2020-12-16,14.6091,14.818,14.3008,14.5594,175552.0
2020-12-17,14.4599,14.4898,13.7638,13.9329,249936.0
2020-12-18,13.8931,14.3903,13.8036,14.0621,881756.0
2020-12-19,13.8931,14.3903,13.8036,14.0621,881756.0
2020-12-20,13.8931,14.3903,13.8036,14.0621,881756.0
2020-12-21,13.7141,13.8633,13.1074,13.4953,204074.0
2020-12-22,13.4456,13.6146,13.2367,13.3859,154109.0
2020-12-23,13.5052,14.2113,13.3362,14.0721,275514.0
2020-12-24,14.1715,14.271,13.8633,14.2412,64578.0
2020-12-25,14.1715,14.271,13.8633,14.2412,64578.0
2020-12-26,14.1715,14.271,13.8633,14.2412,64578.0
2020-12-27,14.1715,14.271,13.8633,14.2412,64578.0
2020-12-28,14.3506,14.6688,14.1318,14.261,202575.0
2020-12-29,14.4699,14.4699,14.0721,14.4699,374981.0
2020-12-30,14.45,14.7782,14.4301,14.5395,208251.0
2020-12-31,14.5992,14.8379,14.1119,14.5992,246425.0
2021-01-01,14.5992,14.8379,14.1119,14.5992,246425.0
2021-01-02,14.5992,14.8379,14.1119,14.5992,246425.0
2021-01-03,14.5992,14.8379,14.1119,14.5992,246425.0
2021-01-04,14.6091,14.6588,13.5052,13.7141,226905.0
2021-01-05,13.734,14.4997,13.734,14.3207,353119.0
2021-01-06,14.7086,15.4047,14.7086,15.1163,320240.0
2021-01-07,15.1461,15.3252,14.6787,15.0268,228930.0
2021-01-08,15.0865,15.1461,14.7285,15.0865,194025.0
2021-01-09,15.0865,15.1461,14.7285,15.0865,194025.0
2021-01-10,15.0865,15.1461,14.7285,15.0865,194025.0
2021-01-11,14.9373,15.166,14.8777,15.0566,159606.0
2021-01-12,15.0865,15.8821,15.0765,15.6633,233111.0
2021-01-13,15.6633,15.6633,15.2456,15.4047,138711.0
2021-01-14,15.5837,15.9915,15.4445,15.7926,223013.0
2021-01-15,15.4942,15.7627,15.4246,15.5937,212404.0
2021-01-16,15.4942,15.7627,15.4246,15.5937,212404.0
2021-01-17,15.4942,15.7627,15.4246,15.5937,212404.0
2021-01-18,15.4942,15.7627,15.4246,15.5937,212404.0
2021-01-19,15.7926,15.8622,15.2158,15.7627,315509.0
2021-01-20,15.7826,16.1804,15.7826,15.8821,184136.0
2021-01-21,15.8821,16.081,15.7528,15.9318,156796.0
2021-01-22,15.6732,16.2003,15.534,16.1804,166301.0
2021-01-23,15.6732,16.2003,15.534,16.1804,166301.0
2021-01-24,15.6732,16.2003,15.534,16.1804,166301.0
2021-01-25,15.9716,16.1208,15.5887,16.0213,277086.0
2021-01-26,16.2301,16.2799,15.8821,16.2003,165097.0
2021-01-27,15.7329,16.3097,15.6832,15.9517,403523.0
2021-01-28,16.1804,16.26,15.4942,15.6732,203695.0
2021-01-29,15.6434,15.6434,14.808,14.8776,440146.0
2021-01-30,15.6434,15.6434,14.808,14.8776,440146.0
2021-01-31,15.6434,15.6434,14.808,14.8776,440146.0
2021-02-01,14.997,15.3252,14.7185,15.2953,254077.0
2021-02-02,15.534,15.534,15.2158,15.2257,318189.0
2021-02-03,15.1461,15.355,14.8379,15.2555,209672.0
2021-02-04,15.2655,16.0909,15.2655,16.0114,165284.0
2021-02-05,16.1904,16.1904,15.5937,15.8323,180916.0
2021-02-06,16.1904,16.1904,15.5937,15.8323,180916.0
2021-02-07,16.1904,16.1904,15.5937,15.8323,180916.0
2021-02-08,15.8323,16.5285,15.8125,16.5086,157249.0
2021-02-09,16.4589,16.5583,16.2998,16.4887,108419.0
2021-02-10,16.5683,16.7473,16.4191,16.6081,118004.0
2021-02-11,16.0909,17.165,15.0295,15.5738,572037.0
2021-02-12,15.3948,16.1108,15.3948,15.8323,413965.0
2021-02-13,15.3948,16.1108,15.3948,15.8323,413965.0
2021-02-14,15.3948,16.1108,15.3948,15.8323,413965.0
2021-02-15,15.3948,16.1108,15.3948,15.8323,413965.0
2021-02-16,15.8323,15.9119,15.6036,15.8125,329262.0
2021-02-17,15.5937,15.8821,15.5837,15.6931,279521.0
2021-02-18,15.5241,15.5837,15.0865,15.3649,323449.0
2021-02-19,15.3948,15.6931,15.2854,15.6533,322001.0
2021-02-20,15.3948,15.6931,15.2854,15.6533,322001.0
2021-02-21,15.3948,15.6931,15.2854,15.6533,322001.0
2021-02-22,15.5042,16.6379,15.5042,16.6081,173522.0
2021-02-23,16.5384,17.0655,16.3644,16.6379,299604.0
2021-02-24,16.8169,17.3937,16.7572,17.2744,252708.0
2021-02-25,17.344,17.344,16.429,16.4987,337886.0
2021-02-26,16.429,16.7473,16.1904,16.2202,229772.0
2021-02-27,16.429,16.7473,16.1904,16.2202,229772.0
2021-02-28,16.429,16.7473,16.1904,16.2202,229772.0
2021-03-01,16.5882,17.0655,16.5882,16.8965,311113.0
2021-03-02,16.797,17.3042,16.797,17.0158,323575.0
2021-03-03,17.0257,17.8114,17.0257,17.4932,281329.0
2021-03-04,17.5031,17.5827,16.7075,16.9362,696857.0
2021-03-05,17.1849,17.3042,16.4688,17.2843,261870.0
2021-03-06,17.1849,17.3042,16.4688,17.2843,261870.0
2021-03-07,17.1849,17.3042,16.4688,17.2843,261870.0
2021-03-08,17.4733,18.2987,17.3987,18.2191,220269.0
2021-03-09,18.2689,18.2689,17.3738,17.4235,522626.0
2021-03-10,17.4534,18.249,17.2246,18.0799,336056.0
2021-03-11,18.0899,18.1595,17.8711,18.1495,150081.0
2021-03-12,18.2593,18.7482,18.1795,18.4987,134460.0
2021-03-13,18.2593,18.7482,18.1795,18.4987,134460.0
2021-03-14,18.2593,18.7482,18.1795,18.4987,134460.0
2021-03-15,18.3591,18.4668,17.8702,18.0298,386098.0
2021-03-16,17.8502,17.9001,17.1617,17.4212,162089.0
2021-03-17,17.4012,17.7305,17.1318,17.6606,138646.0
2021-03-18,17.3513,18.379,17.3513,17.7804,282098.0
2021-03-19,17.7205,17.8203,17.1917,17.491,843276.0
2021-03-20,17.7205,17.8203,17.1917,17.491,843276.0
2021-03-21,17.7205,17.8203,17.1917,17.491,843276.0
2021-03-22,17.491,17.491,16.593,16.8325,257185.0
2021-03-23,16.603,16.6828,16.164,16.2937,422599.0
2021-03-24,16.4932,17.3513,16.2637,16.2937,267761.0
2021-03-25,16.134,16.7227,15.6451,16.603,231324.0
2021-03-26,16.9123,16.9821,16.583,16.7826,185754.0
2021-03-27,16.9123,16.9821,16.583,16.7826,185754.0
2021-03-28,16.9123,16.9821,16.583,16.7826,185754.0
2021-03-29,16.7227,16.8923,16.144,16.144,139483.0
2021-03-30,16.164,16.2937,16.0442,16.1141,249676.0
2021-03-31,16.2138,16.6628,15.9544,16.4733,458315.0
2021-04-01,16.4134,16.6728,16.3036,16.5232,279777.0
2021-04-02,16.4134,16.6728,16.3036,16.5232,279777.0
2021-04-03,16.4134,16.6728,16.3036,16.5232,279777.0
2021-04-04,16.4134,16.6728,16.3036,16.5232,279777.0
2021-04-05,16.7427,16.7427,16.5132,16.7327,317889.0
2021-04-06,16.6928,17.042,16.6928,16.8325,228105.0
2021-04-07,16.7526,16.8225,16.1989,16.3136,143447.0
2021-04-08,16.2837,16.6728,16.0941,16.6628,338752.0
2021-04-09,16.7327,16.9921,16.6229,16.8325,383501.0
2021-04-10,16.7327,16.9921,16.6229,16.8325,383501.0
2021-04-11,16.7327,16.9921,16.6229,16.8325,383501.0
2021-04-12,16.8125,16.8624,16.6828,16.7526,133233.0
2021-04-13,16.593,16.593,16.3035,16.4234,161323.0
2021-04-14,16.4134,17.1907,16.4134,16.9821,341560.0
2021-04-15,17.042,17.2216,16.7912,16.8923,85886.0
2021-04-16,17.0819,17.3214,17.0021,17.1917,246251.0
2021-04-17,17.0819,17.3214,17.0021,17.1917,246251.0
2021-04-18,17.0819,17.3214,17.0021,17.1917,246251.0
2021-04-19,22.5497,23.4078,22.5198,23.2482,27983313.0
2021-04-20,23.1184,23.4477,22.9189,23.0785,3772542.0
2021-04-21,23.0486,23.6473,23.0286,23.5076,5377194.0
2021-04-22,23.6972,23.7171,23.0686,23.0885,2348750.0
2021-04-23,23.2681,24.2459,23.1783,24.226,2656257.0
2021-04-24,23.2681,24.2459,23.1783,24.226,2656257.0
2021-04-25,23.2681,24.2459,23.1783,24.226,2656257.0
2021-04-26,24.236,24.645,23.5974,23.6473,1709875.0
2021-04-27,23.5674,24.0364,23.5674,23.777,2243865.0
2021-04-28,23.8867,23.8867,23.4876,23.7969,1612368.0
2021-04-29,24.0164,24.4056,23.8368,24.3158,980967.0
2021-04-30,24.0663,24.1761,23.8169,23.8468,1588419.0
2021-05-01,24.0663,24.1761,23.8169,23.8468,1588419.0
2021-05-02,24.0663,24.1761,23.8169,23.8468,1588419.0
2021-05-03,24.1062,24.4654,23.9366,24.2858,1206396.0
2021-05-04,24.1661,24.4505,24.1661,24.3457,1191029.0
2021-05-05,24.3956,24.5552,24.1761,24.5453,1985438.0
2021-05-06,24.4854,24.6051,24.3158,24.4056,1736642.0
2021-05-07,24.206,24.5253,24.196,24.4455,1533512.0
2021-05-08,24.206,24.5253,24.196,24.4455,1533512.0
2021-05-09,24.206,24.5253,24.196,24.4455,1533512.0
2021-05-10,24.4954,25.2188,24.4954,24.9943,1254353.0
2021-05-11,24.6251,25.0092,24.4405,24.9544,1713684.0
2021-05-12,24.9444,25.3734,24.6151,24.645,1084314.0
2021-05-13,24.5054,24.9344,24.3657,24.5852,1842139.0
2021-05-14,24.8546,25.2537,24.655,25.1639,530628.0
2021-05-15,24.8546,25.2537,24.655,25.1639,530628.0
2021-05-16,24.8546,25.2537,24.655,25.1639,530628.0
2021-05-17,25.094,25.2936,24.8047,25.2637,286137.0
2021-05-18,25.2138,25.4732,25.1439,25.1838,359730.0
2021-05-19,25.0342,25.0442,24.5952,24.9943,468233.0
2021-05-20,24.9943,25.114,24.6351,25.0741,291368.0
2021-05-21,25.2537,25.3435,24.8845,25.0042,315900.0
2021-05-22,25.2537,25.3435,24.8845,25.0042,315900.0
2021-05-23,25.2537,25.3435,24.8845,25.0042,315900.0
2021-05-24,25.094,25.4233,24.8446,25.3435,138588.0
2021-05-25,25.2836,25.5331,25.1539,25.2238,472448.0
2021-05-26,25.2736,25.6029,25.0442,25.573,300719.0
2021-05-27,25.7526,25.992,25.6428,25.9122,456401.0
