,MLKN US Equity,MLKN US Equity,MLKN US Equity,MLKN US Equity,MLKN US Equity
2020-03-14,21.5266,22.2851,19.4076,20.7081,949134.0
2020-03-15,21.5266,22.2851,19.4076,20.7081,949134.0
2020-03-16,19.0984,21.0628,17.4977,17.7251,929311.0
2020-03-17,18.1525,18.1525,13.0869,15.1514,1570061.0
2020-03-18,14.06,14.7148,13.2143,13.7781,1636832.0
2020-03-19,14.2328,17.0339,13.237,15.9426,1263649.0
2020-03-20,15.9153,18.098,15.506,17.6251,1754627.0
2020-03-21,15.9153,18.098,15.506,17.6251,1754627.0
2020-03-22,15.9153,18.098,15.506,17.6251,1754627.0
2020-03-23,17.8797,18.3344,16.1699,17.6614,1184731.0
2020-03-24,18.4345,19.6076,17.9888,19.5076,838682.0
2020-03-25,20.7717,20.9173,18.8619,20.0715,1455793.0
2020-03-26,20.3261,22.0268,20.3261,21.5993,828074.0
2020-03-27,20.7717,23.2091,20.6899,22.145,1238683.0
2020-03-28,20.7717,23.2091,20.6899,22.145,1238683.0
2020-03-29,20.7717,23.2091,20.6899,22.145,1238683.0
2020-03-30,22.0268,22.53,20.3989,20.699,949582.0
2020-03-31,20.9173,21.6084,19.9805,20.1897,750941.0
2020-04-01,19.0984,20.3443,18.389,18.7891,827709.0
2020-04-02,18.5891,19.3257,17.9161,18.3435,839603.0
2020-04-03,18.1343,18.771,16.179,16.179,819998.0
2020-04-04,18.1343,18.771,16.179,16.179,819998.0
2020-04-05,18.1343,18.771,16.179,16.179,819998.0
2020-04-06,16.943,17.616,16.3882,17.2795,1113599.0
2020-04-07,17.8433,18.8164,17.2795,17.6432,1111430.0
2020-04-08,17.9616,18.7528,17.7615,18.489,710472.0
2020-04-09,18.9165,20.1533,18.9165,19.9532,484655.0
2020-04-10,18.9165,20.1533,18.9165,19.9532,484655.0
2020-04-11,18.9165,20.1533,18.9165,19.9532,484655.0
2020-04-12,18.9165,20.1533,18.9165,19.9532,484655.0
2020-04-13,19.9714,20.0347,18.5891,19.0802,304369.0
2020-04-14,19.5622,19.8805,18.4708,18.8528,591606.0
2020-04-15,17.9979,18.0218,17.2977,17.5068,541864.0
2020-04-16,17.4159,17.4477,16.3518,16.8429,500520.0
2020-04-17,17.5068,18.7064,17.425,18.4436,380935.0
2020-04-18,17.5068,18.7064,17.425,18.4436,380935.0
2020-04-19,17.5068,18.7064,17.425,18.4436,380935.0
2020-04-20,17.8251,18.4708,17.4841,17.5432,478569.0
2020-04-21,17.0339,17.425,16.6485,17.2431,429349.0
2020-04-22,17.6614,17.6614,16.8247,16.8338,345575.0
2020-04-23,16.9157,18.2389,16.8429,18.0252,501788.0
2020-04-24,18.0616,18.2071,17.3613,18.0116,406709.0
2020-04-25,18.0616,18.2071,17.3613,18.0116,406709.0
2020-04-26,18.0616,18.2071,17.3613,18.0116,406709.0
2020-04-27,18.1889,19.8494,18.1889,19.494,579538.0
2020-04-28,20.2897,21.4447,20.2261,20.5717,756490.0
2020-04-29,21.2356,21.8722,21.0807,21.6903,777902.0
2020-04-30,21.0355,21.1264,20.1533,20.4989,845234.0
2020-05-01,20.0533,20.2352,18.7437,19.5895,616117.0
2020-05-02,20.0533,20.2352,18.7437,19.5895,616117.0
2020-05-03,20.0533,20.2352,18.7437,19.5895,616117.0
2020-05-04,19.3075,19.7713,18.871,19.544,784085.0
2020-05-05,19.9623,20.6899,19.7895,19.7895,440280.0
2020-05-06,19.8259,20.0578,18.8983,18.9301,346565.0
2020-05-07,19.0711,20.0897,19.0711,19.7077,548608.0
2020-05-08,20.2352,21.5902,20.0169,21.4447,610609.0
2020-05-09,20.2352,21.5902,20.0169,21.4447,610609.0
2020-05-10,20.2352,21.5902,20.0169,21.4447,610609.0
2020-05-11,20.9718,21.1719,19.5895,20.1351,553558.0
2020-05-12,20.2079,20.2715,18.7982,18.8346,431475.0
2020-05-13,18.6436,19.1984,17.7797,18.3526,496766.0
2020-05-14,17.7797,18.6164,17.3795,18.4072,419593.0
2020-05-15,18.289,18.8801,18.0616,18.7482,446448.0
2020-05-16,18.289,18.8801,18.0616,18.7482,446448.0
2020-05-17,18.289,18.8801,18.0616,18.7482,446448.0
2020-05-18,19.544,21.2628,19.544,21.181,664812.0
2020-05-19,20.9809,21.1628,20.1442,20.1442,564428.0
2020-05-20,20.799,21.1901,20.2079,20.2897,512178.0
2020-05-21,20.2897,20.5262,19.7259,20.3898,473193.0
2020-05-22,20.9445,21.5811,20.1715,21.5266,658508.0
2020-05-23,20.9445,21.5811,20.1715,21.5266,658508.0
2020-05-24,20.9445,21.5811,20.1715,21.5266,658508.0
2020-05-25,20.9445,21.5811,20.1715,21.5266,658508.0
2020-05-26,22.4542,23.2727,22.336,22.8907,913387.0
2020-05-27,23.7183,23.973,22.4815,23.5819,693666.0
2020-05-28,23.7274,23.7638,21.9904,22.0541,516004.0
2020-05-29,21.6084,21.8176,20.8081,20.9354,771717.0
2020-05-30,21.6084,21.8176,20.8081,20.9354,771717.0
2020-05-31,21.6084,21.8176,20.8081,20.9354,771717.0
2020-06-01,21.09,21.5084,20.7626,21.09,605661.0
2020-06-02,21.5811,22.0995,21.2447,21.5993,543504.0
2020-06-03,22.1177,23.0781,22.1177,22.7543,840174.0
2020-06-04,22.5906,23.4273,22.0586,23.0817,523763.0
2020-06-05,24.3186,26.3739,24.1815,25.6373,1014358.0
2020-06-06,24.3186,26.3739,24.1815,25.6373,1014358.0
2020-06-07,24.3186,26.3739,24.1815,25.6373,1014358.0
2020-06-08,26.1557,26.8741,25.6464,26.2739,717304.0
2020-06-09,25.5009,25.801,24.4004,24.7187,675061.0
2020-06-10,24.7278,24.7278,23.4182,23.5728,429565.0
2020-06-11,22.1905,22.5724,21.0309,21.0628,492548.0
2020-06-12,22.3269,22.3269,21.0628,21.763,620799.0
2020-06-13,22.3269,22.3269,21.0628,21.763,620799.0
2020-06-14,22.3269,22.3269,21.0628,21.763,620799.0
2020-06-15,20.9445,23.2363,20.4807,22.5452,793799.0
2020-06-16,23.3455,23.8911,22.6907,23.2727,502304.0
2020-06-17,23.2454,23.2454,22.0177,22.2087,512051.0
2020-06-18,21.8267,22.8998,21.8267,22.0995,558662.0
2020-06-19,22.3996,22.5088,21.2174,21.8358,1164065.0
2020-06-20,22.3996,22.5088,21.2174,21.8358,1164065.0
2020-06-21,22.3996,22.5088,21.2174,21.8358,1164065.0
2020-06-22,21.8358,22.0268,21.281,22.004,712442.0
2020-06-23,22.3906,23.2454,22.1541,23.0726,562759.0
2020-06-24,22.627,22.8089,21.5175,21.9995,707034.0
2020-06-25,21.6994,22.3087,21.6903,22.2178,553307.0
2020-06-26,21.954,22.727,21.472,22.5543,2237050.0
2020-06-27,21.954,22.727,21.472,22.5543,2237050.0
2020-06-28,21.954,22.727,21.472,22.5543,2237050.0
2020-06-29,22.9362,24.1185,22.8453,23.9275,1023884.0
2020-06-30,23.7986,24.2731,21.4629,21.472,2097759.0
2020-07-01,22.1996,22.5997,20.7808,20.8081,905177.0
2020-07-02,21.3265,21.6721,20.1988,20.2897,860664.0
2020-07-03,21.3265,21.6721,20.1988,20.2897,860664.0
2020-07-04,21.3265,21.6721,20.1988,20.2897,860664.0
2020-07-05,21.3265,21.6721,20.1988,20.2897,860664.0
2020-07-06,20.6899,21.0537,19.8487,20.4716,916315.0
2020-07-07,20.1624,20.2625,19.2893,19.3439,735222.0
2020-07-08,19.2348,19.3894,18.6991,18.9983,1085222.0
2020-07-09,19.6076,19.6804,18.9438,19.0574,976738.0
2020-07-10,18.9801,19.4712,18.8073,19.4394,715308.0
2020-07-11,18.9801,19.4712,18.8073,19.4394,715308.0
2020-07-12,18.9801,19.4712,18.8073,19.4394,715308.0
2020-07-13,19.7804,19.926,18.7073,19.2211,771039.0
2020-07-14,19.253,19.5349,18.8574,19.4439,484381.0
2020-07-15,19.9441,21.1173,19.7986,20.9627,728957.0
2020-07-16,20.7445,21.4719,20.5853,21.09,563989.0
2020-07-17,21.0991,21.5266,20.8354,20.9627,353198.0
2020-07-18,21.0991,21.5266,20.8354,20.9627,353198.0
2020-07-19,21.0991,21.5266,20.8354,20.9627,353198.0
2020-07-20,20.7808,21.0446,20.4807,20.6717,421010.0
2020-07-21,21.0173,21.4084,20.89,21.0719,351201.0
2020-07-22,20.7899,21.2948,20.5848,21.0173,751843.0
2020-07-23,21.0628,21.763,20.9354,21.5993,720650.0
2020-07-24,21.6084,21.6903,20.8445,20.9082,461134.0
2020-07-25,21.6084,21.6903,20.8445,20.9082,461134.0
2020-07-26,21.6084,21.6903,20.8445,20.9082,461134.0
2020-07-27,20.7899,20.99,20.0851,20.4989,947322.0
2020-07-28,20.5171,21.1719,20.4716,20.7808,652028.0
2020-07-29,20.9082,21.6084,20.3443,21.5902,560211.0
2020-07-30,21.1719,21.5902,20.4262,21.281,723602.0
2020-07-31,21.0719,21.4947,20.4898,21.3083,908587.0
2020-08-01,21.0719,21.4947,20.4898,21.3083,908587.0
2020-08-02,21.0719,21.4947,20.4898,21.3083,908587.0
2020-08-03,21.3174,21.4356,20.5171,21.2356,822398.0
2020-08-04,21.2356,21.663,20.9263,21.472,571432.0
2020-08-05,21.7358,22.0268,21.0537,21.9722,936328.0
2020-08-06,21.954,22.3906,21.5358,22.2814,591556.0
2020-08-07,22.1086,23.2727,22.0722,23.2682,479009.0
2020-08-08,22.1086,23.2727,22.0722,23.2682,479009.0
2020-08-09,22.1086,23.2727,22.0722,23.2682,479009.0
2020-08-10,23.3728,24.0548,23.3728,23.8911,657548.0
2020-08-11,24.2913,24.6642,23.1363,23.3182,646903.0
2020-08-12,23.6547,23.6547,22.3314,22.4815,606896.0
2020-08-13,22.3087,22.6907,21.9813,22.4724,399682.0
2020-08-14,22.2359,22.818,22.1223,22.727,420164.0
2020-08-15,22.2359,22.818,22.1223,22.727,420164.0
2020-08-16,22.2359,22.818,22.1223,22.727,420164.0
2020-08-17,22.6361,22.8271,22.1086,22.3906,357872.0
2020-08-18,22.2905,22.436,20.9718,21.0719,776724.0
2020-08-19,21.181,21.7721,20.8718,21.4538,727734.0
2020-08-20,21.1537,22.0177,21.0628,21.9085,440187.0
2020-08-21,21.8267,22.1177,21.6721,21.8267,667712.0
2020-08-22,21.8267,22.1177,21.6721,21.8267,667712.0
2020-08-23,21.8267,22.1177,21.6721,21.8267,667712.0
2020-08-24,22.1541,22.6816,21.7903,22.5543,457049.0
2020-08-25,22.718,22.7361,21.9358,22.0813,474792.0
2020-08-26,21.9722,22.0268,21.3265,21.6084,510711.0
2020-08-27,21.5993,22.2996,21.5721,22.1359,355229.0
2020-08-28,22.4087,22.436,21.8176,22.4178,279573.0
2020-08-29,22.4087,22.436,21.8176,22.4178,279573.0
2020-08-30,22.4087,22.436,21.8176,22.4178,279573.0
2020-08-31,22.4087,22.4087,21.5084,21.6721,634405.0
2020-09-01,21.4993,22.0995,21.1901,22.0813,405626.0
2020-09-02,21.9722,22.7089,21.9722,22.6179,422589.0
2020-09-03,22.6816,23.0317,21.7085,21.8813,440062.0
2020-09-04,22.0268,22.2178,21.09,21.3447,394588.0
2020-09-05,22.0268,22.2178,21.09,21.3447,394588.0
2020-09-06,22.0268,22.2178,21.09,21.3447,394588.0
2020-09-07,22.0268,22.2178,21.09,21.3447,394588.0
2020-09-08,21.1901,21.5448,20.7172,20.9082,408897.0
2020-09-09,21.0537,21.0628,19.926,20.1169,628830.0
2020-09-10,20.1351,20.545,19.9623,20.1442,602716.0
2020-09-11,20.1624,20.7445,19.9623,20.6353,637138.0
2020-09-12,20.1624,20.7445,19.9623,20.6353,637138.0
2020-09-13,20.1624,20.7445,19.9623,20.6353,637138.0
2020-09-14,21.081,22.4633,21.0488,22.2905,1103477.0
2020-09-15,22.336,23.1545,22.2541,22.627,788658.0
2020-09-16,23.3637,24.4822,23.0363,23.541,2953188.0
2020-09-17,27.7927,32.0034,27.2925,31.4213,25199520.0
2020-09-18,31.2395,32.0398,30.8757,31.3941,7047100.0
2020-09-19,31.2395,32.0398,30.8757,31.3941,7047100.0
2020-09-20,31.2395,32.0398,30.8757,31.3941,7047100.0
2020-09-21,31.5487,31.587,28.7476,28.8931,2368871.0
2020-09-22,29.2569,29.5115,28.502,28.9931,1366038.0
2020-09-23,28.6294,29.2387,27.0196,27.156,1240941.0
2020-09-24,26.9742,27.9245,26.574,27.5835,1085052.0
2020-09-25,27.0833,27.7836,27.0833,27.5107,941024.0
2020-09-26,27.0833,27.7836,27.0833,27.5107,941024.0
2020-09-27,27.0833,27.7836,27.0833,27.5107,941024.0
2020-09-28,27.9927,28.2838,27.2925,27.5926,787412.0
2020-09-29,27.4744,27.7699,26.7832,27.6744,880300.0
2020-09-30,27.7017,28.7112,27.2743,27.4289,914537.0
2020-10-01,27.5198,29.1978,27.5198,29.0113,1074265.0
2020-10-02,28.0837,30.7938,27.8563,30.6028,1006717.0
2020-10-03,28.0837,30.7938,27.8563,30.6028,1006717.0
2020-10-04,28.0837,30.7938,27.8563,30.6028,1006717.0
2020-10-05,30.9121,31.003,28.9204,29.3615,1306525.0
2020-10-06,29.6388,30.189,28.9931,29.0477,609922.0
2020-10-07,29.3933,30.3027,29.1205,29.3478,664533.0
2020-10-08,29.9753,30.1572,28.4657,28.8294,943579.0
2020-10-09,29.2023,29.4339,28.4747,28.8749,546790.0
2020-10-10,29.2023,29.4339,28.4747,28.8749,546790.0
2020-10-11,29.2023,29.4339,28.4747,28.8749,546790.0
2020-10-12,28.9295,29.3751,28.7295,29.0659,447899.0
2020-10-13,28.984,29.2932,28.3201,29.1114,568494.0
2020-10-14,29.4115,30.1027,28.9568,28.984,453833.0
2020-10-15,28.5293,29.8571,28.2019,29.7662,536902.0
2020-10-16,29.6479,30.4028,29.4784,30.2845,858254.0
2020-10-17,29.6479,30.4028,29.4784,30.2845,858254.0
2020-10-18,29.6479,30.4028,29.4784,30.2845,858254.0
2020-10-19,30.5301,31.7397,30.3755,31.0667,919114.0
2020-10-20,31.4577,32.4036,30.916,31.4577,854721.0
2020-10-21,31.5214,31.6032,30.7665,30.8029,425422.0
2020-10-22,30.7484,30.7484,30.0481,30.5756,592653.0
2020-10-23,30.9939,31.6942,30.3779,31.6578,478343.0
2020-10-24,30.9939,31.6942,30.3779,31.6578,478343.0
2020-10-25,30.9939,31.6942,30.3779,31.6578,478343.0
2020-10-26,31.0667,31.4577,30.2936,30.7756,631783.0
2020-10-27,30.6392,30.7847,29.7389,30.0754,572796.0
2020-10-28,29.3842,30.1481,29.1295,29.1841,837508.0
2020-10-29,29.1023,29.4751,28.6112,29.075,584404.0
2020-10-30,28.9749,29.4206,27.4834,27.7108,705120.0
2020-10-31,28.9749,29.4206,27.4834,27.7108,705120.0
2020-11-01,28.9749,29.4206,27.4834,27.7108,705120.0
2020-11-02,28.2292,29.2296,27.8018,28.9477,505126.0
2020-11-03,29.5843,29.7389,28.8567,29.1614,534601.0
2020-11-04,28.8385,29.3478,27.8927,28.6566,278820.0
2020-11-05,28.7385,29.7934,28.7385,29.4024,265424.0
2020-11-06,29.3387,29.8935,28.8322,29.0477,259123.0
2020-11-07,29.3387,29.8935,28.8322,29.0477,259123.0
2020-11-08,29.3387,29.8935,28.8322,29.0477,259123.0
2020-11-09,31.4577,33.1038,31.3486,32.2853,833689.0
2020-11-10,32.4945,33.0304,32.1216,32.3035,529984.0
2020-11-11,32.258,32.7219,30.8575,32.1671,410090.0
2020-11-12,31.7124,31.9625,30.5665,31.003,312355.0
2020-11-13,31.3668,32.3399,31.0394,32.1853,296022.0
2020-11-14,31.3668,32.3399,31.0394,32.1853,296022.0
2020-11-15,31.3668,32.3399,31.0394,32.1853,296022.0
2020-11-16,33.1857,34.3043,32.6673,34.0496,816832.0
2020-11-17,33.7132,34.2952,32.9128,34.1133,438426.0
2020-11-18,34.1042,34.7681,33.4403,33.4585,325596.0
2020-11-19,33.2948,33.9041,32.7427,33.4676,304474.0
2020-11-20,33.5495,33.5495,32.6582,33.4039,308746.0
2020-11-21,33.5495,33.5495,32.6582,33.4039,308746.0
2020-11-22,33.5495,33.5495,32.6582,33.4039,308746.0
2020-11-23,34.3369,34.4862,33.2493,34.1224,318283.0
2020-11-24,34.5953,35.432,34.1042,35.3411,569002.0
2020-11-25,35.1651,35.4027,34.3153,34.6534,350390.0
2020-11-26,35.1651,35.4027,34.3153,34.6534,350390.0
2020-11-27,34.5163,34.7081,33.8629,34.3244,125640.0
2020-11-28,34.5163,34.7081,33.8629,34.3244,125640.0
2020-11-29,34.5163,34.7081,33.8629,34.3244,125640.0
2020-11-30,33.9314,34.2056,32.4419,32.5698,556442.0
2020-12-01,34.4531,34.4531,32.5972,33.1455,719849.0
2020-12-02,33.0907,33.9223,32.7069,33.7304,405694.0
2020-12-03,33.8583,34.891,33.6481,34.4889,350069.0
2020-12-04,34.6077,35.4119,34.4889,35.3479,406790.0
2020-12-05,34.6077,35.4119,34.4889,35.3479,406790.0
2020-12-06,34.6077,35.4119,34.4889,35.3479,406790.0
2020-12-07,35.0281,35.4302,34.4066,35.0463,431947.0
2020-12-08,34.7356,35.6221,34.7356,35.1926,334491.0
2020-12-09,35.5398,35.8688,35.0006,35.3022,511552.0
2020-12-10,35.1103,35.6403,34.6235,34.9915,367382.0
2020-12-11,34.4432,35.0555,34.3244,34.8636,282620.0
2020-12-12,34.4432,35.0555,34.3244,34.8636,282620.0
2020-12-13,34.4432,35.0555,34.3244,34.8636,282620.0
2020-12-14,35.0829,35.421,34.5437,34.6625,525790.0
2020-12-15,34.9458,36.938,34.8453,36.8558,775074.0
2020-12-16,36.9015,37.8519,35.8688,37.0568,1126004.0
2020-12-17,35.4941,35.9191,31.8022,32.186,3779375.0
2020-12-18,32.5122,33.3557,31.8022,31.9575,2559494.0
2020-12-19,32.5122,33.3557,31.8022,31.9575,2559494.0
2020-12-20,32.5122,33.3557,31.8022,31.9575,2559494.0
2020-12-21,31.528,31.7655,30.2486,30.9249,1178725.0
2020-12-22,30.9614,31.3909,30.2029,30.3491,847765.0
2020-12-23,30.4528,31.2858,29.9288,31.0528,767925.0
2020-12-24,31.0985,31.7199,30.573,31.6011,241230.0
2020-12-25,31.0985,31.7199,30.573,31.6011,241230.0
2020-12-26,31.0985,31.7199,30.573,31.6011,241230.0
2020-12-27,31.0985,31.7199,30.573,31.6011,241230.0
2020-12-28,31.7382,31.9758,30.5502,30.6598,476897.0
2020-12-29,30.7055,30.8061,29.9013,30.1755,383194.0
2020-12-30,30.1207,30.7695,30.0201,30.6416,431216.0
2020-12-31,30.7147,31.1995,30.4783,30.8883,561885.0
2021-01-01,30.7147,31.1995,30.4783,30.8883,561885.0
2021-01-02,30.7147,31.1995,30.4783,30.8883,561885.0
2021-01-03,30.7147,31.1995,30.4783,30.8883,561885.0
2021-01-04,30.5776,31.1807,29.8556,30.2486,1153088.0
2021-01-05,30.2486,31.5646,30.2212,31.1807,645879.0
2021-01-06,31.5371,32.4236,31.0345,31.793,1260961.0
2021-01-07,32.0123,32.1997,30.9705,31.4001,716106.0
2021-01-08,31.6285,31.7199,31.135,31.528,576080.0
2021-01-09,31.6285,31.7199,31.135,31.528,576080.0
2021-01-10,31.6285,31.7199,31.135,31.528,576080.0
2021-01-11,31.2356,31.5646,31.0711,31.3087,405721.0
2021-01-12,31.3087,32.8348,31.3087,32.8074,523670.0
2021-01-13,32.5607,33.1729,32.1045,32.4236,499162.0
2021-01-14,32.9902,33.2004,32.6063,32.8257,602865.0
2021-01-15,32.3779,32.8988,31.9712,32.5881,392979.0
2021-01-16,32.3779,32.8988,31.9712,32.5881,392979.0
2021-01-17,32.3779,32.8988,31.9712,32.5881,392979.0
2021-01-18,32.3779,32.8988,31.9712,32.5881,392979.0
2021-01-19,32.981,33.2643,32.4784,32.6246,452211.0
2021-01-20,32.5515,33.5385,32.5515,33.4014,470141.0
2021-01-21,33.4928,33.7852,33.2278,33.4197,477972.0
2021-01-22,33.1912,33.6481,32.78,33.6116,418983.0
2021-01-23,33.1912,33.6481,32.78,33.6116,418983.0
2021-01-24,33.1912,33.6481,32.78,33.6116,418983.0
2021-01-25,33.4745,33.5842,32.0352,32.3231,484857.0
2021-01-26,32.7434,32.9993,31.7199,32.3276,379154.0
2021-01-27,31.5737,31.9808,31.0254,31.464,538079.0
2021-01-28,32.0123,33.0084,31.5554,32.8165,542125.0
2021-01-29,32.7343,32.9993,31.0711,31.2995,785168.0
2021-01-30,32.7343,32.9993,31.0711,31.2995,785168.0
2021-01-31,32.7343,32.9993,31.0711,31.2995,785168.0
2021-02-01,31.6651,33.1181,31.1991,32.9993,517155.0
2021-02-02,33.4745,33.7213,32.5241,33.5659,528921.0
2021-02-03,33.5202,33.7213,32.387,33.6481,408291.0
2021-02-04,33.7578,35.0281,33.4745,35.0281,442669.0
2021-02-05,35.4667,35.485,34.0868,34.5346,366576.0
2021-02-06,35.4667,35.485,34.0868,34.5346,366576.0
2021-02-07,35.4667,35.485,34.0868,34.5346,366576.0
2021-02-08,34.827,35.3845,34.4066,35.3571,258692.0
2021-02-09,35.2565,35.5581,34.9916,35.4393,186729.0
2021-02-10,35.6038,35.6129,35.0189,35.1651,184899.0
2021-02-11,35.3753,35.9602,34.2696,34.763,284874.0
2021-02-12,34.4341,35.4484,34.4341,34.9458,239914.0
2021-02-13,34.4341,35.4484,34.4341,34.9458,239914.0
2021-02-14,34.4341,35.4484,34.4341,34.9458,239914.0
2021-02-15,34.4341,35.4484,34.4341,34.9458,239914.0
2021-02-16,35.3114,35.3114,34.2787,34.4523,243787.0
2021-02-17,34.3153,34.6991,33.8218,34.3427,315497.0
2021-02-18,33.8309,34.3244,33.1272,34.1142,324659.0
2021-02-19,34.1233,34.2421,33.7121,34.0685,304961.0
2021-02-20,34.1233,34.2421,33.7121,34.0685,304961.0
2021-02-21,34.1233,34.2421,33.7121,34.0685,304961.0
2021-02-22,33.968,35.4576,33.968,35.1469,338470.0
2021-02-23,34.7813,35.4759,34.2766,35.1103,218928.0
2021-02-24,35.3114,36.4171,35.22,36.1887,288555.0
2021-02-25,36.3333,36.6271,35.158,35.1672,275997.0
2021-02-26,35.0203,36.2231,34.6622,35.2177,369760.0
2021-02-27,35.0203,36.2231,34.6622,35.2177,369760.0
2021-02-28,35.0203,36.2231,34.6622,35.2177,369760.0
2021-03-01,36.1221,37.0587,36.1221,37.0311,348862.0
2021-03-02,36.9118,37.0678,36.2966,36.4802,389247.0
2021-03-03,36.7097,37.3617,36.5261,36.5537,366132.0
2021-03-04,36.5353,36.8658,35.3875,35.9844,434814.0
2021-03-05,36.6271,37.1138,35.4076,36.9944,371259.0
2021-03-06,36.6271,37.1138,35.4076,36.9944,371259.0
2021-03-07,36.6271,37.1138,35.4076,36.9944,371259.0
2021-03-08,37.2515,39.345,37.0633,38.4084,591406.0
2021-03-09,38.6472,38.6472,37.0954,38.087,335774.0
2021-03-10,38.3074,39.1888,37.683,38.5829,300980.0
2021-03-11,38.5553,38.9364,38.1972,38.537,258848.0
2021-03-12,38.7665,39.3817,38.537,38.9777,326632.0
2021-03-13,38.7665,39.3817,38.537,38.9777,326632.0
2021-03-14,38.7665,39.3817,38.537,38.9777,326632.0
2021-03-15,39.1154,39.1338,38.0888,38.7298,300985.0
2021-03-16,38.6747,38.6747,37.6096,38.1789,211463.0
2021-03-17,38.3258,38.5002,37.931,38.2248,464747.0
2021-03-18,36.3516,41.2089,36.1313,38.1054,767601.0
2021-03-19,38.1054,38.7665,37.0862,38.3901,1222052.0
2021-03-20,38.1054,38.7665,37.0862,38.3901,1222052.0
2021-03-21,38.1054,38.7665,37.0862,38.3901,1222052.0
2021-03-22,39.8306,39.8306,36.9026,37.9585,426489.0
2021-03-23,37.5178,38.0503,36.7557,36.9944,516553.0
2021-03-24,37.4535,38.7114,36.9944,37.0036,465509.0
2021-03-25,36.6914,37.5361,35.6171,37.3433,381490.0
2021-03-26,37.6371,38.5645,37.3663,38.4911,227153.0
2021-03-27,37.6371,38.5645,37.3663,38.4911,227153.0
2021-03-28,37.6371,38.5645,37.3663,38.4911,227153.0
2021-03-29,38.1146,38.6196,36.8291,36.9852,254694.0
2021-03-30,37.4443,37.683,37.0036,37.5269,193611.0
2021-03-31,37.3433,38.2248,37.2239,37.784,378012.0
2021-04-01,37.8575,38.4865,37.7749,38.4084,270435.0
2021-04-02,37.8575,38.4865,37.7749,38.4084,270435.0
2021-04-03,37.8575,38.4865,37.7749,38.4084,270435.0
2021-04-04,37.8575,38.4865,37.7749,38.4084,270435.0
2021-04-05,38.7022,38.9364,38.4911,38.8216,246462.0
2021-04-06,38.7757,39.648,38.7757,39.4735,403191.0
2021-04-07,39.2532,39.4184,38.8262,39.3358,350179.0
2021-04-08,39.4552,40.86,39.0236,39.8775,319893.0
2021-04-09,39.8041,40.2173,39.446,40.029,269622.0
2021-04-10,39.8041,40.2173,39.446,40.029,269622.0
2021-04-11,39.8041,40.2173,39.446,40.029,269622.0
2021-04-12,39.9143,40.4009,39.749,40.2999,207220.0
2021-04-13,38.7527,39.9969,38.7527,39.9051,299220.0
2021-04-14,39.9418,41.1906,39.9418,40.8967,312824.0
2021-04-15,41.2273,41.2273,39.2715,40.1897,342567.0
2021-04-16,40.557,40.9846,39.0252,40.6764,214014.0
2021-04-17,40.557,40.9846,39.0252,40.6764,214014.0
2021-04-18,40.557,40.9846,39.0252,40.6764,214014.0
2021-04-19,35.6203,37.3892,35.5804,37.1505,6531668.0
2021-04-20,37.0862,37.6188,35.8742,36.4986,1931783.0
2021-04-21,36.5537,37.8483,35.865,37.683,1339411.0
2021-04-22,37.729,37.9401,36.1405,36.4251,1012932.0
2021-04-23,36.4159,38.7206,36.3333,38.5921,1302850.0
2021-04-24,36.4159,38.7206,36.3333,38.5921,1302850.0
2021-04-25,36.4159,38.7206,36.3333,38.5921,1302850.0
2021-04-26,38.6288,39.6755,37.0036,37.7014,1417532.0
2021-04-27,37.8116,38.7114,37.5729,38.1054,779496.0
2021-04-28,38.2431,38.2431,37.3984,37.9677,540773.0
2021-04-29,38.4543,39.3909,38.0984,39.1797,879818.0
2021-04-30,38.7941,38.9226,38.0136,38.1054,931618.0
2021-05-01,38.7941,38.9226,38.0136,38.1054,931618.0
2021-05-02,38.7941,38.9226,38.0136,38.1054,931618.0
2021-05-03,38.537,39.3725,38.3166,39.2348,606144.0
2021-05-04,39.1705,39.8225,38.7849,39.4368,684082.0
2021-05-05,39.6204,40.0245,39.0971,39.9785,864773.0
2021-05-06,40.1714,40.2448,39.4552,39.85,785535.0
2021-05-07,39.6847,40.254,39.1889,40.1071,798918.0
2021-05-08,39.6847,40.254,39.1889,40.1071,798918.0
2021-05-09,39.6847,40.254,39.1889,40.1071,798918.0
2021-05-10,40.9794,42.1822,40.6581,41.4936,919623.0
2021-05-11,40.8876,41.7231,40.0428,41.5395,1163081.0
2021-05-12,41.3191,42.6597,40.6672,40.8325,1537114.0
2021-05-13,40.658,41.5762,40.0153,40.6029,1172604.0
2021-05-14,40.9151,42.1455,40.7498,41.971,596167.0
2021-05-15,40.9151,42.1455,40.7498,41.971,596167.0
2021-05-16,40.9151,42.1455,40.7498,41.971,596167.0
2021-05-17,41.6129,42.3659,41.1355,42.3383,521660.0
2021-05-18,42.2098,42.9535,41.769,41.9619,501165.0
2021-05-19,41.5487,41.714,40.4285,41.4477,431564.0
2021-05-20,41.3834,41.9022,40.5387,41.7782,696095.0
2021-05-21,42.3383,42.5036,41.1447,41.4844,513736.0
2021-05-22,42.3383,42.5036,41.1447,41.4844,513736.0
2021-05-23,42.3383,42.5036,41.1447,41.4844,513736.0
2021-05-24,41.5487,42.5679,41.1814,42.3751,396135.0
2021-05-25,42.3291,42.8387,41.971,42.0812,780645.0
2021-05-26,41.9802,43.1555,41.5854,43.1463,584324.0
