,2336307D US Equity,2336307D US Equity,2336307D US Equity,2336307D US Equity,2336307D US Equity
,PX_OPEN,PX_HIGH,PX_LOW,PX_LAST,PX_VOLUME
2019-01-01,30.3776,30.735,30.1249,30.6653,1193476.0
2019-01-02,30.1161,31.014,30.0551,30.3515,1592941.0
2019-01-03,30.1423,30.4212,29.5321,29.6803,1242739.0
2019-01-04,30.1946,31.0227,30.1813,30.7612,1228395.0
2019-01-05,30.1946,31.0227,30.1813,30.7612,1228395.0
2019-01-06,30.1946,31.0227,30.1813,30.7612,1228395.0
2019-01-07,30.7612,31.8159,30.5607,31.4411,1076987.0
2019-01-08,31.6677,32.182,31.5108,32.1297,1588296.0
2019-01-09,32.0425,32.2604,31.6328,32.0077,1324224.0
2019-01-10,31.8682,32.2256,31.7026,32.0861,1175905.0
2019-01-11,31.6067,31.6154,30.674,31.5544,1684198.0
2019-01-12,31.6067,31.6154,30.674,31.5544,1684198.0
2019-01-13,31.6067,31.6154,30.674,31.5544,1684198.0
2019-01-14,31.2842,32.4173,31.2406,32.2517,1681824.0
2019-01-15,32.1994,32.7486,32.1297,32.6963,1638635.0
2019-01-16,33.0711,33.629,32.8096,33.3587,1228304.0
2019-01-17,33.0798,33.9123,32.8532,33.6115,1055551.0
2019-01-18,33.8905,34.6139,33.6638,34.6052,1152952.0
2019-01-19,33.8905,34.6139,33.6638,34.6052,1152952.0
2019-01-20,33.8905,34.6139,33.6638,34.6052,1152952.0
2019-01-21,33.8905,34.6139,33.6638,34.6052,1152952.0
2019-01-22,34.2566,34.5529,33.8382,34.213,1299169.0
2019-01-23,34.335,34.3524,33.629,34.0735,1063458.0
2019-01-24,34.0125,34.5529,34.0125,34.3089,1044231.0
2019-01-25,34.6662,34.8493,34.4745,34.6837,1134815.0
2019-01-26,34.6662,34.8493,34.4745,34.6837,1134815.0
2019-01-27,34.6662,34.8493,34.4745,34.6837,1134815.0
2019-01-28,34.4745,34.8101,34.2478,34.6924,1005559.0
2019-01-29,34.6401,34.8493,34.2217,34.2391,993927.0
2019-01-30,34.1688,34.2831,33.3156,33.5531,1394805.0
2019-01-31,33.3772,34.072,33.3244,33.8785,4393155.0
2019-02-01,33.9401,34.5469,33.9401,34.5294,959946.0
2019-02-02,33.9401,34.5469,33.9401,34.5294,959946.0
2019-02-03,33.9401,34.5469,33.9401,34.5294,959946.0
2019-02-04,34.5381,34.9955,34.5381,34.9955,819420.0
2019-02-05,35.0219,35.1802,34.736,35.1802,841982.0
2019-02-06,35.1362,35.5452,34.9735,35.3121,818695.0
2019-02-07,35.1626,35.532,34.8636,35.5144,793567.0
2019-02-08,35.2593,35.3825,34.0544,34.4502,1076977.0
