,ALE US Equity,ALE US Equity,ALE US Equity,ALE US Equity,ALE US Equity
2021-03-15,61.5403,63.1605,61.3735,63.0859,490720.0
2021-03-16,62.559,63.3581,62.278,62.761,453179.0
2021-03-17,62.7873,62.7873,60.829,60.9871,375901.0
2021-03-18,60.8115,60.8115,59.4943,60.0211,343818.0
2021-03-19,59.8806,60.7588,58.3966,60.0738,1063552.0
2021-03-20,59.8806,60.7588,58.3966,60.0738,1063552.0
2021-03-21,59.8806,60.7588,58.3966,60.0738,1063552.0
2021-03-22,59.7665,60.2495,59.0552,59.3625,212750.0
2021-03-23,58.8708,59.7665,58.2034,58.502,438706.0
2021-03-24,58.5459,59.5821,58.3132,59.0727,446857.0
2021-03-25,58.8883,59.7138,58.2561,59.4328,297801.0
2021-03-26,59.8016,59.8016,58.8971,59.3801,283607.0
2021-03-27,59.8016,59.8016,58.8971,59.3801,283607.0
2021-03-28,59.8016,59.8016,58.8971,59.3801,283607.0
2021-03-29,59.1254,60.2495,59.1254,59.6084,323859.0
2021-03-30,59.3186,59.3274,57.7907,59.0727,277526.0
2021-03-31,59.0288,59.5733,58.862,59.0025,352163.0
2021-04-01,59.2484,59.4152,58.5985,59.1606,294658.0
2021-04-02,59.2484,59.4152,58.5985,59.1606,294658.0
2021-04-03,59.2484,59.4152,58.5985,59.1606,294658.0
2021-04-04,59.2484,59.4152,58.5985,59.1606,294658.0
2021-04-05,60.8115,63.7533,59.9245,62.076,837348.0
2021-04-06,61.8389,61.9443,60.188,60.6446,430557.0
2021-04-07,60.6885,61.1539,59.9509,60.2934,223758.0
2021-04-08,59.9597,60.829,59.8455,60.6358,312039.0
2021-04-09,60.7939,61.1891,60.5436,60.9608,208872.0
2021-04-10,60.7939,61.1891,60.5436,60.9608,208872.0
2021-04-11,60.7939,61.1891,60.5436,60.9608,208872.0
2021-04-12,61.2418,61.716,60.548,61.4174,223148.0
2021-04-13,61.0661,61.3735,60.7237,61.11,207394.0
2021-04-14,60.9432,61.795,60.8949,61.6106,196455.0
2021-04-15,61.7774,61.9794,61.391,61.4789,256001.0
2021-04-16,61.9618,62.6117,61.8213,62.0145,1361110.0
2021-04-17,61.9618,62.6117,61.8213,62.0145,1361110.0
2021-04-18,61.9618,62.6117,61.8213,62.0145,1361110.0
2021-04-19,62.0233,62.4756,61.7862,62.2604,317498.0
2021-04-20,61.997,62.7522,61.3427,61.7686,188829.0
2021-04-21,61.8213,62.3746,61.4789,62.3219,172840.0
2021-04-22,62.7434,62.7434,62.0057,62.155,206822.0
2021-04-23,62.3834,62.7083,62.0936,62.3834,208341.0
2021-04-24,62.3834,62.7083,62.0936,62.3834,208341.0
2021-04-25,62.3834,62.7083,62.0936,62.3834,208341.0
2021-04-26,62.7961,62.7961,61.6106,61.7862,203897.0
2021-04-27,61.6106,61.7599,60.548,60.7676,188988.0
2021-04-28,60.671,60.7412,60.0958,60.4427,277715.0
2021-04-29,60.8378,61.4613,60.4892,60.9256,171114.0
2021-04-30,60.829,61.7862,60.829,61.7862,365817.0
2021-05-01,60.829,61.7862,60.829,61.7862,365817.0
2021-05-02,60.829,61.7862,60.829,61.7862,365817.0
2021-05-03,62.2253,62.919,62.0233,62.076,197676.0
2021-05-04,62.076,62.4448,61.8652,62.2955,183866.0
2021-05-05,62.5063,62.5107,60.7324,61.2857,191483.0
2021-05-06,61.3208,61.896,60.3812,61.874,283915.0
2021-05-07,61.5052,62.9366,61.4876,62.7083,207377.0
2021-05-08,61.5052,62.9366,61.4876,62.7083,207377.0
2021-05-09,61.5052,62.9366,61.4876,62.7083,207377.0
2021-05-10,62.8136,63.3054,62.4448,62.5502,247519.0
2021-05-11,62.2516,62.2692,61.4152,62.0321,172222.0
2021-05-12,61.9531,62.3307,60.3636,60.469,222444.0
2021-05-13,60.5842,62.4985,60.5576,62.0908,220246.0
2021-05-14,62.4276,62.9151,61.9136,62.401,158969.0
2021-05-15,62.4276,62.9151,61.9136,62.401,158969.0
2021-05-16,62.4276,62.9151,61.9136,62.401,158969.0
2021-05-17,62.0554,62.277,61.6124,61.7629,128349.0
2021-05-18,61.5591,61.9136,61.4084,61.4439,119603.0
2021-05-19,61.1691,61.5148,60.5771,61.4793,137943.0
2021-05-20,61.4793,62.0022,61.1514,61.9047,177446.0
2021-05-21,62.2592,62.4719,61.6477,62.1706,151105.0
2021-05-22,62.2592,62.4719,61.6477,62.1706,151105.0
2021-05-23,62.2592,62.4719,61.6477,62.1706,151105.0
2021-05-24,62.3035,62.4276,61.825,62.1972,143718.0
2021-05-25,62.3833,62.3833,60.8058,60.8855,148982.0
2021-05-26,60.9298,61.5414,60.6994,61.435,259607.0
2021-05-27,61.8959,61.8959,60.7526,60.8324,252571.0
2021-05-28,61.0982,61.3287,60.664,61.0539,147766.0
2021-05-29,61.0982,61.3287,60.664,61.0539,147766.0
2021-05-30,61.0982,61.3287,60.664,61.0539,147766.0
2021-05-31,61.0982,61.3287,60.664,61.0539,147766.0
2021-06-01,61.4173,61.4173,60.7171,60.9298,167648.0
2021-06-02,61.0894,61.2312,60.5399,60.8855,182805.0
2021-06-03,60.7083,61.6477,60.469,61.5236,137036.0
2021-06-04,61.7718,61.7984,61.2932,61.4882,175596.0
2021-06-05,61.7718,61.7984,61.2932,61.4882,175596.0
2021-06-06,61.7718,61.7984,61.2932,61.4882,175596.0
2021-06-07,61.6743,61.692,61.2489,61.4616,176095.0
2021-06-08,61.435,61.5768,60.9387,61.3552,127010.0
2021-06-09,61.6034,62.0554,61.3597,61.9313,232490.0
2021-06-10,62.401,62.401,61.7719,62.1617,137764.0
2021-06-11,62.1617,62.5074,62.0643,62.4897,132324.0
2021-06-12,62.1617,62.5074,62.0643,62.4897,132324.0
2021-06-13,62.1617,62.5074,62.0643,62.4897,132324.0
2021-06-14,62.7821,63.0569,62.0731,62.2504,149620.0
2021-06-15,62.2504,62.7378,62.0377,62.5074,161208.0
2021-06-16,62.4985,62.5526,61.5679,61.8338,177810.0
2021-06-17,61.5414,61.9047,61.2223,61.4793,186448.0
2021-06-18,61.0894,61.0894,58.8737,58.9712,422856.0
2021-06-19,61.0894,61.0894,58.8737,58.9712,422856.0
2021-06-20,61.0894,61.0894,58.8737,58.9712,422856.0
2021-06-21,59.2726,60.7171,59.2415,60.6285,176747.0
2021-06-22,60.4424,60.6906,59.9904,60.4247,145913.0
2021-06-23,60.3715,60.469,59.9018,59.9904,281874.0
2021-06-24,59.9816,60.8589,59.9062,60.7526,306659.0
2021-06-25,60.7349,62.0908,60.2917,62.0908,946235.0
2021-06-26,60.7349,62.0908,60.2917,62.0908,946235.0
2021-06-27,60.7349,62.0908,60.2917,62.0908,946235.0
2021-06-28,61.9934,62.7201,61.5325,62.4099,332394.0
2021-06-29,62.4985,62.8353,61.3818,61.4793,230086.0
2021-06-30,61.3464,62.2592,61.3464,62.0199,463176.0
2021-07-01,62.4276,63.1543,61.9845,62.6137,199693.0
2021-07-02,62.9151,62.9151,61.6477,61.887,139162.0
2021-07-03,62.9151,62.9151,61.6477,61.887,139162.0
2021-07-04,62.9151,62.9151,61.6477,61.887,139162.0
2021-07-05,62.9151,62.9151,61.6477,61.887,139162.0
2021-07-06,61.5414,61.6477,60.2208,60.9742,270139.0
2021-07-07,60.8855,61.5945,60.6462,61.2046,138937.0
2021-07-08,60.4335,61.1869,60.2652,60.6019,152052.0
2021-07-09,61.0982,61.6211,60.5044,61.4173,162340.0
2021-07-10,61.0982,61.6211,60.5044,61.4173,162340.0
2021-07-11,61.0982,61.6211,60.5044,61.4173,162340.0
2021-07-12,61.4173,61.4527,60.7677,61.4261,140498.0
2021-07-13,61.0539,61.2932,60.8988,61.1691,182480.0
2021-07-14,61.3907,62.4808,60.9298,62.144,237123.0
2021-07-15,61.5059,62.7998,61.3641,62.7821,219277.0
2021-07-16,63.1366,63.5088,62.7644,62.8264,230523.0
2021-07-17,63.1366,63.5088,62.7644,62.8264,230523.0
2021-07-18,63.1366,63.5088,62.7644,62.8264,230523.0
2021-07-19,62.1883,62.3656,60.3361,60.8944,208571.0
2021-07-20,61.2134,62.596,60.9742,62.3213,301191.0
2021-07-21,62.4808,63.0657,61.7009,61.7807,184723.0
2021-07-22,61.4882,61.5236,60.7171,60.788,115914.0
2021-07-23,61.1514,61.825,60.9033,61.6743,112117.0
2021-07-24,61.1514,61.825,60.9033,61.6743,112117.0
2021-07-25,61.1514,61.825,60.9033,61.6743,112117.0
2021-07-26,62.0465,62.6403,61.8072,62.3922,115041.0
2021-07-27,61.9136,62.9239,61.723,62.8264,144947.0
2021-07-28,63.1189,63.2696,62.2326,63.1366,208552.0
2021-07-29,63.367,63.7747,62.8796,63.2607,114223.0
2021-07-30,62.986,63.5709,62.3035,62.3213,235528.0
2021-07-31,62.986,63.5709,62.3035,62.3213,235528.0
2021-08-01,62.986,63.5709,62.3035,62.3213,235528.0
2021-08-02,62.6403,63.562,62.6403,62.7289,155301.0
2021-08-03,62.9505,63.6817,62.4143,63.4557,140575.0
2021-08-04,62.5606,63.3848,62.4365,63.2696,135980.0
2021-08-05,63.6329,64.1469,63.2784,64.0849,127503.0
2021-08-06,64.5103,64.7846,64.2001,64.2976,165930.0
2021-08-07,64.5103,64.7846,64.2001,64.2976,165930.0
2021-08-08,64.5103,64.7846,64.2001,64.2976,165930.0
2021-08-09,64.4483,64.4483,63.4379,63.7393,96069.0
2021-08-10,63.5975,63.7437,63.2164,63.6595,154276.0
2021-08-11,63.8811,64.1381,63.2341,63.7924,149912.0
2021-08-12,64.1647,64.302,63.1366,63.4379,176866.0
2021-08-13,63.3664,63.8224,63.2144,63.572,94722.0
2021-08-14,63.3664,63.8224,63.2144,63.572,94722.0
2021-08-15,63.3664,63.8224,63.2144,63.572,94722.0
2021-08-16,63.4022,64.0906,63.268,63.4379,137373.0
2021-08-17,63.0266,63.4022,62.3918,63.3753,113907.0
2021-08-18,63.2859,63.9118,62.5259,62.5796,86759.0
2021-08-19,62.2398,62.8746,61.7927,61.8643,142944.0
2021-08-20,61.8285,63.3396,61.5424,63.2859,249616.0
2021-08-21,61.8285,63.3396,61.5424,63.2859,249616.0
2021-08-22,61.8285,63.3396,61.5424,63.2859,249616.0
2021-08-23,63.0892,63.2144,62.0073,62.2756,171985.0
2021-08-24,62.3203,62.3203,60.8897,60.9612,197376.0
2021-08-25,60.8003,61.5245,60.6304,61.0864,220816.0
2021-08-26,60.9791,61.3278,60.2727,60.2996,159598.0
2021-08-27,60.4337,61.1669,60.4337,60.7913,196689.0
2021-08-28,60.4337,61.1669,60.4337,60.7913,196689.0
2021-08-29,60.4337,61.1669,60.4337,60.7913,196689.0
2021-08-30,60.7019,61.0238,60.1297,60.38,159416.0
2021-08-31,60.4337,60.9254,60.1565,60.2817,214057.0
2021-09-01,60.3979,61.4709,59.9821,61.0506,165483.0
2021-09-02,61.0953,61.1758,60.3621,60.7824,304441.0
2021-09-03,60.7019,61.0327,60.2153,60.2996,141639.0
2021-09-04,60.7019,61.0327,60.2153,60.2996,141639.0
2021-09-05,60.7019,61.0327,60.2153,60.2996,141639.0
2021-09-06,60.7019,61.0327,60.2153,60.2996,141639.0
2021-09-07,60.228,60.4158,58.7259,58.7438,183030.0
2021-09-08,58.4219,60.1118,58.2163,59.8257,271064.0
2021-09-09,59.5306,60.3979,59.2319,59.3875,265027.0
2021-09-10,59.4144,59.4144,57.1701,57.2148,192087.0
2021-09-11,59.4144,59.4144,57.1701,57.2148,192087.0
2021-09-12,59.4144,59.4144,57.1701,57.2148,192087.0
2021-09-13,57.7871,57.8497,56.5889,57.1075,335078.0
2021-09-14,57.2953,57.5725,55.4355,55.8021,202362.0
2021-09-15,55.5518,56.2045,55.4087,55.5339,225626.0
2021-09-16,55.7932,55.9899,54.604,55.0153,180912.0
2021-09-17,55.1941,55.4445,54.3536,54.3894,843005.0
2021-09-18,55.1941,55.4445,54.3536,54.3894,843005.0
2021-09-19,55.1941,55.4445,54.3536,54.3894,843005.0
2021-09-20,53.9066,54.6308,53.1913,53.8798,233886.0
2021-09-21,54.1927,54.3045,53.5221,53.5758,161902.0
2021-09-22,53.8082,54.2642,53.5758,53.6205,324260.0
2021-09-23,53.5579,54.1659,52.9678,53.1376,225074.0
2021-09-24,53.0482,53.4148,52.7621,53.1466,159123.0
2021-09-25,53.0482,53.4148,52.7621,53.1466,159123.0
2021-09-26,53.0482,53.4148,52.7621,53.1466,159123.0
2021-09-27,52.9767,54.0765,52.9499,53.4506,167804.0
2021-09-28,53.5042,53.8976,52.6548,52.8515,130157.0
2021-09-29,53.1466,54.2195,52.932,54.0228,219881.0
2021-09-30,54.4341,54.4341,53.2181,53.2181,323839.0
2021-10-01,53.5311,54.0407,52.9231,53.2807,322175.0
2021-10-02,53.5311,54.0407,52.9231,53.2807,322175.0
2021-10-03,53.5311,54.0407,52.9231,53.2807,322175.0
2021-10-04,53.4863,54.1301,53.4863,53.7814,313867.0
2021-10-05,53.8351,54.3894,53.2449,53.4148,230531.0
2021-10-06,53.1019,53.6115,52.1273,53.5936,284833.0
2021-10-07,53.6473,54.1569,53.1108,53.2628,290644.0
2021-10-08,53.1734,53.8976,53.0393,53.5221,277867.0
2021-10-09,53.1734,53.8976,53.0393,53.5221,277867.0
2021-10-10,53.1734,53.8976,53.0393,53.5221,277867.0
2021-10-11,53.1823,53.3812,50.8219,52.9856,710044.0
2021-10-12,53.0303,54.2732,52.7979,54.2195,471625.0
2021-10-13,54.3894,55.0689,53.8351,54.8722,358793.0
2021-10-14,55.3014,56.5711,55.1449,56.1061,483087.0
2021-10-15,56.6426,57.34,56.3162,57.0002,1767209.0
2021-10-16,56.6426,57.34,56.3162,57.0002,1767209.0
2021-10-17,56.6426,57.34,56.3162,57.0002,1767209.0
2021-10-18,56.4817,56.4817,55.4633,55.5607,257116.0
2021-10-19,55.8468,55.8468,54.6845,54.8007,270149.0
2021-10-20,55.0064,56.2402,54.8812,55.5786,210349.0
2021-10-21,55.5518,55.6859,54.7649,54.8901,169053.0
2021-10-22,55.1584,55.2656,54.7381,55.1315,127442.0
2021-10-23,55.1584,55.2656,54.7381,55.1315,127442.0
2021-10-24,55.1584,55.2656,54.7381,55.1315,127442.0
2021-10-25,55.0779,55.6278,54.8901,55.3819,178136.0
2021-10-26,55.3998,56.2939,55.2254,55.668,243537.0
2021-10-27,55.516,55.6842,54.5772,54.5951,198769.0
2021-10-28,54.6308,55.3282,54.6308,54.9795,179266.0
2021-10-29,54.8096,55.3104,54.6666,55.0242,198921.0
2021-10-30,54.8096,55.3104,54.6666,55.0242,198921.0
2021-10-31,54.8096,55.3104,54.6666,55.0242,198921.0
2021-11-01,55.0153,56.6068,54.7471,56.4995,199231.0
2021-11-02,56.7857,56.7857,55.4802,56.3297,171894.0
2021-11-03,56.4101,57.2774,56.2492,56.6962,254777.0
2021-11-04,55.4892,57.7245,55.4892,57.2953,321827.0
2021-11-05,57.4562,58.7348,57.4339,58.2788,213407.0
2021-11-06,57.4562,58.7348,57.4339,58.2788,213407.0
2021-11-07,57.4562,58.7348,57.4339,58.2788,213407.0
2021-11-08,58.2967,58.2967,56.6605,57.1254,249514.0
2021-11-09,57.2506,57.6708,56.6367,57.3579,173137.0
2021-11-10,57.492,58.6097,57.4562,58.4577,191181.0
2021-11-11,58.5203,58.6544,57.6977,57.8497,132618.0
2021-11-12,58.0573,58.4185,57.6059,57.7955,127673.0
2021-11-13,58.0573,58.4185,57.6059,57.7955,127673.0
2021-11-14,58.0573,58.4185,57.6059,57.7955,127673.0
2021-11-15,58.2469,58.4004,57.7142,58.2469,167590.0
2021-11-16,58.2469,58.2785,57.1725,57.4704,211217.0
2021-11-17,57.335,57.4072,56.8745,57.1454,244715.0
2021-11-18,56.9828,57.1905,56.1793,56.6036,196864.0
2021-11-19,56.396,56.5495,56.1341,56.5224,234359.0
2021-11-20,56.396,56.5495,56.1341,56.5224,234359.0
2021-11-21,56.396,56.5495,56.1341,56.5224,234359.0
2021-11-22,56.6578,57.6691,56.5043,57.0641,408796.0
2021-11-23,57.335,57.8226,56.8519,57.4162,349711.0
2021-11-24,57.4253,57.4795,56.7571,56.8745,257842.0
2021-11-25,57.4253,57.4795,56.7571,56.8745,257842.0
2021-11-26,56.0348,56.2425,53.4525,54.2741,302828.0
2021-11-27,56.0348,56.2425,53.4525,54.2741,302828.0
2021-11-28,56.0348,56.2425,53.4525,54.2741,302828.0
2021-11-29,54.7707,55.177,53.9942,54.4818,296435.0
2021-11-30,54.0574,54.0574,52.8656,52.9378,407779.0
2021-12-01,53.9129,54.6985,53.0191,53.1094,421137.0
2021-12-02,53.4615,55.3937,53.0642,55.0235,352595.0
2021-12-03,55.4569,55.4569,54.238,55.2673,260467.0
2021-12-04,55.4569,55.4569,54.238,55.2673,260467.0
2021-12-05,55.4569,55.4569,54.238,55.2673,260467.0
2021-12-06,56.396,57.0822,56.0258,56.6668,300702.0
2021-12-07,56.721,57.1002,56.3418,56.721,255925.0
2021-12-08,56.9106,57.2628,56.4366,56.7662,212705.0
2021-12-09,56.2154,56.7752,55.8316,56.2063,291998.0
2021-12-10,56.6759,57.1273,56.3192,56.8294,316993.0
2021-12-11,56.6759,57.1273,56.3192,56.8294,316993.0
2021-12-12,56.6759,57.1273,56.3192,56.8294,316993.0
2021-12-13,56.5224,57.0822,56.0167,56.6939,373776.0
2021-12-14,56.7752,57.3892,56.5675,56.6849,475423.0
2021-12-15,56.721,58.3192,56.6488,58.1928,341019.0
2021-12-16,58.4817,59.2853,58.0122,58.4275,247400.0
2021-12-17,57.9761,58.6171,57.7142,57.7413,660787.0
2021-12-18,57.9761,58.6171,57.7142,57.7413,660787.0
2021-12-19,57.9761,58.6171,57.7142,57.7413,660787.0
2021-12-20,57.1634,57.6239,56.4592,57.4795,237494.0
2021-12-21,57.8858,58.4365,57.7323,58.0212,178335.0
2021-12-22,58.1657,58.4907,57.8587,58.2198,122047.0
2021-12-23,58.5178,58.7986,58.1747,58.3462,122618.0
2021-12-24,58.5178,58.7986,58.1747,58.3462,122618.0
2021-12-25,58.5178,58.7986,58.1747,58.3462,122618.0
2021-12-26,58.5178,58.7986,58.1747,58.3462,122618.0
2021-12-27,58.4546,58.6532,57.66,58.6352,128603.0
2021-12-28,58.6081,59.3936,58.6081,59.2762,93913.0
2021-12-29,59.4117,59.818,59.0234,59.7729,124164.0
2021-12-30,60.0618,60.2333,59.7006,59.7729,118559.0
2021-12-31,59.5923,60.0979,59.5471,59.9083,104759.0
2022-01-01,59.5923,60.0979,59.5471,59.9083,104759.0
2022-01-02,59.5923,60.0979,59.5471,59.9083,104759.0
2022-01-03,59.9896,60.125,59.204,59.9715,185702.0
2022-01-04,60.134,60.432,59.511,59.5652,180739.0
2022-01-05,59.6284,61.3439,59.4839,60.3597,281821.0
2022-01-06,60.6216,61.4162,60.4049,61.1633,286432.0
2022-01-07,61.1363,61.362,60.7706,61.1633,205134.0
2022-01-08,61.1363,61.362,60.7706,61.1633,205134.0
2022-01-09,61.1363,61.362,60.7706,61.1633,205134.0
2022-01-10,61.5335,61.9489,60.6597,60.8473,319976.0
2022-01-11,60.9376,60.9376,59.3485,59.9083,156606.0
2022-01-12,59.7006,60.2965,59.2221,59.2672,216184.0
2022-01-13,59.3665,60.0708,59.1679,59.6735,202623.0
2022-01-14,59.7006,60.0844,58.8609,59.4568,351423.0
2022-01-15,59.7006,60.0844,58.8609,59.4568,351423.0
2022-01-16,59.7006,60.0844,58.8609,59.4568,351423.0
2022-01-17,59.7006,60.0844,58.8609,59.4568,351423.0
2022-01-18,59.1589,59.2988,57.4162,57.4704,388343.0
2022-01-19,57.7413,58.7526,57.2808,57.9219,240444.0
2022-01-20,57.9851,58.888,57.6871,57.7232,160629.0
2022-01-21,57.9129,58.9151,57.5065,57.5336,206889.0
2022-01-22,57.9129,58.9151,57.5065,57.5336,206889.0
2022-01-23,57.9129,58.9151,57.5065,57.5336,206889.0
2022-01-24,57.0822,57.8858,56.1793,57.7684,298571.0
2022-01-25,56.9919,57.2357,55.9716,56.5675,207421.0
2022-01-26,56.9016,57.9399,55.8361,56.6578,260069.0
2022-01-27,57.2086,57.8406,56.3508,56.5675,202526.0
2022-01-28,56.414,57.5246,56.0167,57.5065,180063.0
2022-01-29,56.414,57.5246,56.0167,57.5065,180063.0
2022-01-30,56.414,57.5246,56.0167,57.5065,180063.0
2022-01-31,56.9106,57.6691,56.5043,57.6329,210868.0
2022-02-01,57.353,57.7864,56.7571,57.2357,222368.0
2022-02-02,57.0009,58.0302,56.9106,57.967,206624.0
2022-02-03,58.1386,58.3553,57.1363,57.958,188448.0
2022-02-04,57.5156,57.8948,56.5675,57.1454,158899.0
2022-02-05,57.5156,57.8948,56.5675,57.1454,158899.0
2022-02-06,57.5156,57.8948,56.5675,57.1454,158899.0
2022-02-07,56.9648,57.8948,56.7481,57.4524,181571.0
2022-02-08,57.5427,58.0754,57.4704,57.5788,149771.0
2022-02-09,57.958,58.0212,57.1409,57.5517,168490.0
2022-02-10,57.0641,57.642,56.0077,56.2154,243514.0
2022-02-11,56.4321,57.0641,55.8452,56.0619,257163.0
2022-02-12,56.4321,57.0641,55.8452,56.0619,257163.0
2022-02-13,56.4321,57.0641,55.8452,56.0619,257163.0
2022-02-14,56.2718,56.7097,55.5144,56.1075,610164.0
2022-02-15,56.5273,56.8466,55.2863,55.6057,240896.0
2022-02-16,56.3904,56.6732,53.8629,54.4377,504445.0
2022-02-17,54.1001,55.5372,53.2606,55.3502,378509.0
2022-02-18,55.1494,56.5683,55.0126,55.9342,846570.0
2022-02-19,55.1494,56.5683,55.0126,55.9342,846570.0
2022-02-20,55.1494,56.5683,55.0126,55.9342,846570.0
2022-02-21,55.1494,56.5683,55.0126,55.9342,846570.0
2022-02-22,55.9068,56.2991,55.2407,55.7517,270516.0
2022-02-23,56.1714,56.1714,54.8848,54.9213,194391.0
2022-02-24,54.7479,55.6148,54.2552,55.487,303893.0
2022-02-25,55.8885,57.2481,55.7973,57.1021,161280.0
2022-02-26,55.8885,57.2481,55.7973,57.1021,161280.0
2022-02-27,55.8885,57.2481,55.7973,57.1021,161280.0
2022-02-28,56.6003,57.6496,56.582,57.4306,248384.0
2022-03-01,57.4488,57.8595,55.7608,56.4999,253153.0
2022-03-02,56.6185,57.4671,56.29,57.093,209601.0
2022-03-03,57.3667,58.4982,57.093,58.4708,224520.0
2022-03-04,58.0419,59.3103,58.0419,59.2282,174964.0
2022-03-05,58.0419,59.3103,58.0419,59.2282,174964.0
2022-03-06,58.0419,59.3103,58.0419,59.2282,174964.0
2022-03-07,59.2464,59.7574,58.6442,59.4928,205850.0
2022-03-08,59.6205,60.1315,58.7445,59.1825,190076.0
2022-03-09,59.7665,59.9216,58.708,58.8997,179354.0
2022-03-10,58.4799,59.4663,58.2883,59.3559,166847.0
2022-03-11,59.3012,60.4052,59.3012,59.9216,259770.0
2022-03-12,59.3012,60.4052,59.3012,59.9216,259770.0
2022-03-13,59.3012,60.4052,59.3012,59.9216,259770.0
2022-03-14,60.2319,60.4782,58.8267,59.6205,284997.0
2022-03-15,60.2045,60.7337,59.6844,60.6425,201906.0
2022-03-16,60.4874,60.7793,59.2738,60.3779,330037.0
2022-03-17,59.9581,60.898,59.876,60.4691,168190.0
2022-03-18,60.6607,60.6881,59.2829,59.3559,505574.0
2022-03-19,60.6607,60.6881,59.2829,59.3559,505574.0
2022-03-20,60.6607,60.6881,59.2829,59.3559,505574.0
2022-03-21,59.3103,60.679,59.3103,60.4965,274491.0
2022-03-22,60.4782,60.4782,59.3103,59.3468,261786.0
2022-03-23,59.0457,59.2373,58.5073,59.073,318480.0
2022-03-24,59.2555,59.949,58.7354,59.3468,187203.0
2022-03-25,59.5658,60.4326,59.3559,60.3414,209397.0
2022-03-26,59.5658,60.4326,59.3559,60.3414,209397.0
2022-03-27,59.5658,60.4326,59.3559,60.3414,209397.0
2022-03-28,60.3322,60.647,59.6479,60.3414,217625.0
2022-03-29,60.5695,61.7155,60.5695,61.5823,278644.0
2022-03-30,61.5823,61.8926,61.19,61.8104,234080.0
2022-03-31,61.7374,62.4674,61.0622,61.117,337942.0
2022-04-01,58.5803,58.854,57.1842,58.2336,3157587.0
2022-04-02,58.5803,58.854,57.1842,58.2336,3157587.0
2022-04-03,58.5803,58.854,57.1842,58.2336,3157587.0
2022-04-04,58.1332,58.7902,57.6587,58.4069,1638429.0
2022-04-05,58.5073,59.6205,58.3522,58.4982,529170.0
2022-04-06,58.4982,59.584,58.3978,59.4745,485290.0
2022-04-07,59.584,60.241,59.0365,59.6114,595268.0
2022-04-08,59.9764,59.9855,59.0822,59.2555,324412.0
2022-04-09,59.9764,59.9855,59.0822,59.2555,324412.0
2022-04-10,59.9764,59.9855,59.0822,59.2555,324412.0
2022-04-11,59.3833,59.7939,58.2974,58.3978,380451.0
2022-04-12,58.5256,58.8449,57.7363,58.0511,348761.0
2022-04-13,58.0602,58.2427,57.2572,57.6587,255077.0
2022-04-14,57.7591,58.5894,57.4945,57.8868,404309.0
2022-04-15,57.7591,58.5894,57.4945,57.8868,404309.0
2022-04-16,57.7591,58.5894,57.4945,57.8868,404309.0
2022-04-17,57.7591,58.5894,57.4945,57.8868,404309.0
2022-04-18,58.1241,58.5803,57.5857,57.8868,247111.0
2022-04-19,58.3339,58.7035,58.0602,58.2244,281016.0
2022-04-20,58.9362,59.219,58.3796,58.854,349971.0
2022-04-21,58.7263,59.2282,57.9325,58.0054,231176.0
2022-04-22,58.0237,58.3613,57.6952,57.75,243318.0
2022-04-23,58.0237,58.3613,57.6952,57.75,243318.0
2022-04-24,58.0237,58.3613,57.6952,57.75,243318.0
2022-04-25,57.7226,57.969,55.6878,56.7919,307635.0
2022-04-26,56.3721,57.3074,56.217,56.2718,202434.0
2022-04-27,56.144,56.655,55.3137,55.341,282222.0
2022-04-28,55.8155,56.217,55.4232,55.7334,229043.0
2022-04-29,55.706,55.7882,53.9997,54.1457,279228.0
2022-04-30,55.706,55.7882,53.9997,54.1457,279228.0
2022-05-01,55.706,55.7882,53.9997,54.1457,279228.0
2022-05-02,54.2917,54.7753,53.2333,53.7351,345114.0
2022-05-03,54.0818,55.2682,53.7716,54.5563,356489.0
2022-05-04,54.5928,56.0619,54.3826,56.0619,339550.0
2022-05-05,53.6165,55.8428,53.6165,54.5746,379678.0
2022-05-06,54.5381,54.8939,53.9267,54.8574,311234.0
2022-05-07,54.5381,54.8939,53.9267,54.8574,311234.0
2022-05-08,54.5381,54.8939,53.9267,54.8574,311234.0
2022-05-09,54.6658,55.6604,54.3191,55.1038,291624.0
2022-05-10,55.4688,55.9433,53.3792,54.0636,279409.0
2022-05-11,54.1366,54.4651,53.3519,53.3975,375186.0
2022-05-12,53.5435,53.726,52.7953,53.5891,411061.0
2022-05-13,54.2996,55.8774,53.7183,55.7205,435101.0
2022-05-14,54.2996,55.8774,53.7183,55.7205,435101.0
2022-05-15,54.2996,55.8774,53.7183,55.7205,435101.0
2022-05-16,55.7943,56.311,55.1946,56.228,327006.0
2022-05-17,56.6155,57.206,55.739,57.1138,303399.0
2022-05-18,57.6674,58.424,57.123,57.2983,398430.0
2022-05-19,56.9292,57.2706,55.9696,56.7078,379970.0
2022-05-20,56.6063,56.9385,55.5037,56.3849,236494.0
2022-05-21,56.6063,56.9385,55.5037,56.3849,236494.0
2022-05-22,56.6063,56.9385,55.5037,56.3849,236494.0
2022-05-23,56.9016,56.9661,55.7528,56.0527,250136.0
2022-05-24,56.0342,56.8739,55.3053,56.7724,225881.0
2022-05-25,56.7908,57.2245,56.4033,56.7078,269269.0
2022-05-26,57.2614,57.732,56.6155,56.9292,167273.0
2022-05-27,56.8739,57.2199,56.5694,57.1784,156475.0
2022-05-28,56.8739,57.2199,56.5694,57.1784,156475.0
