,BCO US Equity,BCO US Equity,BCO US Equity,BCO US Equity,BCO US Equity
2020-03-14,57.9381,60.3281,53.7462,60.3281,566690.0
2020-03-15,57.9381,60.3281,53.7462,60.3281,566690.0
2020-03-16,53.3858,60.0531,51.9157,53.0064,618236.0
2020-03-17,54.3057,55.33,52.058,53.1961,968200.0
2020-03-18,49.7249,51.0432,44.9544,47.6764,639873.0
2020-03-19,47.3254,47.463,41.066,45.5235,904613.0
2020-03-20,45.9503,48.3497,42.4886,42.7921,833489.0
2020-03-21,45.9503,48.3497,42.4886,42.7921,833489.0
2020-03-22,45.9503,48.3497,42.4886,42.7921,833489.0
2020-03-23,42.4032,42.4032,38.1069,39.6434,624162.0
2020-03-24,41.9575,43.3232,40.6771,42.4506,649445.0
2020-03-25,42.3084,48.7386,41.8531,47.4677,651159.0
2020-03-26,48.8524,53.3099,48.326,51.6312,553489.0
2020-03-27,49.393,50.9531,48.2928,48.7386,427300.0
2020-03-28,49.393,50.9531,48.2928,48.7386,427300.0
2020-03-29,49.393,50.9531,48.2928,48.7386,427300.0
2020-03-30,49.0326,52.5796,48.0178,52.2666,363787.0
2020-03-31,51.764,52.5986,48.6153,49.3645,609358.0
2020-04-01,47.2116,47.9609,43.399,44.1483,566317.0
2020-04-02,43.7405,45.4761,43.0102,44.319,654709.0
2020-04-03,44.0345,44.5466,40.8384,41.5497,759735.0
2020-04-04,44.0345,44.5466,40.8384,41.5497,759735.0
2020-04-05,44.0345,44.5466,40.8384,41.5497,759735.0
2020-04-06,43.6361,45.4381,43.3042,44.044,552170.0
2020-04-07,46.4245,48.3497,44.2657,44.4518,574387.0
2020-04-08,45.6468,46.9556,44.5371,45.7606,683802.0
2020-04-09,47.2306,50.5026,46.8892,49.6965,425381.0
2020-04-10,47.2306,50.5026,46.8892,49.6965,425381.0
2020-04-11,47.2306,50.5026,46.8892,49.6965,425381.0
2020-04-12,47.2306,50.5026,46.8892,49.6965,425381.0
2020-04-13,48.9093,48.9093,46.6521,47.7238,284558.0
2020-04-14,49.3171,50.2039,48.6153,49.7628,268143.0
2020-04-15,47.6764,48.492,46.8607,47.5531,706625.0
2020-04-16,47.8186,48.1316,45.9977,47.7902,732238.0
2020-04-17,49.4878,51.1987,49.1179,50.7207,569259.0
2020-04-18,49.4878,51.1987,49.1179,50.7207,569259.0
2020-04-19,49.4878,51.1987,49.1179,50.7207,569259.0
2020-04-20,49.0326,49.9336,48.0937,48.2833,490386.0
2020-04-21,46.5572,47.2875,45.9692,46.9366,334922.0
2020-04-22,48.2739,48.492,46.1447,46.2727,347349.0
2020-04-23,46.3486,47.3468,44.7268,44.9544,682773.0
2020-04-24,45.2864,46.0641,40.1467,41.8531,1159520.0
2020-04-25,45.2864,46.0641,40.1467,41.8531,1159520.0
2020-04-26,45.2864,46.0641,40.1467,41.8531,1159520.0
2020-04-27,42.4696,45.6278,42.2278,45.4381,607796.0
2020-04-28,46.984,47.1927,44.9924,45.5804,540668.0
2020-04-29,47.1452,51.3182,46.6426,50.569,889873.0
2020-04-30,49.4404,50.1612,48.3118,48.4825,566735.0
2020-05-01,46.9651,47.4155,44.7553,46.1968,669704.0
2020-05-02,46.9651,47.4155,44.7553,46.1968,669704.0
2020-05-03,46.9651,47.4155,44.7553,46.1968,669704.0
2020-05-04,45.4476,46.9366,43.5318,44.1483,705288.0
2020-05-05,45.0493,46.8133,44.9497,45.8744,650008.0
2020-05-06,43.6456,44.2811,38.5432,39.0174,1783215.0
2020-05-07,39.4442,40.7151,39.1123,39.1692,999369.0
2020-05-08,40.184,41.3505,38.8562,38.9415,959044.0
2020-05-09,40.184,41.3505,38.8562,38.9415,959044.0
2020-05-10,40.184,41.3505,38.8562,38.9415,959044.0
2020-05-11,39.3304,39.3304,36.1343,36.2196,1602115.0
2020-05-12,36.4947,36.8076,35.2617,35.2902,1366242.0
2020-05-13,35.1195,35.3997,31.4572,33.0235,1732193.0
2020-05-14,32.3501,33.3554,31.5819,32.995,1284063.0
2020-05-15,33.3665,36.3288,33.0046,35.6716,1088709.0
2020-05-16,33.3665,36.3288,33.0046,35.6716,1088709.0
2020-05-17,33.3665,36.3288,33.0046,35.6716,1088709.0
2020-05-18,37.1861,39.4817,37.1861,39.1673,818151.0
2020-05-19,38.6149,38.7673,35.9478,35.9574,630668.0
2020-05-20,36.4527,38.8149,36.2812,38.5958,656987.0
2020-05-21,38.3101,39.576,38.3101,39.1769,525810.0
2020-05-22,39.3864,39.3864,37.71,38.5482,331086.0
2020-05-23,39.3864,39.3864,37.71,38.5482,331086.0
2020-05-24,39.3864,39.3864,37.71,38.5482,331086.0
2020-05-25,39.3864,39.3864,37.71,38.5482,331086.0
2020-05-26,40.4532,41.1771,39.8436,40.1865,577648.0
2020-05-27,41.6248,42.463,40.9581,42.2154,621822.0
2020-05-28,42.625,42.625,39.3578,39.4531,511600.0
2020-05-29,38.6435,39.1483,37.6338,38.1958,712541.0
2020-05-30,38.6435,39.1483,37.6338,38.1958,712541.0
2020-05-31,38.6435,39.1483,37.6338,38.1958,712541.0
2020-06-01,38.5863,40.4723,38.0624,39.6436,641434.0
2020-06-02,40.3675,40.9676,39.7293,40.3675,463933.0
2020-06-03,41.1486,43.6727,41.1486,42.9488,926245.0
2020-06-04,42.4726,45.2253,42.4726,44.6157,702442.0
2020-06-05,47.4161,49.9593,47.3685,48.6734,1088582.0
2020-06-06,47.4161,49.9593,47.3685,48.6734,1088582.0
2020-06-07,47.4161,49.9593,47.3685,48.6734,1088582.0
2020-06-08,50.2546,51.5214,49.6831,51.4643,945535.0
2020-06-09,49.8926,49.8926,47.9495,49.5878,663573.0
2020-06-10,49.0925,49.5211,46.7874,47.4542,681845.0
2020-06-11,44.349,44.911,43.1869,43.7775,703288.0
2020-06-12,46.1016,46.6731,43.7156,45.3491,547078.0
2020-06-13,46.1016,46.6731,43.7156,45.3491,547078.0
2020-06-14,46.1016,46.6731,43.7156,45.3491,547078.0
2020-06-15,43.0917,46.5779,42.825,45.6539,501781.0
2020-06-16,48.0638,48.4353,45.7111,46.2445,380546.0
2020-06-17,46.435,46.435,44.73,44.8253,330482.0
2020-06-18,44.0633,44.8634,43.7965,44.5681,798602.0
2020-06-19,45.1872,45.3682,41.882,41.8915,1325820.0
2020-06-20,45.1872,45.3682,41.882,41.8915,1325820.0
2020-06-21,45.1872,45.3682,41.882,41.8915,1325820.0
2020-06-22,41.3772,41.9963,40.4723,41.4724,861704.0
2020-06-23,42.2249,43.1679,41.5962,43.0536,1175697.0
2020-06-24,42.2821,42.2821,40.3145,41.0057,496106.0
2020-06-25,40.4437,41.9296,40.2627,41.8439,812925.0
2020-06-26,41.3105,42.1106,40.1103,41.8058,711571.0
2020-06-27,41.3105,42.1106,40.1103,41.8058,711571.0
2020-06-28,41.3105,42.1106,40.1103,41.8058,711571.0
2020-06-29,42.7297,43.9204,42.1963,43.6441,473320.0
2020-06-30,43.2727,43.9394,42.5202,43.3489,596667.0
2020-07-01,43.1298,43.8537,41.6629,42.3106,477549.0
2020-07-02,43.3298,44.1014,41.5248,41.701,598622.0
2020-07-03,43.3298,44.1014,41.5248,41.701,598622.0
2020-07-04,43.3298,44.1014,41.5248,41.701,598622.0
2020-07-05,43.3298,44.1014,41.5248,41.701,598622.0
2020-07-06,42.7107,43.3298,42.1773,42.5773,518599.0
2020-07-07,42.0534,42.2154,40.7676,40.8152,575980.0
2020-07-08,40.6056,41.5105,40.196,41.3867,726516.0
2020-07-09,41.139,41.139,38.472,38.5482,866141.0
2020-07-10,38.6149,39.4626,38.4148,38.8911,721041.0
2020-07-11,38.6149,39.4626,38.4148,38.8911,721041.0
2020-07-12,38.6149,39.4626,38.4148,38.8911,721041.0
2020-07-13,39.5388,39.9293,38.1005,38.7482,642589.0
2020-07-14,38.3958,38.5673,36.8527,37.7195,813223.0
2020-07-15,38.9673,40.5771,38.5768,39.596,653139.0
2020-07-16,39.2531,39.434,38.291,38.6816,453106.0
2020-07-17,38.7863,39.3007,38.1672,38.2624,503586.0
2020-07-18,38.7863,39.3007,38.1672,38.2624,503586.0
2020-07-19,38.7863,39.3007,38.1672,38.2624,503586.0
2020-07-20,37.891,38.1005,36.5289,37.348,387677.0
2020-07-21,37.8719,38.6006,36.2241,36.4908,1077884.0
2020-07-22,36.3384,36.8242,35.5192,36.8051,801813.0
2020-07-23,36.5574,37.4528,36.3669,37.2528,463642.0
2020-07-24,37.3101,38.1229,36.201,36.2775,615223.0
2020-07-25,37.3101,38.1229,36.201,36.2775,615223.0
2020-07-26,37.3101,38.1229,36.201,36.2775,615223.0
2020-07-27,36.1054,36.7364,35.4552,36.7077,514694.0
2020-07-28,36.3253,37.291,36.2297,36.6121,485885.0
2020-07-29,49.5397,50.2568,42.4066,45.9636,3102005.0
2020-07-30,45.2177,45.4664,43.669,44.2616,1488411.0
2020-07-31,43.6209,44.3237,41.1731,42.4066,935774.0
2020-08-01,43.6209,44.3237,41.1731,42.4066,935774.0
2020-08-02,43.6209,44.3237,41.1731,42.4066,935774.0
2020-08-03,42.4161,42.6934,41.0679,41.7086,634858.0
2020-08-04,41.5651,43.2958,41.5651,42.2058,577543.0
2020-08-05,42.9516,44.2329,42.3875,44.1373,530497.0
2020-08-06,43.8504,45.1221,43.8504,44.9118,532436.0
2020-08-07,44.5484,45.2177,43.6592,45.1221,319016.0
2020-08-08,44.5484,45.2177,43.6592,45.1221,319016.0
2020-08-09,44.5484,45.2177,43.6592,45.1221,319016.0
2020-08-10,45.103,47.8186,45.103,47.5413,662732.0
2020-08-11,48.2106,49.5301,46.6903,47.1397,557819.0
2020-08-12,47.9237,47.962,45.6289,46.6711,350512.0
2020-08-13,46.1835,46.5946,44.7205,44.9787,492903.0
2020-08-14,44.4528,45.3134,44.0512,44.8544,253336.0
2020-08-15,44.4528,45.3134,44.0512,44.8544,253336.0
2020-08-16,44.4528,45.3134,44.0512,44.8544,253336.0
2020-08-17,44.6918,44.7451,43.3278,43.7261,482740.0
2020-08-18,43.5636,43.793,43.1237,43.2193,369122.0
2020-08-19,43.4966,44.405,43.2576,43.7165,555041.0
2020-08-20,43.0377,43.6974,42.5213,42.8655,295648.0
2020-08-21,42.3683,42.7604,41.6894,42.2727,626709.0
2020-08-22,42.3683,42.7604,41.6894,42.2727,626709.0
2020-08-23,42.3683,42.7604,41.6894,42.2727,626709.0
2020-08-24,42.703,45.0648,42.2918,45.0074,341866.0
2020-08-25,45.495,45.562,44.6058,45.3229,768780.0
2020-08-26,44.797,45.9827,44.797,44.9978,447989.0
2020-08-27,45.6863,47.6923,45.6863,47.417,565814.0
2020-08-28,47.4456,48.5644,47.0441,47.9907,482636.0
2020-08-29,47.4456,48.5644,47.0441,47.9907,482636.0
2020-08-30,47.4456,48.5644,47.0441,47.9907,482636.0
2020-08-31,47.9046,47.9476,46.2122,46.2409,446524.0
2020-09-01,45.6193,45.7054,43.248,43.4201,725295.0
2020-09-02,43.3245,46.4799,43.3245,46.0879,463178.0
2020-09-03,46.7094,47.2209,43.8504,44.2329,475872.0
2020-09-04,45.4472,45.997,43.9747,44.5675,435168.0
2020-09-05,45.4472,45.997,43.9747,44.5675,435168.0
2020-09-06,45.4472,45.997,43.9747,44.5675,435168.0
2020-09-07,45.4472,45.997,43.9747,44.5675,435168.0
2020-09-08,43.9556,44.9261,43.2671,43.8982,389164.0
2020-09-09,43.9078,43.9078,42.7891,43.5636,576949.0
2020-09-10,43.6592,44.5389,42.7795,42.8177,303924.0
2020-09-11,42.9516,43.6018,42.6265,43.2958,394381.0
2020-09-12,42.9516,43.6018,42.6265,43.2958,394381.0
2020-09-13,42.9516,43.6018,42.6265,43.2958,394381.0
2020-09-14,43.6879,44.3285,43.2385,44.1181,286244.0
2020-09-15,44.4432,44.6632,43.0663,43.2193,282074.0
2020-09-16,43.1811,44.1851,42.6839,43.6496,348951.0
2020-09-17,43.0185,44.3094,42.6743,43.9173,587985.0
2020-09-18,44.1373,44.3572,42.9516,43.5253,887057.0
2020-09-19,44.1373,44.3572,42.9516,43.5253,887057.0
2020-09-20,44.1373,44.3572,42.9516,43.5253,887057.0
2020-09-21,42.5596,42.5596,40.7715,41.7659,1149403.0
2020-09-22,41.7086,41.7659,40.8098,40.9245,969277.0
2020-09-23,41.001,41.3118,38.1086,38.1516,554912.0
2020-09-24,38.1611,38.2472,36.9755,37.9603,512912.0
2020-09-25,37.5874,38.8352,37.5874,38.5532,306378.0
2020-09-26,37.5874,38.8352,37.5874,38.5532,306378.0
2020-09-27,37.5874,38.8352,37.5874,38.5532,306378.0
2020-09-28,39.2512,39.6904,38.6488,38.9261,461593.0
2020-09-29,38.9165,38.9165,37.4058,38.056,367410.0
2020-09-30,38.1803,39.5763,38.1803,39.2894,531106.0
2020-10-01,39.4711,40.3604,39.2129,40.3317,479000.0
2020-10-02,39.1556,43.6592,39.1556,43.3341,481044.0
2020-10-03,39.1556,43.6592,39.1556,43.3341,481044.0
2020-10-04,39.1556,43.6592,39.1556,43.3341,481044.0
2020-10-05,43.9843,44.4289,43.1954,44.166,388922.0
2020-10-06,44.864,46.1166,44.3285,45.1891,447949.0
2020-10-07,45.8297,46.3174,44.5197,45.3134,338309.0
2020-10-08,46.0018,46.4608,45.3421,46.4225,409549.0
2020-10-09,46.8528,47.57,46.1835,46.7381,266293.0
2020-10-10,46.8528,47.57,46.1835,46.7381,266293.0
2020-10-11,46.8528,47.57,46.1835,46.7381,266293.0
2020-10-12,46.7572,47.1205,46.1931,47.0727,182760.0
2020-10-13,46.5373,47.1301,44.6918,45.1891,283038.0
2020-10-14,44.8926,45.4185,44.3094,44.3763,339776.0
2020-10-15,43.6783,44.1468,42.6743,43.4679,477913.0
2020-10-16,43.5062,44.338,42.2536,43.0281,366495.0
2020-10-17,43.5062,44.338,42.2536,43.0281,366495.0
2020-10-18,43.5062,44.338,42.2536,43.0281,366495.0
2020-10-19,43.2289,44.2711,42.9803,43.0377,254059.0
2020-10-20,43.7452,44.6632,43.2099,44.5197,231621.0
2020-10-21,44.3572,44.5054,43.4297,43.5253,199018.0
2020-10-22,43.4488,44.5484,43.0759,44.099,306653.0
2020-10-23,44.7014,45.4855,44.2233,45.3803,261757.0
2020-10-24,44.7014,45.4855,44.2233,45.3803,261757.0
2020-10-25,44.7014,45.4855,44.2233,45.3803,261757.0
2020-10-26,44.7301,44.9309,43.7835,44.7014,471321.0
2020-10-27,44.3763,44.5502,42.1675,42.6839,517546.0
2020-10-28,41.613,42.6169,41.0488,41.9859,520599.0
2020-10-29,44.4911,44.6968,41.0584,41.0775,1053581.0
2020-10-30,40.8098,41.6225,39.9779,40.9532,605945.0
2020-10-31,40.8098,41.6225,39.9779,40.9532,605945.0
2020-11-01,40.8098,41.6225,39.9779,40.9532,605945.0
2020-11-02,41.7181,42.3014,40.4751,40.7428,393206.0
2020-11-03,41.5651,44.711,41.5651,44.2903,378800.0
2020-11-04,43.5253,45.1699,43.2098,44.2998,706162.0
2020-11-05,44.8562,48.0123,44.8083,47.7916,511126.0
2020-11-06,47.8012,47.9547,46.7748,47.1201,308480.0
2020-11-07,47.8012,47.9547,46.7748,47.1201,308480.0
2020-11-08,47.8012,47.9547,46.7748,47.1201,308480.0
2020-11-09,51.0052,53.72,51.0052,51.4273,1112860.0
2020-11-10,52.0125,52.7751,50.7175,51.7727,731187.0
2020-11-11,51.8878,52.2619,50.3241,51.1299,446724.0
2020-11-12,50.6599,52.3386,50.3817,51.7247,665863.0
2020-11-13,52.4346,53.3651,52.2331,53.0869,509645.0
2020-11-14,52.4346,53.3651,52.2331,53.0869,509645.0
2020-11-15,52.4346,53.3651,52.2331,53.0869,509645.0
2020-11-16,56.2238,57.0152,54.8856,56.5979,1264736.0
2020-11-17,56.0415,59.3894,54.9095,59.3318,652045.0
2020-11-18,59.3318,61.5766,58.3438,60.3103,957315.0
2020-11-19,59.8499,61.6054,58.4685,61.4998,873844.0
2020-11-20,61.212,62.2385,60.4158,62.2193,683748.0
2020-11-21,61.212,62.2385,60.4158,62.2193,683748.0
2020-11-22,61.212,62.2385,60.4158,62.2193,683748.0
2020-11-23,63.0922,67.1692,62.9579,66.4306,1146763.0
2020-11-24,68.0997,69.5003,64.9916,69.4427,986267.0
2020-11-25,68.752,68.7856,66.6761,67.0541,366698.0
2020-11-26,68.752,68.7856,66.6761,67.0541,366698.0
2020-11-27,66.9198,67.5337,65.6248,66.1907,198950.0
2020-11-28,66.9198,67.5337,65.6248,66.1907,198950.0
2020-11-29,66.9198,67.5337,65.6248,66.1907,198950.0
2020-11-30,65.5192,66.0325,63.6007,64.3681,661714.0
2020-12-01,65.6631,67.1788,65.2315,65.9701,509914.0
2020-12-02,66.7183,67.6776,65.7111,67.3227,331352.0
2020-12-03,67.5625,69.4043,67.4496,67.8791,364894.0
2020-12-04,68.7616,70.6514,68.023,70.4116,448999.0
2020-12-05,68.7616,70.6514,68.023,70.4116,448999.0
2020-12-06,68.7616,70.6514,68.023,70.4116,448999.0
2020-12-07,70.3636,70.3636,66.9486,67.1212,777775.0
2020-12-08,66.3538,68.0997,65.7878,65.9605,618961.0
2020-12-09,66.6704,67.5337,64.6751,67.4282,681744.0
2020-12-10,66.4785,68.3299,66.2963,68.1285,296082.0
2020-12-11,67.1596,67.9462,65.361,66.3634,382954.0
2020-12-12,67.1596,67.9462,65.361,66.3634,382954.0
2020-12-13,67.1596,67.9462,65.361,66.3634,382954.0
2020-12-14,66.9869,67.4666,63.7829,64.4257,502214.0
2020-12-15,65.2602,68.2532,64.9149,68.2436,483523.0
2020-12-16,68.2052,68.4403,66.7375,67.4282,491015.0
2020-12-17,67.5913,67.5913,65.9653,67.5433,421067.0
2020-12-18,67.7736,68.5602,67.4666,68.2532,1264592.0
2020-12-19,67.7736,68.5602,67.4666,68.2532,1264592.0
2020-12-20,67.7736,68.5602,67.4666,68.2532,1264592.0
2020-12-21,66.6704,67.764,65.7495,67.1117,431339.0
2020-12-22,66.9869,67.7016,66.4402,67.3707,235285.0
2020-12-23,67.9366,68.5315,67.0829,68.1956,219134.0
2020-12-24,68.1956,68.2052,66.9774,67.9366,83909.0
2020-12-25,68.1956,68.2052,66.9774,67.9366,83909.0
2020-12-26,68.1956,68.2052,66.9774,67.9366,83909.0
2020-12-27,68.1956,68.2052,66.9774,67.9366,83909.0
2020-12-28,68.4834,69.2317,67.975,68.5985,234307.0
2020-12-29,68.7041,69.0494,66.5409,67.6489,214950.0
2020-12-30,67.9654,68.9439,67.3898,68.5698,179212.0
2020-12-31,68.4355,69.5578,67.8503,69.0686,277966.0
2021-01-01,68.4355,69.5578,67.8503,69.0686,277966.0
2021-01-02,68.4355,69.5578,67.8503,69.0686,277966.0
2021-01-03,68.4355,69.5578,67.8503,69.0686,277966.0
2021-01-04,69.5003,69.6759,64.7806,66.9294,677429.0
2021-01-05,66.6128,69.0014,66.3635,67.7256,492532.0
2021-01-06,68.6849,70.6994,67.908,69.8072,418828.0
2021-01-07,70.2677,70.7473,68.541,69.7401,287883.0
2021-01-08,69.8168,70.3828,67.3994,68.0709,360505.0
2021-01-09,69.8168,70.3828,67.3994,68.0709,360505.0
2021-01-10,69.8168,70.3828,67.3994,68.0709,360505.0
2021-01-11,67.1021,67.7352,66.1524,66.6416,296302.0
2021-01-12,67.2268,69.6058,66.7769,69.318,285803.0
2021-01-13,69.5291,69.6921,68.1093,68.8576,201576.0
2021-01-14,69.5195,71.3804,68.7233,71.0639,294406.0
2021-01-15,70.4979,70.9584,68.2916,70.0183,313067.0
2021-01-16,70.4979,70.9584,68.2916,70.0183,313067.0
2021-01-17,70.4979,70.9584,68.2916,70.0183,313067.0
2021-01-18,70.4979,70.9584,68.2916,70.0183,313067.0
2021-01-19,70.5555,70.5555,69.2796,70.3349,266787.0
2021-01-20,70.45,72.4645,69.6442,69.8552,293863.0
2021-01-21,70.5747,72.4261,69.0494,71.2366,406977.0
2021-01-22,70.1718,70.9584,67.4282,68.4259,382934.0
2021-01-23,70.1718,70.9584,67.4282,68.4259,382934.0
2021-01-24,70.1718,70.9584,67.4282,68.4259,382934.0
2021-01-25,67.7927,69.5578,66.0727,68.9631,500352.0
2021-01-26,69.7881,69.7881,66.6224,66.9006,367114.0
2021-01-27,65.9509,68.1285,64.4352,66.3538,494485.0
2021-01-28,67.0733,68.1573,65.9893,67.0445,264732.0
2021-01-29,66.8718,66.9006,63.8789,65.3562,531816.0
2021-01-30,66.8718,66.9006,63.8789,65.3562,531816.0
2021-01-31,66.8718,66.9006,63.8789,65.3562,531816.0
2021-02-01,65.5384,66.6992,64.6271,66.584,382882.0
2021-02-02,67.4858,68.7616,66.9965,68.4738,245274.0
2021-02-03,68.0326,68.4451,65.7591,65.9605,339971.0
2021-02-04,66.0948,69.3084,65.9701,69.2413,275969.0
2021-02-05,70.1737,70.241,68.3184,68.751,198492.0
2021-02-06,70.1737,70.241,68.3184,68.751,198492.0
2021-02-07,70.1737,70.241,68.3184,68.751,198492.0
2021-02-08,69.1932,70.5871,68.4434,70.4909,263713.0
2021-02-09,70.5582,72.1993,70.4813,71.8944,266015.0
2021-02-10,72.3078,72.8365,70.7024,71.4907,271551.0
2021-02-11,71.8367,72.3895,69.5969,70.6063,219774.0
2021-02-12,70.241,71.4834,69.77,70.5774,116503.0
2021-02-13,70.241,71.4834,69.77,70.5774,116503.0
2021-02-14,70.241,71.4834,69.77,70.5774,116503.0
2021-02-15,70.241,71.4834,69.77,70.5774,116503.0
2021-02-16,71.0389,71.9329,69.5296,70.5871,222832.0
2021-02-17,69.8084,70.7216,69.7219,70.0103,202259.0
2021-02-18,69.9526,70.116,68.1935,69.0971,224865.0
2021-02-19,69.7027,70.6928,68.9659,69.943,245574.0
2021-02-20,69.7027,70.6928,68.9659,69.943,245574.0
2021-02-21,69.7027,70.6928,68.9659,69.943,245574.0
2021-02-22,69.8373,73.096,69.6931,73.0576,400127.0
2021-02-23,73.6728,78.4308,73.2114,77.7294,836344.0
2021-02-24,78.2389,78.4215,75.8357,77.2872,486953.0
2021-02-25,76.5566,77.9217,73.8458,73.99,248467.0
2021-02-26,75.0955,75.5184,72.3558,73.8554,364195.0
2021-02-27,75.0955,75.5184,72.3558,73.8554,364195.0
2021-02-28,75.0955,75.5184,72.3558,73.8554,364195.0
2021-03-01,75.8357,78.0034,75.0278,76.6047,257795.0
2021-03-02,75.4031,75.7972,73.7689,74.5091,276246.0
2021-03-03,73.5382,75.605,72.3366,74.2688,277857.0
2021-03-04,74.5956,76.3067,72.7019,73.2883,279011.0
2021-03-05,74.2688,77.2968,73.6055,76.8258,432256.0
2021-03-06,74.2688,77.2968,73.6055,76.8258,432256.0
2021-03-07,74.2688,77.2968,73.6055,76.8258,432256.0
2021-03-08,76.6912,80.4306,75.903,78.6234,430161.0
2021-03-09,79.1713,79.6616,78.5157,79.4116,375073.0
2021-03-10,79.0656,81.44,78.6908,79.6039,423607.0
2021-03-11,80.123,80.4691,78.8445,79.7769,246408.0
2021-03-12,79.9788,80.2672,78.1235,78.9791,221105.0
2021-03-13,79.9788,80.2672,78.1235,78.9791,221105.0
2021-03-14,79.9788,80.2672,78.1235,78.9791,221105.0
2021-03-15,78.4023,79.998,77.0084,79.9788,183976.0
2021-03-16,80.123,80.3633,78.8253,79.95,213269.0
2021-03-17,80.4018,80.4018,78.1187,79.5943,240822.0
2021-03-18,79.5366,81.0362,78.9598,79.2867,208296.0
2021-03-19,79.2771,80.3008,77.8544,79.3828,749951.0
2021-03-20,79.2771,80.3008,77.8544,79.3828,749951.0
2021-03-21,79.2771,80.3008,77.8544,79.3828,749951.0
2021-03-22,79.3828,79.6135,77.5756,78.0658,463332.0
2021-03-23,77.2199,77.5371,73.8458,74.7398,639232.0
2021-03-24,75.5761,76.1337,72.7788,72.8172,313284.0
2021-03-25,72.2405,76.5662,71.7021,75.8933,354476.0
2021-03-26,76.422,77.1815,75.3262,76.3548,206774.0
2021-03-27,76.422,77.1815,75.3262,76.3548,206774.0
2021-03-28,76.422,77.1815,75.3262,76.3548,206774.0
2021-03-29,75.5761,77.0373,73.8074,74.1342,362891.0
2021-03-30,74.288,76.9892,74.0285,76.1433,393813.0
2021-03-31,76.6047,77.143,74.6821,76.1625,274382.0
2021-04-01,76.6335,77.4891,75.9414,76.1721,375125.0
2021-04-02,76.6335,77.4891,75.9414,76.1721,375125.0
2021-04-03,76.6335,77.4891,75.9414,76.1721,375125.0
2021-04-04,76.6335,77.4891,75.9414,76.1721,375125.0
2021-04-05,76.7489,77.2584,75.4608,77.1815,267092.0
2021-04-06,77.9313,79.4213,77.6429,78.2485,369308.0
2021-04-07,78.0947,78.0947,76.0375,76.8642,156721.0
2021-04-08,76.9315,77.5468,75.9606,76.797,214996.0
2021-04-09,76.8835,77.1334,76.076,76.6528,261060.0
2021-04-10,76.8835,77.1334,76.076,76.6528,261060.0
2021-04-11,76.8835,77.1334,76.076,76.6528,261060.0
2021-04-12,76.6528,77.1719,76.3751,76.6624,292712.0
2021-04-13,76.6047,76.845,75.5761,75.9414,192580.0
2021-04-14,75.9126,77.9024,75.9126,77.0757,483341.0
2021-04-15,77.5275,77.5275,76.201,76.3067,246270.0
2021-04-16,77.1142,78.2581,76.4124,76.9123,308190.0
2021-04-17,77.1142,78.2581,76.4124,76.9123,308190.0
2021-04-18,77.1142,78.2581,76.4124,76.9123,308190.0
2021-04-19,76.5566,76.9502,74.884,75.9991,449382.0
2021-04-20,75.5184,76.2779,73.0576,74.1342,363016.0
2021-04-21,74.0188,74.8984,73.0576,74.5475,253268.0
2021-04-22,74.8455,75.5184,73.1248,73.2017,192344.0
2021-04-23,73.6343,74.7783,73.0672,74.2303,324020.0
2021-04-24,73.6343,74.7783,73.0672,74.2303,324020.0
2021-04-25,73.6343,74.7783,73.0672,74.2303,324020.0
2021-04-26,74.9801,75.6338,73.3171,73.8554,300440.0
2021-04-27,73.567,74.6725,73.567,73.9323,196656.0
2021-04-28,73.4421,75.2589,71.4522,74.9128,425101.0
2021-04-29,75.8549,77.3929,75.4946,77.1046,366866.0
2021-04-30,76.1433,76.8739,76.0183,76.8258,366007.0
2021-05-01,76.1433,76.8739,76.0183,76.8258,366007.0
2021-05-02,76.1433,76.8739,76.0183,76.8258,366007.0
2021-05-03,77.2488,78.21,76.5326,76.6335,393598.0
2021-05-04,76.1433,76.5374,74.9513,75.6434,223979.0
2021-05-05,75.6722,76.1048,74.4322,75.5857,155853.0
2021-05-06,75.5761,75.7876,74.0188,75.6819,193173.0
2021-05-07,75.5761,77.4795,75.3262,77.4314,138023.0
2021-05-08,75.5761,77.4795,75.3262,77.4314,138023.0
2021-05-09,75.5761,77.4795,75.3262,77.4314,138023.0
2021-05-10,77.4314,77.9986,76.4701,76.8162,188203.0
2021-05-11,75.4031,76.4893,74.7783,75.8837,257518.0
2021-05-12,75.5665,75.9126,73.6247,73.99,328856.0
2021-05-13,73.9516,75.8261,73.1537,75.6626,250326.0
2021-05-14,76.2891,76.8769,75.7397,76.7517,196774.0
2021-05-15,76.2891,76.8769,75.7397,76.7517,196774.0
2021-05-16,76.2891,76.8769,75.7397,76.7517,196774.0
2021-05-17,76.2409,76.8866,75.0218,76.7806,147469.0
2021-05-18,76.8577,77.8599,76.1541,76.6649,334781.0
2021-05-19,75.4795,76.2698,73.8219,75.7976,447095.0
2021-05-20,75.335,75.5277,74.1978,74.7085,172846.0
2021-05-21,75.0458,75.3542,73.9954,74.1207,218137.0
2021-05-22,75.0458,75.3542,73.9954,74.1207,218137.0
2021-05-23,75.0458,75.3542,73.9954,74.1207,218137.0
2021-05-24,74.5254,74.8338,73.6003,74.323,144705.0
2021-05-25,74.5351,75.0748,72.2607,72.3088,221642.0
2021-05-26,72.492,73.34,71.9234,73.2919,168816.0
2021-05-27,74.1399,74.458,73.3786,73.3786,148446.0
