,HCC US Equity,HCC US Equity,HCC US Equity,HCC US Equity,HCC US Equity
2020-03-10,13.5622,13.9835,12.7734,13.4367,1027513.0
2020-03-11,12.9885,13.365,12.37,12.7824,1352122.0
2020-03-12,11.7963,11.7963,10.2053,10.3173,1010489.0
2020-03-13,11.1061,12.3073,10.9358,12.2266,1295500.0
2020-03-14,11.1061,12.3073,10.9358,12.2266,1295500.0
2020-03-15,11.1061,12.3073,10.9358,12.2266,1295500.0
2020-03-16,11.2047,14.3331,10.8282,13.9656,1874301.0
2020-03-17,14.109,17.0133,13.9208,14.6827,3091973.0
2020-03-18,13.7504,13.9208,12.1459,12.7196,1550453.0
2020-03-19,12.4059,13.8759,11.375,11.644,1392761.0
2020-03-20,11.6529,11.8501,10.3263,10.6042,1510215.0
2020-03-21,11.6529,11.8501,10.3263,10.6042,1510215.0
2020-03-22,11.6529,11.8501,10.3263,10.6042,1510215.0
2020-03-23,10.5773,11.7426,9.7167,10.1918,1188624.0
2020-03-24,10.64,11.1509,9.7436,10.3711,1768899.0
2020-03-25,10.4876,11.3481,9.5285,10.7476,1724392.0
2020-03-26,10.891,10.9941,9.6361,9.8871,1461182.0
2020-03-27,9.6361,9.654,8.5963,8.9459,1715563.0
2020-03-28,9.6361,9.654,8.5963,8.9459,1715563.0
2020-03-29,9.6361,9.654,8.5963,8.9459,1715563.0
2020-03-30,9.1879,9.8064,8.9638,9.4747,1495991.0
2020-03-31,9.6361,10.1829,8.8921,9.5195,1690582.0
2020-04-01,9.2506,10.2097,8.8562,9.8871,1263701.0
2020-04-02,9.8602,10.9358,9.2954,10.6848,1016005.0
2020-04-03,10.4249,10.6759,9.1968,9.4658,1020412.0
2020-04-04,10.4249,10.6759,9.1968,9.4658,1020412.0
2020-04-05,10.4249,10.6759,9.1968,9.4658,1020412.0
2020-04-06,9.6809,10.8462,9.5733,10.4518,873614.0
2020-04-07,10.882,11.2675,10.5056,10.7117,914216.0
2020-04-08,10.8462,10.9358,10.2994,10.5773,977222.0
2020-04-09,10.8014,12.0115,10.7341,11.5991,1201455.0
2020-04-10,10.8014,12.0115,10.7341,11.5991,1201455.0
2020-04-11,10.8014,12.0115,10.7341,11.5991,1201455.0
2020-04-12,10.8014,12.0115,10.7341,11.5991,1201455.0
2020-04-13,11.6081,11.7426,10.891,11.2406,751631.0
2020-04-14,11.2137,12.0294,11.0703,11.4826,829265.0
2020-04-15,10.9268,10.9268,9.9946,10.2994,847604.0
2020-04-16,10.2635,10.4876,9.7167,10.138,740804.0
2020-04-17,10.2097,10.891,10.0215,10.156,806179.0
2020-04-18,10.2097,10.891,10.0215,10.156,806179.0
2020-04-19,10.2097,10.891,10.0215,10.156,806179.0
2020-04-20,9.8064,10.2008,9.6361,9.663,1098996.0
2020-04-21,9.2685,9.6809,8.919,9.4299,989334.0
2020-04-22,9.7884,10.0932,9.4299,9.7347,1136518.0
2020-04-23,9.8333,10.1649,9.3446,9.7526,1032201.0
2020-04-24,9.7705,9.8333,8.7755,9.0086,1204155.0
2020-04-25,9.7705,9.8333,8.7755,9.0086,1204155.0
2020-04-26,9.7705,9.8333,8.7755,9.0086,1204155.0
2020-04-27,9.1072,9.3403,8.4798,9.161,891768.0
2020-04-28,9.1789,10.631,8.9817,10.4518,1222757.0
2020-04-29,10.9358,12.0025,10.9358,11.6798,1196678.0
2020-04-30,11.4736,11.9532,10.5414,11.2495,1659389.0
2020-05-01,11.2137,11.2137,9.8602,10.2097,1239008.0
2020-05-02,11.2137,11.2137,9.8602,10.2097,1239008.0
2020-05-03,11.2137,11.2137,9.8602,10.2097,1239008.0
2020-05-04,10.0657,12.3435,10.0028,12.1094,1325231.0
2020-05-05,12.1815,12.5506,11.1011,11.1011,1099915.0
2020-05-06,11.2001,11.7223,10.921,10.993,772623.0
2020-05-07,11.3082,12.0419,11.2226,11.3352,698937.0
2020-05-08,11.7043,13.1808,11.6683,13.1448,1138921.0
2020-05-09,11.7043,13.1808,11.6683,13.1448,1138921.0
2020-05-10,11.7043,13.1808,11.6683,13.1448,1138921.0
2020-05-11,13.9461,13.9461,11.9384,12.6767,1180918.0
2020-05-12,12.7127,12.8207,11.4117,11.5062,1389378.0
2020-05-13,11.5963,11.5963,10.4708,10.858,1212497.0
2020-05-14,10.3718,11.5062,10.0612,11.3622,1152199.0
2020-05-15,11.4882,12.3165,11.3847,11.8213,955132.0
2020-05-16,11.4882,12.3165,11.3847,11.8213,955132.0
2020-05-17,11.4882,12.3165,11.3847,11.8213,955132.0
2020-05-18,12.6136,13.8201,12.3435,13.1178,1772691.0
2020-05-19,12.9738,13.4825,12.5056,12.5416,1112574.0
2020-05-20,12.9468,13.505,12.6181,12.7937,822621.0
2020-05-21,12.8297,13.2619,12.3795,12.5776,931716.0
2020-05-22,12.6947,12.8837,12.0374,12.6406,773507.0
2020-05-23,12.6947,12.8837,12.0374,12.6406,773507.0
2020-05-24,12.6947,12.8837,12.0374,12.6406,773507.0
2020-05-25,12.6947,12.8837,12.0374,12.6406,773507.0
2020-05-26,12.9648,13.55,12.7127,13.0368,895624.0
2020-05-27,13.4599,13.541,12.7487,13.2349,1009411.0
2020-05-28,13.3699,13.4509,12.7577,13.0368,972832.0
2020-05-29,12.8297,12.9648,12.3976,12.6767,932820.0
2020-05-30,12.8297,12.9648,12.3976,12.6767,932820.0
2020-05-31,12.8297,12.9648,12.3976,12.6767,932820.0
2020-06-01,12.7037,13.487,12.6947,12.9107,900074.0
2020-06-02,13.1718,13.487,12.9378,13.3699,748537.0
2020-06-03,13.685,14.2972,13.559,14.0542,718833.0
2020-06-04,13.9641,14.2702,13.4599,14.2342,794579.0
2020-06-05,15.0265,15.8458,14.5944,15.0715,1108608.0
2020-06-06,15.0265,15.8458,14.5944,15.0715,1108608.0
2020-06-07,15.0265,15.8458,14.5944,15.0715,1108608.0
2020-06-08,15.5577,16.314,15.5037,16.233,1046605.0
2020-06-09,15.6928,15.8908,15.0085,15.6748,1066988.0
2020-06-10,15.6748,15.8458,14.7744,15.0535,791911.0
2020-06-11,14.1082,14.5403,13.3699,13.505,1066949.0
2020-06-12,14.4053,14.8284,13.4554,14.0812,699920.0
2020-06-13,14.4053,14.8284,13.4554,14.0812,699920.0
2020-06-14,14.4053,14.8284,13.4554,14.0812,699920.0
2020-06-15,13.2799,14.5268,13.0863,14.4953,835987.0
2020-06-16,15.3146,15.3957,14.5655,14.9005,603589.0
2020-06-17,14.9005,14.9995,14.0091,14.4413,686613.0
2020-06-18,14.0812,14.5493,13.73,13.7571,815608.0
2020-06-19,13.7841,14.1352,13.523,13.577,897597.0
2020-06-20,13.7841,14.1352,13.523,13.577,897597.0
2020-06-21,13.7841,14.1352,13.523,13.577,897597.0
2020-06-22,13.577,14.4053,13.541,14.0992,655088.0
2020-06-23,14.3513,14.3963,13.631,13.649,661578.0
2020-06-24,13.523,14.2252,13.4599,14.1802,999877.0
2020-06-25,13.9731,14.0992,13.4509,13.9641,616868.0
2020-06-26,13.712,13.7841,12.9468,13.3159,924995.0
2020-06-27,13.712,13.7841,12.9468,13.3159,924995.0
2020-06-28,13.712,13.7841,12.9468,13.3159,924995.0
2020-06-29,13.649,14.2252,13.4599,13.7661,432362.0
2020-06-30,13.559,13.9731,13.4149,13.8561,496328.0
2020-07-01,13.7751,14.1262,13.0368,13.0818,744464.0
2020-07-02,13.3699,14.0181,13.2349,13.4329,543579.0
2020-07-03,13.3699,14.0181,13.2349,13.4329,543579.0
2020-07-04,13.3699,14.0181,13.2349,13.4329,543579.0
2020-07-05,13.3699,14.0181,13.2349,13.4329,543579.0
2020-07-06,13.748,14.0362,13.3564,13.667,812395.0
2020-07-07,13.4599,13.8201,13.3969,13.4419,685270.0
2020-07-08,13.604,13.8651,13.0728,13.3339,687081.0
2020-07-09,13.4509,13.4779,12.9558,13.3429,712970.0
2020-07-10,13.2889,13.7751,13.0548,13.7571,501745.0
2020-07-11,13.2889,13.7751,13.0548,13.7571,501745.0
2020-07-12,13.2889,13.7751,13.0548,13.7571,501745.0
2020-07-13,13.8561,14.1442,13.604,13.676,631271.0
2020-07-14,13.73,14.3153,13.613,14.2072,727015.0
2020-07-15,14.4233,14.5764,13.9551,14.3873,532703.0
2020-07-16,14.3063,14.6034,14.0452,14.3063,466612.0
2020-07-17,14.2612,14.6664,14.1982,14.3153,439943.0
2020-07-18,14.2612,14.6664,14.1982,14.3153,439943.0
2020-07-19,14.2612,14.6664,14.1982,14.3153,439943.0
2020-07-20,14.1892,14.6214,14.0992,14.3153,347503.0
2020-07-21,14.4863,14.8194,14.3063,14.3873,689753.0
2020-07-22,14.2612,14.3603,13.8111,13.8291,351012.0
2020-07-23,13.73,14.4008,13.73,14.1442,964270.0
2020-07-24,14.1442,14.3774,13.9011,14.3423,379495.0
2020-07-25,14.1442,14.3774,13.9011,14.3423,379495.0
2020-07-26,14.1442,14.3774,13.9011,14.3423,379495.0
2020-07-27,14.3243,14.7294,14.0902,14.5944,267328.0
2020-07-28,14.3513,14.5764,14.1262,14.2792,378415.0
2020-07-29,14.3333,14.9365,14.2072,14.8104,454961.0
2020-07-30,14.4053,14.5403,13.9641,14.5043,361375.0
2020-07-31,14.3513,14.3513,13.8111,14.3333,483228.0
2020-08-01,14.3513,14.3513,13.8111,14.3333,483228.0
2020-08-02,14.3513,14.3513,13.8111,14.3333,483228.0
2020-08-03,14.4233,14.7204,14.3873,14.5493,436071.0
2020-08-04,14.3693,14.3693,13.9956,14.2792,827138.0
2020-08-05,14.5673,14.7114,14.1982,14.3513,741085.0
2020-08-06,13.7552,14.1435,12.8249,13.4752,992908.0
2020-08-07,13.1139,13.4571,12.5991,13.3036,755773.0
2020-08-08,13.1139,13.4571,12.5991,13.3036,755773.0
2020-08-09,13.1139,13.4571,12.5991,13.3036,755773.0
2020-08-10,13.3668,14.3332,13.3668,14.0803,683559.0
2020-08-11,14.1616,14.9383,14.0894,14.4326,494751.0
2020-08-12,14.7848,14.7848,13.6016,13.99,688025.0
2020-08-13,13.7642,14.0487,13.701,13.8636,288235.0
2020-08-14,13.6287,14.261,13.6287,14.1977,506046.0
2020-08-15,13.6287,14.261,13.6287,14.1977,506046.0
2020-08-16,13.6287,14.261,13.6287,14.1977,506046.0
2020-08-17,14.0984,14.279,13.5926,14.2429,604735.0
2020-08-18,14.3513,14.6042,14.1345,14.2971,839244.0
2020-08-19,14.4055,14.55,13.7371,13.7823,338628.0
2020-08-20,13.4933,13.8455,13.3036,13.6016,308425.0
2020-08-21,13.403,13.5475,13.1862,13.1862,621031.0
2020-08-22,13.403,13.5475,13.1862,13.1862,621031.0
2020-08-23,13.403,13.5475,13.1862,13.1862,621031.0
2020-08-24,13.3939,13.5791,13.2494,13.4752,386945.0
2020-08-25,13.5384,13.7642,13.3036,13.6468,218702.0
2020-08-26,13.5475,13.7913,13.4842,13.7191,270181.0
2020-08-27,13.8003,13.999,13.3578,13.6016,318211.0
2020-08-28,13.8094,14.0803,13.6694,14.0352,454322.0
2020-08-29,13.8094,14.0803,13.6694,14.0352,454322.0
2020-08-30,13.8094,14.0803,13.6694,14.0352,454322.0
2020-08-31,13.9178,14.1616,13.8003,13.9719,375041.0
2020-09-01,13.9358,14.4326,13.6558,14.3513,690835.0
2020-09-02,14.3513,14.3513,13.9268,14.2519,451112.0
2020-09-03,14.1616,14.857,14.1435,14.4777,646782.0
2020-09-04,14.8209,15.4351,14.7441,15.2906,577013.0
2020-09-05,14.8209,15.4351,14.7441,15.2906,577013.0
2020-09-06,14.8209,15.4351,14.7441,15.2906,577013.0
2020-09-07,14.8209,15.4351,14.7441,15.2906,577013.0
2020-09-08,15.0377,15.1009,14.1977,14.6313,562400.0
2020-09-09,14.857,14.8661,14.2339,14.7125,392748.0
2020-09-10,14.7035,15.3312,14.7035,15.0016,615985.0
2020-09-11,15.2002,16.4873,15.0648,16.1576,821620.0
2020-09-12,15.2002,16.4873,15.0648,16.1576,821620.0
2020-09-13,15.2002,16.4873,15.0648,16.1576,821620.0
2020-09-14,16.1305,17.2188,16.0989,17.0969,575133.0
2020-09-15,17.3678,17.3859,16.7808,17.1691,727602.0
2020-09-16,17.1691,17.6569,16.9524,17.4853,744066.0
2020-09-17,17.2414,18.7677,17.115,18.6955,872138.0
2020-09-18,18.84,19.0658,18.4607,18.7858,1750664.0
2020-09-19,18.84,19.0658,18.4607,18.7858,1750664.0
2020-09-20,18.84,19.0658,18.4607,18.7858,1750664.0
2020-09-21,18.3252,18.3252,16.5189,16.6814,853022.0
2020-09-22,16.6634,17.0337,16.4466,16.5369,478543.0
2020-09-23,16.3834,16.7311,15.7331,15.7331,476148.0
2020-09-24,15.706,16.2299,15.5434,15.7602,425171.0
2020-09-25,15.4983,16.2028,15.3628,15.986,338639.0
2020-09-26,15.4983,16.2028,15.3628,15.986,338639.0
2020-09-27,15.4983,16.2028,15.3628,15.986,338639.0
2020-09-28,16.2208,16.7808,16.0402,16.3744,399905.0
2020-09-29,16.3653,16.4647,15.6247,15.7873,370852.0
2020-09-30,15.9408,16.1124,15.2635,15.426,544445.0
2020-10-01,15.5073,15.9047,15.3989,15.6789,577074.0
2020-10-02,15.3177,16.0041,15.1822,15.8054,433149.0
2020-10-03,15.3177,16.0041,15.1822,15.8054,433149.0
2020-10-04,15.3177,16.0041,15.1822,15.8054,433149.0
2020-10-05,15.8776,16.3473,15.8641,16.1666,496767.0
2020-10-06,16.4195,16.4195,15.4351,15.4531,761028.0
2020-10-07,15.5615,15.6111,14.7125,15.3357,1046411.0
2020-10-08,15.5796,16.0673,15.2636,15.697,748570.0
2020-10-09,15.9137,15.977,14.5138,14.9654,955485.0
2020-10-10,15.9137,15.977,14.5138,14.9654,955485.0
2020-10-11,15.9137,15.977,14.5138,14.9654,955485.0
2020-10-12,14.9112,15.2815,14.4326,14.4416,594870.0
2020-10-13,14.2429,14.3964,13.3939,13.8726,1007967.0
2020-10-14,13.9629,14.4055,13.8184,14.0442,400269.0
2020-10-15,13.7281,13.99,13.1862,13.8636,562816.0
2020-10-16,13.7371,13.8997,13.4571,13.7642,469736.0
2020-10-17,13.7371,13.8997,13.4571,13.7642,469736.0
2020-10-18,13.7371,13.8997,13.4571,13.7642,469736.0
2020-10-19,13.8907,14.2248,13.2404,13.3126,736540.0
2020-10-20,13.3849,13.6378,13.1952,13.403,601639.0
2020-10-21,13.3939,13.6287,13.1772,13.2584,369587.0
2020-10-22,13.1862,13.3939,12.9514,13.2855,494500.0
2020-10-23,13.4662,13.6522,13.1591,13.4752,540717.0
2020-10-24,13.4662,13.6522,13.1591,13.4752,540717.0
2020-10-25,13.4662,13.6522,13.1591,13.4752,540717.0
2020-10-26,13.3126,13.5384,12.9965,13.0778,636051.0
2020-10-27,13.1681,13.4752,12.9333,13.3217,614971.0
2020-10-28,12.9062,13.0959,12.5946,12.8701,832585.0
2020-10-29,12.2017,13.412,11.7682,12.9785,1735440.0
2020-10-30,12.8425,13.7307,12.8425,13.5948,951783.0
2020-10-31,12.8425,13.7307,12.8425,13.5948,951783.0
2020-11-01,12.8425,13.7307,12.8425,13.5948,951783.0
2020-11-02,13.7488,14.5011,13.1778,14.2654,1326075.0
2020-11-03,14.4739,14.8545,14.1385,14.782,787483.0
2020-11-04,14.4558,14.5917,13.8077,14.1023,983526.0
2020-11-05,14.3561,15.0086,14.3561,14.6823,583216.0
2020-11-06,14.8545,15.3938,14.5011,15.2624,637372.0
2020-11-07,14.8545,15.3938,14.5011,15.2624,637372.0
2020-11-08,14.8545,15.3938,14.5011,15.2624,637372.0
2020-11-09,16.3862,17.1838,16.1823,16.2503,1151535.0
2020-11-10,16.3318,16.3318,15.0811,15.2624,900958.0
2020-11-11,15.2805,15.4935,14.6008,15.2261,634433.0
2020-11-12,15.4618,15.6974,14.8727,15.0267,591222.0
2020-11-13,15.2171,15.8605,15.2171,15.7337,378141.0
2020-11-14,15.2171,15.8605,15.2171,15.7337,378141.0
2020-11-15,15.2171,15.8605,15.2171,15.7337,378141.0
2020-11-16,16.069,16.7397,16.069,16.64,495342.0
2020-11-17,16.3137,16.7215,16.1234,16.4497,412214.0
2020-11-18,16.5765,16.8484,15.5615,15.5705,581195.0
2020-11-19,15.4708,15.498,14.8998,15.2714,410384.0
2020-11-20,15.2533,15.4346,14.927,14.9995,515071.0
2020-11-21,15.2533,15.4346,14.927,14.9995,515071.0
2020-11-22,15.2533,15.4346,14.927,14.9995,515071.0
2020-11-23,15.072,16.504,15.072,16.4768,743293.0
2020-11-24,16.6944,17.8907,16.4768,17.5372,1096365.0
2020-11-25,17.365,17.4013,16.5493,16.5675,847541.0
2020-11-26,17.365,17.4013,16.5493,16.5675,847541.0
2020-11-27,16.5493,17.0659,16.5312,16.7215,552096.0
2020-11-28,16.5493,17.0659,16.5312,16.7215,552096.0
2020-11-29,16.5493,17.0659,16.5312,16.7215,552096.0
2020-11-30,16.7487,16.9753,15.7427,15.788,536571.0
2020-12-01,16.0509,16.4225,15.7971,15.8515,398486.0
2020-12-02,15.8696,16.853,15.6158,16.8031,508408.0
2020-12-03,16.7125,16.7669,16.1053,16.2503,530936.0
2020-12-04,16.2956,16.7034,16.0871,16.6219,393533.0
2020-12-05,16.2956,16.7034,16.0871,16.6219,393533.0
2020-12-06,16.2956,16.7034,16.0871,16.6219,393533.0
2020-12-07,16.4859,17.0931,16.2321,16.8666,464898.0
2020-12-08,16.5584,17.4557,16.5584,17.1838,730592.0
2020-12-09,17.3741,17.7366,17.0388,17.2835,514438.0
2020-12-10,17.22,18.9692,17.0659,18.8967,1028464.0
2020-12-11,18.6339,18.951,17.1203,17.6369,632454.0
2020-12-12,18.6339,18.951,17.1203,17.6369,632454.0
2020-12-13,18.6339,18.951,17.1203,17.6369,632454.0
2020-12-14,17.8726,18.9239,17.7547,18.7245,738149.0
2020-12-15,18.9783,19.649,18.8423,19.5674,548190.0
2020-12-16,19.4858,19.4858,18.2804,19.0417,876762.0
2020-12-17,18.4435,18.7608,17.7502,18.1173,654008.0
2020-12-18,18.081,18.217,17.2563,17.2563,1500332.0
2020-12-19,18.081,18.217,17.2563,17.2563,1500332.0
2020-12-20,18.081,18.217,17.2563,17.2563,1500332.0
2020-12-21,16.9391,18.0714,16.8122,18.0357,598947.0
2020-12-22,17.7729,18.3892,17.4557,18.2895,552484.0
2020-12-23,18.4526,18.797,18.217,18.5704,562274.0
2020-12-24,18.6429,18.6611,17.8454,18.0176,184445.0
2020-12-25,18.6429,18.6611,17.8454,18.0176,184445.0
2020-12-26,18.6429,18.6611,17.8454,18.0176,184445.0
2020-12-27,18.6429,18.6611,17.8454,18.0176,184445.0
2020-12-28,18.2895,18.6339,18.072,18.362,434591.0
2020-12-29,18.4254,18.7789,18.0176,18.3348,329685.0
2020-12-30,18.3801,19.2592,18.3801,19.1505,405184.0
2020-12-31,19.2411,19.513,18.8242,19.3227,352913.0
2021-01-01,19.2411,19.513,18.8242,19.3227,352913.0
2021-01-02,19.2411,19.513,18.8242,19.3227,352913.0
2021-01-03,19.2411,19.513,18.8242,19.3227,352913.0
2021-01-04,19.9299,20.4828,19.3227,20.1565,707590.0
2021-01-05,20.1656,20.8997,20.0749,20.6368,656828.0
2021-01-06,21.1988,21.9057,20.9087,21.38,983877.0
2021-01-07,21.8422,21.8422,20.3559,20.8272,715226.0
2021-01-08,20.945,21.09,19.9118,20.7184,720437.0
2021-01-09,20.945,21.09,19.9118,20.7184,720437.0
2021-01-10,20.945,21.09,19.9118,20.7184,720437.0
2021-01-11,20.2199,21.0084,19.9752,20.6278,342523.0
2021-01-12,21.1988,21.1988,20.5009,20.9631,513311.0
2021-01-13,20.2199,20.5553,19.8393,20.4193,595749.0
2021-01-14,20.8181,21.3438,20.5054,21.0266,505196.0
2021-01-15,20.4284,21.0809,20.0749,20.8634,803804.0
2021-01-16,20.4284,21.0809,20.0749,20.8634,803804.0
2021-01-17,20.4284,21.0809,20.0749,20.8634,803804.0
2021-01-18,20.4284,21.0809,20.0749,20.8634,803804.0
2021-01-19,21.2169,21.815,21.2169,21.6157,581217.0
2021-01-20,21.6882,21.806,20.945,21.3256,528762.0
2021-01-21,21.235,21.38,20.4193,20.8815,484285.0
2021-01-22,20.4646,21.2441,20.1656,21.1081,436702.0
2021-01-23,20.4646,21.2441,20.1656,21.1081,436702.0
2021-01-24,20.4646,21.2441,20.1656,21.1081,436702.0
2021-01-25,21.0175,21.0266,20.2109,20.7093,324591.0
2021-01-26,20.8815,21.0537,20.4556,20.655,333535.0
2021-01-27,20.0296,20.5825,19.0598,20.084,822990.0
2021-01-28,20.4374,21.3891,20.1021,21.1081,942303.0
2021-01-29,21.2531,21.5522,20.655,20.8634,765916.0
2021-01-30,21.2531,21.5522,20.655,20.8634,765916.0
2021-01-31,21.2531,21.5522,20.655,20.8634,765916.0
2021-02-01,21.0266,21.2984,19.794,20.7909,640571.0
2021-02-02,21.1806,21.2486,20.5825,20.7365,578860.0
2021-02-03,20.7909,21.0447,19.8574,20.0477,583333.0
2021-02-04,20.0205,20.0205,19.1686,19.5311,616142.0
2021-02-05,19.8393,20.2018,19.5674,19.8393,431886.0
2021-02-06,19.8393,20.2018,19.5674,19.8393,431886.0
2021-02-07,19.8393,20.2018,19.5674,19.8393,431886.0
2021-02-08,20.1021,20.945,19.8212,20.8544,665400.0
2021-02-09,20.5915,20.7592,20.0296,20.1112,529560.0
2021-02-10,20.1474,20.3015,19.0236,19.368,574601.0
2021-02-11,19.4586,19.8212,19.0327,19.4314,1032427.0
2021-02-12,19.2502,20.1746,18.8967,19.8574,525494.0
2021-02-13,19.2502,20.1746,18.8967,19.8574,525494.0
2021-02-14,19.2502,20.1746,18.8967,19.8574,525494.0
2021-02-15,19.2502,20.1746,18.8967,19.8574,525494.0
2021-02-16,20.0477,20.3921,19.7124,20.1202,564484.0
2021-02-17,20.1837,20.5371,19.8937,19.9662,386794.0
2021-02-18,19.7668,20.2199,19.5764,19.7396,364909.0
2021-02-19,19.9208,20.6278,19.5221,20.6006,955460.0
2021-02-20,19.9208,20.6278,19.5221,20.6006,955460.0
2021-02-21,19.9208,20.6278,19.5221,20.6006,955460.0
2021-02-22,20.3649,21.866,20.3649,21.4616,1181831.0
2021-02-23,21.2531,23.4736,20.8362,22.9842,1889448.0
2021-02-24,23.1655,23.3739,22.5401,23.2289,1067362.0
2021-02-25,21.9147,21.9782,17.859,17.9904,2782836.0
2021-02-26,18.0722,18.3266,17.3998,17.418,1223864.0
2021-02-27,18.0722,18.3266,17.3998,17.418,1223864.0
2021-02-28,18.0722,18.3266,17.3998,17.418,1223864.0
2021-03-01,17.8904,18.1903,17.4089,17.6996,988357.0
2021-03-02,17.636,17.9631,17.4907,17.6906,383894.0
2021-03-03,17.7451,19.0625,17.7451,18.4538,608235.0
2021-03-04,18.4447,18.5992,17.4816,17.6906,789878.0
2021-03-05,18.1812,18.3811,17.3362,18.3629,547849.0
2021-03-06,18.1812,18.3811,17.3362,18.3629,547849.0
2021-03-07,18.1812,18.3811,17.3362,18.3629,547849.0
2021-03-08,18.3175,18.7536,17.9995,18.5628,565432.0
2021-03-09,18.6718,18.7445,18.1267,18.4992,489814.0
2021-03-10,18.5628,18.7718,17.7723,17.8359,1141372.0
2021-03-11,17.8632,18.3902,17.5543,17.9813,931145.0
2021-03-12,18.0086,18.1721,17.4634,17.4816,557017.0
2021-03-13,18.0086,18.1721,17.4634,17.4816,557017.0
2021-03-14,18.0086,18.1721,17.4634,17.4816,557017.0
2021-03-15,17.418,17.6724,16.9818,17.1817,717195.0
2021-03-16,17.2817,17.3635,16.7002,16.8455,582056.0
2021-03-17,16.7002,17.8995,16.7002,17.7451,863316.0
2021-03-18,17.5997,18.2721,16.9182,16.9909,923474.0
2021-03-19,17.0727,17.2272,16.0369,16.9728,1718246.0
2021-03-20,17.0727,17.2272,16.0369,16.9728,1718246.0
2021-03-21,17.0727,17.2272,16.0369,16.9728,1718246.0
2021-03-22,16.7274,17.0074,16.0096,16.0914,707255.0
2021-03-23,15.7098,15.837,14.8557,14.9284,817006.0
2021-03-24,15.1919,15.4554,14.4923,14.5013,652823.0
2021-03-25,14.2833,15.0011,14.1016,14.7376,1231306.0
2021-03-26,15.0647,15.6916,14.9375,15.5644,795941.0
2021-03-27,15.0647,15.6916,14.9375,15.5644,795941.0
2021-03-28,15.0647,15.6916,14.9375,15.5644,795941.0
2021-03-29,15.3282,15.7552,15.1919,15.2646,645767.0
2021-03-30,15.2373,15.5008,14.9011,15.2737,794240.0
2021-03-31,15.4645,15.8461,15.2191,15.5644,906351.0
2021-04-01,15.628,15.7371,15.0738,15.3191,680068.0
2021-04-02,15.628,15.7371,15.0738,15.3191,680068.0
2021-04-03,15.628,15.7371,15.0738,15.3191,680068.0
2021-04-04,15.628,15.7371,15.0738,15.3191,680068.0
2021-04-05,15.5099,15.8188,15.3191,15.4009,489145.0
2021-04-06,15.4645,16.0778,15.4645,16.0641,741118.0
2021-04-07,15.9915,16.4003,15.6553,16.2368,679098.0
2021-04-08,16.3004,16.5172,15.4009,15.6098,695386.0
2021-04-09,15.3463,15.6008,14.5831,15.3191,1112978.0
2021-04-10,15.3463,15.6008,14.5831,15.3191,1112978.0
2021-04-11,15.3463,15.6008,14.5831,15.3191,1112978.0
2021-04-12,15.3645,15.4917,14.9011,15.0556,614767.0
2021-04-13,15.0829,15.6462,14.892,15.5826,450726.0
2021-04-14,15.8643,16.682,15.8643,16.5548,837223.0
2021-04-15,16.7183,17.0273,16.3773,16.9909,572092.0
2021-04-16,17.1545,17.7178,16.6002,16.9092,532953.0
2021-04-17,17.1545,17.7178,16.6002,16.9092,532953.0
2021-04-18,17.1545,17.7178,16.6002,16.9092,532953.0
2021-04-19,17.0727,17.2362,16.3186,16.5094,576187.0
2021-04-20,16.4367,16.6638,15.7825,15.8824,533496.0
2021-04-21,16.2459,16.3458,15.7371,16.1823,417363.0
2021-04-22,16.2731,16.4367,15.9369,16.1278,444747.0
2021-04-23,16.2731,16.4991,15.8552,15.8824,552740.0
2021-04-24,16.2731,16.4991,15.8552,15.8824,552740.0
2021-04-25,16.2731,16.4991,15.8552,15.8824,552740.0
2021-04-26,15.9824,16.5639,15.9824,16.3004,342271.0
2021-04-27,16.3004,16.5094,15.9915,16.1914,383007.0
2021-04-28,16.0641,16.5003,15.9279,16.3095,395105.0
2021-04-29,16.4185,16.4185,14.9556,15.2464,793957.0
2021-04-30,14.6286,15.0647,14.2469,14.4014,1185899.0
2021-05-01,14.6286,15.0647,14.2469,14.4014,1185899.0
2021-05-02,14.6286,15.0647,14.2469,14.4014,1185899.0
2021-05-03,14.5104,15.3191,14.415,15.2827,910805.0
2021-05-04,15.31,16.2459,15.0039,15.7643,731649.0
2021-05-05,15.8552,15.9915,15.2191,15.7916,701765.0
2021-05-06,15.9738,16.0194,14.3063,14.9988,1324274.0
2021-05-07,14.8166,15.1081,14.4156,14.7072,1094440.0
2021-05-08,14.8166,15.1081,14.4156,14.7072,1094440.0
2021-05-09,14.8166,15.1081,14.4156,14.7072,1094440.0
2021-05-10,14.7619,15.5455,14.3063,14.3883,1555184.0
2021-05-11,14.0785,15.3815,13.7322,15.3633,743055.0
2021-05-12,15.3724,15.4635,14.566,14.6525,521903.0
2021-05-13,14.7345,15.0352,14.1878,14.5705,593945.0
2021-05-14,14.5796,15.1264,14.5341,14.8257,712988.0
2021-05-15,14.5796,15.1264,14.5341,14.8257,712988.0
2021-05-16,14.5796,15.1264,14.5341,14.8257,712988.0
2021-05-17,14.8712,15.9465,14.8712,15.9283,762939.0
2021-05-18,16.0832,16.1469,15.2357,15.2448,607950.0
2021-05-19,14.7528,15.2083,14.5159,14.8439,583648.0
2021-05-20,14.9897,15.2995,14.5979,15.2448,794200.0
2021-05-21,15.5638,16.229,15.4635,15.9191,1153634.0
